ticket_nmbr,STATUS,assigned_group,PARENT_SERVICE,service,CHANGE_DATE,TIME_IN_STATUS_BY_OWNER_HRS
"IN10273684","NEW","","","","",
"IN10273685","NEW","","","","",
"IN10273686","NEW","","","","",
"IN10273687","NEW","","","","",
"IN10273694","NEW","","","","",
"IN10273696","NEW","","","","",
"IN10273698","NEW","","","","",
"IN10273701","NEW","","","","",
"IN10273702","NEW","","","","",
"IN10273703","NEW","","","","",
"IN10273704","NEW","","","","",
"IN10273705","NEW","","","","",
"IN10273706","NEW","","","","",
"IN10273707","NEW","","","","",
"IN10273708","NEW","","","","",
"IN10273709","NEW","","","","",
"IN10273711","NEW","","","","",
"IN10273712","NEW","","","","",
"IN10273713","NEW","","","","",
"IN10273714","NEW","","","","",
"IN10273716","NEW","","","","",
"IN10273718","NEW","","","","",
"IN10273719","NEW","","","","",
"IN10273720","NEW","","","","",
"IN10273721","NEW","","","","",
"IN10273722","NEW","","","","",
"IN10273723","NEW","","","","",
"IN10273724","NEW","","","","",
"IN10273725","NEW","","","","",
"IN10273726","NEW","","","","",
"IN10273731","NEW","","","","",
"IN10273732","NEW","","","","",
"IN10273733","NEW","","","","",
"IN10273734","NEW","","","","",
"IN10273735","NEW","","","","",
"IN10273744","NEW","","","","",
"IN10273745","NEW","","","","",
"IN10273752","NEW","","","","",
"IN10273755","NEW","","","","",
"IN10273760","NEW","","","","",
"IN10273761","NEW","","","","",
"IN10273763","NEW","","","","",
"IN10273765","NEW","","","","",
"IN10273767","NEW","","","","",
"IN10273768","NEW","","","","",
"IN10273771","NEW","","","","",
"IN10273772","NEW","","","","",
"IN10273782","NEW","","","","",
"IN10273783","NEW","","","","",
"IN10273784","NEW","","","","",
"IN10273786","NEW","","","","",
"IN10273794","NEW","","","","",
"IN10273796","NEW","","","","",
"IN10273798","NEW","","","","",
"IN10273799","NEW","","","","",
"IN10273800","NEW","","","","",
"IN10273801","NEW","","","","",
"IN10273804","NEW","","","","",
"IN10273806","NEW","","","","",
"IN10273807","NEW","","","","",
"IN10273808","NEW","","","","",
"IN10273809","NEW","","","","",
"IN10273810","NEW","","","","",
"IN10273811","NEW","","","","",
"IN10273812","NEW","","","","",
"IN10273813","NEW","","","","",
"IN10273814","NEW","","","","",
"IN10273816","NEW","","","","",
"IN10273817","NEW","","","","",
"IN10273819","NEW","","","","",
"IN10273820","NEW","","","","",
"IN10273822","NEW","","","","",
"IN10273823","NEW","","","","",
"IN10273824","NEW","","","","",
"IN10273825","NEW","","","","",
"IN10273826","NEW","","","","",
"IN10273827","NEW","","","","",
"IN10273829","NEW","","","","",
"IN10273830","NEW","","","","",
"IN10273831","NEW","","","","",
"IN10273832","NEW","","","","",
"IN10273833","NEW","","","","",
"IN10273834","NEW","","","","",
"IN10273835","NEW","","","","",
"IN10273837","NEW","","","","",
"IN10273838","NEW","","","","",
"IN10273839","NEW","","","","",
"IN10273840","NEW","","","","",
"IN10273842","NEW","","","","",
"IN10273843","NEW","","","","",
"IN10273845","NEW","","","","",
"IN10273846","NEW","","","","",
"IN10273849","NEW","","","","",
"IN10273852","NEW","","","","",
"IN10273855","NEW","","","","",
"IN10273856","NEW","","","","",
"IN10273859","NEW","","","","",
"IN10273860","NEW","","","","",
"IN10273868","NEW","","","","",
"IN10273869","NEW","","","","",
"IN10273870","NEW","","","","",
"IN10273873","NEW","","","","",
"IN10273875","NEW","","","","",
"IN10273876","NEW","","","","",
"IN10273880","NEW","","","","",
"IN10273881","NEW","","","","",
"IN10273882","NEW","","","","",
"IN10273883","NEW","","","","",
"IN10274939","NEW","","","","",
"IN10274942","NEW","","","","",
"IN10274943","NEW","","","","",
"IN10274944","NEW","","","","",
"IN10274951","NEW","","","","",
"IN10274952","NEW","","","","",
"IN10274953","NEW","","","","",
"IN10274957","NEW","","","","",
"IN10274966","NEW","","","","",
"IN10274967","NEW","","","","",
"IN10274968","NEW","","","","",
"IN10274969","NEW","","","","",
"IN10274970","NEW","","","","",
"IN10274972","NEW","","","","",
"IN10274973","NEW","","","","",
"IN10274976","NEW","","","","",
"IN10274977","NEW","","","","",
"IN10274979","NEW","","","","",
"IN10275001","NEW","","","","",
"IN10275008","NEW","","","","",
"IN10275009","NEW","","","","",
"IN10275010","NEW","","","","",
"IN10275013","NEW","","","","",
"IN10275025","NEW","","","","",
"IN10275026","NEW","","","","",
"IN10275027","NEW","","","","",
"IN10275028","NEW","","","","",
"IN10275032","NEW","","","","",
"IN10275034","NEW","","","","",
"IN10275040","NEW","","","","",
"IN10275043","NEW","","","","",
"IN10275046","NEW","","","","",
"IN10275047","NEW","","","","",
"IN10275049","NEW","","","","",
"IN10275050","NEW","","","","",
"IN10275051","NEW","","","","",
"IN10275055","NEW","","","","",
"IN10275056","NEW","","","","",
"IN10275062","NEW","","","","",
"IN10275064","NEW","","","","",
"IN10275067","NEW","","","","",
"IN10275068","NEW","","","","",
"IN10275070","NEW","","","","",
"IN10275077","NEW","","","","",
"IN10275081","NEW","","","","",
"IN10275084","NEW","","","","",
"IN10275090","NEW","","","","",
"IN10275096","NEW","","","","",
"IN10275097","NEW","","","","",
"IN10275100","NEW","","","","",
"IN10275102","NEW","","","","",
"IN10275103","NEW","","","","",
"IN10275106","NEW","","","","",
"IN10275109","NEW","","","","",
"IN10275111","NEW","","","","",
"IN10275119","NEW","","","","",
"IN10275120","NEW","","","","",
"IN10275122","NEW","","","","",
"IN10275124","NEW","","","","",
"IN10275125","NEW","","","","",
"IN10275129","NEW","","","","",
"IN10275132","NEW","","","","",
"IN10275133","NEW","","","","",
"IN10275134","NEW","","","","",
"IN10275135","NEW","","","","",
"IN10275136","NEW","","","","",
"IN10275137","NEW","","","","",
"IN10275138","NEW","","","","",
"IN10275140","NEW","","","","",
"IN10275141","NEW","","","","",
"IN10275142","NEW","","","","",
"IN10275143","NEW","","","","",
"IN10275144","NEW","","","","",
"IN10275145","NEW","","","","",
"IN10275146","NEW","","","","",
"IN10275148","NEW","","","","",
"IN10275149","NEW","","","","",
"IN10275150","NEW","","","","",
"IN10275151","NEW","","","","",
"IN10275152","NEW","","","","",
"IN10275154","NEW","","","","",
"IN10275155","NEW","","","","",
"IN10275157","NEW","","","","",
"IN10275162","NEW","","","","",
"IN10275163","NEW","","","","",
"IN10275164","NEW","","","","",
"IN10275165","NEW","","","","",
"IN10275166","NEW","","","","",
"IN10275168","NEW","","","","",
"IN10275169","NEW","","","","",
"IN10275172","NEW","","","","",
"IN10275174","NEW","","","","",
"IN10275175","NEW","","","","",
"IN10275176","NEW","","","","",
"IN10275178","NEW","","","","",
"IN10275179","NEW","","","","",
"IN10275180","NEW","","","","",
"IN10275181","NEW","","","","",
"IN10275183","NEW","","","","",
"IN10275184","NEW","","","","",
"IN10275185","NEW","","","","",
"IN10275186","NEW","","","","",
"IN10275187","NEW","","","","",
"IN10275188","NEW","","","","",
"IN10275189","NEW","","","","",
"IN10275190","NEW","","","","",
"IN10275191","NEW","","","","",
"IN10275192","NEW","","","","",
"IN10275195","NEW","","","","",
"IN10275197","NEW","","","","",
"IN10275199","NEW","","","","",
"IN10275200","NEW","","","","",
"IN10275201","NEW","","","","",
"IN10275202","NEW","","","","",
"IN10275204","NEW","","","","",
"IN10275205","NEW","","","","",
"IN10275206","NEW","","","","",
"IN10275210","NEW","","","","",
"IN10275211","NEW","","","","",
"IN10275213","NEW","","","","",
"IN10275215","NEW","","","","",
"IN10275216","NEW","","","","",
"IN10275217","NEW","","","","",
"IN10275218","NEW","","","","",
"IN10275219","NEW","","","","",
"IN10275220","NEW","","","","",
"IN10275221","NEW","","","","",
"IN10275222","NEW","","","","",
"IN10275223","NEW","","","","",
"IN10275224","NEW","","","","",
"IN10275225","NEW","","","","",
"IN10275226","NEW","","","","",
"IN10275227","NEW","","","","",
"IN10275228","NEW","","","","",
"IN10275230","NEW","","","","",
"IN10275231","NEW","","","","",
"IN10275232","NEW","","","","",
"IN10275233","NEW","","","","",
"IN10275234","NEW","","","","",
"IN10275235","NEW","","","","",
"IN10275236","NEW","","","","",
"IN10275237","NEW","","","","",
"IN10275238","NEW","","","","",
"IN10275239","NEW","","","","",
"IN10275240","NEW","","","","",
"IN10275241","NEW","","","","",
"IN10275242","NEW","","","","",
"IN10275247","NEW","","","","",
"IN10275248","NEW","","","","",
"IN10275249","NEW","","","","",
"IN10275250","NEW","","","","",
"IN10275251","NEW","","","","",
"IN10275252","NEW","","","","",
"IN10275253","NEW","","","","",
"IN10275254","NEW","","","","",
"IN10275255","NEW","","","","",
"IN10275257","NEW","","","","",
"IN10275258","NEW","","","","",
"IN10275259","NEW","","","","",
"IN10275260","NEW","","","","",
"IN10275263","NEW","","","","",
"IN10275264","NEW","","","","",
"IN10275265","NEW","","","","",
"IN10275266","NEW","","","","",
"IN10275269","NEW","","","","",
"IN10275270","NEW","","","","",
"IN10275271","NEW","","","","",
"IN10275274","NEW","","","","",
"IN10275275","NEW","","","","",
"IN10275276","NEW","","","","",
"IN10275277","NEW","","","","",
"IN10275278","NEW","","","","",
"IN10275279","NEW","","","","",
"IN10275280","NEW","","","","",
"IN10275281","NEW","","","","",
"IN10275282","NEW","","","","",
"IN10275283","NEW","","","","",
"IN10275285","NEW","","","","",
"IN10275288","NEW","","","","",
"IN10275290","NEW","","","","",
"IN10275292","NEW","","","","",
"IN10275294","NEW","","","","",
"IN10275295","NEW","","","","",
"IN10275296","NEW","","","","",
"IN10275297","NEW","","","","",
"IN10275301","NEW","","","","",
"IN10275302","NEW","","","","",
"IN10275309","NEW","","","","",
"IN10275310","NEW","","","","",
"IN10275311","NEW","","","","",
"IN10275315","NEW","","","","",
"IN10275317","NEW","","","","",
"IN10275318","NEW","","","","",
"IN10275319","NEW","","","","",
"IN10275322","NEW","","","","",
"IN10275323","NEW","","","","",
"IN10275325","NEW","","","","",
"IN10275326","NEW","","","","",
"IN10275327","NEW","","","","",
"IN10275328","NEW","","","","",
"IN10275329","NEW","","","","",
"IN10275330","NEW","","","","",
"IN10275331","NEW","","","","",
"IN10275332","NEW","","","","",
"IN10275333","NEW","","","","",
"IN10275334","NEW","","","","",
"IN10275337","NEW","","","","",
"IN10275340","NEW","","","","",
"IN10275342","NEW","","","","",
"IN10275344","NEW","","","","",
"IN10275345","NEW","","","","",
"IN10275347","NEW","","","","",
"IN10275348","NEW","","","","",
"IN10275349","NEW","","","","",
"IN10275351","NEW","","","","",
"IN10275352","NEW","","","","",
"IN10275354","NEW","","","","",
"IN10275355","NEW","","","","",
"IN10275356","NEW","","","","",
"IN10275358","NEW","","","","",
"IN10275361","NEW","","","","",
"IN10275364","NEW","","","","",
"IN10275365","NEW","","","","",
"IN10275367","NEW","","","","",
"IN10275369","NEW","","","","",
"IN10275370","NEW","","","","",
"IN10275371","NEW","","","","",
"IN10275373","NEW","","","","",
"IN10275375","NEW","","","","",
"IN10275376","NEW","","","","",
"IN10275377","NEW","","","","",
"IN10275378","NEW","","","","",
"IN10275379","NEW","","","","",
"IN10275380","NEW","","","","",
"IN10275382","NEW","","","","",
"IN10275384","NEW","","","","",
"IN10275385","NEW","","","","",
"IN10275386","NEW","","","","",
"IN10275388","NEW","","","","",
"IN10275390","NEW","","","","",
"IN10275392","NEW","","","","",
"IN10275393","NEW","","","","",
"IN10275397","NEW","","","","",
"IN10275399","NEW","","","","",
"IN10275400","NEW","","","","",
"IN10275401","NEW","","","","",
"IN10275403","NEW","","","","",
"IN10275404","NEW","","","","",
"IN10275405","NEW","","","","",
"IN10275406","NEW","","","","",
"IN10275407","NEW","","","","",
"IN10275408","NEW","","","","",
"IN10275410","NEW","","","","",
"IN10275411","NEW","","","","",
"IN10275412","NEW","","","","",
"IN10275413","NEW","","","","",
"IN10275414","NEW","","","","",
"IN10275415","NEW","","","","",
"IN10275416","NEW","","","","",
"IN10275418","NEW","","","","",
"IN10275419","NEW","","","","",
"IN10275420","NEW","","","","",
"IN10275421","NEW","","","","",
"IN10275423","NEW","","","","",
"IN10275424","NEW","","","","",
"IN10275425","NEW","","","","",
"IN10275426","NEW","","","","",
"IN10275427","NEW","","","","",
"IN10275428","NEW","","","","",
"IN10275429","NEW","","","","",
"IN10275431","NEW","","","","",
"IN10275432","NEW","","","","",
"IN10275433","NEW","","","","",
"IN10275434","NEW","","","","",
"IN10275435","NEW","","","","",
"IN10275436","NEW","","","","",
"IN10275437","NEW","","","","",
"IN10275438","NEW","","","","",
"IN10275439","NEW","","","","",
"IN10275440","NEW","","","","",
"IN10275441","NEW","","","","",
"IN10275442","NEW","","","","",
"IN10275443","NEW","","","","",
"IN10275445","NEW","","","","",
"IN10275447","NEW","","","","",
"IN10275448","NEW","","","","",
"IN10275449","NEW","","","","",
"IN10275450","NEW","","","","",
"IN10275452","NEW","","","","",
"IN10275454","NEW","","","","",
"IN10275455","NEW","","","","",
"IN10275456","NEW","","","","",
"IN10275457","NEW","","","","",
"IN10275458","NEW","","","","",
"IN10275460","NEW","","","","",
"IN10275465","NEW","","","","",
"IN10275466","NEW","","","","",
"IN10275467","NEW","","","","",
"IN10275469","NEW","","","","",
"IN10275470","NEW","","","","",
"IN10275471","NEW","","","","",
"IN10275473","NEW","","","","",
"IN10275474","NEW","","","","",
"IN10275475","NEW","","","","",
"IN10275476","NEW","","","","",
"IN10275478","NEW","","","","",
"IN10275479","NEW","","","","",
"IN10275480","NEW","","","","",
"IN10275481","NEW","","","","",
"IN10275483","NEW","","","","",
"IN10275484","NEW","","","","",
"IN10275485","NEW","","","","",
"IN10275486","NEW","","","","",
"IN10275487","NEW","","","","",
"IN10275488","NEW","","","","",
"IN10275489","NEW","","","","",
"IN10275490","NEW","","","","",
"IN10275492","NEW","","","","",
"IN10275495","NEW","","","","",
"IN10275498","NEW","","","","",
"IN10275503","NEW","","","","",
"IN10275504","NEW","","","","",
"IN10275505","NEW","","","","",
"IN10275506","NEW","","","","",
"IN10275510","NEW","","","","",
"IN10275511","NEW","","","","",
"IN10275512","NEW","","","","",
"IN10275513","NEW","","","","",
"IN10275514","NEW","","","","",
"IN10275518","NEW","","","","",
"IN10275521","NEW","","","","",
"IN10275525","NEW","","","","",
"IN10275526","NEW","","","","",
"IN10275527","NEW","","","","",
"IN10275528","NEW","","","","",
"IN10275529","NEW","","","","",
"IN10275532","NEW","","","","",
"IN10275534","NEW","","","","",
"IN10275535","NEW","","","","",
"IN10275536","NEW","","","","",
"IN10275537","NEW","","","","",
"IN10275538","NEW","","","","",
"IN10275539","NEW","","","","",
"IN10275540","NEW","","","","",
"IN10275541","NEW","","","","",
"IN10275542","NEW","","","","",
"IN10275544","NEW","","","","",
"IN10275547","NEW","","","","",
"IN10275548","NEW","","","","",
"IN10275549","NEW","","","","",
"IN10275552","NEW","","","","",
"IN10275553","NEW","","","","",
"IN10275554","NEW","","","","",
"IN10275555","NEW","","","","",
"IN10275556","NEW","","","","",
"IN10275557","NEW","","","","",
"IN10275558","NEW","","","","",
"IN10275559","NEW","","","","",
"IN10275560","NEW","","","","",
"IN10275561","NEW","","","","",
"IN10275562","NEW","","","","",
"IN10275563","NEW","","","","",
"IN10275564","NEW","","","","",
"IN10275565","NEW","","","","",
"IN10275568","NEW","","","","",
"IN10275569","NEW","","","","",
"IN10275570","NEW","","","","",
"IN10275571","NEW","","","","",
"IN10275572","NEW","","","","",
"IN10275573","NEW","","","","",
"IN10275574","NEW","","","","",
"IN10275575","NEW","","","","",
"IN10275577","NEW","","","","",
"IN10275578","NEW","","","","",
"IN10275580","NEW","","","","",
"IN10275581","NEW","","","","",
"IN10275590","NEW","","","","",
"IN10275591","NEW","","","","",
"IN10275592","NEW","","","","",
"IN10275593","NEW","","","","",
"IN10275594","NEW","","","","",
"IN10275595","NEW","","","","",
"IN10275596","NEW","","","","",
"IN10275597","NEW","","","","",
"IN10275599","NEW","","","","",
"IN10275600","NEW","","","","",
"IN10275601","NEW","","","","",
"IN10275605","NEW","","","","",
"IN10275606","NEW","","","","",
"IN10275607","NEW","","","","",
"IN10275608","NEW","","","","",
"IN10275610","NEW","","","","",
"IN10275611","NEW","","","","",
"IN10275612","NEW","","","","",
"IN10275614","NEW","","","","",
"IN10275615","NEW","","","","",
"IN10275617","NEW","","","","",
"IN10275618","NEW","","","","",
"IN10275619","NEW","","","","",
"IN10275620","NEW","","","","",
"IN10275621","NEW","","","","",
"IN10275622","NEW","","","","",
"IN10275624","NEW","","","","",
"IN10275625","NEW","","","","",
"IN10275627","NEW","","","","",
"IN10275630","NEW","","","","",
"IN10275631","NEW","","","","",
"IN10275635","NEW","","","","",
"IN10275636","NEW","","","","",
"IN10275637","NEW","","","","",
"IN10275638","NEW","","","","",
"IN10275640","NEW","","","","",
"IN10275645","NEW","","","","",
"IN10275647","NEW","","","","",
"IN10275648","NEW","","","","",
"IN10275650","NEW","","","","",
"IN10275654","NEW","","","","",
"IN10275655","NEW","","","","",
"IN10275656","NEW","","","","",
"IN10275657","NEW","","","","",
"IN10275660","NEW","","","","",
"IN10275661","NEW","","","","",
"IN10275662","NEW","","","","",
"IN10275663","NEW","","","","",
"IN10275664","NEW","","","","",
"IN10275665","NEW","","","","",
"IN10275668","NEW","","","","",
"IN10275669","NEW","","","","",
"IN10275670","NEW","","","","",
"IN10275673","NEW","","","","",
"IN10275675","NEW","","","","",
"IN10275676","NEW","","","","",
"IN10275677","NEW","","","","",
"IN10275678","NEW","","","","",
"IN10275679","NEW","","","","",
"IN10275680","NEW","","","","",
"IN10275681","NEW","","","","",
"IN10275682","NEW","","","","",
"IN10275684","NEW","","","","",
"IN10275685","NEW","","","","",
"IN10275686","NEW","","","","",
"IN10275688","NEW","","","","",
"IN10275689","NEW","","","","",
"IN10275690","NEW","","","","",
"IN10275692","NEW","","","","",
"IN10275693","NEW","","","","",
"IN10275696","NEW","","","","",
"IN10275697","NEW","","","","",
"IN10275698","NEW","","","","",
"IN10275700","NEW","","","","",
"IN10275701","NEW","","","","",
"IN10275703","NEW","","","","",
"IN10275705","NEW","","","","",
"IN10275707","NEW","","","","",
"IN10275708","NEW","","","","",
"IN10275709","NEW","","","","",
"IN10275711","NEW","","","","",
"IN10275713","NEW","","","","",
"IN10275714","NEW","","","","",
"IN10275715","NEW","","","","",
"IN10275718","NEW","","","","",
"IN10275720","NEW","","","","",
"IN10275721","NEW","","","","",
"IN10275722","NEW","","","","",
"IN10275723","NEW","","","","",
"IN10275724","NEW","","","","",
"IN10275725","NEW","","","","",
"IN10275726","NEW","","","","",
"IN10275729","NEW","","","","",
"IN10275730","NEW","","","","",
"IN10275731","NEW","","","","",
"IN10275732","NEW","","","","",
"IN10275733","NEW","","","","",
"IN10275734","NEW","","","","",
"IN10275735","NEW","","","","",
"IN10275736","NEW","","","","",
"IN10275738","NEW","","","","",
"IN10275739","NEW","","","","",
"IN10275747","NEW","","","","",
"IN10275750","NEW","","","","",
"IN10275754","NEW","","","","",
"IN10275755","NEW","","","","",
"IN10275756","NEW","","","","",
"IN10275758","NEW","","","","",
"IN10275759","NEW","","","","",
"IN10275760","NEW","","","","",
"IN10275761","NEW","","","","",
"IN10275763","NEW","","","","",
"IN10275764","NEW","","","","",
"IN10275765","NEW","","","","",
"IN10275766","NEW","","","","",
"IN10275767","NEW","","","","",
"IN10275769","NEW","","","","",
"IN10275770","NEW","","","","",
"IN10275771","NEW","","","","",
"IN10275772","NEW","","","","",
"IN10275773","NEW","","","","",
"IN10275776","NEW","","","","",
"IN10275777","NEW","","","","",
"IN10275778","NEW","","","","",
"IN10275779","NEW","","","","",
"IN10275780","NEW","","","","",
"IN10275781","NEW","","","","",
"IN10275783","NEW","","","","",
"IN10275784","NEW","","","","",
"IN10275786","NEW","","","","",
"IN10275787","NEW","","","","",
"IN10275788","NEW","","","","",
"IN10275789","NEW","","","","",
"IN10275790","NEW","","","","",
"IN10275791","NEW","","","","",
"IN10275792","NEW","","","","",
"IN10275793","NEW","","","","",
"IN10275794","NEW","","","","",
"IN10275795","NEW","","","","",
"IN10275796","NEW","","","","",
"IN10275797","NEW","","","","",
"IN10275798","NEW","","","","",
"IN10275799","NEW","","","","",
"IN10275802","NEW","","","","",
"IN10275803","NEW","","","","",
"IN10275805","NEW","","","","",
"IN10275806","NEW","","","","",
"IN10275807","NEW","","","","",
"IN10275808","NEW","","","","",
"IN10275809","NEW","","","","",
"IN10275810","NEW","","","","",
"IN10275811","NEW","","","","",
"IN10275812","NEW","","","","",
"IN10275813","NEW","","","","",
"IN10275814","NEW","","","","",
"IN10275816","NEW","","","","",
"IN10275817","NEW","","","","",
"IN10275818","NEW","","","","",
"IN10275819","NEW","","","","",
"IN10275821","NEW","","","","",
"IN10275822","NEW","","","","",
"IN10275823","NEW","","","","",
"IN10275824","NEW","","","","",
"IN10275825","NEW","","","","",
"IN10275826","NEW","","","","",
"IN10275827","NEW","","","","",
"IN10275828","NEW","","","","",
"IN10275830","NEW","","","","",
"IN10275831","NEW","","","","",
"IN10275832","NEW","","","","",
"IN10275833","NEW","","","","",
"IN10275835","NEW","","","","",
"IN10275836","NEW","","","","",
"IN10275837","NEW","","","","",
"IN10275838","NEW","","","","",
"IN10275839","NEW","","","","",
"IN10275840","NEW","","","","",
"IN10275841","NEW","","","","",
"IN10275842","NEW","","","","",
"IN10275844","NEW","","","","",
"IN10275845","NEW","","","","",
"IN10275846","NEW","","","","",
"IN10275848","NEW","","","","",
"IN10275850","NEW","","","","",
"IN10275852","NEW","","","","",
"IN10275856","NEW","","","","",
"IN10275858","NEW","","","","",
"IN10275860","NEW","","","","",
"IN10275861","NEW","","","","",
"IN10275862","NEW","","","","",
"IN10275863","NEW","","","","",
"IN10275864","NEW","","","","",
"IN10275867","NEW","","","","",
"IN10275868","NEW","","","","",
"IN10275869","NEW","","","","",
"IN10275870","NEW","","","","",
"IN10275872","NEW","","","","",
"IN10275873","NEW","","","","",
"IN10275877","NEW","","","","",
"IN10275878","NEW","","","","",
"IN10275879","NEW","","","","",
"IN10275884","NEW","","","","",
"IN10275885","NEW","","","","",
"IN10275887","NEW","","","","",
"IN10275888","NEW","","","","",
"IN10275891","NEW","","","","",
"IN10275892","NEW","","","","",
"IN10275894","NEW","","","","",
"IN10275896","NEW","","","","",
"IN10275897","NEW","","","","",
"IN10275900","NEW","","","","",
"IN10275901","NEW","","","","",
"IN10275902","NEW","","","","",
"IN10275904","NEW","","","","",
"IN10275906","NEW","","","","",
"IN10275907","NEW","","","","",
"IN10275909","NEW","","","","",
"IN10275913","NEW","","","","",
"IN10275914","NEW","","","","",
"IN10275916","NEW","","","","",
"IN10275917","NEW","","","","",
"IN10275918","NEW","","","","",
"IN10275919","NEW","","","","",
"IN10275924","NEW","","","","",
"IN10275925","NEW","","","","",
"IN10275927","NEW","","","","",
"IN10275930","NEW","","","","",
"IN10275932","NEW","","","","",
"IN10275935","NEW","","","","",
"IN10275937","NEW","","","","",
"IN10275943","NEW","","","","",
"IN10275945","NEW","","","","",
"IN10275948","NEW","","","","",
"IN10275949","NEW","","","","",
"IN10275950","NEW","","","","",
"IN10275955","NEW","","","","",
"IN10275956","NEW","","","","",
"IN10275958","NEW","","","","",
"IN10275959","NEW","","","","",
"IN10275960","NEW","","","","",
"IN10275961","NEW","","","","",
"IN10275962","NEW","","","","",
"IN10275966","NEW","","","","",
"IN10275968","NEW","","","","",
"IN10275969","NEW","","","","",
"IN10275970","NEW","","","","",
"IN10275971","NEW","","","","",
"IN10275972","NEW","","","","",
"IN10275973","NEW","","","","",
"IN10275979","NEW","","","","",
"IN10275981","NEW","","","","",
"IN10275985","NEW","","","","",
"IN10275989","NEW","","","","",
"IN10275993","NEW","","","","",
"IN10275994","NEW","","","","",
"IN10275995","NEW","","","","",
"IN10275996","NEW","","","","",
"IN10276000","NEW","","","","",
"IN10276015","NEW","","","","",
"IN10276019","NEW","","","","",
"IN10276020","NEW","","","","",
"IN10276021","NEW","","","","",
"IN10276024","NEW","","","","",
"IN10276027","NEW","","","","",
"IN10276028","NEW","","","","",
"IN10276029","NEW","","","","",
"IN10276033","NEW","","","","",
"IN10276034","NEW","","","","",
"IN10276035","NEW","","","","",
"IN10276036","NEW","","","","",
"IN10276037","NEW","","","","",
"IN10276040","NEW","","","","",
"IN10276041","NEW","","","","",
"IN10276042","NEW","","","","",
"IN10276046","NEW","","","","",
"IN10276049","NEW","","","","",
"IN10276075","NEW","","","","",
"IN10276082","NEW","","","","",
"IN10276084","NEW","","","","",
"IN10276086","NEW","","","","",
"IN10276087","NEW","","","","",
"IN10276092","NEW","","","","",
"IN10276093","NEW","","","","",
"IN10276095","NEW","","","","",
"IN10276097","NEW","","","","",
"IN10276102","NEW","","","","",
"IN10276106","NEW","","","","",
"IN10276109","NEW","","","","",
"IN10276110","NEW","","","","",
"IN10276115","NEW","","","","",
"IN10276121","NEW","","","","",
"IN10276122","NEW","","","","",
"IN10276125","NEW","","","","",
"IN10276126","NEW","","","","",
"IN10276127","NEW","","","","",
"IN10276128","NEW","","","","",
"IN10276129","NEW","","","","",
"IN10276131","NEW","","","","",
"IN10276135","NEW","","","","",
"IN10276137","NEW","","","","",
"IN10276139","NEW","","","","",
"IN10276141","NEW","","","","",
"IN10276142","NEW","","","","",
"IN10276143","NEW","","","","",
"IN10276144","NEW","","","","",
"IN10276145","NEW","","","","",
"IN10276147","NEW","","","","",
"IN10276148","NEW","","","","",
"IN10276149","NEW","","","","",
"IN10276150","NEW","","","","",
"IN10276151","NEW","","","","",
"IN10276152","NEW","","","","",
"IN10276153","NEW","","","","",
"IN10276154","NEW","","","","",
"IN10276155","NEW","","","","",
"IN10276156","NEW","","","","",
"IN10276157","NEW","","","","",
"IN10276158","NEW","","","","",
"IN10276164","NEW","","","","",
"IN10276167","NEW","","","","",
"IN10276168","NEW","","","","",
"IN10276169","NEW","","","","",
"IN10276170","NEW","","","","",
"IN10276173","NEW","","","","",
"IN10276176","NEW","","","","",
"IN10276178","NEW","","","","",
"IN10276179","NEW","","","","",
"IN10276180","NEW","","","","",
"IN10276184","NEW","","","","",
"IN10276185","NEW","","","","",
"IN10276186","NEW","","","","",
"IN10276187","NEW","","","","",
"IN10276188","NEW","","","","",
"IN10276189","NEW","","","","",
"IN10276191","NEW","","","","",
"IN10276192","NEW","","","","",
"IN10276193","NEW","","","","",
"IN10276196","NEW","","","","",
"IN10276197","NEW","","","","",
"IN10276199","NEW","","","","",
"IN10276200","NEW","","","","",
"IN10276201","NEW","","","","",
"IN10276203","NEW","","","","",
"IN10276204","NEW","","","","",
"IN10276206","NEW","","","","",
"IN10276207","NEW","","","","",
"IN10276208","NEW","","","","",
"IN10276211","NEW","","","","",
"IN10276215","NEW","","","","",
"IN10276216","NEW","","","","",
"IN10276217","NEW","","","","",
"IN10276218","NEW","","","","",
"IN10276219","NEW","","","","",
"IN10276222","NEW","","","","",
"IN10276223","NEW","","","","",
"IN10276224","NEW","","","","",
"IN10276225","NEW","","","","",
"IN10276226","NEW","","","","",
"IN10276228","NEW","","","","",
"IN10276229","NEW","","","","",
"IN10276230","NEW","","","","",
"IN10276244","NEW","","","","",
"IN10276258","NEW","","","","",
"IN10276259","NEW","","","","",
"IN10276260","NEW","","","","",
"IN10276261","NEW","","","","",
"IN10276262","NEW","","","","",
"IN10276263","NEW","","","","",
"IN10276264","NEW","","","","",
"IN10276265","NEW","","","","",
"IN10276266","NEW","","","","",
"IN10276267","NEW","","","","",
"IN10276268","NEW","","","","",
"IN10276269","NEW","","","","",
"IN10276270","NEW","","","","",
"IN10276274","NEW","","","","",
"IN10276275","NEW","","","","",
"IN10276276","NEW","","","","",
"IN10276277","NEW","","","","",
"IN10276278","NEW","","","","",
"IN10276279","NEW","","","","",
"IN10276280","NEW","","","","",
"IN10276282","NEW","","","","",
"IN10276284","NEW","","","","",
"IN10276286","NEW","","","","",
"IN10276288","NEW","","","","",
