screen_name,description,followers_count,user_id,name,profile_image_url,statuses_count,profile_url,location
"tamaball31","NOAH中心のプロレスネタ。 DATASaberとしてTableauによるデータ可視化ネタなど。Revolutioner with DATA",83,"1117236205152694273","tamaball3","http://pbs.twimg.com/profile_images/1302058521236615168/rGK3Jrje_normal.jpg",209,"https://twitter.com/tamaball31",""
"Luke_Komiskey","Traveler | Data Nerd | Founder @godatadrive | Midwest homebody | @tableau #TUG Leader",490,"87214012","Luke Komiskey 🏠","http://pbs.twimg.com/profile_images/1332398170056355844/ZNiYsjRO_normal.jpg",1640,"https://twitter.com/Luke_Komiskey",""
"collinalldata","Environmental nerd turned data visualizer @infolabuk. Tableau Desktop CP, Server and Alteryx Advanced certified. Tableau Public: https://t.co/VrTuaMU01l",394,"1138349869595185152","Collin Smith","http://pbs.twimg.com/profile_images/1138350205529538561/hysS59Nn_normal.jpg",267,"https://twitter.com/collinalldata",""
"ZARI_51282","I love #studying and #nature
I'm An #athletic and #tireless_girl.🍬A beautiful life begins with a beautiful mind.🍬 NO DM❌",4668,"1244658080995917826","💕ZARI👑","http://pbs.twimg.com/profile_images/1244940687990128640/KCiYGJXg_normal.jpg",4330,"https://twitter.com/ZARI_51282",""
"RodyZakovich","Tableau Zen Master, Community Ambassador, Student of Visualization and lover of all things data. Email: Rodyzakovich@gmail.com",5780,"2515725199","Rody Zakovich","http://pbs.twimg.com/profile_images/920792394953523201/7hOqk20W_normal.jpg",6507,"https://twitter.com/RodyZakovich",""
"Juana93551720","",0,"1345454317399019520","Juana","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",2,"https://twitter.com/Juana93551720",""
"Cleartelligence","Cleartelligence specializes in Business Intelligence and Data Management solutions by providing data warehousing, dashboards, scorecards, reporting, & mobility",236,"399048515","Cleartelligence","http://pbs.twimg.com/profile_images/1362102287401963527/xN6U9Plk_normal.jpg",187,"https://twitter.com/Cleartelligence",""
"aavelar7","Informático, analista BI, conocimientos en minería de datos; un ser analítico.
Amante de la tecnología, #DataLover y #TableauDev.",325,"90192635","Jesús Adrián Avelar","http://pbs.twimg.com/profile_images/1507715795/avatar_normal.jpg",4994,"https://twitter.com/aavelar7",""
"satya_majhi","Data-Loving | #Tableau & #SAS Enthusiast | Minimalist | #jaijagganatha | views are personal",1438,"1403140339","Satya:\Majhi","http://pbs.twimg.com/profile_images/1253795981272838145/IZHZmISR_normal.jpg",32040,"https://twitter.com/satya_majhi",""
"simonembanna","Strategy, cultural trends, @Tableau + data 👩🏾‍💻  // Current: @Twitch Past: @NBA",10863,"795357584","Simone B.","http://pbs.twimg.com/profile_images/1361917508110983169/RVm0L1TL_normal.jpg",4999,"https://twitter.com/simonembanna",""
"WriteBack4t","The best tool to submit data directly from your Tableau dashboard.",5,"1301891222374621186","Write-Back","http://pbs.twimg.com/profile_images/1348590719963951104/GrVDqT0__normal.jpg",10,"https://twitter.com/WriteBack4t",""
"CanalSalesforce","Quer aprender Salesforce gratuitamente e de um jeito descomplicado? Acompanhe-nos!",47,"1211355161525776384","Canal Salesforce Brasil","http://pbs.twimg.com/profile_images/1291392725003231237/r0rBbhhM_normal.jpg",124,"https://twitter.com/CanalSalesforce",""
"jiyang_viz","Tableau Public Featured Author | Tableau User Group |     My Tableau Public: https://t.co/FTg5EoLd18",96,"819004029875298304","jiyang","http://pbs.twimg.com/profile_images/819004590406254592/D0GjQXQv_normal.jpg",52,"https://twitter.com/jiyang_viz",""
"Biztory","Tableau EMEA Partner of the Year. We help you get answers from data. Easier. Faster.",493,"1025820434","Biztory","http://pbs.twimg.com/profile_images/765480689315831808/7gyCnSBD_normal.jpg",1064,"https://twitter.com/Biztory",""
"GaneshK28501348","A trader by profession",109,"1317137064064815104","Ganesh K","http://pbs.twimg.com/profile_images/1317139895765233664/FrU3ifUT_normal.jpg",13882,"https://twitter.com/GaneshK28501348",""
"Johnjs11","Code is everywhere....",4,"1256642619972730881","Johnjs","http://pbs.twimg.com/profile_images/1328442454769590273/MdTZPsdW_normal.jpg",33,"https://twitter.com/Johnjs11",""
"thoang1000","Tableau Zen Master and Founder of Tableau Magic; Salsa Instructor, piano player, tech enthusiast and programmer by night. All opinions are my own.",1962,"743130607","Toan Hoang","http://pbs.twimg.com/profile_images/1340859286935760897/cHhcTTWb_normal.jpg",3058,"https://twitter.com/thoang1000",""
"FredrickNajjar","Tableau Featured Author | BI Specialist | @tableau Desktop Qualified Associate | @alteryx Advanced Designer Qualified",915,"395683715","Fred Najjar","http://pbs.twimg.com/profile_images/1237384001075081218/2WNmD6WU_normal.jpg",1238,"https://twitter.com/FredrickNajjar",""
"DanielH40691630","",7,"1349166838299635719","Daniel Holman","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",150,"https://twitter.com/DanielH40691630",""
"mluttonBI","Tableau Software Trainer, Analyst and 2014 Tableau Zen Master focused on Tableau Desktop Development.https://t.co/s6NkcyVqIX",1847,"214144369","Matt Lutton","http://pbs.twimg.com/profile_images/957058729907769345/mpIdEBk4_normal.jpg",1718,"https://twitter.com/mluttonBI",""
"ForestFam420","25 🏳️‍🌈 Data professional 📊🤓 Bass enthusiast 🔊",50,"1214829972067667969","ForestFam","http://pbs.twimg.com/profile_images/1215938136741642240/t8RwcHa1_normal.jpg",1200,"https://twitter.com/ForestFam420",""
"soniaardila1","Senior data specialist at Claro Colombia.@digitai_ partner.Co-organizer Machine Learning&DS meetup. Data Storyteller at Cientifica de datos.10k runner.",1724,"898142425","sonia ardila","http://pbs.twimg.com/profile_images/1313157410413051907/en3qW8dq_normal.jpg",3080,"https://twitter.com/soniaardila1",""
"huggybeqr","— down like six thirty 🌱",3120,"1238949734955401216","reet loves jake virtanen","http://pbs.twimg.com/profile_images/1364085524592386051/FtmYplAn_normal.jpg",7621,"https://twitter.com/huggybeqr",""
"p_padham","Tableau Public Ambassador | Tableau Public Featured Author '20 | Notable Newbie #Vizzie '20 | 2 x #VOTD | Trainee Consulting Analyst @dataschooluk (DS21)",1784,"1240680148313288704","Priya Padham","http://pbs.twimg.com/profile_images/1315034463869579269/SG30A7Sl_normal.jpg",2882,"https://twitter.com/p_padham",""
"rodolfoviana","faço jornalismo com linhas de código, estatística e um tiquinho assim de carimbó. também dou aulas de programação e ddj por aí",5145,"14802089","rodolfo viana 💉 ❤️","http://pbs.twimg.com/profile_images/1355577381570949122/nx2ljL9k_normal.jpg",1066,"https://twitter.com/rodolfoviana",""
"shaykaytableau","Tableau product manager: presentations, dashboard objects,  #VizAnimations, #AskData. Bylines @ Vox, VICE. Sci fi-obsessed. They/she. 🏳️‍🌈🏳️‍⚧️",122,"1308175481980760069","shaykaytableau","http://pbs.twimg.com/profile_images/1337177012407070721/Gcj02Ke7_normal.jpg",16,"https://twitter.com/shaykaytableau",""
"vtyagivivek","Data Engineer, Tableau Enthusiast. Cricket Fanatic & YOGA lover",64,"732156527780474880","Vivek Tyagi","http://pbs.twimg.com/profile_images/952594200205303808/V-yYFp4Y_normal.jpg",467,"https://twitter.com/vtyagivivek",""
"Ligiacgalvao","Business and Customer Intelligence at GENECSIS Informática 
#VamosAnalisar | #ExcelWeekend
Tableau: https://t.co/Zmz85R4s4P.…",232,"51859858","Ligia Galvao","http://pbs.twimg.com/profile_images/1223759266974175232/AXjHdBtz_normal.jpg",2013,"https://twitter.com/Ligiacgalvao",""
"demartsc","Run Data Experience Team at Visa • San Francisco • Tableau Zen Master • https://t.co/t9cAzgpZ7C • https://t.co/0mxMclFA4D • views are my own",3244,"326589775","Chris DeMartini","http://pbs.twimg.com/profile_images/961822277561081856/rb99HOlT_normal.jpg",1931,"https://twitter.com/demartsc",""
"Sophialevass","she/her",8,"1297699780336873472","sophia levasseur","http://pbs.twimg.com/profile_images/1297700435281580032/0j4uQ1vJ_normal.jpg",2,"https://twitter.com/Sophialevass",""
"MrLevasseur","",87,"178956166","Mr. Levasseur","http://pbs.twimg.com/profile_images/1103940271/IMG_0306_normal.JPG",220,"https://twitter.com/MrLevasseur",""
"swilera","American entrepreneur in Barcelona. SMB automation and software @clutchsoftware. SaaS Operations as a Service @FPSaaS. MicroPE investment @sponsorfund",1131,"153908167","Andrew Swiler","http://pbs.twimg.com/profile_images/1358514837265989645/1WWOScDN_normal.jpg",5418,"https://twitter.com/swilera",""
"PXKpilyzDawBTM8","‏مساء الخير",267,"1345087813860159491","استخراج رخصة قيادة للسعودين","http://pbs.twimg.com/profile_images/1358374496613326848/C2ZUGOX8_normal.jpg",7252,"https://twitter.com/PXKpilyzDawBTM8",""
"LaMarLemmonsIII","President of the Detroit Board of Education of the Detroit Public Schools Former State Legislator Michigan House of Representatives, CEO of LemCorp Consultants.",280,"371343830","LaMar Lemmons","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",29,"https://twitter.com/LaMarLemmonsIII",""
"don_agani","",241,"2730854577","Don","http://pbs.twimg.com/profile_images/1354846838357159946/Yr8EPb7m_normal.jpg",3179,"https://twitter.com/don_agani",""
"karmakar","Writer/Technocrat/Cardplayer/Liberal",739,"1923671","Arnab Karmakar","http://pbs.twimg.com/profile_images/478267948784570369/q9JosjfH_normal.jpeg",27964,"https://twitter.com/karmakar",""
"pavanau143","",28,"1117119893793587200","Pavan's","http://pbs.twimg.com/profile_images/1360000467095457792/tCzOJB-V_normal.jpg",180,"https://twitter.com/pavanau143",""
"_kathchan_","A process engineer's venture into data art and visualization",20,"1360375203470192646","Kathy Chan","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",10,"https://twitter.com/_kathchan_",""
"IanFelipeSays","",2245,"950745060500389888","Ian Martiszus 🇺🇸","http://pbs.twimg.com/profile_images/1281219229249794049/s9kwUcbM_normal.jpg",8984,"https://twitter.com/IanFelipeSays",""
"OutlierConf","Hosted by the @DataVizSociety, Outlier is a conference aiming to reflect and celebrate the global visualization community. #Outlier2021",2181,"1247229719516340224","OutlierConf","http://pbs.twimg.com/profile_images/1295523615350427649/jYE7pep3_normal.jpg",570,"https://twitter.com/OutlierConf",""
"AtriumAi","The market leader in intelligent experience. We help organizations make smarter decisions and act on them with #analytics, #AI, & #MLOps.",313,"938497447986368519","Atrium","http://pbs.twimg.com/profile_images/1057989976636485632/d5Rb-fox_normal.jpg",652,"https://twitter.com/AtriumAi",""
"devylawyer","DevOps Engineer | Tech & Law 💜 | Lawyer",1510,"1037027718","Chiamaka","http://pbs.twimg.com/profile_images/1348387768070774785/GMP5kTkx_normal.jpg",5783,"https://twitter.com/devylawyer",""
"iamdwey","My name is David...Life is good and full of abundance.
#sonofpraise🙌",139,"377748185","David","http://pbs.twimg.com/profile_images/1352640034676109317/XVoBLVqp_normal.jpg",442,"https://twitter.com/iamdwey",""
"OSI_Digital","OSI Digital (formerly OSI Consulting) provides purpose-built business and technology solutions enabling data-driven outcomes for our customers.",136,"613146110","OSI Digital","http://pbs.twimg.com/profile_images/1043956337330323456/frXsee-l_normal.jpg",219,"https://twitter.com/OSI_Digital",""
"FrankElavsky","Trying to do: data and accessibility. Disabled + chronically ill. Previous work in organizing + academia. I am writing a tabletop rpg in my spare time. He/him",2431,"700547391187873792","Frank ⌁","http://pbs.twimg.com/profile_images/1361774558731149312/w8yH89fD_normal.jpg",7727,"https://twitter.com/FrankElavsky",""
"shah_krishma25","Joined Twitter for Tableau. Data analyst in the making. Learning #TableauArt and addicted to expanding my knowledge of analytics.",338,"1098334901605142532","Krishma Shah","http://pbs.twimg.com/profile_images/1346959725938814977/zzvPER2h_normal.jpg",249,"https://twitter.com/shah_krishma25",""
"DiploKat","Listening, learning, & supporting data for social impact. COO @datadotorg ED at Open Data Collaboratives",2384,"14313487","Kat Townsend","http://pbs.twimg.com/profile_images/1099829602/Kat_normal.jpg",5900,"https://twitter.com/DiploKat",""
"collibra","Breaking down traditional data silos, one barrier at a time. Join us for the data revolution by becoming a #datacitizen.",5247,"22762047","Collibra","http://pbs.twimg.com/profile_images/1280518082830708736/lFqisXXO_normal.jpg",4201,"https://twitter.com/collibra",""
"mcwevents","Event Planning, Design & Production",112,"216476893","MCW EVENTS","http://pbs.twimg.com/profile_images/1237488707654934528/g8zmebLH_normal.png",30,"https://twitter.com/mcwevents",""
"VizWithIrene","Future trainee Consulting Analyst at @infolabUK DS23 | Tableau Featured Author",276,"1308070133861101569","Irene Diomi","http://pbs.twimg.com/profile_images/1308070346160041987/_ZtNEnVB_normal.jpg",206,"https://twitter.com/VizWithIrene",""
"ArpitDBA","Oracle ACE | AIOUG NI | Database and Automation Expert",114,"880129822428508160","Arpit Agrawal","http://pbs.twimg.com/profile_images/1241450523389091840/SFrtCMUT_normal.jpg",1127,"https://twitter.com/ArpitDBA",""
"abmcknight18","",170,"89470475","Alice S.","http://pbs.twimg.com/profile_images/2862952102/57f895ea4b304aec3a7d9723ec05679f_normal.jpeg",1030,"https://twitter.com/abmcknight18",""
"skapoorz","Principal Customer Success Manager @Tableau || #VizConnect Founder || #TC19 Speaker || Running || Books ||#datafam❤️",1080,"1266524510","Sagar Kapoor","http://pbs.twimg.com/profile_images/1364082237881389059/0vnIjI2O_normal.jpg",819,"https://twitter.com/skapoorz",""
"tfoldi","CTO of Starschema, leading one of the most heavily armed tableau squad on this planet. Distributed systems, functional programming, data engineering & data viz.",1909,"58485327","Tamas Foldi","http://pbs.twimg.com/profile_images/633343059825197056/TjMiLeAv_normal.jpg",2152,"https://twitter.com/tfoldi",""
"SurabhiGS","No definitions!",122,"958034328495144961","Surabhi Srivastava","http://pbs.twimg.com/profile_images/987385521876811776/iD8P51xP_normal.jpg",247,"https://twitter.com/SurabhiGS",""
"mikealex3007","Passionate about insight-driven public service transformation. Head of Intelligence and Performance at Kirklees Council. Views are my own.",131,"999697762928267264","Mike Henry","http://pbs.twimg.com/profile_images/1232423160588521474/x3qNdpFZ_normal.jpg",166,"https://twitter.com/mikealex3007",""
"kingmob84","Todos los días surfeando el meltdown. El Evangelio del Coyote (https://t.co/9irkbuil8x), Kamandi (https://t.co/gFxeuMuzHH), EBM (https://t.co/G7OzPE0nKK).",2512,"3435049343","amadeo","http://pbs.twimg.com/profile_images/1351123604843470850/GgwR3TKC_normal.jpg",34542,"https://twitter.com/kingmob84",""
"muston","Family man and tech idealist waging a one man war against inefficiency.",330,"22133068","Chip Muston","http://pbs.twimg.com/profile_images/1133355048145227778/UAs5O-5j_normal.png",4454,"https://twitter.com/muston",""
"data_florence","",6,"1347831975269249024","Florence_B_data","http://pbs.twimg.com/profile_images/1351094025659539456/vM0XCbrB_normal.jpg",10,"https://twitter.com/data_florence",""
"OVHcloud_UK","The official UK Twitter account for the European leader in Digital as a Service. News, use cases & more! For technical support, contact @ovh_support_en.",6042,"2976844774","OVHcloud UK","http://pbs.twimg.com/profile_images/1178944912743632897/7yL-m3L8_normal.jpg",4981,"https://twitter.com/OVHcloud_UK",""
"r_tockner","Professor for Data Visualisation / University of Applied Sciences - Upper Austria",196,"2924796310","Reinhard Tockner","http://pbs.twimg.com/profile_images/1311731064826626048/4CynXv4c_normal.jpg",498,"https://twitter.com/r_tockner",""
"Madhubojja8","",0,"1300046057557041160","Madhu bojja","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",2,"https://twitter.com/Madhubojja8",""
"Pallav_1","Tableau Enthusiast | #datafam | #YNWA |",233,"3099554772","Pallav Shah","http://pbs.twimg.com/profile_images/1346051319350525953/uqxXRlx2_normal.jpg",189,"https://twitter.com/Pallav_1",""
"highwayunicorne","a liminal space is a place of transition of waiting and not knowing. #CapeGodTurns1",597,"1105106664485777413","xo, niko | #CapeGodTurns1","http://pbs.twimg.com/profile_images/1362938163229044739/ugzbxNkJ_normal.jpg",9254,"https://twitter.com/highwayunicorne",""
"Talkwalker","Impactful #sociallistening & analytics platform that helps you protect, measure and promote your brand. Home of Talkwalker Alerts 🚨 https://t.co/g5boM2v07j",16902,"435009374","Talkwalker","http://pbs.twimg.com/profile_images/1221697973706510339/fhrRcmos_normal.jpg",30687,"https://twitter.com/Talkwalker",""
"WindsCogley","Cats have taken over. she/her",4577,"948988314","🐾","http://pbs.twimg.com/profile_images/1364214615744380941/zG6JrlW3_normal.jpg",9639,"https://twitter.com/WindsCogley",""
"willschoebs","Entrepreneurial investing in 🇯🇵 & 🇺🇸
https://t.co/1YbF2Jpd0Z    
Opinions my own",2889,"86637372","Will Schoebs","http://pbs.twimg.com/profile_images/1198102620843528193/ZClsOAxn_normal.jpg",2840,"https://twitter.com/willschoebs",""
"jkloewer_12","Make life one long weekend | #GoHawks #GoCubs #skol #TravelTheWorld",451,"339208657","Jordan Kloewer","http://pbs.twimg.com/profile_images/953123972517855232/g1-aW2aX_normal.jpg",2959,"https://twitter.com/jkloewer_12",""
"talenodigital","Tweeting my journey as I build the Chick-fil-A of No-code SaaS Community. Maker of https://t.co/LE3hqIvx6c & https://t.co/cnBSMqKiqs 🚀",7,"1353596832123817984","Joey Taleño","http://pbs.twimg.com/profile_images/1355680326761123847/KLbpSiTi_normal.jpg",54,"https://twitter.com/talenodigital",""
"MartEnterprises","Businessman | Founder of @GrindHouseCap | @Grindaholiks_ CEO | Send music links  🎶 to ➡️grindaholiksmusic@gmail.com | https://t.co/nf1j4elRUz |",3121,"17077513","Matthew Taylor","http://pbs.twimg.com/profile_images/1356590728173023235/Tdom5dCK_normal.jpg",145752,"https://twitter.com/MartEnterprises",""
"Kamalde00211896","Data viz Enthusiast",292,"1259125934512201728","Kamal","http://pbs.twimg.com/profile_images/1304004930751979520/VuA3Lmy5_normal.jpg",1147,"https://twitter.com/Kamalde00211896",""
"Bennykillua","Data science | Technical Writing | Diving into the ocean • Growin’ 🌱",72,"1301761585510264832","Benny🐺","http://pbs.twimg.com/profile_images/1336175060982370304/dAjPwtmy_normal.jpg",409,"https://twitter.com/Bennykillua",""
"ybsmekelenkamp","Analytics Consultant @infotopics - MSc Strategisch Management @RSM en HEPL @EUR - volleybal - trots lid van @BlaankeBossels - golf",137,"885912820352786432","Yalmar Mekelenkamp","http://pbs.twimg.com/profile_images/1014839489498316800/CGZ-TvVe_normal.jpg",164,"https://twitter.com/ybsmekelenkamp",""
"fm_researcher","",134,"173772876","Andrew S","http://pbs.twimg.com/profile_images/477221383500750849/SP-kUVKw_normal.jpeg",3673,"https://twitter.com/fm_researcher",""
"TheArsenalog","An Arsene Wenger fan. A Mesut Özil fan. Arsenal. Arsene. Arteta - In that order. Contributor for @GoonerFanzine.",3330,"1207398250937847809","Arsenalog","http://pbs.twimg.com/profile_images/1267480636073246721/flJp78Y-_normal.jpg",8467,"https://twitter.com/TheArsenalog",""
"alisaprem","Anime & DataViz",221,"742999729873784832","Alisa Prem","http://pbs.twimg.com/profile_images/1333828663742119936/t4f-xXfq_normal.jpg",179,"https://twitter.com/alisaprem",""
"priyankadobhal_","Sports enthusiast | Tableau Certified | A foodie with an odd sense of humour 😂
2x #VOTD",952,"1068514013070278656","Priyanka Dobhal","http://pbs.twimg.com/profile_images/1068771369658109954/h2cIajfo_normal.jpg",2429,"https://twitter.com/priyankadobhal_",""
"DataVizRockRoll","#Tableau, #Python, #JavaScript #D3 tinker.
❤️:#MakeoverMonday #VOTD x0 #DataViz #EthicalAI #BlackLivesMatter🏳️‍🌈
🖤:#GlobalWarming #GenderPayGap #Homelessness",257,"932200814235484161","Kristo Nicholäs","http://pbs.twimg.com/profile_images/1325943696873955329/2b-IIBAo_normal.jpg",1123,"https://twitter.com/DataVizRockRoll",""
"TARSolsUK","https://t.co/NL26kKbAho are #Tableau and #Alteryx consultants. Providing automation and data solutions in #InvestmentBanking & #AssetManagement.",85,"1244885633723662341","Andrew Watson","http://pbs.twimg.com/profile_images/1251156596333309953/f0XzIomK_normal.jpg",327,"https://twitter.com/TARSolsUK",""
"mark_mclaughlin","Politics and Education Correspondent |  @thetimesscot  |  mark.mclaughlin@thetimes.co.uk |      Formerly @AFP and @PA | DMs open",4393,"33484460","Mark McLaughlin","http://pbs.twimg.com/profile_images/910525372701306880/qDTaDauX_normal.jpg",11637,"https://twitter.com/mark_mclaughlin",""
"her_data","Empowering and Connecting Women in Data.",557,"1301152657256611842","Her Data","http://pbs.twimg.com/profile_images/1327282743567405056/UeyIOsAw_normal.jpg",95,"https://twitter.com/her_data",""
"consult_ant","Tableau Certified Associate | Business Intelligence Manager | Husband | Dad | Sax Player | Tae Kwon Do Red Tag

Blog: https://t.co/arC6lx0H0f",444,"924522502994489344","Ant Pulley","http://pbs.twimg.com/profile_images/1328798611715616768/qcmdAo3B_normal.jpg",290,"https://twitter.com/consult_ant",""
"TheTiffSpencer","@Salesforce MVP, Founder of @HBCUForce, @Orlando_SFDC Co-Leader, @BlackOrlandoTch President, @Radwomencode graduate, DF19 Speaker

#SupportHBCUs",1270,"365018698","Mrs. Tiffany S.","http://pbs.twimg.com/profile_images/1177058380604743681/sq6DTOlm_normal.jpg",2701,"https://twitter.com/TheTiffSpencer",""
"SalesforceEQ","Businesses can be powerful platforms for social change. Join @Salesforce on our path to Equality. Together we can reach #EqualityForAll",51376,"910561732048728064","Office of Equality","http://pbs.twimg.com/profile_images/1268276582508003329/_1rKc3SU_normal.jpg",3162,"https://twitter.com/SalesforceEQ",""
"deeVizable","Business Analyst, Economics Professor, Co-Founder https://t.co/l09KYfmVXu 
2019 Vizzies - Favorite viz of the year
2019 Information Is Beautiful Awards - Shortlisted #iiba",1311,"857979456580972544","Dinushki De Livera","http://pbs.twimg.com/profile_images/1055175358281105413/AnbsiOup_normal.jpg",884,"https://twitter.com/deeVizable",""
"Nelsondavis","Believer, husband, father, lover of people, storyteller, chaser of dreams, former @Tableau Zen Master, hoping to impact the future of many at @analyticvizion",3295,"40167664","Nelson Davis","http://pbs.twimg.com/profile_images/378800000605556353/058f3b556902a3d52aeebe1851039b08_normal.jpeg",2607,"https://twitter.com/Nelsondavis",""
"JacquesEmile6","learning data science, big data,
machine learning,  deep learning,
actuarial science.",32,"1218123114305019904","Genesis Eagle","http://pbs.twimg.com/profile_images/1249723084669583362/s45dZSmg_normal.jpg",160,"https://twitter.com/JacquesEmile6",""
"Joshinitina","An Indian,IT Guy,a Cricket Lover and a Foodie..what else?..  RTs not endorsements.",7,"1508407028","Nitin Joshi","http://pbs.twimg.com/profile_images/770779521876307968/v-iTdEs0_normal.jpg",307,"https://twitter.com/Joshinitina",""
"MarkConnolly2","BI Lead @ UChicago Medicine, Tableau Healthcare User Group Co-Lead, Tableau Certified Associate, Founder of The Millennial Analyst LLC",394,"1153986829290483712","Mark Connolly","http://pbs.twimg.com/profile_images/1153987002649468930/8_uUn6kj_normal.jpg",480,"https://twitter.com/MarkConnolly2",""
"gerybracy1","native AZ, immigrants and Passamaquoddy tribe, golden rule, antiracist, when george floyd called to his mother, he called to me! Vote to change laws",1399,"1300841521697046529","little red hen","http://pbs.twimg.com/profile_images/1361274506086555649/HnUEZ7wc_normal.jpg",7945,"https://twitter.com/gerybracy1",""
"lendai_tech","Lend AI is an AI-based Fintech portfolio lender focusing on the $400B underserved market of non-US residents investing in the US residential real estate market.",115,"1333837226485149697","lendai","http://pbs.twimg.com/profile_images/1333838257038241792/ZHBY8B6Z_normal.jpg",30,"https://twitter.com/lendai_tech",""
"MHCUpstream","Moving Health Care Upstream aims to promote upstream #PopulationHealth work benefitting children. An initiative of @Nemours. Initial funding from @KresgeFdn.",688,"3350988952","@MHCUpstream","http://pbs.twimg.com/profile_images/620664548874448896/0QHFMiLo_normal.jpg",2812,"https://twitter.com/MHCUpstream",""
"shewardmills","Business Account Manager OpenLink Software #LinkedData #SemanticWeb #DataFlow #NoSQL #SPARQL #ODBC #JDBC #RDBMS #DataVirtualization #GraphDB #AI #KnowledgeGraph",114,"150801388","Sonja Heward-mills","http://pbs.twimg.com/profile_images/914788360505499648/q_Pf9GXC_normal.jpg",1341,"https://twitter.com/shewardmills",""
"TejMargot","Consultant at @tableau 📊UCF Alumni 👩🏻‍🎓 Florida girl living in Austin 🏛 Degree in Industrial Engineering📈Foodie and Avid Traveler",141,"1183145557772111873","Margot Tejera","http://pbs.twimg.com/profile_images/1362385533557764100/YrTKtERk_normal.jpg",64,"https://twitter.com/TejMargot",""
"helloRocketMan","Founder & CTO at datazeit",176,"482260906","Wilhelm Raider","http://pbs.twimg.com/profile_images/733038066219286529/MqhlRly5_normal.jpg",202,"https://twitter.com/helloRocketMan",""
"youngs_palette","PhD (microbiology) candidate @ace_uq. My passion lies in #SciComm and #SciArt, especially in the field of environmental microbiology.",159,"1296603045900345344","Young C. Song","http://pbs.twimg.com/profile_images/1296604800201547776/IVw7MYR8_normal.jpg",434,"https://twitter.com/youngs_palette",""
"kalyanadivenus","Tableau certified, power BI analyst, Data studio expert",38,"1015128844049633280","kalyan","http://pbs.twimg.com/profile_images/1287396630983933954/NmPNHtCL_normal.jpg",218,"https://twitter.com/kalyanadivenus",""
"AnalyticsTug","@tableau user group for analytics",95,"1348527706607153152","AnalyticsTUG","http://pbs.twimg.com/profile_images/1348528951031984128/-2qlg5Ut_normal.jpg",18,"https://twitter.com/AnalyticsTug",""
"DataRocksNZ","https://t.co/uiU9Nx0z7g",282,"1180688420621828096","DataRocks","http://pbs.twimg.com/profile_images/1208837556202135552/2Bz6Btr4_normal.jpg",284,"https://twitter.com/DataRocksNZ",""
"fabiofranchino","Data Visualization + Frontend Engineer

Tweets on Coding, Dataviz, BI, Tech, Design 
Vue, React, D3, Three, Node, AWS, HTML/CSS

➡ https://t.co/lNslkZuNme",569,"206686349","Fabio Franchino","http://pbs.twimg.com/profile_images/905667075397574656/LCKboD3o_normal.jpg",2413,"https://twitter.com/fabiofranchino",""
"edawg425","",100,"330637586","Erik Teutsch","http://pbs.twimg.com/profile_images/1202021572740993024/lSXS80OQ_normal.jpg",1755,"https://twitter.com/edawg425",""
"anandmoholkar","",86,"1877943564","Anand Moholkar","http://pbs.twimg.com/profile_images/487075372207710208/WYI24c5K_normal.jpeg",165,"https://twitter.com/anandmoholkar",""
"NoahCornish","Nipissing University | Environmental Geography | specializing in GIS/Environmental Management | Daily COVID-19 🦠 visualizations |",89,"815993384280190977","Noah Cornish","http://pbs.twimg.com/profile_images/1354541460142616584/1-1wd1UL_normal.jpg",707,"https://twitter.com/NoahCornish",""
"6gogul","Tableau Enthusiasts. Solitary Person.....Unpredictable stranger always... ;)",406,"116690420","Gogulnathan","http://pbs.twimg.com/profile_images/789603322567258113/U-3Vmlf-_normal.jpg",1146,"https://twitter.com/6gogul",""
"genetis","Born in #Germany, Living in #NZ. #Data Nerd - #AKLTUG leader - #Tableau Trainer - #LEGO & #Woodwork",1175,"49316865","Alex Waleczek","http://pbs.twimg.com/profile_images/1183123168258449408/RZvsRg5P_normal.jpg",6398,"https://twitter.com/genetis",""
"DanMandle","Analytics Director at Colle McVoy. Fan of Tolkien + Trance; Bicycles, Boards + Backpacks.",662,"15179949","Dan Mandle","http://pbs.twimg.com/profile_images/1055667921714864129/gjYE2eyO_normal.jpg",3352,"https://twitter.com/DanMandle",""
"a7medMas3oud","Tableau Certified, Passionate about data, Love paint with Tableau. Plan to inspire African and the Middle East #DataFam community!",348,"252077809","Ahmed Massoud","http://pbs.twimg.com/profile_images/1090198530554236928/AOC72xgw_normal.jpg",3641,"https://twitter.com/a7medMas3oud",""
"Tiredboys","",36,"33280200","Debra Dryden","http://pbs.twimg.com/profile_images/629786395838648320/l9mMp0d2_normal.jpg",243,"https://twitter.com/Tiredboys",""
"consumereyna","My sternutation average is 3.7 sneezes, yes seriously. Butler Grad student Wabash grad & KIPPster",602,"65756175","Alejandro","http://pbs.twimg.com/profile_images/1320758000425074689/7R3l7j3V_normal.jpg",6321,"https://twitter.com/consumereyna",""
