Last_Discovered,Device ID,Device_Name,Tags,In Service,Service_Level,Device_Type,Device Subtype,Device_Serial,Virtual Host,Network Device,OS Architecture,Total CPUs,Cores Per CPU,Threads Per Core,CPU Speed,Total Cores,RAM,OS Vendor,OS Category,OS Name,OS Version,OS Version Number,OS_End of Life,OS_End of Support,Manufacturer,Hardware Model,Asset Number,Software Discovered,Services Discovered,Application Components Discovered,Local Disk Count,Mounts Discovered,IP Addresses Discovered,Parts Discovered,BIOS Version,BIOS Revision,BIOS Release Date,Storage Room,Building Name,Room Name,Row Name,Rack Name,Size (RU),network_shares,mount_points,account,Cloud Service Provider,Cloud Service Name,Cloud Instance ID,Cloud Instance Name,Cloud Instance Type,Cloud Instance Status,Cloud Location,Cloud Notes,PO Date,PO Cost,Line Item Cost,Order Number,Cost Center,Cost Center Description,all_listener_device_ips,all_labels,Used Space,Total Space,Total Free Space,IP_Address,Customer
2021-02-19 05:08:35.223,"15627","7587d3f62e4c","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:45.113,"14273","758e05c6fe75","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:08:29.710,"15491","7598cd9d6a07","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:53.763,"14514","76f6358592a7","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:57.160,"14623","771b57358046","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:08:29.636,"15489","782a6100c725","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:08:28.546,"15460","7851ccfeace9","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:39.270,"13853","78b735ca1601","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:47.326,"14337","78fc5dd72cb3","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:08:31.210,"15533","7abe005eb9d5","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:42.960,"14215","7ad01373c24a","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:50.516,"14418","7b23c200f412","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:56.333,"14596","7b33c47f7dc6","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:44.066,"14244","7be655b71bd7","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:52.093,"14460","7c6269ac4783","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:08:32.586,"15571","7d21f185802c","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:57.880,"14643","7f002f780520","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:46.420,"14310","7fab8d5058fb","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:08:34.900,"15620","83ade15dad13","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:56.366,"14597","83c98e4b490e","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:56.086,"14589","841db30d2e98","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:08:29.746,"15492","84d433c91d65","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:56.226,"14593","85194fa25b3c","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:51.976,"14457","862a32ce9a4b","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:43.306,"14224","87999d026303","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:46.896,"14324","8819fd846d8f","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:50.913,"14429","8947d7f6d380","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:45.433,"14282","89dd0fa84af6","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:54.343,"14530","8b54b57d1808","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:57.233,"14625","8baaa1659359","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:54.836,"14549","8c19bf93db58","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:44.933,"14268","8c74010be1fd","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:54.273,"14528","8c7bc4195aa6","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:54.733,"14546","8d321552fe80","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:50.410,"14415","8f37515d8c10","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:44.896,"14267","8fa23eb5a02f","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:51.020,"14432","90b8794ba06a","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:46.200,"14304","911de2ad3e5a","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:54.873,"14550","954e2a62eef3","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:50.766,"14425","9586316d7485","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:53.943,"14519","96a2b034b8cd","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:55.446,"14566","985f3f41b743","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:45.540,"14285","98b3ec9f096c","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:45.686,"14289","990d48f2392a","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:43.423,"14227","99252d962ca9","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:44.823,"14265","9ab1f25a82dd","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:08:31.553,"15542","9b46ab512c16","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:53.693,"14512","9c38f1eb4da8","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:08:32.550,"15570","9e308760b0d2","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:46.490,"14312","9e707eadfd6d","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:55.266,"14561","9eede1e0e138","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:50.443,"14416","9fef0290b0f2","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:43.036,"14217","a02402237cb9","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:51.096,"14434","a0393ccfc35e","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:44.970,"14269","a1fef181a344","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:57.736,"14639","a22a87aba72b","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:08:33.313,"15592","a2608ab05175","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:55.873,"14581","a2e597ea4d41","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:54.696,"14545","a2f0ae45b25a","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:08:28.196,"15451","a3b2b485b0e9","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:51.940,"14456","a56c41b464e8","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:08:33.126,"15587","a5d0f0be85be","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:50.373,"14414","a5febb9150e3","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:54.803,"14548","a70bd9b5259a","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:08:34.950,"15621","a70f4dcda1d2","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:53.836,"14516","a9133334405e","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:08:31.513,"15541","aa0a06034030","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:51.283,"14439","ac2f5e79dad4","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:44.030,"14243","ac5bb2977e51","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:08:31.666,"15545","ac99b5e10cba","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:07:46.236,"14305","ad4f09f5aca7","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:08:53.140,"16113","admiring_borg_cc5f4ac98179","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:08:58.150,"16248","admiring_brown_333ca1eef52b","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:08:54.350,"16147","admiring_einstein_3828d62b1af5","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
2021-02-19 05:08:50.053,"16024","admiring_kare_f9f065363798","",True,"Production","virtual","Docker Container","",False,False,"",,,,,,,"Ubuntu Test Vendor","","Ubuntu - 18.04","18.04","",2023-04-30 00:00:00.000,2028-04-30 00:00:00.000,"","","",0,0,0,0,0,0,0,"","","","","","","","",,"","","","","","","","","","","",,,,"",,"","","",0,,"","",""
