Date,Month,Year,Monthyear,Day,IsWeekday,Monthnumber
2021-01-23 00:00:00.000,"Jan","2021","2021-01","01-23",False,1
2021-01-24 00:00:00.000,"Jan","2021","2021-01","01-24",False,1
2021-01-25 00:00:00.000,"Jan","2021","2021-01","01-25",True,1
2021-01-26 00:00:00.000,"Jan","2021","2021-01","01-26",True,1
2021-01-27 00:00:00.000,"Jan","2021","2021-01","01-27",True,1
2021-01-28 00:00:00.000,"Jan","2021","2021-01","01-28",True,1
2021-01-29 00:00:00.000,"Jan","2021","2021-01","01-29",True,1
2021-01-30 00:00:00.000,"Jan","2021","2021-01","01-30",False,1
2021-01-31 00:00:00.000,"Jan","2021","2021-01","01-31",False,1
2021-02-01 00:00:00.000,"Feb","2021","2021-02","02-01",True,2
2021-02-02 00:00:00.000,"Feb","2021","2021-02","02-02",True,2
2021-02-03 00:00:00.000,"Feb","2021","2021-02","02-03",True,2
2021-02-04 00:00:00.000,"Feb","2021","2021-02","02-04",True,2
2021-02-05 00:00:00.000,"Feb","2021","2021-02","02-05",True,2
2021-02-06 00:00:00.000,"Feb","2021","2021-02","02-06",False,2
2021-02-07 00:00:00.000,"Feb","2021","2021-02","02-07",False,2
2021-02-08 00:00:00.000,"Feb","2021","2021-02","02-08",True,2
2021-02-09 00:00:00.000,"Feb","2021","2021-02","02-09",True,2
2021-02-10 00:00:00.000,"Feb","2021","2021-02","02-10",True,2
2021-02-11 00:00:00.000,"Feb","2021","2021-02","02-11",True,2
2021-02-12 00:00:00.000,"Feb","2021","2021-02","02-12",True,2
2021-02-13 00:00:00.000,"Feb","2021","2021-02","02-13",False,2
2021-02-14 00:00:00.000,"Feb","2021","2021-02","02-14",False,2
2021-02-15 00:00:00.000,"Feb","2021","2021-02","02-15",True,2
2021-02-16 00:00:00.000,"Feb","2021","2021-02","02-16",True,2
2021-02-17 00:00:00.000,"Feb","2021","2021-02","02-17",True,2
2021-02-18 00:00:00.000,"Feb","2021","2021-02","02-18",True,2
2021-02-19 00:00:00.000,"Feb","2021","2021-02","02-19",True,2
2021-02-20 00:00:00.000,"Feb","2021","2021-02","02-20",False,2
2021-02-21 00:00:00.000,"Feb","2021","2021-02","02-21",False,2
2021-02-22 00:00:00.000,"Feb","2021","2021-02","02-22",True,2
2021-02-23 00:00:00.000,"Feb","2021","2021-02","02-23",True,2
2021-02-24 00:00:00.000,"Feb","2021","2021-02","02-24",True,2
2021-02-25 00:00:00.000,"Feb","2021","2021-02","02-25",True,2
2021-02-26 00:00:00.000,"Feb","2021","2021-02","02-26",True,2
2021-02-27 00:00:00.000,"Feb","2021","2021-02","02-27",False,2
2021-02-28 00:00:00.000,"Feb","2021","2021-02","02-28",False,2
2021-03-01 00:00:00.000,"Mar","2021","2021-03","03-01",True,3
2021-03-02 00:00:00.000,"Mar","2021","2021-03","03-02",True,3
2021-03-03 00:00:00.000,"Mar","2021","2021-03","03-03",True,3
2021-03-04 00:00:00.000,"Mar","2021","2021-03","03-04",True,3
2021-03-05 00:00:00.000,"Mar","2021","2021-03","03-05",True,3
2021-03-06 00:00:00.000,"Mar","2021","2021-03","03-06",False,3
2021-03-07 00:00:00.000,"Mar","2021","2021-03","03-07",False,3
2021-03-08 00:00:00.000,"Mar","2021","2021-03","03-08",True,3
2021-03-09 00:00:00.000,"Mar","2021","2021-03","03-09",True,3
2021-03-10 00:00:00.000,"Mar","2021","2021-03","03-10",True,3
2021-03-11 00:00:00.000,"Mar","2021","2021-03","03-11",True,3
2021-03-12 00:00:00.000,"Mar","2021","2021-03","03-12",True,3
2021-03-13 00:00:00.000,"Mar","2021","2021-03","03-13",False,3
2021-03-14 00:00:00.000,"Mar","2021","2021-03","03-14",False,3
2021-03-15 00:00:00.000,"Mar","2021","2021-03","03-15",True,3
2021-03-16 00:00:00.000,"Mar","2021","2021-03","03-16",True,3
2021-03-17 00:00:00.000,"Mar","2021","2021-03","03-17",True,3
2021-03-18 00:00:00.000,"Mar","2021","2021-03","03-18",True,3
2021-03-19 00:00:00.000,"Mar","2021","2021-03","03-19",True,3
2021-03-20 00:00:00.000,"Mar","2021","2021-03","03-20",False,3
2021-03-21 00:00:00.000,"Mar","2021","2021-03","03-21",False,3
2021-03-22 00:00:00.000,"Mar","2021","2021-03","03-22",True,3
2021-03-23 00:00:00.000,"Mar","2021","2021-03","03-23",True,3
2021-03-24 00:00:00.000,"Mar","2021","2021-03","03-24",True,3
2021-03-25 00:00:00.000,"Mar","2021","2021-03","03-25",True,3
2021-03-26 00:00:00.000,"Mar","2021","2021-03","03-26",True,3
2021-03-27 00:00:00.000,"Mar","2021","2021-03","03-27",False,3
2021-03-28 00:00:00.000,"Mar","2021","2021-03","03-28",False,3
2021-03-29 00:00:00.000,"Mar","2021","2021-03","03-29",True,3
2021-03-30 00:00:00.000,"Mar","2021","2021-03","03-30",True,3
2021-03-31 00:00:00.000,"Mar","2021","2021-03","03-31",True,3
2021-04-01 00:00:00.000,"Apr","2021","2021-04","04-01",True,4
2021-04-02 00:00:00.000,"Apr","2021","2021-04","04-02",True,4
2021-04-03 00:00:00.000,"Apr","2021","2021-04","04-03",False,4
2021-04-04 00:00:00.000,"Apr","2021","2021-04","04-04",False,4
2021-04-05 00:00:00.000,"Apr","2021","2021-04","04-05",True,4
2021-04-06 00:00:00.000,"Apr","2021","2021-04","04-06",True,4
2021-04-07 00:00:00.000,"Apr","2021","2021-04","04-07",True,4
2021-04-08 00:00:00.000,"Apr","2021","2021-04","04-08",True,4
2021-04-09 00:00:00.000,"Apr","2021","2021-04","04-09",True,4
2021-04-10 00:00:00.000,"Apr","2021","2021-04","04-10",False,4
2021-04-11 00:00:00.000,"Apr","2021","2021-04","04-11",False,4
2021-04-12 00:00:00.000,"Apr","2021","2021-04","04-12",True,4
2021-04-13 00:00:00.000,"Apr","2021","2021-04","04-13",True,4
2021-04-14 00:00:00.000,"Apr","2021","2021-04","04-14",True,4
2021-04-15 00:00:00.000,"Apr","2021","2021-04","04-15",True,4
2021-04-16 00:00:00.000,"Apr","2021","2021-04","04-16",True,4
2021-04-17 00:00:00.000,"Apr","2021","2021-04","04-17",False,4
2021-04-18 00:00:00.000,"Apr","2021","2021-04","04-18",False,4
2021-04-19 00:00:00.000,"Apr","2021","2021-04","04-19",True,4
2021-04-20 00:00:00.000,"Apr","2021","2021-04","04-20",True,4
2021-04-21 00:00:00.000,"Apr","2021","2021-04","04-21",True,4
2021-04-22 00:00:00.000,"Apr","2021","2021-04","04-22",True,4
2021-04-23 00:00:00.000,"Apr","2021","2021-04","04-23",True,4
2021-04-24 00:00:00.000,"Apr","2021","2021-04","04-24",False,4
2021-04-25 00:00:00.000,"Apr","2021","2021-04","04-25",False,4
2021-04-26 00:00:00.000,"Apr","2021","2021-04","04-26",True,4
2021-04-27 00:00:00.000,"Apr","2021","2021-04","04-27",True,4
2021-04-28 00:00:00.000,"Apr","2021","2021-04","04-28",True,4
2021-04-29 00:00:00.000,"Apr","2021","2021-04","04-29",True,4
2021-04-30 00:00:00.000,"Apr","2021","2021-04","04-30",True,4
2021-05-01 00:00:00.000,"May","2021","2021-05","05-01",False,5
2021-05-02 00:00:00.000,"May","2021","2021-05","05-02",False,5
2021-05-03 00:00:00.000,"May","2021","2021-05","05-03",True,5
2021-05-04 00:00:00.000,"May","2021","2021-05","05-04",True,5
2021-05-05 00:00:00.000,"May","2021","2021-05","05-05",True,5
2021-05-06 00:00:00.000,"May","2021","2021-05","05-06",True,5
2021-05-07 00:00:00.000,"May","2021","2021-05","05-07",True,5
2021-05-08 00:00:00.000,"May","2021","2021-05","05-08",False,5
2021-05-09 00:00:00.000,"May","2021","2021-05","05-09",False,5
2021-05-10 00:00:00.000,"May","2021","2021-05","05-10",True,5
2021-05-11 00:00:00.000,"May","2021","2021-05","05-11",True,5
2021-05-12 00:00:00.000,"May","2021","2021-05","05-12",True,5
2021-05-13 00:00:00.000,"May","2021","2021-05","05-13",True,5
2021-05-14 00:00:00.000,"May","2021","2021-05","05-14",True,5
2021-05-15 00:00:00.000,"May","2021","2021-05","05-15",False,5
2021-05-16 00:00:00.000,"May","2021","2021-05","05-16",False,5
2021-05-17 00:00:00.000,"May","2021","2021-05","05-17",True,5
2021-05-18 00:00:00.000,"May","2021","2021-05","05-18",True,5
2021-05-19 00:00:00.000,"May","2021","2021-05","05-19",True,5
2021-05-20 00:00:00.000,"May","2021","2021-05","05-20",True,5
2021-05-21 00:00:00.000,"May","2021","2021-05","05-21",True,5
2021-05-22 00:00:00.000,"May","2021","2021-05","05-22",False,5
2021-05-23 00:00:00.000,"May","2021","2021-05","05-23",False,5
2021-05-24 00:00:00.000,"May","2021","2021-05","05-24",True,5
2021-05-25 00:00:00.000,"May","2021","2021-05","05-25",True,5
2021-05-26 00:00:00.000,"May","2021","2021-05","05-26",True,5
2021-05-27 00:00:00.000,"May","2021","2021-05","05-27",True,5
2021-05-28 00:00:00.000,"May","2021","2021-05","05-28",True,5
2021-05-29 00:00:00.000,"May","2021","2021-05","05-29",False,5
2021-05-30 00:00:00.000,"May","2021","2021-05","05-30",False,5
2021-05-31 00:00:00.000,"May","2021","2021-05","05-31",True,5
2021-06-01 00:00:00.000,"Jun","2021","2021-06","06-01",True,6
2021-06-02 00:00:00.000,"Jun","2021","2021-06","06-02",True,6
2021-06-03 00:00:00.000,"Jun","2021","2021-06","06-03",True,6
2021-06-04 00:00:00.000,"Jun","2021","2021-06","06-04",True,6
2021-06-05 00:00:00.000,"Jun","2021","2021-06","06-05",False,6
2021-06-06 00:00:00.000,"Jun","2021","2021-06","06-06",False,6
2021-06-07 00:00:00.000,"Jun","2021","2021-06","06-07",True,6
2021-06-08 00:00:00.000,"Jun","2021","2021-06","06-08",True,6
2021-06-09 00:00:00.000,"Jun","2021","2021-06","06-09",True,6
2021-06-10 00:00:00.000,"Jun","2021","2021-06","06-10",True,6
2021-06-11 00:00:00.000,"Jun","2021","2021-06","06-11",True,6
2021-06-12 00:00:00.000,"Jun","2021","2021-06","06-12",False,6
2021-06-13 00:00:00.000,"Jun","2021","2021-06","06-13",False,6
2021-06-14 00:00:00.000,"Jun","2021","2021-06","06-14",True,6
2021-06-15 00:00:00.000,"Jun","2021","2021-06","06-15",True,6
2021-06-16 00:00:00.000,"Jun","2021","2021-06","06-16",True,6
2021-06-17 00:00:00.000,"Jun","2021","2021-06","06-17",True,6
2021-06-18 00:00:00.000,"Jun","2021","2021-06","06-18",True,6
2021-06-19 00:00:00.000,"Jun","2021","2021-06","06-19",False,6
2021-06-20 00:00:00.000,"Jun","2021","2021-06","06-20",False,6
2021-06-21 00:00:00.000,"Jun","2021","2021-06","06-21",True,6
2021-06-22 00:00:00.000,"Jun","2021","2021-06","06-22",True,6
2021-06-23 00:00:00.000,"Jun","2021","2021-06","06-23",True,6
2021-06-24 00:00:00.000,"Jun","2021","2021-06","06-24",True,6
2021-06-25 00:00:00.000,"Jun","2021","2021-06","06-25",True,6
2021-06-26 00:00:00.000,"Jun","2021","2021-06","06-26",False,6
2021-06-27 00:00:00.000,"Jun","2021","2021-06","06-27",False,6
2021-06-28 00:00:00.000,"Jun","2021","2021-06","06-28",True,6
2021-06-29 00:00:00.000,"Jun","2021","2021-06","06-29",True,6
2021-06-30 00:00:00.000,"Jun","2021","2021-06","06-30",True,6
2021-07-01 00:00:00.000,"Jul","2021","2021-07","07-01",True,7
2021-07-02 00:00:00.000,"Jul","2021","2021-07","07-02",True,7
2021-07-03 00:00:00.000,"Jul","2021","2021-07","07-03",False,7
2021-07-04 00:00:00.000,"Jul","2021","2021-07","07-04",False,7
2021-07-05 00:00:00.000,"Jul","2021","2021-07","07-05",True,7
2021-07-06 00:00:00.000,"Jul","2021","2021-07","07-06",True,7
2021-07-07 00:00:00.000,"Jul","2021","2021-07","07-07",True,7
2021-07-08 00:00:00.000,"Jul","2021","2021-07","07-08",True,7
2021-07-09 00:00:00.000,"Jul","2021","2021-07","07-09",True,7
2021-07-10 00:00:00.000,"Jul","2021","2021-07","07-10",False,7
2021-07-11 00:00:00.000,"Jul","2021","2021-07","07-11",False,7
2021-07-12 00:00:00.000,"Jul","2021","2021-07","07-12",True,7
2021-07-13 00:00:00.000,"Jul","2021","2021-07","07-13",True,7
2021-07-14 00:00:00.000,"Jul","2021","2021-07","07-14",True,7
2021-07-15 00:00:00.000,"Jul","2021","2021-07","07-15",True,7
2021-07-16 00:00:00.000,"Jul","2021","2021-07","07-16",True,7
2021-07-17 00:00:00.000,"Jul","2021","2021-07","07-17",False,7
2021-07-18 00:00:00.000,"Jul","2021","2021-07","07-18",False,7
2021-07-19 00:00:00.000,"Jul","2021","2021-07","07-19",True,7
2021-07-20 00:00:00.000,"Jul","2021","2021-07","07-20",True,7
2021-07-21 00:00:00.000,"Jul","2021","2021-07","07-21",True,7
2021-07-22 00:00:00.000,"Jul","2021","2021-07","07-22",True,7
2021-07-23 00:00:00.000,"Jul","2021","2021-07","07-23",True,7
2021-07-24 00:00:00.000,"Jul","2021","2021-07","07-24",False,7
2021-07-25 00:00:00.000,"Jul","2021","2021-07","07-25",False,7
2021-07-26 00:00:00.000,"Jul","2021","2021-07","07-26",True,7
2021-07-27 00:00:00.000,"Jul","2021","2021-07","07-27",True,7
2021-07-28 00:00:00.000,"Jul","2021","2021-07","07-28",True,7
2021-07-29 00:00:00.000,"Jul","2021","2021-07","07-29",True,7
2021-07-30 00:00:00.000,"Jul","2021","2021-07","07-30",True,7
2021-07-31 00:00:00.000,"Jul","2021","2021-07","07-31",False,7
2021-08-01 00:00:00.000,"Aug","2021","2021-08","08-01",False,8
2021-08-02 00:00:00.000,"Aug","2021","2021-08","08-02",True,8
2021-08-03 00:00:00.000,"Aug","2021","2021-08","08-03",True,8
2021-08-04 00:00:00.000,"Aug","2021","2021-08","08-04",True,8
2021-08-05 00:00:00.000,"Aug","2021","2021-08","08-05",True,8
2021-08-06 00:00:00.000,"Aug","2021","2021-08","08-06",True,8
2021-08-07 00:00:00.000,"Aug","2021","2021-08","08-07",False,8
2021-08-08 00:00:00.000,"Aug","2021","2021-08","08-08",False,8
2021-08-09 00:00:00.000,"Aug","2021","2021-08","08-09",True,8
2021-08-10 00:00:00.000,"Aug","2021","2021-08","08-10",True,8
2021-08-11 00:00:00.000,"Aug","2021","2021-08","08-11",True,8
2021-08-12 00:00:00.000,"Aug","2021","2021-08","08-12",True,8
2021-08-13 00:00:00.000,"Aug","2021","2021-08","08-13",True,8
2021-08-14 00:00:00.000,"Aug","2021","2021-08","08-14",False,8
2021-08-15 00:00:00.000,"Aug","2021","2021-08","08-15",False,8
2021-08-16 00:00:00.000,"Aug","2021","2021-08","08-16",True,8
2021-08-17 00:00:00.000,"Aug","2021","2021-08","08-17",True,8
2021-08-18 00:00:00.000,"Aug","2021","2021-08","08-18",True,8
2021-08-19 00:00:00.000,"Aug","2021","2021-08","08-19",True,8
2021-08-20 00:00:00.000,"Aug","2021","2021-08","08-20",True,8
2021-08-21 00:00:00.000,"Aug","2021","2021-08","08-21",False,8
2021-08-22 00:00:00.000,"Aug","2021","2021-08","08-22",False,8
2021-08-23 00:00:00.000,"Aug","2021","2021-08","08-23",True,8
2021-08-24 00:00:00.000,"Aug","2021","2021-08","08-24",True,8
2021-08-25 00:00:00.000,"Aug","2021","2021-08","08-25",True,8
2021-08-26 00:00:00.000,"Aug","2021","2021-08","08-26",True,8
2021-08-27 00:00:00.000,"Aug","2021","2021-08","08-27",True,8
2021-08-28 00:00:00.000,"Aug","2021","2021-08","08-28",False,8
2021-08-29 00:00:00.000,"Aug","2021","2021-08","08-29",False,8
2021-08-30 00:00:00.000,"Aug","2021","2021-08","08-30",True,8
2021-08-31 00:00:00.000,"Aug","2021","2021-08","08-31",True,8
2021-09-01 00:00:00.000,"Sep","2021","2021-09","09-01",True,9
2021-09-02 00:00:00.000,"Sep","2021","2021-09","09-02",True,9
2021-09-03 00:00:00.000,"Sep","2021","2021-09","09-03",True,9
2021-09-04 00:00:00.000,"Sep","2021","2021-09","09-04",False,9
2021-09-05 00:00:00.000,"Sep","2021","2021-09","09-05",False,9
2021-09-06 00:00:00.000,"Sep","2021","2021-09","09-06",True,9
2021-09-07 00:00:00.000,"Sep","2021","2021-09","09-07",True,9
2021-09-08 00:00:00.000,"Sep","2021","2021-09","09-08",True,9
2021-09-09 00:00:00.000,"Sep","2021","2021-09","09-09",True,9
2021-09-10 00:00:00.000,"Sep","2021","2021-09","09-10",True,9
2021-09-11 00:00:00.000,"Sep","2021","2021-09","09-11",False,9
2021-09-12 00:00:00.000,"Sep","2021","2021-09","09-12",False,9
2021-09-13 00:00:00.000,"Sep","2021","2021-09","09-13",True,9
2021-09-14 00:00:00.000,"Sep","2021","2021-09","09-14",True,9
2021-09-15 00:00:00.000,"Sep","2021","2021-09","09-15",True,9
2021-09-16 00:00:00.000,"Sep","2021","2021-09","09-16",True,9
2021-09-17 00:00:00.000,"Sep","2021","2021-09","09-17",True,9
2021-09-18 00:00:00.000,"Sep","2021","2021-09","09-18",False,9
2021-09-19 00:00:00.000,"Sep","2021","2021-09","09-19",False,9
2021-09-20 00:00:00.000,"Sep","2021","2021-09","09-20",True,9
2021-09-21 00:00:00.000,"Sep","2021","2021-09","09-21",True,9
2021-09-22 00:00:00.000,"Sep","2021","2021-09","09-22",True,9
2021-09-23 00:00:00.000,"Sep","2021","2021-09","09-23",True,9
2021-09-24 00:00:00.000,"Sep","2021","2021-09","09-24",True,9
2021-09-25 00:00:00.000,"Sep","2021","2021-09","09-25",False,9
2021-09-26 00:00:00.000,"Sep","2021","2021-09","09-26",False,9
2021-09-27 00:00:00.000,"Sep","2021","2021-09","09-27",True,9
2021-09-28 00:00:00.000,"Sep","2021","2021-09","09-28",True,9
2021-09-29 00:00:00.000,"Sep","2021","2021-09","09-29",True,9
2021-09-30 00:00:00.000,"Sep","2021","2021-09","09-30",True,9
2021-10-01 00:00:00.000,"Oct","2021","2021-10","10-01",True,10
2021-10-02 00:00:00.000,"Oct","2021","2021-10","10-02",False,10
2021-10-03 00:00:00.000,"Oct","2021","2021-10","10-03",False,10
2021-10-04 00:00:00.000,"Oct","2021","2021-10","10-04",True,10
2021-10-05 00:00:00.000,"Oct","2021","2021-10","10-05",True,10
2021-10-06 00:00:00.000,"Oct","2021","2021-10","10-06",True,10
2021-10-07 00:00:00.000,"Oct","2021","2021-10","10-07",True,10
2021-10-08 00:00:00.000,"Oct","2021","2021-10","10-08",True,10
2021-10-09 00:00:00.000,"Oct","2021","2021-10","10-09",False,10
2021-10-10 00:00:00.000,"Oct","2021","2021-10","10-10",False,10
2021-10-11 00:00:00.000,"Oct","2021","2021-10","10-11",True,10
2021-10-12 00:00:00.000,"Oct","2021","2021-10","10-12",True,10
2021-10-13 00:00:00.000,"Oct","2021","2021-10","10-13",True,10
2021-10-14 00:00:00.000,"Oct","2021","2021-10","10-14",True,10
2021-10-15 00:00:00.000,"Oct","2021","2021-10","10-15",True,10
2021-10-16 00:00:00.000,"Oct","2021","2021-10","10-16",False,10
2021-10-17 00:00:00.000,"Oct","2021","2021-10","10-17",False,10
2021-10-18 00:00:00.000,"Oct","2021","2021-10","10-18",True,10
2021-10-19 00:00:00.000,"Oct","2021","2021-10","10-19",True,10
2021-10-20 00:00:00.000,"Oct","2021","2021-10","10-20",True,10
2021-10-21 00:00:00.000,"Oct","2021","2021-10","10-21",True,10
2021-10-22 00:00:00.000,"Oct","2021","2021-10","10-22",True,10
2021-10-23 00:00:00.000,"Oct","2021","2021-10","10-23",False,10
2021-10-24 00:00:00.000,"Oct","2021","2021-10","10-24",False,10
2021-10-25 00:00:00.000,"Oct","2021","2021-10","10-25",True,10
2021-10-26 00:00:00.000,"Oct","2021","2021-10","10-26",True,10
2021-10-27 00:00:00.000,"Oct","2021","2021-10","10-27",True,10
2021-10-28 00:00:00.000,"Oct","2021","2021-10","10-28",True,10
2021-10-29 00:00:00.000,"Oct","2021","2021-10","10-29",True,10
2021-10-30 00:00:00.000,"Oct","2021","2021-10","10-30",False,10
2021-10-31 00:00:00.000,"Oct","2021","2021-10","10-31",False,10
2021-11-01 00:00:00.000,"Nov","2021","2021-11","11-01",True,11
2021-11-02 00:00:00.000,"Nov","2021","2021-11","11-02",True,11
2021-11-03 00:00:00.000,"Nov","2021","2021-11","11-03",True,11
2021-11-04 00:00:00.000,"Nov","2021","2021-11","11-04",True,11
2021-11-05 00:00:00.000,"Nov","2021","2021-11","11-05",True,11
2021-11-06 00:00:00.000,"Nov","2021","2021-11","11-06",False,11
2021-11-07 00:00:00.000,"Nov","2021","2021-11","11-07",False,11
2021-11-08 00:00:00.000,"Nov","2021","2021-11","11-08",True,11
2021-11-09 00:00:00.000,"Nov","2021","2021-11","11-09",True,11
2021-11-10 00:00:00.000,"Nov","2021","2021-11","11-10",True,11
2021-11-11 00:00:00.000,"Nov","2021","2021-11","11-11",True,11
2021-11-12 00:00:00.000,"Nov","2021","2021-11","11-12",True,11
2021-11-13 00:00:00.000,"Nov","2021","2021-11","11-13",False,11
2021-11-14 00:00:00.000,"Nov","2021","2021-11","11-14",False,11
2021-11-15 00:00:00.000,"Nov","2021","2021-11","11-15",True,11
2021-11-16 00:00:00.000,"Nov","2021","2021-11","11-16",True,11
2021-11-17 00:00:00.000,"Nov","2021","2021-11","11-17",True,11
2021-11-18 00:00:00.000,"Nov","2021","2021-11","11-18",True,11
2021-11-19 00:00:00.000,"Nov","2021","2021-11","11-19",True,11
2021-11-20 00:00:00.000,"Nov","2021","2021-11","11-20",False,11
2021-11-21 00:00:00.000,"Nov","2021","2021-11","11-21",False,11
2021-11-22 00:00:00.000,"Nov","2021","2021-11","11-22",True,11
2021-11-23 00:00:00.000,"Nov","2021","2021-11","11-23",True,11
2021-11-24 00:00:00.000,"Nov","2021","2021-11","11-24",True,11
2021-11-25 00:00:00.000,"Nov","2021","2021-11","11-25",True,11
2021-11-26 00:00:00.000,"Nov","2021","2021-11","11-26",True,11
2021-11-27 00:00:00.000,"Nov","2021","2021-11","11-27",False,11
2021-11-28 00:00:00.000,"Nov","2021","2021-11","11-28",False,11
2021-11-29 00:00:00.000,"Nov","2021","2021-11","11-29",True,11
2021-11-30 00:00:00.000,"Nov","2021","2021-11","11-30",True,11
2021-12-01 00:00:00.000,"Dec","2021","2021-12","12-01",True,12
2021-12-02 00:00:00.000,"Dec","2021","2021-12","12-02",True,12
2021-12-03 00:00:00.000,"Dec","2021","2021-12","12-03",True,12
2021-12-04 00:00:00.000,"Dec","2021","2021-12","12-04",False,12
2021-12-05 00:00:00.000,"Dec","2021","2021-12","12-05",False,12
2021-12-06 00:00:00.000,"Dec","2021","2021-12","12-06",True,12
2021-12-07 00:00:00.000,"Dec","2021","2021-12","12-07",True,12
2021-12-08 00:00:00.000,"Dec","2021","2021-12","12-08",True,12
2021-12-09 00:00:00.000,"Dec","2021","2021-12","12-09",True,12
2021-12-10 00:00:00.000,"Dec","2021","2021-12","12-10",True,12
2021-12-11 00:00:00.000,"Dec","2021","2021-12","12-11",False,12
2021-12-12 00:00:00.000,"Dec","2021","2021-12","12-12",False,12
2021-12-13 00:00:00.000,"Dec","2021","2021-12","12-13",True,12
2021-12-14 00:00:00.000,"Dec","2021","2021-12","12-14",True,12
2021-12-15 00:00:00.000,"Dec","2021","2021-12","12-15",True,12
2021-12-16 00:00:00.000,"Dec","2021","2021-12","12-16",True,12
2021-12-17 00:00:00.000,"Dec","2021","2021-12","12-17",True,12
2021-12-18 00:00:00.000,"Dec","2021","2021-12","12-18",False,12
2021-12-19 00:00:00.000,"Dec","2021","2021-12","12-19",False,12
2021-12-20 00:00:00.000,"Dec","2021","2021-12","12-20",True,12
2021-12-21 00:00:00.000,"Dec","2021","2021-12","12-21",True,12
2021-12-22 00:00:00.000,"Dec","2021","2021-12","12-22",True,12
2021-12-23 00:00:00.000,"Dec","2021","2021-12","12-23",True,12
2021-12-24 00:00:00.000,"Dec","2021","2021-12","12-24",True,12
2021-12-25 00:00:00.000,"Dec","2021","2021-12","12-25",False,12
2021-12-26 00:00:00.000,"Dec","2021","2021-12","12-26",False,12
2021-12-27 00:00:00.000,"Dec","2021","2021-12","12-27",True,12
2021-12-28 00:00:00.000,"Dec","2021","2021-12","12-28",True,12
2021-12-29 00:00:00.000,"Dec","2021","2021-12","12-29",True,12
2021-12-30 00:00:00.000,"Dec","2021","2021-12","12-30",True,12
2021-12-31 00:00:00.000,"Dec","2021","2021-12","12-31",True,12
