TestID,EquipmentID,SONumber,FCID,CompleteFlag,PmID,HoldUserID,CreateTime,inactive,CompleteTime,CompleteFlag1,CompleteFlag2,CompleteFlag3,CompleteTime1,CompleteTime2,CompleteTime3,LPR,PlnLaunch,PlnModTstStat,PlnMfgComp,LmkShipDate,STD,MCSD,Index,Group,CompleteTime2 Date/Time,Complete Time 2 Final,complete Time2 Time
1841,4,"B1758","199347",1,3,,2019-12-24 08:29:17.736,0,2020-01-15 11:55:32.000,1,1,1,2020-01-03 00:00:00.000,2020-01-15 00:00:00.000,2020-01-15 11:55:32.000,"351539",2019-12-24 08:39:11.000,2020-01-06 08:39:11.000,2020-01-16 08:39:11.000,2020-01-28 08:39:11.000,2020-01-29 08:39:11.000,2020-02-04 08:39:11.000,603,"SSM",2020-01-15 07:59:15.843,2020-01-14 00:00:00.000,1899-12-30 07:59:16.000
1843,4,"B1758","199347",1,4,,2019-12-24 08:41:47.440,0,2020-01-15 11:52:52.000,1,1,1,2020-01-03 00:00:00.000,2020-01-13 00:00:00.000,2020-01-15 11:52:52.000,"351540",2019-12-24 08:41:53.000,2020-01-06 08:41:53.000,2020-01-16 08:41:53.000,2020-01-28 08:41:53.000,2020-01-29 08:41:53.000,2020-02-04 08:41:53.000,605,"SSM",2020-01-13 15:54:29.913,2020-01-13 00:00:00.000,1899-12-30 15:54:30.000
1886,3,"B1757","199348",1,1,,2020-01-06 14:38:53.000,0,2020-02-06 08:11:24.273,0,1,1,,2020-02-04 00:00:00.000,2020-02-06 08:11:24.273,"351599",2020-01-08 14:39:40.000,2020-01-20 14:39:40.000,2020-02-05 14:39:40.000,2020-02-10 14:39:40.000,2020-02-12 14:39:40.000,2020-02-13 14:39:40.000,647,"Altus",2020-02-04 11:42:53.523,2020-02-04 00:00:00.000,1899-12-30 11:42:54.000
1887,3,"B1757","199348",1,2,,2020-01-06 14:39:27.840,0,2020-02-04 09:46:36.413,1,1,1,2020-01-29 00:00:00.000,2020-01-30 00:00:00.000,2020-02-04 09:46:36.413,"351600",2020-01-08 14:40:52.000,2020-01-20 14:40:52.000,2020-02-05 14:40:52.000,2020-02-10 14:40:52.000,2020-02-12 14:40:52.000,2020-02-13 14:40:52.000,648,"Altus",2020-01-30 21:20:46.713,2020-01-30 00:00:00.000,1899-12-30 21:20:47.000
1902,15,"B1757","199348",1,3,,2020-01-13 16:09:19.650,0,2020-02-07 10:01:02.000,1,1,1,2020-01-22 00:00:00.000,2020-02-06 00:00:00.000,2020-02-07 10:01:02.000,"351601",2020-01-15 16:10:34.000,2020-01-28 16:10:34.000,2020-02-07 16:10:34.000,2020-02-10 16:10:34.000,2020-02-12 16:10:34.000,2020-02-13 16:10:34.000,662,"SSM",2020-02-06 16:18:29.896,2020-02-06 00:00:00.000,1899-12-30 16:18:30.000
1903,15,"B1757","199348",1,4,,2020-01-13 16:10:26.113,0,2020-02-06 11:31:09.000,1,1,1,2020-01-22 00:00:00.000,2020-02-05 00:00:00.000,2020-02-06 11:31:09.000,"351602",2020-01-15 16:11:39.000,2020-01-28 16:11:39.000,2020-02-07 16:11:39.000,2020-02-10 16:11:39.000,2020-02-12 16:11:39.000,2020-02-13 16:11:39.000,663,"SSM",2020-02-05 11:40:45.000,2020-02-05 00:00:00.000,1899-12-30 11:40:45.000
1915,26,"A7901","185206",1,1,,2020-01-16 10:32:08.813,0,2020-01-23 19:35:14.430,1,1,1,2020-01-20 00:00:00.000,2020-01-22 00:00:00.000,2020-01-23 19:35:14.430,"296866",2020-01-16 10:44:42.000,2020-01-20 10:44:42.000,2020-01-23 10:44:42.000,2020-01-26 10:44:42.000,2020-01-21 10:44:42.000,2020-01-22 10:44:42.000,674,"Coronus",2020-01-22 09:16:28.593,2020-01-22 00:00:00.000,1899-12-30 09:16:29.000
1916,26,"A7901","185206",1,2,,2020-01-16 10:33:29.116,0,2020-01-23 19:35:32.573,1,1,1,2020-01-20 00:00:00.000,2020-01-23 00:00:00.000,2020-01-23 19:35:32.573,"296867",2020-01-16 10:45:28.000,2020-01-20 10:45:28.000,2020-01-23 10:45:28.000,2020-01-26 10:45:28.000,2020-01-21 10:45:28.000,2020-01-22 10:45:28.000,675,"Coronus",2020-01-23 19:34:52.716,2020-01-23 00:00:00.000,1899-12-30 19:34:53.000
1917,26,"A7901","185206",1,3,,2020-01-16 10:34:52.980,0,2020-01-23 19:35:51.726,1,1,1,2020-01-20 00:00:00.000,2020-01-22 00:00:00.000,2020-01-23 19:35:51.726,"296868",2020-01-16 10:46:27.000,2020-01-20 10:46:27.000,2020-01-23 10:46:27.000,2020-01-26 10:46:27.000,2020-01-21 10:46:27.000,2020-01-22 10:46:27.000,676,"Coronus",2020-01-22 11:32:04.436,2020-01-22 00:00:00.000,1899-12-30 11:32:04.000
1918,26,"A7901","185206",1,4,,2020-01-16 10:36:05.140,0,2020-01-23 19:36:13.180,1,1,1,2020-01-20 00:00:00.000,2020-01-22 00:00:00.000,2020-01-23 19:36:13.180,"296869",2020-01-16 10:46:46.000,2020-01-20 10:46:46.000,2020-01-23 10:46:46.000,2020-01-26 10:46:46.000,2020-01-21 10:46:46.000,2020-01-22 10:46:46.000,677,"Coronus",2020-01-22 11:32:27.446,2020-01-22 00:00:00.000,1899-12-30 11:32:27.000
1938,27,"B3361","198355",1,1,,2020-01-21 18:48:26.090,0,2020-02-20 14:33:02.393,1,1,1,2020-02-05 00:00:00.000,2020-02-18 00:00:00.000,2020-02-20 14:33:02.393,"345534",2020-01-22 18:49:52.000,2020-02-07 18:49:51.000,2020-02-24 18:49:51.000,2020-02-26 18:49:51.000,2020-02-27 18:49:51.000,2020-02-28 18:49:51.000,695,"Altus",2020-02-18 22:04:11.956,2020-02-18 00:00:00.000,1899-12-30 22:04:12.000
1939,27,"B3361","198355",1,2,,2020-01-21 18:49:06.963,0,2020-02-24 14:56:47.940,1,1,1,2020-02-07 00:00:00.000,2020-02-21 00:00:00.000,2020-02-24 14:56:47.940,"345535",2020-01-23 18:50:31.000,2020-02-08 18:50:31.000,2020-02-25 18:50:31.000,2020-02-26 18:50:31.000,2020-02-27 18:50:31.000,2020-02-28 18:50:31.000,696,"Altus",2020-02-21 22:00:38.000,2020-02-21 00:00:00.000,1899-12-30 22:00:38.000
1940,27,"B3361","198355",1,3,,2020-01-21 18:49:37.056,0,2020-02-24 14:56:15.506,1,1,1,2020-02-07 00:00:00.000,2020-02-21 00:00:00.000,2020-02-24 14:56:15.506,"345536",2020-01-28 18:51:16.000,2020-02-11 18:51:16.000,2020-02-25 18:51:16.000,2020-02-26 18:51:16.000,2020-02-27 18:51:16.000,2020-02-28 18:51:16.000,697,"Altus",2020-02-21 18:32:56.110,2020-02-21 00:00:00.000,1899-12-30 18:32:56.000
1982,27,"B3362","193367",1,1,,2020-01-30 16:54:32.543,0,2020-03-03 15:29:46.190,1,1,1,2020-02-14 00:00:00.000,2020-02-25 00:00:00.000,2020-03-03 15:29:46.190,"320624",2020-01-31 16:56:42.000,2020-02-14 16:56:42.000,2020-03-03 16:56:42.000,2020-03-05 16:56:42.000,2020-03-09 16:56:42.000,2020-03-10 16:56:42.000,737,"Altus",2020-02-25 16:22:03.470,2020-02-25 00:00:00.000,1899-12-30 16:22:03.000
1983,27,"B3362","193367",1,2,,2020-01-30 16:55:56.966,0,2020-02-26 16:06:19.840,1,1,1,2020-02-14 00:00:00.000,2020-02-25 00:00:00.000,2020-02-26 16:06:19.840,"320625",2020-02-03 16:57:24.000,2020-02-17 16:57:24.000,2020-03-04 16:57:24.000,2020-03-05 16:57:24.000,2020-03-09 16:57:24.000,2020-03-10 16:57:24.000,738,"Altus",2020-02-25 06:10:40.286,2020-02-24 00:00:00.000,1899-12-30 06:10:40.000
1984,27,"B3362","193367",1,3,,2020-01-30 16:56:24.886,0,2020-02-26 16:06:37.833,1,1,1,2020-02-14 00:00:00.000,2020-02-24 00:00:00.000,2020-02-26 16:06:37.833,"320626",2020-02-03 16:58:02.000,2020-02-17 16:58:02.000,2020-03-04 16:58:02.000,2020-03-05 16:58:02.000,2020-03-09 16:58:02.000,2020-03-10 16:58:02.000,739,"Altus",2020-02-24 21:20:52.256,2020-02-24 00:00:00.000,1899-12-30 21:20:52.000
1995,26,"A9130","185208",1,1,,2020-02-04 06:24:15.673,0,2020-02-17 22:04:03.730,1,1,1,2020-02-08 00:00:00.000,2020-02-12 00:00:00.000,2020-02-17 22:04:03.730,"308862",2020-02-04 13:53:25.000,2020-02-07 13:53:25.000,2020-02-11 13:53:25.000,2020-02-19 13:53:25.000,2019-12-04 13:53:25.000,2020-02-19 13:53:25.000,750,"Coronus",2020-02-12 23:25:52.576,2020-02-12 00:00:00.000,1899-12-30 23:25:53.000
1998,26,"A9130","185208",1,2,,2020-02-04 13:53:07.830,0,2020-02-12 23:24:58.276,1,1,1,2020-02-08 00:00:00.000,2020-02-11 00:00:00.000,2020-02-12 23:24:58.276,"308865",2020-02-05 13:57:15.000,2020-02-08 13:57:15.000,2020-02-12 13:57:15.000,2020-02-19 13:57:15.000,2019-12-04 13:57:15.000,2020-02-19 13:57:15.000,753,"Coronus",2020-02-11 15:10:51.493,2020-02-11 00:00:00.000,1899-12-30 15:10:51.000
2004,26,"A9130","185208",1,3,,2020-02-06 08:15:43.373,0,2020-02-17 22:04:39.553,1,1,1,2020-02-10 00:00:00.000,2020-02-17 00:00:00.000,2020-02-17 22:04:39.553,"308864",2020-02-07 08:16:20.000,2020-02-11 08:16:20.000,2020-02-13 08:16:20.000,2020-02-19 08:16:20.000,2019-12-04 08:16:20.000,2020-02-19 08:16:20.000,759,"Coronus",2020-02-17 22:04:28.163,2020-02-17 00:00:00.000,1899-12-30 22:04:28.000
2009,26,"A9130","185208",1,4,,2020-02-07 13:44:25.163,0,2020-02-17 22:06:01.106,1,1,1,2020-02-17 00:00:00.000,2020-02-17 00:00:00.000,2020-02-17 22:06:01.106,"308864",2020-02-01 13:44:37.000,2020-02-05 13:44:37.000,2020-02-08 13:44:37.000,2020-02-19 13:44:37.000,2019-12-04 13:44:37.000,2020-02-19 13:44:37.000,764,"Coronus",2020-02-17 22:05:50.186,2020-02-17 00:00:00.000,1899-12-30 22:05:50.000
2022,26,"B0498","200663",1,2,,2020-02-13 09:36:03.560,0,2020-03-11 22:14:18.813,1,1,1,2020-02-24 00:00:00.000,2020-03-10 00:00:00.000,2020-03-11 22:14:18.813,"360159",2020-02-13 09:36:20.000,2020-02-24 09:36:20.000,2020-03-09 09:36:20.000,2020-03-10 09:36:20.000,2020-03-08 09:36:20.000,2020-03-09 09:36:20.000,777,"Coronus",2020-03-10 23:19:41.876,2020-03-10 00:00:00.000,1899-12-30 23:19:42.000
2064,26,"A9792","181337",1,1,,2020-02-24 08:15:42.550,0,2020-03-05 22:52:22.953,1,1,1,2020-02-28 00:00:00.000,2020-03-02 00:00:00.000,2020-03-05 22:52:22.953,"296775",2020-02-24 08:15:52.000,2020-02-27 08:15:52.000,2020-02-29 08:15:52.000,2020-03-09 08:15:52.000,2020-03-08 08:15:52.000,2020-03-09 08:15:52.000,817,"Coronus",2020-03-02 19:04:34.510,2020-03-02 00:00:00.000,1899-12-30 19:04:35.000
2068,26,"A9792","181337",1,2,,2020-02-24 14:53:28.946,0,2020-03-05 22:52:35.646,1,1,1,2020-02-29 00:00:00.000,2020-03-04 00:00:00.000,2020-03-05 22:52:35.646,"296776",2020-02-25 14:57:31.000,2020-02-28 14:57:31.000,2020-03-01 14:57:31.000,2020-03-09 14:57:31.000,2020-03-08 14:57:31.000,2020-03-09 14:57:31.000,821,"Coronus",2020-03-04 19:45:43.643,2020-03-04 00:00:00.000,1899-12-30 19:45:44.000
2072,29,"B2758","202482",1,2,,2020-02-25 09:19:54.036,0,2020-03-09 15:30:20.643,1,1,1,2020-02-27 00:00:00.000,2020-03-05 00:00:00.000,2020-03-09 15:30:20.643,"00000",2020-02-25 09:20:14.000,2020-03-03 09:20:14.000,2020-03-06 09:20:14.000,2020-03-10 09:20:14.000,2020-03-10 09:20:14.000,2020-03-10 09:20:14.000,824,"Etch_Upgrade",2020-03-05 10:22:39.516,2020-03-05 00:00:00.000,1899-12-30 10:22:40.000
2073,29,"B2758","202482",1,3,,2020-02-25 09:22:24.326,0,2020-03-09 13:36:19.650,1,1,1,2020-02-27 00:00:00.000,2020-03-05 00:00:00.000,2020-03-09 13:36:19.650,"00000",2020-02-25 09:22:45.000,2020-03-03 09:22:45.000,2020-03-06 09:22:45.000,2020-03-10 09:22:45.000,2020-03-10 09:22:45.000,2020-03-10 09:22:45.000,825,"Etch_Upgrade",2020-03-05 10:08:21.270,2020-03-05 00:00:00.000,1899-12-30 10:08:21.000
2074,29,"B2758","202482",1,4,,2020-02-25 09:24:07.136,0,2020-03-09 17:21:45.523,1,1,1,2020-03-09 00:00:00.000,2020-03-06 00:00:00.000,2020-03-09 17:21:45.523,"00000",2020-02-25 09:24:20.000,2020-03-03 09:24:20.000,2020-03-06 09:24:20.000,2020-03-10 09:24:20.000,2020-03-10 09:24:20.000,2020-03-10 09:24:20.000,826,"Etch_Upgrade",2020-03-06 17:15:55.303,2020-03-06 00:00:00.000,1899-12-30 17:15:55.000
2076,26,"A9792","181337",1,3,,2020-02-26 11:42:00.976,0,2020-03-05 22:52:48.736,1,1,1,2020-03-02 00:00:00.000,2020-03-04 00:00:00.000,2020-03-05 22:52:48.736,"296777",2020-02-28 11:46:01.000,2020-03-03 11:46:01.000,2020-03-05 11:46:01.000,2020-03-09 11:46:01.000,2020-03-08 11:46:01.000,2020-03-09 11:46:01.000,828,"Coronus",2020-03-04 19:46:01.186,2020-03-04 00:00:00.000,1899-12-30 19:46:01.000
2077,26,"A9792","181337",1,4,,2020-02-26 11:43:06.233,0,2020-03-09 16:39:35.676,1,1,1,2020-03-02 00:00:00.000,2020-03-09 00:00:00.000,2020-03-09 16:39:35.676,"296778",2020-02-28 11:44:44.000,2020-03-03 11:44:44.000,2020-03-05 11:44:44.000,2020-03-09 11:44:44.000,2020-03-08 11:44:44.000,2020-03-09 11:44:44.000,829,"Coronus",2020-03-09 16:39:26.220,2020-03-09 00:00:00.000,1899-12-30 16:39:26.000
2085,15,"B2507","191568",1,3,,2020-02-27 13:40:58.360,0,2020-03-20 08:44:16.733,1,1,1,2020-03-11 00:00:00.000,2020-03-17 00:00:00.000,2020-03-20 08:44:16.733,"350746",2020-03-02 13:41:15.000,2020-03-10 13:41:15.000,2020-03-19 13:41:15.000,2020-03-23 13:41:15.000,2020-03-19 13:41:15.000,2020-03-23 13:41:15.000,834,"SSM",2020-03-17 14:44:39.063,2020-03-17 00:00:00.000,1899-12-30 14:44:39.000
2086,15,"B2507","191568",1,4,,2020-02-27 13:44:43.586,0,2020-03-20 08:44:37.840,1,1,1,2020-03-11 00:00:00.000,2020-03-18 00:00:00.000,2020-03-20 08:44:37.840,"350746",2020-03-02 13:44:49.000,2020-03-10 13:44:49.000,2020-03-19 13:44:49.000,2020-03-23 13:44:49.000,2020-03-19 13:44:49.000,2020-03-23 13:44:49.000,835,"SSM",2020-03-18 14:03:21.153,2020-03-18 00:00:00.000,1899-12-30 14:03:21.000
2095,28,"B0817","200439",1,1,,2020-02-29 14:52:25.140,0,2020-03-17 14:19:48.190,1,1,1,2020-03-06 00:00:00.000,2020-03-16 00:00:00.000,2020-03-17 14:19:48.190,"00000",2020-03-03 15:00:49.000,2020-03-10 15:00:49.000,2020-03-16 15:00:49.000,2020-03-18 15:00:49.000,2020-03-18 15:00:49.000,2020-03-18 15:00:49.000,843,"Etch_Upgrade",2020-03-16 11:44:01.003,2020-03-16 00:00:00.000,1899-12-30 11:44:01.000
2096,28,"B0817","200439",1,2,,2020-02-29 14:53:34.756,0,2020-03-17 14:07:07.966,1,1,1,2020-03-06 00:00:00.000,2020-03-16 00:00:00.000,2020-03-17 14:07:07.966,"00000",2020-03-03 15:00:16.000,2020-03-10 15:00:16.000,2020-03-16 15:00:16.000,2020-03-18 15:00:16.000,2020-03-18 15:00:16.000,2020-03-18 15:00:16.000,844,"Etch_Upgrade",2020-03-16 13:11:01.296,2020-03-16 00:00:00.000,1899-12-30 13:11:01.000
2097,28,"B0817","200439",1,3,,2020-02-29 14:54:17.903,0,2020-03-17 15:14:02.883,1,1,1,2020-03-06 00:00:00.000,2020-03-16 00:00:00.000,2020-03-17 15:14:02.883,"00000",2020-03-03 14:59:46.000,2020-03-10 14:59:46.000,2020-03-16 14:59:46.000,2020-03-18 14:59:46.000,2020-03-18 14:59:46.000,2020-03-18 14:59:46.000,845,"Etch_Upgrade",2020-03-16 11:44:13.513,2020-03-16 00:00:00.000,1899-12-30 11:44:14.000
2098,28,"B0817","200439",1,4,,2020-02-29 14:55:04.340,0,2020-03-17 16:00:15.120,1,1,1,2020-03-06 00:00:00.000,2020-03-17 00:00:00.000,2020-03-17 16:00:15.120,"00000",2020-03-03 14:59:08.000,2020-03-10 14:59:08.000,2020-03-16 14:59:08.000,2020-03-18 14:59:08.000,2020-03-18 14:59:08.000,2020-03-18 14:59:08.000,846,"Etch_Upgrade",2020-03-17 10:59:30.000,2020-03-17 00:00:00.000,1899-12-30 10:59:30.000
2099,28,"B0817","200439",1,5,,2020-02-29 14:55:49.600,0,2020-03-17 16:43:15.510,1,1,1,2020-03-06 00:00:00.000,2020-03-17 00:00:00.000,2020-03-17 16:43:15.510,"00000",2020-03-03 14:58:11.000,2020-03-10 14:58:11.000,2020-03-16 14:58:11.000,2020-03-18 14:58:11.000,2020-03-18 14:58:11.000,2020-03-18 14:58:11.000,847,"Etch_Upgrade",2020-03-17 11:02:53.530,2020-03-17 00:00:00.000,1899-12-30 11:02:54.000
2100,28,"B0817","200439",1,6,,2020-02-29 14:56:30.656,0,2020-03-17 16:16:09.453,1,1,1,2020-03-06 00:00:00.000,2020-03-16 00:00:00.000,2020-03-17 16:16:09.453,"00000",2020-03-03 14:57:03.000,2020-03-10 14:57:03.000,2020-03-16 14:57:03.000,2020-03-18 14:57:03.000,2020-03-18 14:57:03.000,2020-03-18 14:57:03.000,848,"Etch_Upgrade",2020-03-16 15:07:35.576,2020-03-16 00:00:00.000,1899-12-30 15:07:36.000
2123,3,"B2507","191568",1,1,,2020-03-06 16:17:25.783,0,2020-03-20 15:43:33.530,1,1,1,2020-03-18 00:00:00.000,2020-03-17 00:00:00.000,2020-03-20 15:43:33.530,"350744",2020-03-06 16:21:38.000,2020-03-13 16:21:38.000,2020-03-22 16:21:38.000,2020-03-27 16:21:38.000,2020-03-19 16:21:38.000,2020-03-23 16:21:38.000,870,"Altus",2020-03-17 22:41:00.650,2020-03-17 00:00:00.000,1899-12-30 22:41:01.000
2124,3,"B2507","191568",1,2,,2020-03-06 16:19:59.266,0,2020-03-20 15:43:42.810,1,1,1,2020-03-13 00:00:00.000,2020-03-18 00:00:00.000,2020-03-20 15:43:42.810,"350745",2020-03-09 16:22:35.000,2020-03-14 16:22:35.000,2020-03-22 16:22:35.000,2020-03-27 16:22:35.000,2020-03-19 16:22:35.000,2020-03-23 16:22:35.000,871,"Altus",2020-03-18 16:01:53.533,2020-03-18 00:00:00.000,1899-12-30 16:01:54.000
2130,16,"B5424","204508",1,2,,2020-03-10 08:47:58.190,0,2020-04-14 13:23:15.480,1,1,1,2020-03-19 00:00:00.000,2020-04-14 00:00:00.000,2020-04-14 13:23:15.480,"382332",2020-03-11 08:50:35.000,2020-03-21 08:50:35.000,2020-03-28 08:50:35.000,2020-05-04 08:50:35.000,2020-04-30 09:46:25.000,2020-05-01 08:50:35.000,877,"Argos",2020-04-14 13:19:04.823,2020-04-14 00:00:00.000,1899-12-30 13:19:05.000
2143,27,"B3451","201644",1,3,,2020-03-11 08:41:16.023,0,2020-04-09 15:50:31.433,1,1,1,2020-03-25 00:00:00.000,2020-04-07 00:00:00.000,2020-04-09 15:50:31.433,"367546",2020-03-12 08:41:33.000,2020-03-26 08:41:33.000,2020-04-13 08:41:33.000,2020-04-14 08:41:33.000,2020-04-16 08:41:33.000,2020-04-17 08:41:33.000,890,"Altus",2020-04-07 09:45:52.710,2020-04-07 00:00:00.000,1899-12-30 09:45:53.000
2160,30,"B4842","200320",1,1,,2020-03-13 14:49:15.086,0,2020-03-31 15:23:30.000,1,1,1,2020-03-20 00:00:00.000,2020-03-30 00:00:00.000,2020-03-31 15:23:30.000,"N/A",2020-02-27 14:49:33.000,2020-03-13 14:49:33.000,2020-03-25 14:49:33.000,2020-03-27 14:49:33.000,2020-03-27 14:49:33.000,2020-03-30 14:49:33.000,907,"",2020-03-30 17:33:18.483,2020-03-30 00:00:00.000,1899-12-30 17:33:18.000
2161,15,"B4920","200321",1,4,,2020-03-13 15:08:52.066,0,2020-04-01 17:36:29.723,1,1,1,2020-03-23 00:00:00.000,2020-03-31 00:00:00.000,2020-04-01 17:36:29.723,"N/A",2020-02-27 15:09:04.000,2020-03-13 15:09:04.000,2020-03-25 15:09:04.000,2020-03-27 15:09:04.000,2020-03-27 15:09:04.000,2020-03-30 15:09:04.000,908,"SSM",2020-03-31 17:57:37.393,2020-03-31 00:00:00.000,1899-12-30 17:57:37.000
2179,16,"A9971","188090",1,1,,2020-03-18 08:32:04.536,0,2020-04-14 15:43:32.856,1,1,1,2020-04-02 00:00:00.000,2020-04-13 00:00:00.000,2020-04-14 15:43:32.856,"345625",2020-03-19 08:32:42.000,2020-03-30 08:32:42.000,2020-04-06 08:32:42.000,2020-05-08 08:32:42.000,2020-05-14 09:45:55.000,2020-05-15 08:32:42.000,922,"Argos",2020-04-13 19:23:31.223,2020-04-13 00:00:00.000,1899-12-30 19:23:31.000
2188,16,"A9971","188090",1,2,,2020-03-20 09:35:31.076,0,2020-04-20 08:09:51.970,1,1,1,2020-04-01 00:00:00.000,2020-04-20 00:00:00.000,2020-04-20 08:09:51.970,"345626",2020-03-21 09:42:41.000,2020-04-01 09:42:41.000,2020-04-08 09:42:41.000,2020-05-08 09:42:41.000,2020-05-14 09:42:41.000,2020-05-15 09:42:41.000,931,"Argos",2020-04-20 08:09:21.383,2020-04-19 00:00:00.000,1899-12-30 08:09:21.000
2189,29,"B2762","202480",1,1,,2020-03-20 11:11:24.763,0,2020-04-08 10:29:02.336,1,1,1,2020-03-31 00:00:00.000,2020-04-03 00:00:00.000,2020-04-08 10:29:02.336,"00000",2020-03-24 11:14:38.000,2020-04-05 11:14:38.000,2020-04-08 11:14:38.000,2020-04-10 11:14:38.000,2020-04-10 11:14:38.000,2020-04-10 11:14:38.000,932,"Etch_Upgrade",2020-04-03 16:50:42.846,2020-04-03 00:00:00.000,1899-12-30 16:50:43.000
2190,29,"B2762","202480",1,2,,2020-03-20 11:12:37.400,0,2020-04-07 14:35:34.006,1,1,1,2020-03-25 00:00:00.000,2020-04-01 00:00:00.000,2020-04-07 14:35:34.006,"00000",2020-03-24 11:15:34.000,2020-04-04 11:15:34.000,2020-04-07 11:15:34.000,2020-04-10 11:15:34.000,2020-04-10 11:15:34.000,2020-04-10 11:15:34.000,933,"Etch_Upgrade",2020-04-01 10:08:42.376,2020-04-01 00:00:00.000,1899-12-30 10:08:42.000
2191,29,"B2762","202480",1,3,,2020-03-20 11:13:31.150,0,2020-04-07 14:35:53.576,1,1,1,2020-03-25 00:00:00.000,2020-04-02 00:00:00.000,2020-04-07 14:35:53.576,"00000",2020-03-24 11:16:03.000,2020-04-04 11:16:03.000,2020-04-07 11:16:03.000,2020-04-10 11:16:03.000,2020-04-10 11:16:03.000,2020-04-10 11:16:03.000,934,"Etch_Upgrade",2020-04-02 10:50:17.000,2020-04-02 00:00:00.000,1899-12-30 10:50:17.000
2192,29,"B2762","202480",1,4,,2020-03-20 11:14:22.046,0,2020-04-07 15:07:44.613,1,1,1,2020-03-25 00:00:00.000,2020-03-31 00:00:00.000,2020-04-07 15:07:44.613,"00000",2020-03-24 11:16:31.000,2020-04-04 11:16:31.000,2020-04-07 11:16:31.000,2020-04-10 11:16:31.000,2020-04-10 11:16:31.000,2020-04-10 11:16:31.000,935,"Etch_Upgrade",2020-03-31 15:39:52.036,2020-03-31 00:00:00.000,1899-12-30 15:39:52.000
2199,4,"B4708","204020",1,3,,2020-03-24 11:12:51.660,0,2020-04-22 16:22:58.820,1,1,1,2020-04-09 00:00:00.000,2020-04-20 00:00:00.000,2020-04-22 16:22:58.820,"377954",2020-03-24 11:14:07.000,2020-04-02 11:14:07.000,2020-04-14 11:14:07.000,2020-04-17 11:14:07.000,2020-04-23 11:14:07.000,2020-04-24 11:14:07.000,942,"SSM",2020-04-20 16:23:12.466,2020-04-20 00:00:00.000,1899-12-30 16:23:12.000
2200,4,"B4708","204020",1,4,,2020-03-24 11:16:09.276,0,2020-04-22 16:23:03.906,1,1,1,2020-04-09 00:00:00.000,2020-04-21 00:00:00.000,2020-04-22 16:23:03.906,"377954",2020-03-24 11:16:15.000,2020-04-02 11:16:15.000,2020-04-14 11:16:15.000,2020-04-17 11:16:15.000,2020-04-23 11:16:15.000,2020-04-24 11:16:15.000,943,"SSM",2020-04-21 14:31:48.560,2020-04-21 00:00:00.000,1899-12-30 14:31:49.000
2206,16,"A9971","188090",1,3,,2020-03-30 09:47:05.800,0,2020-04-24 08:03:17.013,1,1,1,2020-04-10 00:00:00.000,2020-04-22 00:00:00.000,2020-04-24 08:03:17.013,"345627",2020-03-30 09:47:54.000,2020-04-09 09:47:54.000,2020-04-17 09:47:54.000,2020-05-08 09:47:54.000,2020-05-14 09:47:54.000,2020-05-15 09:47:54.000,949,"Argos",2020-04-22 14:32:27.953,2020-04-22 00:00:00.000,1899-12-30 14:32:28.000
2207,16,"A9972","199058",1,1,,2020-03-31 08:23:07.973,0,2020-05-12 16:33:36.156,1,1,1,2020-04-21 00:00:00.000,2020-05-06 00:00:00.000,2020-05-12 16:33:36.156,"356273",2020-04-01 15:26:23.000,2020-04-13 15:26:23.000,2020-04-22 15:26:23.000,2020-05-25 15:26:23.000,2020-05-14 15:26:23.000,2020-05-29 15:26:23.000,950,"Argos",2020-05-06 09:06:43.400,2020-05-06 00:00:00.000,1899-12-30 09:06:43.000
2212,29,"B2879","190052",1,2,,2020-03-31 09:50:55.120,0,2020-04-20 17:56:51.336,1,1,1,2020-04-08 00:00:00.000,2020-04-16 00:00:00.000,2020-04-20 17:56:51.336,"00000",2020-04-06 09:53:21.000,2020-04-13 09:53:21.000,2020-04-20 09:53:21.000,2020-04-22 09:53:21.000,2020-04-22 09:53:21.000,2020-04-22 09:53:21.000,955,"Etch_Upgrade",2020-04-16 09:56:05.500,2020-04-16 00:00:00.000,1899-12-30 09:56:05.000
2213,29,"B2879","190052",1,3,,2020-03-31 09:51:27.686,0,2020-04-20 17:57:07.866,1,1,1,2020-04-08 00:00:00.000,2020-04-16 00:00:00.000,2020-04-20 17:57:07.866,"00000",2020-04-06 09:52:54.000,2020-04-13 09:52:54.000,2020-04-20 09:52:54.000,2020-04-22 09:52:54.000,2020-04-22 09:52:54.000,2020-04-22 09:52:54.000,956,"Etch_Upgrade",2020-04-16 11:38:19.776,2020-04-16 00:00:00.000,1899-12-30 11:38:20.000
2214,29,"B2879","190052",1,4,,2020-03-31 09:51:50.226,0,2020-04-20 17:57:27.090,1,1,1,2020-04-08 00:00:00.000,2020-04-14 00:00:00.000,2020-04-20 17:57:27.090,"00000",2020-04-06 09:52:16.000,2020-04-13 09:52:16.000,2020-04-20 09:52:16.000,2020-04-22 09:52:16.000,2020-04-22 09:52:16.000,2020-04-22 09:52:16.000,957,"Etch_Upgrade",2020-04-14 16:54:46.683,2020-04-14 00:00:00.000,1899-12-30 16:54:47.000
