ResellerKey,variable,value
315,LastOrderYear,2012.0
91,LastOrderYear,2011.0
590,LastOrderYear,2012.0
70,LastOrderYear,2013.0
136,LastOrderYear,2011.0
571,LastOrderYear,2013.0
156,LastOrderYear,2013.0
65,LastOrderYear,2013.0
358,LastOrderYear,2013.0
20,LastOrderYear,2013.0
630,LastOrderYear,2013.0
583,LastOrderYear,2012.0
227,LastOrderYear,2013.0
650,LastOrderYear,2013.0
335,LastOrderYear,2013.0
193,LastOrderYear,2013.0
482,LastOrderYear,2013.0
464,LastOrderYear,2013.0
634,LastOrderYear,2013.0
194,LastOrderYear,
104,LastOrderYear,2013.0
463,LastOrderYear,
310,LastOrderYear,2013.0
158,LastOrderYear,
265,LastOrderYear,2012.0
501,LastOrderYear,2013.0
412,LastOrderYear,2013.0
18,LastOrderYear,2013.0
648,LastOrderYear,2013.0
73,LastOrderYear,2012.0
196,LastOrderYear,2013.0
633,LastOrderYear,2013.0
467,LastOrderYear,2013.0
112,LastOrderYear,2013.0
687,LastOrderYear,2013.0
572,LastOrderYear,2013.0
509,LastOrderYear,2013.0
96,LastOrderYear,2011.0
574,LastOrderYear,2013.0
697,LastOrderYear,2013.0
421,LastOrderYear,2013.0
531,LastOrderYear,2013.0
39,LastOrderYear,2013.0
15,LastOrderYear,2013.0
352,LastOrderYear,2013.0
149,LastOrderYear,2013.0
181,LastOrderYear,2013.0
385,LastOrderYear,2013.0
213,ProductLine,Touring
179,ProductLine,Touring
309,ProductLine,Mountain
185,ProductLine,Road
592,ProductLine,Road
326,ProductLine,Mountain
438,ProductLine,Road
4,ProductLine,Road
489,ProductLine,Mountain
132,ProductLine,Road
238,ProductLine,Road
470,ProductLine,Mountain
691,ProductLine,Touring
35,ProductLine,Road
25,ProductLine,Mountain
480,ProductLine,Road
24,ProductLine,Road
441,ProductLine,Road
520,ProductLine,Touring
417,ProductLine,Road
37,ProductLine,Road
141,ProductLine,Mountain
341,ProductLine,Road
291,ProductLine,Mountain
643,ProductLine,Road
325,ProductLine,Mountain
430,ProductLine,Road
423,ProductLine,Road
493,ProductLine,Road
394,ProductLine,Touring
617,ProductLine,Touring
202,ProductLine,Touring
44,ProductLine,Touring
396,ProductLine,Mountain
88,ProductLine,Mountain
338,ProductLine,Touring
683,ProductLine,Mountain
439,ProductLine,Mountain
29,ProductLine,Mountain
402,ProductLine,Mountain
27,ProductLine,Mountain
419,ProductLine,Touring
130,ProductLine,Road
515,ProductLine,Mountain
432,ProductLine,Road
294,ProductLine,Road
408,ProductLine,Touring
85,ProductLine,Touring
459,ProductLine,Road
405,ProductLine,Road
222,ProductLine,Road
547,ProductLine,Road
315,ProductLine,Mountain
91,ProductLine,Road
590,ProductLine,Road
70,ProductLine,Road
136,ProductLine,Road
571,ProductLine,Mountain
156,ProductLine,Road
65,ProductLine,Mountain
358,ProductLine,Touring
20,ProductLine,Mountain
630,ProductLine,Touring
583,ProductLine,Mountain
227,ProductLine,Road
650,ProductLine,Mountain
335,ProductLine,Mountain
193,ProductLine,Touring
482,ProductLine,Road
464,ProductLine,Touring
634,ProductLine,Touring
194,ProductLine,Touring
104,ProductLine,Road
463,ProductLine,Road
310,ProductLine,Road
158,ProductLine,Road
265,ProductLine,Mountain
501,ProductLine,Touring
412,ProductLine,Road
18,ProductLine,Mountain
648,ProductLine,Mountain
73,ProductLine,Mountain
196,ProductLine,Mountain
633,ProductLine,Touring
467,ProductLine,Mountain
112,ProductLine,Touring
687,ProductLine,Mountain
572,ProductLine,Road
509,ProductLine,Touring
96,ProductLine,Road
574,ProductLine,Road
697,ProductLine,Mountain
421,ProductLine,Mountain
531,ProductLine,Road
39,ProductLine,Road
15,ProductLine,Mountain
352,ProductLine,Mountain
149,ProductLine,Mountain
181,ProductLine,Touring
385,ProductLine,Mountain
213,AddressLine1,Level 100
179,AddressLine1,77993 Mentor Ave.
309,AddressLine1,2345 North Freeway
185,AddressLine1,630 N. Capitol Ave.
592,AddressLine1,997b Tradescant Road
326,AddressLine1,2583 Se 272nd St
438,AddressLine1,Eastern Beltway Center
4,AddressLine1,800 Interchange Blvd.
489,AddressLine1,Lakeline Mall
132,AddressLine1,5650 West 88th Ave.
238,AddressLine1,6030 Robinson Road
470,AddressLine1,755 Columbia Ctr Blvd
691,AddressLine1,Amity Plaza
35,AddressLine1,2532 Fairgrounds Road
25,AddressLine1,Corporate Office
480,AddressLine1,69251 Creditview Road
24,AddressLine1,9992 Whipple Rd
441,AddressLine1,Grand Central Place
520,AddressLine1,2524 Barlby Road
417,AddressLine1,7760 N. Pan Am Expwy
37,AddressLine1,35525-9th Street Sw
141,AddressLine1,2520b Underwood Street
341,AddressLine1,Great Northern Mall Hwy4 & Rt. 31
291,AddressLine1,48255 I-10 E. @ Eastpoint Blvd.
643,AddressLine1,Port Huron
325,AddressLine1,25111 228th St Sw
430,AddressLine1,Ellesfield Ave
423,AddressLine1,Edgewater Mall
493,AddressLine1,5867 Sunrise Boulevard
394,AddressLine1,7 Pioneer Business Park
617,AddressLine1,2574 Milton Park
202,AddressLine1,5700 Legacy Dr
44,AddressLine1,2525 Electrics Blvd.
396,AddressLine1,New Castle Plaza
88,AddressLine1,"Garamonde Drive, Wymbush"
338,AddressLine1,Rotth„user Weg 511
683,AddressLine1,"Park House-4th Floor, 2516 Park St."
439,AddressLine1,Factory Stores/tucson
29,AddressLine1,Station E
402,AddressLine1,Camarillo Athletic Stores
27,AddressLine1,100 Fifth Drive
419,AddressLine1,Norwalk Square
130,AddressLine1,Po Box 8259024
515,AddressLine1,Suite #9902
432,AddressLine1,Washington Square Ii
294,AddressLine1,North County Square
408,AddressLine1,"253711 Mayfield Place, Unit 150"
85,AddressLine1,"121, rue de Varenne"
459,AddressLine1,West Georgia Commons
405,AddressLine1,Fort Henry Mall
222,AddressLine1,2530 South Colorado Blvd.
547,AddressLine1,25871 North Main Street
315,AddressLine1,78025 E. Mercy Island Cswy
91,AddressLine1,258101 Nw Evergreen Parkway
590,AddressLine1,Kurfrstenstr 74
70,AddressLine1,255 Irving Street
136,AddressLine1,655-4th Ave S.W.
571,AddressLine1,"3639, rue des Grands Champs"
156,AddressLine1,770 Notre Datme Quest Bureau 800
65,AddressLine1,2550 Signet Drive
358,AddressLine1,308-3250 Casting Road
20,AddressLine1,259826 Russell Rd. South
630,AddressLine1,7000 Victoria Park Avenue
583,AddressLine1,253731 West Bell Road
227,AddressLine1,2500 University Avenue
650,AddressLine1,62500 Neil Road
335,AddressLine1,5700 Explorer Drive
193,AddressLine1,"68081, place du Tertre"
482,AddressLine1,Roástr 9938
464,AddressLine1,Wallstr 244
634,AddressLine1,Level 5
194,AddressLine1,Alte Landstr 776
104,AddressLine1,Kurfrstenstr 9
463,AddressLine1,"215, avenue Reille"
310,AddressLine1,123 W. Lake Ave.
158,AddressLine1,Auf der Krone 53
265,AddressLine1,"39, route de Marseille"
501,AddressLine1,254a James Street Botany
412,AddressLine1,Unit 99a Battery Retail Pk
18,AddressLine1,855 East Main Avenue
648,AddressLine1,Corp Ofc Accts Payable
73,AddressLine1,Great Northwestern
196,AddressLine1,"Garamonde Drive, Wymbush"
633,AddressLine1,Buergermeister-ulrich-str 3000
467,AddressLine1,The Corner Shopping Center
112,AddressLine1,P.O. Box 6256916
687,AddressLine1,Viktoria-Luise-Platz 475
572,AddressLine1,Alderstr 1849
509,AddressLine1,6500 East Grant Road
96,AddressLine1,25600 E St Andrews Pl
574,AddressLine1,399 Clearing Green
697,AddressLine1,9927 N. Main St.
421,AddressLine1,The Quad @ WestView
531,AddressLine1,Horizon Outlet Center
39,AddressLine1,74400 France Avenue South
15,AddressLine1,25 Epping Road
352,AddressLine1,No. 25400 10665 Jasper Avenue
149,AddressLine1,789 West Alameda
181,AddressLine1,25718 Se Sunnyside Rd
385,AddressLine1,Pacific West Outlet
213,AddressLine2,77 Southbank Boulevard
179,AddressLine2,
309,AddressLine2,
185,AddressLine2,
592,AddressLine2,
326,AddressLine2,
438,AddressLine2,
4,AddressLine2,Suite 2501
489,AddressLine2,
132,AddressLine2,
238,AddressLine2,
470,AddressLine2,
691,AddressLine2,
35,AddressLine2,
25,AddressLine2,
480,AddressLine2,
24,AddressLine2,
441,AddressLine2,
520,AddressLine2,
417,AddressLine2,
37,AddressLine2,
141,AddressLine2,
341,AddressLine2,
291,AddressLine2,
643,AddressLine2,
325,AddressLine2,
430,AddressLine2,
423,AddressLine2,
493,AddressLine2,
394,AddressLine2,
617,AddressLine2,
202,AddressLine2,
44,AddressLine2,
396,AddressLine2,
88,AddressLine2,PO Box 4023
338,AddressLine2,
683,AddressLine2,
439,AddressLine2,
29,AddressLine2,
402,AddressLine2,
27,AddressLine2,
419,AddressLine2,
130,AddressLine2,
515,AddressLine2,
432,AddressLine2,
294,AddressLine2,
408,AddressLine2,
85,AddressLine2,
459,AddressLine2,
405,AddressLine2,
222,AddressLine2,
547,AddressLine2,
315,AddressLine2,
91,AddressLine2,
590,AddressLine2,
70,AddressLine2,
136,AddressLine2,
571,AddressLine2,
156,AddressLine2,
65,AddressLine2,
358,AddressLine2,
20,AddressLine2,
630,AddressLine2,
583,AddressLine2,
227,AddressLine2,
650,AddressLine2,
335,AddressLine2,
193,AddressLine2,
482,AddressLine2,Verkaufsabteilung
464,AddressLine2,
634,AddressLine2,157 Liverpool Street
194,AddressLine2,
104,AddressLine2,
463,AddressLine2,
310,AddressLine2,
158,AddressLine2,
265,AddressLine2,
501,AddressLine2,
412,AddressLine2,
18,AddressLine2,
648,AddressLine2,
73,AddressLine2,
196,AddressLine2,P.O. Box 803
633,AddressLine2,Buchhaltung
467,AddressLine2,
112,AddressLine2,
687,AddressLine2,
572,AddressLine2,
509,AddressLine2,
96,AddressLine2,
574,AddressLine2,
697,AddressLine2,
421,AddressLine2,
531,AddressLine2,
39,AddressLine2,
15,AddressLine2,
352,AddressLine2,
149,AddressLine2,
181,AddressLine2,
385,AddressLine2,
213,AnnualSales,1000000
179,AnnualSales,300000
309,AnnualSales,800000
185,AnnualSales,300000
592,AnnualSales,1500000
326,AnnualSales,3000000
438,AnnualSales,800000
4,AnnualSales,300000
489,AnnualSales,1500000
132,AnnualSales,1500000
238,AnnualSales,1000000
470,AnnualSales,800000
691,AnnualSales,800000
35,AnnualSales,1500000
25,AnnualSales,800000
480,AnnualSales,1500000
24,AnnualSales,3000000
441,AnnualSales,800000
520,AnnualSales,3000000
417,AnnualSales,3000000
37,AnnualSales,800000
141,AnnualSales,1500000
341,AnnualSales,1000000
291,AnnualSales,300000
643,AnnualSales,1500000
325,AnnualSales,1000000
430,AnnualSales,800000
423,AnnualSales,3000000
493,AnnualSales,3000000
394,AnnualSales,300000
617,AnnualSales,3000000
202,AnnualSales,3000000
44,AnnualSales,1500000
396,AnnualSales,3000000
88,AnnualSales,800000
338,AnnualSales,800000
683,AnnualSales,1500000
439,AnnualSales,1500000
29,AnnualSales,1500000
402,AnnualSales,3000000
27,AnnualSales,3000000
419,AnnualSales,1500000
130,AnnualSales,3000000
515,AnnualSales,300000
432,AnnualSales,3000000
294,AnnualSales,300000
408,AnnualSales,3000000
85,AnnualSales,800000
459,AnnualSales,1500000
405,AnnualSales,3000000
222,AnnualSales,300000
547,AnnualSales,800000
315,AnnualSales,800000
91,AnnualSales,800000
590,AnnualSales,3000000
70,AnnualSales,300000
136,AnnualSales,3000000
571,AnnualSales,1500000
156,AnnualSales,1500000
65,AnnualSales,1500000
358,AnnualSales,800000
20,AnnualSales,1000000
630,AnnualSales,800000
583,AnnualSales,1500000
227,AnnualSales,1500000
650,AnnualSales,3000000
335,AnnualSales,800000
193,AnnualSales,3000000
482,AnnualSales,800000
464,AnnualSales,800000
634,AnnualSales,1500000
194,AnnualSales,800000
104,AnnualSales,1000000
463,AnnualSales,3000000
310,AnnualSales,1500000
158,AnnualSales,800000
265,AnnualSales,1500000
501,AnnualSales,1500000
412,AnnualSales,800000
18,AnnualSales,3000000
648,AnnualSales,800000
73,AnnualSales,300000
196,AnnualSales,3000000
633,AnnualSales,800000
467,AnnualSales,800000
112,AnnualSales,1500000
687,AnnualSales,3000000
572,AnnualSales,3000000
509,AnnualSales,300000
96,AnnualSales,3000000
574,AnnualSales,1500000
697,AnnualSales,800000
421,AnnualSales,800000
531,AnnualSales,1500000
39,AnnualSales,3000000
15,AnnualSales,3000000
352,AnnualSales,800000
149,AnnualSales,800000
181,AnnualSales,3000000
385,AnnualSales,300000
213,BankName,Primary International
179,BankName,United Security
309,BankName,International Bank
185,BankName,Primary International
592,BankName,United Security
326,BankName,United Security
438,BankName,United Security
4,BankName,United Security
489,BankName,Guardian Bank
132,BankName,Guardian Bank
238,BankName,Reserve Security
470,BankName,International Bank
691,BankName,Primary Bank & Reserve
35,BankName,Reserve Security
25,BankName,United Security
480,BankName,United Security
24,BankName,Primary International
441,BankName,Reserve Security
520,BankName,International Security
417,BankName,United Security
37,BankName,International Security
141,BankName,International Bank
341,BankName,Primary Bank & Reserve
291,BankName,United Security
643,BankName,Guardian Bank
325,BankName,Primary International
430,BankName,Primary International
423,BankName,Primary International
493,BankName,Primary International
394,BankName,International Security
617,BankName,International Bank
202,BankName,Guardian Bank
44,BankName,International Security
396,BankName,United Security
88,BankName,United Security
338,BankName,International Security
683,BankName,United Security
439,BankName,Primary Bank & Reserve
29,BankName,International Bank
402,BankName,Primary International
27,BankName,Guardian Bank
419,BankName,Guardian Bank
130,BankName,United Security
515,BankName,United Security
432,BankName,Primary Bank & Reserve
294,BankName,Reserve Security
408,BankName,International Security
85,BankName,International Bank
459,BankName,United Security
405,BankName,Guardian Bank
222,BankName,Primary Bank & Reserve
547,BankName,International Bank
315,BankName,Reserve Security
91,BankName,Reserve Security
590,BankName,International Security
70,BankName,Reserve Security
136,BankName,Primary International
571,BankName,United Security
156,BankName,International Security
65,BankName,International Security
358,BankName,International Bank
20,BankName,Guardian Bank
630,BankName,Reserve Security
583,BankName,International Security
227,BankName,Primary International
650,BankName,Guardian Bank
335,BankName,Guardian Bank
193,BankName,United Security
482,BankName,Guardian Bank
464,BankName,International Security
634,BankName,United Security
194,BankName,Primary Bank & Reserve
104,BankName,Guardian Bank
463,BankName,International Bank
310,BankName,International Security
158,BankName,United Security
265,BankName,Guardian Bank
501,BankName,United Security
412,BankName,Guardian Bank
18,BankName,United Security
648,BankName,United Security
73,BankName,Primary International
196,BankName,Reserve Security
633,BankName,Primary International
467,BankName,Primary Bank & Reserve
112,BankName,Reserve Security
687,BankName,International Bank
572,BankName,Primary Bank & Reserve
509,BankName,Primary Bank & Reserve
96,BankName,Primary Bank & Reserve
574,BankName,Reserve Security
697,BankName,United Security
421,BankName,International Bank
531,BankName,Guardian Bank
39,BankName,United Security
15,BankName,International Bank
352,BankName,International Security
149,BankName,International Security
181,BankName,Guardian Bank
385,BankName,Reserve Security
213,MinPaymentType,3.0
179,MinPaymentType,2.0
309,MinPaymentType,
185,MinPaymentType,3.0
592,MinPaymentType,3.0
326,MinPaymentType,2.0
438,MinPaymentType,3.0
4,MinPaymentType,3.0
489,MinPaymentType,
132,MinPaymentType,1.0
238,MinPaymentType,2.0
470,MinPaymentType,3.0
691,MinPaymentType,3.0
35,MinPaymentType,1.0
25,MinPaymentType,2.0
480,MinPaymentType,2.0
24,MinPaymentType,1.0
441,MinPaymentType,
520,MinPaymentType,2.0
417,MinPaymentType,2.0
37,MinPaymentType,3.0
141,MinPaymentType,3.0
341,MinPaymentType,1.0
291,MinPaymentType,
643,MinPaymentType,
325,MinPaymentType,1.0
430,MinPaymentType,
423,MinPaymentType,
493,MinPaymentType,3.0
394,MinPaymentType,3.0
617,MinPaymentType,
202,MinPaymentType,3.0
44,MinPaymentType,1.0
396,MinPaymentType,1.0
88,MinPaymentType,1.0
338,MinPaymentType,3.0
683,MinPaymentType,
439,MinPaymentType,2.0
29,MinPaymentType,2.0
402,MinPaymentType,1.0
27,MinPaymentType,
419,MinPaymentType,
130,MinPaymentType,3.0
515,MinPaymentType,3.0
432,MinPaymentType,2.0
294,MinPaymentType,3.0
408,MinPaymentType,
85,MinPaymentType,3.0
459,MinPaymentType,3.0
405,MinPaymentType,3.0
222,MinPaymentType,1.0
547,MinPaymentType,3.0
315,MinPaymentType,2.0
91,MinPaymentType,2.0
590,MinPaymentType,2.0
70,MinPaymentType,3.0
136,MinPaymentType,3.0
571,MinPaymentType,2.0
156,MinPaymentType,1.0
65,MinPaymentType,2.0
358,MinPaymentType,1.0
20,MinPaymentType,3.0
630,MinPaymentType,2.0
583,MinPaymentType,1.0
227,MinPaymentType,2.0
650,MinPaymentType,
335,MinPaymentType,
193,MinPaymentType,1.0
482,MinPaymentType,3.0
464,MinPaymentType,1.0
634,MinPaymentType,2.0
194,MinPaymentType,2.0
104,MinPaymentType,
463,MinPaymentType,
310,MinPaymentType,1.0
158,MinPaymentType,3.0
265,MinPaymentType,
501,MinPaymentType,1.0
412,MinPaymentType,
18,MinPaymentType,2.0
648,MinPaymentType,2.0
73,MinPaymentType,2.0
196,MinPaymentType,3.0
633,MinPaymentType,1.0
467,MinPaymentType,
112,MinPaymentType,1.0
687,MinPaymentType,
572,MinPaymentType,1.0
509,MinPaymentType,2.0
96,MinPaymentType,3.0
574,MinPaymentType,1.0
697,MinPaymentType,3.0
421,MinPaymentType,2.0
531,MinPaymentType,2.0
39,MinPaymentType,1.0
15,MinPaymentType,3.0
352,MinPaymentType,1.0
149,MinPaymentType,1.0
181,MinPaymentType,
385,MinPaymentType,1.0
213,MinPaymentAmount,600.0
179,MinPaymentAmount,
309,MinPaymentAmount,
185,MinPaymentAmount,200.0
592,MinPaymentAmount,600.0
326,MinPaymentAmount,
438,MinPaymentAmount,600.0
4,MinPaymentAmount,600.0
489,MinPaymentAmount,
132,MinPaymentAmount,
238,MinPaymentAmount,
470,MinPaymentAmount,600.0
691,MinPaymentAmount,200.0
35,MinPaymentAmount,
25,MinPaymentAmount,
480,MinPaymentAmount,
24,MinPaymentAmount,
441,MinPaymentAmount,
520,MinPaymentAmount,
417,MinPaymentAmount,
37,MinPaymentAmount,600.0
141,MinPaymentAmount,600.0
341,MinPaymentAmount,
291,MinPaymentAmount,
643,MinPaymentAmount,
325,MinPaymentAmount,
430,MinPaymentAmount,
423,MinPaymentAmount,
493,MinPaymentAmount,1000.0
394,MinPaymentAmount,200.0
617,MinPaymentAmount,
202,MinPaymentAmount,600.0
44,MinPaymentAmount,
396,MinPaymentAmount,
88,MinPaymentAmount,
338,MinPaymentAmount,600.0
683,MinPaymentAmount,
439,MinPaymentAmount,
29,MinPaymentAmount,
402,MinPaymentAmount,
27,MinPaymentAmount,
419,MinPaymentAmount,
130,MinPaymentAmount,1000.0
515,MinPaymentAmount,200.0
432,MinPaymentAmount,
294,MinPaymentAmount,600.0
408,MinPaymentAmount,
85,MinPaymentAmount,600.0
459,MinPaymentAmount,600.0
405,MinPaymentAmount,1000.0
222,MinPaymentAmount,
547,MinPaymentAmount,600.0
315,MinPaymentAmount,
91,MinPaymentAmount,
590,MinPaymentAmount,
70,MinPaymentAmount,600.0
136,MinPaymentAmount,600.0
571,MinPaymentAmount,
156,MinPaymentAmount,
65,MinPaymentAmount,
358,MinPaymentAmount,
20,MinPaymentAmount,600.0
630,MinPaymentAmount,
583,MinPaymentAmount,
227,MinPaymentAmount,
650,MinPaymentAmount,
335,MinPaymentAmount,
193,MinPaymentAmount,
482,MinPaymentAmount,200.0
464,MinPaymentAmount,
634,MinPaymentAmount,
194,MinPaymentAmount,
104,MinPaymentAmount,
463,MinPaymentAmount,
310,MinPaymentAmount,
158,MinPaymentAmount,600.0
265,MinPaymentAmount,
501,MinPaymentAmount,
412,MinPaymentAmount,
18,MinPaymentAmount,
648,MinPaymentAmount,
73,MinPaymentAmount,
196,MinPaymentAmount,1000.0
633,MinPaymentAmount,
467,MinPaymentAmount,
112,MinPaymentAmount,
687,MinPaymentAmount,
572,MinPaymentAmount,
509,MinPaymentAmount,
96,MinPaymentAmount,600.0
574,MinPaymentAmount,
697,MinPaymentAmount,600.0
421,MinPaymentAmount,
531,MinPaymentAmount,
39,MinPaymentAmount,
15,MinPaymentAmount,600.0
352,MinPaymentAmount,
149,MinPaymentAmount,
181,MinPaymentAmount,
385,MinPaymentAmount,
213,AnnualRevenue,100000
179,AnnualRevenue,30000
309,AnnualRevenue,80000
185,AnnualRevenue,30000
592,AnnualRevenue,150000
326,AnnualRevenue,300000
438,AnnualRevenue,80000
4,AnnualRevenue,30000
489,AnnualRevenue,150000
132,AnnualRevenue,150000
238,AnnualRevenue,100000
470,AnnualRevenue,80000
691,AnnualRevenue,80000
35,AnnualRevenue,150000
25,AnnualRevenue,80000
480,AnnualRevenue,150000
24,AnnualRevenue,300000
441,AnnualRevenue,80000
520,AnnualRevenue,300000
417,AnnualRevenue,300000
37,AnnualRevenue,80000
141,AnnualRevenue,150000
341,AnnualRevenue,100000
291,AnnualRevenue,30000
643,AnnualRevenue,150000
325,AnnualRevenue,100000
430,AnnualRevenue,80000
423,AnnualRevenue,300000
493,AnnualRevenue,300000
394,AnnualRevenue,30000
617,AnnualRevenue,300000
202,AnnualRevenue,300000
44,AnnualRevenue,150000
396,AnnualRevenue,300000
88,AnnualRevenue,80000
338,AnnualRevenue,80000
683,AnnualRevenue,150000
439,AnnualRevenue,150000
29,AnnualRevenue,150000
402,AnnualRevenue,300000
27,AnnualRevenue,300000
419,AnnualRevenue,150000
130,AnnualRevenue,300000
515,AnnualRevenue,30000
432,AnnualRevenue,300000
294,AnnualRevenue,30000
408,AnnualRevenue,300000
85,AnnualRevenue,80000
459,AnnualRevenue,150000
405,AnnualRevenue,300000
222,AnnualRevenue,30000
547,AnnualRevenue,80000
315,AnnualRevenue,80000
91,AnnualRevenue,80000
590,AnnualRevenue,300000
70,AnnualRevenue,30000
136,AnnualRevenue,300000
571,AnnualRevenue,150000
156,AnnualRevenue,150000
65,AnnualRevenue,150000
358,AnnualRevenue,80000
20,AnnualRevenue,100000
630,AnnualRevenue,80000
583,AnnualRevenue,150000
227,AnnualRevenue,150000
650,AnnualRevenue,300000
335,AnnualRevenue,80000
193,AnnualRevenue,300000
482,AnnualRevenue,80000
464,AnnualRevenue,80000
634,AnnualRevenue,150000
194,AnnualRevenue,80000
104,AnnualRevenue,100000
463,AnnualRevenue,300000
310,AnnualRevenue,150000
158,AnnualRevenue,80000
265,AnnualRevenue,150000
501,AnnualRevenue,150000
412,AnnualRevenue,80000
18,AnnualRevenue,300000
648,AnnualRevenue,80000
73,AnnualRevenue,30000
196,AnnualRevenue,300000
633,AnnualRevenue,80000
467,AnnualRevenue,80000
112,AnnualRevenue,150000
687,AnnualRevenue,300000
572,AnnualRevenue,300000
509,AnnualRevenue,30000
96,AnnualRevenue,300000
574,AnnualRevenue,150000
697,AnnualRevenue,80000
421,AnnualRevenue,80000
531,AnnualRevenue,150000
39,AnnualRevenue,300000
15,AnnualRevenue,300000
352,AnnualRevenue,80000
149,AnnualRevenue,80000
181,AnnualRevenue,300000
385,AnnualRevenue,30000
213,YearOpened,1975
179,YearOpened,1985
309,YearOpened,1986
185,YearOpened,1982
592,YearOpened,1990
326,YearOpened,1983
438,YearOpened,1976
4,YearOpened,1980
489,YearOpened,1987
132,YearOpened,2002
238,YearOpened,1975
470,YearOpened,2003
691,YearOpened,1995
35,YearOpened,1996
25,YearOpened,2001
480,YearOpened,1998
24,YearOpened,1983
441,YearOpened,1982
520,YearOpened,1978
417,YearOpened,1984
37,YearOpened,1995
141,YearOpened,1999
341,YearOpened,2000
291,YearOpened,1977
643,YearOpened,2000
325,YearOpened,2002
430,YearOpened,2004
423,YearOpened,1996
493,YearOpened,1985
394,YearOpened,1980
617,YearOpened,1984
202,YearOpened,1990
44,YearOpened,1998
396,YearOpened,1979
88,YearOpened,1980
338,YearOpened,1994
683,YearOpened,1999
439,YearOpened,1978
29,YearOpened,1999
402,YearOpened,1976
27,YearOpened,2000
419,YearOpened,1988
130,YearOpened,2003
515,YearOpened,1974
432,YearOpened,2003
294,YearOpened,1982
408,YearOpened,1991
85,YearOpened,1974
459,YearOpened,2002
405,YearOpened,1981
222,YearOpened,1980
547,YearOpened,1976
315,YearOpened,1998
91,YearOpened,1986
590,YearOpened,1991
70,YearOpened,1985
136,YearOpened,2000
571,YearOpened,1987
156,YearOpened,1990
65,YearOpened,1981
358,YearOpened,1998
20,YearOpened,1975
630,YearOpened,1974
583,YearOpened,2001
227,YearOpened,1990
650,YearOpened,2003
335,YearOpened,1988
193,YearOpened,1978
482,YearOpened,1997
464,YearOpened,1991
634,YearOpened,1982
194,YearOpened,1974
104,YearOpened,1975
463,YearOpened,2000
310,YearOpened,1988
158,YearOpened,1989
265,YearOpened,1990
501,YearOpened,1981
412,YearOpened,1974
18,YearOpened,2003
648,YearOpened,2004
73,YearOpened,1977
196,YearOpened,1978
633,YearOpened,1980
467,YearOpened,1998
112,YearOpened,1978
687,YearOpened,1997
572,YearOpened,2000
509,YearOpened,1977
96,YearOpened,1996
574,YearOpened,1999
697,YearOpened,1992
421,YearOpened,1992
531,YearOpened,1994
39,YearOpened,1994
15,YearOpened,2002
352,YearOpened,2001
149,YearOpened,2000
181,YearOpened,1984
385,YearOpened,1991
