grupo_indicador,categoria,PK_servico,campo,servico,cod_campo,atributo,cod_campo_campo
"Benefícios eventuais","Proteção Social Básica",183,"Ciganos","Pessoas Atendidas de Povos e Comunidades Tradicionais","CT-1","numeroDePessoasAtendidasDePovosEComunidadesTradicionais-ciganos","(CT-1) Ciganos"
"Serviço de Convivência e Fortalecimento de Vínculos - SCFV","Proteção Social Básica",357,"Ciganos","Pessoas Atendidas de Povos e Comunidades Tradicionais","CT-1","numeroDePessoasAtendidasDePovosEComunidadesTradicionais-ciganos","(CT-1) Ciganos"
"Benefícios eventuais","Proteção Social Básica",184,"Masculino","Pessoas Atendidas Conforme o Sexo","SX-2","numeroDePessoasConformeOSexo-masculino","(SX-2) Masculino"
"Serviço de Convivência e Fortalecimento de Vínculos - SCFV","Proteção Social Básica",358,"Masculino","Pessoas Atendidas Conforme o Sexo","SX-2","numeroDePessoasConformeOSexo-masculino","(SX-2) Masculino"
"Benefícios eventuais","Proteção Social Básica",185,"Feminino","Pessoas Atendidas Conforme o Sexo","SX-1","numeroDePessoasConformeOSexo-feminino","(SX-1) Feminino"
"Serviço de Convivência e Fortalecimento de Vínculos - SCFV","Proteção Social Básica",359,"Feminino","Pessoas Atendidas Conforme o Sexo","SX-1","numeroDePessoasConformeOSexo-feminino","(SX-1) Feminino"
"Serviço de Proteção e Atendimento Integral a Família - PAIF","Proteção Social Básica",186,"Pessoas Com Deficiência nas Famílias Acompanhadas Pelo PAIF","Serviço de Proteção e Atendimento Integral a Família - PAIF","PAI-6","numeroDePessoasComDeficenciaNasFamiliasAcompanhadasPeloPAIF","(PAI-6) Pessoas Com Deficiência nas Famílias Acompanhadas Pelo PAIF"
"Serviço de Proteção e Atendimento Integral a Família - PAIF","Proteção Social Básica",187,"Pessoas do Grupo LGBTQIA nas Famílias Acompanhadas","Serviço de Proteção e Atendimento Integral a Família - PAIF","PAI-7","numeroDePessoasDoGrupoLGBTQIANasFamiliasAcompanhadas","(PAI-7) Pessoas do Grupo LGBTQIA nas Famílias Acompanhadas"
"Serviço de Proteção e Atendimento Integral a Família - PAIF","Proteção Social Básica",188,"Pessoas Inseridas nos Grupos do Servico de Convivência e Fortalecimento de Vínculos SCFV que são de Famílias Acompanhadas Pelo PAIF","Serviço de Proteção e Atendimento Integral a Família - PAIF","PAI-8","numeroDePessoasInseridasNosGruposDoServicoDeConvivenciaEFortalecimentoDeVinculosSCFVQueSaoDeFamiliasAcompanhadasPeloPAIF","(PAI-8) Pessoas Inseridas nos Grupos do Servico de Convivência e Fortalecimento de Vínculos SCFV que são de Famílias Acompanhadas Pelo PAIF"
"Serviço de Proteção e Atendimento Integral a Família - PAIF","Proteção Social Básica",189,"Adolescentes de 12 a 17 Anos","Pessoas nas Famílias Acompanhadas Conforme a Faixa Etária","PFE-1","numeroDePessoasNasFamiliasAcompanhadasConformeAFaixaEtaria-adolescentesDe12A17Anos","(PFE-1) Adolescentes de 12 a 17 Anos"
"Serviço de Proteção e Atendimento Integral a Família - PAIF","Proteção Social Básica",190,"Adultos de 18 a 29 Anos","Pessoas nas Famílias Acompanhadas Conforme a Faixa Etária","PFE-2","numeroDePessoasNasFamiliasAcompanhadasConformeAFaixaEtaria-adultosDe18A29Anos","(PFE-2) Adultos de 18 a 29 Anos"
"Serviço de Proteção e Atendimento Integral a Família - PAIF","Proteção Social Básica",191,"Crianças de 0 a 6 Anos","Pessoas nas Famílias Acompanhadas Conforme a Faixa Etária","PFE-4","numeroDePessoasNasFamiliasAcompanhadasConformeAFaixaEtaria-criancasDe0A6Anos","(PFE-4) Crianças de 0 a 6 Anos"
"Serviço de Proteção e Atendimento Integral a Família - PAIF","Proteção Social Básica",192,"Crianças de 7 a 11 Anos","Pessoas nas Famílias Acompanhadas Conforme a Faixa Etária","PFE-5","numeroDePessoasNasFamiliasAcompanhadasConformeAFaixaEtaria-criancasDe7A11Anos","(PFE-5) Crianças de 7 a 11 Anos"
"Programa Cuidar","Proteção Social Básica",193,"Pessoas ou Famílias que Acolheram Crianças ou Adolescentes Orfãos","Programa Cuidar","PC-4","numeroDePessoasOuFamiliasQueAcolheramCriancasOuAdolescentesOrfaos","(PC-4) Pessoas ou Famílias que Acolheram Crianças ou Adolescentes Orfãos"
"Serviço de Proteção e Atendimento Integral a Família - PAIF","Proteção Social Básica",194,"Adultos de 30 a 59 Anos","Pessoas nas Famílias Acompanhadas Conforme a Faixa Etária","PFE-3","numeroDePessoasNasFamiliasAcompanhadasConformeAFaixaEtaria-adultosDe30A59Anos","(PFE-3) Adultos de 30 a 59 Anos"
"Serviço de Proteção e Atendimento Integral a Família - PAIF","Proteção Social Básica",195,"Idosos de 60 Anos ou mais","Pessoas nas Famílias Acompanhadas Conforme a Faixa Etária","PFE-6","numeroDePessoasNasFamiliasAcompanhadasConformeAFaixaEtaria-idosos60AnosOuMais","(PFE-6) Idosos de 60 Anos ou mais"
"Serviço de Proteção e Atendimento Integral a Família - PAIF","Proteção Social Básica",196,"Masculino","Pessoas nas Famílias Acompanhadas Conforme o Sexo","PFA-2","numeroDePessoasNasFamiliasAcompanhadasConformeOSexo-masculino","(PFA-2) Masculino"
"Serviço de Proteção e Atendimento Integral a Família - PAIF","Proteção Social Básica",197,"Feminino","Pessoas nas Famílias Acompanhadas Conforme o Sexo","PFA-1","numeroDePessoasNasFamiliasAcompanhadasConformeOSexo-feminino","(PFA-1) Feminino"
"Serviço de Proteção Social Básica no Domicilio para Pessoas com Deficiências e Idosas","Proteção Social Básica",198,"Pessoas Atendidas com Deficiência","Serviço de Proteção Social Básica no Domicilio para Pessoas com Deficiências e Idosas","DF-2","numeroDePessoasAtendidasComDeficiencia","(DF-2) Pessoas Atendidas com Deficiência"
"Serviço de Proteção Social Básica no Domicilio para Pessoas com Deficiências e Idosas","Proteção Social Básica",199,"Pessoas Atendidas Idosas","Serviço de Proteção Social Básica no Domicilio para Pessoas com Deficiências e Idosas","DF-3","numeroDePessoasAtendidasIdosas","(DF-3) Pessoas Atendidas Idosas"
"Serviço de Proteção Social Básica no Domicilio para Pessoas com Deficiências e Idosas","Proteção Social Básica",200,"Serviço de Proteção Social Básica no Domicílio no Município possui Equipe Exclusiva","Serviço de Proteção Social Básica no Domicilio para Pessoas com Deficiências e Idosas","DF-4","oServicoDeProtecaoSocialBasicaNoDomicilioNoMunicipioPossuiEquipeExclusiva","(DF-4) Serviço de Proteção Social Básica no Domicílio no Município possui Equipe Exclusiva"
"Serviço de Convivência e Fortalecimento de Vínculos - SCFV","Proteção Social Básica",339,"","*** numeroDePessaosAtendidasNoTotal","--","numeroDePessaosAtendidasNoTotal","(--)"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",1,"Instrumentais Metodológicos - A Unidade Utiliza Plano Individual de Atendimento - PIA","Abrigos Institucionais para Adultos e Famílias","AAF-1","abrigoInstitucionalParaAdultosEFamiliasAdultosEFamilias-instrumentaisMetodologicosAUnidadeUtilizaPlanoIndividualDeAtendimentoPIA","(AAF-1) Instrumentais Metodológicos - A Unidade Utiliza Plano Individual de Atendimento - PIA"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",2,"Pessoas que foram Desligadas do Servico Por Autonomia","Abrigos Institucionais para Adultos e Famílias","AAF-2","abrigoInstitucionalParaAdultosEFamiliasAdultosEFamilias-quantadadeDePessoasForamDesligadasDoServicoPorAutonomia","(AAF-2) Pessoas que foram Desligadas do Servico Por Autonomia"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",3,"Imigrantes","Abrigos Institucionais para Adultos e Famílias","AAF-3","abrigoInstitucionalParaAdultosEFamiliasAdultosEFamilias-quantidadeDeImigrantes","(AAF-3) Imigrantes"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",4,"Unidades De Natureza Governamental","Abrigos Institucionais para Adultos e Famílias","AAF-8","abrigoInstitucionalParaAdultosEFamiliasAdultosEFamilias-quantidadeDeUnidadesDeNaturezaGovernamental","(AAF-8) Unidades De Natureza Governamental"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",5,"Pessoas Acolhidas","Abrigos Institucionais para Adultos e Famílias","AAF-4","abrigoInstitucionalParaAdultosEFamiliasAdultosEFamilias-quantidadeDePessoasAcolhidas","(AAF-4) Pessoas Acolhidas"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",7,"Pessoas em Situação de Rua","Abrigos Institucionais para Adultos e Famílias","AAF-5","abrigoInstitucionalParaAdultosEFamiliasAdultosEFamilias-quantidadeDePessoasEmSituacaoDeRua","(AAF-5) Pessoas em Situação de Rua"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",6,"Pessoas em Transito","Abrigos Institucionais para Adultos e Famílias","AAF-6","abrigoInstitucionalParaAdultosEFamiliasAdultosEFamilias-quantidadeDePessoasEmTransito","(AAF-6) Pessoas em Transito"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",8,"Pessoas que foram Desligadas do Serviço por Reinserção Familiar","Abrigos Institucionais para Adultos e Famílias","AAF-7","abrigoInstitucionalParaAdultosEFamiliasAdultosEFamilias-quantidadeDePessoasForamDesligadasDoServicoPorReinsercaoFamiliar","(AAF-7) Pessoas que foram Desligadas do Serviço por Reinserção Familiar"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",9,"Unidades No Município","Abrigos Institucionais para Adultos e Famílias","AAF-9","abrigoInstitucionalParaAdultosEFamiliasAdultosEFamilias-quantidadeDeUnidadesNoMunicipio","(AAF-9) Unidades No Município"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",10,"Instrumentais Metodológicos - A Unidade Utiliza Plano Individual de Atendimento - PIA","Abrigo Institucional para Homens em Situção de Rua - Adultos e Familias","AIR-1","abrigoInstitucionalParaHomensEmSitucaoDeRuaAdultosEFamilias-instrumentaisMetodologicosAUnidadeUtilizaPlanoIndividualDeAtendimentoPIA","(AIR-1) Instrumentais Metodológicos - A Unidade Utiliza Plano Individual de Atendimento - PIA"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",11,"Pessoas que foram Desligadas do Servico Por Autonomia","Abrigo Institucional para Homens em Situção de Rua - Adultos e Familias","AIR-2","abrigoInstitucionalParaHomensEmSitucaoDeRuaAdultosEFamilias-quantadadeDePessoasForamDesligadasDoServicoPorAutonomia","(AIR-2) Pessoas que foram Desligadas do Servico Por Autonomia"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",12,"Imigrantes","Abrigo Institucional para Homens em Situção de Rua - Adultos e Familias","AIR-3","abrigoInstitucionalParaHomensEmSitucaoDeRuaAdultosEFamilias-quantidadeDeImigrantes","(AIR-3) Imigrantes"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",13,"Unidades De Natureza Governamental","Abrigo Institucional para Homens em Situção de Rua - Adultos e Familias","AIR-7","abrigoInstitucionalParaHomensEmSitucaoDeRuaAdultosEFamilias-quantidadeDeUnidadesDeNaturezaGovernamental","(AIR-7) Unidades De Natureza Governamental"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",14,"Pessoas Acolhidas","Abrigo Institucional para Homens em Situção de Rua - Adultos e Familias","AIR-4","abrigoInstitucionalParaHomensEmSitucaoDeRuaAdultosEFamilias-quantidadeDePessoasAcolhidas","(AIR-4) Pessoas Acolhidas"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",16,"Pessoas em Situação de Rua","Abrigo Institucional para Homens em Situção de Rua - Adultos e Familias","AIR-4","abrigoInstitucionalParaHomensEmSitucaoDeRuaAdultosEFamilias-quantidadeDePessoasEmSituacaoDeRua","(AIR-4) Pessoas em Situação de Rua"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",15,"Pessoas em Transito","Abrigo Institucional para Homens em Situção de Rua - Adultos e Familias","AIR-5","abrigoInstitucionalParaHomensEmSitucaoDeRuaAdultosEFamilias-quantidadeDePessoasEmTransito","(AIR-5) Pessoas em Transito"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",17,"Pessoas que foram Desligadas do Serviço por Reinserção Familiar","Abrigo Institucional para Homens em Situção de Rua - Adultos e Familias","AIR-6","abrigoInstitucionalParaHomensEmSitucaoDeRuaAdultosEFamilias-quantidadeDePessoasForamDesligadasDoServicoPorReinsercaoFamiliar","(AIR-6) Pessoas que foram Desligadas do Serviço por Reinserção Familiar"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",18,"Unidades No Município","Abrigo Institucional para Homens em Situção de Rua - Adultos e Familias","AIR-8","abrigoInstitucionalParaHomensEmSitucaoDeRuaAdultosEFamilias-quantidadeDeUnidadesNoMunicipio","(AIR-8) Unidades No Município"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",19,"Instrumentais Metodológicos - A Unidade Utiliza Plano Individual de Atendimento - PIA","Abrigo Institucional para Mulheres em Situção de Rua - adultos e Famílias","AIM-1","abrigoInstitucionalParaMulheresEmSitucaoDeRuaAdultosEFamilias-instrumentaisMetodologicosAUnidadeUtilizaPlanoIndividualDeAtendimentoPIA","(AIM-1) Instrumentais Metodológicos - A Unidade Utiliza Plano Individual de Atendimento - PIA"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",20,"Pessoas que foram Desligadas do Servico Por Autonomia","Abrigo Institucional para Mulheres em Situção de Rua - adultos e Famílias","AIM-2","abrigoInstitucionalParaMulheresEmSitucaoDeRuaAdultosEFamilias-quantadadeDePessoasForamDesligadasDoServicoPorAutonomia","(AIM-2) Pessoas que foram Desligadas do Servico Por Autonomia"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",21,"Imigrantes","Abrigo Institucional para Mulheres em Situção de Rua - adultos e Famílias","AIM-3","abrigoInstitucionalParaMulheresEmSitucaoDeRuaAdultosEFamilias-quantidadeDeImigrantes","(AIM-3) Imigrantes"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",22,"Unidades De Natureza Governamental","Abrigo Institucional para Mulheres em Situção de Rua - adultos e Famílias","AIM-8","abrigoInstitucionalParaMulheresEmSitucaoDeRuaAdultosEFamilias-quantidadeDeUnidadesDeNaturezaGovernamental","(AIM-8) Unidades De Natureza Governamental"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",23,"Pessoas Acolhidas","Abrigo Institucional para Mulheres em Situção de Rua - adultos e Famílias","AIM-4","abrigoInstitucionalParaMulheresEmSitucaoDeRuaAdultosEFamilias-quantidadeDePessoasAcolhidas","(AIM-4) Pessoas Acolhidas"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",25,"Pessoas em Situação de Rua","Abrigo Institucional para Mulheres em Situção de Rua - adultos e Famílias","AIM-5","abrigoInstitucionalParaMulheresEmSitucaoDeRuaAdultosEFamilias-quantidadeDePessoasEmSituacaoDeRua","(AIM-5) Pessoas em Situação de Rua"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",24,"Pessoas em Transito","Abrigo Institucional para Mulheres em Situção de Rua - adultos e Famílias","AIM-6","abrigoInstitucionalParaMulheresEmSitucaoDeRuaAdultosEFamilias-quantidadeDePessoasEmTransito","(AIM-6) Pessoas em Transito"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",26,"Pessoas que foram Desligadas do Serviço por Reinserção Familiar","Abrigo Institucional para Mulheres em Situção de Rua - adultos e Famílias","AIM-7","abrigoInstitucionalParaMulheresEmSitucaoDeRuaAdultosEFamilias-quantidadeDePessoasForamDesligadasDoServicoPorReinsercaoFamiliar","(AIM-7) Pessoas que foram Desligadas do Serviço por Reinserção Familiar"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",27,"Unidades No Município","Abrigo Institucional para Mulheres em Situção de Rua - adultos e Famílias","AIM-9","abrigoInstitucionalParaMulheresEmSitucaoDeRuaAdultosEFamilias-quantidadeDeUnidadesNoMunicipio","(AIM-9) Unidades No Município"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",28,"Instrumentais Metodológicos - A Unidade Utiliza Plano Individual de Atendimento - PIA","Abrigo Institucional/Unidades de Acolhimento - Criancas/Adolescentes (0 a 17 Anos)","AIA-1","abrigoInstitucionalUnidadesDeAcolhimentoCriancasAdolescentes0A17Anos-instrumentaisMetodologicosAUnidadeUtilizaPlanoIndividualDeAtendimentoPIA","(AIA-1) Instrumentais Metodológicos - A Unidade Utiliza Plano Individual de Atendimento - PIA"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",29,"Pessoas que foram Desligadas do Servico Por Autonomia","Abrigo Institucional/Unidades de Acolhimento - Criancas/Adolescentes (0 a 17 Anos)","AIA-2","abrigoInstitucionalUnidadesDeAcolhimentoCriancasAdolescentes0A17Anos-quantadadeDePessoasForamDesligadasDoServicoPorAutonomia","(AIA-2) Pessoas que foram Desligadas do Servico Por Autonomia"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",30,"Imigrantes","Abrigo Institucional/Unidades de Acolhimento - Criancas/Adolescentes (0 a 17 Anos)","AIA-3","abrigoInstitucionalUnidadesDeAcolhimentoCriancasAdolescentes0A17Anos-quantidadeDeImigrantes","(AIA-3) Imigrantes"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",31,"Unidades De Natureza Governamental","Abrigo Institucional/Unidades de Acolhimento - Criancas/Adolescentes (0 a 17 Anos)","AIA-8","abrigoInstitucionalUnidadesDeAcolhimentoCriancasAdolescentes0A17Anos-quantidadeDeUnidadesDeNaturezaGovernamental","(AIA-8) Unidades De Natureza Governamental"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",32,"Pessoas Acolhidas","Abrigo Institucional/Unidades de Acolhimento - Criancas/Adolescentes (0 a 17 Anos)","AIA-4","abrigoInstitucionalUnidadesDeAcolhimentoCriancasAdolescentes0A17Anos-quantidadeDePessoasAcolhidas","(AIA-4) Pessoas Acolhidas"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",34,"Pessoas em Situação de Rua","Abrigo Institucional/Unidades de Acolhimento - Criancas/Adolescentes (0 a 17 Anos)","AIA-5","abrigoInstitucionalUnidadesDeAcolhimentoCriancasAdolescentes0A17Anos-quantidadeDePessoasEmSituacaoDeRua","(AIA-5) Pessoas em Situação de Rua"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",33,"Pessoas em Transito","Abrigo Institucional/Unidades de Acolhimento - Criancas/Adolescentes (0 a 17 Anos)","AIA-6","abrigoInstitucionalUnidadesDeAcolhimentoCriancasAdolescentes0A17Anos-quantidadeDePessoasEmTransito","(AIA-6) Pessoas em Transito"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",35,"Pessoas que foram Desligadas do Serviço por Reinserção Familiar","Abrigo Institucional/Unidades de Acolhimento - Criancas/Adolescentes (0 a 17 Anos)","AIA-7","abrigoInstitucionalUnidadesDeAcolhimentoCriancasAdolescentes0A17Anos-quantidadeDePessoasForamDesligadasDoServicoPorReinsercaoFamiliar","(AIA-7) Pessoas que foram Desligadas do Serviço por Reinserção Familiar"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",36,"Unidades No Município","Abrigo Institucional/Unidades de Acolhimento - Criancas/Adolescentes (0 a 17 Anos)","AIA-9","abrigoInstitucionalUnidadesDeAcolhimentoCriancasAdolescentes0A17Anos-quantidadeDeUnidadesNoMunicipio","(AIA-9) Unidades No Município"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",37,"Instrumentais Metodológicos - A Unidade Utiliza Plano Individual de Atendimento - PIA","Abrigo para Mulheres em Situação de Violência - Mulheres em Situacao De Violência","AMV-1","abrigoParaMulheresEmSituacaoDeViolenciaMulheresEmSituacaoDeDeViolencia-instrumentaisMetodologicosAUnidadeUtilizaPlanoIndividualDeAtendimentoPIA","(AMV-1) Instrumentais Metodológicos - A Unidade Utiliza Plano Individual de Atendimento - PIA"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",38,"Pessoas que foram Desligadas do Servico Por Autonomia","Abrigo para Mulheres em Situação de Violência - Mulheres em Situacao De Violência","AMV-2","abrigoParaMulheresEmSituacaoDeViolenciaMulheresEmSituacaoDeDeViolencia-quantadadeDePessoasForamDesligadasDoServicoPorAutonomia","(AMV-2) Pessoas que foram Desligadas do Servico Por Autonomia"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",39,"Pessoas Acolhidas com Medida Protetiva","Abrigo para Mulheres em Situação de Violência - Mulheres em Situacao De Violência","AMV-3","abrigoParaMulheresEmSituacaoDeViolenciaMulheresEmSituacaoDeDeViolencia-quantasPessoasForamAcolhidasComMedidaProtetiva","(AMV-3) Pessoas Acolhidas com Medida Protetiva"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",40,"Pessoas Beneficiárias de Auxílio Natalidade","Abrigo para Mulheres em Situação de Violência - Mulheres em Situacao De Violência","AMV-4","abrigoParaMulheresEmSituacaoDeViolenciaMulheresEmSituacaoDeDeViolencia-quantasPessoasSaoBeneficiariasDeAuxilioNatalidade","(AMV-4) Pessoas Beneficiárias de Auxílio Natalidade"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",41,"Pessoas Beneficiárias de Auxílio Recâmbio","Abrigo para Mulheres em Situação de Violência - Mulheres em Situacao De Violência","AMV-5","abrigoParaMulheresEmSituacaoDeViolenciaMulheresEmSituacaoDeDeViolencia-quantasPessoasSaoBeneficiariasDeAuxilioRecambio","(AMV-5) Pessoas Beneficiárias de Auxílio Recâmbio"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",42,"Pessoas Acolhidas","Abrigo para Mulheres em Situação de Violência - Mulheres em Situacao De Violência","AMV-6","abrigoParaMulheresEmSituacaoDeViolenciaMulheresEmSituacaoDeDeViolencia-quantidadeDePessoasForamAcolhidas","(AMV-6) Pessoas Acolhidas"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",43,"Pessoas que foram Desligadas do Serviço por Reinserção Familiar","Abrigo para Mulheres em Situação de Violência - Mulheres em Situacao De Violência","AMV-7","abrigoParaMulheresEmSituacaoDeViolenciaMulheresEmSituacaoDeDeViolencia-quantidadeDePessoasForamDesligadasDoServicoPorReinsercaoFamiliar","(AMV-7) Pessoas que foram Desligadas do Serviço por Reinserção Familiar"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",44,"Unidades No Município","Abrigo para Mulheres em Situação de Violência - Mulheres em Situacao De Violência","AMV-8","abrigoParaMulheresEmSituacaoDeViolenciaMulheresEmSituacaoDeDeViolencia-quantidadeDeUnidadesNoMunicipio","(AMV-8) Unidades no Município"
"Serviço de proteção em situação de calamidades públicas e emergência","Proteção Social Especial - Alta Complexidade",45,"Decretou a Situação de Emergencia ou Calamidade Pública por meio de Lei Municipal","abrigo Temporario/Cestas Basicas/Colchoes/Programas De Transferencia De Rendas - Chuvas/Alagamentos/Pandemias Epidemias","ATC-1","abrigoTemporarioCestasBasicasColchoesProgramasDeTransferenciaDeRendasChuvasAlagamentosPandemiasEpidemias-decretouASituacaoDeEmergeciaOuCalamidadePublicaPorMeioDeLeiMunicipal","(ATC-1) Decretou a Situação de Emergencia ou Calamidade Pública por meio de Lei Municipal"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",46,"Instrumentais Metodológicos - A Unidade Utiliza Plano Individual de Atendimento - PIA","Casas Lares Criancas/Adolescentes (0 a 17 Anos)","CLC-1","casasLaresCriancasAdolescentes0A17Anos-instrumentaisMetodologicosAUnidadeUtilizaPlanoIndividualDeAtendimentoPIA","(CLC-1) Instrumentais Metodológicos - A Unidade Utiliza Plano Individual de Atendimento - PIA"
"Serviço de proteção em situação de calamidades públicas e emergência","Proteção Social Especial - Alta Complexidade",47,"Realizou a Oferta deste Serviço","abrigo Temporario/Cestas Basicas/Colchoes/Programas De Transferencia De Rendas - Chuvas/Alagamentos/Pandemias Epidemias","ATC-2","abrigoTemporarioCestasBasicasColchoesProgramasDeTransferenciaDeRendasChuvasAlagamentosPandemiasEpidemias-oMunicipioJaRealizouAOfertaDesteServico","(ATC-2) Realizou a Oferta deste Serviço"
"Serviço de proteção em situação de calamidades públicas e emergência","Proteção Social Especial - Alta Complexidade",49,"Pessoas Beneficiárias com Acolhimento em Abrigo Temporário","abrigo Temporario/Cestas Basicas/Colchoes/Programas De Transferencia De Rendas - Chuvas/Alagamentos/Pandemias Epidemias","ATC-3","abrigoTemporarioCestasBasicasColchoesProgramasDeTransferenciaDeRendasChuvasAlagamentosPandemiasEpidemias-quantasPessoasForamBeneficiariasComOAcolhhimentoEmAbrigoTemporario","(ATC-3) Pessoas Beneficiárias com Acolhimento em Abrigo Temporário"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",48,"Pessoas que foram Desligadas do Servico Por Autonomia","Casas Lares Criancas/Adolescentes (0 a 17 Anos)","CLC-2","casasLaresCriancasAdolescentes0A17Anos-quantadadeDePessoasForamDesligadasDoServicoPorAutonomia","(CLC-2) Pessoas que foram Desligadas do Servico Por Autonomia"
"Serviço de proteção em situação de calamidades públicas e emergência","Proteção Social Especial - Alta Complexidade",51,"Pessoas Beneficiárias de Auxílio Moradia/Aluguel Social","abrigo Temporario/Cestas Basicas/Colchoes/Programas De Transferencia De Rendas - Chuvas/Alagamentos/Pandemias Epidemias","ATC-4","abrigoTemporarioCestasBasicasColchoesProgramasDeTransferenciaDeRendasChuvasAlagamentosPandemiasEpidemias-quantasPessoasForamBeneficiariasDeAuxilioMoradiaOuAluguelSocial","(ATC-4) Pessoas Beneficiárias de Auxílio Moradia/Aluguel Social"
"Serviço de proteção em situação de calamidades públicas e emergência","Proteção Social Especial - Alta Complexidade",53,"Pessoas Beneficiárias de Benefício Eventual Em Situação de Calamidade","abrigo Temporario/Cestas Basicas/Colchoes/Programas De Transferencia De Rendas - Chuvas/Alagamentos/Pandemias Epidemias","ATC-5","abrigoTemporarioCestasBasicasColchoesProgramasDeTransferenciaDeRendasChuvasAlagamentosPandemiasEpidemias-quantasPessoasForamBeneficiariasDeBeneficioEventualEmSituacaoDeCalamidade","(ATC-5) Pessoas Beneficiárias de Benefício Eventual Em Situação de Calamidade"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",50,"Unidades de Natureza Privada","Casas Lares Criancas/Adolescentes (0 a 17 Anos)","CLC-10","casasLaresCriancasAdolescentes0A17Anos-quantidadeDeUnidadesDeNaturezaPrivado","(CLC-10) Unidades de Natureza Privada"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",52,"Pessoas Beneficiárias de Auxílio Moradia/Aluguel Social","Casas Lares Criancas/Adolescentes (0 a 17 Anos)","CLC-3","casasLaresCriancasAdolescentes0A17Anos-quantidadeDePessoasBeneficiariasDeAuxilioMoradiaAluguelSocial","(CLC-3) Pessoas Beneficiárias de Auxílio Moradia/Aluguel Social"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",54,"Pessoas Acolhidas","Casas Lares Criancas/Adolescentes (0 a 17 Anos)","CLC-4","casasLaresCriancasAdolescentes0A17Anos-quantidadeDePessoasForamAcolhidas","(CLC-4) Pessoas Acolhidas"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",56,"Pessoas Desligadas do Servico Por Óbito","Casas Lares Criancas/Adolescentes (0 a 17 Anos)","CLC-5","casasLaresCriancasAdolescentes0A17Anos-quantidadeDePessoasForamDesligadasDoServicoPorObito","(CLC-5) Pessoas Desligadas do Servico Por Óbito"
