Omschrijving,Periode,Waarde,Service
"Telefoonkosten","2020 - 5",132,"Verkoop"
"Telefoonkosten","2020 - 6",132,"Verkoop"
"Telefoonkosten","2020 - 7",132,"Verkoop"
"Telefoonkosten","2020 - 8",132,"Verkoop"
"Telefoonkosten","2020 - 9",132,"Verkoop"
"Telefoonkosten","2020 - 10",132,"Verkoop"
"Telefoonkosten","2020 - 11",132,"Verkoop"
"Telefoonkosten","2020 - 12",132,"Verkoop"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 1",600,"Verkoop"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 2",600,"Verkoop"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 3",600,"Verkoop"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 4",600,"Verkoop"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 5",600,"Verkoop"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 6",600,"Verkoop"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 7",600,"Verkoop"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 8",600,"Verkoop"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 9",600,"Verkoop"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 10",600,"Verkoop"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 11",600,"Verkoop"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 12",600,"Verkoop"
"Advieskosten","2020 - 1",900,"Verkoop"
"Advieskosten","2020 - 2",900,"Verkoop"
"Advieskosten","2020 - 3",900,"Verkoop"
"Advieskosten","2020 - 4",900,"Verkoop"
"Advieskosten","2020 - 5",900,"Verkoop"
"Advieskosten","2020 - 6",900,"Verkoop"
"Advieskosten","2020 - 7",900,"Verkoop"
"Advieskosten","2020 - 8",900,"Verkoop"
"Advieskosten","2020 - 9",900,"Verkoop"
"Advieskosten","2020 - 10",900,"Verkoop"
"Advieskosten","2020 - 11",900,"Verkoop"
"Advieskosten","2020 - 12",900,"Verkoop"
"Juridische advieskosten","2020 - 1",450,"Verkoop"
"Juridische advieskosten","2020 - 2",450,"Verkoop"
"Juridische advieskosten","2020 - 3",450,"Verkoop"
"Juridische advieskosten","2020 - 4",450,"Verkoop"
"Juridische advieskosten","2020 - 5",450,"Verkoop"
"Juridische advieskosten","2020 - 6",450,"Verkoop"
"Juridische advieskosten","2020 - 7",450,"Verkoop"
"Juridische advieskosten","2020 - 8",450,"Verkoop"
"Juridische advieskosten","2020 - 9",450,"Verkoop"
"Juridische advieskosten","2020 - 10",450,"Verkoop"
"Juridische advieskosten","2020 - 11",450,"Verkoop"
"Juridische advieskosten","2020 - 12",450,"Verkoop"
"Contributies en abonnementen","2020 - 1",360,"Verkoop"
"Contributies en abonnementen","2020 - 2",360,"Verkoop"
"Contributies en abonnementen","2020 - 3",360,"Verkoop"
"Contributies en abonnementen","2020 - 4",360,"Verkoop"
"Contributies en abonnementen","2020 - 5",360,"Verkoop"
"Contributies en abonnementen","2020 - 6",360,"Verkoop"
"Contributies en abonnementen","2020 - 7",360,"Verkoop"
"Contributies en abonnementen","2020 - 8",360,"Verkoop"
"Contributies en abonnementen","2020 - 9",360,"Verkoop"
"Contributies en abonnementen","2020 - 10",360,"Verkoop"
"Contributies en abonnementen","2020 - 11",360,"Verkoop"
"Contributies en abonnementen","2020 - 12",360,"Verkoop"
"Verzekeringspremies","2020 - 1",3000,"Verkoop"
"Verzekeringspremies","2020 - 2",3000,"Verkoop"
"Verzekeringspremies","2020 - 3",3000,"Verkoop"
"Verzekeringspremies","2020 - 4",3000,"Verkoop"
"Verzekeringspremies","2020 - 5",3000,"Verkoop"
"Verzekeringspremies","2020 - 6",3000,"Verkoop"
"Verzekeringspremies","2020 - 7",3000,"Verkoop"
"Verzekeringspremies","2020 - 8",3000,"Verkoop"
"Verzekeringspremies","2020 - 9",3000,"Verkoop"
"Verzekeringspremies","2020 - 10",3000,"Verkoop"
"Verzekeringspremies","2020 - 11",3000,"Verkoop"
"Verzekeringspremies","2020 - 12",3000,"Verkoop"
"Overige algemene kosten","2020 - 1",75,"Verkoop"
"Overige algemene kosten","2020 - 2",75,"Verkoop"
"Overige algemene kosten","2020 - 3",75,"Verkoop"
"Overige algemene kosten","2020 - 4",75,"Verkoop"
"Overige algemene kosten","2020 - 5",75,"Verkoop"
"Overige algemene kosten","2020 - 6",75,"Verkoop"
"Overige algemene kosten","2020 - 7",75,"Verkoop"
"Overige algemene kosten","2020 - 8",75,"Verkoop"
"Overige algemene kosten","2020 - 9",75,"Verkoop"
"Overige algemene kosten","2020 - 10",75,"Verkoop"
"Overige algemene kosten","2020 - 11",75,"Verkoop"
"Overige algemene kosten","2020 - 12",75,"Verkoop"
"   Totaal algemene kosten","2020 - 1",6036.6,"Verkoop"
"   Totaal algemene kosten","2020 - 2",6036.6,"Verkoop"
"   Totaal algemene kosten","2020 - 3",6036.6,"Verkoop"
"   Totaal algemene kosten","2020 - 4",6036.6,"Verkoop"
"   Totaal algemene kosten","2020 - 5",6036.6,"Verkoop"
"   Totaal algemene kosten","2020 - 6",6036.6,"Verkoop"
"   Totaal algemene kosten","2020 - 7",6036.6,"Verkoop"
"   Totaal algemene kosten","2020 - 8",6036.6,"Verkoop"
"   Totaal algemene kosten","2020 - 9",6036.6,"Verkoop"
"   Totaal algemene kosten","2020 - 10",6036.6,"Verkoop"
"   Totaal algemene kosten","2020 - 11",6036.6,"Verkoop"
"   Totaal algemene kosten","2020 - 12",6036.6,"Verkoop"
"Totaal overige bedrijfslasten","2020 - 1",95334.956,"Verkoop"
"Totaal overige bedrijfslasten","2020 - 2",98192.636,"Verkoop"
"Totaal overige bedrijfslasten","2020 - 3",98192.636,"Verkoop"
"Totaal overige bedrijfslasten","2020 - 4",107037.83600000001,"Verkoop"
"Totaal overige bedrijfslasten","2020 - 5",107037.83600000001,"Verkoop"
"Totaal overige bedrijfslasten","2020 - 6",107037.83600000001,"Verkoop"
"Totaal overige bedrijfslasten","2020 - 7",107037.83600000001,"Verkoop"
"Totaal overige bedrijfslasten","2020 - 8",108118.556,"Verkoop"
"Totaal overige bedrijfslasten","2020 - 9",108118.556,"Verkoop"
"Totaal overige bedrijfslasten","2020 - 10",108118.556,"Verkoop"
"Totaal overige bedrijfslasten","2020 - 11",108118.556,"Verkoop"
"Totaal overige bedrijfslasten","2020 - 12",108118.556,"Verkoop"
"Bedrijfsresultaat (EBITDA)","2020 - 1",229333.1065,"Verkoop"
"Bedrijfsresultaat (EBITDA)","2020 - 2",116225.4265,"Verkoop"
"Bedrijfsresultaat (EBITDA)","2020 - 3",167975.4265,"Verkoop"
"Bedrijfsresultaat (EBITDA)","2020 - 4",107380.22649999999,"Verkoop"
"Bedrijfsresultaat (EBITDA)","2020 - 5",107380.22649999999,"Verkoop"
"Bedrijfsresultaat (EBITDA)","2020 - 6",278380.2265,"Verkoop"
"Bedrijfsresultaat (EBITDA)","2020 - 7",114580.22649999999,"Verkoop"
"Bedrijfsresultaat (EBITDA)","2020 - 8",113499.5065,"Verkoop"
"Bedrijfsresultaat (EBITDA)","2020 - 9",115749.5065,"Verkoop"
"Bedrijfsresultaat (EBITDA)","2020 - 10",115749.5065,"Verkoop"
"Bedrijfsresultaat (EBITDA)","2020 - 11",115749.5065,"Verkoop"
"Bedrijfsresultaat (EBITDA)","2020 - 12",116649.5065,"Verkoop"
"Afschrijvingen","2020 - 1",3000,"Verkoop"
"Afschrijvingen","2020 - 2",3000,"Verkoop"
"Afschrijvingen","2020 - 3",3000,"Verkoop"
"Afschrijvingen","2020 - 4",3000,"Verkoop"
"Afschrijvingen","2020 - 5",3000,"Verkoop"
"Afschrijvingen","2020 - 6",3000,"Verkoop"
"Afschrijvingen","2020 - 7",3000,"Verkoop"
"Afschrijvingen","2020 - 8",3000,"Verkoop"
"Afschrijvingen","2020 - 9",3000,"Verkoop"
"Afschrijvingen","2020 - 10",3000,"Verkoop"
"Afschrijvingen","2020 - 11",3000,"Verkoop"
"Afschrijvingen","2020 - 12",3000,"Verkoop"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 1",226333.1065,"Verkoop"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 2",113225.4265,"Verkoop"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 3",164975.4265,"Verkoop"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 4",104380.22649999999,"Verkoop"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 5",104380.22649999999,"Verkoop"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 6",275380.2265,"Verkoop"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 7",111580.22649999999,"Verkoop"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 8",110499.5065,"Verkoop"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 9",112749.5065,"Verkoop"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 10",112749.5065,"Verkoop"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 11",112749.5065,"Verkoop"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 12",113649.5065,"Verkoop"
"Financieringslasten","2020 - 1",1000,"Verkoop"
"Financieringslasten","2020 - 2",1000,"Verkoop"
"Financieringslasten","2020 - 3",1000,"Verkoop"
"Financieringslasten","2020 - 4",1000,"Verkoop"
"Financieringslasten","2020 - 5",1000,"Verkoop"
"Financieringslasten","2020 - 6",1000,"Verkoop"
"Financieringslasten","2020 - 7",1000,"Verkoop"
"Financieringslasten","2020 - 8",1000,"Verkoop"
"Financieringslasten","2020 - 9",1000,"Verkoop"
"Financieringslasten","2020 - 10",1000,"Verkoop"
"Financieringslasten","2020 - 11",1000,"Verkoop"
"Financieringslasten","2020 - 12",1000,"Verkoop"
"Resultaat voor belastingen","2020 - 1",225333.1065,"Verkoop"
"Resultaat voor belastingen","2020 - 2",112225.4265,"Verkoop"
"Resultaat voor belastingen","2020 - 3",163975.4265,"Verkoop"
"Resultaat voor belastingen","2020 - 4",103380.22649999999,"Verkoop"
"Resultaat voor belastingen","2020 - 5",103380.22649999999,"Verkoop"
"Resultaat voor belastingen","2020 - 6",274380.2265,"Verkoop"
"Resultaat voor belastingen","2020 - 7",110580.22649999999,"Verkoop"
"Resultaat voor belastingen","2020 - 8",109499.5065,"Verkoop"
"Resultaat voor belastingen","2020 - 9",111749.5065,"Verkoop"
"Resultaat voor belastingen","2020 - 10",111749.5065,"Verkoop"
"Resultaat voor belastingen","2020 - 11",111749.5065,"Verkoop"
"Resultaat voor belastingen","2020 - 12",112649.5065,"Verkoop"
"Belastingen","2020 - 1",56333.276625,"Verkoop"
"Belastingen","2020 - 2",28056.356625,"Verkoop"
"Belastingen","2020 - 3",40993.856625,"Verkoop"
"Belastingen","2020 - 4",25845.056624999997,"Verkoop"
"Belastingen","2020 - 5",25845.056624999997,"Verkoop"
"Belastingen","2020 - 6",68595.056625,"Verkoop"
"Belastingen","2020 - 7",27645.056624999997,"Verkoop"
"Belastingen","2020 - 8",27374.876625,"Verkoop"
"Belastingen","2020 - 9",27937.376625,"Verkoop"
"Belastingen","2020 - 10",27937.376625,"Verkoop"
"Belastingen","2020 - 11",27937.376625,"Verkoop"
"Belastingen","2020 - 12",28162.376625,"Verkoop"
"Resultaat na belastingen","2020 - 1",168999.829875,"Verkoop"
"Resultaat na belastingen","2020 - 2",84169.069875,"Verkoop"
"Resultaat na belastingen","2020 - 3",122981.569875,"Verkoop"
"Resultaat na belastingen","2020 - 4",77535.169874999992,"Verkoop"
"Resultaat na belastingen","2020 - 5",77535.169874999992,"Verkoop"
"Resultaat na belastingen","2020 - 6",205785.169875,"Verkoop"
"Resultaat na belastingen","2020 - 7",82935.169874999992,"Verkoop"
"Resultaat na belastingen","2020 - 8",82124.629875,"Verkoop"
"Resultaat na belastingen","2020 - 9",83812.129875,"Verkoop"
"Resultaat na belastingen","2020 - 10",83812.129875,"Verkoop"
"Resultaat na belastingen","2020 - 11",83812.129875,"Verkoop"
"Resultaat na belastingen","2020 - 12",84487.129875,"Verkoop"
"Omzet (Gefactureerd)","2020 - 1",154888.91666666669,"Verhuur"
"Omzet (Gefactureerd)","2020 - 2",154888.91666666669,"Verhuur"
"Omzet (Gefactureerd)","2020 - 3",154888.91666666669,"Verhuur"
"Omzet (Gefactureerd)","2020 - 4",154888.91666666669,"Verhuur"
"Omzet (Gefactureerd)","2020 - 5",154888.91666666669,"Verhuur"
"Omzet (Gefactureerd)","2020 - 6",154888.91666666669,"Verhuur"
"Omzet (Gefactureerd)","2020 - 7",154888.91666666669,"Verhuur"
"Omzet (Gefactureerd)","2020 - 8",154888.91666666669,"Verhuur"
"Omzet (Gefactureerd)","2020 - 9",154888.91666666669,"Verhuur"
"Omzet (Gefactureerd)","2020 - 10",154888.91666666669,"Verhuur"
"Omzet (Gefactureerd)","2020 - 11",154888.91666666669,"Verhuur"
"Omzet (Gefactureerd)","2020 - 12",154888.91666666669,"Verhuur"
"Omzet (Gefactureerd)","2020 - 1",154888.91666666669,"Verhuur"
"Omzet (Gefactureerd)","2020 - 2",154888.91666666669,"Verhuur"
"Omzet (Gefactureerd)","2020 - 3",154888.91666666669,"Verhuur"
"Omzet (Gefactureerd)","2020 - 4",154888.91666666669,"Verhuur"
"Omzet (Gefactureerd)","2020 - 5",154888.91666666669,"Verhuur"
"Omzet (Gefactureerd)","2020 - 6",154888.91666666669,"Verhuur"
"Omzet (Gefactureerd)","2020 - 7",154888.91666666669,"Verhuur"
"Omzet (Gefactureerd)","2020 - 8",154888.91666666669,"Verhuur"
"Omzet (Gefactureerd)","2020 - 9",154888.91666666669,"Verhuur"
"Omzet (Gefactureerd)","2020 - 10",154888.91666666669,"Verhuur"
"Omzet (Gefactureerd)","2020 - 11",154888.91666666669,"Verhuur"
"Omzet (Gefactureerd)","2020 - 12",154888.91666666669,"Verhuur"
"Kostprijs van de omzet","2020 - 1",154888.91666666669,"Verhuur"
"Kostprijs van de omzet","2020 - 2",154888.91666666669,"Verhuur"
"Kostprijs van de omzet","2020 - 3",154888.91666666669,"Verhuur"
"Kostprijs van de omzet","2020 - 4",154888.91666666669,"Verhuur"
"Kostprijs van de omzet","2020 - 5",154888.91666666669,"Verhuur"
"Kostprijs van de omzet","2020 - 6",154888.91666666669,"Verhuur"
"Kostprijs van de omzet","2020 - 7",154888.91666666669,"Verhuur"
"Kostprijs van de omzet","2020 - 8",154888.91666666669,"Verhuur"
"Kostprijs van de omzet","2020 - 9",154888.91666666669,"Verhuur"
"Kostprijs van de omzet","2020 - 10",154888.91666666669,"Verhuur"
"Kostprijs van de omzet","2020 - 11",154888.91666666669,"Verhuur"
"Kostprijs van de omzet","2020 - 12",154888.91666666669,"Verhuur"
"Lonen en salarissen","2020 - 1",13759.2,"Verhuur"
"Lonen en salarissen","2020 - 2",13759.2,"Verhuur"
"Lonen en salarissen","2020 - 3",13759.2,"Verhuur"
"Lonen en salarissen","2020 - 4",13759.2,"Verhuur"
"Lonen en salarissen","2020 - 5",13759.2,"Verhuur"
"Lonen en salarissen","2020 - 6",13759.2,"Verhuur"
"Lonen en salarissen","2020 - 7",13759.2,"Verhuur"
"Lonen en salarissen","2020 - 8",13759.2,"Verhuur"
"Lonen en salarissen","2020 - 9",13759.2,"Verhuur"
"Lonen en salarissen","2020 - 10",13759.2,"Verhuur"
"Lonen en salarissen","2020 - 11",13759.2,"Verhuur"
"Lonen en salarissen","2020 - 12",13759.2,"Verhuur"
"Sociale lasten","2020 - 1",1926.2880000000002,"Verhuur"
"Sociale lasten","2020 - 2",1926.2880000000002,"Verhuur"
"Sociale lasten","2020 - 3",1926.2880000000002,"Verhuur"
"Sociale lasten","2020 - 4",1926.2880000000002,"Verhuur"
"Sociale lasten","2020 - 5",1926.2880000000002,"Verhuur"
"Sociale lasten","2020 - 6",1926.2880000000002,"Verhuur"
"Sociale lasten","2020 - 7",1926.2880000000002,"Verhuur"
"Sociale lasten","2020 - 8",1926.2880000000002,"Verhuur"
"Sociale lasten","2020 - 9",1926.2880000000002,"Verhuur"
"Sociale lasten","2020 - 10",1926.2880000000002,"Verhuur"
"Sociale lasten","2020 - 11",1926.2880000000002,"Verhuur"
"Sociale lasten","2020 - 12",1926.2880000000002,"Verhuur"
"Variabele beloning","2020 - 1",1100.736,"Verhuur"
"Variabele beloning","2020 - 2",1100.736,"Verhuur"
"Variabele beloning","2020 - 3",1100.736,"Verhuur"
"Variabele beloning","2020 - 4",1100.736,"Verhuur"
"Variabele beloning","2020 - 5",1100.736,"Verhuur"
"Variabele beloning","2020 - 6",1100.736,"Verhuur"
"Variabele beloning","2020 - 7",1100.736,"Verhuur"
"Variabele beloning","2020 - 8",1100.736,"Verhuur"
"Variabele beloning","2020 - 9",1100.736,"Verhuur"
"Variabele beloning","2020 - 10",1100.736,"Verhuur"
"Variabele beloning","2020 - 11",1100.736,"Verhuur"
"Variabele beloning","2020 - 12",1100.736,"Verhuur"
"   Totaal Lonen, salarissen en mgt fee","2020 - 1",16786.224000000002,"Verhuur"
"   Totaal Lonen, salarissen en mgt fee","2020 - 2",16786.224000000002,"Verhuur"
"   Totaal Lonen, salarissen en mgt fee","2020 - 3",16786.224000000002,"Verhuur"
"   Totaal Lonen, salarissen en mgt fee","2020 - 4",16786.224000000002,"Verhuur"
"   Totaal Lonen, salarissen en mgt fee","2020 - 5",16786.224000000002,"Verhuur"
"   Totaal Lonen, salarissen en mgt fee","2020 - 6",16786.224000000002,"Verhuur"
"   Totaal Lonen, salarissen en mgt fee","2020 - 7",16786.224000000002,"Verhuur"
"   Totaal Lonen, salarissen en mgt fee","2020 - 8",16786.224000000002,"Verhuur"
"   Totaal Lonen, salarissen en mgt fee","2020 - 9",16786.224000000002,"Verhuur"
"   Totaal Lonen, salarissen en mgt fee","2020 - 10",16786.224000000002,"Verhuur"
"   Totaal Lonen, salarissen en mgt fee","2020 - 11",16786.224000000002,"Verhuur"
"   Totaal Lonen, salarissen en mgt fee","2020 - 12",16786.224000000002,"Verhuur"
"Kostenvergoedingen","2020 - 1",720,"Verhuur"
"Kostenvergoedingen","2020 - 2",720,"Verhuur"
"Kostenvergoedingen","2020 - 3",720,"Verhuur"
"Kostenvergoedingen","2020 - 4",720,"Verhuur"
"Kostenvergoedingen","2020 - 5",720,"Verhuur"
"Kostenvergoedingen","2020 - 6",720,"Verhuur"
"Kostenvergoedingen","2020 - 7",720,"Verhuur"
"Kostenvergoedingen","2020 - 8",720,"Verhuur"
"Kostenvergoedingen","2020 - 9",720,"Verhuur"
"Kostenvergoedingen","2020 - 10",720,"Verhuur"
"Kostenvergoedingen","2020 - 11",720,"Verhuur"
"Kostenvergoedingen","2020 - 12",720,"Verhuur"
"Opleidingen","2020 - 1",400,"Verhuur"
"Opleidingen","2020 - 2",400,"Verhuur"
"Opleidingen","2020 - 3",400,"Verhuur"
"Opleidingen","2020 - 4",400,"Verhuur"
"Opleidingen","2020 - 5",400,"Verhuur"
"Opleidingen","2020 - 6",400,"Verhuur"
"Opleidingen","2020 - 7",400,"Verhuur"
"Opleidingen","2020 - 8",400,"Verhuur"
"Opleidingen","2020 - 9",400,"Verhuur"
"Opleidingen","2020 - 10",400,"Verhuur"
"Opleidingen","2020 - 11",400,"Verhuur"
"Opleidingen","2020 - 12",400,"Verhuur"
"Overige personeelskosten","2020 - 1",1200,"Verhuur"
"Overige personeelskosten","2020 - 2",1200,"Verhuur"
"Overige personeelskosten","2020 - 3",1200,"Verhuur"
"Overige personeelskosten","2020 - 4",1200,"Verhuur"
"Overige personeelskosten","2020 - 5",1200,"Verhuur"
"Overige personeelskosten","2020 - 6",1200,"Verhuur"
"Overige personeelskosten","2020 - 7",1200,"Verhuur"
"Overige personeelskosten","2020 - 8",1200,"Verhuur"
"Overige personeelskosten","2020 - 9",1200,"Verhuur"
"Overige personeelskosten","2020 - 10",1200,"Verhuur"
"Overige personeelskosten","2020 - 11",1200,"Verhuur"
"Overige personeelskosten","2020 - 12",1200,"Verhuur"
"   Totaal overige personeelskosten","2020 - 1",2320,"Verhuur"
"   Totaal overige personeelskosten","2020 - 2",2320,"Verhuur"
"   Totaal overige personeelskosten","2020 - 3",2320,"Verhuur"
"   Totaal overige personeelskosten","2020 - 4",2320,"Verhuur"
"   Totaal overige personeelskosten","2020 - 5",2320,"Verhuur"
"   Totaal overige personeelskosten","2020 - 6",2320,"Verhuur"
"   Totaal overige personeelskosten","2020 - 7",2320,"Verhuur"
"   Totaal overige personeelskosten","2020 - 8",2320,"Verhuur"
"   Totaal overige personeelskosten","2020 - 9",2320,"Verhuur"
"   Totaal overige personeelskosten","2020 - 10",2320,"Verhuur"
"   Totaal overige personeelskosten","2020 - 11",2320,"Verhuur"
"   Totaal overige personeelskosten","2020 - 12",2320,"Verhuur"
"Huren","2020 - 1",3145.2000000000003,"Verhuur"
"Huren","2020 - 2",3145.2000000000003,"Verhuur"
"Huren","2020 - 3",3145.2000000000003,"Verhuur"
"Huren","2020 - 4",3145.2000000000003,"Verhuur"
"Huren","2020 - 5",3145.2000000000003,"Verhuur"
"Huren","2020 - 6",3145.2000000000003,"Verhuur"
"Huren","2020 - 7",3145.2000000000003,"Verhuur"
"Huren","2020 - 8",6000,"Verhuur"
"Huren","2020 - 9",6000,"Verhuur"
"Huren","2020 - 10",6000,"Verhuur"
"Huren","2020 - 11",6000,"Verhuur"
"Huren","2020 - 12",6000,"Verhuur"
"Energie","2020 - 1",676.40000000000009,"Verhuur"
"Energie","2020 - 2",676.40000000000009,"Verhuur"
"Energie","2020 - 3",676.40000000000009,"Verhuur"
"Energie","2020 - 4",676.40000000000009,"Verhuur"
"Energie","2020 - 5",676.40000000000009,"Verhuur"
"Energie","2020 - 6",676.40000000000009,"Verhuur"
"Energie","2020 - 7",676.40000000000009,"Verhuur"
"Energie","2020 - 8",1200,"Verhuur"
"Energie","2020 - 9",1200,"Verhuur"
"Energie","2020 - 10",1200,"Verhuur"
"Energie","2020 - 11",1200,"Verhuur"
"Energie","2020 - 12",1200,"Verhuur"
"Onderhoud","2020 - 1",0,"Verhuur"
"Onderhoud","2020 - 2",0,"Verhuur"
"Onderhoud","2020 - 3",0,"Verhuur"
"Onderhoud","2020 - 4",0,"Verhuur"
"Onderhoud","2020 - 5",0,"Verhuur"
"Onderhoud","2020 - 6",0,"Verhuur"
"Onderhoud","2020 - 7",0,"Verhuur"
"Onderhoud","2020 - 8",0,"Verhuur"
"Onderhoud","2020 - 9",0,"Verhuur"
"Onderhoud","2020 - 10",0,"Verhuur"
"Onderhoud","2020 - 11",0,"Verhuur"
"Onderhoud","2020 - 12",0,"Verhuur"
"Overige huisvestingslasten","2020 - 1",640,"Verhuur"
"Overige huisvestingslasten","2020 - 2",640,"Verhuur"
"Overige huisvestingslasten","2020 - 3",640,"Verhuur"
"Overige huisvestingslasten","2020 - 4",640,"Verhuur"
"Overige huisvestingslasten","2020 - 5",640,"Verhuur"
"Overige huisvestingslasten","2020 - 6",640,"Verhuur"
"Overige huisvestingslasten","2020 - 7",640,"Verhuur"
"Overige huisvestingslasten","2020 - 8",1200,"Verhuur"
"Overige huisvestingslasten","2020 - 9",1200,"Verhuur"
"Overige huisvestingslasten","2020 - 10",1200,"Verhuur"
"Overige huisvestingslasten","2020 - 11",1200,"Verhuur"
"Overige huisvestingslasten","2020 - 12",1200,"Verhuur"
"   Totaal huisvestingskosten","2020 - 1",4461.6,"Verhuur"
"   Totaal huisvestingskosten","2020 - 2",4461.6,"Verhuur"
"   Totaal huisvestingskosten","2020 - 3",4461.6,"Verhuur"
"   Totaal huisvestingskosten","2020 - 4",4461.6,"Verhuur"
"   Totaal huisvestingskosten","2020 - 5",4461.6,"Verhuur"
"   Totaal huisvestingskosten","2020 - 6",4461.6,"Verhuur"
"   Totaal huisvestingskosten","2020 - 7",4461.6,"Verhuur"
"   Totaal huisvestingskosten","2020 - 8",8400,"Verhuur"
"   Totaal huisvestingskosten","2020 - 9",8400,"Verhuur"
"   Totaal huisvestingskosten","2020 - 10",8400,"Verhuur"
"   Totaal huisvestingskosten","2020 - 11",8400,"Verhuur"
"   Totaal huisvestingskosten","2020 - 12",8400,"Verhuur"
"Gereedschap","2020 - 1",180,"Verhuur"
"Gereedschap","2020 - 2",180,"Verhuur"
"Gereedschap","2020 - 3",180,"Verhuur"
"Gereedschap","2020 - 4",180,"Verhuur"
"Gereedschap","2020 - 5",180,"Verhuur"
"Gereedschap","2020 - 6",180,"Verhuur"
"Gereedschap","2020 - 7",180,"Verhuur"
"Gereedschap","2020 - 8",180,"Verhuur"
"Gereedschap","2020 - 9",180,"Verhuur"
"Gereedschap","2020 - 10",180,"Verhuur"
"Gereedschap","2020 - 11",180,"Verhuur"
"Gereedschap","2020 - 12",180,"Verhuur"
"Onderhoud machines/kleine aanschaffingen","2020 - 1",180,"Verhuur"
"Onderhoud machines/kleine aanschaffingen","2020 - 2",180,"Verhuur"
"Onderhoud machines/kleine aanschaffingen","2020 - 3",180,"Verhuur"
"Onderhoud machines/kleine aanschaffingen","2020 - 4",180,"Verhuur"
"Onderhoud machines/kleine aanschaffingen","2020 - 5",180,"Verhuur"
"Onderhoud machines/kleine aanschaffingen","2020 - 6",180,"Verhuur"
"Onderhoud machines/kleine aanschaffingen","2020 - 7",180,"Verhuur"
"Onderhoud machines/kleine aanschaffingen","2020 - 8",180,"Verhuur"
"Onderhoud machines/kleine aanschaffingen","2020 - 9",180,"Verhuur"
"Onderhoud machines/kleine aanschaffingen","2020 - 10",180,"Verhuur"
"Onderhoud machines/kleine aanschaffingen","2020 - 11",180,"Verhuur"
"Onderhoud machines/kleine aanschaffingen","2020 - 12",180,"Verhuur"
"Huur/lease machines","2020 - 1",180,"Verhuur"
"Huur/lease machines","2020 - 2",180,"Verhuur"
"Huur/lease machines","2020 - 3",180,"Verhuur"
"Huur/lease machines","2020 - 4",180,"Verhuur"
"Huur/lease machines","2020 - 5",180,"Verhuur"
"Huur/lease machines","2020 - 6",180,"Verhuur"
"Huur/lease machines","2020 - 7",180,"Verhuur"
"Huur/lease machines","2020 - 8",180,"Verhuur"
"Huur/lease machines","2020 - 9",180,"Verhuur"
"Huur/lease machines","2020 - 10",180,"Verhuur"
"Huur/lease machines","2020 - 11",180,"Verhuur"
"Huur/lease machines","2020 - 12",180,"Verhuur"
"     Totaal bedrijfskosten","2020 - 1",540,"Verhuur"
"     Totaal bedrijfskosten","2020 - 2",540,"Verhuur"
"     Totaal bedrijfskosten","2020 - 3",540,"Verhuur"
"     Totaal bedrijfskosten","2020 - 4",540,"Verhuur"
"     Totaal bedrijfskosten","2020 - 5",540,"Verhuur"
"     Totaal bedrijfskosten","2020 - 6",540,"Verhuur"
"     Totaal bedrijfskosten","2020 - 7",540,"Verhuur"
"     Totaal bedrijfskosten","2020 - 8",540,"Verhuur"
"     Totaal bedrijfskosten","2020 - 9",540,"Verhuur"
"     Totaal bedrijfskosten","2020 - 10",540,"Verhuur"
"     Totaal bedrijfskosten","2020 - 11",540,"Verhuur"
"     Totaal bedrijfskosten","2020 - 12",540,"Verhuur"
"Reclame en advertentiekosten","2020 - 1",3600,"Verhuur"
"Reclame en advertentiekosten","2020 - 2",3600,"Verhuur"
"Reclame en advertentiekosten","2020 - 3",3600,"Verhuur"
"Reclame en advertentiekosten","2020 - 4",3600,"Verhuur"
"Reclame en advertentiekosten","2020 - 5",3600,"Verhuur"
"Reclame en advertentiekosten","2020 - 6",3600,"Verhuur"
"Reclame en advertentiekosten","2020 - 7",3600,"Verhuur"
"Reclame en advertentiekosten","2020 - 8",3600,"Verhuur"
"Reclame en advertentiekosten","2020 - 9",3600,"Verhuur"
