State,Date,variable,value
Tripura,2020-06-12 00:00:00.000,Recovered,278
Tripura,2020-06-13 00:00:00.000,Recovered,315
Meghalaya,2020-06-13 00:00:00.000,Recovered,23
Ladakh,2020-06-13 00:00:00.000,Recovered,68
Meghalaya,2020-06-14 00:00:00.000,Recovered,26
Ladakh,2020-06-14 00:00:00.000,Recovered,80
Tripura,2020-06-14 00:00:00.000,Recovered,433
Meghalaya,2020-06-15 00:00:00.000,Recovered,26
Ladakh,2020-06-15 00:00:00.000,Recovered,82
Tripura,2020-06-15 00:00:00.000,Recovered,433
Ladakh,2020-06-16 00:00:00.000,Recovered,85
Tripura,2020-06-16 00:00:00.000,Recovered,556
Meghalaya,2020-06-16 00:00:00.000,Recovered,28
Ladakh,2020-06-17 00:00:00.000,Recovered,92
Tripura,2020-06-17 00:00:00.000,Recovered,556
Meghalaya,2020-06-17 00:00:00.000,Recovered,32
Tripura,2020-06-18 00:00:00.000,Recovered,639
Meghalaya,2020-06-18 00:00:00.000,Recovered,32
Ladakh,2020-06-18 00:00:00.000,Recovered,95
Tripura,2020-06-19 00:00:00.000,Recovered,657
Ladakh,2020-06-19 00:00:00.000,Recovered,95
Meghalaya,2020-06-19 00:00:00.000,Recovered,32
Tripura,2020-06-20 00:00:00.000,Recovered,657
Meghalaya,2020-06-20 00:00:00.000,Recovered,32
Ladakh,2020-06-20 00:00:00.000,Recovered,117
Tripura,2020-06-21 00:00:00.000,Recovered,688
Meghalaya,2020-06-21 00:00:00.000,Recovered,37
Ladakh,2020-06-21 00:00:00.000,Recovered,134
Ladakh,2020-06-22 00:00:00.000,Recovered,136
Goa,2020-06-22 00:00:00.000,Recovered,152
Tripura,2020-06-22 00:00:00.000,Recovered,782
Meghalaya,2020-06-22 00:00:00.000,Recovered,37
Tripura,2020-06-23 00:00:00.000,Recovered,808
Ladakh,2020-06-23 00:00:00.000,Recovered,148
Meghalaya,2020-06-23 00:00:00.000,Recovered,41
Ladakh,2020-06-24 00:00:00.000,Recovered,274
Tripura,2020-06-24 00:00:00.000,Recovered,905
Meghalaya,2020-06-24 00:00:00.000,Recovered,41
Arunachal Pradesh,2020-06-24 00:00:00.000,Recovered,38
Arunachal Pradesh,2020-06-25 00:00:00.000,Recovered,38
Ladakh,2020-06-25 00:00:00.000,Recovered,274
Meghalaya,2020-06-25 00:00:00.000,Recovered,41
Tripura,2020-06-25 00:00:00.000,Recovered,905
Meghalaya,2020-06-26 00:00:00.000,Recovered,42
Arunachal Pradesh,2020-06-26 00:00:00.000,Recovered,49
Tripura,2020-06-26 00:00:00.000,Recovered,1062
Ladakh,2020-06-26 00:00:00.000,Recovered,467
Ladakh,2020-06-27 00:00:00.000,Recovered,554
Arunachal Pradesh,2020-06-27 00:00:00.000,Recovered,54
Meghalaya,2020-06-27 00:00:00.000,Recovered,42
Tripura,2020-06-27 00:00:00.000,Recovered,1078
Tripura,2020-06-28 00:00:00.000,Recovered,1078
Ladakh,2020-06-28 00:00:00.000,Recovered,586
Meghalaya,2020-06-28 00:00:00.000,Recovered,42
Arunachal Pradesh,2020-06-28 00:00:00.000,Recovered,60
Tripura,2020-06-29 00:00:00.000,Recovered,1086
Ladakh,2020-06-29 00:00:00.000,Recovered,616
Arunachal Pradesh,2020-06-29 00:00:00.000,Recovered,60
Meghalaya,2020-06-29 00:00:00.000,Recovered,42
Meghalaya,2020-06-30 00:00:00.000,Recovered,42
Ladakh,2020-06-30 00:00:00.000,Recovered,616
Tripura,2020-06-30 00:00:00.000,Recovered,1092
Arunachal Pradesh,2020-06-30 00:00:00.000,Recovered,61
Meghalaya,2020-07-01 00:00:00.000,Recovered,42
Arunachal Pradesh,2020-07-01 00:00:00.000,Recovered,62
Tripura,2020-07-01 00:00:00.000,Recovered,1092
Ladakh,2020-07-01 00:00:00.000,Recovered,694
Ladakh,2020-07-02 00:00:00.000,Recovered,694
Arunachal Pradesh,2020-07-02 00:00:00.000,Recovered,66
Tripura,2020-07-02 00:00:00.000,Recovered,1092
Meghalaya,2020-07-02 00:00:00.000,Recovered,42
Ladakh,2020-07-03 00:00:00.000,Recovered,776
Meghalaya,2020-07-03 00:00:00.000,Recovered,43
Arunachal Pradesh,2020-07-03 00:00:00.000,Recovered,75
Meghalaya,2020-07-04 00:00:00.000,Recovered,43
Ladakh,2020-07-04 00:00:00.000,Recovered,826
Arunachal Pradesh,2020-07-04 00:00:00.000,Recovered,76
Arunachal Pradesh,2020-07-05 00:00:00.000,Recovered,76
Ladakh,2020-07-05 00:00:00.000,Recovered,826
Meghalaya,2020-07-05 00:00:00.000,Recovered,43
Ladakh,2020-07-06 00:00:00.000,Recovered,836
Meghalaya,2020-07-06 00:00:00.000,Recovered,43
Ladakh,2020-07-07 00:00:00.000,Recovered,860
Meghalaya,2020-07-08 00:00:00.000,Recovered,45
Dadra and Nagar Haveli,2020-07-08 00:00:00.000,Recovered,199
Ladakh,2020-07-08 00:00:00.000,Recovered,888
Ladakh,2020-07-09 00:00:00.000,Recovered,915
Dadra and Nagar Haveli,2020-07-09 00:00:00.000,Recovered,208
Meghalaya,2020-07-09 00:00:00.000,Recovered,45
Dadra and Nagar Haveli,2020-07-10 00:00:00.000,Recovered,227
Ladakh,2020-07-10 00:00:00.000,Recovered,917
Dadra and Nagar Haveli,2020-07-11 00:00:00.000,Recovered,241
Ladakh,2020-07-11 00:00:00.000,Recovered,928
Dadra and Nagar Haveli,2020-07-12 00:00:00.000,Recovered,272
Ladakh,2020-07-12 00:00:00.000,Recovered,928
Ladakh,2020-07-13 00:00:00.000,Recovered,946
Dadra and Nagar Haveli,2020-07-13 00:00:00.000,Recovered,314
Ladakh,2020-07-14 00:00:00.000,Recovered,946
Dadra and Nagar Haveli,2020-07-14 00:00:00.000,Recovered,349
Ladakh,2020-07-15 00:00:00.000,Recovered,964
Ladakh,2020-07-16 00:00:00.000,Recovered,970
Sikkim,2020-07-26 00:00:00.000,Recovered,169
Sikkim,2020-07-27 00:00:00.000,Recovered,187
Andaman and Nicobar Islands,2020-07-27 00:00:00.000,Recovered,192
Sikkim,2020-07-28 00:00:00.000,Recovered,199
Andaman and Nicobar Islands,2020-07-28 00:00:00.000,Recovered,196
Manipur,2020-07-29 00:00:00.000,Recovered,1653
Andaman and Nicobar Islands,2020-07-29 00:00:00.000,Recovered,201
Sikkim,2020-07-29 00:00:00.000,Recovered,199
Sikkim,2020-07-30 00:00:00.000,Recovered,214
Sikkim,2020-07-31 00:00:00.000,Recovered,231
Sikkim,2020-08-01 00:00:00.000,Recovered,269
Sikkim,2020-08-02 00:00:00.000,Recovered,289
Sikkim,2020-08-03 00:00:00.000,Recovered,297
Sikkim,2020-08-04 00:00:00.000,Recovered,299
Sikkim,2020-08-05 00:00:00.000,Recovered,299
Sikkim,2020-08-06 00:00:00.000,Recovered,353
Sikkim,2020-08-07 00:00:00.000,Recovered,406
Sikkim,2020-08-08 00:00:00.000,Recovered,417
Sikkim,2020-08-09 00:00:00.000,Recovered,497
Sikkim,2020-08-10 00:00:00.000,Recovered,510
Sikkim,2020-08-11 00:00:00.000,Recovered,510
Sikkim,2020-08-12 00:00:00.000,Recovered,550
Sikkim,2020-08-13 00:00:00.000,Recovered,581
Sikkim,2020-08-14 00:00:00.000,Recovered,623
Sikkim,2020-08-15 00:00:00.000,Recovered,661
Sikkim,2020-08-16 00:00:00.000,Recovered,673
Sikkim,2020-08-17 00:00:00.000,Recovered,701
Mizoram,2020-10-28 00:00:00.000,Recovered,2238
Mizoram,2020-10-29 00:00:00.000,Recovered,2256
Mizoram,2020-10-30 00:00:00.000,Recovered,2270
Mizoram,2020-10-31 00:00:00.000,Recovered,2291
Mizoram,2020-11-01 00:00:00.000,Recovered,2299
Mizoram,2020-11-02 00:00:00.000,Recovered,2347
Mizoram,2020-11-03 00:00:00.000,Recovered,2374
Mizoram,2020-11-04 00:00:00.000,Recovered,2435
Lakshwadeep,2021-02-25 00:00:00.000,Recovered,240
Lakshwadeep,2021-02-26 00:00:00.000,Recovered,248
Lakshwadeep,2021-02-27 00:00:00.000,Recovered,256
Lakshwadeep,2021-02-28 00:00:00.000,Recovered,257
Lakshwadeep,2021-03-01 00:00:00.000,Recovered,264
Lakshwadeep,2021-03-02 00:00:00.000,Recovered,265
Lakshwadeep,2021-03-03 00:00:00.000,Recovered,281
Lakshwadeep,2021-03-04 00:00:00.000,Recovered,305
Lakshwadeep,2021-03-05 00:00:00.000,Recovered,307
Lakshwadeep,2021-03-06 00:00:00.000,Recovered,309
Lakshwadeep,2021-03-07 00:00:00.000,Recovered,323
Lakshwadeep,2021-03-08 00:00:00.000,Recovered,325
Lakshwadeep,2021-03-09 00:00:00.000,Recovered,337
Lakshwadeep,2021-03-10 00:00:00.000,Recovered,351
Lakshwadeep,2021-03-11 00:00:00.000,Recovered,370
Lakshwadeep,2021-03-12 00:00:00.000,Recovered,376
Lakshwadeep,2021-03-13 00:00:00.000,Recovered,390
Lakshwadeep,2021-03-14 00:00:00.000,Recovered,396
Lakshwadeep,2021-03-15 00:00:00.000,Recovered,412
Lakshwadeep,2021-03-16 00:00:00.000,Recovered,453
Lakshwadeep,2021-03-17 00:00:00.000,Recovered,455
Lakshwadeep,2021-03-18 00:00:00.000,Recovered,466
Lakshwadeep,2021-03-19 00:00:00.000,Recovered,485
Lakshwadeep,2021-03-20 00:00:00.000,Recovered,512
Lakshwadeep,2021-03-21 00:00:00.000,Recovered,532
Lakshwadeep,2021-03-22 00:00:00.000,Recovered,576
Lakshwadeep,2021-03-23 00:00:00.000,Recovered,587
Lakshwadeep,2021-03-24 00:00:00.000,Recovered,588
Lakshwadeep,2021-03-25 00:00:00.000,Recovered,591
Lakshwadeep,2021-03-26 00:00:00.000,Recovered,609
Lakshwadeep,2021-03-27 00:00:00.000,Recovered,620
Lakshwadeep,2021-03-28 00:00:00.000,Recovered,652
Lakshwadeep,2021-03-29 00:00:00.000,Recovered,664
Lakshwadeep,2021-03-30 00:00:00.000,Recovered,673
Lakshwadeep,2021-03-31 00:00:00.000,Recovered,675
Lakshwadeep,2021-04-01 00:00:00.000,Recovered,683
Lakshwadeep,2021-04-02 00:00:00.000,Recovered,685
Lakshwadeep,2021-04-03 00:00:00.000,Recovered,696
Lakshwadeep,2021-04-04 00:00:00.000,Recovered,699
Lakshwadeep,2021-04-05 00:00:00.000,Recovered,707
Lakshwadeep,2021-04-06 00:00:00.000,Recovered,707
Lakshwadeep,2021-04-07 00:00:00.000,Recovered,711
Lakshwadeep,2021-04-08 00:00:00.000,Recovered,714
Lakshwadeep,2021-04-09 00:00:00.000,Recovered,723
Lakshwadeep,2021-04-10 00:00:00.000,Recovered,728
Lakshwadeep,2021-04-11 00:00:00.000,Recovered,731
Lakshwadeep,2021-04-12 00:00:00.000,Recovered,732
Lakshwadeep,2021-04-13 00:00:00.000,Recovered,741
Lakshwadeep,2021-04-14 00:00:00.000,Recovered,741
Lakshwadeep,2021-04-15 00:00:00.000,Recovered,749
Lakshwadeep,2021-04-16 00:00:00.000,Recovered,760
Lakshwadeep,2021-04-17 00:00:00.000,Recovered,765
Lakshwadeep,2021-04-18 00:00:00.000,Recovered,769
Lakshwadeep,2021-04-19 00:00:00.000,Recovered,786
Lakshwadeep,2021-04-20 00:00:00.000,Recovered,812
Lakshwadeep,2021-04-21 00:00:00.000,Recovered,828
Lakshwadeep,2021-04-22 00:00:00.000,Recovered,862
Lakshwadeep,2021-04-23 00:00:00.000,Recovered,879
Lakshwadeep,2021-04-24 00:00:00.000,Recovered,912
Lakshwadeep,2021-04-25 00:00:00.000,Recovered,941
Lakshwadeep,2021-04-26 00:00:00.000,Recovered,1060
Lakshwadeep,2021-04-27 00:00:00.000,Recovered,1191
Lakshwadeep,2021-04-28 00:00:00.000,Recovered,1329
Kerala,2020-02-12 00:00:00.000,Recovered,2
Kerala,2020-03-07 00:00:00.000,Recovered,3
Kerala,2020-03-08 00:00:00.000,Recovered,3
Kerala,2020-03-09 00:00:00.000,Recovered,3
Kerala,2020-03-10 00:00:00.000,Recovered,3
Kerala,2020-03-11 00:00:00.000,Recovered,3
Kerala,2020-03-12 00:00:00.000,Recovered,3
Kerala,2020-03-13 00:00:00.000,Recovered,3
Kerala,2020-03-14 00:00:00.000,Recovered,3
Kerala,2020-03-15 00:00:00.000,Recovered,3
Rajasthan,2020-03-15 00:00:00.000,Recovered,3
Rajasthan,2020-03-16 00:00:00.000,Recovered,3
Kerala,2020-03-16 00:00:00.000,Recovered,3
Rajasthan,2020-03-17 00:00:00.000,Recovered,3
Kerala,2020-03-17 00:00:00.000,Recovered,3
Uttar Pradesh,2020-03-17 00:00:00.000,Recovered,5
Uttar Pradesh,2020-03-18 00:00:00.000,Recovered,5
Kerala,2020-03-18 00:00:00.000,Recovered,3
Rajasthan,2020-03-18 00:00:00.000,Recovered,3
Uttar Pradesh,2020-03-19 00:00:00.000,Recovered,6
Rajasthan,2020-03-19 00:00:00.000,Recovered,3
Kerala,2020-03-19 00:00:00.000,Recovered,3
Rajasthan,2020-03-20 00:00:00.000,Recovered,3
Kerala,2020-03-20 00:00:00.000,Recovered,3
Uttar Pradesh,2020-03-20 00:00:00.000,Recovered,9
Rajasthan,2020-03-21 00:00:00.000,Recovered,3
Kerala,2020-03-21 00:00:00.000,Recovered,3
Uttar Pradesh,2020-03-21 00:00:00.000,Recovered,10
Uttar Pradesh,2020-03-22 00:00:00.000,Recovered,10
Rajasthan,2020-03-22 00:00:00.000,Recovered,3
Telangana,2020-03-22 00:00:00.000,Recovered,2
Kerala,2020-03-22 00:00:00.000,Recovered,3
Rajasthan,2020-03-23 00:00:00.000,Recovered,3
Kerala,2020-03-23 00:00:00.000,Recovered,3
Uttar Pradesh,2020-03-23 00:00:00.000,Recovered,10
Telangana,2020-03-23 00:00:00.000,Recovered,2
Haryana,2020-03-24 00:00:00.000,Recovered,11
Ladakh,2020-03-24 00:00:00.000,Recovered,2
Uttar Pradesh,2020-03-24 00:00:00.000,Recovered,11
Rajasthan,2020-03-24 00:00:00.000,Recovered,3
Kerala,2020-03-24 00:00:00.000,Recovered,4
Haryana,2020-03-25 00:00:00.000,Recovered,11
Ladakh,2020-03-25 00:00:00.000,Recovered,2
Uttar Pradesh,2020-03-25 00:00:00.000,Recovered,11
Kerala,2020-03-25 00:00:00.000,Recovered,4
Rajasthan,2020-03-25 00:00:00.000,Recovered,3
Ladakh,2020-03-26 00:00:00.000,Recovered,2
Haryana,2020-03-26 00:00:00.000,Recovered,11
Uttar Pradesh,2020-03-26 00:00:00.000,Recovered,11
Kerala,2020-03-26 00:00:00.000,Recovered,12
Uttar Pradesh,2020-03-27 00:00:00.000,Recovered,11
Ladakh,2020-03-27 00:00:00.000,Recovered,2
Haryana,2020-03-27 00:00:00.000,Recovered,11
Kerala,2020-03-27 00:00:00.000,Recovered,12
Uttar Pradesh,2020-03-28 00:00:00.000,Recovered,11
Ladakh,2020-03-28 00:00:00.000,Recovered,3
Haryana,2020-03-28 00:00:00.000,Recovered,11
Haryana,2020-03-29 00:00:00.000,Recovered,12
Uttarakhand,2020-03-29 00:00:00.000,Recovered,11
Ladakh,2020-03-29 00:00:00.000,Recovered,3
Uttar Pradesh,2020-03-29 00:00:00.000,Recovered,11
Uttar Pradesh,2020-03-30 00:00:00.000,Recovered,17
Haryana,2020-03-30 00:00:00.000,Recovered,17
Uttarakhand,2020-03-30 00:00:00.000,Recovered,17
Ladakh,2020-03-30 00:00:00.000,Recovered,3
Haryana,2020-03-31 00:00:00.000,Recovered,18
Ladakh,2020-03-31 00:00:00.000,Recovered,3
Chandigarh,2020-03-31 00:00:00.000,Recovered,2
Uttarakhand,2020-03-31 00:00:00.000,Recovered,2
Ladakh,2020-04-01 00:00:00.000,Recovered,3
Chandigarh,2020-04-01 00:00:00.000,Recovered,2
Uttarakhand,2020-04-01 00:00:00.000,Recovered,2
Andhra Pradesh,2020-04-01 00:00:00.000,Recovered,2
Chhattisgarh,2020-04-01 00:00:00.000,Recovered,2
Haryana,2020-04-01 00:00:00.000,Recovered,27
Chhattisgarh,2020-04-02 00:00:00.000,Recovered,3
Ladakh,2020-04-02 00:00:00.000,Recovered,3
Chandigarh,2020-04-02 00:00:00.000,Recovered,2
Uttarakhand,2020-04-02 00:00:00.000,Recovered,2
Andhra Pradesh,2020-04-02 00:00:00.000,Recovered,2
Odisha,2020-04-03 00:00:00.000,Recovered,2
Chandigarh,2020-04-03 00:00:00.000,Recovered,2
Chhattisgarh,2020-04-03 00:00:00.000,Recovered,3
Ladakh,2020-04-03 00:00:00.000,Recovered,3
Uttarakhand,2020-04-03 00:00:00.000,Recovered,2
Chandigarh,2020-04-04 00:00:00.000,Recovered,3
Ladakh,2020-04-04 00:00:00.000,Recovered,9
Uttarakhand,2020-04-04 00:00:00.000,Recovered,2
Odisha,2020-04-04 00:00:00.000,Recovered,2
Chhattisgarh,2020-04-04 00:00:00.000,Recovered,3
Uttarakhand,2020-04-05 00:00:00.000,Recovered,4
Ladakh,2020-04-05 00:00:00.000,Recovered,9
Chhattisgarh,2020-04-05 00:00:00.000,Recovered,8
Chandigarh,2020-04-05 00:00:00.000,Recovered,5
Odisha,2020-04-05 00:00:00.000,Recovered,2
Chhattisgarh,2020-04-06 00:00:00.000,Recovered,9
Uttarakhand,2020-04-06 00:00:00.000,Recovered,9
Chandigarh,2020-04-06 00:00:00.000,Recovered,5
Odisha,2020-04-06 00:00:00.000,Recovered,2
Ladakh,2020-04-06 00:00:00.000,Recovered,9
Chandigarh,2020-04-07 00:00:00.000,Recovered,7
Uttarakhand,2020-04-07 00:00:00.000,Recovered,9
Chhattisgarh,2020-04-07 00:00:00.000,Recovered,9
Ladakh,2020-04-07 00:00:00.000,Recovered,10
Uttarakhand,2020-04-08 00:00:00.000,Recovered,9
Chhattisgarh,2020-04-08 00:00:00.000,Recovered,9
Chandigarh,2020-04-08 00:00:00.000,Recovered,7
Ladakh,2020-04-08 00:00:00.000,Recovered,10
Chhattisgarh,2020-04-09 00:00:00.000,Recovered,9
Andaman and Nicobar Islands,2020-04-09 00:00:00.000,Recovered,10
Uttarakhand,2020-04-09 00:00:00.000,Recovered,9
Ladakh,2020-04-09 00:00:00.000,Recovered,10
Chandigarh,2020-04-09 00:00:00.000,Recovered,7
Andaman and Nicobar Islands,2020-04-10 00:00:00.000,Recovered,10
Uttarakhand,2020-04-10 00:00:00.000,Recovered,9
Chhattisgarh,2020-04-10 00:00:00.000,Recovered,9
Ladakh,2020-04-10 00:00:00.000,Recovered,11
Chandigarh,2020-04-10 00:00:00.000,Recovered,7
Chhattisgarh,2020-04-11 00:00:00.000,Recovered,10
Goa,2020-04-11 00:00:00.000,Recovered,5
Andaman and Nicobar Islands,2020-04-11 00:00:00.000,Recovered,10
Ladakh,2020-04-11 00:00:00.000,Recovered,11
Uttarakhand,2020-04-11 00:00:00.000,Recovered,9
Chandigarh,2020-04-11 00:00:00.000,Recovered,7
Chandigarh,2020-04-12 00:00:00.000,Recovered,7
Andaman and Nicobar Islands,2020-04-12 00:00:00.000,Recovered,10
Chhattisgarh,2020-04-12 00:00:00.000,Recovered,10
Goa,2020-04-12 00:00:00.000,Recovered,5
Uttarakhand,2020-04-12 00:00:00.000,Recovered,9
Ladakh,2020-04-12 00:00:00.000,Recovered,11
Uttarakhand,2020-04-13 00:00:00.000,Recovered,9
Chandigarh,2020-04-13 00:00:00.000,Recovered,7
Andaman and Nicobar Islands,2020-04-13 00:00:00.000,Recovered,10
Chhattisgarh,2020-04-13 00:00:00.000,Recovered,10
Goa,2020-04-13 00:00:00.000,Recovered,5
Ladakh,2020-04-13 00:00:00.000,Recovered,12
Chandigarh,2020-04-14 00:00:00.000,Recovered,7
Chhattisgarh,2020-04-14 00:00:00.000,Recovered,10
Andaman and Nicobar Islands,2020-04-14 00:00:00.000,Recovered,10
Uttarakhand,2020-04-14 00:00:00.000,Recovered,9
Goa,2020-04-14 00:00:00.000,Recovered,5
Ladakh,2020-04-14 00:00:00.000,Recovered,12
Chhattisgarh,2020-04-15 00:00:00.000,Recovered,17
Goa,2020-04-15 00:00:00.000,Recovered,6
Chandigarh,2020-04-15 00:00:00.000,Recovered,9
Uttarakhand,2020-04-15 00:00:00.000,Recovered,9
Ladakh,2020-04-15 00:00:00.000,Recovered,12
Andaman and Nicobar Islands,2020-04-15 00:00:00.000,Recovered,10
Goa,2020-04-16 00:00:00.000,Recovered,6
Chhattisgarh,2020-04-16 00:00:00.000,Recovered,23
Chandigarh,2020-04-16 00:00:00.000,Recovered,9
Ladakh,2020-04-16 00:00:00.000,Recovered,14
Uttarakhand,2020-04-16 00:00:00.000,Recovered,9
Andaman and Nicobar Islands,2020-04-17 00:00:00.000,Recovered,11
Goa,2020-04-17 00:00:00.000,Recovered,6
Chhattisgarh,2020-04-17 00:00:00.000,Recovered,24
Uttarakhand,2020-04-17 00:00:00.000,Recovered,9
Chandigarh,2020-04-17 00:00:00.000,Recovered,10
Ladakh,2020-04-17 00:00:00.000,Recovered,14
Ladakh,2020-04-18 00:00:00.000,Recovered,14
Goa,2020-04-18 00:00:00.000,Recovered,6
Chhattisgarh,2020-04-18 00:00:00.000,Recovered,25
Chandigarh,2020-04-18 00:00:00.000,Recovered,10
Uttarakhand,2020-04-18 00:00:00.000,Recovered,9
Puducherry,2020-04-18 00:00:00.000,Recovered,3
Andaman and Nicobar Islands,2020-04-18 00:00:00.000,Recovered,11
Uttarakhand,2020-04-19 00:00:00.000,Recovered,11
Ladakh,2020-04-19 00:00:00.000,Recovered,14
Andaman and Nicobar Islands,2020-04-19 00:00:00.000,Recovered,11
Chandigarh,2020-04-19 00:00:00.000,Recovered,13
Chhattisgarh,2020-04-19 00:00:00.000,Recovered,25
Puducherry,2020-04-19 00:00:00.000,Recovered,3
Andaman and Nicobar Islands,2020-04-20 00:00:00.000,Recovered,11
Uttarakhand,2020-04-20 00:00:00.000,Recovered,18
Chhattisgarh,2020-04-20 00:00:00.000,Recovered,25
Puducherry,2020-04-20 00:00:00.000,Recovered,4
Chandigarh,2020-04-20 00:00:00.000,Recovered,14
Ladakh,2020-04-20 00:00:00.000,Recovered,14
Andaman and Nicobar Islands,2020-04-21 00:00:00.000,Recovered,11
Chandigarh,2020-04-21 00:00:00.000,Recovered,14
Uttarakhand,2020-04-21 00:00:00.000,Recovered,19
Chhattisgarh,2020-04-21 00:00:00.000,Recovered,25
Ladakh,2020-04-21 00:00:00.000,Recovered,14
Puducherry,2020-04-21 00:00:00.000,Recovered,4
Andaman and Nicobar Islands,2020-04-22 00:00:00.000,Recovered,11
Chhattisgarh,2020-04-22 00:00:00.000,Recovered,28
Chandigarh,2020-04-22 00:00:00.000,Recovered,14
Uttarakhand,2020-04-22 00:00:00.000,Recovered,23
Ladakh,2020-04-22 00:00:00.000,Recovered,14
Puducherry,2020-04-22 00:00:00.000,Recovered,4
Ladakh,2020-04-23 00:00:00.000,Recovered,16
Chandigarh,2020-04-23 00:00:00.000,Recovered,14
Uttarakhand,2020-04-23 00:00:00.000,Recovered,24
Andaman and Nicobar Islands,2020-04-23 00:00:00.000,Recovered,11
Puducherry,2020-04-23 00:00:00.000,Recovered,4
Chhattisgarh,2020-04-23 00:00:00.000,Recovered,28
Uttarakhand,2020-04-24 00:00:00.000,Recovered,25
Puducherry,2020-04-24 00:00:00.000,Recovered,4
Chhattisgarh,2020-04-24 00:00:00.000,Recovered,28
Ladakh,2020-04-24 00:00:00.000,Recovered,16
Chandigarh,2020-04-24 00:00:00.000,Recovered,15
Andaman and Nicobar Islands,2020-04-24 00:00:00.000,Recovered,11
Puducherry,2020-04-25 00:00:00.000,Recovered,4
Uttarakhand,2020-04-25 00:00:00.000,Recovered,25
Chandigarh,2020-04-25 00:00:00.000,Recovered,15
Andaman and Nicobar Islands,2020-04-25 00:00:00.000,Recovered,11
Ladakh,2020-04-25 00:00:00.000,Recovered,16
Chhattisgarh,2020-04-25 00:00:00.000,Recovered,32
Puducherry,2020-04-26 00:00:00.000,Recovered,4
Chhattisgarh,2020-04-26 00:00:00.000,Recovered,32
Uttarakhand,2020-04-26 00:00:00.000,Recovered,26
Andaman and Nicobar Islands,2020-04-26 00:00:00.000,Recovered,11
Chandigarh,2020-04-26 00:00:00.000,Recovered,17
Ladakh,2020-04-26 00:00:00.000,Recovered,16
Chhattisgarh,2020-04-27 00:00:00.000,Recovered,32
Chandigarh,2020-04-27 00:00:00.000,Recovered,17
Uttarakhand,2020-04-27 00:00:00.000,Recovered,33
Puducherry,2020-04-27 00:00:00.000,Recovered,4
Ladakh,2020-04-27 00:00:00.000,Recovered,16
Andaman and Nicobar Islands,2020-04-27 00:00:00.000,Recovered,11
Uttarakhand,2020-04-28 00:00:00.000,Recovered,34
Ladakh,2020-04-28 00:00:00.000,Recovered,16
Chandigarh,2020-04-28 00:00:00.000,Recovered,17
Andaman and Nicobar Islands,2020-04-28 00:00:00.000,Recovered,15
Chhattisgarh,2020-04-28 00:00:00.000,Recovered,34
Puducherry,2020-04-28 00:00:00.000,Recovered,5
Ladakh,2020-04-29 00:00:00.000,Recovered,17
Andaman and Nicobar Islands,2020-04-29 00:00:00.000,Recovered,15
Chhattisgarh,2020-04-29 00:00:00.000,Recovered,34
Puducherry,2020-04-29 00:00:00.000,Recovered,5
Chandigarh,2020-04-29 00:00:00.000,Recovered,17
Uttarakhand,2020-04-29 00:00:00.000,Recovered,36
Andaman and Nicobar Islands,2020-04-30 00:00:00.000,Recovered,16
Ladakh,2020-04-30 00:00:00.000,Recovered,17
Puducherry,2020-04-30 00:00:00.000,Recovered,5
Chandigarh,2020-04-30 00:00:00.000,Recovered,18
Chhattisgarh,2020-04-30 00:00:00.000,Recovered,36
Uttarakhand,2020-04-30 00:00:00.000,Recovered,36
Chhattisgarh,2020-05-01 00:00:00.000,Recovered,36
Ladakh,2020-05-01 00:00:00.000,Recovered,17
Puducherry,2020-05-01 00:00:00.000,Recovered,5
Chandigarh,2020-05-01 00:00:00.000,Recovered,18
Andaman and Nicobar Islands,2020-05-01 00:00:00.000,Recovered,16
Chandigarh,2020-05-02 00:00:00.000,Recovered,19
Puducherry,2020-05-02 00:00:00.000,Recovered,5
Tripura,2020-05-02 00:00:00.000,Recovered,2
Ladakh,2020-05-02 00:00:00.000,Recovered,17
Andaman and Nicobar Islands,2020-05-02 00:00:00.000,Recovered,26
Chhattisgarh,2020-05-02 00:00:00.000,Recovered,36
Andaman and Nicobar Islands,2020-05-03 00:00:00.000,Recovered,32
Puducherry,2020-05-03 00:00:00.000,Recovered,6
Tripura,2020-05-03 00:00:00.000,Recovered,2
Chhattisgarh,2020-05-03 00:00:00.000,Recovered,36
Ladakh,2020-05-03 00:00:00.000,Recovered,17
Chhattisgarh,2020-05-04 00:00:00.000,Recovered,36
Puducherry,2020-05-04 00:00:00.000,Recovered,6
Andaman and Nicobar Islands,2020-05-04 00:00:00.000,Recovered,32
Ladakh,2020-05-04 00:00:00.000,Recovered,17
Tripura,2020-05-04 00:00:00.000,Recovered,2
Tripura,2020-05-05 00:00:00.000,Recovered,2
Chhattisgarh,2020-05-05 00:00:00.000,Recovered,36
Puducherry,2020-05-05 00:00:00.000,Recovered,6
Andaman and Nicobar Islands,2020-05-05 00:00:00.000,Recovered,32
Ladakh,2020-05-05 00:00:00.000,Recovered,17
Puducherry,2020-05-06 00:00:00.000,Recovered,6
Chhattisgarh,2020-05-06 00:00:00.000,Recovered,36
Ladakh,2020-05-06 00:00:00.000,Recovered,17
Tripura,2020-05-06 00:00:00.000,Recovered,2
Andaman and Nicobar Islands,2020-05-06 00:00:00.000,Recovered,32
Tripura,2020-05-07 00:00:00.000,Recovered,2
Puducherry,2020-05-07 00:00:00.000,Recovered,6
Chhattisgarh,2020-05-07 00:00:00.000,Recovered,36
