verific,contagem
"015dd4d6681d1d15c0afebef64a0a0926ed0ed10d62b45f3de46933b0b2989a6c6bda72e4dbf5c5866b13cb1810c6d0313/11/2017 21:51:25109901197",1
"015e051dbb2407d4bd305635e46b732f2136c70bbe723d338fab53da3c03e6dc6560211a19b47992c3666cc44a7e94c001/08/2018 20:00:1829001530",1
"015e6682b50c824bfdab6b866f937936d36d9ea1497c1e294498cc39df08a687c6bda72e4dbf5c5866b13cb1810c6d0331/01/2018 02:38:3015990837",1
"015ed18d7ea7ca5c14f3c1decc55daf12fc7741cb6ea76e7164f448adc44652dda8622b14eb17ae2831f4ac5b9dab84a28/05/2018 12:59:205990926",1
"015f079801c424fda3edc48be99267de78b7b1ff2d3f06a589354ddf2f4f9db3620c87c171fb2a6dd6e8bb4dec959fc612/04/2017 22:10:11292902654",1
"01614e3e58906ab6c7e2f27e9b349f1af7a17d2c51d9df89a4f1711c4ac17f33f8db351d8c4c4c22c6835c19a46f01b010/10/2017 03:03:505290909",1
"0161962c6c561d3acfaa3e2db9a14f966f7400c1577bd99fb7c9cd196edb6ae20c8380b62e38e8a1e6adbeba7eb9688c18/09/2017 13:50:2199902554",1
"01625f404436eb3cb98cba1e9433db29bd6e8cf9fe4122c385da2bcb9f979d5d4e922959ae960d389249c378d1c939f520/06/2017 02:30:3149003415",1
"01633cfec0376ac9f2606e271ede5574f0af7ec9760e53f21277444f32ee3308cca3071e3e9bb7d12640c9fbe230130601/03/2017 12:10:1499902490",1
"01643942766bdec224d5593041f714e6b92421ea3b457d6bb68c49f39d4e97a8897060da8b9a21f655304d50fd93591310/08/2017 00:30:2032501510",1
"016495aaab3fb481dc9decab2b4fdbfb9a060643636bd1e41788cb32262ac9ef6e864f5c4669eff3d98140a07cc5020227/11/2017 03:48:251500778",1
"01667048de265bad400b945f29b525269391a573abe00141c56e38d84d7d5b3b4a3ca9315b744ce9f8e937436149388406/07/2017 12:34:31230001636",1
"0166ae6ff6d450bbac3eb4ed2885c0f86fc983af1a5229efebcc40ab26d6226cb499c00f28f4b7069ff6550af8c1348a27/06/2018 14:00:047999976",1
"0166cc8756d58b4a30fb49de83527120b59b5899ecf4bcc294a72fdd48adaa94562fc2f2c2863ab7e79a9e4388a58a1414/02/2018 21:27:562999778",1
"016726239765c18f66826453f39c64e3c6ea63369936552872ae890c82175b4b37be5a7c751166fbc5f8ccba4119e04322/06/2017 09:25:09219991514",1
"016754282c7690ebd6658f9f8e0a49bb7c1bd920dbdf22470b68bde975dd3ccfcc419e0650a3c5ba77189a1882b7556a13/06/2017 13:30:395999778",1
"01677846a819fff5fc22d43d61e583679d8a0e115e802d845b4ce1eb794d1260d05ae8f7a5bd1d2a690a44cd079e4e2709/05/2018 10:57:0112000787",1
"0167c361757c75999575cfdd8f8695f594976cc078d10e74c19c62f0b3b52432a3e9a2c700480d9bb01fba070ba80a0e22/03/2018 03:31:08139002355",1
"0168a7f186c1f066748d15d8c51f489a521a361808bedd9fffb32181e501e09b5b179e9e8cc7ab6fd113a46ca584da8122/05/2017 03:25:2114990830",1
"01699d74ff89d35f15093f83d7783c39159e7e73295b609960c0797eb64b3d39a72c2f59332659e361d647515c69879824/04/2018 16:55:40139002268",1
"016a6dbc80aea6e2d217d2bedbc7b59ec6dd917a0be2a704582055949915ab327a67c85e85bb2ce8582c35f2203ad73619/04/2017 01:50:0999991209",1
"016b1af508245e59ef75d83e3fe20a92601a360bd2a916ecef0e88de72a6531a7a67c85e85bb2ce8582c35f2203ad73613/04/2017 02:43:18129991765",1
"016b451bbcd4f0766dcbeb082cfe89db79c0ace2ccf0da036e787875a49151a4b32be1695eb7ec5f10f72d9610a1252715/01/2018 11:32:33379003696",1
"016befe103ce7c9e5b1b7ef359777eea6c321ed0f47858a8650f4104771224b56560211a19b47992c3666cc44a7e94c008/09/2017 10:25:1849001185",1
"016c6bb57a9de6b4e8f938fa6dde61b3566d15b940c0d5e7a0a37c82b8ce353fde23c3b98a88888289c6f5cc1209054a01/12/2017 09:38:26129901667",1
"016d1bdf6efab4f6b805df1c030431139aed412277ca4485a7bf6e0c53e657860db783cfcd3b73998abc6e10e59a102f10/10/2017 20:35:2436903415",1
"016dee69b3de35a39bfccee5309307c368bfdbfe84f03af17733b10362f10020827f8f69dfa529c561901c4f2e0f332f18/01/2017 16:35:5945001719",1
"016e4acfc34b9f2abc69795f47c92f0eb1cbf530dc2a793ced8e0768ffcce5011ca7077d890b907f89be8c954a02686a21/09/2017 14:10:194500778",1
"016f868b096c236312e8bcb818ccd11d429de6049b45a9fcb96aff1603f55d3c9f505651f4a6abe901a56cdc2150802501/02/2018 19:33:222999778",1
"016fbc333d66b414be541c6159576c40b0cd550945da1de6eb9cb69595d540df6b243f80ed07b10f0e8aa0f21a205f3c07/06/2018 18:30:4284901852",1
"016ff85737c2072ab00a705cd8f87799aca2eb7d00ea1a7b8ebd4e68314663af955fee9216a65b617aa5c0531780ce6009/01/2018 11:19:2575002002",1
"0170e40334131d971605ae70efb33e4f145978af3e89b318be0b717a0953649a18e694e0e48ed6f7aa3f24aade5fd69725/07/2018 04:35:1819001823",1
"0170fdd7ac7c7bbad5308207bd25a6796de2587eae9fb1ee54a853aac774ade1ef506c96320abeedfb894c34db06f47811/07/2017 17:13:563499778",1
"0171835bbc71bcfacc26e9f59d56b62c42a2c92a0979a949ca4ea89ec5c7b934813348c996469b40f2e028d5429d349529/06/2017 11:08:3559902126",1
"01719300f9ca182b8361556a3873d8ed68bf2e76db1d8e846042e54da87399ca1a3df491d1c4f1589fc2b934ada68bf206/09/2017 04:30:5085901785",1
"0171ca1dc94d8ebde8bbd3b686f44c41b3145c36d221143053908beb4564bad979ebd9a61bac3eaf882805ed4ecfa12a04/05/2018 20:10:4864901942",1
"01721e0729fcb75ab238248fdbb48eeb7a10781637204d8d10485c71a6108a2e4869f7a5dfa277a7dca6462dcf3b52b223/03/2018 13:49:35219002411",1
"01725657be56c432d5aaa2f914ae2c56fbd4031ddbc3d02b95834b62769d3ad0ce7d1888639e6fb06b2749cbfdac1ff723/10/2017 09:07:28138002581",1
"0173932ad60ecb31c620fc523d9f40bd33a8f9ff2a9a41c0c49a24d12e106151f8db351d8c4c4c22c6835c19a46f01b023/10/2017 15:34:3430901510",1
"0173e291db71c3e688829f7f03e2d34af71f42e2381752836563b70beb542f8085d9eb9ddc5d00ca9336a2219c97bb1313/07/2017 02:05:2231901679",1
"017499de14d22ef9e9a83ca54727480ef399bbedb1d21192dffefc4a8b30a22953e4c6e0f4312d4d2107a8c9cddf45cd17/07/2017 16:15:2471001070",1
"017499de14d22ef9e9a83ca54727480ee0bb3159111d86828b5caef8725ff055cd06602b43d8800bd0afad514919d35c17/07/2017 16:15:24101002675",1
"0176a6846bcb3b0d3aa3116a9a76859719421075ae0b585f2dc13ff149e2119d4c2b230173bb36f9b240f2b8ac11786e03/01/2018 04:32:074590778",1
"0176e50f3853fa068127afa3daff6402ea3be87c5c6c69043c9eb7836199c2004a3ca9315b744ce9f8e937436149388420/12/2017 16:54:4959901517",1
"01786fff06f2f7e8a83950c4b3b424ea382132cf96c88a277a65226833af5f61b2ba3715d723d245138f291a6fe4259421/12/2017 12:14:465990934",1
"0179a3003c894f1dd3b1ddda5d1f8a12f42892b40225227fe465626ff509a92e4a3ca9315b744ce9f8e937436149388401/06/2017 02:50:2089901533",1
"0179a3003c894f1dd3b1ddda5d1f8a1283309bfd8eef19fbfaa8e790b824b5724a3ca9315b744ce9f8e937436149388401/06/2017 02:50:2076901534",1
"017b11be3048fdfb58e63edc5fc8f4b8060c17562f97e5bb60bc0dfa4dd5b3f29f505651f4a6abe901a56cdc2150802518/06/2018 23:58:2724991528",1
"017b1d6881222283afdc50baf3dcb0d5aca2eb7d00ea1a7b8ebd4e68314663af955fee9216a65b617aa5c0531780ce6015/03/2018 02:10:4569901740",1
"017b84f6bee0e4287eb8a8c9f5df549ec9c6fde711572c1ad99ca12728c6af00562fc2f2c2863ab7e79a9e4388a58a1420/02/2018 00:07:4029993415",1
"017c16deefc1868a33a5966485ea4721bc74f63361c15c1a5baa5b97ac432e624869f7a5dfa277a7dca6462dcf3b52b223/11/2017 20:46:08234901639",1
"017c9c82265e832840e4209750680e9459089e1668cc247d055ca3f9149093fc6a51fc556dab5f766ced6fbc860bc61309/03/2018 18:31:16159902596",1
"017cf0b342401318dcaeb25478e13a6f368c6c730842d78016ad823897a372db1f50f920176fa81dab994f902352310010/01/2018 23:17:2949901760",1
"017dcb6892d4469a13dee34f241f8c4ef4d705aa95ccca448e5b0deb6e5290bada8622b14eb17ae2831f4ac5b9dab84a17/11/2017 20:35:262490909",1
"017dcb6892d4469a13dee34f241f8c4e372124d6931c4bc48dd0d56075ebee7cda8622b14eb17ae2831f4ac5b9dab84a17/11/2017 20:35:262490909",1
"0180ebc47853bfc5997af28f5a7e8849861857117917aaa99611defcc0d514cde9779976487b77c6d4ac45f75ec7afe922/03/2017 16:29:32162001174",1
"0181409c6498f79e161dde79c2a7dc59656d923048a96be8ec0da05d7b71aa28709e16e2b25c7474d980076c6bfc480603/08/2018 15:31:1843901841",1
"01825d0debce07b6502f4aff38a00e693d1d7aa3dfc91ac9490303d6c7342e834a3ca9315b744ce9f8e937436149388413/07/2018 11:08:06189002325",1
"0182f6cbb4fb10918a76485fc92d7c497272a36ac93b0f214500840025f04a7379ebd9a61bac3eaf882805ed4ecfa12a04/12/2017 03:23:3614901510",1
"01835ef41c5ac66dd9ec6084fa1d0533bbaef2eadf31fe3ea6702077398be06ccc419e0650a3c5ba77189a1882b7556a18/05/2017 21:45:1756991515",1
"0184d4ddb259e1a4cfc2871888cf97b8aa8627a375771ab01288705307ec4ae5e333046ce6517bd8bb510291d44f013007/09/2017 22:31:4275001616",1
"018778568fad26695334c784563c08d42de4aa76a72feaca51fc8f83ae037c7e41b39e28db005d9731d9d485a83b4c3819/10/2017 13:35:2044901511",1
"01882618ede11253381513166b49429e50d77758742285ff49f340ebdf0df5a7d91fb3b7d041e83b64a00a3edfb37e4f28/06/2018 11:58:1029901831",1
"0188777fe321843a18be24a6e9aa1e53436c8d57ff8d4aa254318e9bd9b48c8348436dade18ac8b2bce089ec2a04120231/07/2017 14:35:115590994",1
"0188ca1fe398161f0f310fec985ac1556ed58ce8373b3d0c7704df9daf21e4d85b2e94f2c22b39ccc24d34ad0f66967205/07/2018 02:52:2966004340",1
"018bb1508d9156b81990407b91fb35a8d537e54e990d95194a5733e79f1af1aa4305fe92735c8a43d154ff6dd2b8d92719/08/2018 21:44:0513990909",1
"018bb1508d9156b81990407b91fb35a8ead72457c58dcea14f94c2223c6847164305fe92735c8a43d154ff6dd2b8d92719/08/2018 21:44:05139902907",1
"018cb6a10649393055c272ba2984e8bb3c949f7dabf571691248f935a0063fbdececbfcff9804a2d6b40f589df8eef2b09/04/2018 18:49:4856801828",1
"018fb228a3dd1a16349e73d2e41b239d1fa52682d6938b129312ef4cffac171130829ded4523ab9224b93bc49a62c95f18/01/2018 16:09:43190901710",1
"01908071e35fdc75bc0d7764f153abc2ccadfeab525a9eb1569983b66e5075c433576ec5412fb5905d876f12f33bfde613/11/2017 02:55:1989002565",1
"0190e75feb05f78ccb1b56853ca4f6cbfe01b643060a6446e59f58e3021e66b32dee2ce60de9709b1a24083217181a1f29/11/2017 23:31:30129903846",1
"0191b6a5a70bcbc6cdd39427f216602e9c98b59719a74f32903537bc5c9262ceacce39e832338debb07b02385cde596724/08/2018 09:55:20139902796",1
"0191bbb5166d4b9a68df11797d5acfa9ec02a5d380128f7a188e9ce8f3ddd83248436dade18ac8b2bce089ec2a04120216/08/2017 12:30:15132902017",1
"0193517cd10a54473b6fd8392b58313fddceb6eef6af67e9fbbd4c148dbe5fd9ceaec5548eefc6e23e6607c5435102e719/06/2018 20:21:52209995794",1
"0193a99edc8c599aaa16f9b9e991efb8cee4ebfc997a2ac7f01145efb59cc7be527801b552d0077ffd170872eb49683b31/07/2018 07:35:09154901539",1
"019440e41e276668d99d996d5d1a22c126c3ead5dff3d8e393e5331273f4e91a897060da8b9a21f655304d50fd93591322/06/2018 02:31:1644001297",1
"0194686a55eb0a869321fb107f4d114a34194988e78bc60417003c8a235b8083dc64d75cc406bb0697be983831430e6029/05/2018 02:15:30195001449",1
"01946da9e2db8bab61d79296c037ee1f93c902b021a9e594f658ab1b0351602a2e90cb1677d35cfe24eef47d441b7c8711/01/2018 18:06:3997901694",1
"019536ad39a0dea8bb75c00359a0386bf646af315b0f3a597f69213537ca21993df020b72d3d44b3af9d110fa3940b6508/09/2017 16:10:1449903567",1
"019543c0de8386be97738b589ee695aa71f2ce4ae5dfdd3b55a51c7a2d3c4da872c5da29406b4234927b81855e7b64f604/06/2018 17:30:36579991696",1
"019636907d07b2433be000d9d6bed1532b0ee2d07306f7c9ac55a43166e9bb4b1900267e848ceeba8fa32d80c1a5f5a822/11/2017 16:08:5759991276",1
"0197416059c0e56b5344bf21880663176592908f0a4f6e2de91310126cd1b08d87e24fc7052259b1f7f607d61c10d8be07/08/2018 17:30:19399902171",1
"01978b8bae8292ffb4cee6abdf9b90897bcf2266b78ccc737b8f26f925d3c5d41464afc72f696af775557a821c2e253f18/12/2017 03:57:2442901510",1
"0197cb265e2c84b9f89dfd784095d2f6b8fb835549196ef18695839a1a74958451702dc2a3e106c76dbff722b5bf072605/01/2018 02:12:41320005891",1
"019886de8f385a39b75bedbb726fd4efe9a69340883a438c3f91739d14d3a56d1b4c3a6f53068f0b6944d2d005c9fc8915/02/2018 13:08:12159902850",1
"01988bf5b8acbc4d6ced86e4d47fcb1a6987398dff454a3138231540e2a6ec6125c5c91f63607446a97b143d2d535d3108/01/2018 22:14:22133902934",1
"0198c71148c2e08c7c52b860f640fa4e138d7037b59dcee052810952c983033b218d46b86c1881d022bce9c68a7d4b1515/05/2018 04:31:23148001513",1
"0198e0de42189b3941d46857a87fac912028bf1b01cafb2d2b1901fca4083222cc419e0650a3c5ba77189a1882b7556a16/11/2017 11:27:215699872",1
"0199115a1cbfc272c5bd53117772a64a437c05a395e9e47f9762e677a7068ce7f84fa566034f5e8e880a07ec624c56af29/03/2018 02:27:574765739",1
"0199edc5b01351df8e73a674aa473ee783b92639fffd1d55c9e04c77c86d8d2c00fc707aaaad2d31347cf883cd2dfe1006/04/2018 04:10:169300800",1
"019a242bea1553b3b7e12bc38cb57a235ce6a6914bbb228f4cb4ee93c1cd0d1546dc3b2cc0980fb8ec44634e21d2718e07/11/2017 04:06:21349991853",1
"019aaee09698daf81dcffe9d94a18b5cb00a32a0b42fd65efb58a5822009f6293504c0cb71d7fa48d967e0e4c94d59d916/08/2017 14:23:387590779",1
"019b02e139cfcd97f93366f7a38f5695f71973c922ccaab05514a36a8bc741b85dceca129747e92ff8ef7a997dc4f8ca06/04/2017 17:02:31109902405",1
"019b8e16e30c8b9ad9bf87e039a277655d0386961a44323a9772e636723171315b67882648febfb6e1225e6ad7164f6b31/07/2017 20:23:2199991372",1
"019c4b64cf3d733807ef5bc8bcf6d12353ea9da485f6aed8a6f03a85831fe0217e93a43ef30c4f03f38b393420bc753a20/10/2017 14:27:29249991800",1
"019ccfeea1ea9afbebdad57d65f2e36fead9ade61e81ab9e26d83640c3164e764bf2f4ee540798a61f9636d12cd9cc8001/12/2017 15:58:17152001581",1
"019d029f0b101343d44017d249b1f64f64fb265487de2238627ce43fe8a67efc4a3ca9315b744ce9f8e937436149388413/06/2018 22:19:2679902751",1
"019d444bd00f1ccb4643de466f9a1525632fe3d92c45b5c83f4102fadd94ee920dd184061fb0eaa7ca37932c68ab91c501/04/2018 22:07:13138002923",1
"019d79b37e56c6d56d6323fed0c54d70f3dadec221142e379d7113915c1d0fa8e9d99831abad74458942f21e16f33f9225/05/2017 14:30:1751001511",1
"019e03014ec20cc2e3b180cdcf90b4e88c4456c061013adccb1ba4cbce2d03658cc6a0e5738e61a87b03c78b2ba9db4b11/04/2017 11:22:51738902562",1
"019edbdfeb6923e55558362c2b84ec37a0eef953cb25bc9ae40457e1c3c829465a8e7d5003a1f221f9e1d6e411de7c2310/04/2018 05:28:166990888",1
"01a1553cddb473cec004af5ce2192f1cecd7770e1f7f64ee8c295da808d2ce5b213b25e6f54661939f11710a6fddb87101/08/2018 03:23:4579903883",1
"01a15ee6a1b9050e7678b72cb4c3b486b0141fc41043ae23a16677f3a7e282b365febd49fd28ec955651299159b1f52721/06/2018 15:31:50139995811",1
"01a1969ee54e7016bcc0cfeb4fa8c634092efe1dbcc1a4752b17a19fb6de36dc7c67e1448b00f6e969d365cea6b010ab26/04/2018 20:49:07149945731",1
"01a26a995dcef1d58bdee5b8862c7a02431d674f9a4fbd0957ecf6ba3fcb689953243585a1d6dc2643021fd1853d890521/09/2017 12:05:14299991435",1
"01a3ee1c837fb57db23d898f0eb5111d77e8ff91e2cccad62b30a0a83bec431efa1c13f2614d7b5c4749cbc52fecda9429/01/2018 13:01:0416880844",1
"01a49649881d677e0c901ca0f6564382f361fccba568fabe00db466f80626d1e85d9eb9ddc5d00ca9336a2219c97bb1308/06/2018 02:55:431290771",1
"01a4ec962d7589584c11650ca20d728b84bc1370758fa98d08afd0180818217aa3a38f4affed601eb87a97788c94966725/05/2017 17:50:20199901369",1
"01a4ec962d7589584c11650ca20d728b18692fdc7adb29c885d8cb84eb68a97eaaed1309374718fdd995ee4c58c9dfcd25/05/2017 17:50:20187202054",1
"01a6ad782455876aa89081449d49c452036734b5a58d5d4f46b0616ddc047cedea8482cd71df3c1969d7b9473ff13abc24/01/2018 10:17:2934991510",1
"01a75ac3dd000b7628a684be97c29234b5c114b11d53b6fd85a6a90790f0b4790adac9fbd9a2b63cccaac4f8756c1ca829/01/2018 10:59:1042901510",1
"01a9d731c0f08f4f79c10b7679dcdebf0e362037e5f02f62c8ce89f49cb9d520f4a04f7be452aa3bb31760bf00055dd014/08/2018 18:44:1939001537",1
"01aa38b66d95377a4f276f78742aca15e7db7c40ea6647c808d48581f1308d881d8dbc4f32378d715c717c1c1fc57bae07/03/2018 13:30:37109901272",1
"01ac6cbac1cda667c97d35046b75668fd2f5484cbffe4ca766301b21ab9246dd36a968b544695394e4e9d7572688598f20/09/2017 18:50:591288827",1
"01ad4f241a16bff724de081b558f0f4d448f0791c4d2fc5d250a401edfc208d4a888faf2d1baececa6baf9c3d603ee1f18/02/2017 18:47:17309901738",1
"01ae5e4c5d2549f7c05000a2f5856c2884f5c4f480ad6c9998d6a6860f1a2e41282f23a9769b2690c5dda22e316f994109/11/2017 15:15:2339001660",1
"01ae629e578b0eb0935ea1ce19c409f1e82773dd03318132e509b6330c868c7fececbfcff9804a2d6b40f589df8eef2b23/07/2018 07:55:1084991870",1
"01af7745a283aeb0f0754495c4b51ac7423a6644f0aa529e8828ff1f91003690e59aa562b9f8076dd550fcddf0e7349107/03/2018 11:14:38465003469",1
"01b02139ac5f79a5de2c56284af7bb3e76d1a1a9d21ab677a61c3ae34b1b352fc826c40d7b19f62a09e2d7c5e7295ee203/05/2018 04:15:2413977874",1
"01b15a896c5842077af2aaf4a9f943096b6b162b177d0f36987993aecbe1c65f070d165398b553f3b4b851c216b8a35829/03/2018 02:15:56109991974",1
"01b1800f51715ab76f67caf7322064378e7a3ee016b12c87b5e3e7e717620758955fee9216a65b617aa5c0531780ce6020/07/2018 19:22:44150004497",1
"01b1a7fdae9ad1837d6ab861705a1fa53fae92f8d0ebb3317991934a6d717c471900267e848ceeba8fa32d80c1a5f5a802/06/2017 16:02:5849991617",1
"01b1a7fdae9ad1837d6ab861705a1fa59b02b650be0a39d8590be7d35be443f9ad273c9eb54ecb4532de4bf75bae9e4e02/06/2017 16:02:5859001068",1
"01b241fa1421c8284e8c1029a503360f368c6c730842d78016ad823897a372db1f50f920176fa81dab994f902352310006/12/2017 00:25:2859001766",1
"01b276e7af1d9e3ed34b431d39f45fa13a7612c720a4b764c4fb87633a7ebc888f2ce03f928b567e3d56181ae20ae95222/01/2018 19:37:2799902119",1
"01b2dd042de98a15b6a9a141bf71c344b1551ef44e04265b510840b991b24b51cac876b37d3abcd6bd76caca3027799616/03/2018 17:10:4579901541",1
"01b330808c5819a6a3cb79b72f0b82884fb3e6ce442ce9c621ea9509e47ac9513c03b12bab54d8b37d79d914bfdb1aa016/03/2018 15:38:46104902486",1
"01b37f50cf3098b3dd9d0450a188348c11dcc970f7a5581e1bf777b6da3f709606579cb253ecd5a3a12a9e6eb6bf8f4703/07/2018 02:15:5368901828",1
"01b4a2ad3420c19a1c7c402513e7725ce350532acfc2ee911b6dcf1029dcb48dd1582f4043306e6b91afa6a8a884f89816/01/2018 09:08:29110001552",1
"01b4dfef1c8848e8c0431ce17f5f72eaf9b0ee95ce8b1ef8b50eecc5e0fa4348e9779976487b77c6d4ac45f75ec7afe908/08/2018 14:10:1625892298",1
"01b538a0b1a9eeecdfbc03223190e4bfa2f0a41fa03da98fd19e20d996462cc8f8db351d8c4c4c22c6835c19a46f01b007/03/2018 23:31:1339901510",1
"01b6bbf0a9ac5d54dfebb11ddcd8fa8ef7a17d2c51d9df89a4f1711c4ac17f33f8db351d8c4c4c22c6835c19a46f01b029/06/2017 22:30:1452901187",1
"01b6d15407d425529cbf0ec96258cb8478c3942245093508f8e17ffc06a0dfcf4830e40640734fc1c52cd21127c341d419/03/2018 15:35:3729991279",1
"01b703d8365608f2b01ed9c076d0b3dc81efaa22f3868f00c8ef1879cccc3c03897060da8b9a21f655304d50fd93591315/01/2018 17:08:2346551269",1
"01b84214591ddd4edad9fa4a1f344f84f24bb438da3185d5fd5a19e4d7433827ce248b21cb2adc36282ede306b7660e509/01/2018 19:27:03629902166",1
"01b94d6940365deb1eedb643ba43114aba47e9a1c96e01fc866a0b30f9c78e00ac3508719a1d8f5b7614b798f70af13616/11/2017 02:46:31120904192",1
"01ba495d945c6a1c5b198bbad63e61c6f2e53dd1670f3c376518263b3f71424d4a3ca9315b744ce9f8e937436149388406/02/2018 14:01:52109902561",1
"01ba72e24cf883d74c5479c0a626c740fb060ad9a8625b626189641799bccf89b1204cfda1d4948679db3cfc0d3cb95c21/01/2017 19:55:4044601452",1
"01bae920aea13b891b50bc1543634a65cd48f265a63e13b762601f5f794c5fcae9779976487b77c6d4ac45f75ec7afe928/12/2017 20:14:245749994",1
"01bb52d7a8dffb8bef5b79268487cd10d84895a804248d73a16480c0b2e18604218d46b86c1881d022bce9c68a7d4b1513/06/2017 13:41:22158001836",1
"01bb5b3cb7df4da98ea2214d083784c4476f613bc92f3a20cf80a586fa45a232da8622b14eb17ae2831f4ac5b9dab84a05/06/2017 04:50:2439901269",1
"01bbf0fb0773cef52b4d6501e83162f39ddc4249779322828f89d2a9c04f7ee19d5a9018aee56acb367ba9c3f05d1d6a28/03/2017 22:04:02101991941",1
"01bbfee76e5e3f96f008c781c2c17bcf28beefcab28e6a3b659bae1bf1cbe45318a349e75d307f4b4cc646a691ed421630/03/2018 11:27:5525001115",1
"01bdc09119b132e176e5c8f2cf68b0acfdb86e192fdd20037175daab38af9656b2ac621f0d0322434d04a12b078b936929/08/2018 15:50:16359002566",1
"01be2f7ca246adb9112cb75096af2ee0ad88641611c35ebd59ecda07a9f17099c826c40d7b19f62a09e2d7c5e7295ee216/02/2018 18:08:13157771485",1
"01be6ff226324644f283dfab69369848389d119b48cf3043d311335e499d9c6b1f50f920176fa81dab994f902352310014/03/2018 12:15:2353905693",1
"01c0514b1f2a7375948323b959cc56821bef08f119466a85a83919d5b80facd3d2374cbcbb3ca4ab1086534108cc3ab702/08/2017 20:50:1915901679",1
"01c139e11e826da7bf9782cf1ee904bf11bbef4e2a44601d9dd471aa1fb433e65c243662ce92d84573bfaff24c3e370013/03/2017 19:35:12339991299",1
"01c156f67900e1f33d1234ce92cb18d941db6d8062fcd38410c699743ccc026592eb0f42c21942b6552362b9b114707d17/08/2018 17:50:1813471823",1
"01c1644529b18608f086d2ff0f3b81818b41f2becf919f6177cca1ff15dfd311ba143b05f0110f0dc71ad71b4466ce9202/07/2018 05:12:58103993160",1
"01c18108db50c163daf7dfe461093fb7b042c934bd8f4316e7b38633aa14266b1d8dbc4f32378d715c717c1c1fc57bae30/06/2017 18:05:15109901802",1
"01c1f3c10d2641a10cfd97ffaac0b3f510714d6a49c0af9ccdab2d806887c5f59616352088dcf83a7c06637f4ebf1c8006/12/2017 22:18:0259903574",1
"01c22546c4f9914e232006df82d96e0f35ebf08a93899d44e756809e11b14754128639473a139ac0f3e5f5ade55873a514/09/2017 16:55:1117901510",1
"01c26a0b2736899633cfd6a3c17494288232a265a535c1f886b38335667be2a5f45122a9ab94eb4f3f8953578bc0c56013/04/2017 18:45:1259991181",1
"01c2c8708930c4fb8ed278dfe7ec93c7d2e8130fbec52f5dac0571ea1993f28af262cbc1c910c83959f849465454ddd330/11/2017 20:31:47239991744",1
"01c2d2ffe8349c5eef0ab33e8ff1f41c4a300735bc293723103db0d0c1bc15856f892e20a171e98efe17fdb971ff319b19/10/2017 11:06:0970901694",1
"01c391e962558d0793e8dd8f6bad0999e95fb3a80ca294f39de925b6428f3a32d2374cbcbb3ca4ab1086534108cc3ab702/03/2018 11:31:1178901780",1
"01c4766d43d50d892132f7bb04d97300639cacc61d50ee82079176b4463993763361277dc30b7cccdb0c286b2421975628/03/2018 23:27:3435891823",1
"01c4f4e08d9e8b7c5bd47e612285993f422879e10f46682990de24d770e7f83d1f50f920176fa81dab994f902352310030/11/2017 04:30:3549001341",1
"01c79ae32ef95b276907d99e83fe57e57344630ca6c1a4917e55f35c729baa7ddb4350fd57ae30082dec7acbaacc17f930/05/2017 20:22:491690778",1
"01c7b08f0c05952ce15edb928bb63d2dedd087ed331c3ce178ec3489b9ecf1171bb2bdb95f4841f1bba2c0d2cd83d3c906/04/2018 17:10:25274952604",1
"01c886b4b865797097ab2d051ae30cfd7d50930301709838d8e90dcac5cfaa849616352088dcf83a7c06637f4ebf1c8018/08/2017 03:30:1259901686",1
"01c95de6d0852189b4d6b6d32a3c8e0c5bd6493a2d5a384987386f2696bae33d92eb0f42c21942b6552362b9b114707d10/08/2017 07:55:111999778",1
"01c998b70e420ec36563386a4b71c6bcef5c31aee1d5074121a478b14d3eb50e3d871de0142ce09b7081e2b9d1733cb129/01/2018 13:57:2889001787",1
"01cbdb2a8c075eaf248af643b3389f732b939dc9b176d7fa21594d588815d4a4dbc22125167c298ef99da25668e1011f13/07/2017 21:30:16106903830",1
"01cc355e35cf24d314afe6de16c38712e76438822c17316d276c27e52e5889315656537e588803a555b8eb41f07a944b03/04/2018 02:47:3524892206",1
"01cc71a8154340ae61126b5ee9b48fefbb42f37fc3d9130e4a4339d24a47dd7cda8622b14eb17ae2831f4ac5b9dab84a14/06/2018 21:16:024490864",1
"01cce1175ac3c4a450e3a0f856d02734415dfa57292b8b7360d3f4cf2f9bff069c7fd21e0aa159b20da593371f08ff7c25/07/2018 20:43:1460002524",1
"01cce1175ac3c4a450e3a0f856d027349d0aa87e8df1bdbe0f79353520a2d5380bae85eb84b9fb3bd773911e89288d5423/07/2018 20:43:143623227",1
"01ccfbb0ddf88340b6eed3f1370bcf0c2ccd049c8e7ea210e079a1aa8ad924773d871de0142ce09b7081e2b9d1733cb130/08/2018 20:15:0779005978",1
"01cec5c50d2d0e069a3227efba9f16f7c30af44af15fb162e1ee0233c7e5d58311bfa66332777660bd0640ee84d4700621/09/2017 11:03:3973001526",1
"01cf88c5fb4298435526a5995720807ace6f74096c84567f22728c84f3d6e7fc8160255418d5aaa7dbdc9f4c64ebda4412/02/2018 10:11:45109901272",1
"01d0aabab5da85da61bbd4d40882b82c57fcacc3434a1f2f2b039c1b4e61f5e12138ccb85b11a4ec1e37afbd1c8eda1f31/08/2017 19:31:2618901410",1
