PK_dim_Data,Ano,Mes,Mes_N,Dia,MesAno,MesAno_Ordem,DiaSemana,NomeDiaSemana_Abr,SemanaAno,isAnoAtual,isDataPassada,Trimestre,Semestre,Ano-Semestre
2020-02-08 00:00:00.000,2020,"Fevereiro",2,8,"Fev-20",24242,6,"Sáb",6,False,True,1,1,"2020-1"
2020-02-09 00:00:00.000,2020,"Fevereiro",2,9,"Fev-20",24242,0,"Dom",7,False,True,1,1,"2020-1"
2020-02-10 00:00:00.000,2020,"Fevereiro",2,10,"Fev-20",24242,1,"Seg",7,False,True,1,1,"2020-1"
2020-02-11 00:00:00.000,2020,"Fevereiro",2,11,"Fev-20",24242,2,"Ter",7,False,True,1,1,"2020-1"
2020-02-12 00:00:00.000,2020,"Fevereiro",2,12,"Fev-20",24242,3,"Qua",7,False,True,1,1,"2020-1"
2020-02-13 00:00:00.000,2020,"Fevereiro",2,13,"Fev-20",24242,4,"Qui",7,False,True,1,1,"2020-1"
2020-02-14 00:00:00.000,2020,"Fevereiro",2,14,"Fev-20",24242,5,"Sex",7,False,True,1,1,"2020-1"
2020-02-15 00:00:00.000,2020,"Fevereiro",2,15,"Fev-20",24242,6,"Sáb",7,False,True,1,1,"2020-1"
2020-02-16 00:00:00.000,2020,"Fevereiro",2,16,"Fev-20",24242,0,"Dom",8,False,True,1,1,"2020-1"
2020-02-17 00:00:00.000,2020,"Fevereiro",2,17,"Fev-20",24242,1,"Seg",8,False,True,1,1,"2020-1"
2020-02-18 00:00:00.000,2020,"Fevereiro",2,18,"Fev-20",24242,2,"Ter",8,False,True,1,1,"2020-1"
2020-02-19 00:00:00.000,2020,"Fevereiro",2,19,"Fev-20",24242,3,"Qua",8,False,True,1,1,"2020-1"
2020-02-20 00:00:00.000,2020,"Fevereiro",2,20,"Fev-20",24242,4,"Qui",8,False,True,1,1,"2020-1"
2020-02-21 00:00:00.000,2020,"Fevereiro",2,21,"Fev-20",24242,5,"Sex",8,False,True,1,1,"2020-1"
2020-02-22 00:00:00.000,2020,"Fevereiro",2,22,"Fev-20",24242,6,"Sáb",8,False,True,1,1,"2020-1"
2020-02-23 00:00:00.000,2020,"Fevereiro",2,23,"Fev-20",24242,0,"Dom",9,False,True,1,1,"2020-1"
2020-02-24 00:00:00.000,2020,"Fevereiro",2,24,"Fev-20",24242,1,"Seg",9,False,True,1,1,"2020-1"
2020-02-25 00:00:00.000,2020,"Fevereiro",2,25,"Fev-20",24242,2,"Ter",9,False,True,1,1,"2020-1"
2020-02-26 00:00:00.000,2020,"Fevereiro",2,26,"Fev-20",24242,3,"Qua",9,False,True,1,1,"2020-1"
2020-02-27 00:00:00.000,2020,"Fevereiro",2,27,"Fev-20",24242,4,"Qui",9,False,True,1,1,"2020-1"
2020-02-28 00:00:00.000,2020,"Fevereiro",2,28,"Fev-20",24242,5,"Sex",9,False,True,1,1,"2020-1"
2020-02-29 00:00:00.000,2020,"Fevereiro",2,29,"Fev-20",24242,6,"Sáb",9,False,True,1,1,"2020-1"
2020-03-01 00:00:00.000,2020,"Março",3,1,"Mar-20",24243,0,"Dom",10,False,True,1,1,"2020-1"
2020-03-02 00:00:00.000,2020,"Março",3,2,"Mar-20",24243,1,"Seg",10,False,True,1,1,"2020-1"
2020-03-03 00:00:00.000,2020,"Março",3,3,"Mar-20",24243,2,"Ter",10,False,True,1,1,"2020-1"
2020-03-04 00:00:00.000,2020,"Março",3,4,"Mar-20",24243,3,"Qua",10,False,True,1,1,"2020-1"
2020-03-05 00:00:00.000,2020,"Março",3,5,"Mar-20",24243,4,"Qui",10,False,True,1,1,"2020-1"
2020-03-06 00:00:00.000,2020,"Março",3,6,"Mar-20",24243,5,"Sex",10,False,True,1,1,"2020-1"
2020-03-07 00:00:00.000,2020,"Março",3,7,"Mar-20",24243,6,"Sáb",10,False,True,1,1,"2020-1"
2020-03-08 00:00:00.000,2020,"Março",3,8,"Mar-20",24243,0,"Dom",11,False,True,1,1,"2020-1"
2020-03-09 00:00:00.000,2020,"Março",3,9,"Mar-20",24243,1,"Seg",11,False,True,1,1,"2020-1"
2020-03-10 00:00:00.000,2020,"Março",3,10,"Mar-20",24243,2,"Ter",11,False,True,1,1,"2020-1"
2020-03-11 00:00:00.000,2020,"Março",3,11,"Mar-20",24243,3,"Qua",11,False,True,1,1,"2020-1"
2020-03-12 00:00:00.000,2020,"Março",3,12,"Mar-20",24243,4,"Qui",11,False,True,1,1,"2020-1"
2020-03-13 00:00:00.000,2020,"Março",3,13,"Mar-20",24243,5,"Sex",11,False,True,1,1,"2020-1"
2020-03-14 00:00:00.000,2020,"Março",3,14,"Mar-20",24243,6,"Sáb",11,False,True,1,1,"2020-1"
2020-03-15 00:00:00.000,2020,"Março",3,15,"Mar-20",24243,0,"Dom",12,False,True,1,1,"2020-1"
2020-03-16 00:00:00.000,2020,"Março",3,16,"Mar-20",24243,1,"Seg",12,False,True,1,1,"2020-1"
2020-03-17 00:00:00.000,2020,"Março",3,17,"Mar-20",24243,2,"Ter",12,False,True,1,1,"2020-1"
2020-03-18 00:00:00.000,2020,"Março",3,18,"Mar-20",24243,3,"Qua",12,False,True,1,1,"2020-1"
2020-03-19 00:00:00.000,2020,"Março",3,19,"Mar-20",24243,4,"Qui",12,False,True,1,1,"2020-1"
2020-03-20 00:00:00.000,2020,"Março",3,20,"Mar-20",24243,5,"Sex",12,False,True,1,1,"2020-1"
2020-03-21 00:00:00.000,2020,"Março",3,21,"Mar-20",24243,6,"Sáb",12,False,True,1,1,"2020-1"
2020-03-22 00:00:00.000,2020,"Março",3,22,"Mar-20",24243,0,"Dom",13,False,True,1,1,"2020-1"
2020-03-23 00:00:00.000,2020,"Março",3,23,"Mar-20",24243,1,"Seg",13,False,True,1,1,"2020-1"
2020-03-24 00:00:00.000,2020,"Março",3,24,"Mar-20",24243,2,"Ter",13,False,True,1,1,"2020-1"
2020-03-25 00:00:00.000,2020,"Março",3,25,"Mar-20",24243,3,"Qua",13,False,True,1,1,"2020-1"
2020-03-26 00:00:00.000,2020,"Março",3,26,"Mar-20",24243,4,"Qui",13,False,True,1,1,"2020-1"
2020-03-27 00:00:00.000,2020,"Março",3,27,"Mar-20",24243,5,"Sex",13,False,True,1,1,"2020-1"
2020-03-28 00:00:00.000,2020,"Março",3,28,"Mar-20",24243,6,"Sáb",13,False,True,1,1,"2020-1"
2020-03-29 00:00:00.000,2020,"Março",3,29,"Mar-20",24243,0,"Dom",14,False,True,1,1,"2020-1"
2020-03-30 00:00:00.000,2020,"Março",3,30,"Mar-20",24243,1,"Seg",14,False,True,1,1,"2020-1"
2020-03-31 00:00:00.000,2020,"Março",3,31,"Mar-20",24243,2,"Ter",14,False,True,1,1,"2020-1"
2020-04-01 00:00:00.000,2020,"Abril",4,1,"Abr-20",24244,3,"Qua",14,False,True,2,1,"2020-1"
2020-04-02 00:00:00.000,2020,"Abril",4,2,"Abr-20",24244,4,"Qui",14,False,True,2,1,"2020-1"
2020-04-03 00:00:00.000,2020,"Abril",4,3,"Abr-20",24244,5,"Sex",14,False,True,2,1,"2020-1"
2020-04-04 00:00:00.000,2020,"Abril",4,4,"Abr-20",24244,6,"Sáb",14,False,True,2,1,"2020-1"
2020-04-05 00:00:00.000,2020,"Abril",4,5,"Abr-20",24244,0,"Dom",15,False,True,2,1,"2020-1"
2020-04-06 00:00:00.000,2020,"Abril",4,6,"Abr-20",24244,1,"Seg",15,False,True,2,1,"2020-1"
2020-04-07 00:00:00.000,2020,"Abril",4,7,"Abr-20",24244,2,"Ter",15,False,True,2,1,"2020-1"
2020-04-08 00:00:00.000,2020,"Abril",4,8,"Abr-20",24244,3,"Qua",15,False,True,2,1,"2020-1"
2020-04-09 00:00:00.000,2020,"Abril",4,9,"Abr-20",24244,4,"Qui",15,False,True,2,1,"2020-1"
2020-04-10 00:00:00.000,2020,"Abril",4,10,"Abr-20",24244,5,"Sex",15,False,True,2,1,"2020-1"
2020-04-11 00:00:00.000,2020,"Abril",4,11,"Abr-20",24244,6,"Sáb",15,False,True,2,1,"2020-1"
2020-04-12 00:00:00.000,2020,"Abril",4,12,"Abr-20",24244,0,"Dom",16,False,True,2,1,"2020-1"
2020-04-13 00:00:00.000,2020,"Abril",4,13,"Abr-20",24244,1,"Seg",16,False,True,2,1,"2020-1"
2020-04-14 00:00:00.000,2020,"Abril",4,14,"Abr-20",24244,2,"Ter",16,False,True,2,1,"2020-1"
2020-04-15 00:00:00.000,2020,"Abril",4,15,"Abr-20",24244,3,"Qua",16,False,True,2,1,"2020-1"
2020-04-16 00:00:00.000,2020,"Abril",4,16,"Abr-20",24244,4,"Qui",16,False,True,2,1,"2020-1"
2020-04-17 00:00:00.000,2020,"Abril",4,17,"Abr-20",24244,5,"Sex",16,False,True,2,1,"2020-1"
2020-04-18 00:00:00.000,2020,"Abril",4,18,"Abr-20",24244,6,"Sáb",16,False,True,2,1,"2020-1"
2020-04-19 00:00:00.000,2020,"Abril",4,19,"Abr-20",24244,0,"Dom",17,False,True,2,1,"2020-1"
2020-04-20 00:00:00.000,2020,"Abril",4,20,"Abr-20",24244,1,"Seg",17,False,True,2,1,"2020-1"
2020-04-21 00:00:00.000,2020,"Abril",4,21,"Abr-20",24244,2,"Ter",17,False,True,2,1,"2020-1"
2020-04-22 00:00:00.000,2020,"Abril",4,22,"Abr-20",24244,3,"Qua",17,False,True,2,1,"2020-1"
2020-04-23 00:00:00.000,2020,"Abril",4,23,"Abr-20",24244,4,"Qui",17,False,True,2,1,"2020-1"
2020-04-24 00:00:00.000,2020,"Abril",4,24,"Abr-20",24244,5,"Sex",17,False,True,2,1,"2020-1"
2020-04-25 00:00:00.000,2020,"Abril",4,25,"Abr-20",24244,6,"Sáb",17,False,True,2,1,"2020-1"
2020-04-26 00:00:00.000,2020,"Abril",4,26,"Abr-20",24244,0,"Dom",18,False,True,2,1,"2020-1"
2020-04-27 00:00:00.000,2020,"Abril",4,27,"Abr-20",24244,1,"Seg",18,False,True,2,1,"2020-1"
2020-04-28 00:00:00.000,2020,"Abril",4,28,"Abr-20",24244,2,"Ter",18,False,True,2,1,"2020-1"
2020-04-29 00:00:00.000,2020,"Abril",4,29,"Abr-20",24244,3,"Qua",18,False,True,2,1,"2020-1"
2020-04-30 00:00:00.000,2020,"Abril",4,30,"Abr-20",24244,4,"Qui",18,False,True,2,1,"2020-1"
2020-05-01 00:00:00.000,2020,"Maio",5,1,"Mai-20",24245,5,"Sex",18,False,True,2,1,"2020-1"
2020-05-02 00:00:00.000,2020,"Maio",5,2,"Mai-20",24245,6,"Sáb",18,False,True,2,1,"2020-1"
2020-05-03 00:00:00.000,2020,"Maio",5,3,"Mai-20",24245,0,"Dom",19,False,True,2,1,"2020-1"
2020-05-04 00:00:00.000,2020,"Maio",5,4,"Mai-20",24245,1,"Seg",19,False,True,2,1,"2020-1"
2020-05-05 00:00:00.000,2020,"Maio",5,5,"Mai-20",24245,2,"Ter",19,False,True,2,1,"2020-1"
2020-05-06 00:00:00.000,2020,"Maio",5,6,"Mai-20",24245,3,"Qua",19,False,True,2,1,"2020-1"
2020-05-07 00:00:00.000,2020,"Maio",5,7,"Mai-20",24245,4,"Qui",19,False,True,2,1,"2020-1"
2020-05-08 00:00:00.000,2020,"Maio",5,8,"Mai-20",24245,5,"Sex",19,False,True,2,1,"2020-1"
2020-05-09 00:00:00.000,2020,"Maio",5,9,"Mai-20",24245,6,"Sáb",19,False,True,2,1,"2020-1"
2020-05-10 00:00:00.000,2020,"Maio",5,10,"Mai-20",24245,0,"Dom",20,False,True,2,1,"2020-1"
2020-05-11 00:00:00.000,2020,"Maio",5,11,"Mai-20",24245,1,"Seg",20,False,True,2,1,"2020-1"
2020-05-12 00:00:00.000,2020,"Maio",5,12,"Mai-20",24245,2,"Ter",20,False,True,2,1,"2020-1"
2020-05-13 00:00:00.000,2020,"Maio",5,13,"Mai-20",24245,3,"Qua",20,False,True,2,1,"2020-1"
2020-05-14 00:00:00.000,2020,"Maio",5,14,"Mai-20",24245,4,"Qui",20,False,True,2,1,"2020-1"
2020-05-15 00:00:00.000,2020,"Maio",5,15,"Mai-20",24245,5,"Sex",20,False,True,2,1,"2020-1"
2020-05-16 00:00:00.000,2020,"Maio",5,16,"Mai-20",24245,6,"Sáb",20,False,True,2,1,"2020-1"
2020-05-17 00:00:00.000,2020,"Maio",5,17,"Mai-20",24245,0,"Dom",21,False,True,2,1,"2020-1"
2020-05-18 00:00:00.000,2020,"Maio",5,18,"Mai-20",24245,1,"Seg",21,False,True,2,1,"2020-1"
2020-05-19 00:00:00.000,2020,"Maio",5,19,"Mai-20",24245,2,"Ter",21,False,True,2,1,"2020-1"
2020-05-20 00:00:00.000,2020,"Maio",5,20,"Mai-20",24245,3,"Qua",21,False,True,2,1,"2020-1"
2020-05-21 00:00:00.000,2020,"Maio",5,21,"Mai-20",24245,4,"Qui",21,False,True,2,1,"2020-1"
2020-05-22 00:00:00.000,2020,"Maio",5,22,"Mai-20",24245,5,"Sex",21,False,True,2,1,"2020-1"
2020-05-23 00:00:00.000,2020,"Maio",5,23,"Mai-20",24245,6,"Sáb",21,False,True,2,1,"2020-1"
2020-05-24 00:00:00.000,2020,"Maio",5,24,"Mai-20",24245,0,"Dom",22,False,True,2,1,"2020-1"
2020-05-25 00:00:00.000,2020,"Maio",5,25,"Mai-20",24245,1,"Seg",22,False,True,2,1,"2020-1"
2020-05-26 00:00:00.000,2020,"Maio",5,26,"Mai-20",24245,2,"Ter",22,False,True,2,1,"2020-1"
2020-05-27 00:00:00.000,2020,"Maio",5,27,"Mai-20",24245,3,"Qua",22,False,True,2,1,"2020-1"
2020-05-28 00:00:00.000,2020,"Maio",5,28,"Mai-20",24245,4,"Qui",22,False,True,2,1,"2020-1"
2020-05-29 00:00:00.000,2020,"Maio",5,29,"Mai-20",24245,5,"Sex",22,False,True,2,1,"2020-1"
2020-05-30 00:00:00.000,2020,"Maio",5,30,"Mai-20",24245,6,"Sáb",22,False,True,2,1,"2020-1"
2020-05-31 00:00:00.000,2020,"Maio",5,31,"Mai-20",24245,0,"Dom",23,False,True,2,1,"2020-1"
2020-06-01 00:00:00.000,2020,"Junho",6,1,"Jun-20",24246,1,"Seg",23,False,True,2,1,"2020-1"
2020-06-02 00:00:00.000,2020,"Junho",6,2,"Jun-20",24246,2,"Ter",23,False,True,2,1,"2020-1"
2020-06-03 00:00:00.000,2020,"Junho",6,3,"Jun-20",24246,3,"Qua",23,False,True,2,1,"2020-1"
2020-06-04 00:00:00.000,2020,"Junho",6,4,"Jun-20",24246,4,"Qui",23,False,True,2,1,"2020-1"
2020-06-05 00:00:00.000,2020,"Junho",6,5,"Jun-20",24246,5,"Sex",23,False,True,2,1,"2020-1"
2020-06-06 00:00:00.000,2020,"Junho",6,6,"Jun-20",24246,6,"Sáb",23,False,True,2,1,"2020-1"
2020-06-07 00:00:00.000,2020,"Junho",6,7,"Jun-20",24246,0,"Dom",24,False,True,2,1,"2020-1"
2020-06-08 00:00:00.000,2020,"Junho",6,8,"Jun-20",24246,1,"Seg",24,False,True,2,1,"2020-1"
2020-06-09 00:00:00.000,2020,"Junho",6,9,"Jun-20",24246,2,"Ter",24,False,True,2,1,"2020-1"
2020-06-10 00:00:00.000,2020,"Junho",6,10,"Jun-20",24246,3,"Qua",24,False,True,2,1,"2020-1"
2020-06-11 00:00:00.000,2020,"Junho",6,11,"Jun-20",24246,4,"Qui",24,False,True,2,1,"2020-1"
2020-06-12 00:00:00.000,2020,"Junho",6,12,"Jun-20",24246,5,"Sex",24,False,True,2,1,"2020-1"
2020-06-13 00:00:00.000,2020,"Junho",6,13,"Jun-20",24246,6,"Sáb",24,False,True,2,1,"2020-1"
2020-06-14 00:00:00.000,2020,"Junho",6,14,"Jun-20",24246,0,"Dom",25,False,True,2,1,"2020-1"
2020-06-15 00:00:00.000,2020,"Junho",6,15,"Jun-20",24246,1,"Seg",25,False,True,2,1,"2020-1"
2020-06-16 00:00:00.000,2020,"Junho",6,16,"Jun-20",24246,2,"Ter",25,False,True,2,1,"2020-1"
2020-06-17 00:00:00.000,2020,"Junho",6,17,"Jun-20",24246,3,"Qua",25,False,True,2,1,"2020-1"
2020-06-18 00:00:00.000,2020,"Junho",6,18,"Jun-20",24246,4,"Qui",25,False,True,2,1,"2020-1"
2020-06-19 00:00:00.000,2020,"Junho",6,19,"Jun-20",24246,5,"Sex",25,False,True,2,1,"2020-1"
2020-06-20 00:00:00.000,2020,"Junho",6,20,"Jun-20",24246,6,"Sáb",25,False,True,2,1,"2020-1"
2020-06-21 00:00:00.000,2020,"Junho",6,21,"Jun-20",24246,0,"Dom",26,False,True,2,1,"2020-1"
2020-06-22 00:00:00.000,2020,"Junho",6,22,"Jun-20",24246,1,"Seg",26,False,True,2,1,"2020-1"
2020-06-23 00:00:00.000,2020,"Junho",6,23,"Jun-20",24246,2,"Ter",26,False,True,2,1,"2020-1"
2020-06-24 00:00:00.000,2020,"Junho",6,24,"Jun-20",24246,3,"Qua",26,False,True,2,1,"2020-1"
2020-06-25 00:00:00.000,2020,"Junho",6,25,"Jun-20",24246,4,"Qui",26,False,True,2,1,"2020-1"
2020-06-26 00:00:00.000,2020,"Junho",6,26,"Jun-20",24246,5,"Sex",26,False,True,2,1,"2020-1"
2020-06-27 00:00:00.000,2020,"Junho",6,27,"Jun-20",24246,6,"Sáb",26,False,True,2,1,"2020-1"
2020-06-28 00:00:00.000,2020,"Junho",6,28,"Jun-20",24246,0,"Dom",27,False,True,2,1,"2020-1"
2020-06-29 00:00:00.000,2020,"Junho",6,29,"Jun-20",24246,1,"Seg",27,False,True,2,1,"2020-1"
2020-06-30 00:00:00.000,2020,"Junho",6,30,"Jun-20",24246,2,"Ter",27,False,True,2,1,"2020-1"
2019-01-01 00:00:00.000,2019,"Janeiro",1,1,"Jan-19",24229,2,"Ter",1,False,True,1,1,"2019-1"
2019-01-02 00:00:00.000,2019,"Janeiro",1,2,"Jan-19",24229,3,"Qua",1,False,True,1,1,"2019-1"
2019-01-03 00:00:00.000,2019,"Janeiro",1,3,"Jan-19",24229,4,"Qui",1,False,True,1,1,"2019-1"
2019-01-04 00:00:00.000,2019,"Janeiro",1,4,"Jan-19",24229,5,"Sex",1,False,True,1,1,"2019-1"
2019-01-05 00:00:00.000,2019,"Janeiro",1,5,"Jan-19",24229,6,"Sáb",1,False,True,1,1,"2019-1"
2019-01-06 00:00:00.000,2019,"Janeiro",1,6,"Jan-19",24229,0,"Dom",2,False,True,1,1,"2019-1"
2019-01-07 00:00:00.000,2019,"Janeiro",1,7,"Jan-19",24229,1,"Seg",2,False,True,1,1,"2019-1"
2019-01-08 00:00:00.000,2019,"Janeiro",1,8,"Jan-19",24229,2,"Ter",2,False,True,1,1,"2019-1"
2019-01-09 00:00:00.000,2019,"Janeiro",1,9,"Jan-19",24229,3,"Qua",2,False,True,1,1,"2019-1"
2019-01-10 00:00:00.000,2019,"Janeiro",1,10,"Jan-19",24229,4,"Qui",2,False,True,1,1,"2019-1"
2019-01-11 00:00:00.000,2019,"Janeiro",1,11,"Jan-19",24229,5,"Sex",2,False,True,1,1,"2019-1"
2019-01-12 00:00:00.000,2019,"Janeiro",1,12,"Jan-19",24229,6,"Sáb",2,False,True,1,1,"2019-1"
2019-01-13 00:00:00.000,2019,"Janeiro",1,13,"Jan-19",24229,0,"Dom",3,False,True,1,1,"2019-1"
2019-01-14 00:00:00.000,2019,"Janeiro",1,14,"Jan-19",24229,1,"Seg",3,False,True,1,1,"2019-1"
2019-01-15 00:00:00.000,2019,"Janeiro",1,15,"Jan-19",24229,2,"Ter",3,False,True,1,1,"2019-1"
2019-01-16 00:00:00.000,2019,"Janeiro",1,16,"Jan-19",24229,3,"Qua",3,False,True,1,1,"2019-1"
2019-01-17 00:00:00.000,2019,"Janeiro",1,17,"Jan-19",24229,4,"Qui",3,False,True,1,1,"2019-1"
2019-01-18 00:00:00.000,2019,"Janeiro",1,18,"Jan-19",24229,5,"Sex",3,False,True,1,1,"2019-1"
2019-01-19 00:00:00.000,2019,"Janeiro",1,19,"Jan-19",24229,6,"Sáb",3,False,True,1,1,"2019-1"
2019-01-20 00:00:00.000,2019,"Janeiro",1,20,"Jan-19",24229,0,"Dom",4,False,True,1,1,"2019-1"
2019-01-21 00:00:00.000,2019,"Janeiro",1,21,"Jan-19",24229,1,"Seg",4,False,True,1,1,"2019-1"
2019-01-22 00:00:00.000,2019,"Janeiro",1,22,"Jan-19",24229,2,"Ter",4,False,True,1,1,"2019-1"
2019-01-23 00:00:00.000,2019,"Janeiro",1,23,"Jan-19",24229,3,"Qua",4,False,True,1,1,"2019-1"
2019-01-24 00:00:00.000,2019,"Janeiro",1,24,"Jan-19",24229,4,"Qui",4,False,True,1,1,"2019-1"
2019-01-25 00:00:00.000,2019,"Janeiro",1,25,"Jan-19",24229,5,"Sex",4,False,True,1,1,"2019-1"
2019-01-26 00:00:00.000,2019,"Janeiro",1,26,"Jan-19",24229,6,"Sáb",4,False,True,1,1,"2019-1"
2019-01-27 00:00:00.000,2019,"Janeiro",1,27,"Jan-19",24229,0,"Dom",5,False,True,1,1,"2019-1"
2019-01-28 00:00:00.000,2019,"Janeiro",1,28,"Jan-19",24229,1,"Seg",5,False,True,1,1,"2019-1"
2019-01-29 00:00:00.000,2019,"Janeiro",1,29,"Jan-19",24229,2,"Ter",5,False,True,1,1,"2019-1"
2019-01-30 00:00:00.000,2019,"Janeiro",1,30,"Jan-19",24229,3,"Qua",5,False,True,1,1,"2019-1"
2019-01-31 00:00:00.000,2019,"Janeiro",1,31,"Jan-19",24229,4,"Qui",5,False,True,1,1,"2019-1"
2019-02-01 00:00:00.000,2019,"Fevereiro",2,1,"Fev-19",24230,5,"Sex",5,False,True,1,1,"2019-1"
2019-02-02 00:00:00.000,2019,"Fevereiro",2,2,"Fev-19",24230,6,"Sáb",5,False,True,1,1,"2019-1"
2019-02-03 00:00:00.000,2019,"Fevereiro",2,3,"Fev-19",24230,0,"Dom",6,False,True,1,1,"2019-1"
2019-02-04 00:00:00.000,2019,"Fevereiro",2,4,"Fev-19",24230,1,"Seg",6,False,True,1,1,"2019-1"
2019-02-05 00:00:00.000,2019,"Fevereiro",2,5,"Fev-19",24230,2,"Ter",6,False,True,1,1,"2019-1"
2019-02-06 00:00:00.000,2019,"Fevereiro",2,6,"Fev-19",24230,3,"Qua",6,False,True,1,1,"2019-1"
2019-02-07 00:00:00.000,2019,"Fevereiro",2,7,"Fev-19",24230,4,"Qui",6,False,True,1,1,"2019-1"
2019-02-08 00:00:00.000,2019,"Fevereiro",2,8,"Fev-19",24230,5,"Sex",6,False,True,1,1,"2019-1"
2019-02-09 00:00:00.000,2019,"Fevereiro",2,9,"Fev-19",24230,6,"Sáb",6,False,True,1,1,"2019-1"
2019-02-10 00:00:00.000,2019,"Fevereiro",2,10,"Fev-19",24230,0,"Dom",7,False,True,1,1,"2019-1"
2019-02-11 00:00:00.000,2019,"Fevereiro",2,11,"Fev-19",24230,1,"Seg",7,False,True,1,1,"2019-1"
2019-02-12 00:00:00.000,2019,"Fevereiro",2,12,"Fev-19",24230,2,"Ter",7,False,True,1,1,"2019-1"
2019-02-13 00:00:00.000,2019,"Fevereiro",2,13,"Fev-19",24230,3,"Qua",7,False,True,1,1,"2019-1"
2019-02-14 00:00:00.000,2019,"Fevereiro",2,14,"Fev-19",24230,4,"Qui",7,False,True,1,1,"2019-1"
2019-02-15 00:00:00.000,2019,"Fevereiro",2,15,"Fev-19",24230,5,"Sex",7,False,True,1,1,"2019-1"
2019-02-16 00:00:00.000,2019,"Fevereiro",2,16,"Fev-19",24230,6,"Sáb",7,False,True,1,1,"2019-1"
2019-02-17 00:00:00.000,2019,"Fevereiro",2,17,"Fev-19",24230,0,"Dom",8,False,True,1,1,"2019-1"
2019-02-18 00:00:00.000,2019,"Fevereiro",2,18,"Fev-19",24230,1,"Seg",8,False,True,1,1,"2019-1"
2019-02-19 00:00:00.000,2019,"Fevereiro",2,19,"Fev-19",24230,2,"Ter",8,False,True,1,1,"2019-1"
2019-02-20 00:00:00.000,2019,"Fevereiro",2,20,"Fev-19",24230,3,"Qua",8,False,True,1,1,"2019-1"
2019-02-21 00:00:00.000,2019,"Fevereiro",2,21,"Fev-19",24230,4,"Qui",8,False,True,1,1,"2019-1"
2019-02-22 00:00:00.000,2019,"Fevereiro",2,22,"Fev-19",24230,5,"Sex",8,False,True,1,1,"2019-1"
2019-02-23 00:00:00.000,2019,"Fevereiro",2,23,"Fev-19",24230,6,"Sáb",8,False,True,1,1,"2019-1"
2019-02-24 00:00:00.000,2019,"Fevereiro",2,24,"Fev-19",24230,0,"Dom",9,False,True,1,1,"2019-1"
2019-02-25 00:00:00.000,2019,"Fevereiro",2,25,"Fev-19",24230,1,"Seg",9,False,True,1,1,"2019-1"
2019-02-26 00:00:00.000,2019,"Fevereiro",2,26,"Fev-19",24230,2,"Ter",9,False,True,1,1,"2019-1"
2019-02-27 00:00:00.000,2019,"Fevereiro",2,27,"Fev-19",24230,3,"Qua",9,False,True,1,1,"2019-1"
2019-02-28 00:00:00.000,2019,"Fevereiro",2,28,"Fev-19",24230,4,"Qui",9,False,True,1,1,"2019-1"
2019-03-01 00:00:00.000,2019,"Março",3,1,"Mar-19",24231,5,"Sex",9,False,True,1,1,"2019-1"
2019-03-02 00:00:00.000,2019,"Março",3,2,"Mar-19",24231,6,"Sáb",9,False,True,1,1,"2019-1"
2019-03-03 00:00:00.000,2019,"Março",3,3,"Mar-19",24231,0,"Dom",10,False,True,1,1,"2019-1"
2019-03-04 00:00:00.000,2019,"Março",3,4,"Mar-19",24231,1,"Seg",10,False,True,1,1,"2019-1"
2019-03-05 00:00:00.000,2019,"Março",3,5,"Mar-19",24231,2,"Ter",10,False,True,1,1,"2019-1"
2019-03-06 00:00:00.000,2019,"Março",3,6,"Mar-19",24231,3,"Qua",10,False,True,1,1,"2019-1"
2019-03-07 00:00:00.000,2019,"Março",3,7,"Mar-19",24231,4,"Qui",10,False,True,1,1,"2019-1"
2019-03-08 00:00:00.000,2019,"Março",3,8,"Mar-19",24231,5,"Sex",10,False,True,1,1,"2019-1"
2019-03-09 00:00:00.000,2019,"Março",3,9,"Mar-19",24231,6,"Sáb",10,False,True,1,1,"2019-1"
2019-03-10 00:00:00.000,2019,"Março",3,10,"Mar-19",24231,0,"Dom",11,False,True,1,1,"2019-1"
2019-03-11 00:00:00.000,2019,"Março",3,11,"Mar-19",24231,1,"Seg",11,False,True,1,1,"2019-1"
2019-03-12 00:00:00.000,2019,"Março",3,12,"Mar-19",24231,2,"Ter",11,False,True,1,1,"2019-1"
2019-03-13 00:00:00.000,2019,"Março",3,13,"Mar-19",24231,3,"Qua",11,False,True,1,1,"2019-1"
2019-03-14 00:00:00.000,2019,"Março",3,14,"Mar-19",24231,4,"Qui",11,False,True,1,1,"2019-1"
2019-03-15 00:00:00.000,2019,"Março",3,15,"Mar-19",24231,5,"Sex",11,False,True,1,1,"2019-1"
2019-03-16 00:00:00.000,2019,"Março",3,16,"Mar-19",24231,6,"Sáb",11,False,True,1,1,"2019-1"
2019-03-17 00:00:00.000,2019,"Março",3,17,"Mar-19",24231,0,"Dom",12,False,True,1,1,"2019-1"
2019-03-18 00:00:00.000,2019,"Março",3,18,"Mar-19",24231,1,"Seg",12,False,True,1,1,"2019-1"
2019-03-19 00:00:00.000,2019,"Março",3,19,"Mar-19",24231,2,"Ter",12,False,True,1,1,"2019-1"
2019-03-20 00:00:00.000,2019,"Março",3,20,"Mar-19",24231,3,"Qua",12,False,True,1,1,"2019-1"
2019-03-21 00:00:00.000,2019,"Março",3,21,"Mar-19",24231,4,"Qui",12,False,True,1,1,"2019-1"
