order_id,invoice_id,product_id,count,discount,Sum of price,Sales
1751,1019,90,17,1,"16.62",265.54
1760,1251,65,8,1,"82.79",654.32
1764,1844,18,8,1,"48.37",378.96
1771,1468,91,63,1,"3.9",182.7
1774,692,10,98,1,"31.46",2985.08
1776,1235,50,3,1,"59.89",176.67000000000002
1777,700,42,2,1,"39.94",77.88
1781,427,59,32,1,"7.81",217.92
1788,877,69,1,1,"59.75",58.75
1798,220,80,50,1,"40.88",1994.0000000000002
1807,330,22,24,1,"1.03",0.72000000000000064
1809,342,70,30,1,"3.14",64.2
1811,1348,4,49,1,"78.09",3777.4100000000003
1812,335,85,95,1,"62.51",5843.45
1816,969,10,86,1,"31.46",2619.56
1817,1681,21,87,1,"9.37",728.18999999999994
1819,1368,12,21,1,"53.5",1102.5
1820,134,34,27,1,"32.8",858.59999999999991
1823,1198,12,35,1,"53.5",1837.5
1826,1463,65,73,1,"82.79",5970.67
1829,1751,51,75,1,"48.44",3558
1830,201,37,16,1,"32.79",508.64
1831,432,100,50,1,"13.72",636
1834,1566,36,88,1,"77.49",6731.12
1835,1732,20,46,1,"40.84",1832.64
1837,1681,87,69,1,"15.7",1014.3
1839,1653,97,99,1,"30.89",2959.11
1841,34,47,25,1,"25.9",622.5
1843,932,93,29,1,"45.26",1283.54
1844,783,2,88,1,"35.93",3073.84
1845,1191,36,25,1,"77.49",1912.2499999999998
1847,1937,35,37,1,"67.38",2456.06
1850,1616,23,81,1,"31.89",2502.09
1852,78,30,32,1,"28.06",865.92
1858,271,30,4,1,"28.06",108.24
1859,1349,75,53,1,"35.33",1819.49
1861,1207,45,20,1,"52.57",1031.4
1862,620,22,60,1,"1.03",1.8000000000000016
1864,1522,86,87,1,"23.74",1978.3799999999999
1865,1922,29,32,1,"81.81",2585.92
1866,1163,58,29,1,"71.87",2055.23
1868,482,53,6,1,"17.39",98.34
1870,172,87,36,1,"15.7",529.19999999999993
1872,1545,33,59,1,"14",767
1874,981,98,53,1,"63.15",3293.95
1878,1515,80,53,1,"40.88",2113.6400000000003
1879,1719,74,81,1,"75.9",6066.9000000000015
1881,573,48,25,1,"17.29",407.25
1882,783,44,49,1,"15.93",731.56999999999994
1883,1590,76,98,1,"37.53",3579.94
1886,1530,9,18,1,"15.21",255.78000000000003
1887,696,13,7,1,"54.94",377.58
1888,1555,51,31,1,"48.44",1470.6399999999999
1889,1153,35,64,1,"67.38",4248.32
1890,1123,66,50,1,"16.12",756
1891,166,62,84,1,"54.82",4520.88
1892,88,8,38,1,"21.14",765.32
1895,739,6,92,1,"31.81",2834.52
1896,1169,61,87,1,"29.28",2460.36
1897,1176,19,55,1,"17.68",917.4
1898,1200,35,1,1,"67.38",66.38
1899,1756,71,84,1,"11.78",905.52
1905,1958,1,23,1,"6.18",119.13999999999999
1907,352,92,45,1,"34.26",1496.6999999999998
1911,303,12,89,1,"53.5",4672.5
1913,1907,69,11,1,"59.75",646.25
1914,971,74,80,1,"75.9",5992
1915,75,69,31,1,"59.75",1821.25
1919,654,84,57,1,"76.11",4281.2699999999995
1920,567,81,79,1,"26.67",2027.93
1921,121,67,2,1,"7.21",12.42
1932,123,87,57,1,"15.7",837.9
1938,972,4,67,1,"78.09",5165.0300000000007
1940,703,71,25,1,"11.78",269.5
1941,621,97,29,1,"30.89",866.81000000000006
1942,1369,39,83,1,"7.92",574.36
1944,321,26,53,1,"20.06",1010.18
1947,1426,50,38,1,"59.89",2237.82
1948,934,23,21,1,"31.89",648.69
1950,1368,80,53,1,"40.88",2113.6400000000003
1951,520,13,87,1,"54.94",4692.78
1955,1772,92,22,1,"34.26",731.71999999999991
1958,1105,99,29,1,"16.22",441.38
1960,601,3,64,1,"38.16",2378.24
1962,623,96,23,1,"35.95",803.85
1963,1719,2,26,1,"35.93",908.18
1964,753,23,98,1,"31.89",3027.2200000000003
1967,977,51,45,1,"48.44",2134.7999999999997
1972,1697,24,34,1,"44.87",1491.58
1974,272,5,59,1,"37.11",2130.49
1977,1204,88,9,1,"69.95",620.55000000000007
1980,587,73,64,1,"53.3",3347.2
1982,691,27,85,1,"28.97",2377.45
1985,1588,67,74,1,"7.21",459.54
1988,1284,54,40,1,"49.33",1933.1999999999998
1989,1243,51,33,1,"48.44",1565.52
1990,1489,19,31,1,"17.68",517.08
1992,72,65,36,1,"82.79",2944.44
1994,427,38,1,1,"35.6",34.6
1998,93,35,1,1,"67.38",66.38
3,1,19,6,0,"17.68",106.08
7,25,24,42,0,"44.87",1884.54
17,15,82,59,0,"27.9",1646.1
20,65,34,38,0,"32.8",1246.3999999999999
25,56,73,3,0,"53.3",159.89999999999998
26,100,85,31,0,"62.51",1937.81
28,26,19,52,0,"17.68",919.36
29,19,10,43,0,"31.46",1352.78
30,54,19,46,0,"17.68",813.28
34,91,35,44,0,"67.38",2964.72
36,80,22,39,0,"1.03",40.17
41,54,32,13,0,"40.69",528.97
46,99,63,97,0,"3.21",311.37
48,19,3,79,0,"38.16",3014.64
50,90,70,30,0,"3.14",94.2
54,7,90,14,0,"16.62",232.68
55,5,94,21,0,"27.06",568.26
58,81,49,43,0,"17.77",764.11
59,91,42,7,0,"39.94",279.58
63,87,15,47,0,"38.12",1791.6399999999999
64,32,95,25,0,"82.8",2070
72,25,45,36,0,"52.57",1892.52
73,47,11,8,0,"36.9",295.2
75,64,48,98,0,"17.29",1694.4199999999998
78,51,88,16,0,"69.95",1119.2
84,96,76,93,0,"37.53",3490.29
86,35,77,29,0,"80.12",2323.48
88,18,68,94,0,"75.49",7096.0599999999995
90,2,84,63,0,"76.11",4794.93
91,33,34,57,0,"32.8",1869.6
96,41,20,44,0,"40.84",1796.96
98,20,57,43,0,"32.58",1400.9399999999998
99,28,47,40,0,"25.9",1036
100,13,31,66,0,"3.77",248.82
102,30,17,53,0,"0.71",37.629999999999995
103,95,4,94,0,"78.09",7340.46
104,35,82,96,0,"27.9",2678.3999999999996
107,7,13,8,0,"54.94",439.52
109,84,2,67,0,"35.93",2407.31
110,4,52,74,0,"78.3",5794.2
111,100,28,46,0,"8.36",384.55999999999995
113,5,71,71,0,"11.78",836.38
115,25,9,11,0,"15.21",167.31
119,49,62,85,0,"54.82",4659.7
121,72,75,85,0,"35.33",3003.0499999999997
122,84,49,24,0,"17.77",426.48
126,90,29,42,0,"81.81",3436.02
128,85,94,68,0,"27.06",1840.08
129,94,54,78,0,"49.33",3847.74
131,44,85,41,0,"62.51",2562.91
133,25,89,2,0,"27.92",55.84
139,45,8,45,0,"21.14",951.30000000000007
141,31,58,27,0,"71.87",1940.4900000000002
142,42,36,86,0,"77.49",6664.1399999999994
145,85,64,64,0,"48.28",3089.92
149,76,98,34,0,"63.15",2147.1
152,8,57,43,0,"32.58",1400.9399999999998
155,23,63,28,0,"3.21",89.88
161,6,7,60,0,"43.57",2614.2
167,64,51,98,0,"48.44",4747.12
169,11,59,30,0,"7.81",234.29999999999998
171,62,15,97,0,"38.12",3697.64
172,70,48,8,0,"17.29",138.32
173,50,59,96,0,"7.81",749.76
177,60,55,33,0,"35.91",1185.03
178,92,57,84,0,"32.58",2736.72
180,47,70,7,0,"3.14",21.98
181,65,13,33,0,"54.94",1813.02
185,50,9,56,0,"15.21",851.76
188,79,99,29,0,"16.22",470.38
202,47,38,1,0,"35.6",35.6
203,67,8,59,0,"21.14",1247.26
213,94,51,27,0,"48.44",1307.8799999999999
214,81,34,97,0,"32.8",3181.6
217,77,58,49,0,"71.87",3521.63
219,70,98,60,0,"63.15",3789
220,76,70,27,0,"3.14",84.78
224,68,24,76,0,"44.87",3410.12
229,5,10,96,0,"31.46",3020.16
230,28,18,40,0,"48.37",1934.8
233,66,36,58,0,"77.49",4494.42
236,18,39,2,0,"7.92",15.84
247,64,56,63,0,"63.21",3982.23
255,56,78,12,0,"72.19",866.28
257,38,76,84,0,"37.53",3152.52
263,31,3,54,0,"38.16",2060.64
265,100,16,43,0,"73.22",3148.46
267,86,43,1,0,"58.35",58.35
270,51,49,81,0,"17.77",1439.37
271,49,60,99,0,"71.64",7092.36
276,69,83,33,0,"8.79",290.07
277,99,70,78,0,"3.14",244.92000000000002
278,29,35,39,0,"67.38",2627.8199999999997
284,16,30,98,0,"28.06",2749.8799999999997
285,39,47,70,0,"25.9",1813
288,29,86,6,0,"23.74",142.44
292,16,64,22,0,"48.28",1062.16
301,67,2,91,0,"35.93",3269.63
302,60,75,7,0,"35.33",247.31
303,77,55,98,0,"35.91",3519.18
304,21,50,18,0,"59.89",1078.02
305,26,8,12,0,"21.14",253.68
306,29,72,83,0,"16.1",1336.3000000000002
308,53,92,5,0,"34.26",171.29999999999998
310,44,78,95,0,"72.19",6858.05
321,30,35,74,0,"67.38",4986.12
324,77,79,92,0,"0.31",28.52
327,100,98,15,0,"63.15",947.25
328,78,39,37,0,"7.92",293.04
331,17,69,75,0,"59.75",4481.25
332,49,71,11,0,"11.78",129.57999999999998
334,54,55,75,0,"35.91",2693.2499999999995
343,12,13,61,0,"54.94",3351.3399999999997
344,32,30,91,0,"28.06",2553.46
345,14,47,87,0,"25.9",2253.2999999999997
355,86,40,21,0,"36.34",763.1400000000001
356,85,59,39,0,"7.81",304.59
357,80,88,97,0,"69.95",6785.1500000000015
361,91,81,49,0,"26.67",1306.8300000000002
362,36,43,12,0,"58.35",700.2
364,60,34,62,0,"32.8",2033.6
365,46,100,10,0,"13.72",137.20000000000002
367,40,40,32,0,"36.34",1162.88
372,33,67,100,0,"7.21",721
377,15,25,71,0,"81.41",5780.11
379,38,95,10,0,"82.8",828
380,9,91,18,0,"3.9",70.2
385,69,49,17,0,"17.77",302.09
390,86,66,51,0,"16.12",822.12
391,40,98,4,0,"63.15",252.6
393,44,23,5,0,"31.89",159.45
396,89,84,35,0,"76.11",2663.85
399,26,30,83,0,"28.06",2328.98
400,48,71,26,0,"11.78",306.28
407,3,84,25,0,"76.11",1902.75
410,26,97,74,0,"30.89",2285.86
411,57,14,37,0,"17.42",644.54000000000008
412,17,77,16,0,"80.12",1281.92
413,46,22,86,0,"1.03",88.58
415,6,87,1,0,"15.7",15.7
416,80,53,65,0,"17.39",1130.3500000000001
421,64,46,27,0,"16.55",446.85
422,5,5,38,0,"37.11",1410.18
423,93,40,66,0,"36.34",2398.44
424,37,86,51,0,"23.74",1210.74
425,10,87,48,0,"15.7",753.59999999999991
434,82,54,40,0,"49.33",1973.1999999999998
436,62,53,61,0,"17.39",1060.79
440,25,75,62,0,"35.33",2190.46
441,89,76,18,0,"37.53",675.54
443,68,42,78,0,"39.94",3115.3199999999997
446,78,66,47,0,"16.12",757.6400000000001
447,87,46,40,0,"16.55",662
450,86,96,1,0,"35.95",35.95
452,25,21,81,0,"9.37",758.96999999999991
455,43,56,16,0,"63.21",1011.36
458,47,100,45,0,"13.72",617.4
461,99,12,62,0,"53.5",3317
467,56,92,50,0,"34.26",1713
469,92,57,53,0,"32.58",1726.74
473,90,79,6,0,"0.31",1.8599999999999999
474,47,75,12,0,"35.33",423.96
478,29,21,63,0,"9.37",590.31
480,17,30,45,0,"28.06",1262.7
487,83,82,26,0,"27.9",725.4
494,41,81,58,0,"26.67",1546.8600000000001
497,96,5,16,0,"37.11",593.76
499,93,96,40,0,"35.95",1438
501,7,97,16,0,"30.89",494.24
502,99,100,31,0,"13.72",425.32
506,92,3,94,0,"38.16",3587.0399999999995
508,2,54,94,0,"49.33",4637.0199999999995
509,38,85,12,0,"62.51",750.12
510,84,44,17,0,"15.93",270.81
512,91,80,98,0,"40.88",4006.2400000000002
514,89,67,98,0,"7.21",706.58
516,33,17,69,0,"0.71",48.989999999999995
521,30,63,17,0,"3.21",54.57
522,5,56,80,0,"63.21",5056.8
523,86,55,85,0,"35.91",3052.35
525,81,43,28,0,"58.35",1633.8
526,68,4,37,0,"78.09",2889.33
527,96,96,9,0,"35.95",323.55
541,97,89,98,0,"27.92",2736.1600000000003
543,26,76,40,0,"37.53",1501.2
545,6,43,63,0,"58.35",3676.05
546,6,29,18,0,"81.81",1472.58
548,4,50,55,0,"59.89",3293.95
550,2,66,16,0,"16.12",257.92
551,55,24,22,0,"44.87",987.14
556,40,45,4,0,"52.57",210.28
558,19,83,31,0,"8.79",272.48999999999995
565,69,97,21,0,"30.89",648.69
568,92,68,78,0,"75.49",5888.2199999999993
572,100,52,76,0,"78.3",5950.8
573,52,20,6,0,"40.84",245.04000000000002
574,90,30,15,0,"28.06",420.9
575,19,29,56,0,"81.81",4581.3600000000006
578,77,56,85,0,"63.21",5372.85
579,94,96,29,0,"35.95",1042.5500000000002
580,53,30,49,0,"28.06",1374.9399999999998
587,46,23,36,0,"31.89",1148.04
589,16,34,100,0,"32.8",3279.9999999999995
590,72,74,41,0,"75.9",3111.9
598,63,14,13,0,"17.42",226.46000000000004
599,24,73,74,0,"53.3",3944.2
600,3,17,99,0,"0.71",70.289999999999992
604,92,92,57,0,"34.26",1952.82
608,22,99,8,0,"16.22",129.76
610,81,98,85,0,"63.15",5367.75
611,100,99,70,0,"16.22",1135.3999999999999
613,77,76,67,0,"37.53",2514.51
618,32,12,73,0,"53.5",3905.5
620,14,57,42,0,"32.58",1368.36
628,25,94,32,0,"27.06",865.92
631,28,48,1,0,"17.29",17.29
636,83,31,91,0,"3.77",343.07
638,87,32,40,0,"40.69",1627.6
639,76,56,60,0,"63.21",3792.6
642,44,62,58,0,"54.82",3179.56
648,3,60,15,0,"71.64",1074.6
652,9,22,88,0,"1.03",90.64
656,33,85,19,0,"62.51",1187.69
660,22,71,50,0,"11.78",589
661,29,39,94,0,"7.92",744.48
663,8,31,69,0,"3.77",260.13
665,62,15,63,0,"38.12",2401.56
666,55,69,25,0,"59.75",1493.75
667,16,84,65,0,"76.11",4947.15
669,66,87,95,0,"15.7",1491.5
670,7,54,89,0,"49.33",4390.37
672,4,7,8,0,"43.57",348.56
675,52,24,96,0,"44.87",4307.5199999999995
676,35,40,15,0,"36.34",545.1
677,9,27,68,0,"28.97",1969.96
685,49,43,6,0,"58.35",350.1
686,99,35,99,0,"67.38",6670.62
690,82,49,80,0,"17.77",1421.6
695,50,55,49,0,"35.91",1759.59
698,75,35,52,0,"67.38",3503.7599999999998
699,1,73,3,0,"53.3",159.89999999999998
704,32,16,52,0,"73.22",3807.44
705,22,99,21,0,"16.22",340.62
707,36,32,30,0,"40.69",1220.6999999999998
710,74,17,21,0,"0.71",14.91
712,60,83,70,0,"8.79",615.3
715,74,98,20,0,"63.15",1263
717,26,55,45,0,"35.91",1615.9499999999998
722,93,5,41,0,"37.11",1521.51
727,57,69,35,0,"59.75",2091.25
728,12,70,63,0,"3.14",197.82000000000002
729,39,38,75,0,"35.6",2670
730,26,58,81,0,"71.87",5821.47
734,11,25,66,0,"81.41",5373.0599999999995
737,64,25,56,0,"81.41",4558.96
738,3,19,77,0,"17.68",1361.36
739,27,9,79,0,"15.21",1201.5900000000001
740,17,58,77,0,"71.87",5533.9900000000007
744,57,40,15,0,"36.34",545.1
745,82,73,36,0,"53.3",1918.8
747,89,100,19,0,"13.72",260.68
748,66,30,9,0,"28.06",252.54
755,14,18,27,0,"48.37",1305.99
756,70,90,43,0,"16.62",714.66000000000008
758,79,33,19,0,"14",266
763,71,32,63,0,"40.69",2563.47
764,69,67,25,0,"7.21",180.25
768,65,1,95,0,"6.18",587.1
769,95,30,92,0,"28.06",2581.52
776,38,77,89,0,"80.12",7130.68
777,62,46,43,0,"16.55",711.65
782,74,98,56,0,"63.15",3536.4
783,82,77,57,0,"80.12",4566.84
784,96,79,3,0,"0.31",0.92999999999999994
786,72,82,54,0,"27.9",1506.6
787,97,90,40,0,"16.62",664.80000000000007
788,88,87,16,0,"15.7",251.2
800,53,12,57,0,"53.5",3049.5
801,88,51,27,0,"48.44",1307.8799999999999
808,96,10,40,0,"31.46",1258.4
813,69,22,6,0,"1.03",6.18
816,79,78,67,0,"72.19",4836.73
817,29,89,72,0,"27.92",2010.2400000000002
819,86,73,60,0,"53.3",3198
820,73,57,65,0,"32.58",2117.7
821,3,55,12,0,"35.91",430.91999999999996
823,27,28,79,0,"8.36",660.43999999999994
827,44,94,74,0,"27.06",2002.4399999999998
828,14,61,40,0,"29.28",1171.2
835,70,36,44,0,"77.49",3409.56
841,51,52,62,0,"78.3",4854.5999999999995
845,3,67,79,0,"7.21",569.59
846,76,47,37,0,"25.9",958.3
847,87,22,5,0,"1.03",5.15
848,97,71,51,0,"11.78",600.78
850,31,39,2,0,"7.92",15.84
852,14,62,4,0,"54.82",219.28
854,88,73,12,0,"53.3",639.59999999999991
855,9,90,64,0,"16.62",1063.68
856,66,94,5,0,"27.06",135.29999999999998
857,39,52,79,0,"78.3",6185.7
860,69,38,71,0,"35.6",2527.6
861,66,58,73,0,"71.87",5246.51
863,27,73,48,0,"53.3",2558.3999999999996
865,77,40,63,0,"36.34",2289.42
867,56,16,43,0,"73.22",3148.46
870,49,5,60,0,"37.11",2226.6
871,89,10,17,0,"31.46",534.82
881,86,65,60,0,"82.79",4967.4000000000015
882,94,87,100,0,"15.7",1570
884,90,16,32,0,"73.22",2343.04
885,33,48,37,0,"17.29",639.73
888,48,17,3,0,"0.71",2.13
889,36,18,61,0,"48.37",2950.5699999999997
892,49,55,70,0,"35.91",2513.7
903,89,4,94,0,"78.09",7340.46
904,57,2,75,0,"35.93",2694.75
906,70,79,89,0,"0.31",27.59
910,60,74,61,0,"75.9",4629.9000000000005
913,90,99,48,0,"16.22",778.56
916,58,17,92,0,"0.71",65.32
918,99,32,37,0,"40.69",1505.53
920,95,33,34,0,"14",476
921,38,70,7,0,"3.14",21.98
922,41,3,84,0,"38.16",3205.4399999999996
927,95,89,37,0,"27.92",1033.04
931,62,71,45,0,"11.78",530.1
932,63,11,27,0,"36.9",996.3
937,16,31,9,0,"3.77",33.93
939,54,12,51,0,"53.5",2728.5
942,32,85,85,0,"62.51",5313.3499999999995
945,12,20,38,0,"40.84",1551.92
946,29,90,45,0,"16.62",747.90000000000009
949,99,66,72,0,"16.12",1160.64
952,8,32,67,0,"40.69",2726.23
953,56,56,85,0,"63.21",5372.85
954,88,30,4,0,"28.06",112.24
957,91,98,29,0,"63.15",1831.35
958,15,51,45,0,"48.44",2179.7999999999997
959,51,91,32,0,"3.9",124.8
963,6,7,93,0,"43.57",4052.01
964,62,74,48,0,"75.9",3643.2000000000003
969,71,73,86,0,"53.3",4583.8
971,92,35,8,0,"67.38",539.04
973,78,15,14,0,"38.12",533.68
978,73,39,79,0,"7.92",625.68
980,72,64,95,0,"48.28",4586.6
986,39,30,84,0,"28.06",2357.04
992,29,61,23,0,"29.28",673.44
995,9,31,72,0,"3.77",271.44
998,94,10,84,0,"31.46",2642.64
999,83,18,42,0,"48.37",2031.54
1003,1416,66,34,0,"16.12",548.08
1005,1600,6,28,0,"31.81",890.68
1010,690,34,64,0,"32.8",2099.2
1013,842,43,31,0,"58.35",1808.8500000000001
1018,1658,18,3,0,"48.37",145.10999999999999
1020,1950,3,72,0,"38.16",2747.5199999999995
1022,1818,75,69,0,"35.33",2437.77
1025,691,33,26,0,"14",364
1029,768,18,5,0,"48.37",241.85
1032,921,13,18,0,"54.94",988.92
1036,538,27,45,0,"28.97",1303.6499999999999
1037,1505,12,8,0,"53.5",428
1040,1014,43,6,0,"58.35",350.1
1042,1252,99,7,0,"16.22",113.53999999999999
1047,1709,42,96,0,"39.94",3834.24
1049,240,19,69,0,"17.68",1219.92
1050,1768,78,91,0,"72.19",6569.29
1051,254,11,93,0,"36.9",3431.7
1055,1904,40,61,0,"36.34",2216.7400000000002
1057,761,17,14,0,"0.71",9.94
1068,1363,17,14,0,"0.71",9.94
1069,1389,86,58,0,"23.74",1376.9199999999998
1070,22,35,31,0,"67.38",2088.7799999999997
1071,395,56,86,0,"63.21",5436.06
1072,1752,8,90,0,"21.14",1902.6000000000001
1073,1508,19,61,0,"17.68",1078.48
1074,655,24,80,0,"44.87",3589.6
1075,160,47,52,0,"25.9",1346.8
1079,246,70,27,0,"3.14",84.78
1080,1796,17,62,0,"0.71",44.019999999999996
1082,32,12,81,0,"53.5",4333.5
1086,1339,46,79,0,"16.55",1307.45
1096,1224,73,31,0,"53.3",1652.3
1097,1709,16,4,0,"73.22",292.88
1098,538,24,9,0,"44.87",403.83
1102,790,33,19,0,"14",266
1104,975,91,65,0,"3.9",253.5
1106,1156,56,49,0,"63.21",3097.29
1107,1063,47,34,0,"25.9",880.59999999999991
1111,361,59,35,0,"7.81",273.34999999999997
1112,1691,77,22,0,"80.12",1762.64
1115,270,30,41,0,"28.06",1150.46
1117,1074,32,67,0,"40.69",2726.23
1118,1813,60,10,0,"71.64",716.4
1125,996,85,16,0,"62.51",1000.16
1126,1652,70,37,0,"3.14",116.18
1131,154,95,13,0,"82.8",1076.3999999999999
1132,667,97,54,0,"30.89",1668.06
1136,267,22,74,0,"1.03",76.22
1142,396,36,11,0,"77.49",852.39
1144,1077,62,23,0,"54.82",1260.86
1149,88,73,77,0,"53.3",4104.0999999999995
1150,178,62,43,0,"54.82",2357.26
1151,816,63,5,0,"3.21",16.05
1158,1576,11,87,0,"36.9",3210.2999999999997
1159,931,68,91,0,"75.49",6869.5899999999992
1161,388,78,69,0,"72.19",4981.11
1165,1967,30,53,0,"28.06",1487.1799999999998
1166,1832,50,30,0,"59.89",1796.7
1170,679,7,32,0,"43.57",1394.24
1171,482,94,56,0,"27.06",1515.36
1172,428,3,18,0,"38.16",686.87999999999988
1173,405,42,8,0,"39.94",319.52
1174,802,55,88,0,"35.91",3160.08
1177,1464,10,76,0,"31.46",2390.96
1178,1844,99,41,0,"16.22",665.02
1180,310,78,7,0,"72.19",505.33
1183,410,40,84,0,"36.34",3052.5600000000004
1184,1246,91,28,0,"3.9",109.2
1185,822,94,76,0,"27.06",2056.56
1186,1644,22,28,0,"1.03",28.84
1195,361,9,16,0,"15.21",243.36
1199,486,33,18,0,"14",252
1201,1020,18,76,0,"48.37",3676.12
1204,857,88,19,0,"69.95",1329.05
1205,42,55,2,0,"35.91",71.82
1207,376,78,100,0,"72.19",7219
1209,1188,63,86,0,"3.21",276.06
1210,655,7,39,0,"43.57",1699.23
1211,740,16,23,0,"73.22",1684.06
1212,1985,31,9,0,"3.77",33.93
1214,839,79,96,0,"0.31",29.759999999999998
1219,517,89,15,0,"27.92",418.8
1223,972,8,37,0,"21.14",782.18000000000006
1225,1572,86,71,0,"23.74",1685.54
1226,1718,13,89,0,"54.94",4889.66
1227,1312,73,79,0,"53.3",4210.7
1230,299,50,91,0,"59.89",5449.99
1233,293,85,4,0,"62.51",250.04
1236,1895,37,97,0,"32.79",3180.63
1243,1289,34,53,0,"32.8",1738.3999999999999
1244,390,30,52,0,"28.06",1459.12
1249,1544,78,87,0,"72.19",6280.53
1252,1191,76,81,0,"37.53",3039.9300000000003
1255,1300,13,41,0,"54.94",2252.54
1256,849,39,46,0,"7.92",364.32
1257,852,16,43,0,"73.22",3148.46
1269,1552,95,65,0,"82.8",5382
1277,1172,65,25,0,"82.79",2069.75
1279,900,35,92,0,"67.38",6198.9599999999991
1284,862,35,55,0,"67.38",3705.8999999999996
1285,727,44,6,0,"15.93",95.58
1287,1546,13,38,0,"54.94",2087.72
1290,971,34,27,0,"32.8",885.59999999999991
1291,1487,42,71,0,"39.94",2835.74
1293,1837,4,64,0,"78.09",4997.76
1294,1303,80,19,0,"40.88",776.72
1295,351,90,68,0,"16.62",1130.16
1296,963,19,91,0,"17.68",1608.8799999999999
1297,982,34,44,0,"32.8",1443.1999999999998
1298,629,37,73,0,"32.79",2393.67
1302,382,72,60,0,"16.1",966.00000000000011
1303,422,45,82,0,"52.57",4310.74
1308,1783,21,36,0,"9.37",337.32
1310,346,6,72,0,"31.81",2290.3199999999997
1316,664,5,28,0,"37.11",1039.08
1318,1006,4,60,0,"78.09",4685.4000000000015
1319,1150,15,22,0,"38.12",838.64
1321,1610,10,84,0,"31.46",2642.64
1326,831,13,6,0,"54.94",329.64
1327,379,12,6,0,"53.5",321
1328,1960,25,61,0,"81.41",4966.01
1331,922,10,70,0,"31.46",2202.2000000000003
1332,954,5,90,0,"37.11",3339.9
1335,1136,27,69,0,"28.97",1998.9299999999998
1338,1857,91,54,0,"3.9",210.6
1339,1078,74,95,0,"75.9",7210.5000000000009
1343,1234,64,76,0,"48.28",3669.28
1344,638,60,40,0,"71.64",2865.6
1345,1494,69,41,0,"59.75",2449.75
1347,1256,73,34,0,"53.3",1812.1999999999998
1350,921,37,51,0,"32.79",1672.29
1354,382,18,95,0,"48.37",4595.15
1357,1669,23,55,0,"31.89",1753.95
1359,1963,22,92,0,"1.03",94.76
1362,866,66,89,0,"16.12",1434.68
1368,1856,92,98,0,"34.26",3357.48
1369,202,79,24,0,"0.31",7.4399999999999995
1370,1648,85,15,0,"62.51",937.65
1371,74,27,23,0,"28.97",666.31
1372,268,97,59,0,"30.89",1822.51
1375,1974,81,83,0,"26.67",2213.61
1376,210,93,80,0,"45.26",3620.7999999999997
1378,1305,43,3,0,"58.35",175.05
1379,92,8,81,0,"21.14",1712.3400000000001
1382,1000,46,83,0,"16.55",1373.65
1387,1643,76,40,0,"37.53",1501.2
1390,200,36,72,0,"77.49",5579.28
1399,206,14,55,0,"17.42",958.10000000000014
1409,1125,2,2,0,"35.93",71.86
1412,601,49,73,0,"17.77",1297.21
1416,1887,69,92,0,"59.75",5497
1420,810,2,4,0,"35.93",143.72
1421,1161,61,8,0,"29.28",234.24
1424,915,32,26,0,"40.69",1057.94
1427,1272,40,45,0,"36.34",1635.3000000000002
1429,1772,31,5,0,"3.77",18.85
1430,1473,20,19,0,"40.84",775.96
1435,963,68,22,0,"75.49",1660.78
1437,458,25,73,0,"81.41",5942.9299999999994
1439,1838,56,42,0,"63.21",2654.82
1443,916,78,90,0,"72.19",6497.0999999999995
1445,1328,40,48,0,"36.34",1744.3200000000002
1447,841,95,87,0,"82.8",7203.5999999999995
1450,362,47,41,0,"25.9",1061.8999999999999
1452,1207,49,31,0,"17.77",550.87
1453,1744,91,2,0,"3.9",7.8
1456,361,28,93,0,"8.36",777.4799999999999
1459,1041,48,49,0,"17.29",847.20999999999992
1460,976,99,16,0,"16.22",259.52
1462,847,50,95,0,"59.89",5689.55
1463,301,80,53,0,"40.88",2166.6400000000003
1465,1916,64,81,0,"48.28",3910.6800000000003
1467,1355,72,20,0,"16.1",322
1469,750,53,75,0,"17.39",1304.25
1474,776,8,87,0,"21.14",1839.18
1476,655,18,8,0,"48.37",386.96
1477,1775,94,73,0,"27.06",1975.3799999999999
1478,1679,47,94,0,"25.9",2434.6
1481,318,57,59,0,"32.58",1922.2199999999998
1488,1639,8,51,0,"21.14",1078.14
1489,1050,100,13,0,"13.72",178.36
1490,1658,99,63,0,"16.22",1021.8599999999999
1491,262,36,66,0,"77.49",5114.3399999999992
1494,633,6,41,0,"31.81",1304.21
1495,1054,6,46,0,"31.81",1463.26
1497,1362,57,92,0,"32.58",2997.3599999999997
1503,914,56,75,0,"63.21",4740.75
1504,495,47,18,0,"25.9",466.2
1508,1361,22,34,0,"1.03",35.02
1509,149,74,70,0,"75.9",5313
1511,1010,9,6,0,"15.21",91.26
1513,1560,38,68,0,"35.6",2420.8
1514,154,22,1,0,"1.03",1.03
1515,1952,55,33,0,"35.91",1185.03
1516,1252,87,2,0,"15.7",31.4
1517,684,89,68,0,"27.92",1898.5600000000002
1519,337,85,1,0,"62.51",62.51
1523,154,84,46,0,"76.11",3501.06
1527,1705,3,75,0,"38.16",2861.9999999999995
1532,601,50,98,0,"59.89",5869.22
1533,298,97,84,0,"30.89",2594.76
1535,1170,60,15,0,"71.64",1074.6
1536,15,66,64,0,"16.12",1031.68
1537,1570,15,38,0,"38.12",1448.56
1539,652,8,12,0,"21.14",253.68
1540,479,51,100,0,"48.44",4844
1542,583,93,49,0,"45.26",2217.74
