DayOfMonth,MonthNumberOfYear,Year,DayOfWeekNumber,MonthName,DayName,IsToday,Week Ending,DaysFromToday,Month-Year,MonthYearSortBy,Datestamp
9,8,2019,6,"August","Friday",False,2019-08-10 00:00:00.000,-54,"Aug-2019",201908,2019-08-09 00:00:00.000
10,8,2019,7,"August","Saturday",False,2019-08-10 00:00:00.000,-53,"Aug-2019",201908,2019-08-10 00:00:00.000
11,8,2019,1,"August","Sunday",False,2019-08-17 00:00:00.000,-52,"Aug-2019",201908,2019-08-11 00:00:00.000
12,8,2019,2,"August","Monday",False,2019-08-17 00:00:00.000,-51,"Aug-2019",201908,2019-08-12 00:00:00.000
13,8,2019,3,"August","Tuesday",False,2019-08-17 00:00:00.000,-50,"Aug-2019",201908,2019-08-13 00:00:00.000
14,8,2019,4,"August","Wednesday",False,2019-08-17 00:00:00.000,-49,"Aug-2019",201908,2019-08-14 00:00:00.000
15,8,2019,5,"August","Thursday",False,2019-08-17 00:00:00.000,-48,"Aug-2019",201908,2019-08-15 00:00:00.000
16,8,2019,6,"August","Friday",False,2019-08-17 00:00:00.000,-47,"Aug-2019",201908,2019-08-16 00:00:00.000
17,8,2019,7,"August","Saturday",False,2019-08-17 00:00:00.000,-46,"Aug-2019",201908,2019-08-17 00:00:00.000
18,8,2019,1,"August","Sunday",False,2019-08-24 00:00:00.000,-45,"Aug-2019",201908,2019-08-18 00:00:00.000
19,8,2019,2,"August","Monday",False,2019-08-24 00:00:00.000,-44,"Aug-2019",201908,2019-08-19 00:00:00.000
20,8,2019,3,"August","Tuesday",False,2019-08-24 00:00:00.000,-43,"Aug-2019",201908,2019-08-20 00:00:00.000
21,8,2019,4,"August","Wednesday",False,2019-08-24 00:00:00.000,-42,"Aug-2019",201908,2019-08-21 00:00:00.000
22,8,2019,5,"August","Thursday",False,2019-08-24 00:00:00.000,-41,"Aug-2019",201908,2019-08-22 00:00:00.000
23,8,2019,6,"August","Friday",False,2019-08-24 00:00:00.000,-40,"Aug-2019",201908,2019-08-23 00:00:00.000
24,8,2019,7,"August","Saturday",False,2019-08-24 00:00:00.000,-39,"Aug-2019",201908,2019-08-24 00:00:00.000
25,8,2019,1,"August","Sunday",False,2019-08-31 00:00:00.000,-38,"Aug-2019",201908,2019-08-25 00:00:00.000
26,8,2019,2,"August","Monday",False,2019-08-31 00:00:00.000,-37,"Aug-2019",201908,2019-08-26 00:00:00.000
27,8,2019,3,"August","Tuesday",False,2019-08-31 00:00:00.000,-36,"Aug-2019",201908,2019-08-27 00:00:00.000
28,8,2019,4,"August","Wednesday",False,2019-08-31 00:00:00.000,-35,"Aug-2019",201908,2019-08-28 00:00:00.000
29,8,2019,5,"August","Thursday",False,2019-08-31 00:00:00.000,-34,"Aug-2019",201908,2019-08-29 00:00:00.000
30,8,2019,6,"August","Friday",False,2019-08-31 00:00:00.000,-33,"Aug-2019",201908,2019-08-30 00:00:00.000
31,8,2019,7,"August","Saturday",False,2019-08-31 00:00:00.000,-32,"Aug-2019",201908,2019-08-31 00:00:00.000
1,9,2019,1,"September","Sunday",False,2019-09-07 00:00:00.000,-31,"Sep-2019",201909,2019-09-01 00:00:00.000
2,9,2019,2,"September","Monday",False,2019-09-07 00:00:00.000,-30,"Sep-2019",201909,2019-09-02 00:00:00.000
3,9,2019,3,"September","Tuesday",False,2019-09-07 00:00:00.000,-29,"Sep-2019",201909,2019-09-03 00:00:00.000
4,9,2019,4,"September","Wednesday",False,2019-09-07 00:00:00.000,-28,"Sep-2019",201909,2019-09-04 00:00:00.000
5,9,2019,5,"September","Thursday",False,2019-09-07 00:00:00.000,-27,"Sep-2019",201909,2019-09-05 00:00:00.000
6,9,2019,6,"September","Friday",False,2019-09-07 00:00:00.000,-26,"Sep-2019",201909,2019-09-06 00:00:00.000
7,9,2019,7,"September","Saturday",False,2019-09-07 00:00:00.000,-25,"Sep-2019",201909,2019-09-07 00:00:00.000
8,9,2019,1,"September","Sunday",False,2019-09-14 00:00:00.000,-24,"Sep-2019",201909,2019-09-08 00:00:00.000
9,9,2019,2,"September","Monday",False,2019-09-14 00:00:00.000,-23,"Sep-2019",201909,2019-09-09 00:00:00.000
10,9,2019,3,"September","Tuesday",False,2019-09-14 00:00:00.000,-22,"Sep-2019",201909,2019-09-10 00:00:00.000
11,9,2019,4,"September","Wednesday",False,2019-09-14 00:00:00.000,-21,"Sep-2019",201909,2019-09-11 00:00:00.000
12,9,2019,5,"September","Thursday",False,2019-09-14 00:00:00.000,-20,"Sep-2019",201909,2019-09-12 00:00:00.000
13,9,2019,6,"September","Friday",False,2019-09-14 00:00:00.000,-19,"Sep-2019",201909,2019-09-13 00:00:00.000
14,9,2019,7,"September","Saturday",False,2019-09-14 00:00:00.000,-18,"Sep-2019",201909,2019-09-14 00:00:00.000
15,9,2019,1,"September","Sunday",False,2019-09-21 00:00:00.000,-17,"Sep-2019",201909,2019-09-15 00:00:00.000
16,9,2019,2,"September","Monday",False,2019-09-21 00:00:00.000,-16,"Sep-2019",201909,2019-09-16 00:00:00.000
17,9,2019,3,"September","Tuesday",False,2019-09-21 00:00:00.000,-15,"Sep-2019",201909,2019-09-17 00:00:00.000
18,9,2019,4,"September","Wednesday",False,2019-09-21 00:00:00.000,-14,"Sep-2019",201909,2019-09-18 00:00:00.000
19,9,2019,5,"September","Thursday",False,2019-09-21 00:00:00.000,-13,"Sep-2019",201909,2019-09-19 00:00:00.000
20,9,2019,6,"September","Friday",False,2019-09-21 00:00:00.000,-12,"Sep-2019",201909,2019-09-20 00:00:00.000
21,9,2019,7,"September","Saturday",False,2019-09-21 00:00:00.000,-11,"Sep-2019",201909,2019-09-21 00:00:00.000
22,9,2019,1,"September","Sunday",False,2019-09-28 00:00:00.000,-10,"Sep-2019",201909,2019-09-22 00:00:00.000
23,9,2019,2,"September","Monday",False,2019-09-28 00:00:00.000,-9,"Sep-2019",201909,2019-09-23 00:00:00.000
24,9,2019,3,"September","Tuesday",False,2019-09-28 00:00:00.000,-8,"Sep-2019",201909,2019-09-24 00:00:00.000
25,9,2019,4,"September","Wednesday",False,2019-09-28 00:00:00.000,-7,"Sep-2019",201909,2019-09-25 00:00:00.000
26,9,2019,5,"September","Thursday",False,2019-09-28 00:00:00.000,-6,"Sep-2019",201909,2019-09-26 00:00:00.000
27,9,2019,6,"September","Friday",False,2019-09-28 00:00:00.000,-5,"Sep-2019",201909,2019-09-27 00:00:00.000
28,9,2019,7,"September","Saturday",False,2019-09-28 00:00:00.000,-4,"Sep-2019",201909,2019-09-28 00:00:00.000
29,9,2019,1,"September","Sunday",False,2019-10-05 00:00:00.000,-3,"Sep-2019",201909,2019-09-29 00:00:00.000
30,9,2019,2,"September","Monday",False,2019-10-05 00:00:00.000,-2,"Sep-2019",201909,2019-09-30 00:00:00.000
1,10,2019,3,"October","Tuesday",False,2019-10-05 00:00:00.000,-1,"Oct-2019",201910,2019-10-01 00:00:00.000
3,10,2019,5,"October","Thursday",False,2019-10-05 00:00:00.000,1,"Oct-2019",201910,2019-10-03 00:00:00.000
4,10,2019,6,"October","Friday",False,2019-10-05 00:00:00.000,2,"Oct-2019",201910,2019-10-04 00:00:00.000
5,10,2019,7,"October","Saturday",False,2019-10-05 00:00:00.000,3,"Oct-2019",201910,2019-10-05 00:00:00.000
6,10,2019,1,"October","Sunday",False,2019-10-12 00:00:00.000,4,"Oct-2019",201910,2019-10-06 00:00:00.000
7,10,2019,2,"October","Monday",False,2019-10-12 00:00:00.000,5,"Oct-2019",201910,2019-10-07 00:00:00.000
8,10,2019,3,"October","Tuesday",False,2019-10-12 00:00:00.000,6,"Oct-2019",201910,2019-10-08 00:00:00.000
9,10,2019,4,"October","Wednesday",False,2019-10-12 00:00:00.000,7,"Oct-2019",201910,2019-10-09 00:00:00.000
10,10,2019,5,"October","Thursday",False,2019-10-12 00:00:00.000,8,"Oct-2019",201910,2019-10-10 00:00:00.000
11,10,2019,6,"October","Friday",False,2019-10-12 00:00:00.000,9,"Oct-2019",201910,2019-10-11 00:00:00.000
12,10,2019,7,"October","Saturday",False,2019-10-12 00:00:00.000,10,"Oct-2019",201910,2019-10-12 00:00:00.000
13,10,2019,1,"October","Sunday",False,2019-10-19 00:00:00.000,11,"Oct-2019",201910,2019-10-13 00:00:00.000
14,10,2019,2,"October","Monday",False,2019-10-19 00:00:00.000,12,"Oct-2019",201910,2019-10-14 00:00:00.000
15,10,2019,3,"October","Tuesday",False,2019-10-19 00:00:00.000,13,"Oct-2019",201910,2019-10-15 00:00:00.000
16,10,2019,4,"October","Wednesday",False,2019-10-19 00:00:00.000,14,"Oct-2019",201910,2019-10-16 00:00:00.000
17,10,2019,5,"October","Thursday",False,2019-10-19 00:00:00.000,15,"Oct-2019",201910,2019-10-17 00:00:00.000
18,10,2019,6,"October","Friday",False,2019-10-19 00:00:00.000,16,"Oct-2019",201910,2019-10-18 00:00:00.000
19,10,2019,7,"October","Saturday",False,2019-10-19 00:00:00.000,17,"Oct-2019",201910,2019-10-19 00:00:00.000
20,10,2019,1,"October","Sunday",False,2019-10-26 00:00:00.000,18,"Oct-2019",201910,2019-10-20 00:00:00.000
21,10,2019,2,"October","Monday",False,2019-10-26 00:00:00.000,19,"Oct-2019",201910,2019-10-21 00:00:00.000
22,10,2019,3,"October","Tuesday",False,2019-10-26 00:00:00.000,20,"Oct-2019",201910,2019-10-22 00:00:00.000
23,10,2019,4,"October","Wednesday",False,2019-10-26 00:00:00.000,21,"Oct-2019",201910,2019-10-23 00:00:00.000
24,10,2019,5,"October","Thursday",False,2019-10-26 00:00:00.000,22,"Oct-2019",201910,2019-10-24 00:00:00.000
25,10,2019,6,"October","Friday",False,2019-10-26 00:00:00.000,23,"Oct-2019",201910,2019-10-25 00:00:00.000
26,10,2019,7,"October","Saturday",False,2019-10-26 00:00:00.000,24,"Oct-2019",201910,2019-10-26 00:00:00.000
27,10,2019,1,"October","Sunday",False,2019-11-02 00:00:00.000,25,"Oct-2019",201910,2019-10-27 00:00:00.000
28,10,2019,2,"October","Monday",False,2019-11-02 00:00:00.000,26,"Oct-2019",201910,2019-10-28 00:00:00.000
29,10,2019,3,"October","Tuesday",False,2019-11-02 00:00:00.000,27,"Oct-2019",201910,2019-10-29 00:00:00.000
30,10,2019,4,"October","Wednesday",False,2019-11-02 00:00:00.000,28,"Oct-2019",201910,2019-10-30 00:00:00.000
31,10,2019,5,"October","Thursday",False,2019-11-02 00:00:00.000,29,"Oct-2019",201910,2019-10-31 00:00:00.000
1,11,2019,6,"November","Friday",False,2019-11-02 00:00:00.000,30,"Nov-2019",201911,2019-11-01 00:00:00.000
2,11,2019,7,"November","Saturday",False,2019-11-02 00:00:00.000,31,"Nov-2019",201911,2019-11-02 00:00:00.000
3,11,2019,1,"November","Sunday",False,2019-11-09 00:00:00.000,32,"Nov-2019",201911,2019-11-03 00:00:00.000
4,11,2019,2,"November","Monday",False,2019-11-09 00:00:00.000,33,"Nov-2019",201911,2019-11-04 00:00:00.000
5,11,2019,3,"November","Tuesday",False,2019-11-09 00:00:00.000,34,"Nov-2019",201911,2019-11-05 00:00:00.000
6,11,2019,4,"November","Wednesday",False,2019-11-09 00:00:00.000,35,"Nov-2019",201911,2019-11-06 00:00:00.000
7,11,2019,5,"November","Thursday",False,2019-11-09 00:00:00.000,36,"Nov-2019",201911,2019-11-07 00:00:00.000
8,11,2019,6,"November","Friday",False,2019-11-09 00:00:00.000,37,"Nov-2019",201911,2019-11-08 00:00:00.000
9,11,2019,7,"November","Saturday",False,2019-11-09 00:00:00.000,38,"Nov-2019",201911,2019-11-09 00:00:00.000
10,11,2019,1,"November","Sunday",False,2019-11-16 00:00:00.000,39,"Nov-2019",201911,2019-11-10 00:00:00.000
11,11,2019,2,"November","Monday",False,2019-11-16 00:00:00.000,40,"Nov-2019",201911,2019-11-11 00:00:00.000
12,11,2019,3,"November","Tuesday",False,2019-11-16 00:00:00.000,41,"Nov-2019",201911,2019-11-12 00:00:00.000
13,11,2019,4,"November","Wednesday",False,2019-11-16 00:00:00.000,42,"Nov-2019",201911,2019-11-13 00:00:00.000
14,11,2019,5,"November","Thursday",False,2019-11-16 00:00:00.000,43,"Nov-2019",201911,2019-11-14 00:00:00.000
15,11,2019,6,"November","Friday",False,2019-11-16 00:00:00.000,44,"Nov-2019",201911,2019-11-15 00:00:00.000
16,11,2019,7,"November","Saturday",False,2019-11-16 00:00:00.000,45,"Nov-2019",201911,2019-11-16 00:00:00.000
17,11,2019,1,"November","Sunday",False,2019-11-23 00:00:00.000,46,"Nov-2019",201911,2019-11-17 00:00:00.000
18,11,2019,2,"November","Monday",False,2019-11-23 00:00:00.000,47,"Nov-2019",201911,2019-11-18 00:00:00.000
19,11,2019,3,"November","Tuesday",False,2019-11-23 00:00:00.000,48,"Nov-2019",201911,2019-11-19 00:00:00.000
20,11,2019,4,"November","Wednesday",False,2019-11-23 00:00:00.000,49,"Nov-2019",201911,2019-11-20 00:00:00.000
21,11,2019,5,"November","Thursday",False,2019-11-23 00:00:00.000,50,"Nov-2019",201911,2019-11-21 00:00:00.000
22,11,2019,6,"November","Friday",False,2019-11-23 00:00:00.000,51,"Nov-2019",201911,2019-11-22 00:00:00.000
23,11,2019,7,"November","Saturday",False,2019-11-23 00:00:00.000,52,"Nov-2019",201911,2019-11-23 00:00:00.000
24,11,2019,1,"November","Sunday",False,2019-11-30 00:00:00.000,53,"Nov-2019",201911,2019-11-24 00:00:00.000
25,11,2019,2,"November","Monday",False,2019-11-30 00:00:00.000,54,"Nov-2019",201911,2019-11-25 00:00:00.000
26,11,2019,3,"November","Tuesday",False,2019-11-30 00:00:00.000,55,"Nov-2019",201911,2019-11-26 00:00:00.000
27,11,2019,4,"November","Wednesday",False,2019-11-30 00:00:00.000,56,"Nov-2019",201911,2019-11-27 00:00:00.000
28,11,2019,5,"November","Thursday",False,2019-11-30 00:00:00.000,57,"Nov-2019",201911,2019-11-28 00:00:00.000
29,11,2019,6,"November","Friday",False,2019-11-30 00:00:00.000,58,"Nov-2019",201911,2019-11-29 00:00:00.000
30,11,2019,7,"November","Saturday",False,2019-11-30 00:00:00.000,59,"Nov-2019",201911,2019-11-30 00:00:00.000
1,12,2019,1,"December","Sunday",False,2019-12-07 00:00:00.000,60,"Dec-2019",201912,2019-12-01 00:00:00.000
2,12,2019,2,"December","Monday",False,2019-12-07 00:00:00.000,61,"Dec-2019",201912,2019-12-02 00:00:00.000
3,12,2019,3,"December","Tuesday",False,2019-12-07 00:00:00.000,62,"Dec-2019",201912,2019-12-03 00:00:00.000
4,12,2019,4,"December","Wednesday",False,2019-12-07 00:00:00.000,63,"Dec-2019",201912,2019-12-04 00:00:00.000
5,12,2019,5,"December","Thursday",False,2019-12-07 00:00:00.000,64,"Dec-2019",201912,2019-12-05 00:00:00.000
6,12,2019,6,"December","Friday",False,2019-12-07 00:00:00.000,65,"Dec-2019",201912,2019-12-06 00:00:00.000
7,12,2019,7,"December","Saturday",False,2019-12-07 00:00:00.000,66,"Dec-2019",201912,2019-12-07 00:00:00.000
8,12,2019,1,"December","Sunday",False,2019-12-14 00:00:00.000,67,"Dec-2019",201912,2019-12-08 00:00:00.000
9,12,2019,2,"December","Monday",False,2019-12-14 00:00:00.000,68,"Dec-2019",201912,2019-12-09 00:00:00.000
10,12,2019,3,"December","Tuesday",False,2019-12-14 00:00:00.000,69,"Dec-2019",201912,2019-12-10 00:00:00.000
11,12,2019,4,"December","Wednesday",False,2019-12-14 00:00:00.000,70,"Dec-2019",201912,2019-12-11 00:00:00.000
12,12,2019,5,"December","Thursday",False,2019-12-14 00:00:00.000,71,"Dec-2019",201912,2019-12-12 00:00:00.000
13,12,2019,6,"December","Friday",False,2019-12-14 00:00:00.000,72,"Dec-2019",201912,2019-12-13 00:00:00.000
14,12,2019,7,"December","Saturday",False,2019-12-14 00:00:00.000,73,"Dec-2019",201912,2019-12-14 00:00:00.000
15,12,2019,1,"December","Sunday",False,2019-12-21 00:00:00.000,74,"Dec-2019",201912,2019-12-15 00:00:00.000
16,12,2019,2,"December","Monday",False,2019-12-21 00:00:00.000,75,"Dec-2019",201912,2019-12-16 00:00:00.000
17,12,2019,3,"December","Tuesday",False,2019-12-21 00:00:00.000,76,"Dec-2019",201912,2019-12-17 00:00:00.000
18,12,2019,4,"December","Wednesday",False,2019-12-21 00:00:00.000,77,"Dec-2019",201912,2019-12-18 00:00:00.000
19,12,2019,5,"December","Thursday",False,2019-12-21 00:00:00.000,78,"Dec-2019",201912,2019-12-19 00:00:00.000
20,12,2019,6,"December","Friday",False,2019-12-21 00:00:00.000,79,"Dec-2019",201912,2019-12-20 00:00:00.000
21,12,2019,7,"December","Saturday",False,2019-12-21 00:00:00.000,80,"Dec-2019",201912,2019-12-21 00:00:00.000
22,12,2019,1,"December","Sunday",False,2019-12-28 00:00:00.000,81,"Dec-2019",201912,2019-12-22 00:00:00.000
23,12,2019,2,"December","Monday",False,2019-12-28 00:00:00.000,82,"Dec-2019",201912,2019-12-23 00:00:00.000
24,12,2019,3,"December","Tuesday",False,2019-12-28 00:00:00.000,83,"Dec-2019",201912,2019-12-24 00:00:00.000
25,12,2019,4,"December","Wednesday",False,2019-12-28 00:00:00.000,84,"Dec-2019",201912,2019-12-25 00:00:00.000
26,12,2019,5,"December","Thursday",False,2019-12-28 00:00:00.000,85,"Dec-2019",201912,2019-12-26 00:00:00.000
27,12,2019,6,"December","Friday",False,2019-12-28 00:00:00.000,86,"Dec-2019",201912,2019-12-27 00:00:00.000
28,12,2019,7,"December","Saturday",False,2019-12-28 00:00:00.000,87,"Dec-2019",201912,2019-12-28 00:00:00.000
29,12,2019,1,"December","Sunday",False,2020-01-04 00:00:00.000,88,"Dec-2019",201912,2019-12-29 00:00:00.000
30,12,2019,2,"December","Monday",False,2020-01-04 00:00:00.000,89,"Dec-2019",201912,2019-12-30 00:00:00.000
31,12,2019,3,"December","Tuesday",False,2020-01-04 00:00:00.000,90,"Dec-2019",201912,2019-12-31 00:00:00.000
8,1,2018,2,"January","Monday",False,2018-01-13 00:00:00.000,-632,"Jan-2018",201801,2018-01-08 00:00:00.000
9,1,2018,3,"January","Tuesday",False,2018-01-13 00:00:00.000,-631,"Jan-2018",201801,2018-01-09 00:00:00.000
10,1,2018,4,"January","Wednesday",False,2018-01-13 00:00:00.000,-630,"Jan-2018",201801,2018-01-10 00:00:00.000
11,1,2018,5,"January","Thursday",False,2018-01-13 00:00:00.000,-629,"Jan-2018",201801,2018-01-11 00:00:00.000
12,1,2018,6,"January","Friday",False,2018-01-13 00:00:00.000,-628,"Jan-2018",201801,2018-01-12 00:00:00.000
13,1,2018,7,"January","Saturday",False,2018-01-13 00:00:00.000,-627,"Jan-2018",201801,2018-01-13 00:00:00.000
14,1,2018,1,"January","Sunday",False,2018-01-20 00:00:00.000,-626,"Jan-2018",201801,2018-01-14 00:00:00.000
15,1,2018,2,"January","Monday",False,2018-01-20 00:00:00.000,-625,"Jan-2018",201801,2018-01-15 00:00:00.000
16,1,2018,3,"January","Tuesday",False,2018-01-20 00:00:00.000,-624,"Jan-2018",201801,2018-01-16 00:00:00.000
17,1,2018,4,"January","Wednesday",False,2018-01-20 00:00:00.000,-623,"Jan-2018",201801,2018-01-17 00:00:00.000
18,1,2018,5,"January","Thursday",False,2018-01-20 00:00:00.000,-622,"Jan-2018",201801,2018-01-18 00:00:00.000
19,1,2018,6,"January","Friday",False,2018-01-20 00:00:00.000,-621,"Jan-2018",201801,2018-01-19 00:00:00.000
20,1,2018,7,"January","Saturday",False,2018-01-20 00:00:00.000,-620,"Jan-2018",201801,2018-01-20 00:00:00.000
21,1,2018,1,"January","Sunday",False,2018-01-27 00:00:00.000,-619,"Jan-2018",201801,2018-01-21 00:00:00.000
22,1,2018,2,"January","Monday",False,2018-01-27 00:00:00.000,-618,"Jan-2018",201801,2018-01-22 00:00:00.000
23,1,2018,3,"January","Tuesday",False,2018-01-27 00:00:00.000,-617,"Jan-2018",201801,2018-01-23 00:00:00.000
24,1,2018,4,"January","Wednesday",False,2018-01-27 00:00:00.000,-616,"Jan-2018",201801,2018-01-24 00:00:00.000
25,1,2018,5,"January","Thursday",False,2018-01-27 00:00:00.000,-615,"Jan-2018",201801,2018-01-25 00:00:00.000
26,1,2018,6,"January","Friday",False,2018-01-27 00:00:00.000,-614,"Jan-2018",201801,2018-01-26 00:00:00.000
27,1,2018,7,"January","Saturday",False,2018-01-27 00:00:00.000,-613,"Jan-2018",201801,2018-01-27 00:00:00.000
28,1,2018,1,"January","Sunday",False,2018-02-03 00:00:00.000,-612,"Jan-2018",201801,2018-01-28 00:00:00.000
29,1,2018,2,"January","Monday",False,2018-02-03 00:00:00.000,-611,"Jan-2018",201801,2018-01-29 00:00:00.000
30,1,2018,3,"January","Tuesday",False,2018-02-03 00:00:00.000,-610,"Jan-2018",201801,2018-01-30 00:00:00.000
31,1,2018,4,"January","Wednesday",False,2018-02-03 00:00:00.000,-609,"Jan-2018",201801,2018-01-31 00:00:00.000
1,2,2018,5,"February","Thursday",False,2018-02-03 00:00:00.000,-608,"Feb-2018",201802,2018-02-01 00:00:00.000
2,2,2018,6,"February","Friday",False,2018-02-03 00:00:00.000,-607,"Feb-2018",201802,2018-02-02 00:00:00.000
3,2,2018,7,"February","Saturday",False,2018-02-03 00:00:00.000,-606,"Feb-2018",201802,2018-02-03 00:00:00.000
4,2,2018,1,"February","Sunday",False,2018-02-10 00:00:00.000,-605,"Feb-2018",201802,2018-02-04 00:00:00.000
5,2,2018,2,"February","Monday",False,2018-02-10 00:00:00.000,-604,"Feb-2018",201802,2018-02-05 00:00:00.000
6,2,2018,3,"February","Tuesday",False,2018-02-10 00:00:00.000,-603,"Feb-2018",201802,2018-02-06 00:00:00.000
7,2,2018,4,"February","Wednesday",False,2018-02-10 00:00:00.000,-602,"Feb-2018",201802,2018-02-07 00:00:00.000
8,2,2018,5,"February","Thursday",False,2018-02-10 00:00:00.000,-601,"Feb-2018",201802,2018-02-08 00:00:00.000
9,2,2018,6,"February","Friday",False,2018-02-10 00:00:00.000,-600,"Feb-2018",201802,2018-02-09 00:00:00.000
10,2,2018,7,"February","Saturday",False,2018-02-10 00:00:00.000,-599,"Feb-2018",201802,2018-02-10 00:00:00.000
11,2,2018,1,"February","Sunday",False,2018-02-17 00:00:00.000,-598,"Feb-2018",201802,2018-02-11 00:00:00.000
12,2,2018,2,"February","Monday",False,2018-02-17 00:00:00.000,-597,"Feb-2018",201802,2018-02-12 00:00:00.000
13,2,2018,3,"February","Tuesday",False,2018-02-17 00:00:00.000,-596,"Feb-2018",201802,2018-02-13 00:00:00.000
14,2,2018,4,"February","Wednesday",False,2018-02-17 00:00:00.000,-595,"Feb-2018",201802,2018-02-14 00:00:00.000
15,2,2018,5,"February","Thursday",False,2018-02-17 00:00:00.000,-594,"Feb-2018",201802,2018-02-15 00:00:00.000
16,2,2018,6,"February","Friday",False,2018-02-17 00:00:00.000,-593,"Feb-2018",201802,2018-02-16 00:00:00.000
17,2,2018,7,"February","Saturday",False,2018-02-17 00:00:00.000,-592,"Feb-2018",201802,2018-02-17 00:00:00.000
18,2,2018,1,"February","Sunday",False,2018-02-24 00:00:00.000,-591,"Feb-2018",201802,2018-02-18 00:00:00.000
19,2,2018,2,"February","Monday",False,2018-02-24 00:00:00.000,-590,"Feb-2018",201802,2018-02-19 00:00:00.000
20,2,2018,3,"February","Tuesday",False,2018-02-24 00:00:00.000,-589,"Feb-2018",201802,2018-02-20 00:00:00.000
21,2,2018,4,"February","Wednesday",False,2018-02-24 00:00:00.000,-588,"Feb-2018",201802,2018-02-21 00:00:00.000
22,2,2018,5,"February","Thursday",False,2018-02-24 00:00:00.000,-587,"Feb-2018",201802,2018-02-22 00:00:00.000
23,2,2018,6,"February","Friday",False,2018-02-24 00:00:00.000,-586,"Feb-2018",201802,2018-02-23 00:00:00.000
24,2,2018,7,"February","Saturday",False,2018-02-24 00:00:00.000,-585,"Feb-2018",201802,2018-02-24 00:00:00.000
25,2,2018,1,"February","Sunday",False,2018-03-03 00:00:00.000,-584,"Feb-2018",201802,2018-02-25 00:00:00.000
26,2,2018,2,"February","Monday",False,2018-03-03 00:00:00.000,-583,"Feb-2018",201802,2018-02-26 00:00:00.000
27,2,2018,3,"February","Tuesday",False,2018-03-03 00:00:00.000,-582,"Feb-2018",201802,2018-02-27 00:00:00.000
28,2,2018,4,"February","Wednesday",False,2018-03-03 00:00:00.000,-581,"Feb-2018",201802,2018-02-28 00:00:00.000
1,3,2018,5,"March","Thursday",False,2018-03-03 00:00:00.000,-580,"Mar-2018",201803,2018-03-01 00:00:00.000
2,3,2018,6,"March","Friday",False,2018-03-03 00:00:00.000,-579,"Mar-2018",201803,2018-03-02 00:00:00.000
3,3,2018,7,"March","Saturday",False,2018-03-03 00:00:00.000,-578,"Mar-2018",201803,2018-03-03 00:00:00.000
4,3,2018,1,"March","Sunday",False,2018-03-10 00:00:00.000,-577,"Mar-2018",201803,2018-03-04 00:00:00.000
5,3,2018,2,"March","Monday",False,2018-03-10 00:00:00.000,-576,"Mar-2018",201803,2018-03-05 00:00:00.000
6,3,2018,3,"March","Tuesday",False,2018-03-10 00:00:00.000,-575,"Mar-2018",201803,2018-03-06 00:00:00.000
7,3,2018,4,"March","Wednesday",False,2018-03-10 00:00:00.000,-574,"Mar-2018",201803,2018-03-07 00:00:00.000
8,3,2018,5,"March","Thursday",False,2018-03-10 00:00:00.000,-573,"Mar-2018",201803,2018-03-08 00:00:00.000
9,3,2018,6,"March","Friday",False,2018-03-10 00:00:00.000,-572,"Mar-2018",201803,2018-03-09 00:00:00.000
10,3,2018,7,"March","Saturday",False,2018-03-10 00:00:00.000,-571,"Mar-2018",201803,2018-03-10 00:00:00.000
11,3,2018,1,"March","Sunday",False,2018-03-17 00:00:00.000,-570,"Mar-2018",201803,2018-03-11 00:00:00.000
12,3,2018,2,"March","Monday",False,2018-03-17 00:00:00.000,-569,"Mar-2018",201803,2018-03-12 00:00:00.000
13,3,2018,3,"March","Tuesday",False,2018-03-17 00:00:00.000,-568,"Mar-2018",201803,2018-03-13 00:00:00.000
14,3,2018,4,"March","Wednesday",False,2018-03-17 00:00:00.000,-567,"Mar-2018",201803,2018-03-14 00:00:00.000
15,3,2018,5,"March","Thursday",False,2018-03-17 00:00:00.000,-566,"Mar-2018",201803,2018-03-15 00:00:00.000
16,3,2018,6,"March","Friday",False,2018-03-17 00:00:00.000,-565,"Mar-2018",201803,2018-03-16 00:00:00.000
17,3,2018,7,"March","Saturday",False,2018-03-17 00:00:00.000,-564,"Mar-2018",201803,2018-03-17 00:00:00.000
18,3,2018,1,"March","Sunday",False,2018-03-24 00:00:00.000,-563,"Mar-2018",201803,2018-03-18 00:00:00.000
19,3,2018,2,"March","Monday",False,2018-03-24 00:00:00.000,-562,"Mar-2018",201803,2018-03-19 00:00:00.000
20,3,2018,3,"March","Tuesday",False,2018-03-24 00:00:00.000,-561,"Mar-2018",201803,2018-03-20 00:00:00.000
21,3,2018,4,"March","Wednesday",False,2018-03-24 00:00:00.000,-560,"Mar-2018",201803,2018-03-21 00:00:00.000
22,3,2018,5,"March","Thursday",False,2018-03-24 00:00:00.000,-559,"Mar-2018",201803,2018-03-22 00:00:00.000
23,3,2018,6,"March","Friday",False,2018-03-24 00:00:00.000,-558,"Mar-2018",201803,2018-03-23 00:00:00.000
24,3,2018,7,"March","Saturday",False,2018-03-24 00:00:00.000,-557,"Mar-2018",201803,2018-03-24 00:00:00.000
25,3,2018,1,"March","Sunday",False,2018-03-31 00:00:00.000,-556,"Mar-2018",201803,2018-03-25 00:00:00.000
26,3,2018,2,"March","Monday",False,2018-03-31 00:00:00.000,-555,"Mar-2018",201803,2018-03-26 00:00:00.000
