Pedido,Data.Pedido,Prazo.Entrega,Data.Entrega,Cod.Vendedor,Cod.Unidade,Cod.Cliente,Ocorrência,Vl.Frete,Status,OCT,On Time,In full
95177,2019-11-15 00:00:00.000,2019-11-22 00:00:00.000,2019-11-22 00:00:00.000,10595236,104,287050,"Nenhuma",0,"Entregue",7,"Sim","Sim"
95497,2019-11-18 00:00:00.000,2019-11-22 00:00:00.000,2019-11-21 00:00:00.000,10595236,104,55942,"Nenhuma",0,"Entregue",3,"Sim","Sim"
95517,2019-11-18 00:00:00.000,2019-11-21 00:00:00.000,2019-11-21 00:00:00.000,10595236,104,286588,"Nenhuma",0,"Entregue",3,"Sim","Sim"
95593,2019-11-19 00:00:00.000,2019-11-25 00:00:00.000,2019-11-25 00:00:00.000,10595236,104,286993,"Nenhuma",0,"Entregue",6,"Sim","Sim"
95598,2019-11-19 00:00:00.000,2019-11-22 00:00:00.000,2019-11-22 00:00:00.000,10595236,104,286754,"Nenhuma",0,"Entregue",3,"Sim","Sim"
95602,2019-11-19 00:00:00.000,2019-11-22 00:00:00.000,2019-11-22 00:00:00.000,10595236,104,286527,"Nenhuma",0,"Entregue",3,"Sim","Sim"
95903,2019-11-21 00:00:00.000,2019-11-27 00:00:00.000,2019-11-28 00:00:00.000,10595236,104,286692,"Nenhuma",0,"Entregue",7,"Não","Sim"
95905,2019-11-21 00:00:00.000,2019-12-06 00:00:00.000,2019-12-06 00:00:00.000,10595236,104,286993,"Nenhuma",0,"Entregue",15,"Sim","Sim"
95906,2019-11-21 00:00:00.000,2019-11-28 00:00:00.000,2019-11-28 00:00:00.000,10595236,104,124739,"Nenhuma",0,"Entregue",7,"Sim","Sim"
95910,2019-11-21 00:00:00.000,2019-11-27 00:00:00.000,2019-11-27 00:00:00.000,10595236,104,286995,"Nenhuma",0,"Entregue",6,"Sim","Sim"
95914,2019-11-21 00:00:00.000,2019-11-29 00:00:00.000,2019-11-29 00:00:00.000,10595236,104,286531,"Nenhuma",0,"Entregue",8,"Sim","Sim"
95915,2019-11-21 00:00:00.000,2019-11-26 00:00:00.000,2019-11-26 00:00:00.000,10595236,104,286601,"Nenhuma",0,"Entregue",5,"Sim","Sim"
95927,2019-11-21 00:00:00.000,2019-12-02 00:00:00.000,2019-12-02 00:00:00.000,10595236,104,286851,"Nenhuma",0,"Entregue",11,"Sim","Sim"
96051,2019-11-22 00:00:00.000,2019-12-02 00:00:00.000,2019-12-02 00:00:00.000,10595236,104,2397,"Nenhuma",0,"Entregue",10,"Sim","Sim"
96056,2019-11-22 00:00:00.000,2019-12-02 00:00:00.000,2019-12-02 00:00:00.000,10595236,104,286669,"Nenhuma",0,"Entregue",10,"Sim","Sim"
96060,2019-11-22 00:00:00.000,2019-12-05 00:00:00.000,2019-12-02 00:00:00.000,10595236,104,286613,"Nenhuma",0,"Entregue",10,"Sim","Sim"
96415,2019-11-25 00:00:00.000,2019-11-28 00:00:00.000,2019-11-28 00:00:00.000,10595236,104,126477,"Nenhuma",0,"Entregue",3,"Sim","Sim"
96422,2019-11-25 00:00:00.000,2019-11-30 00:00:00.000,2019-12-02 00:00:00.000,10595236,104,286638,"Nenhuma",0,"Entregue",7,"Não","Sim"
96433,2019-11-25 00:00:00.000,2019-12-02 00:00:00.000,2019-12-02 00:00:00.000,10595236,104,286574,"Nenhuma",0,"Entregue",7,"Sim","Sim"
96554,2019-11-26 00:00:00.000,2019-12-03 00:00:00.000,2019-12-03 00:00:00.000,10595236,104,58047,"Nenhuma",0,"Entregue",7,"Sim","Sim"
96555,2019-11-26 00:00:00.000,2019-11-30 00:00:00.000,2019-11-29 00:00:00.000,10595236,104,286793,"Nenhuma",0,"Entregue",3,"Sim","Sim"
96560,2019-11-26 00:00:00.000,2019-12-04 00:00:00.000,2019-12-04 00:00:00.000,10595236,104,286550,"Nenhuma",0,"Entregue",8,"Sim","Sim"
96778,2019-11-27 00:00:00.000,2019-12-06 00:00:00.000,2019-12-04 00:00:00.000,10595236,104,57439,"Nenhuma",0,"Entregue",7,"Sim","Sim"
96784,2019-11-27 00:00:00.000,2019-12-06 00:00:00.000,2019-12-06 00:00:00.000,10595236,104,286751,"Nenhuma",0,"Entregue",9,"Sim","Sim"
96785,2019-11-27 00:00:00.000,2019-12-01 00:00:00.000,2019-12-04 00:00:00.000,10595236,104,286798,"Nenhuma",0,"Entregue",7,"Não","Sim"
96787,2019-11-27 00:00:00.000,2019-12-02 00:00:00.000,2019-12-02 00:00:00.000,10595236,104,286623,"Nenhuma",0,"Entregue",5,"Sim","Sim"
96788,2019-11-27 00:00:00.000,2019-12-04 00:00:00.000,2019-12-05 00:00:00.000,10595236,104,287228,"Nenhuma",0,"Entregue",8,"Não","Sim"
96792,2019-11-27 00:00:00.000,2019-12-05 00:00:00.000,2019-12-05 00:00:00.000,10595236,104,286711,"Nenhuma",0,"Entregue",8,"Sim","Sim"
96797,2019-11-27 00:00:00.000,2019-12-03 00:00:00.000,2019-12-03 00:00:00.000,10595236,104,287343,"Nenhuma",0,"Entregue",6,"Sim","Sim"
96978,2019-11-28 00:00:00.000,2019-12-22 00:00:00.000,2019-12-19 00:00:00.000,10595236,104,124739,"Nenhuma",0,"Entregue",21,"Sim","Sim"
96984,2019-11-28 00:00:00.000,2019-12-10 00:00:00.000,2019-12-10 00:00:00.000,10595236,104,57753,"Nenhuma",0,"Entregue",12,"Sim","Sim"
96987,2019-11-28 00:00:00.000,2019-12-03 00:00:00.000,2019-12-03 00:00:00.000,10595236,104,286682,"Nenhuma",0,"Entregue",5,"Sim","Sim"
96988,2019-11-28 00:00:00.000,2019-12-04 00:00:00.000,2019-12-04 00:00:00.000,10595236,104,49544,"Nenhuma",0,"Entregue",6,"Sim","Sim"
97137,2019-11-29 00:00:00.000,2019-12-20 00:00:00.000,2019-12-20 00:00:00.000,10595236,104,286993,"Nenhuma",0,"Entregue",21,"Sim","Sim"
97143,2019-11-29 00:00:00.000,2019-12-09 00:00:00.000,2019-12-09 00:00:00.000,10595236,104,286607,"Nenhuma",0,"Entregue",10,"Sim","Sim"
97144,2019-11-29 00:00:00.000,2019-12-06 00:00:00.000,2019-12-06 00:00:00.000,10595236,104,286732,"Nenhuma",0,"Entregue",7,"Sim","Sim"
97490,2019-12-02 00:00:00.000,2019-12-11 00:00:00.000,2019-12-11 00:00:00.000,10595236,104,41943,"Nenhuma",0,"Entregue",9,"Sim","Sim"
97492,2019-12-02 00:00:00.000,2019-12-24 00:00:00.000,2019-12-24 00:00:00.000,10595236,104,225708,"Nenhuma",0,"Entregue",22,"Sim","Sim"
97504,2019-12-02 00:00:00.000,2019-12-10 00:00:00.000,2019-12-10 00:00:00.000,10595236,104,59930,"Nenhuma",0,"Entregue",8,"Sim","Sim"
97506,2019-12-02 00:00:00.000,2019-12-11 00:00:00.000,2019-12-10 00:00:00.000,10595236,104,286616,"Nenhuma",0,"Entregue",8,"Sim","Sim"
97514,2019-12-02 00:00:00.000,2019-12-06 00:00:00.000,2019-12-06 00:00:00.000,10595236,104,286802,"Nenhuma",0,"Entregue",4,"Sim","Sim"
97626,2019-12-03 00:00:00.000,2019-12-25 00:00:00.000,2019-12-25 00:00:00.000,10595236,104,286588,"Nenhuma",0,"Entregue",22,"Sim","Sim"
97830,2019-12-04 00:00:00.000,2019-12-11 00:00:00.000,2019-12-12 00:00:00.000,10595236,104,13350,"Nenhuma",0,"Entregue",8,"Não","Sim"
97835,2019-12-04 00:00:00.000,2019-12-09 00:00:00.000,2019-12-09 00:00:00.000,10595236,104,286667,"Nenhuma",0,"Entregue",5,"Sim","Sim"
97838,2019-12-04 00:00:00.000,2019-12-10 00:00:00.000,2019-12-09 00:00:00.000,10595236,104,286591,"Nenhuma",0,"Entregue",5,"Sim","Sim"
97839,2019-12-04 00:00:00.000,2019-12-23 00:00:00.000,2019-12-23 00:00:00.000,10595236,104,286862,"Nenhuma",0,"Entregue",19,"Sim","Sim"
97842,2019-12-04 00:00:00.000,2019-12-12 00:00:00.000,2019-12-12 00:00:00.000,10595236,104,287314,"Nenhuma",0,"Entregue",8,"Sim","Sim"
97844,2019-12-04 00:00:00.000,2019-12-10 00:00:00.000,2019-12-10 00:00:00.000,10595236,104,286576,"Nenhuma",0,"Entregue",6,"Sim","Sim"
98063,2019-12-05 00:00:00.000,2019-12-12 00:00:00.000,2019-12-12 00:00:00.000,10595236,104,286787,"Nenhuma",0,"Entregue",7,"Sim","Sim"
98068,2019-12-05 00:00:00.000,2019-12-12 00:00:00.000,2019-12-12 00:00:00.000,10595236,104,286792,"Nenhuma",0,"Entregue",7,"Sim","Sim"
98070,2019-12-05 00:00:00.000,2019-12-19 00:00:00.000,2019-12-19 00:00:00.000,10595236,104,287005,"Nenhuma",0,"Entregue",14,"Sim","Sim"
98075,2019-12-05 00:00:00.000,2019-12-11 00:00:00.000,2019-12-11 00:00:00.000,10595236,104,286527,"Nenhuma",0,"Entregue",6,"Sim","Sim"
98196,2019-12-06 00:00:00.000,2019-12-23 00:00:00.000,2019-12-24 00:00:00.000,10595236,104,286877,"Nenhuma",0,"Entregue",18,"Não","Sim"
98454,2019-12-09 00:00:00.000,2019-12-16 00:00:00.000,2019-12-16 00:00:00.000,10595236,104,286612,"Nenhuma",0,"Entregue",7,"Sim","Sim"
98459,2019-12-09 00:00:00.000,2019-12-16 00:00:00.000,2019-12-16 00:00:00.000,10595236,104,286879,"Nenhuma",0,"Entregue",7,"Sim","Sim"
98597,2019-12-10 00:00:00.000,2019-12-17 00:00:00.000,2019-12-17 00:00:00.000,10595236,104,286985,"Nenhuma",0,"Entregue",7,"Sim","Sim"
98601,2019-12-10 00:00:00.000,2019-12-26 00:00:00.000,2019-12-26 00:00:00.000,10595236,104,286628,"Nenhuma",0,"Entregue",16,"Sim","Sim"
98609,2019-12-10 00:00:00.000,2019-12-13 00:00:00.000,2019-12-13 00:00:00.000,10595236,104,287208,"Nenhuma",0,"Entregue",3,"Sim","Sim"
98617,2019-12-10 00:00:00.000,2019-12-31 00:00:00.000,2019-12-31 00:00:00.000,10595236,104,286681,"Nenhuma",0,"Entregue",21,"Sim","Sim"
98627,2019-12-10 00:00:00.000,2019-12-18 00:00:00.000,2019-12-18 00:00:00.000,10595236,104,286503,"Nenhuma",0,"Entregue",8,"Sim","Sim"
98799,2019-12-11 00:00:00.000,2019-12-19 00:00:00.000,2019-12-19 00:00:00.000,10595236,104,58708,"Nenhuma",0,"Entregue",8,"Sim","Sim"
98806,2019-12-11 00:00:00.000,2020-01-01 00:00:00.000,2020-01-01 00:00:00.000,10595236,104,286711,"Nenhuma",0,"Entregue",21,"Sim","Sim"
98811,2019-12-11 00:00:00.000,2019-12-16 00:00:00.000,2019-12-16 00:00:00.000,10595236,104,286846,"Nenhuma",0,"Entregue",5,"Sim","Sim"
98816,2019-12-11 00:00:00.000,2019-12-20 00:00:00.000,2019-12-20 00:00:00.000,10595236,104,287233,"Nenhuma",0,"Entregue",9,"Sim","Sim"
99224,2019-12-13 00:00:00.000,2019-12-19 00:00:00.000,2019-12-19 00:00:00.000,10595236,104,286687,"Nenhuma",0,"Entregue",6,"Sim","Sim"
99534,2019-12-16 00:00:00.000,2019-12-24 00:00:00.000,2019-12-25 00:00:00.000,10595236,104,286862,"Nenhuma",0,"Entregue",9,"Não","Sim"
99535,2019-12-16 00:00:00.000,2019-12-23 00:00:00.000,2019-12-23 00:00:00.000,10595236,104,291014,"Nenhuma",0,"Entregue",7,"Sim","Sim"
99536,2019-12-16 00:00:00.000,2019-12-23 00:00:00.000,2019-12-23 00:00:00.000,10595236,104,286618,"Nenhuma",0,"Entregue",7,"Sim","Sim"
99542,2019-12-16 00:00:00.000,2019-12-19 00:00:00.000,2019-12-19 00:00:00.000,10595236,104,286877,"Nenhuma",0,"Entregue",3,"Sim","Sim"
99546,2019-12-16 00:00:00.000,2020-01-05 00:00:00.000,2020-01-01 00:00:00.000,10595236,104,286652,"Nenhuma",0,"Entregue",16,"Sim","Sim"
99548,2019-12-16 00:00:00.000,2020-01-01 00:00:00.000,2020-01-01 00:00:00.000,10595236,104,287127,"Nenhuma",0,"Entregue",16,"Sim","Sim"
99610,2019-12-17 00:00:00.000,2019-12-24 00:00:00.000,2019-12-24 00:00:00.000,10595236,104,61511,"Nenhuma",0,"Entregue",7,"Sim","Sim"
99813,2019-12-18 00:00:00.000,2019-12-24 00:00:00.000,2019-12-24 00:00:00.000,10595236,104,287051,"Nenhuma",0,"Entregue",6,"Sim","Sim"
99814,2019-12-18 00:00:00.000,2019-12-24 00:00:00.000,2019-12-24 00:00:00.000,10595236,104,53484,"Nenhuma",0,"Entregue",6,"Sim","Sim"
99822,2019-12-18 00:00:00.000,2019-12-25 00:00:00.000,2019-12-24 00:00:00.000,10595236,104,286483,"Nenhuma",0,"Entregue",6,"Sim","Sim"
99826,2019-12-18 00:00:00.000,2020-01-15 00:00:00.000,2020-01-10 00:00:00.000,10595236,104,286794,"Nenhuma",0,"Entregue",23,"Sim","Sim"
99828,2019-12-18 00:00:00.000,2020-01-12 00:00:00.000,2020-01-09 00:00:00.000,10595236,104,286651,"Nenhuma",0,"Entregue",22,"Sim","Sim"
99841,2019-12-18 00:00:00.000,2019-12-24 00:00:00.000,2019-12-24 00:00:00.000,10595236,104,286844,"Nenhuma",0,"Entregue",6,"Sim","Sim"
99845,2019-12-18 00:00:00.000,2019-12-23 00:00:00.000,2019-12-23 00:00:00.000,10595236,104,286541,"Nenhuma",0,"Entregue",5,"Sim","Sim"
100054,2019-12-19 00:00:00.000,2019-12-25 00:00:00.000,2019-12-25 00:00:00.000,10595236,104,55657,"Nenhuma",0,"Entregue",6,"Sim","Sim"
100057,2019-12-19 00:00:00.000,2019-12-24 00:00:00.000,2019-12-24 00:00:00.000,10595236,104,24264,"Nenhuma",0,"Entregue",5,"Sim","Sim"
100067,2019-12-19 00:00:00.000,2019-12-25 00:00:00.000,2019-12-25 00:00:00.000,10595236,104,286658,"Nenhuma",0,"Entregue",6,"Sim","Sim"
100072,2019-12-19 00:00:00.000,2020-01-12 00:00:00.000,2020-01-09 00:00:00.000,10595236,104,286983,"Nenhuma",0,"Entregue",21,"Sim","Sim"
100073,2019-12-19 00:00:00.000,2019-12-26 00:00:00.000,2019-12-26 00:00:00.000,10595236,104,286554,"Nenhuma",0,"Entregue",7,"Sim","Sim"
100235,2019-12-20 00:00:00.000,2019-12-27 00:00:00.000,2019-12-27 00:00:00.000,10595236,104,286787,"Nenhuma",0,"Entregue",7,"Sim","Sim"
100238,2019-12-20 00:00:00.000,2020-01-03 00:00:00.000,2020-01-01 00:00:00.000,10595236,104,286536,"Nenhuma",0,"Entregue",12,"Sim","Sim"
100419,2019-12-23 00:00:00.000,2019-12-27 00:00:00.000,2019-12-27 00:00:00.000,10595236,104,286618,"Nenhuma",0,"Entregue",4,"Sim","Sim"
100712,2019-12-25 00:00:00.000,2019-12-31 00:00:00.000,2019-12-31 00:00:00.000,10595236,104,124816,"Nenhuma",0,"Entregue",6,"Sim","Sim"
100715,2019-12-25 00:00:00.000,2019-12-30 00:00:00.000,2019-12-30 00:00:00.000,10595236,104,286686,"Nenhuma",0,"Entregue",5,"Sim","Sim"
100724,2019-12-25 00:00:00.000,2019-12-31 00:00:00.000,2019-12-31 00:00:00.000,10595236,104,286751,"Nenhuma",0,"Entregue",6,"Sim","Sim"
100741,2019-12-25 00:00:00.000,2019-12-31 00:00:00.000,2019-12-31 00:00:00.000,10595236,104,286529,"Nenhuma",0,"Entregue",6,"Sim","Sim"
100870,2019-12-26 00:00:00.000,2019-12-31 00:00:00.000,2019-12-31 00:00:00.000,10595236,104,286641,"Nenhuma",0,"Entregue",5,"Sim","Sim"
100871,2019-12-26 00:00:00.000,2020-01-03 00:00:00.000,2020-01-03 00:00:00.000,10595236,104,58720,"Nenhuma",0,"Entregue",8,"Sim","Sim"
100872,2019-12-26 00:00:00.000,2020-01-07 00:00:00.000,2020-01-13 00:00:00.000,10595236,104,286696,"Nenhuma",0,"Entregue",18,"Não","Sim"
101027,2019-12-27 00:00:00.000,2020-01-02 00:00:00.000,2020-01-08 00:00:00.000,10595236,104,286993,"Nenhuma",0,"Entregue",12,"Não","Sim"
101332,2019-12-30 00:00:00.000,2020-01-17 00:00:00.000,2020-01-17 00:00:00.000,10595236,104,291589,"Nenhuma",0,"Entregue",18,"Sim","Sim"
101333,2019-12-30 00:00:00.000,2020-01-10 00:00:00.000,2020-01-09 00:00:00.000,10595236,104,121968,"Nenhuma",0,"Entregue",10,"Sim","Sim"
101502,2019-12-31 00:00:00.000,2020-01-20 00:00:00.000,2020-01-16 00:00:00.000,10595236,104,286850,"Nenhuma",0,"Entregue",16,"Sim","Sim"
101503,2019-12-31 00:00:00.000,2020-01-08 00:00:00.000,2020-01-08 00:00:00.000,10595236,104,287245,"Nenhuma",0,"Entregue",8,"Sim","Sim"
101509,2019-12-31 00:00:00.000,2020-01-15 00:00:00.000,2020-01-15 00:00:00.000,10595236,104,286517,"Nenhuma",0,"Entregue",15,"Sim","Sim"
101675,2020-01-01 00:00:00.000,2020-01-07 00:00:00.000,2020-01-07 00:00:00.000,10595236,104,286637,"Nenhuma",0,"Entregue",6,"Sim","Sim"
101688,2020-01-01 00:00:00.000,2020-01-09 00:00:00.000,2020-01-08 00:00:00.000,10595236,104,287343,"Nenhuma",0,"Entregue",7,"Sim","Sim"
101881,2020-01-02 00:00:00.000,2020-01-08 00:00:00.000,2020-01-08 00:00:00.000,10595236,104,286628,"Nenhuma",0,"Entregue",6,"Sim","Sim"
101883,2020-01-02 00:00:00.000,2020-01-10 00:00:00.000,2020-01-10 00:00:00.000,10595236,104,287205,"Nenhuma",0,"Entregue",8,"Sim","Sim"
101888,2020-01-02 00:00:00.000,2020-01-08 00:00:00.000,2020-01-08 00:00:00.000,10595236,104,288810,"Nenhuma",0,"Entregue",6,"Sim","Sim"
101896,2020-01-02 00:00:00.000,2020-01-09 00:00:00.000,2020-01-09 00:00:00.000,10595236,104,287089,"Nenhuma",0,"Entregue",7,"Sim","Sim"
102061,2020-01-03 00:00:00.000,2020-01-06 00:00:00.000,2020-01-08 00:00:00.000,10595236,104,2397,"Nenhuma",0,"Entregue",5,"Não","Sim"
102419,2020-01-06 00:00:00.000,2020-01-11 00:00:00.000,2020-01-10 00:00:00.000,10595236,104,286479,"Nenhuma",0,"Entregue",4,"Sim","Sim"
102545,2020-01-07 00:00:00.000,2020-01-13 00:00:00.000,2020-01-13 00:00:00.000,10595236,104,55657,"Nenhuma",0,"Entregue",6,"Sim","Sim"
102558,2020-01-07 00:00:00.000,2020-01-15 00:00:00.000,2020-01-15 00:00:00.000,10595236,104,286993,"Nenhuma",0,"Entregue",8,"Sim","Sim"
102562,2020-01-07 00:00:00.000,2020-01-17 00:00:00.000,2020-01-15 00:00:00.000,10595236,104,286681,"Nenhuma",0,"Entregue",8,"Sim","Sim"
102563,2020-01-07 00:00:00.000,2020-01-13 00:00:00.000,2020-01-15 00:00:00.000,10595236,104,286842,"Nenhuma",0,"Entregue",8,"Não","Sim"
102566,2020-01-07 00:00:00.000,2020-01-14 00:00:00.000,2020-01-14 00:00:00.000,10595236,104,286670,"Nenhuma",0,"Entregue",7,"Sim","Sim"
102573,2020-01-07 00:00:00.000,2020-01-14 00:00:00.000,2020-01-14 00:00:00.000,10595236,104,286611,"Nenhuma",0,"Entregue",7,"Sim","Sim"
102574,2020-01-07 00:00:00.000,2020-01-16 00:00:00.000,2020-01-16 00:00:00.000,10595236,104,291752,"Nenhuma",0,"Entregue",9,"Sim","Sim"
102715,2020-01-08 00:00:00.000,2020-01-16 00:00:00.000,2020-01-16 00:00:00.000,10595236,104,55942,"Nenhuma",0,"Entregue",8,"Sim","Sim"
102717,2020-01-08 00:00:00.000,2020-01-16 00:00:00.000,2020-01-16 00:00:00.000,10595236,104,57439,"Nenhuma",0,"Entregue",8,"Sim","Sim"
102729,2020-01-08 00:00:00.000,2020-01-16 00:00:00.000,2020-01-16 00:00:00.000,10595236,104,286623,"Nenhuma",0,"Entregue",8,"Sim","Sim"
102731,2020-01-08 00:00:00.000,2020-01-17 00:00:00.000,2020-01-17 00:00:00.000,10595236,104,286570,"Nenhuma",0,"Entregue",9,"Sim","Sim"
102952,2020-01-09 00:00:00.000,2020-01-14 00:00:00.000,2020-01-14 00:00:00.000,10595236,104,287081,"Nenhuma",0,"Entregue",5,"Sim","Sim"
102955,2020-01-09 00:00:00.000,2020-01-16 00:00:00.000,2020-01-17 00:00:00.000,10595236,104,286998,"Nenhuma",0,"Entregue",8,"Não","Sim"
103099,2020-01-10 00:00:00.000,2020-01-24 00:00:00.000,2020-01-22 00:00:00.000,10595236,104,287244,"Nenhuma",0,"Entregue",12,"Sim","Sim"
103435,2020-01-13 00:00:00.000,2020-01-21 00:00:00.000,2020-01-21 00:00:00.000,10595236,104,286661,"Nenhuma",0,"Entregue",8,"Sim","Sim"
103446,2020-01-13 00:00:00.000,2020-01-15 00:00:00.000,2020-01-16 00:00:00.000,10595236,104,286801,"Nenhuma",0,"Entregue",3,"Não","Sim"
103448,2020-01-13 00:00:00.000,2020-01-17 00:00:00.000,2020-01-17 00:00:00.000,10595236,104,286659,"Nenhuma",0,"Entregue",4,"Sim","Sim"
103557,2020-01-14 00:00:00.000,2020-01-21 00:00:00.000,2020-01-21 00:00:00.000,10595236,104,286909,"Nenhuma",0,"Entregue",7,"Sim","Sim"
103578,2020-01-14 00:00:00.000,2020-01-24 00:00:00.000,2020-01-24 00:00:00.000,10595236,104,291014,"Nenhuma",0,"Entregue",10,"Sim","Sim"
103775,2020-01-15 00:00:00.000,2020-02-06 00:00:00.000,2020-02-06 00:00:00.000,10595236,104,286726,"Nenhuma",0,"Entregue",22,"Sim","Sim"
103779,2020-01-15 00:00:00.000,2020-01-21 00:00:00.000,2020-01-21 00:00:00.000,10595236,104,287177,"Nenhuma",0,"Entregue",6,"Sim","Sim"
103789,2020-01-15 00:00:00.000,2020-02-03 00:00:00.000,2020-02-03 00:00:00.000,10595236,104,286854,"Nenhuma",0,"Entregue",19,"Sim","Sim"
103792,2020-01-15 00:00:00.000,2020-02-06 00:00:00.000,2020-02-06 00:00:00.000,10595236,104,286749,"Nenhuma",0,"Entregue",22,"Sim","Sim"
103957,2020-01-16 00:00:00.000,2020-01-21 00:00:00.000,2020-01-21 00:00:00.000,10595236,104,229463,"Nenhuma",0,"Entregue",5,"Sim","Sim"
104583,2020-01-21 00:00:00.000,2020-01-27 00:00:00.000,2020-01-27 00:00:00.000,10595236,104,13350,"Nenhuma",0,"Entregue",6,"Sim","Sim"
104587,2020-01-21 00:00:00.000,2020-02-11 00:00:00.000,2020-02-11 00:00:00.000,10595236,104,286685,"Nenhuma",0,"Entregue",21,"Sim","Sim"
104591,2020-01-21 00:00:00.000,2020-01-31 00:00:00.000,2020-01-31 00:00:00.000,10595236,104,57569,"Nenhuma",0,"Entregue",10,"Sim","Sim"
104595,2020-01-21 00:00:00.000,2020-01-29 00:00:00.000,2020-01-29 00:00:00.000,10595236,104,286862,"Nenhuma",0,"Entregue",8,"Sim","Sim"
104596,2020-01-21 00:00:00.000,2020-01-30 00:00:00.000,2020-01-30 00:00:00.000,10595236,104,286658,"Nenhuma",0,"Entregue",9,"Sim","Sim"
104600,2020-01-21 00:00:00.000,2020-02-02 00:00:00.000,2020-02-07 00:00:00.000,10595236,104,286681,"Nenhuma",0,"Entregue",17,"Não","Sim"
104606,2020-01-21 00:00:00.000,2020-01-29 00:00:00.000,2020-01-29 00:00:00.000,10595236,104,286616,"Nenhuma",0,"Entregue",8,"Sim","Sim"
104610,2020-01-21 00:00:00.000,2020-01-31 00:00:00.000,2020-01-31 00:00:00.000,10595236,104,286665,"Nenhuma",0,"Entregue",10,"Sim","Sim"
104612,2020-01-21 00:00:00.000,2020-01-29 00:00:00.000,2020-01-29 00:00:00.000,10595236,104,286632,"Nenhuma",0,"Entregue",8,"Sim","Sim"
104803,2020-01-22 00:00:00.000,2020-02-03 00:00:00.000,2020-02-03 00:00:00.000,10595236,104,287063,"Nenhuma",0,"Entregue",12,"Sim","Sim"
104806,2020-01-22 00:00:00.000,2020-01-28 00:00:00.000,2020-01-28 00:00:00.000,10595236,104,286563,"Nenhuma",0,"Entregue",6,"Sim","Sim"
104978,2020-01-23 00:00:00.000,2020-01-31 00:00:00.000,2020-01-30 00:00:00.000,10595236,104,13350,"Nenhuma",0,"Entregue",7,"Sim","Sim"
104980,2020-01-23 00:00:00.000,2020-01-29 00:00:00.000,2020-01-29 00:00:00.000,10595236,104,286673,"Nenhuma",0,"Entregue",6,"Sim","Sim"
104981,2020-01-23 00:00:00.000,2020-01-27 00:00:00.000,2020-01-28 00:00:00.000,10595236,104,286637,"Nenhuma",0,"Entregue",5,"Não","Sim"
104983,2020-01-23 00:00:00.000,2020-02-03 00:00:00.000,2020-02-03 00:00:00.000,10595236,104,286667,"Nenhuma",0,"Entregue",11,"Sim","Sim"
104994,2020-01-23 00:00:00.000,2020-02-04 00:00:00.000,2020-02-04 00:00:00.000,10595236,104,286610,"Nenhuma",0,"Entregue",12,"Sim","Sim"
105172,2020-01-24 00:00:00.000,2020-02-05 00:00:00.000,2020-02-05 00:00:00.000,10595236,104,2397,"Nenhuma",0,"Entregue",12,"Sim","Sim"
105179,2020-01-24 00:00:00.000,2020-02-04 00:00:00.000,2020-02-04 00:00:00.000,10595236,104,286947,"Nenhuma",0,"Entregue",11,"Sim","Sim"
105570,2020-01-27 00:00:00.000,2020-02-01 00:00:00.000,2020-01-31 00:00:00.000,10595236,104,287128,"Nenhuma",0,"Entregue",4,"Sim","Sim"
105572,2020-01-27 00:00:00.000,2020-01-30 00:00:00.000,2020-01-31 00:00:00.000,10595236,104,287244,"Nenhuma",0,"Entregue",4,"Não","Sim"
105573,2020-01-27 00:00:00.000,2020-01-31 00:00:00.000,2020-01-31 00:00:00.000,10595236,104,286503,"Nenhuma",0,"Entregue",4,"Sim","Sim"
105699,2020-01-28 00:00:00.000,2020-02-06 00:00:00.000,2020-02-04 00:00:00.000,10595236,104,286547,"Nenhuma",0,"Entregue",7,"Sim","Sim"
105701,2020-01-28 00:00:00.000,2020-02-07 00:00:00.000,2020-02-07 00:00:00.000,10595236,104,264973,"Nenhuma",0,"Entregue",10,"Sim","Sim"
105851,2020-01-29 00:00:00.000,2020-02-06 00:00:00.000,2020-02-06 00:00:00.000,10595236,104,286749,"Nenhuma",0,"Entregue",8,"Sim","Sim"
106034,2020-01-30 00:00:00.000,2020-02-11 00:00:00.000,2020-02-11 00:00:00.000,10595236,104,124638,"Nenhuma",0,"Entregue",12,"Sim","Sim"
106039,2020-01-30 00:00:00.000,2020-02-05 00:00:00.000,2020-02-05 00:00:00.000,10595236,104,124906,"Nenhuma",0,"Entregue",6,"Sim","Sim"
106040,2020-01-30 00:00:00.000,2020-02-07 00:00:00.000,2020-02-06 00:00:00.000,10595236,104,287044,"Nenhuma",0,"Entregue",7,"Sim","Sim"
106049,2020-01-30 00:00:00.000,2020-02-07 00:00:00.000,2020-02-07 00:00:00.000,10595236,104,286592,"Nenhuma",0,"Entregue",8,"Sim","Sim"
106054,2020-01-30 00:00:00.000,2020-02-04 00:00:00.000,2020-02-04 00:00:00.000,10595236,104,286793,"Nenhuma",0,"Entregue",5,"Sim","Sim"
106072,2020-01-30 00:00:00.000,2020-02-04 00:00:00.000,2020-02-04 00:00:00.000,10595236,104,58266,"Nenhuma",0,"Entregue",5,"Sim","Sim"
106247,2020-01-31 00:00:00.000,2020-02-07 00:00:00.000,2020-02-07 00:00:00.000,10595236,104,287544,"Nenhuma",0,"Entregue",7,"Sim","Sim"
