_nadb_projecttype_risk_value,modifiedon,nadb_factortype,nadb_customertype_risk,statecode,_owningbusinessunit_value,importsequencenumber,createdon,nadb_riskratingindicatorid,timezoneruleversionnumber,versionnumber,nadb_numberid,statuscode,_nadb_indicatormethodology_value,nadb_domain,_ownerid_value,_createdby_value,_modifiedby_value,_owninguser_value,utcconversiontimezonecode,_owningteam_value,overriddencreatedon,_createdonbehalfby_value,nadb_indicatorname,_modifiedonbehalfby_value
"",2020-02-21 15:49:20.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:20.000,"239a30ab-c154-ea11-a813-000d3a4ed0f6",,12005547,"Performance and Prospects",1,"08c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","10.5",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"259a30ab-c154-ea11-a813-000d3a4ed0f6",,12005548," Business and Economic Environment",1,"08c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","10.6",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"279a30ab-c154-ea11-a813-000d3a4ed0f6",,12005549,"Development of Sector Market",1,"08c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","10.7",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"299a30ab-c154-ea11-a813-000d3a4ed0f6",,12005550,"Regulatory Environment",1,"08c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","10.8",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"2b9a30ab-c154-ea11-a813-000d3a4ed0f6",,12005551,"Competitive Position",1,"08c0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","10.9",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"2d9a30ab-c154-ea11-a813-000d3a4ed0f6",,12005552,"Total Debt & Obligations / Available Revenues",1,"0ac0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","2.1",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"2f9a30ab-c154-ea11-a813-000d3a4ed0f6",,12005553,"Financial structure of payment (Primary source)",1,"0ac0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","2.10",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"319a30ab-c154-ea11-a813-000d3a4ed0f6",,12005554,"Additional enhancements",1,"0ac0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","2.11",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"339a30ab-c154-ea11-a813-000d3a4ed0f6",,12005555,"Financial structure includes a debt service reserve fund",1,"0ac0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","2.12",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"359a30ab-c154-ea11-a813-000d3a4ed0f6",,12005556,"Debt Service Coverage Ratio is above minimum required ratio from loan agreement",1,"0ac0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","2.13",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"379a30ab-c154-ea11-a813-000d3a4ed0f6",,12005557,"Municipality is currently rated by any credit rating agencies within the last 12 months",1,"0ac0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","2.14",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"399a30ab-c154-ea11-a813-000d3a4ed0f6",,12005558,"Sector Outlook",1,"0ac0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","2.15",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"3b9a30ab-c154-ea11-a813-000d3a4ed0f6",,12005559,"Total Debt & Obligations Service / Available Revenues",1,"0ac0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","2.2",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"3d9a30ab-c154-ea11-a813-000d3a4ed0f6",,12005560,"All Short term Debt & Obligations / Total Revenues",1,"0ac0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","2.3",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"3f9a30ab-c154-ea11-a813-000d3a4ed0f6",,12005561,"Municipal Revenues (own-source) / Total Revenues",1,"0ac0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","2.4",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"419a30ab-c154-ea11-a813-000d3a4ed0f6",,12005562,"(Operation Expenses + Non-earmarked Transfers)/ Available Revenues",1,"0ac0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","2.5",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"439a30ab-c154-ea11-a813-000d3a4ed0f6",,12005563,"Cash & liquid investments / Total Revenues",1,"0ac0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","2.6",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"459a30ab-c154-ea11-a813-000d3a4ed0f6",,12005564,"Historical payment experience with NADB within the last 24 months",1,"0ac0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","2.7",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"479a30ab-c154-ea11-a813-000d3a4ed0f6",,12005565,"Full compliance with main contractual conditions and covenants",1,"0ac0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","2.8",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"499a30ab-c154-ea11-a813-000d3a4ed0f6",,12005566,"Source of payment (primary source)",1,"0ac0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","2.9",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"4b9a30ab-c154-ea11-a813-000d3a4ed0f6",,12005567,"Total Outstanding Debt & Obligations / Available Revenues",1,"0cc0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","3.1",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"4d9a30ab-c154-ea11-a813-000d3a4ed0f6",,12005568,"Full compliance with main contractual conditions and covenants",1,"0cc0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","3.10",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"4f9a30ab-c154-ea11-a813-000d3a4ed0f6",,12005569,"Source of payment (primary source)",1,"0cc0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","3.11",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"519a30ab-c154-ea11-a813-000d3a4ed0f6",,12005570,"Financial structure of payment (Primary source)",1,"0cc0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","3.12",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"539a30ab-c154-ea11-a813-000d3a4ed0f6",,12005571,"Additional enhancements",1,"0cc0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","3.13",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"559a30ab-c154-ea11-a813-000d3a4ed0f6",,12005572,"Financial structure includes a debt service reserve fund",1,"0cc0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","3.14",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"579a30ab-c154-ea11-a813-000d3a4ed0f6",,12005573,"Debt Service Coverage Ratio is above minimum required ratio from loan agreement",1,"0cc0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","3.15",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"599a30ab-c154-ea11-a813-000d3a4ed0f6",,12005574,"Municipality is currently rated by any credit rating agencies within the last 12 months",1,"0cc0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","3.16",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"5b9a30ab-c154-ea11-a813-000d3a4ed0f6",,12005575,"Sector Outlook",1,"0cc0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","3.17",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"5d9a30ab-c154-ea11-a813-000d3a4ed0f6",,12005576,"Total Debt & Obligations Service / Available Revenues",1,"0cc0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","3.2",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"5f9a30ab-c154-ea11-a813-000d3a4ed0f6",,12005577,"All Short -term Debt & Obligations / Total Revenues",1,"0cc0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","3.3",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"619a30ab-c154-ea11-a813-000d3a4ed0f6",,12005578,"Phisycal Efficiency (invoiced volume/ produced volume)",1,"0cc0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","3.4",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"639a30ab-c154-ea11-a813-000d3a4ed0f6",,12005579,"Commercial Efficiency (collected volume / billed volume)",1,"0cc0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","3.5",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"659a30ab-c154-ea11-a813-000d3a4ed0f6",,12005580,"Global Efficiency (phisycal efficiency * commercial efficiency)",1,"0cc0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","3.6",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"679a30ab-c154-ea11-a813-000d3a4ed0f6",,12005581,"Receivables turnover (days)",1,"0cc0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","3.7",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"699a30ab-c154-ea11-a813-000d3a4ed0f6",,12005582,"Cash & Liquid investments / Current Liabilities (times, x)",1,"0cc0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","3.8",""
"",2020-02-21 15:49:21.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:21.000,"6b9a30ab-c154-ea11-a813-000d3a4ed0f6",,12005583,"Historical payment experience with NADB within the last 24 months",1,"0cc0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","3.9",""
"",2020-02-21 15:49:22.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:22.000,"6d9a30ab-c154-ea11-a813-000d3a4ed0f6",,12005584,"Complexity of Facility Management (FM) Obligation",1,"0ec0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","8.1",""
"",2020-02-21 15:49:22.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:22.000,"6f9a30ab-c154-ea11-a813-000d3a4ed0f6",,12005585,"Average Annual DSCR",1,"0ec0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","8.10",""
"",2020-02-21 15:49:22.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:22.000,"719a30ab-c154-ea11-a813-000d3a4ed0f6",,12005586,"Minimum Annual DSCR Break-Even Ratio",1,"0ec0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","8.11",""
"",2020-02-21 15:49:22.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:22.000,"739a30ab-c154-ea11-a813-000d3a4ed0f6",,12005587,"Quality of Relationships Between Project Parties",1,"0ec0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","8.12",""
"",2020-02-21 15:49:22.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:22.000,"759a30ab-c154-ea11-a813-000d3a4ed0f6",,12005588,"Operational Performance",1,"0ec0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","8.13",""
"",2020-02-21 15:49:22.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:22.000,"779a30ab-c154-ea11-a813-000d3a4ed0f6",,12005589,"Refinancing Risk",1,"0ec0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","8.14",""
"",2020-02-21 15:49:22.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:22.000,"799a30ab-c154-ea11-a813-000d3a4ed0f6",,12005590,"Reserves",1,"0ec0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","8.15",""
"",2020-02-21 15:49:22.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:22.000,"7b9a30ab-c154-ea11-a813-000d3a4ed0f6",,12005591,"Security and Creditor Controls",1,"0ec0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","8.16",""
"",2020-02-21 15:49:22.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:22.000,"7d9a30ab-c154-ea11-a813-000d3a4ed0f6",,12005592,"Guaranty Type",1,"0ec0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","8.17",""
"",2020-02-21 15:49:22.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:22.000,"7f9a30ab-c154-ea11-a813-000d3a4ed0f6",,12005593,"Debt Service Reserve Fund",1,"0ec0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","8.18",""
"",2020-02-21 15:49:22.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:22.000,"819a30ab-c154-ea11-a813-000d3a4ed0f6",,12005594,"Full Compliance with Contractual Conditions and Covenants",1,"0ec0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","8.19",""
"",2020-02-21 15:49:22.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:22.000,"839a30ab-c154-ea11-a813-000d3a4ed0f6",,12005595,"Complexity of Lifecycle Obligation",1,"0ec0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","8.2",""
"",2020-02-21 15:49:22.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:22.000,"859a30ab-c154-ea11-a813-000d3a4ed0f6",,12005596,"Payment Experience with NADB",1,"0ec0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","8.20",""
"",2020-02-21 15:49:22.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:22.000,"879a30ab-c154-ea11-a813-000d3a4ed0f6",,12005597,"Nature of Performance Regime",1,"0ec0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","8.3",""
"",2020-02-21 15:49:22.000,,,0,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",103,2020-02-21 15:49:22.000,"899a30ab-c154-ea11-a813-000d3a4ed0f6",,12005598,"Concession/Sub-Contract Interface",1,"0ec0009c-c154-ea11-a813-000d3a4e6589",,"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"",,"","8.4",""
