credata_pk,vendor,region,tenancy,environment_type,instance_type,compute_type,recommendation_type,ru_recommendation_metric,safety_factor,saved_doql_query,recommend_burstable,recommend_amd,recommend_arm,ignore_hyperv,os_filter,device_type_filter,tag_filter,service_level,device_data,device_fk,device_name,orig_total_cores,orig_memory,orig_hard_disk,orig_os,orig_nic_out_transfer,orig_nic_in_transfer,orig_nic_speed,orig_disk_throughput,orig_disk_read_throughput,orig_disk_write_throughput,orig_disk_iops,orig_disk_read_iops,orig_disk_write_iops,orig_disk_latency,orig_disk_read_latency,cluster_device_fk,cluster_device_name,recommended_instance,burstable,cpu,total_cores,memory,network,matching_os,monthly_ondemand_cost,monthly_premptible_cost,monthly_1yr_resvd_cost,monthly_1yr_resvd_noupfront_cost,monthly_prorated_3yr_resvd_cost,monthly_1yr_resvd_partupfront_cost,monthly_1yr_resvd_allupfront_cost,monthly_prorated_3yr_resvd_noupfront_cost,monthly_prorated_3yr_resvd_partupfront_cost,monthly_prorated_3yr_resvd_allupfront_cost,yearly_ondemand_cost,yearly_premptible_cost,yearly_1yr_resvd_cost,yearly_1yr_resvd_noupfront_cost,yearly_1yr_resvd_partupfront_cost,yearly_1yr_resvd_allupfront_cost,yearly_prorated_3yr_resvd_cost,yearly_prorated_3yr_resvd_noupfront_cost,yearly_prorated_3yr_resvd_partupfront_cost,yearly_prorated_3yr_resvd_allupfront_cost,storage,block_volume_storage,monthly_storage_cost,yearly_storage_cost,monthly_networking_cost,yearly_networking_cost,local_disk,row_color,missing_ru_data,status,first_added,last_updated
3160377,Azure,East US,,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'Microsoft Windows Server 2016 (64-bit)', 'ram_size_type': u'GB', 'type_id': 3, 'monitoring_enabled': True, 'total_part_disk_size': None, 'ram': 4096.0, 'total_cores': 2, 'hard_disk_size': Decimal('80.12'), 'os_arch': '', 'hard_disk_size_type': u'GB', 'cpucount': 2, 'os_fk': 261, 'service_level_id': 1, 'cpucore': 1, 'virtual_host': False, 'id': 16586}",16586.0,win2k19wq01wh4219,2.0,4.0,80.12,Microsoft Windows Server 2016 (64-bit),,,,,,,,,,,,,,D2ads v5,No,2.55Ghz AMD EPYC 7763v,2.0,8.0,,Windows OS,0.0,,,,,,,,,,0.0,,,,,,,,,,"S10 (128 GiB, Up to 500 IOPS, Up to 60 MB/second Throughput)",,5.89,70.68,,,,normal,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_io_rate, disk_write_io_rate, disk_read_latency, disk_used, nic_out_transfer",ACTIVE,2021-11-12 06:33:27.616,2021-11-12 06:33:27.616
3154169,AWS,US East (N. Virginia),Shared,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'alpine:latest@sha256:7043076348bf5040220df6ad703798fd8593a09', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 116, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 6562}",6562.0,d05756dba2a2,,,,alpine:latest@sha256:7043076348bf5040220df6ad703798fd8593a09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,,ACTIVE,2021-11-12 06:33:21.650,2021-11-12 06:33:21.650
3154424,AWS,US East (N. Virginia),Shared,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': 2700.0, 'os_name': u'Microsoft Windows Server 2012 R2 Standard', 'ram_size_type': u'GB', 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': Decimal('58.00'), 'ram': 4096.0, 'total_cores': 2, 'hard_disk_size': Decimal('58.00'), 'os_arch': u'64', 'hard_disk_size_type': None, 'cpucount': 2, 'os_fk': 107, 'service_level_id': 1, 'cpucore': 1, 'virtual_host': False, 'id': 10412}",10412.0,WINDOWS-32RBQTA,2.0,4.0,58.00,Microsoft Windows Server 2012 R2 Standard,,,,,,,,,,,,,,t3a.medium,Yes,AMD EPYC 7571,2.0,4.0,,Windows,40.88,,,30.66,,29.81,29.5,25.26,24.39,23.75,490.56,,,367.92,357.7,354.0,,303.1,292.63,285.0,General Purpose: 58 GB,,4.64,55.68,,,,normal,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_io_rate, disk_write_io_rate, disk_used, nic_in_speed, nic_out_speed, nic_out_transfer",ACTIVE,2021-11-12 06:33:22.120,2021-11-12 06:33:22.120
3157717,GCP,us-east4,,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 15963}",15963.0,serene_mcnulty_9a78ce0604f5,,,,Ubuntu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,,ACTIVE,2021-11-12 06:33:25.616,2021-11-12 06:33:25.616
3156814,GCP,us-east4,,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'CentOS', 'ram_size_type': u'GB', 'type_id': 3, 'monitoring_enabled': True, 'total_part_disk_size': None, 'ram': 8192.0, 'total_cores': 4, 'hard_disk_size': Decimal('100.00'), 'os_arch': '', 'hard_disk_size_type': u'GB', 'cpucount': 4, 'os_fk': 19, 'service_level_id': 1, 'cpucore': 1, 'virtual_host': False, 'id': 13338}",13338.0,d42-80-52,4.0,8.0,100.00,CentOS,,,,,,,,,,,,,,e2-standard-4,No,2.0 GHz Intel Xeon Scalable Processor (Skylake),4.0,16.0,,Linux,110.19,33.06,69.42,,49.58,,,,,,1322.25,396.67,833.02,,,,595.01,,,,Storage PD Capacity in Virginia: 100 GB,,4.4,52.8,,,,normal,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_io_rate, disk_write_io_rate, disk_read_latency, disk_write_latency, disk_used, nic_out_transfer",ACTIVE,2021-11-12 06:33:24.880,2021-11-12 06:33:24.880
3162677,Oracle,,,,,vm,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'Ubuntu Linux (64-bit)', 'ram_size_type': u'MB', 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': 512.0, 'total_cores': 1, 'hard_disk_size': Decimal('40.00'), 'os_arch': '', 'hard_disk_size_type': u'GB', 'cpucount': 1, 'os_fk': 246, 'service_level_id': 1, 'cpucore': 1, 'virtual_host': False, 'id': 16939}",16939.0,s7-firefox-90610,1.0,0.5,40.00,Ubuntu Linux (64-bit),,,,,,,,,,,,,,VM.Standard2.1,,"Intel Xeon Platinum 8167M. Base frequency 2.0 GHz, max turbo frequency 2.4 GHz.",2.0,15.0,1 Gbps,"CentOS, Oracle Linux or Ubuntu Linux",46.56,,,,,,,,,,558.89,,,,,,,,,,Up to 1 PB of remote Block Volumes,40.0,1.02,12.24,,,,normal,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_latency, disk_write_latency, disk_used, nic_in_speed, nic_out_speed, nic_out_transfer",ACTIVE,2021-11-12 06:33:29.350,2021-11-12 06:33:29.350
3161019,Oracle,,,,,vm,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'ios', 'ram_size_type': None, 'type_id': 4, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 64, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 9940}",9940.0,C2K-FO1-6N,,,,ios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,,ACTIVE,2021-11-12 06:33:28.273,2021-11-12 06:33:28.273
3158835,Azure,East US,,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'CentOS', 'ram_size_type': u'GB', 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': 1024.0, 'total_cores': 1, 'hard_disk_size': Decimal('20.00'), 'os_arch': '', 'hard_disk_size_type': u'GB', 'cpucount': 1, 'os_fk': 19, 'service_level_id': 1, 'cpucore': 1, 'virtual_host': False, 'id': 10136}",10136.0,RC-QA-3-241,1.0,1.0,20.00,CentOS,,,,,,,,,,,,,,D2ads v5,No,2.55Ghz AMD EPYC 7763v,2.0,8.0,,CentOS or Ubuntu Linux,0.0,,,,,,,,,,0.0,,,,,,,,,,"S4 (32 GiB, Up to 500 IOPS, Up to 60 MB/second Throughput)",,1.54,18.48,,,,normal,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_io_rate, disk_write_io_rate, disk_read_latency, disk_used, nic_out_transfer",ACTIVE,2021-11-12 06:33:26.666,2021-11-12 06:33:26.666
3162816,Oracle,,,,,vm,ru,95th,10,,True,True,False,True,,,,All,"{'ru_ram': 8934, 'cpupower': '', 'os_name': u'CentOS', 'service_level_id': 1, 'type_id': 3, 'nics': [], 'total_part_disk_size': None, 'ram': 8192.0, 'total_cores': 2, 'monitoring_enabled': True, 'disks': [], 'hard_disk_size_type': u'GB', 'hard_disk_size': Decimal('100.00'), 'os_arch': '', 'ram_size_type': u'GB', 'cpucount': 2, 'cpucore': 1, 'virtual_host': False, 'ru_total_cores': 2.0, 'id': 16327, 'os_fk': 19}",16327.0,D42Test1,2.0,8.72,,CentOS,,,,,,,,,,,,,,VM.Standard2.1,,"Intel Xeon Platinum 8167M. Base frequency 2.0 GHz, max turbo frequency 2.4 GHz.",2.0,15.0,1 Gbps,"CentOS, Oracle Linux or Ubuntu Linux",46.56,,,,,,,,,,558.89,,,,,,,,,,Up to 1 PB of remote Block Volumes,,,,,,,normal,"disk_iops_read, disk_iops_write, disk_read_latency, disk_write_latency, disk_used, nic_in_speed, nic_out_speed, nic_out_transfer",ACTIVE,2021-11-12 06:33:29.496,2021-11-12 06:33:29.496
3162491,Oracle,,,,,vm,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'10', 'ram_size_type': None, 'type_id': 1, 'monitoring_enabled': True, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 271, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 16275}",16275.0,RAC_3XVTD2S,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,,ACTIVE,2021-11-12 06:33:29.170,2021-11-12 06:33:29.170
3155856,AWS,US East (N. Virginia),Shared,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'gke-11812-gke1205-cos-85-13310-1041-24-v210105-pre', 'ram_size_type': u'GB', 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': 3840.0, 'total_cores': 1, 'hard_disk_size': Decimal('100.00'), 'os_arch': '', 'hard_disk_size_type': u'GB', 'cpucount': 1, 'os_fk': 321, 'service_level_id': 1, 'cpucore': 1, 'virtual_host': False, 'id': 16447}",16447.0,gke-kub-cluster-d42do-39-tf-node-pool-ba7f98d9-j02q,1.0,3.75,100.00,gke-11812-gke1205-cos-85-13310-1041-24-v210105-pre,,,,,,,,,,,,,,t3a.medium,Yes,AMD EPYC 7571,2.0,4.0,,Linux,27.45,,,17.23,,16.34,16.08,11.83,10.98,10.33,329.38,,,206.74,196.11,193.0,,141.91,131.7,124.0,Cold HDD: 500 GB,,7.5,90.0,,,,yellow,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_io_rate, disk_write_io_rate, disk_used, nic_in_speed, nic_out_speed, nic_out_transfer",ACTIVE,2021-11-12 06:33:23.426,2021-11-12 06:33:23.426
3156205,GCP,us-east4,,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': 1800.0, 'os_name': u'Enterprise Linux Enterprise Linux Server release 5.4', 'ram_size_type': u'GB', 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': 16384.0, 'total_cores': 8, 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': 4, 'os_fk': 34, 'service_level_id': 1, 'cpucore': 2, 'virtual_host': False, 'id': 877}",877.0,oracle-db-2,8.0,16.0,,Enterprise Linux Enterprise Linux Server release 5.4,,,,,,,,,,,,,,e2-standard-8,No,2.0 GHz Intel Xeon Scalable Processor (Skylake),8.0,32.0,,Linux,220.37,66.11,138.84,,99.17,,,,,,2644.5,793.35,1666.03,,,,1190.02,,,,,,,,,,,normal,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_io_rate, disk_write_io_rate, disk_read_latency, disk_write_latency, disk_used, nic_out_transfer",ACTIVE,2021-11-12 06:33:24.316,2021-11-12 06:33:24.316
3154184,AWS,US East (N. Virginia),Shared,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'OS400', 'ram_size_type': u'GB', 'type_id': 2, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': 4096.0, 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': 2, 'os_fk': 231, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 8239}",8239.0,V153128 -37,2.0,,,OS400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,,ACTIVE,2021-11-12 06:33:21.666,2021-11-12 06:33:21.666
3160020,Azure,East US,,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 16026}",16026.0,dreamy_pare_b1bfe15a803c,,,,Ubuntu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,,ACTIVE,2021-11-12 06:33:27.423,2021-11-12 06:33:27.423
3161514,Oracle,,,,,vm,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'Microsoft Windows Server 2008 R2 (64-bit)', 'ram_size_type': u'MB', 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': 512.0, 'total_cores': 1, 'hard_disk_size': Decimal('10.00'), 'os_arch': '', 'hard_disk_size_type': u'GB', 'cpucount': 1, 'os_fk': 247, 'service_level_id': 11, 'cpucore': 1, 'virtual_host': False, 'id': 13566}",13566.0,w2k8-min-25135,1.0,0.5,10.00,Microsoft Windows Server 2008 R2 (64-bit),,,,,,,,,,,,,,VM.Standard2.1,,"Intel Xeon Platinum 8167M. Base frequency 2.0 GHz, max turbo frequency 2.4 GHz.",2.0,15.0,1 Gbps,Windows Server OS,113.71,,,,,,,,,,1364.81,,,,,,,,,,Up to 1 PB of remote Block Volumes,10.0,0.26,3.12,,,,normal,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_latency, disk_write_latency, disk_used, nic_in_speed, nic_out_speed, nic_out_transfer",ACTIVE,2021-11-12 06:33:28.686,2021-11-12 06:33:28.686
3154886,AWS,US East (N. Virginia),Shared,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'CentOS', 'ram_size_type': u'GB', 'type_id': 3, 'monitoring_enabled': True, 'total_part_disk_size': None, 'ram': 1024.0, 'total_cores': 1, 'hard_disk_size': Decimal('20.00'), 'os_arch': '', 'hard_disk_size_type': u'GB', 'cpucount': 1, 'os_fk': 19, 'service_level_id': 1, 'cpucore': 1, 'virtual_host': False, 'id': 13667}",13667.0,sa-saas-RC,1.0,1.0,20.00,CentOS,,,,,,,,,,,,,,t3a.micro,Yes,AMD EPYC 7571,2.0,1.0,,Linux,6.86,,,4.31,,4.13,4.0,2.99,2.75,2.58,82.34,,,51.68,49.53,48.0,,35.92,32.98,31.0,General Purpose: 20 GB,,1.6,19.2,,,,normal,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_io_rate, disk_write_io_rate, disk_used, nic_in_speed, nic_out_speed, nic_out_transfer",ACTIVE,2021-11-12 06:33:22.776,2021-11-12 06:33:22.776
3155987,AWS,US East (N. Virginia),Shared,,,,ru,95th,10,,True,True,False,True,,,,All,"{'disk_iops_read': u'C:\\ = 0.000000', 'type_id': 3, 'ram': 16384.0, 'total_cores': 2, 'disk_read_io_rate': u'C:\\ = 0.000000', 'disk_iops_write': u'C:\\ = 0.000000', 'disk_write_latency': u'C:\\ = 0.000000', 'id': 10084, 'nics': [], 'os_arch': u'64', 'disk_write_io_rate': u'C:\\ = 0.000000', 'ram_size_type': u'GB', 'os_name': u'Microsoft Windows Server 2012 R2 Standard', 'hard_disk_size': Decimal('98.00'), 'total_part_disk_size': Decimal('98.00'), 'hard_disk_size_type': u'GB', 'disk_total': u'C:\\ = 85530243072.000000', 'cpucount': 2, 'disk_free': u'C:\\ = 20929417216.000000', 'service_level_id': 11, 'ru_ram': 8089, 'cpupower': 2530.0, 'disk_read_latency': u'C:\\ = 0.000000', 'disks': [{'disk_read_latency': 0.0, 'disk_used': 64776462336.0, 'disk_iops_write': 0.0, 'disk_total': 85530243072.0, 'disk_read_io_rate': 0.0, 'disk_free': 20929417216.0, 'disk_iops_read': 0.0, 'disk_write_latency': 0.0, 'sensor': u'C:\\', 'disk_write_io_rate': 0.0}], 'monitoring_enabled': True, 'os_fk': 107, 'virtual_host': False, 'cpucore': 1, 'disk_used': u'C:\\ = 64776462336.000000', 'ru_total_cores': 1.0}",10084.0,SCCM.d42test.pvt,1.0,7.9,C:\ = 60.33,Microsoft Windows Server 2012 R2 Standard,,,,C:\ = 0.00,,,C:\ = 0.00,,,,,,,t3a.large,Yes,AMD EPYC 7571,2.0,8.0,,Windows,75.04,,,54.53,,52.93,52.25,43.87,42.08,40.78,900.53,,,654.37,635.11,627.0,,526.48,504.95,489.33,General Purpose: 61 GB,,4.88,58.56,,,,normal,"nic_in_speed, nic_out_speed, nic_out_transfer",ACTIVE,2021-11-12 06:33:23.736,2021-11-12 06:33:23.736
3157357,GCP,us-east4,,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14450}",14450.0,5270d84fc13f,,,,Ubuntu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,,ACTIVE,2021-11-12 06:33:25.416,2021-11-12 06:33:25.416
3156530,GCP,us-east4,,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'Phone Load ID', 'ram_size_type': None, 'type_id': 2, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 238, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 9921}",9921.0,Vanetta.P 2924,,,,Phone Load ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,,ACTIVE,2021-11-12 06:33:24.506,2021-11-12 06:33:24.506
3156053,AWS,US East (N. Virginia),Shared,,,,ru,95th,10,,True,True,False,True,,,,All,"{'disk_iops_read': u'sda = 0.500000, sdb = 0.000000', 'type_id': 3, 'ram': 2048.0, 'total_cores': 2, 'disk_read_io_rate': u'sda = 0.030000, sdb = 0.000000', 'nic_in_speed': u'ens36 = 0.010000, lo = 0.000000', 'disk_iops_write': u'sda = 0.980000, sdb = 0.000000', 'disk_write_latency': u'sda = 14.860000, sdb = 0.000000', 'id': 13809, 'nics': [{'nic_in_speed': 0.01, 'sensor': u'ens36', 'nic_in_transfer': 62319.36, 'nic_out_speed': 0.0, 'nic_out_transfer': 1683.32}, {'nic_in_speed': 0.0, 'sensor': u'lo', 'nic_in_transfer': 41.77, 'nic_out_speed': 0.0, 'nic_out_transfer': 41.77}], 'os_arch': u'64', 'disk_write_io_rate': u'sda = 0.070000, sdb = 0.000000', 'ram_size_type': u'GB', 'os_name': u'Ubuntu', 'nic_in_transfer': u'ens36 = 62319.360000, lo = 41.770000', 'hard_disk_size': None, 'total_part_disk_size': None, 'hard_disk_size_type': None, 'disk_total': u'sda = 42949672960.000000, sdb = 53687091200.000000', 'cpucount': 2, 'disk_free': u'sda = 30608863232.000000, sdb = 49819414528.000000', 'service_level_id': 1, 'ru_ram': 756, 'cpupower': 2700.0, 'nic_out_speed': u'ens36 = 0.000000, lo = 0.000000', 'disk_read_latency': u'sda = 5.600000, sdb = 0.000000', 'disks': [{'disk_read_latency': 5.6, 'disk_used': 9343492096.0, 'disk_iops_write': 0.98, 'disk_total': 42949672960.0, 'disk_read_io_rate': 0.03, 'disk_free': 30608863232.0, 'disk_iops_read': 0.5, 'disk_write_latency': 14.86, 'sensor': u'sda', 'disk_write_io_rate': 0.07}, {'disk_read_latency': 0.0, 'disk_used': 54550528.0, 'disk_iops_write': 0.0, 'disk_total': 53687091200.0, 'disk_read_io_rate': 0.0, 'disk_free': 49819414528.0, 'disk_iops_read': 0.0, 'disk_write_latency': 0.0, 'sensor': u'sdb', 'disk_write_io_rate': 0.0}], 'monitoring_enabled': True, 'os_fk': 21, 'virtual_host': False, 'nic_out_transfer': u'ens36 = 1683.320000, lo = 41.770000', 'cpucore': 1, 'disk_used': u'sda = 9343492096.000000, sdb = 54550528.000000', 'ru_total_cores': 1.0}",13809.0,jenkins-90-11-11.device42.com,1.0,0.74,"sda = 8.70, sdb = 0.05",Ubuntu,1725.09,,0.01,"sda = 0.07, sdb = 0.00",,,"sda = 0.98, sdb = 0.00",,,,,,,t3a.micro,Yes,AMD EPYC 7571,2.0,1.0,,Linux,6.86,,,4.31,,4.13,4.0,2.99,2.75,2.58,82.34,,,51.68,49.53,48.0,,35.92,32.98,31.0,"General Purpose: 9 GB, General Purpose: 1 GB",,0.8,9.6,0.06,0.72,,normal,,ACTIVE,2021-11-12 06:33:23.840,2021-11-12 06:33:23.840
3155931,AWS,US East (N. Virginia),Shared,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'CentOS', 'ram_size_type': u'GB', 'type_id': 3, 'monitoring_enabled': True, 'total_part_disk_size': None, 'ram': 8192.0, 'total_cores': 2, 'hard_disk_size': Decimal('100.00'), 'os_arch': '', 'hard_disk_size_type': u'GB', 'cpucount': 2, 'os_fk': 19, 'service_level_id': 11, 'cpucore': 1, 'virtual_host': False, 'id': 16758}",16758.0,RitchieBros Backup,2.0,8.0,100.00,CentOS,,,,,,,,,,,,,,t3a.large,Yes,AMD EPYC 7571,2.0,8.0,,Linux,54.9,,,34.38,,32.77,32.08,23.72,21.92,20.64,658.75,,,412.6,393.22,385.0,,284.7,263.07,247.67,Cold HDD: 500 GB,,7.5,90.0,,,,normal,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_io_rate, disk_write_io_rate, disk_used, nic_in_speed, nic_out_speed, nic_out_transfer",ACTIVE,2021-11-12 06:33:23.610,2021-11-12 06:33:23.610
3155590,AWS,US East (N. Virginia),Shared,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 16089}",16089.0,optimistic_spence_b6c6788f4846,,,,Ubuntu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,,ACTIVE,2021-11-12 06:33:23.286,2021-11-12 06:33:23.286
3154278,AWS,US East (N. Virginia),Shared,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'Phone Load ID', 'ram_size_type': None, 'type_id': 1, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 238, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 9884}",9884.0,Valerie Lee 2941,,,,Phone Load ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,,ACTIVE,2021-11-12 06:33:21.840,2021-11-12 06:33:21.840
3155874,AWS,US East (N. Virginia),Shared,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'CentOS', 'ram_size_type': u'GB', 'type_id': 3, 'monitoring_enabled': True, 'total_part_disk_size': None, 'ram': 8192.0, 'total_cores': 2, 'hard_disk_size': Decimal('100.00'), 'os_arch': '', 'hard_disk_size_type': u'GB', 'cpucount': 2, 'os_fk': 19, 'service_level_id': 1, 'cpucore': 1, 'virtual_host': False, 'id': 16559}",16559.0,D42-16-22,2.0,8.0,100.00,CentOS,,,,,,,,,,,,,,t3a.large,Yes,AMD EPYC 7571,2.0,8.0,,Linux,54.9,,,34.38,,32.77,32.08,23.72,21.92,20.64,658.75,,,412.6,393.22,385.0,,284.7,263.07,247.67,Cold HDD: 500 GB,,7.5,90.0,,,,normal,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_io_rate, disk_write_io_rate, disk_used, nic_in_speed, nic_out_speed, nic_out_transfer",ACTIVE,2021-11-12 06:33:23.453,2021-11-12 06:33:23.453
3154155,AWS,US East (N. Virginia),Shared,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': 2130.0, 'os_name': u'Ubuntu', 'ram_size_type': u'GB', 'type_id': 3, 'monitoring_enabled': True, 'total_part_disk_size': None, 'ram': 2048.0, 'total_cores': 1, 'hard_disk_size': None, 'os_arch': u'64', 'hard_disk_size_type': None, 'cpucount': 1, 'os_fk': 21, 'service_level_id': 1, 'cpucore': 1, 'virtual_host': False, 'id': 6377}",6377.0,ansible-002.device42.pvt,1.0,2.0,,Ubuntu,,,,,,,,,,,,,,t3a.small,Yes,AMD EPYC 7571,2.0,2.0,,Linux,13.72,,,8.61,,8.17,8.0,5.91,5.52,5.17,164.69,,,103.37,98.06,96.0,,70.96,66.29,62.0,,,,,,,,normal,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_io_rate, disk_write_io_rate, disk_used, nic_in_speed, nic_out_speed, nic_out_transfer",ACTIVE,2021-11-12 06:33:21.640,2021-11-12 06:33:21.640
