FinanceKey,DateKey,OrganizationKey,DepartmentGroupKey,ScenarioKey,AccountKey,Amount,Date
28527,20130228,7,6,1,89,208,2013-02-28 00:00:00.000
28528,20130228,7,6,1,90,320,2013-02-28 00:00:00.000
28529,20130228,7,6,1,91,-256,2013-02-28 00:00:00.000
28530,20130228,7,6,1,92,426,2013-02-28 00:00:00.000
28531,20130228,7,6,1,94,48261,2013-02-28 00:00:00.000
28532,20130228,7,6,1,96,11,2013-02-28 00:00:00.000
28533,20130228,7,6,1,97,2228,2013-02-28 00:00:00.000
28534,20130228,7,6,1,99,71000,2013-02-28 00:00:00.000
28535,20130228,7,6,1,101,755997,2013-02-28 00:00:00.000
29653,20130330,7,6,1,52,19018,2013-03-30 00:00:00.000
29654,20130330,7,6,1,53,6339,2013-03-30 00:00:00.000
29655,20130330,7,6,1,54,10070,2013-03-30 00:00:00.000
29656,20130330,7,6,1,56,130353,2013-03-30 00:00:00.000
29657,20130330,7,6,1,57,19018,2013-03-30 00:00:00.000
29658,20130330,7,6,1,60,56856,2013-03-30 00:00:00.000
29659,20130330,7,6,1,61,5250,2013-03-30 00:00:00.000
29660,20130330,7,6,1,62,2916,2013-03-30 00:00:00.000
29661,20130330,7,6,1,63,31697,2013-03-30 00:00:00.000
29662,20130330,7,6,1,65,480,2013-03-30 00:00:00.000
29663,20130330,7,6,1,66,436,2013-03-30 00:00:00.000
29664,20130330,7,6,1,67,240,2013-03-30 00:00:00.000
29665,20130330,7,6,1,68,180,2013-03-30 00:00:00.000
29666,20130330,7,6,1,69,48,2013-03-30 00:00:00.000
29667,20130330,7,6,1,71,78,2013-03-30 00:00:00.000
29668,20130330,7,6,1,72,1901,2013-03-30 00:00:00.000
29669,20130330,7,6,1,73,390,2013-03-30 00:00:00.000
29670,20130330,7,6,1,74,291,2013-03-30 00:00:00.000
29671,20130330,7,6,1,76,5104,2013-03-30 00:00:00.000
29672,20130330,7,6,1,77,972,2013-03-30 00:00:00.000
29673,20130330,7,6,1,78,314,2013-03-30 00:00:00.000
29674,20130330,7,6,1,80,1247,2013-03-30 00:00:00.000
29675,20130330,7,6,1,81,772,2013-03-30 00:00:00.000
29676,20130330,7,6,1,82,78,2013-03-30 00:00:00.000
29677,20130330,7,6,1,83,273,2013-03-30 00:00:00.000
29678,20130330,7,6,1,84,237,2013-03-30 00:00:00.000
29679,20130330,7,6,1,85,218,2013-03-30 00:00:00.000
29680,20130330,7,6,1,87,1080,2013-03-30 00:00:00.000
29681,20130330,7,6,1,89,231,2013-03-30 00:00:00.000
29682,20130330,7,6,1,90,356,2013-03-30 00:00:00.000
29683,20130330,7,6,1,91,-285,2013-03-30 00:00:00.000
29684,20130330,7,6,1,92,475,2013-03-30 00:00:00.000
29685,20130330,7,6,1,94,47907,2013-03-30 00:00:00.000
29686,20130330,7,6,1,96,12,2013-03-30 00:00:00.000
29687,20130330,7,6,1,97,1683,2013-03-30 00:00:00.000
29688,20130330,7,6,1,99,71000,2013-03-30 00:00:00.000
29689,20130330,7,6,1,101,633943,2013-03-30 00:00:00.000
30779,20130430,7,6,1,52,56266,2013-04-30 00:00:00.000
30780,20130430,7,6,1,53,24114,2013-04-30 00:00:00.000
30781,20130430,7,6,1,54,2394,2013-04-30 00:00:00.000
30782,20130430,7,6,1,56,190832,2013-04-30 00:00:00.000
30783,20130430,7,6,1,57,24114,2013-04-30 00:00:00.000
30784,20130430,7,6,1,60,55200,2013-04-30 00:00:00.000
30785,20130430,7,6,1,61,4531,2013-04-30 00:00:00.000
30786,20130430,7,6,1,62,3398,2013-04-30 00:00:00.000
30787,20130430,7,6,1,63,40190,2013-04-30 00:00:00.000
30788,20130430,7,6,1,65,588,2013-04-30 00:00:00.000
30789,20130430,7,6,1,66,535,2013-04-30 00:00:00.000
30790,20130430,7,6,1,67,276,2013-04-30 00:00:00.000
30791,20130430,7,6,1,68,204,2013-04-30 00:00:00.000
30792,20130430,7,6,1,69,59,2013-04-30 00:00:00.000
30793,20130430,7,6,1,71,93,2013-04-30 00:00:00.000
30794,20130430,7,6,1,72,1607,2013-04-30 00:00:00.000
30795,20130430,7,6,1,73,421,2013-04-30 00:00:00.000
30796,20130430,7,6,1,74,325,2013-04-30 00:00:00.000
30797,20130430,7,6,1,76,6538,2013-04-30 00:00:00.000
30798,20130430,7,6,1,77,1004,2013-04-30 00:00:00.000
30799,20130430,7,6,1,78,316,2013-04-30 00:00:00.000
30800,20130430,7,6,1,80,1260,2013-04-30 00:00:00.000
30801,20130430,7,6,1,81,780,2013-04-30 00:00:00.000
30802,20130430,7,6,1,82,79,2013-04-30 00:00:00.000
30803,20130430,7,6,1,83,276,2013-04-30 00:00:00.000
30804,20130430,7,6,1,84,240,2013-04-30 00:00:00.000
30805,20130430,7,6,1,85,220,2013-04-30 00:00:00.000
30806,20130430,7,6,1,87,1080,2013-04-30 00:00:00.000
30807,20130430,7,6,1,89,234,2013-04-30 00:00:00.000
30808,20130430,7,6,1,90,360,2013-04-30 00:00:00.000
30809,20130430,7,6,1,91,-288,2013-04-30 00:00:00.000
30810,20130430,7,6,1,92,480,2013-04-30 00:00:00.000
30811,20130430,7,6,1,94,64507,2013-04-30 00:00:00.000
30812,20130430,7,6,1,96,12,2013-04-30 00:00:00.000
30813,20130430,7,6,1,97,1992,2013-04-30 00:00:00.000
30814,20130430,7,6,1,99,71000,2013-04-30 00:00:00.000
30815,20130430,7,6,1,101,803810,2013-04-30 00:00:00.000
31905,20130530,7,6,1,52,37554,2013-05-30 00:00:00.000
31906,20130530,7,6,1,54,1384,2013-05-30 00:00:00.000
31907,20130530,7,6,1,56,211238,2013-05-30 00:00:00.000
31908,20130530,7,6,1,57,18777,2013-05-30 00:00:00.000
31909,20130530,7,6,1,60,57960,2013-05-30 00:00:00.000
31910,20130530,7,6,1,61,5352,2013-05-30 00:00:00.000
31911,20130530,7,6,1,62,4757,2013-05-30 00:00:00.000
31912,20130530,7,6,1,63,31295,2013-05-30 00:00:00.000
31913,20130530,7,6,1,65,792,2013-05-30 00:00:00.000
31914,20130530,7,6,1,66,720,2013-05-30 00:00:00.000
31915,20130530,7,6,1,67,360,2013-05-30 00:00:00.000
31916,20130530,7,6,1,68,276,2013-05-30 00:00:00.000
31917,20130530,7,6,1,69,79,2013-05-30 00:00:00.000
31918,20130530,7,6,1,71,124,2013-05-30 00:00:00.000
31919,20130530,7,6,1,72,1251,2013-05-30 00:00:00.000
31920,20130530,7,6,1,73,514,2013-05-30 00:00:00.000
31921,20130530,7,6,1,74,397,2013-05-30 00:00:00.000
31922,20130530,7,6,1,76,5607,2013-05-30 00:00:00.000
31923,20130530,7,6,1,77,1080,2013-05-30 00:00:00.000
31924,20130530,7,6,1,78,328,2013-05-30 00:00:00.000
31925,20130530,7,6,1,80,1373,2013-05-30 00:00:00.000
31926,20130530,7,6,1,81,850,2013-05-30 00:00:00.000
31927,20130530,7,6,1,82,89,2013-05-30 00:00:00.000
31928,20130530,7,6,1,83,311,2013-05-30 00:00:00.000
31929,20130530,7,6,1,84,280,2013-05-30 00:00:00.000
31930,20130530,7,6,1,85,249,2013-05-30 00:00:00.000
31931,20130530,7,6,1,87,1080,2013-05-30 00:00:00.000
31932,20130530,7,6,1,89,274,2013-05-30 00:00:00.000
31933,20130530,7,6,1,90,421,2013-05-30 00:00:00.000
31934,20130530,7,6,1,91,-337,2013-05-30 00:00:00.000
31935,20130530,7,6,1,92,561,2013-05-30 00:00:00.000
31936,20130530,7,6,1,94,49541,2013-05-30 00:00:00.000
31937,20130530,7,6,1,96,12,2013-05-30 00:00:00.000
31938,20130530,7,6,1,97,1517,2013-05-30 00:00:00.000
31939,20130530,7,6,1,99,71000,2013-05-30 00:00:00.000
31940,20130530,7,6,1,101,625909,2013-05-30 00:00:00.000
33029,20130630,7,6,1,52,28867,2013-06-30 00:00:00.000
33030,20130630,7,6,1,53,9622,2013-06-30 00:00:00.000
33031,20130630,7,6,1,54,563,2013-06-30 00:00:00.000
33032,20130630,7,6,1,56,120728,2013-06-30 00:00:00.000
33033,20130630,7,6,1,60,53820,2013-06-30 00:00:00.000
33034,20130630,7,6,1,61,5522,2013-06-30 00:00:00.000
33035,20130630,7,6,1,62,4970,2013-06-30 00:00:00.000
33036,20130630,7,6,1,63,9622,2013-06-30 00:00:00.000
33037,20130630,7,6,1,65,962,2013-06-30 00:00:00.000
33038,20130630,7,6,1,66,875,2013-06-30 00:00:00.000
33039,20130630,7,6,1,67,442,2013-06-30 00:00:00.000
33040,20130630,7,6,1,68,325,2013-06-30 00:00:00.000
33041,20130630,7,6,1,69,96,2013-06-30 00:00:00.000
33042,20130630,7,6,1,71,152,2013-06-30 00:00:00.000
33043,20130630,7,6,1,72,1924,2013-06-30 00:00:00.000
33044,20130630,7,6,1,73,591,2013-06-30 00:00:00.000
33045,20130630,7,6,1,74,439,2013-06-30 00:00:00.000
33046,20130630,7,6,1,76,4678,2013-06-30 00:00:00.000
33047,20130630,7,6,1,77,1216,2013-06-30 00:00:00.000
33048,20130630,7,6,1,78,334,2013-06-30 00:00:00.000
33049,20130630,7,6,1,80,1296,2013-06-30 00:00:00.000
33050,20130630,7,6,1,81,802,2013-06-30 00:00:00.000
33051,20130630,7,6,1,82,79,2013-06-30 00:00:00.000
33052,20130630,7,6,1,83,278,2013-06-30 00:00:00.000
33053,20130630,7,6,1,84,236,2013-06-30 00:00:00.000
33054,20130630,7,6,1,85,222,2013-06-30 00:00:00.000
33055,20130630,7,6,1,87,1170,2013-06-30 00:00:00.000
33056,20130630,7,6,1,89,231,2013-06-30 00:00:00.000
33057,20130630,7,6,1,90,354,2013-06-30 00:00:00.000
33058,20130630,7,6,1,91,-283,2013-06-30 00:00:00.000
33059,20130630,7,6,1,92,473,2013-06-30 00:00:00.000
33060,20130630,7,6,1,94,35392,2013-06-30 00:00:00.000
33061,20130630,7,6,1,96,13,2013-06-30 00:00:00.000
33062,20130630,7,6,1,97,1054,2013-06-30 00:00:00.000
33063,20130630,7,6,1,99,71000,2013-06-30 00:00:00.000
33064,20130630,7,6,1,101,481117,2013-06-30 00:00:00.000
34152,20130731,7,6,1,52,21099,2013-07-31 00:00:00.000
34153,20130731,7,6,1,53,7033,2013-07-31 00:00:00.000
34154,20130731,7,6,1,54,2810,2013-07-31 00:00:00.000
34155,20130731,7,6,1,56,172099,2013-07-31 00:00:00.000
34156,20130731,7,6,1,57,21099,2013-07-31 00:00:00.000
34157,20130731,7,6,1,60,53130,2013-07-31 00:00:00.000
34158,20130731,7,6,1,61,5996,2013-07-31 00:00:00.000
34159,20130731,7,6,1,62,4906,2013-07-31 00:00:00.000
34160,20130731,7,6,1,63,35165,2013-07-31 00:00:00.000
34161,20130731,7,6,1,65,836,2013-07-31 00:00:00.000
34162,20130731,7,6,1,66,760,2013-07-31 00:00:00.000
34163,20130731,7,6,1,67,385,2013-07-31 00:00:00.000
34164,20130731,7,6,1,68,286,2013-07-31 00:00:00.000
34165,20130731,7,6,1,69,84,2013-07-31 00:00:00.000
34166,20130731,7,6,1,71,128,2013-07-31 00:00:00.000
34167,20130731,7,6,1,72,1406,2013-07-31 00:00:00.000
34168,20130731,7,6,1,73,514,2013-07-31 00:00:00.000
34169,20130731,7,6,1,74,435,2013-07-31 00:00:00.000
34170,20130731,7,6,1,76,6485,2013-07-31 00:00:00.000
34171,20130731,7,6,1,77,1039,2013-07-31 00:00:00.000
34172,20130731,7,6,1,78,279,2013-07-31 00:00:00.000
34173,20130731,7,6,1,80,1062,2013-07-31 00:00:00.000
34174,20130731,7,6,1,81,657,2013-07-31 00:00:00.000
34175,20130731,7,6,1,82,63,2013-07-31 00:00:00.000
34176,20130731,7,6,1,83,222,2013-07-31 00:00:00.000
34177,20130731,7,6,1,84,184,2013-07-31 00:00:00.000
34178,20130731,7,6,1,85,178,2013-07-31 00:00:00.000
34179,20130731,7,6,1,87,990,2013-07-31 00:00:00.000
34180,20130731,7,6,1,89,180,2013-07-31 00:00:00.000
34181,20130731,7,6,1,90,277,2013-07-31 00:00:00.000
34182,20130731,7,6,1,91,-222,2013-07-31 00:00:00.000
34183,20130731,7,6,1,92,369,2013-07-31 00:00:00.000
34184,20130731,7,6,1,94,50151,2013-07-31 00:00:00.000
34185,20130731,7,6,1,96,11,2013-07-31 00:00:00.000
34186,20130731,7,6,1,97,1298,2013-07-31 00:00:00.000
34187,20130731,7,6,1,99,71000,2013-07-31 00:00:00.000
34188,20130731,7,6,1,101,703315,2013-07-31 00:00:00.000
35304,20130829,7,6,1,52,20542,2013-08-29 00:00:00.000
35305,20130829,7,6,1,53,20542,2013-08-29 00:00:00.000
35306,20130829,7,6,1,54,1358,2013-08-29 00:00:00.000
35307,20130829,7,6,1,56,173621,2013-08-29 00:00:00.000
35308,20130829,7,6,1,57,15407,2013-08-29 00:00:00.000
35309,20130829,7,6,1,60,63388,2013-08-29 00:00:00.000
35310,20130829,7,6,1,61,7804,2013-08-29 00:00:00.000
35311,20130829,7,6,1,62,3902,2013-08-29 00:00:00.000
35312,20130829,7,6,1,63,25678,2013-08-29 00:00:00.000
35313,20130829,7,6,1,65,676,2013-08-29 00:00:00.000
35314,20130829,7,6,1,66,615,2013-08-29 00:00:00.000
35315,20130829,7,6,1,67,325,2013-08-29 00:00:00.000
35316,20130829,7,6,1,68,234,2013-08-29 00:00:00.000
35317,20130829,7,6,1,69,68,2013-08-29 00:00:00.000
35318,20130829,7,6,1,71,101,2013-08-29 00:00:00.000
35319,20130829,7,6,1,72,1540,2013-08-29 00:00:00.000
35320,20130829,7,6,1,73,473,2013-08-29 00:00:00.000
35321,20130829,7,6,1,74,346,2013-08-29 00:00:00.000
35322,20130829,7,6,1,76,4520,2013-08-29 00:00:00.000
35323,20130829,7,6,1,77,1111,2013-08-29 00:00:00.000
35324,20130829,7,6,1,78,339,2013-08-29 00:00:00.000
35325,20130829,7,6,1,80,1351,2013-08-29 00:00:00.000
35326,20130829,7,6,1,81,836,2013-08-29 00:00:00.000
35327,20130829,7,6,1,82,84,2013-08-29 00:00:00.000
35328,20130829,7,6,1,83,296,2013-08-29 00:00:00.000
35329,20130829,7,6,1,84,254,2013-08-29 00:00:00.000
35330,20130829,7,6,1,85,236,2013-08-29 00:00:00.000
35331,20130829,7,6,1,87,1170,2013-08-29 00:00:00.000
35332,20130829,7,6,1,89,248,2013-08-29 00:00:00.000
35333,20130829,7,6,1,90,382,2013-08-29 00:00:00.000
35334,20130829,7,6,1,91,-306,2013-08-29 00:00:00.000
35335,20130829,7,6,1,92,509,2013-08-29 00:00:00.000
35336,20130829,7,6,1,94,33966,2013-08-29 00:00:00.000
35337,20130829,7,6,1,96,13,2013-08-29 00:00:00.000
35338,20130829,7,6,1,97,966,2013-08-29 00:00:00.000
35339,20130829,7,6,1,99,71000,2013-08-29 00:00:00.000
35340,20130829,7,6,1,101,513572,2013-08-29 00:00:00.000
36454,20130929,7,6,1,52,36018,2013-09-29 00:00:00.000
36455,20130929,7,6,1,53,24012,2013-09-29 00:00:00.000
36456,20130929,7,6,1,54,3046,2013-09-29 00:00:00.000
36457,20130929,7,6,1,56,126988,2013-09-29 00:00:00.000
36458,20130929,7,6,1,57,27014,2013-09-29 00:00:00.000
36459,20130929,7,6,1,60,60398,2013-09-29 00:00:00.000
36460,20130929,7,6,1,61,7436,2013-09-29 00:00:00.000
36461,20130929,7,6,1,62,3718,2013-09-29 00:00:00.000
36462,20130929,7,6,1,63,30015,2013-09-29 00:00:00.000
36463,20130929,7,6,1,65,702,2013-09-29 00:00:00.000
36464,20130929,7,6,1,66,638,2013-09-29 00:00:00.000
36465,20130929,7,6,1,67,325,2013-09-29 00:00:00.000
36466,20130929,7,6,1,68,247,2013-09-29 00:00:00.000
36467,20130929,7,6,1,69,70,2013-09-29 00:00:00.000
36468,20130929,7,6,1,71,101,2013-09-29 00:00:00.000
36469,20130929,7,6,1,72,1200,2013-09-29 00:00:00.000
36470,20130929,7,6,1,73,490,2013-09-29 00:00:00.000
36471,20130929,7,6,1,74,352,2013-09-29 00:00:00.000
36472,20130929,7,6,1,76,5179,2013-09-29 00:00:00.000
36473,20130929,7,6,1,77,1111,2013-09-29 00:00:00.000
36474,20130929,7,6,1,78,338,2013-09-29 00:00:00.000
36475,20130929,7,6,1,80,1337,2013-09-29 00:00:00.000
36476,20130929,7,6,1,81,828,2013-09-29 00:00:00.000
36477,20130929,7,6,1,82,83,2013-09-29 00:00:00.000
36478,20130929,7,6,1,83,290,2013-09-29 00:00:00.000
36479,20130929,7,6,1,84,249,2013-09-29 00:00:00.000
36480,20130929,7,6,1,85,232,2013-09-29 00:00:00.000
36481,20130929,7,6,1,87,1170,2013-09-29 00:00:00.000
36482,20130929,7,6,1,89,243,2013-09-29 00:00:00.000
36483,20130929,7,6,1,90,374,2013-09-29 00:00:00.000
36484,20130929,7,6,1,91,-299,2013-09-29 00:00:00.000
36485,20130929,7,6,1,92,499,2013-09-29 00:00:00.000
36486,20130929,7,6,1,94,44651,2013-09-29 00:00:00.000
36487,20130929,7,6,1,96,13,2013-09-29 00:00:00.000
36488,20130929,7,6,1,97,1560,2013-09-29 00:00:00.000
36489,20130929,7,6,1,99,71000,2013-09-29 00:00:00.000
36490,20130929,7,6,1,101,600314,2013-09-29 00:00:00.000
37604,20131029,7,6,1,52,30461,2013-10-29 00:00:00.000
37605,20131029,7,6,1,53,30461,2013-10-29 00:00:00.000
37606,20131029,7,6,1,54,13604,2013-10-29 00:00:00.000
37607,20131029,7,6,1,56,186717,2013-10-29 00:00:00.000
37608,20131029,7,6,1,60,49680,2013-10-29 00:00:00.000
37609,20131029,7,6,1,61,4078,2013-10-29 00:00:00.000
37610,20131029,7,6,1,62,3058,2013-10-29 00:00:00.000
37611,20131029,7,6,1,63,38077,2013-10-29 00:00:00.000
37612,20131029,7,6,1,65,660,2013-10-29 00:00:00.000
37613,20131029,7,6,1,66,600,2013-10-29 00:00:00.000
37614,20131029,7,6,1,67,312,2013-10-29 00:00:00.000
37615,20131029,7,6,1,68,228,2013-10-29 00:00:00.000
37616,20131029,7,6,1,69,66,2013-10-29 00:00:00.000
37617,20131029,7,6,1,71,93,2013-10-29 00:00:00.000
37618,20131029,7,6,1,72,761,2013-10-29 00:00:00.000
37619,20131029,7,6,1,73,452,2013-10-29 00:00:00.000
37620,20131029,7,6,1,74,354,2013-10-29 00:00:00.000
37621,20131029,7,6,1,76,6424,2013-10-29 00:00:00.000
37622,20131029,7,6,1,77,1036,2013-10-29 00:00:00.000
37623,20131029,7,6,1,78,325,2013-10-29 00:00:00.000
37624,20131029,7,6,1,80,1348,2013-10-29 00:00:00.000
37625,20131029,7,6,1,81,834,2013-10-29 00:00:00.000
37626,20131029,7,6,1,82,87,2013-10-29 00:00:00.000
37627,20131029,7,6,1,83,303,2013-10-29 00:00:00.000
37628,20131029,7,6,1,84,271,2013-10-29 00:00:00.000
37629,20131029,7,6,1,85,242,2013-10-29 00:00:00.000
37630,20131029,7,6,1,87,1080,2013-10-29 00:00:00.000
37631,20131029,7,6,1,89,265,2013-10-29 00:00:00.000
37632,20131029,7,6,1,90,406,2013-10-29 00:00:00.000
37633,20131029,7,6,1,91,-325,2013-10-29 00:00:00.000
37634,20131029,7,6,1,92,542,2013-10-29 00:00:00.000
37635,20131029,7,6,1,94,58841,2013-10-29 00:00:00.000
37636,20131029,7,6,1,96,12,2013-10-29 00:00:00.000
37637,20131029,7,6,1,97,1866,2013-10-29 00:00:00.000
37638,20131029,7,6,1,99,71000,2013-10-29 00:00:00.000
37639,20131029,7,6,1,101,761544,2013-10-29 00:00:00.000
38754,20131129,7,6,1,52,19715,2013-11-29 00:00:00.000
38755,20131129,7,6,1,53,39431,2013-11-29 00:00:00.000
38756,20131129,7,6,1,54,8516,2013-11-29 00:00:00.000
38757,20131129,7,6,1,56,203008,2013-11-29 00:00:00.000
38758,20131129,7,6,1,57,29573,2013-11-29 00:00:00.000
38759,20131129,7,6,1,60,54648,2013-11-29 00:00:00.000
38760,20131129,7,6,1,61,5046,2013-11-29 00:00:00.000
38761,20131129,7,6,1,62,2803,2013-11-29 00:00:00.000
38762,20131129,7,6,1,63,26287,2013-11-29 00:00:00.000
38763,20131129,7,6,1,65,506,2013-11-29 00:00:00.000
38764,20131129,7,6,1,66,460,2013-11-29 00:00:00.000
38765,20131129,7,6,1,67,242,2013-11-29 00:00:00.000
38766,20131129,7,6,1,68,187,2013-11-29 00:00:00.000
38767,20131129,7,6,1,69,51,2013-11-29 00:00:00.000
38768,20131129,7,6,1,71,71,2013-11-29 00:00:00.000
38769,20131129,7,6,1,72,2628,2013-11-29 00:00:00.000
38770,20131129,7,6,1,73,386,2013-11-29 00:00:00.000
38771,20131129,7,6,1,74,310,2013-11-29 00:00:00.000
38772,20131129,7,6,1,76,5342,2013-11-29 00:00:00.000
38773,20131129,7,6,1,77,910,2013-11-29 00:00:00.000
38774,20131129,7,6,1,78,292,2013-11-29 00:00:00.000
38775,20131129,7,6,1,80,1166,2013-11-29 00:00:00.000
38776,20131129,7,6,1,81,722,2013-11-29 00:00:00.000
38777,20131129,7,6,1,82,73,2013-11-29 00:00:00.000
38778,20131129,7,6,1,83,255,2013-11-29 00:00:00.000
38779,20131129,7,6,1,84,222,2013-11-29 00:00:00.000
38780,20131129,7,6,1,85,204,2013-11-29 00:00:00.000
38781,20131129,7,6,1,87,990,2013-11-29 00:00:00.000
38782,20131129,7,6,1,89,216,2013-11-29 00:00:00.000
38783,20131129,7,6,1,90,333,2013-11-29 00:00:00.000
38784,20131129,7,6,1,91,-266,2013-11-29 00:00:00.000
38785,20131129,7,6,1,92,444,2013-11-29 00:00:00.000
38786,20131129,7,6,1,94,44139,2013-11-29 00:00:00.000
38787,20131129,7,6,1,96,11,2013-11-29 00:00:00.000
38788,20131129,7,6,1,97,1508,2013-11-29 00:00:00.000
38789,20131129,7,6,1,99,71000,2013-11-29 00:00:00.000
38790,20131129,7,6,1,101,657189,2013-11-29 00:00:00.000
1038,20101229,8,6,1,52,2102.64,2010-12-29 00:00:00.000
1041,20101229,8,6,1,53,4205.7,2010-12-29 00:00:00.000
1042,20101229,8,6,1,56,73593.36,2010-12-29 00:00:00.000
1045,20101229,8,6,1,57,8761.85,2010-12-29 00:00:00.000
1046,20101229,8,6,1,60,24000.01,2010-12-29 00:00:00.000
1049,20101229,8,6,1,61,2401.13,2010-12-29 00:00:00.000
1050,20101229,8,6,1,62,1201.1,2010-12-29 00:00:00.000
1053,20101229,8,6,1,63,8411.84,2010-12-29 00:00:00.000
1054,20101229,8,6,1,65,243.51,2010-12-29 00:00:00.000
1057,20101229,8,6,1,66,220.78,2010-12-29 00:00:00.000
1058,20101229,8,6,1,67,122.3,2010-12-29 00:00:00.000
1061,20101229,8,6,1,68,91.99,2010-12-29 00:00:00.000
1062,20101229,8,6,1,69,25.32,2010-12-29 00:00:00.000
1063,20101229,8,6,1,71,49.57,2010-12-29 00:00:00.000
1066,20101229,8,6,1,72,420.79,2010-12-29 00:00:00.000
1067,20101229,8,6,1,73,198.05,2010-12-29 00:00:00.000
1070,20101229,8,6,1,74,214.72,2010-12-29 00:00:00.000
1071,20101229,8,6,1,76,1787.48,2010-12-29 00:00:00.000
1074,20101229,8,6,1,77,492,2010-12-29 00:00:00.000
1075,20101229,8,6,1,78,163.21,2010-12-29 00:00:00.000
1078,20101229,8,6,1,80,598.06,2010-12-29 00:00:00.000
1079,20101229,8,6,1,81,370.79,2010-12-29 00:00:00.000
1082,20101229,8,6,1,82,37.45,2010-12-29 00:00:00.000
1083,20101229,8,6,1,83,126.84,2010-12-29 00:00:00.000
1086,20101229,8,6,1,84,107.14,2010-12-29 00:00:00.000
1087,20101229,8,6,1,85,101.08,2010-12-29 00:00:00.000
1090,20101229,8,6,1,87,546.55,2010-12-29 00:00:00.000
1091,20101229,8,6,1,89,104.11,2010-12-29 00:00:00.000
1092,20101229,8,6,1,90,160.18,2010-12-29 00:00:00.000
1093,20101229,8,6,1,91,-126.19,2010-12-29 00:00:00.000
1094,20101229,8,6,1,92,213.21,2010-12-29 00:00:00.000
1095,20101229,8,6,1,94,17008.97,2010-12-29 00:00:00.000
1096,20101229,8,6,1,96,4,2010-12-29 00:00:00.000
1097,20101229,8,6,1,97,226,2010-12-29 00:00:00.000
1098,20101229,8,6,1,99,34500,2010-12-29 00:00:00.000
1100,20101229,8,6,1,101,210286.82,2010-12-29 00:00:00.000
2160,20110129,8,6,1,52,23090.91,2011-01-29 00:00:00.000
2163,20110129,8,6,1,53,5772.4,2011-01-29 00:00:00.000
2164,20110129,8,6,1,54,211.69,2011-01-29 00:00:00.000
2167,20110129,8,6,1,56,195238.05,2011-01-29 00:00:00.000
2168,20110129,8,6,1,57,4810.26,2011-01-29 00:00:00.000
2170,20110129,8,6,1,60,24000.01,2011-01-29 00:00:00.000
2173,20110129,8,6,1,61,2160.21,2011-01-29 00:00:00.000
2174,20110129,8,6,1,62,2160.21,2011-01-29 00:00:00.000
2177,20110129,8,6,1,63,17318.07,2011-01-29 00:00:00.000
2178,20110129,8,6,1,65,455.64,2011-01-29 00:00:00.000
2181,20110129,8,6,1,66,414.73,2011-01-29 00:00:00.000
2182,20110129,8,6,1,67,207.15,2011-01-29 00:00:00.000
2185,20110129,8,6,1,68,158.66,2011-01-29 00:00:00.000
2186,20110129,8,6,1,69,46.54,2011-01-29 00:00:00.000
2187,20110129,8,6,1,71,31.38,2011-01-29 00:00:00.000
2190,20110129,8,6,1,72,1154.13,2011-01-29 00:00:00.000
2191,20110129,8,6,1,73,284.42,2011-01-29 00:00:00.000
2194,20110129,8,6,1,74,345.03,2011-01-29 00:00:00.000
2195,20110129,8,6,1,76,5117.84,2011-01-29 00:00:00.000
2198,20110129,8,6,1,77,567.76,2011-01-29 00:00:00.000
2199,20110129,8,6,1,78,196.54,2011-01-29 00:00:00.000
2202,20110129,8,6,1,80,701.09,2011-01-29 00:00:00.000
2203,20110129,8,6,1,81,434.42,2011-01-29 00:00:00.000
2206,20110129,8,6,1,82,46.54,2011-01-29 00:00:00.000
2207,20110129,8,6,1,83,158.66,2011-01-29 00:00:00.000
2210,20110129,8,6,1,84,145.02,2011-01-29 00:00:00.000
2211,20110129,8,6,1,85,126.84,2011-01-29 00:00:00.000
2214,20110129,8,6,1,87,546.55,2011-01-29 00:00:00.000
2215,20110129,8,6,1,89,141.99,2011-01-29 00:00:00.000
2216,20110129,8,6,1,90,216.24,2011-01-29 00:00:00.000
2217,20110129,8,6,1,91,-171.64,2011-01-29 00:00:00.000
2218,20110129,8,6,1,92,288.97,2011-01-29 00:00:00.000
2219,20110129,8,6,1,94,62608.31,2011-01-29 00:00:00.000
2220,20110129,8,6,1,96,4,2011-01-29 00:00:00.000
2221,20110129,8,6,1,97,487,2011-01-29 00:00:00.000
2222,20110129,8,6,1,99,34500,2011-01-29 00:00:00.000
2224,20110129,8,6,1,101,577260.32,2011-01-29 00:00:00.000
3278,20110301,8,6,1,52,11236.14,2011-03-01 00:00:00.000
3281,20110301,8,6,1,53,11236.14,2011-03-01 00:00:00.000
3282,20110301,8,6,1,56,108586.44,2011-03-01 00:00:00.000
3285,20110301,8,6,1,57,9363.38,2011-03-01 00:00:00.000
3286,20110301,8,6,1,60,25939.44,2011-03-01 00:00:00.000
3289,20110301,8,6,1,61,2075.36,2011-03-01 00:00:00.000
3290,20110301,8,6,1,62,1557.17,2011-03-01 00:00:00.000
3293,20110301,8,6,1,63,7490.61,2011-03-01 00:00:00.000
3294,20110301,8,6,1,65,298.06,2011-03-01 00:00:00.000
3297,20110301,8,6,1,66,270.78,2011-03-01 00:00:00.000
3298,20110301,8,6,1,67,140.48,2011-03-01 00:00:00.000
3301,20110301,8,6,1,68,104.11,2011-03-01 00:00:00.000
