SalesOrderNumber,SalesOrderLineNumber,SalesReasonKey
"SO57226",1,1
"SO57227",1,1
"SO57228",1,1
"SO57230",1,1
"SO57232",1,1
"SO57234",1,1
"SO57235",1,1
"SO57236",1,1
"SO57237",1,1
"SO57240",1,1
"SO57242",1,1
"SO57243",1,1
"SO57244",1,1
"SO57245",1,1
"SO57247",1,1
"SO57248",1,1
"SO57249",1,1
"SO57250",1,1
"SO57252",1,1
"SO57254",1,1
"SO57255",1,1
"SO57256",1,1
"SO57257",1,1
"SO57258",1,1
"SO57259",1,1
"SO57260",1,1
"SO57261",1,1
"SO57262",1,1
"SO57263",1,1
"SO57264",1,1
"SO57265",1,1
"SO57266",1,1
"SO57267",1,1
"SO57269",1,1
"SO57271",1,1
"SO57272",1,1
"SO57273",1,1
"SO57274",1,1
"SO57275",1,1
"SO57276",1,1
"SO57277",1,1
"SO57278",1,1
"SO57279",1,1
"SO57280",1,1
"SO57282",1,1
"SO57283",1,1
"SO57284",1,1
"SO57285",1,1
"SO57287",1,1
"SO57288",1,1
"SO57292",1,1
"SO57295",1,1
"SO57296",1,1
"SO57297",1,1
"SO57298",1,1
"SO57299",1,1
"SO57300",1,1
"SO57301",1,1
"SO57302",1,1
"SO57303",1,1
"SO57305",1,1
"SO57306",1,1
"SO57307",1,1
"SO57308",1,1
"SO57309",1,1
"SO57310",1,1
"SO57311",1,1
"SO57312",1,1
"SO57315",1,1
"SO57317",1,1
"SO57318",1,1
"SO57319",1,1
"SO57320",1,1
"SO57321",1,1
"SO57323",1,1
"SO57324",1,1
"SO57325",1,1
"SO57327",1,1
"SO57328",1,1
"SO57329",1,1
"SO57331",1,1
"SO57332",1,1
"SO57333",1,1
"SO57334",1,1
"SO57335",1,1
"SO57336",1,1
"SO57338",1,1
"SO57339",1,1
"SO57340",1,1
"SO57341",1,1
"SO57342",1,1
"SO57343",1,1
"SO57345",1,1
"SO57347",1,1
"SO57348",1,1
"SO57349",1,1
"SO57351",1,1
"SO57352",1,1
"SO57353",1,1
"SO57354",1,1
"SO57355",1,1
"SO57356",1,1
"SO57358",1,1
"SO57359",1,1
"SO57360",1,1
"SO57362",1,1
"SO57366",1,1
"SO57367",1,1
"SO57369",1,1
"SO57370",1,1
"SO57371",1,1
"SO57372",1,1
"SO57373",1,1
"SO57375",1,1
"SO57376",1,1
"SO57377",1,1
"SO57378",1,1
"SO57379",1,1
"SO57380",1,1
"SO57381",1,1
"SO57383",1,1
"SO57384",1,1
"SO57385",1,1
"SO57386",1,1
"SO57387",1,1
"SO57388",1,1
"SO57389",1,1
"SO57390",1,1
"SO57391",1,1
"SO57392",1,1
"SO57394",1,1
"SO57395",1,1
"SO57396",1,1
"SO57397",1,1
"SO57398",1,1
"SO57399",1,1
"SO57400",1,1
"SO57401",1,1
"SO57402",1,1
"SO57403",1,1
"SO57405",1,1
"SO57406",1,1
"SO57407",1,1
"SO57408",1,1
"SO57409",1,1
"SO57410",1,1
"SO57411",1,1
"SO57412",1,1
"SO57413",1,1
"SO57414",1,1
"SO57415",1,1
"SO57416",1,1
"SO57417",1,1
"SO57418",1,1
"SO57420",1,1
"SO57421",1,1
"SO57422",1,1
"SO57423",1,1
"SO57426",1,1
"SO57429",1,1
"SO57430",1,1
"SO57431",1,1
"SO57432",1,1
"SO57433",1,1
"SO57434",1,1
"SO57436",1,1
"SO57437",1,1
"SO57438",1,1
"SO57439",1,1
"SO57440",1,1
"SO57441",1,1
"SO57442",1,1
"SO57443",1,1
"SO57444",1,1
"SO57445",1,1
"SO57447",1,1
"SO57448",1,1
"SO57449",1,1
"SO57450",1,1
"SO57451",1,1
"SO57454",1,1
"SO57455",1,1
"SO57456",1,1
"SO57457",1,1
"SO57459",1,1
"SO57460",1,1
"SO57461",1,1
"SO57462",1,1
"SO57463",1,1
"SO57464",1,1
"SO57465",1,1
"SO57468",1,1
"SO57469",1,1
"SO57470",1,1
"SO57472",1,1
"SO57473",1,1
"SO57476",1,1
"SO57477",1,1
"SO57478",1,1
"SO57480",1,1
"SO57481",1,1
"SO57482",1,1
"SO57483",1,1
"SO57485",1,1
"SO57486",1,1
"SO57489",1,1
"SO57490",1,1
"SO57491",1,1
"SO57493",1,1
"SO57494",1,1
"SO57495",1,1
"SO57496",1,1
"SO57497",1,1
"SO57498",1,1
"SO57499",1,1
"SO57500",1,1
"SO57501",1,1
"SO57502",1,1
"SO57503",1,1
"SO57504",1,1
"SO57505",1,1
"SO57507",1,1
"SO57508",1,1
"SO57509",1,1
"SO57510",1,1
"SO57511",1,1
"SO57512",1,1
"SO57513",1,1
"SO57514",1,1
"SO57515",1,1
"SO57517",1,1
"SO57518",1,1
"SO57519",1,1
"SO57520",1,1
"SO57521",1,1
"SO57523",1,1
"SO57525",1,1
"SO57526",1,1
"SO57527",1,1
"SO57528",1,1
"SO57530",1,1
"SO57531",1,1
"SO57532",1,1
"SO57535",1,1
"SO57536",1,1
"SO57537",1,1
"SO57538",1,1
"SO57539",1,1
"SO57540",1,1
"SO57542",1,1
"SO57543",1,1
"SO57545",1,1
"SO57546",1,1
"SO57547",1,1
"SO57548",1,1
"SO57549",1,1
"SO57550",1,1
"SO57551",1,1
"SO57552",1,1
"SO57554",1,1
"SO57555",1,1
"SO57556",1,1
"SO57557",1,1
"SO57558",1,1
"SO57559",1,1
"SO57560",1,1
"SO57561",1,1
"SO57562",1,1
"SO57563",1,1
"SO57564",1,1
"SO57565",1,1
"SO57566",1,1
"SO57567",1,1
"SO57568",1,1
"SO57569",1,1
"SO57570",1,1
"SO57571",1,1
"SO57572",1,1
"SO57574",1,1
"SO57577",1,1
"SO57579",1,1
"SO57581",1,1
"SO57582",1,1
"SO57583",1,1
"SO57585",1,1
"SO57586",1,1
"SO57587",1,1
"SO57590",1,1
"SO57592",1,1
"SO57594",1,1
"SO57595",1,1
"SO57596",1,1
"SO57598",1,1
"SO57599",1,1
"SO57600",1,1
"SO57601",1,1
"SO57602",1,1
"SO57603",1,1
"SO57604",1,1
"SO57605",1,1
"SO57606",1,1
"SO57607",1,1
"SO57608",1,1
"SO57611",1,1
"SO57612",1,1
"SO57613",1,1
"SO57614",1,1
"SO57615",1,1
"SO57616",1,1
"SO57617",1,1
"SO57618",1,1
"SO57619",1,1
"SO57620",1,1
"SO57621",1,1
"SO57622",1,1
"SO57628",1,1
"SO57629",1,1
"SO57630",1,1
"SO57631",1,1
"SO57632",1,1
"SO57633",1,1
"SO57634",1,1
"SO57635",1,1
"SO57638",1,1
"SO57639",1,1
"SO57640",1,1
"SO57641",1,1
"SO57642",1,1
"SO57644",1,1
"SO57645",1,1
"SO57646",1,1
"SO57647",1,1
"SO57648",1,1
"SO57649",1,1
"SO57650",1,1
"SO57652",1,1
"SO57653",1,1
"SO57654",1,1
"SO57655",1,1
"SO57656",1,1
"SO57657",1,1
"SO57658",1,1
"SO57659",1,1
"SO57660",1,1
"SO57662",1,1
"SO57664",1,1
"SO57665",1,1
"SO57666",1,1
"SO57667",1,1
"SO57668",1,1
"SO57669",1,1
"SO57672",1,1
"SO57673",1,1
"SO57675",1,1
"SO57676",1,1
"SO57677",1,1
"SO57679",1,1
"SO57681",1,1
"SO57682",1,1
"SO57683",1,1
"SO57685",1,1
"SO57686",1,1
"SO57688",1,1
"SO57689",1,1
"SO57690",1,1
"SO57691",1,1
"SO57692",1,1
"SO57693",1,1
"SO57694",1,1
"SO57695",1,1
"SO57696",1,1
"SO57697",1,1
"SO57698",1,1
"SO57700",1,1
"SO57702",1,1
"SO57703",1,1
"SO57704",1,1
"SO57705",1,1
"SO57706",1,1
"SO57707",1,1
"SO57708",1,1
"SO57709",1,1
"SO57710",1,1
"SO57711",1,1
"SO57712",1,1
"SO57713",1,1
"SO57714",1,1
"SO57715",1,1
"SO57716",1,1
"SO57717",1,1
"SO57718",1,1
"SO57719",1,1
"SO57721",1,1
"SO57722",1,1
"SO57724",1,1
"SO57725",1,1
"SO57726",1,1
"SO57727",1,1
"SO57728",1,1
"SO57729",1,1
"SO57730",1,1
"SO57731",1,1
"SO57732",1,1
"SO57738",1,1
"SO57740",1,1
"SO57741",1,1
"SO57743",1,1
"SO57744",1,1
"SO57745",1,1
"SO57748",1,1
"SO57749",1,1
"SO57750",1,1
"SO57751",1,1
"SO57752",1,1
"SO57753",1,1
"SO57755",1,1
"SO57756",1,1
"SO57757",1,1
"SO57758",1,1
"SO57759",1,1
"SO57760",1,1
"SO57761",1,1
"SO57762",1,1
"SO57763",1,1
"SO57765",1,1
"SO57766",1,1
"SO57767",1,1
"SO57768",1,1
"SO57769",1,1
"SO57770",1,1
"SO57771",1,1
"SO57772",1,1
"SO57773",1,1
"SO57774",1,1
"SO57775",1,1
"SO57776",1,1
"SO57779",1,1
"SO57780",1,1
"SO57781",1,1
"SO57782",1,1
"SO57783",1,1
"SO57787",1,1
"SO57790",1,1
"SO57791",1,1
"SO57792",1,1
"SO57793",1,1
"SO57794",1,1
"SO57795",1,1
"SO57796",1,1
"SO57797",1,1
"SO57798",1,1
"SO57799",1,1
"SO57800",1,1
"SO57801",1,1
"SO57802",1,1
"SO57803",1,1
"SO57805",1,1
"SO57806",1,1
"SO57807",1,1
"SO57808",1,1
"SO57809",1,1
"SO57810",1,1
"SO57811",1,1
"SO57812",1,1
"SO57813",1,1
"SO57814",1,1
"SO57815",1,1
"SO57816",1,1
"SO57817",1,1
"SO57818",1,1
"SO57819",1,1
"SO57820",1,1
"SO57822",1,1
"SO57823",1,1
"SO57824",1,1
"SO57825",1,1
"SO57826",1,1
"SO57827",1,1
"SO57828",1,1
"SO57832",1,1
"SO57833",1,1
"SO57835",1,1
"SO57837",1,1
"SO57838",1,1
"SO57839",1,1
"SO57842",1,1
"SO57843",1,1
"SO57844",1,1
"SO57845",1,1
"SO57846",1,1
"SO57848",1,1
"SO57849",1,1
"SO57850",1,1
"SO57851",1,1
"SO57852",1,1
"SO57853",1,1
"SO57855",1,1
"SO57856",1,1
"SO57857",1,1
"SO57858",1,1
"SO57859",1,1
"SO57860",1,1
"SO57861",1,1
"SO57862",1,1
"SO57863",1,1
"SO57865",1,1
"SO57866",1,1
"SO57867",1,1
"SO57868",1,1
"SO57869",1,1
"SO57870",1,1
"SO57871",1,1
"SO57872",1,1
"SO57873",1,1
"SO57875",1,1
"SO57876",1,1
"SO57877",1,1
"SO57878",1,1
"SO57879",1,1
"SO57880",1,1
"SO57881",1,1
"SO57882",1,1
"SO57883",1,1
"SO57885",1,1
"SO57886",1,1
"SO57888",1,1
"SO57889",1,1
"SO57890",1,1
"SO57891",1,1
"SO57892",1,1
"SO57893",1,1
"SO57895",1,1
"SO57896",1,1
"SO57897",1,1
"SO57899",1,1
"SO57902",1,1
"SO57903",1,1
"SO57904",1,1
"SO57905",1,1
"SO57906",1,1
"SO57907",1,1
"SO57908",1,1
"SO57909",1,1
"SO57910",1,1
"SO57911",1,1
"SO57912",1,1
"SO57913",1,1
"SO57914",1,1
"SO57915",1,1
"SO57916",1,1
"SO57917",1,1
"SO57920",1,1
"SO57921",1,1
"SO57922",1,1
"SO57923",1,1
"SO57924",1,1
"SO57925",1,1
"SO57926",1,1
"SO57927",1,1
"SO57928",1,1
"SO57929",1,1
"SO57930",1,1
"SO57931",1,1
"SO57932",1,1
"SO57933",1,1
"SO57934",1,1
"SO57935",1,1
"SO57937",1,1
"SO57938",1,1
"SO57939",1,1
"SO57940",1,1
"SO57942",1,1
"SO57943",1,1
"SO57945",1,1
"SO57946",1,1
"SO57947",1,1
"SO57949",1,1
"SO57951",1,1
"SO57952",1,1
"SO57953",1,1
"SO57954",1,1
"SO57955",1,1
"SO57956",1,1
"SO57959",1,1
"SO57960",1,1
"SO57961",1,1
"SO57962",1,1
"SO57963",1,1
"SO57964",1,1
"SO57965",1,1
"SO57966",1,1
"SO57967",1,1
"SO57968",1,1
"SO57969",1,1
"SO57970",1,1
"SO57971",1,1
"SO57973",1,1
"SO57974",1,1
"SO57975",1,1
"SO57976",1,1
"SO57977",1,1
"SO57979",1,1
"SO57980",1,1
"SO57981",1,1
"SO57983",1,1
"SO57984",1,1
"SO57985",1,1
"SO57986",1,1
"SO57987",1,1
"SO57988",1,1
"SO57989",1,1
"SO57990",1,1
"SO57991",1,1
"SO57992",1,1
"SO57993",1,1
"SO57994",1,1
"SO57995",1,1
"SO57996",1,1
"SO57998",1,1
"SO58000",1,1
"SO58001",1,1
"SO58004",1,1
"SO58005",1,1
"SO58008",1,1
"SO58013",1,1
"SO58014",1,1
"SO58018",1,1
"SO58019",1,1
"SO58020",1,1
"SO58021",1,1
"SO58022",1,1
"SO58023",1,1
"SO58024",1,1
"SO58026",1,1
"SO58027",1,1
"SO58029",1,1
"SO58030",1,1
"SO58031",1,1
"SO58032",1,1
"SO58034",1,1
"SO58035",1,1
"SO58036",1,1
"SO58037",1,1
"SO58038",1,1
"SO58039",1,1
"SO58040",1,1
"SO58041",1,1
"SO58042",1,1
"SO58043",1,1
"SO58045",1,1
"SO58046",1,1
"SO58048",1,1
"SO58049",1,1
"SO58050",1,1
"SO58051",1,1
"SO58052",1,1
"SO58054",1,1
"SO58055",1,1
"SO58056",1,1
"SO58058",1,1
"SO58059",1,1
"SO58061",1,1
"SO58064",1,1
"SO58065",1,1
"SO58066",1,1
"SO58068",1,1
"SO58069",1,1
"SO58070",1,1
"SO58071",1,1
"SO58072",1,1
"SO58073",1,1
"SO58074",1,1
"SO58075",1,1
"SO58076",1,1
"SO58079",1,1
"SO58080",1,1
"SO58082",1,1
"SO58084",1,1
"SO58085",1,1
"SO58086",1,1
"SO58088",1,1
"SO58089",1,1
"SO58090",1,1
"SO58091",1,1
"SO58093",1,1
"SO58094",1,1
"SO58095",1,1
"SO58096",1,1
"SO58097",1,1
"SO58098",1,1
"SO58099",1,1
"SO58100",1,1
"SO58101",1,1
"SO58102",1,1
"SO58103",1,1
"SO58104",1,1
"SO58105",1,1
"SO58106",1,1
"SO58107",1,1
"SO58108",1,1
"SO58109",1,1
"SO58110",1,1
"SO58114",1,1
"SO58116",1,1
"SO58118",1,1
"SO58121",1,1
"SO58122",1,1
"SO58124",1,1
"SO58125",1,1
"SO58126",1,1
"SO58127",1,1
"SO58128",1,1
"SO58129",1,1
"SO58130",1,1
"SO58132",1,1
"SO58133",1,1
"SO58134",1,1
"SO58135",1,1
"SO58136",1,1
"SO58137",1,1
"SO58138",1,1
"SO58139",1,1
"SO58140",1,1
"SO58141",1,1
"SO58143",1,1
"SO58144",1,1
"SO58145",1,1
"SO58146",1,1
"SO58147",1,1
"SO58148",1,1
"SO58149",1,1
"SO58150",1,1
"SO58151",1,1
"SO58152",1,1
"SO58153",1,1
"SO58154",1,1
"SO58155",1,1
"SO58156",1,1
"SO58157",1,1
"SO58158",1,1
"SO58159",1,1
"SO58160",1,1
"SO58162",1,1
"SO58163",1,1
"SO58165",1,1
"SO58166",1,1
"SO58167",1,1
"SO58168",1,1
"SO58169",1,1
"SO58170",1,1
"SO58171",1,1
"SO58172",1,1
"SO58173",1,1
"SO58175",1,1
"SO58176",1,1
"SO58178",1,1
"SO58179",1,1
"SO58180",1,1
"SO58183",1,1
"SO58184",1,1
"SO58185",1,1
"SO58186",1,1
"SO58188",1,1
"SO58189",1,1
"SO58190",1,1
"SO58191",1,1
"SO58193",1,1
"SO58194",1,1
"SO58195",1,1
"SO58197",1,1
"SO58198",1,1
"SO58199",1,1
"SO58200",1,1
"SO58201",1,1
"SO58202",1,1
"SO58203",1,1
"SO58204",1,1
"SO58205",1,1
"SO58206",1,1
"SO58207",1,1
"SO58208",1,1
"SO58209",1,1
"SO58210",1,1
"SO58211",1,1
"SO58212",1,1
"SO58213",1,1
"SO58214",1,1
"SO58215",1,1
"SO58217",1,1
"SO58218",1,1
"SO58219",1,1
"SO58220",1,1
"SO58221",1,1
"SO58222",1,1
"SO58223",1,1
"SO58224",1,1
"SO58225",1,1
"SO58226",1,1
"SO58227",1,1
"SO58228",1,1
"SO58229",1,1
"SO58230",1,1
"SO58231",1,1
"SO58232",1,1
"SO58233",1,1
"SO58236",1,1
"SO58238",1,1
"SO58241",1,1
"SO58242",1,1
"SO58245",1,1
"SO58246",1,1
"SO58247",1,1
"SO58249",1,1
"SO58252",1,1
"SO58253",1,1
"SO58254",1,1
"SO58256",1,1
"SO58257",1,1
"SO58258",1,1
"SO58259",1,1
"SO58260",1,1
"SO58261",1,1
"SO58262",1,1
"SO58264",1,1
"SO58265",1,1
"SO58266",1,1
"SO58267",1,1
"SO58268",1,1
"SO58269",1,1
"SO58270",1,1
"SO58271",1,1
"SO58272",1,1
"SO58273",1,1
"SO58275",1,1
"SO58276",1,1
"SO58277",1,1
"SO58279",1,1
"SO58280",1,1
"SO58281",1,1
"SO58282",1,1
"SO58283",1,1
"SO58286",1,1
"SO58287",1,1
"SO58288",1,1
"SO58289",1,1
"SO58290",1,1
"SO58291",1,1
"SO58292",1,1
"SO58293",1,1
"SO58294",1,1
"SO58295",1,1
"SO58296",1,1
"SO58297",1,1
"SO58300",1,1
"SO58301",1,1
"SO58302",1,1
"SO58303",1,1
"SO58304",1,1
"SO58305",1,1
"SO58307",1,1
"SO58308",1,1
"SO58310",1,1
"SO58311",1,1
"SO58312",1,1
"SO58313",1,1
"SO58315",1,1
"SO58316",1,1
"SO58317",1,1
"SO58318",1,1
"SO58319",1,1
"SO58320",1,1
"SO58321",1,1
"SO58322",1,1
"SO58323",1,1
"SO58324",1,1
"SO58326",1,1
"SO58327",1,1
"SO58328",1,1
"SO58329",1,1
"SO58333",1,1
"SO58334",1,1
"SO58338",1,1
"SO58339",1,1
"SO58344",1,1
"SO58346",1,1
"SO58348",1,1
"SO58349",1,1
"SO58354",1,1
"SO58356",1,1
"SO58357",1,1
"SO58360",1,1
"SO58361",1,1
"SO58362",1,1
"SO58363",1,1
"SO58364",1,1
"SO58365",1,1
"SO58366",1,1
"SO58367",1,1
"SO58368",1,1
"SO58370",1,1
"SO58371",1,1
"SO58372",1,1
"SO58373",1,1
"SO58374",1,1
"SO58375",1,1
"SO58377",1,1
"SO58379",1,1
"SO58380",1,1
"SO58381",1,1
"SO58382",1,1
"SO58383",1,1
"SO58384",1,1
"SO58385",1,1
"SO58386",1,1
"SO58387",1,1
"SO58388",1,1
"SO58389",1,1
"SO58390",1,1
"SO58391",1,1
"SO58393",1,1
"SO58395",1,1
"SO58396",1,1
"SO58398",1,1
"SO58399",1,1
"SO58400",1,1
"SO58401",1,1
"SO58402",1,1
"SO58404",1,1
"SO58406",1,1
"SO58407",1,1
"SO58408",1,1
"SO58409",1,1
"SO58411",1,1
"SO58413",1,1
"SO58414",1,1
"SO58415",1,1
"SO58416",1,1
"SO58417",1,1
"SO58419",1,1
"SO58420",1,1
"SO58421",1,1
"SO58422",1,1
"SO58424",1,1
"SO58425",1,1
"SO58426",1,1
"SO58427",1,1
"SO58428",1,1
"SO58429",1,1
"SO58430",1,1
"SO58431",1,1
"SO58432",1,1
"SO58433",1,1
"SO58434",1,1
"SO58435",1,1
"SO58436",1,1
"SO58437",1,1
"SO58438",1,1
"SO58439",1,1
"SO58440",1,1
"SO58441",1,1
"SO58442",1,1
"SO58443",1,1
"SO58444",1,1
"SO58445",1,1
"SO58449",1,1
"SO58450",1,1
"SO58452",1,1
"SO58455",1,1
"SO58456",1,1
"SO58459",1,1
"SO58461",1,1
"SO58463",1,1
"SO58468",1,1
"SO58469",1,1
"SO58470",1,1
"SO58471",1,1
"SO58472",1,1
"SO58473",1,1
"SO58474",1,1
"SO58475",1,1
"SO58476",1,1
"SO58477",1,1
"SO58478",1,1
"SO58479",1,1
"SO58480",1,1
"SO58481",1,1
"SO58484",1,1
"SO58485",1,1
"SO58486",1,1
"SO58487",1,1
"SO58488",1,1
"SO58490",1,1
"SO58491",1,1
"SO58492",1,1
"SO58493",1,1
"SO58494",1,1
"SO58495",1,1
"SO58496",1,1
"SO58497",1,1
"SO58498",1,1
"SO58500",1,1
"SO58501",1,1
"SO58502",1,1
"SO58504",1,1
"SO58505",1,1
"SO58506",1,1
"SO58507",1,1
"SO58509",1,1
"SO58510",1,1
"SO58511",1,1
"SO58512",1,1
"SO58513",1,1
"SO58514",1,1
"SO58516",1,1
"SO58517",1,1
"SO58520",1,1
"SO58521",1,1
"SO58522",1,1
"SO58524",1,1
"SO58525",1,1
"SO58526",1,1
"SO58527",1,1
"SO58528",1,1
"SO58529",1,1
"SO58532",1,1
"SO58533",1,1
"SO58535",1,1
"SO58536",1,1
"SO58537",1,1
"SO58538",1,1
"SO58539",1,1
"SO58544",1,1
"SO58546",1,1
"SO58547",1,1
"SO58549",1,1
"SO58550",1,1
"SO58551",1,1
"SO58552",1,1
"SO58553",1,1
"SO58554",1,1
"SO58555",1,1
"SO58556",1,1
"SO58557",1,1
"SO58559",1,1
"SO58560",1,1
"SO58561",1,1
"SO58562",1,1
"SO58563",1,1
"SO58564",1,1
"SO58565",1,1
"SO58566",1,1
"SO58567",1,1
"SO58569",1,1
"SO58570",1,1
"SO58572",1,1
"SO58573",1,1
"SO58575",1,1
"SO58576",1,1
"SO58577",1,1
"SO58578",1,1
"SO58579",1,1
"SO58581",1,1
"SO58582",1,1
"SO58583",1,1
"SO58585",1,1
"SO58586",1,1
"SO58587",1,1
"SO58588",1,1
"SO58590",1,1
"SO58591",1,1
"SO58592",1,1
"SO58593",1,1
"SO58594",1,1
"SO58595",1,1
"SO58596",1,1
"SO58598",1,1
"SO58600",1,1
"SO58601",1,1
"SO58603",1,1
"SO58604",1,1
"SO58605",1,1
"SO58606",1,1
"SO58607",1,1
"SO58608",1,1
"SO58610",1,1
"SO58611",1,1
"SO58612",1,1
"SO58613",1,1
"SO58614",1,1
"SO58615",1,1
"SO58616",1,1
"SO58617",1,1
"SO58618",1,1
"SO58619",1,1
"SO58620",1,1
"SO58621",1,1
"SO58622",1,1
"SO58623",1,1
"SO58624",1,1
"SO58625",1,1
"SO58626",1,1
"SO58628",1,1
"SO58630",1,1
"SO58631",1,1
"SO58635",1,1
"SO58636",1,1
"SO58637",1,1
"SO58639",1,1
"SO58640",1,1
"SO58641",1,1
"SO58642",1,1
"SO58643",1,1
"SO58645",1,1
"SO58646",1,1
"SO58647",1,1
"SO58648",1,1
"SO58649",1,1
"SO58650",1,1
"SO58651",1,1
"SO58652",1,1
"SO58653",1,1
"SO58654",1,1
"SO58656",1,1
"SO58657",1,1
"SO58658",1,1
"SO58659",1,1
"SO58660",1,1
"SO58661",1,1
"SO58663",1,1
"SO58664",1,1
"SO58665",1,1
"SO58666",1,1
"SO58667",1,1
"SO58668",1,1
"SO58669",1,1
"SO58670",1,1
"SO58671",1,1
"SO58672",1,1
"SO58673",1,1
"SO58674",1,1
"SO58675",1,1
"SO58676",1,1
"SO58677",1,1
"SO58678",1,1
"SO58679",1,1
"SO58680",1,1
"SO58681",1,1
"SO58682",1,1
"SO58684",1,1
"SO58686",1,1
"SO58687",1,1
"SO58688",1,1
"SO58690",1,1
"SO58691",1,1
"SO58693",1,1
"SO58695",1,1
"SO58696",1,1
"SO58697",1,1
"SO58698",1,1
"SO58699",1,1
"SO58700",1,1
"SO58701",1,1
"SO58703",1,1
"SO58704",1,1
"SO58705",1,1
"SO58707",1,1
"SO58710",1,1
"SO58711",1,1
"SO58712",1,1
"SO58713",1,1
"SO58715",1,1
"SO58716",1,1
"SO58717",1,1
"SO58720",1,1
"SO58721",1,1
"SO58722",1,1
"SO58723",1,1
"SO58724",1,1
"SO58725",1,1
"SO58726",1,1
"SO58727",1,1
"SO58728",1,1
"SO58729",1,1
"SO58730",1,1
"SO58731",1,1
"SO58732",1,1
"SO58733",1,1
"SO58734",1,1
"SO58735",1,1
"SO58736",1,1
"SO58737",1,1
"SO58738",1,1
"SO58739",1,1
"SO58740",1,1
"SO58741",1,1
"SO58742",1,1
"SO58743",1,1
"SO58744",1,1
"SO58745",1,1
"SO58746",1,1
"SO58747",1,1
"SO58748",1,1
"SO58749",1,1
"SO58750",1,1
"SO58751",1,1
"SO58752",1,1
"SO58753",1,1
"SO58756",1,1
"SO58757",1,1
"SO58758",1,1
"SO58759",1,1
"SO58760",1,1
"SO58761",1,1
"SO58762",1,1
"SO58771",1,1
"SO58772",1,1
"SO58774",1,1
"SO58776",1,1
"SO58777",1,1
"SO58779",1,1
"SO58780",1,1
"SO58781",1,1
"SO58784",1,1
"SO58786",1,1
"SO58787",1,1
"SO58789",1,1
"SO58790",1,1
"SO58791",1,1
"SO58792",1,1
"SO58793",1,1
"SO58794",1,1
"SO58795",1,1
"SO58796",1,1
"SO58797",1,1
"SO58798",1,1
"SO58799",1,1
"SO58800",1,1
"SO58801",1,1
"SO58802",1,1
"SO58803",1,1
"SO58804",1,1
"SO58805",1,1
"SO58806",1,1
"SO58807",1,1
"SO58809",1,1
"SO58812",1,1
"SO58813",1,1
"SO58814",1,1
"SO58815",1,1
"SO58816",1,1
"SO58817",1,1
"SO58818",1,1
"SO58822",1,1
"SO58823",1,1
"SO58826",1,1
"SO58827",1,1
"SO58828",1,1
"SO58829",1,1
"SO58831",1,1
"SO58832",1,1
"SO58833",1,1
"SO58834",1,1
"SO58835",1,1
"SO58836",1,1
"SO58837",1,1
"SO58838",1,1
"SO58840",1,1
"SO58841",1,1
"SO58842",1,1
"SO58843",1,1
"SO58844",1,1
"SO58845",1,1
"SO58846",1,1
"SO58847",1,1
"SO58848",1,1
"SO58849",1,1
"SO58850",1,1
"SO58851",1,1
"SO58852",1,1
"SO58853",1,1
"SO58854",1,1
"SO58855",1,1
"SO58856",1,1
"SO58857",1,1
"SO58858",1,1
"SO58859",1,1
"SO58861",1,1
"SO58863",1,1
"SO58864",1,1
"SO58865",1,1
"SO58866",1,1
"SO58867",1,1
"SO58868",1,1
"SO58870",1,1
"SO58871",1,1
"SO58872",1,1
"SO58873",1,1
"SO58874",1,1
"SO58875",1,1
"SO58876",1,1
"SO58877",1,1
"SO58878",1,1
"SO58879",1,1
"SO58881",1,1
"SO58883",1,1
"SO58884",1,1
"SO58886",1,1
"SO58888",1,1
"SO58890",1,1
"SO58891",1,1
"SO58894",1,1
"SO58899",1,1
"SO58900",1,1
"SO59077",1,1
"SO59078",1,1
"SO59079",1,1
"SO59080",1,1
"SO59081",1,1
"SO59082",1,1
"SO59083",1,1
"SO59084",1,1
"SO59085",1,1
"SO59086",1,1
"SO59087",1,1
"SO59088",1,1
"SO59089",1,1
"SO59091",1,1
"SO59092",1,1
"SO59093",1,1
"SO59094",1,1
"SO59095",1,1
"SO59096",1,1
"SO59098",1,1
"SO59099",1,1
"SO59100",1,1
"SO59101",1,1
"SO59102",1,1
"SO59103",1,1
"SO59104",1,1
"SO59105",1,1
"SO59106",1,1
"SO59107",1,1
"SO59108",1,1
"SO59109",1,1
"SO59110",1,1
"SO59111",1,1
"SO59112",1,1
"SO59113",1,1
"SO59114",1,1
"SO59115",1,1
"SO59116",1,1
"SO59117",1,1
"SO59120",1,1
"SO59122",1,1
"SO59123",1,1
"SO59124",1,1
"SO59130",1,1
"SO59132",1,1
"SO59135",1,1
"SO59138",1,1
"SO59140",1,1
"SO59141",1,1
"SO59143",1,1
"SO59144",1,1
"SO59145",1,1
"SO59146",1,1
"SO59147",1,1
"SO59148",1,1
"SO59149",1,1
"SO59150",1,1
"SO59152",1,1
"SO59153",1,1
"SO59154",1,1
"SO59155",1,1
"SO59157",1,1
"SO59158",1,1
"SO59159",1,1
"SO59160",1,1
"SO59161",1,1
"SO59162",1,1
"SO59163",1,1
"SO59164",1,1
"SO59165",1,1
"SO59166",1,1
"SO59167",1,1
"SO59168",1,1
"SO59169",1,1
"SO59170",1,1
"SO59171",1,1
"SO59172",1,1
"SO59173",1,1
"SO59174",1,1
"SO59175",1,1
"SO59176",1,1
"SO59177",1,1
"SO59178",1,1
