_modifiedby_value,createdon,versionnumber,_modifiedonbehalfby_value,utcconversiontimezonecode,nadb_statuscode,nadb_statuspoints,nadb_indicatorname_status,_createdonbehalfby_value,nadb_name2,importsequencenumber,_owningbusinessunit_value,nadb_statuspoints2,_nadb_riskindicator_value,statuscode,overriddencreatedon,modifiedon,_owningteam_value,_createdby_value,_owninguser_value,timezoneruleversionnumber,nadb_statusname,statecode,nadb_variablerange,nadb_creditriskstatusid,_ownerid_value,_nadb_statusmethodology_value
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:07:15.000,12035115,"",,"Weak",,"History of Support","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",0,"cd9a30ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:17.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"9.4.3",0,"","e5f2917f-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:07:15.000,12035174,"",,"Weak",,"Performance and Prospects","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",0,"cf9a30ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:18.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"9.5.3",0,"","ebf2917f-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:07:15.000,12035169,"",,"Weak",,"Quality of Management","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",0,"d19a30ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:18.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"9.6.3",0,"","f1f2917f-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:07:15.000,12035170,"",,"Weak",,"Corporate Governance","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",0,"d39a30ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:18.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"9.7.3",0,"","f7f2917f-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:07:15.000,12035167,"",,"Weak",,"Strategic Objectives","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",0,"d59a30ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:18.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"9.8.3",0,"","fdf2917f-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:07:15.000,12035172,"",,"Weak",,"Execution","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",0,"d79a30ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:18.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"9.9.3",0,"","03f3917f-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:51.000,12032054,"",,"Between 0.85x and 1.15x",,"Ratio of Observed Annual O&M Expenses to Budgeted O&M Expenses","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",10,"e19930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:06:57.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"1.1.1",0,"","ba7f9979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:52.000,12032059,"",,"More than 1.15x",,"Ratio of Observed Annual O&M Expenses to Budgeted O&M Expenses","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",-10,"e19930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:06:57.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"1.1.2",0,"","bc7f9979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:52.000,12032385,"",,"Cash reserve",,"There is a 100% funded Debt Service Reserve Fund in place","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",10,"e39930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:06:59.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"1.10.1",0,"","be7f9979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:52.000,12032372,"",,"Letter of Credit or Parent Guaranty supported on a rating of at least BBB",,"There is a 100% funded Debt Service Reserve Fund in place","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",8,"e39930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:06:59.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"1.10.2",0,"","c07f9979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:52.000,12032386,"",,"Without Guaranty or Unfunded",,"There is a 100% funded Debt Service Reserve Fund in place","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",-5,"e39930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:06:59.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"1.10.4",0,"","c47f9979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:52.000,12032390,"",,"Level 1: Positive",,"Sector Outlook","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",5,"e59930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:06:59.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"1.11.1",0,"","c67f9979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:52.000,12032402,"",,"Level 3: Negative",,"Sector Outlook","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",-5,"e59930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:06:59.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"1.11.3",0,"","ca7f9979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:52.000,12032403,"",,"Level 1: Positive",,"Project Outlook","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",5,"e79930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:06:59.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"1.12.1",0,"","cc7f9979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:52.000,12032607,"",,"Level 3: Negative",,"Project Outlook","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",-5,"e79930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:00.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"1.12.3",0,"","d07f9979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:52.000,12032423,"",,"2 or more consecutive times in the last 12 months",,"Number of times that the ratio of 6-month rolling actual production to (seasonalized) 6-month rolling P99 probability of exceedance production has fallen below 1.0x in the past 12 months","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",-10,"e99930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:06:59.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"1.2.1",0,"","d27f9979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:52.000,12032394,"",,"At 1.2x or higher",,"Historical Debt Service Coverage Ratio","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",10,"eb9930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:06:59.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"1.3.1",0,"","d67f9979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:52.000,12032434,"",,"Lower that 1.0x",,"Historical Debt Service Coverage Ratio","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",-10,"eb9930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:06:59.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"1.3.3",0,"","da7f9979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:52.000,12032426,"",,"History shows no more than 30 days past due",,"Historical payment experience with NADB within the last 24 months","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",10,"ed9930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:06:59.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"1.4.1",0,"","dc7f9979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:53.000,12032442,"",,"History shows past due amounts between 30 and 90 days",,"Historical payment experience with NADB within the last 24 months","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",-25,"ed9930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:06:59.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"1.4.2",0,"","de7f9979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:53.000,12032472,"",,"History shows more than 90 days past due",,"Historical payment experience with NADB within the last 24 months","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",-50,"ed9930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:06:59.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"1.4.3",0,"","e07f9979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:53.000,12032528,"",,"Level 1: Evident, based on historical precedents",,"Level of support at the sponsor's corporate level","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",15,"ef9930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:00.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"1.5.1",0,"","e27f9979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:53.000,12032470,"",,"Level 2: Apparent, based on commitments",,"Level of support at the sponsor's corporate level","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",5,"ef9930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:06:59.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"1.5.2",0,"","e47f9979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:53.000,12032475,"",,"Yes",,"Full compliance with contractual conditions and covenants","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",10,"f19930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:06:59.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"1.6.1",0,"","e87f9979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:53.000,12032577,"",,"No",,"Full compliance with contractual conditions and covenants","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",-10,"f19930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:00.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"1.6.2",0,"","ea7f9979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:53.000,12032593,"",,"External ISP/OEM Operator with 5+ YoE & 1,500 MW wind or 500 MW solar",,"Experience of O&M Contractor","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",10,"f39930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:00.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"1.7.1",0,"","ec7f9979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:53.000,12032582,"",,"Self performing with 3+ YoE & 1,500 MW wind or 500 MW solar",,"Experience of O&M Contractor","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",8,"f39930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:00.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"1.7.2",0,"","ee7f9979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:53.000,12032724,"",,"External ISP/OEM or Self Performing Operator with 3+ YoE & 500-1,500 MW wind or 100-500 MW solar",,"Experience of O&M Contractor","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",5,"f39930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:01.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"1.7.3",0,"","f07f9979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:53.000,12033070,"",,"O&M Agreement with a term of 10Y+",,"Term of O&M Agreement","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",5,"f59930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:03.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"1.8.1",0,"","f47f9979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:53.000,12032579,"",,"O&M Agreement with a term between 5Y and 10Y",,"Term of O&M Agreement","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",3,"f59930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:00.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"1.8.2",0,"","f67f9979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:53.000,12032623,"",,"Cash reserve",,"Additional enhancements in place","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",10,"f79930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:00.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"1.9.1",0,"","fa7f9979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:53.000,12032587,"",,"Letter of Credit or Parent Guaranty supported on a rating of at least BBB",,"Additional enhancements in place","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",8,"f79930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:00.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"1.9.2",0,"","fc7f9979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:53.000,12032591,"",,"Without Guaranty or Unfunded",,"Additional enhancements in place","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",-5,"f79930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:00.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"1.9.4",0,"","00809979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:53.000,12032689,"",,"High",,"Borrower's Rol in Group","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",2,"f99930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:01.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"10.1.1",0,"","02809979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:53.000,12032596,"",,"Mod",,"Borrower's Rol in Group","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",1,"f99930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:00.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"10.1.2",0,"","04809979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:53.000,12032606,"",,"High",,"Business Model","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",3.3,"fb9930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:00.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"10.10.1",0,"","08809979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:53.000,12032642,"",,"Mod",,"Business Model","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",1.7,"fb9930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:00.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"10.10.2",0,"","0a809979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:54.000,12032693,"",,"High",,"Organizational Structure","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",3.3,"fd9930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:01.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"10.11.1",0,"","0e809979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:54.000,12032731,"",,"Mod",,"Organizational Structure","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",1.7,"fd9930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:01.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"10.11.2",0,"","10809979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:54.000,12032670,"",,"High",,"Management Strategy","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",2.5,"ff9930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:01.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"10.12.1",0,"","15809979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:54.000,12032718,"",,"Mod",,"Management Strategy","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",1.3,"ff9930ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:01.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"10.12.2",0,"","17809979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:54.000,12032648,"",,"High",,"Governance Structure","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",2.5,"019a30ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:01.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"10.13.1",0,"","1c809979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:54.000,12032745,"",,"Mod",,"Governance Structure","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",1.3,"019a30ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:01.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"10.13.2",0,"","1e809979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:54.000,12032659,"",,"High",," Group Structure","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",2.5,"039a30ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:01.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"10.14.1",0,"","22809979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:54.000,12032662,"",,"Mod",," Group Structure","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",1.3,"039a30ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:01.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"10.14.2",0,"","24809979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:54.000,12032658,"",,"High",,"Financial Transparency","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",2.5,"059a30ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:01.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"10.15.1",0,"","28809979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:54.000,12032699,"",,"Mod",,"Financial Transparency","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",1.3,"059a30ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:01.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"10.15.2",0,"","2b809979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:54.000,12032700,"",,">30.00%",,"Financial Margin /Revenues","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",5,"079a30ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:01.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"10.16.1",0,"","2f809979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:54.000,12032725,"",,"20.00%-30.00%",,"Financial Margin /Revenues","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",4,"079a30ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:01.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"10.16.2",0,"","31809979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
"c7205e36-d6ee-42c5-8733-e670621cd834",2020-02-21 17:06:54.000,12032701,"",,"10.00%-19.99%",,"Financial Margin /Revenues","","",107,"b5152e2f-ebcb-e911-a9aa-000d3a14431b",3,"079a30ab-c154-ea11-a813-000d3a4ed0f6",1,,2020-02-21 17:07:01.000,"","c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",,"10.16.3",0,"","33809979-cc54-ea11-a813-000d3a4edd29","c7205e36-d6ee-42c5-8733-e670621cd834",""
