Column1,2017FullCategory,2017FullSubcategory,variable,value
Column198,Solicitor    General, COVID‑19 Time-Limited Funding34,2019,
Column199,Solicitor    General (Base),,2019,
Column200,Solicitor General (Total),,2019,2681.0
Column201,"Tourism, Culture and Sport", Time-Limited Funding: Ontario 150 and Pan/Parapan American Games,2019,
Column202,Transportation, COVID‑19 Time-Limited Funding36,2019,
Column203,Transportation, Federal–Provincial Infrastructure Programs,2019,297.0
Column204,Transportation, Safe Restart Agreement,2019,0.0
Column205,Transportation (Base),,2019,4543.0
Column206,Treasury Board Secretariat, COVID‑19 Time-Limited Funding38,2019,
Column207,Treasury Board Secretariat (Base),,2019,201.0
Column208,Treasury Board Secretariat (Base),,2019,201.0
Column209,Treasury Board Secretariat (Base),,2019,201.0
Column210,Treasury Board Secretariat (Base),,2019,201.0
Column211,Treasury Board Secretariat (Base),,2019,201.0
Column212,Treasury Board Secretariat (Base),,2019,201.0
Column213,Treasury Board Secretariat (Base),,2019,201.0
Column214,Treasury Board Secretariat (Base),,2019,201.0
Column215,"Agriculture, Food and Rural Affairs","Agriculture, Food and Rural Affairs (Base)",2019,
Column216,"Agriculture, Food and Rural Affairs",Time-Limited Assistance,2019,
Column217,"Children, Community and Social Services",Community and Social Services (Base),2019,
Column218,Community Safety and Correctional Services,Community Safety and Correctional  Services (Base),2019,
Column219,"Economic Development and Growth / Research, Innovation and Science","Economic Development and Growth / Research, Innovation and Science (Base)",2019,
Column220,"Economic Development and Growth / Research, Innovation and Science",Green Investment Fund Initiatives,2019,
Column221,"Economic Development and Growth / Research, Innovation and Science (Total)",,2019,
Column222,Education,Education (Base),2019,
Column223,"Energy, Northern Development and Mines",Energy (Base),2019,
Column224,"Energy, Northern Development and Mines",Green Investment Fund Initiatives,2019,
Column225,Environment and Climate Change,Environment and Climate Change (Base),2019,
Column226,Environment and Climate Change,Green Investment Fund Initiatives,2019,
Column227,Environment and Climate Change (Total),,2019,
Column228,Executive Offices,Executive Offices (Base),2019,
Column229,Finance,Finance (Base),2019,
Column230,"Francophone Affairs, Office of (Total)",,2019,
Column231,Health and Long-Term Care,Health and Long-Term Care (Base),2019,
Column232,Health and Long-Term Care,Time-Limited Investments in Affordable and Supportive Housing,2019,
Column233,Health and Long-Term Care (Total),,2019,
Column234,Indigenous Relations and Reconciliation,Indigenous Relations and Reconciliation (Base),2019,
Column235,Indigenous Relations and Reconciliation,Green Investment Fund Initiatives,2019,
Column236,Indigenous Relations and Reconciliation,One-Time Investments including Settlements,2019,
Column237,Indigenous Relations and Reconciliation (Total),,2019,
Column238,Infrastructure,Infrastructure (Base),2019,
Column239,Labour (Total),,2019,
Column240,Municipal Affairs / Housing,Municipal Affairs / Housing (Base),2019,
Column241,Municipal Affairs / Housing,Green Investment Fund Initiatives,2019,
Column242,Natural Resources and Forestry,Natural Resources and Forestry (Base),2019,
Column243,"Tourism, Culture and Sport","Tourism, Culture and Sport (Base)",2019,
Column244,"Tourism, Culture and Sport (Total)",,2019,
Column245,Transportation,Transportation (Base),2019,
Column246,Transportation,Green Investment Fund Initiatives,2019,
Column247,Treasury Board Secretariat,Treasury Board Secretariat (Base),2019,
Column2,Accessibility Directorate of Ontario (Total),,2020,
Column3,Advanced Education and Skills Development (Total),,2020,
Column4,"Agriculture, Food and Rural Affairs", Time-Limited Investments in Infrastructure,2020,
Column5,Attorney General (Total),,2020,1942.0
Column6,"Children, Community and Social Services", Time-Limited Investments in Affordable and Supportive Housing,2020,
Column7,"Children, Community and Social Services (Total)",,2020,17104.0
Column8,"Children, Community and Social Services (Total)",,2020,17104.0
Column9,"Children, Community and Social Services (Total)",,2020,17104.0
Column10,"Children, Community and Social Services (Total)",,2020,17104.0
Column11,"Children, Community and Social Services (Total)",,2020,17104.0
Column12,"Children, Community and Social Services (Total)",,2020,17104.0
Column13,"Children, Community and Social Services (Total)",,2020,17104.0
Column14,"Children, Community and Social Services (Total)",,2020,17104.0
Column15,Citizenship and Immigration (Total),,2020,
Column16,Community Safety and Correctional Services, Time-Limited Support for 2015 Pan/Parapan American Games Security,2020,
Column17,Community Safety and Correctional Services (Total),,2020,
Column18,Education (Total),,2020,31751.0
Column19,"Energy, Northern Development and Mines", Ontario Clean Energy Benefit,2020,
Column20,"Energy, Northern Development and Mines", Strategic Asset Management and Transformation Related to Hydro One,2020,
Column21,"Energy, Northern Development and Mines", Electricity Cost Relief Programs,2020,5484.0
Column22,"Energy, Northern Development and Mines (Total)",,2020,6584.0
Column23,"Energy, Northern Development and Mines (Total)",,2020,6584.0
Column24,"Energy, Northern Development and Mines (Total)",,2020,6584.0
Column25,"Energy, Northern Development and Mines (Total)",,2020,6584.0
Column26,"Energy, Northern Development and Mines (Total)",,2020,6584.0
Column27,"Energy, Northern Development and Mines (Total)",,2020,6584.0
Column28,"Energy, Northern Development and Mines (Total)",,2020,6584.0
Column29,"Energy, Northern Development and Mines (Total)",,2020,6584.0
Column30,"Energy, Northern Development and Mines (Total)",,2020,6584.0
Column31,"Energy, Northern Development and Mines (Total)",,2020,6584.0
Column32,"Energy, Northern Development and Mines (Total)",,2020,6584.0
Column33,"Energy, Northern Development and Mines (Total)",,2020,6584.0
Column34,Executive Offices, Time-Limited Assistance,2020,0.0
Column35,Executive Offices (Total),,2020,32.0
Column36,Executive Offices (Total),,2020,32.0
Column37,Finance, Ontario Municipal Partnership Fund,2020,503.0
Column38,Finance, Power Supply Contract Costs,2020,122.0
Column39,Finance (Total),,2020,1520.0
Column40,Government and Consumer Services (Total),,2020,1550.0
Column41,Government and Consumer Services (Total),,2020,1550.0
Column42,Infrastructure, Federal–Provincial Infrastructure Programs,2020,160.0
Column43,Infrastructure (Total),,2020,358.0
Column44,International Trade (Total),,2020,
Column45,Municipal Affairs/Housing," Time-Limited Investments in Municipal, Social and Affordable Housing",2020,
Column46,Natural Resources and Forestry, Emergency Forest Firefighting,2020,136.0
Column47,Natural Resources and Forestry (Total),,2020,677.0
Column48,Natural Resources and Forestry (Total),,2020,677.0
Column49,Natural Resources and Forestry (Total),,2020,677.0
Column50,Natural Resources and Forestry (Total),,2020,677.0
Column51,Natural Resources and Forestry (Total),,2020,677.0
Column52,Natural Resources and Forestry (Total),,2020,677.0
Column53,Natural Resources and Forestry (Total),,2020,677.0
Column54,Natural Resources and Forestry (Total),,2020,677.0
Column55,Seniors Affairs (Total),,2020,
Column56,Status of Women (Total),,2020,
Column57,Total Expense,,2020,164768.0
Column58,Transportation, Time-Limited Investments in Infrastructure,2020,
Column59,Transportation (Total),,2020,5145.0
Column60,Treasury Board Secretariat, Capital Contingency Fund,2020,0.0
Column61,Treasury Board Secretariat, Operating Contingency Fund,2020,0.0
Column62,Treasury Board Secretariat (Total),,2020,1855.0
Column63,Treasury Board Secretariat (Total),,2020,1855.0
Column64,Treasury Board Secretariat (Total),,2020,1855.0
Column65,Treasury Board Secretariat (Total),,2020,1855.0
Column66,Treasury Board Secretariat (Total),,2020,1855.0
Column67,Treasury Board Secretariat (Total),,2020,1855.0
Column68,Treasury Board Secretariat (Total),,2020,1855.0
Column69,Treasury Board Secretariat (Total),,2020,1855.0
Column70,Treasury Board Secretariat, Employee and Pensioner Benefits17,2020,1666.0
Column71,Board of Internal Economy (Total),,2020,257.0
Column72,Year-End Savings,,2020,
Column73,Education, Teachers’ Pension Plan,2020,1570.0
Column74,Municipal Affairs and Housing, Time-Limited Investments,2020,317.0
Column75,Interest on Debt18,,2020,12495.0
Column76,Municipal Affairs and Housing (Total),,2020,1199.0
Column77,Municipal Affairs and Housing (Total),,2020,1199.0
Column78,Municipal Affairs and Housing (Total),,2020,1199.0
Column79,Municipal Affairs and Housing (Total),,2020,1199.0
Column80,"Heritage, Sport, Tourism and Culture Industries", Time-Limited Investments to Support 2015 Pan/Parapan American Games,2020,
Column81,"Agriculture, Food and Rural Affairs (Total)5",,2020,1132.0
Column82,"Agriculture, Food and Rural Affairs (Total)5",,2020,1132.0
Column83,"Agriculture, Food and Rural Affairs (Base)",,2020,298.0
Column84,"Agriculture, Food and Rural Affairs (Base)",,2020,298.0
Column85,"Agriculture, Food and Rural Affairs (Base)",,2020,298.0
Column86,"Agriculture, Food and Rural Affairs (Base)",,2020,298.0
Column87,"Agriculture, Food and Rural Affairs (Base)",,2020,298.0
Column88,"Agriculture, Food and Rural Affairs (Base)",,2020,298.0
Column89,"Agriculture, Food and Rural Affairs (Base)",,2020,298.0
Column90,"Agriculture, Food and Rural Affairs (Base)",,2020,298.0
Column91,Community Safety and Correctional Services (Base),,2020,
Column92,Government and Consumer Services, Realty,2020,924.0
Column93,Government and Consumer Services (Base),,2020,626.0
Column94,Government and Consumer Services (Base),,2020,626.0
Column95,"Agriculture, Food and Rural Affairs", COVID‑19 Time-Limited Funding6,2020,
Column96,"Agriculture, Food and Rural Affairs", Federal-Provincial Infrastructure Programs,2020,94.0
Column97,"Agriculture, Food and Rural Affairs", Municipal Infrastructure Program Investments3,2020,222.0
Column98,"Agriculture, Food and Rural Affairs", Demand-Driven Risk Management and Time-Limited Programs4,2020,518.0
Column99,Attorney General, COVID‑19 Time-Limited Funding7,2020,
Column100,Attorney General," Statutory Appropriations – Crown Liability and Proceedings Act, 2019",2020,192.0
Column101,Attorney General (Base),,2020,1750.0
Column102,COVID‑19 Health Response21,,2020,
Column103,COVID‑19 Response Including COVID‑19 Health Contingency Fund10,,2020,0.0
Column104,Children and Youth Services (Total),,2020,
Column105,"Children, Community and Social Services", COVID‑19 Time-Limited Funding8,2020,
Column106,Colleges and Universities, COVID‑19 Time-Limited Funding9,2020,
Column107,Colleges and Universities, Time-Limited Infrastructure Funding under the Strategic Investment Fund,2020,2.0
Column108,Colleges and Universities, Student Financial Assistance,2020,1296.0
Column109,Colleges and Universities (Base),,2020,9221.0
Column110,Colleges and Universities6 (Total),,2020,10520.0
Column111,"Economic Development, Job Creation and Trade", COVID‑19 Time-Limited Funding10,2020,
Column112,"Economic Development, Job Creation and Trade", Time-Limited Investments,2020,263.0
Column113,"Economic Development, Job Creation and Trade", Time-Limited Investments,2020,263.0
Column114,"Economic Development, Job Creation and Trade (Base)",,2020,319.0
Column115,"Economic Development, Job Creation and Trade (Base)",,2020,319.0
Column116,"Economic Development, Job Creation and Trade (Total)",,2020,582.0
Column117,"Economic Development, Job Creation and Trade (Total)", Time-Limited Investments,2020,582.0
Column118,"Economic Development, Job Creation and Trade (Total)",,2020,582.0
Column119,Education, COVID‑19 Time-Limited Funding12,2020,
Column120,Education (Base),,2020,30181.0
Column121,Emergency Forest Firefighting,,2020,
Column122,"Energy, Northern Development and Mines", COVID‑19 Time-Limited Funding14,2020,
Column123,"Energy, Northern Development and Mines    (Base)13",,2020,
Column124,"Energy, Northern Development and Mines (Base)8",,2020,1100.0
Column125,"Energy, Northern Development and Mines (Base)8",,2020,1100.0
Column126,"Environment, Conservation and Parks", COVID‑19 Time-Limited Funding15,2020,
Column127,"Environment, Conservation and Parks", Time-Limited Investments,2020,2.0
Column128,"Environment, Conservation and Parks (Base)",,2020,610.0
Column129,"Environment, Conservation and Parks (Base)",,2020,610.0
Column130,"Environment, Conservation and Parks (Base)",,2020,610.0
Column131,"Environment, Conservation and Parks (Base)",,2020,610.0
Column132,"Environment, Conservation and Parks (Total)",,2020,612.0
Column133,"Environment, Conservation and Parks (Total)",,2020,612.0
Column134,"Environment, Conservation and Parks (Total)",,2020,612.0
Column135,"Environment, Conservation and Parks (Total)",,2020,612.0
Column136,Executive Offices, Disaster Relief,2020,
Column137,Executive Offices (Base),,2020,32.0
Column138,Executive Offices (Base),,2020,32.0
Column139,Finance, COVID‑19 Response: Support for People and Jobs Fund,2020,0.0
Column140,Finance, Time-Limited Investments,2020,0.0
Column141,Finance, Investment Management Corporation of Ontario9,2020,88.0
Column142,Finance, COVID‑19 Time-Limited Funding17,2020,
Column143,Finance (Base),,2020,806.0
Column144,Francophone Affairs, COVID‑19 Time-Limited Funding18,2020,
Column145,Francophone Affairs (Base),,2020,
Column146,Francophone Affairs (Total),,2020,5.0
Column147,Government    and Consumer Services, COVID‑19 Time-Limited Funding19,2020,
Column148,Health (Total),,2020,59293.0
Column149,Health (Total)20,,2020,
Column150,"Heritage,    Sport, Tourism and Culture Industries", COVID‑19 Time-Limited Funding22,2020,
Column151,"Heritage, Sport, Tourism and Culture Industries", Ontario Cultural Media Tax Credits,2020,656.0
Column152,"Heritage, Sport, Tourism and Culture Industries", Ontario Cultural Media Tax Credits – Amounts Related to Prior Years,2020,80.0
Column153,"Heritage, Sport, Tourism and Culture Industries (Base)",,2020,908.0
Column154,"Heritage, Sport, Tourism and Culture Industries (Base)",,2020,908.0
Column155,"Heritage, Sport, Tourism and Culture Industries (Base)",,2020,908.0
Column156,"Heritage, Sport, Tourism and Culture Industries (Base)",,2020,908.0
Column157,"Heritage, Sport, Tourism and Culture Industries11 (Total)",,2020,1643.0
Column158,"Heritage, Sport, Tourism and Culture Industries11 (Total)",,2020,1643.0
Column159,"Heritage, Sport, Tourism and Culture Industries11 (Total)",,2020,1643.0
Column160,"Heritage, Sport, Tourism and Culture Industries11 (Total)",,2020,1643.0
Column161,Indigenous Affairs, One-Time Investments including Settlements,2020,14.0
Column162,Indigenous Affairs, COVID‑19 Time-Limited Funding23,2020,
Column163,Indigenous Affairs (Base),,2020,73.0
Column164,Indigenous Affairs (Total),,2020,87.0
Column165,Infrastructure, Municipal Infrastructure Program Investments12,2020,0.0
Column166,Infrastructure, Waterfront Toronto Revitalization (Port Lands Flood Protection),2020,116.0
Column167,Infrastructure, COVID‑19 Time-Limited Funding26,2020,
Column168,Infrastructure (Base),,2020,81.0
Column169,"Labour, Training and Skills Development", COVID‑19 Time-Limited Funding28,2020,
Column170,"Labour, Training and Skills Development", Training Tax Credits (Co-operative Education    and Apprenticeship Training)27,2020,
Column171,"Labour, Training and Skills Development", Demand-Driven Employment and Training Programs,2020,922.0
Column172,"Labour, Training and Skills Development", Co-op Education and Apprenticeship Tax Credits13,2020,152.0
Column173,"Labour, Training and Skills Development (Base)",,2020,100.0
Column174,"Labour, Training and Skills Development (Base)",,2020,100.0
Column175,"Labour, Training and Skills Development14 (Total)",,2020,1173.0
Column176,"Labour, Training and Skills Development14 (Total)",,2020,1173.0
Column177,Long-Term Care (Total),,2020,4423.0
Column178,Municipal Affairs and Housing, COVID‑19 Time-Limited Funding32,2020,
Column179,Municipal Affairs and Housing, Social Housing Agreement – Payments to Service Managers15,2020,341.0
Column180,Municipal Affairs and Housing, Safe Restart Agreement,2020,0.0
Column181,Municipal Affairs and Housing (Base),,2020,541.0
Column182,Municipal Affairs and Housing (Base),,2020,541.0
Column183,Municipal Affairs and Housing (Base),,2020,541.0
Column184,Municipal Affairs and Housing (Base),,2020,541.0
Column185,Natural Resources and Forestry (Base),,2020,541.0
Column186,Natural Resources and Forestry (Base),,2020,541.0
Column187,Natural Resources and Forestry (Base),,2020,541.0
Column188,Natural Resources and Forestry (Base),,2020,541.0
Column189,Natural Resources and Forestry (Base),,2020,541.0
Column190,Natural Resources and Forestry (Base),,2020,541.0
Column191,Natural Resources and Forestry (Base),,2020,541.0
Column192,Natural Resources and Forestry (Base),,2020,541.0
Column193,PRRT Savings,,2020,
Column194,Seniors and Accessibility, Time-Limited Investments,2020,0.0
Column195,Seniors and Accessibility, COVID‑19 Time-Limited Funding33,2020,
Column196,Seniors and Accessibility (Base),,2020,54.0
Column197,Seniors and Accessibility (Total),,2020,54.0
Column198,Solicitor    General, COVID‑19 Time-Limited Funding34,2020,
Column199,Solicitor    General (Base),,2020,
Column200,Solicitor General (Total),,2020,2774.0
Column201,"Tourism, Culture and Sport", Time-Limited Funding: Ontario 150 and Pan/Parapan American Games,2020,
Column202,Transportation, COVID‑19 Time-Limited Funding36,2020,
Column203,Transportation, Federal–Provincial Infrastructure Programs,2020,188.0
Column204,Transportation, Safe Restart Agreement,2020,0.0
Column205,Transportation (Base),,2020,4957.0
Column206,Treasury Board Secretariat, COVID‑19 Time-Limited Funding38,2020,
Column207,Treasury Board Secretariat (Base),,2020,189.0
Column208,Treasury Board Secretariat (Base),,2020,189.0
Column209,Treasury Board Secretariat (Base),,2020,189.0
Column210,Treasury Board Secretariat (Base),,2020,189.0
Column211,Treasury Board Secretariat (Base),,2020,189.0
Column212,Treasury Board Secretariat (Base),,2020,189.0
Column213,Treasury Board Secretariat (Base),,2020,189.0
Column214,Treasury Board Secretariat (Base),,2020,189.0
Column215,"Agriculture, Food and Rural Affairs","Agriculture, Food and Rural Affairs (Base)",2020,
Column216,"Agriculture, Food and Rural Affairs",Time-Limited Assistance,2020,
Column217,"Children, Community and Social Services",Community and Social Services (Base),2020,
Column218,Community Safety and Correctional Services,Community Safety and Correctional  Services (Base),2020,
Column219,"Economic Development and Growth / Research, Innovation and Science","Economic Development and Growth / Research, Innovation and Science (Base)",2020,
Column220,"Economic Development and Growth / Research, Innovation and Science",Green Investment Fund Initiatives,2020,
Column221,"Economic Development and Growth / Research, Innovation and Science (Total)",,2020,
Column222,Education,Education (Base),2020,
Column223,"Energy, Northern Development and Mines",Energy (Base),2020,
Column224,"Energy, Northern Development and Mines",Green Investment Fund Initiatives,2020,
Column225,Environment and Climate Change,Environment and Climate Change (Base),2020,
Column226,Environment and Climate Change,Green Investment Fund Initiatives,2020,
Column227,Environment and Climate Change (Total),,2020,
Column228,Executive Offices,Executive Offices (Base),2020,
Column229,Finance,Finance (Base),2020,
Column230,"Francophone Affairs, Office of (Total)",,2020,
Column231,Health and Long-Term Care,Health and Long-Term Care (Base),2020,
Column232,Health and Long-Term Care,Time-Limited Investments in Affordable and Supportive Housing,2020,
Column233,Health and Long-Term Care (Total),,2020,
Column234,Indigenous Relations and Reconciliation,Indigenous Relations and Reconciliation (Base),2020,
Column235,Indigenous Relations and Reconciliation,Green Investment Fund Initiatives,2020,
Column236,Indigenous Relations and Reconciliation,One-Time Investments including Settlements,2020,
Column237,Indigenous Relations and Reconciliation (Total),,2020,
Column238,Infrastructure,Infrastructure (Base),2020,
Column239,Labour (Total),,2020,
Column240,Municipal Affairs / Housing,Municipal Affairs / Housing (Base),2020,
Column241,Municipal Affairs / Housing,Green Investment Fund Initiatives,2020,
Column242,Natural Resources and Forestry,Natural Resources and Forestry (Base),2020,
Column243,"Tourism, Culture and Sport","Tourism, Culture and Sport (Base)",2020,
Column244,"Tourism, Culture and Sport (Total)",,2020,
Column245,Transportation,Transportation (Base),2020,
Column246,Transportation,Green Investment Fund Initiatives,2020,
Column247,Treasury Board Secretariat,Treasury Board Secretariat (Base),2020,
Column2,Accessibility Directorate of Ontario (Total),,2021,
Column3,Advanced Education and Skills Development (Total),,2021,
Column4,"Agriculture, Food and Rural Affairs", Time-Limited Investments in Infrastructure,2021,
Column5,Attorney General (Total),,2021,1682.0
Column6,"Children, Community and Social Services", Time-Limited Investments in Affordable and Supportive Housing,2021,
Column7,"Children, Community and Social Services (Total)",,2021,17928.0
Column8,"Children, Community and Social Services (Total)",,2021,17928.0
Column9,"Children, Community and Social Services (Total)",,2021,17928.0
Column10,"Children, Community and Social Services (Total)",,2021,17928.0
Column11,"Children, Community and Social Services (Total)",,2021,17928.0
Column12,"Children, Community and Social Services (Total)",,2021,17928.0
Column13,"Children, Community and Social Services (Total)",,2021,17928.0
Column14,"Children, Community and Social Services (Total)",,2021,17928.0
Column15,Citizenship and Immigration (Total),,2021,
Column16,Community Safety and Correctional Services, Time-Limited Support for 2015 Pan/Parapan American Games Security,2021,
Column17,Community Safety and Correctional Services (Total),,2021,
Column18,Education (Total),,2021,32659.0
Column19,"Energy, Northern Development and Mines", Ontario Clean Energy Benefit,2021,
Column20,"Energy, Northern Development and Mines", Strategic Asset Management and Transformation Related to Hydro One,2021,
Column21,"Energy, Northern Development and Mines", Electricity Cost Relief Programs,2021,6209.0
Column22,"Energy, Northern Development and Mines (Total)",,2021,7256.0
Column23,"Energy, Northern Development and Mines (Total)",,2021,7256.0
Column24,"Energy, Northern Development and Mines (Total)",,2021,7256.0
Column25,"Energy, Northern Development and Mines (Total)",,2021,7256.0
Column26,"Energy, Northern Development and Mines (Total)",,2021,7256.0
Column27,"Energy, Northern Development and Mines (Total)",,2021,7256.0
Column28,"Energy, Northern Development and Mines (Total)",,2021,7256.0
Column29,"Energy, Northern Development and Mines (Total)",,2021,7256.0
Column30,"Energy, Northern Development and Mines (Total)",,2021,7256.0
Column31,"Energy, Northern Development and Mines (Total)",,2021,7256.0
Column32,"Energy, Northern Development and Mines (Total)",,2021,7256.0
Column33,"Energy, Northern Development and Mines (Total)",,2021,7256.0
Column34,Executive Offices, Time-Limited Assistance,2021,2.0
Column35,Executive Offices (Total),,2021,40.0
Column36,Executive Offices (Total),,2021,40.0
Column37,Finance, Ontario Municipal Partnership Fund,2021,502.0
Column38,Finance, Power Supply Contract Costs,2021,107.0
Column39,Finance (Total),,2021,4298.0
Column40,Government and Consumer Services (Total),,2021,1667.0
Column41,Government and Consumer Services (Total),,2021,1667.0
Column42,Infrastructure, Federal–Provincial Infrastructure Programs,2021,310.0
Column43,Infrastructure (Total),,2021,854.0
Column44,International Trade (Total),,2021,
Column45,Municipal Affairs/Housing," Time-Limited Investments in Municipal, Social and Affordable Housing",2021,
Column46,Natural Resources and Forestry, Emergency Forest Firefighting,2021,100.0
Column47,Natural Resources and Forestry (Total),,2021,656.0
Column48,Natural Resources and Forestry (Total),,2021,656.0
Column49,Natural Resources and Forestry (Total),,2021,656.0
Column50,Natural Resources and Forestry (Total),,2021,656.0
Column51,Natural Resources and Forestry (Total),,2021,656.0
Column52,Natural Resources and Forestry (Total),,2021,656.0
Column53,Natural Resources and Forestry (Total),,2021,656.0
Column54,Natural Resources and Forestry (Total),,2021,656.0
Column55,Seniors Affairs (Total),,2021,
Column56,Status of Women (Total),,2021,
Column57,Total Expense,,2021,187042.0
Column58,Transportation, Time-Limited Investments in Infrastructure,2021,
Column59,Transportation (Total),,2021,7613.0
Column60,Treasury Board Secretariat, Capital Contingency Fund,2021,99.0
Column61,Treasury Board Secretariat, Operating Contingency Fund,2021,2912.0
Column62,Treasury Board Secretariat (Total),,2021,4807.0
Column63,Treasury Board Secretariat (Total),,2021,4807.0
Column64,Treasury Board Secretariat (Total),,2021,4807.0
Column65,Treasury Board Secretariat (Total),,2021,4807.0
Column66,Treasury Board Secretariat (Total),,2021,4807.0
Column67,Treasury Board Secretariat (Total),,2021,4807.0
Column68,Treasury Board Secretariat (Total),,2021,4807.0
Column69,Treasury Board Secretariat (Total),,2021,4807.0
Column70,Treasury Board Secretariat, Employee and Pensioner Benefits17,2021,1389.0
Column71,Board of Internal Economy (Total),,2021,281.0
Column72,Year-End Savings,,2021,
Column73,Education, Teachers’ Pension Plan,2021,1621.0
Column74,Municipal Affairs and Housing, Time-Limited Investments,2021,256.0
Column75,Interest on Debt18,,2021,12456.0
Column76,Municipal Affairs and Housing (Total),,2021,2953.0
Column77,Municipal Affairs and Housing (Total),,2021,2953.0
Column78,Municipal Affairs and Housing (Total),,2021,2953.0
Column79,Municipal Affairs and Housing (Total),,2021,2953.0
Column80,"Heritage, Sport, Tourism and Culture Industries", Time-Limited Investments to Support 2015 Pan/Parapan American Games,2021,
Column81,"Agriculture, Food and Rural Affairs (Total)5",,2021,870.0
Column82,"Agriculture, Food and Rural Affairs (Total)5",,2021,870.0
Column83,"Agriculture, Food and Rural Affairs (Base)",,2021,314.0
Column84,"Agriculture, Food and Rural Affairs (Base)",,2021,314.0
Column85,"Agriculture, Food and Rural Affairs (Base)",,2021,314.0
Column86,"Agriculture, Food and Rural Affairs (Base)",,2021,314.0
Column87,"Agriculture, Food and Rural Affairs (Base)",,2021,314.0
Column88,"Agriculture, Food and Rural Affairs (Base)",,2021,314.0
Column89,"Agriculture, Food and Rural Affairs (Base)",,2021,314.0
Column90,"Agriculture, Food and Rural Affairs (Base)",,2021,314.0
Column91,Community Safety and Correctional Services (Base),,2021,
Column92,Government and Consumer Services, Realty,2021,1026.0
Column93,Government and Consumer Services (Base),,2021,641.0
Column94,Government and Consumer Services (Base),,2021,641.0
Column95,"Agriculture, Food and Rural Affairs", COVID‑19 Time-Limited Funding6,2021,
Column96,"Agriculture, Food and Rural Affairs", Federal-Provincial Infrastructure Programs,2021,104.0
Column97,"Agriculture, Food and Rural Affairs", Municipal Infrastructure Program Investments3,2021,10.0
Column98,"Agriculture, Food and Rural Affairs", Demand-Driven Risk Management and Time-Limited Programs4,2021,443.0
Column99,Attorney General, COVID‑19 Time-Limited Funding7,2021,
Column100,Attorney General," Statutory Appropriations – Crown Liability and Proceedings Act, 2019",2021,0.0
Column101,Attorney General (Base),,2021,1682.0
Column102,COVID‑19 Health Response21,,2021,
Column103,COVID‑19 Response Including COVID‑19 Health Contingency Fund10,,2021,8346.0
Column104,Children and Youth Services (Total),,2021,
Column105,"Children, Community and Social Services", COVID‑19 Time-Limited Funding8,2021,
Column106,Colleges and Universities, COVID‑19 Time-Limited Funding9,2021,
Column107,Colleges and Universities, Time-Limited Infrastructure Funding under the Strategic Investment Fund,2021,0.0
Column108,Colleges and Universities, Student Financial Assistance,2021,1274.0
Column109,Colleges and Universities (Base),,2021,9395.0
Column110,Colleges and Universities6 (Total),,2021,10669.0
Column111,"Economic Development, Job Creation and Trade", COVID‑19 Time-Limited Funding10,2021,
Column112,"Economic Development, Job Creation and Trade", Time-Limited Investments,2021,356.0
Column113,"Economic Development, Job Creation and Trade", Time-Limited Investments,2021,356.0
Column114,"Economic Development, Job Creation and Trade (Base)",,2021,363.0
Column115,"Economic Development, Job Creation and Trade (Base)",,2021,363.0
Column116,"Economic Development, Job Creation and Trade (Total)",,2021,719.0
Column117,"Economic Development, Job Creation and Trade (Total)", Time-Limited Investments,2021,719.0
Column118,"Economic Development, Job Creation and Trade (Total)",,2021,719.0
Column119,Education, COVID‑19 Time-Limited Funding12,2021,
Column120,Education (Base),,2021,31038.0
Column121,Emergency Forest Firefighting,,2021,
Column122,"Energy, Northern Development and Mines", COVID‑19 Time-Limited Funding14,2021,
Column123,"Energy, Northern Development and Mines    (Base)13",,2021,
Column124,"Energy, Northern Development and Mines (Base)8",,2021,1047.0
Column125,"Energy, Northern Development and Mines (Base)8",,2021,1047.0
Column126,"Environment, Conservation and Parks", COVID‑19 Time-Limited Funding15,2021,
Column127,"Environment, Conservation and Parks", Time-Limited Investments,2021,0.0
Column128,"Environment, Conservation and Parks (Base)",,2021,669.0
Column129,"Environment, Conservation and Parks (Base)",,2021,669.0
Column130,"Environment, Conservation and Parks (Base)",,2021,669.0
Column131,"Environment, Conservation and Parks (Base)",,2021,669.0
Column132,"Environment, Conservation and Parks (Total)",,2021,669.0
Column133,"Environment, Conservation and Parks (Total)",,2021,669.0
Column134,"Environment, Conservation and Parks (Total)",,2021,669.0
Column135,"Environment, Conservation and Parks (Total)",,2021,669.0
Column136,Executive Offices, Disaster Relief,2021,
Column137,Executive Offices (Base),,2021,38.0
Column138,Executive Offices (Base),,2021,38.0
Column139,Finance, COVID‑19 Response: Support for People and Jobs Fund,2021,2050.0
Column140,Finance, Time-Limited Investments,2021,616.0
Column141,Finance, Investment Management Corporation of Ontario9,2021,161.0
Column142,Finance, COVID‑19 Time-Limited Funding17,2021,
Column143,Finance (Base),,2021,862.0
Column144,Francophone Affairs, COVID‑19 Time-Limited Funding18,2021,
Column145,Francophone Affairs (Base),,2021,
Column146,Francophone Affairs (Total),,2021,7.0
Column147,Government    and Consumer Services, COVID‑19 Time-Limited Funding19,2021,
Column148,Health (Total),,2021,60110.0
Column149,Health (Total)20,,2021,
Column150,"Heritage,    Sport, Tourism and Culture Industries", COVID‑19 Time-Limited Funding22,2021,
Column151,"Heritage, Sport, Tourism and Culture Industries", Ontario Cultural Media Tax Credits,2021,515.0
