Code_Adresse,Code postal,Ville,Cle_departement
"AD0525","70000","VESOUL","CD70CP67"
"AD0526","70400","HERICOURT","CD70CP67"
"AD0527","71200","LE CREUSOT","CD71CP67"
"AD0528","71300","MONTCEAU-LES-MINES","CD71CP67"
"AD0529","71870","MACON","CD71CP67"
"AD0530","71100","CHALON-SUR-SAONE","CD71CP67"
"AD0531","71400","AUTUN","CD71CP67"
"AD0532","72000","LE MANS","CD72CP67"
"AD0533","72700","ALLONNES","CD72CP67"
"AD0534","72300","SABLE-SUR-SARTHE","CD72CP67"
"AD0535","72200","LA FLECHE","CD72CP67"
"AD0536","73100","AIX-LES-BAINS","CD73CP67"
"AD0537","73200","ALBERTVILLE","CD73CP67"
"AD0538","73000","CHAMBERY","CD73CP67"
"AD0539","73290","LA MOTTE-SERVOLEX","CD73CP67"
"AD0540","74800","LA ROCHE-SUR-FORON","CD74CP67"
"AD0541","74600","SEYNOD","CD74CP67"
"AD0542","74000","ANNECY","CD74CP67"
"AD0543","74130","BONNEVILLE","CD74CP67"
"AD0544","74480","PASSY","CD74CP67"
"AD0545","74200","THONON-LES-BAINS","CD74CP67"
"AD0546","74940","ANNECY-LE-VIEUX","CD74CP67"
"AD0547","74960","CRAN-GEVRIER","CD74CP67"
"AD0548","74240","GAILLARD","CD74CP67"
"AD0549","74700","SALLANCHES","CD74CP67"
"AD0550","74150","RUMILLY","CD74CP67"
"AD0551","74100","ANNEMASSE","CD74CP67"
"AD0552","74160","SAINT-JULIEN-EN-GENEVOIS","CD74CP67"
"AD0553","74300","CLUSES","CD74CP67"
"AD0554","75000","PARIS","CD75CP67"
"AD0555","76140","LE PETIT-QUEVILLY","CD76CP67"
"AD0556","76350","OISSEL","CD76CP67"
"AD0557","76190","YVETOT","CD76CP67"
"AD0558","76120","LE GRAND-QUEVILLY","CD76CP67"
"AD0559","76500","ELBEUF","CD76CP67"
"AD0560","76230","BOIS-GUILLAUME","CD76CP67"
"AD0561","76360","BARENTIN","CD76CP67"
"AD0562","76800","SAINT-ETIENNE-DU-ROUVRAY","CD76CP67"
"AD0563","76250","DEVILLE-LES-ROUEN","CD76CP67"
"AD0564","76150","MAROMME","CD76CP67"
"AD0565","76000","ROUEN","CD76CP67"
"AD0566","76130","MONT-SAINT-AIGNAN","CD76CP67"
"AD0567","76200","DIEPPE","CD76CP67"
"AD0568","76290","MONTIVILLIERS","CD76CP67"
"AD0569","76300","SOTTEVILLE-LES-ROUEN","CD76CP67"
"AD0570","76400","FECAMP","CD76CP67"
"AD0571","76380","CANTELEU","CD76CP67"
"AD0572","76210","BOLBEC","CD76CP67"
"AD0573","76600","LE HAVRE","CD76CP67"
"AD0574","77210","AVON","CD77CP67"
"AD0575","77127","LIEUSAINT","CD77CP67"
"AD0576","77550","MOISSY-CRAMAYEL","CD77CP67"
"AD0577","77400","LAGNY-SUR-MARNE","CD77CP67"
"AD0578","77410","CLAYE-SOUILLY","CD77CP67"
"AD0579","77420","CHAMPS-SUR-MARNE","CD77CP67"
"AD0580","77500","CHELLES","CD77CP67"
"AD0581","77200","TORCY","CD77CP67"
"AD0582","77190","DAMMARIE-LES-LYS","CD77CP67"
"AD0583","77680","ROISSY-EN-BRIE","CD77CP67"
"AD0584","77300","FONTAINEBLEAU","CD77CP67"
"AD0585","77100","MEAUX","CD77CP67"
"AD0586","77140","NEMOURS","CD77CP67"
"AD0587","77170","BRIE-COMTE-ROBERT","CD77CP67"
"AD0588","77360","VAIRES-SUR-MARNE","CD77CP67"
"AD0589","77130","MONTEREAU-FAULT-YONNE","CD77CP67"
"AD0590","77380","COMBS-LA-VILLE","CD77CP67"
"AD0591","77340","PONTAULT-COMBAULT","CD77CP67"
"AD0592","77120","COULOMMIERS","CD77CP67"
"AD0593","77000","VAUX-LE-PENIL","CD77CP67"
"AD0594","77330","OZOIR-LA-FERRIERE","CD77CP67"
"AD0595","77186","NOISIEL","CD77CP67"
"AD0596","77185","LOGNES","CD77CP67"
"AD0597","77160","PROVINS","CD77CP67"
"AD0598","77600","BUSSY-SAINT-GEORGES","CD77CP67"
"AD0599","77000","MELUN","CD77CP67"
"AD0600","77176","SAVIGNY-LE-TEMPLE","CD77CP67"
"AD0601","77350","LE MEE-SUR-SEINE","CD77CP67"
"AD0602","77310","SAINT-FARGEAU-PONTHIERRY","CD77CP67"
"AD0603","77290","MITRY-MORY","CD77CP67"
"AD0604","77270","VILLEPARISIS","CD77CP67"
"AD0605","78120","RAMBOUILLET","CD78CP67"
"AD0606","78360","MONTESSON","CD78CP67"
"AD0607","78110","LE VESINET","CD78CP67"
"AD0608","78600","MAISONS-LAFFITTE","CD78CP67"
"AD0609","78310","MAUREPAS","CD78CP67"
"AD0610","78800","HOUILLES","CD78CP67"
"AD0611","78130","LES MUREAUX","CD78CP67"
"AD0612","78500","SARTROUVILLE","CD78CP67"
"AD0613","78290","CROISSY-SUR-SEINE","CD78CP67"
"AD0614","78390","BOIS-D'ARCY","CD78CP67"
"AD0615","78510","TRIEL-SUR-SEINE","CD78CP67"
"AD0616","78260","ACHERES","CD78CP67"
"AD0617","78955","CARRIERES-SOUS-POISSY","CD78CP67"
"AD0618","78300","POISSY","CD78CP67"
"AD0619","78160","MARLY-LE-ROI","CD78CP67"
"AD0620","78420","CARRIERES-SUR-SEINE","CD78CP67"
"AD0621","78480","VERNEUIL-SUR-SEINE","CD78CP67"
"AD0622","78570","ANDRESY","CD78CP67"
"AD0623","78370","PLAISIR","CD78CP67"
"AD0624","78200","MANTES-LA-VILLE","CD78CP67"
"AD0625","78210","SAINT-CYR-L'ECOLE","CD78CP67"
"AD0626","78000","VERSAILLES","CD78CP67"
"AD0627","78280","GUYANCOURT","CD78CP67"
"AD0628","78400","CHATOU","CD78CP67"
"AD0629","78190","TRAPPES","CD78CP67"
"AD0630","78330","FONTENAY-LE-FLEURY","CD78CP67"
"AD0631","78150","LE CHESNAY","CD78CP67"
"AD0632","78700","CONFLANS-SAINTE-HONORINE","CD78CP67"
"AD0633","78200","MANTES-LA-JOLIE","CD78CP67"
"AD0634","78100","SAINT-GERMAIN-EN-LAYE","CD78CP67"
"AD0635","78410","AUBERGENVILLE","CD78CP67"
"AD0636","78960","VOISINS-LE-BRETONNEUX","CD78CP67"
"AD0637","78340","LES CLAYES-SOUS-BOIS","CD78CP67"
"AD0638","78230","LE PECQ","CD78CP67"
"AD0639","78180","MONTIGNY-LE-BRETONNEUX","CD78CP67"
"AD0640","78990","ELANCOURT","CD78CP67"
"AD0641","78220","VIROFLAY","CD78CP67"
"AD0642","78520","LIMAY","CD78CP67"
"AD0643","78170","LA CELLE-SAINT-CLOUD","CD78CP67"
"AD0644","78140","VELIZY-VILLACOUBLAY","CD78CP67"
"AD0645","79200","PARTHENAY","CD79CP67"
"AD0646","79000","NIORT","CD79CP67"
"AD0647","79300","BRESSUIRE","CD79CP67"
"AD0648","80132","ABBEVILLE","CD80CP67"
"AD0649","80000","AMIENS","CD80CP67"
"AD0650","81990","ALBI","CD81CP67"
"AD0651","81600","GAILLAC","CD81CP67"
"AD0652","81500","LAVAUR","CD81CP67"
"AD0653","81300","GRAULHET","CD81CP67"
"AD0654","81400","CARMAUX","CD81CP67"
"AD0655","81100","CASTRES","CD81CP67"
"AD0656","82100","CASTELSARRASIN","CD82CP67"
"AD0657","82200","MOISSAC","CD82CP67"
"AD0658","82000","MONTAUBAN","CD82CP67"
"AD0659","83310","COGOLIN","CD83CP67"
"AD0660","83120","SAINTE-MAXIME","CD83CP67"
"AD0661","83210","SOLLIES-PONT","CD83CP67"
"AD0662","83270","SAINT-CYR-SUR-MER","CD83CP67"
"AD0663","83130","LA GARDE","CD83CP67"
"AD0664","83110","SANARY-SUR-MER","CD83CP67"
"AD0665","83400","HYERES","CD83CP67"
"AD0666","83160","LA VALETTE-DU-VAR","CD83CP67"
"AD0667","83190","OLLIOULES","CD83CP67"
"AD0668","83470","SAINT-MAXIMIN-LA-SAINTE-BAUME","CD83CP67"
"AD0669","83520","ROQUEBRUNE-SUR-ARGENS","CD83CP67"
"AD0670","83220","LE PRADET","CD83CP67"
"AD0671","83140","SIX-FOURS-LES-PLAGES","CD83CP67"
"AD0672","83550","VIDAUBAN","CD83CP67"
"AD0673","83300","DRAGUIGNAN","CD83CP67"
"AD0674","83600","FREJUS","CD83CP67"
"AD0675","83390","CUERS","CD83CP67"
"AD0676","83260","LA CRAU","CD83CP67"
"AD0677","83000","TOULON","CD83CP67"
"AD0678","83170","BRIGNOLES","CD83CP67"
"AD0679","83700","SAINT-RAPHAEL","CD83CP67"
"AD0680","83500","LA SEYNE-SUR-MER","CD83CP67"
"AD0681","84130","LE PONTET","CD84CP67"
"AD0682","84300","CAVAILLON","CD84CP67"
"AD0683","84270","VEDENE","CD84CP67"
"AD0684","84210","PERNES-LES-FONTAINES","CD84CP67"
"AD0685","84700","SORGUES","CD84CP67"
"AD0686","84800","L'ISLE-SUR-LA-SORGUE","CD84CP67"
"AD0687","84200","CARPENTRAS","CD84CP67"
"AD0688","84500","BOLLENE","CD84CP67"
"AD0689","84170","MONTEUX","CD84CP67"
"AD0690","84100","ORANGE","CD84CP67"
"AD0691","84000","AVIGNON","CD84CP67"
"AD0692","84120","PERTUIS","CD84CP67"
"AD0693","84400","APT","CD84CP67"
"AD0694","85180","CHATEAU-D'OLONNE","CD85CP67"
"AD0695","85200","FONTENAY-LE-COMTE","CD85CP67"
"AD0696","85340","OLONNE-SUR-MER","CD85CP67"
"AD0697","85300","CHALLANS","CD85CP67"
"AD0698","85180","LES SABLES-D'OLONNE","CD85CP67"
"AD0699","85000","LA ROCHE-SUR-YON","CD85CP67"
"AD0700","85270","SAINT-HILAIRE-DE-RIEZ","CD85CP67"
"AD0701","85500","LES HERBIERS","CD85CP67"
"AD0702","86180","BUXEROLLES","CD86CP67"
"AD0703","86000","POITIERS","CD86CP67"
"AD0704","86100","CHATELLERAULT","CD86CP67"
"AD0705","87200","SAINT-JUNIEN","CD87CP67"
"AD0706","87000","LIMOGES","CD87CP67"
"AD0707","87350","PANAZOL","CD87CP67"
"AD0708","88000","EPINAL","CD88CP67"
"AD0709","88100","SAINT-DIE-DES-VOSGES","CD88CP67"
"AD0710","89100","SENS","CD89CP67"
"AD0711","89300","JOIGNY","CD89CP67"
"AD0712","89000","AUXERRE","CD89CP67"
"AD0713","90000","BELFORT","CD90CP67"
"AD0714","91800","BRUNOY","CD91CP67"
"AD0715","91090","EVRY","CD91CP67"
"AD0716","91210","DRAVEIL","CD91CP67"
"AD0717","91540","MENNECY","CD91CP67"
"AD0718","91350","GRIGNY","CD91CP67"
"AD0719","91000","RIS-ORANGIS","CD91CP67"
"AD0720","91120","PALAISEAU","CD91CP67"
"AD0721","91290","ARPAJON","CD91CP67"
"AD0722","91360","EPINAY-SUR-ORGE","CD91CP67"
"AD0723","91370","VERRIERES-LE-BUISSON","CD91CP67"
"AD0724","91240","SAINT-MICHEL-SUR-ORGE","CD91CP67"
"AD0725","91270","VIGNEUX-SUR-SEINE","CD91CP67"
"AD0726","91080","COURCOURONNES","CD91CP67"
"AD0727","91430","IGNY","CD91CP67"
"AD0728","91170","VIRY-CHATILLON","CD91CP67"
"AD0729","91150","ETAMPES","CD91CP67"
"AD0730","91100","CORBEIL-ESSONNES","CD91CP67"
"AD0731","91400","ORSAY","CD91CP67"
"AD0732","91300","MASSY","CD91CP67"
"AD0733","91330","YERRES","CD91CP67"
"AD0734","91190","GIF-SUR-YVETTE","CD91CP67"
"AD0735","91420","MORANGIS","CD91CP67"
"AD0736","91380","CHILLY-MAZARIN","CD91CP67"
"AD0737","91860","EPINAY-SOUS-SENART","CD91CP67"
"AD0738","91940","LES ULIS","CD91CP67"
"AD0739","91200","ATHIS-MONS","CD91CP67"
"AD0740","91390","MORSANG-SUR-ORGE","CD91CP67"
"AD0741","91260","JUVISY-SUR-ORGE","CD91CP67"
"AD0742","91230","MONTGERON","CD91CP67"
"AD0743","91220","BRETIGNY-SUR-ORGE","CD91CP67"
"AD0744","91700","SAINTE-GENEVIEVE-DES-BOIS","CD91CP67"
"AD0745","91600","SAVIGNY-SUR-ORGE","CD91CP67"
"AD0746","91160","LONGJUMEAU","CD91CP67"
"AD0747","92200","NEUILLY-SUR-SEINE","CD92CP67"
"AD0748","92320","CHATILLON","CD92CP67"
"AD0749","92270","BOIS-COLOMBES","CD92CP67"
"AD0750","92800","PUTEAUX","CD92CP67"
"AD0751","92140","CLAMART","CD92CP67"
"AD0752","92190","MEUDON","CD92CP67"
"AD0753","92130","ISSY-LES-MOULINEAUX","CD92CP67"
"AD0754","92500","RUEIL-MALMAISON","CD92CP67"
"AD0755","92160","ANTONY","CD92CP67"
"AD0756","92350","LE PLESSIS-ROBINSON","CD92CP67"
"AD0757","92300","LEVALLOIS-PERRET","CD92CP67"
"AD0758","92100","BOULOGNE-BILLANCOURT","CD92CP67"
"AD0759","92600","ASNIERES-SUR-SEINE","CD92CP67"
"AD0760","92700","COLOMBES","CD92CP67"
"AD0761","92260","FONTENAY-AUX-ROSES","CD92CP67"
"AD0762","92380","GARCHES","CD92CP67"
"AD0763","92390","VILLENEUVE-LA-GARENNE","CD92CP67"
"AD0764","92400","COURBEVOIE","CD92CP67"
"AD0765","92120","MONTROUGE","CD92CP67"
"AD0766","92290","CHATENAY-MALABRY","CD92CP67"
"AD0767","92110","CLICHY","CD92CP67"
"AD0768","92170","VANVES","CD92CP67"
"AD0769","92410","VILLE-D'AVRAY","CD92CP67"
"AD0770","92150","SURESNES","CD92CP67"
"AD0771","92310","SEVRES","CD92CP67"
"AD0772","92330","SCEAUX","CD92CP67"
"AD0773","92370","CHAVILLE","CD92CP67"
"AD0774","92250","LA GARENNE-COLOMBES","CD92CP67"
"AD0775","92230","GENNEVILLIERS","CD92CP67"
"AD0776","92000","NANTERRE","CD92CP67"
"AD0777","92210","SAINT-CLOUD","CD92CP67"
"AD0778","92240","MALAKOFF","CD92CP67"
"AD0779","92220","BAGNEUX","CD92CP67"
"AD0780","92340","BOURG-LA-REINE","CD92CP67"
"AD0781","93350","LE BOURGET","CD93CP67"
"AD0782","93170","BAGNOLET","CD93CP67"
"AD0783","93120","LA COURNEUVE","CD93CP67"
"AD0784","93320","LES PAVILLONS-SOUS-BOIS","CD93CP67"
"AD0785","93270","SEVRAN","CD93CP67"
"AD0786","93250","VILLEMOMBLE","CD93CP67"
"AD0787","93100","MONTREUIL","CD93CP67"
"AD0788","93190","LIVRY-GARGAN","CD93CP67"
"AD0789","93600","AULNAY-SOUS-BOIS","CD93CP67"
"AD0790","93440","DUGNY","CD93CP67"
"AD0791","93430","VILLETANEUSE","CD93CP67"
"AD0792","93340","LE RAINCY","CD93CP67"
"AD0793","93200","SAINT-DENIS","CD93CP67"
"AD0794","93260","LES LILAS","CD93CP67"
"AD0795","93390","CLICHY-SOUS-BOIS","CD93CP67"
"AD0796","93160","NOISY-LE-GRAND","CD93CP67"
"AD0797","93230","ROMAINVILLE","CD93CP67"
"AD0798","93300","AUBERVILLIERS","CD93CP67"
"AD0799","93130","NOISY-LE-SEC","CD93CP67"
"AD0800","93420","VILLEPINTE","CD93CP67"
"AD0801","93000","BOBIGNY","CD93CP67"
"AD0802","93380","PIERREFITTE-SUR-SEINE","CD93CP67"
"AD0803","93290","TREMBLAY-EN-FRANCE","CD93CP67"
"AD0804","93370","MONTFERMEIL","CD93CP67"
"AD0805","93310","LE PRE-SAINT-GERVAIS","CD93CP67"
"AD0806","93240","STAINS","CD93CP67"
"AD0807","93500","PANTIN","CD93CP67"
"AD0808","93360","NEUILLY-PLAISANCE","CD93CP67"
"AD0809","93110","ROSNY-SOUS-BOIS","CD93CP67"
"AD0810","93400","SAINT-OUEN","CD93CP67"
"AD0811","93140","BONDY","CD93CP67"
"AD0812","93800","EPINAY-SUR-SEINE","CD93CP67"
"AD0813","93330","NEUILLY-SUR-MARNE","CD93CP67"
"AD0814","93700","DRANCY","CD93CP67"
"AD0815","93150","LE BLANC-MESNIL","CD93CP67"
"AD0816","93220","GAGNY","CD93CP67"
"AD0817","94120","FONTENAY-SOUS-BOIS","CD94CP67"
"AD0818","94240","L'HAY-LES-ROSES","CD94CP67"
"AD0819","94450","LIMEIL-BREVANNES","CD94CP67"
"AD0820","94140","ALFORTVILLE","CD94CP67"
"AD0821","94420","LE PLESSIS-TREVISE","CD94CP67"
"AD0822","94600","CHOISY-LE-ROI","CD94CP67"
"AD0823","94160","SAINT-MANDE","CD94CP67"
"AD0824","94260","FRESNES","CD94CP67"
"AD0825","94350","VILLIERS-SUR-MARNE","CD94CP67"
"AD0826","94270","LE KREMLIN-BICETRE","CD94CP67"
"AD0827","94470","BOISSY-SAINT-LEGER","CD94CP67"
"AD0828","94510","LA QUEUE-EN-BRIE","CD94CP67"
"AD0829","94110","ARCUEIL","CD94CP67"
"AD0830","94170","LE PERREUX-SUR-MARNE","CD94CP67"
"AD0831","94460","VALENTON","CD94CP67"
"AD0832","94130","NOGENT-SUR-MARNE","CD94CP67"
"AD0833","94230","CACHAN","CD94CP67"
"AD0834","94100","SAINT-MAUR-DES-FOSSES","CD94CP67"
"AD0835","94320","THIAIS","CD94CP67"
"AD0836","94880","SUCY-EN-BRIE","CD94CP67"
"AD0837","94300","VINCENNES","CD94CP67"
"AD0838","94220","CHARENTON-LE-PONT","CD94CP67"
"AD0839","94410","SAINT-MAURICE","CD94CP67"
"AD0840","94360","BRY-SUR-MARNE","CD94CP67"
"AD0841","94380","BONNEUIL-SUR-MARNE","CD94CP67"
"AD0842","94340","JOINVILLE-LE-PONT","CD94CP67"
"AD0843","94250","GENTILLY","CD94CP67"
"AD0844","94800","VILLEJUIF","CD94CP67"
"AD0845","94400","VITRY-SUR-SEINE","CD94CP67"
"AD0846","94550","CHEVILLY-LARUE","CD94CP67"
"AD0847","94430","CHENNEVIERES-SUR-MARNE","CD94CP67"
"AD0848","94500","CHAMPIGNY-SUR-MARNE","CD94CP67"
"AD0849","94200","IVRY-SUR-SEINE","CD94CP67"
"AD0850","94700","MAISONS-ALFORT","CD94CP67"
"AD0851","94310","ORLY","CD94CP67"
"AD0852","94290","VILLENEUVE-LE-ROI","CD94CP67"
"AD0853","94190","VILLENEUVE-SAINT-GEORGES","CD94CP67"
"AD0854","94000","CRETEIL","CD94CP67"
"AD0855","95520","OSNY","CD95CP67"
"AD0856","95000","CERGY","CD95CP67"
"AD0857","95280","JOUY-LE-MOUTIER","CD95CP67"
"AD0858","95330","DOMONT","CD95CP67"
"AD0859","95160","MONTMORENCY","CD95CP67"
"AD0860","95300","PONTOISE","CD95CP67"
"AD0861","95490","VAUREAL","CD95CP67"
"AD0862","95220","HERBLAY","CD95CP67"
"AD0863","95120","ERMONT","CD95CP67"
"AD0864","95350","SAINT-BRICE-SOUS-FORET","CD95CP67"
"AD0865","95190","GOUSSAINVILLE","CD95CP67"
"AD0866","95130","FRANCONVILLE","CD95CP67"
"AD0867","95500","GONESSE","CD95CP67"
"AD0868","95170","DEUIL-LA-BARRE","CD95CP67"
"AD0869","95870","BEZONS","CD95CP67"
"AD0870","95210","SAINT-GRATIEN","CD95CP67"
"AD0871","95150","TAVERNY","CD95CP67"
"AD0872","95240","CORMEILLES-EN-PARISIS","CD95CP67"
"AD0873","95110","SANNOIS","CD95CP67"
"AD0874","95320","SAINT-LEU-LA-FORET","CD95CP67"
"AD0875","95310","SAINT-OUEN-L'AUMONE","CD95CP67"
"AD0876","95340","PERSAN","CD95CP67"
"AD0877","95290","L'ISLE-ADAM","CD95CP67"
"AD0878","95140","GARGES-LES-GONESSE","CD95CP67"
"AD0879","95360","MONTMAGNY","CD95CP67"
"AD0880","95370","MONTIGNY-LES-CORMEILLES","CD95CP67"
"AD0881","95600","EAUBONNE","CD95CP67"
"AD0882","95100","ARGENTEUIL","CD95CP67"
"AD0883","95400","VILLIERS-LE-BEL","CD95CP67"
"AD0884","95610","ERAGNY","CD95CP67"
"AD0885","95200","SARCELLES","CD95CP67"
"AD0886","95230","SOISY-SOUS-MONTMORENCY","CD95CP67"
"AD0887","95880","ENGHIEN-LES-BAINS","CD95CP67"
"AD0888","95400","ARNOUVILLE","CD95CP67"
"AD0889","20000","AJACCIO","CD2BCP67"
"AD0890","20137","PORTO-VECCHIO","CD2BCP67"
"AD0891","20200","BASTIA","CD2ACP67"
"AD0892","97142","ABYMES","CD971CP67"
"AD0893","97122","BAIE-MAHAULT","CD971CP67"
"AD0894","97100","BASSE-TERRE","CD971CP67"
"AD0895","97130","CAPESTERRE-BELLE-EAU","CD971CP67"
"AD0896","97190","GOSIER","CD971CP67"
"AD0897","97129","LAMENTIN","CD971CP67"
"AD0898","97111","MORNE-A-L'EAU","CD971CP67"
"AD0899","97160","MOULE","CD971CP67"
"AD0900","97170","PETIT-BOURG","CD971CP67"
"AD0901","97110","POINTE-A-PITRE","CD971CP67"
"AD0902","97120","SAINT-CLAUDE","CD971CP67"
"AD0903","97118","SAINT-FRANCOIS","CD971CP67"
"AD0904","97180","SAINTE-ANNE","CD971CP67"
"AD0905","97115","SAINTE-ROSE","CD971CP67"
"AD0906","97224","DUCOS","CD972CP67"
"AD0907","97234","FORT-DE-FRANCE","CD972CP67"
"AD0908","97240","FRANCOIS","CD972CP67"
"AD0909","97213","GROS-MORNE","CD972CP67"
"AD0910","97232","LAMENTIN","CD972CP67"
"AD0911","97211","RIVIERE-PILOTE","CD972CP67"
"AD0912","97215","RIVIERE-SALEE","CD972CP67"
"AD0913","97231","ROBERT","CD972CP67"
"AD0914","97212","SAINT-JOSEPH","CD972CP67"
"AD0915","97230","SAINTE-MARIE","CD972CP67"
"AD0916","97233","SHOELCHER","CD972CP67"
"AD0917","97220","TRINITE","CD972CP67"
"AD0918","97300","CAYENNE","CD973CP67"
"AD0919","97310","KOUROU","CD973CP67"
"AD0920","97351","MATOURY","CD973CP67"
"AD0921","97354","REMIRE-MONTJOLY","CD973CP67"
"AD0922","97320","SAINT-LAURENT-DU-MARONI","CD973CP67"
"AD0923","97425","AVIRONS","CD974CP67"
"AD0924","97412","BRAS-PANON","CD974CP67"
"AD0925","97427","ETANG-SALE","CD974CP67"
"AD0926","97429","PETITE-ILE","CD974CP67"
"AD0927","97420","PORT","CD974CP67"
"AD0928","97419","POSSESSION","CD974CP67"
"AD0929","97440","SAINT-ANDRE","CD974CP67"
"AD0930","97470","SAINT-BENOIT","CD974CP67"
"AD0931","97490","SAINT-DENIS","CD974CP67"
"AD0932","97480","SAINT-JOSEPH","CD974CP67"
"AD0933","97436","SAINT-LEU","CD974CP67"
"AD0934","97450","SAINT-LOUIS","CD974CP67"
"AD0935","97460","SAINT-PAUL","CD974CP67"
"AD0936","97432","SAINT-PIERRE","CD974CP67"
"AD0937","97438","SAINTE-MARIE","CD974CP67"
"AD0938","97441","SAINTE-SUZANNE","CD974CP67"
"AD0939","97430","TAMPON","CD974CP67"
"AD0940","97650","BANDRABOUA","CD976CP67"
"AD0941","97660","DEMBENI","CD976CP67"
"AD0942","97610","DZAOUDZI","CD976CP67"
"AD0943","97600","KOUNGOU","CD976CP67"
"AD0944","97600","MAMOUDZOU","CD976CP67"
"AD0945","97640","SADA","CD976CP67"
"AD0946","97680","TSINGONI","CD976CP67"
"AD0947","97150","SAINT MARTIN","CD971CP67"
