Calendar Month,Calendar Year,Calendar Yr-Mo,Calendar Yr-Qtr,Calendar Yr-Wk,Date,Fiscal Quarter,Fiscal Period,Weekday Sort,Weekday Abb,Weekday,Fiscal Yr-Wk Sort,Fiscal Yr-Wk,Fiscal Yr-Qtr,Fiscal Yr-Period,Fiscal Yr-Period Sort,Fiscal Year,Fiscal Week Sort,Fiscal Yr-Qtr Sort,Fiscal Date Last Year,Fiscal Week Sequence,Fiscal Week of Period,Calendar Year Status,Prior Calendar Year Date,First Date of Current Year,Calendar Month Status,Calendar Month Number,Calendar Year Month Number,Date Key,Date Number,Calendar Week in Year,Calendar Week Number in Year,Calendar Year Week Number,Calendar Year Quarter Number,Full Date Description,Day Number in Calendar Month,Day Number in Calendar Year,Calendar Quarter in Year,Calendar Quarter Number in Year,Weekday Indicator,Holiday Indicator,Calendar Week in Month,Calendar Week Ending Date,Prior Calendar Month Date,Calendar Week Status,One Year Prior Date,DST Flag
"Sep",2015,"2015-Sep","2015-Q3","2015-Wk36",2015-09-03 00:00:00.000,"Q3",8,5,"Thu","Thursday",349,"2015-Wk31","2015-Q3","2015-P8",88,2015,31,28,2014-09-04 00:00:00.000,395,3,"2 Yrs Prior Calendar Year",2014-09-03 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",9,81,20150903,2437,"Wk36",36,354,27,"September 3, 2015",3,246,"Q3",3,"Weekday","Non-Holiday",1,2015-09-05 00:00:00.000,2015-08-03 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Sep",2015,"2015-Sep","2015-Q3","2015-Wk36",2015-09-04 00:00:00.000,"Q3",8,6,"Fri","Friday",349,"2015-Wk31","2015-Q3","2015-P8",88,2015,31,28,2014-09-05 00:00:00.000,395,3,"2 Yrs Prior Calendar Year",2014-09-04 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",9,81,20150904,2438,"Wk36",36,354,27,"September 4, 2015",4,247,"Q3",3,"Weekday","Non-Holiday",1,2015-09-05 00:00:00.000,2015-08-04 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Sep",2015,"2015-Sep","2015-Q3","2015-Wk37",2015-09-08 00:00:00.000,"Q3",8,3,"Tue","Tuesday",350,"2015-Wk32","2015-Q3","2015-P8",88,2015,32,28,2014-09-09 00:00:00.000,396,4,"2 Yrs Prior Calendar Year",2014-09-08 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",9,81,20150908,2442,"Wk37",37,355,27,"September 8, 2015",8,251,"Q3",3,"Weekday","Non-Holiday",2,2015-09-12 00:00:00.000,2015-08-08 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Sep",2015,"2015-Sep","2015-Q3","2015-Wk37",2015-09-09 00:00:00.000,"Q3",8,4,"Wed","Wednesday",350,"2015-Wk32","2015-Q3","2015-P8",88,2015,32,28,2014-09-10 00:00:00.000,396,4,"2 Yrs Prior Calendar Year",2014-09-09 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",9,81,20150909,2443,"Wk37",37,355,27,"September 9, 2015",9,252,"Q3",3,"Weekday","Non-Holiday",2,2015-09-12 00:00:00.000,2015-08-09 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Sep",2015,"2015-Sep","2015-Q3","2015-Wk37",2015-09-10 00:00:00.000,"Q3",8,5,"Thu","Thursday",350,"2015-Wk32","2015-Q3","2015-P8",88,2015,32,28,2014-09-11 00:00:00.000,396,4,"2 Yrs Prior Calendar Year",2014-09-10 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",9,81,20150910,2444,"Wk37",37,355,27,"September 10, 2015",10,253,"Q3",3,"Weekday","Non-Holiday",2,2015-09-12 00:00:00.000,2015-08-10 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Sep",2015,"2015-Sep","2015-Q3","2015-Wk37",2015-09-11 00:00:00.000,"Q3",8,6,"Fri","Friday",350,"2015-Wk32","2015-Q3","2015-P8",88,2015,32,28,2014-09-12 00:00:00.000,396,4,"2 Yrs Prior Calendar Year",2014-09-11 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",9,81,20150911,2445,"Wk37",37,355,27,"September 11, 2015",11,254,"Q3",3,"Weekday","Non-Holiday",2,2015-09-12 00:00:00.000,2015-08-11 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Sep",2015,"2015-Sep","2015-Q3","2015-Wk38",2015-09-14 00:00:00.000,"Q3",9,2,"Mon","Monday",351,"2015-Wk33","2015-Q3","2015-P9",89,2015,33,28,2014-09-15 00:00:00.000,397,1,"2 Yrs Prior Calendar Year",2014-09-14 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",9,81,20150914,2448,"Wk38",38,356,27,"September 14, 2015",14,257,"Q3",3,"Weekday","Non-Holiday",3,2015-09-19 00:00:00.000,2015-08-14 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Sep",2015,"2015-Sep","2015-Q3","2015-Wk38",2015-09-15 00:00:00.000,"Q3",9,3,"Tue","Tuesday",351,"2015-Wk33","2015-Q3","2015-P9",89,2015,33,28,2014-09-16 00:00:00.000,397,1,"2 Yrs Prior Calendar Year",2014-09-15 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",9,81,20150915,2449,"Wk38",38,356,27,"September 15, 2015",15,258,"Q3",3,"Weekday","Non-Holiday",3,2015-09-19 00:00:00.000,2015-08-15 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Sep",2015,"2015-Sep","2015-Q3","2015-Wk38",2015-09-16 00:00:00.000,"Q3",9,4,"Wed","Wednesday",351,"2015-Wk33","2015-Q3","2015-P9",89,2015,33,28,2014-09-17 00:00:00.000,397,1,"2 Yrs Prior Calendar Year",2014-09-16 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",9,81,20150916,2450,"Wk38",38,356,27,"September 16, 2015",16,259,"Q3",3,"Weekday","Non-Holiday",3,2015-09-19 00:00:00.000,2015-08-16 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Sep",2015,"2015-Sep","2015-Q3","2015-Wk38",2015-09-17 00:00:00.000,"Q3",9,5,"Thu","Thursday",351,"2015-Wk33","2015-Q3","2015-P9",89,2015,33,28,2014-09-18 00:00:00.000,397,1,"2 Yrs Prior Calendar Year",2014-09-17 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",9,81,20150917,2451,"Wk38",38,356,27,"September 17, 2015",17,260,"Q3",3,"Weekday","Non-Holiday",3,2015-09-19 00:00:00.000,2015-08-17 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Sep",2015,"2015-Sep","2015-Q3","2015-Wk38",2015-09-18 00:00:00.000,"Q3",9,6,"Fri","Friday",351,"2015-Wk33","2015-Q3","2015-P9",89,2015,33,28,2014-09-19 00:00:00.000,397,1,"2 Yrs Prior Calendar Year",2014-09-18 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",9,81,20150918,2452,"Wk38",38,356,27,"September 18, 2015",18,261,"Q3",3,"Weekday","Non-Holiday",3,2015-09-19 00:00:00.000,2015-08-18 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Sep",2015,"2015-Sep","2015-Q3","2015-Wk39",2015-09-21 00:00:00.000,"Q3",9,2,"Mon","Monday",352,"2015-Wk34","2015-Q3","2015-P9",89,2015,34,28,2014-09-22 00:00:00.000,398,2,"2 Yrs Prior Calendar Year",2014-09-21 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",9,81,20150921,2455,"Wk39",39,357,27,"September 21, 2015",21,264,"Q3",3,"Weekday","Non-Holiday",4,2015-09-26 00:00:00.000,2015-08-21 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Sep",2015,"2015-Sep","2015-Q3","2015-Wk39",2015-09-22 00:00:00.000,"Q3",9,3,"Tue","Tuesday",352,"2015-Wk34","2015-Q3","2015-P9",89,2015,34,28,2014-09-23 00:00:00.000,398,2,"2 Yrs Prior Calendar Year",2014-09-22 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",9,81,20150922,2456,"Wk39",39,357,27,"September 22, 2015",22,265,"Q3",3,"Weekday","Non-Holiday",4,2015-09-26 00:00:00.000,2015-08-22 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Sep",2015,"2015-Sep","2015-Q3","2015-Wk39",2015-09-23 00:00:00.000,"Q3",9,4,"Wed","Wednesday",352,"2015-Wk34","2015-Q3","2015-P9",89,2015,34,28,2014-09-24 00:00:00.000,398,2,"2 Yrs Prior Calendar Year",2014-09-23 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",9,81,20150923,2457,"Wk39",39,357,27,"September 23, 2015",23,266,"Q3",3,"Weekday","Non-Holiday",4,2015-09-26 00:00:00.000,2015-08-23 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Sep",2015,"2015-Sep","2015-Q3","2015-Wk39",2015-09-24 00:00:00.000,"Q3",9,5,"Thu","Thursday",352,"2015-Wk34","2015-Q3","2015-P9",89,2015,34,28,2014-09-25 00:00:00.000,398,2,"2 Yrs Prior Calendar Year",2014-09-24 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",9,81,20150924,2458,"Wk39",39,357,27,"September 24, 2015",24,267,"Q3",3,"Weekday","Non-Holiday",4,2015-09-26 00:00:00.000,2015-08-24 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Sep",2015,"2015-Sep","2015-Q3","2015-Wk39",2015-09-25 00:00:00.000,"Q3",9,6,"Fri","Friday",352,"2015-Wk34","2015-Q3","2015-P9",89,2015,34,28,2014-09-26 00:00:00.000,398,2,"2 Yrs Prior Calendar Year",2014-09-25 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",9,81,20150925,2459,"Wk39",39,357,27,"September 25, 2015",25,268,"Q3",3,"Weekday","Non-Holiday",4,2015-09-26 00:00:00.000,2015-08-25 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Sep",2015,"2015-Sep","2015-Q3","2015-Wk40",2015-09-28 00:00:00.000,"Q3",9,2,"Mon","Monday",353,"2015-Wk35","2015-Q3","2015-P9",89,2015,35,28,2014-09-29 00:00:00.000,399,3,"2 Yrs Prior Calendar Year",2014-09-28 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",9,81,20150928,2462,"Wk40",40,358,27,"September 28, 2015",28,271,"Q3",3,"Weekday","Non-Holiday",5,2015-10-03 00:00:00.000,2015-08-28 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Sep",2015,"2015-Sep","2015-Q3","2015-Wk40",2015-09-29 00:00:00.000,"Q3",9,3,"Tue","Tuesday",353,"2015-Wk35","2015-Q3","2015-P9",89,2015,35,28,2014-09-30 00:00:00.000,399,3,"2 Yrs Prior Calendar Year",2014-09-29 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",9,81,20150929,2463,"Wk40",40,358,27,"September 29, 2015",29,272,"Q3",3,"Weekday","Non-Holiday",5,2015-10-03 00:00:00.000,2015-08-29 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Sep",2015,"2015-Sep","2015-Q3","2015-Wk40",2015-09-30 00:00:00.000,"Q3",9,4,"Wed","Wednesday",353,"2015-Wk35","2015-Q3","2015-P9",89,2015,35,28,2014-10-01 00:00:00.000,399,3,"2 Yrs Prior Calendar Year",2014-09-30 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",9,81,20150930,2464,"Wk40",40,358,27,"September 30, 2015",30,273,"Q3",3,"Weekday","Non-Holiday",5,2015-10-03 00:00:00.000,2015-08-30 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Oct",2015,"2015-Oct","2015-Q4","2015-Wk40",2015-10-01 00:00:00.000,"Q3",9,5,"Thu","Thursday",353,"2015-Wk35","2015-Q3","2015-P9",89,2015,35,28,2014-10-02 00:00:00.000,399,3,"2 Yrs Prior Calendar Year",2014-10-01 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",10,82,20151001,2465,"Wk40",40,358,28,"October 1, 2015",1,274,"Q4",4,"Weekday","Non-Holiday",1,2015-10-03 00:00:00.000,2015-09-01 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Oct",2015,"2015-Oct","2015-Q4","2015-Wk40",2015-10-02 00:00:00.000,"Q3",9,6,"Fri","Friday",353,"2015-Wk35","2015-Q3","2015-P9",89,2015,35,28,2014-10-03 00:00:00.000,399,3,"2 Yrs Prior Calendar Year",2014-10-02 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",10,82,20151002,2466,"Wk40",40,358,28,"October 2, 2015",2,275,"Q4",4,"Weekday","Non-Holiday",1,2015-10-03 00:00:00.000,2015-09-02 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Oct",2015,"2015-Oct","2015-Q4","2015-Wk41",2015-10-05 00:00:00.000,"Q3",9,2,"Mon","Monday",354,"2015-Wk36","2015-Q3","2015-P9",89,2015,36,28,2014-10-06 00:00:00.000,400,4,"2 Yrs Prior Calendar Year",2014-10-05 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",10,82,20151005,2469,"Wk41",41,359,28,"October 5, 2015",5,278,"Q4",4,"Weekday","Non-Holiday",2,2015-10-10 00:00:00.000,2015-09-05 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Oct",2015,"2015-Oct","2015-Q4","2015-Wk41",2015-10-06 00:00:00.000,"Q3",9,3,"Tue","Tuesday",354,"2015-Wk36","2015-Q3","2015-P9",89,2015,36,28,2014-10-07 00:00:00.000,400,4,"2 Yrs Prior Calendar Year",2014-10-06 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",10,82,20151006,2470,"Wk41",41,359,28,"October 6, 2015",6,279,"Q4",4,"Weekday","Non-Holiday",2,2015-10-10 00:00:00.000,2015-09-06 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Oct",2015,"2015-Oct","2015-Q4","2015-Wk41",2015-10-07 00:00:00.000,"Q3",9,4,"Wed","Wednesday",354,"2015-Wk36","2015-Q3","2015-P9",89,2015,36,28,2014-10-08 00:00:00.000,400,4,"2 Yrs Prior Calendar Year",2014-10-07 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",10,82,20151007,2471,"Wk41",41,359,28,"October 7, 2015",7,280,"Q4",4,"Weekday","Non-Holiday",2,2015-10-10 00:00:00.000,2015-09-07 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Oct",2015,"2015-Oct","2015-Q4","2015-Wk41",2015-10-08 00:00:00.000,"Q3",9,5,"Thu","Thursday",354,"2015-Wk36","2015-Q3","2015-P9",89,2015,36,28,2014-10-09 00:00:00.000,400,4,"2 Yrs Prior Calendar Year",2014-10-08 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",10,82,20151008,2472,"Wk41",41,359,28,"October 8, 2015",8,281,"Q4",4,"Weekday","Non-Holiday",2,2015-10-10 00:00:00.000,2015-09-08 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Oct",2015,"2015-Oct","2015-Q4","2015-Wk41",2015-10-09 00:00:00.000,"Q3",9,6,"Fri","Friday",354,"2015-Wk36","2015-Q3","2015-P9",89,2015,36,28,2014-10-10 00:00:00.000,400,4,"2 Yrs Prior Calendar Year",2014-10-09 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",10,82,20151009,2473,"Wk41",41,359,28,"October 9, 2015",9,282,"Q4",4,"Weekday","Non-Holiday",2,2015-10-10 00:00:00.000,2015-09-09 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Oct",2015,"2015-Oct","2015-Q4","2015-Wk42",2015-10-12 00:00:00.000,"Q3",10,2,"Mon","Monday",355,"2015-Wk37","2015-Q3","2015-P10",90,2015,37,28,2014-10-13 00:00:00.000,401,1,"2 Yrs Prior Calendar Year",2014-10-12 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",10,82,20151012,2476,"Wk42",42,360,28,"October 12, 2015",12,285,"Q4",4,"Weekday","Non-Holiday",3,2015-10-17 00:00:00.000,2015-09-12 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Oct",2015,"2015-Oct","2015-Q4","2015-Wk42",2015-10-13 00:00:00.000,"Q3",10,3,"Tue","Tuesday",355,"2015-Wk37","2015-Q3","2015-P10",90,2015,37,28,2014-10-14 00:00:00.000,401,1,"2 Yrs Prior Calendar Year",2014-10-13 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",10,82,20151013,2477,"Wk42",42,360,28,"October 13, 2015",13,286,"Q4",4,"Weekday","Non-Holiday",3,2015-10-17 00:00:00.000,2015-09-13 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Oct",2015,"2015-Oct","2015-Q4","2015-Wk42",2015-10-14 00:00:00.000,"Q3",10,4,"Wed","Wednesday",355,"2015-Wk37","2015-Q3","2015-P10",90,2015,37,28,2014-10-15 00:00:00.000,401,1,"2 Yrs Prior Calendar Year",2014-10-14 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",10,82,20151014,2478,"Wk42",42,360,28,"October 14, 2015",14,287,"Q4",4,"Weekday","Non-Holiday",3,2015-10-17 00:00:00.000,2015-09-14 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Oct",2015,"2015-Oct","2015-Q4","2015-Wk42",2015-10-15 00:00:00.000,"Q3",10,5,"Thu","Thursday",355,"2015-Wk37","2015-Q3","2015-P10",90,2015,37,28,2014-10-16 00:00:00.000,401,1,"2 Yrs Prior Calendar Year",2014-10-15 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",10,82,20151015,2479,"Wk42",42,360,28,"October 15, 2015",15,288,"Q4",4,"Weekday","Non-Holiday",3,2015-10-17 00:00:00.000,2015-09-15 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Oct",2015,"2015-Oct","2015-Q4","2015-Wk42",2015-10-16 00:00:00.000,"Q3",10,6,"Fri","Friday",355,"2015-Wk37","2015-Q3","2015-P10",90,2015,37,28,2014-10-17 00:00:00.000,401,1,"2 Yrs Prior Calendar Year",2014-10-16 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",10,82,20151016,2480,"Wk42",42,360,28,"October 16, 2015",16,289,"Q4",4,"Weekday","Non-Holiday",3,2015-10-17 00:00:00.000,2015-09-16 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Oct",2015,"2015-Oct","2015-Q4","2015-Wk43",2015-10-19 00:00:00.000,"Q3",10,2,"Mon","Monday",356,"2015-Wk38","2015-Q3","2015-P10",90,2015,38,28,2014-10-20 00:00:00.000,402,2,"2 Yrs Prior Calendar Year",2014-10-19 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",10,82,20151019,2483,"Wk43",43,361,28,"October 19, 2015",19,292,"Q4",4,"Weekday","Non-Holiday",4,2015-10-24 00:00:00.000,2015-09-19 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Oct",2015,"2015-Oct","2015-Q4","2015-Wk43",2015-10-20 00:00:00.000,"Q3",10,3,"Tue","Tuesday",356,"2015-Wk38","2015-Q3","2015-P10",90,2015,38,28,2014-10-21 00:00:00.000,402,2,"2 Yrs Prior Calendar Year",2014-10-20 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",10,82,20151020,2484,"Wk43",43,361,28,"October 20, 2015",20,293,"Q4",4,"Weekday","Non-Holiday",4,2015-10-24 00:00:00.000,2015-09-20 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Oct",2015,"2015-Oct","2015-Q4","2015-Wk43",2015-10-21 00:00:00.000,"Q3",10,4,"Wed","Wednesday",356,"2015-Wk38","2015-Q3","2015-P10",90,2015,38,28,2014-10-22 00:00:00.000,402,2,"2 Yrs Prior Calendar Year",2014-10-21 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",10,82,20151021,2485,"Wk43",43,361,28,"October 21, 2015",21,294,"Q4",4,"Weekday","Non-Holiday",4,2015-10-24 00:00:00.000,2015-09-21 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Oct",2015,"2015-Oct","2015-Q4","2015-Wk43",2015-10-22 00:00:00.000,"Q3",10,5,"Thu","Thursday",356,"2015-Wk38","2015-Q3","2015-P10",90,2015,38,28,2014-10-23 00:00:00.000,402,2,"2 Yrs Prior Calendar Year",2014-10-22 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",10,82,20151022,2486,"Wk43",43,361,28,"October 22, 2015",22,295,"Q4",4,"Weekday","Non-Holiday",4,2015-10-24 00:00:00.000,2015-09-22 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Oct",2015,"2015-Oct","2015-Q4","2015-Wk43",2015-10-23 00:00:00.000,"Q3",10,6,"Fri","Friday",356,"2015-Wk38","2015-Q3","2015-P10",90,2015,38,28,2014-10-24 00:00:00.000,402,2,"2 Yrs Prior Calendar Year",2014-10-23 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",10,82,20151023,2487,"Wk43",43,361,28,"October 23, 2015",23,296,"Q4",4,"Weekday","Non-Holiday",4,2015-10-24 00:00:00.000,2015-09-23 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Oct",2015,"2015-Oct","2015-Q4","2015-Wk44",2015-10-26 00:00:00.000,"Q3",10,2,"Mon","Monday",357,"2015-Wk39","2015-Q3","2015-P10",90,2015,39,28,2014-10-27 00:00:00.000,403,3,"2 Yrs Prior Calendar Year",2014-10-26 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",10,82,20151026,2490,"Wk44",44,362,28,"October 26, 2015",26,299,"Q4",4,"Weekday","Non-Holiday",5,2015-10-31 00:00:00.000,2015-09-26 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Oct",2015,"2015-Oct","2015-Q4","2015-Wk44",2015-10-27 00:00:00.000,"Q3",10,3,"Tue","Tuesday",357,"2015-Wk39","2015-Q3","2015-P10",90,2015,39,28,2014-10-28 00:00:00.000,403,3,"2 Yrs Prior Calendar Year",2014-10-27 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",10,82,20151027,2491,"Wk44",44,362,28,"October 27, 2015",27,300,"Q4",4,"Weekday","Non-Holiday",5,2015-10-31 00:00:00.000,2015-09-27 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Oct",2015,"2015-Oct","2015-Q4","2015-Wk44",2015-10-28 00:00:00.000,"Q3",10,4,"Wed","Wednesday",357,"2015-Wk39","2015-Q3","2015-P10",90,2015,39,28,2014-10-29 00:00:00.000,403,3,"2 Yrs Prior Calendar Year",2014-10-28 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",10,82,20151028,2492,"Wk44",44,362,28,"October 28, 2015",28,301,"Q4",4,"Weekday","Non-Holiday",5,2015-10-31 00:00:00.000,2015-09-28 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Oct",2015,"2015-Oct","2015-Q4","2015-Wk44",2015-10-29 00:00:00.000,"Q3",10,5,"Thu","Thursday",357,"2015-Wk39","2015-Q3","2015-P10",90,2015,39,28,2014-10-30 00:00:00.000,403,3,"2 Yrs Prior Calendar Year",2014-10-29 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",10,82,20151029,2493,"Wk44",44,362,28,"October 29, 2015",29,302,"Q4",4,"Weekday","Non-Holiday",5,2015-10-31 00:00:00.000,2015-09-29 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Oct",2015,"2015-Oct","2015-Q4","2015-Wk44",2015-10-30 00:00:00.000,"Q3",10,6,"Fri","Friday",357,"2015-Wk39","2015-Q3","2015-P10",90,2015,39,28,2014-10-31 00:00:00.000,403,3,"2 Yrs Prior Calendar Year",2014-10-30 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",10,82,20151030,2494,"Wk44",44,362,28,"October 30, 2015",30,303,"Q4",4,"Weekday","Non-Holiday",5,2015-10-31 00:00:00.000,2015-09-30 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Mar",2015,"2015-Mar","2015-Q1","2015-Wk11",2015-03-08 00:00:00.000,"Q1",2,1,"Sun","Sunday",324,"2015-Wk6","2015-Q1","2015-P2",82,2015,6,26,2014-03-09 00:00:00.000,370,2,"2 Yrs Prior Calendar Year",2014-03-08 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",3,75,20150308,2258,"Wk11",11,329,25,"March 8, 2015",8,67,"Q1",1,"Weekend","Non-Holiday",2,2015-03-14 00:00:00.000,2015-02-08 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Mar",2015,"2015-Mar","2015-Q1","2015-Wk11",2015-03-14 00:00:00.000,"Q1",2,7,"Sat","Saturday",324,"2015-Wk6","2015-Q1","2015-P2",82,2015,6,26,2014-03-15 00:00:00.000,370,2,"2 Yrs Prior Calendar Year",2014-03-14 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",3,75,20150314,2264,"Wk11",11,329,25,"March 14, 2015",14,73,"Q1",1,"Weekend","Non-Holiday",2,2015-03-14 00:00:00.000,2015-02-14 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Mar",2015,"2015-Mar","2015-Q1","2015-Wk12",2015-03-15 00:00:00.000,"Q1",2,1,"Sun","Sunday",325,"2015-Wk7","2015-Q1","2015-P2",82,2015,7,26,2014-03-16 00:00:00.000,371,3,"2 Yrs Prior Calendar Year",2014-03-15 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",3,75,20150315,2265,"Wk12",12,330,25,"March 15, 2015",15,74,"Q1",1,"Weekend","Non-Holiday",3,2015-03-21 00:00:00.000,2015-02-15 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Mar",2015,"2015-Mar","2015-Q1","2015-Wk12",2015-03-21 00:00:00.000,"Q1",2,7,"Sat","Saturday",325,"2015-Wk7","2015-Q1","2015-P2",82,2015,7,26,2014-03-22 00:00:00.000,371,3,"2 Yrs Prior Calendar Year",2014-03-21 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",3,75,20150321,2271,"Wk12",12,330,25,"March 21, 2015",21,80,"Q1",1,"Weekend","Non-Holiday",3,2015-03-21 00:00:00.000,2015-02-21 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
"Mar",2015,"2015-Mar","2015-Q1","2015-Wk13",2015-03-22 00:00:00.000,"Q1",2,1,"Sun","Sunday",326,"2015-Wk8","2015-Q1","2015-P2",82,2015,8,26,2014-03-23 00:00:00.000,372,4,"2 Yrs Prior Calendar Year",2014-03-22 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",3,75,20150322,2272,"Wk13",13,331,25,"March 22, 2015",22,81,"Q1",1,"Weekend","Non-Holiday",4,2015-03-28 00:00:00.000,2015-02-22 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"DST"
