Clearing Date,Due Date,Customer Index,Value,Invoice Number
2018-10-26 00:00:00.000,2019-06-26 00:00:00.000,66,8097,"Inv00707"
2019-07-07 00:00:00.000,2020-03-20 00:00:00.000,167,2617,"Inv00708"
2019-06-12 00:00:00.000,2019-07-09 00:00:00.000,97,10615,"Inv00709"
2018-09-19 00:00:00.000,2019-07-12 00:00:00.000,37,4489,"Inv00710"
2018-10-22 00:00:00.000,2019-09-11 00:00:00.000,100,9994,"Inv00711"
2018-08-11 00:00:00.000,2018-10-02 00:00:00.000,76,1699,"Inv00712"
2018-06-08 00:00:00.000,2018-12-12 00:00:00.000,37,10531,"Inv00713"
2019-05-30 00:00:00.000,2020-02-19 00:00:00.000,40,6376,"Inv00714"
2018-12-13 00:00:00.000,2019-10-01 00:00:00.000,143,1725,"Inv00715"
2018-12-09 00:00:00.000,2019-04-15 00:00:00.000,12,9080,"Inv00716"
2019-02-04 00:00:00.000,2019-08-04 00:00:00.000,77,6235,"Inv00717"
2018-02-26 00:00:00.000,2018-12-02 00:00:00.000,63,4727,"Inv00718"
2019-03-29 00:00:00.000,2019-06-11 00:00:00.000,28,6684,"Inv00719"
2018-06-14 00:00:00.000,2019-01-11 00:00:00.000,6,5645,"Inv00720"
2018-02-06 00:00:00.000,2018-04-13 00:00:00.000,140,2873,"Inv00721"
2018-06-25 00:00:00.000,2019-01-28 00:00:00.000,136,3036,"Inv00722"
2019-09-04 00:00:00.000,2020-01-22 00:00:00.000,118,3486,"Inv00723"
2018-07-28 00:00:00.000,2018-10-31 00:00:00.000,74,5630,"Inv00724"
2019-02-17 00:00:00.000,2019-02-25 00:00:00.000,9,6497,"Inv00725"
2018-08-20 00:00:00.000,2018-09-09 00:00:00.000,172,2080,"Inv00726"
2018-08-24 00:00:00.000,2019-03-05 00:00:00.000,72,6436,"Inv00727"
2018-07-28 00:00:00.000,2019-04-30 00:00:00.000,71,8007,"Inv00728"
2018-05-17 00:00:00.000,2019-01-30 00:00:00.000,135,4701,"Inv00729"
2018-05-16 00:00:00.000,2019-01-08 00:00:00.000,15,2935,"Inv00730"
2018-09-27 00:00:00.000,2019-07-21 00:00:00.000,105,10588,"Inv00731"
2019-01-29 00:00:00.000,2019-06-17 00:00:00.000,106,5232,"Inv00732"
2018-06-03 00:00:00.000,2019-02-11 00:00:00.000,25,4630,"Inv00733"
2019-03-14 00:00:00.000,2019-03-21 00:00:00.000,56,3097,"Inv00734"
2019-01-11 00:00:00.000,2019-05-23 00:00:00.000,18,3374,"Inv00735"
2019-01-19 00:00:00.000,2019-05-08 00:00:00.000,130,3465,"Inv00736"
2018-02-20 00:00:00.000,2018-10-21 00:00:00.000,12,9027,"Inv00737"
2018-01-29 00:00:00.000,2018-07-31 00:00:00.000,141,4088,"Inv00738"
2018-04-08 00:00:00.000,2018-08-28 00:00:00.000,21,6040,"Inv00739"
2018-06-06 00:00:00.000,2018-11-01 00:00:00.000,92,8375,"Inv00740"
2018-09-12 00:00:00.000,2019-03-28 00:00:00.000,83,3757,"Inv00741"
2019-01-07 00:00:00.000,2019-10-22 00:00:00.000,99,2993,"Inv00742"
2018-07-03 00:00:00.000,2018-12-01 00:00:00.000,24,7255,"Inv00743"
2019-06-17 00:00:00.000,2020-04-27 00:00:00.000,139,4053,"Inv00744"
2019-07-27 00:00:00.000,2019-10-21 00:00:00.000,158,2697,"Inv00745"
2018-12-02 00:00:00.000,2019-10-06 00:00:00.000,140,4653,"Inv00746"
2018-09-04 00:00:00.000,2019-01-05 00:00:00.000,26,9137,"Inv00747"
2018-01-02 00:00:00.000,2018-10-25 00:00:00.000,160,7659,"Inv00748"
2018-06-09 00:00:00.000,2018-12-02 00:00:00.000,58,3131,"Inv00749"
2018-04-14 00:00:00.000,2019-01-15 00:00:00.000,65,8606,"Inv00750"
2019-02-15 00:00:00.000,2019-09-09 00:00:00.000,14,2164,"Inv00751"
2019-09-17 00:00:00.000,2020-05-26 00:00:00.000,72,7032,"Inv00752"
2018-07-18 00:00:00.000,2019-01-12 00:00:00.000,45,7695,"Inv00753"
2018-06-03 00:00:00.000,2018-06-03 00:00:00.000,109,7520,"Inv00754"
2019-07-14 00:00:00.000,2020-05-26 00:00:00.000,88,6616,"Inv00755"
2018-03-24 00:00:00.000,2018-07-09 00:00:00.000,149,1565,"Inv00756"
2018-12-29 00:00:00.000,2019-02-27 00:00:00.000,3,2719,"Inv00757"
2019-01-22 00:00:00.000,2019-04-16 00:00:00.000,60,6260,"Inv00758"
2019-01-24 00:00:00.000,2019-03-13 00:00:00.000,107,6176,"Inv00759"
2019-03-18 00:00:00.000,2019-04-19 00:00:00.000,1,8659,"Inv00760"
2019-06-26 00:00:00.000,2019-10-13 00:00:00.000,65,3121,"Inv00761"
2018-03-04 00:00:00.000,2018-07-21 00:00:00.000,9,6546,"Inv00762"
2018-09-09 00:00:00.000,2019-04-27 00:00:00.000,68,3144,"Inv00763"
2019-06-09 00:00:00.000,2020-02-23 00:00:00.000,40,8222,"Inv00764"
2018-06-20 00:00:00.000,2019-04-01 00:00:00.000,60,7798,"Inv00765"
2019-03-09 00:00:00.000,2019-11-15 00:00:00.000,92,3077,"Inv00766"
2018-09-10 00:00:00.000,2019-05-03 00:00:00.000,13,2516,"Inv00767"
2019-06-16 00:00:00.000,2019-11-10 00:00:00.000,14,8779,"Inv00768"
2018-10-03 00:00:00.000,2019-06-16 00:00:00.000,46,3214,"Inv00769"
2019-06-17 00:00:00.000,2019-08-24 00:00:00.000,95,9497,"Inv00770"
2018-05-20 00:00:00.000,2019-03-23 00:00:00.000,155,7544,"Inv00771"
2019-04-11 00:00:00.000,2020-02-27 00:00:00.000,45,5745,"Inv00772"
2019-07-27 00:00:00.000,2020-03-28 00:00:00.000,25,6000,"Inv00773"
2018-05-19 00:00:00.000,2019-01-26 00:00:00.000,163,4028,"Inv00774"
2019-09-18 00:00:00.000,2020-07-16 00:00:00.000,165,8399,"Inv00775"
2019-09-08 00:00:00.000,2020-08-02 00:00:00.000,123,6230,"Inv00776"
2019-07-10 00:00:00.000,2019-12-23 00:00:00.000,36,6869,"Inv00777"
2018-11-30 00:00:00.000,2019-04-15 00:00:00.000,137,5925,"Inv00778"
2019-02-19 00:00:00.000,2019-05-09 00:00:00.000,85,9855,"Inv00779"
2018-10-18 00:00:00.000,2019-03-06 00:00:00.000,1,10255,"Inv00780"
2018-04-10 00:00:00.000,2018-12-24 00:00:00.000,133,8626,"Inv00781"
2019-02-14 00:00:00.000,2019-07-02 00:00:00.000,4,7342,"Inv00782"
2019-01-26 00:00:00.000,2019-04-15 00:00:00.000,58,6189,"Inv00783"
2019-06-28 00:00:00.000,2020-02-27 00:00:00.000,6,3437,"Inv00784"
2018-08-22 00:00:00.000,2019-05-24 00:00:00.000,42,2219,"Inv00785"
2018-02-03 00:00:00.000,2018-03-28 00:00:00.000,25,8475,"Inv00786"
2018-11-19 00:00:00.000,2019-04-17 00:00:00.000,99,4271,"Inv00787"
2018-02-04 00:00:00.000,2018-05-10 00:00:00.000,147,7039,"Inv00788"
2018-08-27 00:00:00.000,2018-12-25 00:00:00.000,97,9333,"Inv00789"
2018-10-15 00:00:00.000,2019-01-05 00:00:00.000,38,9098,"Inv00790"
2018-07-09 00:00:00.000,2018-07-18 00:00:00.000,87,3060,"Inv00791"
2019-09-09 00:00:00.000,2019-12-21 00:00:00.000,139,1820,"Inv00792"
2018-01-09 00:00:00.000,2018-04-12 00:00:00.000,117,7952,"Inv00793"
2019-02-19 00:00:00.000,2020-01-09 00:00:00.000,34,2396,"Inv00794"
2019-01-27 00:00:00.000,2019-03-18 00:00:00.000,154,2917,"Inv00795"
2018-12-06 00:00:00.000,2019-06-18 00:00:00.000,171,10210,"Inv00796"
2018-01-19 00:00:00.000,2018-05-07 00:00:00.000,72,7086,"Inv00797"
2019-04-02 00:00:00.000,2019-05-11 00:00:00.000,66,7811,"Inv00798"
2018-07-20 00:00:00.000,2018-10-09 00:00:00.000,59,8053,"Inv00799"
2019-09-18 00:00:00.000,2020-06-13 00:00:00.000,141,6386,"Inv00800"
2018-07-05 00:00:00.000,2019-04-24 00:00:00.000,100,4459,"Inv00801"
2018-08-21 00:00:00.000,2019-06-06 00:00:00.000,39,5209,"Inv00802"
2018-07-24 00:00:00.000,2018-09-07 00:00:00.000,16,3717,"Inv00803"
2018-08-14 00:00:00.000,2019-03-19 00:00:00.000,165,3045,"Inv00804"
2018-05-31 00:00:00.000,2018-08-06 00:00:00.000,38,1567,"Inv00805"
2019-01-13 00:00:00.000,2019-04-18 00:00:00.000,58,9027,"Inv00806"
2019-03-24 00:00:00.000,2020-02-04 00:00:00.000,156,9125,"Inv00807"
2018-06-20 00:00:00.000,2019-02-03 00:00:00.000,77,2780,"Inv00808"
2019-01-02 00:00:00.000,2019-06-18 00:00:00.000,49,2679,"Inv00809"
2019-01-03 00:00:00.000,2019-03-17 00:00:00.000,126,7039,"Inv00810"
2019-09-24 00:00:00.000,2020-06-25 00:00:00.000,41,4166,"Inv00811"
2019-08-17 00:00:00.000,2020-03-26 00:00:00.000,19,6830,"Inv00812"
2018-06-09 00:00:00.000,2018-07-24 00:00:00.000,66,6943,"Inv00813"
2019-06-01 00:00:00.000,2019-11-03 00:00:00.000,60,2369,"Inv00814"
2019-05-06 00:00:00.000,2020-02-04 00:00:00.000,145,5277,"Inv00815"
2018-09-17 00:00:00.000,2018-12-17 00:00:00.000,31,7768,"Inv00816"
2019-02-06 00:00:00.000,2019-07-17 00:00:00.000,158,2797,"Inv00817"
2018-11-11 00:00:00.000,2019-08-19 00:00:00.000,151,2745,"Inv00818"
2018-11-14 00:00:00.000,2019-04-23 00:00:00.000,46,5918,"Inv00819"
2018-03-26 00:00:00.000,2018-04-06 00:00:00.000,29,2835,"Inv00820"
2019-09-10 00:00:00.000,2020-02-24 00:00:00.000,57,10562,"Inv00821"
2018-04-24 00:00:00.000,2018-06-06 00:00:00.000,113,2848,"Inv00822"
2019-01-11 00:00:00.000,2019-10-11 00:00:00.000,171,1962,"Inv00823"
2019-03-11 00:00:00.000,2020-01-20 00:00:00.000,9,9576,"Inv00824"
2018-03-11 00:00:00.000,2018-10-06 00:00:00.000,141,8008,"Inv00825"
2019-02-19 00:00:00.000,2019-10-31 00:00:00.000,9,5689,"Inv00826"
2019-04-16 00:00:00.000,2019-10-19 00:00:00.000,85,10196,"Inv00827"
2019-05-12 00:00:00.000,2019-10-13 00:00:00.000,111,10336,"Inv00828"
2018-10-02 00:00:00.000,2019-01-01 00:00:00.000,175,5077,"Inv00829"
2018-02-22 00:00:00.000,2018-03-14 00:00:00.000,161,9554,"Inv00830"
2018-11-15 00:00:00.000,2019-01-04 00:00:00.000,139,6501,"Inv00831"
2019-01-02 00:00:00.000,2019-10-12 00:00:00.000,33,9195,"Inv00832"
2018-02-08 00:00:00.000,2018-11-15 00:00:00.000,23,1572,"Inv00833"
2018-09-20 00:00:00.000,2018-12-05 00:00:00.000,65,6427,"Inv00834"
2018-03-17 00:00:00.000,2018-12-24 00:00:00.000,23,4025,"Inv00835"
2018-04-04 00:00:00.000,2018-10-09 00:00:00.000,63,8595,"Inv00836"
2018-07-20 00:00:00.000,2018-12-07 00:00:00.000,61,2219,"Inv00837"
2019-09-24 00:00:00.000,2020-07-01 00:00:00.000,139,10246,"Inv00838"
2019-01-20 00:00:00.000,2019-04-14 00:00:00.000,154,5129,"Inv00839"
2018-06-25 00:00:00.000,2019-01-14 00:00:00.000,50,6611,"Inv00840"
2018-09-23 00:00:00.000,2018-10-24 00:00:00.000,48,6478,"Inv00841"
2018-10-27 00:00:00.000,2018-10-29 00:00:00.000,22,4838,"Inv00842"
2018-02-10 00:00:00.000,2018-02-12 00:00:00.000,140,1536,"Inv00843"
2018-10-19 00:00:00.000,2018-10-21 00:00:00.000,3,5703,"Inv00844"
2018-10-06 00:00:00.000,2019-07-05 00:00:00.000,149,9843,"Inv00845"
2019-08-26 00:00:00.000,2020-03-27 00:00:00.000,63,4301,"Inv00846"
2018-06-23 00:00:00.000,2019-05-11 00:00:00.000,83,4304,"Inv00847"
2018-04-21 00:00:00.000,2018-08-06 00:00:00.000,22,5397,"Inv00848"
2018-11-19 00:00:00.000,2018-11-30 00:00:00.000,71,7419,"Inv00849"
2018-08-07 00:00:00.000,2018-10-09 00:00:00.000,56,5533,"Inv00850"
2018-11-23 00:00:00.000,2018-11-27 00:00:00.000,175,2663,"Inv00851"
2018-09-10 00:00:00.000,2018-09-28 00:00:00.000,107,6449,"Inv00852"
2018-06-15 00:00:00.000,2018-07-18 00:00:00.000,173,8987,"Inv00853"
2018-02-12 00:00:00.000,2018-10-13 00:00:00.000,115,7304,"Inv00854"
2019-02-13 00:00:00.000,2019-10-02 00:00:00.000,168,7761,"Inv00855"
2018-08-21 00:00:00.000,2019-02-17 00:00:00.000,10,8120,"Inv00856"
2018-12-15 00:00:00.000,2018-12-22 00:00:00.000,166,10459,"Inv00857"
2019-07-16 00:00:00.000,2020-04-19 00:00:00.000,26,4090,"Inv00858"
2018-09-27 00:00:00.000,2019-07-06 00:00:00.000,107,6908,"Inv00859"
2019-01-14 00:00:00.000,2019-08-31 00:00:00.000,172,7739,"Inv00860"
2018-08-31 00:00:00.000,2018-10-14 00:00:00.000,134,4352,"Inv00861"
2018-02-06 00:00:00.000,2018-04-21 00:00:00.000,31,9739,"Inv00862"
2018-03-11 00:00:00.000,2018-07-02 00:00:00.000,62,2738,"Inv00863"
2018-04-03 00:00:00.000,2018-07-28 00:00:00.000,91,2576,"Inv00864"
2018-04-03 00:00:00.000,2018-09-02 00:00:00.000,20,1727,"Inv00865"
2019-04-30 00:00:00.000,2019-12-17 00:00:00.000,91,9996,"Inv00866"
2018-06-18 00:00:00.000,2018-08-25 00:00:00.000,73,8754,"Inv00867"
2018-03-30 00:00:00.000,2018-05-16 00:00:00.000,50,3175,"Inv00868"
2018-01-27 00:00:00.000,2018-03-24 00:00:00.000,35,10536,"Inv00869"
2019-03-18 00:00:00.000,2019-08-12 00:00:00.000,63,9118,"Inv00870"
2019-06-22 00:00:00.000,2020-03-07 00:00:00.000,145,10467,"Inv00871"
2018-11-26 00:00:00.000,2019-01-02 00:00:00.000,91,3094,"Inv00872"
2019-05-25 00:00:00.000,2019-08-13 00:00:00.000,62,7080,"Inv00873"
2019-09-19 00:00:00.000,2019-10-15 00:00:00.000,96,5346,"Inv00874"
2018-12-01 00:00:00.000,2019-04-25 00:00:00.000,104,2252,"Inv00875"
2018-02-13 00:00:00.000,2018-10-04 00:00:00.000,88,6011,"Inv00876"
2019-02-03 00:00:00.000,2019-07-01 00:00:00.000,145,1549,"Inv00877"
2018-07-29 00:00:00.000,2019-01-19 00:00:00.000,20,5392,"Inv00878"
2018-06-27 00:00:00.000,2019-01-06 00:00:00.000,31,8148,"Inv00879"
2019-03-11 00:00:00.000,2019-03-28 00:00:00.000,28,9230,"Inv00880"
2018-09-14 00:00:00.000,2018-12-18 00:00:00.000,158,4899,"Inv00881"
2018-09-02 00:00:00.000,2019-03-31 00:00:00.000,8,4505,"Inv00882"
2018-05-11 00:00:00.000,2018-08-09 00:00:00.000,33,3974,"Inv00883"
2019-07-12 00:00:00.000,2020-05-22 00:00:00.000,169,7843,"Inv00884"
2018-04-07 00:00:00.000,2018-10-04 00:00:00.000,34,7190,"Inv00885"
2018-09-13 00:00:00.000,2019-03-16 00:00:00.000,50,5541,"Inv00886"
2019-01-23 00:00:00.000,2019-10-29 00:00:00.000,61,6972,"Inv00887"
2018-12-16 00:00:00.000,2018-12-28 00:00:00.000,16,10358,"Inv00888"
2019-04-10 00:00:00.000,2019-04-19 00:00:00.000,44,4119,"Inv00889"
2018-03-20 00:00:00.000,2018-06-16 00:00:00.000,4,3622,"Inv00890"
2018-07-27 00:00:00.000,2018-08-19 00:00:00.000,116,2520,"Inv00891"
2018-01-05 00:00:00.000,2018-06-01 00:00:00.000,141,1559,"Inv00892"
2019-05-15 00:00:00.000,2019-11-05 00:00:00.000,64,7493,"Inv00893"
2019-08-11 00:00:00.000,2020-04-10 00:00:00.000,32,9800,"Inv00894"
2018-07-10 00:00:00.000,2018-09-30 00:00:00.000,162,1639,"Inv00895"
2018-05-25 00:00:00.000,2019-03-03 00:00:00.000,13,8616,"Inv00896"
2019-08-31 00:00:00.000,2020-02-01 00:00:00.000,116,2915,"Inv00897"
2018-05-01 00:00:00.000,2018-09-20 00:00:00.000,35,3581,"Inv00898"
2018-09-23 00:00:00.000,2019-03-22 00:00:00.000,63,9012,"Inv00899"
2018-08-20 00:00:00.000,2019-05-25 00:00:00.000,88,4283,"Inv00900"
2018-07-26 00:00:00.000,2018-08-09 00:00:00.000,74,1565,"Inv00901"
2019-09-17 00:00:00.000,2020-08-03 00:00:00.000,10,7078,"Inv00902"
2019-01-04 00:00:00.000,2019-09-06 00:00:00.000,111,2477,"Inv00903"
2018-12-02 00:00:00.000,2019-08-03 00:00:00.000,75,5137,"Inv00904"
2018-03-27 00:00:00.000,2018-12-26 00:00:00.000,116,2475,"Inv00905"
2019-07-27 00:00:00.000,2019-09-24 00:00:00.000,89,5408,"Inv00906"
2018-01-20 00:00:00.000,2018-12-04 00:00:00.000,2,6601,"Inv00907"
2019-05-20 00:00:00.000,2019-07-24 00:00:00.000,62,6895,"Inv00908"
2019-04-04 00:00:00.000,2019-09-06 00:00:00.000,169,3001,"Inv00909"
2018-06-05 00:00:00.000,2018-12-22 00:00:00.000,110,7078,"Inv00910"
2019-08-24 00:00:00.000,2019-09-18 00:00:00.000,147,3325,"Inv00911"
2018-10-25 00:00:00.000,2019-07-26 00:00:00.000,98,4641,"Inv00912"
2019-04-07 00:00:00.000,2020-02-09 00:00:00.000,96,2409,"Inv00913"
2018-09-10 00:00:00.000,2019-06-01 00:00:00.000,99,5684,"Inv00914"
2018-05-28 00:00:00.000,2018-09-21 00:00:00.000,41,10136,"Inv00915"
2019-01-19 00:00:00.000,2019-02-11 00:00:00.000,174,6156,"Inv00916"
2018-12-18 00:00:00.000,2019-06-22 00:00:00.000,105,7753,"Inv00917"
2018-10-22 00:00:00.000,2019-04-10 00:00:00.000,98,8172,"Inv00918"
2019-02-18 00:00:00.000,2019-12-07 00:00:00.000,8,4475,"Inv00919"
2019-05-03 00:00:00.000,2019-05-07 00:00:00.000,77,1664,"Inv00920"
2018-02-11 00:00:00.000,2018-06-07 00:00:00.000,152,5338,"Inv00921"
2018-04-11 00:00:00.000,2019-02-02 00:00:00.000,35,10310,"Inv00922"
2018-03-05 00:00:00.000,2018-08-18 00:00:00.000,9,6498,"Inv00923"
2018-02-02 00:00:00.000,2018-03-06 00:00:00.000,154,9293,"Inv00924"
2018-12-14 00:00:00.000,2019-03-20 00:00:00.000,80,7902,"Inv00925"
2019-09-02 00:00:00.000,2020-02-19 00:00:00.000,169,1994,"Inv00926"
2018-05-25 00:00:00.000,2018-10-23 00:00:00.000,71,8080,"Inv00927"
2018-08-09 00:00:00.000,2018-12-23 00:00:00.000,24,3507,"Inv00928"
2019-07-22 00:00:00.000,2019-09-25 00:00:00.000,165,3129,"Inv00929"
2018-11-03 00:00:00.000,2019-01-26 00:00:00.000,166,2386,"Inv00930"
2018-05-28 00:00:00.000,2019-04-09 00:00:00.000,63,5086,"Inv00931"
2019-06-26 00:00:00.000,2019-10-10 00:00:00.000,139,1879,"Inv00932"
2018-02-13 00:00:00.000,2018-09-21 00:00:00.000,119,5424,"Inv00933"
2018-03-26 00:00:00.000,2018-09-23 00:00:00.000,160,5560,"Inv00934"
2019-09-07 00:00:00.000,2019-09-09 00:00:00.000,35,4395,"Inv00935"
2019-06-16 00:00:00.000,2020-03-14 00:00:00.000,50,7289,"Inv00936"
2019-06-09 00:00:00.000,2020-02-06 00:00:00.000,65,9015,"Inv00937"
2019-09-27 00:00:00.000,2020-03-14 00:00:00.000,95,1870,"Inv00938"
2018-06-02 00:00:00.000,2018-11-10 00:00:00.000,81,5690,"Inv00939"
2019-02-27 00:00:00.000,2019-04-13 00:00:00.000,61,7495,"Inv00940"
2019-02-03 00:00:00.000,2019-07-05 00:00:00.000,162,7602,"Inv00941"
2019-09-11 00:00:00.000,2020-02-25 00:00:00.000,164,1612,"Inv00942"
2018-09-26 00:00:00.000,2019-05-11 00:00:00.000,64,3892,"Inv00943"
2018-02-06 00:00:00.000,2018-07-24 00:00:00.000,106,4535,"Inv00944"
2019-07-14 00:00:00.000,2019-08-14 00:00:00.000,88,7118,"Inv00945"
2018-04-14 00:00:00.000,2018-09-25 00:00:00.000,73,5915,"Inv00946"
2018-06-08 00:00:00.000,2019-03-25 00:00:00.000,95,3078,"Inv00947"
2019-01-23 00:00:00.000,2019-02-12 00:00:00.000,86,9705,"Inv00948"
2018-08-21 00:00:00.000,2019-01-24 00:00:00.000,151,4079,"Inv00949"
2018-12-03 00:00:00.000,2019-01-13 00:00:00.000,89,7453,"Inv00950"
2019-08-09 00:00:00.000,2019-09-10 00:00:00.000,169,5143,"Inv00951"
2018-12-15 00:00:00.000,2019-09-17 00:00:00.000,67,4122,"Inv00952"
2019-09-04 00:00:00.000,2019-12-06 00:00:00.000,167,2929,"Inv00953"
2019-05-03 00:00:00.000,2019-07-15 00:00:00.000,38,2640,"Inv00954"
2018-09-15 00:00:00.000,2019-07-24 00:00:00.000,30,9949,"Inv00955"
2019-04-27 00:00:00.000,2019-12-03 00:00:00.000,173,2543,"Inv00956"
2019-01-01 00:00:00.000,2019-02-06 00:00:00.000,122,8161,"Inv00957"
2018-10-11 00:00:00.000,2019-08-29 00:00:00.000,97,6111,"Inv00958"
2018-01-30 00:00:00.000,2018-10-14 00:00:00.000,124,8581,"Inv00959"
2018-01-25 00:00:00.000,2018-03-10 00:00:00.000,173,9337,"Inv00960"
2018-08-20 00:00:00.000,2018-11-22 00:00:00.000,19,9538,"Inv00961"
2018-09-22 00:00:00.000,2018-12-22 00:00:00.000,50,3255,"Inv00962"
2018-08-21 00:00:00.000,2019-01-21 00:00:00.000,145,6442,"Inv00963"
2019-02-06 00:00:00.000,2019-10-30 00:00:00.000,164,4283,"Inv00964"
2018-04-25 00:00:00.000,2018-10-12 00:00:00.000,108,6335,"Inv00965"
2018-10-04 00:00:00.000,2018-12-24 00:00:00.000,169,5999,"Inv00966"
2018-04-10 00:00:00.000,2018-05-07 00:00:00.000,78,2739,"Inv00967"
2019-09-11 00:00:00.000,2019-09-30 00:00:00.000,67,4102,"Inv00968"
2018-06-25 00:00:00.000,2018-08-30 00:00:00.000,110,6334,"Inv00969"
2018-02-07 00:00:00.000,2018-02-16 00:00:00.000,31,9932,"Inv00970"
2019-05-28 00:00:00.000,2019-11-05 00:00:00.000,63,8985,"Inv00971"
2019-03-29 00:00:00.000,2019-06-01 00:00:00.000,47,6950,"Inv00972"
2018-06-10 00:00:00.000,2018-06-17 00:00:00.000,62,8754,"Inv00973"
2019-05-19 00:00:00.000,2020-03-12 00:00:00.000,12,8787,"Inv00974"
2019-07-09 00:00:00.000,2020-05-16 00:00:00.000,117,5546,"Inv00975"
2019-09-19 00:00:00.000,2020-07-03 00:00:00.000,102,3463,"Inv00976"
2018-06-22 00:00:00.000,2018-11-12 00:00:00.000,161,7841,"Inv00977"
2018-10-22 00:00:00.000,2019-04-29 00:00:00.000,23,2043,"Inv00978"
2019-08-05 00:00:00.000,2020-04-05 00:00:00.000,90,10625,"Inv00979"
2019-08-11 00:00:00.000,2020-05-28 00:00:00.000,40,8452,"Inv00980"
2018-11-15 00:00:00.000,2019-03-17 00:00:00.000,113,7927,"Inv00981"
2019-07-18 00:00:00.000,2019-12-12 00:00:00.000,29,4818,"Inv00982"
2018-12-31 00:00:00.000,2019-01-06 00:00:00.000,2,4675,"Inv00983"
2018-09-26 00:00:00.000,2019-07-19 00:00:00.000,34,3105,"Inv00984"
2019-06-06 00:00:00.000,2019-09-09 00:00:00.000,116,4063,"Inv00985"
2019-04-08 00:00:00.000,2019-04-30 00:00:00.000,106,4994,"Inv00986"
2019-07-25 00:00:00.000,2019-09-07 00:00:00.000,77,3981,"Inv00987"
2018-04-08 00:00:00.000,2018-11-07 00:00:00.000,160,7987,"Inv00988"
2019-05-09 00:00:00.000,2019-11-16 00:00:00.000,129,1672,"Inv00989"
2019-03-01 00:00:00.000,2019-12-24 00:00:00.000,173,5229,"Inv00990"
2019-08-06 00:00:00.000,2020-03-18 00:00:00.000,129,8018,"Inv00991"
2019-06-15 00:00:00.000,2019-07-01 00:00:00.000,159,2296,"Inv00992"
2019-05-11 00:00:00.000,2020-03-18 00:00:00.000,56,1778,"Inv00993"
2019-05-10 00:00:00.000,2019-06-30 00:00:00.000,132,3032,"Inv00994"
2018-10-29 00:00:00.000,2019-02-03 00:00:00.000,28,4188,"Inv00995"
2019-04-15 00:00:00.000,2019-08-06 00:00:00.000,126,10632,"Inv00996"
2018-12-26 00:00:00.000,2019-02-01 00:00:00.000,158,6882,"Inv00997"
2018-04-15 00:00:00.000,2018-11-18 00:00:00.000,42,9828,"Inv00998"
2018-07-18 00:00:00.000,2018-09-17 00:00:00.000,47,2384,"Inv00999"
2018-10-26 00:00:00.000,2019-04-03 00:00:00.000,173,8482,"Inv01000"
2019-07-24 00:00:00.000,2020-01-11 00:00:00.000,103,1602,"Inv01001"
2019-07-06 00:00:00.000,2019-09-07 00:00:00.000,165,8083,"Inv01002"
2018-09-02 00:00:00.000,2019-03-17 00:00:00.000,18,7594,"Inv01003"
2019-09-08 00:00:00.000,2019-09-21 00:00:00.000,156,4399,"Inv01004"
2018-11-17 00:00:00.000,2019-08-31 00:00:00.000,161,9038,"Inv01005"
2019-09-19 00:00:00.000,2019-12-25 00:00:00.000,11,2501,"Inv01006"
2018-10-12 00:00:00.000,2019-05-02 00:00:00.000,114,3985,"Inv01007"
2019-05-12 00:00:00.000,2020-02-20 00:00:00.000,134,5155,"Inv01008"
2018-07-16 00:00:00.000,2019-01-20 00:00:00.000,167,2570,"Inv01009"
2018-02-20 00:00:00.000,2018-08-17 00:00:00.000,41,9270,"Inv01010"
2019-07-15 00:00:00.000,2019-11-04 00:00:00.000,99,5526,"Inv01011"
2019-01-04 00:00:00.000,2019-06-16 00:00:00.000,175,1536,"Inv01012"
2019-07-03 00:00:00.000,2020-01-02 00:00:00.000,104,3522,"Inv01013"
2019-05-31 00:00:00.000,2019-11-30 00:00:00.000,98,1702,"Inv01014"
2019-05-05 00:00:00.000,2019-12-25 00:00:00.000,15,7948,"Inv01015"
2019-08-12 00:00:00.000,2020-01-30 00:00:00.000,29,2341,"Inv01016"
2018-02-02 00:00:00.000,2018-03-08 00:00:00.000,28,6731,"Inv01017"
2019-06-10 00:00:00.000,2020-02-17 00:00:00.000,155,5037,"Inv01018"
2018-05-26 00:00:00.000,2019-03-16 00:00:00.000,46,7239,"Inv01019"
2018-06-25 00:00:00.000,2019-04-08 00:00:00.000,76,6405,"Inv01020"
2018-02-03 00:00:00.000,2018-04-16 00:00:00.000,41,9375,"Inv01021"
2019-07-30 00:00:00.000,2020-02-12 00:00:00.000,52,9961,"Inv01022"
2019-09-22 00:00:00.000,2020-06-12 00:00:00.000,70,2087,"Inv01023"
2018-06-17 00:00:00.000,2018-09-16 00:00:00.000,32,4473,"Inv01024"
2018-12-10 00:00:00.000,2019-04-18 00:00:00.000,126,5377,"Inv01025"
2018-08-07 00:00:00.000,2019-05-16 00:00:00.000,154,7741,"Inv01026"
2018-05-16 00:00:00.000,2019-01-06 00:00:00.000,136,7790,"Inv01027"
2018-05-09 00:00:00.000,2018-11-30 00:00:00.000,161,1710,"Inv01028"
2018-03-24 00:00:00.000,2018-04-18 00:00:00.000,32,9644,"Inv01029"
2019-01-21 00:00:00.000,2019-11-09 00:00:00.000,134,9303,"Inv01030"
