Items,Category,Month,Values,Type,Index Type
"SPU Training","Other Expenses",2017-02-01 00:00:00.000,9487.1086319113838,"Expenses",2
"SPU Training","Other Expenses",2017-03-01 00:00:00.000,9771.7218908687264,"Expenses",2
"SPU Training","Other Expenses",2017-04-01 00:00:00.000,9478.570234142664,"Expenses",2
"SPU Training","Other Expenses",2017-05-01 00:00:00.000,9857.71304350837,"Expenses",2
"SPU Training","Other Expenses",2017-06-01 00:00:00.000,9759.1359130732872,"Expenses",2
"SPU Training","Other Expenses",2017-07-01 00:00:00.000,9271.1791174196223,"Expenses",2
"SPU Training","Other Expenses",2017-08-01 00:00:00.000,9549.3144909422117,"Expenses",2
"SPU Training","Other Expenses",2017-09-01 00:00:00.000,9167.3419113045238,"Expenses",2
"SPU Training","Other Expenses",2017-10-01 00:00:00.000,9350.6887495306146,"Expenses",2
"SPU Training","Other Expenses",2017-11-01 00:00:00.000,9631.209412016533,"Expenses",2
"SPU Training","Other Expenses",2017-12-01 00:00:00.000,9245.96103553587,"Expenses",2
"SPU Training","Other Expenses",2018-01-01 00:00:00.000,8783.6629837590772,"Expenses",2
"SPU Training","Other Expenses",2018-02-01 00:00:00.000,8783.6629837590772,"Expenses",2
"SPU Training","Other Expenses",2018-03-01 00:00:00.000,8959.33624343426,"Expenses",2
"SPU Training","Other Expenses",2018-04-01 00:00:00.000,8690.5561561312315,"Expenses",2
"SPU Training","Other Expenses",2018-05-01 00:00:00.000,8516.7450330086067,"Expenses",2
"Training Travel Expenses","Other Expenses",2015-05-01 00:00:00.000,8649.1277367264011,"Expenses",2
"Training Travel Expenses","Other Expenses",2015-06-01 00:00:00.000,8389.6539046246089,"Expenses",2
"Training Travel Expenses","Other Expenses",2015-07-01 00:00:00.000,8725.2400608095941,"Expenses",2
"Training Travel Expenses","Other Expenses",2015-08-01 00:00:00.000,9074.249663241977,"Expenses",2
"Training Travel Expenses","Other Expenses",2015-09-01 00:00:00.000,9164.9921598743967,"Expenses",2
"Training Travel Expenses","Other Expenses",2015-10-01 00:00:00.000,9623.2417678681177,"Expenses",2
"Training Travel Expenses","Other Expenses",2015-11-01 00:00:00.000,9815.70660322548,"Expenses",2
"Training Travel Expenses","Other Expenses",2015-12-01 00:00:00.000,9521.2354051287166,"Expenses",2
"Training Travel Expenses","Other Expenses",2016-01-01 00:00:00.000,9426.023051077429,"Expenses",2
"Training Travel Expenses","Other Expenses",2016-02-01 00:00:00.000,9708.8037426097526,"Expenses",2
"Training Travel Expenses","Other Expenses",2016-03-01 00:00:00.000,9320.4515929053614,"Expenses",2
"Training Travel Expenses","Other Expenses",2016-04-01 00:00:00.000,9786.47417255063,"Expenses",2
"Training Travel Expenses","Other Expenses",2016-05-01 00:00:00.000,9982.2036560016422,"Expenses",2
"Training Travel Expenses","Other Expenses",2016-06-01 00:00:00.000,10082.02569256166,"Expenses",2
"Training Travel Expenses","Other Expenses",2016-07-01 00:00:00.000,9678.744664859194,"Expenses",2
"Training Travel Expenses","Other Expenses",2016-08-01 00:00:00.000,9194.8074316162347,"Expenses",2
"Training Travel Expenses","Other Expenses",2016-09-01 00:00:00.000,9102.85935730007,"Expenses",2
"Training Travel Expenses","Other Expenses",2016-10-01 00:00:00.000,8920.80217015407,"Expenses",2
"Training Travel Expenses","Other Expenses",2016-11-01 00:00:00.000,9277.634256960233,"Expenses",2
"Training Travel Expenses","Other Expenses",2016-12-01 00:00:00.000,9463.1869420994371,"Expenses",2
"Training Travel Expenses","Other Expenses",2017-01-01 00:00:00.000,9179.2913338364542,"Expenses",2
"Training Travel Expenses","Other Expenses",2017-02-01 00:00:00.000,8720.32676714463,"Expenses",2
"Training Travel Expenses","Other Expenses",2017-03-01 00:00:00.000,8371.5136964588455,"Expenses",2
"Training Travel Expenses","Other Expenses",2017-04-01 00:00:00.000,8538.9439703880216,"Expenses",2
"Training Travel Expenses","Other Expenses",2017-05-01 00:00:00.000,8282.77565127638,"Expenses",2
"Training Travel Expenses","Other Expenses",2017-06-01 00:00:00.000,8448.43116430191,"Expenses",2
"Training Travel Expenses","Other Expenses",2017-07-01 00:00:00.000,8363.94685265889,"Expenses",2
"Training Travel Expenses","Other Expenses",2017-08-01 00:00:00.000,7945.7495100259448,"Expenses",2
"Training Travel Expenses","Other Expenses",2017-09-01 00:00:00.000,7707.3770247251668,"Expenses",2
"Training Travel Expenses","Other Expenses",2017-10-01 00:00:00.000,7630.3032544779153,"Expenses",2
"Training Travel Expenses","Other Expenses",2017-11-01 00:00:00.000,7935.5153846570329,"Expenses",2
"Training Travel Expenses","Other Expenses",2017-12-01 00:00:00.000,8332.2911538898843,"Expenses",2
"Training Travel Expenses","Other Expenses",2018-01-01 00:00:00.000,8082.3224192731886,"Expenses",2
"Training Travel Expenses","Other Expenses",2018-02-01 00:00:00.000,8486.438540236848,"Expenses",2
"Training Travel Expenses","Other Expenses",2018-03-01 00:00:00.000,8486.438540236848,"Expenses",2
"Training Travel Expenses","Other Expenses",2018-04-01 00:00:00.000,8401.57415483448,"Expenses",2
"Training Travel Expenses","Other Expenses",2018-05-01 00:00:00.000,8569.6056379311685,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2015-05-01 00:00:00.000,164096.828568288,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2015-06-01 00:00:00.000,172301.6699967024,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2015-07-01 00:00:00.000,180916.75349653754,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2015-08-01 00:00:00.000,179107.58596157216,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2015-09-01 00:00:00.000,170152.20666349353,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2015-10-01 00:00:00.000,166749.16253022366,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2015-11-01 00:00:00.000,171751.63740613038,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2015-12-01 00:00:00.000,171751.63740613038,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2016-01-01 00:00:00.000,176904.18652831431,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2016-02-01 00:00:00.000,168058.97720189858,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2016-03-01 00:00:00.000,168058.97720189858,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2016-04-01 00:00:00.000,163017.20788584164,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2016-05-01 00:00:00.000,156496.51957040795,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2016-06-01 00:00:00.000,154931.55437470388,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2016-07-01 00:00:00.000,158030.18546219793,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2016-08-01 00:00:00.000,161190.78917144189,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2016-09-01 00:00:00.000,167638.42073829958,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2016-10-01 00:00:00.000,170991.18915306558,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2016-11-01 00:00:00.000,177830.83671918823,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2016-12-01 00:00:00.000,179609.1450863801,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2017-01-01 00:00:00.000,179609.1450863801,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2017-02-01 00:00:00.000,183201.32798810772,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2017-03-01 00:00:00.000,175873.27486858339,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2017-04-01 00:00:00.000,174114.54211989755,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2017-05-01 00:00:00.000,167149.96043510165,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2017-06-01 00:00:00.000,162135.46162204861,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2017-07-01 00:00:00.000,160514.10700582812,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2017-08-01 00:00:00.000,160514.10700582812,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2017-09-01 00:00:00.000,162119.2480758864,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2017-10-01 00:00:00.000,160498.05559512752,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2017-11-01 00:00:00.000,160498.05559512752,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2017-12-01 00:00:00.000,152473.15281537114,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2018-01-01 00:00:00.000,157047.34739983227,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2018-02-01 00:00:00.000,158617.82087383061,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2018-03-01 00:00:00.000,158617.82087383061,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2018-04-01 00:00:00.000,155445.46445635398,"Expenses",2
"Share Of Corporate Overhead","Other Expenses",2018-05-01 00:00:00.000,149227.64587809981,"Expenses",2
"Showroom Amortization","Other Expenses",2015-05-01 00:00:00.000,7205.0522544000005,"Expenses",2
"Showroom Amortization","Other Expenses",2015-06-01 00:00:00.000,7060.951209312,"Expenses",2
"Showroom Amortization","Other Expenses",2015-07-01 00:00:00.000,6849.1226730326389,"Expenses",2
"Showroom Amortization","Other Expenses",2015-08-01 00:00:00.000,6917.613899762965,"Expenses",2
"Showroom Amortization","Other Expenses",2015-09-01 00:00:00.000,7055.9661777582251,"Expenses",2
"Showroom Amortization","Other Expenses",2015-10-01 00:00:00.000,7126.5258395358078,"Expenses",2
"Showroom Amortization","Other Expenses",2015-11-01 00:00:00.000,6841.4648059543742,"Expenses",2
"Showroom Amortization","Other Expenses",2015-12-01 00:00:00.000,7115.12339819255,"Expenses",2
"Showroom Amortization","Other Expenses",2016-01-01 00:00:00.000,7115.12339819255,"Expenses",2
"Showroom Amortization","Other Expenses",2016-02-01 00:00:00.000,7257.4258661564008,"Expenses",2
"Showroom Amortization","Other Expenses",2016-03-01 00:00:00.000,6967.1288315101447,"Expenses",2
"Showroom Amortization","Other Expenses",2016-04-01 00:00:00.000,7245.8139847705506,"Expenses",2
"Showroom Amortization","Other Expenses",2016-05-01 00:00:00.000,7535.6465441613727,"Expenses",2
"Showroom Amortization","Other Expenses",2016-06-01 00:00:00.000,7234.2206823949173,"Expenses",2
"Showroom Amortization","Other Expenses",2016-07-01 00:00:00.000,7595.931716514664,"Expenses",2
"Showroom Amortization","Other Expenses",2016-08-01 00:00:00.000,7444.01308218437,"Expenses",2
"Showroom Amortization","Other Expenses",2016-09-01 00:00:00.000,7518.4532130062144,"Expenses",2
"Showroom Amortization","Other Expenses",2016-10-01 00:00:00.000,7894.375873656526,"Expenses",2
"Showroom Amortization","Other Expenses",2016-11-01 00:00:00.000,7736.4883561833949,"Expenses",2
"Showroom Amortization","Other Expenses",2016-12-01 00:00:00.000,7349.6639383742249,"Expenses",2
"Showroom Amortization","Other Expenses",2017-01-01 00:00:00.000,6982.1807414555133,"Expenses",2
"Showroom Amortization","Other Expenses",2017-02-01 00:00:00.000,6842.5371266264028,"Expenses",2
"Showroom Amortization","Other Expenses",2017-03-01 00:00:00.000,6500.4102702950813,"Expenses",2
"Showroom Amortization","Other Expenses",2017-04-01 00:00:00.000,6305.3979621862291,"Expenses",2
"Showroom Amortization","Other Expenses",2017-05-01 00:00:00.000,6557.6138806736772,"Expenses",2
"Showroom Amortization","Other Expenses",2017-06-01 00:00:00.000,6295.30932544673,"Expenses",2
"Showroom Amortization","Other Expenses",2017-07-01 00:00:00.000,6610.0747917190674,"Expenses",2
"Showroom Amortization","Other Expenses",2017-08-01 00:00:00.000,6279.571052133113,"Expenses",2
"Showroom Amortization","Other Expenses",2017-09-01 00:00:00.000,6028.3882100477886,"Expenses",2
"Showroom Amortization","Other Expenses",2017-10-01 00:00:00.000,6088.6720921482674,"Expenses",2
"Showroom Amortization","Other Expenses",2017-11-01 00:00:00.000,6149.55881306975,"Expenses",2
"Showroom Amortization","Other Expenses",2017-12-01 00:00:00.000,6211.0544012004475,"Expenses",2
"Showroom Amortization","Other Expenses",2018-01-01 00:00:00.000,5900.5016811404248,"Expenses",2
"Showroom Amortization","Other Expenses",2018-02-01 00:00:00.000,6195.5267651974464,"Expenses",2
"Showroom Amortization","Other Expenses",2018-03-01 00:00:00.000,6319.4373005013949,"Expenses",2
"Showroom Amortization","Other Expenses",2018-04-01 00:00:00.000,6382.6316735064083,"Expenses",2
"Showroom Amortization","Other Expenses",2018-05-01 00:00:00.000,6063.5000898310882,"Expenses",2
"Payroll - Construction Admin","Payroll",2015-05-01 00:00:00.000,125386.2005734738,"Expenses",2
"Payroll - Construction Admin","Payroll",2015-06-01 00:00:00.000,127893.92458494328,"Expenses",2
"Payroll - Construction Admin","Payroll",2015-07-01 00:00:00.000,133009.681568341,"Expenses",2
"Payroll - Construction Admin","Payroll",2015-08-01 00:00:00.000,136999.97201539125,"Expenses",2
"Payroll - Construction Admin","Payroll",2015-09-01 00:00:00.000,134259.97257508343,"Expenses",2
"Payroll - Construction Admin","Payroll",2015-10-01 00:00:00.000,140972.9712038376,"Expenses",2
"Payroll - Construction Admin","Payroll",2015-11-01 00:00:00.000,142382.700915876,"Expenses",2
"Payroll - Construction Admin","Payroll",2015-12-01 00:00:00.000,138111.2198883997,"Expenses",2
"Payroll - Construction Admin","Payroll",2016-01-01 00:00:00.000,136730.10768951569,"Expenses",2
"Payroll - Construction Admin","Payroll",2016-02-01 00:00:00.000,132628.20445883021,"Expenses",2
"Payroll - Construction Admin","Payroll",2016-03-01 00:00:00.000,127323.076280477,"Expenses",2
"Payroll - Construction Admin","Payroll",2016-04-01 00:00:00.000,128596.30704328178,"Expenses",2
"Payroll - Construction Admin","Payroll",2016-05-01 00:00:00.000,129882.27011371461,"Expenses",2
"Payroll - Construction Admin","Payroll",2016-06-01 00:00:00.000,133778.73821712605,"Expenses",2
"Payroll - Construction Admin","Payroll",2016-07-01 00:00:00.000,139129.88774581108,"Expenses",2
"Payroll - Construction Admin","Payroll",2016-08-01 00:00:00.000,140521.1866232692,"Expenses",2
"Payroll - Construction Admin","Payroll",2016-09-01 00:00:00.000,141926.39848950191,"Expenses",2
"Payroll - Construction Admin","Payroll",2016-10-01 00:00:00.000,140507.13450460689,"Expenses",2
"Payroll - Construction Admin","Payroll",2016-11-01 00:00:00.000,144722.34853974509,"Expenses",2
"Payroll - Construction Admin","Payroll",2016-12-01 00:00:00.000,143275.12505434765,"Expenses",2
"Payroll - Construction Admin","Payroll",2017-01-01 00:00:00.000,140409.62255326068,"Expenses",2
"Payroll - Construction Admin","Payroll",2017-02-01 00:00:00.000,146026.00745539111,"Expenses",2
"Payroll - Construction Admin","Payroll",2017-03-01 00:00:00.000,143105.48730628326,"Expenses",2
"Payroll - Construction Admin","Payroll",2017-04-01 00:00:00.000,145967.59705240894,"Expenses",2
"Payroll - Construction Admin","Payroll",2017-05-01 00:00:00.000,140128.89317031257,"Expenses",2
"Payroll - Construction Admin","Payroll",2017-06-01 00:00:00.000,145734.04889712509,"Expenses",2
"Payroll - Construction Admin","Payroll",2017-07-01 00:00:00.000,150106.07036403884,"Expenses",2
"Payroll - Construction Admin","Payroll",2017-08-01 00:00:00.000,150106.07036403884,"Expenses",2
"Payroll - Construction Admin","Payroll",2017-09-01 00:00:00.000,145602.88825311765,"Expenses",2
"Payroll - Construction Admin","Payroll",2017-10-01 00:00:00.000,142690.8304880553,"Expenses",2
"Payroll - Construction Admin","Payroll",2017-11-01 00:00:00.000,144117.73879293588,"Expenses",2
"Payroll - Construction Admin","Payroll",2017-12-01 00:00:00.000,136911.85185328909,"Expenses",2
"Payroll - Construction Admin","Payroll",2018-01-01 00:00:00.000,138280.97037182195,"Expenses",2
"Payroll - Construction Admin","Payroll",2018-02-01 00:00:00.000,135515.35096438552,"Expenses",2
"Payroll - Construction Admin","Payroll",2018-03-01 00:00:00.000,138225.65798367321,"Expenses",2
"Payroll - Construction Admin","Payroll",2018-04-01 00:00:00.000,138225.65798367321,"Expenses",2
"Payroll - Construction Admin","Payroll",2018-05-01 00:00:00.000,134078.888244163,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2015-05-01 00:00:00.000,13871.296069417544,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2015-06-01 00:00:00.000,14287.43495150007,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2015-07-01 00:00:00.000,13715.937553440068,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2015-08-01 00:00:00.000,13441.618802371266,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2015-09-01 00:00:00.000,13038.370238300129,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2015-10-01 00:00:00.000,13429.521345449133,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2015-11-01 00:00:00.000,12892.340491631167,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2015-12-01 00:00:00.000,12376.646871965921,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2016-01-01 00:00:00.000,12747.9462781249,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2016-02-01 00:00:00.000,12492.9873525624,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2016-03-01 00:00:00.000,12492.9873525624,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2016-04-01 00:00:00.000,12742.847099613649,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2016-05-01 00:00:00.000,12360.561686625239,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2016-06-01 00:00:00.000,11866.139219160228,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2016-07-01 00:00:00.000,12222.123395735036,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2016-08-01 00:00:00.000,11733.238459905633,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2016-09-01 00:00:00.000,11733.238459905633,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2016-10-01 00:00:00.000,11263.908921509408,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2016-11-01 00:00:00.000,11038.63074307922,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2016-12-01 00:00:00.000,10928.244435648428,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2017-01-01 00:00:00.000,11365.374213074367,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2017-02-01 00:00:00.000,11479.027955205111,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2017-03-01 00:00:00.000,11479.027955205111,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2017-04-01 00:00:00.000,11249.447396101006,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2017-05-01 00:00:00.000,11361.941870062017,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2017-06-01 00:00:00.000,10907.464195259536,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2017-07-01 00:00:00.000,11016.538837212131,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2017-08-01 00:00:00.000,10906.37344884001,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2017-09-01 00:00:00.000,11233.564652305209,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2017-10-01 00:00:00.000,11233.564652305209,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2017-11-01 00:00:00.000,11682.907238397418,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2017-12-01 00:00:00.000,11799.736310781394,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2018-01-01 00:00:00.000,12035.731036997022,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2018-02-01 00:00:00.000,11915.373726627053,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2018-03-01 00:00:00.000,12153.681201159592,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2018-04-01 00:00:00.000,12396.754825182785,"Expenses",2
"P/R Taxes - Construction Admin","Payroll",2018-05-01 00:00:00.000,12644.68992168644,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2015-05-01 00:00:00.000,2943.2345040806404,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2015-06-01 00:00:00.000,3060.9638842438662,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2015-07-01 00:00:00.000,3030.3542454014282,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2015-08-01 00:00:00.000,3060.6577878554426,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2015-09-01 00:00:00.000,3213.6906772482148,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2015-10-01 00:00:00.000,3053.0061433858036,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2015-11-01 00:00:00.000,2900.3558362165131,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2015-12-01 00:00:00.000,2929.3593945786779,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2016-01-01 00:00:00.000,2812.1850187955306,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2016-02-01 00:00:00.000,2671.5757678557538,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2016-03-01 00:00:00.000,2618.1442524986387,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2016-04-01 00:00:00.000,2749.0514651235708,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2016-05-01 00:00:00.000,2666.5799211698636,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2016-06-01 00:00:00.000,2559.916724323069,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2016-07-01 00:00:00.000,2431.9208881069158,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2016-08-01 00:00:00.000,2383.2824703447773,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2016-09-01 00:00:00.000,2502.446593862016,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2016-10-01 00:00:00.000,2602.5444576164969,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2016-11-01 00:00:00.000,2602.5444576164969,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2016-12-01 00:00:00.000,2628.5699021926616,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2017-01-01 00:00:00.000,2759.998397302295,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2017-02-01 00:00:00.000,2787.5983812753184,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2017-03-01 00:00:00.000,2648.2184622115519,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2017-04-01 00:00:00.000,2727.6650160778986,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2017-05-01 00:00:00.000,2864.0482668817936,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2017-06-01 00:00:00.000,2720.8458535377035,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2017-07-01 00:00:00.000,2693.6373950023262,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2017-08-01 00:00:00.000,2666.7010210523026,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2017-09-01 00:00:00.000,2586.6999904207337,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2017-10-01 00:00:00.000,2483.2319908039044,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2017-11-01 00:00:00.000,2383.9027111717483,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2017-12-01 00:00:00.000,2312.3856298365959,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2018-01-01 00:00:00.000,2266.1379172398638,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2018-02-01 00:00:00.000,2175.4924005502689,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2018-03-01 00:00:00.000,2131.9825525392635,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2018-04-01 00:00:00.000,2089.3429014884782,"Expenses",2
"Workers Comp - Const.Admin","Payroll",2018-05-01 00:00:00.000,1984.8757564140544,"Expenses",2
"Health Insurance Const.Admin","Payroll",2015-05-01 00:00:00.000,19890.563769108649,"Expenses",2
"Health Insurance Const.Admin","Payroll",2015-06-01 00:00:00.000,19094.941218344306,"Expenses",2
"Health Insurance Const.Admin","Payroll",2015-07-01 00:00:00.000,19285.890630527749,"Expenses",2
"Health Insurance Const.Admin","Payroll",2015-08-01 00:00:00.000,18514.455005306638,"Expenses",2
"Health Insurance Const.Admin","Payroll",2015-09-01 00:00:00.000,18699.599555359702,"Expenses",2
"Health Insurance Const.Admin","Payroll",2015-10-01 00:00:00.000,17764.619577591719,"Expenses",2
"Health Insurance Const.Admin","Payroll",2015-11-01 00:00:00.000,17231.680990263965,"Expenses",2
"Health Insurance Const.Admin","Payroll",2015-12-01 00:00:00.000,17576.314610069247,"Expenses",2
"Health Insurance Const.Admin","Payroll",2016-01-01 00:00:00.000,18279.367194472019,"Expenses",2
"Health Insurance Const.Admin","Payroll",2016-02-01 00:00:00.000,19193.335554195619,"Expenses",2
"Health Insurance Const.Admin","Payroll",2016-03-01 00:00:00.000,19961.068976363444,"Expenses",2
"Health Insurance Const.Admin","Payroll",2016-04-01 00:00:00.000,19162.626217308905,"Expenses",2
"Health Insurance Const.Admin","Payroll",2016-05-01 00:00:00.000,18970.999955135816,"Expenses",2
"Health Insurance Const.Admin","Payroll",2016-06-01 00:00:00.000,19729.839953341252,"Expenses",2
"Health Insurance Const.Admin","Payroll",2016-07-01 00:00:00.000,19335.243154274423,"Expenses",2
"Health Insurance Const.Admin","Payroll",2016-08-01 00:00:00.000,20108.652880445403,"Expenses",2
"Health Insurance Const.Admin","Payroll",2016-09-01 00:00:00.000,19706.479822836493,"Expenses",2
"Health Insurance Const.Admin","Payroll",2016-10-01 00:00:00.000,19903.544621064859,"Expenses",2
"Health Insurance Const.Admin","Payroll",2016-11-01 00:00:00.000,20102.580067275507,"Expenses",2
"Health Insurance Const.Admin","Payroll",2016-12-01 00:00:00.000,20705.657469293772,"Expenses",2
"Health Insurance Const.Admin","Payroll",2017-01-01 00:00:00.000,21119.770618679649,"Expenses",2
"Health Insurance Const.Admin","Payroll",2017-02-01 00:00:00.000,20274.97979393246,"Expenses",2
"Health Insurance Const.Admin","Payroll",2017-03-01 00:00:00.000,20072.229995993133,"Expenses",2
"Health Insurance Const.Admin","Payroll",2017-04-01 00:00:00.000,20875.11919583286,"Expenses",2
"Health Insurance Const.Admin","Payroll",2017-05-01 00:00:00.000,19831.363236041216,"Expenses",2
"Health Insurance Const.Admin","Payroll",2017-06-01 00:00:00.000,19831.363236041216,"Expenses",2
"Health Insurance Const.Admin","Payroll",2017-07-01 00:00:00.000,19236.422338959979,"Expenses",2
"Health Insurance Const.Admin","Payroll",2017-08-01 00:00:00.000,18851.693892180778,"Expenses",2
"Health Insurance Const.Admin","Payroll",2017-09-01 00:00:00.000,19040.210831102584,"Expenses",2
"Health Insurance Const.Admin","Payroll",2017-10-01 00:00:00.000,18659.406614480533,"Expenses",2
"Health Insurance Const.Admin","Payroll",2017-11-01 00:00:00.000,17726.436283756506,"Expenses",2
"Health Insurance Const.Admin","Payroll",2017-12-01 00:00:00.000,17903.700646594072,"Expenses",2
"Health Insurance Const.Admin","Payroll",2018-01-01 00:00:00.000,18440.811665991892,"Expenses",2
"Health Insurance Const.Admin","Payroll",2018-02-01 00:00:00.000,17887.587316012134,"Expenses",2
"Health Insurance Const.Admin","Payroll",2018-03-01 00:00:00.000,17172.083823371649,"Expenses",2
"Health Insurance Const.Admin","Payroll",2018-04-01 00:00:00.000,17343.804661605365,"Expenses",2
"Health Insurance Const.Admin","Payroll",2018-05-01 00:00:00.000,18210.994894685635,"Expenses",2
"Payroll-Admin/Accounting","Payroll",2015-05-01 00:00:00.000,4708.4814349816334,"Expenses",2
"Payroll-Admin/Accounting","Payroll",2015-06-01 00:00:00.000,4802.6510636812654,"Expenses",2
"Payroll-Admin/Accounting","Payroll",2015-07-01 00:00:00.000,4562.5185104972024,"Expenses",2
