ProductKey,OrderDateKey,DueDateKey,ShipDateKey,ResellerKey,EmployeeKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber,OrderDate,DueDate,ShipDate
316,20110801,20110813,20110808,78,282,1,100,4,"SO45301",23,1,1,874.794,874.794,0,0,884.7083,884.7083,874.794,69.9835,21.8699,"0BA8-4928-A7","PO12499190711",2011-08-01 00:00:00.000,2011-08-13 00:00:00.000,2011-08-08 00:00:00.000
326,20110829,20110910,20110905,114,282,1,100,4,"SO45531",3,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"A56B-4056-BC","PO15950134053",2011-08-29 00:00:00.000,2011-09-10 00:00:00.000,2011-09-05 00:00:00.000
324,20110829,20110910,20110905,114,282,1,100,4,"SO45531",6,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"A56B-4056-BC","PO15950134053",2011-08-29 00:00:00.000,2011-09-10 00:00:00.000,2011-09-05 00:00:00.000
346,20110829,20110910,20110905,187,282,1,100,4,"SO45554",3,1,1,2039.994,2039.994,0,0,1912.1544,1912.1544,2039.994,163.1995,50.9999,"24D3-4CD4-AB","PO2697134276",2011-08-29 00:00:00.000,2011-09-10 00:00:00.000,2011-09-05 00:00:00.000
215,20110829,20110910,20110905,187,282,1,100,4,"SO45554",4,1,1,20.1865,20.1865,0,0,12.0278,12.0278,20.1865,1.6149,0.5047,"24D3-4CD4-AB","PO2697134276",2011-08-29 00:00:00.000,2011-09-10 00:00:00.000,2011-09-05 00:00:00.000
229,20110829,20110910,20110905,187,282,1,100,4,"SO45554",5,1,1,28.8404,28.8404,0,0,31.7244,31.7244,28.8404,2.3072,0.721,"24D3-4CD4-AB","PO2697134276",2011-08-29 00:00:00.000,2011-09-10 00:00:00.000,2011-09-05 00:00:00.000
307,20110829,20110910,20110905,187,282,1,100,4,"SO45554",8,1,1,722.5949,722.5949,0,0,623.8403,623.8403,722.5949,57.8076,18.0649,"24D3-4CD4-AB","PO2697134276",2011-08-29 00:00:00.000,2011-09-10 00:00:00.000,2011-09-05 00:00:00.000
300,20110829,20110910,20110905,366,282,1,100,4,"SO45555",6,1,1,809.76,809.76,0,0,699.0928,699.0928,809.76,64.7808,20.244,"B11A-41CE-84","PO3248155143",2011-08-29 00:00:00.000,2011-09-10 00:00:00.000,2011-09-05 00:00:00.000
293,20110829,20110910,20110905,366,282,1,100,4,"SO45555",7,1,1,722.5949,722.5949,0,0,623.8403,623.8403,722.5949,57.8076,18.0649,"B11A-41CE-84","PO3248155143",2011-08-29 00:00:00.000,2011-09-10 00:00:00.000,2011-09-05 00:00:00.000
304,20110829,20110910,20110905,366,282,1,100,4,"SO45555",15,1,1,714.7043,714.7043,0,0,617.0281,617.0281,714.7043,57.1763,17.8676,"B11A-41CE-84","PO3248155143",2011-08-29 00:00:00.000,2011-09-10 00:00:00.000,2011-09-05 00:00:00.000
276,20110929,20111011,20111006,511,282,1,100,4,"SO45784",4,1,1,356.898,356.898,0,0,352.1394,352.1394,356.898,28.5518,8.9225,"8A7A-4D84-B4","PO16008186765",2011-09-29 00:00:00.000,2011-10-11 00:00:00.000,2011-10-06 00:00:00.000
232,20111029,20111110,20111105,259,282,1,100,4,"SO46041",3,1,1,28.8404,28.8404,0,0,31.7244,31.7244,28.8404,2.3072,0.721,"FC6B-46A8-B4","PO16762121494",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
319,20111029,20111110,20111105,259,282,1,100,4,"SO46041",4,1,1,874.794,874.794,0,0,884.7083,884.7083,874.794,69.9835,21.8699,"FC6B-46A8-B4","PO16762121494",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
315,20111029,20111110,20111105,259,282,1,100,4,"SO46041",5,1,1,874.794,874.794,0,0,884.7083,884.7083,874.794,69.9835,21.8699,"FC6B-46A8-B4","PO16762121494",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
322,20111029,20111110,20111105,259,282,1,100,4,"SO46041",6,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"FC6B-46A8-B4","PO16762121494",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
332,20111029,20111110,20111105,259,282,1,100,4,"SO46041",7,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"FC6B-46A8-B4","PO16762121494",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
324,20111029,20111110,20111105,259,282,1,100,4,"SO46041",8,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"FC6B-46A8-B4","PO16762121494",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
293,20111029,20111110,20111105,384,282,1,100,4,"SO46048",3,1,1,722.5949,722.5949,0,0,623.8403,623.8403,722.5949,57.8076,18.0649,"DDA0-4A8A-9C","PO16037150345",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
340,20111029,20111110,20111105,78,282,1,100,4,"SO46057",8,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"6F2B-45A4-9C","PO12499164653",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
336,20111029,20111110,20111105,78,282,1,100,4,"SO46057",9,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"6F2B-45A4-9C","PO12499164653",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
229,20111029,20111110,20111105,78,282,1,100,4,"SO46057",10,1,1,28.8404,28.8404,0,0,31.7244,31.7244,28.8404,2.3072,0.721,"6F2B-45A4-9C","PO12499164653",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
264,20111029,20111110,20111105,78,282,1,100,4,"SO46057",15,1,1,183.9382,183.9382,0,0,181.4857,181.4857,183.9382,14.7151,4.5985,"6F2B-45A4-9C","PO12499164653",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
270,20111029,20111110,20111105,78,282,1,100,4,"SO46057",17,1,1,183.9382,183.9382,0,0,181.4857,181.4857,183.9382,14.7151,4.5985,"6F2B-45A4-9C","PO12499164653",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
272,20111029,20111110,20111105,78,282,1,100,4,"SO46057",23,1,1,183.9382,183.9382,0,0,181.4857,181.4857,183.9382,14.7151,4.5985,"6F2B-45A4-9C","PO12499164653",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
276,20111029,20111110,20111105,78,282,1,100,4,"SO46057",30,1,1,356.898,356.898,0,0,352.1394,352.1394,356.898,28.5518,8.9225,"6F2B-45A4-9C","PO12499164653",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
275,20111029,20111110,20111105,78,282,1,100,4,"SO46057",32,1,1,356.898,356.898,0,0,352.1394,352.1394,356.898,28.5518,8.9225,"6F2B-45A4-9C","PO12499164653",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
324,20111029,20111110,20111105,240,282,1,100,4,"SO46058",4,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"FA37-4F46-97","PO12557123934",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
229,20111029,20111110,20111105,240,282,1,100,4,"SO46058",9,1,1,28.8404,28.8404,0,0,31.7244,31.7244,28.8404,2.3072,0.721,"FA37-4F46-97","PO12557123934",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
264,20111029,20111110,20111105,240,282,1,100,4,"SO46058",11,1,1,183.9382,183.9382,0,0,181.4857,181.4857,183.9382,14.7151,4.5985,"FA37-4F46-97","PO12557123934",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
319,20111029,20111110,20111105,240,282,1,100,4,"SO46058",12,1,1,874.794,874.794,0,0,884.7083,884.7083,874.794,69.9835,21.8699,"FA37-4F46-97","PO12557123934",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
332,20111029,20111110,20111105,240,282,1,100,4,"SO46058",15,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"FA37-4F46-97","PO12557123934",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
270,20111029,20111110,20111105,240,282,1,100,4,"SO46058",16,1,1,183.9382,183.9382,0,0,181.4857,181.4857,183.9382,14.7151,4.5985,"FA37-4F46-97","PO12557123934",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
340,20111029,20111110,20111105,240,282,1,100,4,"SO46058",17,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"FA37-4F46-97","PO12557123934",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
320,20111029,20111110,20111105,240,282,1,100,4,"SO46058",21,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"FA37-4F46-97","PO12557123934",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
334,20111029,20111110,20111105,240,282,1,100,4,"SO46058",24,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"FA37-4F46-97","PO12557123934",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
235,20111029,20111110,20111105,240,282,1,100,4,"SO46058",27,1,1,28.8404,28.8404,0,0,31.7244,31.7244,28.8404,2.3072,0.721,"FA37-4F46-97","PO12557123934",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
338,20111029,20111110,20111105,240,282,1,100,4,"SO46058",28,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"FA37-4F46-97","PO12557123934",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
344,20111029,20111110,20111105,492,282,1,100,4,"SO46069",3,1,1,2039.994,2039.994,0,0,1912.1544,1912.1544,2039.994,163.1995,50.9999,"29F6-4D30-91","PO609194739",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
346,20111029,20111110,20111105,492,282,1,100,4,"SO46069",4,1,1,2039.994,2039.994,0,0,1912.1544,1912.1544,2039.994,163.1995,50.9999,"29F6-4D30-91","PO609194739",2011-10-29 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000
322,20111129,20111211,20111206,114,282,1,100,4,"SO46339",6,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"5794-4C65-A6","PO15950135611",2011-11-29 00:00:00.000,2011-12-11 00:00:00.000,2011-12-06 00:00:00.000
307,20111129,20111211,20111206,187,282,1,100,4,"SO46362",9,1,1,722.5949,722.5949,0,0,623.8403,623.8403,722.5949,57.8076,18.0649,"0291-45A5-B2","PO2697124986",2011-11-29 00:00:00.000,2011-12-11 00:00:00.000,2011-12-06 00:00:00.000
293,20111129,20111211,20111206,187,282,1,100,4,"SO46362",10,1,1,722.5949,722.5949,0,0,623.8403,623.8403,722.5949,57.8076,18.0649,"0291-45A5-B2","PO2697124986",2011-11-29 00:00:00.000,2011-12-11 00:00:00.000,2011-12-06 00:00:00.000
300,20111129,20111211,20111206,187,282,1,100,4,"SO46362",16,1,1,809.76,809.76,0,0,699.0928,699.0928,809.76,64.7808,20.244,"0291-45A5-B2","PO2697124986",2011-11-29 00:00:00.000,2011-12-11 00:00:00.000,2011-12-06 00:00:00.000
307,20111129,20111211,20111206,366,282,1,100,4,"SO46364",4,1,1,722.5949,722.5949,0,0,623.8403,623.8403,722.5949,57.8076,18.0649,"BC3C-4FE8-AC","PO3248115921",2011-11-29 00:00:00.000,2011-12-11 00:00:00.000,2011-12-06 00:00:00.000
292,20111129,20111211,20111206,366,282,1,100,4,"SO46364",15,1,1,818.7,818.7,0,0,706.811,706.811,818.7,65.496,20.4675,"BC3C-4FE8-AC","PO3248115921",2011-11-29 00:00:00.000,2011-12-11 00:00:00.000,2011-12-06 00:00:00.000
419,20111229,20120110,20120105,475,282,1,100,4,"SO46625",15,1,1,52.647,52.647,0,0,38.9588,38.9588,52.647,4.2118,1.3162,"361B-4CAF-A2","PO13688113829",2011-12-29 00:00:00.000,2012-01-10 00:00:00.000,2012-01-05 00:00:00.000
394,20111229,20120110,20120105,475,282,1,100,4,"SO46625",23,1,1,20.52,20.52,0,0,15.1848,15.1848,20.52,1.6416,0.513,"361B-4CAF-A2","PO13688113829",2011-12-29 00:00:00.000,2012-01-10 00:00:00.000,2012-01-05 00:00:00.000
294,20111229,20120110,20120105,475,282,1,100,4,"SO46625",32,1,1,744.2727,744.2727,0,0,660.9142,660.9142,744.2727,59.5418,18.6068,"361B-4CAF-A2","PO13688113829",2011-12-29 00:00:00.000,2012-01-10 00:00:00.000,2012-01-05 00:00:00.000
454,20111229,20120110,20120105,475,282,1,100,4,"SO46625",40,1,1,35.994,35.994,0,0,24.7459,24.7459,35.994,2.8795,0.8999,"361B-4CAF-A2","PO13688113829",2011-12-29 00:00:00.000,2012-01-10 00:00:00.000,2012-01-05 00:00:00.000
289,20111229,20120110,20120105,475,282,1,100,4,"SO46625",44,1,1,744.2727,744.2727,0,0,660.9142,660.9142,744.2727,59.5418,18.6068,"361B-4CAF-A2","PO13688113829",2011-12-29 00:00:00.000,2012-01-10 00:00:00.000,2012-01-05 00:00:00.000
362,20111229,20120110,20120105,475,282,1,100,4,"SO46625",47,1,1,1229.4589,1229.4589,0,0,1105.81,1105.81,1229.4589,98.3567,30.7365,"361B-4CAF-A2","PO13688113829",2011-12-29 00:00:00.000,2012-01-10 00:00:00.000,2012-01-05 00:00:00.000
419,20120129,20120210,20120205,583,282,1,100,4,"SO46942",4,1,1,52.647,52.647,0,0,38.9588,38.9588,52.647,4.2118,1.3162,"B18D-4253-81","PO18647164826",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
428,20120129,20120210,20120205,583,282,1,100,4,"SO46942",5,1,1,209.256,209.256,0,0,185.8193,185.8193,209.256,16.7405,5.2314,"B18D-4253-81","PO18647164826",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
399,20120129,20120210,20120205,583,282,1,100,4,"SO46942",9,1,1,33.7745,33.7745,0,0,24.9932,24.9932,33.7745,2.702,0.8444,"B18D-4253-81","PO18647164826",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
352,20120129,20120210,20120205,583,282,1,100,4,"SO46942",11,1,1,1242.8518,1242.8518,0,0,1117.8559,1117.8559,1242.8518,99.4281,31.0713,"B18D-4253-81","PO18647164826",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
356,20120129,20120210,20120205,583,282,1,100,4,"SO46942",12,1,1,1242.8518,1242.8518,0,0,1117.8559,1117.8559,1242.8518,99.4281,31.0713,"B18D-4253-81","PO18647164826",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
221,20120129,20120210,20120205,583,282,1,100,4,"SO46942",16,1,1,20.1865,20.1865,0,0,13.8782,13.8782,20.1865,1.6149,0.5047,"B18D-4253-81","PO18647164826",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
399,20120129,20120210,20120205,150,282,1,100,4,"SO46954",3,1,1,33.7745,33.7745,0,0,24.9932,24.9932,33.7745,2.702,0.8444,"27EC-47B6-85","PO17400129388",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
460,20120129,20120210,20120205,259,282,1,100,4,"SO46960",13,1,1,53.994,53.994,0,0,37.1209,37.1209,53.994,4.3195,1.3499,"F05E-41EB-90","PO16762181648",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
343,20120129,20120210,20120205,259,282,1,100,4,"SO46960",16,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"F05E-41EB-90","PO16762181648",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
239,20120129,20120210,20120205,258,282,1,100,4,"SO46970",4,1,1,780.8182,780.8182,0,0,722.2568,722.2568,780.8182,62.4655,19.5205,"01AF-420A-B9","PO15196114472",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
325,20120129,20120210,20120205,258,282,1,100,4,"SO46970",5,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"01AF-420A-B9","PO15196114472",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
373,20120129,20120210,20120205,258,282,1,100,4,"SO46970",7,1,1,1308.9375,1308.9375,0,0,1320.6838,1320.6838,1308.9375,104.715,32.7234,"01AF-420A-B9","PO15196114472",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
389,20120129,20120210,20120205,258,282,1,100,4,"SO46970",9,1,1,600.2625,600.2625,0,0,605.6492,605.6492,600.2625,48.021,15.0066,"01AF-420A-B9","PO15196114472",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
341,20120129,20120210,20120205,258,282,1,100,4,"SO46970",10,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"01AF-420A-B9","PO15196114472",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
242,20120129,20120210,20120205,258,282,1,100,4,"SO46970",11,1,1,780.8182,780.8182,0,0,722.2568,722.2568,780.8182,62.4655,19.5205,"01AF-420A-B9","PO15196114472",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
387,20120129,20120210,20120205,258,282,1,100,4,"SO46970",15,1,1,600.2625,600.2625,0,0,605.6492,605.6492,600.2625,48.021,15.0066,"01AF-420A-B9","PO15196114472",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
433,20120129,20120210,20120205,258,282,1,100,4,"SO46970",20,1,1,324.4527,324.4527,0,0,300.1188,300.1188,324.4527,25.9562,8.1113,"01AF-420A-B9","PO15196114472",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
254,20120129,20120210,20120205,258,282,1,100,4,"SO46970",22,1,1,183.9382,183.9382,0,0,170.1428,170.1428,183.9382,14.7151,4.5985,"01AF-420A-B9","PO15196114472",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
263,20120129,20120210,20120205,258,282,1,100,4,"SO46970",23,1,1,202.332,202.332,0,0,187.1571,187.1571,202.332,16.1866,5.0583,"01AF-420A-B9","PO15196114472",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
331,20120129,20120210,20120205,258,282,1,100,4,"SO46970",30,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"01AF-420A-B9","PO15196114472",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
439,20120129,20120210,20120205,78,282,1,100,4,"SO46988",3,1,1,780.8182,780.8182,0,0,722.2568,722.2568,780.8182,62.4655,19.5205,"2D2E-4EC3-AC","PO12499171502",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
435,20120129,20120210,20120205,78,282,1,100,4,"SO46988",18,1,1,324.4527,324.4527,0,0,300.1188,300.1188,324.4527,25.9562,8.1113,"2D2E-4EC3-AC","PO12499171502",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
242,20120129,20120210,20120205,78,282,1,100,4,"SO46988",20,1,1,780.8182,780.8182,0,0,722.2568,722.2568,780.8182,62.4655,19.5205,"2D2E-4EC3-AC","PO12499171502",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
417,20120129,20120210,20120205,78,282,1,100,4,"SO46988",25,1,1,324.4527,324.4527,0,0,300.1188,300.1188,324.4527,25.9562,8.1113,"2D2E-4EC3-AC","PO12499171502",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
335,20120129,20120210,20120205,78,282,1,100,4,"SO46988",27,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"2D2E-4EC3-AC","PO12499171502",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
424,20120129,20120210,20120205,78,282,1,100,4,"SO46988",35,1,1,214.236,214.236,0,0,158.5346,158.5346,214.236,17.1389,5.3559,"2D2E-4EC3-AC","PO12499171502",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
414,20120129,20120210,20120205,78,282,1,100,4,"SO46988",52,1,1,149.031,149.031,0,0,110.2829,110.2829,149.031,11.9225,3.7258,"2D2E-4EC3-AC","PO12499171502",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
377,20120129,20120210,20120205,78,282,1,100,4,"SO46988",54,1,1,1308.9375,1308.9375,0,0,1320.6838,1320.6838,1308.9375,104.715,32.7234,"2D2E-4EC3-AC","PO12499171502",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
323,20120129,20120210,20120205,97,282,1,100,4,"SO46992",3,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"C958-4FD6-A0","PO11745117547",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
271,20120129,20120210,20120205,97,282,1,100,4,"SO46992",9,1,1,202.332,202.332,0,0,187.1571,187.1571,202.332,16.1866,5.0583,"C958-4FD6-A0","PO11745117547",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
273,20120129,20120210,20120205,97,282,1,100,4,"SO46992",15,1,1,202.332,202.332,0,0,187.1571,187.1571,202.332,16.1866,5.0583,"C958-4FD6-A0","PO11745117547",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
254,20120129,20120210,20120205,97,282,1,100,4,"SO46992",21,1,1,183.9382,183.9382,0,0,170.1428,170.1428,183.9382,14.7151,4.5985,"C958-4FD6-A0","PO11745117547",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
333,20120129,20120210,20120205,97,282,1,100,4,"SO46992",25,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"C958-4FD6-A0","PO11745117547",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
381,20120129,20120210,20120205,97,282,1,100,4,"SO46992",28,1,1,600.2625,600.2625,0,0,605.6492,605.6492,600.2625,48.021,15.0066,"C958-4FD6-A0","PO11745117547",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
389,20120129,20120210,20120205,97,282,1,100,4,"SO46992",29,1,1,600.2625,600.2625,0,0,605.6492,605.6492,600.2625,48.021,15.0066,"C958-4FD6-A0","PO11745117547",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
325,20120129,20120210,20120205,97,282,1,100,4,"SO46992",37,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"C958-4FD6-A0","PO11745117547",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
460,20120129,20120210,20120205,97,282,1,100,4,"SO46992",41,1,1,53.994,53.994,0,0,37.1209,37.1209,53.994,4.3195,1.3499,"C958-4FD6-A0","PO11745117547",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
414,20120129,20120210,20120205,97,282,1,100,4,"SO46992",49,1,1,149.031,149.031,0,0,110.2829,110.2829,149.031,11.9225,3.7258,"C958-4FD6-A0","PO11745117547",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
421,20120129,20120210,20120205,492,282,1,100,4,"SO47002",3,1,1,196.329,196.329,0,0,145.2835,145.2835,196.329,15.7063,4.9082,"BC9F-453B-99","PO609116671",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
468,20120129,20120210,20120205,492,282,1,100,4,"SO47002",7,1,1,22.794,22.794,0,0,15.6709,15.6709,22.794,1.8235,0.5699,"BC9F-453B-99","PO609116671",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
385,20120129,20120210,20120205,529,282,1,100,4,"SO47016",3,1,1,600.2625,600.2625,0,0,605.6492,605.6492,600.2625,48.021,15.0066,"205E-4F0A-81","PO2320157867",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
439,20120129,20120210,20120205,529,282,1,100,4,"SO47016",5,1,1,780.8182,780.8182,0,0,722.2568,722.2568,780.8182,62.4655,19.5205,"205E-4F0A-81","PO2320157867",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
441,20120129,20120210,20120205,529,282,1,100,4,"SO47016",7,1,1,780.8182,780.8182,0,0,722.2568,722.2568,780.8182,62.4655,19.5205,"205E-4F0A-81","PO2320157867",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
224,20120129,20120210,20120205,313,282,1,100,4,"SO47032",7,1,1,5.1865,5.1865,0,0,5.2297,5.2297,5.1865,0.4149,0.1297,"090F-4070-AA","PO4553172367",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
286,20120129,20120210,20120205,313,282,1,100,4,"SO47032",11,1,1,183.9382,183.9382,0,0,170.1428,170.1428,183.9382,14.7151,4.5985,"090F-4070-AA","PO4553172367",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
323,20120129,20120210,20120205,313,282,1,100,4,"SO47032",13,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"090F-4070-AA","PO4553172367",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
433,20120129,20120210,20120205,313,282,1,100,4,"SO47032",14,1,1,324.4527,324.4527,0,0,300.1188,300.1188,324.4527,25.9562,8.1113,"090F-4070-AA","PO4553172367",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
333,20120129,20120210,20120205,528,282,1,100,4,"SO47035",3,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"661B-492D-B3","PO4698148803",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
453,20120129,20120210,20120205,385,282,1,100,4,"SO47039",15,1,1,35.994,35.994,0,0,24.7459,24.7459,35.994,2.8795,0.8999,"B548-493E-AE","PO5684166879",2012-01-29 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000
