Season,Match_Key,match_date,Ground,Winner,match_result,Toss_Winner,Toss_Decision,Teams,Name,is_winner
"2019","20190508DC",2019-05-08 00:00:00.000,"Visakhapatnam","Delhi Capitals","won by 2 Wickets","Delhi Capitals","field","Team 1","Delhi Capitals",1
"2019","20190508DC",2019-05-08 00:00:00.000,"Visakhapatnam","Delhi Capitals","won by 2 Wickets","Delhi Capitals","field","Team 2","Sunrisers Hyderabad",0
"2010","20100313DC",2010-03-13 00:00:00.000,"Mohali, Chandigarh","Delhi Capitals","won by 5 Wickets","Delhi Capitals","field","Team 1","Kings XI Punjab",0
"2010","20100313DC",2010-03-13 00:00:00.000,"Mohali, Chandigarh","Delhi Capitals","won by 5 Wickets","Delhi Capitals","field","Team 2","Delhi Capitals",1
"2010","20100318RCB",2010-03-18 00:00:00.000,"Bengaluru, Bangalore","Royal Challengers Bangalore","won by 10 Wickets","Royal Challengers Bangalore","field","Team 1","Royal Challengers Bangalore",1
"2010","20100318RCB",2010-03-18 00:00:00.000,"Bengaluru, Bangalore","Royal Challengers Bangalore","won by 10 Wickets","Royal Challengers Bangalore","field","Team 2","Rajasthan Royals",0
"2010","20100319DC",2010-03-19 00:00:00.000,"Cuttack","Deccan Chargers","won by 6 Runs","Kings XI Punjab","field","Team 1","Deccan Chargers",1
"2010","20100319DC",2010-03-19 00:00:00.000,"Cuttack","Deccan Chargers","won by 6 Runs","Kings XI Punjab","field","Team 2","Kings XI Punjab",0
"2010","20100321M",2010-03-21 00:00:00.000,"Chennai","Match","won by 0 Super over","Chennai Super Kings","field","Team 1","Chennai Super Kings",0
"2010","20100321M",2010-03-21 00:00:00.000,"Chennai","Match","won by 0 Super over","Chennai Super Kings","field","Team 2","Kings XI Punjab",0
"2010","20100323RCB",2010-03-23 00:00:00.000,"Bengaluru, Bangalore","Royal Challengers Bangalore","won by 36 Runs","Chennai Super Kings","field","Team 1","Royal Challengers Bangalore",1
"2010","20100323RCB",2010-03-23 00:00:00.000,"Bengaluru, Bangalore","Royal Challengers Bangalore","won by 36 Runs","Chennai Super Kings","field","Team 2","Chennai Super Kings",0
"2010","20100324RR",2010-03-24 00:00:00.000,"Mohali, Chandigarh","Rajasthan Royals","won by 31 Runs","Kings XI Punjab","field","Team 1","Kings XI Punjab",0
"2010","20100324RR",2010-03-24 00:00:00.000,"Mohali, Chandigarh","Rajasthan Royals","won by 31 Runs","Kings XI Punjab","field","Team 2","Rajasthan Royals",1
"2010","20100325DC",2010-03-25 00:00:00.000,"Bengaluru, Bangalore","Delhi Capitals","won by 17 Runs","Royal Challengers Bangalore","field","Team 1","Royal Challengers Bangalore",0
"2010","20100325DC",2010-03-25 00:00:00.000,"Bengaluru, Bangalore","Delhi Capitals","won by 17 Runs","Royal Challengers Bangalore","field","Team 2","Delhi Capitals",1
"2010","20100408DC",2010-04-08 00:00:00.000,"Bengaluru, Bangalore","Deccan Chargers","won by 7 Wickets","Deccan Chargers","field","Team 1","Royal Challengers Bangalore",0
"2010","20100408DC",2010-04-08 00:00:00.000,"Bengaluru, Bangalore","Deccan Chargers","won by 7 Wickets","Deccan Chargers","field","Team 2","Deccan Chargers",1
"2010","20100410RCB",2010-04-10 00:00:00.000,"Bengaluru, Bangalore","Royal Challengers Bangalore","won by 7 Wickets","Royal Challengers Bangalore","field","Team 1","Royal Challengers Bangalore",1
"2010","20100410RCB",2010-04-10 00:00:00.000,"Bengaluru, Bangalore","Royal Challengers Bangalore","won by 7 Wickets","Royal Challengers Bangalore","field","Team 2","Kolkata Knight Riders",0
"2010","20100411MI",2010-04-11 00:00:00.000,"Jaipur","Mumbai Indians","won by 37 Runs","Rajasthan Royals","field","Team 1","Rajasthan Royals",0
"2010","20100411MI",2010-04-11 00:00:00.000,"Jaipur","Mumbai Indians","won by 37 Runs","Rajasthan Royals","field","Team 2","Mumbai Indians",1
"2010","20100412DC",2010-04-12 00:00:00.000,"Nagpur","Deccan Chargers","won by 13 Runs","Royal Challengers Bangalore","field","Team 1","Deccan Chargers",1
"2010","20100412DC",2010-04-12 00:00:00.000,"Nagpur","Deccan Chargers","won by 13 Runs","Royal Challengers Bangalore","field","Team 2","Royal Challengers Bangalore",0
"2010","20100416DC",2010-04-16 00:00:00.000,"Dharamsala","Deccan Chargers","won by 5 Wickets","Deccan Chargers","field","Team 1","Kings XI Punjab",0
"2010","20100416DC",2010-04-16 00:00:00.000,"Dharamsala","Deccan Chargers","won by 5 Wickets","Deccan Chargers","field","Team 2","Deccan Chargers",1
"2010","20100417MI",2010-04-17 00:00:00.000,"Bengaluru, Bangalore","Mumbai Indians","won by 57 Runs","Royal Challengers Bangalore","field","Team 1","Royal Challengers Bangalore",0
"2010","20100417MI",2010-04-17 00:00:00.000,"Bengaluru, Bangalore","Mumbai Indians","won by 57 Runs","Royal Challengers Bangalore","field","Team 2","Mumbai Indians",1
"2008","20080418KKR",2008-04-18 00:00:00.000,"Bengaluru, Bangalore","Kolkata Knight Riders","won by 140 Runs","Royal Challengers Bangalore","field","Team 1","Royal Challengers Bangalore",0
"2008","20080418KKR",2008-04-18 00:00:00.000,"Bengaluru, Bangalore","Kolkata Knight Riders","won by 140 Runs","Royal Challengers Bangalore","field","Team 2","Kolkata Knight Riders",1
"2008","20080423CSK",2008-04-23 00:00:00.000,"Chennai","Chennai Super Kings","won by 6 Runs","Mumbai Indians","field","Team 1","Chennai Super Kings",1
"2008","20080423CSK",2008-04-23 00:00:00.000,"Chennai","Chennai Super Kings","won by 6 Runs","Mumbai Indians","field","Team 2","Mumbai Indians",0
"2008","20080424RR",2008-04-24 00:00:00.000,"Hyderabad","Rajasthan Royals","won by 3 Wickets","Rajasthan Royals","field","Team 1","Deccan Chargers",0
"2008","20080424RR",2008-04-24 00:00:00.000,"Hyderabad","Rajasthan Royals","won by 3 Wickets","Rajasthan Royals","field","Team 2","Rajasthan Royals",1
"2008","20080425KXP",2008-04-25 00:00:00.000,"Mohali, Chandigarh","Kings XI Punjab","won by 66 Runs","Mumbai Indians","field","Team 1","Kings XI Punjab",1
"2008","20080425KXP",2008-04-25 00:00:00.000,"Mohali, Chandigarh","Kings XI Punjab","won by 66 Runs","Mumbai Indians","field","Team 2","Mumbai Indians",0
"2008","20080426RR",2008-04-26 00:00:00.000,"Bengaluru, Bangalore","Rajasthan Royals","won by 7 Wickets","Rajasthan Royals","field","Team 1","Royal Challengers Bangalore",0
"2008","20080426RR",2008-04-26 00:00:00.000,"Bengaluru, Bangalore","Rajasthan Royals","won by 7 Wickets","Rajasthan Royals","field","Team 2","Rajasthan Royals",1
"2008","20080501KXP",2008-05-01 00:00:00.000,"Hyderabad","Kings XI Punjab","won by 7 Wickets","Kings XI Punjab","field","Team 1","Deccan Chargers",0
"2008","20080501KXP",2008-05-01 00:00:00.000,"Hyderabad","Kings XI Punjab","won by 7 Wickets","Kings XI Punjab","field","Team 2","Kings XI Punjab",1
"2008","20080503RCB",2008-05-03 00:00:00.000,"Bengaluru, Bangalore","Royal Challengers Bangalore","won by 3 Runs","Deccan Chargers","field","Team 1","Royal Challengers Bangalore",1
"2008","20080503RCB",2008-05-03 00:00:00.000,"Bengaluru, Bangalore","Royal Challengers Bangalore","won by 3 Runs","Deccan Chargers","field","Team 2","Deccan Chargers",0
"2008","20080506DC",2008-05-06 00:00:00.000,"Chennai","Deccan Chargers","won by 7 Wickets","Deccan Chargers","field","Team 1","Chennai Super Kings",0
"2008","20080506DC",2008-05-06 00:00:00.000,"Chennai","Deccan Chargers","won by 7 Wickets","Deccan Chargers","field","Team 2","Deccan Chargers",1
"2008","20080509RR",2008-05-09 00:00:00.000,"Jaipur","Rajasthan Royals","won by 8 Wickets","Rajasthan Royals","field","Team 1","Rajasthan Royals",1
"2008","20080509RR",2008-05-09 00:00:00.000,"Jaipur","Rajasthan Royals","won by 8 Wickets","Rajasthan Royals","field","Team 2","Deccan Chargers",0
"2008","20080510CSK",2008-05-10 00:00:00.000,"Chennai","Chennai Super Kings","won by 18 Runs","Kings XI Punjab","field","Team 1","Chennai Super Kings",1
"2008","20080510CSK",2008-05-10 00:00:00.000,"Chennai","Chennai Super Kings","won by 18 Runs","Kings XI Punjab","field","Team 2","Kings XI Punjab",0
"2008","20080511RR",2008-05-11 00:00:00.000,"Jaipur","Rajasthan Royals","won by 3 Wickets","Rajasthan Royals","field","Team 1","Rajasthan Royals",1
"2008","20080511RR",2008-05-11 00:00:00.000,"Jaipur","Rajasthan Royals","won by 3 Wickets","Rajasthan Royals","field","Team 2","Delhi Capitals",0
"2008","20080517RR",2008-05-17 00:00:00.000,"Jaipur","Rajasthan Royals","won by 65 Runs","Royal Challengers Bangalore","field","Team 1","Rajasthan Royals",1
"2008","20080517RR",2008-05-17 00:00:00.000,"Jaipur","Rajasthan Royals","won by 65 Runs","Royal Challengers Bangalore","field","Team 2","Royal Challengers Bangalore",0
"2008","20080518MI",2008-05-18 00:00:00.000,"Hyderabad","Mumbai Indians","won by 25 Runs","Deccan Chargers","field","Team 1","Deccan Chargers",0
"2008","20080518MI",2008-05-18 00:00:00.000,"Hyderabad","Mumbai Indians","won by 25 Runs","Deccan Chargers","field","Team 2","Mumbai Indians",1
"2008","20080519DC",2008-05-19 00:00:00.000,"Bengaluru, Bangalore","Delhi Capitals","won by 5 Wickets","Delhi Capitals","field","Team 1","Royal Challengers Bangalore",0
"2008","20080519DC",2008-05-19 00:00:00.000,"Bengaluru, Bangalore","Delhi Capitals","won by 5 Wickets","Delhi Capitals","field","Team 2","Delhi Capitals",1
"2008","20080526RR",2008-05-26 00:00:00.000,"Jaipur","Rajasthan Royals","won by 5 Wickets","Rajasthan Royals","field","Team 1","Rajasthan Royals",1
"2008","20080526RR",2008-05-26 00:00:00.000,"Jaipur","Rajasthan Royals","won by 5 Wickets","Rajasthan Royals","field","Team 2","Mumbai Indians",0
"2008","20080528MI",2008-05-28 00:00:00.000,"Bengaluru, Bangalore","Mumbai Indians","won by 9 Wickets","Mumbai Indians","field","Team 1","Royal Challengers Bangalore",0
"2008","20080528MI",2008-05-28 00:00:00.000,"Bengaluru, Bangalore","Mumbai Indians","won by 9 Wickets","Mumbai Indians","field","Team 2","Mumbai Indians",1
"2008","20080528KXP",2008-05-28 00:00:00.000,"Mohali, Chandigarh","Kings XI Punjab","won by 41 Runs","Rajasthan Royals","field","Team 1","Kings XI Punjab",1
"2008","20080528KXP",2008-05-28 00:00:00.000,"Mohali, Chandigarh","Kings XI Punjab","won by 41 Runs","Rajasthan Royals","field","Team 2","Rajasthan Royals",0
"2011","20110409RR",2011-04-09 00:00:00.000,"Hyderabad (Deccan)","Rajasthan Royals","won by 8 Wickets","Rajasthan Royals","field","Team 1","Deccan Chargers",0
"2011","20110409RR",2011-04-09 00:00:00.000,"Hyderabad (Deccan)","Rajasthan Royals","won by 8 Wickets","Rajasthan Royals","field","Team 2","Rajasthan Royals",1
"2011","20110414DC",2011-04-14 00:00:00.000,"Hyderabad (Deccan)","Deccan Chargers","won by 33 Runs","Royal Challengers Bangalore","field","Team 1","Deccan Chargers",1
"2011","20110414DC",2011-04-14 00:00:00.000,"Hyderabad (Deccan)","Deccan Chargers","won by 33 Runs","Royal Challengers Bangalore","field","Team 2","Royal Challengers Bangalore",0
"2011","20110416KXP",2011-04-16 00:00:00.000,"Hyderabad (Deccan)","Kings XI Punjab","won by 8 Wickets","Kings XI Punjab","field","Team 1","Deccan Chargers",0
"2011","20110416KXP",2011-04-16 00:00:00.000,"Hyderabad (Deccan)","Kings XI Punjab","won by 8 Wickets","Kings XI Punjab","field","Team 2","Kings XI Punjab",1
"2011","20110424MI",2011-04-24 00:00:00.000,"Hyderabad (Deccan)","Mumbai Indians","won by 37 Runs","Deccan Chargers","field","Team 1","Deccan Chargers",0
"2011","20110424MI",2011-04-24 00:00:00.000,"Hyderabad (Deccan)","Mumbai Indians","won by 37 Runs","Deccan Chargers","field","Team 2","Mumbai Indians",1
"2011","20110503KKR",2011-05-03 00:00:00.000,"Hyderabad (Deccan)","Kolkata Knight Riders","won by 20 Runs","Deccan Chargers","field","Team 1","Deccan Chargers",0
"2011","20110503KKR",2011-05-03 00:00:00.000,"Hyderabad (Deccan)","Kolkata Knight Riders","won by 20 Runs","Deccan Chargers","field","Team 2","Kolkata Knight Riders",1
"2011","20110505DC",2011-05-05 00:00:00.000,"Hyderabad (Deccan)","Delhi Capitals","won by 4 Wickets","Delhi Capitals","field","Team 1","Deccan Chargers",0
"2011","20110505DC",2011-05-05 00:00:00.000,"Hyderabad (Deccan)","Delhi Capitals","won by 4 Wickets","Delhi Capitals","field","Team 2","Delhi Capitals",1
"2012","20120508KXP",2012-05-08 00:00:00.000,"Hyderabad (Deccan)","Kings XI Punjab","won by 25 Runs","Deccan Chargers","field","Team 1","Deccan Chargers",0
"2012","20120508KXP",2012-05-08 00:00:00.000,"Hyderabad (Deccan)","Kings XI Punjab","won by 25 Runs","Deccan Chargers","field","Team 2","Kings XI Punjab",1
"2012","20120520DC",2012-05-20 00:00:00.000,"Hyderabad (Deccan)","Deccan Chargers","won by 9 Runs","Royal Challengers Bangalore","field","Team 1","Deccan Chargers",1
"2012","20120520DC",2012-05-20 00:00:00.000,"Hyderabad (Deccan)","Deccan Chargers","won by 9 Runs","Royal Challengers Bangalore","field","Team 2","Royal Challengers Bangalore",0
"2013","20130405SH",2013-04-05 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 22 Runs","Pune Warriors","field","Team 1","Sunrisers Hyderabad",1
"2013","20130405SH",2013-04-05 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 22 Runs","Pune Warriors","field","Team 2","Pune Warriors",0
"2013","20130508CSK",2013-05-08 00:00:00.000,"Hyderabad (Deccan)","Chennai Super Kings","won by 77 Runs","Sunrisers Hyderabad","field","Team 1","Sunrisers Hyderabad",0
"2013","20130508CSK",2013-05-08 00:00:00.000,"Hyderabad (Deccan)","Chennai Super Kings","won by 77 Runs","Sunrisers Hyderabad","field","Team 2","Chennai Super Kings",1
"2015","20150502SH",2015-05-02 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 22 Runs","Chennai Super Kings","field","Team 1","Sunrisers Hyderabad",1
"2015","20150502SH",2015-05-02 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 22 Runs","Chennai Super Kings","field","Team 2","Chennai Super Kings",0
"2016","20160418SH",2016-04-18 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 7 Wickets","Sunrisers Hyderabad","field","Team 1","Sunrisers Hyderabad",1
"2016","20160418SH",2016-04-18 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 7 Wickets","Sunrisers Hyderabad","field","Team 2","Mumbai Indians",0
"2016","20160423SH",2016-04-23 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 5 Wickets","Sunrisers Hyderabad","field","Team 1","Sunrisers Hyderabad",1
"2016","20160423SH",2016-04-23 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 5 Wickets","Sunrisers Hyderabad","field","Team 2","Kings XI Punjab",0
"2016","20160426RPS",2016-04-26 00:00:00.000,"Hyderabad (Deccan)","Rising Pune Supergiant","won by 34 Runs","Rising Pune Supergiants","field","Team 1","Sunrisers Hyderabad",0
"2016","20160426RPS",2016-04-26 00:00:00.000,"Hyderabad (Deccan)","Rising Pune Supergiant","won by 34 Runs","Rising Pune Supergiants","field","Team 2","Rising Pune Supergiant",1
"2016","20160430SH",2016-04-30 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 15 Runs","Royal Challengers Bangalore","field","Team 1","Sunrisers Hyderabad",1
"2016","20160430SH",2016-04-30 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 15 Runs","Royal Challengers Bangalore","field","Team 2","Royal Challengers Bangalore",0
"2016","20160506SH",2016-05-06 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 5 Wickets","Sunrisers Hyderabad","field","Team 1","Sunrisers Hyderabad",1
"2016","20160506SH",2016-05-06 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 5 Wickets","Sunrisers Hyderabad","field","Team 2","Gujarat Lions",0
"2016","20160512DC",2016-05-12 00:00:00.000,"Hyderabad (Deccan)","Delhi Capitals","won by 7 Wickets","Delhi Capitals","field","Team 1","Sunrisers Hyderabad",0
"2016","20160512DC",2016-05-12 00:00:00.000,"Hyderabad (Deccan)","Delhi Capitals","won by 7 Wickets","Delhi Capitals","field","Team 2","Delhi Capitals",1
"2017","20170405SH",2017-04-05 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 35 Runs","Royal Challengers Bangalore","field","Team 1","Sunrisers Hyderabad",1
"2017","20170405SH",2017-04-05 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 35 Runs","Royal Challengers Bangalore","field","Team 2","Royal Challengers Bangalore",0
"2017","20170409SH",2017-04-09 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 9 Wickets","Sunrisers Hyderabad","field","Team 1","Sunrisers Hyderabad",1
"2017","20170409SH",2017-04-09 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 9 Wickets","Sunrisers Hyderabad","field","Team 2","Gujarat Lions",0
"2017","20170417SH",2017-04-17 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 5 Runs","Kings XI Punjab","field","Team 1","Sunrisers Hyderabad",1
"2017","20170417SH",2017-04-17 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 5 Runs","Kings XI Punjab","field","Team 2","Kings XI Punjab",0
"2017","20170430SH",2017-04-30 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 48 Runs","Kolkata Knight Riders","field","Team 1","Sunrisers Hyderabad",1
"2017","20170430SH",2017-04-30 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 48 Runs","Kolkata Knight Riders","field","Team 2","Kolkata Knight Riders",0
"2017","20170506RPS",2017-05-06 00:00:00.000,"Hyderabad (Deccan)","Rising Pune Supergiant","won by 12 Runs","Sunrisers Hyderabad","field","Team 1","Sunrisers Hyderabad",0
"2017","20170506RPS",2017-05-06 00:00:00.000,"Hyderabad (Deccan)","Rising Pune Supergiant","won by 12 Runs","Sunrisers Hyderabad","field","Team 2","Rising Pune Supergiant",1
"2018","20180409SH",2018-04-09 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 9 Wickets","Sunrisers Hyderabad","field","Team 1","Sunrisers Hyderabad",1
"2018","20180409SH",2018-04-09 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 9 Wickets","Sunrisers Hyderabad","field","Team 2","Rajasthan Royals",0
"2018","20180412SH",2018-04-12 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 1 Wickets","Sunrisers Hyderabad","field","Team 1","Sunrisers Hyderabad",1
"2018","20180412SH",2018-04-12 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 1 Wickets","Sunrisers Hyderabad","field","Team 2","Mumbai Indians",0
"2018","20180422CSK",2018-04-22 00:00:00.000,"Hyderabad (Deccan)","Chennai Super Kings","won by 4 Runs","Sunrisers Hyderabad","field","Team 1","Sunrisers Hyderabad",0
"2018","20180422CSK",2018-04-22 00:00:00.000,"Hyderabad (Deccan)","Chennai Super Kings","won by 4 Runs","Sunrisers Hyderabad","field","Team 2","Chennai Super Kings",1
"2018","20180426SH",2018-04-26 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 13 Runs","Kings XI Punjab","field","Team 1","Sunrisers Hyderabad",1
"2018","20180426SH",2018-04-26 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 13 Runs","Kings XI Punjab","field","Team 2","Kings XI Punjab",0
"2018","20180507SH",2018-05-07 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 5 Runs","Royal Challengers Bangalore","field","Team 1","Sunrisers Hyderabad",1
"2018","20180507SH",2018-05-07 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 5 Runs","Royal Challengers Bangalore","field","Team 2","Royal Challengers Bangalore",0
"2019","20190331SH",2019-03-31 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 118 Runs","Royal Challengers Bangalore","field","Team 1","Sunrisers Hyderabad",1
"2019","20190331SH",2019-03-31 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 118 Runs","Royal Challengers Bangalore","field","Team 2","Royal Challengers Bangalore",0
"2019","20190406MI",2019-04-06 00:00:00.000,"Hyderabad (Deccan)","Mumbai Indians","won by 40 Runs","Sunrisers Hyderabad","field","Team 1","Sunrisers Hyderabad",0
"2019","20190406MI",2019-04-06 00:00:00.000,"Hyderabad (Deccan)","Mumbai Indians","won by 40 Runs","Sunrisers Hyderabad","field","Team 2","Mumbai Indians",1
"2019","20190414DC",2019-04-14 00:00:00.000,"Hyderabad (Deccan)","Delhi Capitals","won by 39 Runs","Sunrisers Hyderabad","field","Team 1","Sunrisers Hyderabad",0
"2019","20190414DC",2019-04-14 00:00:00.000,"Hyderabad (Deccan)","Delhi Capitals","won by 39 Runs","Sunrisers Hyderabad","field","Team 2","Delhi Capitals",1
"2019","20190421SH",2019-04-21 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 9 Wickets","Sunrisers Hyderabad","field","Team 1","Sunrisers Hyderabad",1
"2019","20190421SH",2019-04-21 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 9 Wickets","Sunrisers Hyderabad","field","Team 2","Kolkata Knight Riders",0
"2019","20190429SH",2019-04-29 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 45 Runs","Kings XI Punjab","field","Team 1","Sunrisers Hyderabad",1
"2019","20190429SH",2019-04-29 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 45 Runs","Kings XI Punjab","field","Team 2","Kings XI Punjab",0
"2011","20110423DC",2011-04-23 00:00:00.000,"Delhi","Delhi Capitals","won by 29 Runs","Kings XI Punjab","field","Team 1","Delhi Capitals",1
"2011","20110423DC",2011-04-23 00:00:00.000,"Delhi","Delhi Capitals","won by 29 Runs","Kings XI Punjab","field","Team 2","Kings XI Punjab",0
"2011","20110426RCB",2011-04-26 00:00:00.000,"Delhi","Royal Challengers Bangalore","won by 3 Wickets","Royal Challengers Bangalore","field","Team 1","Delhi Capitals",0
"2011","20110426RCB",2011-04-26 00:00:00.000,"Delhi","Royal Challengers Bangalore","won by 3 Wickets","Royal Challengers Bangalore","field","Team 2","Royal Challengers Bangalore",1
"2011","20110428KKR",2011-04-28 00:00:00.000,"Delhi","Kolkata Knight Riders","won by 17 Runs","Delhi Capitals","field","Team 1","Delhi Capitals",0
"2011","20110428KKR",2011-04-28 00:00:00.000,"Delhi","Kolkata Knight Riders","won by 17 Runs","Delhi Capitals","field","Team 2","Kolkata Knight Riders",1
"2011","20110502KTK",2011-05-02 00:00:00.000,"Delhi","Kochi Tuskers Kerala","won by 7 Wickets","Kochi Tuskers Kerala","field","Team 1","Delhi Capitals",0
"2011","20110502KTK",2011-05-02 00:00:00.000,"Delhi","Kochi Tuskers Kerala","won by 7 Wickets","Kochi Tuskers Kerala","field","Team 2","Kochi Tuskers Kerala",1
"2012","20120410DC",2012-04-10 00:00:00.000,"Delhi","Delhi Capitals","won by 8 Wickets","Delhi Capitals","field","Team 1","Delhi Capitals",1
"2012","20120410DC",2012-04-10 00:00:00.000,"Delhi","Delhi Capitals","won by 8 Wickets","Delhi Capitals","field","Team 2","Chennai Super Kings",0
"2012","20120421PW",2012-04-21 00:00:00.000,"Delhi","Pune Warriors","won by 20 Runs","Delhi Capitals","field","Team 1","Delhi Capitals",0
"2012","20120421PW",2012-04-21 00:00:00.000,"Delhi","Pune Warriors","won by 20 Runs","Delhi Capitals","field","Team 2","Pune Warriors",1
"2012","20120427DC",2012-04-27 00:00:00.000,"Delhi","Delhi Capitals","won by 37 Runs","Mumbai Indians","field","Team 1","Delhi Capitals",1
"2012","20120427DC",2012-04-27 00:00:00.000,"Delhi","Delhi Capitals","won by 37 Runs","Mumbai Indians","field","Team 2","Mumbai Indians",0
"2012","20120517RCB",2012-05-17 00:00:00.000,"Delhi","Royal Challengers Bangalore","won by 21 Runs","Delhi Capitals","field","Team 1","Delhi Capitals",0
"2012","20120517RCB",2012-05-17 00:00:00.000,"Delhi","Royal Challengers Bangalore","won by 21 Runs","Delhi Capitals","field","Team 2","Royal Challengers Bangalore",1
"2013","20130423KXP",2013-04-23 00:00:00.000,"Delhi","Kings XI Punjab","won by 5 Wickets","Kings XI Punjab","field","Team 1","Delhi Capitals",0
"2013","20130423KXP",2013-04-23 00:00:00.000,"Delhi","Kings XI Punjab","won by 5 Wickets","Kings XI Punjab","field","Team 2","Kings XI Punjab",1
"2013","20130510RCB",2013-05-10 00:00:00.000,"Delhi","Royal Challengers Bangalore","won by 4 Runs","Delhi Capitals","field","Team 1","Delhi Capitals",0
"2013","20130510RCB",2013-05-10 00:00:00.000,"Delhi","Royal Challengers Bangalore","won by 4 Runs","Delhi Capitals","field","Team 2","Royal Challengers Bangalore",1
"2014","20140503RR",2014-05-03 00:00:00.000,"Delhi","Rajasthan Royals","won by 7 Wickets","Rajasthan Royals","field","Team 1","Delhi Capitals",0
"2014","20140503RR",2014-05-03 00:00:00.000,"Delhi","Rajasthan Royals","won by 7 Wickets","Rajasthan Royals","field","Team 2","Rajasthan Royals",1
"2014","20140505CSK",2014-05-05 00:00:00.000,"Delhi","Chennai Super Kings","won by 8 Wickets","Chennai Super Kings","field","Team 1","Delhi Capitals",0
"2014","20140505CSK",2014-05-05 00:00:00.000,"Delhi","Chennai Super Kings","won by 8 Wickets","Chennai Super Kings","field","Team 2","Chennai Super Kings",1
"2014","20140510SH",2014-05-10 00:00:00.000,"Delhi","Sunrisers Hyderabad","won by 8 Wickets","Sunrisers Hyderabad","field","Team 1","Delhi Capitals",0
"2014","20140510SH",2014-05-10 00:00:00.000,"Delhi","Sunrisers Hyderabad","won by 8 Wickets","Sunrisers Hyderabad","field","Team 2","Sunrisers Hyderabad",1
"2014","20140519KXP",2014-05-19 00:00:00.000,"Delhi","Kings XI Punjab","won by 4 Wickets","Kings XI Punjab","field","Team 1","Delhi Capitals",0
"2014","20140519KXP",2014-05-19 00:00:00.000,"Delhi","Kings XI Punjab","won by 4 Wickets","Kings XI Punjab","field","Team 2","Kings XI Punjab",1
"2015","20150412RR",2015-04-12 00:00:00.000,"Delhi","Rajasthan Royals","won by 3 Wickets","Rajasthan Royals","field","Team 1","Delhi Capitals",0
"2015","20150412RR",2015-04-12 00:00:00.000,"Delhi","Rajasthan Royals","won by 3 Wickets","Rajasthan Royals","field","Team 2","Rajasthan Royals",1
"2015","20150423DC",2015-04-23 00:00:00.000,"Delhi","Delhi Capitals","won by 37 Runs","Mumbai Indians","field","Team 1","Delhi Capitals",1
"2015","20150423DC",2015-04-23 00:00:00.000,"Delhi","Delhi Capitals","won by 37 Runs","Mumbai Indians","field","Team 2","Mumbai Indians",0
"2015","20150426RCB",2015-04-26 00:00:00.000,"Delhi","Royal Challengers Bangalore","won by 10 Wickets","Royal Challengers Bangalore","field","Team 1","Delhi Capitals",0
"2015","20150426RCB",2015-04-26 00:00:00.000,"Delhi","Royal Challengers Bangalore","won by 10 Wickets","Royal Challengers Bangalore","field","Team 2","Royal Challengers Bangalore",1
