Season,match_key,match_no,batsmen,player_key,wicket_status,R,B,M,fours,sixes,SR,special_role,match_date
2012,"20120429DC","35th match (N)","IR Jaggi",1158,"not out",10,7,14,0,0,142.85,"normal player",2012-04-26 00:00:00.000
2012,"20120429MI","36th match (N)","NV Ojha",1116,"not out",5,4,9,0,0,125,"wicket keeper",2012-04-27 00:00:00.000
2012,"20120503MI","41","JA Morkel",1065,"not out",13,8,11,0,0,162.5,"normal player",2012-04-30 00:00:00.000
2012,"20120504CSK","42nd match (D/N)","JP Duminy",1004,"not out",4,3,7,0,0,133.33,"normal player",2012-01-05 00:00:00.000
2012,"20120505RR","44th match (N)","P Dogra",1256,"not out",3,5,9,0,0,60,"normal player",2012-02-05 00:00:00.000
2012,"20120505RR","44th match (N)","AUK Pathan",1164,"not out",2,3,4,0,0,66.66,"normal player",2012-02-05 00:00:00.000
2012,"20120507KKR","47th match (D/N)","MK Tiwary",1077,"not out",6,4,5,0,0,150,"normal player",2012-05-05 00:00:00.000
2012,"20120508KXP","48th match (N)","AM Nayar",1006,"not out",9,8,25,0,0,112.5,"normal player",2012-05-05 00:00:00.000
2012,"20120510CSK","51","DB Das",1240,"not out",1,3,5,0,0,33.33,"normal player",2012-07-05 00:00:00.000
2012,"20120510CSK","51","YK Pathan",1033,"not out",7,11,19,0,0,63.63,"normal player",2012-07-05 00:00:00.000
2012,"20120511RCB","53rd match (N)","SD Chitnis",1140,"not out",6,5,13,0,0,120,"normal player",2012-08-05 00:00:00.000
2012,"20120510DC","52nd match (D/N)","OA Shah",1225,"not out",4,7,11,0,0,57.14,"normal player",2012-08-05 00:00:00.000
2012,"20120514MI","59th match (N)","IK Pathan",1045,"not out",13,17,30,0,0,76.47,"normal player",2012-12-05 00:00:00.000
2012,"20120515DC","60th match (D/N)","M Kartik",1058,"not out",8,9,17,0,0,88.88,"normal player",2012-05-13 00:00:00.000
2012,"20120515DC","60th match (D/N)","STR Binny",1197,"not out",6,5,8,0,0,120,"normal player",2012-05-13 00:00:00.000
2012,"20120517RCB","63rd match (N)","RA Jadeja",1035,"not out",3,2,4,0,0,150,"normal player",2012-05-14 00:00:00.000
2012,"20120517KXP","62nd match (D/N)","Z Khan",1008,"not out",1,3,11,0,0,33.33,"normal player",2012-05-14 00:00:00.000
2012,"20120518DC","64th match (N)","P Awana",1263,"not out",4,5,8,0,0,80,"normal player",2012-05-15 00:00:00.000
2012,"20120523CSK","69th match (D/N)","P Kumar",1026,"not out",3,2,3,0,0,150,"normal player",2012-05-19 00:00:00.000
2012,"20120522KKR","70th match (N)","B Kumar",1232,"not out",3,6,8,0,0,50,"normal player",2012-05-19 00:00:00.000
2012,"20120522KKR","70th match (N)","AG Murtaza",1211,"not out",3,5,4,0,0,60,"normal player",2012-05-19 00:00:00.000
2012,"20120522KKR","70th match (N)","MK Tiwary",1077,"not out",8,9,19,0,0,88.88,"normal player",2012-05-19 00:00:00.000
2013,"20130408RR","5th match (N)","AS Rajpoot",1285,"not out",2,6,15,0,0,33.33,"normal player",2013-06-04 00:00:00.000
2013,"20130409MI","4th match (D/N)","R Shukla",1283,"not out",1,2,2,0,0,50,"normal player",2013-06-04 00:00:00.000
2013,"20130411PW","8th match (N)","S Sreesanth",1127,"not out",1,2,3,0,0,50,"normal player",2013-08-04 00:00:00.000
2013,"20130412SH","9th match (D/N)","GH Vihari",1281,"not out",4,3,4,0,0,133.33,"normal player",2013-09-04 00:00:00.000
2013,"20130413CSK","11th match (N)","P Awana",1263,"not out",1,5,6,0,0,20,"normal player",2013-10-04 00:00:00.000
2013,"20130415PW","16th match (N)","CH Morris",1292,"not out",7,4,7,0,0,175,"normal player",2013-04-13 00:00:00.000
2013,"20130416KXP","15th match (D/N)","B Kumar",1232,"not out",6,11,19,0,0,54.54,"normal player",2013-04-13 00:00:00.000
2013,"20130417RR","17th match (D/N)","KV Sharma",1073,"not out",5,9,13,0,0,55.55,"normal player",2013-04-14 00:00:00.000
2013,"20130416TIE","18th match (N)","RJ Harris",1126,"not out",2,3,15,0,0,66.66,"normal player",2013-04-14 00:00:00.000
2013,"20130418CSK","20th match (D/N)","SP Narine",1253,"not out",1,2,7,0,0,50,"normal player",2013-04-16 00:00:00.000
2013,"20130421DC","24th match (N)","S Nadeem",1187,"not out",2,7,11,0,0,28.57,"normal player",2013-04-18 00:00:00.000
2013,"20130421KXP","25th match (N)","P Kumar",1026,"not out",3,6,6,0,0,50,"normal player",2013-04-19 00:00:00.000
2013,"20130422CSK","26th match (D/N)","SMSM Senanayake",1294,"not out",7,13,19,0,0,53.84,"normal player",2013-04-20 00:00:00.000
2013,"20130423KXP","27th match (N)","A Chandila",1275,"not out",4,6,15,0,0,66.66,"normal player",2013-04-20 00:00:00.000
2013,"20130424MI","29th match (N)","SPD Smith",1242,"not out",6,9,28,0,0,66.66,"normal player",2013-04-21 00:00:00.000
2013,"20130430CSK","39th match (N)","M Manhas",1092,"not out",2,4,8,0,0,50,"normal player",2013-04-28 00:00:00.000
2013,"20130506KXP","47th match (N)","STR Binny",1197,"not out",3,5,11,0,0,60,"normal player",2013-03-05 00:00:00.000
2013,"20130507MI","48th match (N)","UT Yadav",1167,"not out",2,5,4,0,0,40,"normal player",2013-04-05 00:00:00.000
2013,"20130507RR","49th match (D/N)","B Laughlin",1284,"not out",4,8,14,0,0,50,"normal player",2013-05-05 00:00:00.000
2013,"20130508CSK","50th match (N)","JP Faulkner",1246,"not out",3,2,3,0,0,150,"normal player",2013-05-05 00:00:00.000
2013,"20130509RR","53rd match (N)","Iqbal Abdulla",1157,"not out",6,11,20,0,0,54.54,"normal player",2013-07-05 00:00:00.000
2013,"20130511SH","55th match (D/N)","R Sathish",1200,"not out",4,3,5,0,0,133.33,"normal player",2013-09-05 00:00:00.000
2013,"20130514CSK","59th match (N)","DW Steyn",1028,"not out",1,3,5,0,0,33.33,"normal player",2013-11-05 00:00:00.000
2013,"20130513MI","58th match (D/N)","Parvez Rasool",1310,"not out",4,5,12,0,0,80,"normal player",2013-11-05 00:00:00.000
2013,"20130514KXP","60th match (D/N)","R Bhatia",1122,"not out",3,4,9,0,0,75,"normal player",2013-12-05 00:00:00.000
2013,"20130515MI","61","RA Jadeja",1035,"not out",12,14,32,0,0,85.71,"normal player",2013-12-05 00:00:00.000
2013,"20130515PW","62nd match (N)","NLTC Perera",1203,"not out",2,5,9,0,0,40,"normal player",2013-05-13 00:00:00.000
2013,"20130516KXP","64th match (N)","S Kaul",1312,"not out",7,9,8,0,0,77.77,"normal player",2013-05-14 00:00:00.000
2013,"20130518KXP","65th match (D/N)","SMSM Senanayake",1294,"not out",2,1,1,0,0,200,"normal player",2013-05-15 00:00:00.000
2013,"20130519SH","68th match (N)","NLTC Perera",1203,"not out",17,13,19,0,0,130.76,"normal player",2013-05-17 00:00:00.000
2013,"20130519SH","68th match (N)","PV Tambe",1315,"not out",3,6,12,0,0,50,"normal player",2013-05-17 00:00:00.000
2013,"20130524MI","71","UT Yadav",1167,"not out",8,9,15,0,0,88.88,"normal player",2013-05-19 00:00:00.000
2013,"20130526MI","72nd match (N)","Iqbal Abdulla",1157,"not out",2,3,4,0,0,66.66,"normal player",2013-05-19 00:00:00.000
2014,"20140417RCB","Eliminator (N)","DW Steyn",1028,"not out",4,2,2,0,0,200,"normal player",2013-05-22 00:00:00.000
2014,"20140419DC","1","KA Pollard",1183,"not out",6,8,24,0,0,75,"normal player",2014-04-16 00:00:00.000
2014,"20140422KXP","5th match","PP Ojha",1090,"not out",1,5,5,0,0,20,"normal player",2014-04-19 00:00:00.000
2014,"20140425CSK","8th match (N)","JD Unadkat",1288,"not out",1,5,4,0,0,20,"normal player",2014-04-21 00:00:00.000
2014,"20140425SH","9th match (N)","A Mishra",1099,"not out",4,5,8,0,0,80,"normal player",2014-04-22 00:00:00.000
2014,"20140426RR","11th match (N)","JA Morkel",1065,"not out",6,5,7,0,0,120,"normal player",2014-04-24 00:00:00.000
2014,"20140428KXP","15th match (N)","Sandeep Sharma",1311,"not out",2,5,4,0,0,40,"normal player",2014-04-26 00:00:00.000
2014,"20140428KXP","15th match (N)","M Morkel",1136,"not out",4,3,4,0,0,133.33,"normal player",2014-04-26 00:00:00.000
2014,"20140502CSK","17th match (N)","M Manhas",1092,"not out",3,4,7,0,0,75,"normal player",2014-04-27 00:00:00.000
2014,"20140503MI","18th match (N)","AB Dinda",1060,"not out",2,5,3,0,0,40,"normal player",2014-04-28 00:00:00.000
2014,"20140503MI","18th match (N)","VR Aaron",1229,"not out",11,15,24,0,0,73.33,"normal player",2014-04-28 00:00:00.000
2014,"20140503RR","19th match (N)","JP Faulkner",1246,"not out",2,1,2,0,0,200,"normal player",2014-04-29 00:00:00.000
2014,"20140504RCB","20th match (N)","Z Khan",1008,"not out",1,2,8,0,0,50,"normal player",2014-04-30 00:00:00.000
2014,"20140507KKR","24th match (N)","HV Patel",1248,"not out",1,2,3,0,0,50,"normal player",2014-04-05 00:00:00.000
2014,"20140507KXP","25th match (D/N)","SA Yadav",1244,"not out",9,17,28,0,0,52.94,"normal player",2014-05-05 00:00:00.000
2014,"20140509KXP","27th match (N)","AB Dinda",1060,"not out",2,4,7,0,0,50,"normal player",2014-06-05 00:00:00.000
2014,"20140512MI","32nd match (D/N)","R Shukla",1283,"not out",2,3,4,0,0,66.66,"normal player",2014-10-05 00:00:00.000
2014,"20140513RCB","34th match (D/N)","GJ Bailey",1148,"not out",12,11,24,0,0,109.09,"captain",2014-11-05 00:00:00.000
2014,"20140514KKR","35th match (N)","PA Patel",1010,"not out",2,1,2,0,0,200,"wicket keeper",2014-11-05 00:00:00.000
2014,"20140514KXP","36th match (N)","KA Pollard",1183,"not out",6,7,10,0,0,85.71,"normal player",2014-12-05 00:00:00.000
2014,"20140515RR","37th match (D/N)","DH Yagnik",1198,"not out",4,6,9,0,0,66.66,"wicket keeper",2014-05-13 00:00:00.000
2014,"20140518KKR","38th match (N)","R Shukla",1283,"not out",2,6,13,0,0,33.33,"normal player",2014-05-13 00:00:00.000
2014,"20140519KXP","40th match (N)","KA Pollard",1183,"not out",10,11,17,0,0,90.9,"normal player",2014-05-14 00:00:00.000
2014,"20140519KXP","40th match (N)","AP Tare",1313,"not out",2,3,2,0,0,66.66,"normal player",2014-05-14 00:00:00.000
2014,"20140520KKR","42nd match (D/N)","RA Jadeja",1035,"not out",10,9,16,0,0,111.11,"normal player",2014-05-18 00:00:00.000
2014,"20140522KKR","45th match (N)","Mohammed Shami",1289,"not out",1,2,2,0,0,50,"normal player",2014-05-19 00:00:00.000
2014,"20140523KXP","47th match (N)","MK Pandey",1105,"not out",18,28,48,0,0,64.28,"normal player",2014-05-20 00:00:00.000
2014,"20140525MI","52nd match (N)","VS Malik",1337,"not out",1,2,14,0,0,50,"normal player",2014-05-23 00:00:00.000
2014,"20140530KXP","53rd match (D/N)","S Rana",1235,"not out",5,6,13,0,0,83.33,"normal player",2014-05-24 00:00:00.000
2014,"20140601KKR","55th match (D/N)","S Nadeem",1187,"not out",3,7,22,0,0,42.85,"normal player",2014-05-25 00:00:00.000
2015,"20150410RR","Qualifier 2 (N)","MM Sharma",1307,"not out",1,3,17,0,0,33.33,"normal player",2014-05-30 00:00:00.000
2015,"20150411CSK","Final (N)","SP Narine",1253,"not out",2,4,8,0,0,50,"normal player",2014-01-06 00:00:00.000
2015,"20150412KXP","2nd match (N)","MM Sharma",1307,"not out",2,1,1,0,0,200,"normal player",2015-09-04 00:00:00.000
2015,"20150412RR","3rd match (N)","CH Morris",1292,"not out",6,8,14,0,0,75,"normal player",2015-10-04 00:00:00.000
2015,"20150416RR","7th match (N)","MG Johnson",1299,"not out",3,7,17,0,0,42.85,"normal player",2015-12-04 00:00:00.000
2015,"20150423DC","17th match (N)","RN ten Doeschate",1209,"not out",3,2,2,0,0,150,"normal player",2015-04-20 00:00:00.000
2015,"20150426RCB","22nd match (N)","PV Tambe",1315,"not out",2,4,3,0,0,50,"normal player",2015-04-24 00:00:00.000
2015,"20150428CSK","24th match (N)","Sandeep Sharma",1311,"not out",1,4,4,0,0,25,"normal player",2015-04-25 00:00:00.000
2015,"20150428CSK","24th match (N)","Karanveer Singh",1342,"not out",2,5,10,0,0,40,"normal player",2015-04-25 00:00:00.000
2015,"20150427SH","23rd match (D/N)","J Suchith",1345,"not out",9,5,16,0,0,180,"normal player",2015-04-25 00:00:00.000
2015,"20150427SH","23rd match (D/N)","KV Sharma",1073,"not out",2,5,13,0,0,40,"normal player",2015-04-25 00:00:00.000
2015,"20150429nr","26th match (N)","Imran Tahir",1332,"not out",3,4,9,0,0,75,"normal player",2015-04-26 00:00:00.000
2015,"20150501DC","27th match (N)","MG Johnson",1299,"not out",4,6,9,0,0,66.66,"normal player",2015-04-27 00:00:00.000
2015,"20150501MI","28th match (N)","GB Hogg",1254,"not out",2,1,6,0,0,200,"normal player",2015-04-28 00:00:00.000
2015,"20150502SH","30th match (N)","A Nehra",1123,"not out",1,4,6,0,0,25,"normal player",2015-04-30 00:00:00.000
2015,"20150504CSK","33rd match (D/N)","D Wiese",1347,"not out",9,7,12,0,0,128.57,"normal player",2015-02-05 00:00:00.000
2015,"20150504KKR","34th match (N)","RA Jadeja",1035,"not out",14,12,15,0,0,116.66,"normal player",2015-02-05 00:00:00.000
2015,"20150505MI","36th match (N)","A Mishra",1099,"not out",1,3,6,0,0,33.33,"normal player",2015-03-05 00:00:00.000
2015,"20150508MI","39th match (N)","NM Coulter-Nile",1316,"not out",3,2,6,0,0,150,"normal player",2015-05-05 00:00:00.000
2015,"20150516CSK","49th match (N)","RA Jadeja",1035,"not out",3,4,10,0,0,75,"normal player",2015-12-05 00:00:00.000
2015,"20150516CSK","49th match (N)","P Negi",1261,"not out",5,8,16,0,0,62.5,"normal player",2015-12-05 00:00:00.000
2015,"20150516RR","50th match (N)","D Wiese",1347,"not out",4,5,9,0,0,80,"normal player",2015-05-13 00:00:00.000
2015,"20150517MI","51","PP Chawla",1046,"not out",1,7,17,0,0,,"normal player",2015-05-14 00:00:00.000
2015,"20150517nr","52nd match (N)","SN Khan",1348,"not out",0,0,3,0,0,,"normal player",2015-05-15 00:00:00.000
2015,"20150519MI","53rd match (D/N)","BE Hendricks",1333,"not out",1,2,5,0,0,,"normal player",2015-05-16 00:00:00.000
2015,"20150520RCB","54th match (N)","M Morkel",1136,"not out",4,3,3,0,0,,"normal player",2015-05-16 00:00:00.000
2015,"20150522CSK","55th match (D/N)","CH Gayle",1051,"not out",1,5,5,0,0,,"normal player",2015-05-17 00:00:00.000
2015,"20150522CSK","55th match (D/N)","V Kohli",1024,"not out",1,2,5,0,0,,"captain",2015-05-17 00:00:00.000
2016,"20160415DC","3rd match (N)","AR Patel",1319,"not out",4,2,3,0,0,200,"normal player",2016-11-04 00:00:00.000
2016,"20160417DC","6th match (N)","RA Jadeja",1035,"not out",4,8,9,0,0,50,"normal player",2016-04-14 00:00:00.000
2016,"20160417KXP","7th match (N)","Sandeep Sharma",1311,"not out",1,2,5,0,0,50,"normal player",2016-04-15 00:00:00.000
2016,"20160420MI","10th match (D/N)","R Ashwin",1152,"not out",1,2,3,0,0,50,"normal player",2016-04-17 00:00:00.000
2016,"20160421SH","11th match (N)","D Wiese",1347,"not out",5,4,10,0,0,125,"normal player",2016-04-17 00:00:00.000
2016,"20160422RCB","12th match (N)","Harbhajan Singh",1007,"not out",1,3,6,0,0,33.33,"normal player",2016-04-18 00:00:00.000
2016,"20160423SH","14th match (N)","HH Pandya",1346,"not out",2,3,13,0,0,66.66,"normal player",2016-04-20 00:00:00.000
2016,"20160424KKR","16th match (N)","SN Khan",1348,"not out",2,1,1,0,0,200,"normal player",2016-04-22 00:00:00.000
2016,"20160426RPS","18th match (N)","R Dhawan",1298,"not out",3,2,3,0,0,150,"normal player",2016-04-23 00:00:00.000
2016,"20160430SH","23rd match (N)","P Negi",1261,"not out",3,4,16,0,0,75,"normal player",2016-04-27 00:00:00.000
2016,"20160430SH","23rd match (N)","DJ Bravo",1005,"not out",7,6,18,0,0,116.66,"normal player",2016-04-27 00:00:00.000
2016,"20160501MI","25th match (N)","NLTC Perera",1203,"not out",3,2,3,0,0,150,"normal player",2016-04-29 00:00:00.000
2016,"20160503DC","27th match (N)","A Ashish Reddy",1265,"not out",2,3,3,0,0,66.66,"normal player",2016-04-30 00:00:00.000
2016,"20160504KKR","28th match (D/N)","DS Kulkarni",1129,"not out",6,4,7,0,0,150,"normal player",2016-01-05 00:00:00.000
2016,"20160505RPS","29th match (N)","R Bhatia",1122,"not out",3,2,2,0,0,150,"normal player",2016-01-05 00:00:00.000
2016,"20160508GL","33rd match (N)","Mohammed Shami",1289,"not out",2,3,9,0,0,66.66,"normal player",2016-05-05 00:00:00.000
2016,"20160509RCB","35th match (D/N)","TM Head",1363,"not out",6,9,23,0,0,66.66,"normal player",2016-07-05 00:00:00.000
2016,"20160512DC","37th match (D/N)","MC Henriques",1056,"not out",1,2,1,0,0,50,"normal player",2016-08-05 00:00:00.000
2016,"20160517RPS","45th match (N)","MS Dhoni",1014,"not out",8,22,31,0,0,36.36,"captain & wicket keeper",2016-05-14 00:00:00.000
2016,"20160519GL","47th match (N)","S Nadeem",1187,"not out",1,5,17,0,0,20,"normal player",2016-05-15 00:00:00.000
2016,"20160521GL","49th match (N)","NM Coulter-Nile",1316,"not out",2,3,9,0,0,66.66,"normal player",2016-05-17 00:00:00.000
2016,"20160521RPS","50th match (N)","SR Watson",1182,"not out",1,2,5,0,0,50,"normal player",2016-05-18 00:00:00.000
2016,"20160522KKR","51","SP Narine",1253,"not out",2,7,8,0,0,28.57,"normal player",2016-05-19 00:00:00.000
2016,"20160522RCB","52nd match (N)","SV Samson",1293,"not out",3,4,11,0,0,75,"normal player",2016-05-20 00:00:00.000
2016,"20160527SH","55th match (D/N)","KV Sharma",1073,"not out",8,11,21,0,0,72.72,"normal player",2016-05-22 00:00:00.000
2017,"20170405SH","Qualifier 1 (N)","SB Jakati",1119,"not out",1,2,2,0,0,50,"normal player",2016-05-24 00:00:00.000
2017,"20170406RPS","Eliminator (N)","SP Narine",1253,"not out",1,3,2,0,0,33.33,"normal player",2016-05-25 00:00:00.000
2017,"20170407KKR","Qualifier 2 (N)","DS Kulkarni",1129,"not out",3,2,3,0,0,150,"normal player",2016-05-27 00:00:00.000
2017,"20170411DC","5th match (N)","A Mishra",1099,"not out",8,14,24,0,0,57.14,"normal player",2017-08-04 00:00:00.000
2017,"20170411DC","5th match (N)","Iqbal Abdulla",1157,"not out",5,7,13,0,0,71.42,"normal player",2017-08-04 00:00:00.000
2017,"20170414MI","9th match (N)","CJ Anderson",1317,"not out",2,4,23,0,0,50,"normal player",2017-11-04 00:00:00.000
2017,"20170415DC","10th match (N)","HH Pandya",1346,"not out",2,3,8,0,0,66.66,"normal player",2017-12-04 00:00:00.000
2017,"20170415DC","10th match (N)","B Kumar",1232,"not out",4,3,3,0,0,133.33,"normal player",2017-12-04 00:00:00.000
2017,"20170416RPS","13th match (N)","RD Chahar",1393,"not out",3,2,2,0,0,150,"normal player",2017-04-14 00:00:00.000
2017,"20170416MI","12th match (D/N)","STR Binny",1197,"not out",6,4,8,0,0,150,"normal player",2017-04-14 00:00:00.000
2017,"20170419SH","17th match (N)","S Aravind",1181,"not out",6,7,7,0,0,85.71,"normal player",2017-04-16 00:00:00.000
2017,"20170419SH","17th match (N)","YS Chahal",1325,"not out",1,2,2,0,0,50,"normal player",2017-04-16 00:00:00.000
2017,"20170419SH","17th match (N)","JD Unadkat",1288,"not out",2,5,14,0,0,40,"normal player",2017-04-16 00:00:00.000
2017,"20170420MI","18th match (D/N)","PJ Cummins",1350,"not out",3,4,11,0,0,75,"normal player",2017-04-17 00:00:00.000
2017,"20170421GL","19th match (N)","Sandeep Sharma",1311,"not out",5,4,8,0,0,125,"normal player",2017-04-17 00:00:00.000
2017,"20170423KKR","22nd match (N)","AR Patel",1319,"not out",4,5,13,0,0,80,"normal player",2017-04-20 00:00:00.000
2017,"20170423KXP","23rd match (N)","JP Faulkner",1246,"not out",4,2,3,0,0,200,"normal player",2017-04-21 00:00:00.000
2017,"20170425AB","25th match (N)","PJ Cummins",1350,"not out",4,5,9,0,0,80,"normal player",2017-04-22 00:00:00.000
2017,"20170426KKR","26th match (D/N)","MM Sharma",1307,"not out",4,3,5,0,0,133.33,"normal player",2017-04-23 00:00:00.000
2017,"20170427GL","27th match (N)","UT Yadav",1167,"not out",2,4,11,0,0,50,"normal player",2017-04-23 00:00:00.000
2017,"20170429TIE","31","RA Jadeja",1035,"not out",2,4,5,0,0,50,"normal player",2017-04-27 00:00:00.000
2017,"20170430SH","33rd match (N)","MC Henriques",1056,"not out",7,6,13,0,0,116.66,"normal player",2017-04-28 00:00:00.000
2017,"20170501MI","35th match (N)","Basil Thampi",1386,"not out",2,4,6,0,0,50,"normal player",2017-04-29 00:00:00.000
2017,"20170501RPS","34th match (D/N)","YS Chahal",1325,"not out",4,9,10,0,0,44.44,"normal player",2017-04-29 00:00:00.000
2017,"20170502DC","36th match (D/N)","A Mishra",1099,"not out",4,9,17,0,0,44.44,"normal player",2017-04-30 00:00:00.000
2017,"20170505KXP","39th match (N)","Basil Thampi",1386,"not out",2,5,10,0,0,40,"normal player",2017-01-05 00:00:00.000
2017,"20170506RPS","41","Washington Sundar",1401,"not out",1,3,4,0,0,33.33,"normal player",2017-03-05 00:00:00.000
2017,"20170508SH","45th match (N)","A Mishra",1099,"not out",9,14,22,0,0,64.28,"normal player",2017-06-05 00:00:00.000
2017,"20170509KXP","44th match (D/N)","Washington Sundar",1401,"not out",1,3,6,0,0,33.33,"normal player",2017-06-05 00:00:00.000
2017,"20170511KXP","47th match (N)","AR Patel",1319,"not out",2,1,1,0,0,200,"normal player",2017-07-05 00:00:00.000
2017,"20170511KXP","47th match (N)","RA Jadeja",1035,"not out",7,6,14,0,0,116.66,"normal player",2017-07-05 00:00:00.000
2017,"20170510DC","46th match (D/N)","MK Pandey",1105,"not out",4,3,7,0,0,133.33,"normal player",2017-07-05 00:00:00.000
2017,"20170512DC","48th match (N)","Harbhajan Singh",1007,"not out",1,3,5,0,0,33.33,"normal player",2017-08-05 00:00:00.000
2017,"20170512DC","48th match (N)","MJ McClenaghan",1349,"not out",2,1,1,0,0,200,"normal player",2017-08-05 00:00:00.000
2017,"20170513MI","49th match (N)","AR Patel",1319,"not out",8,10,23,0,0,80,"normal player",2017-09-05 00:00:00.000
2017,"20170514RCB","51","Harbhajan Singh",1007,"not out",2,4,14,0,0,50,"normal player",2017-11-05 00:00:00.000
2017,"20170514RPS","52nd match (N)","Washington Sundar",1401,"not out",5,3,8,0,0,166.66,"normal player",2017-12-05 00:00:00.000
2017,"20170516RPS","54th match (N)","HH Pandya",1346,"not out",1,2,8,0,0,50,"normal player",2017-05-13 00:00:00.000
2017,"20170516RPS","54th match (N)","TA Boult",1406,"not out",5,8,7,0,0,62.5,"normal player",2017-05-13 00:00:00.000
2017,"20170521MI","55th match (D/N)","SPD Smith",1242,"not out",15,18,33,0,0,83.33,"captain",2017-05-14 00:00:00.000
2018,"20180408KKR","Eliminator (N)","IR Jaggi",1158,"not out",5,8,21,0,0,62.5,"normal player",2017-05-17 00:00:00.000
2018,"20180408KKR","Eliminator (N)","Bipul Sharma",1215,"not out",2,3,8,0,0,66.66,"normal player",2017-05-17 00:00:00.000
2018,"20180408KXP","Qualifier 2 (N)","UT Yadav",1167,"not out",2,3,10,0,0,66.66,"normal player",2017-05-19 00:00:00.000
2018,"20180409SH","Final (N)","DT Christian",1160,"not out",4,2,7,0,0,200,"normal player",2017-05-21 00:00:00.000
2019,"20190329SH","4th match (N)","Mandeep Singh",1222,"not out",5,2,5,0,0,250,"normal player",2019-03-25 00:00:00.000
2019,"20190403MI","11th match (D/N)","Mohammed Siraj",,"not out",3,8,13,0,0,37.5,"normal player",2019-03-31 00:00:00.000
2019,"20190406CSK","14th match (N)","BA Stokes",1383,"not out",1,2,4,0,0,50,"normal player",2019-02-04 00:00:00.000
2019,"20190410MI","20th match (D/N)","R Tewatia",1336,"not out",1,2,3,0,0,50,"normal player",2019-07-04 00:00:00.000
2019,"20190411CSK","21","Shubman Gill",,"not out",6,10,12,0,0,60,"normal player",2019-07-04 00:00:00.000
2019,"20190411CSK","21","BA Stokes",1383,"not out",7,14,23,0,0,50,"normal player",2019-07-04 00:00:00.000
2019,"20190412DC","22nd match (N)","SM Curran",,"not out",5,3,6,0,0,166.66,"normal player",2019-08-04 00:00:00.000
2019,"20190413RCB","23rd match (N)","HF Gurney",,"not out",1,5,22,0,0,20,"normal player",2019-09-04 00:00:00.000
2019,"20190417SH","29th match (D/N)","PP Chawla",1046,"not out",4,5,15,0,0,80,"normal player",2019-04-14 00:00:00.000
2019,"20190420RR","33rd match (N)","RA Jadeja",1035,"not out",10,20,31,0,0,50,"normal player",2019-04-17 00:00:00.000
2019,"20190421RCB","34th match (N)","A Mishra",1099,"not out",6,8,11,0,0,75,"normal player",2019-04-18 00:00:00.000
2019,"20190422DC","37th match (N)","GC Viljoen",,"not out",2,3,4,0,0,66.66,"normal player",2019-04-20 00:00:00.000
2019,"20190424RCB","38th match (D/N)","KS Williamson",1343,"not out",8,9,12,0,0,88.88,"captain",2019-04-21 00:00:00.000
2019,"20190426MI","40th match (N)","CA Ingram",1220,"not out",3,5,8,0,0,60,"normal player",2019-04-22 00:00:00.000
2019,"20190427RR","41","YK Pathan",1033,"not out",5,4,5,0,0,125,"normal player",2019-04-23 00:00:00.000
2019,"20190428DC","42nd match (N)","M Ashwin",1364,"not out",1,2,3,0,0,50,"normal player",2019-04-24 00:00:00.000
2019,"20190430nr","45th match (N)","AJ Turner",,"not out",3,7,11,0,0,42.85,"normal player",2019-04-27 00:00:00.000
2019,"20190503KKR","48th match (N)","V Shankar",1390,"not out",7,4,9,0,0,175,"normal player",2019-04-29 00:00:00.000
2019,"20190507MI","53rd match (D/N)","VR Aaron",1229,"not out",3,7,18,0,0,42.85,"normal player",2019-04-05 00:00:00.000
2019,"20190508DC","54th match (N)","C de Grandhomme",1394,"not out",3,4,12,0,0,75,"normal player",2019-04-05 00:00:00.000
2019,"20190510CSK","55th match (D/N)","Mandeep Singh",1222,"not out",11,9,26,0,0,122.22,"normal player",2019-05-05 00:00:00.000
2019,"20190510CSK","55th match (D/N)","MS Dhoni",1014,"not out",10,12,20,0,0,83.33,"captain & wicket keeper",2019-05-05 00:00:00.000
2008,"20080513KKR","34th match (N)","A Kumble",1068,"not out",0,1,1,0,0,0,"normal player",2008-12-05 00:00:00.000
2011,"20110508RCB","47th match (N)","L Ablish",1219,"not out",0,2,6,0,0,0,"normal player",2011-06-05 00:00:00.000
2012,"20120408RR","3rd match (D/N)","PP Ojha",1090,"not out",0,1,5,0,0,0,"normal player",2012-06-04 00:00:00.000
2012,"20120411MI","8th match (N)","R Sharma",1177,"not out",0,2,2,0,0,0,"normal player",2012-08-04 00:00:00.000
2012,"20120501DC","38th match (N)","R Vinay Kumar",1027,"not out",0,1,1,0,0,0,"normal player",2012-04-28 00:00:00.000
2012,"20120510CSK","51","S Nadeem",1187,"not out",0,2,2,0,0,0,"normal player",2012-07-05 00:00:00.000
2012,"20120520DC","66th match (D/N)","R Ashwin",1152,"not out",0,1,1,0,0,0,"normal player",2012-05-17 00:00:00.000
2012,"20120520MI","68th match (N)","A Chandila",1275,"not out",0,1,1,0,0,0,"normal player",2012-05-18 00:00:00.000
2013,"20130409MI","4th match (D/N)","NV Ojha",1116,"not out",0,1,1,0,0,0,"wicket keeper",2013-06-04 00:00:00.000
2013,"20130417SH","19th match (N)","AM Nayar",1006,"not out",0,1,1,0,0,0,"normal player",2013-04-15 00:00:00.000
