match_key,innings,team,batsman,player_key,batting_position,Season
"20080420RCB",2,"Royal Challengers Bangalore","JH Kallis",1066,4,"2008"
"20080420RCB",2,"Royal Challengers Bangalore","MV Boucher",1091,6,"2008"
"20080420RCB",2,"Royal Challengers Bangalore","B Akhil",1025,7,"2008"
"20080428CSK",2,"Royal Challengers Bangalore","B Chipli",1159,1,"2008"
"20080428CSK",2,"Royal Challengers Bangalore","W Jaffer",1125,2,"2008"
"20080428CSK",2,"Royal Challengers Bangalore","LRPL Taylor",1021,3,"2008"
"20080428CSK",2,"Royal Challengers Bangalore","JH Kallis",1066,4,"2008"
"20080428CSK",2,"Royal Challengers Bangalore","MV Boucher",1091,5,"2008"
"20080428CSK",2,"Royal Challengers Bangalore","R Dravid",1023,7,"2008"
"20080428CSK",2,"Royal Challengers Bangalore","P Kumar",1026,8,"2008"
"20080428CSK",2,"Royal Challengers Bangalore","Z Khan",1008,9,"2008"
"20080428CSK",2,"Royal Challengers Bangalore","B Akhil",1025,10,"2008"
"20080428CSK",2,"Royal Challengers Bangalore","DW Steyn",1028,11,"2008"
"20080503RCB",1,"Royal Challengers Bangalore","B Chipli",1159,1,"2008"
"20080503RCB",1,"Royal Challengers Bangalore","W Jaffer",1125,2,"2008"
"20080503RCB",1,"Royal Challengers Bangalore","JH Kallis",1066,4,"2008"
"20080503RCB",1,"Royal Challengers Bangalore","Misbah-ul-Haq",1501,5,"2008"
"20080503RCB",1,"Royal Challengers Bangalore","R Dravid",1023,6,"2008"
"20080503RCB",1,"Royal Challengers Bangalore","MV Boucher",1091,7,"2008"
"20080503RCB",1,"Royal Challengers Bangalore","P Kumar",1026,8,"2008"
"20080505KXP",1,"Royal Challengers Bangalore","W Jaffer",1125,1,"2008"
"20080505KXP",1,"Royal Challengers Bangalore","CL White",1190,2,"2008"
"20080505KXP",1,"Royal Challengers Bangalore","JH Kallis",1066,3,"2008"
"20080505KXP",1,"Royal Challengers Bangalore","R Dravid",1023,5,"2008"
"20080505KXP",1,"Royal Challengers Bangalore","Misbah-ul-Haq",1501,6,"2008"
"20080505KXP",1,"Royal Challengers Bangalore","P Kumar",1026,7,"2008"
"20080505KXP",1,"Royal Challengers Bangalore","DT Patil",1505,8,"2008"
"20080505KXP",1,"Royal Challengers Bangalore","Z Khan",1008,9,"2008"
"20080505KXP",1,"Royal Challengers Bangalore","A Kumble",1068,10,"2008"
"20080505KXP",1,"Royal Challengers Bangalore","DW Steyn",1028,11,"2008"
"20080508KKR",2,"Royal Challengers Bangalore","J Arunkumar",1508,1,"2008"
"20080508KKR",2,"Royal Challengers Bangalore","S Chanderpaul",1486,2,"2008"
"20080508KKR",2,"Royal Challengers Bangalore","MV Boucher",1091,3,"2008"
"20080508KKR",2,"Royal Challengers Bangalore","R Dravid",1023,4,"2008"
"20080508KKR",2,"Royal Challengers Bangalore","CL White",1190,5,"2008"
"20080508KKR",2,"Royal Challengers Bangalore","P Kumar",1026,6,"2008"
"20080512KXP",1,"Royal Challengers Bangalore","J Arunkumar",1508,1,"2008"
"20080512KXP",1,"Royal Challengers Bangalore","Misbah-ul-Haq",1501,3,"2008"
"20080512KXP",1,"Royal Challengers Bangalore","R Dravid",1023,4,"2008"
"20080512KXP",1,"Royal Challengers Bangalore","CL White",1190,5,"2008"
"20080512KXP",1,"Royal Challengers Bangalore","MV Boucher",1091,6,"2008"
"20080512KXP",1,"Royal Challengers Bangalore","P Kumar",1026,7,"2008"
"20080512KXP",1,"Royal Challengers Bangalore","R Vinay Kumar",1027,8,"2008"
"20080512KXP",1,"Royal Challengers Bangalore","Z Khan",1008,9,"2008"
"20080512KXP",1,"Royal Challengers Bangalore","A Kumble",1068,10,"2008"
"20080521RCB",1,"Royal Challengers Bangalore","JH Kallis",1066,1,"2008"
"20080521RCB",1,"Royal Challengers Bangalore","SP Goswami",1103,2,"2008"
"20080521RCB",1,"Royal Challengers Bangalore","R Dravid",1023,4,"2008"
"20080521RCB",1,"Royal Challengers Bangalore","Misbah-ul-Haq",1501,5,"2008"
"20080521RCB",1,"Royal Challengers Bangalore","MV Boucher",1091,6,"2008"
"20080521RCB",1,"Royal Challengers Bangalore","B Akhil",1025,7,"2008"
"20080521RCB",1,"Royal Challengers Bangalore","P Kumar",1026,8,"2008"
"20080521RCB",1,"Royal Challengers Bangalore","R Vinay Kumar",1027,9,"2008"
"20080521RCB",1,"Royal Challengers Bangalore","A Kumble",1068,10,"2008"
"20080525RCB",2,"Royal Challengers Bangalore","JH Kallis",1066,1,"2008"
"20080525RCB",2,"Royal Challengers Bangalore","W Jaffer",1125,2,"2008"
"20080525RCB",2,"Royal Challengers Bangalore","Misbah-ul-Haq",1501,3,"2008"
"20080525RCB",2,"Royal Challengers Bangalore","R Dravid",1023,4,"2008"
"20080525RCB",2,"Royal Challengers Bangalore","CL White",1190,5,"2008"
"20080525RCB",2,"Royal Challengers Bangalore","B Akhil",1025,7,"2008"
"20090418RCB",1,"Royal Challengers Bangalore","JD Ryder",1019,1,"2009"
"20090418RCB",1,"Royal Challengers Bangalore","LRPL Taylor",1021,2,"2009"
"20090418RCB",1,"Royal Challengers Bangalore","KP Pietersen",1022,3,"2009"
"20090418RCB",1,"Royal Challengers Bangalore","RV Uthappa",1020,4,"2009"
"20090418RCB",1,"Royal Challengers Bangalore","R Dravid",1023,5,"2009"
"20090418RCB",1,"Royal Challengers Bangalore","B Akhil",1025,7,"2009"
"20090418RCB",1,"Royal Challengers Bangalore","P Kumar",1026,8,"2009"
"20090418RCB",1,"Royal Challengers Bangalore","R Vinay Kumar",1027,9,"2009"
"20090420CSK",2,"Royal Challengers Bangalore","P Kumar",1026,1,"2009"
"20090420CSK",2,"Royal Challengers Bangalore","JH Kallis",1066,2,"2009"
"20090420CSK",2,"Royal Challengers Bangalore","RV Uthappa",1020,3,"2009"
"20090420CSK",2,"Royal Challengers Bangalore","LRPL Taylor",1021,4,"2009"
"20090420CSK",2,"Royal Challengers Bangalore","KP Pietersen",1022,5,"2009"
"20090420CSK",2,"Royal Challengers Bangalore","R Dravid",1023,6,"2009"
"20090420CSK",2,"Royal Challengers Bangalore","R Bishnoi",1067,8,"2009"
"20090420CSK",2,"Royal Challengers Bangalore","R Vinay Kumar",1027,9,"2009"
"20090420CSK",2,"Royal Challengers Bangalore","DW Steyn",1028,10,"2009"
"20090420CSK",2,"Royal Challengers Bangalore","A Kumble",1068,11,"2009"
"20090424KXP",1,"Royal Challengers Bangalore","JD Ryder",1019,1,"2009"
"20090424KXP",1,"Royal Challengers Bangalore","RV Uthappa",1020,2,"2009"
"20090424KXP",1,"Royal Challengers Bangalore","JH Kallis",1066,3,"2009"
"20090424KXP",1,"Royal Challengers Bangalore","KP Pietersen",1022,4,"2009"
"20090424KXP",1,"Royal Challengers Bangalore","R Dravid",1023,5,"2009"
"20090424KXP",1,"Royal Challengers Bangalore","LRPL Taylor",1021,6,"2009"
"20090424KXP",1,"Royal Challengers Bangalore","P Kumar",1026,8,"2009"
"20090424KXP",1,"Royal Challengers Bangalore","Pankaj Singh",1087,9,"2009"
"20090424KXP",1,"Royal Challengers Bangalore","A Kumble",1068,10,"2009"
"20090424KXP",1,"Royal Challengers Bangalore","R Vinay Kumar",1027,11,"2009"
"20090429RCB",2,"Royal Challengers Bangalore","JH Kallis",1066,1,"2009"
"20090429RCB",2,"Royal Challengers Bangalore","SP Goswami",1103,2,"2009"
"20090429RCB",2,"Royal Challengers Bangalore","KP Pietersen",1022,3,"2009"
"20090429RCB",2,"Royal Challengers Bangalore","MV Boucher",1091,5,"2009"
"20090429RCB",2,"Royal Challengers Bangalore","RE van der Merwe",1104,6,"2009"
"20090429RCB",2,"Royal Challengers Bangalore","MK Pandey",1105,7,"2009"
"20090501RCB",1,"Royal Challengers Bangalore","JD Ryder",1019,1,"2009"
"20090501RCB",1,"Royal Challengers Bangalore","R Bishnoi",1067,2,"2009"
"20090501RCB",1,"Royal Challengers Bangalore","SP Goswami",1103,3,"2009"
"20090501RCB",1,"Royal Challengers Bangalore","JH Kallis",1066,4,"2009"
"20090501RCB",1,"Royal Challengers Bangalore","RV Uthappa",1020,5,"2009"
"20090501RCB",1,"Royal Challengers Bangalore","MV Boucher",1091,7,"2009"
"20090501RCB",1,"Royal Challengers Bangalore","RE van der Merwe",1104,8,"2009"
"20090501RCB",1,"Royal Challengers Bangalore","P Kumar",1026,9,"2009"
"20090501RCB",1,"Royal Challengers Bangalore","A Kumble",1068,10,"2009"
"20090501RCB",1,"Royal Challengers Bangalore","KP Appanna",1112,11,"2009"
"20090503RCB",2,"Royal Challengers Bangalore","JH Kallis",1066,1,"2009"
"20090503RCB",2,"Royal Challengers Bangalore","W Jaffer",1125,2,"2009"
"20090503RCB",2,"Royal Challengers Bangalore","RV Uthappa",1020,3,"2009"
"20090512RCB",2,"Royal Challengers Bangalore","JD Ryder",1019,1,"2009"
"20090512RCB",2,"Royal Challengers Bangalore","JH Kallis",1066,2,"2009"
"20090512RCB",2,"Royal Challengers Bangalore","RV Uthappa",1020,3,"2009"
"20090512RCB",2,"Royal Challengers Bangalore","LRPL Taylor",1021,4,"2009"
"20090512RCB",2,"Royal Challengers Bangalore","R Dravid",1023,5,"2009"
"20090512RCB",2,"Royal Challengers Bangalore","MV Boucher",1091,6,"2009"
"20090514RCB",2,"Royal Challengers Bangalore","RV Uthappa",1020,1,"2009"
"20090514RCB",2,"Royal Challengers Bangalore","JH Kallis",1066,2,"2009"
"20090514RCB",2,"Royal Challengers Bangalore","R Dravid",1023,3,"2009"
"20090514RCB",2,"Royal Challengers Bangalore","LRPL Taylor",1021,4,"2009"
"20090514RCB",2,"Royal Challengers Bangalore","MV Boucher",1091,6,"2009"
"20090514RCB",2,"Royal Challengers Bangalore","RE van der Merwe",1104,7,"2009"
"20090514RCB",2,"Royal Challengers Bangalore","B Akhil",1025,8,"2009"
"20090514RCB",2,"Royal Challengers Bangalore","P Kumar",1026,9,"2009"
"20090514RCB",2,"Royal Challengers Bangalore","R Vinay Kumar",1027,10,"2009"
"20090519RCB",2,"Royal Challengers Bangalore","RV Uthappa",1020,1,"2009"
"20090519RCB",2,"Royal Challengers Bangalore","JH Kallis",1066,2,"2009"
"20090519RCB",2,"Royal Challengers Bangalore","R Dravid",1023,3,"2009"
"20090519RCB",2,"Royal Challengers Bangalore","LRPL Taylor",1021,4,"2009"
"20090519RCB",2,"Royal Challengers Bangalore","MV Boucher",1091,5,"2009"
"20090521RCB",1,"Royal Challengers Bangalore","JH Kallis",1066,1,"2009"
"20090521RCB",1,"Royal Challengers Bangalore","MK Pandey",1105,2,"2009"
"20090521RCB",1,"Royal Challengers Bangalore","RE van der Merwe",1104,3,"2009"
"20090521RCB",1,"Royal Challengers Bangalore","R Dravid",1023,4,"2009"
"20090521RCB",1,"Royal Challengers Bangalore","LRPL Taylor",1021,5,"2009"
"20090523RCB",2,"Royal Challengers Bangalore","JH Kallis",1066,1,"2009"
"20090523RCB",2,"Royal Challengers Bangalore","MK Pandey",1105,2,"2009"
"20090523RCB",2,"Royal Challengers Bangalore","RE van der Merwe",1104,3,"2009"
"20090523RCB",2,"Royal Challengers Bangalore","R Dravid",1023,4,"2009"
"20090523RCB",2,"Royal Challengers Bangalore","LRPL Taylor",1021,6,"2009"
"20110422RCB",2,"Royal Challengers Bangalore","CH Gayle",1051,2,"2011"
"20110426RCB",2,"Royal Challengers Bangalore","CH Gayle",1051,1,"2011"
"20110429RCB",1,"Royal Challengers Bangalore","CH Gayle",1051,1,"2011"
"20110506RCB",1,"Royal Challengers Bangalore","CH Gayle",1051,1,"2011"
"20110508RCB",2,"Royal Challengers Bangalore","CH Gayle",1051,1,"2011"
"20110511RCB",2,"Royal Challengers Bangalore","CH Gayle",1051,1,"2011"
"20110514RCB",2,"Royal Challengers Bangalore","CH Gayle",1051,1,"2011"
"20110517KXP",2,"Royal Challengers Bangalore","CH Gayle",1051,1,"2011"
"20110522RCB",2,"Royal Challengers Bangalore","CH Gayle",1051,3,"2011"
"20110524CSK",1,"Royal Challengers Bangalore","CH Gayle",1051,2,"2011"
"20110527RCB",1,"Royal Challengers Bangalore","CH Gayle",1051,2,"2011"
"20110528CSK",2,"Royal Challengers Bangalore","CH Gayle",1051,2,"2011"
"20120410KKR",2,"Royal Challengers Bangalore","CH Gayle",1051,2,"2012"
"20120412CSK",1,"Royal Challengers Bangalore","CH Gayle",1051,2,"2012"
"20120417RCB",2,"Royal Challengers Bangalore","CH Gayle",1051,2,"2012"
"20120420RCB",2,"Royal Challengers Bangalore","CH Gayle",1051,2,"2012"
"20120423RCB",1,"Royal Challengers Bangalore","CH Gayle",1051,4,"2012"
"20120428KKR",2,"Royal Challengers Bangalore","CH Gayle",1051,2,"2012"
"20120502KXP",1,"Royal Challengers Bangalore","CH Gayle",1051,3,"2012"
"20120506RCB",2,"Royal Challengers Bangalore","CH Gayle",1051,2,"2012"
"20120509RCB",2,"Royal Challengers Bangalore","CH Gayle",1051,2,"2012"
"20120511RCB",1,"Royal Challengers Bangalore","CH Gayle",1051,1,"2012"
"20120517RCB",1,"Royal Challengers Bangalore","CH Gayle",1051,1,"2012"
"20130404RCB",1,"Royal Challengers Bangalore","CH Gayle",1051,1,"2013"
"20130409RCB",2,"Royal Challengers Bangalore","CH Gayle",1051,2,"2013"
"20130411RCB",2,"Royal Challengers Bangalore","CH Gayle",1051,1,"2013"
"20130413CSK",1,"Royal Challengers Bangalore","CH Gayle",1051,1,"2013"
"20130420RCB",2,"Royal Challengers Bangalore","CH Gayle",1051,2,"2013"
"20130423RCB",1,"Royal Challengers Bangalore","CH Gayle",1051,1,"2013"
"20130502RCB",1,"Royal Challengers Bangalore","CH Gayle",1051,2,"2013"
"20130506KXP",1,"Royal Challengers Bangalore","CH Gayle",1051,2,"2013"
"20130510RCB",1,"Royal Challengers Bangalore","CH Gayle",1051,2,"2013"
"20130512KKR",1,"Royal Challengers Bangalore","CH Gayle",1051,2,"2013"
"20130514KXP",1,"Royal Challengers Bangalore","CH Gayle",1051,2,"2013"
"20130518RCB",1,"Royal Challengers Bangalore","CH Gayle",1051,2,"2013"
"20140428KXP",1,"Royal Challengers Bangalore","CH Gayle",1051,1,"2014"
"20140504RCB",2,"Royal Challengers Bangalore","CH Gayle",1051,1,"2014"
"20140509KXP",2,"Royal Challengers Bangalore","CH Gayle",1051,1,"2014"
"20140513RCB",1,"Royal Challengers Bangalore","CH Gayle",1051,1,"2014"
"20140518RCB",2,"Royal Challengers Bangalore","CH Gayle",1051,1,"2014"
"20140522KKR",2,"Royal Challengers Bangalore","CH Gayle",1051,1,"2014"
"20150411RCB",2,"Royal Challengers Bangalore","CH Gayle",1051,1,"2015"
"20150424RCB",2,"Royal Challengers Bangalore","CH Gayle",1051,1,"2015"
"20150426RCB",2,"Royal Challengers Bangalore","CH Gayle",1051,1,"2015"
"20150502RCB",2,"Royal Challengers Bangalore","CH Gayle",1051,1,"2015"
"20150506RCB",1,"Royal Challengers Bangalore","CH Gayle",1051,1,"2015"
"20150510RCB",1,"Royal Challengers Bangalore","CH Gayle",1051,1,"2015"
"20150513KXP",2,"Royal Challengers Bangalore","CH Gayle",1051,1,"2015"
"20150515RCB",2,"Royal Challengers Bangalore","CH Gayle",1051,1,"2015"
"20150520RCB",1,"Royal Challengers Bangalore","CH Gayle",1051,1,"2015"
"20150522CSK",1,"Royal Challengers Bangalore","CH Gayle",1051,1,"2015"
"20160412RCB",1,"Royal Challengers Bangalore","CH Gayle",1051,1,"2016"
"20160502KKR",1,"Royal Challengers Bangalore","CH Gayle",1051,2,"2016"
"20160514RCB",1,"Royal Challengers Bangalore","CH Gayle",1051,1,"2016"
"20160516RCB",2,"Royal Challengers Bangalore","CH Gayle",1051,1,"2016"
"20160518RCB",1,"Royal Challengers Bangalore","CH Gayle",1051,1,"2016"
"20160522RCB",2,"Royal Challengers Bangalore","CH Gayle",1051,1,"2016"
"20160524RCB",2,"Royal Challengers Bangalore","CH Gayle",1051,1,"2016"
"20170408RCB",1,"Royal Challengers Bangalore","CH Gayle",1051,1,"2017"
"20170418RCB",1,"Royal Challengers Bangalore","CH Gayle",1051,1,"2017"
"20170423KKR",2,"Royal Challengers Bangalore","CH Gayle",1051,1,"2017"
"20170505KXP",2,"Royal Challengers Bangalore","CH Gayle",1051,2,"2017"
"20170507KKR",1,"Royal Challengers Bangalore","CH Gayle",1051,1,"2017"
"20170514RCB",1,"Royal Challengers Bangalore","CH Gayle",1051,1,"2017"
"20110409RCB",2,"Royal Challengers Bangalore","AB de Villiers",1074,4,"2011"
"20110416CSK",2,"Royal Challengers Bangalore","AB de Villiers",1074,5,"2011"
"20110426RCB",2,"Royal Challengers Bangalore","AB de Villiers",1074,4,"2011"
"20110429RCB",1,"Royal Challengers Bangalore","AB de Villiers",1074,4,"2011"
"20110506RCB",1,"Royal Challengers Bangalore","AB de Villiers",1074,4,"2011"
"20110514RCB",2,"Royal Challengers Bangalore","AB de Villiers",1074,4,"2011"
"20110517KXP",2,"Royal Challengers Bangalore","AB de Villiers",1074,4,"2011"
"20110522RCB",2,"Royal Challengers Bangalore","AB de Villiers",1074,1,"2011"
"20110524CSK",1,"Royal Challengers Bangalore","AB de Villiers",1074,4,"2011"
"20110527RCB",1,"Royal Challengers Bangalore","AB de Villiers",1074,4,"2011"
"20110528CSK",2,"Royal Challengers Bangalore","AB de Villiers",1074,4,"2011"
"20120407RCB",1,"Royal Challengers Bangalore","AB de Villiers",1074,4,"2012"
"20120410KKR",2,"Royal Challengers Bangalore","AB de Villiers",1074,4,"2012"
"20120412CSK",1,"Royal Challengers Bangalore","AB de Villiers",1074,4,"2012"
"20120417RCB",2,"Royal Challengers Bangalore","AB de Villiers",1074,6,"2012"
"20120420RCB",2,"Royal Challengers Bangalore","AB de Villiers",1074,5,"2012"
"20120423RCB",1,"Royal Challengers Bangalore","AB de Villiers",1074,5,"2012"
"20120428KKR",2,"Royal Challengers Bangalore","AB de Villiers",1074,4,"2012"
"20120502KXP",1,"Royal Challengers Bangalore","AB de Villiers",1074,4,"2012"
"20120506RCB",2,"Royal Challengers Bangalore","AB de Villiers",1074,5,"2012"
"20120511RCB",1,"Royal Challengers Bangalore","AB de Villiers",1074,5,"2012"
"20130409RCB",2,"Royal Challengers Bangalore","AB de Villiers",1074,4,"2013"
"20130411RCB",2,"Royal Challengers Bangalore","AB de Villiers",1074,4,"2013"
"20130413CSK",1,"Royal Challengers Bangalore","AB de Villiers",1074,4,"2013"
"20130420RCB",2,"Royal Challengers Bangalore","AB de Villiers",1074,4,"2013"
"20130423RCB",1,"Royal Challengers Bangalore","AB de Villiers",1074,4,"2013"
"20130502RCB",1,"Royal Challengers Bangalore","AB de Villiers",1074,4,"2013"
"20130506KXP",1,"Royal Challengers Bangalore","AB de Villiers",1074,4,"2013"
"20130510RCB",1,"Royal Challengers Bangalore","AB de Villiers",1074,5,"2013"
"20130512KKR",1,"Royal Challengers Bangalore","AB de Villiers",1074,4,"2013"
"20130514KXP",1,"Royal Challengers Bangalore","AB de Villiers",1074,4,"2013"
"20130518RCB",1,"Royal Challengers Bangalore","AB de Villiers",1074,3,"2013"
"20140419RCB",2,"Royal Challengers Bangalore","AB de Villiers",1074,5,"2014"
"20140424KKR",2,"Royal Challengers Bangalore","AB de Villiers",1074,5,"2014"
"20140428KXP",1,"Royal Challengers Bangalore","AB de Villiers",1074,6,"2014"
"20140504RCB",2,"Royal Challengers Bangalore","AB de Villiers",1074,5,"2014"
"20140509KXP",2,"Royal Challengers Bangalore","AB de Villiers",1074,5,"2014"
"20140513RCB",1,"Royal Challengers Bangalore","AB de Villiers",1074,4,"2014"
"20140518RCB",2,"Royal Challengers Bangalore","AB de Villiers",1074,4,"2014"
"20140522KKR",2,"Royal Challengers Bangalore","AB de Villiers",1074,5,"2014"
"20140524CSK",1,"Royal Challengers Bangalore","AB de Villiers",1074,6,"2014"
"20150411RCB",2,"Royal Challengers Bangalore","AB de Villiers",1074,5,"2015"
"20150422CSK",2,"Royal Challengers Bangalore","AB de Villiers",1074,5,"2015"
"20150424RCB",2,"Royal Challengers Bangalore","AB de Villiers",1074,3,"2015"
"20150502RCB",2,"Royal Challengers Bangalore","AB de Villiers",1074,3,"2015"
"20150504CSK",2,"Royal Challengers Bangalore","AB de Villiers",1074,3,"2015"
"20150506RCB",1,"Royal Challengers Bangalore","AB de Villiers",1074,3,"2015"
"20150510RCB",1,"Royal Challengers Bangalore","AB de Villiers",1074,3,"2015"
"20150513KXP",2,"Royal Challengers Bangalore","AB de Villiers",1074,3,"2015"
"20150515RCB",2,"Royal Challengers Bangalore","AB de Villiers",1074,3,"2015"
"20150520RCB",1,"Royal Challengers Bangalore","AB de Villiers",1074,3,"2015"
"20150522CSK",1,"Royal Challengers Bangalore","AB de Villiers",1074,3,"2015"
"20160412RCB",1,"Royal Challengers Bangalore","AB de Villiers",1074,3,"2016"
"20160422RCB",1,"Royal Challengers Bangalore","AB de Villiers",1074,3,"2016"
"20160502KKR",1,"Royal Challengers Bangalore","AB de Villiers",1074,4,"2016"
"20160507RCB",2,"Royal Challengers Bangalore","AB de Villiers",1074,3,"2016"
"20160509RCB",1,"Royal Challengers Bangalore","AB de Villiers",1074,3,"2016"
"20160514RCB",1,"Royal Challengers Bangalore","AB de Villiers",1074,3,"2016"
"20160516RCB",2,"Royal Challengers Bangalore","AB de Villiers",1074,3,"2016"
"20160518RCB",1,"Royal Challengers Bangalore","AB de Villiers",1074,3,"2016"
"20160522RCB",2,"Royal Challengers Bangalore","AB de Villiers",1074,3,"2016"
"20160524RCB",2,"Royal Challengers Bangalore","AB de Villiers",1074,3,"2016"
"20170410KXP",1,"Royal Challengers Bangalore","AB de Villiers",1074,3,"2017"
"20170416RPS",2,"Royal Challengers Bangalore","AB de Villiers",1074,3,"2017"
"20170423KKR",2,"Royal Challengers Bangalore","AB de Villiers",1074,4,"2017"
"20170429RPS",2,"Royal Challengers Bangalore","AB de Villiers",1074,3,"2017"
"20170505KXP",2,"Royal Challengers Bangalore","AB de Villiers",1074,4,"2017"
"20170507KKR",1,"Royal Challengers Bangalore","AB de Villiers",1074,4,"2017"
"20080418KKR",2,"Royal Challengers Bangalore","V Kohli",1024,3,"2008"
"20080420RCB",2,"Royal Challengers Bangalore","V Kohli",1024,5,"2008"
"20080428CSK",2,"Royal Challengers Bangalore","V Kohli",1024,6,"2008"
"20080503RCB",1,"Royal Challengers Bangalore","V Kohli",1024,3,"2008"
"20080505KXP",1,"Royal Challengers Bangalore","V Kohli",1024,4,"2008"
"20080512KXP",1,"Royal Challengers Bangalore","V Kohli",1024,2,"2008"
"20080521RCB",1,"Royal Challengers Bangalore","V Kohli",1024,3,"2008"
"20080525RCB",2,"Royal Challengers Bangalore","V Kohli",1024,6,"2008"
"20090418RCB",1,"Royal Challengers Bangalore","V Kohli",1024,6,"2009"
"20090420CSK",2,"Royal Challengers Bangalore","V Kohli",1024,7,"2009"
"20090424KXP",1,"Royal Challengers Bangalore","V Kohli",1024,7,"2009"
"20090429RCB",2,"Royal Challengers Bangalore","V Kohli",1024,4,"2009"
"20090501RCB",1,"Royal Challengers Bangalore","V Kohli",1024,6,"2009"
"20090514RCB",2,"Royal Challengers Bangalore","V Kohli",1024,5,"2009"
"20090521RCB",1,"Royal Challengers Bangalore","V Kohli",1024,6,"2009"
"20090523RCB",2,"Royal Challengers Bangalore","V Kohli",1024,5,"2009"
"20100314KKR",1,"Royal Challengers Bangalore","V Kohli",1024,4,"2010"
"20100316RCB",2,"Royal Challengers Bangalore","V Kohli",1024,4,"2010"
"20100320RCB",2,"Royal Challengers Bangalore","V Kohli",1024,4,"2010"
"20100323RCB",1,"Royal Challengers Bangalore","V Kohli",1024,5,"2010"
"20100331CSK",1,"Royal Challengers Bangalore","V Kohli",1024,4,"2010"
"20100402RCB",2,"Royal Challengers Bangalore","V Kohli",1024,4,"2010"
"20100414RCB",2,"Royal Challengers Bangalore","V Kohli",1024,5,"2010"
"20110409RCB",2,"Royal Challengers Bangalore","V Kohli",1024,3,"2011"
"20110416CSK",2,"Royal Challengers Bangalore","V Kohli",1024,4,"2011"
"20110422RCB",2,"Royal Challengers Bangalore","V Kohli",1024,3,"2011"
"20110426RCB",2,"Royal Challengers Bangalore","V Kohli",1024,3,"2011"
"20110429RCB",1,"Royal Challengers Bangalore","V Kohli",1024,3,"2011"
"20110506RCB",1,"Royal Challengers Bangalore","V Kohli",1024,3,"2011"
"20110508RCB",2,"Royal Challengers Bangalore","V Kohli",1024,3,"2011"
"20110511RCB",2,"Royal Challengers Bangalore","V Kohli",1024,3,"2011"
"20110514RCB",2,"Royal Challengers Bangalore","V Kohli",1024,3,"2011"
"20110517KXP",2,"Royal Challengers Bangalore","V Kohli",1024,3,"2011"
"20110522RCB",2,"Royal Challengers Bangalore","V Kohli",1024,2,"2011"
"20110524CSK",1,"Royal Challengers Bangalore","V Kohli",1024,3,"2011"
"20110527RCB",1,"Royal Challengers Bangalore","V Kohli",1024,3,"2011"
"20110528CSK",2,"Royal Challengers Bangalore","V Kohli",1024,3,"2011"
"20120407RCB",1,"Royal Challengers Bangalore","V Kohli",1024,3,"2012"
"20120410KKR",2,"Royal Challengers Bangalore","V Kohli",1024,3,"2012"
"20120412CSK",1,"Royal Challengers Bangalore","V Kohli",1024,3,"2012"
"20120417RCB",2,"Royal Challengers Bangalore","V Kohli",1024,4,"2012"
"20120420RCB",2,"Royal Challengers Bangalore","V Kohli",1024,3,"2012"
"20120423RCB",1,"Royal Challengers Bangalore","V Kohli",1024,1,"2012"
"20120428KKR",2,"Royal Challengers Bangalore","V Kohli",1024,3,"2012"
"20120502KXP",1,"Royal Challengers Bangalore","V Kohli",1024,2,"2012"
"20120506RCB",2,"Royal Challengers Bangalore","V Kohli",1024,3,"2012"
"20120509RCB",2,"Royal Challengers Bangalore","V Kohli",1024,3,"2012"
"20120511RCB",1,"Royal Challengers Bangalore","V Kohli",1024,3,"2012"
"20120517RCB",1,"Royal Challengers Bangalore","V Kohli",1024,3,"2012"
"20130404RCB",1,"Royal Challengers Bangalore","V Kohli",1024,3,"2013"
"20130409RCB",2,"Royal Challengers Bangalore","V Kohli",1024,3,"2013"
"20130411RCB",2,"Royal Challengers Bangalore","V Kohli",1024,3,"2013"
"20130413CSK",1,"Royal Challengers Bangalore","V Kohli",1024,3,"2013"
"20130420RCB",2,"Royal Challengers Bangalore","V Kohli",1024,3,"2013"
"20130423RCB",1,"Royal Challengers Bangalore","V Kohli",1024,3,"2013"
"20130502RCB",1,"Royal Challengers Bangalore","V Kohli",1024,3,"2013"
"20130506KXP",1,"Royal Challengers Bangalore","V Kohli",1024,3,"2013"
"20130510RCB",1,"Royal Challengers Bangalore","V Kohli",1024,3,"2013"
"20130512KKR",1,"Royal Challengers Bangalore","V Kohli",1024,3,"2013"
"20130514KXP",1,"Royal Challengers Bangalore","V Kohli",1024,3,"2013"
"20130518RCB",1,"Royal Challengers Bangalore","V Kohli",1024,1,"2013"
"20140417RCB",2,"Royal Challengers Bangalore","V Kohli",1024,3,"2014"
"20140419RCB",2,"Royal Challengers Bangalore","V Kohli",1024,3,"2014"
"20140424KKR",2,"Royal Challengers Bangalore","V Kohli",1024,3,"2014"
"20140428KXP",1,"Royal Challengers Bangalore","V Kohli",1024,3,"2014"
"20140504RCB",2,"Royal Challengers Bangalore","V Kohli",1024,3,"2014"
"20140509KXP",2,"Royal Challengers Bangalore","V Kohli",1024,3,"2014"
"20140513RCB",1,"Royal Challengers Bangalore","V Kohli",1024,3,"2014"
"20140518RCB",2,"Royal Challengers Bangalore","V Kohli",1024,3,"2014"
"20140522KKR",2,"Royal Challengers Bangalore","V Kohli",1024,3,"2014"
"20140524CSK",1,"Royal Challengers Bangalore","V Kohli",1024,4,"2014"
