Row ID,variable,value
211,Quantity,17
362,Quantity,12
641,Quantity,13
233,Quantity,14
408,Quantity,11
157,Quantity,10
483,Quantity,7
543,Quantity,7
353,Quantity,14
324,Quantity,6
98,Quantity,3
255,Quantity,8
220,Quantity,4
568,Quantity,12
203,Quantity,8
509,Quantity,8
388,Quantity,8
43,Quantity,15
628,Quantity,4
642,Quantity,3
487,Quantity,13
342,Quantity,7
650,Quantity,13
601,Quantity,9
328,Quantity,10
402,Quantity,13
594,Selling price,61
307,Selling price,4775
657,Selling price,1060
97,Selling price,493
293,Selling price,738
655,Selling price,184
113,Selling price,2040
91,Selling price,584
510,Selling price,1606
467,Selling price,1060
424,Selling price,450
346,Selling price,1396
480,Selling price,968
50,Selling price,842
227,Selling price,2300
308,Selling price,1447
272,Selling price,472
602,Selling price,1810
634,Selling price,357
53,Selling price,584
533,Selling price,1591
207,Selling price,343
318,Selling price,701
415,Selling price,64
219,Selling price,1757
192,Selling price,363
637,Selling price,4277
28,Selling price,1444
438,Selling price,1129
403,Selling price,435
188,Selling price,738
221,Selling price,2002
613,Selling price,2969
13,Selling price,668
64,Selling price,2496
503,Selling price,1112
366,Selling price,1396
493,Selling price,9190
62,Selling price,270
600,Selling price,798
288,Selling price,562
156,Selling price,803
164,Selling price,373
465,Selling price,2916
397,Selling price,1146
592,Selling price,1331
126,Selling price,2908
604,Selling price,713
273,Selling price,648
225,Selling price,1395
411,Selling price,3830
337,Selling price,558
405,Selling price,1376
524,Selling price,2745
406,Selling price,5624
539,Selling price,2933
442,Selling price,1379
31,Selling price,2749
383,Selling price,1331
371,Selling price,1591
340,Selling price,2854
608,Selling price,357
18,Selling price,2499
105,Selling price,472
280,Selling price,2522
636,Selling price,644
70,Selling price,342
376,Selling price,357
285,Selling price,212
660,Selling price,843
161,Selling price,352
357,Selling price,1962
398,Selling price,682
588,Selling price,1810
211,Selling price,312
362,Selling price,196
641,Selling price,450
233,Selling price,1082
408,Selling price,240
157,Selling price,680
483,Selling price,10035
543,Selling price,1637
353,Selling price,2854
324,Selling price,4637
98,Selling price,1043
255,Selling price,2499
220,Selling price,356
568,Selling price,575
203,Selling price,244
509,Selling price,5146
388,Selling price,1648
43,Selling price,342
628,Selling price,2969
642,Selling price,6270
487,Selling price,404
342,Selling price,21
650,Selling price,544
601,Selling price,1396
328,Selling price,1755
402,Selling price,544
594,Discount,0.0181319740052562
307,Discount,0.1266607816695692
657,Discount,0.0139040926699227
97,Discount,0.1139229240504496
293,Discount,0.0390403246902466
655,Discount,0.0024068350813751
113,Discount,0.0157434121181476
91,Discount,0.0661732268111669
510,Discount,0.0048471436319098
467,Discount,0.0139040926699227
424,Discount,0.0182730309951564
346,Discount,0.1043634405928015
480,Discount,0.187451763626292
50,Discount,0.07
227,Discount,0.08
308,Discount,0.05
272,Discount,0.0458249210457452
602,Discount,0.0278350839591724
634,Discount,0.0070052183168659
53,Discount,0.0661732268111669
533,Discount,0.0356518479213971
207,Discount,0.0414219571793185
318,Discount,0.0642938107326234
415,Discount,0.0053592580787664
219,Discount,0.0070422017455292
192,Discount,0.0060530066708165
637,Discount,0.0058883337268477
28,Discount,0.088792241360042
438,Discount,0.0
403,Discount,0.0694158771562128
188,Discount,0.05
221,Discount,0.0667366620619679
613,Discount,0.14
13,Discount,0.1521040591143892
64,Discount,0.0060530066708165
503,Discount,0.0083884695150371
366,Discount,0.1043634405928015
493,Discount,0.1479133945256632
62,Discount,0.05
600,Discount,0.082766374861707
288,Discount,0.0387842025359348
156,Discount,0.13
164,Discount,0.1313501200849846
465,Discount,0.18933471145402
397,Discount,0.0660502135525825
592,Discount,0.000360064025974
126,Discount,0.131935142515315
604,Discount,0.0301214927301078
273,Discount,0.0458249210457452
225,Discount,0.0773423889691574
411,Discount,0.0181958553749906
337,Discount,0.1629267082429524
405,Discount,0.1453518175722601
524,Discount,0.0861909054747311
406,Discount,0.0387684058735381
539,Discount,0.0
442,Discount,0.04
31,Discount,0.0641905978636247
383,Discount,0.000360064025974
371,Discount,0.0356518479213971
340,Discount,0.1802377836358734
608,Discount,0.0070052183168659
18,Discount,0.0833878796912931
105,Discount,0.0592667288721164
280,Discount,0.0
636,Discount,0.1289920198149356
70,Discount,0.1019024697829586
376,Discount,0.0070052183168659
285,Discount,0.01
660,Discount,0.02
161,Discount,0.0
357,Discount,0.0524991704237572
398,Discount,0.0995363734404357
588,Discount,0.0278350839591724
211,Discount,0.08
362,Discount,0.0
641,Discount,0.0182730309951564
233,Discount,0.0639942855062218
408,Discount,0.02
157,Discount,0.08012975812456
483,Discount,0.0
543,Discount,0.0972958729739188
353,Discount,0.1802377836358734
324,Discount,0.0190733753206642
98,Discount,0.05
255,Discount,0.05
220,Discount,0.08
568,Discount,0.0167483957676732
203,Discount,0.05
509,Discount,0.04
388,Discount,0.0022061992680268
43,Discount,0.1019024697829586
628,Discount,0.14
642,Discount,0.0037532816341557
487,Discount,0.0590703280073377
342,Discount,0.07
650,Discount,0.1166668774804791
601,Discount,0.1043634405928015
328,Discount,0.0271223806708057
402,Discount,0.1166668774804791
