QuoteName,Date,Open,High,Low,Close,Adj Close,Volume
"VNQ",2020-06-18 00:00:00.000,81.19,81.72,80.82,81.27,78.1329,5005900
"VNQ",2020-06-19 00:00:00.000,82.45,82.45,79.68,80.09,76.9984,10402000
"VNQ",2020-06-22 00:00:00.000,79.94,80.23,78.68,80.01,76.9215,3995500
"VNQ",2020-06-23 00:00:00.000,80.8,80.93,79.44,79.68,76.6042,3958100
"VNQ",2020-06-24 00:00:00.000,78.68,78.88,75.66,77.41,74.4219,7034900
"VNQ",2020-06-25 00:00:00.000,76.17,77.71,76.03,77.63,75.3724,6626000
"VNQ",2020-06-26 00:00:00.000,77.36,77.65,76.05,76.14,73.9257,7277100
"VNQ",2020-06-29 00:00:00.000,76.88,77.67,75.84,77.61,75.353,4687100
"VNQ",2020-06-30 00:00:00.000,77.87,78.91,77.38,78.53,76.2462,5212200
"VNQ",2020-07-01 00:00:00.000,78.8,80.66,78.6,80.34,78.0036,5023700
"VNQ",2020-07-02 00:00:00.000,81.67,81.9,79.75,80.11,77.7803,4588100
"VNQ",2020-07-06 00:00:00.000,81.6,81.72,79.94,80.07,77.7414,6174300
"VNQ",2020-07-07 00:00:00.000,79.13,79.49,78.38,78.48,76.1977,3389200
"VNQ",2020-07-08 00:00:00.000,78.59,78.88,77.66,78.37,76.0909,3848100
"VNQ",2020-07-09 00:00:00.000,78.23,78.3,76.65,77.88,75.6151,3455900
"VNQ",2020-07-10 00:00:00.000,77.72,78.51,77.56,78.12,75.8482,3809900
"VNQ",2020-07-13 00:00:00.000,78.4,78.85,77,77.19,74.9452,6071800
"VNQ",2020-07-14 00:00:00.000,77.16,78.07,76.94,77.84,75.5763,3473900
"VNQ",2020-07-15 00:00:00.000,79.15,79.39,78.05,78.6,76.3142,3547200
"VNQ",2020-07-16 00:00:00.000,78.17,78.45,77.36,77.66,75.4015,3605400
"VNQ",2020-07-17 00:00:00.000,77.92,79,77.47,78.67,76.3822,3720500
"VNQ",2020-07-20 00:00:00.000,78.6,79,77.46,77.73,75.4695,4364100
"VNQ",2020-07-21 00:00:00.000,78.38,78.74,77.71,77.92,75.654,3007200
"VNQ",2020-07-22 00:00:00.000,77.56,79.19,77.36,79.11,76.8094,2682400
"VNQ",2020-07-23 00:00:00.000,78.95,79.41,77.81,78.78,76.489,4630900
"VNQ",2020-07-24 00:00:00.000,78.59,79,78.07,78.2,75.9258,2702200
"VNQ",2020-07-27 00:00:00.000,78.16,79.03,77.23,78.94,76.6443,4111800
"VNQ",2020-07-28 00:00:00.000,78.91,80.9,78.74,80.51,78.1686,6613300
"VNQ",2020-07-29 00:00:00.000,80.96,82.07,80.82,82.07,79.6833,5429600
"VNQ",2020-07-30 00:00:00.000,81,81.61,80.47,81.54,79.1687,6602700
"VNQ",2020-07-31 00:00:00.000,81.45,81.5,80.12,81.39,79.0231,9312300
"VNQ",2020-08-03 00:00:00.000,81.42,81.42,79.88,80.31,77.9745,5629700
"VNQ",2020-08-04 00:00:00.000,80.17,81.71,80.13,81.51,79.1396,4078000
"VNQ",2020-08-05 00:00:00.000,81.8,82.12,80.7,81.1,78.7415,3374500
"VNQ",2020-08-06 00:00:00.000,80.79,81.46,80.71,81.23,78.8677,3646500
"VNQ",2020-08-07 00:00:00.000,80.93,82.43,80.8,82.39,79.994,4447800
"VNQ",2020-08-10 00:00:00.000,82.64,83.02,82.16,82.52,80.1202,3410000
"VNQ",2020-08-11 00:00:00.000,83.33,83.47,81.02,81.33,78.9648,5193800
"VNQ",2020-08-12 00:00:00.000,81.96,82.28,81.64,82.15,79.761,2246500
"VNQ",2020-08-13 00:00:00.000,81.88,82.57,80.93,81.14,78.7803,3585400
"VNQ",2020-08-14 00:00:00.000,80.93,81.91,80.84,81.15,78.79,3399300
"VNQ",2020-08-17 00:00:00.000,81.2,81.85,80.83,81.81,79.4308,2749900
"VNQ",2020-08-18 00:00:00.000,81.81,81.91,80.92,81.42,79.0522,3635300
"VNQ",2020-08-19 00:00:00.000,81.61,81.67,79.84,79.99,77.6638,4376200
"VNQ",2020-08-20 00:00:00.000,79.6,81.27,79.38,80.75,78.4017,2949900
"VNQ",2020-08-21 00:00:00.000,80.74,81.23,79.89,80.88,78.5279,3380700
"VNQ",2020-08-24 00:00:00.000,81,81.43,79.92,81.4,79.0328,2553700
"VNQ",2020-08-25 00:00:00.000,81.61,81.8,80.83,81.61,79.2367,3123500
"VNQ",2020-08-26 00:00:00.000,81.43,81.43,80.37,80.86,78.5085,3139800
"VNQ",2020-08-27 00:00:00.000,81.03,82.31,81.01,82.05,79.6639,4006700
"VNQ",2020-08-28 00:00:00.000,82.18,82.59,81.34,82.59,80.1882,4548700
"VNQ",2020-08-31 00:00:00.000,82.48,82.5,81.44,81.75,79.3726,4835100
"VNQ",2020-09-01 00:00:00.000,81.47,81.88,80.88,81.81,79.4308,3498500
"VNQ",2020-09-02 00:00:00.000,81.9,83.46,81.24,83.33,80.9066,3136500
"VNQ",2020-09-03 00:00:00.000,83.31,84.04,81.7,82.33,79.9357,5716500
"VNQ",2020-09-04 00:00:00.000,82.57,83.1,80.53,81.9,79.5182,4956900
"VNQ",2020-09-08 00:00:00.000,81.54,81.59,80.32,80.9,78.5473,3774000
"VNQ",2020-09-09 00:00:00.000,81.32,82.74,81.24,81.7,79.324,3158300
"VNQ",2020-09-10 00:00:00.000,81.79,81.9,80.62,80.7,78.3531,4308700
"VNQ",2020-09-11 00:00:00.000,80.89,80.98,79.51,80.25,77.9162,4255400
"VNQ",2020-09-14 00:00:00.000,80.78,82.46,80.68,82.21,79.8192,3732000
"VNQ",2020-09-15 00:00:00.000,82.56,83.98,82.5,83.2,80.7804,3017500
"VNQ",2020-09-16 00:00:00.000,83.7,84.49,83.29,83.64,81.2076,3722400
"VNQ",2020-09-17 00:00:00.000,82.78,83.35,81.48,82.01,79.625,5981400
"VNQ",2020-09-18 00:00:00.000,81.98,81.98,80.02,80.16,77.8288,5024200
"VNQ",2020-09-21 00:00:00.000,79.16,79.17,77.32,77.75,75.4889,5297300
"VNQ",2020-09-22 00:00:00.000,77.99,79.32,77.83,78.68,76.3919,4486400
"VNQ",2020-09-23 00:00:00.000,78.73,78.73,76.21,76.31,74.0908,7876400
"VNQ",2020-09-24 00:00:00.000,76.32,77.81,75.95,76.72,74.4889,6813300
"VNQ",2020-09-25 00:00:00.000,75.96,77.76,75.72,77.7,76.025,3503300
"VNQ",2020-09-28 00:00:00.000,78.79,79.67,78.7,79.29,77.5808,3470900
"VNQ",2020-09-29 00:00:00.000,79.28,79.33,78.08,78.72,77.023,3662900
"VNQ",2020-09-30 00:00:00.000,79.12,79.88,78.15,78.96,77.2579,4507100
"VNQ",2020-10-01 00:00:00.000,79.28,80.61,78.93,80.54,78.8038,6406300
"VNQ",2020-10-02 00:00:00.000,79.46,82.19,79.17,81.93,80.1638,3346700
"VNQ",2020-10-05 00:00:00.000,82.23,82.66,80.83,82.4,80.6237,2654800
"VNQ",2020-10-06 00:00:00.000,82.61,83.07,81.54,81.86,80.0954,5830300
"VNQ",2020-10-07 00:00:00.000,82.37,82.4,81.6,81.98,80.2128,2362400
"VNQ",2020-10-08 00:00:00.000,82.42,83.58,82.28,83.35,81.5532,2269000
"VNQ",2020-10-09 00:00:00.000,83.86,83.88,82.73,83.02,81.2303,6556200
"VNQ",2020-10-12 00:00:00.000,83.12,83.64,82.55,83.41,81.6119,5655800
"VNQ",2020-10-13 00:00:00.000,83.07,83.12,81.5,81.98,80.2128,4406300
"VNQ",2020-10-14 00:00:00.000,81.9,82.1,80.86,80.98,79.2343,4653700
"VNQ",2020-10-15 00:00:00.000,80.35,82.06,80.33,81.4,79.6453,2915400
"VNQ",2020-10-16 00:00:00.000,81.41,81.43,80.67,80.82,79.0778,2925400
"VNQ",2020-10-19 00:00:00.000,81.03,81.2,79.44,79.56,77.8449,9873000
"VNQ",2020-10-20 00:00:00.000,80.09,80.74,79.93,80.13,78.4026,4038600
"VNQ",2020-10-21 00:00:00.000,79.91,80.27,79.51,79.89,78.1678,2685900
"VNQ",2020-10-22 00:00:00.000,79.88,80.22,79.53,79.88,78.158,3828900
"VNQ",2020-10-23 00:00:00.000,80.18,80.67,79.69,80.36,78.6277,2588700
"VNQ",2020-10-26 00:00:00.000,79.74,79.86,78.51,79.21,77.5025,2691200
"VNQ",2020-10-27 00:00:00.000,79.3,79.73,77.94,77.94,76.2599,2264100
"VNQ",2020-10-28 00:00:00.000,76.68,77.43,75.79,76.08,74.4399,4422000
"VNQ",2020-10-29 00:00:00.000,76.2,77.68,75.46,77.1,75.438,4645500
"VNQ",2020-10-30 00:00:00.000,76.66,77.22,75.68,76.59,74.939,3978900
"VNQ",2020-11-02 00:00:00.000,77.4,78.46,76.88,78.42,76.7295,4254500
"VNQ",2020-11-03 00:00:00.000,79.2,80.4,78.92,79.93,78.207,4214600
"VNQ",2020-11-04 00:00:00.000,80.5,81.29,79.44,80.07,78.3439,2867500
"VNQ",2020-11-05 00:00:00.000,80.69,81.21,80.12,80.45,78.7157,3984900
"VNQ",2020-11-06 00:00:00.000,80.69,81.11,79.6,79.9,78.1776,3696600
"VNQ",2020-11-09 00:00:00.000,84.53,88.29,82.56,82.73,80.9466,8999300
"VNQ",2020-11-10 00:00:00.000,82.85,84.02,82.39,83.94,82.1305,6146100
"VNQ",2020-11-11 00:00:00.000,84.28,84.65,83.44,84.26,82.4436,3416100
"VNQ",2020-11-12 00:00:00.000,83.88,84.23,82.59,83.16,81.3673,3939500
"VNQ",2020-11-13 00:00:00.000,83.66,85.57,83.66,85.38,83.5395,3443000
"VNQ",2020-11-16 00:00:00.000,87.17,87.44,85.32,86.34,84.4788,2978300
"VNQ",2020-11-17 00:00:00.000,85.7,86.76,85.11,86.42,84.557,3856900
"VNQ",2020-11-18 00:00:00.000,86.59,87.08,84.68,84.74,82.9133,9655500
"VNQ",2020-11-19 00:00:00.000,84.62,85.17,83.73,85.07,83.2362,4225400
"VNQ",2020-11-20 00:00:00.000,85.03,85.15,84.23,84.61,82.7861,3136400
"VNQ",2020-11-23 00:00:00.000,85.19,85.77,84.63,84.77,82.9426,4520000
"VNQ",2020-11-24 00:00:00.000,85.71,86.41,85.12,85.22,83.3829,4805500
"VNQ",2020-11-25 00:00:00.000,85.29,85.41,83.03,85.27,83.4318,5792800
"VNQ",2020-11-27 00:00:00.000,85.52,85.55,84.54,84.89,83.06,2063900
"VNQ",2020-11-30 00:00:00.000,84.78,84.85,83.73,84,82.1892,6413600
"VNQ",2020-12-01 00:00:00.000,84.96,85.43,84.7,85.08,83.2459,6489100
"VNQ",2020-12-02 00:00:00.000,84.89,85.39,84.34,84.41,82.5904,3738500
"VNQ",2020-12-03 00:00:00.000,84.6,85.55,84.47,85.12,83.2851,3386300
"VNQ",2020-12-04 00:00:00.000,85.49,86.44,85.49,86.42,84.557,3053200
"VNQ",2020-12-07 00:00:00.000,86.21,86.49,85.35,85.67,83.8232,2620500
"VNQ",2020-12-08 00:00:00.000,85.29,85.82,85.25,85.37,83.5297,2648100
"VNQ",2020-12-09 00:00:00.000,85.55,85.65,84.28,84.84,83.0111,5024000
"VNQ",2020-12-10 00:00:00.000,84.38,85.02,84.16,84.47,82.6491,3737900
"VNQ",2020-12-11 00:00:00.000,84.06,84.57,83.57,84.39,82.5708,4044400
"VNQ",2020-12-14 00:00:00.000,85.08,85.68,83.96,84.02,82.2088,3735200
"VNQ",2020-12-15 00:00:00.000,84.5,85.76,83.85,85.74,83.8917,2867700
"VNQ",2020-12-16 00:00:00.000,85.99,86.46,85.41,85.84,83.9895,3419900
"VNQ",2020-12-17 00:00:00.000,86.26,86.75,85.92,86.67,84.8017,3341400
"VNQ",2020-12-18 00:00:00.000,86.76,86.77,84.4,84.93,83.0992,3988500
"VNQ",2020-12-21 00:00:00.000,83.7,84.51,83.35,84.45,82.6295,4993600
"VNQ",2020-12-22 00:00:00.000,84.5,85.12,84.11,85.04,83.2068,2828900
"VNQ",2020-12-23 00:00:00.000,85.37,85.93,84.42,84.49,82.6687,3659000
"VNQ",2020-12-24 00:00:00.000,83.48,83.9,83.23,83.88,83.3924,1563600
"VNQ",2020-12-28 00:00:00.000,84.29,84.51,83.8,84.38,83.8895,5655100
"VNQ",2020-12-29 00:00:00.000,84.69,85.14,83.57,83.66,83.1737,3880100
"VNQ",2020-12-30 00:00:00.000,83.87,84.78,83.71,84.12,83.631,3995900
"VNQ",2020-12-31 00:00:00.000,84.09,85.05,83.4,84.93,84.4363,4827300
"VNQ",2021-01-04 00:00:00.000,85.2,85.28,82.07,82.17,81.6924,5311500
"VNQ",2021-01-05 00:00:00.000,82.17,82.87,82.13,82.29,81.8117,4932600
"VNQ",2021-01-06 00:00:00.000,82.26,82.97,81.73,82.43,81.9509,6520100
"VNQ",2021-01-07 00:00:00.000,82.5,82.54,81.75,82.27,81.7918,4068400
"VNQ",2021-01-08 00:00:00.000,82.53,83.36,82.39,83.07,82.5871,4931600
"VNQ",2021-01-11 00:00:00.000,82.53,83.02,81.68,81.97,81.4935,6565700
"VNQ",2021-01-12 00:00:00.000,81.86,82.23,81.23,82.16,81.6824,7857300
"VNQ",2021-01-13 00:00:00.000,82.22,83.33,82.21,83.16,82.6766,9024900
"VNQ",2021-01-14 00:00:00.000,83.44,84.22,83.13,83.65,83.1638,5866400
"VNQ",2021-01-15 00:00:00.000,83.46,84.87,83.18,84.61,84.1182,3939700
"VNQ",2021-01-19 00:00:00.000,85.14,85.18,83.99,84.37,83.8796,5521200
"VNQ",2021-01-20 00:00:00.000,84.44,86.37,84.13,85.98,85.4802,5198300
"VNQ",2021-01-21 00:00:00.000,85.73,85.74,84.83,85.57,85.0726,4213200
"VNQ",2021-01-22 00:00:00.000,85.13,85.91,84.92,85.77,85.2714,5272700
"VNQ",2021-01-25 00:00:00.000,85.74,87.08,85.26,86.42,85.9177,7819700
"VNQ",2021-01-26 00:00:00.000,86.61,87.31,86.46,87.03,86.5241,4706300
"VNQ",2021-01-27 00:00:00.000,86.38,87.18,85.07,85.49,84.9931,5907600
"VNQ",2021-01-28 00:00:00.000,85.51,86.91,85.23,85.95,85.4504,6237000
"VNQ",2021-01-29 00:00:00.000,85.47,86.33,84.51,84.96,84.4661,7349800
"VNQ",2021-02-01 00:00:00.000,85.48,86.96,84.42,86.9,86.3949,6149000
"VNQ",2021-02-02 00:00:00.000,87.46,87.74,86.68,87.42,86.9118,3849800
"VNQ",2021-02-03 00:00:00.000,87.47,87.48,86,87.2,86.6931,5148700
"VNQ",2021-02-04 00:00:00.000,87.22,88.29,87.1,87.8,87.2896,4118200
"VNQ",2021-02-05 00:00:00.000,88.17,88.28,87.81,88.11,87.5978,2583900
"VNQ",2021-02-08 00:00:00.000,88.43,88.59,87.79,88.59,88.075,3212700
"VNQ",2021-02-09 00:00:00.000,88.75,89.13,88.39,88.9,88.3832,2518800
"VNQ",2021-02-10 00:00:00.000,89.36,90.1,88.99,89.38,88.8605,3421400
"VNQ",2021-02-11 00:00:00.000,89.54,90.09,89.05,89.57,89.0493,3717000
"VNQ",2021-02-12 00:00:00.000,89.34,89.68,88.91,89.59,89.0692,2297400
"VNQ",2021-02-16 00:00:00.000,89.92,89.97,88.41,88.9,88.3832,2774500
"VNQ",2021-02-17 00:00:00.000,88.7,88.93,88.25,88.79,88.2739,2939000
"VNQ",2021-02-18 00:00:00.000,88.47,88.79,88.26,88.41,87.8961,3254600
"VNQ",2021-02-19 00:00:00.000,88.73,89.45,88.49,88.92,88.4031,4170700
"VNQ",2021-02-22 00:00:00.000,88.7,90.05,88.51,89.66,89.1388,3493000
"VNQ",2021-02-23 00:00:00.000,89.88,90.47,89.65,90.22,89.6956,4378300
"VNQ",2021-02-24 00:00:00.000,90.23,91.19,90.01,90.91,90.3816,3551200
"VNQ",2021-02-25 00:00:00.000,90.8,91.45,88.56,89.17,88.6517,7548800
"VNQ",2021-02-26 00:00:00.000,89.51,89.52,87.77,87.87,87.3592,6519800
"VNQ",2021-03-01 00:00:00.000,88.87,89.67,88.16,88.26,87.747,4834000
"VNQ",2021-03-02 00:00:00.000,88.29,88.29,86.83,87.41,86.9019,4714600
"VNQ",2021-03-03 00:00:00.000,87.37,87.73,86.73,86.91,86.4048,6231400
"VNQ",2021-03-04 00:00:00.000,87.08,87.55,84.88,85.92,85.4206,6858000
"VNQ",2021-03-05 00:00:00.000,86.58,87.16,84.45,86.86,86.3551,7166100
"VNQ",2021-03-08 00:00:00.000,87.23,88.53,86.59,87.61,87.1007,4823000
"VNQ",2021-03-09 00:00:00.000,88.13,88.87,88.07,88.19,87.6774,3873200
"VNQ",2021-03-10 00:00:00.000,88.42,89.63,88.15,89.07,88.5523,3428200
"VNQ",2021-03-11 00:00:00.000,89.7,90.63,89.15,90.11,89.5862,3830000
"VNQ",2021-03-12 00:00:00.000,90.07,91.66,90.03,91.62,91.0874,3262800
"VNQ",2021-03-15 00:00:00.000,91.83,93.2,91.36,92.98,92.4395,6026400
"VNQ",2021-03-16 00:00:00.000,92.99,93.2,92.2,92.6,92.0617,3122500
"VNQ",2021-03-17 00:00:00.000,92.43,92.72,91.57,92.68,92.1413,3660100
"VNQ",2021-03-18 00:00:00.000,92.31,92.4,91.43,91.74,91.2067,3496000
"VNQ",2021-03-19 00:00:00.000,91.88,92.12,90.41,90.49,89.964,4428500
"VNQ",2021-03-22 00:00:00.000,90.5,91.35,90.2,91.13,90.6003,2677000
"VNQ",2021-03-23 00:00:00.000,91.1,91.71,90.49,91,90.471,2966400
"VNQ",2021-03-24 00:00:00.000,91.05,91.78,90.49,90.49,89.964,4144500
"VNQ",2021-03-25 00:00:00.000,89.83,91.09,88.83,90.88,90.88,4218800
"SMH",2020-03-26 00:00:00.000,116.8,122,116.2,121.72,120.8781,4606400
"SMH",2020-03-27 00:00:00.000,117.53,119.07,114.95,114.99,114.1947,6285700
"SMH",2020-03-30 00:00:00.000,117.12,119.91,115.84,119.5,118.6735,4572800
"SMH",2020-03-31 00:00:00.000,119.74,121.34,116.36,117.14,116.3298,5111800
"SMH",2020-04-01 00:00:00.000,113.44,116.19,110.18,111.33,110.56,6468000
"SMH",2020-04-02 00:00:00.000,110.34,114.7,110.24,114.33,113.5392,4923100
"SMH",2020-04-03 00:00:00.000,114,115.46,110.81,112.04,111.2651,3588800
"SMH",2020-04-06 00:00:00.000,117.23,123.81,117.22,123.18,122.328,8685500
"SMH",2020-04-07 00:00:00.000,127.7,127.88,122.8,122.8,121.9506,5901400
"SMH",2020-04-08 00:00:00.000,124.99,127.49,123.38,126.87,125.9925,4755800
"SMH",2020-04-09 00:00:00.000,128.19,129.64,122.89,123.87,123.0132,10407500
"SMH",2020-04-13 00:00:00.000,123.33,125.69,122.75,125.49,124.622,5480800
"SMH",2020-04-14 00:00:00.000,128.62,131.1,128.18,130.98,130.0741,7672900
"SMH",2020-04-15 00:00:00.000,128.05,128.13,125.99,127.45,126.5685,6013400
"SMH",2020-04-16 00:00:00.000,129.65,131.43,128.4,130.83,129.9251,4655000
"SMH",2020-04-17 00:00:00.000,133.36,133.95,130.86,132.11,131.1962,5097600
"SMH",2020-04-20 00:00:00.000,130.01,132.12,129.27,129.31,128.4156,3120600
"SMH",2020-04-21 00:00:00.000,127.11,127.82,122.78,123.52,122.6657,6383600
"SMH",2020-04-22 00:00:00.000,127.15,131.24,127.05,130.5,129.5974,6015300
"SMH",2020-04-23 00:00:00.000,130.46,131.92,129,129.3,128.4057,4272200
"SMH",2020-04-24 00:00:00.000,129.29,132.23,128.32,131.91,130.9976,3993700
"SMH",2020-04-27 00:00:00.000,133.22,134.67,132.51,133.54,132.6163,4451800
"SMH",2020-04-28 00:00:00.000,135.79,136.46,132.5,132.65,131.7325,4556800
"SMH",2020-04-29 00:00:00.000,135.04,139.36,134.53,138.88,137.9194,4885500
"SMH",2020-04-30 00:00:00.000,138.1,138.1,133.5,133.73,132.805,6868200
"SMH",2020-05-01 00:00:00.000,130.86,131.1,126.93,127.43,126.5486,6015400
"SMH",2020-05-04 00:00:00.000,126.9,129,126.11,128.84,127.9489,3807900
"SMH",2020-05-05 00:00:00.000,130.67,132.83,129.78,130.52,129.6172,4834400
"SMH",2020-05-06 00:00:00.000,132.11,134.04,131.74,132.05,131.1367,3326300
"SMH",2020-05-07 00:00:00.000,134.5,134.92,132.71,133.25,132.3284,3123100
"SMH",2020-05-08 00:00:00.000,134.72,136.81,134.18,136.65,135.7048,3016400
"SMH",2020-05-11 00:00:00.000,135.33,137.7,135.24,136.72,135.7744,2720500
"SMH",2020-05-12 00:00:00.000,137.6,137.91,132.92,132.96,132.0404,3576600
"SMH",2020-05-13 00:00:00.000,133.93,134.39,128.77,130.6,129.6967,6863800
"SMH",2020-05-14 00:00:00.000,129.61,134.39,127.41,134.26,133.3314,5694800
"SMH",2020-05-15 00:00:00.000,129.75,131.85,128.86,131.2,130.2925,7479500
"SMH",2020-05-18 00:00:00.000,134.56,137.57,134.43,136.85,135.9035,4240400
"SMH",2020-05-19 00:00:00.000,136.79,139.27,136.13,136.34,135.397,3995000
"SMH",2020-05-20 00:00:00.000,139.36,142.01,139.32,141.28,140.3028,4524100
"SMH",2020-05-21 00:00:00.000,140.94,141.29,137.5,137.7,136.7476,4432800
"SMH",2020-05-22 00:00:00.000,137.77,138.15,136.09,137.99,137.0356,2484500
"SMH",2020-05-26 00:00:00.000,141.27,142.14,138.97,139.18,138.2173,4663600
"SMH",2020-05-27 00:00:00.000,139.23,141.3,135.65,141.28,140.3028,6509100
"SMH",2020-05-28 00:00:00.000,140.5,142.01,137.55,138.26,137.3037,5191700
"SMH",2020-05-29 00:00:00.000,138.77,141.89,138.28,141.03,140.0546,6013100
"SMH",2020-06-01 00:00:00.000,140.9,141.56,139.78,140.82,139.846,3166400
"SMH",2020-06-02 00:00:00.000,141.49,143.72,140.67,143.59,142.5968,3777900
"SMH",2020-06-03 00:00:00.000,145.77,148.14,145.76,147.55,146.5295,4493800
"SMH",2020-06-04 00:00:00.000,146.89,150.18,146.7,149.18,148.1482,3140800
"SMH",2020-06-05 00:00:00.000,152.33,154.77,152.15,152.7,151.6438,4896800
"SMH",2020-06-08 00:00:00.000,153.39,153.44,149.46,152.24,151.187,2781100
"SMH",2020-06-09 00:00:00.000,150.57,153.09,150.07,152.52,151.4651,2863000
"SMH",2020-06-10 00:00:00.000,153.45,154.73,152.66,153.3,152.2397,3506300
"SMH",2020-06-11 00:00:00.000,149.47,150.1,143.79,143.89,142.8948,4671400
"SMH",2020-06-12 00:00:00.000,148,148.75,142.85,145.92,144.9107,4695900
"SMH",2020-06-15 00:00:00.000,142.72,148.02,142.33,147.81,146.7877,4259100
"SMH",2020-06-16 00:00:00.000,151.81,152.62,147.78,150.12,149.0817,3891800
"SMH",2020-06-17 00:00:00.000,151.53,153.01,150.72,151.71,150.6607,4710600
"SMH",2020-06-18 00:00:00.000,151.42,152.35,150.73,151.5,150.4521,2885000
"SMH",2020-06-19 00:00:00.000,153.1,153.95,150.41,150.79,149.747,3349100
"SMH",2020-06-22 00:00:00.000,150.82,152.3,149.52,152.17,151.1175,2818000
"SMH",2020-06-23 00:00:00.000,153.2,154.1,152.35,152.67,151.614,2374600
"SMH",2020-06-24 00:00:00.000,151.85,152.7,148.33,149.47,148.4362,4470900
"SMH",2020-06-25 00:00:00.000,149.68,150.78,147.1,150.49,149.4491,2317700
"SMH",2020-06-26 00:00:00.000,150.49,150.82,147.35,147.67,146.6486,3948900
"SMH",2020-06-29 00:00:00.000,148.14,149.17,145.85,149.17,148.1382,3394900
"SMH",2020-06-30 00:00:00.000,150.09,153.36,149.87,152.8,151.7431,4433100
"SMH",2020-07-01 00:00:00.000,152.9,152.96,151.04,151.05,150.0052,3028800
"SMH",2020-07-02 00:00:00.000,153.13,154.51,152.62,153.36,152.2993,3473700
"SMH",2020-07-06 00:00:00.000,156.17,158.1,155.85,157.59,156.5,3462900
"SMH",2020-07-07 00:00:00.000,157.15,158.07,155.32,155.63,154.5536,2976000
"SMH",2020-07-08 00:00:00.000,157.04,158.01,155.75,157.86,156.7681,2590800
"SMH",2020-07-09 00:00:00.000,158.5,161.24,156.89,160.6,159.4892,5917000
"SMH",2020-07-10 00:00:00.000,160.57,161.03,158.39,159.97,158.8636,2375900
"SMH",2020-07-13 00:00:00.000,162.4,164.05,157.36,157.67,156.5795,4748200
"SMH",2020-07-14 00:00:00.000,156.63,160.7,154.81,160.32,159.2111,3903100
"SMH",2020-07-15 00:00:00.000,161.31,161.37,157.29,159.59,158.4862,3178500
"SMH",2020-07-16 00:00:00.000,158.09,159.95,157.1,159.47,158.367,3405600
"SMH",2020-07-17 00:00:00.000,160.52,160.78,159.42,160.21,159.1019,2489100
"SMH",2020-07-20 00:00:00.000,160.45,163.84,159.32,163.41,162.2798,2242800
"SMH",2020-07-21 00:00:00.000,165.08,165.17,162.14,162.59,161.4654,3048100
"SMH",2020-07-22 00:00:00.000,163.12,164.94,162.48,163.78,162.6472,2364300
"SMH",2020-07-23 00:00:00.000,163.82,165.05,159.67,161.08,159.9659,3718000
"SMH",2020-07-24 00:00:00.000,158.55,161.88,157.23,159.46,158.3571,3020400
"SMH",2020-07-27 00:00:00.000,163.08,166.01,162.84,165.89,164.7426,2792400
"SMH",2020-07-28 00:00:00.000,163.61,163.82,161.33,161.58,160.4624,2846300
"SMH",2020-07-29 00:00:00.000,163.02,166.27,162.73,165.65,164.5043,3205600
"SMH",2020-07-30 00:00:00.000,164.21,167.4,163.86,167.21,166.0535,3274800
"SMH",2020-07-31 00:00:00.000,167.54,167.54,163.83,166.22,165.0703,5177400
"SMH",2020-08-03 00:00:00.000,167.33,169.45,167.15,169.18,168.0098,2012400
"SMH",2020-08-04 00:00:00.000,169.26,171.8,169.12,171.64,170.4528,2998500
"SMH",2020-08-05 00:00:00.000,171.64,173.09,170.84,171.79,170.6018,2188600
"SMH",2020-08-06 00:00:00.000,171.72,171.75,169.74,171.49,170.3039,2219300
"SMH",2020-08-07 00:00:00.000,171.23,172.03,167.74,169.52,168.3475,2757600
"SMH",2020-08-10 00:00:00.000,170.07,170.44,167.14,169.64,168.4667,2287400
"SMH",2020-08-11 00:00:00.000,169.67,170.51,166.74,167.24,166.0833,3257200
"SMH",2020-08-12 00:00:00.000,168.72,173,168.03,172.5,171.3069,2869800
"SMH",2020-08-13 00:00:00.000,172.41,172.6,170.08,170.86,169.6782,2274800
"SMH",2020-08-14 00:00:00.000,171.35,172.86,170.28,170.68,169.4995,1631500
"SMH",2020-08-17 00:00:00.000,172.66,174.11,172.24,173.17,171.9723,1400900
"SMH",2020-08-18 00:00:00.000,173.89,174.33,171.64,172.1,170.9097,1510900
"SMH",2020-08-19 00:00:00.000,172.43,172.59,170.64,171.05,169.8669,2358300
"SMH",2020-08-20 00:00:00.000,169.18,170.22,168.23,169.68,168.5064,2907400
"SMH",2020-08-21 00:00:00.000,169.62,170.95,169.02,170.91,169.7279,2081500
"SMH",2020-08-24 00:00:00.000,172.82,173.39,171.21,172.43,171.2374,1297700
"SMH",2020-08-25 00:00:00.000,172.83,174.46,172.8,174.38,173.1739,1299400
"SMH",2020-08-26 00:00:00.000,174.82,175.93,174.35,175.35,174.1372,1417900
"SMH",2020-08-27 00:00:00.000,175.95,176.39,171.84,172.89,171.6942,3121400
"SMH",2020-08-28 00:00:00.000,173.4,175.8,172.85,175.64,174.4252,1355800
"SMH",2020-08-31 00:00:00.000,175.1,176.64,173.9,175.37,174.157,1734300
"SMH",2020-09-01 00:00:00.000,176.7,178.9,175.88,178.81,177.5732,1834000
"SMH",2020-09-02 00:00:00.000,181.8,184.61,179.38,183.55,182.2805,3962500
"SMH",2020-09-03 00:00:00.000,180.82,180.82,172.37,173.8,172.5979,6900200
