member ID,Date registered,Active original,Gender,Year of Birth,State original,Post Code,Country,Fundraising Target,Updated Fundraising Target original,Amount Raised,Distance Target,Distance (km),Fitness App original,Activity,Profile Picture original,Blog Post original,Shared Page original,Why they are walking,Walking for,Solidarity wall original,Previous One Foot Forward member original,Team Captain,Team Name,Number of team members,Team Amount Raised,Team Distance,Org Captain,Organisation Name,Org Amount Raised,Org Distance,UTM Campaign,UTM Source,UTM Medium,UTM Content,UTM Term,Browser,Is 2021 original,Postcode Clean,State,Date only,Device,In Team original,In Org original,Why They Walked,Elevate original,Postcode,Metro,Updated Fundraising Target,Active,Fitness App,Profile Picture,Blog Post,Shared Page,Solidarity Wall,Previous One Foot Forward member,Team Captain YN,Org Captain YN,Is 2021,In Team,In Organisation,Elevate,Distance (km) (bins),Year of Birth (bins),Fundraisers,Distance Recorded,Distance Target (km) (bins),Distance Met,Funding Met
6298,2020-09-09 05:53:00.000,0,"Female",1978,"VIC",3249,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone10,2;FBMD/iPhone;FBSN/iOS;FBSV/13.6;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3249,"VIC",2020-09-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3249","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1970,6020,"No",50,"",""
6606,2020-09-09 10:55:00.000,0,"Female",1992,"VIC",3875,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3875,"VIC",2020-09-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3875","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,6327,"No",50,"",""
6908,2020-09-09 17:32:00.000,0,"Female",1989,"VIC",3131,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone11,8; iOS 13_6_1; en_AU; en-AU; scale=2.00; 828x1792; 241452311)",0,3131,"VIC",2020-09-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3131","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,6630,"No",50,"",""
6933,2020-09-09 18:11:00.000,0,"Female",1997,"VIC",3029,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 LightSpeed [FBAN/MessengerLiteForiOS;FBAV/280.0.0.32.106;FBBV/241469109;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/2;FBCR/;FBID/phone;FBLC/en-GB;FBOP/0]",0,3029,"VIC",2020-09-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3029","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,6655,"No",50,"",""
7218,2020-09-09 22:39:00.000,0,"Female",1995,"VIC",3458,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone8,2;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3458,"VIC",2020-09-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3458","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,6941,"No",50,"",""
7540,2020-09-10 11:57:00.000,0,"Female",1965,"VIC",3754,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3754,"VIC",2020-10-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3754","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1960,7261,"No",50,"",""
7548,2020-09-10 12:04:00.000,0,"Female",1981,"VIC",3018,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone9,3;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3018,"VIC",2020-10-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3018","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,7269,"No",50,"",""
7722,2020-09-10 14:41:00.000,0,"Female",1971,"VIC",3939,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone10,2;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3939,"VIC",2020-10-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3939","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1970,7442,"No",50,"",""
7772,2020-09-10 15:48:00.000,0,"Female",1982,"VIC",3501,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone11,6;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3501,"VIC",2020-10-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3501","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,7492,"No",50,"",""
7808,2020-09-10 16:25:00.000,0,"Female",2002,"VIC",3048,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,5;FBMD/iPhone;FBSN/iOS;FBSV/13.6;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3048,"VIC",2020-10-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3048","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,2000,7527,"No",50,"",""
7855,2020-09-10 17:19:00.000,0,"Female",1970,"VIC",3550,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone10,2;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3550,"VIC",2020-10-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3550","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1970,7572,"No",50,"",""
8000,2020-09-10 19:21:00.000,0,"Female",1977,"VIC",3556,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,3;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3556,"VIC",2020-10-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3556","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1970,7714,"No",50,"",""
8041,2020-09-10 19:40:00.000,0,"Female",1999,"VIC",3037,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone11,6;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3037,"VIC",2020-10-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3037","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,7755,"No",50,"",""
8151,2020-09-10 20:37:00.000,0,"Female",1988,"VIC",3677,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/2;FBID/phone;FBLC/en_US;FBOP/5]",0,3677,"VIC",2020-10-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3677","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,7863,"No",50,"",""
8252,2020-09-10 21:38:00.000,0,"Female",1997,"VIC",3977,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3977,"VIC",2020-10-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3977","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,7962,"No",50,"",""
8258,2020-09-10 21:42:00.000,0,"Female",1990,"VIC",3805,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 158.0.0.27.120 (iPhone12,1; iOS 13_6; en_AU; en-AU; scale=2.00; 828x1792; 242841067)",0,3805,"VIC",2020-10-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3805","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,7968,"No",50,"",""
8274,2020-09-10 21:59:00.000,0,"Female",1982,"VIC",3039,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone11,8;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3039,"VIC",2020-10-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3039","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,7985,"No",50,"",""
8402,2020-09-11 05:22:00.000,0,"Female",1987,"VIC",3222,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 158.0.0.27.120 (iPhone11,8; iOS 13_6_1; en_AU; en-AU; scale=2.00; 828x1792; 242841067)",0,3222,"VIC",2020-11-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3222","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,8114,"No",50,"",""
8408,2020-09-11 05:58:00.000,0,"Female",1995,"VIC",3070,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,5;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3070,"VIC",2020-11-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3070","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,8120,"No",50,"",""
8450,2020-09-11 07:40:00.000,0,"Female",1988,"VIC",3820,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3820,"VIC",2020-11-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3820","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,8161,"No",50,"",""
8714,2020-09-11 10:14:00.000,0,"Female",1991,"VIC",3185,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone9,4;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3185,"VIC",2020-11-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3185","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,8425,"No",50,"",""
8779,2020-09-11 10:54:00.000,0,"Female",1995,"VIC",3085,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3085,"VIC",2020-11-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3085","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,8490,"No",50,"",""
8783,2020-09-11 10:57:00.000,0,"Female",2002,"VIC",3747,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone9,3;FBMD/iPhone;FBSN/iOS;FBSV/13.4.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3747,"VIC",2020-11-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3747","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,2000,8494,"No",50,"",""
8815,2020-09-11 11:25:00.000,0,"Female",1993,"VIC",3835,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone11,8;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3835,"VIC",2020-11-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3835","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,8523,"No",50,"",""
8963,2020-09-11 13:37:00.000,0,"Female",1983,"VIC",3925,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone11,8;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3925,"VIC",2020-11-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3925","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,8673,"No",50,"",""
8977,2020-09-11 13:53:00.000,0,"Female",1991,"VIC",3081,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,3;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3081,"VIC",2020-11-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3081","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,8687,"No",50,"",""
9012,2020-09-11 14:41:00.000,0,"Female",1970,"VIC",3332,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone8,1;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3332,"VIC",2020-11-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3332","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1970,8722,"No",50,"",""
9129,2020-09-11 17:30:00.000,0,"Female",1991,"VIC",3104,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",0,3104,"VIC",2020-11-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3104","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,8839,"No",50,"",""
9259,2020-09-11 19:39:00.000,0,"Female",2001,"VIC",3913,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 LightSpeed [FBAN/MessengerLiteForiOS;FBAV/280.0.0.32.106;FBBV/241469109;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/2;FBCR/;FBID/phone;FBLC/en-GB;FBOP/0]",0,3913,"VIC",2020-11-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3913","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,2000,8967,"No",50,"",""
9324,2020-09-11 20:29:00.000,0,"Female",1960,"VIC",3218,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone10,2;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3218,"VIC",2020-11-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3218","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1960,9032,"No",50,"",""
9344,2020-09-11 20:50:00.000,0,"Female",1996,"VIC",3199,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone9,3;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3199,"VIC",2020-11-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3199","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,9052,"No",50,"",""
9370,2020-09-11 21:08:00.000,0,"Female",1989,"VIC",3977,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone10,1;FBMD/iPhone;FBSN/iOS;FBSV/12.4.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3977,"VIC",2020-11-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3977","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,9078,"No",50,"",""
9449,2020-09-11 22:38:00.000,0,"Female",1991,"VIC",3977,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone10,2;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3977,"VIC",2020-11-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3977","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,9156,"No",50,"",""
9459,2020-09-11 22:53:00.000,0,"Female",1975,"VIC",3775,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,5;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5]",0,3775,"VIC",2020-11-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3775","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1970,9166,"No",50,"",""
9487,2020-09-12 01:28:00.000,0,"Female",1967,"VIC",3032,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone11,8;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3032,"VIC",2020-12-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3032","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1960,9194,"No",50,"",""
9536,2020-09-12 07:22:00.000,0,"Female",1972,"VIC",3101,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone11,8;FBMD/iPhone;FBSN/iOS;FBSV/13.3.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3101,"VIC",2020-12-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3101","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1970,9242,"No",50,"",""
9781,2020-09-12 13:07:00.000,0,"Female",1998,"VIC",3099,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone9,4;FBMD/iPhone;FBSN/iOS;FBSV/13.1;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5;FBCR/]",0,3099,"VIC",2020-12-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3099","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,9484,"No",50,"",""
