Invoice #,Date,Operation Type (purchase / relocation),Product,Quantity,Cost Price,Supplier Type,Store
905323,2017-01-04 00:00:00.000,"Purchase","Keyboard Type 1, Huawei",11,102,"C",10
905339,2017-01-04 00:00:00.000,"Purchase","Tablet Type 7, Dell",11,94,"C",10
905368,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 3, Dell",11,47,"C",10
905427,2017-01-04 00:00:00.000,"Purchase","Memory Type 4, Dell",11,413,"C",10
905437,2017-01-04 00:00:00.000,"Purchase","Tablet Type 5, Huawei",11,145,"C",10
905526,2017-01-04 00:00:00.000,"Purchase","Laptop Type 2, Huawei",11,519,"C",10
905531,2017-01-04 00:00:00.000,"Purchase","Smart Watch Type 2, Dell",11,226,"C",10
905532,2017-01-04 00:00:00.000,"Purchase","Keyboard Type 3, Dell",11,261,"C",10
905547,2017-01-04 00:00:00.000,"Purchase","Monitor Type 2, HP",11,158,"C",10
905584,2017-01-04 00:00:00.000,"Purchase","Desktop Type 5, HP",11,173,"C",10
905605,2017-01-04 00:00:00.000,"Purchase","Phone Type 11, Samsung",11,256,"C",10
905634,2017-01-04 00:00:00.000,"Purchase","Tablet Type 5, Dell",11,201,"C",10
905688,2017-01-04 00:00:00.000,"Purchase","Memory Type 3, Dell",11,526,"C",10
905699,2017-01-04 00:00:00.000,"Purchase","Phone Type 9, Dell",11,125,"C",10
905729,2017-01-04 00:00:00.000,"Purchase","Mouse Type 3, Huawei",11,83,"C",10
905730,2017-01-04 00:00:00.000,"Purchase","Monitor Type 3, Dell",11,259,"C",10
905753,2017-01-04 00:00:00.000,"Purchase","Desktop Type 6, Huawei",11,57,"C",10
905777,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 5, Dell",11,41,"C",10
905785,2017-01-04 00:00:00.000,"Purchase","Keyboard Type 3, HP",11,688,"C",10
905786,2017-01-04 00:00:00.000,"Purchase","Headphones Type 6, Dell",11,83,"C",10
905862,2017-01-04 00:00:00.000,"Purchase","Tablet Type 3, Huawei",11,54,"C",10
905885,2017-01-04 00:00:00.000,"Purchase","Desktop Type 8, Huawei",11,567,"C",10
905888,2017-01-04 00:00:00.000,"Purchase","Smart Watch Type 2, Dell",11,1182,"C",10
905909,2017-01-04 00:00:00.000,"Purchase","Memory Type 2, HP",11,1970,"C",10
905929,2017-01-04 00:00:00.000,"Purchase","Phone Type 11, HP",11,54,"C",10
905976,2017-01-04 00:00:00.000,"Purchase","Keyboard Type 4, Samsung",11,89,"C",10
906005,2017-01-04 00:00:00.000,"Purchase","Phone Type 3, Dell",11,569,"C",10
906012,2017-01-04 00:00:00.000,"Purchase","Mouse Type 5, HP",11,486,"C",10
906025,2017-01-04 00:00:00.000,"Purchase","Headphones Type 4, HP",11,40,"C",10
906050,2017-01-04 00:00:00.000,"Purchase","Tablet Type 1, Samsung",11,259,"C",10
906080,2017-01-04 00:00:00.000,"Purchase","Keyboard Type 4, Samsung",11,231,"C",10
906134,2017-01-04 00:00:00.000,"Purchase","Desktop Type 3, Huawei",11,16,"C",10
906137,2017-01-04 00:00:00.000,"Purchase","Monitor Type 1, Dell",11,62,"C",10
906141,2017-01-04 00:00:00.000,"Purchase","Keyboard Type 4, Dell",11,314,"C",10
906168,2017-01-04 00:00:00.000,"Purchase","Laptop Type 1, Dell",11,91,"C",10
906190,2017-01-04 00:00:00.000,"Purchase","Mouse Type 6, Samsung",11,201,"C",10
906209,2017-01-04 00:00:00.000,"Purchase","Monitor Type 4, Huawei",11,98,"C",10
906264,2017-01-04 00:00:00.000,"Purchase","Laptop Type 4, Samsung",11,385,"C",10
906289,2017-01-04 00:00:00.000,"Purchase","Memory Type 2, Huawei",11,249,"C",10
906297,2017-01-04 00:00:00.000,"Purchase","Phone Type 3, Samsung",11,159,"C",10
906299,2017-01-04 00:00:00.000,"Purchase","Headphones Type 4, HP",11,883,"C",10
906319,2017-01-04 00:00:00.000,"Purchase","Microphone Type 1, HP",11,48,"C",10
906321,2017-01-04 00:00:00.000,"Purchase","Headphones Type 2, Dell",11,445,"C",10
906355,2017-01-04 00:00:00.000,"Purchase","Desktop Type 9, Huawei",11,115,"C",10
906400,2017-01-04 00:00:00.000,"Purchase","Tablet Type 3, Huawei",11,24,"C",10
906423,2017-01-04 00:00:00.000,"Purchase","Phone Type 10, Huawei",11,115,"C",10
906467,2017-01-04 00:00:00.000,"Purchase","Speakers Type 5, Samsung",11,542,"C",10
906501,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 6, Dell",11,110,"C",10
906515,2017-01-04 00:00:00.000,"Purchase","Keyboard Type 4, Samsung",11,322,"C",10
906527,2017-01-04 00:00:00.000,"Purchase","Laptop Type 1, HP",11,114,"C",10
906574,2017-01-04 00:00:00.000,"Purchase","Laptop Type 3, HP",11,510,"C",10
906575,2017-01-04 00:00:00.000,"Purchase","Memory Type 1, HP",11,86,"C",10
906597,2017-01-04 00:00:00.000,"Purchase","Desktop Type 7, HP",11,66,"C",10
906608,2017-01-04 00:00:00.000,"Purchase","Phone Type 4, Samsung",11,650,"C",10
906614,2017-01-04 00:00:00.000,"Purchase","Desktop Type 7, Huawei",11,481,"C",10
906618,2017-01-04 00:00:00.000,"Purchase","Desktop Type 12, Huawei",11,9,"C",10
906646,2017-01-04 00:00:00.000,"Purchase","Desktop Type 3, Dell",11,85,"C",10
906659,2017-01-04 00:00:00.000,"Purchase","Mouse Type 4, HP",11,33,"C",10
906670,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 4, HP",11,113,"C",10
906678,2017-01-04 00:00:00.000,"Purchase","Desktop Type 8, Huawei",11,518,"C",10
906681,2017-01-04 00:00:00.000,"Purchase","Tablet Type 2, HP",11,197,"C",10
906705,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 6, Samsung",11,33,"C",10
906750,2017-01-04 00:00:00.000,"Purchase","Phone Type 4, Dell",11,2384,"C",10
906757,2017-01-04 00:00:00.000,"Purchase","Phone Type 10, Samsung",11,382,"C",10
906776,2017-01-04 00:00:00.000,"Purchase","Tablet Type 7, Huawei",11,149,"C",10
906780,2017-01-04 00:00:00.000,"Purchase","Headphones Type 4, HP",11,292,"C",10
906797,2017-01-04 00:00:00.000,"Purchase","Keyboard Type 2, Samsung",11,73,"C",10
906810,2017-01-04 00:00:00.000,"Purchase","Monitor Type 3, Dell",11,671,"C",10
906846,2017-01-04 00:00:00.000,"Purchase","Memory Type 1, Samsung",11,57,"C",10
906883,2017-01-04 00:00:00.000,"Purchase","Mouse Type 1, HP",11,246,"C",10
906887,2017-01-04 00:00:00.000,"Purchase","Speakers Type 1, Dell",11,164,"C",10
906888,2017-01-04 00:00:00.000,"Purchase","Desktop Type 10, Dell",11,118,"C",10
906895,2017-01-04 00:00:00.000,"Purchase","Monitor Type 2, Huawei",11,174,"C",10
906908,2017-01-04 00:00:00.000,"Purchase","Monitor Type 3, Huawei",11,321,"C",10
906920,2017-01-04 00:00:00.000,"Purchase","Phone Type 8, HP",11,142,"C",10
906939,2017-01-04 00:00:00.000,"Purchase","Laptop Type 3, Huawei",11,115,"C",10
906957,2017-01-04 00:00:00.000,"Purchase","Phone Type 1, Samsung",11,394,"C",10
906960,2017-01-04 00:00:00.000,"Purchase","Phone Type 2, Huawei",11,104,"C",10
906981,2017-01-04 00:00:00.000,"Purchase","Keyboard Type 2, Huawei",11,35,"C",10
906996,2017-01-04 00:00:00.000,"Purchase","Phone Type 10, Huawei",11,45,"C",10
907031,2017-01-04 00:00:00.000,"Purchase","Speakers Type 2, HP",11,446,"C",10
907046,2017-01-04 00:00:00.000,"Purchase","Monitor Type 3, Huawei",11,207,"C",10
907050,2017-01-04 00:00:00.000,"Purchase","Phone Type 12, Dell",11,481,"C",10
907057,2017-01-04 00:00:00.000,"Purchase","Phone Type 9, Dell",11,48,"C",10
907086,2017-01-04 00:00:00.000,"Purchase","Mouse Type 5, Huawei",11,197,"C",10
907096,2017-01-04 00:00:00.000,"Purchase","Desktop Type 7, Dell",11,33,"C",10
907098,2017-01-04 00:00:00.000,"Purchase","Headphones Type 4, HP",11,59,"C",10
907100,2017-01-04 00:00:00.000,"Purchase","Phone Type 1, Dell",11,35,"C",10
907160,2017-01-04 00:00:00.000,"Purchase","Microphone Type 3, Huawei",11,425,"C",10
907183,2017-01-04 00:00:00.000,"Purchase","Phone Type 2, Samsung",11,567,"C",10
907190,2017-01-04 00:00:00.000,"Purchase","Smart Watch Type 2, Samsung",11,35,"C",10
907195,2017-01-04 00:00:00.000,"Purchase","Smart Watch Type 1, Huawei",11,127,"C",10
907252,2017-01-04 00:00:00.000,"Purchase","Phone Type 12, Dell",11,394,"C",10
907278,2017-01-04 00:00:00.000,"Purchase","Desktop Type 3, Samsung",11,225,"C",10
907303,2017-01-04 00:00:00.000,"Purchase","Tablet Type 2, Dell",11,407,"C",10
907357,2017-01-04 00:00:00.000,"Purchase","Monitor Type 4, Samsung",11,110,"C",10
907361,2017-01-04 00:00:00.000,"Purchase","Phone Type 1, Huawei",11,162,"C",10
907362,2017-01-04 00:00:00.000,"Purchase","Keyboard Type 1, Samsung",11,70,"C",10
907427,2017-01-04 00:00:00.000,"Purchase","Microphone Type 1, Huawei",11,66,"C",10
907484,2017-01-04 00:00:00.000,"Purchase","Tablet Type 5, Dell",11,115,"C",10
907486,2017-01-04 00:00:00.000,"Purchase","Monitor Type 4, Dell",11,446,"C",10
907508,2017-01-04 00:00:00.000,"Purchase","Memory Type 4, Dell",11,140,"C",10
907529,2017-01-04 00:00:00.000,"Purchase","Speakers Type 3, Samsung",11,742,"C",10
907543,2017-01-04 00:00:00.000,"Purchase","Speakers Type 3, Dell",11,249,"C",10
907563,2017-01-04 00:00:00.000,"Purchase","Laptop Type 1, HP",11,463,"C",10
907580,2017-01-04 00:00:00.000,"Purchase","Desktop Type 4, HP",11,72,"C",10
907594,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 4, Huawei",11,143,"C",10
907627,2017-01-04 00:00:00.000,"Purchase","Speakers Type 5, Dell",11,130,"C",10
907642,2017-01-04 00:00:00.000,"Purchase","Monitor Type 2, Samsung",11,382,"C",10
907644,2017-01-04 00:00:00.000,"Purchase","Mouse Type 7, HP",11,255,"C",10
907651,2017-01-04 00:00:00.000,"Purchase","Tablet Type 5, Dell",11,11,"C",10
907654,2017-01-04 00:00:00.000,"Purchase","Smart Watch Type 2, Dell",11,724,"C",10
907734,2017-01-04 00:00:00.000,"Purchase","Laptop Type 6, HP",11,407,"C",10
907741,2017-01-04 00:00:00.000,"Purchase","Desktop Type 3, HP",11,507,"C",10
907754,2017-01-04 00:00:00.000,"Purchase","Monitor Type 2, HP",11,249,"C",10
907759,2017-01-04 00:00:00.000,"Purchase","Desktop Type 4, Samsung",11,55,"C",10
907883,2017-01-04 00:00:00.000,"Purchase","Phone Type 9, HP",11,67,"C",10
907887,2017-01-04 00:00:00.000,"Purchase","Desktop Type 4, Dell",11,57,"C",10
907889,2017-01-04 00:00:00.000,"Purchase","Speakers Type 2, Samsung",11,112,"C",10
907892,2017-01-04 00:00:00.000,"Purchase","Headphones Type 5, HP",11,519,"C",10
907899,2017-01-04 00:00:00.000,"Purchase","Tablet Type 7, Samsung",11,72,"C",10
907963,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 4, HP",11,268,"C",10
908022,2017-01-04 00:00:00.000,"Purchase","Memory Type 3, Dell",11,268,"C",10
908083,2017-01-04 00:00:00.000,"Purchase","Mouse Type 1, Samsung",11,114,"C",10
908099,2017-01-04 00:00:00.000,"Purchase","Desktop Type 3, Samsung",11,457,"C",10
908136,2017-01-04 00:00:00.000,"Purchase","Headphones Type 3, HP",11,226,"C",10
908146,2017-01-04 00:00:00.000,"Purchase","Desktop Type 5, Huawei",11,59,"C",10
908149,2017-01-04 00:00:00.000,"Purchase","Microphone Type 1, Huawei",11,94,"C",10
908162,2017-01-04 00:00:00.000,"Purchase","Speakers Type 4, Samsung",11,22,"C",10
908235,2017-01-04 00:00:00.000,"Purchase","Mouse Type 7, HP",11,937,"C",10
908242,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 2, Dell",11,51,"C",10
908248,2017-01-04 00:00:00.000,"Purchase","Laptop Type 2, HP",11,62,"C",10
908260,2017-01-04 00:00:00.000,"Purchase","Laptop Type 3, HP",11,519,"C",10
908273,2017-01-04 00:00:00.000,"Purchase","Phone Type 4, Samsung",11,173,"C",10
908411,2017-01-04 00:00:00.000,"Purchase","Mouse Type 6, Samsung",11,16,"C",10
908466,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 6, Huawei",11,475,"C",10
908488,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 3, Huawei",11,83,"C",10
908497,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 6, Samsung",11,130,"C",10
908513,2017-01-04 00:00:00.000,"Purchase","Laptop Type 3, Dell",11,207,"C",10
908522,2017-01-04 00:00:00.000,"Purchase","Headphones Type 3, Huawei",11,149,"C",10
908524,2017-01-04 00:00:00.000,"Purchase","Speakers Type 6, HP",11,66,"C",10
908528,2017-01-04 00:00:00.000,"Purchase","Keyboard Type 1, Samsung",11,102,"C",10
908532,2017-01-04 00:00:00.000,"Purchase","Tablet Type 1, HP",11,143,"C",10
908596,2017-01-04 00:00:00.000,"Purchase","Smart Watch Type 1, Samsung",11,57,"C",10
908607,2017-01-04 00:00:00.000,"Purchase","Mouse Type 5, Huawei",11,256,"C",10
908618,2017-01-04 00:00:00.000,"Purchase","Speakers Type 4, HP",11,481,"C",10
908629,2017-01-04 00:00:00.000,"Purchase","Phone Type 1, Samsung",11,481,"C",10
908641,2017-01-04 00:00:00.000,"Purchase","Laptop Type 2, Dell",11,366,"C",10
908692,2017-01-04 00:00:00.000,"Purchase","Memory Type 1, Huawei",11,221,"C",10
908708,2017-01-04 00:00:00.000,"Purchase","Laptop Type 5, Dell",11,223,"C",10
908716,2017-01-04 00:00:00.000,"Purchase","Desktop Type 9, HP",11,57,"C",10
908727,2017-01-04 00:00:00.000,"Purchase","Memory Type 4, HP",11,22,"C",10
908746,2017-01-04 00:00:00.000,"Purchase","Headphones Type 5, Huawei",11,742,"C",10
908776,2017-01-04 00:00:00.000,"Purchase","Desktop Type 10, Samsung",11,68,"C",10
908783,2017-01-04 00:00:00.000,"Purchase","Phone Type 6, HP",11,57,"C",10
908829,2017-01-04 00:00:00.000,"Purchase","Phone Type 8, Huawei",11,229,"C",10
908841,2017-01-04 00:00:00.000,"Purchase","Headphones Type 1, Dell",11,206,"C",10
908875,2017-01-04 00:00:00.000,"Purchase","Microphone Type 1, HP",11,475,"C",10
908889,2017-01-04 00:00:00.000,"Purchase","Headphones Type 4, Huawei",11,110,"C",10
908914,2017-01-04 00:00:00.000,"Purchase","Desktop Type 5, Huawei",11,66,"C",10
908930,2017-01-04 00:00:00.000,"Purchase","Monitor Type 2, Samsung",11,59,"C",10
908942,2017-01-04 00:00:00.000,"Purchase","Keyboard Type 4, Samsung",11,124,"C",10
909003,2017-01-04 00:00:00.000,"Purchase","Desktop Type 7, HP",11,92,"C",10
909006,2017-01-04 00:00:00.000,"Purchase","Phone Type 9, HP",11,162,"C",10
909017,2017-01-04 00:00:00.000,"Purchase","Tablet Type 4, HP",11,1205,"C",10
909054,2017-01-04 00:00:00.000,"Purchase","Desktop Type 7, Dell",11,51,"C",10
904963,2017-01-04 00:00:00.000,"Purchase","Phone Type 2, Dell",16,57,"C",10
905039,2017-01-04 00:00:00.000,"Purchase","Phone Type 1, Huawei",16,160,"C",10
905097,2017-01-04 00:00:00.000,"Purchase","Laptop Type 2, HP",16,1336,"C",10
905106,2017-01-04 00:00:00.000,"Purchase","Speakers Type 3, Dell",16,114,"C",10
905107,2017-01-04 00:00:00.000,"Purchase","Tablet Type 3, Dell",16,314,"C",10
905152,2017-01-04 00:00:00.000,"Purchase","Charger Type 2, Huawei",16,61,"C",10
905164,2017-01-04 00:00:00.000,"Purchase","Memory Type 2, Huawei",16,724,"C",10
905173,2017-01-04 00:00:00.000,"Purchase","Phone Type 8, HP",16,2404,"C",10
905185,2017-01-04 00:00:00.000,"Purchase","Desktop Type 11, Dell",16,104,"C",10
905227,2017-01-04 00:00:00.000,"Purchase","Monitor Type 1, Samsung",16,570,"C",10
905229,2017-01-04 00:00:00.000,"Purchase","Smart Watch Type 1, Huawei",16,51,"C",10
905261,2017-01-04 00:00:00.000,"Purchase","Smart Watch Type 2, HP",16,457,"C",10
905279,2017-01-04 00:00:00.000,"Purchase","Smart Watch Type 2, Dell",16,507,"C",10
905327,2017-01-04 00:00:00.000,"Purchase","Desktop Type 12, Huawei",16,36,"C",10
905373,2017-01-04 00:00:00.000,"Purchase","Smart Watch Type 1, Huawei",16,254,"C",10
905391,2017-01-04 00:00:00.000,"Purchase","Laptop Type 4, Samsung",16,567,"C",10
905451,2017-01-04 00:00:00.000,"Purchase","Laptop Type 3, Dell",16,546,"C",10
905465,2017-01-04 00:00:00.000,"Purchase","Desktop Type 10, Samsung",16,425,"C",10
905506,2017-01-04 00:00:00.000,"Purchase","Microphone Type 3, Samsung",16,29,"C",10
905535,2017-01-04 00:00:00.000,"Purchase","Headphones Type 5, Huawei",16,98,"C",10
905549,2017-01-04 00:00:00.000,"Purchase","Tablet Type 2, Samsung",16,353,"C",10
905551,2017-01-04 00:00:00.000,"Purchase","Laptop Type 4, Samsung",16,149,"C",10
905556,2017-01-04 00:00:00.000,"Purchase","Smart Watch Type 3, Dell",16,55,"C",10
905574,2017-01-04 00:00:00.000,"Purchase","Tablet Type 6, Dell",16,523,"C",10
905590,2017-01-04 00:00:00.000,"Purchase","Desktop Type 11, Huawei",16,74,"C",10
905640,2017-01-04 00:00:00.000,"Purchase","Speakers Type 7, Dell",16,404,"C",10
905650,2017-01-04 00:00:00.000,"Purchase","Headphones Type 6, Dell",16,78,"C",10
905652,2017-01-04 00:00:00.000,"Purchase","Desktop Type 6, Samsung",16,47,"C",10
905666,2017-01-04 00:00:00.000,"Purchase","Keyboard Type 1, Samsung",16,57,"C",10
905677,2017-01-04 00:00:00.000,"Purchase","Keyboard Type 1, Samsung",16,283,"C",10
905709,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 3, Huawei",16,209,"C",10
905737,2017-01-04 00:00:00.000,"Purchase","Desktop Type 9, Samsung",16,2404,"C",10
905747,2017-01-04 00:00:00.000,"Purchase","Tablet Type 7, HP",16,1241,"C",10
905774,2017-01-04 00:00:00.000,"Purchase","Memory Type 4, Dell",16,279,"C",10
905789,2017-01-04 00:00:00.000,"Purchase","Speakers Type 6, HP",16,35,"C",10
905818,2017-01-04 00:00:00.000,"Purchase","Desktop Type 3, Dell",16,191,"C",10
905842,2017-01-04 00:00:00.000,"Purchase","Mouse Type 2, Huawei",16,231,"C",10
905903,2017-01-04 00:00:00.000,"Purchase","Phone Type 6, HP",16,268,"C",10
905905,2017-01-04 00:00:00.000,"Purchase","Desktop Type 4, Dell",16,187,"C",10
905924,2017-01-04 00:00:00.000,"Purchase","Phone Type 11, Dell",16,59,"C",10
905926,2017-01-04 00:00:00.000,"Purchase","Desktop Type 9, Samsung",16,154,"C",10
905931,2017-01-04 00:00:00.000,"Purchase","Tablet Type 7, Dell",16,158,"C",10
905935,2017-01-04 00:00:00.000,"Purchase","Desktop Type 1, Huawei",16,1824,"C",10
905972,2017-01-04 00:00:00.000,"Purchase","Desktop Type 7, Dell",16,159,"C",10
905974,2017-01-04 00:00:00.000,"Purchase","Phone Type 11, Samsung",16,194,"C",10
906043,2017-01-04 00:00:00.000,"Purchase","Tablet Type 3, Huawei",16,16,"C",10
906061,2017-01-04 00:00:00.000,"Purchase","Memory Type 4, Dell",16,115,"C",10
906065,2017-01-04 00:00:00.000,"Purchase","Memory Type 3, Huawei",16,499,"C",10
906069,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 3, Dell",16,96,"C",10
906086,2017-01-04 00:00:00.000,"Purchase","Speakers Type 3, HP",16,321,"C",10
906089,2017-01-04 00:00:00.000,"Purchase","Microphone Type 2, Samsung",16,66,"C",10
906138,2017-01-04 00:00:00.000,"Purchase","Desktop Type 10, Huawei",16,319,"C",10
906172,2017-01-04 00:00:00.000,"Purchase","Phone Type 8, Dell",16,22,"C",10
906180,2017-01-04 00:00:00.000,"Purchase","Desktop Type 7, HP",16,415,"C",10
906182,2017-01-04 00:00:00.000,"Purchase","Monitor Type 3, Samsung",16,447,"C",10
906198,2017-01-04 00:00:00.000,"Purchase","Tablet Type 5, Samsung",16,221,"C",10
906238,2017-01-04 00:00:00.000,"Purchase","Laptop Type 5, Huawei",16,271,"C",10
906242,2017-01-04 00:00:00.000,"Purchase","Laptop Type 4, Huawei",16,731,"C",10
906249,2017-01-04 00:00:00.000,"Purchase","Memory Type 2, Dell",16,1241,"C",10
906262,2017-01-04 00:00:00.000,"Purchase","Laptop Type 5, Dell",16,72,"C",10
906280,2017-01-04 00:00:00.000,"Purchase","Smart Watch Type 3, Dell",16,420,"C",10
906284,2017-01-04 00:00:00.000,"Purchase","Microphone Type 2, Huawei",16,110,"C",10
906291,2017-01-04 00:00:00.000,"Purchase","Phone Type 1, HP",16,35,"C",10
906350,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 4, Huawei",16,20,"C",10
906356,2017-01-04 00:00:00.000,"Purchase","Tablet Type 5, HP",16,149,"C",10
906385,2017-01-04 00:00:00.000,"Purchase","Speakers Type 1, Dell",16,366,"C",10
906401,2017-01-04 00:00:00.000,"Purchase","Laptop Type 2, Dell",16,159,"C",10
906406,2017-01-04 00:00:00.000,"Purchase","Tablet Type 5, Dell",16,70,"C",10
906416,2017-01-04 00:00:00.000,"Purchase","Speakers Type 4, Huawei",16,187,"C",10
906419,2017-01-04 00:00:00.000,"Purchase","Mouse Type 4, Samsung",16,89,"C",10
906492,2017-01-04 00:00:00.000,"Purchase","Phone Type 3, Samsung",16,11,"C",10
906533,2017-01-04 00:00:00.000,"Purchase","Memory Type 1, Dell",16,113,"C",10
906555,2017-01-04 00:00:00.000,"Purchase","Speakers Type 1, Samsung",16,102,"C",10
906578,2017-01-04 00:00:00.000,"Purchase","Desktop Type 3, Huawei",16,530,"C",10
906645,2017-01-04 00:00:00.000,"Purchase","Keyboard Type 4, HP",16,2214,"C",10
906662,2017-01-04 00:00:00.000,"Purchase","Desktop Type 12, Dell",16,58,"C",10
906711,2017-01-04 00:00:00.000,"Purchase","Desktop Type 11, Dell",16,353,"C",10
906716,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 3, HP",16,111,"C",10
906775,2017-01-04 00:00:00.000,"Purchase","Mouse Type 1, HP",16,407,"C",10
906817,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 3, Samsung",16,91,"C",10
906818,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 5, Samsung",16,255,"C",10
906835,2017-01-04 00:00:00.000,"Purchase","Headphones Type 5, HP",16,1585,"C",10
906847,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 8, Dell",16,434,"C",10
906852,2017-01-04 00:00:00.000,"Purchase","Speakers Type 2, Huawei",16,1241,"C",10
906861,2017-01-04 00:00:00.000,"Purchase","Smart Watch Type 3, Dell",16,66,"C",10
906871,2017-01-04 00:00:00.000,"Purchase","Phone Type 4, Samsung",16,130,"C",10
906873,2017-01-04 00:00:00.000,"Purchase","Laptop Type 4, HP",16,95,"C",10
906915,2017-01-04 00:00:00.000,"Purchase","Speakers Type 5, HP",16,327,"C",10
906934,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 1, Dell",16,182,"C",10
906959,2017-01-04 00:00:00.000,"Purchase","Phone Type 8, HP",16,526,"C",10
906995,2017-01-04 00:00:00.000,"Purchase","Smart Watch Type 2, Huawei",16,412,"C",10
907027,2017-01-04 00:00:00.000,"Purchase","Laptop Type 5, Samsung",16,74,"C",10
907029,2017-01-04 00:00:00.000,"Purchase","Monitor Type 4, Dell",16,569,"C",10
907045,2017-01-04 00:00:00.000,"Purchase","Microphone Type 3, Samsung",16,83,"C",10
907085,2017-01-04 00:00:00.000,"Purchase","Speakers Type 5, Dell",16,33,"C",10
907099,2017-01-04 00:00:00.000,"Purchase","Desktop Type 2, Samsung",16,2384,"C",10
907174,2017-01-04 00:00:00.000,"Purchase","Speakers Type 2, Samsung",16,327,"C",10
907229,2017-01-04 00:00:00.000,"Purchase","Headphones Type 2, HP",16,523,"C",10
907240,2017-01-04 00:00:00.000,"Purchase","Monitor Type 4, Huawei",16,51,"C",10
907297,2017-01-04 00:00:00.000,"Purchase","Mouse Type 4, Samsung",16,207,"C",10
907302,2017-01-04 00:00:00.000,"Purchase","Microphone Type 3, Huawei",16,19,"C",10
907323,2017-01-04 00:00:00.000,"Purchase","Memory Type 4, Huawei",16,272,"C",10
907377,2017-01-04 00:00:00.000,"Purchase","Microphone Type 3, HP",16,107,"C",10
907379,2017-01-04 00:00:00.000,"Purchase","Mouse Type 3, Huawei",16,85,"C",10
907396,2017-01-04 00:00:00.000,"Purchase","Desktop Type 7, HP",16,224,"C",10
907411,2017-01-04 00:00:00.000,"Purchase","Desktop Type 5, Samsung",16,63,"C",10
907420,2017-01-04 00:00:00.000,"Purchase","Smart Watch Type 1, Samsung",16,23,"C",10
907422,2017-01-04 00:00:00.000,"Purchase","Keyboard Type 1, HP",16,66,"C",10
907433,2017-01-04 00:00:00.000,"Purchase","Speakers Type 4, HP",16,140,"C",10
907437,2017-01-04 00:00:00.000,"Purchase","Laptop Type 3, Dell",16,567,"C",10
907453,2017-01-04 00:00:00.000,"Purchase","Speakers Type 4, Dell",16,1019,"C",10
907532,2017-01-04 00:00:00.000,"Purchase","Laptop Type 5, Dell",16,43,"C",10
907542,2017-01-04 00:00:00.000,"Purchase","Desktop Type 2, Samsung",16,40,"C",10
907565,2017-01-04 00:00:00.000,"Purchase","Headphones Type 1, Samsung",16,65,"C",10
907583,2017-01-04 00:00:00.000,"Purchase","Speakers Type 3, Dell",16,115,"C",10
907600,2017-01-04 00:00:00.000,"Purchase","Phone Type 2, Samsung",16,112,"C",10
907614,2017-01-04 00:00:00.000,"Purchase","Headphones Type 6, Samsung",16,66,"C",10
907657,2017-01-04 00:00:00.000,"Purchase","Memory Type 2, HP",16,126,"C",10
907684,2017-01-04 00:00:00.000,"Purchase","Laptop Type 3, Samsung",16,1585,"C",10
907690,2017-01-04 00:00:00.000,"Purchase","Mouse Type 1, Dell",16,279,"C",10
907706,2017-01-04 00:00:00.000,"Purchase","Desktop Type 4, Dell",16,115,"C",10
907714,2017-01-04 00:00:00.000,"Purchase","Hard Drive Type 6, HP",16,606,"C",10
907726,2017-01-04 00:00:00.000,"Purchase","Desktop Type 1, Huawei",16,256,"C",10
907728,2017-01-04 00:00:00.000,"Purchase","Desktop Type 9, HP",16,445,"C",10
907755,2017-01-04 00:00:00.000,"Purchase","Laptop Type 3, HP",16,784,"C",10
907758,2017-01-04 00:00:00.000,"Purchase","Laptop Type 3, Dell",16,127,"C",10
907777,2017-01-04 00:00:00.000,"Purchase","Laptop Type 6, HP",16,16,"C",10
907782,2017-01-04 00:00:00.000,"Purchase","Mouse Type 7, HP",16,52,"C",10
907790,2017-01-04 00:00:00.000,"Purchase","Keyboard Type 2, Huawei",16,425,"C",10
907828,2017-01-04 00:00:00.000,"Purchase","Laptop Type 3, HP",16,548,"C",10
907865,2017-01-04 00:00:00.000,"Purchase","Headphones Type 5, Huawei",16,18,"C",10
907886,2017-01-04 00:00:00.000,"Purchase","Desktop Type 11, HP",16,475,"C",10
907890,2017-01-04 00:00:00.000,"Purchase","Memory Type 2, HP",16,194,"C",10
907894,2017-01-04 00:00:00.000,"Purchase","Mouse Type 3, Dell",16,499,"C",10
