WellName,Days,Date_Shamsi,Date_Miladi,Total Time,DEPTH (m),HoleSize inch,Air Wrench,Air hoist,BOP Test/Drill,CSG PRSS. TEST,CSG/LNR Running,Cementing,Client Waiting,Cut & Slips drilling line,Draw works,Drill Out,Equipments,Fishing,Force Majeure,Generator,Hole Conditioning,IBOP,LOT / FIT,Mud Conditioning,Mud material,Mud pump,NIDC Cement Service Waiting,NIDC Mud Logging Service Waiting,NIDC Surface facilities Service Waiting,Nipple Up/Down,Others Contingency,Others Drilling Fluid Service Waiting,Others Rig Equipments,Others Rig operation waiting,Plug Back / Side Tracking,Plugging Bit/String/ CSG,Round Trip,Stand pipe,Stuck Pipe/Casing,Surveying,TDS,TOTCO Machine,Un-suitable mud properties,Vertical Drilling,Wait on Cement (WOC),Wash pipe,Well Logging,Well control system
WellA,42,98/07/15,2019-10-07 00:00:00.000,24,1023,17.5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,,,,20,,,,
WellA,43,98/07/16,2019-10-08 00:00:00.000,24,1023,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,
WellA,44,98/07/17,2019-10-09 00:00:00.000,24,1023,17.5,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,16,,,,4,,,,,,,
WellA,45,98/07/18,2019-10-10 00:00:00.000,24,1023,17.5,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,
WellA,46,98/07/19,2019-10-11 00:00:00.000,24,1078,17.5,,,,,,,,,,,,,,,2,,,,8,,,,,,,,,,,,,,,,,,,14,,,,
WellA,47,98/07/20,2019-10-12 00:00:00.000,24,1149,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,20.5,,,,
WellA,48,98/07/21,2019-10-13 00:00:00.000,24,1206,17.5,,,,,,,,,,,,,,,0.5,,,,,2,,,,,,,,,,,,,,,,,,21.5,,,,
WellA,49,98/07/22,2019-10-14 00:00:00.000,24,1232,17.5,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,3,,,,17,,1.5,,
WellA,5,98/06/09,2019-08-31 00:00:00.000,24,107,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,22,,,,
WellA,50,98/07/23,2019-10-15 00:00:00.000,24,1289,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,1,,
WellA,51,98/07/24,2019-10-16 00:00:00.000,24,1289,17.5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,23,,,,,,,
WellA,52,98/07/25,2019-10-17 00:00:00.000,24,1295,17.5,,,,,,,,,,,,,,,4,,,,,2,,,,,,,,,,,,,,,13,,,3,,2,,
WellA,53,98/07/26,2019-10-18 00:00:00.000,24,1321,17.5,,,,,,,,,,,,,,,,,,0.5,,10,,,,,,,,,,,,,,,,,,11.5,,2,,
WellA,54,98/07/27,2019-10-19 00:00:00.000,24,1358,17.5,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,16,,,,
WellA,55,98/07/28,2019-10-20 00:00:00.000,24,1358,17.5,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,
WellA,56,98/07/29,2019-10-21 00:00:00.000,24,1358,17.5,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,
WellA,57,98/07/30,2019-10-22 00:00:00.000,24,1358,17.5,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,
WellA,58,98/08/01,2019-10-23 00:00:00.000,24,1378,17.5,,,,,,,,,,,,,,,,,,,,17.5,,,,,,,,,,,,,,,,,,6.5,,,,
WellA,59,98/08/02,2019-10-24 00:00:00.000,24,1417,17.5,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,2.5,,,,16.5,,3,,
WellA,6,98/06/10,2019-09-01 00:00:00.000,24,107,36,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
WellA,60,98/08/03,2019-10-25 00:00:00.000,24,1495,17.5,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,21,,,,
WellA,61,98/08/04,2019-10-26 00:00:00.000,24,1539,17.5,,,,,,,,,,,,,,,0.5,,,,,2.5,,,,,,,,,,,,,,,,,,18.5,,2.5,,
WellA,62,98/08/05,2019-10-27 00:00:00.000,24,1594,17.5,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,22,,,,
WellA,63,98/08/06,2019-10-28 00:00:00.000,24,1629,17.5,,,,,,,,,,,,9,,,1.5,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,
WellA,64,98/08/07,2019-10-29 00:00:00.000,24,1632,17.5,,,,,,,,,,,,,,0.5,16,,,1.5,,2.5,,,,,,,1.5,,,,,,,,,,,2,,,,
WellA,65,98/08/08,2019-10-30 00:00:00.000,24,1668,17.5,,,,,,,,,,,,,,,0.5,,,,,4,,,,,,,,,,,2,,,2,,,,15.5,,,,
WellA,66,98/08/09,2019-10-31 00:00:00.000,24,1668,17.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,
WellA,67,98/08/10,2019-11-01 00:00:00.000,24,1685,17.5,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,3.5,,,,,,,7.5,,,,
WellA,68,98/08/11,2019-11-02 00:00:00.000,24,1709,17.5,,,,,,,,,,,,,,,0.5,,,,,,,2,,,,,,,,,,,,,,,,21.5,,,,
WellA,69,98/08/12,2019-11-03 00:00:00.000,24,1744,17.5,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,2,,,20,,,,
WellA,7,98/06/11,2019-09-02 00:00:00.000,24,107,36,,,,,11,5,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,5,,,
WellA,70,98/08/13,2019-11-04 00:00:00.000,24,1793,17.5,,,,,,,,,,,,,,,1.5,,,,,2,,,,,,,,,,,,,,,,,,20.5,,,,
WellA,71,98/08/14,2019-11-05 00:00:00.000,24,1817,17.5,,,,,,,,,,,,,,,0.5,,,,,1,,,,,,,,,,,,,,,,,,21,,1.5,,
WellA,72,98/08/15,2019-11-06 00:00:00.000,24,1832,17.5,,,,,,,,,,,,,,,1,,,,,8,,,,,,,,,,,5,,,,,,,10,,,,
WellA,73,98/08/16,2019-11-07 00:00:00.000,24,1832,17.5,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,1,,,,,,,
WellA,74,98/08/17,2019-11-08 00:00:00.000,24,1849,17.5,,,,,,,,,2,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,17,,2.5,,
WellA,75,98/08/18,2019-11-09 00:00:00.000,24,1864.7,17.5,,,,,,,,,,,,,1,,,,,,,0.5,,,,,,,,,,,,,,,,,,22.5,,,,
WellA,76,98/08/19,2019-11-10 00:00:00.000,24,1872.4,17.5,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,23,,,,
WellA,77,98/08/20,2019-11-11 00:00:00.000,24,1877,17.5,,,,,,,,,,,,,,,,,,3,,1,,,,,,,,,,,,,,,,,,20,,,,
WellA,78,98/08/21,2019-11-12 00:00:00.000,24,1877,17.5,2,,,,,,,,,,,,,,21,,,,,1,,,,,,,,,,,,,,,,,,,,,,
WellA,79,98/08/22,2019-11-13 00:00:00.000,24,1877,17.5,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
WellA,8,98/06/12,2019-09-03 00:00:00.000,24,107,36,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,2,,,,2,,,,,,,2
WellA,80,98/08/23,2019-11-14 00:00:00.000,24,1877,17.5,2,,,,14,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellA,81,98/08/24,2019-11-15 00:00:00.000,24,1877,17.5,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellA,82,98/08/25,2019-11-16 00:00:00.000,24,1877,17.5,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellA,83,98/08/26,2019-11-17 00:00:00.000,24,1877,17.5,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellA,84,98/08/27,2019-11-18 00:00:00.000,24,1877,17.5,,,,,22,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
WellA,85,98/08/28,2019-11-19 00:00:00.000,24,1877,17.5,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellA,86,98/08/29,2019-11-20 00:00:00.000,24,1877,17.5,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellA,87,98/08/30,2019-11-21 00:00:00.000,24,1877,17.5,,,,,4,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,
WellA,88,98/09/01,2019-11-22 00:00:00.000,24,1877,17.5,,,,,22.5,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,
WellA,89,98/09/02,2019-11-23 00:00:00.000,24,1877,17.5,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,
WellA,9,98/06/13,2019-09-04 00:00:00.000,18,135,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,3,,,11,,,,
WellA,9,98/06/13,2019-09-04 00:00:00.000,6,107,36,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellA,90,98/09/03,2019-11-24 00:00:00.000,24,1877,17.5,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,
WellA,91,98/09/04,2019-11-25 00:00:00.000,24,1877,17.5,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
WellA,92,98/09/05,2019-11-26 00:00:00.000,24,1877,17.5,,,,,,,,,,16,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,
WellA,93,98/09/06,2019-11-27 00:00:00.000,24,1877,17.5,,,,,,,,,,21,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,
WellA,94,98/09/07,2019-11-28 00:00:00.000,24,1877,17.5,,,,,,,1.5,,,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellA,95,98/09/08,2019-11-29 00:00:00.000,24,1877,17.5,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellA,96,98/09/09,2019-11-30 00:00:00.000,24,1877,17.5,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellA,97,98/09/10,2019-12-01 00:00:00.000,24,1877,17.5,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellA,98,98/09/11,2019-12-02 00:00:00.000,24,1877,17.5,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellA,99,98/09/12,2019-12-03 00:00:00.000,24,1877,17.5,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellB,1,99/02/14,2020-05-03 00:00:00.000,24,35,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,
WellB,10,99/02/23,2020-05-12 00:00:00.000,24,107,36,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,9,,,
WellB,11,99/02/24,2020-05-13 00:00:00.000,24,107,36,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
WellB,12,99/02/25,2020-05-14 00:00:00.000,24,107,36,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,
WellB,13,99/02/26,2020-05-15 00:00:00.000,24,152,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,1.5,,,,16,,,,
WellB,14,99/02/27,2020-05-16 00:00:00.000,24,203,26,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,1.5,,,,1,,,20,,,,
WellB,15,99/02/28,2020-05-17 00:00:00.000,24,260,26,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,1.5,,,,22,,,,
WellB,16,99/02/29,2020-05-18 00:00:00.000,24,280,26,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,10.5,,,,5,,,8,,,,
WellB,17,99/02/30,2020-05-19 00:00:00.000,24,290,26,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,5,,,,
WellB,18,99/02/31,2020-05-20 00:00:00.000,24,333,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,
WellB,19,99/03/01,2020-05-21 00:00:00.000,24,368,26,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,,,,20,,,,
WellB,2,99/02/15,2020-05-04 00:00:00.000,24,89,36,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,5.5,1,,1.5,,,,15,,,,
WellB,20,99/03/02,2020-05-22 00:00:00.000,24,379.5,26,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,9,,,,5,,,9,,,,
WellB,21,99/03/03,2020-05-23 00:00:00.000,24,430,26,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,23,,,,
WellB,22,99/03/04,2020-05-24 00:00:00.000,24,467,26,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,1,,20,,,,
WellB,23,99/03/05,2020-05-25 00:00:00.000,24,495,26,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,23,,,,
WellB,24,99/03/06,2020-05-26 00:00:00.000,24,531,26,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,23,,,,
WellB,25,99/03/07,2020-05-27 00:00:00.000,24,545,26,,,,,8,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,2,,,,10,,,,
WellB,26,99/03/08,2020-05-28 00:00:00.000,24,545,26,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellB,27,99/03/09,2020-05-29 00:00:00.000,24,545,26,,,,,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,
WellB,28,99/03/10,2020-05-30 00:00:00.000,24,545,26,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,
WellB,29,99/03/11,2020-05-31 00:00:00.000,24,545,26,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,
WellB,3,99/02/16,2020-05-05 00:00:00.000,24,107,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,1,,,,20.5,,,,
WellB,30,99/03/12,2020-06-01 00:00:00.000,2,546,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
WellB,30,99/03/12,2020-06-01 00:00:00.000,22,545,26,,,,2,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellB,31,99/03/13,2020-06-02 00:00:00.000,24,547.6,17.5,,,,,,,,,,,,,,2,,,1,4,,,,,,,,,,,,,11,,,,,,,6,,,,
WellB,32,99/03/14,2020-06-03 00:00:00.000,24,681,17.5,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,7,,,0.5,,,,14,,,,
WellB,33,99/03/15,2020-06-04 00:00:00.000,24,694,17.5,,,,,,,,,,,,,,0.5,4,,,,,1,,,,,,,,,,,,,4.5,1.5,,,,12.5,,,,
WellB,34,99/03/16,2020-06-05 00:00:00.000,24,758,17.5,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1.5,,,,20,,1.5,,
WellB,35,99/03/17,2020-06-06 00:00:00.000,24,805,17.5,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,16.5,,,,
WellB,36,99/03/18,2020-06-07 00:00:00.000,24,851,17.5,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,6.5,11,,,,
WellB,37,99/03/19,2020-06-08 00:00:00.000,24,903,17.5,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,15.5,,,,
WellB,4,99/02/17,2020-05-06 00:00:00.000,24,107,36,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,1,,,,,,,
WellB,5,99/02/18,2020-05-07 00:00:00.000,24,107,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,17,,,,
WellB,6,99/02/19,2020-05-08 00:00:00.000,24,107,36,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,19.5,,,,
WellB,7,99/02/20,2020-05-09 00:00:00.000,24,107,36,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,21,,,,
WellB,8,99/02/21,2020-05-10 00:00:00.000,24,107,36,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,14,,,,
WellB,9,99/02/22,2020-05-11 00:00:00.000,24,107,36,,,,,15,2,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
