WellName," Date ",Depth(m),Hole Size(in),Days," Summery ",Event,Z (m)
"WellA",2019-12-03 00:00:00.000,1877,17.5,99," CLIENT (NISOC) WAITING DUE TO CHANGE 12 1/4"" HOLE SECTION PROGRAM TILL M.N.","",-1877
"WellA",2019-12-04 00:00:00.000,1877,17.5,100," CLIENT (NISOC) WAITING DUE TO CHANGE 12 1/4"" HOLE SECTION PROGRAM TILL M.N.","",-1877
"WellA",2019-12-05 00:00:00.000,1877,17.5,101," CLIENT (NISOC) WAITING DUE TO CHANGE 12 1/4"" HOLE SECTION PROGRAM TILL M.N.","",-1877
"WellA",2019-12-06 00:00:00.000,1877,17.5,102," CLIENT (NISOC) WAITING DUE TO CHANGE DRLG PROGRAM& CONFIRM NEW PROGRAM F/VERTICAL TO DIRECTIONAL BY CLIENT , SLOW CIRC MUD THROUGH STRG TILL M.N","",-1877
"WellA",2019-12-07 00:00:00.000,1877,17.5,103," CLIENT (NISOC) WAITING DUE TO CHANGE DRLG PROGRAM& CONFIRM NEW PROGRAM F/VERTICAL TO DIRECTIONAL BY CLIENT , SLOW CIRC MUD THROUGH","",-1877
"WellA",2019-12-08 00:00:00.000,1877,17.5,104," CLIENT (NISOC) WAITING DUE TO CHANGE DRLG PROGRAM & CONFIRM NEW PROGRAM F/VERTICAL TO DIRECTIONAL BY CLIENT , SLOW CIRC MUD THROUGH STRG.","",-1877
"WellA",2019-12-09 00:00:00.000,1877,17.5,105," CLIENT (NISOC) WAITING DUE TO CHANGE DRLG PROGRAM & CONFIRM NEW PROGRAM F/VERTICAL TO DIRECTIONAL BY CLIENT , SLOW CIRC MUD THROUGH STRG.","",-1877
"WellA",2019-12-10 00:00:00.000,1877,17.5,106," CLIENT (NISOC) WAITING DUE TO CHANGE DRLG PROGRAM & CONFIRM NEW PROGRAM F/VERTICAL TO DIRECTIONAL BY CLIENT , SLOW CIRC MUD THROUGH STRG.","",-1877
"WellA",2019-12-11 00:00:00.000,1877,17.5,107," CLIENT (NISOC) WAITING DUE TO CHANGE DRLG PROGRAM & CONFIRM NEW PROGRAM F/VERTICAL TO DIRECTIONAL BY CLIENT , SLOW CIRC MUD THROUGH STRG @ 1810M, TILL M.N","",-1877
"WellA",2019-12-12 00:00:00.000,1877,17.5,108," CLIENT (NISOC) WAITING DUE TO CHANGE DRLG PROGRAM & CONFIRM NEW PROGRAM F/VERTICAL TO DIRECTIONAL BY CLIENT , SLOW CIRC MUD THROUGH STRG @ 1810M, TILL M.N","",-1877
"WellA",2019-12-13 00:00:00.000,1877,17.5,109," CLIENT (NISOC) WAITING DUE TO CHANGE DRLG PROGRAM & CONFIRM NEW PROGRAM F/VERTICAL TO DIRECTIONAL BY CLIENT , SLOW CIRC MUD THROUGH STRG @ 1810M, TILL M.N","",-1877
"WellA",2019-12-14 00:00:00.000,1877,17.5,110," CLIENT (NISOC) WAITING DUE TO CHANGE DRLG PROGRAM & CONFIRM NEW PROGRAM F/VERTICAL TO DIRECTIONAL BY CLIENT , SLOW CIRC MUD THROUGH STRG @ 1810M, TILL M.N","",-1877
"WellA",2019-12-15 00:00:00.000,1877,17.5,111," CLIENT (NISOC) WAITING DUE TO CHANGE DRLG PROGRAM & CONFIRM NEW PROGRAM F/VERTICAL TO DIRECTIONAL BY CLIENT , SLOW CIRC MUD THROUGH STRG @ 1810M, TILL M.N","",-1877
"WellA",2019-12-16 00:00:00.000,1877,17.5,112," CLIENT (NISOC) WAITING DUE TO CHANGE DRLG PROGRAM & CONFIRM NEW PROGRAM F/VERTICAL TO DIRECTIONAL BY CLIENT , SLOW CIRC MUD THROUGH STRG @ 1810M, TILL M.N","",-1877
"WellA",2019-12-17 00:00:00.000,1877,17.5,113," CLIENT (NISOC) WAITING DUE TO CHANGE DRLG PROGRAM & CONFIRM NEW PROGRAM F/VERTICAL TO DIRECTIONAL BY CLIENT , SLOW CIRC MUD THROUGH STRG @ 1810M, TILL M.N","",-1877
"WellA",2019-12-18 00:00:00.000,1877,17.5,114," CLIENT (NISOC) WAITING DUE TO CHANGE DRLG PROGRAM & CONFIRM NEW PROGRAM F/VERTICAL TO DIRECTIONAL BY CLIENT , SLOW CIRC MUD THROUGH STRG @ 1810M, TILL M.N","",-1877
"WellA",2019-12-19 00:00:00.000,1877,17.5,115," CLIENT (NISOC) WAITING DUE TO CHANGE DRLG PROGRAM & CONFIRM NEW PROGRAM F/VERTICAL TO DIRECTIONAL BY CLIENT , SLOW CIRC MUD THROUGH STRG @ 1810M, TILL M.N","",-1877
"WellA",2019-12-20 00:00:00.000,1877,17.5,116," CLIENT (NISOC) WAITING DUE TO CHANGE DRLG PROGRAM & CONFIRM NEW PROGRAM F/VERTICAL TO DIRECTIONAL BY CLIENT , SLOW CIRC MUD THROUGH STRG @ 1810M, TILL M.N","",-1877
"WellA",2019-12-21 00:00:00.000,1877,17.5,117," CLIENT (NISOC) WAITING TILL 17:00 O  CLOCK, RIH F/ 1810 TO 1828 M (BTM), D/OUT HARD CMT & BTM PLUG & FLOAT COLLAR ( F.C @ 1829 M) F/ 1828 TO 1832 M, PERFORM CIT W/ 1500 PSI, OK TILL M.N","",-1877
"WellA",2019-12-22 00:00:00.000,1878,12.25,118," CONT D/OUT CMT & F.SHOE TO 1876.5 M(SHOE DEPTH), DRLG 12-1/4"" HOLE SECTION F/ 1876.5 TO 1878 M, POOH TO 1000 M, DISPLACE HOLE MUD W/ FRESH MUD (63 PCF), RIH F/ 1000 TO 1878 M (BTM) TILL M.N","",-1878
"WellA",2019-12-23 00:00:00.000,1885,12.25,119," DISPLACE HOLE MUD W/ FRESH MUD (63 PCF), RESUME DRLG 12-1/4"" HOLE SECTION F/ 1878 TO 1885 M, POOH F/1885 TO SURF., RIH W/  12 1/4"" R.BIT#10RR1 + 12-1/4"" JUNK SUB TO 150M TILL M.N","",-1885
"WellA",2019-12-24 00:00:00.000,1885,12.25,120," RIH W/  12 1/4"" R.BIT#10RR1 + 12-1/4"" JUNK SUB TO 1885 M(BTM), WORK ON JUNK SUB, POOH TO SURF., L/D 15 JTS HWDP & 6 JTS DC, RECOVER 0.5 LB JUNK, TEST BOP STACK AS NIDC POLICY TILL M.N","",-1885
"WellA",2019-12-25 00:00:00.000,1888,12.25,121," RIH W/ 12 1/4"" PDC BIT#11 NEW (K.D, 1363, 8*15) &  12-1/4"" S.STAB @ 20M TO 1885 M, CONT DRLG 12-1/4"" HOLE SECTION F/ 1885 TO 1888 M W/ 6-8 BPH LOSS TILL M.N.","",-1888
"WellA",2019-12-26 00:00:00.000,1928,12.25,122," CONT DRLG W/ 12 1/4"" PDC BIT#11 NEW (K.D, 1363, 8*15) & 12-1/4"" S.STAB @ 20M F/ 1888 TO 1928 M W/ 10-14 BPH LOSS WHILE BY-PASS SHALE SHAKER & PUMP HI-VIS LCM PILL PERIODICALLY TILL M.N.","",-1928
"WellA",2019-12-27 00:00:00.000,1957,12.25,123," CONT DRLG W/ 12 1/4"" PDC BIT#11 NEW (K.D, 1363, 8*15) & 12-1/4"" S.STAB @ 20M F/ 1928 TO 1957 M W/ 8-10 BPH LOSS WHILE BY-PASS SHALE SHAKER & PUMP HI-VIS LCM PILL PERIODICALLY TILL M.N.","",-1957
"WellA",2019-12-28 00:00:00.000,2030,12.25,124," CONT DRLG W/ 12 1/4"" PDC BIT#11 NEW (K.D, 1363, 8*15) & 12-1/4"" S.STAB @ 20M F/ 1957 TO 2030 M W/ 8-10 BPH LOSS WHILE BY-PASS SHALE SHAKER & PUMP HI-VIS LCM PILL PERIODICALLY TILL M.N.","",-2030
"WellA",2019-12-29 00:00:00.000,2072,12.25,125," CONT DRLG W/ 12 1/4"" PDC BIT#11 NEW (K.D, 1363, 8*15) & 12-1/4"" S.STAB @ 20M F/ 2030 TO 2072 M W/ 8-10 BPH LOSS WHILE BY-PASS SHALE SHAKER & PUMP HI-VIS LCM PILL PERIODICALLY TILL M.N.","",-2072
"WellA",2019-12-30 00:00:00.000,2115,12.25,126," CONT DRLG W/ 12 1/4"" PDC BIT#11 NEW (K.D, 1363, 8*15) & 12-1/4"" S.STAB @ 20M F/ 2072 TO 2115 M W/ 8-10 BPH LOSS WHILE BY-PASS SHALE SHAKER & PUMP HI-VIS LCM PILL PERIODICALLY TILL M.N.","",-2115
"WellA",2019-12-31 00:00:00.000,2155,12.25,127," CONT DRLG W/ 12 1/4"" PDC BIT & 12-1/4"" S.STAB @ 20M F/ 2115 TO 2155 M W/ 10-12 BPH LOSS, CIRC BTM  S UP, SPOT 100 BBL HI-VIS LCM PILL, POOH FOR PERFORM BOP TEST F/ 2155 TO 1870 M WHILE CIRC C.W.H          W/ 8-10 BPH LOSS  TILL M.N.","",-2155
"WellA",2020-01-01 00:00:00.000,2155,12.25,128," CONT. POOH TO SURF., WHILE C.W.H W/8-10 BPH LOSS, OBS WELL @ SHOE & BHA, 8-10 BPH LOSS, L/D BIT, BOP TEST AS NIOC POLICY, BTM & SHEAR RAMS ""NOT OK"", P/U & M/U 8-3/8"" C.CUT BIT FOLLOWED 5"" DP TO 700M, 8-10 BPH LOSS.","",-2155
"WellA",2020-01-02 00:00:00.000,2155,12.25,129," RIH W/8-3/8"" C.CUT BIT TO 1930M, CIRC. W/300 GPM, 16BPH LOSS, PUMP & SPOT 50 BBL LCM PILL, POOH TO 1820M, PUMP & SPOT 70BBL HI-VIS PILL, POOH TO 1670M, CIRC. & OBS 16-6BPH LOSS, PUMP 100BBL CMT 95PCF, DISPLACE W/82.5 BBL MUD, POOH 12 STD, FLUSH STRG, POOH TO 1100M, W.O.C WHILE C.W.H NL-NG.","",-2155
"WellA",2020-01-03 00:00:00.000,2155,12.25,130," WHILE WAIT ON WORK ON BOP LEAKAGE, W.O.C @ 1100M, RIH W/8-3/8"" C.CUT BIT TO 1495M, TOOK WEIGHT, WASH DOWN TO 1497M, C.B.U, TEST CMT W/500PSI ""OK"", POOH F/1497 TO SURF. L/D BIT. P/U 12-1/4"" R.BIT + 13-5/8"" SCRAPER TO 160M, SCRAPE F/140 TO 160M SEVERAL TIMES TILL MN.","",-2155
"WellA",2020-01-04 00:00:00.000,2155,12.25,131," DUE TO WORK ON BOP LEAKAGE, SCRAPER TRIP TO 160M, SCRAPE F/140 TO 160M, POOH TO SURF., P/U 13-5/8"" RTTS TOOLS (21 STD 5"" DP TAIL) TO 154M., B.OFF 5"" DP, POOH TO SURF. OBS B.OFF F/R.C VALVE, RIH TO 154M, CONNECTION TO RTTS STRING, UNSET IT, POOH TO SURF. & CHECK IT, RIH AGAIN TO 153.5M, SET RTTS PACKER & TEST IT, P.OFF 5"" DP TO SURF. WORK ON CHANGE BONNET SEAL TILL MN.","",-2155
"WellA",2020-01-05 00:00:00.000,2155,12.25,132," WORK ON BOP STACK, TEST TOP, BTM, SHEAR RAMS W/4500PSI ""OK"", WORK ON SIDE OUTLET VALVES, CHECK & TEST THEM ""OK"", REMOVE PLUG TESTER, UNSET RTTS, RIH W/D/OUT BHA FOLLOWED 5"" DP TO 1200M WHILE F/U STRG EACH 10STD, NL-NG.","",-2155
"WellA",2020-01-06 00:00:00.000,2155,12.25,133," CONT. RIH F/1200 TO 1475M, TOOK WEIGHT, D/OUT MED TO HARD CMT F/1475 TO 1689M, NL-NG, OBS SUDDENLY KICK, SOFT SHUT IN THE WELL, CIRC. W/CHOKE MANIFOLD & POORBOY DEGASER, C.B.U, OBS WELL STATIC, CONT. D/OUT F/1689 TO 1694M, 4BPH LOSS.","",-2155
"WellA",2020-01-07 00:00:00.000,2155,12.25,134," CONT. D/OUT CMT F/1692 TO 1724M, OBS KICK WELL, SHUT IN THE WELL, CIRC. TRUE CHOKE, OPEN WELL, PUMP DOWN TO 1876.5M, CIRC. TRUE CHOKE, PUMP DOWN TO 2155M, C.B.U TRUE CHOKE, PUMP 50BBL HI-VIS PILL, CIRC. OUT PILL, POOH TO SHOE, OBS WELL, 4BPH LOSS, INC. MW F/63 TO 64PCF, TILL M.N","",-2155
"WellA",2020-01-08 00:00:00.000,2155,12.25,135," CONT. POOH TO SURF., OBS WELL 2BPH LOSS, L/D 12-1/4"" R.BIT, P/U 12-1/4"" PDC BIT & S.STAB @ 20M, RIH TO 1876.5M, CIRC. WHILE DEC MW F/64 TO 63PCF., W & R F/1892 TO 1954M, 3-4BPH LOSS.","",-2155
"WellA",2020-01-09 00:00:00.000,2197,12.25,136," CONT. W & R F/1954 TO 2155M (BTM), RESUME DRLG FM F/2155 TO 2197M, 3-4BPH LOSS TILL M.N","",-2197
"WellA",2020-01-10 00:00:00.000,2251,12.25,137," CONT. DRLG FM F/2197M TO 2251M, WHILE PUMP LCM & HI-VIS PILL PERIODICALLY, 4-5BPH LOSS TILL M.N","",-2251
"WellA",2020-01-11 00:00:00.000,2310,12.25,138," CONT. DRLG FM F/2251M TO 2310M WHILE PUMP LCM & HI-VIS PILL PERIODICALLY, 3-4BPH LOSS, ADD 1% KCL TO MUD SYS, STUCK PIPE WHILE DRLG @ 2280 & 2302M, WORK ON STUCK & FREE STUCK @ 2 STAGE TILL M.N","",-2310
"WellA",2020-01-12 00:00:00.000,2352,12.25,139," CONT. DRLG FM F/2310 TO 2340M WHILE ADD KCL SYS TO 3%, PUMP LCM PHPA PILL EACH JOINT, 2-4BPH LOSS., WIPER TRIP W/B.REAM F/2340 TO 2200M, RIH TO 2331M W/GOOD COND., W & R TO 2340M, STUCK STRG @ 2338 M WORK ON & FREE STRG, CONT. DRLG TO 2352M, 2-4BPH LOSS.","",-2352
"WellA",2020-01-13 00:00:00.000,2401,12.25,140," CONT. DRLG FM F/2352 TO 2401M WHILE PUMP 20BBL LCM PHPA PILL EACH JOINT, 4-5BPH LOSS TILL M.N","",-2401
"WellA",2020-01-14 00:00:00.000,2413,12.25,141," CONT. DRLG F/2401 TO 2413M (9-5/8"" CSG POINT), PUMP PILL & C.B.U TILL GET LAST SAMPLE BY WELL SITE GEOLOGIST & CLEAN SHAKER, POOH W/HARD B.REAM F/2413 TO 2154, 3-4BPH LOSS TILL M.N","",-2413
"WellA",2020-01-15 00:00:00.000,2413,12.25,142," POOH W/ HARD B.REAM F/ 2154 TO 1876.5 (13-5/8"" CSG SHOE), SLIP & CUT 102 FT DRLG LINE, RUN BACK TO 2150 M W/ GOOD HOLE CONDITION TILL M.N","",-2413
"WellA",2020-01-16 00:00:00.000,2413,12.25,143," RIH TO 2413 M WHILE INC MW F/ 67 TO 70 PCF (TWO STEP), POOH F/ 2413 TO 1876.5 (13-5/8"" CSG SHOE), RUN BACK TO 2413 M (BTM), CIRC MUD WHILE WORK ON MUD RHEOLOGY TILL M.N","",-2413
"WellA",2020-01-17 00:00:00.000,2413,12.25,144," CONT WORK ON MUD RHEOLOGY, POOH F/ 2413 TO 1876.5 (13-5/8"" CSG SHOE) WHILE W&R SOME INTERVALS & INC MW F/ 70 TO 71 PCF, RUN BACK TO 2100 M WHILE W&R EACH STD F/ 1986 TO 2100 M TILL M.N","",-2413
"WellA",2020-01-18 00:00:00.000,2413,12.25,145," CONT RIH TO 2243 M WHILE INC MW TO 72 PCF, POOH TO CSG SHOE, RUN BACK TO 2413(BTM), CIRC BTM  S UP, SPOT 350 BBL HI-VIS PILL. POOH FOR RUN 9-5/8"" CSG F/ 2413 TO 300 M TILL M.N","",-2413
"WellA",2020-01-19 00:00:00.000,2413,12.25,146," CONT. POOH F/ 300 M TO SURF., CHANGE TOP RAMS, R/U CSG RUNNING EQUIP., RIH W/ TOTALLY 71 JTs  9-5/8"" CSG (53.5#, L-80, TPCQ)  TO 776 M TILL M.N","",-2413
"WellA",2020-01-20 00:00:00.000,2413,12.25,147," CONT. RIH W/ TOTALLY 83 JTs 9-5/8"" CSG (53.5#, L-80, TPCQ) & 113 JTs  9-5/8"" CSG (47#, T-95, TPCQ)  F/ 776 TO 2185 M  WHILE CIRC @ 1876 M (13 5/8"" CSG SHOE) TILL M.N","",-2413
"WellA",2020-01-21 00:00:00.000,2413,12.25,148," CONT. RIH TO 2413 M, TAG BTM, POOH TO 2412 M (9 5/8"" CSG SHOE), PERFORM 9-5/8"" CMT JOB, INSTALL 13-5/8"" * 9-5/8"" CSG SLIPS HGR, WOC TO GET HARD  TILL M.N","",-2413
"WellA",2020-01-22 00:00:00.000,2413,12.25,149," WOC TO GET HARD, SLACK OFF STRG WEIGHT, PICK UP BOP STACK, DRESS & BEVEL 9-5/8"" CSG NECK, INSTALL 13-5/8"", 5K * 11"", 10K DSA + 11"" * 11"", 10K T.H.S & TEST P-SEALS TILL M.N","",-2413
"WellA",2020-01-23 00:00:00.000,2413,12.25,150," N/UP 13-5/8"", 10K BOP STACK. CHANGE TOP RAMS. CONNECT CHOKE & KILL LINE, TEST FOUR T.H.S GATE VALVES, INSTALL 11"" PLUG TESTER & WORK ON RECTIFY LEAKAGES TILL M.N","",-2413
"WellA",2020-01-24 00:00:00.000,2413,12.25,151," CONT WORK ON RECTIFY LEAKAGES, PERFORM 13-5/8"", 10K BOP TEST AS NIDC POLICY. L/D 12 JTs 8-1/2"" DC & L/D 15 JTs 5"" HWDP. RIH W/ B.BIT#13 NEW (K.DREAM, 1512743JH, 517, 3*18/32"") TO 37 M TILL M.N","",-2413
"WellA",2020-01-25 00:00:00.000,2413,12.25,152," CONT RIH W/ B.BIT#13 NEW (K.D,517, 3*18) F/ 37 TO 2367 M, TAKE WEIGHT, CONT D/O PLUGS, F.C & MED. CMT F/ 2367 TO 2408 M, DICPLACE MUD, CONT D/OUT MED CMT F/ 2408 TO 2411 M TILL M.N","",-2413
"WellA",2020-01-26 00:00:00.000,2427,8.5,153," CONT D/OUT MED CMT F/ 2411 TO 2412 M, DRLG 8-1/2"" HOLE SEC. F/ 2412 TO 2427M W/ NL-NG , CIRC BTM  S UP, POOH FOR SCRAPPER TRIP F/ 2427 TO 1700 M W/ NL-NG TILL M.N","",-2427
"WellA",2020-01-27 00:00:00.000,2427,8.5,154," POOH FOR SCRAPPER TRIP F/ 2427 TO SURF W/ NL-NG, RIH W/ SAME BIT & 9-5/8"" SCRAPPER TO 1200 M WHILE SCRAP EACH STD TWO TIMES TILL M.N","",-2427
"WellA",2020-01-28 00:00:00.000,2427,8.5,155," RIH F/ 1200 TO 2408 M WHILE SCRAP EACH STD TWO TIMES, PUMP HI-VIS PILL, CIRC BTM  S UP, POOH TO SURF., R/UP LOG., RIH W/ ( CDR, GR) TO 2000 M  WHHLE CIRC CWHD NL-NG TILL M.N","",-2427
"WellA",2020-01-29 00:00:00.000,2427,8.5,156," RIH W/LOGGING TOOLS, RUN #1 TO 2427M, L/UP TO 1800M, POOH TO SURF., L/D CDR/GR. P/U RUN # 2, RIH TO 2408M, L/UP TO 1700M, POOH TO SURF., L/D LOGGING TOOLS. INSTALL PLUG TESTER, PERFORM BOP TEST AS NIOC POLICY, TEST HYDRILL ""OK"", TEST TOP RAMS W/7500PSI, OBS LEAKAGE IN BONNET SEAL RAMS, WAIT ON REC. RTTS TOOLS, RIH W/5"" DP TO 464M, P/U RTTS TOOLS TILL M.N","",-2427
"WellA",2020-01-30 00:00:00.000,2427,8.5,157," SET RTTS PACKER, WORK ON BOP STACK LEAKAGE, BOP TEST ""OK"", REMOVE RTTS, P/U 8-1/2"" NEW PDC BIT W/BHA#29 TO 2412M, INSTALL ROTATIN HEAD, RIH TO 2427M(BTM) WHILE F/U STRG EACH 10STD, NL-NG TILL M.N","",-2427
"WellA",2020-01-31 00:00:00.000,2469,8.5,158," RESUME DRLG FM F/2427 TO 2469M, NL-NG TILL M.N","",-2469
"WellA",2020-02-01 00:00:00.000,2508,8.5,159," CONT. DRLG FM F/2469 TO 2485M, CHECK HOLE COND., GET SURVEY, CONT. DRLG TO 2508M, NL-NG TILL M.N","",-2508
"WellA",2020-02-02 00:00:00.000,2559,8.5,160," CONT. DRLG FM F/2508 TO 2536M, CHECK HOLE COND., GET SURVEY, CONT. DRLG TO 2559M, NL-NG TILL M.N","",-2559
"WellA",2020-02-03 00:00:00.000,2613,8.5,161," CONT. DRLG FM F/2559 TO 2613M WHILE PUMP 20BBL HI-VIS PILL PERIODICALLY, NL-NG TILL M.N","",-2613
"WellA",2020-02-04 00:00:00.000,2633,8.5,162," CONT. DRLG FM F/2613 TO 2615M WHILE PUMP 20BBL HI-VIS PILL PERIODICALLY, GET SURVEY @ 2598M, CONT. DRLG FM WHILE INC. MW TO 68PCF GRADUALLY, PUMP 30 BBL LCM PILL PERIODICALLY, 8-10 BPH LOSS TILL M.N","",-2633
"WellA",2020-02-05 00:00:00.000,2640,8.5,163," CONT. DRLG FM F/2633 TO 2637M, DISP. WELL W/70PCF MUD, CONT. DRLG, DUE TO INC. LOSS, PUMP & SPOT 100BBL LCM PILL, POOH TO SHOE, CIRC. & CHECK FM LOSS, RIH TO BTM, CONT. DRLG TO 2640M TILL M.N","",-2640
"WellA",2020-02-06 00:00:00.000,2657,8.5,164," CONT. DRLG F/2640 TO 2643M, INC. LOSS TO 20BPH, CONT. DRLG W/BY PASS SYS. TO 2646M, OBS 10-80BPH LOSS. SPOT 100BBL LCM PILL, POOH TO 2500M, RUN BACK TO BTM, CONT. DRLG TO 2657M WHILE ADD. 5LB/BBL LCM TO SYS. & DEC. MW TO 68PCF , 18-20BPH LOSS TILL M.N","",-2657
"WellA",2020-02-07 00:00:00.000,2657,8.5,165," DUE TO LOW ROP, SPOT 100BBL LCM PILL 15LB/BBL, POOH TO SURF., OBS WELL 3STAGE, 4BPH LOSS, L/D BIT, TEST TUBING HANGER, PERFORM BOP TEST AS NIOC POLICY, HYDRILL & CHOKE MANIFOLD TEST IS ""OK"", OBS LEAKAGE IN BONNET SEAL ALL RAMS, INSTALL TUBING HANGER & TEST IT ""OK"", WAIT ON REC. BONNET SEAL, CIRC. W/ANN. 2-14BPH LOSS TILL M.N.","",-2657
"WellA",2020-02-08 00:00:00.000,2657,8.5,166," WAIT ON REC. BOP BONNET SEAL, WORK ON BOP STACK, CONT. BOP TEST, TEST IS""OK"", P/U 8-1/2"" NEW PDC BIT & SAME BHA TO 100M, 14-16BPH LOSS TILL M.N","",-2657
"WellA",2020-02-09 00:00:00.000,2657,8.5,167," CONT. RIH W/8-1/2"" NEW PDC BIT TO 800M WHILE F/U STRG EACH 10STD, PLUG STRG, WORK ON UNPLUG ""NO SUCC""., POOH TO SURF. UNPLUG STRG, RUN BACK TO 2650M, 15-20BPH LOSS TILL M.N","",-2657
"WellA",2020-02-10 00:00:00.000,2700,8.5,168," RESUME DRLG F/2657 TO 2700M WHILE PUMP 30BBL LCM PILL EACH 5M, 15-5BPH LOSS., COND. TRIP TO 2550M, RUN BACK TO BTM, GOOD COND. SPOT 80BBL HI-VIS PILL, RUN MULTI SHUT & GET SURVEY @ 2695M TILL M.N","",-2700
"WellA",2020-02-11 00:00:00.000,2750,8.5,169," L/D MULTI SHUT TOOLS (RUN#4), CONT. DRLG W/BY PASS SYS. F/2700 TO 2731M WHILE INC. KCL SYS. TO 3%, 4-8 BPH LOSS., CONT. DRLG F/2731 TO 2750M WHILE SHAKER OUT MUD SYS & INC. KCL SYS. TO 6%, 4-8 BPHLOSS., POOH TO 2680, GOOD COND. RUN BACK TO BTM, GET SURVEY @ 2750M TILL M.N","",-2750
"WellA",2020-02-12 00:00:00.000,2784,8.5,170," TAKE SURVEY @ 2740M (INC: 4.8DEG), L/D MULTI SHUT TOOLS, CONT. DRLG FORM. F/ 2750 TO 2784 M WHILE PUMP 30 BBL LCM PILL EACH JOINT W/ 8-10 BPH LOSS TILL M.N","",-2784
"WellA",2020-02-13 00:00:00.000,2823,8.5,171," CONT. DRLG FORM. F/ 2784 TO 2804 M, R/U MULTI SHUT RUNNING EQUIP. & TAKE SURVEY @ 2797M (INC: 5 DEG), L/D MULTI SHUT TOOLS, CONT. DRLG FORM. F/ 2804 TO 2823 M WHILE TILL M.N","",-2823
"WellA",2020-02-14 00:00:00.000,2848,8.5,172," CONT. DRLG FORM. F/ 2823 TO 2848 M WHILE INC. MW F/ 70 TO 71 PCF,  POOH F/ 2848 TO 2740 M TO CHECK WELL COND. FOR TAKE SURVEY WHILE W&R THIS INTERVAL SEVERAL TIMES TILL M.N","",-2848
"WellA",2020-02-15 00:00:00.000,2869,8.5,173," CONT. DRLG FORM. F/ 2848 TO 2869 M W/ 8-12 BPH LOSS WHILE INC. MW F/ 71 TO 73PCF @ TWO STEP & PUMP HI-VIS & LCM PILL PERIODICALLY TILL M.N","",-2869
"WellA",2020-02-16 00:00:00.000,2901,8.5,174," CONT. DRLG FORM. F/ 2869 TO 2901 M W/ 8-12 BPH LOSS WHILE  PUMP HI-VIS & LCM PILL PERIODICALLY TILL M.N","",-2901
"WellA",2020-02-17 00:00:00.000,2911,8.5,175," CONT. DRLG FORM. F/ 2901 TO 2911 M W/ 10-14 BPH LOSS WHILE SUDDENLLY INC. RETURN MUD, CLOSE THE WELL, MONITOR SICP & SIDPP, KILL THE WELL W/ 76 PCF MUD, OPEN THE WELL. SPOT 140 BBL HI VIS LCM PILL @ 2911 M (BTM), POOH FOR BOP TEST F/ 2911 TO 2600 M WHILE C.W.H W/ NL-NG  TILL M.N","",-2911
"WellA",2020-02-18 00:00:00.000,2911,8.5,176," CONT. POOH FOR BOP TEST F/ 2600 TO 2412 M, OBS WELL W/ 3 BPH GAIN, CLOSE THE WELL, CIRC MUD WHILE INC MW F/ 76 TO 79 PCF, RIH TO 2911 M(BTM), INC MW F/ 79 TO 81 PCF, WHILE WAITING FOR NIDC DFSM CIRC MUD TILL M.N","",-2911
"WellA",2020-02-19 00:00:00.000,2911,8.5,177," WHILE WAITING FOR NIDC DFSM CIRC MUD, CIRC MUD WHILE INC MW F/ 81 TO 83 PCF, POOH FOR BOP TEST F/ 2911 TO 1600 M WHILE OBS WELL @ 9-5/8"" CSG SHOE W/ 8 BPH LOSS TILL M.N","",-2911
"WellA",2020-02-20 00:00:00.000,2911,8.5,178," CONT POOH FOR BOP STACK PRESS TEST F/ 1600 TO SURF. WHILE CIRC C.W.H W/ 2-4 BPH LOSS, PERFORM BOP TEST WHILE OBS LEAKAGE & WORK ON RECTIFY LEAKAGES TILL M.N","",-2911
"WellA",2020-02-21 00:00:00.000,2911,8.5,179," WORK ON RECTIFY TOP, BTM & SHEAR RAMS BONNET SEALS LEAKAGES WHILE CIRC C.W.H THROUGH T.H.S SIDE VALVES W/ 4-16 BPH LOSS TILL M.N","",-2911
"WellA",2020-02-22 00:00:00.000,2911,8.5,180," CONT WORK ON RECTIFY TOP, BTM & SHEAR RAMS BONNET SEALS LEAKAGES, NO SUCC. RIH W/ 6-1/8"" C.CUT BIT FOR PERFORM MAGNESET & CMT PLUG JOB TO 2412 M W/ 16-50 BPH LOSS TILL M.N","",-2911
"WellA",2020-02-23 00:00:00.000,2911,8.5,181," CONT RIH W/ 6-1/8"" C.CUT BIT TO 2560, SPOT 100 BBL LCM PILL, POOH TO 2130 M, SLOW CIRC MUD, MUD LOSS INC. TO 12BPH AFTER 11 HRs, RUN BACK TO 2550 M & SPOT 100 BBL LCM PILL AGAIN TILL M.N","",-2911
"WellA",2020-02-24 00:00:00.000,2911,8.5,182," WAITING FOR NIDC DFMD DUE TO MUD MATERIAL SHORTAGE WHILE CONT SLOW (F.R: 100 GPM) CIRC MUD W/ 0-6 BPH LOSS TILL M.N.","",-2911
"WellA",2020-02-25 00:00:00.000,2911,8.5,183," DUE TO INC MUD LOSS RIH TO 2550 M & SPOT 100 BBL LCM PILL, POOH TO 2150 M & SLOW CIRC MUD. MUD MATERIAL RECEIVED. PERFORM MAGNESET PLUG JOB. WAIT ON MAGNESET TO GET HARD TILL M.N.","",-2911
