WellName,NPT&PT,OperationType,TBDCoding,ForecastHrs,HoleSize inch
"WellA","Non-Productive Time","Drilling Fluid Service Company Waiting","Special fluid Additive",0,26
"WellA","Non-Productive Time","Drilling Fluid Service Company Waiting","Mud material",0,26
"WellA","Non-Productive Time","Drilling Fluid Service Company Waiting","Un-suitable mud properties",0,26
"WellA","Non-Productive Time","Drilling Fluid Service Company Waiting","Equipments",0,26
"WellA","Non-Productive Time","Drilling Fluid Service Company Waiting","Others Drilling Fluid Service Waiting",0,26
"WellA","Non-Productive Time","Surface facilities Service Company Waiting","NIDC Surface facilities Service Waiting",0,26
"WellA","Non-Productive Time","Surface facilities Service Company Waiting","Others Surface facilities Service Waiting",0,26
"WellA","Non-Productive Time","Acidizing Service Company Waiting","NIDC Acidizing Service Waiting",0,26
"WellA","Non-Productive Time","Acidizing Service Company Waiting","Others Acidizing Service Waiting",0,26
"WellA","Non-Productive Time","Decision Waiting","Client Waiting",0,26
"WellA","Non-Productive Time","Rig operation waiting","Moveable Department",0,17.5
"WellA","Non-Productive Time","Rig operation waiting","Wait on Rig Decision",0,17.5
"WellA","Non-Productive Time","Rig operation waiting","Delay on Rig Operation",0,17.5
"WellA","Non-Productive Time","Rig operation waiting","Others Rig operation waiting",0,17.5
"WellA","Non-Productive Time","Logging Service Company Waiting","NIDC Logging Service  Waiting",0,17.5
"WellA","Non-Productive Time","Logging Service Company Waiting","OTS Logging Service Waiting",0,17.5
"WellA","Non-Productive Time","Logging Service Company Waiting","WSI Logging Service Waiting",0,17.5
"WellA","Non-Productive Time","Logging Service Company Waiting","RENE Logging Service Waiting",0,17.5
"WellA","Non-Productive Time","Logging Service Company Waiting","Persia Logging Service Waiting",0,17.5
"WellA","Non-Productive Time","Logging Service Company Waiting","Other Logging Service Waiting",0,17.5
"WellA","Non-Productive Time","Perforation Service Company Waiting","NIDC Perforation Service Waiting",0,17.5
"WellA","Non-Productive Time","Perforation Service Company Waiting","OTS Perforation Service Waiting",0,17.5
"WellA","Non-Productive Time","Perforation Service Company Waiting","Others Perforation Service Waiting",0,17.5
"WellA","Non-Productive Time","Completion Running Service Company Waiting","BEP Completion Service Waiting",0,17.5
"WellA","Non-Productive Time","Completion Running Service Company Waiting","Nasr Mob. Completion Service Waiting",0,17.5
"WellA","Non-Productive Time","Completion Running Service Company Waiting","Others Completion Service Waiting",0,17.5
"WellA","Non-Productive Time","Casing Running Service Company Waiting","NIDC Casing Running Service Waiting",0,17.5
"WellA","Non-Productive Time","Casing Running Service Company Waiting","Others Casing Running Service Waiting",0,17.5
"WellA","Non-Productive Time","Liner Hanger Service Company Waiting","HPOGC Liner Hanger Service Waiting",0,17.5
"WellA","Non-Productive Time","Liner Hanger Service Company Waiting","IDC Liner Hanger Service Waiting",0,17.5
"WellA","Non-Productive Time","Liner Hanger Service Company Waiting","PPAC Liner Hanger Service Waiting",0,17.5
"WellA","Non-Productive Time","Liner Hanger Service Company Waiting","Others Liner Hanger Service Waiting",0,17.5
"WellA","Non-Productive Time","Wellhead Service Company Waiting","MSA Wellhead Service Waiting",0,17.5
"WellA","Non-Productive Time","Wellhead Service Company Waiting","NIDC Wellhead Service Waiting",0,17.5
"WellA","Non-Productive Time","Wellhead Service Company Waiting","Others Wellhead Service Waiting",0,17.5
"WellA","Non-Productive Time","Waste Management Service Company Waiting","NIDC Waste Management Service Waiting",0,17.5
"WellA","Non-Productive Time","Waste Management Service Company Waiting","Others Waste Management Service Waiting",0,17.5
"WellA","Non-Productive Time","Mud Logging Service Company Waiting","NIDC Mud Logging Service Waiting",0,17.5
"WellA","Non-Productive Time","Mud Logging Service Company Waiting","Others Mud Logging Service Waiting",0,17.5
"WellA","Non-Productive Time","H2S Service Company Waiting","NIDC H2S Service Waiting",0,17.5
"WellA","Non-Productive Time","H2S Service Company Waiting","Others Service Company Waiting",0,17.5
"WellA","Non-Productive Time"," Dry test / RTTS / RBP Service Company Waiting"," NIDC Dry test / RTTS / RBP Service Waiting",0,17.5
"WellA","Non-Productive Time"," Dry test / RTTS / RBP Service Company Waiting","Persia Dry test / RTTS / RBP Service Waiting",0,17.5
"WellA","Non-Productive Time"," Dry test / RTTS / RBP Service Company Waiting","OTS Dry test / RTTS / RBP Service Waiting",0,17.5
"WellA","Non-Productive Time"," Dry test / RTTS / RBP Service Company Waiting","Others Dry test / RTTS / RBP Service Waiting",0,17.5
"WellA","Non-Productive Time","Directional Drilling Service Company Waiting","NIDC Directional Drilling Service Waiting",0,17.5
"WellA","Non-Productive Time","Directional Drilling Service Company Waiting","PGO Directional Drilling Service Waiting",0,17.5
"WellA","Non-Productive Time","Directional Drilling Service Company Waiting","Others Directional Drilling Service Waiting",0,17.5
"WellA","Non-Productive Time","Cement Service Company Waiting","NIDC Cement Service Waiting",0,17.5
"WellA","Non-Productive Time","Cement Service Company Waiting","Others Cement Service Waiting",0,17.5
"WellA","Non-Productive Time","Drilling Fluid Service Company Waiting","Special fluid Additive",0,17.5
"WellA","Non-Productive Time","Drilling Fluid Service Company Waiting","Mud material",0,17.5
"WellA","Non-Productive Time","Drilling Fluid Service Company Waiting","Un-suitable mud properties",0,17.5
"WellA","Non-Productive Time","Drilling Fluid Service Company Waiting","Equipments",0,17.5
"WellA","Non-Productive Time","Drilling Fluid Service Company Waiting","Others Drilling Fluid Service Waiting",0,17.5
"WellA","Non-Productive Time","Surface facilities Service Company Waiting","NIDC Surface facilities Service Waiting",0,17.5
"WellA","Non-Productive Time","Surface facilities Service Company Waiting","Others Surface facilities Service Waiting",0,17.5
"WellA","Non-Productive Time","Acidizing Service Company Waiting","NIDC Acidizing Service Waiting",0,17.5
"WellA","Non-Productive Time","Acidizing Service Company Waiting","Others Acidizing Service Waiting",0,17.5
"WellA","Non-Productive Time","Decision Waiting","Client Waiting",0,17.5
"WellA","Non-Productive Time","Rig operation waiting","Moveable Department",0,12.25
"WellA","Non-Productive Time","Rig operation waiting","Wait on Rig Decision",0,12.25
"WellA","Non-Productive Time","Rig operation waiting","Delay on Rig Operation",0,12.25
"WellA","Non-Productive Time","Rig operation waiting","Others Rig operation waiting",0,12.25
"WellA","Non-Productive Time","Logging Service Company Waiting","NIDC Logging Service  Waiting",0,12.25
"WellA","Non-Productive Time","Logging Service Company Waiting","OTS Logging Service Waiting",0,12.25
"WellA","Non-Productive Time","Logging Service Company Waiting","WSI Logging Service Waiting",0,12.25
"WellA","Non-Productive Time","Logging Service Company Waiting","RENE Logging Service Waiting",0,12.25
"WellA","Non-Productive Time","Logging Service Company Waiting","Persia Logging Service Waiting",0,12.25
"WellA","Non-Productive Time","Logging Service Company Waiting","Other Logging Service Waiting",0,12.25
"WellA","Non-Productive Time","Perforation Service Company Waiting","NIDC Perforation Service Waiting",0,12.25
"WellA","Non-Productive Time","Perforation Service Company Waiting","OTS Perforation Service Waiting",0,12.25
"WellA","Non-Productive Time","Perforation Service Company Waiting","Others Perforation Service Waiting",0,12.25
"WellA","Non-Productive Time","Completion Running Service Company Waiting","BEP Completion Service Waiting",0,12.25
"WellA","Non-Productive Time","Completion Running Service Company Waiting","Nasr Mob. Completion Service Waiting",0,12.25
"WellA","Non-Productive Time","Completion Running Service Company Waiting","Others Completion Service Waiting",0,12.25
"WellA","Non-Productive Time","Casing Running Service Company Waiting","NIDC Casing Running Service Waiting",0,12.25
"WellA","Non-Productive Time","Casing Running Service Company Waiting","Others Casing Running Service Waiting",0,12.25
"WellA","Non-Productive Time","Liner Hanger Service Company Waiting","HPOGC Liner Hanger Service Waiting",0,12.25
"WellA","Non-Productive Time","Liner Hanger Service Company Waiting","IDC Liner Hanger Service Waiting",0,12.25
"WellA","Non-Productive Time","Liner Hanger Service Company Waiting","PPAC Liner Hanger Service Waiting",0,12.25
"WellA","Non-Productive Time","Liner Hanger Service Company Waiting","Others Liner Hanger Service Waiting",0,12.25
"WellA","Non-Productive Time","Wellhead Service Company Waiting","MSA Wellhead Service Waiting",0,12.25
"WellA","Non-Productive Time","Wellhead Service Company Waiting","NIDC Wellhead Service Waiting",0,12.25
"WellA","Non-Productive Time","Wellhead Service Company Waiting","Others Wellhead Service Waiting",0,12.25
"WellA","Non-Productive Time","Waste Management Service Company Waiting","NIDC Waste Management Service Waiting",0,12.25
"WellA","Non-Productive Time","Waste Management Service Company Waiting","Others Waste Management Service Waiting",0,12.25
"WellA","Non-Productive Time","Mud Logging Service Company Waiting","NIDC Mud Logging Service Waiting",0,12.25
"WellA","Non-Productive Time","Mud Logging Service Company Waiting","Others Mud Logging Service Waiting",0,12.25
"WellA","Non-Productive Time","H2S Service Company Waiting","NIDC H2S Service Waiting",0,12.25
"WellA","Non-Productive Time","H2S Service Company Waiting","Others Service Company Waiting",0,12.25
"WellA","Non-Productive Time"," Dry test / RTTS / RBP Service Company Waiting"," NIDC Dry test / RTTS / RBP Service Waiting",0,12.25
"WellA","Non-Productive Time"," Dry test / RTTS / RBP Service Company Waiting","Persia Dry test / RTTS / RBP Service Waiting",0,12.25
"WellA","Non-Productive Time"," Dry test / RTTS / RBP Service Company Waiting","OTS Dry test / RTTS / RBP Service Waiting",0,12.25
"WellA","Non-Productive Time"," Dry test / RTTS / RBP Service Company Waiting","Others Dry test / RTTS / RBP Service Waiting",0,12.25
"WellA","Non-Productive Time","Directional Drilling Service Company Waiting","NIDC Directional Drilling Service Waiting",0,12.25
"WellA","Non-Productive Time","Directional Drilling Service Company Waiting","PGO Directional Drilling Service Waiting",0,12.25
"WellA","Non-Productive Time","Directional Drilling Service Company Waiting","Others Directional Drilling Service Waiting",0,12.25
"WellA","Non-Productive Time","Cement Service Company Waiting","NIDC Cement Service Waiting",0,12.25
"WellA","Non-Productive Time","Cement Service Company Waiting","Others Cement Service Waiting",0,12.25
"WellA","Non-Productive Time","Drilling Fluid Service Company Waiting","Special fluid Additive",0,12.25
"WellA","Non-Productive Time","Drilling Fluid Service Company Waiting","Mud material",0,12.25
"WellA","Non-Productive Time","Drilling Fluid Service Company Waiting","Un-suitable mud properties",0,12.25
"WellA","Non-Productive Time","Drilling Fluid Service Company Waiting","Equipments",0,12.25
"WellA","Non-Productive Time","Drilling Fluid Service Company Waiting","Others Drilling Fluid Service Waiting",0,12.25
"WellA","Non-Productive Time","Surface facilities Service Company Waiting","NIDC Surface facilities Service Waiting",0,12.25
"WellA","Non-Productive Time","Surface facilities Service Company Waiting","Others Surface facilities Service Waiting",0,12.25
"WellA","Non-Productive Time","Acidizing Service Company Waiting","NIDC Acidizing Service Waiting",0,12.25
"WellA","Non-Productive Time","Acidizing Service Company Waiting","Others Acidizing Service Waiting",0,12.25
"WellA","Non-Productive Time","Decision Waiting","Client Waiting",0,12.25
"WellA","Non-Productive Time","Rig operation waiting","Moveable Department",0,8.5
"WellA","Non-Productive Time","Rig operation waiting","Wait on Rig Decision",0,8.5
"WellA","Non-Productive Time","Rig operation waiting","Delay on Rig Operation",0,8.5
"WellA","Non-Productive Time","Rig operation waiting","Others Rig operation waiting",0,8.5
"WellA","Non-Productive Time","Logging Service Company Waiting","NIDC Logging Service  Waiting",0,8.5
"WellA","Non-Productive Time","Logging Service Company Waiting","OTS Logging Service Waiting",0,8.5
"WellA","Non-Productive Time","Logging Service Company Waiting","WSI Logging Service Waiting",0,8.5
"WellA","Non-Productive Time","Logging Service Company Waiting","RENE Logging Service Waiting",0,8.5
"WellA","Non-Productive Time","Logging Service Company Waiting","Persia Logging Service Waiting",0,8.5
"WellA","Non-Productive Time","Logging Service Company Waiting","Other Logging Service Waiting",0,8.5
"WellA","Non-Productive Time","Perforation Service Company Waiting","NIDC Perforation Service Waiting",0,8.5
"WellA","Non-Productive Time","Perforation Service Company Waiting","OTS Perforation Service Waiting",0,8.5
"WellA","Non-Productive Time","Perforation Service Company Waiting","Others Perforation Service Waiting",0,8.5
"WellA","Non-Productive Time","Completion Running Service Company Waiting","BEP Completion Service Waiting",0,8.5
"WellA","Non-Productive Time","Completion Running Service Company Waiting","Nasr Mob. Completion Service Waiting",0,8.5
"WellA","Non-Productive Time","Completion Running Service Company Waiting","Others Completion Service Waiting",0,8.5
"WellA","Non-Productive Time","Casing Running Service Company Waiting","NIDC Casing Running Service Waiting",0,8.5
"WellA","Non-Productive Time","Casing Running Service Company Waiting","Others Casing Running Service Waiting",0,8.5
"WellA","Non-Productive Time","Liner Hanger Service Company Waiting","HPOGC Liner Hanger Service Waiting",0,8.5
"WellA","Non-Productive Time","Liner Hanger Service Company Waiting","IDC Liner Hanger Service Waiting",0,8.5
"WellA","Non-Productive Time","Liner Hanger Service Company Waiting","PPAC Liner Hanger Service Waiting",0,8.5
"WellA","Non-Productive Time","Liner Hanger Service Company Waiting","Others Liner Hanger Service Waiting",0,8.5
"WellA","Non-Productive Time","Wellhead Service Company Waiting","MSA Wellhead Service Waiting",0,8.5
"WellA","Non-Productive Time","Wellhead Service Company Waiting","NIDC Wellhead Service Waiting",0,8.5
"WellA","Non-Productive Time","Wellhead Service Company Waiting","Others Wellhead Service Waiting",0,8.5
"WellA","Non-Productive Time","Waste Management Service Company Waiting","NIDC Waste Management Service Waiting",0,8.5
"WellA","Non-Productive Time","Waste Management Service Company Waiting","Others Waste Management Service Waiting",0,8.5
"WellA","Non-Productive Time","Mud Logging Service Company Waiting","NIDC Mud Logging Service Waiting",0,8.5
"WellA","Non-Productive Time","Mud Logging Service Company Waiting","Others Mud Logging Service Waiting",0,8.5
"WellA","Non-Productive Time","H2S Service Company Waiting","NIDC H2S Service Waiting",0,8.5
"WellA","Non-Productive Time","H2S Service Company Waiting","Others Service Company Waiting",0,8.5
"WellA","Non-Productive Time"," Dry test / RTTS / RBP Service Company Waiting"," NIDC Dry test / RTTS / RBP Service Waiting",0,8.5
"WellA","Non-Productive Time"," Dry test / RTTS / RBP Service Company Waiting","Persia Dry test / RTTS / RBP Service Waiting",0,8.5
"WellA","Non-Productive Time"," Dry test / RTTS / RBP Service Company Waiting","OTS Dry test / RTTS / RBP Service Waiting",0,8.5
"WellA","Non-Productive Time"," Dry test / RTTS / RBP Service Company Waiting","Others Dry test / RTTS / RBP Service Waiting",0,8.5
"WellA","Non-Productive Time","Directional Drilling Service Company Waiting","NIDC Directional Drilling Service Waiting",0,8.5
"WellA","Non-Productive Time","Directional Drilling Service Company Waiting","PGO Directional Drilling Service Waiting",0,8.5
"WellA","Non-Productive Time","Directional Drilling Service Company Waiting","Others Directional Drilling Service Waiting",0,8.5
"WellA","Non-Productive Time","Cement Service Company Waiting","NIDC Cement Service Waiting",0,8.5
"WellA","Non-Productive Time","Cement Service Company Waiting","Others Cement Service Waiting",0,8.5
"WellA","Non-Productive Time","Drilling Fluid Service Company Waiting","Special fluid Additive",0,8.5
"WellA","Non-Productive Time","Drilling Fluid Service Company Waiting","Mud material",0,8.5
"WellA","Non-Productive Time","Drilling Fluid Service Company Waiting","Un-suitable mud properties",0,8.5
"WellA","Non-Productive Time","Drilling Fluid Service Company Waiting","Equipments",0,8.5
"WellA","Non-Productive Time","Drilling Fluid Service Company Waiting","Others Drilling Fluid Service Waiting",0,8.5
"WellA","Non-Productive Time","Surface facilities Service Company Waiting","NIDC Surface facilities Service Waiting",0,8.5
"WellA","Non-Productive Time","Surface facilities Service Company Waiting","Others Surface facilities Service Waiting",0,8.5
"WellA","Non-Productive Time","Acidizing Service Company Waiting","NIDC Acidizing Service Waiting",0,8.5
"WellA","Non-Productive Time","Acidizing Service Company Waiting","Others Acidizing Service Waiting",0,8.5
"WellA","Non-Productive Time","Decision Waiting","Client Waiting",0,8.5
"WellA","Non-Productive Time","Rig operation waiting","Moveable Department",0,6.125
"WellA","Non-Productive Time","Rig operation waiting","Wait on Rig Decision",0,6.125
"WellA","Non-Productive Time","Rig operation waiting","Delay on Rig Operation",0,6.125
"WellA","Non-Productive Time","Rig operation waiting","Others Rig operation waiting",0,6.125
"WellA","Non-Productive Time","Logging Service Company Waiting","NIDC Logging Service  Waiting",0,6.125
"WellA","Non-Productive Time","Logging Service Company Waiting","OTS Logging Service Waiting",0,6.125
"WellA","Non-Productive Time","Logging Service Company Waiting","WSI Logging Service Waiting",0,6.125
"WellA","Non-Productive Time","Logging Service Company Waiting","RENE Logging Service Waiting",0,6.125
"WellA","Non-Productive Time","Logging Service Company Waiting","Persia Logging Service Waiting",0,6.125
"WellA","Non-Productive Time","Logging Service Company Waiting","Other Logging Service Waiting",0,6.125
"WellA","Non-Productive Time","Perforation Service Company Waiting","NIDC Perforation Service Waiting",0,6.125
"WellA","Non-Productive Time","Perforation Service Company Waiting","OTS Perforation Service Waiting",0,6.125
"WellA","Non-Productive Time","Perforation Service Company Waiting","Others Perforation Service Waiting",0,6.125
"WellA","Non-Productive Time","Completion Running Service Company Waiting","BEP Completion Service Waiting",0,6.125
"WellA","Non-Productive Time","Completion Running Service Company Waiting","Nasr Mob. Completion Service Waiting",0,6.125
"WellA","Non-Productive Time","Completion Running Service Company Waiting","Others Completion Service Waiting",0,6.125
"WellA","Non-Productive Time","Casing Running Service Company Waiting","NIDC Casing Running Service Waiting",0,6.125
"WellA","Non-Productive Time","Casing Running Service Company Waiting","Others Casing Running Service Waiting",0,6.125
"WellA","Non-Productive Time","Liner Hanger Service Company Waiting","HPOGC Liner Hanger Service Waiting",0,6.125
"WellA","Non-Productive Time","Liner Hanger Service Company Waiting","IDC Liner Hanger Service Waiting",0,6.125
"WellA","Non-Productive Time","Liner Hanger Service Company Waiting","PPAC Liner Hanger Service Waiting",0,6.125
"WellA","Non-Productive Time","Liner Hanger Service Company Waiting","Others Liner Hanger Service Waiting",0,6.125
"WellA","Non-Productive Time","Wellhead Service Company Waiting","MSA Wellhead Service Waiting",0,6.125
"WellA","Non-Productive Time","Wellhead Service Company Waiting","NIDC Wellhead Service Waiting",0,6.125
"WellA","Non-Productive Time","Wellhead Service Company Waiting","Others Wellhead Service Waiting",0,6.125
"WellA","Non-Productive Time","Waste Management Service Company Waiting","NIDC Waste Management Service Waiting",0,6.125
"WellA","Non-Productive Time","Waste Management Service Company Waiting","Others Waste Management Service Waiting",0,6.125
"WellA","Non-Productive Time","Mud Logging Service Company Waiting","NIDC Mud Logging Service Waiting",0,6.125
"WellA","Non-Productive Time","Mud Logging Service Company Waiting","Others Mud Logging Service Waiting",0,6.125
"WellA","Non-Productive Time","H2S Service Company Waiting","NIDC H2S Service Waiting",0,6.125
"WellA","Non-Productive Time","H2S Service Company Waiting","Others Service Company Waiting",0,6.125
"WellA","Non-Productive Time"," Dry test / RTTS / RBP Service Company Waiting"," NIDC Dry test / RTTS / RBP Service Waiting",0,6.125
"WellA","Non-Productive Time"," Dry test / RTTS / RBP Service Company Waiting","Persia Dry test / RTTS / RBP Service Waiting",0,6.125
"WellA","Non-Productive Time"," Dry test / RTTS / RBP Service Company Waiting","OTS Dry test / RTTS / RBP Service Waiting",0,6.125
"WellA","Non-Productive Time"," Dry test / RTTS / RBP Service Company Waiting","Others Dry test / RTTS / RBP Service Waiting",0,6.125
"WellA","Non-Productive Time","Directional Drilling Service Company Waiting","NIDC Directional Drilling Service Waiting",0,6.125
"WellA","Non-Productive Time","Directional Drilling Service Company Waiting","PGO Directional Drilling Service Waiting",0,6.125
"WellA","Non-Productive Time","Directional Drilling Service Company Waiting","Others Directional Drilling Service Waiting",0,6.125
"WellA","Non-Productive Time","Cement Service Company Waiting","NIDC Cement Service Waiting",0,6.125
"WellA","Non-Productive Time","Cement Service Company Waiting","Others Cement Service Waiting",0,6.125
"WellA","Non-Productive Time","Drilling Fluid Service Company Waiting","Special fluid Additive",0,6.125
"WellA","Non-Productive Time","Drilling Fluid Service Company Waiting","Mud material",0,6.125
"WellA","Non-Productive Time","Drilling Fluid Service Company Waiting","Un-suitable mud properties",0,6.125
"WellA","Non-Productive Time","Drilling Fluid Service Company Waiting","Equipments",0,6.125
"WellA","Non-Productive Time","Drilling Fluid Service Company Waiting","Others Drilling Fluid Service Waiting",0,6.125
"WellA","Non-Productive Time","Surface facilities Service Company Waiting","NIDC Surface facilities Service Waiting",0,6.125
"WellA","Non-Productive Time","Surface facilities Service Company Waiting","Others Surface facilities Service Waiting",0,6.125
"WellA","Non-Productive Time","Acidizing Service Company Waiting","NIDC Acidizing Service Waiting",0,6.125
"WellA","Non-Productive Time","Acidizing Service Company Waiting","Others Acidizing Service Waiting",0,6.125
"WellA","Non-Productive Time","Decision Waiting","Client Waiting",0,6.125
"WellA","Productive Time","Prepration","Skidding/Moving",0,36
"WellA","Productive Time","Drilling Operation","Directional Drilling",0,36
"WellA","Productive Time","Drilling Operation","BOP Test/Drill",0,36
"WellA","Productive Time","Drilling Operation","Hole Conditioning",0,36
"WellA","Productive Time","Drilling Operation","Mud Conditioning",0,36
"WellA","Productive Time","CSG/LNR Running","Dry Test",0,36
"WellA","Productive Time","CSG/LNR Running","CSG PRSS. TEST",0,36
"WellA","Productive Time"," Geology & Res. Evaluation","Circulation for geology sample",0,36
"WellA","Productive Time"," Geology & Res. Evaluation","DST/F.B.DST",0,36
"WellA","Productive Time"," Geology & Res. Evaluation","LOT / FIT",0,36
"WellA","Productive Time"," Geology & Res. Evaluation","Well Logging",0,36
"WellA","Productive Time"," Geology & Res. Evaluation","Coring",0,36
"WellA","Productive Time","Completion Operation","Perforation",0,36
"WellA","Productive Time","Completion Operation","Completion",0,36
"WellA","Productive Time","Completion Operation","Clean up/ Flow /Stimulation",0,36
"WellA","Productive Time","Completion Operation","Suspension/Abandonment",0,36
"WellA","Productive Time","Completion Operation","Others Completion Operation",0,36
"WellA","Productive Time","Extra Work","Extra Work",0,36
"WellA","Productive Time","Prepration","Skidding/Moving",0,26
"WellA","Productive Time","Drilling Operation","Directional Drilling",0,26
"WellA","Productive Time","Drilling Operation","BOP Test/Drill",0,26
"WellA","Productive Time","Drilling Operation","Hole Conditioning",0,26
"WellA","Productive Time","Drilling Operation","Mud Conditioning",0,26
"WellA","Productive Time","CSG/LNR Running","Dry Test",0,26
"WellA","Productive Time","CSG/LNR Running","CSG PRSS. TEST",0,26
"WellA","Productive Time"," Geology & Res. Evaluation","Circulation for geology sample",0,26
"WellA","Productive Time"," Geology & Res. Evaluation","DST/F.B.DST",0,26
"WellA","Productive Time"," Geology & Res. Evaluation","LOT / FIT",0,26
"WellA","Productive Time"," Geology & Res. Evaluation","Well Logging",0,26
"WellA","Productive Time"," Geology & Res. Evaluation","Coring",0,26
"WellA","Productive Time","Completion Operation","Perforation",0,26
"WellA","Productive Time","Completion Operation","Completion",0,26
"WellA","Productive Time","Completion Operation","Clean up/ Flow /Stimulation",0,26
"WellA","Productive Time","Completion Operation","Suspension/Abandonment",0,26
"WellA","Productive Time","Completion Operation","Others Completion Operation",0,26
"WellA","Productive Time","Extra Work","Extra Work",0,26
"WellA","Productive Time","Prepration","Skidding/Moving",0,17.5
"WellA","Productive Time","Drilling Operation","Directional Drilling",0,17.5
"WellA","Productive Time","Drilling Operation","Round Trip",0,17.5
"WellA","Productive Time","Drilling Operation","Surveying",0,17.5
"WellA","Productive Time","CSG/LNR Running","Wait on Cement (WOC)",0,17.5
"WellA","Productive Time","CSG/LNR Running","Dry Test",0,17.5
"WellA","Productive Time","CSG/LNR Running","CSG PRSS. TEST",0,17.5
"WellA","Productive Time"," Geology & Res. Evaluation","Circulation for geology sample",0,17.5
"WellA","Productive Time"," Geology & Res. Evaluation","DST/F.B.DST",0,17.5
"WellA","Productive Time"," Geology & Res. Evaluation","LOT / FIT",0,17.5
"WellA","Productive Time"," Geology & Res. Evaluation","Coring",0,17.5
"WellA","Productive Time","Completion Operation","Perforation",0,17.5
"WellA","Productive Time","Completion Operation","Completion",0,17.5
"WellA","Productive Time","Completion Operation","Clean up/ Flow /Stimulation",0,17.5
"WellA","Productive Time","Completion Operation","Suspension/Abandonment",0,17.5
"WellA","Productive Time","Completion Operation","Others Completion Operation",0,17.5
"WellA","Productive Time","Extra Work","Extra Work",0,17.5
"WellA","Productive Time","Prepration","Skidding/Moving",0,12.25
"WellA","Productive Time","Drilling Operation","Directional Drilling",0,12.25
"WellA","Productive Time","Drilling Operation","Surveying",0,12.25
"WellA","Productive Time","CSG/LNR Running","Wait on Cement (WOC)",0,12.25
"WellA","Productive Time","CSG/LNR Running","Dry Test",0,12.25
"WellA","Productive Time","CSG/LNR Running","CSG PRSS. TEST",0,12.25
"WellA","Productive Time"," Geology & Res. Evaluation","Circulation for geology sample",0,12.25
"WellA","Productive Time"," Geology & Res. Evaluation","DST/F.B.DST",0,12.25
"WellA","Productive Time"," Geology & Res. Evaluation","LOT / FIT",0,12.25
"WellA","Productive Time"," Geology & Res. Evaluation","Coring",0,12.25
"WellA","Productive Time","Completion Operation","Perforation",0,12.25
"WellA","Productive Time","Completion Operation","Completion",0,12.25
"WellA","Productive Time","Completion Operation","Clean up/ Flow /Stimulation",0,12.25
"WellA","Productive Time","Completion Operation","Suspension/Abandonment",0,12.25
"WellA","Productive Time","Completion Operation","Others Completion Operation",0,12.25
"WellA","Productive Time","Extra Work","Extra Work",0,12.25
"WellA","Productive Time","Prepration","Skidding/Moving",0,8.5
"WellA","Productive Time","Drilling Operation","Directional Drilling",0,8.5
"WellA","Productive Time","Drilling Operation","Surveying",0,8.5
"WellA","Productive Time","CSG/LNR Running","Nipple Up/Down",0,8.5
"WellA","Productive Time","CSG/LNR Running","CSG PRSS. TEST",0,8.5
"WellA","Productive Time"," Geology & Res. Evaluation","Circulation for geology sample",0,8.5
"WellA","Productive Time"," Geology & Res. Evaluation","DST/F.B.DST",0,8.5
"WellA","Productive Time"," Geology & Res. Evaluation","Coring",0,8.5
"WellA","Productive Time","Completion Operation","Perforation",0,8.5
"WellA","Productive Time","Completion Operation","Completion",0,8.5
"WellA","Productive Time","Completion Operation","Clean up/ Flow /Stimulation",0,8.5
"WellA","Productive Time","Completion Operation","Suspension/Abandonment",0,8.5
"WellA","Productive Time","Completion Operation","Others Completion Operation",0,8.5
"WellA","Productive Time","Extra Work","Extra Work",0,8.5
"WellA","Productive Time","Prepration","Skidding/Moving",0,6.125
"WellA","Productive Time","Drilling Operation","Directional Drilling",0,6.125
"WellA","Productive Time","Drilling Operation","Hole Conditioning",0,6.125
"WellA","Productive Time","Drilling Operation","Surveying",0,6.125
"WellA","Productive Time","Drilling Operation","Mud Conditioning",0,6.125
"WellA","Productive Time","CSG/LNR Running","CSG PRSS. TEST",0,6.125
"WellA","Productive Time"," Geology & Res. Evaluation","Circulation for geology sample",0,6.125
"WellA","Productive Time"," Geology & Res. Evaluation","Coring",0,6.125
"WellA","Productive Time","Completion Operation","Suspension/Abandonment",0,6.125
"WellA","Productive Time","Completion Operation","Others Completion Operation",0,6.125
"WellA","Productive Time","Extra Work","Extra Work",0,6.125
"WellB","Productive Time","Prepration","Skidding/Moving",0,36
"WellB","Productive Time","Drilling Operation","Directional Drilling",0,36
"WellB","Productive Time","Drilling Operation","BOP Test/Drill",0,36
"WellB","Productive Time","Drilling Operation","Hole Conditioning",0,36
"WellB","Productive Time","Drilling Operation","Mud Conditioning",0,36
"WellB","Productive Time","CSG/LNR Running","Dry Test",0,36
"WellB","Productive Time","CSG/LNR Running","CSG PRSS. TEST",0,36
"WellB","Productive Time"," Geology & Res. Evaluation","Circulation for geology sample",0,36
"WellB","Productive Time"," Geology & Res. Evaluation","DST/F.B.DST",0,36
"WellB","Productive Time"," Geology & Res. Evaluation","LOT / FIT",0,36
"WellB","Productive Time"," Geology & Res. Evaluation","Well Logging",0,36
"WellB","Productive Time"," Geology & Res. Evaluation","Coring",0,36
"WellB","Productive Time","Completion Operation","Perforation",0,36
"WellB","Productive Time","Completion Operation","Completion",0,36
"WellB","Productive Time","Completion Operation","Clean up/ Flow /Stimulation",0,36
"WellB","Productive Time","Completion Operation","Suspension/Abandonment",0,36
"WellB","Productive Time","Completion Operation","Others Completion Operation",0,36
