Pedido,Data,ID Cliente,ID Produto,Quantidade,Preço Unitário,Total,Custo Unitário
"VA - 4331463",2018-08-02 00:00:00.000,63,25,9,1073.6,9662.4,530.64
"DT - 4449063",2021-10-21 00:00:00.000,63,25,13,5267.8,68481.400000000009,1990.6235999999997
"VA - 4330465",2018-07-23 00:00:00.000,65,25,11,3834,42174,1862.5464000000002
"VA - 4363165",2019-06-15 00:00:00.000,65,25,11,3834,42174,1862.5464000000002
"VA - 4389165",2020-03-01 00:00:00.000,65,25,8,2922.8,23382.4,1314.5400000000002
"VA - 4455465",2021-12-24 00:00:00.000,65,25,13,262.90000000000003,3417.7000000000003,174.0258
"VA - 4352866",2019-03-04 00:00:00.000,66,25,13,1100.3999999999999,14305.199999999999,761.46840000000009
"VA - 4352966",2019-03-05 00:00:00.000,66,25,13,1100.3999999999999,14305.199999999999,761.46840000000009
"VA - 4448066",2021-10-11 00:00:00.000,66,25,13,1100.3999999999999,14305.199999999999,761.46840000000009
"VA - 4333167",2018-08-19 00:00:00.000,67,25,8,1020,8160,733.248
"DT - 4453868",2021-12-08 00:00:00.000,68,25,11,1267.8999999999999,13946.899999999998,524.24820000000011
"VA - 4340369",2018-10-30 00:00:00.000,69,25,13,6480.5000000000009,84246.500000000015,4198.3272
"VA - 4389369",2020-03-03 00:00:00.000,69,25,13,6480.5000000000009,84246.500000000015,4198.3272
"VA - 4398169",2020-05-30 00:00:00.000,69,25,13,6480.5000000000009,84246.500000000015,4198.3272
"EX - 4428769",2021-04-01 00:00:00.000,69,25,13,1073.6,13956.8,607.82400000000007
"EX - 4317170",2018-03-12 00:00:00.000,70,25,8,236.1,1888.8,173.061
"EX - 4431670",2021-04-30 00:00:00.000,70,25,8,236.1,1888.8,173.061
"VA - 4324671",2018-05-26 00:00:00.000,71,25,7,1160.7,8124.9000000000015,740.6649
"VA - 4371873",2019-09-10 00:00:00.000,73,25,7,5120.4000000000015,35842.8,2073.114
"DT - 4426475",2021-03-09 00:00:00.000,75,25,8,1020,8160,604.9296
"VA - 4445975",2021-09-20 00:00:00.000,75,25,8,249.5,1996,118.2483
"VA - 4318776",2018-03-28 00:00:00.000,76,25,7,1690,11830,820.56240000000014
"DT - 4405076",2020-08-07 00:00:00.000,76,25,13,1174.1,15263.3,485.415
"DT - 4416176",2020-11-26 00:00:00.000,76,25,7,2313.1,16191.699999999999,1560.2625
"DT - 4311979",2018-01-19 00:00:00.000,79,25,9,1154,10386,414.86400000000003
"VA - 4315579",2018-02-24 00:00:00.000,79,25,9,839.1,7551.9000000000015,640.6875
"DT - 4317379",2018-03-14 00:00:00.000,79,25,9,1154,10386,414.86400000000003
"VA - 4348880",2019-01-23 00:00:00.000,80,25,7,3880.9,27166.3,1675.8576
"DT - 4445980",2021-09-20 00:00:00.000,80,25,8,1046.8,8374.4,677.2896
"DT - 4356681",2019-04-11 00:00:00.000,81,25,13,1187.5,15437.5,821.82870000000014
"EX - 4406984",2020-08-26 00:00:00.000,84,25,7,5817.2000000000007,40720.400000000009,2774.0412000000006
"VA - 4404485",2020-08-01 00:00:00.000,85,25,11,5596.1,61557.100000000006,2265.7725
"EX - 4414385",2020-11-08 00:00:00.000,85,25,8,6292.9000000000015,50343.200000000004,4642.9794
"EX - 4377286",2019-11-03 00:00:00.000,86,25,13,1710.1,22231.3,876.46049999999991
"EX - 4401086",2020-06-28 00:00:00.000,86,25,13,1710.1,22231.3,876.46049999999991
"VA - 4348387",2019-01-18 00:00:00.000,87,25,8,1140.6,9124.8,635.562
"VA - 4354487",2019-03-20 00:00:00.000,87,25,11,5133.8,56471.8,2263.3001999999997
"VA - 4386987",2020-02-08 00:00:00.000,87,25,8,1140.6,9124.8,635.562
"EX - 4367888",2019-08-01 00:00:00.000,88,25,13,242.8,3156.4,145.4436
"EX - 4453988",2021-12-09 00:00:00.000,88,25,13,242.8,3156.4,145.4436
"VA - 4345389",2018-12-19 00:00:00.000,89,25,8,3030,24240,1580.8248
"EX - 4350589",2019-02-09 00:00:00.000,89,25,11,3472.2,38194.2,2561.3028
"DT - 4417689",2020-12-11 00:00:00.000,89,25,7,2802.2,19615.399999999998,1134.243
"DT - 4431389",2021-04-27 00:00:00.000,89,25,7,2802.2,19615.399999999998,1134.243
"EX - 4359890",2019-05-13 00:00:00.000,90,25,8,2286.3,18290.4,1336.5495000000003
"EX - 4375191",2019-10-13 00:00:00.000,91,25,8,6252.7000000000007,50021.600000000006,4444.5321
"DT - 4418093",2020-12-15 00:00:00.000,93,25,7,1944.6,13612.199999999999,926.811
"VA - 4353494",2019-03-10 00:00:00.000,94,25,11,3867.5,42542.5,1565.6895
"DT - 4362894",2019-06-12 00:00:00.000,94,25,9,1013.3000000000001,9119.7,519.0021
"VA - 4386994",2020-02-08 00:00:00.000,94,25,11,3867.5,42542.5,1565.6895
"DT - 4430694",2021-04-20 00:00:00.000,94,25,9,1013.3000000000001,9119.7,519.0021
"DT - 4438194",2021-07-04 00:00:00.000,94,25,9,1013.3000000000001,9119.7,519.0021
"DT - 4404295",2020-07-30 00:00:00.000,95,25,8,2460.5,19684,1637.6274
"DT - 4451595",2021-11-15 00:00:00.000,95,25,8,2460.5,19684,1637.6274
"EX - 4354796",2019-03-23 00:00:00.000,96,25,9,2547.6,22928.399999999998,1076.9579999999999
"VA - 4310297",2018-01-02 00:00:00.000,97,25,13,209.3,2720.9,76.6413
"DT - 4344397",2018-12-09 00:00:00.000,97,25,13,1087,14131,713.10780000000011
"DT - 4375797",2019-10-19 00:00:00.000,97,25,13,1087,14131,713.10780000000011
"VA - 4385297",2020-01-22 00:00:00.000,97,25,13,209.3,2720.9,76.6413
"EX - 4323699",2018-05-16 00:00:00.000,99,25,9,1100.3999999999999,9903.5999999999985,712.0224
"VA - 4347199",2019-01-06 00:00:00.000,99,25,7,269.6,1887.2000000000003,188.13600000000002
"EX - 4420999",2021-01-13 00:00:00.000,99,25,9,1100.3999999999999,9903.5999999999985,712.0224
"DT - 4426199",2021-03-06 00:00:00.000,99,25,9,3880.9,34928.1,2164.6494000000002
"DT - 4434499",2021-05-28 00:00:00.000,99,25,11,872.6,9598.6,587.92500000000007
"EX - 4451599",2021-11-15 00:00:00.000,99,25,9,1100.3999999999999,9903.5999999999985,712.0224
"VA - 43711101",2019-09-03 00:00:00.000,101,25,7,3827.3,26791.100000000002,2823.3666000000003
"VA - 43985102",2020-06-03 00:00:00.000,102,25,13,5703.3,74142.900000000009,2565.765
"DT - 43115104",2018-01-15 00:00:00.000,104,25,7,3559.3,24915.100000000002,1632.9843
"VA - 43237104",2018-05-17 00:00:00.000,104,25,13,1073.6,13956.8,781.488
"DT - 43589104",2019-05-04 00:00:00.000,104,25,7,3559.3,24915.100000000002,1632.9843
"VA - 44267104",2021-03-12 00:00:00.000,104,25,13,1073.6,13956.8,781.488
"EX - 43166105",2018-03-07 00:00:00.000,105,25,13,879.30000000000007,11430.900000000001,473.958
"EX - 44017105",2020-07-05 00:00:00.000,105,25,13,879.30000000000007,11430.900000000001,473.958
"VA - 43653106",2019-07-07 00:00:00.000,106,25,11,1040.1,11441.099999999999,448.63199999999995
"VA - 43859106",2020-01-29 00:00:00.000,106,25,11,1040.1,11441.099999999999,448.63199999999995
"VA - 43721107",2019-09-13 00:00:00.000,107,25,11,1113.8,12251.8,540.52920000000006
"EX - 44095107",2020-09-21 00:00:00.000,107,25,7,6346.5000000000009,44425.500000000007,2626.7886000000003
"EX - 43323108",2018-08-11 00:00:00.000,108,25,7,195.9,1371.3,90.932400000000015
"VA - 43460108",2018-12-26 00:00:00.000,108,25,9,3847.4,34626.6,2249.793
"EX - 44036108",2020-07-24 00:00:00.000,108,25,7,195.9,1371.3,90.932400000000015
"VA - 44432108",2021-08-24 00:00:00.000,108,25,11,1160.7,12767.7,667.6416
"VA - 43496109",2019-01-31 00:00:00.000,109,25,7,3860.8,27025.600000000002,1667.1744
"VA - 43816109",2019-12-17 00:00:00.000,109,25,7,3860.8,27025.600000000002,1667.1744
"VA - 43854109",2020-01-24 00:00:00.000,109,25,8,966.40000000000009,7731.2000000000007,356.0112
"EX - 43904109",2020-03-14 00:00:00.000,109,25,7,2969.7,20787.899999999998,2110.3191
"EX - 43176110",2018-03-17 00:00:00.000,110,25,8,2272.9,18183.2,1267.3854000000001
"DT - 43332110",2018-08-20 00:00:00.000,110,25,13,1040.1,13521.3,532.7505
"DT - 43440110",2018-12-06 00:00:00.000,110,25,13,1040.1,13521.3,532.7505
"DT - 44461110",2021-09-22 00:00:00.000,110,25,13,1040.1,13521.3,532.7505
"DT - 44548112",2021-12-18 00:00:00.000,112,25,8,1683.3,13466.4,1210.824
"DT - 43792113",2019-11-23 00:00:00.000,113,25,7,711.80000000000007,4982.6,351.54900000000009
"EX - 43181114",2018-03-22 00:00:00.000,114,25,9,6232.6,56093.4,2860.029
"EX - 44250114",2021-02-23 00:00:00.000,114,25,9,6232.6,56093.4,2860.029
"EX - 43470115",2019-01-05 00:00:00.000,115,25,13,953,12389,702.1332
"VA - 44006115",2020-06-24 00:00:00.000,115,25,8,3097,24776,1810.8090000000002
"EX - 44092115",2020-09-18 00:00:00.000,115,25,13,953,12389,702.1332
"VA - 43529117",2019-03-05 00:00:00.000,117,25,8,1147.3,9178.4,464.00850000000008
"VA - 43743117",2019-10-05 00:00:00.000,117,25,8,1147.3,9178.4,464.00850000000008
"DT - 44239117",2021-02-12 00:00:00.000,117,25,9,906.1,8154.9000000000015,651.24
"VA - 44433117",2021-08-25 00:00:00.000,117,25,11,1013.3000000000001,11146.300000000001,418.84380000000004
"DT - 43617118",2019-06-01 00:00:00.000,118,25,8,1133.8999999999999,9071.1999999999971,438.20009999999996
"VA - 43804118",2019-12-05 00:00:00.000,118,25,9,3519.1,31671.899999999998,2469.2850000000003
"DT - 43853118",2020-01-23 00:00:00.000,118,25,9,1817.3,16355.699999999999,931.45409999999993
"VA - 44333118",2021-05-17 00:00:00.000,118,25,9,3519.1,31671.899999999998,2469.2850000000003
"EX - 44502119",2021-11-02 00:00:00.000,119,25,7,3673.2,25712.399999999998,1321.776
"EX - 43163121",2018-03-04 00:00:00.000,121,25,11,236.1,2597.1,154.06650000000002
"EX - 43518121",2019-02-22 00:00:00.000,121,25,11,236.1,2597.1,154.06650000000002
"VA - 43503122",2019-02-07 00:00:00.000,122,25,9,6346.5000000000009,57118.500000000007,3369.1419
"VA - 43646125",2019-06-30 00:00:00.000,125,25,9,3612.9,32516.100000000002,1852.5968999999998
"VA - 44474125",2021-10-05 00:00:00.000,125,25,13,2574.4,33467.200000000004,1180.9152000000001
"VA - 43796126",2019-11-27 00:00:00.000,126,25,7,2916.1,20412.7,2203.362
"VA - 43170128",2018-03-11 00:00:00.000,128,25,7,2219.3,15535.100000000002,1457.0289
"VA - 43945128",2020-04-24 00:00:00.000,128,25,7,2219.3,15535.100000000002,1457.0289
"VA - 44393128",2021-07-16 00:00:00.000,128,25,7,222.7,1558.8999999999999,143.2728
"VA - 43242130",2018-05-22 00:00:00.000,130,25,7,1006.6,7046.2,397.98
"DT - 43601130",2019-05-16 00:00:00.000,130,25,8,5850.7000000000007,46805.600000000006,2737.3788000000004
"VA - 44058130",2020-08-15 00:00:00.000,130,25,7,1006.6,7046.2,397.98
"DT - 44457130",2021-09-18 00:00:00.000,130,25,7,2011.6,14081.199999999999,868.31999999999994
"EX - 43439131",2018-12-05 00:00:00.000,131,25,9,3988.1,35892.9,1937.439
"DT - 43221133",2018-05-01 00:00:00.000,133,25,8,2447.1,19576.8,1100.4750000000001
"VA - 44086133",2020-09-12 00:00:00.000,133,25,7,236.1,1652.7,116.07750000000003
"EX - 43377134",2018-10-04 00:00:00.000,134,25,9,899.40000000000009,8094.6,686.817
"DT - 43731135",2019-09-23 00:00:00.000,135,25,7,3894.3,27260.100000000002,2522.4696000000004
"VA - 43753135",2019-10-15 00:00:00.000,135,25,8,5984.7000000000007,47877.600000000006,3069.3302999999996
"DT - 43405136",2018-11-01 00:00:00.000,136,25,13,2480.6,32247.8,1360.971
"VA - 43604136",2019-05-19 00:00:00.000,136,25,9,865.90000000000009,7793.1,497.83680000000004
"DT - 43200137",2018-04-10 00:00:00.000,137,25,8,202.6,1620.8,108.53999999999999
"EX - 43201137",2018-04-11 00:00:00.000,137,25,11,2339.9,25738.9,989.1009
"EX - 43427137",2018-11-23 00:00:00.000,137,25,11,2339.9,25738.9,989.1009
"DT - 43562137",2019-04-07 00:00:00.000,137,25,8,202.6,1620.8,108.53999999999999
"EX - 43614137",2019-05-29 00:00:00.000,137,25,11,2339.9,25738.9,989.1009
"EX - 44213137",2021-01-17 00:00:00.000,137,25,11,2339.9,25738.9,989.1009
"DT - 44232138",2021-02-05 00:00:00.000,138,25,8,1133.8999999999999,9071.1999999999971,815.25600000000009
"VA - 44511139",2021-11-11 00:00:00.000,139,25,11,195.9,2154.9,122.40899999999999
"VA - 44552139",2021-12-22 00:00:00.000,139,25,8,5696.6,45572.8,2101.455
"VA - 44400141",2021-07-23 00:00:00.000,141,25,13,5877.5000000000009,76407.500000000015,2221.0902
"EX - 44444141",2021-09-05 00:00:00.000,141,25,9,1113.8,10024.199999999999,770.7546
"DT - 43402142",2018-10-29 00:00:00.000,142,25,7,2594.5,18161.5,1516.8465000000003
"VA - 43446142",2018-12-12 00:00:00.000,142,25,7,3894.3,27260.100000000002,2592.5382
"VA - 43878145",2020-02-17 00:00:00.000,145,25,11,3740.2,41142.2,2489.9076
"VA - 43373146",2018-09-30 00:00:00.000,146,25,7,3901,27307,2351.3382000000006
"VA - 44043146",2020-07-31 00:00:00.000,146,25,9,1917.8,17260.2,1207.206
"EX - 44205147",2021-01-09 00:00:00.000,147,25,11,1033.3999999999999,11367.399999999998,408.59279999999995
"VA - 44221147",2021-01-25 00:00:00.000,147,25,9,6158.9000000000015,55430.100000000006,4156.1775000000007
"EX - 44322147",2021-05-06 00:00:00.000,147,25,11,1033.3999999999999,11367.399999999998,408.59279999999995
"VA - 43747149",2019-10-09 00:00:00.000,149,25,7,1877.6,13143.199999999999,1131.228
"VA - 44393149",2021-07-16 00:00:00.000,149,25,7,1073.6,7515.1999999999989,559.58400000000006
"VA - 44182150",2020-12-17 00:00:00.000,150,25,9,1167.3999999999999,10506.599999999999,870.85259999999994
"VA - 43621151",2019-06-05 00:00:00.000,151,25,9,3968,35712,2534.5296
"VA - 44112151",2020-10-08 00:00:00.000,151,25,9,3968,35712,2534.5296
"VA - 44377151",2021-06-30 00:00:00.000,151,25,9,3968,35712,2534.5296
"DT - 43842153",2020-01-12 00:00:00.000,153,25,13,1066.8999999999999,13869.699999999999,776.6037
"DT - 43925153",2020-04-04 00:00:00.000,153,25,13,1066.8999999999999,13869.699999999999,776.6037
"VA - 44256153",2021-03-01 00:00:00.000,153,25,11,2527.5,27802.5,1159.3881000000001
"DT - 44382153",2021-07-05 00:00:00.000,153,25,13,1066.8999999999999,13869.699999999999,776.6037
"VA - 43459154",2018-12-25 00:00:00.000,154,25,9,3961.3,35651.700000000004,2387.6991000000003
"VA - 44507154",2021-11-07 00:00:00.000,154,25,9,3961.3,35651.700000000004,2387.6991000000003
"EX - 43370156",2018-09-27 00:00:00.000,156,25,9,6547.5000000000009,58927.500000000007,2768.9157
"VA - 44493156",2021-10-24 00:00:00.000,156,25,8,1073.6,8588.8,578.88
"VA - 43317157",2018-08-05 00:00:00.000,157,25,11,3968,43648,1927.6704000000002
"VA - 44371158",2021-06-24 00:00:00.000,158,25,11,2440.4,26844.4,1229.1552000000004
"EX - 44444158",2021-09-05 00:00:00.000,158,25,9,3887.6,34988.4,2098.44
"VA - 43472159",2019-01-07 00:00:00.000,159,25,7,3927.8,27494.600000000002,2614.8492000000006
"DT - 44341159",2021-05-25 00:00:00.000,159,25,9,2641.4,23772.600000000002,1520.5248000000001
"EX - 43276160",2018-06-25 00:00:00.000,160,25,11,966.40000000000009,10630.400000000001,685.97280000000012
"VA - 43905160",2020-03-15 00:00:00.000,160,25,8,1830.7,14645.6,1316.9520000000002
"EX - 43406161",2018-11-02 00:00:00.000,161,25,11,1040.1,11441.099999999999,514.05750000000012
"DT - 44424162",2021-08-16 00:00:00.000,162,25,8,3947.9,31583.2,1775.835
"EX - 44494162",2021-10-25 00:00:00.000,162,25,8,1087,8696,820.5624
"DT - 44543162",2021-12-13 00:00:00.000,162,25,8,3947.9,31583.2,1775.835
"VA - 43422163",2018-11-18 00:00:00.000,163,25,8,1073.6,8588.8,511.34400000000011
"EX - 43395167",2018-10-22 00:00:00.000,167,25,7,1080.3,7562.0999999999995,563.0814
"DT - 44339168",2021-05-23 00:00:00.000,168,25,8,2594.5,20756,980.1162
"VA - 44518168",2021-11-18 00:00:00.000,168,25,9,5187.4000000000015,46686.600000000006,2800.332
"DT - 43521169",2019-02-25 00:00:00.000,169,25,7,1757,12299,1311.2838
"DT - 43724169",2019-09-16 00:00:00.000,169,25,13,175.8,2285.4,116.01720000000002
"VA - 43419170",2018-11-15 00:00:00.000,170,25,7,202.6,1418.2,94.068000000000012
"VA - 44318170",2021-05-02 00:00:00.000,170,25,7,3974.7,27822.899999999998,2717.6004000000003
"VA - 44559172",2021-12-29 00:00:00.000,172,25,9,4014.9,36134.1,1697.6259
"VA - 44553175",2021-12-23 00:00:00.000,175,25,11,1107.1,12178.099999999999,716.36399999999992
"EX - 441833",2020-12-18 00:00:00.000,3,25,10,5649.7000000000007,56497.000000000007,2439.9792
"EX - 444523",2021-09-13 00:00:00.000,3,25,10,5649.7000000000007,56497.000000000007,2439.9792
"VA - 438964",2020-03-06 00:00:00.000,4,25,10,1107.1,11071,726.3135
"VA - 439344",2020-04-13 00:00:00.000,4,25,10,1107.1,11071,726.3135
"VA - 444838",2021-10-14 00:00:00.000,8,25,10,1334.8999999999999,13348.999999999998,575.9856
"EX - 4359019",2019-05-05 00:00:00.000,19,25,10,1133.8999999999999,11338.999999999998,550.2978
"VA - 4329927",2018-07-18 00:00:00.000,27,25,10,3894.3,38943,2137.0923000000003
"VA - 4442927",2021-08-21 00:00:00.000,27,25,10,3894.3,38943,2137.0923000000003
"VA - 4410528",2020-10-01 00:00:00.000,28,25,10,993.2,9932,446.22
"DT - 4339031",2018-10-17 00:00:00.000,31,25,10,4014.9,40149,2094.9426
"VA - 4442031",2021-08-12 00:00:00.000,31,25,10,1864.2,18642,1072.8576
"DT - 4324252",2018-05-22 00:00:00.000,52,25,10,1120.5,11205,634.41630000000009
"VA - 4317553",2018-03-16 00:00:00.000,53,25,10,1133.8999999999999,11338.999999999998,631.8234
"VA - 4322653",2018-05-06 00:00:00.000,53,25,10,1133.8999999999999,11338.999999999998,631.8234
"VA - 4389753",2020-03-07 00:00:00.000,53,25,10,1133.8999999999999,11338.999999999998,631.8234
"EX - 4339360",2018-10-20 00:00:00.000,60,25,10,2487.3,24873,939.59460000000013
"VA - 4350861",2019-02-12 00:00:00.000,61,25,10,832.40000000000009,8324,620.6076
"VA - 4446961",2021-09-30 00:00:00.000,61,25,10,832.40000000000009,8324,620.6076
"VA - 4333062",2018-08-18 00:00:00.000,62,25,10,3338.2,33382,2492.4402
"VA - 4439462",2021-07-17 00:00:00.000,62,25,10,3338.2,33382,2492.4402
"VA - 4338368",2018-10-10 00:00:00.000,68,25,10,2487.3,24873,1610.7336000000003
"VA - 4419668",2020-12-31 00:00:00.000,68,25,10,2487.3,24873,1610.7336000000003
"VA - 4388472",2020-02-23 00:00:00.000,72,25,10,1100.3999999999999,11003.999999999998,721.91159999999991
"VA - 4407172",2020-08-28 00:00:00.000,72,25,10,1100.3999999999999,11003.999999999998,721.91159999999991
"VA - 4347678",2019-01-11 00:00:00.000,78,25,10,1690,16900,774.9756000000001
"DT - 4378883",2019-11-19 00:00:00.000,83,25,10,2433.7,24337,1400.8896
"VA - 4369287",2019-08-15 00:00:00.000,87,25,10,1113.8,11138,520.50960000000009
"VA - 4393487",2020-04-13 00:00:00.000,87,25,10,1113.8,11138,520.50960000000009
"DT - 4354689",2019-03-22 00:00:00.000,89,25,10,1066.8999999999999,10668.999999999998,469.79729999999995
"VA - 4445891",2021-09-19 00:00:00.000,91,25,10,3914.4,39144,2465.0640000000003
"EX - 4438593",2021-07-08 00:00:00.000,93,25,10,6179.0000000000009,61790.000000000007,3057.8130000000006
"VA - 4330394",2018-07-22 00:00:00.000,94,25,10,5596.1,55961,3675.5865000000003
"VA - 4391394",2020-03-23 00:00:00.000,94,25,10,5596.1,55961,3675.5865000000003
"DT - 4314499",2018-02-13 00:00:00.000,99,25,10,5381.7000000000007,53817.000000000007,3244.2003000000004
"DT - 4437499",2021-06-27 00:00:00.000,99,25,10,5381.7000000000007,53817.000000000007,3244.2003000000004
"VA - 43191103",2018-04-01 00:00:00.000,103,25,10,1093.7,10937,471.7872000000001
"VA - 43325103",2018-08-13 00:00:00.000,103,25,10,3016.6,30166,2143.665
"EX - 43229110",2018-05-09 00:00:00.000,110,25,10,3143.9,31439,1300.9122000000002
"EX - 44267110",2021-03-12 00:00:00.000,110,25,10,3143.9,31439,1300.9122000000002
"VA - 44518110",2021-11-18 00:00:00.000,110,25,10,1958,19580,1443.8232
"DT - 43285112",2018-07-04 00:00:00.000,112,25,10,1013.3000000000001,10133,482.58090000000004
"DT - 43626116",2019-06-10 00:00:00.000,116,25,10,1207.6,12076,672.94800000000009
"EX - 44545129",2021-12-15 00:00:00.000,129,25,10,1167.3999999999999,11673.999999999998,503.62559999999996
"DT - 43373134",2018-09-30 00:00:00.000,134,25,10,2453.8,24538,1302.1182000000001
"VA - 44019142",2020-07-07 00:00:00.000,142,25,10,2480.6,24806,1851.8129999999999
"DT - 43355144",2018-09-12 00:00:00.000,144,25,10,2547.6,25476,1489.41
"DT - 44340144",2021-05-24 00:00:00.000,144,25,10,2547.6,25476,1489.41
"DT - 43229146",2018-05-09 00:00:00.000,146,25,10,3907.7,39077,2249.9136
"VA - 43312146",2018-07-31 00:00:00.000,146,25,10,999.90000000000009,9999,754.7148
"VA - 43487146",2019-01-22 00:00:00.000,146,25,10,999.90000000000009,9999,754.7148
"VA - 43938156",2020-04-17 00:00:00.000,156,25,10,2527.5,25275,1591.317
"VA - 44146156",2020-11-11 00:00:00.000,156,25,10,2527.5,25275,1591.317
"VA - 43373165",2018-09-30 00:00:00.000,165,25,10,269.6,2696,123.01200000000001
"VA - 44155165",2020-11-20 00:00:00.000,165,25,10,269.6,2696,123.01200000000001
"VA - 44183165",2020-12-18 00:00:00.000,165,25,10,1133.8999999999999,11338.999999999998,560.4885
"VA - 44222166",2021-01-26 00:00:00.000,166,25,10,5334.8,53348,3743.9064
"VA - 44285166",2021-03-30 00:00:00.000,166,25,10,5334.8,53348,3743.9064
"VA - 43214169",2018-04-24 00:00:00.000,169,25,10,6205.8,62058,3852.8081999999995
"VA - 43593169",2019-05-08 00:00:00.000,169,25,10,6205.8,62058,3852.8081999999995
"DT - 43969169",2020-05-18 00:00:00.000,169,25,10,946.30000000000007,9463,510.13800000000003
"DT - 44185173",2020-12-20 00:00:00.000,173,25,10,1884.3,18843,1287.7668
"DT - 44428173",2021-08-20 00:00:00.000,173,25,10,1884.3,18843,1287.7668
"VA - 44113174",2020-10-09 00:00:00.000,174,25,10,2681.6,26816,1881.3600000000001
"VA - 43786175",2019-11-17 00:00:00.000,175,25,10,845.80000000000007,8458,554.6394
"VA - 44306175",2021-04-20 00:00:00.000,175,25,10,4008.2,40082,2992.9302
"VA - 438645",2020-02-03 00:00:00.000,5,25,6,5602.8,33616.8,3881.6316
"VA - 432216",2018-05-01 00:00:00.000,6,25,6,1797.2,10783.2,1131.228
"VA - 4369510",2019-08-18 00:00:00.000,10,25,6,1167.3999999999999,7004.4,797.4072
"EX - 4313911",2018-02-08 00:00:00.000,11,25,6,2239.4,13436.400000000001,926.44920000000013
"EX - 4344311",2018-12-09 00:00:00.000,11,25,6,2239.4,13436.400000000001,926.44920000000013
"EX - 4330222",2018-07-21 00:00:00.000,22,25,6,865.90000000000009,5195.4000000000015,482.2794
"DT - 4355922",2019-04-04 00:00:00.000,22,25,6,1026.7,6160.2000000000007,765.74970000000008
"VA - 4453325",2021-12-03 00:00:00.000,25,25,6,222.7,1336.1999999999998,133.32330000000002
"VA - 4317527",2018-03-16 00:00:00.000,27,25,6,175.8,1054.8000000000002,76.822200000000009
"DT - 4312129",2018-01-21 00:00:00.000,29,25,6,1020,6120,678.2544
"DT - 4432729",2021-05-11 00:00:00.000,29,25,6,1020,6120,678.2544
"VA - 4351836",2019-02-22 00:00:00.000,36,25,6,1120.5,6723,765.32760000000007
"EX - 4332143",2018-08-09 00:00:00.000,43,25,6,2500.7,15004.199999999999,1012.1355000000001
"VA - 4437145",2021-06-24 00:00:00.000,45,25,6,2440.4,14642.400000000001,1207.2060000000001
"DT - 4384853",2020-01-18 00:00:00.000,53,25,6,169.1,1014.5999999999999,128.13750000000002
"VA - 4442053",2021-08-12 00:00:00.000,53,25,6,859.2,5155.2000000000007,532.56959999999992
"VA - 4392655",2020-04-05 00:00:00.000,55,25,6,1783.8,10702.8,1219.0248
"VA - 4384557",2020-01-15 00:00:00.000,57,25,6,3244.4,19466.4,2276.4456
"VA - 4311061",2018-01-10 00:00:00.000,61,25,6,1167.3999999999999,7004.4,514.1178
"EX - 4446062",2021-09-21 00:00:00.000,62,25,6,3056.8,18340.800000000003,2007.2664000000002
"EX - 4449262",2021-10-23 00:00:00.000,62,25,6,3056.8,18340.800000000003,2007.2664000000002
"VA - 4320763",2018-04-17 00:00:00.000,63,25,6,1127.2,6763.2000000000007,698.9976
"VA - 4381363",2019-12-14 00:00:00.000,63,25,6,1127.2,6763.2000000000007,698.9976
"VA - 4357769",2019-04-22 00:00:00.000,69,25,6,3452.1,20712.6,1552.7250000000001
"VA - 4369969",2019-08-22 00:00:00.000,69,25,6,3452.1,20712.6,1552.7250000000001
"VA - 4412269",2020-10-18 00:00:00.000,69,25,6,209.3,1255.8000000000002,89.7264
"VA - 4316874",2018-03-09 00:00:00.000,74,25,6,1026.7,6160.2000000000007,562.7799
"VA - 4448074",2021-10-11 00:00:00.000,74,25,6,1026.7,6160.2000000000007,562.7799
"VA - 4367376",2019-07-27 00:00:00.000,76,25,6,1777.1,10662.599999999999,974.74950000000013
"DT - 4412777",2020-10-23 00:00:00.000,77,25,6,169.1,1014.5999999999999,81.405
"DT - 4402681",2020-07-14 00:00:00.000,81,25,6,3934.5,23607,2619.3114
"VA - 4370382",2019-08-26 00:00:00.000,82,25,6,3988.1,23928.6,1793.925
"VA - 4402782",2020-07-15 00:00:00.000,82,25,6,3988.1,23928.6,1793.925
"VA - 4410582",2020-10-01 00:00:00.000,82,25,6,3988.1,23928.6,1793.925
"VA - 4451782",2021-11-17 00:00:00.000,82,25,6,1884.3,11305.8,728.6049
"VA - 4436283",2021-06-15 00:00:00.000,83,25,6,678.30000000000007,4069.8,280.15380000000005
"VA - 4319497",2018-04-04 00:00:00.000,97,25,6,3947.9,23687.4,2415.1356000000005
"VA - 4413797",2020-11-02 00:00:00.000,97,25,6,3947.9,23687.4,2415.1356000000005
"EX - 43978100",2020-05-27 00:00:00.000,100,25,6,2668.2,16009.199999999999,983.97539999999981
"DT - 43350102",2018-09-07 00:00:00.000,102,25,6,1770.3999999999999,10622.4,875.556
"DT - 43448102",2018-12-14 00:00:00.000,102,25,6,1770.3999999999999,10622.4,875.556
"DT - 43692102",2019-08-15 00:00:00.000,102,25,6,1770.3999999999999,10622.4,875.556
"DT - 43971112",2020-05-20 00:00:00.000,112,25,6,1066.8999999999999,6401.4,738.2529
"DT - 44425112",2021-08-17 00:00:00.000,112,25,6,1066.8999999999999,6401.4,738.2529
"DT - 44450116",2021-09-11 00:00:00.000,116,25,6,1080.3,6481.7999999999993,621.33120000000008
