Date,Chain,Postcode,Category,Total Units,Sale Price,Cost Price,Sales,Cost,Gross Profit
2017-03-01 00:00:00.000,"Ready Wear",4068,"Intimate",1,3,3.75,3,3.75,-0.75
2017-03-01 00:00:00.000,"Bellings",3131,"Juniors",1,3,3,3,3,0
2017-03-01 00:00:00.000,"Bellings",3931,"Womens",1,3,3,3,3,0
2017-03-01 00:00:00.000,"Ready Wear",2101,"Womens",1,3,2.5,3,2.5,0.5
2017-03-01 00:00:00.000,"Bellings",4825,"Womens",1,3,2.38,3,2.38,0.62000000000000011
2017-03-01 00:00:00.000,"Bellings",2141,"Womens",1,3,2.25,3,2.25,0.75
2017-03-01 00:00:00.000,"Bellings",4825,"Juniors",1,3,2.25,3,2.25,0.75
2017-03-01 00:00:00.000,"Bellings",6021,"Juniors",1,3,2.25,3,2.25,0.75
2017-03-01 00:00:00.000,"Bellings",6030,"Juniors",1,3,2.25,3,2.25,0.75
2017-03-01 00:00:00.000,"Ready Wear",4053,"Accessories",1,3,1.35,3,1.35,1.65
2017-03-01 00:00:00.000,"Ready Wear",2830,"Womens",1,3,1.25,3,1.25,1.75
2017-03-01 00:00:00.000,"Ready Wear",4558,"Womens",1,3,1.25,3,1.25,1.75
2017-03-01 00:00:00.000,"Ready Wear",2101,"Juniors",1,3,1,3,1,2
2017-03-01 00:00:00.000,"Bellings",4012,"Accessories",1,3,1,3,1,2
2017-04-01 00:00:00.000,"Ready Wear",2101,"Home",1,3,50,3,50,-47
2017-04-01 00:00:00.000,"Bellings",6030,"Juniors",1,3,7.5,3,7.5,-4.5
2017-04-01 00:00:00.000,"Ready Wear",3550,"Mens",1,3,5,3,5,-2
2017-04-01 00:00:00.000,"Bellings",4655,"Kids",1,3,5,3,5,-2
2017-04-01 00:00:00.000,"Bellings",3977,"Kids",1,3,4,3,4,-1
2017-04-01 00:00:00.000,"Ready Wear",4558,"Kids",1,3,2.5,3,2.5,0.5
2017-04-01 00:00:00.000,"Ready Wear",2154,"Intimate",1,3,2.16,3,2.16,0.83999999999999986
2017-04-01 00:00:00.000,"Bellings",4680,"Shoes",1,3,2.16,3,2.16,0.83999999999999986
2017-04-01 00:00:00.000,"Bellings",6030,"Shoes",1,3,2.16,3,2.16,0.83999999999999986
2017-04-01 00:00:00.000,"Ready Wear",2560,"Mens",1,3,2.11,3,2.11,0.89000000000000012
2017-04-01 00:00:00.000,"Ready Wear",2020,"Accessories",1,3,1,3,1,2
2017-04-01 00:00:00.000,"Ready Wear",3066,"Accessories",1,3,1,3,1,2
2017-04-01 00:00:00.000,"Ready Wear",3148,"Accessories",1,3,1,3,1,2
2017-05-01 00:00:00.000,"Bellings",6021,"Juniors",1,3,5.25,3,5.25,-2.25
2017-05-01 00:00:00.000,"Bellings",6030,"Juniors",1,3,4.25,3,4.25,-1.25
2017-05-01 00:00:00.000,"Bellings",2539,"Kids",1,3,3.65,3,3.65,-0.64999999999999991
2017-05-01 00:00:00.000,"Ready Wear",3550,"Shoes",1,3,2.55,3,2.55,0.45000000000000018
2017-05-01 00:00:00.000,"Bellings",3977,"Shoes",1,3,2.55,3,2.55,0.45000000000000018
2017-05-01 00:00:00.000,"Bellings",5290,"Shoes",1,3,2.55,3,2.55,0.45000000000000018
2017-05-01 00:00:00.000,"Ready Wear",4558,"Shoes",1,3,2.11,3,2.11,0.89000000000000012
2017-05-01 00:00:00.000,"Ready Wear",3551,"Intimate",1,3,2,3,2,1
2017-05-01 00:00:00.000,"Ready Wear",2067,"Juniors",1,3,1.5,3,1.5,1.5
2017-05-01 00:00:00.000,"Bellings",7250,"Juniors",1,3,1.5,3,1.5,1.5
2017-05-01 00:00:00.000,"Ready Wear",2480,"Intimate",1,3,0.5,3,0.5,2.5
2017-05-01 00:00:00.000,"Bellings",5043,"Shoes",1,3,0.5,3,0.5,2.5
2017-06-01 00:00:00.000,"Bellings",6010,"Kids",1,3,7.2,3,7.2,-4.2
2017-06-01 00:00:00.000,"Ready Wear",2617,"Womens",1,3,6.76,3,6.76,-3.76
2017-06-01 00:00:00.000,"Ready Wear",2015,"Womens",1,3,6.5,3,6.5,-3.5
2017-06-01 00:00:00.000,"Ready Wear",2116,"Womens",1,3,6.5,3,6.5,-3.5
2017-06-01 00:00:00.000,"Bellings",3030,"Juniors",1,3,6.5,3,6.5,-3.5
2017-06-01 00:00:00.000,"Ready Wear",4068,"Womens",1,3,6.5,3,6.5,-3.5
2017-06-01 00:00:00.000,"Ready Wear",4558,"Womens",1,3,6.5,3,6.5,-3.5
2017-06-01 00:00:00.000,"Bellings",7250,"Kids",1,3,5,3,5,-2
2017-06-01 00:00:00.000,"Bellings",5011,"Kids",1,3,4.5,3,4.5,-1.5
2017-06-01 00:00:00.000,"Bellings",3500,"Mens",1,3,4,3,4,-1
2017-06-01 00:00:00.000,"Ready Wear",3551,"Kids",1,3,4,3,4,-1
2017-06-01 00:00:00.000,"Ready Wear",3551,"Mens",1,3,3,3,3,0
2017-06-01 00:00:00.000,"Ready Wear",3066,"Shoes",1,3,2.55,3,2.55,0.45000000000000018
2017-06-01 00:00:00.000,"Ready Wear",2101,"Womens",1,3,2.5,3,2.5,0.5
2017-06-01 00:00:00.000,"Bellings",2064,"Accessories",1,3,2.16,3,2.16,0.83999999999999986
2017-06-01 00:00:00.000,"Ready Wear",2830,"Womens",1,3,1.25,3,1.25,1.75
2017-06-01 00:00:00.000,"Ready Wear",6280,"Intimate",1,3,1.25,3,1.25,1.75
2017-07-01 00:00:00.000,"Ready Wear",2830,"Juniors",1,3,12,3,12,-9
2017-07-01 00:00:00.000,"Ready Wear",3551,"Juniors",1,3,12,3,12,-9
2017-07-01 00:00:00.000,"Ready Wear",3550,"Juniors",1,3,5.65,3,5.65,-2.6500000000000004
2017-07-01 00:00:00.000,"Ready Wear",4068,"Womens",1,3,4.75,3,4.75,-1.75
2017-07-01 00:00:00.000,"Bellings",3977,"Womens",1,3,4.25,3,4.25,-1.25
2017-07-01 00:00:00.000,"Ready Wear",6330,"Juniors",1,3,4.25,3,4.25,-1.25
2017-07-01 00:00:00.000,"Ready Wear",3175,"Kids",1,3,4,3,4,-1
2017-07-01 00:00:00.000,"Bellings",5290,"Mens",1,3,4,3,4,-1
2017-07-01 00:00:00.000,"Bellings",6109,"Mens",1,3,4,3,4,-1
2017-07-01 00:00:00.000,"Bellings",7010,"Mens",1,3,4,3,4,-1
2017-07-01 00:00:00.000,"Ready Wear",2617,"Kids",1,3,3.65,3,3.65,-0.64999999999999991
2017-07-01 00:00:00.000,"Bellings",2158,"Womens",1,3,3.5,3,3.5,-0.5
2017-07-01 00:00:00.000,"Bellings",2120,"Home",1,3,3,3,3,0
2017-07-01 00:00:00.000,"Bellings",2158,"Mens",1,3,3,3,3,0
2017-07-01 00:00:00.000,"Bellings",4220,"Womens",1,3,2.55,3,2.55,0.45000000000000018
2017-07-01 00:00:00.000,"Ready Wear",2541,"Kids",1,3,2.5,3,2.5,0.5
2017-07-01 00:00:00.000,"Bellings",3134,"Womens",1,3,2.5,3,2.5,0.5
2017-07-01 00:00:00.000,"Ready Wear",2795,"Hosiery",1,3,2.25,3,2.25,0.75
2017-07-01 00:00:00.000,"Ready Wear",3066,"Juniors",1,3,2.25,3,2.25,0.75
2017-07-01 00:00:00.000,"Bellings",6052,"Hosiery",1,3,2.25,3,2.25,0.75
2017-07-01 00:00:00.000,"Bellings",2539,"Mens",1,3,2.03,3,2.03,0.9700000000000002
2017-07-01 00:00:00.000,"Ready Wear",2154,"Kids",1,3,2,3,2,1
2017-07-01 00:00:00.000,"Ready Wear",3076,"Mens",1,3,2,3,2,1
2017-07-01 00:00:00.000,"Ready Wear",4509,"Juniors",1,3,2,3,2,1
2017-07-01 00:00:00.000,"Bellings",4825,"Juniors",1,3,1.85,3,1.85,1.15
2017-07-01 00:00:00.000,"Ready Wear",4068,"Kids",1,3,1.25,3,1.25,1.75
2017-07-01 00:00:00.000,"Bellings",5168,"Womens",1,3,1.1,3,1.1,1.9
2017-07-01 00:00:00.000,"Ready Wear",2154,"Accessories",1,3,1,3,1,2
2017-07-01 00:00:00.000,"Ready Wear",2560,"Womens",1,3,0.5,3,0.5,2.5
2017-07-01 00:00:00.000,"Ready Wear",800,"Kids",1,3,2,3,2,1
2017-08-01 00:00:00.000,"Ready Wear",3199,"Womens",1,3,7,3,7,-4
2017-08-01 00:00:00.000,"Bellings",4825,"Accessories",1,3,6.25,3,6.25,-3.25
2017-08-01 00:00:00.000,"Bellings",4883,"Kids",1,3,5.54,3,5.54,-2.54
2017-08-01 00:00:00.000,"Bellings",2750,"Womens",1,3,5.5,3,5.5,-2.5
2017-08-01 00:00:00.000,"Ready Wear",2015,"Juniors",1,3,5,3,5,-2
2017-08-01 00:00:00.000,"Bellings",3931,"Womens",1,3,4.25,3,4.25,-1.25
2017-08-01 00:00:00.000,"Bellings",2131,"Juniors",1,3,4,3,4,-1
2017-08-01 00:00:00.000,"Bellings",2485,"Mens",1,3,4,3,4,-1
2017-08-01 00:00:00.000,"Ready Wear",2830,"Womens",1,3,4,3,4,-1
2017-08-01 00:00:00.000,"Bellings",5043,"Mens",1,3,4,3,4,-1
2017-08-01 00:00:00.000,"Bellings",5607,"Home",1,3,4,3,4,-1
2017-08-01 00:00:00.000,"Bellings",6027,"Womens",1,3,4,3,4,-1
2017-08-01 00:00:00.000,"Ready Wear",6330,"Mens",1,3,4,3,4,-1
2017-08-01 00:00:00.000,"Bellings",2158,"Womens",1,3,3.5,3,3.5,-0.5
2017-08-01 00:00:00.000,"Bellings",3134,"Womens",1,3,3.5,3,3.5,-0.5
2017-08-01 00:00:00.000,"Bellings",3400,"Intimate",1,3,3.5,3,3.5,-0.5
2017-08-01 00:00:00.000,"Ready Wear",4551,"Womens",1,3,3.5,3,3.5,-0.5
2017-08-01 00:00:00.000,"Bellings",4740,"Kids",1,3,3.5,3,3.5,-0.5
2017-08-01 00:00:00.000,"Bellings",4825,"Womens",1,3,3.5,3,3.5,-0.5
2017-08-01 00:00:00.000,"Ready Wear",2015,"Mens",1,3,3,3,3,0
2017-08-01 00:00:00.000,"Ready Wear",3199,"Mens",1,3,3,3,3,0
2017-08-01 00:00:00.000,"Ready Wear",4053,"Mens",1,3,3,3,3,0
2017-08-01 00:00:00.000,"Ready Wear",4068,"Juniors",1,3,3,3,3,0
2017-08-01 00:00:00.000,"Ready Wear",3551,"Juniors",1,3,2.62,3,2.62,0.37999999999999989
2017-08-01 00:00:00.000,"Bellings",2131,"Womens",1,3,2.55,3,2.55,0.45000000000000018
2017-08-01 00:00:00.000,"Bellings",2131,"Kids",1,3,2.5,3,2.5,0.5
2017-08-01 00:00:00.000,"Bellings",3931,"Kids",1,3,2.5,3,2.5,0.5
2017-08-01 00:00:00.000,"Ready Wear",4509,"Juniors",1,3,2.25,3,2.25,0.75
2017-08-01 00:00:00.000,"Ready Wear",2350,"Mens",1,3,2,3,2,1
2017-08-01 00:00:00.000,"Bellings",2131,"Mens",1,3,1.43,3,1.43,1.57
2017-08-01 00:00:00.000,"Ready Wear",2015,"Accessories",1,3,1.25,3,1.25,1.75
2017-08-01 00:00:00.000,"Bellings",4220,"Intimate",1,3,1.25,3,1.25,1.75
2017-08-01 00:00:00.000,"Ready Wear",6280,"Womens",1,3,1.25,3,1.25,1.75
2017-08-01 00:00:00.000,"Ready Wear",3199,"Womens",1,3,7,3,7,-4
2017-08-01 00:00:00.000,"Bellings",4825,"Accessories",1,3,6.25,3,6.25,-3.25
2017-08-01 00:00:00.000,"Bellings",4883,"Kids",1,3,5.54,3,5.54,-2.54
2017-08-01 00:00:00.000,"Bellings",2750,"Womens",1,3,5.5,3,5.5,-2.5
2017-08-01 00:00:00.000,"Ready Wear",2015,"Juniors",1,3,5,3,5,-2
2017-08-01 00:00:00.000,"Bellings",3931,"Womens",1,3,4.25,3,4.25,-1.25
2017-08-01 00:00:00.000,"Bellings",2131,"Juniors",1,3,4,3,4,-1
2017-08-01 00:00:00.000,"Bellings",2485,"Mens",1,3,4,3,4,-1
2017-08-01 00:00:00.000,"Ready Wear",2830,"Womens",1,3,4,3,4,-1
2017-08-01 00:00:00.000,"Bellings",5043,"Mens",1,3,4,3,4,-1
2017-08-01 00:00:00.000,"Bellings",5607,"Home",1,3,4,3,4,-1
2017-08-01 00:00:00.000,"Bellings",6027,"Womens",1,3,4,3,4,-1
2017-08-01 00:00:00.000,"Ready Wear",6330,"Mens",1,3,4,3,4,-1
2017-08-01 00:00:00.000,"Bellings",2158,"Womens",1,3,3.5,3,3.5,-0.5
2017-08-01 00:00:00.000,"Bellings",3134,"Womens",1,3,3.5,3,3.5,-0.5
2017-08-01 00:00:00.000,"Bellings",3400,"Intimate",1,3,3.5,3,3.5,-0.5
2017-08-01 00:00:00.000,"Ready Wear",4551,"Womens",1,3,3.5,3,3.5,-0.5
2017-08-01 00:00:00.000,"Bellings",4740,"Kids",1,3,3.5,3,3.5,-0.5
2017-08-01 00:00:00.000,"Bellings",4825,"Womens",1,3,3.5,3,3.5,-0.5
2017-08-01 00:00:00.000,"Ready Wear",2015,"Mens",1,3,3,3,3,0
2017-08-01 00:00:00.000,"Ready Wear",3199,"Mens",1,3,3,3,3,0
2017-08-01 00:00:00.000,"Ready Wear",4053,"Mens",1,3,3,3,3,0
2017-08-01 00:00:00.000,"Ready Wear",4068,"Juniors",1,3,3,3,3,0
2017-08-01 00:00:00.000,"Ready Wear",3551,"Juniors",1,3,2.62,3,2.62,0.37999999999999989
2017-08-01 00:00:00.000,"Bellings",2131,"Womens",1,3,2.55,3,2.55,0.45000000000000018
2017-08-01 00:00:00.000,"Bellings",2131,"Kids",1,3,2.5,3,2.5,0.5
2017-08-01 00:00:00.000,"Bellings",3931,"Kids",1,3,2.5,3,2.5,0.5
2017-08-01 00:00:00.000,"Ready Wear",4509,"Juniors",1,3,2.25,3,2.25,0.75
2017-08-01 00:00:00.000,"Ready Wear",2350,"Mens",1,3,2,3,2,1
2017-08-01 00:00:00.000,"Bellings",2131,"Mens",1,3,1.43,3,1.43,1.57
2017-08-01 00:00:00.000,"Ready Wear",2015,"Accessories",1,3,1.25,3,1.25,1.75
2017-08-01 00:00:00.000,"Bellings",4220,"Intimate",1,3,1.25,3,1.25,1.75
2017-08-01 00:00:00.000,"Ready Wear",6280,"Womens",1,3,1.25,3,1.25,1.75
2016-01-01 00:00:00.000,"Ready Wear",800,"Kids",1,7.99,4.5,7.99,4.5,3.49
2016-01-01 00:00:00.000,"Bellings",4680,"Womens",1,7.99,6.5,7.99,6.5,1.4900000000000002
2016-01-01 00:00:00.000,"Bellings",2609,"Home",1,7.99,6,7.99,6,1.9900000000000002
2016-01-01 00:00:00.000,"Bellings",2609,"Home",1,7.99,6,7.99,6,1.9900000000000002
2016-01-01 00:00:00.000,"Bellings",3030,"Home",1,7.99,6,7.99,6,1.9900000000000002
2016-01-01 00:00:00.000,"Bellings",4870,"Home",1,7.99,6,7.99,6,1.9900000000000002
2016-01-01 00:00:00.000,"Bellings",5011,"Home",1,7.99,6,7.99,6,1.9900000000000002
2016-01-01 00:00:00.000,"Bellings",6109,"Home",1,7.99,6,7.99,6,1.9900000000000002
2016-01-01 00:00:00.000,"Bellings",6027,"Womens",1,7.99,4.75,7.99,4.75,3.24
2016-01-01 00:00:00.000,"Bellings",3280,"Kids",1,7.99,4.5,7.99,4.5,3.49
2016-01-01 00:00:00.000,"Ready Wear",3076,"Womens",1,7.99,3.75,7.99,3.75,4.24
2016-01-01 00:00:00.000,"Bellings",6027,"Mens",1,7.99,3,7.99,3,4.99
2016-01-01 00:00:00.000,"Bellings",2120,"Juniors",1,7.99,2.74,7.99,2.74,5.25
2016-01-01 00:00:00.000,"Bellings",3429,"Juniors",1,7.99,2.74,7.99,2.74,5.25
2016-01-01 00:00:00.000,"Bellings",3931,"Kids",1,7.99,1.75,7.99,1.75,6.24
2016-01-01 00:00:00.000,"Bellings",4305,"Kids",1,7.99,1.75,7.99,1.75,6.24
2016-02-01 00:00:00.000,"Bellings",3500,"Home",1,7.99,6,7.99,6,1.9900000000000002
2016-02-01 00:00:00.000,"Bellings",4680,"Home",1,7.99,6,7.99,6,1.9900000000000002
2016-02-01 00:00:00.000,"Bellings",2064,"Accessories",1,7.99,3.75,7.99,3.75,4.24
2016-02-01 00:00:00.000,"Ready Wear",3018,"Accessories",1,7.99,3.75,7.99,3.75,4.24
2016-02-01 00:00:00.000,"Bellings",4305,"Womens",1,7.99,3.75,7.99,3.75,4.24
2016-02-01 00:00:00.000,"Ready Wear",2795,"Womens",1,7.99,2.5,7.99,2.5,5.49
2016-02-01 00:00:00.000,"Bellings",6725,"Kids",1,7.99,2.02,7.99,2.02,5.9700000000000006
2016-03-01 00:00:00.000,"Ready Wear",2480,"Juniors",1,7.99,5.5,7.99,5.5,2.49
2016-03-01 00:00:00.000,"Bellings",3136,"Mens",1,7.99,4.25,7.99,4.25,3.74
2016-03-01 00:00:00.000,"Bellings",4802,"Mens",1,7.99,3.5,7.99,3.5,4.49
2016-03-01 00:00:00.000,"Bellings",5607,"Womens",1,7.99,3.5,7.99,3.5,4.49
2016-03-01 00:00:00.000,"Bellings",7320,"Mens",1,7.99,3.25,7.99,3.25,4.74
2016-03-01 00:00:00.000,"Ready Wear",3550,"Mens",1,7.99,3,7.99,3,4.99
2016-03-01 00:00:00.000,"Bellings",3630,"Mens",1,7.99,3,7.99,3,4.99
2016-03-01 00:00:00.000,"Bellings",3690,"Mens",1,7.99,3,7.99,3,4.99
2016-03-01 00:00:00.000,"Bellings",3977,"Mens",1,7.99,3,7.99,3,4.99
2016-03-01 00:00:00.000,"Bellings",6112,"Mens",1,7.99,3,7.99,3,4.99
2016-03-01 00:00:00.000,"Ready Wear",6280,"Mens",1,7.99,3,7.99,3,4.99
2016-03-01 00:00:00.000,"Ready Wear",2830,"Juniors",1,7.99,2.5,7.99,2.5,5.49
2016-03-01 00:00:00.000,"Bellings",3280,"Kids",1,7.99,2.02,7.99,2.02,5.9700000000000006
2016-04-01 00:00:00.000,"Bellings",3179,"Kids",1,7.99,4.35,7.99,4.35,3.6400000000000006
2016-04-01 00:00:00.000,"Bellings",6112,"Juniors",1,7.99,4.25,7.99,4.25,3.74
2016-04-01 00:00:00.000,"Ready Wear",2650,"Mens",1,7.99,3.75,7.99,3.75,4.24
2016-04-01 00:00:00.000,"Bellings",3630,"Womens",1,7.99,3.75,7.99,3.75,4.24
2016-04-01 00:00:00.000,"Ready Wear",4215,"Mens",1,7.99,3.75,7.99,3.75,4.24
2016-04-01 00:00:00.000,"Bellings",6010,"Womens",1,7.99,3,7.99,3,4.99
2016-04-01 00:00:00.000,"Bellings",3690,"Juniors",1,7.99,2.74,7.99,2.74,5.25
2016-04-01 00:00:00.000,"Bellings",4680,"Juniors",1,7.99,2.74,7.99,2.74,5.25
2016-04-01 00:00:00.000,"Bellings",2790,"Juniors",1,7.99,2.59,7.99,2.59,5.4
2016-04-01 00:00:00.000,"Ready Wear",2154,"Intimate",1,7.99,2.25,7.99,2.25,5.74
2016-04-01 00:00:00.000,"Ready Wear",2350,"Intimate",1,7.99,2.25,7.99,2.25,5.74
2016-04-01 00:00:00.000,"Ready Wear",4068,"Intimate",1,7.99,2.25,7.99,2.25,5.74
2016-04-01 00:00:00.000,"Bellings",3630,"Juniors",1,7.99,2,7.99,2,5.99
2016-04-01 00:00:00.000,"Ready Wear",3550,"Kids",1,7.99,1.96,7.99,1.96,6.03
2016-04-01 00:00:00.000,"Ready Wear",2800,"Accessories",1,7.99,1,7.99,1,6.99
2016-05-01 00:00:00.000,"Bellings",4566,"Juniors",1,7.99,5.25,7.99,5.25,2.74
2016-05-01 00:00:00.000,"Bellings",6109,"Juniors",1,7.99,5.25,7.99,5.25,2.74
2016-05-01 00:00:00.000,"Ready Wear",4119,"Juniors",1,7.99,5,7.99,5,2.99
2016-05-01 00:00:00.000,"Bellings",7250,"Home",1,7.99,4.75,7.99,4.75,3.24
2016-05-01 00:00:00.000,"Bellings",3429,"Home",1,7.99,4.25,7.99,4.25,3.74
2016-05-01 00:00:00.000,"Ready Wear",3551,"Kids",1,7.99,4.25,7.99,4.25,3.74
2016-05-01 00:00:00.000,"Bellings",3931,"Home",1,7.99,4.25,7.99,4.25,3.74
2016-05-01 00:00:00.000,"Ready Wear",2560,"Intimate",1,7.99,3.75,7.99,3.75,4.24
2016-05-01 00:00:00.000,"Ready Wear",3353,"Womens",1,7.99,3.75,7.99,3.75,4.24
2016-05-01 00:00:00.000,"Ready Wear",6280,"Mens",1,7.99,3.75,7.99,3.75,4.24
2016-05-01 00:00:00.000,"Bellings",4012,"Womens",1,7.99,3.5,7.99,3.5,4.49
2016-05-01 00:00:00.000,"Bellings",2120,"Mens",1,7.99,3,7.99,3,4.99
2016-05-01 00:00:00.000,"Ready Wear",3551,"Juniors",1,7.99,2.74,7.99,2.74,5.25
2016-05-01 00:00:00.000,"Bellings",4740,"Juniors",1,7.99,2.74,7.99,2.74,5.25
2016-06-01 00:00:00.000,"Ready Wear",2795,"Juniors",1,7.99,5.25,7.99,5.25,2.74
2016-06-01 00:00:00.000,"Bellings",3134,"Juniors",1,7.99,5.25,7.99,5.25,2.74
2016-06-01 00:00:00.000,"Ready Wear",3199,"Juniors",1,7.99,5.25,7.99,5.25,2.74
2016-06-01 00:00:00.000,"Bellings",2790,"Home",1,7.99,4.25,7.99,4.25,3.74
2016-06-01 00:00:00.000,"Bellings",3134,"Home",1,7.99,4.25,7.99,4.25,3.74
2016-06-01 00:00:00.000,"Bellings",3136,"Home",1,7.99,4.25,7.99,4.25,3.74
2016-06-01 00:00:00.000,"Bellings",3977,"Home",1,7.99,4.25,7.99,4.25,3.74
2016-06-01 00:00:00.000,"Bellings",4012,"Home",1,7.99,4.25,7.99,4.25,3.74
2016-06-01 00:00:00.000,"Bellings",4305,"Home",1,7.99,4.25,7.99,4.25,3.74
2016-06-01 00:00:00.000,"Bellings",4566,"Home",1,7.99,4.25,7.99,4.25,3.74
2016-06-01 00:00:00.000,"Bellings",4570,"Home",1,7.99,4.25,7.99,4.25,3.74
2016-06-01 00:00:00.000,"Bellings",4680,"Home",1,7.99,4.25,7.99,4.25,3.74
2016-06-01 00:00:00.000,"Bellings",4703,"Home",1,7.99,4.25,7.99,4.25,3.74
2016-06-01 00:00:00.000,"Bellings",5011,"Home",1,7.99,4.25,7.99,4.25,3.74
2016-06-01 00:00:00.000,"Bellings",5169,"Home",1,7.99,4.25,7.99,4.25,3.74
2016-06-01 00:00:00.000,"Bellings",6021,"Home",1,7.99,4.25,7.99,4.25,3.74
2016-06-01 00:00:00.000,"Bellings",6052,"Home",1,7.99,4.25,7.99,4.25,3.74
2016-06-01 00:00:00.000,"Bellings",6112,"Home",1,7.99,4.25,7.99,4.25,3.74
2016-06-01 00:00:00.000,"Bellings",6450,"Home",1,7.99,4.25,7.99,4.25,3.74
2016-06-01 00:00:00.000,"Bellings",6725,"Home",1,7.99,4.25,7.99,4.25,3.74
2016-06-01 00:00:00.000,"Bellings",7010,"Home",1,7.99,4.25,7.99,4.25,3.74
2016-06-01 00:00:00.000,"Bellings",7018,"Home",1,7.99,4.25,7.99,4.25,3.74
2016-06-01 00:00:00.000,"Bellings",3931,"Kids",1,7.99,3.75,7.99,3.75,4.24
2016-06-01 00:00:00.000,"Bellings",7010,"Kids",1,7.99,3.75,7.99,3.75,4.24
2016-06-01 00:00:00.000,"Bellings",7250,"Intimate",1,7.99,3.6,7.99,3.6,4.3900000000000006
2016-06-01 00:00:00.000,"Bellings",3179,"Juniors",1,7.99,3.5,7.99,3.5,4.49
2016-06-01 00:00:00.000,"Bellings",6021,"Juniors",1,7.99,3.5,7.99,3.5,4.49
2016-07-01 00:00:00.000,"Bellings",2750,"Home",1,7.99,4.25,7.99,4.25,3.74
2016-07-01 00:00:00.000,"Bellings",5043,"Home",1,7.99,4.25,7.99,4.25,3.74
2016-07-01 00:00:00.000,"Bellings",3136,"Mens",1,7.99,3.75,7.99,3.75,4.24
2016-07-01 00:00:00.000,"Bellings",3280,"Womens",1,7.99,3.5,7.99,3.5,4.49
2016-07-01 00:00:00.000,"Ready Wear",2800,"Juniors",1,7.99,2.5,7.99,2.5,5.49
2016-08-01 00:00:00.000,"Bellings",2120,"Home",1,7.99,4.25,7.99,4.25,3.74
2016-08-01 00:00:00.000,"Bellings",2158,"Home",1,7.99,4.25,7.99,4.25,3.74
2016-08-01 00:00:00.000,"Bellings",2539,"Home",1,7.99,4.25,7.99,4.25,3.74
2016-08-01 00:00:00.000,"Ready Wear",2650,"Juniors",1,7.99,4.25,7.99,4.25,3.74
2016-08-01 00:00:00.000,"Bellings",2750,"Home",1,7.99,4.25,7.99,4.25,3.74
2016-08-01 00:00:00.000,"Bellings",4740,"Home",1,7.99,4.25,7.99,4.25,3.74
2016-08-01 00:00:00.000,"Bellings",4802,"Home",1,7.99,4.25,7.99,4.25,3.74
2016-08-01 00:00:00.000,"Ready Wear",2101,"Intimate",1,7.99,3.75,7.99,3.75,4.24
2016-08-01 00:00:00.000,"Ready Wear",2541,"Intimate",1,7.99,3.75,7.99,3.75,4.24
2016-08-01 00:00:00.000,"Ready Wear",3199,"Intimate",1,7.99,3.75,7.99,3.75,4.24
2016-08-01 00:00:00.000,"Bellings",3429,"Womens",1,7.99,3.75,7.99,3.75,4.24
2016-08-01 00:00:00.000,"Ready Wear",4551,"Mens",1,7.99,3.75,7.99,3.75,4.24
2016-08-01 00:00:00.000,"Bellings",4802,"Mens",1,7.99,3.5,7.99,3.5,4.49
2016-08-01 00:00:00.000,"Bellings",4740,"Intimate",1,7.99,3,7.99,3,4.99
2016-08-01 00:00:00.000,"Bellings",5607,"Kids",1,7.99,3,7.99,3,4.99
2016-08-01 00:00:00.000,"Ready Wear",2541,"Womens",1,7.99,2.5,7.99,2.5,5.49
2016-08-01 00:00:00.000,"Bellings",2609,"Womens",1,7.99,2.5,7.99,2.5,5.49
2016-08-01 00:00:00.000,"Ready Wear",2031,"Mens",1,7.99,1.75,7.99,1.75,6.24
2016-08-01 00:00:00.000,"Bellings",3977,"Womens",1,7.99,1.63,7.99,1.63,6.36
2016-09-01 00:00:00.000,"Ready Wear",2015,"Juniors",1,7.99,5.5,7.99,5.5,2.49
2016-09-01 00:00:00.000,"Ready Wear",3066,"Juniors",1,7.99,5.5,7.99,5.5,2.49
2016-09-01 00:00:00.000,"Bellings",5290,"Womens",1,7.99,4.5,7.99,4.5,3.49
2016-09-01 00:00:00.000,"Ready Wear",2067,"Intimate",1,7.99,3.75,7.99,3.75,4.24
2016-09-01 00:00:00.000,"Ready Wear",2650,"Intimate",1,7.99,3.75,7.99,3.75,4.24
2016-09-01 00:00:00.000,"Ready Wear",3076,"Mens",1,7.99,3.75,7.99,3.75,4.24
2016-09-01 00:00:00.000,"Bellings",4570,"Intimate",1,7.99,3.75,7.99,3.75,4.24
2016-09-01 00:00:00.000,"Bellings",4825,"Home",1,7.99,3.75,7.99,3.75,4.24
2016-09-01 00:00:00.000,"Bellings",2064,"Mens",1,7.99,3.25,7.99,3.25,4.74
2016-09-01 00:00:00.000,"Ready Wear",2067,"Mens",1,7.99,3.25,7.99,3.25,4.74
2016-09-01 00:00:00.000,"Bellings",2120,"Mens",1,7.99,3,7.99,3,4.99
2016-09-01 00:00:00.000,"Ready Wear",3175,"Kids",1,7.99,3,7.99,3,4.99
2016-09-01 00:00:00.000,"Bellings",7010,"Mens",1,7.99,3,7.99,3,4.99
2016-09-01 00:00:00.000,"Ready Wear",3148,"Womens",1,7.99,1.6,7.99,1.6,6.3900000000000006
2016-10-01 00:00:00.000,"Bellings",5343,"Home",1,7.99,4.65,7.99,4.65,3.34
