Invoice #,Date,Operation Type (purchase / relocation),Product,Quantity,Cost Price,Supplier Type,Store
916759,2018-01-01 00:00:00.000,"Purchase","Tablet Type 2, Huawei",10,23,"C",10
916788,2018-01-01 00:00:00.000,"Purchase","Speakers Type 5, Samsung",10,322,"C",10
916807,2018-01-01 00:00:00.000,"Purchase","Phone Type 6, Samsung",10,314,"C",10
916815,2018-01-01 00:00:00.000,"Purchase","Phone Type 1, Dell",10,490,"C",10
916818,2018-01-01 00:00:00.000,"Purchase","Laptop Type 3, Huawei",10,40,"C",10
916830,2018-01-01 00:00:00.000,"Purchase","Phone Type 12, Dell",10,59,"C",10
916846,2018-01-01 00:00:00.000,"Purchase","Keyboard Type 3, HP",10,51,"C",10
916934,2018-01-01 00:00:00.000,"Purchase","Speakers Type 6, Huawei",10,784,"C",10
916960,2018-01-01 00:00:00.000,"Purchase","Laptop Type 1, Dell",10,44,"C",10
917009,2018-01-01 00:00:00.000,"Purchase","Laptop Type 5, Dell",10,105,"C",10
917045,2018-01-01 00:00:00.000,"Purchase","Laptop Type 6, HP",10,102,"C",10
917048,2018-01-01 00:00:00.000,"Purchase","Keyboard Type 4, HP",10,562,"C",10
917104,2018-01-01 00:00:00.000,"Purchase","Desktop Type 3, HP",10,22,"C",10
917128,2018-01-01 00:00:00.000,"Purchase","Charger Type 1, Samsung",10,68,"C",10
917143,2018-01-01 00:00:00.000,"Purchase","Monitor Type 3, Dell",10,119,"C",10
917158,2018-01-01 00:00:00.000,"Purchase","Speakers Type 4, Huawei",10,64,"C",10
917250,2018-01-01 00:00:00.000,"Purchase","Microphone Type 1, Huawei",10,41,"C",10
917267,2018-01-01 00:00:00.000,"Purchase","Speakers Type 2, HP",10,1667,"C",10
917275,2018-01-01 00:00:00.000,"Purchase","Tablet Type 4, HP",10,50,"C",10
917309,2018-01-01 00:00:00.000,"Purchase","Tablet Type 3, Huawei",10,59,"C",10
917312,2018-01-01 00:00:00.000,"Purchase","Desktop Type 8, HP",10,353,"C",10
917323,2018-01-01 00:00:00.000,"Purchase","Desktop Type 2, HP",10,48,"C",10
917356,2018-01-01 00:00:00.000,"Purchase","Phone Type 8, Huawei",10,114,"C",10
917416,2018-01-01 00:00:00.000,"Purchase","Tablet Type 1, Huawei",10,404,"C",10
917454,2018-01-01 00:00:00.000,"Purchase","Desktop Type 4, Dell",10,475,"C",10
917501,2018-01-01 00:00:00.000,"Purchase","Monitor Type 1, Dell",10,65,"C",10
917511,2018-01-01 00:00:00.000,"Purchase","Keyboard Type 3, Dell",10,382,"C",10
917543,2018-01-01 00:00:00.000,"Purchase","Tablet Type 4, HP",10,280,"C",10
917545,2018-01-01 00:00:00.000,"Purchase","Speakers Type 1, Huawei",10,292,"C",10
917574,2018-01-01 00:00:00.000,"Purchase","Keyboard Type 3, Samsung",10,95,"C",10
917581,2018-01-01 00:00:00.000,"Purchase","Keyboard Type 1, Samsung",10,106,"C",10
917592,2018-01-01 00:00:00.000,"Purchase","Phone Type 6, Huawei",10,118,"C",10
917594,2018-01-01 00:00:00.000,"Purchase","Hard Drive Type 7, Samsung",10,1503,"C",10
917642,2018-01-01 00:00:00.000,"Purchase","Phone Type 9, Huawei",10,530,"C",10
917697,2018-01-01 00:00:00.000,"Purchase","Phone Type 9, Dell",10,1824,"C",10
917704,2018-01-01 00:00:00.000,"Purchase","Hard Drive Type 6, Samsung",10,44,"C",10
917735,2018-01-01 00:00:00.000,"Purchase","Monitor Type 3, Samsung",10,569,"C",10
917746,2018-01-01 00:00:00.000,"Purchase","Speakers Type 1, Dell",10,548,"C",10
913541,2017-01-10 00:00:00.000,"Purchase","Keyboard Type 3, HP",10,89,"C",10
913546,2017-01-10 00:00:00.000,"Purchase","Phone Type 4, Huawei",10,10,"C",10
913553,2017-01-10 00:00:00.000,"Purchase","Hard Drive Type 4, Huawei",10,274,"C",10
913556,2017-01-10 00:00:00.000,"Purchase","Phone Type 9, Dell",10,709,"C",10
913559,2017-01-10 00:00:00.000,"Purchase","Mouse Type 4, HP",10,50,"C",10
913562,2017-01-10 00:00:00.000,"Purchase","Desktop Type 3, Samsung",10,98,"C",10
913578,2017-01-10 00:00:00.000,"Purchase","Speakers Type 6, HP",10,481,"C",10
913596,2017-01-10 00:00:00.000,"Purchase","Phone Type 4, Huawei",10,37,"C",10
913599,2017-01-10 00:00:00.000,"Purchase","Keyboard Type 2, Samsung",10,73,"C",10
913603,2017-01-10 00:00:00.000,"Purchase","Phone Type 4, Dell",10,283,"C",10
913637,2017-01-10 00:00:00.000,"Purchase","Phone Type 4, HP",10,486,"C",10
913644,2017-01-10 00:00:00.000,"Purchase","Phone Type 12, Dell",10,18,"C",10
913684,2017-01-10 00:00:00.000,"Purchase","Speakers Type 1, Dell",10,271,"C",10
913707,2017-01-10 00:00:00.000,"Purchase","Speakers Type 6, Huawei",10,546,"C",10
913764,2017-01-10 00:00:00.000,"Purchase","Phone Type 12, Huawei",10,111,"C",10
913765,2017-01-10 00:00:00.000,"Purchase","Hard Drive Type 7, Dell",10,371,"C",10
913780,2017-01-10 00:00:00.000,"Purchase","Phone Type 1, HP",10,272,"C",10
913787,2017-01-10 00:00:00.000,"Purchase","Desktop Type 3, Huawei",10,91,"C",10
913794,2017-01-10 00:00:00.000,"Purchase","Memory Type 3, HP",10,17,"C",10
913823,2017-01-10 00:00:00.000,"Purchase","Tablet Type 3, Samsung",10,10,"C",10
913885,2017-01-10 00:00:00.000,"Purchase","Tablet Type 5, HP",10,123,"C",10
913887,2017-01-10 00:00:00.000,"Purchase","Smart Watch Type 1, Dell",10,93,"C",10
913898,2017-01-10 00:00:00.000,"Purchase","Desktop Type 2, Huawei",10,51,"C",10
913913,2017-01-10 00:00:00.000,"Purchase","Monitor Type 4, HP",10,68,"C",10
913923,2017-01-10 00:00:00.000,"Purchase","Laptop Type 5, Samsung",10,319,"C",10
913994,2017-01-10 00:00:00.000,"Purchase","Hard Drive Type 4, HP",10,724,"C",10
914097,2017-01-10 00:00:00.000,"Purchase","Charger Type 2, HP",10,65,"C",10
914098,2017-01-10 00:00:00.000,"Purchase","Desktop Type 10, HP",10,68,"C",10
914131,2017-01-10 00:00:00.000,"Purchase","Mouse Type 2, Samsung",10,101,"C",10
914188,2017-01-10 00:00:00.000,"Purchase","Hard Drive Type 7, Samsung",10,57,"C",10
914196,2017-01-10 00:00:00.000,"Purchase","Hard Drive Type 1, Dell",10,57,"C",10
914209,2017-01-10 00:00:00.000,"Purchase","Monitor Type 4, Samsung",10,211,"C",10
914262,2017-01-10 00:00:00.000,"Purchase","Tablet Type 4, HP",10,529,"C",10
914284,2017-01-10 00:00:00.000,"Purchase","Keyboard Type 1, Samsung",10,59,"C",10
914309,2017-01-10 00:00:00.000,"Purchase","Desktop Type 4, Samsung",10,322,"C",10
914317,2017-01-10 00:00:00.000,"Purchase","Headphones Type 5, Samsung",10,415,"C",10
914327,2017-01-10 00:00:00.000,"Purchase","Tablet Type 4, Huawei",10,612,"C",10
914338,2017-01-10 00:00:00.000,"Purchase","Keyboard Type 2, Huawei",10,445,"C",10
914360,2017-01-10 00:00:00.000,"Purchase","Mouse Type 4, HP",10,92,"C",10
914379,2017-01-10 00:00:00.000,"Purchase","Phone Type 1, Samsung",10,883,"C",10
914431,2017-01-10 00:00:00.000,"Purchase","Desktop Type 8, Samsung",10,283,"C",10
914450,2017-01-10 00:00:00.000,"Purchase","Hard Drive Type 3, Huawei",10,118,"C",10
914479,2017-01-10 00:00:00.000,"Purchase","Memory Type 1, Samsung",10,72,"C",10
914492,2017-01-10 00:00:00.000,"Purchase","Desktop Type 9, Huawei",10,48,"C",10
914508,2017-01-10 00:00:00.000,"Purchase","Phone Type 4, HP",10,36,"C",10
914509,2017-01-10 00:00:00.000,"Purchase","Laptop Type 2, Dell",10,268,"C",10
914530,2017-01-10 00:00:00.000,"Purchase","Desktop Type 7, Samsung",10,105,"C",10
914534,2017-01-10 00:00:00.000,"Purchase","Tablet Type 6, Dell",10,105,"C",10
914536,2017-01-10 00:00:00.000,"Purchase","Mouse Type 3, HP",10,66,"C",10
914538,2017-01-10 00:00:00.000,"Purchase","Tablet Type 3, HP",10,191,"C",10
914555,2017-01-10 00:00:00.000,"Purchase","Speakers Type 1, HP",10,59,"C",10
914556,2017-01-10 00:00:00.000,"Purchase","Tablet Type 7, Samsung",10,149,"C",10
914565,2017-01-10 00:00:00.000,"Purchase","Tablet Type 1, Dell",10,96,"C",10
914568,2017-01-10 00:00:00.000,"Purchase","Phone Type 9, Dell",10,510,"C",10
914611,2017-01-10 00:00:00.000,"Purchase","Microphone Type 1, HP",10,130,"C",10
914618,2017-01-10 00:00:00.000,"Purchase","Desktop Type 8, Huawei",10,41,"C",10
914631,2017-01-10 00:00:00.000,"Purchase","Hard Drive Type 1, Huawei",10,569,"C",10
914634,2017-01-10 00:00:00.000,"Purchase","Desktop Type 10, Dell",10,283,"C",10
914654,2017-01-10 00:00:00.000,"Purchase","Headphones Type 1, Dell",10,71,"C",10
914685,2017-01-10 00:00:00.000,"Purchase","Mouse Type 3, Huawei",10,58,"C",10
914721,2017-01-10 00:00:00.000,"Purchase","Desktop Type 8, HP",10,22,"C",10
914749,2017-01-10 00:00:00.000,"Purchase","Desktop Type 10, Samsung",10,191,"C",10
914764,2017-01-10 00:00:00.000,"Purchase","Mouse Type 7, Dell",10,58,"C",10
914794,2017-01-10 00:00:00.000,"Purchase","Tablet Type 1, HP",10,1667,"C",10
914850,2017-01-10 00:00:00.000,"Purchase","Phone Type 11, HP",10,100,"C",10
914867,2017-01-10 00:00:00.000,"Purchase","Tablet Type 2, Dell",10,72,"C",10
914895,2017-01-10 00:00:00.000,"Purchase","Smart Watch Type 1, Dell",10,114,"C",10
914908,2017-01-10 00:00:00.000,"Purchase","Microphone Type 2, Huawei",10,226,"C",10
914914,2017-01-10 00:00:00.000,"Purchase","Headphones Type 4, HP",10,96,"C",10
914917,2017-01-10 00:00:00.000,"Purchase","Speakers Type 6, Huawei",10,59,"C",10
914918,2017-01-10 00:00:00.000,"Purchase","Desktop Type 2, Dell",10,301,"C",10
914931,2017-01-10 00:00:00.000,"Purchase","Memory Type 2, Samsung",10,283,"C",10
914972,2017-01-10 00:00:00.000,"Purchase","Desktop Type 3, Samsung",10,105,"C",10
914984,2017-01-10 00:00:00.000,"Purchase","Phone Type 3, HP",10,67,"C",10
914992,2017-01-10 00:00:00.000,"Purchase","Microphone Type 1, Dell",10,118,"C",10
900008,2017-01-01 00:00:00.000,"Purchase","Phone Type 6, Dell",14,322,"C",10
900010,2017-01-01 00:00:00.000,"Purchase","Desktop Type 3, HP",14,671,"C",10
900153,2017-01-01 00:00:00.000,"Purchase","Desktop Type 6, Huawei",14,530,"C",10
900157,2017-01-01 00:00:00.000,"Purchase","Tablet Type 2, Dell",14,255,"C",10
900159,2017-01-01 00:00:00.000,"Purchase","Phone Type 9, HP",14,314,"C",10
900206,2017-01-01 00:00:00.000,"Purchase","Monitor Type 3, Huawei",14,231,"C",10
900258,2017-01-01 00:00:00.000,"Purchase","Hard Drive Type 8, Huawei",14,108,"C",10
900275,2017-01-01 00:00:00.000,"Purchase","Laptop Type 4, HP",14,1019,"C",10
900285,2017-01-01 00:00:00.000,"Purchase","Microphone Type 1, Huawei",14,211,"C",10
900338,2017-01-01 00:00:00.000,"Purchase","Hard Drive Type 6, Huawei",14,101,"C",10
900339,2017-01-01 00:00:00.000,"Purchase","Laptop Type 1, HP",14,1009,"C",10
900396,2017-01-01 00:00:00.000,"Purchase","Headphones Type 4, Dell",14,63,"C",10
900452,2017-01-01 00:00:00.000,"Purchase","Phone Type 6, HP",14,507,"C",10
900459,2017-01-01 00:00:00.000,"Purchase","Phone Type 3, HP",14,274,"C",10
900460,2017-01-01 00:00:00.000,"Purchase","Tablet Type 2, Dell",14,255,"C",10
900566,2017-01-01 00:00:00.000,"Purchase","Laptop Type 3, Samsung",14,1336,"C",10
900585,2017-01-01 00:00:00.000,"Purchase","Speakers Type 4, HP",14,57,"C",10
900615,2017-01-01 00:00:00.000,"Purchase","Memory Type 2, Huawei",14,16,"C",10
900617,2017-01-01 00:00:00.000,"Purchase","Keyboard Type 3, Samsung",14,58,"C",10
900751,2017-01-01 00:00:00.000,"Purchase","Speakers Type 1, HP",14,72,"C",10
900812,2017-01-01 00:00:00.000,"Purchase","Monitor Type 3, Huawei",14,231,"C",10
900831,2017-01-01 00:00:00.000,"Purchase","Monitor Type 4, Samsung",14,255,"C",10
900832,2017-01-01 00:00:00.000,"Purchase","Hard Drive Type 5, Huawei",14,119,"C",10
900876,2017-01-01 00:00:00.000,"Purchase","Desktop Type 12, Huawei",14,385,"C",10
901015,2017-01-01 00:00:00.000,"Purchase","Keyboard Type 1, Dell",14,104,"C",10
901052,2017-01-01 00:00:00.000,"Purchase","Tablet Type 4, Samsung",14,246,"C",10
901075,2017-01-01 00:00:00.000,"Purchase","Hard Drive Type 7, Dell",14,105,"C",10
901178,2017-01-01 00:00:00.000,"Purchase","Phone Type 12, HP",14,412,"C",10
901193,2017-01-01 00:00:00.000,"Purchase","Monitor Type 1, Dell",14,261,"C",10
901221,2017-01-01 00:00:00.000,"Purchase","Memory Type 2, Huawei",14,16,"C",10
901318,2017-01-01 00:00:00.000,"Purchase","Keyboard Type 1, Dell",14,104,"C",10
901361,2017-01-01 00:00:00.000,"Purchase","Phone Type 6, HP",14,507,"C",10
901377,2017-01-01 00:00:00.000,"Purchase","Desktop Type 11, HP",14,612,"C",10
901421,2017-01-01 00:00:00.000,"Purchase","Phone Type 9, Huawei",14,407,"C",10
901493,2017-01-01 00:00:00.000,"Purchase","Hard Drive Type 7, HP",14,116,"C",10
901528,2017-01-01 00:00:00.000,"Purchase","Phone Type 12, Dell",14,280,"C",10
901550,2017-01-01 00:00:00.000,"Purchase","Hard Drive Type 6, Huawei",14,101,"C",10
901665,2017-01-01 00:00:00.000,"Purchase","Mouse Type 6, HP",14,66,"C",10
901726,2017-01-01 00:00:00.000,"Purchase","Laptop Type 1, Huawei",14,2237,"C",10
901732,2017-01-01 00:00:00.000,"Purchase","Mouse Type 4, HP",14,40,"C",10
901736,2017-01-01 00:00:00.000,"Purchase","Microphone Type 2, Huawei",14,160,"C",10
901738,2017-01-01 00:00:00.000,"Purchase","Desktop Type 9, Dell",14,364,"C",10
901741,2017-01-01 00:00:00.000,"Purchase","Hard Drive Type 5, Huawei",14,119,"C",10
901832,2017-01-01 00:00:00.000,"Purchase","Monitor Type 1, Huawei",14,191,"C",10
901869,2017-01-01 00:00:00.000,"Purchase","Microphone Type 1, HP",14,197,"C",10
901916,2017-01-01 00:00:00.000,"Purchase","Desktop Type 12, Samsung",14,447,"C",10
901921,2017-01-01 00:00:00.000,"Purchase","Desktop Type 10, HP",14,398,"C",10
902030,2017-01-01 00:00:00.000,"Purchase","Tablet Type 6, HP",14,221,"C",10
902031,2017-01-01 00:00:00.000,"Purchase","Laptop Type 3, HP",14,1154,"C",10
902036,2017-01-01 00:00:00.000,"Purchase","Desktop Type 10, Dell",14,481,"C",10
902037,2017-01-01 00:00:00.000,"Purchase","Phone Type 5, HP",14,510,"C",10
902042,2017-01-01 00:00:00.000,"Purchase","Desktop Type 5, HP",14,507,"C",10
902076,2017-01-01 00:00:00.000,"Purchase","Hard Drive Type 8, Huawei",14,108,"C",10
902099,2017-01-01 00:00:00.000,"Purchase","Hard Drive Type 7, HP",14,116,"C",10
902100,2017-01-01 00:00:00.000,"Purchase","Speakers Type 4, HP",14,57,"C",10
902147,2017-01-02 00:00:00.000,"Purchase","Memory Type 4, HP",14,24,"C",10
902152,2017-01-02 00:00:00.000,"Purchase","Speakers Type 2, Samsung",14,44,"C",10
902158,2017-01-02 00:00:00.000,"Purchase","Desktop Type 5, Samsung",14,425,"C",10
902198,2017-01-02 00:00:00.000,"Purchase","Tablet Type 4, Huawei",14,118,"C",10
902201,2017-01-02 00:00:00.000,"Purchase","Memory Type 2, HP",14,19,"C",10
902210,2017-01-02 00:00:00.000,"Purchase","Keyboard Type 3, Huawei",14,66,"C",10
902261,2017-01-02 00:00:00.000,"Purchase","Phone Type 4, Huawei",14,164,"C",10
902311,2017-01-02 00:00:00.000,"Purchase","Monitor Type 1, Dell",14,261,"C",10
902392,2017-01-02 00:00:00.000,"Purchase","Desktop Type 9, HP",14,628,"C",10
902398,2017-01-02 00:00:00.000,"Purchase","Mouse Type 4, Samsung",14,46,"C",10
902440,2017-01-02 00:00:00.000,"Purchase","Desktop Type 1, Samsung",14,353,"C",10
902465,2017-01-02 00:00:00.000,"Purchase","Phone Type 4, Huawei",14,164,"C",10
902477,2017-01-02 00:00:00.000,"Purchase","Speakers Type 1, Huawei",14,80,"C",10
902479,2017-01-02 00:00:00.000,"Purchase","Desktop Type 5, Samsung",14,425,"C",10
902498,2017-01-02 00:00:00.000,"Purchase","Headphones Type 2, Huawei",14,39,"C",10
902505,2017-01-02 00:00:00.000,"Purchase","Phone Type 9, Dell",14,167,"C",10
902521,2017-01-02 00:00:00.000,"Purchase","Smart Watch Type 1, HP",14,92,"C",10
902537,2017-01-02 00:00:00.000,"Purchase","Keyboard Type 1, Samsung",14,70,"C",10
902555,2017-01-02 00:00:00.000,"Purchase","Desktop Type 5, Dell",14,486,"C",10
902579,2017-01-02 00:00:00.000,"Purchase","Tablet Type 5, Huawei",14,207,"C",10
902658,2017-01-02 00:00:00.000,"Purchase","Phone Type 4, Huawei",14,164,"C",10
902659,2017-01-02 00:00:00.000,"Purchase","Headphones Type 3, Huawei",14,43,"C",10
902662,2017-01-02 00:00:00.000,"Purchase","Tablet Type 7, Huawei",14,123,"C",10
902685,2017-01-02 00:00:00.000,"Purchase","Speakers Type 5, Dell",14,91,"C",10
902710,2017-01-02 00:00:00.000,"Purchase","Mouse Type 4, Dell",14,42,"C",10
902724,2017-01-02 00:00:00.000,"Purchase","Keyboard Type 3, Huawei",14,66,"C",10
902734,2017-01-02 00:00:00.000,"Purchase","Desktop Type 10, Dell",14,481,"C",10
902737,2017-01-02 00:00:00.000,"Purchase","Microphone Type 2, Huawei",14,160,"C",10
902753,2017-01-02 00:00:00.000,"Purchase","Desktop Type 5, Dell",14,486,"C",10
902771,2017-01-02 00:00:00.000,"Purchase","Desktop Type 5, Dell",14,486,"C",10
902775,2017-01-02 00:00:00.000,"Purchase","Phone Type 6, Samsung",14,283,"C",10
902795,2017-01-02 00:00:00.000,"Purchase","Tablet Type 6, Dell",14,115,"C",10
902810,2017-01-02 00:00:00.000,"Purchase","Memory Type 2, Dell",14,11,"C",10
902823,2017-01-02 00:00:00.000,"Purchase","Headphones Type 3, Huawei",14,43,"C",10
902835,2017-01-02 00:00:00.000,"Purchase","Smart Watch Type 2, Samsung",14,78,"C",10
902845,2017-01-02 00:00:00.000,"Purchase","Phone Type 7, Dell",14,387,"C",10
902903,2017-01-02 00:00:00.000,"Purchase","Desktop Type 9, Dell",14,364,"C",10
902988,2017-01-02 00:00:00.000,"Purchase","Microphone Type 2, Huawei",14,160,"C",10
903028,2017-01-02 00:00:00.000,"Purchase","Desktop Type 5, Samsung",14,425,"C",10
903045,2017-01-02 00:00:00.000,"Purchase","Microphone Type 1, HP",14,197,"C",10
903051,2017-01-02 00:00:00.000,"Purchase","Laptop Type 3, Samsung",14,1336,"C",10
903053,2017-01-02 00:00:00.000,"Purchase","Headphones Type 1, Huawei",14,66,"C",10
903075,2017-01-02 00:00:00.000,"Purchase","Monitor Type 4, Dell",14,154,"C",10
903080,2017-01-02 00:00:00.000,"Purchase","Mouse Type 1, Dell",14,51,"C",10
903141,2017-01-02 00:00:00.000,"Purchase","Smart Watch Type 2, Huawei",14,111,"C",10
903145,2017-01-02 00:00:00.000,"Purchase","Speakers Type 1, Samsung",14,83,"C",10
903163,2017-01-02 00:00:00.000,"Purchase","Phone Type 1, Dell",14,327,"C",10
903199,2017-01-02 00:00:00.000,"Purchase","Speakers Type 1, Samsung",14,83,"C",10
903210,2017-01-02 00:00:00.000,"Purchase","Speakers Type 4, Huawei",14,73,"C",10
903236,2017-01-02 00:00:00.000,"Purchase","Phone Type 2, HP",14,457,"C",10
903237,2017-01-02 00:00:00.000,"Purchase","Monitor Type 4, Dell",14,154,"C",10
903250,2017-01-02 00:00:00.000,"Purchase","Mouse Type 5, Dell",14,61,"C",10
903283,2017-01-02 00:00:00.000,"Purchase","Desktop Type 3, Dell",14,703,"C",10
903295,2017-01-02 00:00:00.000,"Purchase","Mouse Type 1, Samsung",14,36,"C",10
903304,2017-01-02 00:00:00.000,"Purchase","Mouse Type 5, Dell",14,61,"C",10
903375,2017-01-02 00:00:00.000,"Purchase","Laptop Type 3, Samsung",14,1336,"C",10
909081,2017-01-05 00:00:00.000,"Purchase","Tablet Type 3, Samsung",14,394,"C",10
909135,2017-01-05 00:00:00.000,"Purchase","Microphone Type 1, HP",14,445,"C",10
909175,2017-01-05 00:00:00.000,"Purchase","Keyboard Type 3, Samsung",14,66,"C",10
909198,2017-01-05 00:00:00.000,"Purchase","Tablet Type 1, HP",14,14,"C",10
909205,2017-01-05 00:00:00.000,"Purchase","Phone Type 3, Samsung",14,104,"C",10
909267,2017-01-05 00:00:00.000,"Purchase","Tablet Type 6, HP",14,1182,"C",10
909273,2017-01-05 00:00:00.000,"Purchase","Desktop Type 11, Huawei",14,280,"C",10
909285,2017-01-05 00:00:00.000,"Purchase","Keyboard Type 4, Huawei",14,110,"C",10
909294,2017-01-05 00:00:00.000,"Purchase","Laptop Type 3, Huawei",14,22,"C",10
909299,2017-01-05 00:00:00.000,"Purchase","Desktop Type 10, Huawei",14,445,"C",10
909330,2017-01-05 00:00:00.000,"Purchase","Headphones Type 4, Dell",14,107,"C",10
909333,2017-01-05 00:00:00.000,"Purchase","Microphone Type 1, Samsung",14,105,"C",10
909335,2017-01-05 00:00:00.000,"Purchase","Microphone Type 2, Huawei",14,1336,"C",10
909373,2017-01-05 00:00:00.000,"Purchase","Mouse Type 2, Dell",14,671,"C",10
909409,2017-01-05 00:00:00.000,"Purchase","Desktop Type 4, HP",14,321,"C",10
909425,2017-01-05 00:00:00.000,"Purchase","Speakers Type 7, HP",14,58,"C",10
909448,2017-01-05 00:00:00.000,"Purchase","Laptop Type 2, HP",14,58,"C",10
909451,2017-01-05 00:00:00.000,"Purchase","Tablet Type 4, Samsung",14,29,"C",10
909455,2017-01-05 00:00:00.000,"Purchase","Speakers Type 5, Samsung",14,108,"C",10
909494,2017-01-05 00:00:00.000,"Purchase","Speakers Type 4, Dell",14,209,"C",10
909519,2017-01-05 00:00:00.000,"Purchase","Mouse Type 1, Huawei",14,209,"C",10
909535,2017-01-05 00:00:00.000,"Purchase","Tablet Type 5, Dell",14,2384,"C",10
909548,2017-01-05 00:00:00.000,"Purchase","Speakers Type 6, HP",14,1019,"C",10
909553,2017-01-05 00:00:00.000,"Purchase","Desktop Type 3, Huawei",14,78,"C",10
909590,2017-01-06 00:00:00.000,"Purchase","Phone Type 12, Samsung",14,99,"C",10
909647,2017-01-06 00:00:00.000,"Purchase","Memory Type 1, Huawei",14,1824,"C",10
909651,2017-01-06 00:00:00.000,"Purchase","Hard Drive Type 6, Samsung",14,123,"C",10
909676,2017-01-06 00:00:00.000,"Purchase","Speakers Type 1, Huawei",14,16,"C",10
909742,2017-01-06 00:00:00.000,"Purchase","Mouse Type 5, Samsung",14,66,"C",10
909752,2017-01-06 00:00:00.000,"Purchase","Tablet Type 4, HP",14,18,"C",10
909756,2017-01-06 00:00:00.000,"Purchase","Smart Watch Type 1, Huawei",14,63,"C",10
909801,2017-01-06 00:00:00.000,"Purchase","Speakers Type 3, Samsung",14,1154,"C",10
909822,2017-01-06 00:00:00.000,"Purchase","Phone Type 6, Huawei",14,731,"C",10
909831,2017-01-06 00:00:00.000,"Purchase","Memory Type 1, Dell",14,58,"C",10
909842,2017-01-06 00:00:00.000,"Purchase","Headphones Type 1, Huawei",14,465,"C",10
909911,2017-01-06 00:00:00.000,"Purchase","Phone Type 9, HP",14,191,"C",10
909976,2017-01-06 00:00:00.000,"Purchase","Speakers Type 5, Samsung",14,1824,"C",10
910015,2017-01-06 00:00:00.000,"Purchase","Keyboard Type 3, HP",14,22,"C",10
910033,2017-01-06 00:00:00.000,"Purchase","Desktop Type 3, Huawei",14,40,"C",10
910040,2017-01-06 00:00:00.000,"Purchase","Mouse Type 4, Dell",14,66,"C",10
910041,2017-01-06 00:00:00.000,"Purchase","Hard Drive Type 3, HP",14,255,"C",10
910049,2017-01-06 00:00:00.000,"Purchase","Tablet Type 7, Dell",14,35,"C",10
910111,2017-01-06 00:00:00.000,"Purchase","Desktop Type 2, Dell",14,279,"C",10
910175,2017-01-06 00:00:00.000,"Purchase","Headphones Type 2, Huawei",14,145,"C",10
910182,2017-01-06 00:00:00.000,"Purchase","Monitor Type 3, HP",14,66,"C",10
910238,2017-01-06 00:00:00.000,"Purchase","Desktop Type 8, Dell",14,55,"C",10
910276,2017-01-06 00:00:00.000,"Purchase","Monitor Type 2, Dell",14,22,"C",10
910286,2017-01-06 00:00:00.000,"Purchase","Speakers Type 4, Dell",14,86,"C",10
910300,2017-01-06 00:00:00.000,"Purchase","Desktop Type 8, Samsung",14,59,"C",10
910327,2017-01-06 00:00:00.000,"Purchase","Laptop Type 5, Dell",14,53,"C",10
910337,2017-01-06 00:00:00.000,"Purchase","Phone Type 10, Dell",14,18,"C",10
910340,2017-01-06 00:00:00.000,"Purchase","Mouse Type 4, Huawei",14,72,"C",10
910342,2017-01-06 00:00:00.000,"Purchase","Desktop Type 7, Huawei",14,40,"C",10
910359,2017-01-06 00:00:00.000,"Purchase","Phone Type 8, HP",14,1505,"C",10
910367,2017-01-06 00:00:00.000,"Purchase","Speakers Type 7, Dell",14,106,"C",10
910377,2017-01-06 00:00:00.000,"Purchase","Microphone Type 2, Dell",14,255,"C",10
910480,2017-01-06 00:00:00.000,"Purchase","Speakers Type 7, Huawei",14,57,"C",10
910484,2017-01-06 00:00:00.000,"Purchase","Mouse Type 1, HP",14,105,"C",10
910535,2017-01-06 00:00:00.000,"Purchase","Phone Type 9, HP",14,78,"C",10
910539,2017-01-06 00:00:00.000,"Purchase","Speakers Type 4, HP",14,98,"C",10
910569,2017-01-06 00:00:00.000,"Purchase","Monitor Type 2, Huawei",14,457,"C",10
910617,2017-01-06 00:00:00.000,"Purchase","Phone Type 11, Dell",14,256,"C",10
910623,2017-01-07 00:00:00.000,"Purchase","Phone Type 7, Huawei",14,59,"C",10
910634,2017-01-07 00:00:00.000,"Purchase","Hard Drive Type 8, HP",14,125,"C",10
910637,2017-01-07 00:00:00.000,"Purchase","Desktop Type 8, Huawei",14,57,"C",10
910643,2017-01-07 00:00:00.000,"Purchase","Desktop Type 9, Dell",14,108,"C",10
910644,2017-01-07 00:00:00.000,"Purchase","Charger Type 2, Dell",14,224,"C",10
910653,2017-01-07 00:00:00.000,"Purchase","Monitor Type 3, Huawei",14,546,"C",10
910664,2017-01-07 00:00:00.000,"Purchase","Desktop Type 9, HP",14,108,"C",10
910666,2017-01-07 00:00:00.000,"Purchase","Tablet Type 7, Huawei",14,465,"C",10
910697,2017-01-07 00:00:00.000,"Purchase","Speakers Type 4, Huawei",14,68,"C",10
910698,2017-01-07 00:00:00.000,"Purchase","Headphones Type 5, Dell",14,434,"C",10
910713,2017-01-07 00:00:00.000,"Purchase","Speakers Type 5, Dell",14,68,"C",10
910721,2017-01-07 00:00:00.000,"Purchase","Keyboard Type 4, HP",14,58,"C",10
910733,2017-01-07 00:00:00.000,"Purchase","Desktop Type 11, Huawei",14,33,"C",10
910792,2017-01-07 00:00:00.000,"Purchase","Mouse Type 5, Huawei",14,164,"C",10
910795,2017-01-07 00:00:00.000,"Purchase","Speakers Type 4, HP",14,110,"C",10
