Receipt Number,Date,Time,Product,Quantity,Price $/each,Payment Type (cash / credit),CustomerID,Store,Cost of goods,Shipment date,Type
1000003475,2018-06-19 00:00:00.000,1899-12-30 13:46:16.000,"Hard Drive Type 1, Dell",12,43,"credit",,5,36,2018-06-24 00:00:00.000,"Type 1"
1000003511,2018-08-01 00:00:00.000,1899-12-30 15:24:44.000,"Laptop Type 1, HP",46,738,"credit",,5,577,2018-08-04 00:00:00.000,"Type 1"
1000003511,2018-08-01 00:00:00.000,1899-12-30 15:24:44.000,"Laptop Type 1, HP",53,738,"credit",,5,577,2018-08-04 00:00:00.000,"Type 1"
1000003511,2018-08-01 00:00:00.000,1899-12-30 15:24:44.000,"Laptop Type 1, HP",12,738,"credit",,5,577,2018-08-04 00:00:00.000,"Type 1"
1000003511,2018-08-01 00:00:00.000,1899-12-30 15:24:44.000,"Laptop Type 1, HP",20,738,"credit",,5,577,2018-08-04 00:00:00.000,"Type 1"
1000004395,2018-10-01 00:00:00.000,1899-12-30 10:24:43.000,"Keyboard Type 1, Huawei",17,47,"credit",,5,39,2018-10-07 00:00:00.000,"Type 1"
1000004395,2018-10-01 00:00:00.000,1899-12-30 10:24:43.000,"Keyboard Type 1, Huawei",3,47,"credit",,5,39,2018-10-07 00:00:00.000,"Type 1"
1000004446,2018-11-13 00:00:00.000,1899-12-30 16:55:54.000,"Hard Drive Type 1, HP",45,40,"credit",,5,33,2018-11-19 00:00:00.000,"Type 1"
1000004446,2018-11-13 00:00:00.000,1899-12-30 16:55:54.000,"Hard Drive Type 1, HP",5,40,"credit",,5,33,2018-11-19 00:00:00.000,"Type 1"
1000004446,2018-11-13 00:00:00.000,1899-12-30 16:55:54.000,"Hard Drive Type 1, HP",5,40,"credit",,5,33,2018-11-19 00:00:00.000,"Type 1"
1000005306,2019-01-07 00:00:00.000,1899-12-30 09:47:08.000,"Headphones Type 1, Dell",15,60,"credit",,5,49,2019-01-08 00:00:00.000,"Type 1"
1000005306,2019-01-07 00:00:00.000,1899-12-30 09:47:08.000,"Headphones Type 1, Dell",20,60,"credit",,5,49,2019-01-08 00:00:00.000,"Type 1"
1000009254,2019-06-12 00:00:00.000,1899-12-30 10:49:44.000,"Tablet Type 1, Samsung",40,497,"credit",,5,429,2019-06-14 00:00:00.000,"Type 1"
1000020308,2019-06-12 00:00:00.000,1899-12-30 10:49:44.000,"Tablet Type 1, Samsung",26,497,"credit",,5,429,2019-06-14 00:00:00.000,"Type 1"
1000025835,2019-06-12 00:00:00.000,1899-12-30 10:49:44.000,"Tablet Type 1, Samsung",21,497,"credit",,5,429,2019-06-14 00:00:00.000,"Type 1"
1000031363,2019-06-12 00:00:00.000,1899-12-30 10:49:44.000,"Tablet Type 1, Samsung",27,497,"credit",,5,429,2019-06-14 00:00:00.000,"Type 1"
1000036890,2019-06-12 00:00:00.000,1899-12-30 10:49:44.000,"Tablet Type 1, Samsung",515,602,"credit",,5,429,2019-06-14 00:00:00.000,"Type 1"
1000042417,2019-06-12 00:00:00.000,1899-12-30 10:49:44.000,"Tablet Type 1, Samsung",24,497,"credit",,5,429,2019-06-14 00:00:00.000,"Type 1"
1000047372,2019-07-12 00:00:00.000,1899-12-30 10:49:44.000,"Tablet Type 1, Samsung",24,497,"credit",,5,429,2019-07-14 00:00:00.000,"Type 1"
1000057515,2019-07-05 00:00:00.000,1899-12-30 14:00:56.000,"Headphones Type 1, HP",14,67,"credit",,5,53,2019-07-10 00:00:00.000,"Type 1"
1000057524,2019-07-05 00:00:00.000,1899-12-30 14:00:56.000,"Headphones Type 1, HP",27,67,"credit",,5,53,2019-07-10 00:00:00.000,"Type 1"
1000057534,2019-07-05 00:00:00.000,1899-12-30 14:00:56.000,"Headphones Type 1, HP",99,67,"credit",,5,53,2019-07-10 00:00:00.000,"Type 1"
1000057544,2019-07-05 00:00:00.000,1899-12-30 14:00:56.000,"Headphones Type 1, HP",69,67,"credit",,5,53,2019-07-10 00:00:00.000,"Type 1"
1000057553,2019-07-05 00:00:00.000,1899-12-30 14:00:56.000,"Headphones Type 1, HP",145,23136,"credit",,5,53,2019-07-10 00:00:00.000,"Type 1"
1000057563,2019-07-05 00:00:00.000,1899-12-30 14:00:56.000,"Headphones Type 1, HP",20,67,"credit",,5,53,2019-07-10 00:00:00.000,"Type 1"
1000057689,2019-07-07 00:00:00.000,1899-12-30 18:41:58.000,"Speakers Type 1, Dell",4,68,"credit",,5,54,2019-07-13 00:00:00.000,"Type 1"
1000057699,2019-07-07 00:00:00.000,1899-12-30 18:41:58.000,"Speakers Type 1, Dell",49,68,"credit",,5,54,2019-07-13 00:00:00.000,"Type 1"
1000057709,2019-07-07 00:00:00.000,1899-12-30 18:41:58.000,"Speakers Type 1, Dell",96,68,"credit",,5,54,2019-07-13 00:00:00.000,"Type 1"
1000057718,2019-07-07 00:00:00.000,1899-12-30 18:41:58.000,"Speakers Type 1, Dell",42,68,"credit",,5,54,2019-07-13 00:00:00.000,"Type 1"
1000057728,2019-07-07 00:00:00.000,1899-12-30 18:41:58.000,"Speakers Type 1, Dell",601,2184,"credit",,5,54,2019-07-13 00:00:00.000,"Type 1"
1000058222,2019-07-14 00:00:00.000,1899-12-30 12:05:31.000,"Keyboard Type 1, Huawei",44,47,"credit",,5,39,2019-07-16 00:00:00.000,"Type 1"
1000058232,2019-07-14 00:00:00.000,1899-12-30 12:05:31.000,"Keyboard Type 1, Huawei",62,47,"credit",,5,39,2019-07-16 00:00:00.000,"Type 1"
1000058242,2019-07-14 00:00:00.000,1899-12-30 12:05:31.000,"Keyboard Type 1, Huawei",98,47,"credit",,5,39,2019-07-16 00:00:00.000,"Type 1"
1000058252,2019-07-14 00:00:00.000,1899-12-30 12:05:31.000,"Keyboard Type 1, Huawei",556,19223,"credit",,5,39,2019-07-16 00:00:00.000,"Type 1"
1000058261,2019-07-14 00:00:00.000,1899-12-30 12:05:31.000,"Keyboard Type 1, Huawei",9,47,"credit",,5,39,2019-07-16 00:00:00.000,"Type 1"
1000086954,2019-08-27 00:00:00.000,1899-12-30 15:34:51.000,"Charger Type 1, Samsung",87,7,"credit",,5,6,2019-09-05 00:00:00.000,"Type 1"
1000086964,2019-08-27 00:00:00.000,1899-12-30 15:34:51.000,"Charger Type 1, Samsung",53,7,"credit",,5,6,2019-09-05 00:00:00.000,"Type 1"
1000086973,2019-08-27 00:00:00.000,1899-12-30 15:34:51.000,"Charger Type 1, Samsung",71,7,"credit",,5,6,2019-09-05 00:00:00.000,"Type 1"
1000086983,2019-08-27 00:00:00.000,1899-12-30 15:34:51.000,"Charger Type 1, Samsung",442,2400,"credit",,5,6,2019-09-05 00:00:00.000,"Type 1"
1000086993,2019-08-27 00:00:00.000,1899-12-30 15:34:51.000,"Charger Type 1, Samsung",4,7,"credit",,5,6,2019-09-05 00:00:00.000,"Type 1"
1000105620,2019-05-12 00:00:00.000,1899-12-30 10:49:44.000,"Tablet Type 1, Samsung",40,497,"credit",,5,429,2019-05-14 00:00:00.000,"Type 1"
1000113668,2019-05-12 00:00:00.000,1899-12-30 10:49:44.000,"Tablet Type 1, Samsung",26,497,"credit",,5,429,2019-05-14 00:00:00.000,"Type 1"
1000117692,2019-05-12 00:00:00.000,1899-12-30 10:49:44.000,"Tablet Type 1, Samsung",21,497,"credit",,5,429,2019-05-14 00:00:00.000,"Type 1"
1000121716,2019-05-12 00:00:00.000,1899-12-30 10:49:44.000,"Tablet Type 1, Samsung",27,497,"credit",,5,429,2019-05-14 00:00:00.000,"Type 1"
1000125741,2019-05-12 00:00:00.000,1899-12-30 10:49:44.000,"Tablet Type 1, Samsung",515,602,"credit",,5,429,2019-05-14 00:00:00.000,"Type 1"
1000129765,2019-05-12 00:00:00.000,1899-12-30 10:49:44.000,"Tablet Type 1, Samsung",24,497,"credit",,5,429,2019-05-14 00:00:00.000,"Type 1"
1000133789,2019-04-12 00:00:00.000,1899-12-30 10:49:44.000,"Tablet Type 1, Samsung",40,497,"credit",,5,429,2019-04-14 00:00:00.000,"Type 1"
1000141837,2019-04-12 00:00:00.000,1899-12-30 10:49:44.000,"Tablet Type 1, Samsung",26,497,"credit",,5,429,2019-04-14 00:00:00.000,"Type 1"
1000146095,2017-05-05 00:00:00.000,1899-12-30 14:13:15.000,"Smart Watch Type 1, HP",24,324,"credit",,5,264,2017-05-11 00:00:00.000,"Type 1"
1000146109,2017-05-05 00:00:00.000,1899-12-30 14:13:15.000,"Smart Watch Type 1, HP",27,324,"credit",,5,264,2017-05-11 00:00:00.000,"Type 1"
1000146122,2017-05-05 00:00:00.000,1899-12-30 14:13:15.000,"Smart Watch Type 1, HP",40,324,"credit",,5,264,2017-05-11 00:00:00.000,"Type 1"
1000146136,2017-05-05 00:00:00.000,1899-12-30 14:13:15.000,"Smart Watch Type 1, HP",58,324,"credit",,5,264,2017-05-11 00:00:00.000,"Type 1"
1000146149,2017-05-05 00:00:00.000,1899-12-30 14:13:15.000,"Smart Watch Type 1, HP",545,1568,"credit",,5,264,2017-05-11 00:00:00.000,"Type 1"
1000146380,2017-05-12 00:00:00.000,1899-12-30 16:57:11.000,"Memory Type 1, HP",4,41,"credit",,5,33,2017-05-15 00:00:00.000,"Type 1"
1000146387,2017-05-12 00:00:00.000,1899-12-30 16:57:11.000,"Memory Type 1, HP",76,41,"credit",,5,33,2017-05-15 00:00:00.000,"Type 1"
1000146394,2017-05-12 00:00:00.000,1899-12-30 16:57:11.000,"Memory Type 1, HP",77,41,"credit",,5,33,2017-05-15 00:00:00.000,"Type 1"
1000146400,2017-05-12 00:00:00.000,1899-12-30 16:57:11.000,"Memory Type 1, HP",80,41,"credit",,5,33,2017-05-15 00:00:00.000,"Type 1"
1000146407,2017-05-12 00:00:00.000,1899-12-30 16:57:11.000,"Memory Type 1, HP",492,18950,"credit",,5,33,2017-05-15 00:00:00.000,"Type 1"
1000146414,2017-05-12 00:00:00.000,1899-12-30 16:57:11.000,"Memory Type 1, HP",14,41,"credit",,5,33,2017-05-15 00:00:00.000,"Type 1"
1000146421,2017-05-18 00:00:00.000,1899-12-30 15:21:46.000,"Mouse Type 1, Samsung",30,6,"credit",,5,5,2017-05-23 00:00:00.000,"Type 1"
1000146434,2017-05-18 00:00:00.000,1899-12-30 15:21:46.000,"Mouse Type 1, Samsung",64,6,"credit",,5,5,2017-05-23 00:00:00.000,"Type 1"
1000146448,2017-05-18 00:00:00.000,1899-12-30 15:21:46.000,"Mouse Type 1, Samsung",84,6,"credit",,5,5,2017-05-23 00:00:00.000,"Type 1"
1000146462,2017-05-18 00:00:00.000,1899-12-30 15:21:46.000,"Mouse Type 1, Samsung",58,6,"credit",,5,5,2017-05-23 00:00:00.000,"Type 1"
1000146475,2017-05-18 00:00:00.000,1899-12-30 15:21:46.000,"Mouse Type 1, Samsung",498,18192,"credit",,5,5,2017-05-23 00:00:00.000,"Type 1"
1000146489,2017-05-18 00:00:00.000,1899-12-30 15:21:46.000,"Mouse Type 1, Samsung",40,6,"credit",,5,5,2017-05-23 00:00:00.000,"Type 1"
1000146624,2017-05-25 00:00:00.000,1899-12-30 11:52:31.000,"Phone Type 1, HP",9,232,"credit",,5,195,2017-05-26 00:00:00.000,"Type 1"
1000146638,2017-05-25 00:00:00.000,1899-12-30 11:52:31.000,"Phone Type 1, HP",72,232,"credit",,5,195,2017-05-26 00:00:00.000,"Type 1"
1000146652,2017-05-25 00:00:00.000,1899-12-30 11:52:31.000,"Phone Type 1, HP",63,232,"credit",,5,195,2017-05-26 00:00:00.000,"Type 1"
1000146665,2017-05-25 00:00:00.000,1899-12-30 11:52:31.000,"Phone Type 1, HP",86,232,"credit",,5,195,2017-05-26 00:00:00.000,"Type 1"
1000146679,2017-05-25 00:00:00.000,1899-12-30 11:52:31.000,"Phone Type 1, HP",750,4158,"credit",,5,195,2017-05-26 00:00:00.000,"Type 1"
1000000871,2017-01-05 00:00:00.000,1899-12-30 10:23:08.000,"Laptop Type 1, Huawei",24,659,"credit",,12,584,2017-01-10 00:00:00.000,"Type 1"
1000000871,2017-01-05 00:00:00.000,1899-12-30 10:23:08.000,"Laptop Type 1, Huawei",9,659,"credit",,12,584,2017-01-10 00:00:00.000,"Type 1"
1000000871,2017-01-05 00:00:00.000,1899-12-30 10:23:08.000,"Laptop Type 1, Huawei",50,659,"credit",,12,584,2017-01-10 00:00:00.000,"Type 1"
1000000871,2017-01-05 00:00:00.000,1899-12-30 10:23:08.000,"Laptop Type 1, Huawei",60,659,"credit",,12,584,2017-01-10 00:00:00.000,"Type 1"
1000000871,2017-01-05 00:00:00.000,1899-12-30 10:23:08.000,"Laptop Type 1, Huawei",18,659,"credit",,12,584,2017-01-10 00:00:00.000,"Type 1"
1000000871,2017-01-05 00:00:00.000,1899-12-30 10:23:08.000,"Laptop Type 1, Huawei",21,659,"credit",,12,584,2017-01-10 00:00:00.000,"Type 1"
1000000871,2017-01-05 00:00:00.000,1899-12-30 10:23:08.000,"Laptop Type 1, Huawei",27,659,"credit",,12,584,2017-01-10 00:00:00.000,"Type 1"
1000000874,2017-01-10 00:00:00.000,1899-12-30 09:14:20.000,"Speakers Type 1, Samsung",16,63,"credit",,12,49,2017-01-17 00:00:00.000,"Type 1"
1000000874,2017-01-10 00:00:00.000,1899-12-30 09:14:20.000,"Speakers Type 1, Samsung",16,63,"credit",,12,49,2017-01-17 00:00:00.000,"Type 1"
1000000874,2017-01-10 00:00:00.000,1899-12-30 09:14:20.000,"Speakers Type 1, Samsung",74,63,"credit",,12,49,2017-01-17 00:00:00.000,"Type 1"
1000000874,2017-01-10 00:00:00.000,1899-12-30 09:14:20.000,"Speakers Type 1, Samsung",56,63,"credit",,12,49,2017-01-17 00:00:00.000,"Type 1"
1000000874,2017-01-10 00:00:00.000,1899-12-30 09:14:20.000,"Speakers Type 1, Samsung",20,63,"credit",,12,49,2017-01-17 00:00:00.000,"Type 1"
1000000876,2017-01-12 00:00:00.000,1899-12-30 13:30:21.000,"Monitor Type 1, Dell",45,116,"credit",,12,104,2017-01-17 00:00:00.000,"Type 1"
1000000876,2017-01-12 00:00:00.000,1899-12-30 13:30:21.000,"Monitor Type 1, Dell",20,116,"credit",,12,104,2017-01-17 00:00:00.000,"Type 1"
1000000876,2017-01-12 00:00:00.000,1899-12-30 13:30:21.000,"Monitor Type 1, Dell",63,116,"credit",,12,104,2017-01-17 00:00:00.000,"Type 1"
1000000876,2017-01-12 00:00:00.000,1899-12-30 13:30:21.000,"Monitor Type 1, Dell",48,116,"credit",,12,104,2017-01-17 00:00:00.000,"Type 1"
1000000876,2017-01-12 00:00:00.000,1899-12-30 13:30:21.000,"Monitor Type 1, Dell",15,116,"credit",,12,104,2017-01-17 00:00:00.000,"Type 1"
1000000876,2017-01-12 00:00:00.000,1899-12-30 13:30:21.000,"Monitor Type 1, Dell",20,116,"credit",,12,104,2017-01-17 00:00:00.000,"Type 1"
1000000876,2017-01-12 00:00:00.000,1899-12-30 13:30:21.000,"Monitor Type 1, Dell",25,116,"credit",,12,104,2017-01-17 00:00:00.000,"Type 1"
1000000878,2017-01-16 00:00:00.000,1899-12-30 15:31:51.000,"Phone Type 1, Samsung",21,236,"credit",,12,211,2017-01-23 00:00:00.000,"Type 1"
1000000878,2017-01-16 00:00:00.000,1899-12-30 15:31:51.000,"Phone Type 1, Samsung",79,236,"credit",,12,211,2017-01-23 00:00:00.000,"Type 1"
1000000878,2017-01-16 00:00:00.000,1899-12-30 15:31:51.000,"Phone Type 1, Samsung",44,236,"credit",,12,211,2017-01-23 00:00:00.000,"Type 1"
1000000878,2017-01-16 00:00:00.000,1899-12-30 15:31:51.000,"Phone Type 1, Samsung",30,236,"credit",,12,211,2017-01-23 00:00:00.000,"Type 1"
1000000878,2017-01-16 00:00:00.000,1899-12-30 15:31:51.000,"Phone Type 1, Samsung",27,236,"credit",,12,211,2017-01-23 00:00:00.000,"Type 1"
1000000878,2017-01-16 00:00:00.000,1899-12-30 15:31:51.000,"Phone Type 1, Samsung",30,236,"credit",,12,211,2017-01-23 00:00:00.000,"Type 1"
1000000925,2017-03-02 00:00:00.000,1899-12-30 18:49:29.000,"Phone Type 1, Samsung",20,236,"credit",,12,211,2017-03-04 00:00:00.000,"Type 1"
1000000925,2017-03-02 00:00:00.000,1899-12-30 18:49:29.000,"Phone Type 1, Samsung",30,236,"credit",,12,211,2017-03-04 00:00:00.000,"Type 1"
1000000925,2017-03-02 00:00:00.000,1899-12-30 18:49:29.000,"Phone Type 1, Samsung",54,236,"credit",,12,211,2017-03-04 00:00:00.000,"Type 1"
1000000925,2017-03-02 00:00:00.000,1899-12-30 18:49:29.000,"Phone Type 1, Samsung",14,236,"credit",,12,211,2017-03-04 00:00:00.000,"Type 1"
1000000925,2017-03-02 00:00:00.000,1899-12-30 18:49:29.000,"Phone Type 1, Samsung",16,236,"credit",,12,211,2017-03-04 00:00:00.000,"Type 1"
1000001856,2017-06-08 00:00:00.000,1899-12-30 18:55:29.000,"Hard Drive Type 1, HP",75,39,"credit",,12,33,2017-06-11 00:00:00.000,"Type 1"
1000001856,2017-06-08 00:00:00.000,1899-12-30 18:55:29.000,"Hard Drive Type 1, HP",36,39,"credit",,12,33,2017-06-11 00:00:00.000,"Type 1"
1000001856,2017-06-08 00:00:00.000,1899-12-30 18:55:29.000,"Hard Drive Type 1, HP",40,39,"credit",,12,33,2017-06-11 00:00:00.000,"Type 1"
1000001856,2017-06-08 00:00:00.000,1899-12-30 18:55:29.000,"Hard Drive Type 1, HP",45,39,"credit",,12,33,2017-06-11 00:00:00.000,"Type 1"
1000001857,2017-06-09 00:00:00.000,1899-12-30 14:40:33.000,"Tablet Type 1, HP",16,528,"credit",,12,433,2017-06-11 00:00:00.000,"Type 1"
1000001857,2017-06-09 00:00:00.000,1899-12-30 14:40:33.000,"Tablet Type 1, HP",40,528,"credit",,12,433,2017-06-11 00:00:00.000,"Type 1"
1000001857,2017-06-09 00:00:00.000,1899-12-30 14:40:33.000,"Tablet Type 1, HP",68,528,"credit",,12,433,2017-06-11 00:00:00.000,"Type 1"
1000001857,2017-06-09 00:00:00.000,1899-12-30 14:40:33.000,"Tablet Type 1, HP",16,528,"credit",,12,433,2017-06-11 00:00:00.000,"Type 1"
1000001866,2017-06-16 00:00:00.000,1899-12-30 10:50:50.000,"Laptop Type 1, Samsung",4,787,"credit",,12,615,2017-06-18 00:00:00.000,"Type 1"
1000001866,2017-06-16 00:00:00.000,1899-12-30 10:50:50.000,"Laptop Type 1, Samsung",60,787,"credit",,12,615,2017-06-18 00:00:00.000,"Type 1"
1000001866,2017-06-16 00:00:00.000,1899-12-30 10:50:50.000,"Laptop Type 1, Samsung",87,787,"credit",,12,615,2017-06-18 00:00:00.000,"Type 1"
1000001866,2017-06-16 00:00:00.000,1899-12-30 10:50:50.000,"Laptop Type 1, Samsung",5,787,"credit",,12,615,2017-06-18 00:00:00.000,"Type 1"
1000001866,2017-06-16 00:00:00.000,1899-12-30 10:50:50.000,"Laptop Type 1, Samsung",7,787,"credit",,12,615,2017-06-18 00:00:00.000,"Type 1"
1000001898,2017-07-07 00:00:00.000,1899-12-30 13:04:56.000,"Smart Watch Type 1, HP",12,335,"credit",,12,264,2017-07-12 00:00:00.000,"Type 1"
1000001898,2017-07-07 00:00:00.000,1899-12-30 13:04:56.000,"Smart Watch Type 1, HP",50,335,"credit",,12,264,2017-07-12 00:00:00.000,"Type 1"
1000001898,2017-07-07 00:00:00.000,1899-12-30 13:04:56.000,"Smart Watch Type 1, HP",28,335,"credit",,12,264,2017-07-12 00:00:00.000,"Type 1"
1000001898,2017-07-07 00:00:00.000,1899-12-30 13:04:56.000,"Smart Watch Type 1, HP",36,335,"credit",,12,264,2017-07-12 00:00:00.000,"Type 1"
1000001898,2017-07-07 00:00:00.000,1899-12-30 13:04:56.000,"Smart Watch Type 1, HP",40,335,"credit",,12,264,2017-07-12 00:00:00.000,"Type 1"
1000001898,2017-07-07 00:00:00.000,1899-12-30 13:04:56.000,"Smart Watch Type 1, HP",36,335,"credit",,12,264,2017-07-12 00:00:00.000,"Type 1"
1000002927,2018-01-03 00:00:00.000,1899-12-30 10:33:25.000,"Keyboard Type 1, Samsung",63,45,"credit",,12,37,2018-01-06 00:00:00.000,"Type 1"
1000002927,2018-01-03 00:00:00.000,1899-12-30 10:42:03.000,"Headphones Type 1, Huawei",26,59,"credit",,12,50,2018-01-08 00:00:00.000,"Type 1"
1000002927,2018-01-03 00:00:00.000,1899-12-30 10:33:25.000,"Keyboard Type 1, Samsung",63,45,"credit",,12,37,2018-01-06 00:00:00.000,"Type 1"
1000002927,2018-01-03 00:00:00.000,1899-12-30 10:42:03.000,"Headphones Type 1, Huawei",15,59,"credit",,12,50,2018-01-08 00:00:00.000,"Type 1"
1000002927,2018-01-03 00:00:00.000,1899-12-30 10:33:25.000,"Keyboard Type 1, Samsung",2,45,"credit",,12,37,2018-01-06 00:00:00.000,"Type 1"
1000002927,2018-01-03 00:00:00.000,1899-12-30 10:33:25.000,"Keyboard Type 1, Samsung",2,45,"credit",,12,37,2018-01-06 00:00:00.000,"Type 1"
1000002927,2018-01-03 00:00:00.000,1899-12-30 10:42:03.000,"Headphones Type 1, Huawei",9,59,"credit",,12,50,2018-01-08 00:00:00.000,"Type 1"
1000002927,2018-01-03 00:00:00.000,1899-12-30 10:33:25.000,"Keyboard Type 1, Samsung",2,45,"credit",,12,37,2018-01-06 00:00:00.000,"Type 1"
1000002927,2018-01-03 00:00:00.000,1899-12-30 10:42:03.000,"Headphones Type 1, Huawei",2,59,"credit",,12,50,2018-01-08 00:00:00.000,"Type 1"
1000002928,2018-01-04 00:00:00.000,1899-12-30 09:50:55.000,"Desktop Type 1, HP",38,462,"credit",,12,406,2018-01-09 00:00:00.000,"Type 1"
1000002928,2018-01-04 00:00:00.000,1899-12-30 09:50:55.000,"Desktop Type 1, HP",24,462,"credit",,12,406,2018-01-09 00:00:00.000,"Type 1"
1000002928,2018-01-04 00:00:00.000,1899-12-30 09:50:55.000,"Desktop Type 1, HP",7,462,"credit",,12,406,2018-01-09 00:00:00.000,"Type 1"
1000002928,2018-01-04 00:00:00.000,1899-12-30 09:50:55.000,"Desktop Type 1, HP",9,462,"credit",,12,406,2018-01-09 00:00:00.000,"Type 1"
1000002935,2018-01-09 00:00:00.000,1899-12-30 15:44:49.000,"Laptop Type 1, HP",50,898,"credit",,12,749,2018-01-13 00:00:00.000,"Type 1"
1000002935,2018-01-09 00:00:00.000,1899-12-30 15:44:49.000,"Laptop Type 1, HP",26,898,"credit",,12,749,2018-01-13 00:00:00.000,"Type 1"
1000002935,2018-01-09 00:00:00.000,1899-12-30 15:44:49.000,"Laptop Type 1, HP",14,898,"credit",,12,749,2018-01-13 00:00:00.000,"Type 1"
1000002935,2018-01-09 00:00:00.000,1899-12-30 15:44:49.000,"Laptop Type 1, HP",20,898,"credit",,12,749,2018-01-13 00:00:00.000,"Type 1"
1000002935,2018-01-09 00:00:00.000,1899-12-30 15:44:49.000,"Laptop Type 1, HP",12,898,"credit",,12,749,2018-01-13 00:00:00.000,"Type 1"
1000002943,2018-01-16 00:00:00.000,1899-12-30 17:11:43.000,"Headphones Type 1, Samsung",70,52,"credit",,12,45,2018-01-21 00:00:00.000,"Type 1"
1000002943,2018-01-16 00:00:00.000,1899-12-30 17:11:43.000,"Headphones Type 1, Samsung",36,52,"credit",,12,45,2018-01-21 00:00:00.000,"Type 1"
1000002943,2018-01-16 00:00:00.000,1899-12-30 17:11:43.000,"Headphones Type 1, Samsung",7,52,"credit",,12,45,2018-01-21 00:00:00.000,"Type 1"
1000002943,2018-01-16 00:00:00.000,1899-12-30 17:11:43.000,"Headphones Type 1, Samsung",7,52,"credit",,12,45,2018-01-21 00:00:00.000,"Type 1"
1000002943,2018-01-16 00:00:00.000,1899-12-30 17:11:43.000,"Headphones Type 1, Samsung",3,52,"credit",,12,45,2018-01-21 00:00:00.000,"Type 1"
1000002953,2018-01-23 00:00:00.000,1899-12-30 16:25:02.000,"Phone Type 1, Huawei",54,323,"credit",,12,253,2018-01-29 00:00:00.000,"Type 1"
1000002953,2018-01-23 00:00:00.000,1899-12-30 16:25:02.000,"Phone Type 1, Huawei",23,323,"credit",,12,253,2018-01-29 00:00:00.000,"Type 1"
1000002953,2018-01-23 00:00:00.000,1899-12-30 16:25:02.000,"Phone Type 1, Huawei",3,323,"credit",,12,253,2018-01-29 00:00:00.000,"Type 1"
1000002953,2018-01-23 00:00:00.000,1899-12-30 16:25:02.000,"Phone Type 1, Huawei",3,323,"credit",,12,253,2018-01-29 00:00:00.000,"Type 1"
1000002953,2018-01-23 00:00:00.000,1899-12-30 16:25:02.000,"Phone Type 1, Huawei",4,323,"credit",,12,253,2018-01-29 00:00:00.000,"Type 1"
1000002983,2018-02-12 00:00:00.000,1899-12-30 14:53:59.000,"Tablet Type 1, Samsung",29,414,"credit",,12,370,2018-02-17 00:00:00.000,"Type 1"
1000002983,2018-02-12 00:00:00.000,1899-12-30 14:53:59.000,"Tablet Type 1, Samsung",71,414,"credit",,12,370,2018-02-17 00:00:00.000,"Type 1"
1000002983,2018-02-12 00:00:00.000,1899-12-30 14:53:59.000,"Tablet Type 1, Samsung",16,414,"credit",,12,370,2018-02-17 00:00:00.000,"Type 1"
1000002983,2018-02-12 00:00:00.000,1899-12-30 14:53:59.000,"Tablet Type 1, Samsung",12,414,"credit",,12,370,2018-02-17 00:00:00.000,"Type 1"
1000003000,2018-03-02 00:00:00.000,1899-12-30 10:46:59.000,"Monitor Type 1, Samsung",94,119,"credit",,12,93,2018-03-04 00:00:00.000,"Type 1"
1000003000,2018-03-02 00:00:00.000,1899-12-30 10:46:59.000,"Monitor Type 1, Samsung",43,119,"credit",,12,93,2018-03-04 00:00:00.000,"Type 1"
1000003000,2018-03-02 00:00:00.000,1899-12-30 10:46:59.000,"Monitor Type 1, Samsung",4,119,"credit",,12,93,2018-03-04 00:00:00.000,"Type 1"
1000003000,2018-03-02 00:00:00.000,1899-12-30 10:46:59.000,"Monitor Type 1, Samsung",4,119,"credit",,12,93,2018-03-04 00:00:00.000,"Type 1"
1000003000,2018-03-02 00:00:00.000,1899-12-30 10:46:59.000,"Monitor Type 1, Samsung",14,119,"credit",,12,93,2018-03-04 00:00:00.000,"Type 1"
1000003028,2018-04-02 00:00:00.000,1899-12-30 10:29:11.000,"Keyboard Type 1, HP",28,48,"credit",,12,39,2018-04-07 00:00:00.000,"Type 1"
1000003028,2018-04-02 00:00:00.000,1899-12-30 10:29:11.000,"Keyboard Type 1, HP",57,48,"credit",,12,39,2018-04-07 00:00:00.000,"Type 1"
1000003028,2018-04-02 00:00:00.000,1899-12-30 10:29:11.000,"Keyboard Type 1, HP",5,48,"credit",,12,39,2018-04-07 00:00:00.000,"Type 1"
1000003028,2018-04-02 00:00:00.000,1899-12-30 10:29:11.000,"Keyboard Type 1, HP",7,48,"credit",,12,39,2018-04-07 00:00:00.000,"Type 1"
1000003028,2018-04-02 00:00:00.000,1899-12-30 10:29:11.000,"Keyboard Type 1, HP",4,48,"credit",,12,39,2018-04-07 00:00:00.000,"Type 1"
1000003029,2018-04-03 00:00:00.000,1899-12-30 10:34:39.000,"Smart Watch Type 1, Samsung",42,286,"credit",,12,224,2018-04-08 00:00:00.000,"Type 1"
1000003029,2018-04-03 00:00:00.000,1899-12-30 10:34:39.000,"Smart Watch Type 1, Samsung",34,286,"credit",,12,224,2018-04-08 00:00:00.000,"Type 1"
1000003029,2018-04-03 00:00:00.000,1899-12-30 10:34:39.000,"Smart Watch Type 1, Samsung",3,286,"credit",,12,224,2018-04-08 00:00:00.000,"Type 1"
1000003029,2018-04-03 00:00:00.000,1899-12-30 10:34:39.000,"Smart Watch Type 1, Samsung",2,286,"credit",,12,224,2018-04-08 00:00:00.000,"Type 1"
