last_discovered,device_pk,virtual_host_device_fk,chassis_u_location,chassis_device_id,chassis_device_name,vm_manager_device_fk,device_name,tags,in_service,service_level,device_type,device_subtype,virtual_subtype,device_serial,virtual_host,network_device,os_architecture,total_cpus,cores_per_cpu,threads_per_core,cpu_speed,total_cores,ram_mb,os_vendor,os_category,os_name,os_name_ver,os_name_norm,os_version,os_version_number,os_end_of_life,os_end_of_support,hdw_end_of_life,hdw_end_of_support,manufacturer,hardware_model,asset_number,bios_version,bios_revision,bios_release_date,storage_room,building_name,room_name,row_name,rack_name,size_ru,account,customer_department,cloud_service_provider,cloud_service_name,cloud_instance_id,cloud_instance_name,cloud_instance_type,cloud_instance_status,cloud_location,cloud_notes,software_discovered,services_discovered,application_components_discovered,mounts_discovered,mount_points,parts_discovered,network_shares,local_disk_count,used_space,total_space,total_free_space,cpu_model,cpu_manufacturer,cpu_string,disk_type,parts_count,dns_records,is_blade,is_hyperthreaded,is_os_discovered,is_software_discovered,is_network_device,is_cluster,is_container,number_ip_addresses_discovered,all_ips,all_labels,line_item_cost,po_cost,first_po_date,last_po_date,all_cost_centers,all_cost_center_descriptions
2021-02-19 05:06:38.836,4863,,"","","","","OH1-MDF01-FWE-01-1","",True,"Decommissioned","physical","Generic","","Q2PN-BT2Y-LJ79",False,True,"",,,,,,,"","","","","","","","","",,,"Cisco Systems, Inc.","MX84-HW","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-02-19 05:06:38.873,4876,,"","","","","TX3-MDF01-FWE-01-2","",True,"Decommissioned","physical","Generic","","Q2PN-N4QD-YTDG",False,True,"",,,,,,,"","","","","","","","","",,,"Cisco Systems, Inc.","MX84-HW","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-02-19 05:06:38.913,4879,,"","","","","OH1-IDF01-ASW-01","",True,"Decommissioned","physical","Generic","","Q2KP-5GYN-VT7R",False,True,"",,,,,,,"","","","","","","","","",,,"Cisco Systems, Inc.","MS220-24P-HW","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-02-19 05:06:38.953,4882,,"","","","","TX3-IDF01-ASW-01","",True,"Decommissioned","physical","Generic","","Q2KP-CYWA-CJV8",False,True,"",,,,,,,"","","","","","","","","",,,"Cisco Systems, Inc.","MS220-24P-HW","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-02-19 05:06:38.990,4897,,"","","","","TX3-MDF01-CSW-01-2","",True,"Decommissioned","physical","Generic","","Q2VP-8B9M-6CQ3",False,True,"",,,,,,,"","","","","","","","","",,,"Cisco Systems, Inc.","MS350-24-HW","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-02-19 05:06:39.026,4898,,"","","","","TX3-MDF01-CSW-01-1","",True,"Decommissioned","physical","Generic","","Q2VP-8BQ5-X3C3",False,True,"",,,,,,,"","","","","","","","","",,,"Cisco Systems, Inc.","MS350-24-HW","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-02-19 05:06:39.066,4901,,"","","","","OH1-MDF01-CSW-01-2","",True,"Decommissioned","physical","Generic","","Q2VP-AEA4-NSWN",False,True,"",,,,,,,"","","","","","","","","",,,"Cisco Systems, Inc.","MS350-24-HW","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-02-19 05:06:39.103,4904,,"","","","","OH1-MDF01-CSW-01-1","",True,"Decommissioned","physical","Generic","","Q2VP-BFYH-6HMP",False,True,"",,,,,,,"","","","","","","","","",,,"Cisco Systems, Inc.","MS350-24-HW","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:40:36.436,4916,,"","","","","s42-fw-002-a.unbelievable-machine.net","",True,"Decommissioned","physical","Rackable","","FG101E4Q17000373",False,True,"",,,,,,,"","","fortios","fortios - 5.4.5","fortios - 5.4.5","5.4.5","Build 6225, 05/31/2017 (GA)","","",,,"fortinet","101E","","","","","","","","","",5,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:40:36.673,4917,,"","","","","SWBETCB03.tgintern.com","",True,"Decommissioned","cluster","","","",False,True,"",,,,,,,"","","ios","ios - 15.0(2)SE6","ios - 15.0(2)SE6","15.0(2)SE6","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","Yes","No",0,"","",,"","","","",""
2021-04-02 23:40:36.916,4918,,"","","","","SWBETCB03.tgintern.com - Switch 1","",True,"Decommissioned","physical","Generic","","FOC1709Z4HT",False,True,"",,,,,,,"","","ios","ios - 15.0(2)SE6","ios - 15.0(2)SE6","15.0(2)SE6","","","",,,"Cisco Systems, Inc.","WS-C2960S-24PS-L","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:40:40.580,5059,,"","","","","VALINNS0-0-1.era.eu.int","",True,"Decommissioned","physical","Generic","","",False,True,"",,,,,,,"","","ios","ios - 15.2(2)SY2","ios - 15.2(2)SY2","15.2(2)SY2","","","",,,"Cisco Systems, Inc.","C6840-X-LE-40G","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:40:41.066,5114,,"","","","","ODAPC01","",True,"Decommissioned","physical","Generic","","",False,True,"",,,,,,,"","","cisco","cisco","cisco","","","","",,,"Cisco Systems, Inc.","5500Wlc","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-02-19 05:06:53.233,9216,,"","","","","QTS switch A","",True,"Production","physical","Rackable","","",False,True,"",,,,,,,"","","","","","","","","",,,"","24 Port Switch Model","","","","","","New Haven","QTS demo room","","A Rack",1,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-02-19 05:06:53.273,9217,,"","","","","QTS switch B","",True,"Production","physical","Rackable","","",False,True,"",,,,,,,"","","","","","","","","",,,"","24 Port Switch Model","","","","","","New Haven","QTS demo room","","A Rack",1,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-02-19 05:06:53.316,9218,,"","","","","QTS switch C","",True,"Production","physical","Rackable","","",False,True,"",,,,,,,"","","","","","","","","",,,"","24 Port Switch Model","","","","","","New Haven","QTS demo room","","Z Rack",1,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-02-19 05:06:53.360,9219,,"","","","","QTS switch D","",True,"Production","physical","Rackable","","",False,True,"",,,,,,,"","","","","","","","","",,,"","24 Port Switch Model","","","","","","New Haven","QTS demo room","","Z Rack",1,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-02-19 05:06:54.606,9493,,"","","","","DC1-RM1-Switch1","",True,"Production","physical","Rackable","","314159265",False,True,"",,,,,,,"","","","","","","","","",,,"","24 Port Switch Model","2018-1618","","","","","","","","",1,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","No","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:21.023,9756,,"","","","","ojm-c01.network.jumptrading.com","",True,"Production","physical","Generic","","FDO20140MMG",False,True,"",,,,,,,"","","nx-os","nx-os - 7.0(3)I4(3)","nx-os - 7.0(3)I4(3)","7.0(3)I4(3)","","","",,,"Cisco Systems, Inc.","N9K-C9236C","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:21.500,9762,9761,"","","","","N7KVDC1-A-MAR2R14C260N7K-A","",True,"Production","virtual","Internal VM","Internal VM","",False,True,"",,,,,,,"","","nx-os","nx-os - 6.2(16)","nx-os - 6.2(16)","6.2(16)","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:21.740,9763,9761,"","","","","N7KVDC1-A-MAR2CRTR-A","",True,"Production","virtual","Internal VM","Internal VM","",False,True,"",,,,,,,"","","nx-os","nx-os - 6.2(16)","nx-os - 6.2(16)","6.2(16)","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:22.226,9774,,"","","","","m-cusp-nsw-xs1-hcsn1k01.optushcs.local","",True,"Production","virtual","Internal VM","Internal VM","0001337501387591779",False,True,"",,,,,,,"","","nx-os","nx-os - 4.2(1)SV2(1.1)","nx-os - 4.2(1)SV2(1.1)","4.2(1)SV2(1.1)","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:22.470,9776,,"","","","","lap2803b","",True,"Production","physical","Generic","","",False,True,"",,,,,,,"","","linksys fw","linksys fw - V1.1.02.000","linksys fw - V1.1.02.000","V1.1.02.000","","","",,,"linksys","LAPAC1200","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:22.720,9778,,"","","","","SWBETCBB01 - Switch 1","",True,"Production","physical","Generic","","FCZ152520G3",False,True,"",,,,,,,"","","ios","ios - 12.2(55)SE10","ios - 12.2(55)SE10","12.2(55)SE10","","","",,,"Cisco Systems, Inc.","WS-C3750G-12S-S","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:22.970,9779,,"","","","","SWBETCBB01 - Switch 2","",True,"Production","physical","Generic","","FCZ132321K0",False,True,"",,,,,,,"","","ios","ios - 12.2(55)SE10","ios - 12.2(55)SE10","12.2(55)SE10","","","",,,"Cisco Systems, Inc.","WS-C3750G-12S-S","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:23.456,9788,,"","","","","Peng Xiang 589","",True,"Production","physical","Generic","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP45.9-2-1SR2S","Phone Load ID - SCCP45.9-2-1SR2S","SCCP45.9-2-1SR2S","","","",,,"Cisco Systems, Inc.","Catalyst 6000 12 port FXO Gateway","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:23.690,9796,,"","","","","Sharon.L 592","",True,"Production","physical","Generic","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP45.9-2-1SR2S","Phone Load ID - SCCP45.9-2-1SR2S","SCCP45.9-2-1SR2S","","","",,,"Cisco Systems, Inc.","30 SP+","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:23.926,9797,,"","","","","Server Room 058","",True,"Production","physical","Generic","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP11.9-2-1SR2S","Phone Load ID - SCCP11.9-2-1SR2S","SCCP11.9-2-1SR2S","","","",,,"Cisco Systems, Inc.","30 VIP","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:24.166,9804,,"","","","","Ops Meeting Room 2005","",True,"Production","physical","Generic","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP70.9-2-1SR2S","Phone Load ID - SCCP70.9-2-1SR2S","SCCP70.9-2-1SR2S","","","",,,"Cisco Systems, Inc.","7910","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:24.410,9806,,"","","","","Rob 057","",True,"Production","physical","Generic","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP75.8-5-2S","Phone Load ID - SCCP75.8-5-2S","SCCP75.8-5-2S","","","",,,"Cisco Systems, Inc.","7940","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:24.646,9811,,"","","","","Ryan Lee 024","",True,"Production","unknown","","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP42.9-2-1SR2S","Phone Load ID - SCCP42.9-2-1SR2S","SCCP42.9-2-1SR2S","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:24.890,9816,,"","","","","Rajneesh.K 590","",True,"Production","physical","Generic","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP45.9-2-1SR2S","Phone Load ID - SCCP45.9-2-1SR2S","SCCP45.9-2-1SR2S","","","",,,"Cisco Systems, Inc.","366X","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:25.126,9818,,"","","","","Tyler Tay 579","",True,"Production","unknown","","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP45.9-2-1SR2S","Phone Load ID - SCCP45.9-2-1SR2S","SCCP45.9-2-1SR2S","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:25.370,9822,,"","","","","Shirley Loh 576","",True,"Production","physical","Generic","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP45.9-2-1SR2S","Phone Load ID - SCCP45.9-2-1SR2S","SCCP45.9-2-1SR2S","","","",,,"Cisco Systems, Inc.","MGCP E1 Port","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:25.613,9827,,"","","","","Tiffany 568","",True,"Production","physical","Generic","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP42.9-2-1SR2S","Phone Load ID - SCCP42.9-2-1SR2S","SCCP42.9-2-1SR2S","","","",,,"Cisco Systems, Inc.","IOS Conference Bridge","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:25.853,9829,,"","","","","Sunil.T 2911","",True,"Production","physical","Generic","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP45.9-2-1SR2S","Phone Load ID - SCCP45.9-2-1SR2S","SCCP45.9-2-1SR2S","","","",,,"Cisco Systems, Inc.","IAD2400","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:26.086,9830,,"","","","","Shahrina 076","",True,"Production","unknown","","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP45.9-2-1SR2S","Phone Load ID - SCCP45.9-2-1SR2S","SCCP45.9-2-1SR2S","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:26.316,9831,,"","","","","Sherry Shi 2904","",True,"Production","unknown","","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP45.9-2-1SR2S","Phone Load ID - SCCP45.9-2-1SR2S","SCCP45.9-2-1SR2S","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:26.543,9838,,"","","","","Starboard 2009","",True,"Production","unknown","","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP45.9-2-1SR2S","Phone Load ID - SCCP45.9-2-1SR2S","SCCP45.9-2-1SR2S","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:26.773,9839,,"","","","","Sreejith 2906","",True,"Production","unknown","","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP45.9-2-1SR2S","Phone Load ID - SCCP45.9-2-1SR2S","SCCP45.9-2-1SR2S","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:27.013,9841,,"","","","","Philip 062","",True,"Production","physical","Generic","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP41.9-2-1SR2S","Phone Load ID - SCCP41.9-2-1SR2S","SCCP41.9-2-1SR2S","","","",,,"Cisco Systems, Inc.","IOS Enhanced Software Media Termination Point","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:27.280,9844,,"","","","","Wing Yan 023","",True,"Production","unknown","","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP45.9-2-1SR2S","Phone Load ID - SCCP45.9-2-1SR2S","SCCP45.9-2-1SR2S","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:27.523,9846,,"","","","","Sanjay Gupta 071","",True,"Production","unknown","","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP41.9-2-1SR2S","Phone Load ID - SCCP41.9-2-1SR2S","SCCP41.9-2-1SR2S","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:27.776,9849,,"","","","","Tushar 091","",True,"Production","unknown","","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP41.9-2-1SR2S","Phone Load ID - SCCP41.9-2-1SR2S","SCCP41.9-2-1SR2S","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:28.016,9850,,"","","","","Thet 097","",True,"Production","unknown","","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP41.9-2-1SR2S","Phone Load ID - SCCP41.9-2-1SR2S","SCCP41.9-2-1SR2S","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:28.256,9852,,"","","","","Siddharth 039","",True,"Production","unknown","","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP41.9-2-1SR2S","Phone Load ID - SCCP41.9-2-1SR2S","SCCP41.9-2-1SR2S","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:28.503,9856,,"","","","","Tracy 059","",True,"Production","physical","Generic","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP70.9-2-1SR2S","Phone Load ID - SCCP70.9-2-1SR2S","SCCP70.9-2-1SR2S","","","",,,"Cisco Systems, Inc.","7941","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:28.750,9858,,"","","","","Vivian Neo 035","",True,"Production","physical","Generic","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP41.9-2-1SR2S","Phone Load ID - SCCP41.9-2-1SR2S","SCCP41.9-2-1SR2S","","","",,,"Cisco Systems, Inc.","7971","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:28.990,9862,,"","","","","Sameer 052","",True,"Production","physical","Generic","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP42.9-2-1SR2S","Phone Load ID - SCCP42.9-2-1SR2S","SCCP42.9-2-1SR2S","","","",,,"Cisco Systems, Inc.","7911","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:29.233,9863,,"","","","","Sg Ops Intern 562","",True,"Production","physical","Generic","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP42.9-2-1SR2S","Phone Load ID - SCCP42.9-2-1SR2S","SCCP42.9-2-1SR2S","","","",,,"Cisco Systems, Inc.","7961G-GE","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:29.483,9867,,"","","","","Receptionist 088","",True,"Production","unknown","","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP75.9-2-1SR2S","Phone Load ID - SCCP75.9-2-1SR2S","SCCP75.9-2-1SR2S","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:29.736,9872,,"","","","","Peder 087","",True,"Production","physical","Generic","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP45.9-2-1SR2S","Phone Load ID - SCCP45.9-2-1SR2S","SCCP45.9-2-1SR2S","","","",,,"Cisco Systems, Inc.","7931","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:29.980,9873,,"","","","","Port 2008","",True,"Production","physical","Generic","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP70.9-2-1SR2S","Phone Load ID - SCCP70.9-2-1SR2S","SCCP70.9-2-1SR2S","","","",,,"Cisco Systems, Inc.","7921","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:30.223,9875,,"","","","","Weiyi.C 025","",True,"Production","physical","Generic","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP41.9-2-1SR2S","Phone Load ID - SCCP41.9-2-1SR2S","SCCP41.9-2-1SR2S","","","",,,"Cisco Systems, Inc.","6961","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:30.463,9876,,"","","","","Prashaant 075","",True,"Production","physical","Generic","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP41.9-2-1SR2S","Phone Load ID - SCCP41.9-2-1SR2S","SCCP41.9-2-1SR2S","","","",,,"Cisco Systems, Inc.","7906","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:30.703,9883,,"","","","","Pantry 005","",True,"Production","physical","Generic","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP11.9-2-1SR2S","Phone Load ID - SCCP11.9-2-1SR2S","SCCP11.9-2-1SR2S","","","",,,"Cisco Systems, Inc.","7937","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:30.943,9884,,"","","","","Valerie Lee 2941","",True,"Production","unknown","","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP45.9-2-1SR2S","Phone Load ID - SCCP45.9-2-1SR2S","SCCP45.9-2-1SR2S","","","",,,"","","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:31.183,9889,,"","","","","Stephen Farmer 086","",True,"Production","physical","Generic","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP42.9-2-1SR2S","Phone Load ID - SCCP42.9-2-1SR2S","SCCP42.9-2-1SR2S","","","",,,"Cisco Systems, Inc.","7965","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:31.423,9892,,"","","","","Stephane.C 036","",True,"Production","physical","Generic","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP45.9-2-1SR2S","Phone Load ID - SCCP45.9-2-1SR2S","SCCP45.9-2-1SR2S","","","",,,"Cisco Systems, Inc.","6911","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:31.673,9895,,"","","","","Valerie Goh 074","",True,"Production","physical","Generic","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP41.9-2-1SR2S","Phone Load ID - SCCP41.9-2-1SR2S","SCCP41.9-2-1SR2S","","","",,,"Cisco Systems, Inc.","TelePresence 1000","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
2021-04-02 23:41:31.923,9898,,"","","","","Samantha Liu 2907","",True,"Production","physical","Generic","","",False,True,"",,,,,,,"","","Phone Load ID","Phone Load ID - SCCP45.9-2-1SR2S","Phone Load ID - SCCP45.9-2-1SR2S","SCCP45.9-2-1SR2S","","","",,,"Cisco Systems, Inc.","TelePresence 400","","","","","","","","","",,"","","","","","","","","","","",,"",,"",,"",,,,,"","","","",,"","No","No","Yes","No","Yes","No","No",0,"","",,"","","","",""
