Latitude,Longitude
40.613214635,-74.000687937
40.61323794,-73.98205961
40.613247573,-74.000677132
40.613262824,-73.969809997
40.613269531,-74.00067353
40.613276627,-73.9013728
40.613298508,-73.969817184
40.613309505,-73.9362667
40.613337928,-73.973869158
40.613379865,-73.957942103
40.613381159,-73.985528078
40.613395792,-74.000626709
40.613449746,-73.936731196
40.613459117,-74.034894013
40.613471728,-73.936774396
40.613536438,-73.978104774
40.613553543,-73.981749772
40.61355976,-73.987123629
40.613586225,-73.918135052
40.613610325,-73.925309781
40.613613814,-73.981040204
40.613637247,-73.974477743
40.613643116,-73.957264801
40.613653476,-73.99131249
40.613675757,-74.001109351
40.61373693,-73.967101235
40.613818004,-74.037069685
40.61384364,-74.034054995
40.613880386,-73.983143579
40.613892592,-74.001465933
40.613899645,-73.969921365
40.613906121,-73.949293847
40.613930397,-74.012048028
40.613941859,-74.025792509
40.613947497,-74.000050425
40.613951263,-73.959278012
40.613969317,-74.005647629
40.613999637,-74.001646025
40.614017466,-73.960214442
40.614021606,-74.000450226
40.614040586,-73.973829263
40.614068406,-74.035078023
40.614074072,-74.034494533
40.614075058,-73.922467431
40.614080664,-73.969399021
40.614083671,-73.961179687
40.614089325,-73.942014447
40.614098605,-74.035056428
40.614119183,-73.936201095
40.614152859,-74.037102287
40.61416366,-74.012462279
40.61416708,-74.0003962
40.614178885,-73.940029768
40.614281226,-73.936381031
40.614292607,-73.971718497
40.614298804,-73.997507539
40.614311364,-73.901313642
40.614338812,-73.901313602
40.614344333,-73.901349612
40.614359873,-74.033331291
40.614383186,-73.962177219
40.614391581,-74.037332937
40.614446623,-73.990091366
40.614446937,-73.994899809
40.61448974,-73.969784229
40.614522549,-73.960333001
40.614527696,-73.935375884
40.614535582,-73.921580845
40.614588705,-73.984285183
40.614595239,-74.002614934
40.614612424,-73.951357164
40.61471501,-73.961287376
40.614721522,-74.001300266
40.614734878,-73.963282787
40.614756202,-73.936611096
40.614770935,-73.999877537
40.614801867,-73.966953034
40.614818333,-73.966942221
40.614828576,-74.000212509
40.614835045,-73.952052159
40.61484603,-73.952066559
40.614857436,-73.960397635
40.614884534,-73.980330278
40.614894173,-74.02636197
40.614897707,-73.925423599
40.614924692,-73.909488953
40.615034386,-74.003356935
40.61503991,-73.928924452
40.615076275,-73.96670437
40.615094785,-73.964359546
40.615109922,-73.922581489
40.615155748,-73.966272106
40.615161693,-73.940360257
40.615180131,-73.975914299
40.615186852,-73.946886824
40.615237798,-73.976040343
40.615244974,-73.954400286
40.615253886,-74.005525274
40.615254865,-73.979105532
40.615260244,-73.921634022
40.615270739,-73.976058341
40.615318619,-74.030399842
40.615328095,-73.943760282
40.615337842,-73.931384218
40.615346595,-73.962133451
40.615357624,-73.923582525
40.615374593,-73.916414761
40.615396746,-73.999290429
40.615431085,-73.922613534
40.615456995,-73.97425373
40.615477303,-73.979717783
40.615538141,-73.922627817
40.615547581,-73.974289714
40.615563104,-73.984270546
40.615581006,-73.950582052
40.615583067,-73.937860168
40.615592952,-74.030947454
40.61561601,-73.937870943
40.615619076,-73.999978389
40.61563527,-73.99205062
40.615652014,-73.964474509
40.615717667,-73.909145697
40.615721881,-74.031228462
40.615732562,-74.032309037
40.61573337,-74.015070347
40.615760312,-74.031214073
40.615761042,-74.037917211
40.615762009,-73.975827643
40.615772015,-73.95450078
40.615778149,-73.974311237
40.615784684,-74.032413518
40.61578519,-73.922652744
40.61578554,-73.91171016
40.615793278,-73.968890367
40.615811186,-74.025238538
40.615813022,-74.029085372
40.615814062,-73.920714886
40.615819341,-74.004909395
40.615824136,-74.028545091
40.615939348,-74.02882609
40.615953927,-73.956452892
40.616067771,-73.968940666
40.616079456,-74.028329085
40.616098455,-73.985145686
40.616117673,-73.985178099
40.616117687,-74.02911432
40.616124043,-73.995850588
40.616187841,-73.966444477
40.616218277,-73.958757952
40.61623491,-73.94591347
40.616257255,-74.030713637
40.616263675,-74.009912506
40.616269774,-74.024276997
40.616275506,-73.934275603
40.616288076,-73.94235472
40.616322035,-73.899851887
40.616353987,-73.942426702
40.616376639,-73.999787486
40.616447836,-73.974123678
40.616461019,-73.954655193
40.616474927,-73.932636524
40.616478525,-73.965554652
40.616484262,-73.913744333
40.616504931,-73.954644358
40.61655524,-73.916946371
40.616615936,-73.957832006
40.616647883,-73.898958114
40.61666378,-73.915231707
40.616684561,-73.95784637
40.616705319,-73.97187596
40.616716661,-73.973403183
40.616751201,-73.981583208
40.616769144,-74.000338584
40.616782024,-73.971274401
40.616784762,-73.971245584
40.616800829,-73.969682328
40.61680295,-73.940110256
40.616809422,-73.96168958
40.616813061,-74.000291759
40.616848496,-73.963681442
40.616850455,-73.941752707
40.616874115,-73.939728384
40.616876183,-73.998602439
40.616880472,-73.960756631
40.616924715,-73.947778729
40.616965074,-74.031953039
40.616972298,-73.913030513
40.616977338,-73.905505994
40.616977618,-73.964052374
40.617003161,-74.033152513
40.617003791,-73.969109523
40.617005008,-74.006584397
40.617013505,-73.913077285
40.617032975,-73.903099799
40.617037541,-73.988318812
40.617051965,-73.913120458
40.617056757,-73.988347625
40.617059519,-74.027619913
40.617066803,-73.959845223
40.617086635,-73.942004639
40.617169703,-73.956012657
40.61717003,-74.024446617
40.617172836,-73.913253574
40.617178312,-74.024219696
40.617181746,-73.967456133
40.617198226,-73.921865875
40.617235101,-73.954784339
40.617260228,-73.973828001
40.617268528,-73.905800945
40.617268678,-73.938431314
40.617279765,-74.024709602
40.617295357,-73.971501105
40.617304103,-73.992036013
40.617305718,-73.960183666
40.617313896,-73.931054406
40.617329832,-73.934847281
40.617371852,-74.016237761
40.617378087,-73.990386294
40.617387827,-74.019421923
40.61739193,-73.991935147
40.617403191,-73.999488518
40.617426052,-73.951866597
40.617426339,-73.968554621
40.617435521,-74.011821735
40.617456785,-73.941222685
40.617463532,-74.003227385
40.617479626,-73.990173762
40.617487595,-73.987447051
40.617512568,-73.912431877
40.617520498,-74.037784937
40.617522848,-74.038966393
40.617534898,-74.003155349
40.617536799,-73.942040268
40.617546091,-73.933831307
40.617554704,-73.91370693
40.617559395,-73.943318958
40.617589631,-73.96381071
40.617603973,-74.023160862
40.617650439,-73.957064125
40.617657367,-73.918998142
40.617666165,-73.962809312
40.617674916,-73.998458342
40.617695457,-73.914736922
40.617695661,-74.016770936
40.61769905,-73.962647203
40.617705021,-74.004754648
40.617707825,-73.997006733
40.617733557,-73.967837677
40.617754284,-73.992554649
40.617754741,-73.957064058
40.617770253,-73.948091442
40.617788456,-74.020066799
40.617789,-73.983337101
40.617795971,-74.023834504
40.617854894,-74.039182707
40.617858717,-74.00502481
40.61786828,-73.959837537
40.617869348,-73.989734258
40.617894283,-73.992785162
40.617926389,-73.931730953
40.617926847,-73.954931553
40.617944579,-74.033311469
40.617947209,-74.022469393
40.617947218,-74.022426169
40.617951397,-73.971641304
40.617962617,-73.9238605
40.617965819,-73.91290675
40.618011081,-73.960042766
40.618015067,-73.992986862
40.618052084,-73.980682343
40.618070151,-73.997604653
40.618073475,-73.951041266
40.618081031,-74.005359815
40.618087142,-74.022732388
40.618100243,-74.005388632
40.618107851,-73.986845396
40.618110256,-74.02970232
40.618112309,-73.959106178
40.618125868999996,-73.914037578
40.618141514,-74.002492604
40.618164288,-73.958627076
40.618200582,-73.969339499
40.618263161,-74.020873798
40.61826439,-73.987623405
40.618271327,-73.939943245
40.618285811,-73.941416465
40.618300958,-74.034810095
40.618301932,-73.981114515
40.618307276,-74.031957284
40.618333425,-73.992403298
40.61834482,-74.03499022
40.618353916,-73.967967051
40.618408413,-73.958180272
40.618423522,-73.932281557
40.618432127,-73.99087602
40.618438127,-73.924864929
40.618466368,-73.907164431
40.618469158,-74.020106626
40.618495106,-73.989143426
40.618495243,-74.009296887
40.61850243,-73.960132523
40.618507307,-73.978362491
40.618509408,-73.93858866
40.618537107,-74.023633054
40.618550011,-73.989237071
40.618599422,-73.989283889
40.618606477,-73.907319124
40.618618357,-73.962041543
40.618628456,-73.907344308
40.618628788,-73.969407742
40.618630525,-73.957589395
40.61865584,-74.019894161
40.618671626,-74.023510632
40.61870923,-73.989463975
40.618766034,-73.969432893
40.618773254,-73.929615675
40.618846786,-73.928679059
40.618861269,-73.94505405
40.618929122,-74.006325238
40.618932751,-73.910330005
40.618951301,-73.902762021
40.618967384,-74.008832285
40.618970401,-73.996062933
40.618975807,-73.93327517
40.618994862,-73.991560338
40.619000355,-73.991607164
40.619018703,-73.960867039
40.619028824,-73.925735967
40.61904003,-73.979641056
40.619040528,-73.969486799
40.619065398,-73.941545456
40.619103752,-74.030156624
40.619105801,-73.910495469
40.619107856,-74.035044651
40.619131992,-73.990180723
40.619150294,-73.982508281
40.619150926,-73.971864124
40.619160661,-74.032829397
40.619173741,-74.024386115
40.619193712,-73.979493324
40.619194068,-73.968859965
40.619222971,-73.938433113
40.619283344,-74.002625924
40.619308452,-73.921103363
40.619315549,-73.937057028
40.619340772,-74.007477947
40.619370815,-73.919993844
40.619397372,-73.969565882
40.619413938,-74.03006311
40.619432714,-73.910858842
40.619435901,-74.030045109
40.619441325,-73.946980696
40.619469765,-73.992345536
40.619483402,-74.036618967
40.61948488,-73.918264697
40.619487728,-73.968737357
40.619522161,-73.998461902
40.619565632,-73.98975561
40.619569363,-74.033766145
40.619597695,-73.941166768
40.619600212,-74.018929078
40.619608447,-74.018921876
40.619624919,-74.01890387
40.6196263,-74.006321702
40.619641012,-73.934960293
40.619642767,-74.00635052
40.619650557,-74.027811897
40.619655708,-74.029177099
40.619669468,-73.908261402
40.619677306,-73.946825617
40.619686516,-73.991120792
40.619717051,-74.000291771
40.619736839,-73.929881215
40.619738537,-73.989568274
40.619756444,-74.020225884
40.619761234,-74.034655965
40.619828086,-74.031248394
40.619837496,-73.991333297
40.619839223,-73.98242165
40.619843892,-73.929891909
40.619853848,-73.963067446
40.619865635,-73.957462536
40.619875928,-73.991398131
40.619914105,-73.942668576
40.61993426,-73.957476901
40.619954982,-73.954256586
40.619962717,-73.982281135
40.620016239,-73.928955174
40.620020725,-73.93182967
40.620023422,-73.941724723
40.620042295,-73.91116421
40.620077708,-73.922150675
40.620117001,-74.028507304
40.620130663,-73.954292487
40.620152179,-73.907796063
40.620181599,-74.033262156
40.62018571,-73.98730606
40.620199889,-74.007521269
40.620221399,-73.98736729
40.620256244,-73.981236435
40.620257986,-74.024141566
40.620261738,-73.981261648
40.620267997,-74.037898158
40.620278864,-74.028827964
40.620280954,-73.981276052
40.62030391,-73.988991842
40.620305379,-74.032336466
40.620319827,-73.961140039
40.620334749,-74.024570249
40.620355083,-73.981398504
40.620358421,-74.028997299
40.620359208,-73.9946364
40.6203632,-73.922200773
40.620384028,-73.998616774
40.620409282,-73.934480458
40.620421273,-73.927045601
40.620442228,-73.966305456
40.620525308,-73.981697436
40.620534849,-73.994110471
40.620568397,-73.92122795
40.620568882,-74.020345001
40.620581514,-73.994186112
40.62058622,-73.947671401
40.620595285,-74.004794477
40.620603408,-73.955934749
40.620615726,-73.922207683
40.620632138,-73.980382617
40.620632988,-73.954364186
40.620641697,-74.026674026
40.620654938,-73.942149228
40.620661069,-73.920284073
40.620662186,-73.926061947
40.620675451,-73.92123863
40.620743313,-74.008173323
40.620762799,-74.002060442
40.620776088,-73.989791446
40.620784202,-73.988519878
40.620790075,-74.006613588
40.620794122,-74.040466806
40.620801225,-74.002125282
40.620839651,-74.00218652
40.620872026,-73.988419002
40.620892984,-74.019077133
40.620936407,-74.033294951
40.620941013,-73.938064106
40.620968508,-73.920316125
40.620968675,-73.999351607
40.620986934,-73.941903991
40.621006589,-73.932649962
40.621014395,-73.941929183
40.6210259,-73.916108703
40.62103139,-73.990212863
40.621048567,-73.939011382
40.621057052,-73.939486863
40.621069415,-73.919383038
40.621082374,-73.922257569
40.621083022,-73.941943532
40.621087017,-73.965505445
40.621092182,-73.998447457
40.621097478,-73.912708145
40.621123048,-73.930027449
40.621123491,-73.930758693
40.621127816,-73.902636375
40.621177955,-73.930045402
40.621223019,-73.941968625
40.621225154,-74.031360716
40.621226511,-73.99363492
40.621259587,-73.928885409
40.62128583,-73.91498449
40.621317683,-74.023129731
40.621319844,-73.993822226
40.621343797,-73.941982929
40.621349184,-74.015305758
40.62136773,-74.031919125
40.621369907,-73.944839455
40.621371267,-74.028925695
40.621395959,-73.942004497
40.62143025,-74.022978477
40.621442608,-73.961618479
40.621464575,-73.941997233
40.621594571,-74.024743619
40.621612622,-74.015759698
40.621636406,-74.033028736
40.621644104,-73.938855942
40.621644127,-73.938899169
40.621665811,-73.996855262
40.62166894,-73.9655952
40.621671011,-73.991257413
40.621672994,-74.015856972
40.62168155,-73.986675387
40.621688496,-74.033241293
40.621689964,-73.937368183
40.621701878,-73.965598785
40.621711413,-74.015921821
40.621718555,-73.921359875
40.621728077,-74.014441311
40.621822005,-74.008331953
40.621906452,-74.014725926
40.621926465,-74.005749165
40.621973116,-74.025817226
40.621981352,-74.025810025
40.62198643,-73.962691633
40.622006203,-74.001073467
40.62203378,-73.929147547
40.622044167,-73.912361092
40.622048516,-74.031638475
40.622072083,-73.999830695
40.622189254,-73.985980052
40.622225704,-74.004481199
40.622230996,-73.955742755
40.622234011,-74.001822739
40.622238436,-73.936481514
40.622239269,-74.007514294
40.622255864,-73.943581536
40.622285131,-74.029520463
40.622291666,-74.000216135
40.622297755,-73.921431237
40.622300538,-73.917566014
40.622326274,-74.029632151
40.622327279,-73.920458593
40.622337244,-74.029668178
40.622345468,-74.029707807
40.622357328,-73.905743331
40.622373796,-73.924309353
40.622406956,-73.964499732
40.622408464,-74.039300653
40.622415163,-73.964413274
40.622422303,-74.015994036
40.622445105,-73.955782238
40.622448825,-74.021649593
40.62250492,-73.932097303
40.622531799,-73.941012887
40.62254263,-74.03144779
40.622555825,-73.917594517
40.622559306,-74.030684117
40.622561572,-73.951898916
40.62256286,-74.011149019
40.62257982,-73.92048711
40.622590651,-73.924334323
40.622609487,-73.962658864
40.622623605,-73.924359501
40.622634165,-73.988252992
40.622642283,-73.919528831
40.622650915,-74.008559
40.622659369,-73.974427463
40.622682598,-74.019020009
40.622688826,-73.961866319
40.622697009,-73.961711417
40.622706075,-73.920479756
40.622716396,-73.915703123
40.622721767,-74.028674121
40.622724427,-73.961621344
40.622728066,-73.997752179
40.622744554,-73.999283147
40.622766481,-73.920508502
40.622773107,-74.019430694
40.622774846,-73.949978747
40.622779149,-73.961106187
40.622789853,-73.918606469
40.622795591,-73.970201936
40.622797969,-73.968818659
40.622798702,-74.028349949
40.622802214,-74.025046659
40.622811807,-74.017741235
40.622832371,-73.997939494
40.622840528,-73.974441803
40.622843363,-74.001203163
40.622846113,-73.999484874
40.622854225,-73.938235241
40.622869197,-73.91447455
40.622873135,-73.932799374
40.62288454,-73.999549714
40.622891141,-74.019387501
40.622914733,-73.999567726
40.622918787,-73.92247517
40.622933946,-73.999596544
40.62294235,-73.944171732
40.622951758,-73.935897264
40.622956105,-73.929269046
40.622958315,-73.973389889
40.622963531,-74.011833521
40.622977139,-73.948123416
40.622983115,-73.955861132
40.62298855,-74.008209621
40.623003259,-73.917640794
40.623029195,-73.986268059
40.623033454,-73.917644359
40.623052776,-74.021131059
40.623110611,-73.979953215
40.623137778,-74.033130344
40.623166965,-73.973587933
40.623172063,-73.932366797
40.623193973,-73.942352358
40.623202715,-73.933152068
40.623211138,-73.997226227
40.623224567,-73.932968329
40.623229727,-73.987701735
40.623252153,-74.025976222
40.623252335,-73.998649136
40.623255203,-73.956793949
40.623271549,-73.998677954
40.623284796,-73.962939466
40.623292251,-74.01704972
40.623292721,-73.92343295
40.62332175,-73.978782401
40.623323701,-73.998764408
40.623339503,-74.012438776
40.623339968,-73.955940147
40.62335342,-73.962950235
40.623358713,-74.0124712
40.623369888,-73.989488455
40.62337035,-74.002110955
40.623381376,-73.938515733
40.623386832,-73.998836453
40.623412532,-73.967838542
40.623422515,-73.99889409
40.62344196,-73.929311759
40.623457096,-73.961055359
40.623457239,-73.9318874
40.623458342,-73.929171251
40.6234895,-73.980583507
40.623491139,-74.000529541
40.62349504,-74.0191139
40.62350602,-74.019110301
40.623508719,-73.980612319
40.623514883,-74.014855965
40.623527981,-73.946249781
40.623554017,-74.00761891
40.623592895,-73.975799591
40.623602731,-74.01474071
40.623614794,-73.975522204
40.623620273,-73.975471769
40.623620556,-73.909945463
40.623623014,-73.975453757
40.623625784,-73.975572632
40.623627652,-74.01293595
40.623629001,-74.022093062
40.623631441,-74.023627653
40.623637859,-73.922380674
40.623642486,-73.90990941
40.623647462,-73.994513657
40.623648557,-73.926119878
40.623653454,-73.909894986
40.623656722,-74.020626924
40.623667119,-74.02364928
40.623671704,-73.915867624
40.623680508,-73.997712522
40.623691828,-73.925121985
40.623692665,-73.980882441
40.62369455,-74.023728541
40.623727473,-73.909779611
40.623742842,-73.954376469
40.623809499,-74.00288547
40.623831685,-73.909664196
40.623857566,-73.922564138
40.623860204,-73.922405632
40.623865877,-73.982715981
40.623897636,-73.944376266
40.623900274,-73.964996061
40.623905202,-73.990392558
40.623908577,-74.024052828
40.62393641,-73.921450922
40.623939299,-73.9177333
40.623939531,-74.040810936
40.623947584,-74.021095318
40.623950595,-73.940507305
40.623968626999996,-73.99505038
40.623975017,-74.021178181
40.623979699,-73.998224044
40.62398245,-74.001325663
40.624000664,-74.029369923
40.624001658,-73.998256465
40.624020721,-73.956058575
40.624020872,-73.998292488
40.624022829,-73.942211151
40.624029176,-74.024856195
40.624047276,-74.02956447
40.624075427,-74.009013078
40.624097713,-73.997600834
40.624100472,-73.99842217
40.62412239,-74.003454656
40.624140004,-73.94054316
40.624154244,-73.941548204
40.624155368,-74.001631866
40.624164385,-73.917751035
40.624166349,-73.998519432
40.6241708,-73.970471498
40.624171482,-74.009171595
40.624185337,-73.992654797
40.624190427,-73.942542422
40.624197113,-73.966339584
40.624199515,-73.975900237
40.624201427,-74.027788577
40.624216628,-73.910524638
40.624228847,-73.94252798
40.624235825,-73.910502999
40.624250091,-73.914829415
40.624261059,-73.914814991
40.624272118,-73.931342612
40.62429891,-73.910445276
40.624302864,-73.942344196
40.624311096,-73.962164389
40.624321828,-73.984963738
40.624331828,-73.910420015
40.624336509,-73.99754679
40.624341874,-73.933273408
40.624350253,-73.998800413
40.624364937,-74.020292123
40.62439658,-73.937830348
40.62440907,-73.946274288
40.624434316,-73.970532622
40.624440698,-73.994347883
40.624441723,-73.930391411
40.624449372,-73.965456876
40.624459913,-73.9943767
40.624477281,-73.921666428
40.624479128,-73.99440912
40.624482346,-74.023530691
40.624491206,-73.967737156
40.624509264,-73.938104024
40.624514945,-73.999448837
40.624520409,-73.997485543
40.624534029,-73.994502777
40.624534763,-73.910189191
40.624542393,-73.99942362
40.624543271,-73.979275538
40.624543587,-73.926475523
40.624575219,-73.912826077
40.62458539,-73.927469733
40.624615471,-73.961274428
40.624621956,-74.002925132
40.62462642,-73.915225196
40.62462799,-73.910066585
40.624654929,-73.99931915
40.624679291,-73.937826482
40.62468743,-74.010043442
40.624701557,-74.002867497
40.624701557,-74.00284228
40.624723128,-73.990140274
40.624726101,-73.993313974
40.624730828,-73.915369159
40.624732637,-73.935023776
40.624735091,-74.022406836
40.624768015,-73.934486986
40.624769835,-73.973209048
40.624786591,-74.004557021
40.62478802,-74.017975916
40.624791783,-73.973162208
40.624793467,-73.911082236
40.62480485,-73.984502523
40.624816996,-74.02455749
40.624818401,-74.030184423
40.624821682,-73.932365125
40.624835976,-74.025623804
40.624841974,-73.939209649
40.624842407,-73.940034597
40.624858171,-74.024539493
40.624863519,-73.998065515
40.624879988,-73.998094334
40.624899047,-74.006250154
40.624899202,-73.998126755
40.62490867,-73.910981215
40.624918431,-73.999787459
40.624918932,-74.022713101
40.624920634,-74.027489878
40.624928978,-73.972971226
40.624965373,-73.909777938
40.624965868,-74.02127576
40.624970696,-73.920722021
40.624978172,-73.987831099
40.625019609,-73.99066618
40.625030962,-73.998915677
40.62504466,-73.99733062
40.625063532,-73.990741825
40.625070313,-73.940203705
40.625085091,-74.037944122
40.625090922,-73.972978365
40.625102661,-73.934104803
40.625104293,-73.962019843
40.625110199,-73.990813866
40.625115286,-73.962063065
40.625132161,-73.99085349
40.62514118,-74.023116646
40.625141782,-73.910728736
40.625143299,-73.973958198
40.625154122,-73.990889511
40.625157155,-73.956295586
40.62518353,-73.936359832
40.625217621,-73.974916411
40.625232561,-73.926525197
40.62523956,-73.92461591
40.625242401,-73.909528997
40.625269145,-73.988065203
40.625272574,-73.909503739
40.625277998,-74.000335025
40.625288944,-73.99724055
40.625319169,-74.000421483
40.625345203,-73.946615764
40.625354323,-73.948557461
40.625359641,-73.90853457
40.625393086,-73.974004932
40.625461786,-73.994891762
40.625463507,-73.983832319
40.625463618,-73.911628912
40.625469241,-74.014330446
40.625476869,-73.946435537
40.625479614,-73.946435535
40.625482771,-73.984192557
40.625490817,-73.946918251
40.625491719,-73.932890401
40.625505831,-73.974948724
40.625545039,-73.939969122
40.625558681,-73.91033191
40.62556205,-73.946633603
40.625570709,-73.970726652
40.625585608,-74.024222746
40.625597804,-73.931261994
40.625599427,-73.939003621
40.625602156,-74.023844497
40.625615537,-74.00402752
40.625627234,-73.91024536
40.625632074,-73.999301128
40.625632734,-73.978093601
40.625640298,-73.998310458
40.625660149,-73.910216496
40.625664957,-73.996379553
40.625665001,-73.998285241
40.625680282,-73.911401671
40.625686916,-73.996411973
40.625689301,-73.990219385
40.625694009,-74.016596427
40.625700262,-73.990014044
40.625708287,-73.962448189
40.625712946,-73.926596717
40.625716753,-73.990266212
40.62572813,-73.998220395
40.62573485,-73.981252907
40.625736364,-73.99821319
40.625736538,-73.913184805
40.625752702,-73.956104267
40.62575815,-73.993443559
40.62576634,-73.912669617
40.625768057,-73.946954055
40.625773572,-73.947008087
40.62577628,-73.911311483
40.625776368,-74.016488374
40.625779233,-73.984372609
40.625781796,-73.946986466
40.625783267,-73.913274805
40.625785275,-73.928124074
40.625796579,-73.993486784
40.625800981,-73.982895602
40.625806687,-73.984419434
40.625814829,-73.941521532
40.625815795,-73.993519204
40.625823381,-73.927612485
40.62582378,-73.990039243
40.625826485,-74.010414666
40.625852156,-73.977261364
40.625864192,-73.98344676
40.625866045,-73.934687645
40.625878476,-73.962484118
40.625878686,-73.99015091
40.625879107,-73.999708202
40.62589241,-73.990150908
40.625894105,-73.940891034
40.625903565,-74.007521912
40.625912037,-73.943809003
40.625938024,-73.981623902
40.625948166,-73.913555582
40.62595083,-74.034349368
40.625972416,-74.001822841
40.625977754,-73.993821795
40.625996762,-73.990756105
40.626007375,-74.028297275
40.626013827,-73.975928401
40.626023225,-73.946741308
40.626028493,-74.031528686
40.626031121,-73.980262149
40.626042849,-73.941921205
40.626043749,-74.003249415
40.626051216,-73.911905523
40.626053512,-73.960599935
40.62605492,-73.975553731
40.626067712,-73.911941526
40.626084194,-73.986667303
40.626086259,-73.940926889
40.626092606,-73.942620039
40.626099865,-73.900863916
40.626104879,-74.021690406
40.626112457,-73.975074583
40.626114554,-73.932493504
40.626136088,-73.941755411
40.626139081,-73.986598845
40.626141163,-73.926643078
40.626146462,-73.940573794
40.626150759,-73.995637419
40.626152641,-73.94192111
40.626161763,-73.974613449
40.626182498,-74.017165737
40.62618363,-73.994145997
40.62619969,-73.912240356
40.626257463,-73.912413199
40.626260619,-73.964425633
40.626265681,-73.912391573
40.626285255,-74.035790528
40.626302449,-74.021978668
40.626307276,-74.002075023
40.62631278,-73.998955284
40.626370686,-74.023898809
40.626371569,-73.914498882
40.626375692,-73.912679627
40.626375888,-73.997535908
40.62637699,-73.91079553
40.626381178,-73.912676017
40.626452828,-73.975150108
40.626473792,-73.970913584
40.626476242,-73.960693349
40.626477424,-73.912910052
40.626477469,-73.999218262
40.626493794,-73.928706912
40.626506755,-73.941992851
40.626510825,-73.939244154
40.626513425,-74.023852028
40.62652823,-73.911151974
40.62653293,-74.022400234
40.626556651,-73.990176028
40.626569862,-73.970920748
40.626580572,-73.901291898
40.626584548,-73.956564838
40.626587285,-73.956543221
40.626590918,-73.900556975
40.626600895,-74.025541625
40.626610578,-74.030826476
40.626633811,-73.994877263
40.626637993,-74.030948973
40.626642051,-74.025610088
40.626685928,-74.005836034
40.626697565,-74.022670476
40.626699768,-74.002691061
40.626701956,-73.962616947
40.626716772,-74.022702905
40.626730498,-74.0226885
40.626738298,-73.975207641
40.626749705,-74.022724531
40.626777091,-73.929654066
40.626804351,-73.92091798
40.626809324,-74.007835431
40.626826015,-73.996790174
40.626827325,-73.981551607
40.626833185,-73.936423104
40.626901208,-73.968009781
40.626907685,-73.954626481
40.626908393,-73.998436514
40.626909443,-73.930644615
40.626925811,-73.921926537
40.626930322,-73.996952282
40.626988716,-74.021615041
40.62700187,-73.899673748
40.62700446,-74.001610321
40.627006342,-73.961748572
40.627009182,-73.986620286
40.627038999,-73.922891878
40.627042886,-74.001671564
40.627043543,-73.966622747
40.627048451,-73.956654598
40.627048652,-73.976115359
40.627051164,-73.916720761
40.627051382,-73.97604691
40.627058066,-73.941221435
40.627115783,-74.039292617
40.627119821,-73.956668962
40.627129467,-73.969638009
40.627139231,-73.89981404
40.627139682,-73.978399321
40.627141752,-73.975066993
40.627147233,-73.975027364
40.627171697,-73.993104783
40.627171856,-73.996700095
40.627172559,-74.021917712
40.627180123,-73.9748112
40.627188447,-73.956683328
40.627212649,-73.942957713
40.627223574,-73.942849628
40.62722525,-74.018877202
40.6272436,-74.023556882
40.62725423,-74.002017412
40.627254872,-74.022079852
40.627270482,-74.00734194
40.627280611,-73.93646951
40.627333494,-73.948955815
40.627340716,-73.9410987
40.627348468,-73.979389948
40.627358236,-73.991519652
40.627392636,-74.019154644
40.627398951,-73.94802271
40.627400684,-73.940288078
40.627417079,-73.940147564
40.627422599,-73.979512411
40.627441925,-73.918114454
40.627448664,-73.902155222
40.627455903,-74.031089851
40.627466725,-74.019273549
40.627467748,-73.972296524
40.627467804,-73.96277503
40.627507974,-73.968614716
40.627513373,-74.019352818
40.627531059,-73.990262345
40.627531374,-73.938281348
40.627533706,-73.989170776
40.627542157,-73.991789819
40.627550275,-73.990291163
40.62756854,-73.926778406
40.627577489,-73.937272594
40.627584293,-73.96671254
40.62759161,-73.992470693
40.627605999,-73.913528217
40.627641211,-73.99655597
40.627656062,-74.019590628
40.627664215,-73.979933834
40.627682043,-73.990510899
40.627686182,-73.979984263
40.62769077,-73.956755052
40.627697652,-73.960631387
40.627701648,-73.999729809
40.627765991,-73.968639813
40.627770641,-74.023351723
40.627781969,-73.913931475
40.627791919,-73.943198589
40.627797468,-73.992456259
40.627808686,-74.001415803
40.627825412,-73.902994065
40.627836312,-73.965022817
40.627843644,-73.948105223
40.627863092,-73.932675465
40.627868827,-73.99236979
40.627873872,-73.927822812
40.627886494,-74.020340027
40.627895723,-73.932153062
40.627902846,-73.958732719
40.627918477,-73.99856258
40.627943268,-74.024760383
40.62797103,-74.023258126
40.627981604,-74.001718421
40.627981794,-73.975704333
40.628019205,-73.901714873
40.628032161,-73.91448955
40.628041947,-73.996447872
40.628054863,-73.901686
40.628062309,-73.946109231
40.628071802,-74.026860727
40.628085913,-74.001127603
40.628091377,-73.997316088
40.628096819,-73.995741766
40.628098765,-74.014201318
40.628130329,-73.90007554
40.628140527,-73.973593169
40.628150709,-74.015790062
40.628223285,-73.950046715
40.628264327,-73.999149792
40.628275284,-73.997586274
40.628280742,-73.996393821
40.628309421,-73.981000003
40.628327436,-73.997672734
40.628330781,-74.022328786
40.628333621,-73.945215573
40.628356572,-73.915198843
40.628356579,-73.984285543
40.628365195,-73.954693939
40.628365884,-74.000832196
40.628390451,-73.902535716
40.62843366,-73.971262181
40.628471238,-74.031954945
40.628480936,-74.007298842
40.628481835,-73.934695893
40.628489241,-74.006099181
