Store,Month,SalesPlan
12,2017-10-01 00:00:00.000,887207
12,2017-11-01 00:00:00.000,845185
12,2017-12-01 00:00:00.000,872040
12,2018-01-01 00:00:00.000,166320
12,2018-02-01 00:00:00.000,159570
12,2018-03-01 00:00:00.000,196710
12,2018-04-01 00:00:00.000,139390
12,2018-05-01 00:00:00.000,117420
12,2018-06-01 00:00:00.000,183570
12,2018-07-01 00:00:00.000,169510
12,2018-08-01 00:00:00.000,253330
12,2018-09-01 00:00:00.000,143100
12,2018-10-01 00:00:00.000,180960
12,2018-11-01 00:00:00.000,207400
12,2018-12-01 00:00:00.000,132060
12,2019-01-01 00:00:00.000,209563
12,2019-02-01 00:00:00.000,236100
12,2019-03-01 00:00:00.000,271450
12,2019-04-01 00:00:00.000,358900
12,2019-05-01 00:00:00.000,415070
12,2019-06-01 00:00:00.000,445020
12,2019-07-01 00:00:00.000,486460
12,2019-08-01 00:00:00.000,571063
12,2019-09-01 00:00:00.000,610357
12,2019-10-01 00:00:00.000,668292
12,2019-11-01 00:00:00.000,757624
12,2019-12-01 00:00:00.000,832060
12,2020-01-01 00:00:00.000,6092350
12,2020-02-01 00:00:00.000,5440450
12,2020-03-01 00:00:00.000,6263476
12,2020-04-01 00:00:00.000,6192253
12,2020-05-01 00:00:00.000,6178347
12,2020-06-01 00:00:00.000,6255528
12,2020-07-01 00:00:00.000,6255909
12,2020-08-01 00:00:00.000,6241716
12,2020-09-01 00:00:00.000,6189207
12,2020-10-01 00:00:00.000,6121633
12,2020-11-01 00:00:00.000,6219970
12,2020-12-01 00:00:00.000,6273310
