SalesOrderNumber,OrderDate,ProductKey,variable,value
SO43912,2017-08-29 00:00:00.000,324,Unit Price,419.46
SO48359,2018-12-22 00:00:00.000,464,Unit Price,14.13
SO65247,2020-03-19 00:00:00.000,576,Unit Price,1430.44
SO59073,2019-12-31 00:00:00.000,547,Unit Price,48.59
SO53524,2019-09-14 00:00:00.000,576,Unit Price,1430.44
SO53527,2019-09-14 00:00:00.000,359,Unit Price,1376.99
SO53488,2019-09-08 00:00:00.000,473,Unit Price,38.1
SO48034,2018-11-16 00:00:00.000,422,Unit Price,67.54
SO46344,2018-06-10 00:00:00.000,314,Unit Price,2146.96
SO51751,2019-08-13 00:00:00.000,552,Unit Price,54.89
SO65268,2020-03-22 00:00:00.000,560,Unit Price,728.91
SO69450,2020-05-11 00:00:00.000,584,Unit Price,323.99
SO44549,2017-11-22 00:00:00.000,347,Unit Price,2039.99
SO51164,2019-07-29 00:00:00.000,544,Unit Price,48.59
SO48347,2018-12-19 00:00:00.000,354,Unit Price,1242.85
SO51126,2019-07-15 00:00:00.000,572,Unit Price,334.06
SO63170,2020-02-10 00:00:00.000,592,Unit Price,338.99
SO49893,2019-04-30 00:00:00.000,373,Unit Price,1308.94
SO49844,2019-04-11 00:00:00.000,466,Unit Price,14.13
SO47001,2018-08-18 00:00:00.000,257,Unit Price,183.94
SO48056,2018-11-20 00:00:00.000,439,Unit Price,780.82
SO53460,2019-09-02 00:00:00.000,408,Unit Price,72.16
SO47395,2018-09-13 00:00:00.000,263,Unit Price,195.59
SO44514,2017-11-09 00:00:00.000,300,Unit Price,809.76
SO61175,2020-01-01 00:00:00.000,570,Unit Price,445.41
SO57035,2019-11-05 00:00:00.000,482,Unit Price,5.39
SO46992,2018-08-16 00:00:00.000,321,Unit Price,469.79
SO55253,2019-10-06 00:00:00.000,597,Unit Price,323.99
SO65310,2020-03-28 00:00:00.000,583,Unit Price,1020.59
SO51845,2019-08-27 00:00:00.000,490,Unit Price,32.39
SO69389,2020-05-01 00:00:00.000,483,Unit Price,72.0
SO59019,2019-12-19 00:00:00.000,483,Unit Price,72.0
SO44772,2017-12-21 00:00:00.000,334,Unit Price,419.46
SO61229,2020-01-20 00:00:00.000,474,Unit Price,41.99
SO50249,2019-05-15 00:00:00.000,242,Unit Price,780.82
SO49884,2019-04-26 00:00:00.000,381,Unit Price,600.26
SO58910,2019-12-01 00:00:00.000,400,Unit Price,37.15
SO53509,2019-09-11 00:00:00.000,472,Unit Price,38.1
SO58924,2019-12-03 00:00:00.000,562,Unit Price,1430.44
SO58925,2019-12-03 00:00:00.000,559,Unit Price,12.14
SO49484,2019-03-12 00:00:00.000,421,Unit Price,196.33
SO57069,2019-11-09 00:00:00.000,580,Unit Price,1020.59
SO46643,2018-07-16 00:00:00.000,233,Unit Price,28.84
SO44788,2017-12-27 00:00:00.000,307,Unit Price,722.59
SO51845,2019-08-27 00:00:00.000,477,Unit Price,2.99
SO50290,2019-05-23 00:00:00.000,325,Unit Price,469.79
SO51099,2019-07-06 00:00:00.000,603,Unit Price,72.89
SO57186,2019-11-29 00:00:00.000,517,Unit Price,31.58
SO57137,2019-11-20 00:00:00.000,525,Unit Price,158.43
SO44501,2017-11-06 00:00:00.000,317,Unit Price,874.79
SO46643,2018-07-16 00:00:00.000,343,Unit Price,469.79
SO51101,2019-07-08 00:00:00.000,287,Unit Price,202.33
SO65315,2020-03-29 00:00:00.000,357,Unit Price,1391.99
SO46671,2018-07-27 00:00:00.000,265,Unit Price,202.33
SO57113,2019-11-17 00:00:00.000,408,Unit Price,72.16
SO44525,2017-11-14 00:00:00.000,262,Unit Price,183.94
SO47366,2018-09-05 00:00:00.000,415,Unit Price,198.04
SO50745,2019-06-26 00:00:00.000,297,Unit Price,736.15
SO50282,2019-05-22 00:00:00.000,354,Unit Price,1242.85
SO49066,2019-02-06 00:00:00.000,368,Unit Price,1466.01
SO50746,2019-06-26 00:00:00.000,327,Unit Price,469.79
SO69406,2020-05-04 00:00:00.000,560,Unit Price,728.91
SO51711,2019-08-05 00:00:00.000,588,Unit Price,461.69
SO65252,2020-03-19 00:00:00.000,572,Unit Price,445.41
SO59014,2019-12-19 00:00:00.000,606,Unit Price,323.99
SO67325,2020-04-24 00:00:00.000,234,Unit Price,28.99
SO67339,2020-04-28 00:00:00.000,547,Unit Price,48.59
SO51124,2019-07-15 00:00:00.000,353,Unit Price,1345.59
SO48359,2018-12-22 00:00:00.000,383,Unit Price,600.26
SO44114,2017-09-23 00:00:00.000,332,Unit Price,419.46
SO51131,2019-07-17 00:00:00.000,488,Unit Price,31.31
SO69437,2020-05-09 00:00:00.000,515,Unit Price,16.27
SO47065,2018-08-29 00:00:00.000,448,Unit Price,11.99
SO46671,2018-07-27 00:00:00.000,459,Unit Price,53.99
SO51753,2019-08-13 00:00:00.000,481,Unit Price,5.39
SO47666,2018-10-03 00:00:00.000,458,Unit Price,44.99
SO44297,2017-10-13 00:00:00.000,232,Unit Price,28.84
SO47411,2018-09-16 00:00:00.000,367,Unit Price,647.99
SO49162,2019-02-28 00:00:00.000,331,Unit Price,469.79
SO46629,2018-07-10 00:00:00.000,371,Unit Price,1308.94
SO57122,2019-11-18 00:00:00.000,225,Unit Price,4.94
SO51139,2019-07-18 00:00:00.000,560,Unit Price,728.91
SO65221,2020-03-12 00:00:00.000,234,Unit Price,29.99
SO53474,2019-09-05 00:00:00.000,521,Unit Price,16.27
SO63209,2020-02-17 00:00:00.000,603,Unit Price,72.89
SO57029,2019-11-04 00:00:00.000,484,Unit Price,4.77
SO51081,2019-07-01 00:00:00.000,600,Unit Price,323.99
SO51729,2019-08-07 00:00:00.000,482,Sales,37.73
SO69532,2020-05-27 00:00:00.000,515,Sales,16.27
SO55259,2019-10-08 00:00:00.000,561,Sales,1430.44
SO51751,2019-08-13 00:00:00.000,225,Sales,93.86
SO69521,2020-05-23 00:00:00.000,497,Sales,602.35
SO63164,2020-02-09 00:00:00.000,576,Sales,1430.44
SO69479,2020-05-15 00:00:00.000,488,Sales,129.56
SO61210,2020-01-14 00:00:00.000,484,Sales,14.31
SO63279,2020-02-26 00:00:00.000,583,Sales,2041.18
SO46101,2018-05-30 00:00:00.000,264,Sales,183.94
SO51818,2019-08-22 00:00:00.000,597,Sales,323.99
SO58932,2019-12-04 00:00:00.000,471,Sales,441.96
SO46626,2018-07-09 00:00:00.000,221,Sales,50.46
SO43912,2017-08-29 00:00:00.000,324,Sales,2097.3
SO48359,2018-12-22 00:00:00.000,464,Sales,56.52
SO65247,2020-03-19 00:00:00.000,576,Sales,5721.76
SO59073,2019-12-31 00:00:00.000,547,Sales,48.59
SO53524,2019-09-14 00:00:00.000,576,Sales,5721.76
SO53527,2019-09-14 00:00:00.000,359,Sales,9638.93
SO53488,2019-09-08 00:00:00.000,473,Sales,38.1
SO48034,2018-11-16 00:00:00.000,422,Sales,405.24
SO46344,2018-06-10 00:00:00.000,314,Sales,4293.92
SO51751,2019-08-13 00:00:00.000,552,Sales,548.9
SO65268,2020-03-22 00:00:00.000,560,Sales,1457.82
SO69450,2020-05-11 00:00:00.000,584,Sales,971.97
SO44549,2017-11-22 00:00:00.000,347,Sales,6119.97
SO51164,2019-07-29 00:00:00.000,544,Sales,48.59
SO48347,2018-12-19 00:00:00.000,354,Sales,3728.55
SO51126,2019-07-15 00:00:00.000,572,Sales,4676.84
SO63170,2020-02-10 00:00:00.000,592,Sales,677.98
SO49893,2019-04-30 00:00:00.000,373,Sales,1308.94
SO49844,2019-04-11 00:00:00.000,466,Sales,28.26
SO47001,2018-08-18 00:00:00.000,257,Sales,919.7
SO48056,2018-11-20 00:00:00.000,439,Sales,4684.92
SO53460,2019-09-02 00:00:00.000,408,Sales,72.16
SO47395,2018-09-13 00:00:00.000,263,Sales,2347.08
SO44514,2017-11-09 00:00:00.000,300,Sales,809.76
SO61175,2020-01-01 00:00:00.000,570,Sales,445.41
SO57035,2019-11-05 00:00:00.000,482,Sales,37.73
SO46992,2018-08-16 00:00:00.000,321,Sales,1409.37
SO55253,2019-10-06 00:00:00.000,597,Sales,647.98
SO65310,2020-03-28 00:00:00.000,583,Sales,2041.18
SO51845,2019-08-27 00:00:00.000,490,Sales,194.34
SO69389,2020-05-01 00:00:00.000,483,Sales,72.0
SO59019,2019-12-19 00:00:00.000,483,Sales,288.0
SO44772,2017-12-21 00:00:00.000,334,Sales,838.92
SO61229,2020-01-20 00:00:00.000,474,Sales,209.95
SO50249,2019-05-15 00:00:00.000,242,Sales,1561.64
SO49884,2019-04-26 00:00:00.000,381,Sales,2401.04
SO58910,2019-12-01 00:00:00.000,400,Sales,111.45
SO53509,2019-09-11 00:00:00.000,472,Sales,76.2
SO58924,2019-12-03 00:00:00.000,562,Sales,1430.44
SO58925,2019-12-03 00:00:00.000,559,Sales,12.14
SO49484,2019-03-12 00:00:00.000,421,Sales,196.33
SO57069,2019-11-09 00:00:00.000,580,Sales,3061.77
SO46643,2018-07-16 00:00:00.000,233,Sales,86.52
SO44788,2017-12-27 00:00:00.000,307,Sales,2167.77
SO51845,2019-08-27 00:00:00.000,477,Sales,20.93
SO50290,2019-05-23 00:00:00.000,325,Sales,1879.16
SO51099,2019-07-06 00:00:00.000,603,Sales,145.78
SO57186,2019-11-29 00:00:00.000,517,Sales,221.06
SO57137,2019-11-20 00:00:00.000,525,Sales,475.29
SO44501,2017-11-06 00:00:00.000,317,Sales,1749.58
SO46643,2018-07-16 00:00:00.000,343,Sales,3758.32
SO51101,2019-07-08 00:00:00.000,287,Sales,404.66
SO65315,2020-03-29 00:00:00.000,357,Sales,5567.96
SO46671,2018-07-27 00:00:00.000,265,Sales,202.33
SO57113,2019-11-17 00:00:00.000,408,Sales,144.32
SO44525,2017-11-14 00:00:00.000,262,Sales,183.94
SO47366,2018-09-05 00:00:00.000,415,Sales,792.16
SO50745,2019-06-26 00:00:00.000,297,Sales,1472.3
SO50282,2019-05-22 00:00:00.000,354,Sales,3728.55
SO49066,2019-02-06 00:00:00.000,368,Sales,5864.04
SO50746,2019-06-26 00:00:00.000,327,Sales,1879.16
SO69406,2020-05-04 00:00:00.000,560,Sales,728.91
SO51711,2019-08-05 00:00:00.000,588,Sales,461.69
SO65252,2020-03-19 00:00:00.000,572,Sales,2672.46
SO59014,2019-12-19 00:00:00.000,606,Sales,1619.95
SO67325,2020-04-24 00:00:00.000,234,Sales,405.86
SO67339,2020-04-28 00:00:00.000,547,Sales,145.77
SO51124,2019-07-15 00:00:00.000,353,Sales,18838.26
SO48359,2018-12-22 00:00:00.000,383,Sales,3001.3
SO44114,2017-09-23 00:00:00.000,332,Sales,838.92
SO51131,2019-07-17 00:00:00.000,488,Sales,375.72
SO69437,2020-05-09 00:00:00.000,515,Sales,65.08
SO47065,2018-08-29 00:00:00.000,448,Sales,47.96
SO46671,2018-07-27 00:00:00.000,459,Sales,323.94
SO51753,2019-08-13 00:00:00.000,481,Sales,21.56
SO47666,2018-10-03 00:00:00.000,458,Sales,44.99
SO44297,2017-10-13 00:00:00.000,232,Sales,28.84
SO47411,2018-09-16 00:00:00.000,367,Sales,1943.97
SO49162,2019-02-28 00:00:00.000,331,Sales,939.58
SO46629,2018-07-10 00:00:00.000,371,Sales,9162.58
SO57122,2019-11-18 00:00:00.000,225,Sales,79.04
SO51139,2019-07-18 00:00:00.000,560,Sales,1457.82
SO65221,2020-03-12 00:00:00.000,234,Sales,59.98
SO53474,2019-09-05 00:00:00.000,521,Sales,32.54
SO63209,2020-02-17 00:00:00.000,603,Sales,72.89
SO57029,2019-11-04 00:00:00.000,484,Sales,19.08
SO51081,2019-07-01 00:00:00.000,600,Sales,323.99
SO51729,2019-08-07 00:00:00.000,482,Cost,23.54
SO69532,2020-05-27 00:00:00.000,515,Cost,12.04
SO55259,2019-10-08 00:00:00.000,561,Cost,1481.94
SO51751,2019-08-13 00:00:00.000,225,Cost,131.52
SO69521,2020-05-23 00:00:00.000,497,Cost,601.74
SO63164,2020-02-09 00:00:00.000,576,Cost,1481.94
SO69479,2020-05-15 00:00:00.000,488,Cost,166.29
SO61210,2020-01-14 00:00:00.000,484,Cost,8.92
SO63279,2020-02-26 00:00:00.000,583,Cost,2165.02
SO46101,2018-05-30 00:00:00.000,264,Cost,181.49
SO51818,2019-08-22 00:00:00.000,597,Cost,294.58
SO58932,2019-12-04 00:00:00.000,471,Cost,284.99
SO46626,2018-07-09 00:00:00.000,221,Cost,41.63
SO43912,2017-08-29 00:00:00.000,324,Cost,2065.73
SO48359,2018-12-22 00:00:00.000,464,Cost,38.85
SO65247,2020-03-19 00:00:00.000,576,Cost,5927.75
SO59073,2019-12-31 00:00:00.000,547,Cost,35.96
SO53524,2019-09-14 00:00:00.000,576,Cost,5927.75
SO53527,2019-09-14 00:00:00.000,359,Cost,8763.87
SO53488,2019-09-08 00:00:00.000,473,Cost,23.75
SO48034,2018-11-16 00:00:00.000,422,Cost,299.87
SO46344,2018-06-10 00:00:00.000,314,Cost,4342.59
SO51751,2019-08-13 00:00:00.000,552,Cost,406.22
SO65268,2020-03-22 00:00:00.000,560,Cost,1510.3
SO69450,2020-05-11 00:00:00.000,584,Cost,1030.95
SO44549,2017-11-22 00:00:00.000,347,Cost,5736.46
SO51164,2019-07-29 00:00:00.000,544,Cost,35.96
SO48347,2018-12-19 00:00:00.000,354,Cost,3353.57
SO51126,2019-07-15 00:00:00.000,572,Cost,6460.23
SO63170,2020-02-10 00:00:00.000,592,Cost,616.44
SO49893,2019-04-30 00:00:00.000,373,Cost,1320.68
SO49844,2019-04-11 00:00:00.000,466,Cost,19.43
SO47001,2018-08-18 00:00:00.000,257,Cost,850.71
SO48056,2018-11-20 00:00:00.000,439,Cost,4333.54
SO53460,2019-09-02 00:00:00.000,408,Cost,53.4
SO47395,2018-09-13 00:00:00.000,263,Cost,2245.89
SO44514,2017-11-09 00:00:00.000,300,Cost,699.09
SO61175,2020-01-01 00:00:00.000,570,Cost,461.44
SO57035,2019-11-05 00:00:00.000,482,Cost,23.54
SO46992,2018-08-16 00:00:00.000,321,Cost,1460.12
SO55253,2019-10-06 00:00:00.000,597,Cost,589.16
SO65310,2020-03-28 00:00:00.000,583,Cost,2165.02
SO51845,2019-08-27 00:00:00.000,490,Cost,249.43
SO69389,2020-05-01 00:00:00.000,483,Cost,44.88
SO59019,2019-12-19 00:00:00.000,483,Cost,179.52
SO44772,2017-12-21 00:00:00.000,334,Cost,826.29
SO61229,2020-01-20 00:00:00.000,474,Cost,130.88
SO50249,2019-05-15 00:00:00.000,242,Cost,1444.51
SO49884,2019-04-26 00:00:00.000,381,Cost,2422.6
SO58910,2019-12-01 00:00:00.000,400,Cost,82.48
SO53509,2019-09-11 00:00:00.000,472,Cost,47.5
SO58924,2019-12-03 00:00:00.000,562,Cost,1481.94
SO58925,2019-12-03 00:00:00.000,559,Cost,8.99
SO49484,2019-03-12 00:00:00.000,421,Cost,145.28
SO57069,2019-11-09 00:00:00.000,580,Cost,3247.53
SO46643,2018-07-16 00:00:00.000,233,Cost,87.24
SO44788,2017-12-27 00:00:00.000,307,Cost,1871.52
SO51845,2019-08-27 00:00:00.000,477,Cost,13.06
SO50290,2019-05-23 00:00:00.000,325,Cost,1946.83
SO51099,2019-07-06 00:00:00.000,603,Cost,107.88
SO57186,2019-11-29 00:00:00.000,517,Cost,163.61
SO57137,2019-11-20 00:00:00.000,525,Cost,433.78
SO44501,2017-11-06 00:00:00.000,317,Cost,1769.42
SO46643,2018-07-16 00:00:00.000,343,Cost,3893.65
SO51101,2019-07-08 00:00:00.000,287,Cost,409.25
SO65315,2020-03-29 00:00:00.000,357,Cost,5062.48
SO46671,2018-07-27 00:00:00.000,265,Cost,187.16
SO57113,2019-11-17 00:00:00.000,408,Cost,106.8
SO44525,2017-11-14 00:00:00.000,262,Cost,181.49
SO47366,2018-09-05 00:00:00.000,415,Cost,586.19
SO50745,2019-06-26 00:00:00.000,297,Cost,1307.39
SO50282,2019-05-22 00:00:00.000,354,Cost,3353.57
SO49066,2019-02-06 00:00:00.000,368,Cost,6075.15
SO50746,2019-06-26 00:00:00.000,327,Cost,1946.83
SO69406,2020-05-04 00:00:00.000,560,Cost,755.15
SO51711,2019-08-05 00:00:00.000,588,Cost,419.78
SO65252,2020-03-19 00:00:00.000,572,Cost,2768.67
SO59014,2019-12-19 00:00:00.000,606,Cost,1718.25
SO67325,2020-04-24 00:00:00.000,234,Cost,538.89
SO67339,2020-04-28 00:00:00.000,547,Cost,107.88
SO51124,2019-07-15 00:00:00.000,353,Cost,17718.67
SO48359,2018-12-22 00:00:00.000,383,Cost,3028.25
SO44114,2017-09-23 00:00:00.000,332,Cost,826.29
SO51131,2019-07-17 00:00:00.000,488,Cost,498.87
SO69437,2020-05-09 00:00:00.000,515,Cost,48.17
SO47065,2018-08-29 00:00:00.000,448,Cost,32.98
SO46671,2018-07-27 00:00:00.000,459,Cost,222.73
SO51753,2019-08-13 00:00:00.000,481,Cost,13.45
SO47666,2018-10-03 00:00:00.000,458,Cost,30.93
SO44297,2017-10-13 00:00:00.000,232,Cost,31.72
SO47411,2018-09-16 00:00:00.000,367,Cost,1795.31
SO49162,2019-02-28 00:00:00.000,331,Cost,973.41
SO46629,2018-07-10 00:00:00.000,371,Cost,9244.79
SO57122,2019-11-18 00:00:00.000,225,Cost,110.76
SO51139,2019-07-18 00:00:00.000,560,Cost,1510.3
SO65221,2020-03-12 00:00:00.000,234,Cost,76.98
SO53474,2019-09-05 00:00:00.000,521,Cost,24.08
SO63209,2020-02-17 00:00:00.000,603,Cost,53.94
SO57029,2019-11-04 00:00:00.000,484,Cost,11.89
SO51081,2019-07-01 00:00:00.000,600,Cost,294.58
