SKFact,SKCasualty_Type,SKDate,SKGender,SKAge_Band,SKCasualty_Severity,Number_of_Casualties,create_date,update_date
42319,1,614,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
42359,1,617,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
42408,1,621,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
42442,1,623,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
42475,1,625,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
42487,1,626,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
42504,1,627,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
42546,1,630,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
42583,1,633,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
42654,1,639,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
42725,1,644,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
42756,1,646,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
42773,1,647,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
42796,1,649,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
42858,1,654,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
42924,1,659,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
42930,1,660,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
42953,1,662,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
42968,1,663,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
43028,1,667,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
43054,1,669,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
43077,1,671,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
43092,1,672,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
43114,1,674,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
43126,1,675,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
43149,1,677,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
43192,1,680,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
43227,1,683,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
43276,1,687,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
43303,1,689,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
43329,1,691,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
43391,1,696,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
43405,1,697,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
43417,1,698,1,5,3,1,2021-12-06 10:43:37.826,2021-12-06 10:43:37.826
47829,1,1012,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
47859,1,1014,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
47879,1,1015,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
47931,1,1018,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
47947,1,1019,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
47999,1,1022,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48022,1,1023,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48077,1,1027,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48095,1,1028,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48140,1,1030,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48181,1,1032,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48219,1,1034,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48268,1,1037,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48305,1,1039,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48381,1,1044,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48394,1,1045,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48466,1,1049,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48485,1,1050,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48541,1,1053,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48582,1,1055,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48637,1,1058,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48656,1,1059,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48752,1,1065,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48824,1,1069,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48841,1,1070,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48907,1,1073,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48961,1,1076,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48993,1,1078,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49027,1,1080,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49060,1,1082,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49129,1,1086,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49148,1,1087,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49168,1,1088,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49250,1,1093,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49270,1,1094,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49287,1,1095,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49341,1,1098,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49417,1,1102,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49435,1,1103,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49470,1,1105,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49506,1,1107,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49544,1,1109,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49559,1,1110,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49610,1,1114,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49648,1,1116,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49676,1,1118,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49763,1,1123,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49773,1,1124,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49786,1,1125,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49805,1,1126,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49827,1,1127,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49846,1,1128,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49863,1,1129,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49982,1,1135,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50026,1,1138,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50056,1,1140,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50108,1,1143,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50211,1,1149,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50247,1,1151,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50278,1,1153,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50363,1,1158,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50412,1,1161,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50480,1,1165,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50499,1,1166,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50516,1,1167,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50532,1,1168,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50732,1,1178,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50802,1,1182,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50841,1,1184,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50885,1,1186,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50960,1,1190,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50998,1,1192,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51031,1,1194,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51177,1,1203,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51194,1,1204,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51247,1,1207,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51269,1,1208,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51286,1,1209,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51363,1,1213,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51380,1,1214,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51396,1,1215,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51471,1,1219,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51522,1,1222,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51543,1,1223,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51623,1,1227,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51776,1,1236,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51811,1,1238,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51859,1,1241,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51880,1,1242,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51895,1,1243,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51914,1,1244,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51930,1,1245,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51969,1,1247,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51992,1,1248,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52082,1,1253,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52219,1,1261,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52238,1,1262,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52250,1,1263,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52260,1,1264,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52305,1,1267,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52368,1,1271,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52492,1,1279,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52515,1,1280,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52589,1,1284,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52657,1,1288,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52677,1,1289,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52692,1,1290,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52738,1,1293,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52756,1,1294,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52779,1,1295,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52822,1,1298,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52839,1,1299,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52889,1,1302,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52934,1,1305,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52970,1,1307,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
53005,1,1309,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
53058,1,1312,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
53109,1,1315,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
53129,1,1316,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
53151,1,1317,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
53166,1,1318,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
53270,1,1324,1,5,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
47900,1,175,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
47914,1,176,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48052,1,184,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48121,1,188,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48166,1,190,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48205,1,192,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48221,1,193,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48255,1,195,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48352,1,201,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48413,1,205,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48468,1,208,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48489,1,209,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48583,1,214,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48678,1,219,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48691,1,220,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48707,1,221,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48766,1,225,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
48891,1,231,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49011,1,238,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49112,1,244,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49151,1,246,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49187,1,248,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49217,1,250,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49233,1,251,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49306,1,255,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49402,1,260,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49420,1,261,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49546,1,268,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49585,1,271,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49630,1,274,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49651,1,275,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49679,1,277,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49716,1,279,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49887,1,289,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49960,1,293,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
49987,1,294,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50004,1,295,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50027,1,297,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50074,1,300,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50110,1,302,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50232,1,309,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50251,1,310,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50298,1,313,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50381,1,318,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50450,1,322,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50465,1,323,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50483,1,324,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50500,1,325,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50518,1,326,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50627,1,331,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50644,1,332,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50692,1,335,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50733,1,337,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50750,1,338,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50804,1,341,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50866,1,344,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50889,1,345,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50927,1,347,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50941,1,348,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
50999,1,351,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51048,1,354,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51109,1,357,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51367,1,372,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51382,1,373,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51397,1,374,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51430,1,376,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51450,1,377,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51492,1,379,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51527,1,381,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51657,1,388,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51673,1,389,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51691,1,390,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51714,1,391,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51731,1,392,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51752,1,393,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51779,1,395,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51900,1,402,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51917,1,403,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
51974,1,406,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52015,1,408,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52050,1,410,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52170,1,417,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52307,1,426,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52323,1,427,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52402,1,432,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52414,1,433,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52445,1,435,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52532,1,440,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52576,1,442,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52610,1,444,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52627,1,445,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52643,1,446,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52659,1,447,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52680,1,448,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52723,1,451,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52760,1,453,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52796,1,455,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
52971,1,466,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
53025,1,469,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
53077,1,472,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
53095,1,473,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
53112,1,474,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
53198,1,479,1,7,3,1,2021-12-06 10:43:37.876,2021-12-06 10:43:37.876
53292,1,484,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
53360,1,488,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
53400,1,490,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
53419,1,491,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
53504,1,496,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
53568,1,500,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
53597,1,502,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
53615,1,503,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
53711,1,510,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
53732,1,511,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
53748,1,512,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
53764,1,513,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
53778,1,514,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
53806,1,516,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
53930,1,524,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
53954,1,525,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
53977,1,526,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
53990,1,527,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
54009,1,528,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
54027,1,529,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
54048,1,530,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
54067,1,531,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
54108,1,533,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
54128,1,534,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
54151,1,535,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
54165,1,536,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
54312,1,544,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
54364,1,547,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
54398,1,549,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
54429,1,551,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
54496,1,555,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
54509,1,556,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
54545,1,558,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
54565,1,559,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
54583,1,560,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
54602,1,561,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
54616,1,562,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
54636,1,563,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
54665,1,565,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
54698,1,567,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
54742,1,570,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
54769,1,572,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
54807,1,574,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
54910,1,581,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
54924,1,582,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
54948,1,584,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
54993,1,587,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
55046,1,590,1,7,3,1,2021-12-06 10:43:37.880,2021-12-06 10:43:37.880
