TICKET_NMBR,PARENT_SERVICE,service,org_id,ASSIGNED_GROUP,OPEN_DATE,CLOSE_DATE,PRIORITY,STATUS,ACTUAL_COMPLETION_HRS,BUSINESS_COMPLETION_HRS,AGING,CLASS_STRUCTURE_ID,class_structure,CLASSIFICATION_ID,classification,EXTERNAL_SYSTEM,GLOBAL_TICKET_ID,CLOSURE_CODE,LAST_MODIFIED_DATE
"IN10067032","GC WAN","GC WAN","1342","NW000459","16OCT2017:11:00:41","18OCT2017:10:45:57","Medium","CLOSED",47.75,19.75,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","29OCT2017:05:30:10"
"IN10067249","GC WAN","GC WAN","1342","NW000459","18OCT2017:04:52:05","18OCT2017:08:20:08","Medium","CLOSED",3.47,1.33,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","29OCT2017:05:30:20"
"IN10067250","GC WAN","GC WAN","1342","NW000459","18OCT2017:04:55:15","18OCT2017:08:09:43","Medium","CLOSED",3.24,1.15,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","29OCT2017:05:30:20"
"IN10067251","GC WAN","GC WAN","1342","NW000459","18OCT2017:06:49:15","19OCT2017:09:55:31","Medium","CLOSED",27.1,12.92,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","30OCT2017:05:30:15"
"IN10069521","GC WAN","GC WAN","1342","NW000459","11NOV2017:04:07:33","12NOV2017:10:17:56","Medium","CLOSED",30.17,0,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","23NOV2017:05:30:00"
"IN10069646","GC WAN","GC WAN","1342","NW000459","13NOV2017:12:38:10","13NOV2017:12:57:41","Medium","CLOSED",0.33,0,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","24NOV2017:05:30:02"
"IN10069789","GC WAN","GC WAN","1342","NW000459","15NOV2017:02:13:37","15NOV2017:08:21:29","Medium","CLOSED",6.13,1.35,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","26NOV2017:05:30:15"
"IN10069918","GC WAN","GC WAN","1342","NW000459","16NOV2017:05:11:58","16NOV2017:07:05:55","Medium","CLOSED",1.9,0.08,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","27NOV2017:05:30:42"
"IN10070170","GC WAN","GC WAN","1342","NW000459","19NOV2017:05:56:36","20NOV2017:10:17:28","Medium","CLOSED",28.35,3.28,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","01DEC2017:05:30:10"
"IN10071060","GC WAN","GC WAN","1342","NW000459","28NOV2017:17:20:30","30NOV2017:09:35:54","Medium","CLOSED",40.26,12.58,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","11DEC2017:05:30:10"
"IN10071361","GC WAN","GC WAN","1342","NW000459","01DEC2017:05:16:19","01DEC2017:07:47:16","Medium","CLOSED",2.52,0.78,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","12DEC2017:05:30:11"
"IN10071407","GC WAN","GC WAN","1342","NW000459","01DEC2017:13:43:45","01DEC2017:20:31:12","Medium","CLOSED",6.79,3.28,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","12DEC2017:05:30:12"
"IN10071523","GC WAN","GC WAN","1342","NW000459","03DEC2017:07:50:23","05DEC2017:12:52:37","Medium","CLOSED",53.04,15.87,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","16DEC2017:05:30:17"
"IN10072406","GC WAN","GC WAN","1342","NW000459","11DEC2017:12:45:54","11DEC2017:13:34:10","Medium","CLOSED",0.8,0.82,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","22DEC2017:05:30:25"
"IN10072796","GC WAN","GC WAN","1342","NW000459","14DEC2017:19:29:59","19DEC2017:10:49:22","Medium","CLOSED",111.32,23.82,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","30DEC2017:05:30:13"
"IN10073126","GC WAN","GC WAN","1342","NW000459","18DEC2017:16:34:07","19DEC2017:08:20:16","Medium","CLOSED",15.77,1.76,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","30DEC2017:05:30:17"
"IN10073294","GC WAN","GC WAN","1342","NW000459","20DEC2017:13:19:03","20DEC2017:19:08:20","Medium","CLOSED",5.82,3.68,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","31DEC2017:05:30:19"
"IN10073610","GC WAN","GC WAN","1342","NW000459","26DEC2017:02:07:31","27DEC2017:07:34:45","Medium","CLOSED",29.45,0.57,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","07JAN2018:05:30:09"
"IN10073834","GC WAN","GC WAN","1342","NW000459","29DEC2017:20:11:55","02JAN2018:07:20:18","Medium","CLOSED",83.14,0.33,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","13JAN2018:05:30:17"
"IN10073839","GC WAN","GC WAN","1342","NW000459","29DEC2017:22:49:23","02JAN2018:07:16:06","Medium","CLOSED",80.45,0.27,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","13JAN2018:05:30:23"
"IN10093750","GC WAN","GC WAN","1342","NW000459","02JUL2018:04:20:25","04JUL2018:07:26:52","Medium","CLOSED",51.11,10.43,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","04JUL2018:09:42:43"
"IN10094601","GC WAN","GC WAN","1342","NW000459","10JUL2018:03:37:05","10JUL2018:07:14:59","Medium","CLOSED",3.63,0.23,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","21JUL2018:05:30:15"
"IN10097256","GC WAN","GC WAN","1342","NW000459","30JUL2018:06:22:34","01AUG2018:14:35:32","Medium","CLOSED",56.22,27.58,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","12AUG2018:05:30:05"
"IN10098178","GC WAN","GC WAN","1342","NW000459","06AUG2018:19:39:26","07AUG2018:08:45:48","Medium","CLOSED",13.11,1.75,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","18AUG2018:05:30:16"
"IN10098679","GC WAN","GC WAN","1342","NW000459","10AUG2018:04:33:08","10AUG2018:09:28:45","Medium","CLOSED",4.93,2.47,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","21AUG2018:05:30:10"
"IN10098783","GC WAN","GC WAN","1342","NW000459","10AUG2018:17:58:32","13AUG2018:08:31:21","Medium","CLOSED",62.55,1.52,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","24AUG2018:05:30:21"
"IN10099015","GC WAN","GC WAN","1342","NW000459","13AUG2018:14:45:27","13AUG2018:15:14:14","Medium","CLOSED",0.48,0.48,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","24AUG2018:05:30:08"
"IN10099377","GC WAN","GC WAN","1342","NW000459","16AUG2018:02:02:19","16AUG2018:07:28:20","Medium","CLOSED",5.43,0.47,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","26AUG2018:07:51:03"
"IN10099727","GC WAN","GC WAN","1342","NW000459","19AUG2018:08:06:00","19AUG2018:13:21:42","Medium","CLOSED",5.26,0,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","30AUG2018:05:30:00"
"IN10100293","GC WAN","GC WAN","1342","NW000459","23AUG2018:16:51:06","24AUG2018:07:13:52","Medium","CLOSED",14.38,0.37,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","04SEP2018:05:30:05"
"IN10100538","GC WAN","GC WAN","1342","NW000459","26AUG2018:09:38:30","27AUG2018:07:45:31","Medium","CLOSED",22.12,0.75,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","07SEP2018:05:30:08"
"IN10100571","GC WAN","GC WAN","1342","NW000459","26AUG2018:20:23:38","29AUG2018:14:47:11","Medium","CLOSED",66.39,27.78,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","09SEP2018:05:30:04"
"IN10100650","GC WAN","GC WAN","1342","NW000459","27AUG2018:12:46:25","27AUG2018:14:01:42","Medium","CLOSED",1.25,1.25,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","07SEP2018:05:30:07"
"IN10102537","GC WAN","GC WAN","1342","NW000459","12SEP2018:07:38:39","12SEP2018:09:23:48","Medium","CLOSED",1.75,1.75,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","23SEP2018:05:30:11"
"IN10103602","GC WAN","GC WAN","1342","NW000459","19SEP2018:17:17:23","20SEP2018:09:45:25","Medium","CLOSED",16.47,2.75,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","01OCT2018:05:30:19"
"IN10104011","GC WAN","GC WAN","1342","NW000459","21SEP2018:20:37:43","26SEP2018:10:57:06","Medium","CLOSED",110.32,23.95,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","07OCT2018:12:28:42"
"IN10104117","GC WAN","GC WAN","1342","NW000459","22SEP2018:12:19:18","27SEP2018:10:35:50","Medium","CLOSED",118.28,33.58,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","07OCT2018:12:29:01"
"IN10104763","GC WAN","GC WAN","1342","NW000459","26SEP2018:21:01:38","27SEP2018:07:40:52","Medium","CLOSED",10.65,0.67,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","07OCT2018:12:28:30"
"IN10106340","GC WAN","GC WAN","1342","NW000459","06OCT2018:07:45:36","09OCT2018:07:05:41","Medium","CLOSED",71.33,0.08,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","20OCT2018:05:30:13"
"IN10106926","GC WAN","GC WAN","1342","NW000459","10OCT2018:10:34:12","11OCT2018:08:20:00","Medium","CLOSED",21.76,7.76,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","22OCT2018:05:30:09"
"IN10107816","GC WAN","GC WAN","1342","NW000459","15OCT2018:23:54:15","16OCT2018:08:07:17","Medium","CLOSED",8.22,1.12,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","27OCT2018:05:30:18"
"IN10107829","GC WAN","GC WAN","1342","NW000459","16OCT2018:04:08:16","16OCT2018:08:19:17","Medium","CLOSED",4.18,1.32,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","27OCT2018:05:30:16"
"IN10109455","GC WAN","GC WAN","1342","NW000459","25OCT2018:03:01:23","25OCT2018:06:47:55","Medium","CLOSED",3.78,0,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","05NOV2018:05:30:12"
"IN10110206","GC WAN","GC WAN","1342","NW000459","30OCT2018:00:06:48","30OCT2018:09:05:33","Medium","CLOSED",8.98,2.08,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","10NOV2018:05:30:21"
"IN10110389","GC WAN","GC WAN","1342","NW000459","30OCT2018:23:00:22","31OCT2018:07:22:05","Medium","CLOSED",8.36,0.37,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","11NOV2018:05:30:32"
"IN10112021","GC WAN","GC WAN","1342","NW000459","09NOV2018:19:44:36","13NOV2018:08:06:24","Medium","CLOSED",84.36,1.1,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","24NOV2018:05:30:43"
"IN10112671","GC WAN","GC WAN","1342","NW000459","14NOV2018:01:54:24","14NOV2018:06:54:22","Medium","CLOSED",5,0,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","25NOV2018:05:30:17"
"IN10112672","GC WAN","GC WAN","1342","NW000459","14NOV2018:01:57:16","14NOV2018:06:51:45","Medium","CLOSED",4.91,0,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","25NOV2018:05:30:27"
"IN10113156","GC WAN","GC WAN","1342","NW000459","16NOV2018:20:01:08","19NOV2018:07:16:38","Medium","CLOSED",59.26,0.27,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","30NOV2018:05:30:41"
"IN10114367","GC WAN","GC WAN","1342","NW000459","26NOV2018:11:27:55","27NOV2018:07:28:06","Medium","CLOSED",20,6.02,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","08DEC2018:05:30:17"
"IN10114924","GC WAN","GC WAN","1342","NW000459","29NOV2018:09:59:47","29NOV2018:14:14:21","Medium","CLOSED",4.24,4.25,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","10DEC2018:05:30:17"
"IN10115299","GC WAN","GC WAN","1342","NW000459","01DEC2018:10:44:49","03DEC2018:07:45:00","Medium","CLOSED",45,0.75,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","14DEC2018:05:30:45"
"IN10115314","GC WAN","GC WAN","1342","NW000459","01DEC2018:13:19:28","03DEC2018:07:32:48","Medium","CLOSED",42.22,0.53,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","14DEC2018:05:30:22"
"IN10115921","GC WAN","GC WAN","1342","NW000459","04DEC2018:11:32:19","05DEC2018:06:44:31","Medium","CLOSED",19.2,5.47,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","16DEC2018:05:30:21"
"IN10117921","GC WAN","GC WAN","1342","NW000459","18DEC2018:14:09:57","18DEC2018:14:38:06","Medium","CLOSED",0.47,0.48,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","29DEC2018:05:30:19"
"IN10118518","GC WAN","GC WAN","1342","NW000459","22DEC2018:10:55:03","22DEC2018:14:14:25","Medium","CLOSED",3.32,0,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","02JAN2019:05:30:01"
"IN10119782","GC WAN","GC WAN","1342","NW000459","04JAN2019:15:31:35","07JAN2019:09:19:22","Medium","CLOSED",65.8,3.8,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","18JAN2019:05:30:16"
"IN10120389","GC WAN","GC WAN","1342","NW000459","07JAN2019:10:11:30","08JAN2019:08:22:37","Medium","CLOSED",22.19,8.19,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","19JAN2019:05:30:26"
"IN10121465","GC WAN","GC WAN","1342","NW000459","12JAN2019:11:37:08","14JAN2019:07:03:33","Medium","CLOSED",43.44,0.05,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","25JAN2019:05:30:36"
"IN10121466","GC WAN","GC WAN","1342","NW000459","12JAN2019:11:40:33","14JAN2019:07:02:17","Medium","CLOSED",43.36,0.03,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","25JAN2019:05:30:20"
"IN10121742","GC WAN","GC WAN","1342","NW000459","15JAN2019:07:03:32","15JAN2019:07:36:07","Medium","CLOSED",0.54,0.55,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","26JAN2019:05:30:35"
"IN10123749","GC WAN","GC WAN","1342","NW000459","26JAN2019:21:29:53","03FEB2019:08:44:39","Medium","CLOSED",179.25,50,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","14FEB2019:05:30:01"
"IN10124587","GC WAN","GC WAN","1342","NW000459","31JAN2019:19:57:06","16APR2019:12:51:29","Medium","CLOSED",1792.91,525.85,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","27APR2019:05:30:18"
"IN10126049","GC WAN","GC WAN","1342","NW000459","07FEB2019:19:18:41","08FEB2019:06:57:16","Medium","CLOSED",11.64,0,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","19FEB2019:05:30:16"
"IN10126894","GC WAN","GC WAN","1342","NW000459","13FEB2019:23:11:30","14FEB2019:06:44:02","Medium","CLOSED",7.54,0,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","25FEB2019:05:30:33"
"IN10127310","GC WAN","GC WAN","1342","NW000459","15FEB2019:20:42:56","18FEB2019:07:03:41","Medium","CLOSED",58.35,0.05,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","01MAR2019:05:30:28"
"IN10129431","GC WAN","GC WAN","1342","NW000459","28FEB2019:18:22:18","01MAR2019:11:49:58","Medium","CLOSED",17.46,4.82,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","12MAR2019:05:30:16"
"IN10130106","GC WAN","GC WAN","1342","NW000459","05MAR2019:23:17:39","06MAR2019:14:45:04","Medium","CLOSED",15.46,7.75,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","17MAR2019:05:30:14"
"IN10131523","GC WAN","GC WAN","1342","NW000459","12MAR2019:23:07:22","13MAR2019:08:58:34","Medium","CLOSED",9.85,1.97,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","24MAR2019:05:30:23"
"IN10131655","GC WAN","GC WAN","1342","NW000459","13MAR2019:13:24:53","13MAR2019:14:13:12","Medium","CLOSED",0.81,0.82,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","24MAR2019:05:30:30"
"IN10133495","GC WAN","GC WAN","1342","NW000459","25MAR2019:21:46:46","26MAR2019:06:54:49","Medium","CLOSED",9.13,0,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","06APR2019:05:30:11"
"IN10136100","GC WAN","GC WAN","1342","NW000459","10APR2019:11:45:12","10APR2019:13:17:04","Medium","CLOSED",1.53,1.53,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","21APR2019:05:30:06"
"IN10137686","GC WAN","GC WAN","1342","NW000459","21APR2019:02:12:50","22APR2019:13:54:20","Medium","CLOSED",35.69,0,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","03MAY2019:05:30:04"
"IN10146933","GC WAN","GC WAN","1342","NW000459","26JUN2019:18:27:02","03JUL2019:07:58:53","Medium","CLOSED",157.53,30.97,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","14JUL2019:05:30:05"
"IN10161521","GC WAN","GC WAN","1342","NW000459","08OCT2019:14:38:01","09OCT2019:11:35:31","Medium","CLOSED",20.96,6.95,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","20OCT2019:05:30:23"
"IN10164095","GC WAN","GC WAN","1342","NW000459","24OCT2019:12:12:07","24OCT2019:12:37:59","Medium","CLOSED",0.43,0.42,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","04NOV2019:05:30:20"
"IN10165961","GC WAN","GC WAN","1342","NW000459","04NOV2019:14:41:22","05NOV2019:10:09:34","Medium","CLOSED",19.47,5.47,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","16NOV2019:05:30:09"
"IN10167988","GC WAN","GC WAN","1342","NW000459","15NOV2019:20:24:37","18NOV2019:07:01:34","Medium","CLOSED",58.62,0.02,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","29NOV2019:05:30:24"
"IN10180657","GC WAN","GC WAN","1342","NW000459","05FEB2020:18:09:00","06FEB2020:07:02:00","Medium","CLOSED",12.88,0.03,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","17FEB2020:05:30:00"
"IN10224839","GC WAN","GC WAN","1342","NW000459","07NOV2020:12:01:42","09NOV2020:09:37:43","Medium","CLOSED",45.6,2.62,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","20NOV2020:05:30:14"
"IN10288428","GC WAN","GC WAN","1342","NW000459","01NOV2021:11:12:03","01NOV2021:11:18:27","Medium","CLOSED",0.11,0.1,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","12NOV2021:05:30:21"
"IN10050079","GC WAN","GC WAN","1342","ENT00006","09MAR2017:12:09:00","09MAR2017:12:32:45","Medium","CLOSED",0.4,0.38,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","20MAR2017:05:30:06"
"IN10051352","GC WAN","GC WAN","1342","NW000433","28MAR2017:08:48:01","28MAR2017:10:14:31","Medium","CLOSED",1.44,1.43,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","08APR2017:05:30:03"
"IN10052279","GC WAN","GC WAN","1342","NW000433","11APR2017:07:32:04","13APR2017:09:48:55","Medium","CLOSED",50.28,22.27,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","24APR2017:05:30:05"
"IN10060003","GC WAN","GC WAN","1342","NW000462","22JUL2017:01:39:17","09AUG2017:14:28:13","Medium","CLOSED",444.82,127.47,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","20AUG2017:05:30:03"
"IN10060112","GC WAN","GC WAN","1342","NW000433","24JUL2017:06:41:13","24JUL2017:08:34:07","Medium","CLOSED",1.88,1.57,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","04AUG2017:05:30:14"
"IN10065068","GC WAN","GC WAN","1342","NW000433","24SEP2017:08:40:16","25SEP2017:06:35:33","Medium","CLOSED",21.92,0,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","06OCT2017:05:30:11"
"IN10098204","GC WAN","GC WAN","1342","NW000433","07AUG2018:06:28:17","07AUG2018:07:37:03","Medium","CLOSED",1.15,0.62,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","18AUG2018:05:30:22"
"IN10098381","GC WAN","GC WAN","1342","ENT00039","08AUG2018:09:06:38","08AUG2018:09:46:24","Medium","CLOSED",0.66,0.67,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","19AUG2018:05:30:12"
"IN10098522","GC WAN","GC WAN","1342","NW000433","09AUG2018:06:41:08","09AUG2018:07:57:35","Medium","CLOSED",1.27,0.95,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","20AUG2018:05:30:14"
"IN10099012","GC WAN","GC WAN","1342","NW000444","13AUG2018:14:33:51","23OCT2018:16:07:37","Medium","CLOSED",1705.56,491.57,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","03NOV2018:05:30:15"
"IN10099899","GC WAN","GC WAN","1342","NW000476","21AUG2018:08:01:31","23AUG2018:09:32:20","Medium","CLOSED",49.51,21.51,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","03SEP2018:05:30:12"
"IN10100541","GC WAN","GC WAN","1342","NW000433","26AUG2018:10:14:07","26AUG2018:10:24:18","Medium","CLOSED",0.17,0,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","06SEP2018:05:30:01"
"IN10107681","GC WAN","GC WAN","1342","NW000460","15OCT2018:08:25:48","31OCT2018:15:26:25","Medium","CLOSED",391.01,127.01,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","11NOV2018:05:30:25"
"IN10108072","GC WAN","GC WAN","1342","NW000444","16OCT2018:20:08:29","19NOV2018:14:18:41","Medium","CLOSED",810.17,227.3,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","30NOV2018:05:30:01"
"IN10109557","GC WAN","GC WAN","1342","NW000444","25OCT2018:14:54:39","26OCT2018:17:26:32","Medium","CLOSED",26.53,12.53,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","06NOV2018:05:30:11"
"IN10111988","GC WAN","GC WAN","1342","NW000433","09NOV2018:13:55:08","09NOV2018:16:25:29","Medium","CLOSED",2.51,2.5,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","20NOV2018:05:30:25"
"IN10112558","GC WAN","GC WAN","1342","NW000433","13NOV2018:07:44:28","14NOV2018:09:20:57","Medium","CLOSED",25.61,11.6,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","25NOV2018:05:30:25"
"IN10115928","GC WAN","GC WAN","1342","NW000444","04DEC2018:11:47:27","05DEC2018:12:07:35","Medium","CLOSED",24.34,10.34,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","16DEC2018:05:30:30"
"IN10115998","GC WAN","GC WAN","1342","NW000444","04DEC2018:15:42:49","05DEC2018:11:45:12","Medium","CLOSED",20.04,6.05,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","16DEC2018:05:30:22"
"IN10116097","GC WAN","GC WAN","1342","NW000444","05DEC2018:10:16:36","21FEB2019:15:29:48","Medium","CLOSED",1877.22,535.21,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","04MAR2019:05:30:04"
"IN10117556","GC WAN","GC WAN","1342","NW000460","15DEC2018:13:45:01","19DEC2018:13:45:20","Medium","CLOSED",96.01,26.75,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","30DEC2018:05:30:03"
"IN10125417","GC WAN","GC WAN","1342","NW000433","04FEB2019:22:05:14","06FEB2019:15:40:24","Medium","CLOSED",41.59,18.67,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","17FEB2019:05:30:40"
"IN10130080","GC WAN","GC WAN","1342","NW000460","05MAR2019:18:59:45","20MAR2019:15:19:50","Medium","CLOSED",356.33,108.32,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","31MAR2019:05:30:15"
"IN10134458","GC WAN","GC WAN","1342","NW000433","01APR2019:10:14:26","01APR2019:10:26:20","Medium","CLOSED",0.2,0.2,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","12APR2019:05:30:09"
"IN10135079","GC WAN","GC WAN","1342","NW000433","03APR2019:21:30:53","04APR2019:07:27:58","Medium","CLOSED",9.95,0.45,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","15APR2019:05:30:23"
"IN10135083","GC WAN","GC WAN","1342","NW000460","03APR2019:22:16:26","10APR2019:08:27:04","Medium","CLOSED",154.18,41.45,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","21APR2019:05:30:26"
"IN10135976","GC WAN","GC WAN","1342","NW000463","09APR2019:18:24:48","10APR2019:09:15:28","Medium","CLOSED",14.84,2.25,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","21APR2019:05:30:10"
"IN10141622","GC WAN","GC WAN","1342","NW000460","20MAY2019:05:02:57","26JUN2019:17:04:27","Medium","CLOSED",900.03,270.07,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","07JUL2019:05:30:08"
"IN10144337","GC WAN","GC WAN","1342","NW000444","09JUN2019:16:41:48","20JUN2019:14:34:29","Medium","CLOSED",261.88,87.57,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","01JUL2019:05:30:01"
"IN10150715","GC WAN","GC WAN","1342","NW000433","24JUL2019:10:05:51","24JUL2019:11:40:20","Medium","CLOSED",1.57,1.58,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","04AUG2019:05:30:15"
"IN10154027","GC WAN","GC WAN","1342","NW000433","15AUG2019:19:14:23","16AUG2019:15:10:55","Medium","CLOSED",19.94,8.17,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","27AUG2019:05:30:08"
"IN10154034","GC WAN","GC WAN","1342","NW000433","15AUG2019:20:46:08","16AUG2019:15:12:29","Medium","CLOSED",18.44,8.2,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","27AUG2019:05:30:05"
"IN10154345","GC WAN","GC WAN","1342","NW000433","18AUG2019:20:35:34","19AUG2019:10:38:39","Medium","CLOSED",14.05,3.63,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","30AUG2019:05:30:18"
"IN10157747","GC WAN","GC WAN","1342","NW000444","13SEP2019:06:01:46","26SEP2019:14:55:57","Medium","CLOSED",320.9,97.92,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","07OCT2019:05:30:05"
