customer_id,recency,frequency,monetary,R,F,M,rfm_value,Score,RFM_status
1279,53,6,2422.29,2,2,3,223,7,"Gold"
1286,52,7,2415.24,2,2,3,223,7,"Gold"
1291,17,7,5147.26,4,2,1,421,7,"Gold"
1313,8,7,4753.51,4,2,1,421,7,"Gold"
1324,75,7,2443.26,2,2,3,223,7,"Gold"
1328,1,7,5351.58,4,2,1,421,7,"Gold"
1390,2,9,3474.54,4,1,2,412,7,"Gold"
1392,108,3,3196.27,1,4,2,142,7,"Gold"
1405,34,11,2281.99,3,1,3,313,7,"Gold"
1407,1,9,3796.53,4,1,2,412,7,"Gold"
1421,58,6,2529.62,2,2,3,223,7,"Gold"
1446,11,7,4495.52,4,2,1,421,7,"Gold"
1458,199,3,3273.33,1,4,2,142,7,"Gold"
1469,75,6,2251.36,2,2,3,223,7,"Gold"
1481,21,8,2551.05,3,1,3,313,7,"Gold"
1511,17,8,3037.58,4,1,2,412,7,"Gold"
1519,9,11,3819.53,4,1,2,412,7,"Gold"
1524,38,8,2724.52,3,1,3,313,7,"Gold"
1546,70,6,2501.87,2,2,3,223,7,"Gold"
1563,130,4,2877.89,1,4,2,142,7,"Gold"
1568,140,4,3870.48,1,4,2,142,7,"Gold"
1586,17,6,4154.02,4,2,1,421,7,"Gold"
1589,12,6,6738.66,4,2,1,421,7,"Gold"
1594,1,6,4320.2999999999993,4,2,1,421,7,"Gold"
1600,14,9,2924.43,4,1,2,412,7,"Gold"
1629,2,7,6051.8700000000008,4,2,1,421,7,"Gold"
1656,85,6,2256.47,2,2,3,223,7,"Gold"
1660,77,6,2624.36,2,2,3,223,7,"Gold"
1675,102,4,3067.06,1,4,2,142,7,"Gold"
1679,137,4,3026.57,1,4,2,142,7,"Gold"
1707,18,8,3463.54,4,1,2,412,7,"Gold"
1745,6,12,3164.47,4,1,2,412,7,"Gold"
1777,71,6,2651.76,2,2,3,223,7,"Gold"
1787,1,6,4865.49,4,2,1,421,7,"Gold"
1814,52,6,2459.73,2,2,3,223,7,"Gold"
1830,14,7,4578.9,4,2,1,421,7,"Gold"
1839,50,7,2784,2,2,3,223,7,"Gold"
1860,12,6,4503.35,4,2,1,421,7,"Gold"
1879,48,7,1914.39,2,2,3,223,7,"Gold"
1950,7,9,3817.14,4,1,2,412,7,"Gold"
1970,1,8,3660.48,4,1,2,412,7,"Gold"
1976,136,6,1731.63,1,2,4,124,7,"Gold"
2016,69,6,2390.89,2,2,3,223,7,"Gold"
2026,147,4,3447.44,1,4,2,142,7,"Gold"
2033,12,7,4458.72,4,2,1,421,7,"Gold"
2037,99,4,2941.07,1,4,2,142,7,"Gold"
2057,17,6,5006.98,4,2,1,421,7,"Gold"
2078,66,6,2175.54,2,2,3,223,7,"Gold"
2160,48,6,2672.77,2,2,3,223,7,"Gold"
2167,145,6,1539.6,1,2,4,124,7,"Gold"
2181,52,8,1765.32,2,1,4,214,7,"Gold"
2204,18,8,3346.58,4,1,2,412,7,"Gold"
2225,209,3,3512.1,1,4,2,142,7,"Gold"
2260,18,6,5378.6,4,2,1,421,7,"Gold"
2301,6,6,4704.92,4,2,1,421,7,"Gold"
2321,162,3,3183.53,1,4,2,142,7,"Gold"
2339,12,8,3960.56,4,1,2,412,7,"Gold"
2344,48,6,2605.09,2,2,3,223,7,"Gold"
2358,4,11,3682.73,4,1,2,412,7,"Gold"
2372,1,9,3031.18,4,1,2,412,7,"Gold"
2374,15,7,5300.04,4,2,1,421,7,"Gold"
2386,13,7,5453.86,4,2,1,421,7,"Gold"
2411,224,4,3483.39,1,4,2,142,7,"Gold"
2418,3,7,5457.09,4,2,1,421,7,"Gold"
2429,223,3,2883.65,1,4,2,142,7,"Gold"
2442,81,6,2619.54,2,2,3,223,7,"Gold"
2453,57,6,2587.8,2,2,3,223,7,"Gold"
2457,53,6,2757.23,2,2,3,223,7,"Gold"
2458,5,7,7756.79,4,2,1,421,7,"Gold"
2495,32,8,2232.78,3,1,3,313,7,"Gold"
2498,8,8,3423.2,4,1,2,412,7,"Gold"
2505,13,9,3340.35,4,1,2,412,7,"Gold"
2517,146,3,2945.85,1,4,2,142,7,"Gold"
2526,54,6,2467.14,2,2,3,223,7,"Gold"
2536,8,6,4622.41,4,2,1,421,7,"Gold"
2566,18,10,3154.78,4,1,2,412,7,"Gold"
2576,79,7,2522.18,2,2,3,223,7,"Gold"
2600,172,3,3233.77,1,4,2,142,7,"Gold"
2603,15,7,4657.99,4,2,1,421,7,"Gold"
2604,87,6,2795.79,2,2,3,223,7,"Gold"
2649,130,4,3870.96,1,4,2,142,7,"Gold"
2680,17,9,3560.18,4,1,2,412,7,"Gold"
2712,17,6,4116.13,4,2,1,421,7,"Gold"
2728,8,8,4054.59,4,1,2,412,7,"Gold"
2751,4,8,3819.81,4,1,2,412,7,"Gold"
2754,187,3,3273.01,1,4,2,142,7,"Gold"
2791,15,6,5887.6599999999989,4,2,1,421,7,"Gold"
2794,6,7,6417.0599999999986,4,2,1,421,7,"Gold"
2856,7,7,5583.3300000000008,4,2,1,421,7,"Gold"
2865,1,7,5283.9100000000008,4,2,1,421,7,"Gold"
2910,88,7,2752.29,2,2,3,223,7,"Gold"
2913,90,6,1548.65,1,2,4,124,7,"Gold"
2924,65,6,2561.67,2,2,3,223,7,"Gold"
2937,8,7,6294.38,4,2,1,421,7,"Gold"
2957,99,3,2844.83,1,4,2,142,7,"Gold"
2960,89,3,2935.67,1,4,2,142,7,"Gold"
2961,3,6,6234.87,4,2,1,421,7,"Gold"
2968,172,7,1644.27,1,2,4,124,7,"Gold"
2984,159,4,3820.0100000000011,1,4,2,142,7,"Gold"
2991,76,6,2602.52,2,2,3,223,7,"Gold"
3001,105,4,3378.57,1,4,2,142,7,"Gold"
3007,4,7,4500.3,4,2,1,421,7,"Gold"
3013,5,9,3849.19,4,1,2,412,7,"Gold"
3017,177,4,3281.67,1,4,2,142,7,"Gold"
3020,23,11,2638.099999999999,3,1,3,313,7,"Gold"
3046,229,4,3172.1299999999992,1,4,2,142,7,"Gold"
3064,56,7,2410.92,2,2,3,223,7,"Gold"
3074,11,7,4781.58,4,2,1,421,7,"Gold"
3102,107,4,2883.51,1,4,2,142,7,"Gold"
3105,11,6,4916.08,4,2,1,421,7,"Gold"
3112,12,8,3035.96,4,1,2,412,7,"Gold"
3169,1,7,4539.9500000000007,4,2,1,421,7,"Gold"
3181,10,6,5001,4,2,1,421,7,"Gold"
3192,189,4,2865.09,1,4,2,142,7,"Gold"
3198,102,4,3989.349999999999,1,4,2,142,7,"Gold"
3202,12,8,4083.36,4,1,2,412,7,"Gold"
3219,28,8,2096.27,3,1,3,313,7,"Gold"
3225,9,7,4805.02,4,2,1,421,7,"Gold"
3265,89,7,741.12999999999965,1,2,4,124,7,"Gold"
3315,2,7,4892.17,4,2,1,421,7,"Gold"
3403,134,4,3253.38,1,4,2,142,7,"Gold"
3427,2,8,3921,4,1,2,412,7,"Gold"
3453,73,6,2341.29,2,2,3,223,7,"Gold"
3467,6,6,5135,4,2,1,421,7,"Gold"
3481,55,7,2438.45,2,2,3,223,7,"Gold"
66,44,5,4549.2000000000007,3,3,1,331,7,"Gold"
82,79,5,2924.37,2,3,2,232,7,"Gold"
228,78,5,3719.75,2,3,2,232,7,"Gold"
400,135,5,2688.92,1,3,3,133,7,"Gold"
411,188,5,2553.83,1,3,3,133,7,"Gold"
456,89,5,2183.099999999999,1,3,3,133,7,"Gold"
472,50,5,3309.79,2,3,2,232,7,"Gold"
489,125,5,2073.68,1,3,3,133,7,"Gold"
514,124,5,2144.29,1,3,3,133,7,"Gold"
546,38,5,4449.5299999999988,3,3,1,331,7,"Gold"
658,98,5,2596.17,1,3,3,133,7,"Gold"
722,88,5,2934.44,2,3,2,232,7,"Gold"
732,65,5,3269.12,2,3,2,232,7,"Gold"
757,73,5,2946.73,2,3,2,232,7,"Gold"
761,146,5,1896.39,1,3,3,133,7,"Gold"
781,126,5,2256.31,1,3,3,133,7,"Gold"
914,107,5,2530.93,1,3,3,133,7,"Gold"
931,71,5,2890.06,2,3,2,232,7,"Gold"
940,53,5,3256.14,2,3,2,232,7,"Gold"
947,81,5,2981.5200000000009,2,3,2,232,7,"Gold"
952,47,5,3569.98,2,3,2,232,7,"Gold"
971,49,5,4015.78,2,3,2,232,7,"Gold"
1069,205,5,1982.69,1,3,3,133,7,"Gold"
1151,76,5,3449.31,2,3,2,232,7,"Gold"
1170,87,5,3351.7,2,3,2,232,7,"Gold"
1208,78,5,3238.37,2,3,2,232,7,"Gold"
1377,76,5,2814.08,2,3,2,232,7,"Gold"
1379,29,5,4337.3099999999986,3,3,1,331,7,"Gold"
1385,143,5,2624.57,1,3,3,133,7,"Gold"
1427,60,5,3573.889999999999,2,3,2,232,7,"Gold"
1430,109,5,1917.01,1,3,3,133,7,"Gold"
1463,111,5,2171.73,1,3,3,133,7,"Gold"
1496,54,5,3181.1600000000012,2,3,2,232,7,"Gold"
1499,126,5,2193.86,1,3,3,133,7,"Gold"
1508,62,5,3479.01,2,3,2,232,7,"Gold"
1516,38,5,4256.32,3,3,1,331,7,"Gold"
1526,112,5,2573.94,1,3,3,133,7,"Gold"
1541,71,5,3324.89,2,3,2,232,7,"Gold"
1542,134,5,1825.3200000000011,1,3,3,133,7,"Gold"
1556,85,5,3519.22,2,3,2,232,7,"Gold"
1609,62,5,4041.6,2,3,2,232,7,"Gold"
1732,98,5,2263.39,1,3,3,133,7,"Gold"
1733,54,5,3170.48,2,3,2,232,7,"Gold"
1872,140,5,2516.5,1,3,3,133,7,"Gold"
1967,23,5,4348.5,3,3,1,331,7,"Gold"
1968,160,5,1810.03,1,3,3,133,7,"Gold"
1979,34,5,4541.84,3,3,1,331,7,"Gold"
2004,47,5,2909.670000000001,2,3,2,232,7,"Gold"
2006,148,5,2255.61,1,3,3,133,7,"Gold"
2039,200,5,2422.46,1,3,3,133,7,"Gold"
2066,91,5,2259.29,1,3,3,133,7,"Gold"
2105,24,5,5155.91,3,3,1,331,7,"Gold"
2134,82,5,3923.5700000000011,2,3,2,232,7,"Gold"
2174,82,5,2884.72,2,3,2,232,7,"Gold"
2177,99,5,2762.18,1,3,3,133,7,"Gold"
2203,50,5,3469.05,2,3,2,232,7,"Gold"
2286,50,5,2878.73,2,3,2,232,7,"Gold"
2297,38,5,4274.88,3,3,1,331,7,"Gold"
2305,79,5,3135.34,2,3,2,232,7,"Gold"
2325,122,5,2178.83,1,3,3,133,7,"Gold"
2371,94,5,2642.95,1,3,3,133,7,"Gold"
2435,124,5,2656.67,1,3,3,133,7,"Gold"
2473,114,5,2600.73,1,3,3,133,7,"Gold"
2582,53,5,2912.81,2,3,2,232,7,"Gold"
2598,88,5,3931.13,2,3,2,232,7,"Gold"
2646,120,5,2013.52,1,3,3,133,7,"Gold"
2663,165,5,2037.02,1,3,3,133,7,"Gold"
2667,99,5,2515.43,1,3,3,133,7,"Gold"
2675,96,5,2643.24,1,3,3,133,7,"Gold"
2771,45,5,4754.2,3,3,1,331,7,"Gold"
2830,96,5,2490.76,1,3,3,133,7,"Gold"
2897,47,5,2828.37,2,3,2,232,7,"Gold"
2925,94,5,2770.16,1,3,3,133,7,"Gold"
2948,112,5,2670.13,1,3,3,133,7,"Gold"
2953,76,5,2881.21,2,3,2,232,7,"Gold"
3058,25,5,5935.4500000000007,3,3,1,331,7,"Gold"
3104,50,5,3491.38,2,3,2,232,7,"Gold"
3164,99,5,2601.59,1,3,3,133,7,"Gold"
3178,30,5,4339.76,3,3,1,331,7,"Gold"
3230,70,5,3890,2,3,2,232,7,"Gold"
3246,100,5,1947.8,1,3,3,133,7,"Gold"
3270,123,5,2201.06,1,3,3,133,7,"Gold"
3289,70,5,3476.23,2,3,2,232,7,"Gold"
3310,52,5,3121.04,2,3,2,232,7,"Gold"
3333,192,5,1911.08,1,3,3,133,7,"Gold"
3349,222,5,2496.51,1,3,3,133,7,"Gold"
3383,30,5,4177.32,3,3,1,331,7,"Gold"
3418,91,5,2033.01,1,3,3,133,7,"Gold"
3437,103,5,2340.7199999999989,1,3,3,133,7,"Gold"
3441,139,5,2119.43,1,3,3,133,7,"Gold"
3462,22,5,4416.71,3,3,1,331,7,"Gold"
3490,167,5,2379.57,1,3,3,133,7,"Gold"
90,31,7,2990.73,3,2,2,322,7,"Gold"
145,29,7,3140.3,3,2,2,322,7,"Gold"
210,23,6,2957.03,3,2,2,322,7,"Gold"
250,32,6,2963.23,3,2,2,322,7,"Gold"
308,26,6,4086.21,3,2,2,322,7,"Gold"
329,35,6,3618.01,3,2,2,322,7,"Gold"
333,23,6,3186.72,3,2,2,322,7,"Gold"
337,38,6,3388.82,3,2,2,322,7,"Gold"
345,20,7,3971.46,3,2,2,322,7,"Gold"
395,31,6,3528.19,3,2,2,322,7,"Gold"
401,30,7,3643.03,3,2,2,322,7,"Gold"
444,46,7,3807.46,3,2,2,322,7,"Gold"
475,25,7,2907.28,3,2,2,322,7,"Gold"
560,42,6,3583.46,3,2,2,322,7,"Gold"
570,36,6,3446.07,3,2,2,322,7,"Gold"
661,35,6,3308.09,3,2,2,322,7,"Gold"
777,28,6,3184.33,3,2,2,322,7,"Gold"
782,26,6,3627.17,3,2,2,322,7,"Gold"
818,41,6,3028.8399999999988,3,2,2,322,7,"Gold"
840,39,6,3320.09,3,2,2,322,7,"Gold"
923,33,7,3337.16,3,2,2,322,7,"Gold"
1001,43,7,2884.19,3,2,2,322,7,"Gold"
1056,25,7,3954.42,3,2,2,322,7,"Gold"
1094,44,7,3632.3,3,2,2,322,7,"Gold"
1254,38,7,3436.5,3,2,2,322,7,"Gold"
1259,42,7,3342.13,3,2,2,322,7,"Gold"
1263,43,6,2951.02,3,2,2,322,7,"Gold"
1384,37,6,3307.48,3,2,2,322,7,"Gold"
1388,20,6,3792.12,3,2,2,322,7,"Gold"
1423,25,6,3233.09,3,2,2,322,7,"Gold"
1432,34,6,3727.06,3,2,2,322,7,"Gold"
1450,43,7,2959.59,3,2,2,322,7,"Gold"
1531,43,7,3839.1799999999989,3,2,2,322,7,"Gold"
1550,43,6,3172.63,3,2,2,322,7,"Gold"
1588,33,7,3628.26,3,2,2,322,7,"Gold"
1664,43,7,3476.360000000001,3,2,2,322,7,"Gold"
1714,39,6,3372.13,3,2,2,322,7,"Gold"
1728,46,6,3684.49,3,2,2,322,7,"Gold"
1785,35,6,2827.73,3,2,2,322,7,"Gold"
1809,28,6,3918.15,3,2,2,322,7,"Gold"
1826,41,7,3405.78,3,2,2,322,7,"Gold"
1861,30,6,3793.81,3,2,2,322,7,"Gold"
1949,30,7,3586.71,3,2,2,322,7,"Gold"
2024,30,6,3558.41,3,2,2,322,7,"Gold"
2028,41,7,3648.33,3,2,2,322,7,"Gold"
2110,27,7,2990.36,3,2,2,322,7,"Gold"
2179,37,7,3631.27,3,2,2,322,7,"Gold"
2217,23,7,3905.4199999999992,3,2,2,322,7,"Gold"
2298,46,6,3140.01,3,2,2,322,7,"Gold"
2313,45,6,2842.47,3,2,2,322,7,"Gold"
2331,20,7,3707.24,3,2,2,322,7,"Gold"
2338,24,7,3574.31,3,2,2,322,7,"Gold"
2380,43,6,4015.95,3,2,2,322,7,"Gold"
2410,37,6,3695.73,3,2,2,322,7,"Gold"
2438,28,7,3058.73,3,2,2,322,7,"Gold"
2462,25,6,3506.54,3,2,2,322,7,"Gold"
2481,21,7,3836.24,3,2,2,322,7,"Gold"
2544,33,6,3044.8,3,2,2,322,7,"Gold"
2768,24,6,3420.58,3,2,2,322,7,"Gold"
2785,46,6,3411.619999999999,3,2,2,322,7,"Gold"
2793,35,7,3730.38,3,2,2,322,7,"Gold"
2852,26,6,3954,3,2,2,322,7,"Gold"
2872,25,7,3109.93,3,2,2,322,7,"Gold"
2904,24,7,3163.39,3,2,2,322,7,"Gold"
2919,22,6,3489.33,3,2,2,322,7,"Gold"
3067,40,6,3575.9,3,2,2,322,7,"Gold"
3285,20,6,3092.14,3,2,2,322,7,"Gold"
3324,32,7,2986.9599999999991,3,2,2,322,7,"Gold"
3426,46,6,3713.52,3,2,2,322,7,"Gold"
2,129,3,2226.26,1,4,3,143,8,"Gold"
128,138,4,2193.06,1,4,3,143,8,"Gold"
129,179,4,2753.75,1,4,3,143,8,"Gold"
141,160,3,2138.35,1,4,3,143,8,"Gold"
152,159,2,1966.88,1,4,3,143,8,"Gold"
160,94,2,2614.16,1,4,3,143,8,"Gold"
194,109,3,2608.28,1,4,3,143,8,"Gold"
212,188,2,1790.41,1,4,3,143,8,"Gold"
286,138,4,1954.7,1,4,3,143,8,"Gold"
427,110,4,2515.68,1,4,3,143,8,"Gold"
448,189,4,2413.08,1,4,3,143,8,"Gold"
492,90,4,2707.9,1,4,3,143,8,"Gold"
502,167,4,2508.81,1,4,3,143,8,"Gold"
508,156,4,2587.54,1,4,3,143,8,"Gold"
544,174,4,2246.42,1,4,3,143,8,"Gold"
574,278,4,2172.41,1,4,3,143,8,"Gold"
586,91,3,2562.47,1,4,3,143,8,"Gold"
595,185,3,2011.16,1,4,3,143,8,"Gold"
600,207,3,1854.78,1,4,3,143,8,"Gold"
641,203,4,2456.51,1,4,3,143,8,"Gold"
643,198,4,2308.04,1,4,3,143,8,"Gold"
646,111,4,2533.4099999999989,1,4,3,143,8,"Gold"
708,176,3,2145.83,1,4,3,143,8,"Gold"
808,124,3,2119.72,1,4,3,143,8,"Gold"
847,115,4,2521.58,1,4,3,143,8,"Gold"
848,141,4,1964.52,1,4,3,143,8,"Gold"
927,296,3,1982.12,1,4,3,143,8,"Gold"
942,214,2,1859.17,1,4,3,143,8,"Gold"
972,176,2,2159,1,4,3,143,8,"Gold"
980,178,4,2640.55,1,4,3,143,8,"Gold"
1057,113,3,2488.8,1,4,3,143,8,"Gold"
1127,137,4,2285.05,1,4,3,143,8,"Gold"
1209,132,2,1809.69,1,4,3,143,8,"Gold"
1257,257,3,1791.15,1,4,3,143,8,"Gold"
1267,142,4,2557.49,1,4,3,143,8,"Gold"
1270,206,4,2113.08,1,4,3,143,8,"Gold"
1280,107,4,2799.42,1,4,3,143,8,"Gold"
1296,131,4,2793.27,1,4,3,143,8,"Gold"
1360,182,3,1906.15,1,4,3,143,8,"Gold"
1369,179,4,2503.47,1,4,3,143,8,"Gold"
1380,199,3,2550.940000000001,1,4,3,143,8,"Gold"
1382,123,2,1946.89,1,4,3,143,8,"Gold"
1386,107,3,2724.72,1,4,3,143,8,"Gold"
1433,132,3,1908.57,1,4,3,143,8,"Gold"
1437,144,3,2636.2,1,4,3,143,8,"Gold"
1596,136,3,2786.02,1,4,3,143,8,"Gold"
1631,132,4,2638.26,1,4,3,143,8,"Gold"
1680,113,3,1931.5,1,4,3,143,8,"Gold"
1708,259,4,2225.03,1,4,3,143,8,"Gold"
1800,172,3,2440.35,1,4,3,143,8,"Gold"
1871,95,4,2220.26,1,4,3,143,8,"Gold"
1998,157,4,2715.83,1,4,3,143,8,"Gold"
2065,216,4,2071.89,1,4,3,143,8,"Gold"
2077,228,3,2429.72,1,4,3,143,8,"Gold"
2091,212,3,2764.61,1,4,3,143,8,"Gold"
2148,138,4,2346.16,1,4,3,143,8,"Gold"
2173,158,4,2250.33,1,4,3,143,8,"Gold"
2186,155,3,1956.39,1,4,3,143,8,"Gold"
2238,142,3,2411.83,1,4,3,143,8,"Gold"
2323,213,3,1959.79,1,4,3,143,8,"Gold"
2333,93,4,2113.900000000001,1,4,3,143,8,"Gold"
2356,147,4,2674.92,1,4,3,143,8,"Gold"
2487,99,4,2180.75,1,4,3,143,8,"Gold"
2499,176,3,2160.75,1,4,3,143,8,"Gold"
2503,109,4,2609.51,1,4,3,143,8,"Gold"
2521,209,3,2105.39,1,4,3,143,8,"Gold"
2545,118,3,1970.78,1,4,3,143,8,"Gold"
2583,93,4,2652.07,1,4,3,143,8,"Gold"
2628,174,4,1808.92,1,4,3,143,8,"Gold"
2724,143,4,1980.71,1,4,3,143,8,"Gold"
2742,96,3,2031.17,1,4,3,143,8,"Gold"
2745,268,2,2772.1,1,4,3,143,8,"Gold"
2792,219,3,1888.83,1,4,3,143,8,"Gold"
2813,205,4,2395.43,1,4,3,143,8,"Gold"
2819,163,4,2500.31,1,4,3,143,8,"Gold"
2825,113,4,1854.53,1,4,3,143,8,"Gold"
2873,105,3,2127.43,1,4,3,143,8,"Gold"
2927,100,3,2440.02,1,4,3,143,8,"Gold"
2959,135,3,1835.26,1,4,3,143,8,"Gold"
2964,169,2,2411.89,1,4,3,143,8,"Gold"
2973,94,4,2016.03,1,4,3,143,8,"Gold"
2975,170,3,2020.68,1,4,3,143,8,"Gold"
2979,115,4,2582.78,1,4,3,143,8,"Gold"
3005,190,3,2602.309999999999,1,4,3,143,8,"Gold"
3029,122,4,1922.75,1,4,3,143,8,"Gold"
3053,194,4,2338.53,1,4,3,143,8,"Gold"
3076,210,4,1904.31,1,4,3,143,8,"Gold"
3079,132,4,1903.52,1,4,3,143,8,"Gold"
3162,111,2,2133.88,1,4,3,143,8,"Gold"
3175,261,3,1801.14,1,4,3,143,8,"Gold"
3260,125,3,1938.37,1,4,3,143,8,"Gold"
3424,154,2,2056.27,1,4,3,143,8,"Gold"
3471,149,4,1914.1,1,4,3,143,8,"Gold"
3496,257,4,2045.84,1,4,3,143,8,"Gold"
24,18,7,3689.35,4,2,2,422,8,"Gold"
124,3,7,4054.25,4,2,2,422,8,"Gold"
134,15,6,2946.42,4,2,2,422,8,"Gold"
180,12,7,4065.35,4,2,2,422,8,"Gold"
221,19,6,3865.6800000000012,4,2,2,422,8,"Gold"
224,2,6,3692.0900000000011,4,2,2,422,8,"Gold"
313,18,6,3186.63,4,2,2,422,8,"Gold"
318,10,7,3632.18,4,2,2,422,8,"Gold"
364,12,6,3329.97,4,2,2,422,8,"Gold"
465,5,6,3488.79,4,2,2,422,8,"Gold"
634,18,7,2853.18,4,2,2,422,8,"Gold"
716,13,6,3777.53,4,2,2,422,8,"Gold"
796,7,7,3815.93,4,2,2,422,8,"Gold"
856,2,7,2912.65,4,2,2,422,8,"Gold"
886,2,7,4067.650000000001,4,2,2,422,8,"Gold"
1014,5,7,3933.79,4,2,2,422,8,"Gold"
1052,1,6,3260.32,4,2,2,422,8,"Gold"
1182,6,6,3597.45,4,2,2,422,8,"Gold"
1217,11,7,3270.61,4,2,2,422,8,"Gold"
1318,8,7,3500.7400000000011,4,2,2,422,8,"Gold"
1326,11,6,3581,4,2,2,422,8,"Gold"
1413,4,6,3277.86,4,2,2,422,8,"Gold"
1445,7,6,3423.12,4,2,2,422,8,"Gold"
1470,2,7,3512.72,4,2,2,422,8,"Gold"
1478,2,7,3605.39,4,2,2,422,8,"Gold"
1532,4,6,2827.66,4,2,2,422,8,"Gold"
1577,13,7,3677,4,2,2,422,8,"Gold"
1623,3,6,3362.5500000000011,4,2,2,422,8,"Gold"
1663,14,6,2991.52,4,2,2,422,8,"Gold"
1668,5,6,2901.97,4,2,2,422,8,"Gold"
1713,7,7,3889.18,4,2,2,422,8,"Gold"
1721,1,7,3766.35,4,2,2,422,8,"Gold"
1759,19,6,2828.17,4,2,2,422,8,"Gold"
1760,13,6,3666.94,4,2,2,422,8,"Gold"
1763,10,7,3434.38,4,2,2,422,8,"Gold"
1795,4,6,2882.84,4,2,2,422,8,"Gold"
1798,14,7,2934.76,4,2,2,422,8,"Gold"
1824,13,7,3263.7,4,2,2,422,8,"Gold"
1906,2,6,2957.85,4,2,2,422,8,"Gold"
1953,11,7,3899.7800000000011,4,2,2,422,8,"Gold"
2005,6,6,4047.829999999999,4,2,2,422,8,"Gold"
2082,2,7,2903.17,4,2,2,422,8,"Gold"
2088,10,7,3125.44,4,2,2,422,8,"Gold"
2114,15,6,2997.56,4,2,2,422,8,"Gold"
2282,15,6,3131.5100000000011,4,2,2,422,8,"Gold"
2318,17,7,3627.48,4,2,2,422,8,"Gold"
2412,18,6,3903.57,4,2,2,422,8,"Gold"
2443,13,6,3040.06,4,2,2,422,8,"Gold"
2531,6,7,3162.37,4,2,2,422,8,"Gold"
2535,15,6,3065.02,4,2,2,422,8,"Gold"
2597,6,6,4017.66,4,2,2,422,8,"Gold"
2621,10,7,3235.99,4,2,2,422,8,"Gold"
2622,17,7,3800.03,4,2,2,422,8,"Gold"
2676,6,6,2943.88,4,2,2,422,8,"Gold"
2687,18,7,3107.24,4,2,2,422,8,"Gold"
2698,13,7,3987.65,4,2,2,422,8,"Gold"
2796,9,7,3816.43,4,2,2,422,8,"Gold"
3077,17,7,3672.15,4,2,2,422,8,"Gold"
3084,16,6,3082.900000000001,4,2,2,422,8,"Gold"
3241,8,6,3695.15,4,2,2,422,8,"Gold"
3300,16,6,3936.440000000001,4,2,2,422,8,"Gold"
3407,19,7,3471.0700000000011,4,2,2,422,8,"Gold"
3425,19,6,3350.14,4,2,2,422,8,"Gold"
3445,15,6,3864.46,4,2,2,422,8,"Gold"
3495,14,7,3847.65,4,2,2,422,8,"Gold"
86,1,9,2360.09,4,1,3,413,8,"Gold"
93,80,3,2976.4099999999989,2,4,2,242,8,"Gold"
102,43,7,2587.01,3,2,3,323,8,"Gold"
116,13,8,2447.54,4,1,3,413,8,"Gold"
186,24,6,2166.17,3,2,3,323,8,"Gold"
305,34,6,2229.28,3,2,3,323,8,"Gold"
323,36,6,2020.73,3,2,3,323,8,"Gold"
328,5,8,2357.8,4,1,3,413,8,"Gold"
440,12,8,2481.19,4,1,3,413,8,"Gold"
450,83,4,3178.3,2,4,2,242,8,"Gold"
483,41,7,2307.78,3,2,3,323,8,"Gold"
542,39,6,2098.52,3,2,3,323,8,"Gold"
553,20,6,2566.27,3,2,3,323,8,"Gold"
563,34,7,1931.13,3,2,3,323,8,"Gold"
596,86,3,3836.34,2,4,2,242,8,"Gold"
642,25,7,2724.29,3,2,3,323,8,"Gold"
652,6,9,2488.9,4,1,3,413,8,"Gold"
672,51,3,3633.139999999999,2,4,2,242,8,"Gold"
688,82,4,2967.8,2,4,2,242,8,"Gold"
701,33,6,2215.56,3,2,3,323,8,"Gold"
726,55,3,2965.76,2,4,2,242,8,"Gold"
735,88,4,3025.33,2,4,2,242,8,"Gold"
756,26,6,2121.61,3,2,3,323,8,"Gold"
776,14,9,2201.86,4,1,3,413,8,"Gold"
803,67,6,1746.55,2,2,4,224,8,"Gold"
878,80,3,2809.75,2,4,2,242,8,"Gold"
899,50,6,1274.48,2,2,4,224,8,"Gold"
958,35,6,2183.71,3,2,3,323,8,"Gold"
960,79,4,3516.37,2,4,2,242,8,"Gold"
965,61,4,3867.74,2,4,2,242,8,"Gold"
967,67,4,3798.35,2,4,2,242,8,"Gold"
982,56,6,943.93000000000006,2,2,4,224,8,"Gold"
993,1,9,2738.89,4,1,3,413,8,"Gold"
1015,27,6,2136.87,3,2,3,323,8,"Gold"
1016,67,6,1087.02,2,2,4,224,8,"Gold"
1050,27,6,2535.63,3,2,3,323,8,"Gold"
1090,72,7,1529.01,2,2,4,224,8,"Gold"
1155,30,7,2332.45,3,2,3,323,8,"Gold"
1186,34,6,2437.23,3,2,3,323,8,"Gold"
1235,82,3,3476.16,2,4,2,242,8,"Gold"
1261,49,6,1584.5,2,2,4,224,8,"Gold"
1295,30,6,1882.9,3,2,3,323,8,"Gold"
1301,13,8,2178.71,4,1,3,413,8,"Gold"
1322,64,4,4008.84,2,4,2,242,8,"Gold"
1349,44,6,1905.16,3,2,3,323,8,"Gold"
1353,15,8,2789.25,4,1,3,413,8,"Gold"
1361,29,6,2536.58,3,2,3,323,8,"Gold"
1363,25,7,2744.34,3,2,3,323,8,"Gold"
1383,58,3,3357.889999999999,2,4,2,242,8,"Gold"
1406,29,6,2396.6999999999989,3,2,3,323,8,"Gold"
1415,58,4,3062.52,2,4,2,242,8,"Gold"
1422,48,7,1652.39,2,2,4,224,8,"Gold"
