Zip,City,State,Region,District,Country
"68427","","Oaxaca","","Acatlan de Perez Figueroa","Mexico"
"68428","","Oaxaca","","Acatlan de Perez Figueroa","Mexico"
"70290","","Oaxaca","","Asuncion Cacalotepec","Mexico"
"69070","","Oaxaca","","Asuncion Cuyotepeji","Mexico"
"70140","","Oaxaca","","Asuncion Ixtaltepec","Mexico"
"70141","","Oaxaca","","Asuncion Ixtaltepec","Mexico"
"70142","","Oaxaca","","Asuncion Ixtaltepec","Mexico"
"70143","","Oaxaca","","Asuncion Ixtaltepec","Mexico"
"70144","","Oaxaca","","Asuncion Ixtaltepec","Mexico"
"69602","","Oaxaca","","Asuncion Nochixtlan","Mexico"
"69603","","Oaxaca","","Asuncion Nochixtlan","Mexico"
"69604","","Oaxaca","","Asuncion Nochixtlan","Mexico"
"69605","","Oaxaca","","Asuncion Nochixtlan","Mexico"
"69606","","Oaxaca","","Asuncion Nochixtlan","Mexico"
"69607","","Oaxaca","","Asuncion Nochixtlan","Mexico"
"69608","","Oaxaca","","Asuncion Nochixtlan","Mexico"
"69609","","Oaxaca","","Asuncion Nochixtlan","Mexico"
"71523","","Oaxaca","","Asuncion Ocotlan","Mexico"
"70570","","Oaxaca","","Asuncion Tlacolulita","Mexico"
"70571","","Oaxaca","","Asuncion Tlacolulita","Mexico"
"70575","","Oaxaca","","Asuncion Tlacolulita","Mexico"
"68435","","Oaxaca","","Ayotzintepec","Mexico"
"68436","","Oaxaca","","Ayotzintepec","Mexico"
"68437","","Oaxaca","","Ayotzintepec","Mexico"
"68439","","Oaxaca","","Ayotzintepec","Mexico"
"70382","","Oaxaca","","El Barrio de La Soledad","Mexico"
"70383","","Oaxaca","","El Barrio de La Soledad","Mexico"
"70390","","Oaxaca","","El Barrio de La Soledad","Mexico"
"70391","","Oaxaca","","El Barrio de La Soledad","Mexico"
"70392","","Oaxaca","","El Barrio de La Soledad","Mexico"
"70393","","Oaxaca","","El Barrio de La Soledad","Mexico"
"69450","","Oaxaca","","Calihuala","Mexico"
"69457","","Oaxaca","","Calihuala","Mexico"
"70950","","Oaxaca","","Candelaria Loxicha","Mexico"
"70951","","Oaxaca","","Candelaria Loxicha","Mexico"
"70952","","Oaxaca","","Candelaria Loxicha","Mexico"
"70953","","Oaxaca","","Candelaria Loxicha","Mexico"
"70954","","Oaxaca","","Candelaria Loxicha","Mexico"
"70959","","Oaxaca","","Candelaria Loxicha","Mexico"
"71260","","Oaxaca","","Cienega de Zimatlan (la Cienega)","Mexico"
"70113","","Oaxaca","","Ciudad Ixtepec","Mexico"
"70114","","Oaxaca","","Ciudad Ixtepec","Mexico"
"70115","","Oaxaca","","Ciudad Ixtepec","Mexico"
"71570","","Oaxaca","","Coatecas Altas","Mexico"
"71573","","Oaxaca","","Coatecas Altas","Mexico"
"71574","","Oaxaca","","Coatecas Altas","Mexico"
"69790","","Oaxaca","","Coicoyan de las Flores","Mexico"
"69792","","Oaxaca","","Coicoyan de las Flores","Mexico"
"69799","","Oaxaca","","Coicoyan de las Flores","Mexico"
"71567","","Oaxaca","","La Compañia","Mexico"
"71568","","Oaxaca","","La Compañia","Mexico"
"71569","","Oaxaca","","La Compañia","Mexico"
"69320","","Oaxaca","","Concepcion Buenavista","Mexico"
"69321","","Oaxaca","","Concepcion Buenavista","Mexico"
"68640","","Oaxaca","","Concepcion Papalo","Mexico"
"68641","","Oaxaca","","Concepcion Papalo","Mexico"
"68643","","Oaxaca","","Concepcion Papalo","Mexico"
"68644","","Oaxaca","","Concepcion Papalo","Mexico"
"71030","","Oaxaca","","Constancia Del Rosario","Mexico"
"71031","","Oaxaca","","Constancia Del Rosario","Mexico"
"71039","","Oaxaca","","Constancia Del Rosario","Mexico"
"68410","","Oaxaca","","Cosolapa","Mexico"
"68411","","Oaxaca","","Cosolapa","Mexico"
"68412","","Oaxaca","","Cosolapa","Mexico"
"69020","","Oaxaca","","Cosoltepec","Mexico"
"69021","","Oaxaca","","Cosoltepec","Mexico"
"69022","","Oaxaca","","Cosoltepec","Mexico"
"69023","","Oaxaca","","Cosoltepec","Mexico"
"71240","","Oaxaca","","Cuilapam de Guerrero","Mexico"
"71241","","Oaxaca","","Cuilapam de Guerrero","Mexico"
"68610","","Oaxaca","","Cuyamecalco Villa de Zaragoza","Mexico"
"68611","","Oaxaca","","Cuyamecalco Villa de Zaragoza","Mexico"
"71100","","Oaxaca","","Chalcatongo de Hidalgo","Mexico"
"71101","","Oaxaca","","Chalcatongo de Hidalgo","Mexico"
"71103","","Oaxaca","","Chalcatongo de Hidalgo","Mexico"
"71104","","Oaxaca","","Chalcatongo de Hidalgo","Mexico"
"71105","","Oaxaca","","Chalcatongo de Hidalgo","Mexico"
"71106","","Oaxaca","","Chalcatongo de Hidalgo","Mexico"
"71107","","Oaxaca","","Chalcatongo de Hidalgo","Mexico"
"71108","","Oaxaca","","Chalcatongo de Hidalgo","Mexico"
"71109","","Oaxaca","","Chalcatongo de Hidalgo","Mexico"
"68617","","Oaxaca","","Chiquihuitlan de Benito Juarez","Mexico"
"71502","","Oaxaca","","Heroica Ciudad de Ejutla de Crespo","Mexico"
"71503","","Oaxaca","","Heroica Ciudad de Ejutla de Crespo","Mexico"
"71504","","Oaxaca","","Heroica Ciudad de Ejutla de Crespo","Mexico"
"71505","","Oaxaca","","Heroica Ciudad de Ejutla de Crespo","Mexico"
"68530","","Oaxaca","","Eloxochitlan de Flores Magon","Mexico"
"70117","","Oaxaca","","El Espinal","Mexico"
"70280","","Oaxaca","","Tamazulapam Del Espiritu Santo","Mexico"
"70281","","Oaxaca","","Tamazulapam Del Espiritu Santo","Mexico"
"70282","","Oaxaca","","Tamazulapam Del Espiritu Santo","Mexico"
"69210","","Oaxaca","","Fresnillo de Trujano","Mexico"
"69211","","Oaxaca","","Fresnillo de Trujano","Mexico"
"69212","","Oaxaca","","Fresnillo de Trujano","Mexico"
"68256","","Oaxaca","","Guadalupe Etla","Mexico"
"68257","","Oaxaca","","Guadalupe Etla","Mexico"
"69150","","Oaxaca","","Guadalupe de Ramirez","Mexico"
"69154","","Oaxaca","","Guadalupe de Ramirez","Mexico"
"69158","","Oaxaca","","Guadalupe de Ramirez","Mexico"
"68770","","Oaxaca","","Guelatao de Juarez","Mexico"
"70725","","Oaxaca","","Guevea de Humboldt","Mexico"
"71040","","Oaxaca","","Mesones Hidalgo","Mexico"
"71041","","Oaxaca","","Mesones Hidalgo","Mexico"
"71047","","Oaxaca","","Mesones Hidalgo","Mexico"
"71048","","Oaxaca","","Mesones Hidalgo","Mexico"
"68870","","Oaxaca","","Villa Hidalgo","Mexico"
"69000","","Oaxaca","","Heroica Ciudad de Huajuapan de Leon","Mexico"
"69001","","Oaxaca","","Heroica Ciudad de Huajuapan de Leon","Mexico"
"69002","","Oaxaca","","Heroica Ciudad de Huajuapan de Leon","Mexico"
"69003","","Oaxaca","","Heroica Ciudad de Huajuapan de Leon","Mexico"
"69008","","Oaxaca","","Heroica Ciudad de Huajuapan de Leon","Mexico"
"69009","","Oaxaca","","Heroica Ciudad de Huajuapan de Leon","Mexico"
"68555","","Oaxaca","","Huautepec","Mexico"
"68500","","Oaxaca","","Huautla de Jimenez","Mexico"
"68501","","Oaxaca","","Huautla de Jimenez","Mexico"
"68502","","Oaxaca","","Huautla de Jimenez","Mexico"
"68503","","Oaxaca","","Huautla de Jimenez","Mexico"
"68504","","Oaxaca","","Huautla de Jimenez","Mexico"
"68505","","Oaxaca","","Huautla de Jimenez","Mexico"
"68506","","Oaxaca","","Huautla de Jimenez","Mexico"
"68508","","Oaxaca","","Huautla de Jimenez","Mexico"
"68725","","Oaxaca","","Ixtlan de Juarez","Mexico"
"68726","","Oaxaca","","Ixtlan de Juarez","Mexico"
"68727","","Oaxaca","","Ixtlan de Juarez","Mexico"
"68728","","Oaxaca","","Ixtlan de Juarez","Mexico"
"70100","","Oaxaca","","Juchitan de Zaragoza","Mexico"
"70101","","Oaxaca","","Juchitan de Zaragoza","Mexico"
"70102","","Oaxaca","","Juchitan de Zaragoza","Mexico"
"70103","","Oaxaca","","Juchitan de Zaragoza","Mexico"
"68226","","Oaxaca","","Magdalena Apasco","Mexico"
"68227","","Oaxaca","","Magdalena Apasco","Mexico"
"68229","","Oaxaca","","Magdalena Apasco","Mexico"
"69900","","Oaxaca","","Magdalena Jaltepec","Mexico"
"69901","","Oaxaca","","Magdalena Jaltepec","Mexico"
"69902","","Oaxaca","","Magdalena Jaltepec","Mexico"
"69909","","Oaxaca","","Magdalena Jaltepec","Mexico"
"69350","","Oaxaca","","Santa Magdalena Jicotlan","Mexico"
"71286","","Oaxaca","","Magdalena Mixtepec","Mexico"
"71529","","Oaxaca","","Magdalena Ocotlan","Mexico"
"69848","","Oaxaca","","Magdalena Peñasco","Mexico"
"70458","","Oaxaca","","Magdalena Teitipac","Mexico"
"70740","","Oaxaca","","Magdalena Tequisistlan","Mexico"
"70742","","Oaxaca","","Magdalena Tequisistlan","Mexico"
"70744","","Oaxaca","","Magdalena Tequisistlan","Mexico"
"70746","","Oaxaca","","Magdalena Tlacotepec","Mexico"
"69920","","Oaxaca","","Magdalena Zahuatlan","Mexico"
"69252","","Oaxaca","","Mariscala de Juarez","Mexico"
"69253","","Oaxaca","","Mariscala de Juarez","Mexico"
"69254","","Oaxaca","","Mariscala de Juarez","Mexico"
"69255","","Oaxaca","","Mariscala de Juarez","Mexico"
"69257","","Oaxaca","","Mariscala de Juarez","Mexico"
"71630","","Oaxaca","","Martires de Tacubaya","Mexico"
"71631","","Oaxaca","","Martires de Tacubaya","Mexico"
"70310","","Oaxaca","","Matias Romero Avendaño","Mexico"
"70312","","Oaxaca","","Matias Romero Avendaño","Mexico"
"70313","","Oaxaca","","Matias Romero Avendaño","Mexico"
"70314","","Oaxaca","","Matias Romero Avendaño","Mexico"
"70315","","Oaxaca","","Matias Romero Avendaño","Mexico"
"70317","","Oaxaca","","Matias Romero Avendaño","Mexico"
"70318","","Oaxaca","","Matias Romero Avendaño","Mexico"
"70319","","Oaxaca","","Matias Romero Avendaño","Mexico"
"70320","","Oaxaca","","Matias Romero Avendaño","Mexico"
"70322","","Oaxaca","","Matias Romero Avendaño","Mexico"
"70323","","Oaxaca","","Matias Romero Avendaño","Mexico"
"70324","","Oaxaca","","Matias Romero Avendaño","Mexico"
"70325","","Oaxaca","","Matias Romero Avendaño","Mexico"
"70326","","Oaxaca","","Matias Romero Avendaño","Mexico"
"70327","","Oaxaca","","Matias Romero Avendaño","Mexico"
"70328","","Oaxaca","","Matias Romero Avendaño","Mexico"
"70329","","Oaxaca","","Matias Romero Avendaño","Mexico"
"68580","","Oaxaca","","Mazatlan Villa de Flores","Mexico"
"68581","","Oaxaca","","Mazatlan Villa de Flores","Mexico"
"68582","","Oaxaca","","Mazatlan Villa de Flores","Mexico"
"68583","","Oaxaca","","Mazatlan Villa de Flores","Mexico"
"68584","","Oaxaca","","Mazatlan Villa de Flores","Mexico"
"70800","","Oaxaca","","Miahuatlan de Porfirio Diaz","Mexico"
"70801","","Oaxaca","","Miahuatlan de Porfirio Diaz","Mexico"
"70802","","Oaxaca","","Miahuatlan de Porfirio Diaz","Mexico"
"70803","","Oaxaca","","Miahuatlan de Porfirio Diaz","Mexico"
"70260","","Oaxaca","","Mixistlan de La Reforma","Mexico"
"70261","","Oaxaca","","Mixistlan de La Reforma","Mexico"
"70826","","Oaxaca","","Monjas","Mexico"
"70827","","Oaxaca","","Monjas","Mexico"
"68701","","Oaxaca","","Natividad","Mexico"
"68240","","Oaxaca","","Nazareno Etla","Mexico"
"70530","","Oaxaca","","Nejapa de Madero","Mexico"
"70531","","Oaxaca","","Nejapa de Madero","Mexico"
"70532","","Oaxaca","","Nejapa de Madero","Mexico"
"69470","","Oaxaca","","Ixpantepec Nieves","Mexico"
"70130","","Oaxaca","","Santiago Niltepec","Mexico"
"70135","","Oaxaca","","Santiago Niltepec","Mexico"
"91320","","Veracruz Llave","","Acajete","Mexico"
"91325","","Veracruz Llave","","Acajete","Mexico"
"91327","","Veracruz Llave","","Acajete","Mexico"
"91420","","Veracruz Llave","","Acatlan","Mexico"
"96100","","Veracruz Llave","","Acayucan","Mexico"
"96102","","Veracruz Llave","","Acayucan","Mexico"
"96103","","Veracruz Llave","","Acayucan","Mexico"
"96107","","Veracruz Llave","","Acayucan","Mexico"
"96108","","Veracruz Llave","","Acayucan","Mexico"
"96110","","Veracruz Llave","","Acayucan","Mexico"
"96112","","Veracruz Llave","","Acayucan","Mexico"
"96114","","Veracruz Llave","","Acayucan","Mexico"
"96117","","Veracruz Llave","","Acayucan","Mexico"
"91480","","Veracruz Llave","","Actopan","Mexico"
"91481","","Veracruz Llave","","Actopan","Mexico"
"91482","","Veracruz Llave","","Actopan","Mexico"
"91484","","Veracruz Llave","","Actopan","Mexico"
"91485","","Veracruz Llave","","Actopan","Mexico"
"91486","","Veracruz Llave","","Actopan","Mexico"
"91487","","Veracruz Llave","","Actopan","Mexico"
"91488","","Veracruz Llave","","Actopan","Mexico"
"91489","","Veracruz Llave","","Actopan","Mexico"
"91490","","Veracruz Llave","","Actopan","Mexico"
"91492","","Veracruz Llave","","Actopan","Mexico"
"91493","","Veracruz Llave","","Actopan","Mexico"
"91494","","Veracruz Llave","","Actopan","Mexico"
"91495","","Veracruz Llave","","Actopan","Mexico"
"91496","","Veracruz Llave","","Actopan","Mexico"
"91498","","Veracruz Llave","","Actopan","Mexico"
"95440","","Veracruz Llave","","Acula","Mexico"
"94760","","Veracruz Llave","","Acultzingo","Mexico"
"94762","","Veracruz Llave","","Acultzingo","Mexico"
"94763","","Veracruz Llave","","Acultzingo","Mexico"
"94765","","Veracruz Llave","","Acultzingo","Mexico"
"94766","","Veracruz Llave","","Acultzingo","Mexico"
"94767","","Veracruz Llave","","Acultzingo","Mexico"
"94230","","Veracruz Llave","","Camaron de Tejeda","Mexico"
"94235","","Veracruz Llave","","Camaron de Tejeda","Mexico"
"94130","","Veracruz Llave","","Alpatlahuac","Mexico"
"94135","","Veracruz Llave","","Alpatlahuac","Mexico"
"91460","","Veracruz Llave","","Alto Lucero de Gutierrez Barrios","Mexico"
"91465","","Veracruz Llave","","Alto Lucero de Gutierrez Barrios","Mexico"
"91466","","Veracruz Llave","","Alto Lucero de Gutierrez Barrios","Mexico"
"91469","","Veracruz Llave","","Alto Lucero de Gutierrez Barrios","Mexico"
"91470","","Veracruz Llave","","Alto Lucero de Gutierrez Barrios","Mexico"
"91473","","Veracruz Llave","","Alto Lucero de Gutierrez Barrios","Mexico"
"91476","","Veracruz Llave","","Alto Lucero de Gutierrez Barrios","Mexico"
"91477","","Veracruz Llave","","Alto Lucero de Gutierrez Barrios","Mexico"
"91478","","Veracruz Llave","","Alto Lucero de Gutierrez Barrios","Mexico"
"93710","","Veracruz Llave","","Altotonga","Mexico"
"93714","","Veracruz Llave","","Altotonga","Mexico"
"93715","","Veracruz Llave","","Altotonga","Mexico"
"93720","","Veracruz Llave","","Altotonga","Mexico"
"93721","","Veracruz Llave","","Altotonga","Mexico"
"93723","","Veracruz Llave","","Altotonga","Mexico"
"93725","","Veracruz Llave","","Altotonga","Mexico"
"93730","","Veracruz Llave","","Altotonga","Mexico"
"93732","","Veracruz Llave","","Altotonga","Mexico"
"93733","","Veracruz Llave","","Altotonga","Mexico"
"93735","","Veracruz Llave","","Altotonga","Mexico"
"93737","","Veracruz Llave","","Altotonga","Mexico"
"95250","","Veracruz Llave","","Alvarado","Mexico"
"95253","","Veracruz Llave","","Alvarado","Mexico"
"95258","","Veracruz Llave","","Alvarado","Mexico"
"95259","","Veracruz Llave","","Alvarado","Mexico"
"95260","","Veracruz Llave","","Alvarado","Mexico"
"95261","","Veracruz Llave","","Alvarado","Mexico"
"95263","","Veracruz Llave","","Alvarado","Mexico"
"95264","","Veracruz Llave","","Alvarado","Mexico"
"95265","","Veracruz Llave","","Alvarado","Mexico"
"95268","","Veracruz Llave","","Alvarado","Mexico"
"95269","","Veracruz Llave","","Alvarado","Mexico"
"95450","","Veracruz Llave","","Amatitlan","Mexico"
"95454","","Veracruz Llave","","Amatitlan","Mexico"
"95456","","Veracruz Llave","","Amatitlan","Mexico"
"92410","","Veracruz Llave","","Naranjos Amatlan","Mexico"
"92412","","Veracruz Llave","","Naranjos Amatlan","Mexico"
"92415","","Veracruz Llave","","Naranjos Amatlan","Mexico"
"92417","","Veracruz Llave","","Naranjos Amatlan","Mexico"
"92419","","Veracruz Llave","","Naranjos Amatlan","Mexico"
"94943","","Veracruz Llave","","Amatlan de los Reyes","Mexico"
"94946","","Veracruz Llave","","Amatlan de los Reyes","Mexico"
"94950","","Veracruz Llave","","Amatlan de los Reyes","Mexico"
"94952","","Veracruz Llave","","Amatlan de los Reyes","Mexico"
"94953","","Veracruz Llave","","Amatlan de los Reyes","Mexico"
"94954","","Veracruz Llave","","Amatlan de los Reyes","Mexico"
"94955","","Veracruz Llave","","Amatlan de los Reyes","Mexico"
"94956","","Veracruz Llave","","Amatlan de los Reyes","Mexico"
"94957","","Veracruz Llave","","Amatlan de los Reyes","Mexico"
"94958","","Veracruz Llave","","Amatlan de los Reyes","Mexico"
"94959","","Veracruz Llave","","Amatlan de los Reyes","Mexico"
"95845","","Veracruz Llave","","Angel R Cabada","Mexico"
"95846","","Veracruz Llave","","Angel R Cabada","Mexico"
"95847","","Veracruz Llave","","Angel R Cabada","Mexico"
"95848","","Veracruz Llave","","Angel R Cabada","Mexico"
"95849","","Veracruz Llave","","Angel R Cabada","Mexico"
"91685","","Veracruz Llave","","La Antigua","Mexico"
"91686","","Veracruz Llave","","La Antigua","Mexico"
"91687","","Veracruz Llave","","La Antigua","Mexico"
"91688","","Veracruz Llave","","La Antigua","Mexico"
"91645","","Veracruz Llave","","Apazapan","Mexico"
"91646","","Veracruz Llave","","Apazapan","Mexico"
"91647","","Veracruz Llave","","Apazapan","Mexico"
"91649","","Veracruz Llave","","Apazapan","Mexico"
"94750","","Veracruz Llave","","Aquila","Mexico"
"94755","","Veracruz Llave","","Aquila","Mexico"
"94810","","Veracruz Llave","","Astacinga","Mexico"
"94815","","Veracruz Llave","","Astacinga","Mexico"
"94830","","Veracruz Llave","","Atlahuilco","Mexico"
"94969","","Veracruz Llave","","Atoyac","Mexico"
"94440","","Veracruz Llave","","Atzacan","Mexico"
"94442","","Veracruz Llave","","Atzacan","Mexico"
"93680","","Veracruz Llave","","Atzalan","Mexico"
"93684","","Veracruz Llave","","Atzalan","Mexico"
"93685","","Veracruz Llave","","Atzalan","Mexico"
"93687","","Veracruz Llave","","Atzalan","Mexico"
"93688","","Veracruz Llave","","Atzalan","Mexico"
"93689","","Veracruz Llave","","Atzalan","Mexico"
"93690","","Veracruz Llave","","Atzalan","Mexico"
"93692","","Veracruz Llave","","Atzalan","Mexico"
"93693","","Veracruz Llave","","Atzalan","Mexico"
"93694","","Veracruz Llave","","Atzalan","Mexico"
"93695","","Veracruz Llave","","Atzalan","Mexico"
"93697","","Veracruz Llave","","Atzalan","Mexico"
"93698","","Veracruz Llave","","Atzalan","Mexico"
"94020","","Veracruz Llave","","Tlaltetela","Mexico"
"94021","","Veracruz Llave","","Tlaltetela","Mexico"
"91260","","Veracruz Llave","","Ayahualulco","Mexico"
"91262","","Veracruz Llave","","Ayahualulco","Mexico"
"92660","","Veracruz Llave","","Benito Juarez","Mexico"
"92663","","Veracruz Llave","","Benito Juarez","Mexico"
"92665","","Veracruz Llave","","Benito Juarez","Mexico"
"92668","","Veracruz Llave","","Benito Juarez","Mexico"
"94120","","Veracruz Llave","","Calcahualco","Mexico"
"94740","","Veracruz Llave","","Camerino Z Mendoza","Mexico"
"94743","","Veracruz Llave","","Camerino Z Mendoza","Mexico"
"94744","","Veracruz Llave","","Camerino Z Mendoza","Mexico"
"94745","","Veracruz Llave","","Camerino Z Mendoza","Mexico"
"94746","","Veracruz Llave","","Camerino Z Mendoza","Mexico"
"94748","","Veracruz Llave","","Camerino Z Mendoza","Mexico"
"94980","","Veracruz Llave","","Carrillo Puerto","Mexico"
"94987","","Veracruz Llave","","Carrillo Puerto","Mexico"
"94988","","Veracruz Llave","","Carrillo Puerto","Mexico"
"94989","","Veracruz Llave","","Carrillo Puerto","Mexico"
"95874","","Veracruz Llave","","Catemaco","Mexico"
"95876","","Veracruz Llave","","Catemaco","Mexico"
"95877","","Veracruz Llave","","Catemaco","Mexico"
"95879","","Veracruz Llave","","Catemaco","Mexico"
"95880","","Veracruz Llave","","Catemaco","Mexico"
"95884","","Veracruz Llave","","Catemaco","Mexico"
"95888","","Veracruz Llave","","Catemaco","Mexico"
"95890","","Veracruz Llave","","Catemaco","Mexico"
"95897","","Veracruz Llave","","Catemaco","Mexico"
"95898","","Veracruz Llave","","Catemaco","Mexico"
"92970","","Veracruz Llave","","Cazones de Herrera","Mexico"
"92973","","Veracruz Llave","","Cazones de Herrera","Mexico"
"92974","","Veracruz Llave","","Cazones de Herrera","Mexico"
"92975","","Veracruz Llave","","Cazones de Herrera","Mexico"
"92977","","Veracruz Llave","","Cazones de Herrera","Mexico"
"92990","","Veracruz Llave","","Cazones de Herrera","Mexico"
"92994","","Veracruz Llave","","Cazones de Herrera","Mexico"
"92997","","Veracruz Llave","","Cazones de Herrera","Mexico"
"92500","","Veracruz Llave","","Cerro Azul","Mexico"
"92520","","Veracruz Llave","","Cerro Azul","Mexico"
"92523","","Veracruz Llave","","Cerro Azul","Mexico"
"92525","","Veracruz Llave","","Cerro Azul","Mexico"
"92230","","Veracruz Llave","","Citlaltepetl","Mexico"
"92240","","Veracruz Llave","","Citlaltepetl","Mexico"
"92256","","Veracruz Llave","","Citlaltepetl","Mexico"
"92257","","Veracruz Llave","","Citlaltepetl","Mexico"
"92259","","Veracruz Llave","","Citlaltepetl","Mexico"
"92268","","Veracruz Llave","","Citlaltepetl","Mexico"
"91370","","Veracruz Llave","","Coacoatzintla","Mexico"
"91375","","Veracruz Llave","","Coacoatzintla","Mexico"
"93120","","Veracruz Llave","","Coahuitlan","Mexico"
"93124","","Veracruz Llave","","Coahuitlan","Mexico"
"91601","","Veracruz Llave","","Coatepec","Mexico"
"91602","","Veracruz Llave","","Coatepec","Mexico"
"91603","","Veracruz Llave","","Coatepec","Mexico"
"91604","","Veracruz Llave","","Coatepec","Mexico"
"91605","","Veracruz Llave","","Coatepec","Mexico"
"91606","","Veracruz Llave","","Coatepec","Mexico"
"91607","","Veracruz Llave","","Coatepec","Mexico"
"91608","","Veracruz Llave","","Coatepec","Mexico"
"91609","","Veracruz Llave","","Coatepec","Mexico"
"91610","","Veracruz Llave","","Coatepec","Mexico"
"96380","","Veracruz Llave","","Coatzacoalcos","Mexico"
"96382","","Veracruz Llave","","Coatzacoalcos","Mexico"
"96383","","Veracruz Llave","","Coatzacoalcos","Mexico"
"96384","","Veracruz Llave","","Coatzacoalcos","Mexico"
"96385","","Veracruz Llave","","Coatzacoalcos","Mexico"
"96386","","Veracruz Llave","","Coatzacoalcos","Mexico"
"96387","","Veracruz Llave","","Coatzacoalcos","Mexico"
"93170","","Veracruz Llave","","Coatzintla","Mexico"
"93172","","Veracruz Llave","","Coatzintla","Mexico"
"93173","","Veracruz Llave","","Coatzintla","Mexico"
"93174","","Veracruz Llave","","Coatzintla","Mexico"
"93175","","Veracruz Llave","","Coatzintla","Mexico"
"94890","","Veracruz Llave","","Coetzala","Mexico"
"93950","","Veracruz Llave","","Colipa","Mexico"
"94200","","Veracruz Llave","","Comapa","Mexico"
"94210","","Veracruz Llave","","Comapa","Mexico"
"94216","","Veracruz Llave","","Comapa","Mexico"
"94480","","Veracruz Llave","","Cordoba","Mexico"
"94483","","Veracruz Llave","","Cordoba","Mexico"
"94484","","Veracruz Llave","","Cordoba","Mexico"
"94485","","Veracruz Llave","","Cordoba","Mexico"
"94486","","Veracruz Llave","","Cordoba","Mexico"
"94487","","Veracruz Llave","","Cordoba","Mexico"
"94488","","Veracruz Llave","","Cordoba","Mexico"
"95411","","Veracruz Llave","","Cosamaloapan","Mexico"
"95420","","Veracruz Llave","","Cosamaloapan","Mexico"
"95422","","Veracruz Llave","","Cosamaloapan","Mexico"
"95423","","Veracruz Llave","","Cosamaloapan","Mexico"
"95425","","Veracruz Llave","","Cosamaloapan","Mexico"
"95426","","Veracruz Llave","","Cosamaloapan","Mexico"
"95427","","Veracruz Llave","","Cosamaloapan","Mexico"
"95429","","Veracruz Llave","","Cosamaloapan","Mexico"
"91620","","Veracruz Llave","","Cosautlan de Carvajal","Mexico"
"91621","","Veracruz Llave","","Cosautlan de Carvajal","Mexico"
"91622","","Veracruz Llave","","Cosautlan de Carvajal","Mexico"
"91625","","Veracruz Llave","","Cosautlan de Carvajal","Mexico"
"91626","","Veracruz Llave","","Cosautlan de Carvajal","Mexico"
"91627","","Veracruz Llave","","Cosautlan de Carvajal","Mexico"
"94140","","Veracruz Llave","","Coscomatepec","Mexico"
"96340","","Veracruz Llave","","Cosoleacaque","Mexico"
"96342","","Veracruz Llave","","Cosoleacaque","Mexico"
"96343","","Veracruz Llave","","Cosoleacaque","Mexico"
"96344","","Veracruz Llave","","Cosoleacaque","Mexico"
"96345","","Veracruz Llave","","Cosoleacaque","Mexico"
"96346","","Veracruz Llave","","Cosoleacaque","Mexico"
"96347","","Veracruz Llave","","Cosoleacaque","Mexico"
"96348","","Veracruz Llave","","Cosoleacaque","Mexico"
"96349","","Veracruz Llave","","Cosoleacaque","Mexico"
"94990","","Veracruz Llave","","Cotaxtla","Mexico"
"94992","","Veracruz Llave","","Cotaxtla","Mexico"
"94995","","Veracruz Llave","","Cotaxtla","Mexico"
"94996","","Veracruz Llave","","Cotaxtla","Mexico"
"93060","","Veracruz Llave","","Coxquihui","Mexico"
"93062","","Veracruz Llave","","Coxquihui","Mexico"
"93063","","Veracruz Llave","","Coxquihui","Mexico"
"93065","","Veracruz Llave","","Coxquihui","Mexico"
"93068","","Veracruz Llave","","Coxquihui","Mexico"
"93070","","Veracruz Llave","","Coxquihui","Mexico"
"93071","","Veracruz Llave","","Coxquihui","Mexico"
"93072","","Veracruz Llave","","Coxquihui","Mexico"
"93074","","Veracruz Llave","","Coxquihui","Mexico"
"93075","","Veracruz Llave","","Coxquihui","Mexico"
"93076","","Veracruz Llave","","Coxquihui","Mexico"
"93077","","Veracruz Llave","","Coxquihui","Mexico"
"93140","","Veracruz Llave","","Coyutla","Mexico"
"93144","","Veracruz Llave","","Coyutla","Mexico"
"93146","","Veracruz Llave","","Coyutla","Mexico"
"93147","","Veracruz Llave","","Coyutla","Mexico"
"93150","","Veracruz Llave","","Coyutla","Mexico"
"93152","","Veracruz Llave","","Coyutla","Mexico"
"93154","","Veracruz Llave","","Coyutla","Mexico"
"93157","","Veracruz Llave","","Coyutla","Mexico"
"93158","","Veracruz Llave","","Coyutla","Mexico"
"94920","","Veracruz Llave","","Cuichapa","Mexico"
"94925","","Veracruz Llave","","Cuichapa","Mexico"
"94929","","Veracruz Llave","","Cuichapa","Mexico"
"94910","","Veracruz Llave","","Cuitlahuac","Mexico"
"94912","","Veracruz Llave","","Cuitlahuac","Mexico"
"95560","","Veracruz Llave","","Chacaltianguis","Mexico"
"95563","","Veracruz Llave","","Chacaltianguis","Mexico"
"95570","","Veracruz Llave","","Chacaltianguis","Mexico"
"95575","","Veracruz Llave","","Chacaltianguis","Mexico"
"95576","","Veracruz Llave","","Chacaltianguis","Mexico"
"92170","","Veracruz Llave","","Chalma","Mexico"
"92173","","Veracruz Llave","","Chalma","Mexico"
"92180","","Veracruz Llave","","Chalma","Mexico"
"92182","","Veracruz Llave","","Chalma","Mexico"
"92183","","Veracruz Llave","","Chalma","Mexico"
"92184","","Veracruz Llave","","Chalma","Mexico"
"92190","","Veracruz Llave","","Chalma","Mexico"
