id,entities_id,status,users_id_recipient,requesttypes_id,itilcategories_id,close_delay_stat,solve_delay_stat,takeintoaccount_delay_stat,date_creation,Data,is_deleted,solvedate,type,Tipo Ticket
"3637","2","6","92","1","32",81122,857,827,2020-04-15 09:17:59.000,2020-04-15 00:00:00.000,"FALSE",2020-04-15 09:32:16.000,"2","Requisicao"
"3653","2","6","109","1","74",105596,23395,23395,2020-04-20 10:30:05.000,2020-04-20 00:00:00.000,"FALSE",2020-04-22 08:34:09.000,"1","Incidente"
"3662","2","6","115","1","119",89667,18266,45,2020-04-24 09:12:34.000,2020-04-24 00:00:00.000,"FALSE",2020-05-04 12:50:10.000,"2","Requisicao"
"3666","2","6","110","1","49",100201,24721,24150,2020-04-24 12:18:21.000,2020-04-24 00:00:00.000,"FALSE",2020-04-27 10:52:01.000,"1","Incidente"
"3671","2","6","126","1","119",77471,6070,5749,2020-04-27 14:34:42.000,2020-04-27 00:00:00.000,"FALSE",2020-05-06 12:58:32.000,"2","Requisicao"
"3675","2","6","126","1","62",72390,427,356,2020-04-28 11:43:32.000,2020-04-28 00:00:00.000,"FALSE",2020-04-28 11:50:39.000,"2","Requisicao"
"3676","2","6","126","1","32",216160,144759,176,2020-04-28 11:47:21.000,2020-04-28 00:00:00.000,"FALSE",2020-05-06 12:55:21.000,"2","Requisicao"
"3678","2","6","92","1","67",179546,120808,14769,2020-04-28 14:57:35.000,2020-04-28 00:00:00.000,"FALSE",2020-05-05 16:31:03.000,"2","Requisicao"
"3679","2","6","10","1","121",19981,1981,78,2020-04-28 15:59:35.000,2020-04-28 00:00:00.000,"FALSE",2020-04-30 12:21:55.000,"2","Requisicao"
"3686","2","6","18","1","30",103114,37247,2913,2020-04-30 11:11:27.000,2020-04-30 00:00:00.000,"FALSE",2020-05-04 14:32:14.000,"1","Incidente"
"3688","2","6","92","1","37",78670,19765,962,2020-05-05 09:58:51.000,2020-05-05 00:00:00.000,"FALSE",2020-05-05 16:28:16.000,"2","Requisicao"
"3700","2","6","23","1","130",61449,3468,142,2020-05-06 15:45:52.000,2020-05-06 00:00:00.000,"FALSE",2020-05-06 16:43:40.000,"2","Requisicao"
"3719","2","6","107","1","32",80295,19398,978,2020-05-12 18:37:03.000,2020-05-12 00:00:00.000,"FALSE",2020-05-13 15:55:04.000,"1","Incidente"
"3720","2","6","92","1","73",80927,1183,1172,2020-05-13 09:21:14.000,2020-05-13 00:00:00.000,"FALSE",2020-05-13 09:40:57.000,"2","Requisicao"
"3721","2","6","92","1","32",74725,1393,1366,2020-05-13 11:04:36.000,2020-05-13 00:00:00.000,"FALSE",2020-05-13 11:27:49.000,"2","Requisicao"
"3722","2","6","108","1","32",71401,618,574,2020-05-13 12:35:50.000,2020-05-13 00:00:00.000,"FALSE",2020-05-13 13:10:18.000,"2","Requisicao"
"3726","2","6","92","1","73",57066,4269,4174,2020-05-14 09:08:54.000,2020-05-14 00:00:00.000,"FALSE",2020-05-14 10:20:03.000,"2","Requisicao"
"3731","2","6","110","1","119",40718,13393,4389,2020-05-14 14:41:22.000,2020-05-14 00:00:00.000,"FALSE",2020-05-15 09:24:35.000,"2","Requisicao"
"3733","2","6","23","1","129",21399,3399,3399,2020-05-15 11:03:21.000,2020-05-15 00:00:00.000,"FALSE",2020-05-15 12:14:52.000,"2","Requisicao"
"3739","2","6","92","1","68",79815,2022,561,2020-05-19 11:26:18.000,2020-05-19 00:00:00.000,"FALSE",2020-05-20 10:13:28.000,"2","Requisicao"
"3753","2","6","92","1","68",18151,7015,151,2020-05-22 11:57:29.000,2020-05-22 00:00:00.000,"FALSE",2020-05-22 14:54:24.000,"1","Incidente"
"3756","2","6","132","1","37",122707,64031,7507,2020-05-22 15:54:53.000,2020-05-22 00:00:00.000,"FALSE",2020-05-26 17:42:04.000,"2","Requisicao"
"3767","2","6","133","1","37",79349,642,541,2020-05-25 16:54:47.000,2020-05-25 00:00:00.000,"FALSE",2020-06-02 09:58:14.000,"2","Requisicao"
"3773","2","6","115","1","119",62957,1130,74,2020-05-27 15:21:58.000,2020-05-27 00:00:00.000,"FALSE",2020-05-27 15:39:34.000,"2","Requisicao"
"3790","2","6","133","1","30",94807,15866,4069,2020-06-01 14:29:54.000,2020-06-01 00:00:00.000,"FALSE",2020-06-02 09:54:20.000,"2","Requisicao"
"3803","2","6","138","1","37",78850,4631,1714,2020-06-03 09:55:51.000,2020-06-03 00:00:00.000,"FALSE",2020-06-03 11:13:02.000,"2","Requisicao"
"3817","2","6","110","1","68",29559,3346,3313,2020-06-04 15:24:32.000,2020-06-04 00:00:00.000,"FALSE",2020-06-05 09:43:07.000,"2","Requisicao"
"3818","2","6","10","1","119",29068,268,268,2020-06-04 17:55:32.000,2020-06-04 00:00:00.000,"FALSE",2020-06-04 18:07:15.000,"1","Incidente"
"3819","2","6","10","1","74",28989,189,189,2020-06-04 17:56:51.000,2020-06-04 00:00:00.000,"FALSE",2020-06-04 18:08:59.000,"1","Incidente"
"3824","2","6","138","1","129",4524,1814,53,2020-06-05 16:45:29.000,2020-06-05 00:00:00.000,"FALSE",2020-06-05 17:14:50.000,"2","Requisicao"
"3827","2","6","42","1","73",225088,150678,1530,2020-06-08 09:18:33.000,2020-06-08 00:00:00.000,"FALSE",2020-06-15 11:09:51.000,"2","Requisicao"
"3829","2","6","132","1","129",71895,4148,494,2020-06-08 11:51:46.000,2020-06-08 00:00:00.000,"FALSE",2020-06-08 14:00:54.000,"2","Requisicao"
"3833","2","6","132","1","30",69245,215,194,2020-06-08 13:35:56.000,2020-06-08 00:00:00.000,"FALSE",2020-06-08 13:39:31.000,"2","Requisicao"
"3838","2","6","23","1","68",50667,941,932,2020-06-08 17:44:19.000,2020-06-08 00:00:00.000,"FALSE",2020-06-18 11:11:14.000,"2","Requisicao"
"3842","2","6","138","1","37",78979,19805,979,2020-06-09 09:53:42.000,2020-06-09 00:00:00.000,"FALSE",2020-06-09 16:23:47.000,"2","Requisicao"
"3843","2","6","18","1","37",78550,6510,1638,2020-06-09 10:00:51.000,2020-06-09 00:00:00.000,"FALSE",2020-06-09 11:49:21.000,"2","Requisicao"
"3847","2","6","115","1","62",59773,2101,91,2020-06-09 16:15:19.000,2020-06-09 00:00:00.000,"FALSE",2020-06-09 16:48:49.000,"2","Requisicao"
"3859","2","6","107","1","130",69125,7651,5892,2020-06-10 14:47:55.000,2020-06-10 00:00:00.000,"FALSE",2020-06-10 16:55:26.000,"2","Requisicao"
"3876","2","6","113","1","129",70085,889,510,2020-06-15 13:21:56.000,2020-06-15 00:00:00.000,"FALSE",2020-06-15 13:36:45.000,"2","Requisicao"
"3877","2","6","113","1","30",68443,3711,3688,2020-06-15 13:49:18.000,2020-06-15 00:00:00.000,"FALSE",2020-06-15 14:51:09.000,"2","Requisicao"
"3893","2","6","138","1","37",70494,8782,8342,2020-06-16 13:15:07.000,2020-06-16 00:00:00.000,"FALSE",2020-06-16 15:41:29.000,"2","Requisicao"
"3903","2","6","113","1","68",79046,19756,9170,2020-06-17 11:02:34.000,2020-06-17 00:00:00.000,"FALSE",2020-06-17 17:31:50.000,"2","Requisicao"
"3907","2","6","113","1","30",57600,10800,3536,2020-06-18 08:57:24.000,2020-06-18 00:00:00.000,"FALSE",2020-06-18 12:44:53.000,"2","Requisicao"
"3909","2","6","113","1","48",57556,4086,3445,2020-06-18 09:00:44.000,2020-06-18 00:00:00.000,"FALSE",2020-06-18 10:08:50.000,"2","Requisicao"
"3931","2","6","113","1","128",133200,113278,11357,2020-06-22 12:08:21.000,2020-06-22 00:00:00.000,"FALSE",2020-06-26 11:27:58.000,"2","Requisicao"
"3941","2","6","107","1","130",75095,13835,3634,2020-06-24 10:59:26.000,2020-06-24 00:00:00.000,"FALSE",2020-06-24 15:50:01.000,"2","Requisicao"
"3943","2","6","110","1","67",70296,12194,3208,2020-06-24 14:28:24.000,2020-06-24 00:00:00.000,"FALSE",2020-06-24 17:51:38.000,"2","Requisicao"
"3950","2","6","18","1","131",311004,239704,31566,2020-06-26 09:27:37.000,2020-06-26 00:00:00.000,"FALSE",2020-07-08 13:02:41.000,"2","Requisicao"
"3967","2","6","110","1","32",100261,27980,19755,2020-06-30 12:36:19.000,2020-06-30 00:00:00.000,"FALSE",2020-07-01 11:46:20.000,"2","Requisicao"
"3987","2","6","113","1","37",47457,6600,4291,2020-07-06 18:16:59.000,2020-07-06 00:00:00.000,"FALSE",2020-07-23 14:39:03.000,"2","Requisicao"
"3989","2","6","90","1","120",65116,155,104,2020-07-07 14:45:45.000,2020-07-07 00:00:00.000,"FALSE",2020-07-07 14:48:20.000,"2","Requisicao"
"3991","2","6","18","1","130",74804,9161,6943,2020-07-08 11:04:17.000,2020-07-08 00:00:00.000,"FALSE",2020-07-08 14:36:58.000,"2","Requisicao"
"3996","2","6","92","1","126",24912,1082,961,2020-07-10 10:04:48.000,2020-07-10 00:00:00.000,"FALSE",2020-07-10 10:22:50.000,"2","Requisicao"
"4003","2","6","90","1","30",80356,2026,23,2020-07-13 09:31:45.000,2020-07-13 00:00:00.000,"FALSE",2020-07-13 10:05:31.000,"2","Requisicao"
"4007","2","6","113","1","48",267534,226323,3751,2020-07-13 15:41:06.000,2020-07-13 00:00:00.000,"FALSE",2020-07-23 14:33:09.000,"2","Requisicao"
"4017","2","6","108","1","43",71684,47369,11984,2020-07-15 14:05:16.000,2020-07-15 00:00:00.000,"FALSE",2020-07-17 10:14:45.000,"2","Requisicao"
"4026","2","6","113","1","60",57600,5528,5478,2020-07-16 08:25:15.000,2020-07-16 00:00:00.000,"FALSE",2020-07-16 10:32:08.000,"2","Requisicao"
"4030","2","6","113","1","119",46800,5093,4841,2020-07-16 12:11:54.000,2020-07-16 00:00:00.000,"FALSE",2020-07-16 14:24:53.000,"2","Requisicao"
"4038","2","6","108","1","119",10354,1506,1474,2020-07-17 15:07:26.000,2020-07-17 00:00:00.000,"FALSE",2020-07-17 15:32:32.000,"2","Requisicao"
"4044","2","6","108","1","30",103519,43217,27919,2020-07-21 13:14:41.000,2020-07-21 00:00:00.000,"FALSE",2020-07-22 17:14:58.000,"2","Requisicao"
"4048","2","6","133","1","37",46776,9246,7090,2020-07-22 13:46:17.000,2020-07-22 00:00:00.000,"FALSE",2020-07-23 15:34:30.000,"2","Requisicao"
"4052","2","6","133","1","37",39140,2120,2023,2020-07-23 15:07:40.000,2020-07-23 00:00:00.000,"FALSE",2020-07-23 15:43:00.000,"2","Requisicao"
"4063","2","6","138","1","37",114606,74547,910,2020-07-28 09:09:54.000,2020-07-28 00:00:00.000,"FALSE",2020-07-30 14:52:21.000,"2","Requisicao"
"4064","2","6","138","1","74",114346,84101,671,2020-07-28 09:14:14.000,2020-07-28 00:00:00.000,"FALSE",2020-07-30 17:35:55.000,"2","Requisicao"
"4065","2","6","107","1","119",111959,72810,7559,2020-07-28 09:54:01.000,2020-07-28 00:00:00.000,"FALSE",2020-07-30 15:07:31.000,"2","Requisicao"
"4066","2","6","138","1","37",107708,33577,29871,2020-07-28 09:57:53.000,2020-07-28 00:00:00.000,"FALSE",2020-07-29 11:17:30.000,"2","Requisicao"
"4069","2","6","107","1","119",90653,36687,4927,2020-07-28 16:49:07.000,2020-07-28 00:00:00.000,"FALSE",2020-07-30 10:00:34.000,"2","Requisicao"
"4071","2","6","18","1","73",63385,49117,78,2020-07-29 16:23:35.000,2020-07-29 00:00:00.000,"FALSE",2020-07-31 14:02:12.000,"1","Incidente"
"4083","2","6","92","1","37",112516,51457,5696,2020-08-03 09:44:44.000,2020-08-03 00:00:00.000,"FALSE",2020-08-04 17:02:21.000,"2","Requisicao"
"4085","2","6","109","1","73",74044,2463,2463,2020-08-04 11:18:57.000,2020-08-04 00:00:00.000,"FALSE",2020-08-04 12:20:21.000,"1","Incidente"
"4087","2","6","113","1","74",79848,2414,1115,2020-08-05 09:42:13.000,2020-08-05 00:00:00.000,"FALSE",2020-08-05 10:22:27.000,"2","Requisicao"
"129","2","6","58","1","42",10995,10995,4551,2017-05-12 11:16:33.000,2017-05-12 00:00:00.000,"FALSE",2017-05-12 14:19:48.000,"2","Requisicao"
"237","2","6","58","1","42",7609,7609,918,2017-06-21 12:12:11.000,2017-06-21 00:00:00.000,"FALSE",2017-06-21 14:19:00.000,"2","Requisicao"
"242","2","6","58","1","42",1774,1774,1562,2017-06-22 11:56:18.000,2017-06-22 00:00:00.000,"FALSE",2017-06-22 12:25:52.000,"2","Requisicao"
"748","2","6","58","1","42",1826,1826,1804,2017-12-05 15:51:04.000,2017-12-05 00:00:00.000,"FALSE",2017-12-05 16:21:30.000,"2","Requisicao"
"926","2","6","58","1","42",5006,2989,2964,2018-02-02 16:36:34.000,2018-02-02 00:00:00.000,"FALSE",2018-02-02 17:26:23.000,"2","Requisicao"
"1321","2","6","58","1","42",125313,60238,12714,2018-05-21 11:00:28.000,2018-05-21 00:00:00.000,"FALSE",2018-05-23 11:44:26.000,"1","Incidente"
"1343","2","6","58","1","42",57753,153,153,2018-06-04 17:57:27.000,2018-06-04 00:00:00.000,"FALSE",2018-06-04 18:36:04.000,"2","Requisicao"
"1696","2","6","23","1","42",6344,2138,1478,2018-10-05 16:14:16.000,2018-10-05 00:00:00.000,"FALSE",2018-10-05 16:49:54.000,"2","Requisicao"
"1698","2","6","58","1","42",80859,21520,18083,2018-10-08 14:05:22.000,2018-10-08 00:00:00.000,"FALSE",2018-10-09 11:04:02.000,"2","Requisicao"
"1768","2","6","58","1","42",62697,2245,1380,2018-11-05 16:35:03.000,2018-11-05 00:00:00.000,"FALSE",2018-11-05 17:12:28.000,"2","Requisicao"
"1804","2","6","23","1","42",100991,32285,32062,2018-11-14 17:31:50.000,2018-11-14 00:00:00.000,"FALSE",2018-11-19 09:29:55.000,"2","Requisicao"
"1845","2","6","23","1","42",1323007,1259638,3949,2018-12-07 14:23:55.000,2018-12-07 00:00:00.000,"FALSE",2019-02-11 11:17:53.000,"2","Requisicao"
"1898","2","6","30","1","42",67271,6430,40,2019-01-24 13:59:24.000,2019-01-24 00:00:00.000,"FALSE",2019-01-28 12:28:00.000,"2","Requisicao"
"1945","2","6","58","1","42",65786,4389,2649,2019-02-11 10:37:36.000,2019-02-11 00:00:00.000,"FALSE",2019-02-11 11:50:45.000,"2","Requisicao"
"2025","2","6","10","1","42",172800,127379,5066,2019-03-21 19:22:09.000,2019-03-21 00:00:00.000,"FALSE",2019-03-28 13:22:59.000,"1","Incidente"
"2071","2","6","58","1","42",4839639,4793021,328,2019-04-04 10:57:08.000,2019-04-04 00:00:00.000,"FALSE",2020-01-23 13:03:02.000,"2","Requisicao"
"2084","2","6","23","1","42",118878,61278,2358,2019-04-08 10:58:42.000,2019-04-08 00:00:00.000,"FALSE",2019-04-10 12:15:32.000,"2","Requisicao"
"2159","2","6","58","1","42",46800,28800,14697,2019-04-25 12:46:00.000,2019-04-25 00:00:00.000,"FALSE",2019-04-26 12:22:14.000,"2","Requisicao"
"2176","2","6","58","1","42",146969,89369,30322,2019-04-30 11:10:31.000,2019-04-30 00:00:00.000,"FALSE",2019-05-06 12:03:36.000,"2","Requisicao"
"2195","2","6","58","1","42",115780,60680,580,2019-05-06 17:50:20.000,2019-05-06 00:00:00.000,"FALSE",2019-05-09 09:41:40.000,"2","Requisicao"
"2202","2","6","44","1","42",191056,127567,256,2019-05-09 11:55:44.000,2019-05-09 00:00:00.000,"FALSE",2019-05-15 16:21:51.000,"1","Incidente"
"2270","2","6","58","1","42",223332,164328,48129,2019-05-24 14:57:48.000,2019-05-24 00:00:00.000,"FALSE",2019-06-03 11:36:36.000,"2","Requisicao"
"2300","2","6","58","1","42",62314,3310,2326,2019-06-03 10:41:26.000,2019-06-03 00:00:00.000,"FALSE",2019-06-03 11:36:36.000,"2","Requisicao"
"2320","2","6","76","1","42",70136,665,34,2019-06-05 14:31:38.000,2019-06-05 00:00:00.000,"FALSE",2019-06-05 14:42:09.000,"1","Incidente"
"2321","2","6","44","1","42",54582,65,42,2019-06-06 09:51:00.000,2019-06-06 00:00:00.000,"FALSE",2019-06-06 09:51:23.000,"2","Requisicao"
"2353","2","6","98","1","42",91634,22152,16034,2019-06-17 16:32:46.000,2019-06-17 00:00:00.000,"FALSE",2019-06-18 14:41:58.000,"2","Requisicao"
"2357","2","6","58","1","42",155781,95410,95325,2019-06-18 17:43:39.000,2019-06-18 00:00:00.000,"FALSE",2019-06-24 11:13:49.000,"2","Requisicao"
"2360","2","6","58","1","42",128883,69284,68414,2019-06-19 17:11:57.000,2019-06-19 00:00:00.000,"FALSE",2019-06-24 11:26:41.000,"2","Requisicao"
"2440","2","6","44","1","42",86386,23523,712,2019-07-15 09:43:13.000,2019-07-15 00:00:00.000,"FALSE",2019-07-16 10:32:17.000,"2","Requisicao"
"2505","2","6","42","1","42",235850,169177,838,2019-07-26 10:29:10.000,2019-07-26 00:00:00.000,"FALSE",2019-08-05 09:28:47.000,"1","Incidente"
"2510","2","6","110","1","42",103721,38126,21423,2019-07-26 13:11:19.000,2019-07-26 00:00:00.000,"FALSE",2019-07-29 15:46:45.000,"1","Incidente"
"2539","2","6","98","1","42",19168,17790,14420,2019-08-02 11:40:32.000,2019-08-02 00:00:00.000,"FALSE",2019-08-02 17:37:02.000,"2","Requisicao"
"2549","2","6","58","1","42",80893,19162,41,2019-08-06 10:31:47.000,2019-08-06 00:00:00.000,"FALSE",2019-08-06 16:51:09.000,"2","Requisicao"
"2555","2","6","58","1","42",158653,87520,16536,2019-08-07 13:55:47.000,2019-08-07 00:00:00.000,"FALSE",2019-08-12 14:14:27.000,"2","Requisicao"
"2631","2","6","58","1","42",86400,17328,1627,2019-08-27 18:10:15.000,2019-08-27 00:00:00.000,"FALSE",2019-08-28 14:48:48.000,"2","Requisicao"
"2650","2","6","58","1","42",1369491,1369491,1021,2019-09-02 16:48:52.000,2019-09-02 00:00:00.000,"FALSE",2019-11-08 13:13:43.000,"2","Requisicao"
"2666","2","6","18","1","42",50752,3351,854,2019-09-05 10:54:08.000,2019-09-05 00:00:00.000,"FALSE",2019-09-05 11:49:59.000,"2","Requisicao"
"2699","2","6","98","1","42",63996,1124,53,2019-09-11 16:14:17.000,2019-09-11 00:00:00.000,"FALSE",2019-09-11 16:32:08.000,"2","Requisicao"
"2707","2","6","98","1","42",133200,74376,2804,2019-09-12 12:06:08.000,2019-09-12 00:00:00.000,"FALSE",2019-09-16 17:39:36.000,"1","Incidente"
"2712","2","6","76","1","42",147768,76755,29,2019-09-13 16:57:41.000,2019-09-13 00:00:00.000,"FALSE",2019-09-18 14:16:27.000,"2","Requisicao"
"2713","2","6","10","1","42",233714,172250,38,2019-09-13 17:05:24.000,2019-09-13 00:00:00.000,"FALSE",2019-09-23 16:55:36.000,"2","Requisicao"
"2723","2","6","10","1","42",61078,396,353,2019-09-16 11:07:55.000,2019-09-16 00:00:00.000,"FALSE",2019-09-16 11:08:38.000,"1","Incidente"
"2732","2","6","108","1","42",61990,663,47,2019-09-18 10:47:37.000,2019-09-18 00:00:00.000,"FALSE",2019-09-18 10:57:53.000,"1","Incidente"
"2775","2","6","90","1","42",62047,315,289,2019-09-25 10:45:53.000,2019-09-25 00:00:00.000,"FALSE",2019-09-25 10:51:08.000,"2","Requisicao"
"2900","2","6","58","1","42",86250,26985,4749,2019-10-22 09:02:30.000,2019-10-22 00:00:00.000,"FALSE",2019-10-22 17:32:15.000,"2","Requisicao"
"2914","2","6","92","1","42",110930,77574,403,2019-10-25 10:17:53.000,2019-10-25 00:00:00.000,"FALSE",2019-10-29 16:44:04.000,"1","Incidente"
"2991","2","6","58","1","42",47582,18782,782,2019-11-13 11:46:58.000,2019-11-13 00:00:00.000,"FALSE",2019-11-13 19:19:19.000,"2","Requisicao"
"3038","2","6","110","1","42",88471,7267,1430,2019-11-26 17:25:29.000,2019-11-26 00:00:00.000,"FALSE",2019-11-27 10:26:36.000,"2","Requisicao"
"3053","2","6","58","1","42",86400,28800,10035,2019-12-03 08:55:45.000,2019-12-03 00:00:00.000,"FALSE",2019-12-03 18:22:46.000,"2","Requisicao"
"3120","2","6","115","1","42",334800,284542,1407,2019-12-17 12:22:59.000,2019-12-17 00:00:00.000,"FALSE",2020-01-02 11:02:22.000,"2","Requisicao"
"3197","2","6","107","1","42",58161,6830,6812,2020-01-08 17:50:39.000,2020-01-08 00:00:00.000,"FALSE",2020-01-09 10:44:29.000,"2","Requisicao"
"3232","2","6","92","1","42",49580,1769,1513,2020-01-16 11:13:40.000,2020-01-16 00:00:00.000,"FALSE",2020-01-16 11:43:09.000,"1","Incidente"
"3250","2","6","58","1","42",124523,102056,2785,2020-01-20 15:29:07.000,2020-01-20 00:00:00.000,"FALSE",2020-01-24 10:50:03.000,"2","Requisicao"
"3289","2","6","92","1","42",83913,5119,4842,2020-01-28 09:41:27.000,2020-01-28 00:00:00.000,"FALSE",2020-01-28 11:06:46.000,"2","Requisicao"
"3338","2","6","58","1","42",57600,54857,5294,2020-02-05 18:10:54.000,2020-02-05 00:00:00.000,"FALSE",2020-02-07 17:14:17.000,"2","Requisicao"
"3342","2","6","58","1","42",50348,28905,5385,2020-02-06 11:00:52.000,2020-02-06 00:00:00.000,"FALSE",2020-02-07 11:02:37.000,"2","Requisicao"
"3382","2","6","110","1","42",103944,37650,1447,2020-02-17 13:07:36.000,2020-02-17 00:00:00.000,"FALSE",2020-02-18 15:35:06.000,"1","Incidente"
"3428","2","6","58","1","42",83729,1031,175,2020-03-02 09:44:31.000,2020-03-02 00:00:00.000,"FALSE",2020-03-02 10:01:42.000,"2","Requisicao"
"3433","2","6","107","1","42",73338,7773,3172,2020-03-02 13:37:42.000,2020-03-02 00:00:00.000,"FALSE",2020-03-02 15:47:15.000,"2","Requisicao"
"3446","2","6","58","1","42",86400,13579,2858,2020-03-04 08:52:59.000,2020-03-04 00:00:00.000,"FALSE",2020-03-04 13:46:19.000,"2","Requisicao"
"3614","2","6","90","1","42",73791,121,23,2020-04-08 11:20:33.000,2020-04-08 00:00:00.000,"FALSE",2020-04-08 11:22:11.000,"1","Incidente"
"3650","2","6","110","1","42",14316,5025,437,2020-04-17 12:31:10.000,2020-04-17 00:00:00.000,"FALSE",2020-04-17 15:25:09.000,"2","Requisicao"
"3754","2","6","92","1","42",16090,7894,7679,2020-05-22 13:31:50.000,2020-05-22 00:00:00.000,"FALSE",2020-05-22 15:43:24.000,"2","Requisicao"
"3810","2","6","29","1","42",48697,197,20,2020-06-04 11:28:43.000,2020-06-04 00:00:00.000,"FALSE",2020-06-04 11:31:40.000,"2","Requisicao"
"3811","2","6","29","1","42",48676,224,27,2020-06-04 11:29:11.000,2020-06-04 00:00:00.000,"FALSE",2020-06-04 11:32:28.000,"2","Requisicao"
"3812","2","6","29","1","42",48648,227,48,2020-06-04 11:30:00.000,2020-06-04 00:00:00.000,"FALSE",2020-06-04 11:32:59.000,"2","Requisicao"
"3813","2","6","29","1","42",48599,231,60,2020-06-04 11:31:01.000,2020-06-04 00:00:00.000,"FALSE",2020-06-04 11:33:52.000,"2","Requisicao"
"3858","2","6","109","1","42",65209,1431,96,2020-06-10 14:43:12.000,2020-06-10 00:00:00.000,"FALSE",2020-06-10 15:07:03.000,"1","Incidente"
"3994","2","6","58","1","42",155193,75075,8684,2020-07-09 13:44:28.000,2020-07-09 00:00:00.000,"FALSE",2020-07-14 09:35:43.000,"2","Requisicao"
"42","2","6","47","1","32",9917,9917,9560,2017-04-10 11:31:24.000,2017-04-10 00:00:00.000,"FALSE",2017-04-10 14:16:41.000,"1","Incidente"
"1749","2","6","47","1","49",43442,4428,4409,2018-10-30 13:55:58.000,2018-10-30 00:00:00.000,"FALSE",2018-10-30 15:09:46.000,"2","Requisicao"
"1769","2","6","47","1","42",70072,2459,2373,2018-11-06 09:07:09.000,2018-11-06 00:00:00.000,"FALSE",2018-11-06 09:48:08.000,"2","Requisicao"
"1829","2","6","47","1","48",2205816,2141718,13899,2018-11-28 10:14:37.000,2018-11-28 00:00:00.000,"FALSE",2019-04-24 16:11:42.000,"1","Incidente"
"1860","2","6","47","1","54",65524,4683,277,2018-12-19 10:41:57.000,2018-12-19 00:00:00.000,"FALSE",2018-12-19 12:04:35.000,"1","Incidente"
"1907","2","6","47","1","30",68250,3720,250,2019-01-30 09:56:31.000,2019-01-30 00:00:00.000,"FALSE",2019-01-30 10:58:31.000,"1","Incidente"
"1912","2","6","47","1","73",58805,40805,12005,2019-01-31 14:39:55.000,2019-01-31 00:00:00.000,"FALSE",2019-02-15 12:42:55.000,"1","Incidente"
"1916","2","6","47","1","32",25792,250,217,2019-02-01 09:50:08.000,2019-02-01 00:00:00.000,"FALSE",2019-02-01 09:54:18.000,"1","Incidente"
"1936","2","6","47","1","70",28800,3415,1152,2019-02-07 18:13:28.000,2019-02-07 00:00:00.000,"FALSE",2019-02-08 09:56:55.000,"1","Incidente"
"1953","2","6","47","1","42",67463,2126,2092,2019-02-18 09:15:37.000,2019-02-18 00:00:00.000,"FALSE",2019-02-18 09:51:03.000,"2","Requisicao"
"1970","2","6","47","1","119",73019,6478,6300,2019-02-27 13:43:01.000,2019-02-27 00:00:00.000,"FALSE",2019-02-27 15:30:59.000,"2","Requisicao"
"1984","2","6","47","1","49",33124,512,491,2019-03-07 16:47:56.000,2019-03-07 00:00:00.000,"FALSE",2019-03-07 16:56:28.000,"2","Requisicao"
"1989","2","6","47","1","49",23706,2388,59,2019-03-08 10:24:54.000,2019-03-08 00:00:00.000,"FALSE",2019-03-08 11:04:42.000,"1","Incidente"
"1997","2","6","47","1","70",70538,663,84,2019-03-12 14:24:22.000,2019-03-12 00:00:00.000,"FALSE",2019-03-12 14:35:25.000,"2","Requisicao"
"1998","2","6","47","1","70",72693,7639,7419,2019-03-12 16:48:27.000,2019-03-12 00:00:00.000,"FALSE",2019-03-13 09:55:46.000,"2","Requisicao"
"2001","2","6","47","1","32",69874,1744,1537,2019-03-13 14:35:26.000,2019-03-13 00:00:00.000,"FALSE",2019-03-13 15:04:30.000,"1","Incidente"
"2004","2","6","47","1","49",46800,4306,4089,2019-03-14 12:37:44.000,2019-03-14 00:00:00.000,"FALSE",2019-03-14 14:11:46.000,"1","Incidente"
"2027","2","6","47","1","70",11741,2069,319,2019-03-22 14:44:19.000,2019-03-22 00:00:00.000,"FALSE",2019-03-22 15:18:48.000,"2","Requisicao"
"2039","2","6","47","1","42",890928,834991,323,2019-03-27 09:31:12.000,2019-03-27 00:00:00.000,"FALSE",2019-05-09 09:27:43.000,"1","Incidente"
"2041","2","6","47","1","32",62580,730,613,2019-03-27 10:37:00.000,2019-03-27 00:00:00.000,"FALSE",2019-03-27 10:49:10.000,"1","Incidente"
"2042","2","6","47","1","37",29868,18280,17807,2019-03-28 17:42:12.000,2019-03-28 00:00:00.000,"FALSE",2019-03-29 14:46:52.000,"2","Requisicao"
"2058","2","6","47","1","49",64738,238,26,2019-04-03 10:01:02.000,2019-04-03 00:00:00.000,"FALSE",2019-04-03 10:05:00.000,"1","Incidente"
"2073","2","6","47","1","42",46800,4666,4482,2019-04-04 12:24:17.000,2019-04-04 00:00:00.000,"FALSE",2019-04-04 14:17:46.000,"1","Incidente"
"2140","2","6","47","1","49",44538,98,58,2019-04-18 13:37:42.000,2019-04-18 00:00:00.000,"FALSE",2019-04-18 13:39:20.000,"1","Incidente"
"2145","2","6","47","1","73",2631344,2573744,1069,2019-04-22 15:04:16.000,2019-04-22 00:00:00.000,"FALSE",2019-08-26 19:59:36.000,"2","Requisicao"
"2178","2","6","47","1","30",96849,39249,23363,2019-04-30 14:06:18.000,2019-04-30 00:00:00.000,"FALSE",2019-05-20 18:10:35.000,"1","Incidente"
"2179","2","6","47","1","49",34895,6095,4346,2019-04-30 16:18:25.000,2019-04-30 00:00:00.000,"FALSE",2019-04-30 18:21:50.000,"1","Incidente"
