Store Key,Store Name,Open Date,Close Date,Zip Code,Store Phone,Address Line 1,Employee Count,Selling Area Size,ManagerFirstName,ManagerLastName,StoreManager,AddressLine2
66,"Houston No.1 Store",2004-08-03 00:00:00.000,,70001,"901-555-0125","Texas Houston Freeman St",33,560,"Fabricio","Noriega",88,"Texas Houston Freeman St"
35,"Denver No.2 Store",2004-10-03 00:00:00.000,,87001,"952-555-0178","West Highland Borden Ave",19,455,"Anna","Bedecs",65,"West Highland Borden Ave"
187,"Fredericksburg Store",2004-02-19 00:00:00.000,,22401,"319-555-0126","Beverly St Shopping mall",26,680,"Prashanth","Desai",201,"Beverly St Shopping mall"
293,"Hong Kong No.2 Store",2007-03-29 00:00:00.000,,,"740-555-0182","Hong Kong, Kowloon Shopping mall",95,480,"Janet","Galore",273,"Hong Kong, Kowloon Shopping mall"
217,"Lyon Store",2004-08-30 00:00:00.000,,69002,"207-555-0192","Citycenter Lyon, France",15,680,"Michael","Entin",235,"Citycenter Lyon, France"
272,"Sapporo Store",2007-08-20 00:00:00.000,,39864,"125-555-0196","sapporo Hokkaido northwest district",50,480,"Tom","Getzinger",285,"sapporo Hokkaido northwest district"
128,"Trenton No.1 Store",2004-03-26 00:00:00.000,,8608,"350-555-0167","241 E State St",33,560,"Enoch","Remick",146,"241 E State St"
249,"Dublin Store",2006-02-20 00:00:00.000,,,"720-555-0158","Pconnell Street Upper Dublin, DUBLIN 1, Ireland",55,680,"Claus","Hansen",266,"Pconnell Street Upper Dublin, DUBLIN 1, Ireland"
115,"New York No.1 Store",2004-03-01 00:00:00.000,,10018,"571-555-0179","W 40th St",22,500,"Jason","Carlson",131,"W 40th St"
90,"Dallas Store",2008-12-02 00:00:00.000,,75201,"986-555-0177","Dallas Citycenter Shopping mall",47,1125,"Lori","Penor",108,"Dallas Citycenter Shopping mall"
133,"Paterson Store",2008-12-03 00:00:00.000,,7505,"653-555-0144","Federal Plaza St",26,680,"Neil","Charney",149,"Federal Plaza St"
160,"Northampton Store",2004-08-24 00:00:00.000,,1062,"806-555-0136","Florence Rd Shopping mall",47,1125,"Ioan","Crisiarcu",175,"Florence Rd Shopping mall"
298,"Ashgabat  No.2 Store",2006-11-06 00:00:00.000,,789000,"926-555-0182","West Street, Turkmenistan",95,480,"Allan","Guinot",278,"West Street, Turkmenistan"
74,"Marshall Store",2004-02-18 00:00:00.000,,70001,"248-555-0134","Marshall, TX Shopping mall",33,560,"Thomas","Bouchard",93,"Marshall, TX Shopping mall"
236,"Baumholder Store",2004-06-25 00:00:00.000,,55774,"733-555-0128","Shopping Mall Baumholder, Germany",28,500,"William","Flash",253,"Shopping Mall Baumholder, Germany"
53,"East Troy Store",2004-08-18 00:00:00.000,,54001,"191-555-0112","East Troy, DW St Shopping mall",22,500,"Morten","Rasmussen",138,"East Troy, DW St Shopping mall"
70,"Midland Store",2003-09-12 00:00:00.000,,70001,"611-555-0116","West Way St",25,700,"Raffaella","Bonaldi",89,"West Way St"
29,"Sedalia Store",2004-07-20 00:00:00.000,2009-07-12 00:00:00.000,87001,"147-555-0160","N Plum Ave St",47,1125,"Shai","Bassli",61,"N Plum Ave St"
238,"obamberg Store",2004-05-27 00:00:00.000,,96049,"520-555-0177","Citycenter Bamberg, Germany",29,500,"Raymond","Fong",255,"Citycenter Bamberg, Germany"
261,"Damascus No.1 Store",2007-10-05 00:00:00.000,,35005,"582-555-0148","Nissan Street, Mezze Damascus, Syria",35,480,"Cesar","Garcia",275,"Nissan Street, Mezze Damascus, Syria"
198,"North Harford Store",2004-08-24 00:00:00.000,,20874,"817-555-0186","Wisteria St Shopping mall",47,1125,"Michael","Berroth",77,"Wisteria St Shopping mall"
131,"Newark No.2 Store",2004-09-29 00:00:00.000,,7102,"200-555-0112","Edison PI St",17,462,"Greg","Chapman",147,"Edison PI St"
165,"Nantucket Store",2004-11-06 00:00:00.000,,2554,"810-555-0178","8 Washington St",19,455,"Mark","Sargent",180,"8 Washington St"
245,"Bucharest Store",2004-05-19 00:00:00.000,,30583,"163-555-0147","Nan Street Bucharest, Romania",25,680,"Mark","Harrington",262,"Nan Street Bucharest, Romania"
59,"Manitowoc Store",2004-04-27 00:00:00.000,,54001,"714-555-0138","Manitowoc, DAWI St Shopping mall",33,560,"Ari","Bixhorn",81,"Manitowoc, DAWI St Shopping mall"
192,"Baltimore Store",2004-02-18 00:00:00.000,,21201,"508-555-0129","Pleasant St",17,460,"Ashima","Singhal",206,"Pleasant St"
303,"Lisbon Store",2004-09-20 00:00:00.000,,189076,"290-666-8960","Lisbon Citycenter, Lisboa Region",95,480,"Antonio","Alwan",25,"Lisbon Citycenter, Lisboa Region"
211,"Stockport Store",2004-11-24 00:00:00.000,,,"224-555-0187","Buxton Rd High Lane, Stockport Citycenter, United Kingdom",34,680,"Vladimir","Egorov",229,"Buxton Rd High Lane, Stockport Citycenter, United Kingdom"
73,"Shreveport Store",2004-10-17 00:00:00.000,,70001,"522-555-0147","Texas Houston 1300 Baker St",19,455,"Danni","Ortman",92,"Texas Houston 1300 Baker St"
146,"Boston Store",2004-11-06 00:00:00.000,,2210,"615-555-0110","Channel Center St",17,460,"Kelly","Rollin",162,"Channel Center St"
256,"Mumbai Store",2004-07-30 00:00:00.000,,201901,"425-555-0117","Mumbai Citycenter, Maharashtra, India",35,480,"David","Hamilton",270,"Mumbai Citycenter, Maharashtra, India"
99,"Fort Worth Store",2003-06-04 00:00:00.000,,75201,"148-555-0145","Amon Carter Museum St",22,500,"Rick","Byham",117,"Amon Carter Museum St"
75,"Longview Store",2004-02-19 00:00:00.000,,70001,"309-555-0129","Longview, SDallas St  Shopping mall",47,1125,"Scott","Oveson",94,"Longview, SDallas St  Shopping mall"
158,"Haverhill Store",2004-06-22 00:00:00.000,,1832,"368-555-0113","Hilldale Ave St",19,455,"Robin","Counts",173,"Hilldale Ave St"
179,"New London Store",2004-08-24 00:00:00.000,,6320,"156-555-0199","Jefferson Ave",26,680,"Andreas","Schou",194,"Jefferson Ave"
255,"New Delhi Store",2004-04-29 00:00:00.000,,110005,"153-555-0166","Khan Market, New Delhi,  India",29,480,"Kari","Furse",269,"Khan Market, New Delhi,  India"
169,"Lewiston Store",2004-02-20 00:00:00.000,,4240,"140-555-0132","50 Kevin St",17,460,"Michiyo","Sato",184,"50 Kevin St"
240,"Amsterdam Store",2004-03-29 00:00:00.000,,,"230-555-0144","Citycenter Shopping mall, Amsterdam (Noord-Holland), Netherlands",26,680,"Jeff","Ford",257,"Citycenter Shopping mall, Amsterdam (Noord-Holland), Netherlands"
174,"Waterbury Store",2004-03-19 00:00:00.000,,6702,"238-555-0116","192 Bank St Shopping mall",33,560,"Andrew","Davis",189,"192 Bank St Shopping mall"
299,"Islamabad  No.2 Store",2007-12-07 00:00:00.000,,15890,"1 (11) 500 555-","Citycenter, Islamabad Capital Territory, Pakistan",95,480,"Davide","Garghentini",279,"Citycenter, Islamabad Capital Territory, Pakistan"
41,"Parker Store",2004-07-02 00:00:00.000,,54001,"218-555-0126","Parker, CO  Shopping mall",26,680,"Siri","Velauthapillai",70,"Parker, CO  Shopping mall"
227,"Naples Store",2004-03-02 00:00:00.000,,20124,"492-555-0174","Downtown Naples, Florida",13,500,"","",245,"Downtown Naples, Florida"
232,"koln No.1 Store",2004-07-29 00:00:00.000,,50823,"583-555-0182","Citycenter Koln, Germany",35,500,"Dan","Fennell",249,"Citycenter Koln, Germany"
117,"New York No.2 Store",2005-05-15 00:00:00.000,,10018,"540-555-0191","Kips Bay St",25,700,"Jason","Carlson",131,"Kips Bay St"
91,"Georgetown Store",2003-01-29 00:00:00.000,,75201,"777-555-0141","Georgetown St",22,500,"Daniel","Brunner",109,"Georgetown St"
168,"Kennebunkport Store",2004-02-19 00:00:00.000,,4046,"587-555-0115","School St",22,500,"Jim","Daly",183,"School St"
85,"Spring Store",2004-07-23 00:00:00.000,,70001,"153-555-0186","Arthur Bayer Park St",17,462,"Nick","Brigandi",103,"Arthur Bayer Park St"
22,"Westminster Store",2004-12-03 00:00:00.000,,87001,"925-555-0114","South Central Shopping mall",22,500,"Eiji","Yasuda",54,"South Central Shopping mall"
36,"Denver No.3 Store",2003-06-27 00:00:00.000,,87001,"943-555-0196","Wellshire St",33,560,"Anna","Bedecs",65,"Wellshire St"
45,"Oshkosh Store",2007-11-06 00:00:00.000,,54001,"786-555-0144","Oshkosh, WI Broadway",22,500,"John","Yokim",74,"Oshkosh, WI Broadway"
171,"South Portland Store",2004-02-22 00:00:00.000,,4106,"990-555-0172","Robert Mills St",25,700,"Rimvydas","Saulis",186,"Robert Mills St"
43,"Appleton Store",2003-09-04 00:00:00.000,,54001,"164-555-0164","Appleton, WI Newark St",33,560,"Anne","Wallace",72,"Appleton, WI Newark St"
26,"Loveland Store",2004-04-17 00:00:00.000,,87001,"166-555-0162","Loveland Downtown",26,680,"Manuel","Oliveira",58,"Loveland Downtown"
107,"Sebring Store",2003-02-12 00:00:00.000,,33870,"166-555-0159","601-669 N Ping St",22,500,"Maria","Cameron",123,"601-669 N Ping St"
82,"Texas City Store",2004-04-20 00:00:00.000,,70001,"815-555-0138","Texas City, TX St Shopping mall",33,560,"Rajesh","Patel",100,"Texas City, TX St Shopping mall"
289,"Vancouver  No.1 Store",2004-11-25 00:00:00.000,,,"664-555-0112","Burrard Street, Vancouver, Canada",95,480,"Andrea","Dunker",217,"Burrard Street, Vancouver, Canada"
64,"Fort Atkinson Store",2004-06-01 00:00:00.000,,54001,"688-555-0192","Fort Atkinson Citycenter",26,680,"Toby","Nixon",86,"Fort Atkinson Citycenter"
81,"Bacliff Store",2004-03-19 00:00:00.000,,70001,"143-555-0173","Bacliff Downtown Shopping mall",19,455,"Bryan","Bredehoeft",99,"Bacliff Downtown Shopping mall"
284,"Toronto No.1 Store",2004-06-17 00:00:00.000,,,"210-555-0193","George St, Toronto, Canada",95,480,"Bernard","Duerr",215,"George St, Toronto, Canada"
5,"Redmond Store",2004-04-02 00:00:00.000,,97001,"612-555-0100","Downtown shopping mall",33,560,"Suriya","Sajjateerakool",38,"Downtown shopping mall"
195,"Queen Anne's County Store",2004-05-21 00:00:00.000,,21617,"106-555-0120","Tilghman Neck St Shopping mall",26,680,"Blaine","Dockter",209,"Tilghman Neck St Shopping mall"
10,"Wapato Store",2004-09-19 00:00:00.000,,97001,"145-555-0130","Wapato, Citycenter",25,700,"Ronen","Ashkenazi",43,"Wapato, Citycenter"
72,"Minden Store",2004-11-06 00:00:00.000,,70001,"612-555-0171","Minden, LA  Downtown",26,680,"Laurent","Bonnet",91,"Minden, LA  Downtown"
138,"Vineland Store",2004-05-18 00:00:00.000,,8360,"984-555-0148","W Cherry St",22,500,"Anders","Riis",154,"W Cherry St"
34,"Denver No.1 Store",2004-12-02 00:00:00.000,,87001,"609-555-0179","Coors Field 17th St",26,680,"Anna","Bedecs",65,"Coors Field 17th St"
139,"New Brunswick Store",2004-06-19 00:00:00.000,,8901,"533-555-0111","Suydam St",17,462,"Jeff","Chia",155,"Suydam St"
116,"Rochester No.1 Store",2004-04-02 00:00:00.000,,14608,"147-555-0179","Madison St",17,462,"Chris","Preston",132,"Madison St"
7,"Granger Store",2004-06-16 00:00:00.000,,97001,"913-555-0172","Granger, WA Downtown shopping mall",22,500,"Amy","Strande",40,"Granger, WA Downtown shopping mall"
18,"Veradale Store",2004-07-27 00:00:00.000,,97001,"632-555-0129","Veradale, Citycenter",26,680,"Pieter","Wycoff",50,"Veradale, Citycenter"
248,"Valletta Store",2004-02-19 00:00:00.000,,,"265-555-0195","Citycenter, Fgura, Malta",42,680,"Victor","Freitas",265,"Citycenter, Fgura, Malta"
84,"Humble Store",2004-06-22 00:00:00.000,2009-02-12 00:00:00.000,70001,"373-555-0137","Humble, TXd Shopping mall",22,500,"Dorena","Paschke",102,"Humble, TXd Shopping mall"
186,"Charlottesville Store",2004-02-18 00:00:00.000,,22903,"751-555-0134","Grady Ave StShopping mall",25,700,"Alexandre","Silva",200,"Grady Ave StShopping mall"
243,"Madrid Store",2004-03-01 00:00:00.000,,28049,"166-555-0156","Alcobendas Shopping mall MADRID, Spain",35,680,"Arno","Harteveld",260,"Alcobendas Shopping mall MADRID, Spain"
161,"Holyoke Store",2004-08-25 00:00:00.000,,1040,"819-555-0198","Old Jarvis Ave",22,500,"Mandar","Samant",176,"Old Jarvis Ave"
172,"Hartford Store",2004-01-17 00:00:00.000,,6103,"117-555-0185","Asylum St Shopping mall",26,680,"Shannon","Dascher",187,"Asylum St Shopping mall"
159,"Lynn Store",2004-07-23 00:00:00.000,,1904,"869-555-0119","Congress Rd",33,560,"Ken","Sánchez",174,"Congress Rd"
19,"Cheney Store",2004-08-28 00:00:00.000,2009-05-12 00:00:00.000,97001,"328-555-0150","Cheney DownTown Shopping mall",19,455,"Dev","Balasubramanian",51,"Cheney DownTown Shopping mall"
118,"Syracuse Store",2004-06-16 00:00:00.000,,13203,"234-555-0169","520 Pearl St",26,680,"Fernando","Caro",133,"520 Pearl St"
278,"Urumqi Store",2005-07-15 00:00:00.000,,830000,"970-555-0138","Ulaanbaatar, Ulaanbaatar Mongolia",50,480,"Eric","Gilmore",291,"Ulaanbaatar, Ulaanbaatar Mongolia"
16,"Everett Store",2004-01-25 00:00:00.000,,97001,"508-555-0165","Riverside  Ave Shopping mall",17,462,"Anahita","Bahrami",49,"Riverside  Ave"
124,"Rochester No.2 Store",2004-12-22 00:00:00.000,,14608,"510-555-0121","Canal St",25,700,"Chris","Preston",132,"Canal St"
92,"Hillsboro Store",2003-01-30 00:00:00.000,,75201,"818-555-0128","Hillsboro, TX Ward",17,460,"Michel","Pereira",110,"Hillsboro, TX Ward"
214,"Leeds Store",2004-06-27 00:00:00.000,,,"407-555-0165","Leeds Citycenter, United Kingdom",25,680,"Justin","Thorp",232,"Leeds Citycenter, United Kingdom"
47,"Milwaukee No.1 Store",2004-01-18 00:00:00.000,,54001,"818-555-0192","Havenwoods St",25,700,"Antonio","Bermejo",75,"Havenwoods St"
148,"Worcester No.2 Store",2004-02-18 00:00:00.000,2009-07-12 00:00:00.000,1608,"118-555-0110","Humboldt Ave",25,700,"Izak","Cohen",163,"Humboldt Ave"
129,"Trenton No.2 Store",2004-07-27 00:00:00.000,2008-12-12 00:00:00.000,8608,"241-555-0191","202 S Feeder St",47,1125,"Enoch","Remick",146,"202 S Feeder St"
86,"Austin Store",2004-08-24 00:00:00.000,,70001,"172-555-0130","Central East Austin St",25,700,"Leonids","Paturskis",104,"Central East Austin St"
114,"Albany Store",2004-02-12 00:00:00.000,,12207,"697-555-0142","N Pine St",47,1125,"Cristina","Potra",130,"N Pine St"
259,"Hong Kong No.1 Store",2004-08-03 00:00:00.000,,,"500-555-0172","Hong Kong,  New Town Plaza‎",35,480,"Janet","Galore",273,"Hong Kong,  New Town Plaza‎"
13,"Snoqualmie Store",2004-12-22 00:00:00.000,,97001,"122-555-0189","Snoqualmie, Citycenter",33,560,"Michael","Vanderhyde",46,"Snoqualmie, Citycenter"
61,"Oregon Store",2004-03-29 00:00:00.000,,54001,"932-555-0161","Oregon, EQI St  Shopping mall",22,500,"Rex","Bloesser",83,"Oregon, EQI St  Shopping mall"
150,"Attleboro Store",2004-02-20 00:00:00.000,,2703,"589-555-0147","Thacher Downtown",19,455,"Aaron","Con",165,"Thacher Downtown"
21,"Wheat Ridge Store",2004-11-02 00:00:00.000,,87001,"202-555-0151","Wheat Ridge, CityCenter",47,1125,"Oliver","Szimmetat",66,"Wheat Ridge, CityCenter"
49,"Milwaukee No.3 Store",2004-04-02 00:00:00.000,,54001,"778-555-0141","Lincoln Village St",26,680,"Antonio","Bermejo",75,"Lincoln Village St"
286,"Toronto No.3 Store",2004-08-20 00:00:00.000,,,"883-555-0116"," Dundas Street East, Toronto, Canada",95,480,"Bernard","Duerr",215," Dundas Street East, Toronto, Canada"
132,"Jersey City Store",2004-11-02 00:00:00.000,,7304,"205-555-0132","76 Boyd Ave St",25,700,"Bjorn","Rettig",148,"76 Boyd Ave St"
147,"Worcester No.1 Store",2004-10-17 00:00:00.000,,1608,"441-555-0195","99 Central St",25,700,"Izak","Cohen",163,"99 Central St"
62,"Stoughton Store",2004-04-30 00:00:00.000,2009-07-12 00:00:00.000,54001,"602-555-0194","Stoughton, Citycenter",17,462,"Aaron","Nicholls",84,"Stoughton, Citycenter"
123,"Ithaca Store",2004-11-21 00:00:00.000,,14850,"361-555-0180","Cascadilla Ave St",17,460,"April","Reagan",142,"Cascadilla Ave St"
37,"Boulder Store",2003-03-28 00:00:00.000,,87001,"937-555-0137","Transit Village Broadway",47,1125,"Oliver","Szimmetat",66,"Transit Village Broadway"
55,"Germantown Store",2004-09-02 00:00:00.000,,54001,"712-555-0119","Germantown, DEI St Shopping mall",25,700,"Michael","Berroth",77,"Germantown, DEI St Shopping mall"
285,"Toronto No.2 Store",2003-07-29 00:00:00.000,,,"257-555-0154","Chestnut Street, Toronto, Canada",95,480,"Bernard","Duerr",215,"Chestnut Street, Toronto, Canada"
167,"Bar Harbor Store",2004-02-18 00:00:00.000,,4609,"746-555-0164","Ledgelawn Ave",47,1125,"Tihomir","Sasic",182,"Ledgelawn Ave"
153,"Hingham Store",2004-01-17 00:00:00.000,,2043,"696-555-0157","Crowes Ln St",22,500,"Erik","Rucker",168,"Crowes Ln St"
111,"Tampa Store",2003-02-16 00:00:00.000,,33605,"531-555-0183","E Columbus Downtown",26,680,"Paul","Cannon",127,"E Columbus Downtown"
252,"Canberra Store",2005-11-17 00:00:00.000,,,"413-555-0124","Canberra International shopping mall, Australia",28,480,"Jossef","Goldberg",296,"Canberra International shopping mall, Australia"
44,"Menasha Store",2003-10-05 00:00:00.000,,54001,"685-555-0120","Menasha, WI Shopping mall",47,1125,"Matt","Berg",73,"Menasha, WI Shopping mall"
219,"Nice Store",2004-02-02 00:00:00.000,,51000,"315-555-0144","Citycenter Reims, France",32,680,"Ebru","Ersan",237,"Citycenter Reims, France"
151,"Lowell Store",2004-02-21 00:00:00.000,,1852,"181-555-0124","Gorham Citycenter",33,560,"Pablo","Rovira Diez",166,"Gorham Citycenter"
120,"Plattsburgh Store",2004-08-18 00:00:00.000,,12901,"727-555-0112","Brinkerhoff St",33,560,"Gitte","Casparij",139,"Brinkerhoff St"
119,"Buffalo Store",2004-07-02 00:00:00.000,2008-09-22 00:00:00.000,14203,"185-555-0186","Buffalo Citycenter",19,455,"Vishwa","Ranjan",134,"Buffalo Citycenter"
173,"Bridgeport Store",2004-02-18 00:00:00.000,,6604,"609-555-0153","Center St",19,455,"George","Schaller",188,"Center St"
170,"Orono Store",2004-02-21 00:00:00.000,,4473,"309-555-0170","Pleasant St",25,700,"Mike","Danseglio",185,"Pleasant St"
130,"Newark No.1 Store",2004-08-28 00:00:00.000,,7102,"119-555-0192","Halsey St",22,500,"Greg","Chapman",147,"Halsey St"
220,"Nantes Store",2004-08-03 00:00:00.000,,44000,"991-555-0184","Citycenter Nantes, France",11,680,"Tjeerd","Veninga",238,"Citycenter Nantes, France"
102,"Miami No.2 Store",2003-09-07 00:00:00.000,,33128,"391-555-0138","NW 8th St",25,700,"Reina","Cabatana",119,"NW 8th St"
71,"Russellville Store",2007-11-05 00:00:00.000,,70001,"793-555-0179","Russellville, AR St",25,700,"Jerry","Orman",90,"Russellville, AR St"
27,"Lafayette Store",2004-05-18 00:00:00.000,,87001,"113-555-0173","Lafayette Downtown",19,455,"Adam","Barr",59,"Lafayette Downtown"
28,"Castle Rock Store",2004-06-19 00:00:00.000,,87001,"115-555-0179","Castle Rock Downtown",33,560,"Rok","Palcic",60,"Castle Rock Downtown"
224,"Firenze Store",2004-12-07 00:00:00.000,,50122,"110-555-0112","",45,500,"Peter","Villadsen",242,""
40,"Aurora Store",2003-06-11 00:00:00.000,,87001,"794-555-0159","Willow Park Ave",25,700,"Allie","Bellew",69,"Willow Park Ave"
247,"Warsaw Store",2004-09-04 00:00:00.000,,,"680-555-0118","Citycenter Warszawa, Poland",15,680,"Eran","Harel",264,"Citycenter Warszawa, Poland"
87,"San Antonio Store",2004-08-25 00:00:00.000,,70001,"970-555-0118","City North Region Downtown",26,680,"Allison","Brown",105,"City North Region Downtown"
23,"Grand Junction Store",2004-01-24 00:00:00.000,,87001,"913-555-0196","Grand Junction Downtown",17,460,"Ed","Banti",55,"Grand Junction Downtown"
271,"Nagoya Store",2008-08-18 00:00:00.000,,40175,"719-555-0181","North district  Nagoya,Japan",50,480,"Carlos","Grilo",284,"North district  Nagoya,Japan"
95,"Desoto Store",2003-03-31 00:00:00.000,,75201,"935-555-0116","Desoto, TX Shopping mall",26,680,"Brian","Burke",113,"Desoto, TX Shopping mall"
33,"Berthoud Store",2004-11-24 00:00:00.000,,87001,"668-555-0130","Berthoud, CO St",26,680,"Karolina","Salas-Szlejter",64,"Berthoud, CO St"
203,"Glasgow Store",2007-08-16 00:00:00.000,,,"289-555-0196","Renfrew St Glasgow, Lanarkshire, Citycenter, United Kingdom",26,680,"Shelley","Dyck",221,"Renfrew St Glasgow, Lanarkshire, Citycenter, United Kingdom"
205,"Carlisle Store",2004-05-18 00:00:00.000,,,"165-555-0113","Citycenter  Botchergate Carlisle, UK",23,680,"Witold","Dyszkiewicz",223,"Citycenter  Botchergate Carlisle, UK"
101,"Miami No.1 Store",2003-08-06 00:00:00.000,,33128,"199-555-0117","FLW Flagler St",17,462,"Reina","Cabatana",119,"FLW Flagler St"
270,"Osaka No.1 Store",2005-06-17 00:00:00.000,,39894,"295-555-0161","Downtown,Osaka, Japan",80,480,"Christa","Geller",283,"Downtown,Osaka, Japan"
109,"Fort Lauderdale Store",2003-02-14 00:00:00.000,,33304,"582-555-0178","G Harold Martin Downtown",25,700,"Jamie","Campbell",125,"G Harold Martin Downtown"
135,"East Orange Store",2004-02-15 00:00:00.000,,7017,"935-555-0199","N Arlington Ave",19,455,"Ankur","Chavda",151,"N Arlington Ave"
262,"Bangkok No.1 Store",2008-11-06 00:00:00.000,,10110,"961-555-0122","Bangkok,Citycenter, Thailand",62,480,"Mary","Andersen",276,"Bangkok,Citycenter, Thailand"
196,"Parkville Store",2004-06-22 00:00:00.000,,21234,"949-555-0174","Parkville St Shopping mall",19,455,"Egil","Skjold",210,"Parkville St Shopping mall"
228,"Berlin Store",2008-10-09 00:00:00.000,,10178,"730-555-0117","Downtown Berlin, Germany",13,500,"Kelly","Weadock",246,"Downtown Berlin, Germany"
273,"Kyoto Store",2009-09-02 00:00:00.000,,,"473-555-0117","Kyoto centre district",50,480,"Kirk","Gregersen",286,"Kyoto centre district"
258,"Thimphu No.1 Store",2009-07-02 00:00:00.000,,,"295-555-0161","Citycenter, Thimphu, Bhutan",35,480,"Dean","Halstead",272,"Citycenter, Thimphu, Bhutan"
216,"Marseille Store",2008-04-29 00:00:00.000,,13006,"142-555-0139","Citycenter Marseille, France",13,680,"Danielle","Tiedt",234,"Citycenter Marseille, France"
223,"Venezia Store",2009-07-06 00:00:00.000,,30124,"330-555-2568","",11,500,"Ken","Ewert",241,""
65,"Racine No.2 Store",2009-07-02 00:00:00.000,,54025,"518-555-0199","Racine, Big Shopping mall",19,455,"Corinna","Bolender",87,"Racine, Big Shopping mall"
