Product Key,ProductSubcategoryKey,ProductSKU,ProductName,Product Code,ProductDescription,Product Units,Product Style,ProductCost,ProductPrice
216,31,"BK-R89R-58","Karmiq Almond Plain Packet","ACXU339","Air Tight, Fully Packed, Fresh Arrive","Pkt","U",108.3,128.3
217,32,"BK-R89B-44","Cadbury Cocoa Powder Tin Qty","ACXU340","Air Tight, Fully Packed, Fresh Arrive","Pkt","0",108.64,128.64
218,32,"BK-R89B-48","Brown & Polson Cornflour Qty","ACXU341","Air Tight, Fully Packed, Fresh Arrive","Pkt","0",108.98,128.98000000000002
219,32,"BK-R89B-52","Weikfield Cornflour 100g Qty","ACXU342","Air Tight, Fully Packed, Fresh Arrive","Pkt","S",109.32,129.32
220,32,"BK-R89B-58","Ektaa Ujjaini Poha Packet Qty","ACXU343","Air Tight, Fully Packed, Fresh Arrive","Pkt","S",109.66,129.66
221,32,"BK-R64Y-38","Premium Harvest Sabudana","ACXU344","Air Tight, Fully Packed, Fresh Arrive","Pkt","M",110,130
222,33,"BK-R64Y-40","Bournvita Health Drink Packet Qty","ACXU345","Air Tight, Fully Packed, Fresh Arrive","Pkt","U",110.34,130.34
223,33,"BK-R64Y-42","Boost Brown Health Drink Refill Qty","ACXU346","Air Tight, Fully Packed, Fresh Arrive","Pkt","M",110.68,130.68
224,33,"BK-R64Y-44","Bournvita Health Drink Jar","ACXU347","Air Tight, Fully Packed, Fresh Arrive","Pkt","U",111.02,131.01999999999998
225,34,"BK-R64Y-48","Boiled Sweet Corn Combi Pack Units Qty","ACXU348","Air Tight, Fully Packed, Fresh Arrive","Pkt","0",111.36,131.36
226,34,"FK-1639","Sweet Corn Kernels Chipotle Units Qty","ACXU349","Air Tight, Fully Packed, Fresh Arrive","Pkt","0",111.7,131.7
227,34,"FK-5136","Sweet Corn On Cob Plain Units Qty","ACXU350","Air Tight, Fully Packed, Fresh Arrive","Pkt","S",112.04,132.04000000000002
228,34,"FK-9939","Sweet Corn Kernels Italian Herbs","ACXU351","Air Tight, Fully Packed, Fresh Arrive","Pkt","S",112.38,132.38
229,35,"HS-0296","Apple Golden Indian Units Qty","ACXU352","Air Tight, Fully Packed, Fresh Arrive","Pkt","M",112.72,132.72
230,35,"HS-2451","Apple Red Del Kinnaur Units Qty","ACXU353","Air Tight, Fully Packed, Fresh Arrive","Pkt","U",113.06,133.06
231,35,"HS-3479","Banana Robusta Units Qty","ACXU354","Air Tight, Fully Packed, Fresh Arrive","Pkt","M",113.4,133.4
232,35,"HB-M243","Strawberry Pack Units Qty","ACXU355","Air Tight, Fully Packed, Fresh Arrive","Pkt","U",113.74,133.74
233,35,"HB-M763","Sweet Lime Mosambi","ACXU356","Air Tight, Fully Packed, Fresh Arrive","Pkt","0",114.08,134.07999999999998
234,36,"HB-M918","Orange Imported Units Qty","ACXU357","Air Tight, Fully Packed, Fresh Arrive","Pkt","0",114.42,134.42000000000002
235,36,"HB-R504","Apple Granny Smith Loose","ACXU358","Air Tight, Fully Packed, Fresh Arrive","Pkt","S",114.76,134.76
111,22,"HL-U509-R","Richline Round Brush With Container Qty","ACXU234","Fully Tested, Fabric, Solid,Flexible","Pcs","M",150.56,170.56
112,22,"SO-B909-M","Gp Supersaver Pack Of 5 Qty","ACXU235","Fully Tested, Fabric, Solid,Flexible","Pcs","U",150.56,170.56
113,22,"HY-1023-70","Gebi Miss Universe Cloth Brush Qty","ACXU236","Fully Tested, Fabric, Solid,Flexible","Pcs","0",150.56,170.56
114,22,"SJ-0194-S","Gebi Bottle Brush Qty","ACXU237","Fully Tested, Fabric, Solid,Flexible","Pcs","0",150.56,170.56
115,22,"SJ-0194-M","Gala Microfiber Duster Qty","ACXU238","Fully Tested, Fabric, Solid,Flexible","Pcs","S",150.56,170.56
116,22,"SJ-0194-L","Gebi Smart Broom Qty","ACXU239","Fully Tested, Fabric, Solid,Flexible","Pcs","S",150.56,170.56
117,22,"SJ-0194-X","Scotch Brite Utensil Scrubbers 2 In 1 Big Qty","ACXU240","Fully Tested, Fabric, Solid,Flexible","Pcs","M",150.56,170.56
118,22,"FR-T98Y-60","Scotch Brite Utensil Scrubbers Hand Glove Qty","ACXU241","Fully Tested, Fabric, Solid,Flexible","Pcs","U",150.56,170.56
119,22,"FR-T67Y-62","Scotch Brite Utensil Scrubbers Heavy Duty Qty","ACXU242","Fully Tested, Fabric, Solid,Flexible","Pcs","M",150.77,170.77
120,22,"FR-T98Y-46","Scotch Brite Utensil Scrubbers Scrub General Purpose","ACXU243","Fully Tested, Fabric, Solid,Flexible","Pcs","U",150.98,170.98
121,22,"FR-T98Y-50","Scotch Brite Utensil Scrubbers Super Saver Qty","ACXU244","Fully Tested, Fabric, Solid,Flexible","Pcs","0",151.19,171.19
122,22,"FR-T98Y-54","Scotch Brite Utensil Scrubbers Scrub Qty","ACXU245","Fully Tested, Fabric, Solid,Flexible","Pcs","0",151.4,171.4
123,22,"FR-T98U-46","Scotch Brite Utensil Scrubbers Non Scratch Light Duty Qty","ACXU246","Fully Tested, Fabric, Solid,Flexible","Pcs","S",151.61,171.61
124,22,"FR-T98U-50","Scotch Brite Utensil Scrubbers Stainless Steel 15g Qty","ACXU247","Fully Tested, Fabric, Solid,Flexible","Pcs","S",151.82,171.82
125,22,"FR-T98U-54","Scotch Brite Utensil Scrubbers Sponge Wipe Large Pack Of 3 Qty","ACXU248","Fully Tested, Fabric, Solid,Flexible","Pcs","M",152.03,172.03
126,22,"FR-T98U-60","Scotch Brite Utensil Scrubbers Premium Kitchen Towels Pack Of 3 Qty","ACXU249","Fully Tested, Fabric, Solid,Flexible","Pcs","U",152.24,172.24
127,22,"RD-2308","Scotch Brite All Purpose Cleaner Squeegee Qty","ACXU250","Fully Tested, Fabric, Solid,Flexible","Pcs","M",152.45,172.45
128,22,"FR-T67U-50","Scotch Brite Floor Cleaner Handled Cotton Mop Qty","ACXU251","Fully Tested, Fabric, Solid,Flexible","Pcs","U",152.66,172.66
129,22,"FR-T67U-54","Scotch Brite Floor Cleaner Cotton Mop Refills Qty","ACXU252","Fully Tested, Fabric, Solid,Flexible","Pcs","0",152.87,172.87
130,22,"FR-T67U-58","Scrub Pad 4x5.5 Super Saver 3 Piece Packet","ACXU253","Fully Tested, Fabric, Solid,Flexible","Pcs","0",153.08,173.08
131,22,"FR-T67U-62","Scotch Brite Scrub Sponge Large Pack Of 2 Qty","ACXU254","Fully Tested, Fabric, Solid,Flexible","Pcs","S",153.29,173.29
132,22,"FR-T67Y-44","Scotch Brite Jet Scrubber Brush Qty","ACXU255","Fully Tested, Fabric, Solid,Flexible","Pcs","S",153.5,173.5
133,22,"FR-T67Y-50","Sponge Wipe Large Super Saver Pack Of","ACXU256","Fully Tested, Fabric, Solid,Flexible","Pcs","M",153.71,173.71
134,23,"HL-U509","Non Stick Sauce Pan Qty","ACXU257","Fully Tested, Fabric, Solid,Flexible","Pcs","U",153.92,173.92
135,23,"FR-T67Y-54","Prestige Omega Deluxe Granite 160mm Milk Pan With Lid Qty","ACXU258","Fully Tested, Fabric, Solid,Flexible","Pcs","M",154.13,174.13
136,23,"FR-T67Y-58","Prestige Omega Deluxe Granite 240mm Sauce Pan Qty","ACXU259","Fully Tested, Fabric, Solid,Flexible","Pcs","U",154.34,174.34
137,23,"FR-T67U-44","Safw-24 Tapered Fry Pan Qty","ACXU260","Fully Tested, Fabric, Solid,Flexible","Pcs","0",154.55,174.55
138,23,"FR-M63S-40","Prestige Omega Deluxe Granite 260mm Fry Pan With Lid Qty","ACXU261","Fully Tested, Fabric, Solid,Flexible","Pcs","0",154.76,174.76
139,23,"FR-M63S-42","Wb2600rd 24cm Frypan Qty","ACXU262","Fully Tested, Fabric, Solid,Flexible","Pcs","S",154.97,174.97
140,23,"FR-M63S-46","4 Pieces Cookware Set Qty","ACXU263","Fully Tested, Fabric, Solid,Flexible","Pcs","S",155.18,175.18
141,23,"RB-9231","Sakr 24 With Lid Kadai Qty","ACXU264","Fully Tested, Fabric, Solid,Flexible","Pcs","M",155.39,175.39
142,23,"SE-M236","Omega Deluxe Granite Kadai 240mm With Lid Qty","ACXU265","Fully Tested, Fabric, Solid,Flexible","Pcs","U",155.6,175.6
143,23,"SE-M798","Aspa Fg-25 Tava","ACXU266","Fully Tested, Fabric, Solid,Flexible","Pcs","M",155.81,175.81
144,23,"SE-M940","Hard Anodised Plus Paratha Tawa Qty","ACXU267","Fully Tested, Fabric, Solid,Flexible","Pcs","U",156.02,176.02
145,23,"SE-R581","Hard Anodised Plus Roti Tawa Qty","ACXU268","Fully Tested, Fabric, Solid,Flexible","Pcs","0",156.23,176.23
146,23,"SE-R908","Omega Deluxe Granite Omni Tawa Qty","ACXU269","Fully Tested, Fabric, Solid,Flexible","Pcs","0",156.44,176.44
147,23,"SE-R995","Wb2601rd 25cm Tawa Qty","ACXU270","Fully Tested, Fabric, Solid,Flexible","Pcs","S",156.65,176.65
148,23,"SE-T312","Wb-1445 Non-Stick Frypan 24cm Qty","ACXU271","Fully Tested, Fabric, Solid,Flexible","Pcs","S",156.86,176.86
149,23,"SE-T762","Omega Deluxe Tava 250mm + Fry Pan Qty","ACXU272","Fully Tested, Fabric, Solid,Flexible","Pcs","M",157.07,177.07
150,23,"SE-T924","Wb-1446 Non-Stick Tava 25cm Qty","ACXU273","Fully Tested, Fabric, Solid,Flexible","Pcs","U",157.28,177.28
151,23,"FR-M21S-42","Borosil 3pieces Mixing Bowl Wth Lid Qty","ACXU274","Fully Tested, Fabric, Solid,Flexible","Pcs","M",157.49,177.49
152,23,"FR-M21S-44","Cb Babby Set Of 3 Bowls Qty","ACXU275","Fully Tested, Fabric, Solid,Flexible","Pcs","U",157.7,177.7
153,23,"FR-M21S-48","Cb Urli Set Of 5 Bowls","ACXU276","Fully Tested, Fabric, Solid,Flexible","Pcs","0",157.91,177.91
154,23,"FR-M21S-52","Idli Cooker With 4 Plates Qty","ACXU277","Fully Tested, Fabric, Solid,Flexible","Pcs","0",158.12,178.12
155,23,"TT-M928","Home Zone 14 Cm Milk Pan Qty","ACXU278","Fully Tested, Fabric, Solid,Flexible","Pcs","S",158.33,178.33
156,23,"TT-R982","Induction Compatible Kadai Qty","ACXU279","Fully Tested, Fabric, Solid,Flexible","Pcs","S",158.54,178.54
157,23,"TT-T092","Pp Saucepan Qty","ACXU280","Fully Tested, Fabric, Solid,Flexible","Pcs","M",158.75,178.75
158,23,"FR-M21B-42","Ke 3 Pcs Induction Compatible S S Tope Set Qty","ACXU281","Fully Tested, Fabric, Solid,Flexible","Pcs","U",158.96,178.96
159,23,"FR-M21B-44","Induction Compatible 14 Cm Sauce Pan (Ndl) Qty","ACXU282","Fully Tested, Fabric, Solid,Flexible","Pcs","M",159.17,179.17
160,23,"FR-M21B-48","Ha Tadka Pan 11cm Qty","ACXU283","Fully Tested, Fabric, Solid,Flexible","Pcs","U",159.38,179.38
161,23,"FR-M21B-52","Ke Induction Compatible 16cm Casserole With Lid","ACXU284","Fully Tested, Fabric, Solid,Flexible","Pcs","0",159.59,179.59
162,24,"FR-R92R-48","Surf Detergent Powder Excel Easy Wash Qty","ACXU285","Fully Tested, Fabric, Solid,Flexible","Pcs","0",159.8,179.8
163,24,"FR-R92R-52","Surf Detergent Powder Excel Quickwash Qty","ACXU286","Fully Tested, Fabric, Solid,Flexible","Pcs","S",160.01,180.01
164,24,"FR-R92R-56","Surf Detergent Powder Excel Matic Front Load Qty","ACXU287","Fully Tested, Fabric, Solid,Flexible","Pcs","S",160.22,180.22
165,24,"FR-R38B-58","Rin Detergent Powder Advance Qty","ACXU288","Fully Tested, Fabric, Solid,Flexible","Pcs","M",160.43,180.43
166,24,"FR-R38B-60","Tide Detergent Powder Plus Jasmine & Rose Qty","ACXU289","Fully Tested, Fabric, Solid,Flexible","Pcs","U",160.64,180.64
167,24,"FR-R38B-62","Rin Detergent Bar Advance Qty","ACXU290","Fully Tested, Fabric, Solid,Flexible","Pcs","M",160.85,180.85
168,24,"FR-R38R-44","Surf Detergent Powder Excel Matic Top Load Qty","ACXU291","Fully Tested, Fabric, Solid,Flexible","Pcs","U",161.06,181.06
169,24,"FR-R38R-48","Surf Excel Detergent Bar Qty","ACXU292","Fully Tested, Fabric, Solid,Flexible","Pcs","0",161.27,181.27
170,24,"FR-R38R-52","Surf Detergent Liquied Excel 2x Bottle Qty","ACXU293","Fully Tested, Fabric, Solid,Flexible","Pcs","0",161.48,181.48
171,24,"FR-R38R-58","Wipro Detergent Liquid Safewash","ACXU294","Fully Tested, Fabric, Solid,Flexible","Pcs","S",161.69,181.69
172,24,"FR-R38R-60","Tide Detergent Powder Plus Regular Qty","ACXU295","Fully Tested, Fabric, Solid,Flexible","Pcs","S",161.9,181.9
173,24,"FR-R38R-62","Tide Detergent Powder Natural Lemon&Chandan Packet Qty","ACXU296","Fully Tested, Fabric, Solid,Flexible","Pcs","M",162.11,182.11
174,24,"FR-R72R-44","Comfort Fabric Conditioner Shine & Fragrance Qty","ACXU297","Fully Tested, Fabric, Solid,Flexible","Pcs","U",162.32,182.32
175,24,"FR-R72R-48","Tide Detergent Powder Plus Jasmin Rose Qty","ACXU298","Fully Tested, Fabric, Solid,Flexible","Pcs","M",162.530000000001,182.530000000001
176,24,"FR-R72R-52","Tide Detergent Powder Plus Talcum Freshness Packet Qty","ACXU299","Fully Tested, Fabric, Solid,Flexible","Pcs","U",162.74,182.74
177,24,"FR-R72R-58","Ariel Detergent Powder Complete Packet Qty","ACXU300","Fully Tested, Fabric, Solid,Flexible","Pcs","0",162.950000000001,182.950000000001
178,24,"FR-R72R-60","Comfort Fabric Conditioner Blue Morning Fresh Bottle Qty","ACXU301","Fully Tested, Fabric, Solid,Flexible","Pcs","0",163.160000000001,183.160000000001
179,24,"FR-R38B-44","Comfort Fabric Cnditioner Lily Fresh Qty","ACXU302","Fully Tested, Fabric, Solid,Flexible","Pcs","S",163.370000000001,183.370000000001
180,24,"FR-R38B-48","Cleanmate Detergent Bar Qty","ACXU303","Fully Tested, Fabric, Solid,Flexible","Pcs","S",163.58,183.58
181,24,"FR-R38B-52","Comfort Fabric Conditioner Lily Fresh Pink Botttle","ACXU304","Fully Tested, Fabric, Solid,Flexible","Pcs","M",163.790000000001,183.790000000001
182,24,"FR-M94S-42","Tide Detergent Powder Plus Regular Qty","ACXU305","Fully Tested, Fabric, Solid,Flexible","Pcs","U",164.000000000001,184.000000000001
183,24,"FR-M94S-44","Comfort Fabric Conditioner Anti Bacterial Qty","ACXU306","Fully Tested, Fabric, Solid,Flexible","Pcs","M",164.21,184.21
184,24,"FR-M94S-52","Genteel Detergent Liquid Qty","ACXU307","Fully Tested, Fabric, Solid,Flexible","Pcs","U",164.42,184.42
185,24,"FR-M94S-46","Ezee Detergent Liquid Qty","ACXU308","Fully Tested, Fabric, Solid,Flexible","Pcs","0",164.630000000001,184.630000000001
186,24,"FR-M94B-42","Tide Detergent Powder Plus Talcum Freshness Packet Qty","ACXU309","Fully Tested, Fabric, Solid,Flexible","Pcs","0",164.840000000001,184.840000000001
187,24,"FR-M94B-44","Ariel Detergent Powder Colour&Style Complete Packet Qty","ACXU310","Fully Tested, Fabric, Solid,Flexible","Pcs","S",165.05,185.05
188,24,"BK-R68R-58","Comfort Fabric Conditioner Morning Fresh Bottle","ACXU311","Fully Tested, Fabric, Solid,Flexible","Pcs","S",98.44,118.44
189,25,"BK-R68R-60","Everready Lamp Cfl 27w Qty","ACXU312","Fully Tested, Fabric, Solid,Flexible","Pcs","M",98.78,118.78
190,25,"BK-R68R-44","Everready Battery Red 1015 Aa 10 Pieces Qty","ACXU313","Fully Tested, Fabric, Solid,Flexible","Pcs","U",99.12,119.12
191,25,"BK-R68R-48","Everready Lamp Cfl 15w Qty","ACXU314","Fully Tested, Fabric, Solid,Flexible","Pcs","M",99.46,119.46
192,25,"BK-R68R-52","Everready Battery Red 1012 Aaa 10 Pieces Qty","ACXU315","Fully Tested, Fabric, Solid,Flexible","Pcs","U",99.8,119.8
193,25,"BK-R50R-58","Everready Battery Red 1015 Aa Bp4 Qty","ACXU316","Fully Tested, Fabric, Solid,Flexible","Pcs","0",100.14,120.14
194,25,"BK-R50R-60","Everready Battery Red 1012 Aaa 4 Pieces Qty","ACXU317","Fully Tested, Fabric, Solid,Flexible","Pcs","0",100.48,120.48
195,25,"BK-R50R-62","Everready Battery Red 1012 Aaa 2 Pieces","ACXU318","Fully Tested, Fabric, Solid,Flexible","Pcs","S",100.82,120.82
196,26,"FR-M94B-48","Caremate Party Disposable Astd Qty","ACXU319","Fully Tested, Fabric, Solid,Flexible","Pcs","S",101.16,121.16
197,26,"FR-M94B-46","Caremate Plain Laminated No10 Round Qty","ACXU320","Fully Tested, Fabric, Solid,Flexible","Pcs","M",101.5,121.5
198,26,"FR-M94B-38","Caremate Paper Cup Qty","ACXU321","Fully Tested, Fabric, Solid,Flexible","Pcs","U",101.84,121.84
199,26,"FR-M94S-38","Caremate Plastic Bowls Rectangle Qty","ACXU322","Fully Tested, Fabric, Solid,Flexible","Pcs","M",102.18,122.18
200,26,"BK-R93R-62","Caremate Silver Laminated Qty","ACXU323","Fully Tested, Fabric, Solid,Flexible","Pcs","U",102.52,122.52
201,26,"BK-R93R-44","Caremate Basic Packet Qty","ACXU324","Fully Tested, Fabric, Solid,Flexible","Pcs","0",102.86,122.86
202,26,"BK-R93R-48","Caremate Straws 25 Pieces Qty","ACXU325","Fully Tested, Fabric, Solid,Flexible","Pcs","0",103.2,123.2
203,26,"BK-R93R-52","Caremate Paper Bowls Round","ACXU326","Fully Tested, Fabric, Solid,Flexible","Pcs","S",103.54,123.54
204,27,"BK-R50R-44","5.5"" Square Noodle Bowl Qty","ACXU327","Fully Tested, Fabric, Solid,Flexible","Pcs","S",104.22,124.22
205,27,"BK-R50R-48","5.5"" Round Popcorn Bowl","ACXU328","Fully Tested, Fabric, Solid,Flexible","Pcs","M",104.56,124.56
206,28,"BK-M68B-38","Cadbury Dairy Milk Home Treats Packet Qty","ACXU329","Fully Tested, Fabric, Solid,Flexible","Pcs","U",104.9,124.9
207,28,"BK-M68B-42","Kinder Joy Chocolate Lei Boys Qty","ACXU330","Fully Tested, Fabric, Solid,Flexible","Pcs","M",105.24,125.24
208,28,"BK-M68B-46","Kinder Joy Chocolate Lui Girls","ACXU331","Fully Tested, Fabric, Solid,Flexible","Pcs","U",105.58,125.58
