Cost Center,Expense Description,Date,BG - USD,Currency
"Finance","Total Materials & Supplies",2021-09-01 00:00:00.000,292.00000000000006,"USD"
"Finance","Total Materials & Supplies",2021-10-01 00:00:00.000,2292,"USD"
"Finance","Total Materials & Supplies",2021-11-01 00:00:00.000,292.00000000000006,"USD"
"Finance","Total Materials & Supplies",2021-12-01 00:00:00.000,292.00000000000006,"USD"
"Finance","Local Travel & Courtesy",2021-01-01 00:00:00.000,595,"USD"
"Finance","Local Travel & Courtesy",2021-02-01 00:00:00.000,594.5852,"USD"
"Finance","Local Travel & Courtesy",2021-03-01 00:00:00.000,594.5852,"USD"
"Finance","Local Travel & Courtesy",2021-04-01 00:00:00.000,594.5852,"USD"
"Finance","Local Travel & Courtesy",2021-05-01 00:00:00.000,594.5852,"USD"
"Finance","Local Travel & Courtesy",2021-06-01 00:00:00.000,594.5852,"USD"
"Finance","Local Travel & Courtesy",2021-07-01 00:00:00.000,594.5852,"USD"
"Finance","Local Travel & Courtesy",2021-08-01 00:00:00.000,594.5852,"USD"
"Finance","Local Travel & Courtesy",2021-09-01 00:00:00.000,594.5852,"USD"
"Finance","Local Travel & Courtesy",2021-10-01 00:00:00.000,594.5852,"USD"
"Finance","Local Travel & Courtesy",2021-11-01 00:00:00.000,594.5852,"USD"
"Finance","Local Travel & Courtesy",2021-12-01 00:00:00.000,594.5852,"USD"
"Finance","Foreing Travel",2021-03-01 00:00:00.000,4000,"USD"
"Finance","Foreing Travel",2021-07-01 00:00:00.000,4000,"USD"
"Finance","Foreing Travel",2021-11-01 00:00:00.000,4000,"USD"
"Finance","Company Vehicles Expenses",2021-01-01 00:00:00.000,2500,"USD"
"Finance","Company Vehicles Expenses",2021-02-01 00:00:00.000,2500,"USD"
"Finance","Company Vehicles Expenses",2021-03-01 00:00:00.000,2500,"USD"
"Finance","Company Vehicles Expenses",2021-04-01 00:00:00.000,2500,"USD"
"Finance","Company Vehicles Expenses",2021-05-01 00:00:00.000,2500,"USD"
"Finance","Company Vehicles Expenses",2021-06-01 00:00:00.000,2500,"USD"
"Finance","Company Vehicles Expenses",2021-07-01 00:00:00.000,2500,"USD"
"Finance","Company Vehicles Expenses",2021-08-01 00:00:00.000,2500,"USD"
"Finance","Company Vehicles Expenses",2021-09-01 00:00:00.000,2500,"USD"
"Finance","Company Vehicles Expenses",2021-10-01 00:00:00.000,2500,"USD"
"Finance","Company Vehicles Expenses",2021-11-01 00:00:00.000,2500,"USD"
"Finance","Company Vehicles Expenses",2021-12-01 00:00:00.000,2500,"USD"
"Finance","Purchased Services",2021-01-01 00:00:00.000,15092.666666666666,"USD"
"Finance","Purchased Services",2021-02-01 00:00:00.000,15092.666666666666,"USD"
"Finance","Purchased Services",2021-03-01 00:00:00.000,15092.666666666666,"USD"
"Finance","Purchased Services",2021-04-01 00:00:00.000,15092.666666666666,"USD"
"Finance","Purchased Services",2021-05-01 00:00:00.000,15092.666666666666,"USD"
"Finance","Purchased Services",2021-06-01 00:00:00.000,15092.666666666666,"USD"
"Finance","Purchased Services",2021-07-01 00:00:00.000,15092.666666666666,"USD"
"Finance","Purchased Services",2021-08-01 00:00:00.000,15092.666666666666,"USD"
"Finance","Purchased Services",2021-09-01 00:00:00.000,15092.666666666666,"USD"
"Finance","Purchased Services",2021-10-01 00:00:00.000,15092.666666666666,"USD"
"Finance","Purchased Services",2021-11-01 00:00:00.000,15092.666666666666,"USD"
"Finance","Purchased Services",2021-12-01 00:00:00.000,15792.666666666666,"USD"
"Finance","Legal Expenses & Profesional Serv.",2021-01-01 00:00:00.000,51666.666666666672,"USD"
"Finance","Legal Expenses & Profesional Serv.",2021-02-01 00:00:00.000,51666.666666666672,"USD"
"Finance","Legal Expenses & Profesional Serv.",2021-03-01 00:00:00.000,51666.666666666672,"USD"
"Finance","Legal Expenses & Profesional Serv.",2021-04-01 00:00:00.000,51666.666666666672,"USD"
"Finance","Legal Expenses & Profesional Serv.",2021-05-01 00:00:00.000,51666.666666666672,"USD"
"Finance","Legal Expenses & Profesional Serv.",2021-06-01 00:00:00.000,51666.666666666672,"USD"
"Finance","Legal Expenses & Profesional Serv.",2021-07-01 00:00:00.000,51666.666666666672,"USD"
"Finance","Legal Expenses & Profesional Serv.",2021-08-01 00:00:00.000,51666.666666666672,"USD"
"Finance","Legal Expenses & Profesional Serv.",2021-09-01 00:00:00.000,51666.666666666672,"USD"
"Finance","Legal Expenses & Profesional Serv.",2021-10-01 00:00:00.000,51666.666666666672,"USD"
"Finance","Legal Expenses & Profesional Serv.",2021-11-01 00:00:00.000,51666.666666666672,"USD"
"Finance","Legal Expenses & Profesional Serv.",2021-12-01 00:00:00.000,51666.666666666672,"USD"
"Finance","Comunication Expenses",2021-01-01 00:00:00.000,300,"USD"
"Finance","Comunication Expenses",2021-02-01 00:00:00.000,300,"USD"
"Finance","Comunication Expenses",2021-03-01 00:00:00.000,300,"USD"
"Finance","Comunication Expenses",2021-04-01 00:00:00.000,300,"USD"
"Finance","Comunication Expenses",2021-05-01 00:00:00.000,300,"USD"
"Finance","Comunication Expenses",2021-06-01 00:00:00.000,300,"USD"
"Finance","Comunication Expenses",2021-07-01 00:00:00.000,300,"USD"
"Finance","Comunication Expenses",2021-08-01 00:00:00.000,300,"USD"
"Finance","Comunication Expenses",2021-09-01 00:00:00.000,300,"USD"
"Finance","Comunication Expenses",2021-10-01 00:00:00.000,300,"USD"
"Finance","Comunication Expenses",2021-11-01 00:00:00.000,300,"USD"
"Finance","Comunication Expenses",2021-12-01 00:00:00.000,300,"USD"
"Finance","Employee Education",2021-01-01 00:00:00.000,10700,"USD"
"Finance","Employee Education",2021-02-01 00:00:00.000,700,"USD"
"Finance","Employee Education",2021-03-01 00:00:00.000,10700,"USD"
"Finance","Employee Education",2021-04-01 00:00:00.000,700,"USD"
"Finance","Employee Education",2021-05-01 00:00:00.000,700,"USD"
"Finance","Employee Education",2021-06-01 00:00:00.000,10700,"USD"
"Finance","Employee Education",2021-07-01 00:00:00.000,700,"USD"
"Finance","Employee Education",2021-08-01 00:00:00.000,700,"USD"
"Finance","Employee Education",2021-09-01 00:00:00.000,10700,"USD"
"Finance","Employee Education",2021-10-01 00:00:00.000,700,"USD"
"Finance","Employee Education",2021-11-01 00:00:00.000,700,"USD"
"Finance","Employee Education",2021-12-01 00:00:00.000,10700,"USD"
"Finance","Sundry & Other Costs",2021-01-01 00:00:00.000,700,"USD"
"Finance","Sundry & Other Costs",2021-02-01 00:00:00.000,700,"USD"
"Finance","Sundry & Other Costs",2021-03-01 00:00:00.000,700,"USD"
"Finance","Sundry & Other Costs",2021-04-01 00:00:00.000,700,"USD"
"Finance","Sundry & Other Costs",2021-05-01 00:00:00.000,700,"USD"
"Finance","Sundry & Other Costs",2021-06-01 00:00:00.000,700,"USD"
"Finance","Sundry & Other Costs",2021-07-01 00:00:00.000,700,"USD"
"Finance","Sundry & Other Costs",2021-08-01 00:00:00.000,700,"USD"
"Finance","Sundry & Other Costs",2021-09-01 00:00:00.000,700,"USD"
"Finance","Sundry & Other Costs",2021-10-01 00:00:00.000,700,"USD"
"Finance","Sundry & Other Costs",2021-11-01 00:00:00.000,700,"USD"
"Finance","Sundry & Other Costs",2021-12-01 00:00:00.000,700,"USD"
"Finance","Inventory & Others",2021-01-01 00:00:00.000,4175,"USD"
"Finance","Inventory & Others",2021-02-01 00:00:00.000,4175,"USD"
"Finance","Inventory & Others",2021-03-01 00:00:00.000,4175,"USD"
"Finance","Inventory & Others",2021-04-01 00:00:00.000,4175,"USD"
"Finance","Inventory & Others",2021-05-01 00:00:00.000,4175,"USD"
"Finance","Inventory & Others",2021-06-01 00:00:00.000,4175,"USD"
"Finance","Inventory & Others",2021-07-01 00:00:00.000,4175,"USD"
"Finance","Inventory & Others",2021-08-01 00:00:00.000,4175,"USD"
"Finance","Inventory & Others",2021-09-01 00:00:00.000,4175,"USD"
"Finance","Inventory & Others",2021-10-01 00:00:00.000,4175,"USD"
"Finance","Inventory & Others",2021-11-01 00:00:00.000,4175,"USD"
"Finance","Inventory & Others",2021-12-01 00:00:00.000,4174,"USD"
"Finance","Caterer",2021-01-01 00:00:00.000,100,"USD"
"Finance","Caterer",2021-02-01 00:00:00.000,100,"USD"
"Finance","Caterer",2021-03-01 00:00:00.000,100,"USD"
"Finance","Caterer",2021-04-01 00:00:00.000,100,"USD"
"Finance","Caterer",2021-05-01 00:00:00.000,100,"USD"
"Finance","Caterer",2021-06-01 00:00:00.000,100,"USD"
"Finance","Caterer",2021-07-01 00:00:00.000,100,"USD"
"Finance","Caterer",2021-08-01 00:00:00.000,100,"USD"
"Finance","Caterer",2021-09-01 00:00:00.000,100,"USD"
"Finance","Caterer",2021-10-01 00:00:00.000,100,"USD"
"Finance","Caterer",2021-11-01 00:00:00.000,100,"USD"
"Finance","Caterer",2021-12-01 00:00:00.000,100,"USD"
"Finance","Other Taxes",2021-01-01 00:00:00.000,21499,"USD"
"Finance","Other Taxes",2021-02-01 00:00:00.000,21499,"USD"
"Finance","Other Taxes",2021-03-01 00:00:00.000,21499,"USD"
"Finance","Other Taxes",2021-04-01 00:00:00.000,21499,"USD"
"Finance","Other Taxes",2021-05-01 00:00:00.000,21499,"USD"
"Finance","Other Taxes",2021-06-01 00:00:00.000,21499,"USD"
"Finance","Other Taxes",2021-07-01 00:00:00.000,21499,"USD"
"Finance","Other Taxes",2021-08-01 00:00:00.000,21499,"USD"
"Finance","Other Taxes",2021-09-01 00:00:00.000,21499,"USD"
"Finance","Other Taxes",2021-10-01 00:00:00.000,21499,"USD"
"Finance","Other Taxes",2021-11-01 00:00:00.000,21499,"USD"
"Finance","Other Taxes",2021-12-01 00:00:00.000,21499.724747371598,"USD"
"Finance","AFA - DEPRECIATION",2021-01-01 00:00:00.000,704.64999999999986,"USD"
"Finance","AFA - DEPRECIATION",2021-02-01 00:00:00.000,704.64999999999986,"USD"
"Finance","AFA - DEPRECIATION",2021-03-01 00:00:00.000,704.64999999999986,"USD"
"Finance","AFA - DEPRECIATION",2021-04-01 00:00:00.000,704.64999999999986,"USD"
"Finance","AFA - DEPRECIATION",2021-05-01 00:00:00.000,704.64999999999986,"USD"
"Finance","AFA - DEPRECIATION",2021-06-01 00:00:00.000,704.64999999999986,"USD"
"Finance","AFA - DEPRECIATION",2021-07-01 00:00:00.000,704.64999999999986,"USD"
"Finance","AFA - DEPRECIATION",2021-08-01 00:00:00.000,704.64999999999986,"USD"
"Finance","AFA - DEPRECIATION",2021-09-01 00:00:00.000,704.64999999999986,"USD"
"Finance","AFA - DEPRECIATION",2021-10-01 00:00:00.000,704.64999999999986,"USD"
"Finance","AFA - DEPRECIATION",2021-11-01 00:00:00.000,704.64999999999986,"USD"
"Finance","AFA - DEPRECIATION",2021-12-01 00:00:00.000,704.64999999999986,"USD"
