Cost Center,Expense Description,Date,AC - USD,Currency
"Supplies","Credits",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Credits",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Obsolescence",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Obsolescence",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Obsolescence",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Obsolescence",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Obsolescence",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Obsolescence",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Obsolescence",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Obsolescence",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Obsolescence",2021-10-01 00:00:00.000,0,"USD"
"Supplies","Obsolescence",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Obsolescence",2021-12-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-01-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-02-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-03-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-04-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-05-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-06-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-07-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-08-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-09-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-10-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-11-01 00:00:00.000,0,"USD"
"Supplies","TASK",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Total New Model Launching",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Total New Model Launching",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Total New Model Launching",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Total New Model Launching",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Total New Model Launching",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Total New Model Launching",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Total New Model Launching",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Project Expenses",2021-01-01 00:00:00.000,0,"USD"
"Supplies","Project Expenses",2021-02-01 00:00:00.000,0,"USD"
"Supplies","Project Expenses",2021-03-01 00:00:00.000,0,"USD"
"Supplies","Project Expenses",2021-04-01 00:00:00.000,0,"USD"
"Supplies","Project Expenses",2021-05-01 00:00:00.000,0,"USD"
"Supplies","Project Expenses",2021-06-01 00:00:00.000,0,"USD"
"Supplies","Project Expenses",2021-07-01 00:00:00.000,0,"USD"
"Supplies","Project Expenses",2021-08-01 00:00:00.000,0,"USD"
"Supplies","Project Expenses",2021-09-01 00:00:00.000,0,"USD"
"Supplies","Project Expenses",2021-11-01 00:00:00.000,0,"USD"
"Supplies","Project Expenses",2021-12-01 00:00:00.000,0,"USD"
"Supplies","Indirect Labor Salaried Base",2021-01-01 00:00:00.000,239124.2,"USD"
"Supplies","Indirect Labor Salaried Base",2021-02-01 00:00:00.000,245626.24,"USD"
"Supplies","Indirect Labor Salaried Base",2021-03-01 00:00:00.000,237799.17,"USD"
"Supplies","Indirect Labor Salaried Base",2021-04-01 00:00:00.000,228668.29000000004,"USD"
"Supplies","Indirect Labor Salaried Base",2021-05-01 00:00:00.000,203073.76999999996,"USD"
"Supplies","Indirect Labor Salaried Base",2021-06-01 00:00:00.000,165592.34,"USD"
"Supplies","Indirect Labor Salaried Base",2021-07-01 00:00:00.000,204782,"USD"
"Supplies","Indirect Labor Salaried Base",2021-08-01 00:00:00.000,204210.45,"USD"
"Supplies","Indirect Labor Salaried Base",2021-09-01 00:00:00.000,198734.81999999998,"USD"
"Supplies","Indirect Labor Salaried Base",2021-10-01 00:00:00.000,214564.36000000002,"USD"
"Supplies","Indirect Labor Salaried Base",2021-11-01 00:00:00.000,219697.77000000002,"USD"
"Supplies","Indirect Labor Salaried Base",2021-12-01 00:00:00.000,203414.44,"USD"
"Supplies","Indirect Labor Salaried Overtime",2021-02-01 00:00:00.000,1573.66,"USD"
"Supplies","Indirect Labor Salaried Overtime",2021-11-01 00:00:00.000,3236.76,"USD"
"Supplies","Indirect Labor Hourly Overtime",2021-02-01 00:00:00.000,1104.27,"USD"
"Supplies","Labor Foreing Services",2021-01-01 00:00:00.000,272579.18,"USD"
"Supplies","Labor Foreing Services",2021-02-01 00:00:00.000,237088.82,"USD"
"Supplies","Labor Foreing Services",2021-03-01 00:00:00.000,250243.66999999998,"USD"
"Supplies","Labor Foreing Services",2021-04-01 00:00:00.000,158983.86,"USD"
"Supplies","Labor Foreing Services",2021-05-01 00:00:00.000,154834.89,"USD"
"Supplies","Labor Foreing Services",2021-06-01 00:00:00.000,168050.83000000002,"USD"
"Supplies","Labor Foreing Services",2021-07-01 00:00:00.000,174754.21,"USD"
"Supplies","Labor Foreing Services",2021-08-01 00:00:00.000,158210.36,"USD"
"Supplies","Labor Foreing Services",2021-09-01 00:00:00.000,229465.96,"USD"
"Supplies","Labor Foreing Services",2021-10-01 00:00:00.000,211478.69999999998,"USD"
"Supplies","Labor Foreing Services",2021-11-01 00:00:00.000,220362.41,"USD"
"Supplies","Labor Foreing Services",2021-12-01 00:00:00.000,206852.86000000002,"USD"
"Supplies","Scrap",2021-02-01 00:00:00.000,283.62,"USD"
"Supplies","Scrap",2021-07-01 00:00:00.000,32.96,"USD"
"Supplies","Total Materials & Supplies",2021-01-01 00:00:00.000,45.56,"USD"
"Supplies","Total Materials & Supplies",2021-02-01 00:00:00.000,22.36,"USD"
"Supplies","Total Materials & Supplies",2021-03-01 00:00:00.000,465.17,"USD"
"Supplies","Total Materials & Supplies",2021-04-01 00:00:00.000,1448,"USD"
"Supplies","Total Materials & Supplies",2021-06-01 00:00:00.000,938.48,"USD"
"Supplies","Total Materials & Supplies",2021-07-01 00:00:00.000,2.4868995751603507E-14,"USD"
"Supplies","Total Materials & Supplies",2021-08-01 00:00:00.000,60.330000000000091,"USD"
"Supplies","Total Materials & Supplies",2021-10-01 00:00:00.000,327.72,"USD"
"Supplies","Total Materials & Supplies",2021-11-01 00:00:00.000,80.240000000000009,"USD"
"Supplies","Local Travel & Courtesy",2021-01-01 00:00:00.000,1553.1200000000001,"USD"
"Supplies","Local Travel & Courtesy",2021-02-01 00:00:00.000,516.41000000000008,"USD"
"Supplies","Local Travel & Courtesy",2021-03-01 00:00:00.000,1564.0300000000002,"USD"
"Supplies","Local Travel & Courtesy",2021-04-01 00:00:00.000,242.35000000000005,"USD"
"Supplies","Local Travel & Courtesy",2021-06-01 00:00:00.000,127.85000000000002,"USD"
"Supplies","Local Travel & Courtesy",2021-07-01 00:00:00.000,193.37,"USD"
"Supplies","Local Travel & Courtesy",2021-09-01 00:00:00.000,85.25,"USD"
"Supplies","Local Travel & Courtesy",2021-12-01 00:00:00.000,54.190000000000005,"USD"
"Supplies","Foreing Travel",2021-01-01 00:00:00.000,10253.669999999998,"USD"
"Supplies","Foreing Travel",2021-02-01 00:00:00.000,2014.5399999999997,"USD"
"Supplies","Foreing Travel",2021-03-01 00:00:00.000,26586.54,"USD"
"Supplies","Foreing Travel",2021-04-01 00:00:00.000,647.70999999999981,"USD"
"Supplies","Foreing Travel",2021-06-01 00:00:00.000,3.51,"USD"
"Supplies","Foreing Travel",2021-07-01 00:00:00.000,259.65,"USD"
"Supplies","Foreing Travel",2021-08-01 00:00:00.000,-376.71,"USD"
"Supplies","Foreing Travel",2021-11-01 00:00:00.000,279.25,"USD"
"Supplies","Company Vehicles Expenses",2021-01-01 00:00:00.000,1586.23,"USD"
"Supplies","Company Vehicles Expenses",2021-02-01 00:00:00.000,1824.52,"USD"
"Supplies","Company Vehicles Expenses",2021-03-01 00:00:00.000,3204.8900000000003,"USD"
"Supplies","Company Vehicles Expenses",2021-05-01 00:00:00.000,296.49,"USD"
"Supplies","Company Vehicles Expenses",2021-06-01 00:00:00.000,873.58,"USD"
"Supplies","Company Vehicles Expenses",2021-07-01 00:00:00.000,1353.88,"USD"
"Supplies","Company Vehicles Expenses",2021-08-01 00:00:00.000,867.93,"USD"
"Supplies","Company Vehicles Expenses",2021-09-01 00:00:00.000,1917.4600000000003,"USD"
"Supplies","Company Vehicles Expenses",2021-10-01 00:00:00.000,2328.8299999999995,"USD"
"Supplies","Company Vehicles Expenses",2021-11-01 00:00:00.000,2029.9299999999998,"USD"
"Supplies","Company Vehicles Expenses",2021-12-01 00:00:00.000,2321.44,"USD"
"Supplies","Purchased Services",2021-01-01 00:00:00.000,17111.53,"USD"
"Supplies","Purchased Services",2021-02-01 00:00:00.000,24192.66,"USD"
"Supplies","Purchased Services",2021-03-01 00:00:00.000,6200.5199999999995,"USD"
"Supplies","Purchased Services",2021-04-01 00:00:00.000,18860.480000000003,"USD"
"Supplies","Purchased Services",2021-05-01 00:00:00.000,2114.1,"USD"
"Supplies","Purchased Services",2021-06-01 00:00:00.000,12488.82,"USD"
"Supplies","Purchased Services",2021-07-01 00:00:00.000,40644.969999999994,"USD"
"Supplies","Purchased Services",2021-08-01 00:00:00.000,29510.579999999994,"USD"
"Supplies","Purchased Services",2021-09-01 00:00:00.000,15300.500000000002,"USD"
"Supplies","Purchased Services",2021-10-01 00:00:00.000,18175.92,"USD"
"Supplies","Purchased Services",2021-11-01 00:00:00.000,35341.689999999995,"USD"
"Supplies","Purchased Services",2021-12-01 00:00:00.000,16587.809999999998,"USD"
"Supplies","Sundry & Other Costs",2021-07-01 00:00:00.000,421.12,"USD"
"Supplies","Sundry & Other Costs",2021-08-01 00:00:00.000,3.637978807091713E-12,"USD"
"Supplies","Gastos de Alquiler",2021-03-01 00:00:00.000,3900.42,"USD"
"Supplies","Gastos de Alquiler",2021-04-01 00:00:00.000,3700,"USD"
"Supplies","Maintenance & Repairs",2021-02-01 00:00:00.000,70.43,"USD"
"Supplies","Obsolescence",2021-09-01 00:00:00.000,-32.96,"USD"
"Supplies","AFA - DEPRECIATION",2021-01-01 00:00:00.000,398.15,"USD"
"Supplies","AFA - DEPRECIATION",2021-02-01 00:00:00.000,398.15999999999997,"USD"
"Supplies","AFA - DEPRECIATION",2021-03-01 00:00:00.000,398.15000000000009,"USD"
"Supplies","AFA - DEPRECIATION",2021-04-01 00:00:00.000,398.13,"USD"
"Supplies","AFA - DEPRECIATION",2021-05-01 00:00:00.000,398.17,"USD"
"Supplies","AFA - DEPRECIATION",2021-06-01 00:00:00.000,398.16999999999985,"USD"
"Supplies","AFA - DEPRECIATION",2021-07-01 00:00:00.000,398.13000000000011,"USD"
"Supplies","AFA - DEPRECIATION",2021-08-01 00:00:00.000,398.17000000000007,"USD"
"Supplies","AFA - DEPRECIATION",2021-09-01 00:00:00.000,398.13000000000011,"USD"
"Supplies","AFA - DEPRECIATION",2021-10-01 00:00:00.000,398.15999999999985,"USD"
"Supplies","AFA - DEPRECIATION",2021-11-01 00:00:00.000,398.15000000000009,"USD"
"Supplies","AFA - DEPRECIATION",2021-12-01 00:00:00.000,479.34000000000015,"USD"
"Supplies","Total New Model Launching",2021-01-01 00:00:00.000,34196,"USD"
"Supplies","Total New Model Launching",2021-07-01 00:00:00.000,92000,"USD"
"Supplies","Total New Model Launching",2021-08-01 00:00:00.000,95708.18,"USD"
"Supplies","Total New Model Launching",2021-09-01 00:00:00.000,104515,"USD"
"Supplies","Total New Model Launching",2021-10-01 00:00:00.000,33851.61,"USD"
"Supplies","Project Expenses",2021-10-01 00:00:00.000,30654,"USD"
