Date,Year,Month,Day,Zysk dzienny,Dzień tygodnia,nr. dnia tygodnia
2019-07-05 00:00:00.000,2019,7,5,448.19000000000005,"piątek",6
2019-07-06 00:00:00.000,2019,7,6,1301.975,"sobota",7
2019-07-07 00:00:00.000,2019,7,7,923.06000000000017,"niedziela",1
2019-07-08 00:00:00.000,2019,7,8,840.60000000000036,"poniedziałek",2
2019-07-09 00:00:00.000,2019,7,9,619.49000000000012,"wtorek",3
2019-07-10 00:00:00.000,2019,7,10,612.9749999999998,"środa",4
2019-07-11 00:00:00.000,2019,7,11,988.8000000000003,"czwartek",5
2019-07-12 00:00:00.000,2019,7,12,349.6075000000003,"piątek",6
2019-07-13 00:00:00.000,2019,7,13,932.33500000000026,"sobota",7
2019-07-14 00:00:00.000,2019,7,14,887.89,"niedziela",1
2019-07-15 00:00:00.000,2019,7,15,864.35500000000047,"poniedziałek",2
2019-07-16 00:00:00.000,2019,7,16,1201.9549999999992,"wtorek",3
2019-07-17 00:00:00.000,2019,7,17,1403.5499999999995,"środa",4
2019-07-18 00:00:00.000,2019,7,18,1284.655,"czwartek",5
2019-07-19 00:00:00.000,2019,7,19,424.65124999999921,"piątek",6
2019-07-20 00:00:00.000,2019,7,20,1014.1900000000003,"sobota",7
2019-07-21 00:00:00.000,2019,7,21,1038.6749999999997,"niedziela",1
2019-07-22 00:00:00.000,2019,7,22,913.64500000000044,"poniedziałek",2
2019-07-23 00:00:00.000,2019,7,23,1116.82,"wtorek",3
2019-07-24 00:00:00.000,2019,7,24,790.47499999999991,"środa",4
2019-07-25 00:00:00.000,2019,7,25,916.4249999999995,"czwartek",5
2019-07-26 00:00:00.000,2019,7,26,507.86500000000012,"piątek",6
2019-07-27 00:00:00.000,2019,7,27,856.4849999999999,"sobota",7
2019-07-28 00:00:00.000,2019,7,28,865.32000000000039,"niedziela",1
2019-07-29 00:00:00.000,2019,7,29,1080.0849999999991,"poniedziałek",2
2019-07-30 00:00:00.000,2019,7,30,962.83499999999947,"wtorek",3
2019-07-31 00:00:00.000,2019,7,31,1014.1099999999994,"środa",4
2019-08-01 00:00:00.000,2019,8,1,1227.7150000000001,"czwartek",5
2019-08-02 00:00:00.000,2019,8,2,405.11249999999973,"piątek",6
2019-08-03 00:00:00.000,2019,8,3,856.76999999999987,"sobota",7
2019-08-04 00:00:00.000,2019,8,4,915.195,"niedziela",1
2019-08-05 00:00:00.000,2019,8,5,1110.5499999999997,"poniedziałek",2
2019-08-06 00:00:00.000,2019,8,6,1010.6500000000001,"wtorek",3
2019-08-07 00:00:00.000,2019,8,7,1407.9350000000009,"środa",4
2019-08-08 00:00:00.000,2019,8,8,476.3100000000004,"czwartek",5
2019-08-09 00:00:00.000,2019,8,9,262.65249999999969,"piątek",6
2019-08-10 00:00:00.000,2019,8,10,1024.7200000000003,"sobota",7
2019-08-11 00:00:00.000,2019,8,11,867.88000000000079,"niedziela",1
2019-08-12 00:00:00.000,2019,8,12,976.77999999999952,"poniedziałek",2
2019-08-13 00:00:00.000,2019,8,13,1238.6899999999994,"wtorek",3
2019-08-14 00:00:00.000,2019,8,14,1189.6499999999999,"środa",4
2019-08-15 00:00:00.000,2019,8,15,965.82,"czwartek",5
2019-08-16 00:00:00.000,2019,8,16,247.0037499999994,"piątek",6
2019-08-17 00:00:00.000,2019,8,17,780.05499999999984,"sobota",7
2019-08-18 00:00:00.000,2019,8,18,791.71500000000015,"niedziela",1
2019-08-19 00:00:00.000,2019,8,19,1160.0500000000002,"poniedziałek",2
2019-08-20 00:00:00.000,2019,8,20,1178.8000000000004,"wtorek",3
2019-08-21 00:00:00.000,2019,8,21,1017.0149999999999,"środa",4
2019-08-22 00:00:00.000,2019,8,22,951.22499999999991,"czwartek",5
2019-08-23 00:00:00.000,2019,8,23,160.52625000000012,"piątek",6
2019-08-24 00:00:00.000,2019,8,24,1166.9850000000004,"sobota",7
2019-08-25 00:00:00.000,2019,8,25,867.86499999999978,"niedziela",1
2019-08-26 00:00:00.000,2019,8,26,870.2,"poniedziałek",2
2019-08-27 00:00:00.000,2019,8,27,928.71000000000015,"wtorek",3
2019-08-28 00:00:00.000,2019,8,28,837.11000000000035,"środa",4
2019-08-29 00:00:00.000,2019,8,29,775.25499999999965,"czwartek",5
2019-08-30 00:00:00.000,2019,8,30,549.32124999999928,"piątek",6
2019-08-31 00:00:00.000,2019,8,31,871.8650000000008,"sobota",7
2019-09-01 00:00:00.000,2019,9,1,679.04999999999973,"niedziela",1
2019-09-02 00:00:00.000,2019,9,2,993.2800000000002,"poniedziałek",2
2019-09-03 00:00:00.000,2019,9,3,748.20499999999993,"wtorek",3
2019-09-04 00:00:00.000,2019,9,4,1104.3000000000002,"środa",4
2019-09-05 00:00:00.000,2019,9,5,729.735,"czwartek",5
2019-09-06 00:00:00.000,2019,9,6,349.0787499999999,"piątek",6
2019-09-07 00:00:00.000,2019,9,7,970.35000000000048,"sobota",7
2019-09-08 00:00:00.000,2019,9,8,671.09000000000015,"niedziela",1
2019-09-09 00:00:00.000,2019,9,9,689.66999999999985,"poniedziałek",2
2019-09-10 00:00:00.000,2019,9,10,1298.495,"wtorek",3
2019-09-11 00:00:00.000,2019,9,11,991.815,"środa",4
2019-09-12 00:00:00.000,2019,9,12,959.57500000000027,"czwartek",5
2019-09-13 00:00:00.000,2019,9,13,389.00624999999968,"piątek",6
2019-09-14 00:00:00.000,2019,9,14,1014.5849999999998,"sobota",7
2019-09-15 00:00:00.000,2019,9,15,982.62999999999965,"niedziela",1
2019-09-16 00:00:00.000,2019,9,16,757.9399999999996,"poniedziałek",2
2019-09-17 00:00:00.000,2019,9,17,848.41,"wtorek",3
2019-09-18 00:00:00.000,2019,9,18,823.29999999999927,"środa",4
2019-09-19 00:00:00.000,2019,9,19,638.08499999999981,"czwartek",5
2019-09-20 00:00:00.000,2019,9,20,330.5287500000004,"piątek",6
2019-09-21 00:00:00.000,2019,9,21,725.395,"sobota",7
2019-09-22 00:00:00.000,2019,9,22,1152.7399999999998,"niedziela",1
2019-09-23 00:00:00.000,2019,9,23,800.69,"poniedziałek",2
2019-09-24 00:00:00.000,2019,9,24,982.76500000000033,"wtorek",3
2019-09-25 00:00:00.000,2019,9,25,690.125,"środa",4
2019-09-26 00:00:00.000,2019,9,26,620.64999999999986,"czwartek",5
2019-09-27 00:00:00.000,2019,9,27,301.2624999999997,"piątek",6
2019-09-28 00:00:00.000,2019,9,28,613.95499999999993,"sobota",7
2019-09-29 00:00:00.000,2019,9,29,608.25500000000011,"niedziela",1
2019-09-30 00:00:00.000,2019,9,30,1262.32,"poniedziałek",2
2019-10-01 00:00:00.000,2019,10,1,929.30999999999972,"wtorek",3
2019-10-02 00:00:00.000,2019,10,2,604.45499999999993,"środa",4
2019-10-03 00:00:00.000,2019,10,3,1532.3249999999994,"czwartek",5
2019-10-04 00:00:00.000,2019,10,4,355.28999999999985,"piątek",6
2019-10-05 00:00:00.000,2019,10,5,719.37000000000012,"sobota",7
2019-10-06 00:00:00.000,2019,10,6,763.27499999999941,"niedziela",1
2019-10-07 00:00:00.000,2019,10,7,1033.3449999999998,"poniedziałek",2
2019-10-08 00:00:00.000,2019,10,8,718.36500000000012,"wtorek",3
2019-10-09 00:00:00.000,2019,10,9,695.08499999999992,"środa",4
2019-10-10 00:00:00.000,2019,10,10,696.74,"czwartek",5
2019-10-11 00:00:00.000,2019,10,11,223.28125,"piątek",6
2019-10-12 00:00:00.000,2019,10,12,654.21500000000026,"sobota",7
2019-10-13 00:00:00.000,2019,10,13,884.40500000000065,"niedziela",1
2019-10-14 00:00:00.000,2019,10,14,1144.5100000000007,"poniedziałek",2
2019-10-15 00:00:00.000,2019,10,15,1005.8899999999998,"wtorek",3
2019-10-16 00:00:00.000,2019,10,16,1220.2450000000001,"środa",4
2019-10-17 00:00:00.000,2019,10,17,1477.0899999999997,"czwartek",5
2019-10-18 00:00:00.000,2019,10,18,447.66374999999994,"piątek",6
2019-10-19 00:00:00.000,2019,10,19,727.4699999999998,"sobota",7
2019-10-20 00:00:00.000,2019,10,20,778.365,"niedziela",1
2019-10-21 00:00:00.000,2019,10,21,731.2650000000001,"poniedziałek",2
2019-10-22 00:00:00.000,2019,10,22,1024.0200000000002,"wtorek",3
2019-10-23 00:00:00.000,2019,10,23,1352.1650000000004,"środa",4
2019-10-24 00:00:00.000,2019,10,24,998.71500000000083,"czwartek",5
2019-10-25 00:00:00.000,2019,10,25,153.71499999999946,"piątek",6
2019-10-26 00:00:00.000,2019,10,26,542.17499999999984,"sobota",7
2019-10-27 00:00:00.000,2019,10,27,684.44999999999959,"niedziela",1
2019-10-28 00:00:00.000,2019,10,28,1056.935,"poniedziałek",2
2019-10-29 00:00:00.000,2019,10,29,1215.08,"wtorek",3
2019-10-30 00:00:00.000,2019,10,30,844.585,"środa",4
2019-10-31 00:00:00.000,2019,10,31,976.33499999999981,"czwartek",5
2019-11-01 00:00:00.000,2019,11,1,386.21124999999961,"piątek",6
2019-11-02 00:00:00.000,2019,11,2,834.75500000000011,"sobota",7
2019-11-03 00:00:00.000,2019,11,3,894.71500000000049,"niedziela",1
2019-11-04 00:00:00.000,2019,11,4,974.63000000000034,"poniedziałek",2
2019-11-05 00:00:00.000,2019,11,5,1171.4499999999994,"wtorek",3
2019-11-06 00:00:00.000,2019,11,6,796.415,"środa",4
2019-11-07 00:00:00.000,2019,11,7,966.66500000000008,"czwartek",5
2019-11-08 00:00:00.000,2019,11,8,347.40499999999975,"piątek",6
2019-11-09 00:00:00.000,2019,11,9,1134.1749999999997,"sobota",7
2019-11-10 00:00:00.000,2019,11,10,978.44000000000051,"niedziela",1
2019-11-11 00:00:00.000,2019,11,11,1107.8150000000005,"poniedziałek",2
2019-11-12 00:00:00.000,2019,11,12,1029.5799999999997,"wtorek",3
2019-11-13 00:00:00.000,2019,11,13,1079.84,"środa",4
2019-11-14 00:00:00.000,2019,11,14,983.58999999999969,"czwartek",5
2019-11-15 00:00:00.000,2019,11,15,499.01749999999947,"piątek",6
2019-11-16 00:00:00.000,2019,11,16,1084.3000000000002,"sobota",7
2019-11-17 00:00:00.000,2019,11,17,768.86000000000013,"niedziela",1
2019-11-18 00:00:00.000,2019,11,18,1115.2,"poniedziałek",2
2019-11-19 00:00:00.000,2019,11,19,954.34999999999991,"wtorek",3
2019-11-20 00:00:00.000,2019,11,20,1056.7050000000002,"środa",4
2019-11-21 00:00:00.000,2019,11,21,586.76999999999987,"czwartek",5
2019-11-22 00:00:00.000,2019,11,22,388.99749999999995,"piątek",6
2019-11-23 00:00:00.000,2019,11,23,958.44999999999948,"sobota",7
2019-11-24 00:00:00.000,2019,11,24,867.69999999999982,"niedziela",1
2019-11-25 00:00:00.000,2019,11,25,831.60000000000036,"poniedziałek",2
2019-11-26 00:00:00.000,2019,11,26,865.00000000000045,"wtorek",3
2019-11-27 00:00:00.000,2019,11,27,635.09500000000014,"środa",4
2019-11-28 00:00:00.000,2019,11,28,1048.5750000000003,"czwartek",5
2019-11-29 00:00:00.000,2019,11,29,539.66250000000059,"piątek",6
2019-11-30 00:00:00.000,2019,11,30,1192.8050000000005,"sobota",7
2019-12-01 00:00:00.000,2019,12,1,943.64999999999975,"niedziela",1
2019-12-02 00:00:00.000,2019,12,2,998.5150000000001,"poniedziałek",2
2019-12-03 00:00:00.000,2019,12,3,1131.9499999999998,"wtorek",3
2019-12-04 00:00:00.000,2019,12,4,796.34999999999991,"środa",4
2019-12-05 00:00:00.000,2019,12,5,1212.2200000000003,"czwartek",5
2019-12-06 00:00:00.000,2019,12,6,361.67499999999973,"piątek",6
2019-12-07 00:00:00.000,2019,12,7,777.92000000000007,"sobota",7
2019-12-08 00:00:00.000,2019,12,8,687.46999999999969,"niedziela",1
2019-12-09 00:00:00.000,2019,12,9,874.6550000000002,"poniedziałek",2
2019-12-10 00:00:00.000,2019,12,10,930.98000000000036,"wtorek",3
2019-12-11 00:00:00.000,2019,12,11,910.30500000000006,"środa",4
2019-12-12 00:00:00.000,2019,12,12,856.16500000000019,"czwartek",5
2019-12-13 00:00:00.000,2019,12,13,396.4175,"piątek",6
2019-12-14 00:00:00.000,2019,12,14,766.22000000000037,"sobota",7
2019-12-15 00:00:00.000,2019,12,15,1000.4200000000001,"niedziela",1
2019-12-16 00:00:00.000,2019,12,16,787.37000000000035,"poniedziałek",2
2019-12-17 00:00:00.000,2019,12,17,825.315,"wtorek",3
2019-12-18 00:00:00.000,2019,12,18,880.52500000000043,"środa",4
2019-12-19 00:00:00.000,2019,12,19,1009.8849999999995,"czwartek",5
2019-12-20 00:00:00.000,2019,12,20,564.19499999999971,"piątek",6
2019-12-21 00:00:00.000,2019,12,21,826.94,"sobota",7
2019-12-22 00:00:00.000,2019,12,22,1108.5250000000005,"niedziela",1
2019-12-23 00:00:00.000,2019,12,23,709.58499999999958,"poniedziałek",2
2019-12-24 00:00:00.000,2019,12,24,679.43000000000029,"wtorek",3
2019-12-25 00:00:00.000,2019,12,25,1274.46,"środa",4
2019-12-26 00:00:00.000,2019,12,26,709.91500000000065,"czwartek",5
2019-12-27 00:00:00.000,2019,12,27,394.43625,"piątek",6
2019-12-28 00:00:00.000,2019,12,28,834.8250000000005,"sobota",7
2019-12-29 00:00:00.000,2019,12,29,610.69,"niedziela",1
2019-12-30 00:00:00.000,2019,12,30,681.05499999999961,"poniedziałek",2
2019-12-31 00:00:00.000,2019,12,31,1286.5300000000009,"wtorek",3
2020-01-01 00:00:00.000,2020,1,1,991.26499999999965,"środa",4
2020-01-02 00:00:00.000,2020,1,2,853.83500000000026,"czwartek",5
2020-01-03 00:00:00.000,2020,1,3,299.43625000000031,"piątek",6
2020-01-04 00:00:00.000,2020,1,4,1176.3799999999994,"sobota",7
2020-01-05 00:00:00.000,2020,1,5,932.81999999999994,"niedziela",1
2020-01-06 00:00:00.000,2020,1,6,912.41000000000031,"poniedziałek",2
2020-01-07 00:00:00.000,2020,1,7,722.60500000000047,"wtorek",3
2020-01-08 00:00:00.000,2020,1,8,540.82500000000027,"środa",4
2020-01-09 00:00:00.000,2020,1,9,1099.870000000001,"czwartek",5
2020-01-10 00:00:00.000,2020,1,10,185.27250000000015,"piątek",6
2020-01-11 00:00:00.000,2020,1,11,1108.29,"sobota",7
2020-01-12 00:00:00.000,2020,1,12,588.66000000000054,"niedziela",1
2020-01-13 00:00:00.000,2020,1,13,868.51499999999965,"poniedziałek",2
2020-01-14 00:00:00.000,2020,1,14,483.60000000000014,"wtorek",3
2020-01-15 00:00:00.000,2020,1,15,1364.585,"środa",4
2020-01-16 00:00:00.000,2020,1,16,1095.1299999999997,"czwartek",5
2020-01-17 00:00:00.000,2020,1,17,328.14875000000052,"piątek",6
2020-01-18 00:00:00.000,2020,1,18,1150.3949999999998,"sobota",7
2020-01-19 00:00:00.000,2020,1,19,1088.2699999999995,"niedziela",1
2020-01-20 00:00:00.000,2020,1,20,1078.405,"poniedziałek",2
2020-01-21 00:00:00.000,2020,1,21,824.45999999999958,"wtorek",3
2020-01-22 00:00:00.000,2020,1,22,1185.6300000000006,"środa",4
2020-01-23 00:00:00.000,2020,1,23,674.05999999999972,"czwartek",5
2020-01-24 00:00:00.000,2020,1,24,613.4849999999999,"piątek",6
2020-01-25 00:00:00.000,2020,1,25,1035.9150000000002,"sobota",7
2020-01-26 00:00:00.000,2020,1,26,723.48500000000013,"niedziela",1
2020-01-27 00:00:00.000,2020,1,27,1011.4299999999998,"poniedziałek",2
2020-01-28 00:00:00.000,2020,1,28,1054.4399999999998,"wtorek",3
2020-01-29 00:00:00.000,2020,1,29,1189.505,"środa",4
2020-01-30 00:00:00.000,2020,1,30,810.7650000000001,"czwartek",5
2020-01-31 00:00:00.000,2020,1,31,364.28999999999996,"piątek",6
2020-02-01 00:00:00.000,2020,2,1,647.97999999999968,"sobota",7
2020-02-02 00:00:00.000,2020,2,2,613.63499999999931,"niedziela",1
2020-02-03 00:00:00.000,2020,2,3,1390.06,"poniedziałek",2
2020-02-04 00:00:00.000,2020,2,4,979.68500000000063,"wtorek",3
2020-02-05 00:00:00.000,2020,2,5,681.44,"środa",4
2020-02-06 00:00:00.000,2020,2,6,765.91,"czwartek",5
2020-02-07 00:00:00.000,2020,2,7,458.98875000000021,"piątek",6
2020-02-08 00:00:00.000,2020,2,8,1329.2900000000004,"sobota",7
2020-02-09 00:00:00.000,2020,2,9,856.74500000000035,"niedziela",1
2020-02-10 00:00:00.000,2020,2,10,1121.3900000000003,"poniedziałek",2
2020-02-11 00:00:00.000,2020,2,11,803.47,"wtorek",3
2020-02-12 00:00:00.000,2020,2,12,1141.049999999999,"środa",4
2020-02-13 00:00:00.000,2020,2,13,835.70000000000016,"czwartek",5
2020-02-14 00:00:00.000,2020,2,14,275.48499999999967,"piątek",6
2020-02-15 00:00:00.000,2020,2,15,911.345,"sobota",7
2020-02-16 00:00:00.000,2020,2,16,1277.965,"niedziela",1
2020-02-17 00:00:00.000,2020,2,17,1058.6049999999996,"poniedziałek",2
2020-02-18 00:00:00.000,2020,2,18,939.69999999999982,"wtorek",3
2020-02-19 00:00:00.000,2020,2,19,828.57000000000016,"środa",4
2020-02-20 00:00:00.000,2020,2,20,1075.405,"czwartek",5
2020-02-21 00:00:00.000,2020,2,21,556.77375000000029,"piątek",6
2020-02-22 00:00:00.000,2020,2,22,871.17999999999984,"sobota",7
2020-02-23 00:00:00.000,2020,2,23,1174.2250000000004,"niedziela",1
2020-02-24 00:00:00.000,2020,2,24,785.34500000000025,"poniedziałek",2
2020-02-25 00:00:00.000,2020,2,25,1124.2949999999998,"wtorek",3
2020-02-26 00:00:00.000,2020,2,26,1087.7249999999992,"środa",4
2020-02-27 00:00:00.000,2020,2,27,1034.7599999999998,"czwartek",5
2020-02-28 00:00:00.000,2020,2,28,194.02124999999955,"piątek",6
2020-02-29 00:00:00.000,2020,2,29,1174.2949999999996,"sobota",7
2020-03-01 00:00:00.000,2020,3,1,1405.16,"niedziela",1
2020-03-02 00:00:00.000,2020,3,2,725.2950000000003,"poniedziałek",2
2020-03-03 00:00:00.000,2020,3,3,505.45000000000016,"wtorek",3
2020-03-04 00:00:00.000,2020,3,4,946.15999999999974,"środa",4
2020-03-05 00:00:00.000,2020,3,5,759.51,"czwartek",5
2020-03-06 00:00:00.000,2020,3,6,555.8175,"piątek",6
2020-03-07 00:00:00.000,2020,3,7,1449.6150000000007,"sobota",7
2020-03-08 00:00:00.000,2020,3,8,824.48000000000025,"niedziela",1
2020-03-09 00:00:00.000,2020,3,9,775.17000000000007,"poniedziałek",2
2020-03-10 00:00:00.000,2020,3,10,773.27999999999952,"wtorek",3
2020-03-11 00:00:00.000,2020,3,11,1289.255,"środa",4
2020-03-12 00:00:00.000,2020,3,12,684.72000000000025,"czwartek",5
2020-03-13 00:00:00.000,2020,3,13,377.93499999999972,"piątek",6
2020-03-14 00:00:00.000,2020,3,14,636.975,"sobota",7
2020-03-15 00:00:00.000,2020,3,15,892.31000000000006,"niedziela",1
2020-03-16 00:00:00.000,2020,3,16,1044.0249999999996,"poniedziałek",2
2020-03-17 00:00:00.000,2020,3,17,1141.6550000000004,"wtorek",3
2020-03-18 00:00:00.000,2020,3,18,631.62999999999988,"środa",4
2020-03-19 00:00:00.000,2020,3,19,894.69000000000028,"czwartek",5
2020-03-20 00:00:00.000,2020,3,20,372.77749999999969,"piątek",6
2020-03-21 00:00:00.000,2020,3,21,730.88000000000011,"sobota",7
2020-03-22 00:00:00.000,2020,3,22,1135.2450000000001,"niedziela",1
2020-03-23 00:00:00.000,2020,3,23,1195.0450000000003,"poniedziałek",2
2020-03-24 00:00:00.000,2020,3,24,990.42000000000007,"wtorek",3
2020-03-25 00:00:00.000,2020,3,25,1110.49,"środa",4
2020-03-26 00:00:00.000,2020,3,26,1111.3999999999996,"czwartek",5
2020-03-27 00:00:00.000,2020,3,27,590.19624999999962,"piątek",6
2020-03-28 00:00:00.000,2020,3,28,1158.0349999999999,"sobota",7
2020-03-29 00:00:00.000,2020,3,29,967.13500000000022,"niedziela",1
2020-03-30 00:00:00.000,2020,3,30,921.835000000001,"poniedziałek",2
2020-03-31 00:00:00.000,2020,3,31,1361.1850000000004,"wtorek",3
2020-04-01 00:00:00.000,2020,4,1,671.03500000000008,"środa",4
2020-04-02 00:00:00.000,2020,4,2,1177.26,"czwartek",5
2020-04-03 00:00:00.000,2020,4,3,478.59000000000037,"piątek",6
2020-04-04 00:00:00.000,2020,4,4,684.35999999999956,"sobota",7
2020-04-05 00:00:00.000,2020,4,5,1325.0300000000004,"niedziela",1
2020-04-06 00:00:00.000,2020,4,6,593.86000000000035,"poniedziałek",2
2020-04-07 00:00:00.000,2020,4,7,821.24499999999944,"wtorek",3
2020-04-08 00:00:00.000,2020,4,8,950.94000000000028,"środa",4
2020-04-09 00:00:00.000,2020,4,9,774.73000000000093,"czwartek",5
2020-04-10 00:00:00.000,2020,4,10,607.38749999999936,"piątek",6
2020-04-11 00:00:00.000,2020,4,11,718.08999999999992,"sobota",7
2020-04-12 00:00:00.000,2020,4,12,929.58499999999992,"niedziela",1
2020-04-13 00:00:00.000,2020,4,13,468.47000000000014,"poniedziałek",2
2020-04-14 00:00:00.000,2020,4,14,470.19999999999993,"wtorek",3
2020-04-15 00:00:00.000,2020,4,15,651.38000000000034,"środa",4
2020-04-16 00:00:00.000,2020,4,16,993.415,"czwartek",5
2020-04-17 00:00:00.000,2020,4,17,342.91000000000031,"piątek",6
2020-04-18 00:00:00.000,2020,4,18,459.23500000000013,"sobota",7
2020-04-19 00:00:00.000,2020,4,19,786.30999999999972,"niedziela",1
2020-04-20 00:00:00.000,2020,4,20,770.74499999999921,"poniedziałek",2
2020-04-21 00:00:00.000,2020,4,21,1240.380000000001,"wtorek",3
2020-04-22 00:00:00.000,2020,4,22,907.86999999999978,"środa",4
2020-04-23 00:00:00.000,2020,4,23,1353.8199999999997,"czwartek",5
2020-04-24 00:00:00.000,2020,4,24,496.08999999999969,"piątek",6
2020-04-25 00:00:00.000,2020,4,25,965.0499999999995,"sobota",7
2020-04-26 00:00:00.000,2020,4,26,1074.4999999999993,"niedziela",1
2020-04-27 00:00:00.000,2020,4,27,847.73500000000013,"poniedziałek",2
2020-04-28 00:00:00.000,2020,4,28,1070.7150000000004,"wtorek",3
2020-04-29 00:00:00.000,2020,4,29,807.16500000000019,"środa",4
2020-04-30 00:00:00.000,2020,4,30,721.17000000000007,"czwartek",5
2020-05-01 00:00:00.000,2020,5,1,354.52124999999978,"piątek",6
2020-05-02 00:00:00.000,2020,5,2,1066.3500000000001,"sobota",7
2020-05-03 00:00:00.000,2020,5,3,1039.2000000000007,"niedziela",1
2020-05-04 00:00:00.000,2020,5,4,692.49,"poniedziałek",2
2020-05-05 00:00:00.000,2020,5,5,983.82000000000062,"wtorek",3
2020-05-06 00:00:00.000,2020,5,6,591.90500000000009,"środa",4
2020-05-07 00:00:00.000,2020,5,7,911.840000000001,"czwartek",5
2020-05-08 00:00:00.000,2020,5,8,353.90625,"piątek",6
2020-05-09 00:00:00.000,2020,5,9,873.51500000000078,"sobota",7
2020-05-10 00:00:00.000,2020,5,10,537.43500000000006,"niedziela",1
2020-05-11 00:00:00.000,2020,5,11,695.56999999999994,"poniedziałek",2
2020-05-12 00:00:00.000,2020,5,12,910.84000000000037,"wtorek",3
2020-05-13 00:00:00.000,2020,5,13,1177.9000000000008,"środa",4
2020-05-14 00:00:00.000,2020,5,14,1022.3699999999992,"czwartek",5
2020-05-15 00:00:00.000,2020,5,15,353.91874999999936,"piątek",6
2020-05-16 00:00:00.000,2020,5,16,892.96999999999969,"sobota",7
2020-05-17 00:00:00.000,2020,5,17,1345.26,"niedziela",1
2020-05-18 00:00:00.000,2020,5,18,1056.7,"poniedziałek",2
2020-05-19 00:00:00.000,2020,5,19,1229.9250000000006,"wtorek",3
2020-05-20 00:00:00.000,2020,5,20,673.43000000000018,"środa",4
2020-05-21 00:00:00.000,2020,5,21,842.89499999999975,"czwartek",5
2020-05-22 00:00:00.000,2020,5,22,285.81249999999977,"piątek",6
2020-05-23 00:00:00.000,2020,5,23,1069.3349999999998,"sobota",7
2020-05-24 00:00:00.000,2020,5,24,1439.5200000000002,"niedziela",1
2020-05-25 00:00:00.000,2020,5,25,1048.89,"poniedziałek",2
2020-05-26 00:00:00.000,2020,5,26,593.9799999999999,"wtorek",3
2020-05-27 00:00:00.000,2020,5,27,1027.9299999999994,"środa",4
2020-05-28 00:00:00.000,2020,5,28,899.57499999999982,"czwartek",5
2020-05-29 00:00:00.000,2020,5,29,330.7650000000001,"piątek",6
2020-05-30 00:00:00.000,2020,5,30,453.025,"sobota",7
2020-05-31 00:00:00.000,2020,5,31,822.99500000000035,"niedziela",1
2020-06-01 00:00:00.000,2020,6,1,965.43500000000017,"poniedziałek",2
2020-06-02 00:00:00.000,2020,6,2,1061.0249999999996,"wtorek",3
2020-06-03 00:00:00.000,2020,6,3,1341.0299999999997,"środa",4
2020-06-04 00:00:00.000,2020,6,4,950.7000000000005,"czwartek",5
2020-06-05 00:00:00.000,2020,6,5,488.99125000000049,"piątek",6
2020-06-06 00:00:00.000,2020,6,6,1211.07,"sobota",7
