Row ID,Order ID,Customer ID,Product ID,Ship ID,Location ID,Sale ID
1146,"CA-2014-146969","AP-10915","OFF-ST-10004340",1146,1146,1146
1147,"CA-2015-112452","NC-18340","OFF-AP-10003849",1147,1147,1147
1148,"CA-2015-112452","NC-18340","OFF-FA-10000735",1148,1148,1148
1149,"CA-2015-112452","NC-18340","OFF-BI-10003350",1149,1149,1149
1150,"CA-2015-112452","NC-18340","TEC-PH-10000307",1150,1150,1150
1151,"CA-2015-112452","NC-18340","TEC-CO-10004202",1151,1151,1151
1152,"CA-2015-113971","CB-12535","FUR-FU-10001852",1152,1152,1152
1153,"CA-2017-160395","KL-16555","OFF-AR-10003759",1153,1153,1153
1154,"CA-2017-160395","KL-16555","OFF-BI-10003984",1154,1154,1154
1155,"CA-2014-136567","PS-19045","OFF-ST-10004337",1155,1155,1155
1156,"CA-2014-136567","PS-19045","FUR-TA-10001932",1156,1156,1156
1157,"CA-2014-136567","PS-19045","OFF-BI-10003982",1157,1157,1157
1158,"CA-2014-136567","PS-19045","FUR-TA-10000617",1158,1158,1158
1159,"CA-2016-149314","GB-14530","FUR-CH-10002126",1159,1159,1159
1160,"CA-2017-147039","AA-10315","OFF-AP-10000576",1160,1160,1160
1161,"CA-2017-147039","AA-10315","OFF-BI-10004654",1161,1161,1161
1162,"CA-2014-126522","LT-16765","OFF-AR-10004042",1162,1162,1162
1163,"CA-2014-127964","AP-10720","TEC-PH-10004700",1163,1163,1163
1164,"CA-2014-127964","AP-10720","OFF-BI-10004593",1164,1164,1164
1165,"CA-2014-127964","AP-10720","OFF-BI-10003429",1165,1165,1165
1166,"CA-2014-117709","PM-18940","OFF-BI-10001294",1166,1166,1166
1167,"CA-2015-125416","KC-16540","TEC-AC-10001552",1167,1167,1167
1168,"CA-2017-145226","DL-13315","FUR-FU-10004952",1168,1168,1168
1169,"CA-2017-145226","DL-13315","OFF-ST-10004123",1169,1169,1169
1170,"CA-2017-145226","DL-13315","OFF-PA-10003172",1170,1170,1170
1171,"CA-2017-145226","DL-13315","OFF-ST-10002352",1171,1171,1171
1172,"US-2014-100279","SW-20275","OFF-PA-10002259",1172,1172,1172
1173,"CA-2014-158064","AA-10375","OFF-BI-10002976",1173,1173,1173
1174,"US-2015-104430","LT-17110","OFF-BI-10000301",1174,1174,1174
1175,"CA-2015-132080","DP-13105","OFF-BI-10003694",1175,1175,1175
1176,"CA-2016-161207","AB-10060","OFF-SU-10000381",1176,1176,1176
1177,"CA-2014-120243","AT-10435","OFF-LA-10004425",1177,1177,1177
1178,"CA-2016-113621","JE-15745","FUR-CH-10001270",1178,1178,1178
1179,"CA-2016-113621","JE-15745","TEC-PH-10003931",1179,1179,1179
1180,"CA-2016-168081","CA-12055","TEC-AC-10003174",1180,1180,1180
1181,"CA-2014-128146","DB-13060","TEC-PH-10004539",1181,1181,1181
1182,"CA-2014-128146","DB-13060","OFF-AR-10001919",1182,1182,1182
1183,"CA-2017-138779","RB-19570","OFF-EN-10002504",1183,1183,1183
1184,"CA-2017-138779","RB-19570","TEC-PH-10003655",1184,1184,1184
1185,"CA-2014-127131","HR-14830","OFF-BI-10004656",1185,1185,1185
1186,"CA-2014-127131","HR-14830","OFF-ST-10002344",1186,1186,1186
1187,"CA-2014-127131","HR-14830","OFF-PA-10001800",1187,1187,1187
1188,"CA-2014-127131","HR-14830","OFF-ST-10000036",1188,1188,1188
1189,"CA-2017-117212","BT-11530","OFF-AP-10004532",1189,1189,1189
1190,"CA-2017-117212","BT-11530","TEC-PH-10004447",1190,1190,1190
1191,"CA-2017-117212","BT-11530","FUR-CH-10003973",1191,1191,1191
1192,"CA-2017-117212","BT-11530","OFF-PA-10001970",1192,1192,1192
1193,"CA-2017-117212","BT-11530","OFF-PA-10000682",1193,1193,1193
1194,"US-2015-130519","NG-18355","OFF-PA-10001937",1194,1194,1194
1195,"US-2015-130519","NG-18355","FUR-FU-10002268",1195,1195,1195
1196,"US-2015-130519","NG-18355","OFF-ST-10001321",1196,1196,1196
1197,"US-2015-130519","NG-18355","FUR-FU-10003394",1197,1197,1197
1198,"CA-2016-130946","ZC-21910","TEC-AC-10001990",1198,1198,1198
1199,"CA-2016-130946","ZC-21910","FUR-CH-10004540",1199,1199,1199
1200,"CA-2016-130946","ZC-21910","OFF-BI-10004995",1200,1200,1200
1201,"CA-2016-114727","LS-16945","FUR-CH-10002335",1201,1201,1201
1202,"CA-2016-114727","LS-16945","OFF-BI-10004967",1202,1202,1202
1203,"CA-2016-114727","LS-16945","FUR-CH-10002331",1203,1203,1203
1204,"CA-2016-114727","LS-16945","OFF-ST-10002292",1204,1204,1204
1205,"CA-2016-114727","LS-16945","OFF-ST-10000689",1205,1205,1205
1206,"CA-2017-133235","LH-16750","TEC-PH-10002660",1206,1206,1206
1207,"CA-2016-137050","SW-20755","OFF-ST-10004634",1207,1207,1207
1208,"CA-2016-137050","SW-20755","OFF-BI-10002160",1208,1208,1208
1209,"CA-2016-137050","SW-20755","OFF-FA-10002988",1209,1209,1209
1210,"CA-2016-137050","SW-20755","OFF-AR-10004999",1210,1210,1210
1211,"CA-2016-137050","SW-20755","OFF-BI-10001031",1211,1211,1211
1212,"CA-2016-137050","SW-20755","FUR-BO-10004695",1212,1212,1212
1213,"US-2017-118087","SP-20620","FUR-CH-10004860",1213,1213,1213
1214,"US-2017-118087","SP-20620","OFF-BI-10002432",1214,1214,1214
1215,"US-2017-118087","SP-20620","OFF-BI-10000069",1215,1215,1215
1216,"US-2017-118087","SP-20620","OFF-AR-10003602",1216,1216,1216
1217,"US-2017-118087","SP-20620","TEC-AC-10004469",1217,1217,1217
1218,"US-2017-118087","SP-20620","FUR-FU-10001867",1218,1218,1218
1219,"US-2017-118087","SP-20620","TEC-AC-10003174",1219,1219,1219
1220,"US-2017-118087","SP-20620","TEC-PH-10002200",1220,1220,1220
1221,"CA-2014-110184","BF-11170","OFF-ST-10000107",1221,1221,1221
1222,"CA-2014-110184","BF-11170","TEC-PH-10000439",1222,1222,1222
1223,"CA-2016-126004","BM-11140","FUR-FU-10001602",1223,1223,1223
1224,"CA-2016-126004","BM-11140","TEC-AC-10001432",1224,1224,1224
1225,"CA-2016-126004","BM-11140","OFF-BI-10004656",1225,1225,1225
1226,"CA-2016-126004","BM-11140","OFF-PA-10001685",1226,1226,1226
1227,"CA-2016-126004","BM-11140","OFF-ST-10001418",1227,1227,1227
1228,"CA-2016-126004","BM-11140","OFF-ST-10000676",1228,1228,1228
1229,"CA-2017-100013","ZC-21910","OFF-EN-10001219",1229,1229,1229
1230,"CA-2017-100013","ZC-21910","FUR-FU-10001424",1230,1230,1230
1231,"CA-2017-100013","ZC-21910","OFF-AR-10001022",1231,1231,1231
1232,"CA-2015-132570","KT-16480","OFF-AR-10000369",1232,1232,1232
1233,"CA-2015-132570","KT-16480","OFF-EN-10003055",1233,1233,1233
1234,"CA-2016-153682","BG-11695","TEC-CO-10001046",1234,1234,1234
1235,"CA-2016-144344","PG-18820","FUR-FU-10000076",1235,1235,1235
1236,"CA-2016-144344","PG-18820","OFF-BI-10003719",1236,1236,1236
1237,"CA-2016-144344","PG-18820","FUR-FU-10003268",1237,1237,1237
1238,"CA-2016-144344","PG-18820","FUR-FU-10003553",1238,1238,1238
1239,"CA-2014-127012","GM-14680","FUR-FU-10003691",1239,1239,1239
1240,"CA-2014-127012","GM-14680","OFF-AR-10003903",1240,1240,1240
1241,"CA-2014-127012","GM-14680","OFF-FA-10004854",1241,1241,1241
1242,"CA-2016-128727","MO-17800","TEC-PH-10003442",1242,1242,1242
1243,"US-2016-162859","PG-18820","OFF-BI-10004519",1243,1243,1243
1244,"US-2016-162859","PG-18820","OFF-FA-10000304",1244,1244,1244
1245,"CA-2017-133641","EJ-14155","OFF-EN-10004955",1245,1245,1245
1246,"CA-2014-168494","NP-18700","FUR-TA-10004619",1246,1246,1246
1247,"CA-2014-168494","NP-18700","FUR-TA-10003473",1247,1247,1247
1248,"CA-2014-168494","NP-18700","FUR-BO-10004467",1248,1248,1248
1249,"CA-2017-115602","DJ-13630","OFF-AR-10002280",1249,1249,1249
1250,"CA-2017-115602","DJ-13630","FUR-CH-10001708",1250,1250,1250
1251,"CA-2017-115602","DJ-13630","OFF-AP-10000891",1251,1251,1251
1252,"CA-2017-115602","DJ-13630","OFF-AR-10000462",1252,1252,1252
1253,"CA-2015-154956","IM-15070","TEC-PH-10004165",1253,1253,1253
1254,"CA-2017-144638","MH-18115","OFF-AR-10003958",1254,1254,1254
1255,"CA-2017-144638","MH-18115","TEC-PH-10000149",1255,1255,1255
1256,"CA-2017-144638","MH-18115","FUR-FU-10003724",1256,1256,1256
1257,"CA-2017-144638","MH-18115","FUR-FU-10003535",1257,1257,1257
1258,"US-2016-168620","RB-19795","OFF-BI-10001575",1258,1258,1258
1259,"US-2016-168620","RB-19795","OFF-ST-10003716",1259,1259,1259
1260,"US-2016-168620","RB-19795","TEC-AC-10004469",1260,1260,1260
1261,"CA-2017-117079","JR-15700","TEC-PH-10004586",1261,1261,1261
1262,"US-2016-144393","SM-20950","OFF-BI-10004236",1262,1262,1262
1263,"CA-2017-105053","CS-12355","OFF-BI-10001634",1263,1263,1263
1264,"CA-2016-155992","CC-12220","TEC-PH-10000215",1264,1264,1264
1265,"CA-2016-155992","CC-12220","FUR-FU-10003724",1265,1265,1265
1266,"CA-2017-110380","PF-19225","OFF-AR-10000422",1266,1266,1266
1267,"US-2014-167738","JC-16105","OFF-ST-10003306",1267,1267,1267
1268,"US-2014-167738","JC-16105","FUR-CH-10001146",1268,1268,1268
1269,"CA-2017-121412","BG-11695","FUR-FU-10000246",1269,1269,1269
1270,"CA-2017-100426","DC-12850","OFF-PA-10002870",1270,1270,1270
1271,"US-2016-103646","SP-20545","OFF-ST-10000563",1271,1271,1271
1272,"US-2016-103646","SP-20545","OFF-AP-10004487",1272,1272,1272
1273,"US-2016-103646","SP-20545","OFF-BI-10002854",1273,1273,1273
1274,"CA-2016-119186","MS-17710","OFF-PA-10004621",1274,1274,1274
1275,"CA-2016-119186","MS-17710","FUR-CH-10001973",1275,1275,1275
1276,"CA-2016-119186","MS-17710","OFF-PA-10004040",1276,1276,1276
1277,"CA-2016-119186","MS-17710","TEC-AC-10000580",1277,1277,1277
1278,"CA-2016-148698","BD-11770","OFF-AR-10004022",1278,1278,1278
1279,"CA-2014-163293","KC-16255","TEC-AC-10004209",1279,1279,1279
1280,"CA-2014-163293","KC-16255","TEC-AC-10000023",1280,1280,1280
1281,"CA-2016-160815","TR-21325","TEC-PH-10003505",1281,1281,1281
1282,"CA-2017-122154","SA-20830","OFF-LA-10000121",1282,1282,1282
1283,"CA-2017-122154","SA-20830","OFF-BI-10002026",1283,1283,1283
1284,"CA-2017-122154","SA-20830","OFF-PA-10000994",1284,1284,1284
1285,"US-2015-149692","KW-16435","OFF-BI-10002813",1285,1285,1285
1286,"CA-2016-119445","GM-14500","OFF-ST-10000617",1286,1286,1286
1287,"CA-2015-124268","AD-10180","OFF-AR-10004817",1287,1287,1287
1288,"CA-2016-154711","TB-21355","FUR-FU-10000397",1288,1288,1288
1289,"CA-2016-154711","TB-21355","OFF-BI-10000605",1289,1289,1289
1290,"CA-2016-154711","TB-21355","OFF-AR-10001860",1290,1290,1290
1291,"CA-2016-163384","CC-12430","OFF-BI-10004970",1291,1291,1291
1292,"CA-2016-163384","CC-12430","OFF-PA-10003172",1292,1292,1292
1293,"CA-2015-101707","PF-19165","OFF-SU-10001218",1293,1293,1293
1294,"CA-2015-101707","PF-19165","OFF-PA-10002968",1294,1294,1294
1295,"CA-2015-101707","PF-19165","OFF-LA-10000134",1295,1295,1295
1296,"CA-2015-138898","JH-16180","OFF-AP-10004487",1296,1296,1296
1297,"CA-2017-115427","EB-13975","OFF-BI-10002103",1297,1297,1297
1298,"CA-2017-115427","EB-13975","OFF-BI-10004632",1298,1298,1298
1299,"CA-2016-134425","QJ-19255","TEC-PH-10003555",1299,1299,1299
1300,"CA-2015-121391","AA-10315","OFF-ST-10001590",1300,1300,1300
1301,"CA-2016-137043","LC-17140","FUR-FU-10003664",1301,1301,1301
1302,"CA-2016-137043","LC-17140","FUR-FU-10003664",1302,1302,1302
1303,"CA-2015-115847","TC-21535","FUR-BO-10003433",1303,1303,1303
1304,"US-2017-126179","CS-12460","FUR-FU-10002554",1304,1304,1304
1305,"US-2017-126179","CS-12460","TEC-PH-10001557",1305,1305,1305
1306,"CA-2016-101966","BM-11785","TEC-PH-10003437",1306,1306,1306
1307,"CA-2016-141397","RC-19825","OFF-PA-10002986",1307,1307,1307
1308,"CA-2016-141397","RC-19825","OFF-BI-10000320",1308,1308,1308
1309,"CA-2016-141397","RC-19825","OFF-AP-10003971",1309,1309,1309
1310,"CA-2016-141397","RC-19825","OFF-ST-10001469",1310,1310,1310
1311,"CA-2016-141397","RC-19825","FUR-CH-10003846",1311,1311,1311
1312,"CA-2016-141082","FM-14380","OFF-LA-10001404",1312,1312,1312
1313,"CA-2016-141082","FM-14380","OFF-LA-10001474",1313,1313,1313
1314,"US-2016-134488","PK-19075","FUR-CH-10003199",1314,1314,1314
1315,"CA-2016-145919","HG-14965","OFF-PA-10003072",1315,1315,1315
1316,"CA-2016-145919","HG-14965","FUR-FU-10004960",1316,1316,1316
1317,"CA-2016-145919","HG-14965","OFF-SU-10003505",1317,1317,1317
1318,"CA-2017-157651","HA-14920","TEC-AC-10003116",1318,1318,1318
1319,"CA-2014-160773","LW-16825","TEC-PH-10004586",1319,1319,1319
1320,"CA-2014-160773","LW-16825","OFF-BI-10000546",1320,1320,1320
1321,"CA-2017-167703","MC-17575","OFF-BI-10002071",1321,1321,1321
1322,"CA-2017-167703","MC-17575","OFF-ST-10001490",1322,1322,1322
1323,"CA-2017-121804","LP-17095","OFF-AP-10004859",1323,1323,1323
1324,"CA-2017-162635","EB-14170","OFF-PA-10002659",1324,1324,1324
1325,"CA-2014-107153","GZ-14545","OFF-ST-10001321",1325,1325,1325
1326,"US-2014-117058","LE-16810","OFF-BI-10004139",1326,1326,1326
1327,"CA-2015-120439","AD-10180","FUR-FU-10001867",1327,1327,1327
1328,"CA-2016-128258","CP-12085","OFF-PA-10004156",1328,1328,1328
1329,"CA-2017-106033","FG-14260","OFF-AR-10002818",1329,1329,1329
1330,"CA-2016-142762","LD-17005","FUR-FU-10003691",1330,1330,1330
1331,"CA-2017-127705","AB-10255","TEC-PH-10000347",1331,1331,1331
1332,"CA-2017-127705","AB-10255","OFF-ST-10004507",1332,1332,1332
1333,"CA-2014-122567","MN-17935","OFF-BI-10002012",1333,1333,1333
1334,"CA-2014-122567","MN-17935","OFF-AP-10001303",1334,1334,1334
1335,"CA-2014-121664","HP-14815","OFF-BI-10003684",1335,1335,1335
1336,"CA-2016-122133","JR-15670","OFF-ST-10002574",1336,1336,1336
1337,"US-2017-123281","JF-15190","FUR-FU-10003724",1337,1337,1337
1338,"CA-2017-100524","CM-12115","FUR-FU-10004018",1338,1338,1338
1339,"CA-2017-100524","CM-12115","TEC-PH-10002549",1339,1339,1339
1340,"CA-2017-100524","CM-12115","OFF-PA-10004911",1340,1340,1340
1341,"CA-2017-113481","AS-10045","TEC-MA-10002178",1341,1341,1341
1342,"CA-2017-113481","AS-10045","OFF-BI-10003694",1342,1342,1342
1343,"CA-2017-113481","AS-10045","OFF-BI-10000474",1343,1343,1343
1344,"CA-2015-131758","KB-16315","OFF-AR-10000411",1344,1344,1344
1345,"CA-2015-131758","KB-16315","OFF-LA-10000262",1345,1345,1345
1346,"CA-2014-118339","BN-11515","OFF-AP-10001154",1346,1346,1346
1347,"CA-2014-118339","BN-11515","OFF-PA-10000466",1347,1347,1347
1348,"CA-2014-118339","BN-11515","OFF-AR-10003829",1348,1348,1348
1349,"CA-2014-118339","BN-11515","OFF-BI-10001758",1349,1349,1349
1350,"CA-2014-118339","BN-11515","OFF-BI-10000136",1350,1350,1350
1351,"CA-2014-153976","BP-11290","FUR-CH-10002880",1351,1351,1351
1352,"CA-2016-162901","AS-10045","OFF-ST-10000649",1352,1352,1352
1353,"CA-2017-162978","LW-16990","TEC-PH-10003092",1353,1353,1353
1354,"CA-2017-162978","LW-16990","OFF-PA-10002250",1354,1354,1354
1355,"CA-2017-162978","LW-16990","FUR-TA-10003473",1355,1355,1355
1356,"US-2014-160444","DC-12850","OFF-ST-10001522",1356,1356,1356
1357,"US-2014-160444","DC-12850","OFF-ST-10000563",1357,1357,1357
1358,"CA-2016-145247","ND-18370","OFF-PA-10003641",1358,1358,1358
1359,"CA-2017-160045","LB-16735","FUR-FU-10000010",1359,1359,1359
1360,"US-2014-151925","KT-16465","FUR-CH-10002961",1360,1360,1360
1361,"CA-2017-125199","HM-14860","OFF-AR-10002956",1361,1361,1361
1362,"CA-2017-125199","HM-14860","OFF-PA-10004041",1362,1362,1362
1363,"CA-2017-125199","HM-14860","TEC-PH-10001336",1363,1363,1363
1364,"US-2017-155425","AB-10600","OFF-BI-10001036",1364,1364,1364
1365,"US-2017-155425","AB-10600","TEC-MA-10003183",1365,1365,1365
1366,"US-2017-155425","AB-10600","TEC-AC-10001314",1366,1366,1366
1367,"US-2017-155425","AB-10600","TEC-PH-10002563",1367,1367,1367
1368,"US-2017-155425","AB-10600","FUR-CH-10003312",1368,1368,1368
1369,"CA-2017-133249","SZ-20035","FUR-FU-10001588",1369,1369,1369
1370,"US-2015-103471","JR-15670","FUR-BO-10002613",1370,1370,1370
1371,"US-2015-103471","JR-15670","OFF-AR-10003405",1371,1371,1371
1372,"CA-2017-136672","MG-17890","TEC-AC-10004510",1372,1372,1372
1373,"US-2014-157021","KM-16720","OFF-LA-10002312",1373,1373,1373
1374,"US-2014-157021","KM-16720","OFF-BI-10000042",1374,1374,1374
1375,"CA-2015-120362","CA-12265","FUR-TA-10003008",1375,1375,1375
1376,"CA-2014-126361","VD-21670","OFF-AP-10003590",1376,1376,1376
1377,"CA-2014-126361","VD-21670","OFF-PA-10000806",1377,1377,1377
1378,"CA-2014-126361","VD-21670","OFF-AR-10000896",1378,1378,1378
1379,"CA-2014-126361","VD-21670","TEC-PH-10002310",1379,1379,1379
1380,"CA-2014-126361","VD-21670","OFF-ST-10002289",1380,1380,1380
1381,"CA-2014-126361","VD-21670","OFF-BI-10002852",1381,1381,1381
1382,"US-2016-100566","JK-16120","FUR-FU-10003394",1382,1382,1382
1383,"US-2016-108504","PP-18955","OFF-ST-10002344",1383,1383,1383
1384,"US-2016-108504","PP-18955","OFF-PA-10001289",1384,1384,1384
1385,"US-2016-108504","PP-18955","OFF-FA-10000053",1385,1385,1385
1386,"US-2016-108504","PP-18955","FUR-FU-10004091",1386,1386,1386
1387,"US-2016-108504","PP-18955","FUR-BO-10004015",1387,1387,1387
1388,"US-2016-108504","PP-18955","OFF-EN-10003001",1388,1388,1388
1389,"US-2016-108504","PP-18955","TEC-PH-10000215",1389,1389,1389
1390,"US-2016-108504","PP-18955","TEC-PH-10003645",1390,1390,1390
1391,"US-2016-108504","PP-18955","OFF-PA-10000357",1391,1391,1391
1392,"US-2016-108504","PP-18955","OFF-ST-10004804",1392,1392,1392
1393,"US-2016-108504","PP-18955","OFF-PA-10003892",1393,1393,1393
1394,"CA-2017-124828","YS-21880","OFF-AR-10003514",1394,1394,1394
1395,"US-2017-117247","CK-12760","FUR-TA-10002958",1395,1395,1395
1396,"US-2017-117247","CK-12760","FUR-TA-10001676",1396,1396,1396
1397,"CA-2016-124485","NC-18340","OFF-BI-10000822",1397,1397,1397
1398,"CA-2016-124485","NC-18340","OFF-PA-10004971",1398,1398,1398
1399,"CA-2016-124485","NC-18340","TEC-AC-10002323",1399,1399,1399
1400,"CA-2016-124485","NC-18340","OFF-PA-10004888",1400,1400,1400
1401,"CA-2016-159212","KM-16375","TEC-PH-10003988",1401,1401,1401
1402,"CA-2016-159212","KM-16375","OFF-EN-10002230",1402,1402,1402
1403,"US-2016-161396","GM-14455","FUR-TA-10002622",1403,1403,1403
1404,"US-2016-161396","GM-14455","OFF-PA-10000418",1404,1404,1404
1405,"US-2014-118486","SD-20485","OFF-SU-10004498",1405,1405,1405
1406,"US-2014-118486","SD-20485","FUR-TA-10001039",1406,1406,1406
1407,"US-2014-118486","SD-20485","TEC-AC-10004659",1407,1407,1407
1408,"CA-2016-130407","KD-16270","OFF-AR-10002240",1408,1408,1408
1409,"CA-2016-130407","KD-16270","FUR-FU-10001967",1409,1409,1409
1410,"US-2016-122245","AB-10105","FUR-TA-10002356",1410,1410,1410
1411,"CA-2017-105144","SZ-20035","OFF-LA-10003923",1411,1411,1411
1412,"CA-2016-136329","JD-15895","FUR-CH-10002335",1412,1412,1412
1413,"CA-2016-136329","JD-15895","FUR-FU-10000723",1413,1413,1413
1414,"CA-2014-146640","HA-14905","OFF-BI-10002867",1414,1414,1414
1415,"CA-2017-115994","BT-11305","TEC-AC-10000580",1415,1415,1415
1416,"CA-2017-115994","BT-11305","FUR-FU-10003976",1416,1416,1416
1417,"CA-2015-126697","SV-20815","TEC-PH-10002922",1417,1417,1417
1418,"CA-2015-126697","SV-20815","TEC-AC-10004353",1418,1418,1418
1419,"CA-2015-126697","SV-20815","FUR-FU-10001706",1419,1419,1419
1420,"CA-2015-124800","RW-19540","OFF-PA-10000501",1420,1420,1420
1421,"CA-2015-124800","RW-19540","OFF-BI-10000778",1421,1421,1421
1422,"CA-2015-124800","RW-19540","OFF-AP-10004980",1422,1422,1422
1423,"CA-2015-124800","RW-19540","OFF-BI-10003984",1423,1423,1423
1424,"CA-2015-124800","RW-19540","OFF-ST-10000798",1424,1424,1424
1425,"CA-2015-124800","RW-19540","TEC-PH-10001750",1425,1425,1425
1426,"CA-2015-124800","RW-19540","OFF-ST-10002743",1426,1426,1426
1427,"US-2015-164448","DK-12835","OFF-BI-10002949",1427,1427,1427
1428,"US-2015-164448","DK-12835","OFF-EN-10002600",1428,1428,1428
1429,"US-2015-164448","DK-12835","OFF-BI-10003708",1429,1429,1429
1430,"US-2015-164448","DK-12835","OFF-LA-10003510",1430,1430,1430
1431,"CA-2017-122700","LT-17110","TEC-PH-10003092",1431,1431,1431
1432,"CA-2014-120768","IM-15070","OFF-BI-10001191",1432,1432,1432
1433,"CA-2014-120768","IM-15070","OFF-SU-10004115",1433,1433,1433
1434,"CA-2014-120768","IM-15070","FUR-CH-10000513",1434,1434,1434
1435,"US-2016-153129","FP-14320","OFF-PA-10003673",1435,1435,1435
1436,"CA-2017-106852","ST-20530","OFF-PA-10001639",1436,1436,1436
1437,"CA-2017-106852","ST-20530","OFF-AR-10003829",1437,1437,1437
1438,"CA-2015-139731","JE-15745","TEC-AC-10004975",1438,1438,1438
1439,"CA-2015-139731","JE-15745","FUR-CH-10002024",1439,1439,1439
1440,"CA-2017-122735","BD-11320","OFF-BI-10004364",1440,1440,1440
1441,"CA-2017-122735","BD-11320","OFF-PA-10001712",1441,1441,1441
1442,"CA-2017-128160","MM-17920","OFF-BI-10001510",1442,1442,1442
1443,"CA-2017-117695","PW-19030","OFF-PA-10002713",1443,1443,1443
1444,"CA-2015-166135","SC-20440","OFF-ST-10002974",1444,1444,1444
1445,"CA-2016-133725","KL-16645","TEC-PH-10004165",1445,1445,1445
1446,"CA-2017-102337","SD-20485","OFF-ST-10004804",1446,1446,1446
1447,"CA-2017-102337","SD-20485","FUR-CH-10004289",1447,1447,1447
1448,"CA-2017-102337","SD-20485","TEC-PH-10002564",1448,1448,1448
1449,"US-2014-112564","TS-21160","OFF-BI-10004876",1449,1449,1449
1450,"CA-2015-145821","JB-15400","TEC-PH-10004348",1450,1450,1450
1451,"US-2015-160150","TS-21085","OFF-BI-10004352",1451,1451,1451
1452,"CA-2016-133711","MC-17425","OFF-PA-10001685",1452,1452,1452
1453,"CA-2016-133711","MC-17425","OFF-BI-10000666",1453,1453,1453
1454,"CA-2016-133711","MC-17425","OFF-BI-10004352",1454,1454,1454
1455,"CA-2016-133711","MC-17425","TEC-MA-10000010",1455,1455,1455
1456,"CA-2017-148474","ME-17320","OFF-BI-10000977",1456,1456,1456
1457,"CA-2017-148474","ME-17320","FUR-TA-10002530",1457,1457,1457
1458,"CA-2015-111297","SC-20440","OFF-BI-10002412",1458,1458,1458
1459,"CA-2016-123722","NH-18610","OFF-LA-10001569",1459,1459,1459
1460,"CA-2014-155271","AA-10480","FUR-FU-10001473",1460,1460,1460
1461,"CA-2015-119907","LC-17140","OFF-BI-10001765",1461,1461,1461
1462,"US-2016-128902","MB-18085","FUR-TA-10001095",1462,1462,1462
1463,"CA-2016-152289","LC-16930","TEC-AC-10004571",1463,1463,1463
1464,"CA-2016-152289","LC-16930","FUR-CH-10002126",1464,1464,1464
1465,"US-2016-104794","KD-16495","OFF-FA-10001754",1465,1465,1465
1466,"CA-2014-151708","MB-17305","FUR-FU-10001602",1466,1466,1466
1467,"CA-2014-151708","MB-17305","TEC-AC-10001767",1467,1467,1467
1468,"CA-2015-100769","TH-21550","TEC-AC-10002402",1468,1468,1468
1469,"CA-2017-139199","DK-12835","FUR-CH-10000847",1469,1469,1469
1470,"CA-2017-139199","DK-12835","OFF-BI-10003982",1470,1470,1470
1471,"CA-2017-139199","DK-12835","OFF-PA-10001293",1471,1471,1471
1472,"US-2015-161466","ON-18715","OFF-AR-10000634",1472,1472,1472
1473,"CA-2017-164959","KN-16390","OFF-LA-10004272",1473,1473,1473
1474,"US-2015-105676","NM-18520","FUR-FU-10004270",1474,1474,1474
1475,"CA-2016-113138","NP-18685","OFF-AR-10003770",1475,1475,1475
1476,"CA-2016-113138","NP-18685","OFF-BI-10000320",1476,1476,1476
1477,"US-2017-104955","CG-12040","OFF-LA-10003121",1477,1477,1477
1478,"CA-2016-121958","CS-12505","OFF-SU-10000381",1478,1478,1478
1479,"CA-2017-121468","KD-16345","TEC-PH-10000376",1479,1479,1479
1480,"US-2016-108455","MK-18160","OFF-PA-10002262",1480,1480,1480
1481,"US-2016-108455","MK-18160","OFF-PA-10002464",1481,1481,1481
1482,"US-2016-108455","MK-18160","OFF-ST-10002214",1482,1482,1482
1483,"CA-2017-101210","DW-13540","OFF-AR-10003560",1483,1483,1483
1484,"CA-2017-101210","DW-13540","OFF-PA-10000130",1484,1484,1484
1485,"US-2016-108098","CP-12340","TEC-AC-10000865",1485,1485,1485
1486,"CA-2014-119032","MS-17770","OFF-FA-10003021",1486,1486,1486
1487,"CA-2015-140410","CM-12655","TEC-PH-10003580",1487,1487,1487
1488,"CA-2015-140410","CM-12655","TEC-AC-10001109",1488,1488,1488
1489,"CA-2015-140410","CM-12655","FUR-FU-10003347",1489,1489,1489
1490,"CA-2014-136280","Co-12640","OFF-LA-10000452",1490,1490,1490
1491,"CA-2017-151911","DL-13495","OFF-EN-10002986",1491,1491,1491
1492,"CA-2017-166436","TS-21370","OFF-PA-10001838",1492,1492,1492
1493,"CA-2017-166436","TS-21370","FUR-CH-10000785",1493,1493,1493
1494,"CA-2017-139661","JW-15220","FUR-FU-10002885",1494,1494,1494
1495,"CA-2014-123925","RF-19840","OFF-AR-10002952",1495,1495,1495
1496,"CA-2017-152485","JD-15790","OFF-AR-10003759",1496,1496,1496
1497,"CA-2017-152485","JD-15790","OFF-ST-10004950",1497,1497,1497
1498,"CA-2017-152485","JD-15790","OFF-AR-10001940",1498,1498,1498
1499,"CA-2016-141586","NK-18490","OFF-BI-10003981",1499,1499,1499
1500,"CA-2017-130386","NG-18430","OFF-PA-10002749",1500,1500,1500
1501,"CA-2017-130386","NG-18430","OFF-PA-10003823",1501,1501,1501
1502,"CA-2017-130386","NG-18430","OFF-ST-10003716",1502,1502,1502
1503,"CA-2016-100468","AT-10435","TEC-PH-10001300",1503,1503,1503
1504,"CA-2016-100468","AT-10435","FUR-FU-10000010",1504,1504,1504
