ProductKey,Product Name,Product Description,Manufacturer,Brand Name,Class Name,Color Name,Size,Size Range,Weight,Unit Cost,Unit Price,Product Sub Category,Product Category,WeightUnitMeasureID
1408,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Black","240×320, GSM/GPRS/EDGE 2.2''","The Phone Company","The Phone Company","Deluxe","Black","3.5 x 1.5 x 5.8","",2,175.27,529,"Touch Screen Phones","Cell phones","pounds"
1578,"SV DVD Recorder L210 Silver","DVD and VHS recorder with two way dubbing, records -R/-RW, +R/+RW formats","Southridge Video","Southridge Video","Deluxe","Silver","6.5  x 5.5  x 2","",4,72.56,219,"Movie DVD","Music, Movies and Audio Books","pounds"
1590,"SV DVD 60 DVD Storage Binder L20 Silver","Store your CDs or DVDs in these beautiful binders, designed to look like books","Southridge Video","Southridge Video","Deluxe","Silver","6.5  x 5.5  x 2","",4,7.58,22.89,"Movie DVD","Music, Movies and Audio Books","pounds"
1594,"SV DVD 38 DVD Storage Binder E25 Red","Store your CDs or DVDs in these beautiful binders, designed to look like books","Southridge Video","Southridge Video","Economy","Red","17.5  x 28  x 3.5","",4,5.09,9.99,"Movie DVD","Music, Movies and Audio Books","pounds"
1610,"SV DVD 15-Inch Player Portable L200 Silver","6-hour rechargeable battery, 180-degree swivel and flip screen","Southridge Video","Southridge Video","Deluxe","Silver","6.5  x 5.5  x 2","",8,96.08,289.99,"Movie DVD","Music, Movies and Audio Books","pounds"
1614,"SV DVD 14-Inch Player Portable L100 White","6-hour rechargeable battery, 180-degree swivel and flip screen","Southridge Video","Southridge Video","Deluxe","White","17.5  x 28  x 3.5","",12,86.14,259.99,"Movie DVD","Music, Movies and Audio Books","pounds"
1662,"MGS Hand Games for students E400 Yellow","Hand Games for all students","Tailspin Toys","Tailspin Toys","Economy","Yellow","7.1  x 6.5  x 1.8","",1.5,3.56,6.99,"Boxed Games","Games and Toys","pounds"
1666,"MGS Hand Games for Office worker L299 Yellow","Hand Games for Office worker, enjoy your life","Tailspin Toys","Tailspin Toys","Deluxe","Yellow","6.5  x 5.5  x 2","",1,5.6,16.89,"Boxed Games","Games and Toys","pounds"
1674,"MGS Hand Games for students E400 Red","Hand Games for all students","Tailspin Toys","Tailspin Toys","Economy","Red","4.8  x 2.5  x 3.9","",0.9,3.56,6.99,"Boxed Games","Games and Toys","pounds"
1678,"MGS Hand Games for Office worker L299 Red","Hand Games for Office worker, enjoy your life","Tailspin Toys","Tailspin Toys","Deluxe","Red","3.5  x 2  x 5","",1.4,5.6,16.89,"Boxed Games","Games and Toys","pounds"
1686,"SV Hand Games for students E40 Yellow","Hand Games for all students","Southridge Video","Southridge Video","Economy","Yellow","3.7  x 0.9  x 2.3","",1.1,3.56,6.99,"Boxed Games","Games and Toys","pounds"
1690,"SV Hand Games for Office worker L28 Yellow","Hand Games for Office worker, enjoy your life","Southridge Video","Southridge Video","Deluxe","Yellow","5.1  x 2.1  x 3.6","",1.5,5.63,16.99,"Boxed Games","Games and Toys","pounds"
1698,"SV Hand Games for students E40 Red","Hand Games for all students","Southridge Video","Southridge Video","Economy","Red","3.5  x 2  x 5","",1.9,3.56,6.99,"Boxed Games","Games and Toys","pounds"
1702,"SV Hand Games for Office worker L28 Red","Hand Games for Office worker, enjoy your life","Southridge Video","Southridge Video","Deluxe","Red","4.8  x 2.5  x 3.9","",0.8,5.63,16.99,"Boxed Games","Games and Toys","pounds"
84,"NT Wireless Bluetooth Stereo Headphones M402 Red","Wireless range extends to 165 feet, beyond 8 hours per charge","Northwind Traders","Northwind Traders","Regular","Red","11 x 7.7 x 2.5","",1.2,45.98,99.99,"Bluetooth Headphones","Audio","pounds"
92,"NT Wireless Transmitter and Bluetooth Headphones M150 Red","Seamlessly switch between music and calls, integrated ouch sensitive play-answer-end and volume controls","Northwind Traders","Northwind Traders","Regular","Red","6 x 4 x 10","",2,49.69,149.99,"Bluetooth Headphones","Audio","pounds"
104,"WWI Wireless Bluetooth Stereo Headphones M270 White","Built-In Microphone, integrated headphone button to play/pause, MP3-quality stereo sound","Wide World Importers","Wide World Importers","Regular","White","7 x 5 x 1.5","",1,52.88,115,"Bluetooth Headphones","Audio","pounds"
192,"Litware Home Theater System 4.1 Channel M410 Black","4.1 channel front surround","Litware, Inc.","Litware","Regular","Black","21.2 x 18.5 x 16.6","",33.1,275.46,599,"Home Theater System","TV and Video","pounds"
200,"Litware Home Theater System 4.1 Channel M413 Black","Design produces big and detailed home theater sound from small, elegant high gloss black speakers","Litware, Inc.","Litware","Regular","Black","17 x 13.1 x 2.6","",7.5,252.47,549,"Home Theater System","TV and Video","pounds"
208,"Litware Home Theater System 4.1 Channel M410 Silver","4.1 channel front surround","Litware, Inc.","Litware","Regular","Silver","21.2 x 18.5 x 16.6","",32.3,275.46,599,"Home Theater System","TV and Video","pounds"
216,"Litware Home Theater System 4.1 Channel M413 Silver","Design produces big and detailed home theater sound from small, elegant high gloss black speakers","Litware, Inc.","Litware","Regular","Silver","20 x 43 x 17","",62,252.47,549,"Home Theater System","TV and Video","pounds"
224,"Litware Home Theater System 4.1 Channel M410 Brown","4.1 channel front surround","Litware, Inc.","Litware","Regular","Brown","17 x 16.3 x 3.3","",11.4,275.46,599,"Home Theater System","TV and Video","pounds"
232,"Litware Home Theater System 4.1 Channel M413 Brown","Design produces big and detailed home theater sound from small, elegant high gloss black speakers","Litware, Inc.","Litware","Regular","Brown","17.3 x 13.6 x 2.6","",37.5,252.47,549,"Home Theater System","TV and Video","pounds"
544,"Proseware Projector 480p DLP12 Black","850 typical lumens, 3,000:1 contrast ratio, supports 4:3 and 16:9 aspect ratios","Proseware, Inc.","Proseware","Regular","Black","3 x 7.5 x 10","",4,254.4,499,"Projectors & Screens","Computers","pounds"
556,"Proseware Projector 480p DLP12 White","850 typical lumens, 3,000:1 contrast ratio, supports 4:3 and 16:9 aspect ratios","Proseware, Inc.","Proseware","Regular","White","12 x 9 x 4","",4.3,254.4,499,"Projectors & Screens","Computers","pounds"
568,"Proseware Projector 480p DLP12 Silver","850 typical lumens, 3,000:1 contrast ratio, supports 4:3 and 16:9 aspect ratios","Proseware, Inc.","Proseware","Regular","Silver","9.6 x 12.2 x 3.9","",10.6,254.4,499,"Projectors & Screens","Computers","pounds"
616,"WWI Projector 480p DLP12 Black","850 typical lumens, 3,000:1 contrast ratio, supports 4:3 and 16:9 aspect ratios","Wide World Importers","Wide World Importers","Regular","Black","9.6 x 12.9 x 4","",16.1,254.4,499,"Projectors & Screens","Computers","pounds"
624,"WWI Projector 720p LCD56 White","720p high definition performance with 10,000:1 contrast ratio","Wide World Importers","Wide World Importers","Regular","White","0.9 x 2 x 4.5","",10.6,321.44,699,"Projectors & Screens","Computers","pounds"
628,"WWI Screen 125in M1611 White","16:9 aspect ratio-125in, 160 degree wide viewing angle","Wide World Importers","Wide World Importers","Regular","White","12.2 x 16 x 4.9","",4,152.08,459,"Projectors & Screens","Computers","pounds"
636,"WWI Projector 720p DLP56 Silver","Native 720p resolution, 1700 ANSI lumens, 2500:1 contrast ratio, up to 3000 hours lamp life","Wide World Importers","Wide World Importers","Regular","Silver","10.7 x 7.6 x 3.1","",4.8,459.4,999,"Projectors & Screens","Computers","pounds"
640,"WWI Screen 113in M1610 Silver","16:9 aspect ratio-113in, dual wall and ceiling - perfect for home / business","Wide World Importers","Wide World Importers","Regular","Silver","9.6 x 12.9 x 4","",4.3,99.06,299,"Projectors & Screens","Computers","pounds"
652,"Proseware Scan Jet Digital Flat Bed Scanner M300 Black","7.2 x 18 x 15.1 inches, Scan Jet Digital Flat Bed Scanner","Proseware, Inc.","Proseware","Regular","Black"," 17 x 11.7 x 6.1","",12.5,55.64,121,"Printers, Scanners & Fax","Computers","pounds"
656,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Black","8.2 x 17.8 x 16 inches, compact 3-in-1 color inkjet printer that prints, scans, and copies","Proseware, Inc.","Proseware","Regular","Black","22.5 x 15.6 x 9.6","",16.8,72.66,158,"Printers, Scanners & Fax","Computers","pounds"
660,"Proseware Color Ink Jet Fax, Copier, Phone M250 Black","17 x 11.7 x 6.1 inches, 18 pounds, color Inkjet Fax, Copier, Phone","Proseware, Inc.","Proseware","Regular","Black","13.6 x 22.1 x 20.7","",23,73.12,159,"Printers, Scanners & Fax","Computers","pounds"
668,"Proseware Photo smart All-in-One Printer M380 Black","9.5 x 17.4 x 17.7 inches, 25.4 pounds, All-In-One device offers color printing, copying, faxing, and scanning, outstanding print quality for photos and documents","Proseware, Inc.","Proseware","Regular","Black"," 17 x 11 x 6.1","",12,67.6,147,"Printers, Scanners & Fax","Computers","pounds"
672,"Proseware Ink Jet All in one M300 Grey","17.2 x 5.5 x 8.1 inches, 8.2 pounds, Ink Jet  all in one,  large 80-sheet input tray","Proseware, Inc.","Proseware","Regular","Grey","20.5 x 15.6 x 9.6","",23,77.72,169,"Printers, Scanners & Fax","Computers","pounds"
680,"Proseware Mobile Receipt and Document Scanner M200 Grey","13.7 x 8.8 x 7.6 inches, mobile receipt and document scanner","Proseware, Inc.","Proseware","Regular","Grey","14.7 x 22.1 x 20.7","",20.5,53.34,116,"Printers, Scanners & Fax","Computers","pounds"
684,"Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Grey","20 x 11.9 x 15.8 inches, robust and affordable scanner","Proseware, Inc.","Proseware","Regular","Grey","17 x 15.9 x 8.53","",13.03,73.58,160,"Printers, Scanners & Fax","Computers","pounds"
688,"Proseware Laser Fax Printer M250 Grey","19.9 x 9.6 x 10.7 inches, 10.8 pounds, Laser fax printer","Proseware, Inc.","Proseware","Regular","Grey","26.4  x 3.7  x 18","",28.3,54.26,118,"Printers, Scanners & Fax","Computers","pounds"
696,"Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Grey","17.2 x 5.5 x 8.1 inches. 8.4 pounds, office jet wireless all-in-one Ink jet Printer","Proseware, Inc.","Proseware","Regular","Grey","18 x 25.8 x 6.2","",11.7,87.37,190,"Printers, Scanners & Fax","Computers","pounds"
700,"Proseware Photo Ink Jet Printer M100 White","Print speeds up to 26ppm, 6.4 x 11.4 x 17, 2 inches, 12.8 pounds","Proseware, Inc.","Proseware","Regular","White","14.8 x 6 x 7.2","",5.6,73.12,159,"Printers, Scanners & Fax","Computers","pounds"
704,"Proseware Laser Jet All in one X300 White","17.5 x 13.1 x 6.1 inches, operate your printer within seconds after power-on with quick start","Proseware, Inc.","Proseware","Regular","White","10.2 x 18.7 x 3.3","",6.2,72.56,219,"Printers, Scanners & Fax","Computers","pounds"
712,"Proseware Ink Jet Wireless All-In-One Printer M400 White","17.4 x 10 x 5.6 inches, Ink jet printer delivers outstanding photo prints and text quality","Proseware, Inc.","Proseware","Regular","White","13.4 x 11.9 x 10.5","",15,59.32,129,"Printers, Scanners & Fax","Computers","pounds"
716,"Proseware High Speed Laser M2000 White","22.3 x 13.2 x 21 inches, 30 pounds, high Speed Laser Fax","Proseware, Inc.","Proseware","Regular","White","12 x 17 x 17","",25,69.25,209,"Printers, Scanners & Fax","Computers","pounds"
724,"Proseware Office Jet All-in-One Printer M500 White","13.6 x 22.1 x 20.7 inches, CD with software, set-up poster, power cord","Proseware, Inc.","Proseware","Regular","White","21 x 23 x 14","",32,74.96,163,"Printers, Scanners & Fax","Computers","pounds"
728,"Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White","17.1 x 8.5 x 15.8 inches, 15.4 pounds, high-performance all-in-one color inkjet printer that prints, copies, scans, and faxes, prints at speeds of up to 23ppm","Proseware, Inc.","Proseware","Regular","White","16 x 17 x 9","",12.2,90.13,196,"Printers, Scanners & Fax","Computers","pounds"
732,"Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Green","20 x 18 x 14.2 inches, Ink Jet Instant PDF Sheet-Fed Scanner","Proseware, Inc.","Proseware","Regular","Green","20 x 18 x 14.2","",28,73.58,160,"Printers, Scanners & Fax","Computers","pounds"
736,"Proseware Laser Fax Printer M250 Green","10.6 x 15.7 x 6.8 inches, 12.4 pounds, technology for sending clear","Proseware, Inc.","Proseware","Regular","Green","10.6 x 15.7 x 6.8","",12.4,54.26,118,"Printers, Scanners & Fax","Computers","pounds"
1044,"A. Datum SLR Camera X135 Black","On-screen autofocus with live view displays subjects in focus on the LCD the instant the shutter is pressed halfway","A. Datum Corporation","A. Datum","Regular","Black","8 x 10 x 6","",5,207.74,627,"Digital SLR Cameras","Cameras and camcorders","pounds"
1048,"A. Datum SLR Camera X136 Silver","Compact 3x zoom lens covering the most frequently used focal range","A. Datum Corporation","A. Datum","Regular","Silver","3.5 x 5 x 3.3","",4.6,141.47,427,"Digital SLR Cameras","Cameras and camcorders","pounds"
1052,"A. Datum SLR Camera X137 Grey","Fast startup and split-second shutter response, shoot continuously at up to 3 frames per second","A. Datum Corporation","A. Datum","Regular","Grey","4.2 x 4 x 4","",4.75,207.74,627,"Digital SLR Cameras","Cameras and camcorders","pounds"
1056,"A. Datum SLR Camera X138 Silver Grey","Dynamic integrated dust reduction system","A. Datum Corporation","A. Datum","Regular","Silver Grey","7 x 8 x 6.5","",4.9,207.74,627,"Digital SLR Cameras","Cameras and camcorders","pounds"
1060,"A. Datum SLR Camera X139 Gold","Digital camera - SLR with live view mode, 5.8 in x 2.9 in x 4.5 in, 1.8 lbs","A. Datum Corporation","A. Datum","Regular","Gold","2.6  x 5.4  x 2.8","",5.1,207.74,627,"Digital SLR Cameras","Cameras and camcorders","pounds"
1064,"A. Datum SLR Camera X140 Pink","Digital camera - SLR with live view mode","A. Datum Corporation","A. Datum","Regular","Pink","4.8  x 7.8  x 1.7","",5.9,207.74,627,"Digital SLR Cameras","Cameras and camcorders","pounds"
1068,"A. Datum SLR Camera X141 Blue","Digital camera - SLR with live view mode, movie recording, 5.1 in x 2.4 in x 3.9 in, 16.9 oz","A. Datum Corporation","A. Datum","Regular","Blue","3.4 x 4.8 x 3.3","",4.6,141.47,427,"Digital SLR Cameras","Cameras and camcorders","pounds"
1072,"A. Datum SLR Camera X142 Orange","Digital camera - SLR with live view mode","A. Datum Corporation","A. Datum","Regular","Orange","8 x 8 x 6.5","",5.2,141.47,427,"Digital SLR Cameras","Cameras and camcorders","pounds"
1108,"Fabrikam SLR Camera X146 Black","On-screen autofocus with live view displays subjects in focus on the LCD the instant the shutter is pressed halfway","Fabrikam, Inc.","Fabrikam","Regular","Black","8 x 8 x 6.5","",5.2,208.4,629,"Digital SLR Cameras","Cameras and camcorders","pounds"
1128,"Fabrikam SLR Camera X149 Pink","Digital camera - SLR with live view mode","Fabrikam, Inc.","Fabrikam","Regular","Pink","7 x 8 x 6.5","",4.9,207.74,627,"Digital SLR Cameras","Cameras and camcorders","pounds"
1132,"Fabrikam SLR Camera X149 Blue","Digital camera - SLR with live view mode, movie recording, 5.1 in x 2.4 in x 3.9 in, 16.9 oz","Fabrikam, Inc.","Fabrikam","Regular","Blue","2.6  x 5.4  x 2.8","",5.1,207.74,627,"Digital SLR Cameras","Cameras and camcorders","pounds"
1136,"Fabrikam SLR Camera X150 Orange","Digital camera - SLR with live view mode","Fabrikam, Inc.","Fabrikam","Regular","Orange","4.8  x 7.8  x 1.7","",5.9,159.2,480.5,"Digital SLR Cameras","Cameras and camcorders","pounds"
1140,"Fabrikam SLR Camera X150 Green","Digital camera - SLR with live view mode","Fabrikam, Inc.","Fabrikam","Regular","Green","3.4 x 4.8 x 3.3","",4.6,159.2,480.5,"Digital SLR Cameras","Cameras and camcorders","pounds"
1144,"Fabrikam Home and Vacation Moviemaker 1"" 25mm M400 Blue","720i or 720p high definition or standard definition, 4mm, 47.3º","Fabrikam, Inc.","Fabrikam","Regular","Blue","3.5  x 2.6  x 2","",2.4,275.92,600,"Camcorders","Cameras and camcorders","pounds"
1148,"Fabrikam Budget Movie-Maker 1'' 25mm E400 Black","Standard definition","Fabrikam, Inc.","Fabrikam","Regular","Black","5.5  x 5  x 1.7","",2,215.15,422,"Camcorders","Cameras and camcorders","pounds"
1152,"Fabrikam Trendsetter 1"" 25mm X400 Blue","1080i or 1080p high definition","Fabrikam, Inc.","Fabrikam","Regular","Blue","7.6 x 6 x 4.7","",2.5,331.32,1000,"Camcorders","Cameras and camcorders","pounds"
1160,"Fabrikam Business Videographer 1"" 25mm M600 Blue","1080i/p or 720p high definition or standard definition","Fabrikam, Inc.","Fabrikam","Regular","Blue","3 x 5.2  x 1.3","",1.8,409.28,890,"Camcorders","Cameras and camcorders","pounds"
1168,"Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 White","720i or 720p high definition or standard definition, 4mm,47.3º","Fabrikam, Inc.","Fabrikam","Regular","White","7.8 x 7.8 x 3","",2.5,275.92,600,"Camcorders","Cameras and camcorders","pounds"
1172,"Fabrikam Budget Moviemaker 1'' 25mm E400 White","Standard definition","Fabrikam, Inc.","Fabrikam","Regular","White","3 x 5.2  x 1.3","",1.8,215.15,422,"Camcorders","Cameras and camcorders","pounds"
1176,"Fabrikam Trendsetter 1'' 25mm X400 White","1080i or 1080p high definition","Fabrikam, Inc.","Fabrikam","Regular","White","7.8 x 7.8 x 3","",2.5,331.32,1000,"Camcorders","Cameras and camcorders","pounds"
1184,"Fabrikam Business Videographer 1'' 25mm M600 White","1080i/p or 720p high definition or standard definition","Fabrikam, Inc.","Fabrikam","Regular","White","7.6 x 6.3 x 4.7","",2.4,409.28,890,"Camcorders","Cameras and camcorders","pounds"
1192,"Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Grey","720i or 720p high definition or standard definition, 4mm, 47.3º","Fabrikam, Inc.","Fabrikam","Regular","Grey","4.5  x 5  x 1.7","",2.4,275.92,600,"Camcorders","Cameras and camcorders","pounds"
1196,"Fabrikam Budget Moviemaker 1'' 25mm E400 Grey","Standard definition","Fabrikam, Inc.","Fabrikam","Regular","Grey","2.75 x 2.8 x 4.9","",2,215.15,422,"Camcorders","Cameras and camcorders","pounds"
1200,"Fabrikam Trendsetter 1'' 25mm X400 Grey","1080i or 1080p high definition","Fabrikam, Inc.","Fabrikam","Regular","Grey","5.8  x 7.8  x 1.7","",1.5,331.32,1000,"Camcorders","Cameras and camcorders","pounds"
1208,"Fabrikam Business Videographer 1'' 25mm M600 Grey","1080i/p or 720p high definition or standard definition","Fabrikam, Inc.","Fabrikam","Regular","Grey","2.5 x 2.8 x 4.6","",1.5,409.28,890,"Camcorders","Cameras and camcorders","pounds"
1216,"Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Black","720i or 720p high definition or standard definition, 4mm, 47.3º","Fabrikam, Inc.","Fabrikam","Regular","Black","6.6 x 6.3 x 4.7","",1.8,285.12,620,"Camcorders","Cameras and camcorders","pounds"
1220,"Fabrikam Budget Moviemaker 1'' 25mm E400 Black","Standard definition","Fabrikam, Inc.","Fabrikam","Regular","Black","3.5  x 2.6  x 2","",2.2,230.44,452,"Camcorders","Cameras and camcorders","pounds"
1224,"Fabrikam Trendsetter 1'' 25mm X400 Black","1080i or 1080p high definition","Fabrikam, Inc.","Fabrikam","Regular","Black","5.5  x 5  x 1.7","",2,341.26,1030,"Camcorders","Cameras and camcorders","pounds"
1232,"Fabrikam Business Videographer 1'' 25mm M600 Black","1080i/p or 720p high definition or standard definition","Fabrikam, Inc.","Fabrikam","Regular","Black","7.8 x 7.8 x 3","",2,408.36,888,"Camcorders","Cameras and camcorders","pounds"
1240,"Fabrikam Business Videographer 1/2'' 3mm M500 White","1080i/p or 720p high definition or standard definition","Fabrikam, Inc.","Fabrikam","Regular","White","2.7 x 2.8 x 4.9","",2.5,403.76,878,"Camcorders","Cameras and camcorders","pounds"
1412,"The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Black","1.3 megapixel camera, touch screen display","The Phone Company","The Phone Company","Regular","Black","98.4 x 55 x 11.6","",3,132.9,289,"Touch Screen Phones","Cell phones","pounds"
1436,"The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Grey","Micro SD expansion to 16 GB, access to personal email and instant messaging","The Phone Company","The Phone Company","Regular","Grey","6 x 12.2 x 12.6","",3,118.65,258,"Touch Screen Phones","Cell phones","pounds"
1484,"The Phone Company Smart phones 160x160 M26 Grey","Smart phones 160x160, AC adapter, stylus, protective cover, installation CD-ROM, application manual","The Phone Company","The Phone Company","Regular","Grey","1.2 x 5.1 x 3.2","",3,95.65,208,"Smart phones & PDAs","Cell phones","pounds"
1574,"SV DVD Player M130 Grey","Exceeds ENERGY STAR standards, Multi-brand TV remote control","Southridge Video","Southridge Video","Regular","Grey","6.8  x 5  x 1.5","",4,27.59,59.99,"Movie DVD","Music, Movies and Audio Books","pounds"
1582,"SV DVD 48 DVD Storage Binder M50 Black","Gift-wrapping is not available for this item","Southridge Video","Southridge Video","Regular","Black","17.5  x 28  x 3.5","",4,8.27,17.99,"Movie DVD","Music, Movies and Audio Books","pounds"
1586,"SV DVD 55DVD Storage Binder M56 Black","Store your CDs or DVDs in these beautiful binders, designed to look like books","Southridge Video","Southridge Video","Regular","Black","6.8  x 5  x 1.5","",4,5.82,12.66,"Movie DVD","Music, Movies and Audio Books","pounds"
1598,"SV DVD External DVD Burner M200 Grey","Supported by Windows Vista, Windows XP, includes CD/DVD player & recording suite","Southridge Video","Southridge Video","Regular","Grey","7.1  x 6.5  x 1.8","",4,26.62,57.88,"Movie DVD","Music, Movies and Audio Books","pounds"
1602,"SV DVD 12-Inch Player Portable M400 Black","6-hour rechargeable battery, 180-degree swivel and flip screen","Southridge Video","Southridge Video","Regular","Black","6.5  x 5.5  x 2","",1.6,82.77,179.99,"Movie DVD","Music, Movies and Audio Books","pounds"
1606,"SV DVD 9-Inch Player Portable M300 Silver","6-hour rechargeable battery, 180-degree swivel and flip screen","Southridge Video","Southridge Video","Regular","Silver","6.8  x 5  x 1.5","",4,73.57,159.99,"Movie DVD","Music, Movies and Audio Books","pounds"
1670,"MGS Hand Games women M400 Black","Hand Games women, make you happy","Tailspin Toys","Tailspin Toys","Regular","Black","5.1  x 2.1  x 3.6","",1.9,4.13,8.99,"Boxed Games","Games and Toys","pounds"
1682,"MGS Hand Games women M400 Silver","Hand Games women, make you happy","Tailspin Toys","Tailspin Toys","Regular","Silver","5.1  x 2.4  x 3.9","",2,4.13,8.99,"Boxed Games","Games and Toys","pounds"
1694,"SV Hand Games women M40 Black","Hand Games women, make you happy","Southridge Video","Southridge Video","Regular","Black","4.8  x 2.5  x 3.9","",1,4.08,8.88,"Boxed Games","Games and Toys","pounds"
1706,"SV Hand Games women M40 Silver","Hand Games women, make you happy","Southridge Video","Southridge Video","Regular","Silver","5.1  x 2.4  x 3.9","",1,4.08,8.88,"Boxed Games","Games and Toys","pounds"
1830,"Litware Washer & Dryer 21in E214 White","7 washing programs, 5 Wash/Rinse temperature levels","Litware, Inc.","Litware","Regular","White","38.5  x 40  x 28.5","",180,815.22,1599,"Washers & Dryers","Home Appliances","pounds"
1834,"Litware Washer & Dryer 24in M260 Silver","Tumble action cleaning system, 4 Wash/Dry programs","Litware, Inc.","Litware","Regular","Silver","30 x 28.5 x 18.5","",168,836.03,1818,"Washers & Dryers","Home Appliances","pounds"
1838,"Litware Washer & Dryer 25.5in M350 Blue","Five Wash/spin speed combinations, 5 wash/dry programs","Litware, Inc.","Litware","Regular","Blue","42.5  x 39.8  x 26.5","",176,914.67,1989,"Washers & Dryers","Home Appliances","pounds"
1842,"Litware Washer & Dryer 27in L420 Green","9 wash & 5 dry programs, full size steam washer and dryer","Litware, Inc.","Litware","Deluxe","Green","33.5 x 38 x 25.5","",125,878.66,2652,"Washers & Dryers","Home Appliances","pounds"
1846,"Litware Washer & Dryer 15.5in E150 Green","15.5"" duet washer and dryer pedestal with drawer","Litware, Inc.","Litware","Economy","Green","42.5  x 40.6  x 30.5","",160,509.32,999,"Washers & Dryers","Home Appliances","pounds"
1850,"NT Washer & Dryer 21in E2100 White","7 washing programs, 5 Wash/Rinse temperature levels","Northwind Traders","Northwind Traders","Regular","White","30 x 39 x 28.5","",220,815.68,1599.9,"Washers & Dryers","Home Appliances","pounds"
1854,"NT Washer & Dryer 24in M2400 Silver","Tumble action cleaning system, 4 Wash/Dry programs","Northwind Traders","Northwind Traders","Regular","Silver","40.5  x 38  x 35","",180,836.45,1818.9,"Washers & Dryers","Home Appliances","pounds"
1858,"NT Washer & Dryer 25.5in M2550 Blue","Five Wash/spin speed combinations, 5 wash/dry programs","Northwind Traders","Northwind Traders","Regular","Blue","42.7  x 39.8  x 26.5","",105,915.08,1989.9,"Washers & Dryers","Home Appliances","pounds"
1862,"NT Washer & Dryer 27in L2700 Green","9 wash & 5 dry programs, full size steam washer and dryer","Northwind Traders","Northwind Traders","Deluxe","Green","33.9 x 38 x 25.5","",150,878.96,2652.9,"Washers & Dryers","Home Appliances","pounds"
1866,"NT Washer & Dryer 15.5in E1550 Green","15.5"" duet washer and dryer pedestal with drawer","Northwind Traders","Northwind Traders","Economy","Green","42.5  x 40.6  x 30.5","",168,509.78,999.9,"Washers & Dryers","Home Appliances","pounds"
1898,"Fabrikam Refrigerator 19CuFt M7600 White","19-cubic-foot refrigerator, Refrigerator Capacity: 12.6cu.ft., Freezer Capacity: 6.4cu.ft.","Fabrikam, Inc.","Fabrikam","Regular","White","34.8 x 23.2 x 20.5","",58,413.42,899,"Refrigerators","Home Appliances","pounds"
1902,"Fabrikam Refrigerator 1.7CuFt E1200 White","1.7-cubic-foot refrigerator, soft line and reversible door, flush back design","Fabrikam, Inc.","Fabrikam","Economy","White","22.5 x 21.5 x 33.5","",72.8,66.27,129.99,"Refrigerators","Home Appliances","pounds"
1906,"Fabrikam Refrigerator 4.6CuFt E2800 Brown","4.6-cubic-foot refrigerator, compressor cooled, space saving flat back design","Fabrikam, Inc.","Fabrikam","Regular","Brown","20.7 x 18.7 x 33.7","",75,152.94,299.99,"Refrigerators","Home Appliances","pounds"
1910,"Fabrikam Refrigerator 19CuFt M7600 Silver","19-cubic-foot refrigerator, Refrigerator Capacity: 12.6cu.ft. ; Freezer Capacity: 6.4cu.ft.","Fabrikam, Inc.","Fabrikam","Regular","Silver","20.7 x 18.7 x 33.7","",71,413.42,899,"Refrigerators","Home Appliances","pounds"
1914,"Fabrikam Refrigerator 1.7CuFt E1200 Silver","1.7-cubic-foot refrigerator, soft line and reversible door, flush back design","Fabrikam, Inc.","Fabrikam","Economy","Silver","36.8 x 40.2 x 28","",228,66.27,129.99,"Refrigerators","Home Appliances","pounds"
1918,"Fabrikam Refrigerator 4.6CuFt E2800 Green","4.6-cubic-foot refrigerator, compressor cooled, space saving flat back design","Fabrikam, Inc.","Fabrikam","Regular","Green","20.8 x 19.6 x 18.6","",58.2,152.94,299.99,"Refrigerators","Home Appliances","pounds"
1922,"Fabrikam Refrigerator 19CuFt M7600 Blue","19-cubic-foot refrigerator, Refrigerator Capacity: 12.6cu.ft. ; Freezer Capacity: 6.4cu.ft.","Fabrikam, Inc.","Fabrikam","Regular","Blue","22.8 x 19.9 x 36.1","",132,413.42,899,"Refrigerators","Home Appliances","pounds"
1926,"Fabrikam Refrigerator 1.7CuFt E1200 Blue","1.7-cubic-foot refrigerator, soft line and reversible door, flush back design","Fabrikam, Inc.","Fabrikam","Economy","Blue","34 x 23 x 20","",56,66.27,129.99,"Refrigerators","Home Appliances","pounds"
1930,"Fabrikam Refrigerator 4.6CuFt E2800 Grey","4.6-cubic-foot refrigerator, compressor cooled, space saving flat back design","Fabrikam, Inc.","Fabrikam","Regular","Grey","22 x 21 x 33","",70,152.94,299.99,"Refrigerators","Home Appliances","pounds"
