costid,variable,value
43760,kind,legacy
10259,kind,legacy
17794,kind,legacy
14970,kind,legacy
30697,kind,legacy
18863,kind,legacy
54181,kind,legacy
49708,kind,legacy
44591,kind,legacy
16128,kind,legacy
18281,kind,legacy
45153,kind,legacy
7957,kind,legacy
45655,kind,legacy
7670,kind,legacy
22397,kind,legacy
39932,kind,legacy
3599,kind,legacy
42263,kind,legacy
7151,kind,legacy
24771,kind,legacy
28167,kind,legacy
46391,kind,legacy
11679,kind,legacy
34500,kind,legacy
52457,kind,legacy
48871,kind,legacy
7259,kind,legacy
8536,kind,legacy
9734,kind,legacy
38140,kind,legacy
5596,kind,legacy
54215,kind,legacy
23418,kind,legacy
47308,kind,legacy
1064,kind,legacy
43433,kind,legacy
10206,kind,legacy
24852,kind,legacy
15165,kind,legacy
40558,kind,legacy
32233,kind,legacy
338,kind,legacy
31242,kind,legacy
42275,kind,legacy
22373,kind,legacy
10336,kind,legacy
21888,kind,legacy
13467,kind,legacy
28705,kind,legacy
26125,kind,legacy
41607,kind,legacy
33251,kind,legacy
11555,kind,legacy
53118,kind,legacy
31760,kind,legacy
37307,kind,legacy
30581,kind,legacy
2300,kind,legacy
15499,kind,legacy
11045,kind,legacy
38019,kind,legacy
5006,kind,legacy
16190,kind,legacy
23933,kind,legacy
48467,kind,legacy
42649,kind,legacy
29687,kind,legacy
47340,kind,legacy
40619,kind,legacy
54695,kind,legacy
30749,kind,legacy
49276,kind,legacy
7524,kind,legacy
24097,kind,legacy
25558,kind,legacy
38871,kind,legacy
53725,kind,legacy
19917,kind,legacy
42071,kind,legacy
46729,kind,legacy
11874,kind,legacy
17444,kind,legacy
997,kind,legacy
9855,kind,legacy
45766,kind,legacy
22525,kind,legacy
46736,kind,legacy
52576,kind,legacy
2098,kind,legacy
36351,kind,legacy
41018,kind,legacy
49184,kind,legacy
25433,kind,legacy
2039,kind,legacy
13519,kind,legacy
1635,kind,legacy
26185,kind,legacy
51463,kind,legacy
23219,kind,legacy
43760,type,Microsoft.Consumption/usageDetails
10259,type,Microsoft.Consumption/usageDetails
17794,type,Microsoft.Consumption/usageDetails
14970,type,Microsoft.Consumption/usageDetails
30697,type,Microsoft.Consumption/usageDetails
18863,type,Microsoft.Consumption/usageDetails
54181,type,Microsoft.Consumption/usageDetails
49708,type,Microsoft.Consumption/usageDetails
44591,type,Microsoft.Consumption/usageDetails
16128,type,Microsoft.Consumption/usageDetails
18281,type,Microsoft.Consumption/usageDetails
45153,type,Microsoft.Consumption/usageDetails
7957,type,Microsoft.Consumption/usageDetails
45655,type,Microsoft.Consumption/usageDetails
7670,type,Microsoft.Consumption/usageDetails
22397,type,Microsoft.Consumption/usageDetails
39932,type,Microsoft.Consumption/usageDetails
3599,type,Microsoft.Consumption/usageDetails
42263,type,Microsoft.Consumption/usageDetails
7151,type,Microsoft.Consumption/usageDetails
24771,type,Microsoft.Consumption/usageDetails
28167,type,Microsoft.Consumption/usageDetails
46391,type,Microsoft.Consumption/usageDetails
11679,type,Microsoft.Consumption/usageDetails
34500,type,Microsoft.Consumption/usageDetails
52457,type,Microsoft.Consumption/usageDetails
48871,type,Microsoft.Consumption/usageDetails
7259,type,Microsoft.Consumption/usageDetails
8536,type,Microsoft.Consumption/usageDetails
9734,type,Microsoft.Consumption/usageDetails
38140,type,Microsoft.Consumption/usageDetails
5596,type,Microsoft.Consumption/usageDetails
54215,type,Microsoft.Consumption/usageDetails
23418,type,Microsoft.Consumption/usageDetails
47308,type,Microsoft.Consumption/usageDetails
1064,type,Microsoft.Consumption/usageDetails
43433,type,Microsoft.Consumption/usageDetails
10206,type,Microsoft.Consumption/usageDetails
24852,type,Microsoft.Consumption/usageDetails
15165,type,Microsoft.Consumption/usageDetails
40558,type,Microsoft.Consumption/usageDetails
32233,type,Microsoft.Consumption/usageDetails
338,type,Microsoft.Consumption/usageDetails
31242,type,Microsoft.Consumption/usageDetails
42275,type,Microsoft.Consumption/usageDetails
22373,type,Microsoft.Consumption/usageDetails
10336,type,Microsoft.Consumption/usageDetails
21888,type,Microsoft.Consumption/usageDetails
13467,type,Microsoft.Consumption/usageDetails
28705,type,Microsoft.Consumption/usageDetails
26125,type,Microsoft.Consumption/usageDetails
41607,type,Microsoft.Consumption/usageDetails
33251,type,Microsoft.Consumption/usageDetails
11555,type,Microsoft.Consumption/usageDetails
53118,type,Microsoft.Consumption/usageDetails
31760,type,Microsoft.Consumption/usageDetails
37307,type,Microsoft.Consumption/usageDetails
30581,type,Microsoft.Consumption/usageDetails
2300,type,Microsoft.Consumption/usageDetails
15499,type,Microsoft.Consumption/usageDetails
11045,type,Microsoft.Consumption/usageDetails
38019,type,Microsoft.Consumption/usageDetails
5006,type,Microsoft.Consumption/usageDetails
16190,type,Microsoft.Consumption/usageDetails
23933,type,Microsoft.Consumption/usageDetails
48467,type,Microsoft.Consumption/usageDetails
42649,type,Microsoft.Consumption/usageDetails
29687,type,Microsoft.Consumption/usageDetails
47340,type,Microsoft.Consumption/usageDetails
40619,type,Microsoft.Consumption/usageDetails
54695,type,Microsoft.Consumption/usageDetails
30749,type,Microsoft.Consumption/usageDetails
49276,type,Microsoft.Consumption/usageDetails
7524,type,Microsoft.Consumption/usageDetails
24097,type,Microsoft.Consumption/usageDetails
25558,type,Microsoft.Consumption/usageDetails
38871,type,Microsoft.Consumption/usageDetails
53725,type,Microsoft.Consumption/usageDetails
19917,type,Microsoft.Consumption/usageDetails
42071,type,Microsoft.Consumption/usageDetails
46729,type,Microsoft.Consumption/usageDetails
11874,type,Microsoft.Consumption/usageDetails
17444,type,Microsoft.Consumption/usageDetails
997,type,Microsoft.Consumption/usageDetails
9855,type,Microsoft.Consumption/usageDetails
45766,type,Microsoft.Consumption/usageDetails
22525,type,Microsoft.Consumption/usageDetails
46736,type,Microsoft.Consumption/usageDetails
52576,type,Microsoft.Consumption/usageDetails
2098,type,Microsoft.Consumption/usageDetails
36351,type,Microsoft.Consumption/usageDetails
41018,type,Microsoft.Consumption/usageDetails
49184,type,Microsoft.Consumption/usageDetails
25433,type,Microsoft.Consumption/usageDetails
2039,type,Microsoft.Consumption/usageDetails
13519,type,Microsoft.Consumption/usageDetails
1635,type,Microsoft.Consumption/usageDetails
26185,type,Microsoft.Consumption/usageDetails
51463,type,Microsoft.Consumption/usageDetails
23219,type,Microsoft.Consumption/usageDetails
43760,tags,
10259,tags,
17794,tags,"{
  ""CeatedBy"": ""Rodney Joyce""
}"
14970,tags,
30697,tags,
18863,tags,"{
  ""application"": ""databricks"",
  ""databricks-environment"": ""true"",
  ""CreatedBy"": ""Vinh Phan""
}"
54181,tags,
49708,tags,"{
  ""Owner"": ""Rodney.joyce@data-driven.ai""
}"
44591,tags,
16128,tags,
18281,tags,"{
  ""CeatedBy"": ""Rodney Joyce""
}"
45153,tags,
7957,tags,
45655,tags,
7670,tags,
22397,tags,
39932,tags,
3599,tags,
42263,tags,
7151,tags,"{
  ""ClusterId"": ""0817-105014-wane357"",
  ""ClusterName"": ""transport_clust1"",
  ""databricks-instance-name"": ""26c26305f54c42a0920ed3445c4b983a"",
  ""Creator"": ""kiran.kumar@data-driven.com"",
  ""Vendor"": ""Databricks"",
  ""DatabricksEnvironment"": ""workerenv-2103595532872394""
}"
24771,tags,
28167,tags,
46391,tags,
11679,tags,
34500,tags,
52457,tags,
48871,tags,
7259,tags,
8536,tags,"{
  ""CreatedBy"": ""Kiran.kumar""
}"
9734,tags,
38140,tags,
5596,tags,
54215,tags,
23418,tags,
47308,tags,
1064,tags,
43433,tags,
10206,tags,
24852,tags,
15165,tags,
40558,tags,
32233,tags,
338,tags,
31242,tags,
42275,tags,
22373,tags,
10336,tags,"{
  ""ms-resource-usage"": ""Prod_BuildAgent""
}"
21888,tags,
13467,tags,
28705,tags,
26125,tags,
41607,tags,
33251,tags,
11555,tags,"{
  ""ms-resource-usage"": ""azure-cloud-shell""
}"
53118,tags,
31760,tags,
37307,tags,
30581,tags,
2300,tags,
15499,tags,
11045,tags,"{
  ""ms-resource-usage"": ""azure-cloud-shell""
}"
38019,tags,
5006,tags,"{
  ""CreatedBy"": ""Kiran.kumar""
}"
16190,tags,
23933,tags,
48467,tags,
42649,tags,"{
  ""application"": ""databricks"",
  ""databricks-environment"": ""true""
}"
29687,tags,
47340,tags,
40619,tags,
54695,tags,
30749,tags,
49276,tags,
7524,tags,"{
  ""ClusterId"": ""0817-105014-wane357"",
  ""ClusterName"": ""transport_clust1"",
  ""databricks-instance-name"": ""5ab42e4278ad44cba759c62d4a82a98b"",
  ""Creator"": ""kiran.kumar@data-driven.com"",
  ""Vendor"": ""Databricks"",
  ""DatabricksEnvironment"": ""workerenv-2103595532872394""
}"
24097,tags,
25558,tags,
38871,tags,
53725,tags,
19917,tags,
42071,tags,
46729,tags,
11874,tags,
17444,tags,
997,tags,
9855,tags,
45766,tags,
22525,tags,
46736,tags,
52576,tags,
2098,tags,
36351,tags,
41018,tags,
49184,tags,
25433,tags,
2039,tags,"{
  ""CreatedBy"": ""Kiran.kumar""
}"
13519,tags,"{
  ""ms-resource-usage"": ""azure-cloud-shell""
}"
1635,tags,
26185,tags,
51463,tags,
23219,tags,
43760,billingPeriodStartDate,2020-08-06 00:00:00.000
10259,billingPeriodStartDate,2020-10-02 00:00:00.000
17794,billingPeriodStartDate,2020-10-21 00:00:00.000
14970,billingPeriodStartDate,2020-09-02 00:00:00.000
30697,billingPeriodStartDate,2020-11-06 00:00:00.000
18863,billingPeriodStartDate,2020-08-14 00:00:00.000
54181,billingPeriodStartDate,2020-12-01 00:00:00.000
49708,billingPeriodStartDate,2020-09-14 00:00:00.000
44591,billingPeriodStartDate,2020-08-06 00:00:00.000
16128,billingPeriodStartDate,2020-08-02 00:00:00.000
18281,billingPeriodStartDate,2020-11-14 00:00:00.000
45153,billingPeriodStartDate,2020-08-06 00:00:00.000
7957,billingPeriodStartDate,2020-07-13 00:00:00.000
45655,billingPeriodStartDate,2020-08-06 00:00:00.000
7670,billingPeriodStartDate,2020-08-13 00:00:00.000
22397,billingPeriodStartDate,2021-01-06 00:00:00.000
39932,billingPeriodStartDate,2020-09-06 00:00:00.000
3599,billingPeriodStartDate,2020-11-13 00:00:00.000
42263,billingPeriodStartDate,2020-08-06 00:00:00.000
7151,billingPeriodStartDate,2020-08-13 00:00:00.000
24771,billingPeriodStartDate,2021-01-06 00:00:00.000
28167,billingPeriodStartDate,2020-12-06 00:00:00.000
46391,billingPeriodStartDate,2020-07-06 00:00:00.000
11679,billingPeriodStartDate,2020-11-02 00:00:00.000
34500,billingPeriodStartDate,2020-09-06 00:00:00.000
52457,billingPeriodStartDate,2021-01-01 00:00:00.000
48871,billingPeriodStartDate,2020-09-14 00:00:00.000
7259,billingPeriodStartDate,2020-08-13 00:00:00.000
8536,billingPeriodStartDate,2020-07-13 00:00:00.000
9734,billingPeriodStartDate,2020-12-02 00:00:00.000
38140,billingPeriodStartDate,2020-09-06 00:00:00.000
5596,billingPeriodStartDate,2020-09-13 00:00:00.000
54215,billingPeriodStartDate,2020-10-01 00:00:00.000
23418,billingPeriodStartDate,2021-01-06 00:00:00.000
47308,billingPeriodStartDate,2020-11-14 00:00:00.000
1064,billingPeriodStartDate,2020-12-13 00:00:00.000
43433,billingPeriodStartDate,2020-08-06 00:00:00.000
10206,billingPeriodStartDate,2020-11-02 00:00:00.000
24852,billingPeriodStartDate,2021-01-06 00:00:00.000
15165,billingPeriodStartDate,2020-09-02 00:00:00.000
40558,billingPeriodStartDate,2020-09-06 00:00:00.000
32233,billingPeriodStartDate,2020-11-06 00:00:00.000
338,billingPeriodStartDate,2021-01-13 00:00:00.000
31242,billingPeriodStartDate,2020-11-06 00:00:00.000
42275,billingPeriodStartDate,2020-08-06 00:00:00.000
22373,billingPeriodStartDate,2021-01-06 00:00:00.000
10336,billingPeriodStartDate,2020-10-02 00:00:00.000
21888,billingPeriodStartDate,2020-12-06 00:00:00.000
13467,billingPeriodStartDate,2020-10-02 00:00:00.000
28705,billingPeriodStartDate,2020-12-06 00:00:00.000
26125,billingPeriodStartDate,2020-11-06 00:00:00.000
41607,billingPeriodStartDate,2020-08-06 00:00:00.000
33251,billingPeriodStartDate,2020-11-06 00:00:00.000
11555,billingPeriodStartDate,2020-11-02 00:00:00.000
53118,billingPeriodStartDate,2021-01-01 00:00:00.000
31760,billingPeriodStartDate,2020-11-06 00:00:00.000
37307,billingPeriodStartDate,2020-10-06 00:00:00.000
30581,billingPeriodStartDate,2020-10-06 00:00:00.000
2300,billingPeriodStartDate,2020-12-13 00:00:00.000
15499,billingPeriodStartDate,2020-09-02 00:00:00.000
11045,billingPeriodStartDate,2020-11-02 00:00:00.000
38019,billingPeriodStartDate,2020-10-06 00:00:00.000
5006,billingPeriodStartDate,2020-10-13 00:00:00.000
16190,billingPeriodStartDate,2020-08-02 00:00:00.000
23933,billingPeriodStartDate,2021-01-06 00:00:00.000
48467,billingPeriodStartDate,2020-10-14 00:00:00.000
42649,billingPeriodStartDate,2020-07-06 00:00:00.000
29687,billingPeriodStartDate,2020-11-06 00:00:00.000
47340,billingPeriodStartDate,2020-11-14 00:00:00.000
40619,billingPeriodStartDate,2020-09-06 00:00:00.000
54695,billingPeriodStartDate,2020-11-01 00:00:00.000
30749,billingPeriodStartDate,2020-11-06 00:00:00.000
49276,billingPeriodStartDate,2020-10-14 00:00:00.000
7524,billingPeriodStartDate,2020-08-13 00:00:00.000
24097,billingPeriodStartDate,2021-01-06 00:00:00.000
25558,billingPeriodStartDate,2020-12-06 00:00:00.000
38871,billingPeriodStartDate,2020-09-06 00:00:00.000
53725,billingPeriodStartDate,2020-12-01 00:00:00.000
19917,billingPeriodStartDate,2020-12-10 00:00:00.000
42071,billingPeriodStartDate,2020-08-06 00:00:00.000
46729,billingPeriodStartDate,2020-12-14 00:00:00.000
11874,billingPeriodStartDate,2020-11-02 00:00:00.000
17444,billingPeriodStartDate,2020-07-02 00:00:00.000
997,billingPeriodStartDate,2020-12-13 00:00:00.000
9855,billingPeriodStartDate,2020-12-02 00:00:00.000
45766,billingPeriodStartDate,2020-08-06 00:00:00.000
22525,billingPeriodStartDate,2021-01-06 00:00:00.000
46736,billingPeriodStartDate,2020-12-14 00:00:00.000
52576,billingPeriodStartDate,2021-01-01 00:00:00.000
2098,billingPeriodStartDate,2020-12-13 00:00:00.000
36351,billingPeriodStartDate,2020-10-06 00:00:00.000
41018,billingPeriodStartDate,2020-08-06 00:00:00.000
49184,billingPeriodStartDate,2020-10-14 00:00:00.000
25433,billingPeriodStartDate,2020-12-06 00:00:00.000
2039,billingPeriodStartDate,2020-11-13 00:00:00.000
13519,billingPeriodStartDate,2020-10-02 00:00:00.000
1635,billingPeriodStartDate,2020-11-13 00:00:00.000
26185,billingPeriodStartDate,2020-11-06 00:00:00.000
51463,billingPeriodStartDate,2020-07-14 00:00:00.000
23219,billingPeriodStartDate,2021-01-06 00:00:00.000
43760,billingPeriodEndDate,2020-09-05 00:00:00.000
10259,billingPeriodEndDate,2020-11-01 00:00:00.000
17794,billingPeriodEndDate,2020-11-20 00:00:00.000
14970,billingPeriodEndDate,2020-10-01 00:00:00.000
30697,billingPeriodEndDate,2020-12-05 00:00:00.000
18863,billingPeriodEndDate,2020-09-13 00:00:00.000
54181,billingPeriodEndDate,2020-12-31 00:00:00.000
49708,billingPeriodEndDate,2020-10-13 00:00:00.000
44591,billingPeriodEndDate,2020-09-05 00:00:00.000
16128,billingPeriodEndDate,2020-09-01 00:00:00.000
18281,billingPeriodEndDate,2020-12-13 00:00:00.000
45153,billingPeriodEndDate,2020-09-05 00:00:00.000
7957,billingPeriodEndDate,2020-08-12 00:00:00.000
45655,billingPeriodEndDate,2020-09-05 00:00:00.000
7670,billingPeriodEndDate,2020-09-12 00:00:00.000
22397,billingPeriodEndDate,2021-02-05 00:00:00.000
39932,billingPeriodEndDate,2020-10-05 00:00:00.000
3599,billingPeriodEndDate,2020-12-12 00:00:00.000
42263,billingPeriodEndDate,2020-09-05 00:00:00.000
7151,billingPeriodEndDate,2020-09-12 00:00:00.000
24771,billingPeriodEndDate,2021-02-05 00:00:00.000
28167,billingPeriodEndDate,2021-01-05 00:00:00.000
46391,billingPeriodEndDate,2020-08-05 00:00:00.000
11679,billingPeriodEndDate,2020-12-01 00:00:00.000
34500,billingPeriodEndDate,2020-10-05 00:00:00.000
52457,billingPeriodEndDate,2021-02-01 00:00:00.000
48871,billingPeriodEndDate,2020-10-13 00:00:00.000
7259,billingPeriodEndDate,2020-09-12 00:00:00.000
8536,billingPeriodEndDate,2020-08-12 00:00:00.000
9734,billingPeriodEndDate,2021-01-01 00:00:00.000
38140,billingPeriodEndDate,2020-10-05 00:00:00.000
5596,billingPeriodEndDate,2020-10-12 00:00:00.000
54215,billingPeriodEndDate,2020-10-31 00:00:00.000
23418,billingPeriodEndDate,2021-02-05 00:00:00.000
47308,billingPeriodEndDate,2020-12-13 00:00:00.000
1064,billingPeriodEndDate,2021-01-12 00:00:00.000
43433,billingPeriodEndDate,2020-09-05 00:00:00.000
10206,billingPeriodEndDate,2020-12-01 00:00:00.000
24852,billingPeriodEndDate,2021-02-05 00:00:00.000
15165,billingPeriodEndDate,2020-10-01 00:00:00.000
40558,billingPeriodEndDate,2020-10-05 00:00:00.000
32233,billingPeriodEndDate,2020-12-05 00:00:00.000
338,billingPeriodEndDate,2021-02-12 00:00:00.000
31242,billingPeriodEndDate,2020-12-05 00:00:00.000
42275,billingPeriodEndDate,2020-09-05 00:00:00.000
22373,billingPeriodEndDate,2021-02-05 00:00:00.000
10336,billingPeriodEndDate,2020-11-01 00:00:00.000
21888,billingPeriodEndDate,2021-01-05 00:00:00.000
13467,billingPeriodEndDate,2020-11-01 00:00:00.000
28705,billingPeriodEndDate,2021-01-05 00:00:00.000
26125,billingPeriodEndDate,2020-12-05 00:00:00.000
41607,billingPeriodEndDate,2020-09-05 00:00:00.000
33251,billingPeriodEndDate,2020-12-05 00:00:00.000
11555,billingPeriodEndDate,2020-12-01 00:00:00.000
53118,billingPeriodEndDate,2021-02-01 00:00:00.000
31760,billingPeriodEndDate,2020-12-05 00:00:00.000
37307,billingPeriodEndDate,2020-11-05 00:00:00.000
30581,billingPeriodEndDate,2020-11-05 00:00:00.000
2300,billingPeriodEndDate,2021-01-12 00:00:00.000
15499,billingPeriodEndDate,2020-10-01 00:00:00.000
11045,billingPeriodEndDate,2020-12-01 00:00:00.000
38019,billingPeriodEndDate,2020-11-05 00:00:00.000
5006,billingPeriodEndDate,2020-11-12 00:00:00.000
16190,billingPeriodEndDate,2020-09-01 00:00:00.000
23933,billingPeriodEndDate,2021-02-05 00:00:00.000
48467,billingPeriodEndDate,2020-11-13 00:00:00.000
42649,billingPeriodEndDate,2020-08-05 00:00:00.000
29687,billingPeriodEndDate,2020-12-05 00:00:00.000
47340,billingPeriodEndDate,2020-12-13 00:00:00.000
40619,billingPeriodEndDate,2020-10-05 00:00:00.000
54695,billingPeriodEndDate,2020-11-30 00:00:00.000
30749,billingPeriodEndDate,2020-12-05 00:00:00.000
49276,billingPeriodEndDate,2020-11-13 00:00:00.000
7524,billingPeriodEndDate,2020-09-12 00:00:00.000
24097,billingPeriodEndDate,2021-02-05 00:00:00.000
25558,billingPeriodEndDate,2021-01-05 00:00:00.000
38871,billingPeriodEndDate,2020-10-05 00:00:00.000
53725,billingPeriodEndDate,2020-12-31 00:00:00.000
19917,billingPeriodEndDate,2021-01-09 00:00:00.000
42071,billingPeriodEndDate,2020-09-05 00:00:00.000
46729,billingPeriodEndDate,2021-01-13 00:00:00.000
11874,billingPeriodEndDate,2020-12-01 00:00:00.000
17444,billingPeriodEndDate,2020-08-01 00:00:00.000
997,billingPeriodEndDate,2021-01-12 00:00:00.000
9855,billingPeriodEndDate,2021-01-01 00:00:00.000
45766,billingPeriodEndDate,2020-09-05 00:00:00.000
22525,billingPeriodEndDate,2021-02-05 00:00:00.000
46736,billingPeriodEndDate,2021-01-13 00:00:00.000
52576,billingPeriodEndDate,2021-02-01 00:00:00.000
2098,billingPeriodEndDate,2021-01-12 00:00:00.000
36351,billingPeriodEndDate,2020-11-05 00:00:00.000
41018,billingPeriodEndDate,2020-09-05 00:00:00.000
49184,billingPeriodEndDate,2020-11-13 00:00:00.000
25433,billingPeriodEndDate,2021-01-05 00:00:00.000
2039,billingPeriodEndDate,2020-12-12 00:00:00.000
13519,billingPeriodEndDate,2020-11-01 00:00:00.000
1635,billingPeriodEndDate,2020-12-12 00:00:00.000
26185,billingPeriodEndDate,2020-12-05 00:00:00.000
51463,billingPeriodEndDate,2020-08-13 00:00:00.000
23219,billingPeriodEndDate,2021-02-05 00:00:00.000
43760,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
10259,billingProfileId,/subscriptions/D3E17D2E-FA87-4E79-933D-B3159BDE6586
17794,billingProfileId,/subscriptions/0B99CA5C-439A-4841-9E1B-BC078BC5D07A
14970,billingProfileId,/subscriptions/D3E17D2E-FA87-4E79-933D-B3159BDE6586
30697,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
18863,billingProfileId,/subscriptions/8C1E1941-46B6-4BCE-A4EB-E9A27D69154F
54181,billingProfileId,/subscriptions/3B850C94-10AC-4E1B-8824-4D83A8002E5F
49708,billingProfileId,/subscriptions/BB0E5691-F47C-49AB-AF30-BFE9DD28BDBA
44591,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
16128,billingProfileId,/subscriptions/D3E17D2E-FA87-4E79-933D-B3159BDE6586
18281,billingProfileId,/subscriptions/8C1E1941-46B6-4BCE-A4EB-E9A27D69154F
45153,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
7957,billingProfileId,/subscriptions/ED42B78A-DAD6-4E14-89B9-E88191618C37
45655,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
7670,billingProfileId,/subscriptions/ED42B78A-DAD6-4E14-89B9-E88191618C37
22397,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
39932,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
3599,billingProfileId,/subscriptions/ED42B78A-DAD6-4E14-89B9-E88191618C37
42263,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
7151,billingProfileId,/subscriptions/ED42B78A-DAD6-4E14-89B9-E88191618C37
24771,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
28167,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
46391,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
11679,billingProfileId,/subscriptions/D3E17D2E-FA87-4E79-933D-B3159BDE6586
34500,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
52457,billingProfileId,/subscriptions/3B850C94-10AC-4E1B-8824-4D83A8002E5F
48871,billingProfileId,/subscriptions/BB0E5691-F47C-49AB-AF30-BFE9DD28BDBA
7259,billingProfileId,/subscriptions/ED42B78A-DAD6-4E14-89B9-E88191618C37
8536,billingProfileId,/subscriptions/ED42B78A-DAD6-4E14-89B9-E88191618C37
9734,billingProfileId,/subscriptions/D3E17D2E-FA87-4E79-933D-B3159BDE6586
38140,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
5596,billingProfileId,/subscriptions/ED42B78A-DAD6-4E14-89B9-E88191618C37
54215,billingProfileId,/subscriptions/3B850C94-10AC-4E1B-8824-4D83A8002E5F
23418,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
47308,billingProfileId,/subscriptions/BB0E5691-F47C-49AB-AF30-BFE9DD28BDBA
1064,billingProfileId,/subscriptions/ED42B78A-DAD6-4E14-89B9-E88191618C37
43433,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
10206,billingProfileId,/subscriptions/D3E17D2E-FA87-4E79-933D-B3159BDE6586
24852,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
15165,billingProfileId,/subscriptions/D3E17D2E-FA87-4E79-933D-B3159BDE6586
40558,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
32233,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
338,billingProfileId,/subscriptions/ED42B78A-DAD6-4E14-89B9-E88191618C37
31242,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
42275,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
22373,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
10336,billingProfileId,/subscriptions/D3E17D2E-FA87-4E79-933D-B3159BDE6586
21888,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
13467,billingProfileId,/subscriptions/D3E17D2E-FA87-4E79-933D-B3159BDE6586
28705,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
26125,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
41607,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
33251,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
11555,billingProfileId,/subscriptions/D3E17D2E-FA87-4E79-933D-B3159BDE6586
53118,billingProfileId,/subscriptions/3B850C94-10AC-4E1B-8824-4D83A8002E5F
31760,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
37307,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
30581,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
2300,billingProfileId,/subscriptions/ED42B78A-DAD6-4E14-89B9-E88191618C37
15499,billingProfileId,/subscriptions/D3E17D2E-FA87-4E79-933D-B3159BDE6586
11045,billingProfileId,/subscriptions/D3E17D2E-FA87-4E79-933D-B3159BDE6586
38019,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
5006,billingProfileId,/subscriptions/ED42B78A-DAD6-4E14-89B9-E88191618C37
16190,billingProfileId,/subscriptions/D3E17D2E-FA87-4E79-933D-B3159BDE6586
23933,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
48467,billingProfileId,/subscriptions/BB0E5691-F47C-49AB-AF30-BFE9DD28BDBA
42649,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
29687,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
47340,billingProfileId,/subscriptions/BB0E5691-F47C-49AB-AF30-BFE9DD28BDBA
40619,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
54695,billingProfileId,/subscriptions/3B850C94-10AC-4E1B-8824-4D83A8002E5F
30749,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
49276,billingProfileId,/subscriptions/BB0E5691-F47C-49AB-AF30-BFE9DD28BDBA
7524,billingProfileId,/subscriptions/ED42B78A-DAD6-4E14-89B9-E88191618C37
24097,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
25558,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
38871,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
53725,billingProfileId,/subscriptions/3B850C94-10AC-4E1B-8824-4D83A8002E5F
19917,billingProfileId,/subscriptions/611F324A-33AE-4DBA-BEC3-E6D83CC1B0E4
42071,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
46729,billingProfileId,/subscriptions/BB0E5691-F47C-49AB-AF30-BFE9DD28BDBA
11874,billingProfileId,/subscriptions/D3E17D2E-FA87-4E79-933D-B3159BDE6586
17444,billingProfileId,/subscriptions/D3E17D2E-FA87-4E79-933D-B3159BDE6586
