Datestamp,DayOfMonth,MonthNumberOfYear,Year,DayOfWeekNumber,MonthName,DayName,IsToday,Week Ending,DaysFromToday,Month-Year,MonthYearSortBy
2018-08-16 00:00:00.000,16,8,2018,5,"August","Thursday",False,2018-08-18 00:00:00.000,-108,"Aug-2018",201808
2018-08-17 00:00:00.000,17,8,2018,6,"August","Friday",False,2018-08-18 00:00:00.000,-107,"Aug-2018",201808
2018-08-18 00:00:00.000,18,8,2018,7,"August","Saturday",False,2018-08-18 00:00:00.000,-106,"Aug-2018",201808
2018-08-19 00:00:00.000,19,8,2018,1,"August","Sunday",False,2018-08-25 00:00:00.000,-105,"Aug-2018",201808
2018-08-20 00:00:00.000,20,8,2018,2,"August","Monday",False,2018-08-25 00:00:00.000,-104,"Aug-2018",201808
2018-08-21 00:00:00.000,21,8,2018,3,"August","Tuesday",False,2018-08-25 00:00:00.000,-103,"Aug-2018",201808
2018-08-22 00:00:00.000,22,8,2018,4,"August","Wednesday",False,2018-08-25 00:00:00.000,-102,"Aug-2018",201808
2018-08-23 00:00:00.000,23,8,2018,5,"August","Thursday",False,2018-08-25 00:00:00.000,-101,"Aug-2018",201808
2018-08-24 00:00:00.000,24,8,2018,6,"August","Friday",False,2018-08-25 00:00:00.000,-100,"Aug-2018",201808
2018-08-25 00:00:00.000,25,8,2018,7,"August","Saturday",False,2018-08-25 00:00:00.000,-99,"Aug-2018",201808
2018-08-26 00:00:00.000,26,8,2018,1,"August","Sunday",False,2018-09-01 00:00:00.000,-98,"Aug-2018",201808
2018-08-27 00:00:00.000,27,8,2018,2,"August","Monday",False,2018-09-01 00:00:00.000,-97,"Aug-2018",201808
2018-08-28 00:00:00.000,28,8,2018,3,"August","Tuesday",False,2018-09-01 00:00:00.000,-96,"Aug-2018",201808
2018-08-29 00:00:00.000,29,8,2018,4,"August","Wednesday",False,2018-09-01 00:00:00.000,-95,"Aug-2018",201808
2018-08-30 00:00:00.000,30,8,2018,5,"August","Thursday",False,2018-09-01 00:00:00.000,-94,"Aug-2018",201808
2018-08-31 00:00:00.000,31,8,2018,6,"August","Friday",False,2018-09-01 00:00:00.000,-93,"Aug-2018",201808
2018-09-01 00:00:00.000,1,9,2018,7,"September","Saturday",False,2018-09-01 00:00:00.000,-92,"Sep-2018",201809
2018-09-02 00:00:00.000,2,9,2018,1,"September","Sunday",False,2018-09-08 00:00:00.000,-91,"Sep-2018",201809
2018-09-03 00:00:00.000,3,9,2018,2,"September","Monday",False,2018-09-08 00:00:00.000,-90,"Sep-2018",201809
2018-09-04 00:00:00.000,4,9,2018,3,"September","Tuesday",False,2018-09-08 00:00:00.000,-89,"Sep-2018",201809
2018-09-05 00:00:00.000,5,9,2018,4,"September","Wednesday",False,2018-09-08 00:00:00.000,-88,"Sep-2018",201809
2018-09-06 00:00:00.000,6,9,2018,5,"September","Thursday",False,2018-09-08 00:00:00.000,-87,"Sep-2018",201809
2018-09-07 00:00:00.000,7,9,2018,6,"September","Friday",False,2018-09-08 00:00:00.000,-86,"Sep-2018",201809
2018-09-08 00:00:00.000,8,9,2018,7,"September","Saturday",False,2018-09-08 00:00:00.000,-85,"Sep-2018",201809
2018-09-09 00:00:00.000,9,9,2018,1,"September","Sunday",False,2018-09-15 00:00:00.000,-84,"Sep-2018",201809
2018-09-10 00:00:00.000,10,9,2018,2,"September","Monday",False,2018-09-15 00:00:00.000,-83,"Sep-2018",201809
2018-09-11 00:00:00.000,11,9,2018,3,"September","Tuesday",False,2018-09-15 00:00:00.000,-82,"Sep-2018",201809
2018-09-12 00:00:00.000,12,9,2018,4,"September","Wednesday",False,2018-09-15 00:00:00.000,-81,"Sep-2018",201809
2018-09-13 00:00:00.000,13,9,2018,5,"September","Thursday",False,2018-09-15 00:00:00.000,-80,"Sep-2018",201809
2018-09-14 00:00:00.000,14,9,2018,6,"September","Friday",False,2018-09-15 00:00:00.000,-79,"Sep-2018",201809
2018-09-15 00:00:00.000,15,9,2018,7,"September","Saturday",False,2018-09-15 00:00:00.000,-78,"Sep-2018",201809
2018-09-16 00:00:00.000,16,9,2018,1,"September","Sunday",False,2018-09-22 00:00:00.000,-77,"Sep-2018",201809
2018-09-17 00:00:00.000,17,9,2018,2,"September","Monday",False,2018-09-22 00:00:00.000,-76,"Sep-2018",201809
2018-09-18 00:00:00.000,18,9,2018,3,"September","Tuesday",False,2018-09-22 00:00:00.000,-75,"Sep-2018",201809
2018-09-19 00:00:00.000,19,9,2018,4,"September","Wednesday",False,2018-09-22 00:00:00.000,-74,"Sep-2018",201809
2018-09-20 00:00:00.000,20,9,2018,5,"September","Thursday",False,2018-09-22 00:00:00.000,-73,"Sep-2018",201809
2018-09-21 00:00:00.000,21,9,2018,6,"September","Friday",False,2018-09-22 00:00:00.000,-72,"Sep-2018",201809
2018-09-22 00:00:00.000,22,9,2018,7,"September","Saturday",False,2018-09-22 00:00:00.000,-71,"Sep-2018",201809
2018-09-23 00:00:00.000,23,9,2018,1,"September","Sunday",False,2018-09-29 00:00:00.000,-70,"Sep-2018",201809
2018-09-24 00:00:00.000,24,9,2018,2,"September","Monday",False,2018-09-29 00:00:00.000,-69,"Sep-2018",201809
2018-09-25 00:00:00.000,25,9,2018,3,"September","Tuesday",False,2018-09-29 00:00:00.000,-68,"Sep-2018",201809
2018-09-26 00:00:00.000,26,9,2018,4,"September","Wednesday",False,2018-09-29 00:00:00.000,-67,"Sep-2018",201809
2018-09-27 00:00:00.000,27,9,2018,5,"September","Thursday",False,2018-09-29 00:00:00.000,-66,"Sep-2018",201809
2018-09-28 00:00:00.000,28,9,2018,6,"September","Friday",False,2018-09-29 00:00:00.000,-65,"Sep-2018",201809
2018-09-29 00:00:00.000,29,9,2018,7,"September","Saturday",False,2018-09-29 00:00:00.000,-64,"Sep-2018",201809
2018-09-30 00:00:00.000,30,9,2018,1,"September","Sunday",False,2018-10-06 00:00:00.000,-63,"Sep-2018",201809
2018-10-01 00:00:00.000,1,10,2018,2,"October","Monday",False,2018-10-06 00:00:00.000,-62,"Oct-2018",201810
2018-10-02 00:00:00.000,2,10,2018,3,"October","Tuesday",False,2018-10-06 00:00:00.000,-61,"Oct-2018",201810
2018-10-03 00:00:00.000,3,10,2018,4,"October","Wednesday",False,2018-10-06 00:00:00.000,-60,"Oct-2018",201810
2018-10-04 00:00:00.000,4,10,2018,5,"October","Thursday",False,2018-10-06 00:00:00.000,-59,"Oct-2018",201810
2018-10-05 00:00:00.000,5,10,2018,6,"October","Friday",False,2018-10-06 00:00:00.000,-58,"Oct-2018",201810
2018-10-06 00:00:00.000,6,10,2018,7,"October","Saturday",False,2018-10-06 00:00:00.000,-57,"Oct-2018",201810
2018-10-07 00:00:00.000,7,10,2018,1,"October","Sunday",False,2018-10-13 00:00:00.000,-56,"Oct-2018",201810
2018-10-08 00:00:00.000,8,10,2018,2,"October","Monday",False,2018-10-13 00:00:00.000,-55,"Oct-2018",201810
2018-10-09 00:00:00.000,9,10,2018,3,"October","Tuesday",False,2018-10-13 00:00:00.000,-54,"Oct-2018",201810
2018-10-10 00:00:00.000,10,10,2018,4,"October","Wednesday",False,2018-10-13 00:00:00.000,-53,"Oct-2018",201810
2018-10-11 00:00:00.000,11,10,2018,5,"October","Thursday",False,2018-10-13 00:00:00.000,-52,"Oct-2018",201810
2018-10-12 00:00:00.000,12,10,2018,6,"October","Friday",False,2018-10-13 00:00:00.000,-51,"Oct-2018",201810
2018-10-13 00:00:00.000,13,10,2018,7,"October","Saturday",False,2018-10-13 00:00:00.000,-50,"Oct-2018",201810
2018-10-14 00:00:00.000,14,10,2018,1,"October","Sunday",False,2018-10-20 00:00:00.000,-49,"Oct-2018",201810
2018-10-15 00:00:00.000,15,10,2018,2,"October","Monday",False,2018-10-20 00:00:00.000,-48,"Oct-2018",201810
2018-10-16 00:00:00.000,16,10,2018,3,"October","Tuesday",False,2018-10-20 00:00:00.000,-47,"Oct-2018",201810
2018-10-17 00:00:00.000,17,10,2018,4,"October","Wednesday",False,2018-10-20 00:00:00.000,-46,"Oct-2018",201810
2018-10-18 00:00:00.000,18,10,2018,5,"October","Thursday",False,2018-10-20 00:00:00.000,-45,"Oct-2018",201810
2018-10-19 00:00:00.000,19,10,2018,6,"October","Friday",False,2018-10-20 00:00:00.000,-44,"Oct-2018",201810
2018-10-20 00:00:00.000,20,10,2018,7,"October","Saturday",False,2018-10-20 00:00:00.000,-43,"Oct-2018",201810
2018-10-21 00:00:00.000,21,10,2018,1,"October","Sunday",False,2018-10-27 00:00:00.000,-42,"Oct-2018",201810
2018-10-22 00:00:00.000,22,10,2018,2,"October","Monday",False,2018-10-27 00:00:00.000,-41,"Oct-2018",201810
2018-10-23 00:00:00.000,23,10,2018,3,"October","Tuesday",False,2018-10-27 00:00:00.000,-40,"Oct-2018",201810
2018-10-24 00:00:00.000,24,10,2018,4,"October","Wednesday",False,2018-10-27 00:00:00.000,-39,"Oct-2018",201810
2018-10-25 00:00:00.000,25,10,2018,5,"October","Thursday",False,2018-10-27 00:00:00.000,-38,"Oct-2018",201810
2018-10-26 00:00:00.000,26,10,2018,6,"October","Friday",False,2018-10-27 00:00:00.000,-37,"Oct-2018",201810
2018-10-27 00:00:00.000,27,10,2018,7,"October","Saturday",False,2018-10-27 00:00:00.000,-36,"Oct-2018",201810
2018-10-28 00:00:00.000,28,10,2018,1,"October","Sunday",False,2018-11-03 00:00:00.000,-35,"Oct-2018",201810
2018-10-29 00:00:00.000,29,10,2018,2,"October","Monday",False,2018-11-03 00:00:00.000,-34,"Oct-2018",201810
2018-10-30 00:00:00.000,30,10,2018,3,"October","Tuesday",False,2018-11-03 00:00:00.000,-33,"Oct-2018",201810
2018-10-31 00:00:00.000,31,10,2018,4,"October","Wednesday",False,2018-11-03 00:00:00.000,-32,"Oct-2018",201810
2018-11-01 00:00:00.000,1,11,2018,5,"November","Thursday",False,2018-11-03 00:00:00.000,-31,"Nov-2018",201811
2018-11-02 00:00:00.000,2,11,2018,6,"November","Friday",False,2018-11-03 00:00:00.000,-30,"Nov-2018",201811
2018-11-03 00:00:00.000,3,11,2018,7,"November","Saturday",False,2018-11-03 00:00:00.000,-29,"Nov-2018",201811
2018-11-04 00:00:00.000,4,11,2018,1,"November","Sunday",False,2018-11-10 00:00:00.000,-28,"Nov-2018",201811
2018-11-05 00:00:00.000,5,11,2018,2,"November","Monday",False,2018-11-10 00:00:00.000,-27,"Nov-2018",201811
2018-11-06 00:00:00.000,6,11,2018,3,"November","Tuesday",False,2018-11-10 00:00:00.000,-26,"Nov-2018",201811
2018-11-07 00:00:00.000,7,11,2018,4,"November","Wednesday",False,2018-11-10 00:00:00.000,-25,"Nov-2018",201811
2018-11-08 00:00:00.000,8,11,2018,5,"November","Thursday",False,2018-11-10 00:00:00.000,-24,"Nov-2018",201811
2018-11-09 00:00:00.000,9,11,2018,6,"November","Friday",False,2018-11-10 00:00:00.000,-23,"Nov-2018",201811
2018-11-10 00:00:00.000,10,11,2018,7,"November","Saturday",False,2018-11-10 00:00:00.000,-22,"Nov-2018",201811
2018-11-11 00:00:00.000,11,11,2018,1,"November","Sunday",False,2018-11-17 00:00:00.000,-21,"Nov-2018",201811
2018-11-12 00:00:00.000,12,11,2018,2,"November","Monday",False,2018-11-17 00:00:00.000,-20,"Nov-2018",201811
2018-11-13 00:00:00.000,13,11,2018,3,"November","Tuesday",False,2018-11-17 00:00:00.000,-19,"Nov-2018",201811
2018-11-14 00:00:00.000,14,11,2018,4,"November","Wednesday",False,2018-11-17 00:00:00.000,-18,"Nov-2018",201811
2018-11-15 00:00:00.000,15,11,2018,5,"November","Thursday",False,2018-11-17 00:00:00.000,-17,"Nov-2018",201811
2018-11-16 00:00:00.000,16,11,2018,6,"November","Friday",False,2018-11-17 00:00:00.000,-16,"Nov-2018",201811
2018-11-17 00:00:00.000,17,11,2018,7,"November","Saturday",False,2018-11-17 00:00:00.000,-15,"Nov-2018",201811
2018-11-18 00:00:00.000,18,11,2018,1,"November","Sunday",False,2018-11-24 00:00:00.000,-14,"Nov-2018",201811
2018-11-19 00:00:00.000,19,11,2018,2,"November","Monday",False,2018-11-24 00:00:00.000,-13,"Nov-2018",201811
2018-11-20 00:00:00.000,20,11,2018,3,"November","Tuesday",False,2018-11-24 00:00:00.000,-12,"Nov-2018",201811
2018-11-21 00:00:00.000,21,11,2018,4,"November","Wednesday",False,2018-11-24 00:00:00.000,-11,"Nov-2018",201811
2018-11-22 00:00:00.000,22,11,2018,5,"November","Thursday",False,2018-11-24 00:00:00.000,-10,"Nov-2018",201811
2018-11-23 00:00:00.000,23,11,2018,6,"November","Friday",False,2018-11-24 00:00:00.000,-9,"Nov-2018",201811
2018-11-24 00:00:00.000,24,11,2018,7,"November","Saturday",False,2018-11-24 00:00:00.000,-8,"Nov-2018",201811
2018-11-25 00:00:00.000,25,11,2018,1,"November","Sunday",False,2018-12-01 00:00:00.000,-7,"Nov-2018",201811
2018-11-26 00:00:00.000,26,11,2018,2,"November","Monday",False,2018-12-01 00:00:00.000,-6,"Nov-2018",201811
2018-11-27 00:00:00.000,27,11,2018,3,"November","Tuesday",False,2018-12-01 00:00:00.000,-5,"Nov-2018",201811
2018-11-28 00:00:00.000,28,11,2018,4,"November","Wednesday",False,2018-12-01 00:00:00.000,-4,"Nov-2018",201811
2018-11-29 00:00:00.000,29,11,2018,5,"November","Thursday",False,2018-12-01 00:00:00.000,-3,"Nov-2018",201811
2018-11-30 00:00:00.000,30,11,2018,6,"November","Friday",False,2018-12-01 00:00:00.000,-2,"Nov-2018",201811
2018-12-01 00:00:00.000,1,12,2018,7,"December","Saturday",False,2018-12-01 00:00:00.000,-1,"Dec-2018",201812
2018-12-03 00:00:00.000,3,12,2018,2,"December","Monday",False,2018-12-08 00:00:00.000,1,"Dec-2018",201812
2018-12-04 00:00:00.000,4,12,2018,3,"December","Tuesday",False,2018-12-08 00:00:00.000,2,"Dec-2018",201812
2018-12-05 00:00:00.000,5,12,2018,4,"December","Wednesday",False,2018-12-08 00:00:00.000,3,"Dec-2018",201812
2018-12-06 00:00:00.000,6,12,2018,5,"December","Thursday",False,2018-12-08 00:00:00.000,4,"Dec-2018",201812
2018-12-07 00:00:00.000,7,12,2018,6,"December","Friday",False,2018-12-08 00:00:00.000,5,"Dec-2018",201812
2018-12-08 00:00:00.000,8,12,2018,7,"December","Saturday",False,2018-12-08 00:00:00.000,6,"Dec-2018",201812
2018-12-09 00:00:00.000,9,12,2018,1,"December","Sunday",False,2018-12-15 00:00:00.000,7,"Dec-2018",201812
2018-12-10 00:00:00.000,10,12,2018,2,"December","Monday",False,2018-12-15 00:00:00.000,8,"Dec-2018",201812
2018-12-11 00:00:00.000,11,12,2018,3,"December","Tuesday",False,2018-12-15 00:00:00.000,9,"Dec-2018",201812
2018-12-12 00:00:00.000,12,12,2018,4,"December","Wednesday",False,2018-12-15 00:00:00.000,10,"Dec-2018",201812
2018-12-13 00:00:00.000,13,12,2018,5,"December","Thursday",False,2018-12-15 00:00:00.000,11,"Dec-2018",201812
2018-12-14 00:00:00.000,14,12,2018,6,"December","Friday",False,2018-12-15 00:00:00.000,12,"Dec-2018",201812
2018-12-15 00:00:00.000,15,12,2018,7,"December","Saturday",False,2018-12-15 00:00:00.000,13,"Dec-2018",201812
2018-12-16 00:00:00.000,16,12,2018,1,"December","Sunday",False,2018-12-22 00:00:00.000,14,"Dec-2018",201812
2018-12-17 00:00:00.000,17,12,2018,2,"December","Monday",False,2018-12-22 00:00:00.000,15,"Dec-2018",201812
2018-12-18 00:00:00.000,18,12,2018,3,"December","Tuesday",False,2018-12-22 00:00:00.000,16,"Dec-2018",201812
2018-12-19 00:00:00.000,19,12,2018,4,"December","Wednesday",False,2018-12-22 00:00:00.000,17,"Dec-2018",201812
2018-12-20 00:00:00.000,20,12,2018,5,"December","Thursday",False,2018-12-22 00:00:00.000,18,"Dec-2018",201812
2018-12-21 00:00:00.000,21,12,2018,6,"December","Friday",False,2018-12-22 00:00:00.000,19,"Dec-2018",201812
2018-12-22 00:00:00.000,22,12,2018,7,"December","Saturday",False,2018-12-22 00:00:00.000,20,"Dec-2018",201812
2018-12-23 00:00:00.000,23,12,2018,1,"December","Sunday",False,2018-12-29 00:00:00.000,21,"Dec-2018",201812
2018-12-24 00:00:00.000,24,12,2018,2,"December","Monday",False,2018-12-29 00:00:00.000,22,"Dec-2018",201812
2018-12-25 00:00:00.000,25,12,2018,3,"December","Tuesday",False,2018-12-29 00:00:00.000,23,"Dec-2018",201812
2018-12-26 00:00:00.000,26,12,2018,4,"December","Wednesday",False,2018-12-29 00:00:00.000,24,"Dec-2018",201812
2018-12-27 00:00:00.000,27,12,2018,5,"December","Thursday",False,2018-12-29 00:00:00.000,25,"Dec-2018",201812
2018-12-28 00:00:00.000,28,12,2018,6,"December","Friday",False,2018-12-29 00:00:00.000,26,"Dec-2018",201812
2018-12-29 00:00:00.000,29,12,2018,7,"December","Saturday",False,2018-12-29 00:00:00.000,27,"Dec-2018",201812
2018-12-30 00:00:00.000,30,12,2018,1,"December","Sunday",False,2019-01-05 00:00:00.000,28,"Dec-2018",201812
2018-12-31 00:00:00.000,31,12,2018,2,"December","Monday",False,2019-01-05 00:00:00.000,29,"Dec-2018",201812
2019-01-01 00:00:00.000,1,1,2019,3,"January","Tuesday",False,2019-01-05 00:00:00.000,30,"Jan-2019",201901
2019-01-02 00:00:00.000,2,1,2019,4,"January","Wednesday",False,2019-01-05 00:00:00.000,31,"Jan-2019",201901
2019-01-03 00:00:00.000,3,1,2019,5,"January","Thursday",False,2019-01-05 00:00:00.000,32,"Jan-2019",201901
2019-01-04 00:00:00.000,4,1,2019,6,"January","Friday",False,2019-01-05 00:00:00.000,33,"Jan-2019",201901
2019-01-05 00:00:00.000,5,1,2019,7,"January","Saturday",False,2019-01-05 00:00:00.000,34,"Jan-2019",201901
2019-01-06 00:00:00.000,6,1,2019,1,"January","Sunday",False,2019-01-12 00:00:00.000,35,"Jan-2019",201901
2019-01-07 00:00:00.000,7,1,2019,2,"January","Monday",False,2019-01-12 00:00:00.000,36,"Jan-2019",201901
2019-01-08 00:00:00.000,8,1,2019,3,"January","Tuesday",False,2019-01-12 00:00:00.000,37,"Jan-2019",201901
2019-01-09 00:00:00.000,9,1,2019,4,"January","Wednesday",False,2019-01-12 00:00:00.000,38,"Jan-2019",201901
2019-01-10 00:00:00.000,10,1,2019,5,"January","Thursday",False,2019-01-12 00:00:00.000,39,"Jan-2019",201901
2019-01-11 00:00:00.000,11,1,2019,6,"January","Friday",False,2019-01-12 00:00:00.000,40,"Jan-2019",201901
2019-01-12 00:00:00.000,12,1,2019,7,"January","Saturday",False,2019-01-12 00:00:00.000,41,"Jan-2019",201901
2019-01-13 00:00:00.000,13,1,2019,1,"January","Sunday",False,2019-01-19 00:00:00.000,42,"Jan-2019",201901
2019-01-14 00:00:00.000,14,1,2019,2,"January","Monday",False,2019-01-19 00:00:00.000,43,"Jan-2019",201901
2019-01-15 00:00:00.000,15,1,2019,3,"January","Tuesday",False,2019-01-19 00:00:00.000,44,"Jan-2019",201901
2019-01-16 00:00:00.000,16,1,2019,4,"January","Wednesday",False,2019-01-19 00:00:00.000,45,"Jan-2019",201901
2019-01-17 00:00:00.000,17,1,2019,5,"January","Thursday",False,2019-01-19 00:00:00.000,46,"Jan-2019",201901
2019-01-18 00:00:00.000,18,1,2019,6,"January","Friday",False,2019-01-19 00:00:00.000,47,"Jan-2019",201901
2019-01-19 00:00:00.000,19,1,2019,7,"January","Saturday",False,2019-01-19 00:00:00.000,48,"Jan-2019",201901
2019-01-20 00:00:00.000,20,1,2019,1,"January","Sunday",False,2019-01-26 00:00:00.000,49,"Jan-2019",201901
2019-01-21 00:00:00.000,21,1,2019,2,"January","Monday",False,2019-01-26 00:00:00.000,50,"Jan-2019",201901
2019-01-22 00:00:00.000,22,1,2019,3,"January","Tuesday",False,2019-01-26 00:00:00.000,51,"Jan-2019",201901
2019-01-23 00:00:00.000,23,1,2019,4,"January","Wednesday",False,2019-01-26 00:00:00.000,52,"Jan-2019",201901
2019-01-24 00:00:00.000,24,1,2019,5,"January","Thursday",False,2019-01-26 00:00:00.000,53,"Jan-2019",201901
2019-01-25 00:00:00.000,25,1,2019,6,"January","Friday",False,2019-01-26 00:00:00.000,54,"Jan-2019",201901
2019-01-26 00:00:00.000,26,1,2019,7,"January","Saturday",False,2019-01-26 00:00:00.000,55,"Jan-2019",201901
2019-01-27 00:00:00.000,27,1,2019,1,"January","Sunday",False,2019-02-02 00:00:00.000,56,"Jan-2019",201901
2019-01-28 00:00:00.000,28,1,2019,2,"January","Monday",False,2019-02-02 00:00:00.000,57,"Jan-2019",201901
2019-01-29 00:00:00.000,29,1,2019,3,"January","Tuesday",False,2019-02-02 00:00:00.000,58,"Jan-2019",201901
2019-01-30 00:00:00.000,30,1,2019,4,"January","Wednesday",False,2019-02-02 00:00:00.000,59,"Jan-2019",201901
2019-01-31 00:00:00.000,31,1,2019,5,"January","Thursday",False,2019-02-02 00:00:00.000,60,"Jan-2019",201901
2018-12-02 00:00:00.000,2,12,2018,1,"December","Sunday",True,2018-12-08 00:00:00.000,0,"Dec-2018",201812
