ProductKey,OrderDateKey,DueDateKey,ShipDateKey,ResellerKey,EmployeeKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmount,Freight,CarrierTrackingNumber,CustomerPONumber,OrderDate,DueDate,ShipDate,OrderDateKey_ORIGINALE,OrderDate_ORIGINALE
420,20120101,20120210,20120205,642,281,1,100,2,SO47052,41,1,4,141.615,566.46,0.0,0.0,104.7951,419.1804,566.46,45.3168,14.1615,1AAD-4284-B8,PO7424197138,2012-01-01 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000,20120129,2012-01-29 00:00:00.000
417,20120501,20120611,20120606,461,291,1,19,6,SO48339,30,1,2,324.4527,648.9054,0.0,0.0,300.1188,600.2376,648.9054,51.9124,16.2226,EAB2-42EA-9C,PO10614150674,2012-05-01 00:00:00.000,2012-06-11 00:00:00.000,2012-06-06 00:00:00.000,20120530,2012-05-30 00:00:00.000
558,20130101,20130209,20130204,381,281,1,100,3,SO51720,32,1,2,242.994,485.988,0.0,0.0,179.8156,359.6312,485.988,38.879,12.1497,E39F-4680-AC,PO15370128892,2013-01-01 00:00:00.000,2013-02-09 00:00:00.000,2013-02-04 00:00:00.000,20130128,2013-01-28 00:00:00.000
377,20120101,20120210,20120205,558,281,1,100,2,SO46948,2,1,1,1308.9375,1308.9375,0.0,0.0,1320.6838,1320.6838,1308.9375,104.715,32.7234,B040-4261-B3,PO18386128096,2012-01-01 00:00:00.000,2012-02-10 00:00:00.000,2012-02-05 00:00:00.000,20120129,2012-01-29 00:00:00.000
589,20130101,20130209,20130204,570,284,1,19,6,SO51754,1,1,1,461.694,461.694,0.0,0.0,419.7784,419.7784,461.694,36.9355,11.5424,4E14-4BC1-99,PO10991134499,2013-01-01 00:00:00.000,2013-02-09 00:00:00.000,2013-02-04 00:00:00.000,20130128,2013-01-28 00:00:00.000
293,20110501,20110612,20110607,581,287,1,100,4,SO44757,7,1,1,722.5949,722.5949,0.0,0.0,623.8403,623.8403,722.5949,57.8076,18.0649,C27A-4D15-8C,PO14964184059,2011-05-01 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,20110531,2011-05-31 00:00:00.000
456,20120501,20120611,20120606,695,283,1,100,3,SO48379,4,1,4,44.994,179.976,0.0,0.0,30.9334,123.7336,179.976,14.3981,4.4994,703B-461C-A7,PO7018165155,2012-05-01 00:00:00.000,2012-06-11 00:00:00.000,2012-06-06 00:00:00.000,20120530,2012-05-30 00:00:00.000
483,20130601,20130712,20130707,538,288,1,98,10,SO61238,22,1,4,72.0,288.0,0.0,0.0,44.88,179.52,288.0,23.04,7.2,0A37-46F4-8E,PO8410140860,2013-06-01 00:00:00.000,2013-07-12 00:00:00.000,2013-07-07 00:00:00.000,20130630,2013-06-30 00:00:00.000
500,20130101,20130209,20130204,230,295,1,36,8,SO51761,34,1,6,602.346,3614.076,0.0,0.0,601.7437,3610.4622,3614.076,289.1261,90.3519,056F-4C15-93,PO580111702,2013-01-01 00:00:00.000,2013-02-09 00:00:00.000,2013-02-04 00:00:00.000,20130128,2013-01-28 00:00:00.000
563,20130501,20130611,20130606,582,282,1,100,4,SO58907,14,1,1,1430.442,1430.442,0.0,0.0,1481.9379,1481.9379,1430.442,114.4354,35.7611,F365-4683-97,PO19372175613,2013-05-01 00:00:00.000,2013-06-11 00:00:00.000,2013-06-06 00:00:00.000,20130530,2013-05-30 00:00:00.000
348,20111001,20111110,20111105,385,282,1,100,4,SO46089,6,1,5,2024.994,10124.97,0.0,0.0,1898.0944,9490.472,10124.97,809.9976,253.1243,5E3C-4A0D-BD,PO5684142532,2011-10-01 00:00:00.000,2011-11-10 00:00:00.000,2011-11-05 00:00:00.000,20111029,2011-10-29 00:00:00.000
223,20110801,20110910,20110905,91,286,1,100,1,SO45549,17,1,3,5.1865,15.5595,0.0,0.0,5.7052,17.1156,15.5595,1.2448,0.389,E477-44D2-B0,PO783111978,2011-08-01 00:00:00.000,2011-09-10 00:00:00.000,2011-09-05 00:00:00.000,20110829,2011-08-29 00:00:00.000
605,20130301,20130411,20130406,404,285,1,100,5,SO55313,6,1,1,323.994,323.994,0.0,0.0,343.6496,343.6496,323.994,25.9195,8.0999,E5E5-4D8A-89,PO3741111643,2013-03-01 00:00:00.000,2013-04-11 00:00:00.000,2013-04-06 00:00:00.000,20130330,2013-03-30 00:00:00.000
474,20131001,20131110,20131105,632,292,1,100,7,SO69447,1,1,4,41.994,167.976,0.0,0.0,26.1763,104.7052,167.976,13.4381,4.1994,1C7A-4B97-AA,PO11223139140,2013-10-01 00:00:00.000,2013-11-10 00:00:00.000,2013-11-05 00:00:00.000,20131029,2013-10-29 00:00:00.000
217,20130801,20130910,20130905,408,284,1,19,6,SO65189,26,1,9,20.994,188.946,0.0,0.0,13.0863,117.7767,188.946,15.1157,4.7237,985E-4937-94,PO14761195376,2013-08-01 00:00:00.000,2013-09-10 00:00:00.000,2013-09-05 00:00:00.000,20130829,2013-08-29 00:00:00.000
