Orders,Base,Lift,Jack,Tax,OrderKey
"ORD0000759",14.78,,,,"ORD0000759______"
"ORD000076",14.78,,,,"ORD000076_______"
"ORD0000760",27.04,,,,"ORD0000760______"
"ORD0000761",16.53,,,,"ORD0000761______"
"ORD0000762",16.01,,,,"ORD0000762______"
"ORD0000763",11.37,,,,"ORD0000763______"
"ORD0000765",22.15,,,,"ORD0000765______"
"ORD0000766",12.9,,,,"ORD0000766______"
"ORD0000767",14.6,,,,"ORD0000767______"
"ORD0000768",18.1,,,,"ORD0000768______"
"ORD0000769",11.71,,,,"ORD0000769______"
"ORD000077, ORD000079",50.04,,,,"ORD000077_______, ORD000079_______"
"ORD0000770",20.59,,,,"ORD0000770______"
"ORD0000771",14.38,,,,"ORD0000771______"
"ORD0000772",12.66,,,,"ORD0000772______"
"ORD0000773",6.12,,,,"ORD0000773______"
"ORD0000774",2.98,,,,"ORD0000774______"
"ORD0000775",5.98,,,,"ORD0000775______"
"ORD0000776",1.9,,,,"ORD0000776______"
"ORD0000779",12.85,,,,"ORD0000779______"
"ORD0000780",23.4,,,,"ORD0000780______"
"ORD0000783",1.66,,,,"ORD0000783______"
"ORD0000786",7.96,,,,"ORD0000786______"
"ORD0000787",12.54,,,,"ORD0000787______"
"ORD0000788",1.89,,,,"ORD0000788______"
"ORD0000789",38.33,,,,"ORD0000789______"
"ORD0000790",0.92,,,,"ORD0000790______"
"ORD0000791",18.41,,,,"ORD0000791______"
"ORD0000792",11.15,,,,"ORD0000792______"
"ORD0000793",14.52,,,,"ORD0000793______"
"ORD0000794",6.19,,,,"ORD0000794______"
"ORD0000796",17.89,,,,"ORD0000796______"
"ORD0000797",29.48,,,,"ORD0000797______"
"ORD0000798",27.44,,,,"ORD0000798______"
"ORD0000799",9.66,,,,"ORD0000799______"
"ORD000080",9.66,,,,"ORD000080_______"
"ORD0000800",1.1,,,,"ORD0000800______"
"ORD0000801",14.51,,,,"ORD0000801______"
"ORD0000804",25.64,,,,"ORD0000804______"
"ORD0000805",10.26,,,,"ORD0000805______"
"ORD0000807",4.42,,,,"ORD0000807______"
"ORD0000808",20.03,,,,"ORD0000808______"
"ORD0000809",2.74,,,,"ORD0000809______"
"ORD000081",2.74,,,,"ORD000081_______"
"ORD0000812",13.27,,,,"ORD0000812______"
"ORD0000813",0.81,,,,"ORD0000813______"
"ORD0000815",23.2,,,,"ORD0000815______"
"ORD0000816",36.78,,,,"ORD0000816______"
"ORD0000819, ORD0000818",30.730000000000004,,,,"ORD0000819______, ORD0000818______"
"ORD000082",22.42,,,,"ORD000082_______"
"ORD000083",28.08,,,,"ORD000083_______"
"ORD000084",28.08,,,,"ORD000084_______"
"ORD000085",28.08,,,,"ORD000085_______"
"ORD000086, ORD000087",28.08,,,,"ORD000086_______, ORD000087_______"
"ORD000088",28.08,,,,"ORD000088_______"
"ORD000090",28.08,,,,"ORD000090_______"
"ORD000091",28.08,,,,"ORD000091_______"
"ORD000092, ORD000094",56.16,,,,"ORD000092_______, ORD000094_______"
"ORD000095",28.08,,,,"ORD000095_______"
"ORD000096",28.08,,,,"ORD000096_______"
"ORD000098",28.08,,,,"ORD000098_______"
"ORD000099",28.08,,,,"ORD000099_______"
"ORD0000100",4.15,4.15,,,"ORD0000100______"
"ORD0000102",4.15,4.15,,,"ORD0000102______"
"ORD0000116",3.65,3.65,,,"ORD0000116______"
"ORD0000118",17.065,17.065,,,"ORD0000118______"
"ORD0000124",8.64,8.64,,,"ORD0000124______"
"ORD0000131",7.49,7.49,,,"ORD0000131______"
"ORD0000134",2.74,2.74,,,"ORD0000134______"
"ORD0000143, ORD0000144",14.440000000000001,14.440000000000001,,,"ORD0000143______, ORD0000144______"
"ORD0000148",11.665,11.665,,,"ORD0000148______"
"ORD0000152, ORD0000153",25.615000000000002,25.615000000000002,,,"ORD0000152______, ORD0000153______"
"ORD0000155",13.49,13.49,,,"ORD0000155______"
"ORD0000165",11.485,11.485,,,"ORD0000165______"
"ORD000017",0.57,0.57,,,"ORD000017_______"
"ORD0000176, ORD0000177",7.2999999999999989,7.2999999999999989,,,"ORD0000176______, ORD0000177______"
"ORD0000180",6.73,6.73,,,"ORD0000180______"
"ORD0000207",1.28,1.28,,,"ORD0000207______"
"ORD0000209",11.975,11.975,,,"ORD0000209______"
"ORD000021",11.975,11.975,,,"ORD000021_______"
"ORD0000213, ORD0000219",13.855,13.855,,,"ORD0000213______, ORD0000219______"
"ORD0000216, ORD0000218",9.71,9.71,,,"ORD0000216______, ORD0000218______"
"ORD0000226",0.665,0.665,,,"ORD0000226______"
"ORD000023",6.44,6.44,,,"ORD000023_______"
"ORD0000240",5.685,5.685,,,"ORD0000240______"
"ORD0000254, ORD0000258",7.215,7.215,,,"ORD0000254______, ORD0000258______"
"ORD0000268, ORD0000269",10.775,10.775,,,"ORD0000268______, ORD0000269______"
"ORD0000271, ORD0000272",24.299999999999997,24.299999999999997,,,"ORD0000271______, ORD0000272______"
"ORD0000281",5.325,5.325,,,"ORD0000281______"
"ORD0000299",6.27,6.27,,,"ORD0000299______"
"ORD0000307, ORD0000308",9.01,9.01,,,"ORD0000307______, ORD0000308______"
"ORD0000320",3.025,3.025,,,"ORD0000320______"
"ORD0000322",9.005,9.005,,,"ORD0000322______"
"ORD0000324, ORD0000325",11.879999999999999,11.879999999999999,,,"ORD0000324______, ORD0000325______"
"ORD0000336",14.255,14.255,,,"ORD0000336______"
"ORD000034",8.945,8.945,,,"ORD000034_______"
"ORD0000343",0.445,0.445,,,"ORD0000343______"
"ORD0000348",11.025,11.025,,,"ORD0000348______"
"ORD0000354, ORD0000355",8.58,8.58,,,"ORD0000354______, ORD0000355______"
"ORD0000359",2.365,2.365,,,"ORD0000359______"
"ORD0000371",12.095,12.095,,,"ORD0000371______"
"ORD0000375, ORD0000376",16.134999999999998,16.134999999999998,,,"ORD0000375______, ORD0000376______"
"ORD0000392",9.12,9.12,,,"ORD0000392______"
"ORD0000397, ORD0000398",11.48,11.48,,,"ORD0000397______, ORD0000398______"
"ORD00004",4.72,4.72,,,"ORD00004________"
"ORD0000423",2.65,2.65,,,"ORD0000423______"
"ORD0000436",4.705,4.705,,,"ORD0000436______"
"ORD0000439",2.395,2.395,,,"ORD0000439______"
"ORD000044",2.395,2.395,,,"ORD000044_______"
"ORD0000442",11.545,11.545,,,"ORD0000442______"
"ORD0000447, ORD0000448",23.645000000000003,23.645000000000003,,,"ORD0000447______, ORD0000448______"
"ORD0000453, ORD0000454",13.965,13.965,,,"ORD0000453______, ORD0000454______"
"ORD0000463",2.22,2.22,,,"ORD0000463______"
"ORD0000466",5.305,5.305,,,"ORD0000466______"
"ORD0000474",9.99,9.99,,,"ORD0000474______"
"ORD0000489, ORD0000490",18.945,18.945,,,"ORD0000489______, ORD0000490______"
"ORD0000505",8.845,8.845,,,"ORD0000505______"
"ORD0000512",6.415,6.415,,,"ORD0000512______"
"ORD0000514, ORD0000521",14.635,14.635,,,"ORD0000514______, ORD0000521______"
"ORD0000518",0.39,0.39,,,"ORD0000518______"
"ORD0000520",3.275,3.275,,,"ORD0000520______"
"ORD000054",3.69,3.69,,,"ORD000054_______"
"ORD0000541",3.13,3.13,,,"ORD0000541______"
"ORD0000553",15.54,15.54,,,"ORD0000553______"
"ORD0000561",12.39,12.39,,,"ORD0000561______"
"ORD0000566, ORD0000567",8.135,8.135,,,"ORD0000566______, ORD0000567______"
"ORD0000577",3.935,3.935,,,"ORD0000577______"
"ORD000058",9.8,9.8,,,"ORD000058_______"
"ORD0000594, ORD0000598",24.725,24.725,,,"ORD0000594______, ORD0000598______"
"ORD0000597",8.505,8.505,,,"ORD0000597______"
"ORD0000610, ORD0000611",8.955,8.955,,,"ORD0000610______, ORD0000611______"
"ORD0000624, ORD0000625",15.610000000000001,15.610000000000001,,,"ORD0000624______, ORD0000625______"
"ORD000063, ORD000064",12.445,12.445,,,"ORD000063_______, ORD000064_______"
"ORD0000630",11.97,11.97,,,"ORD0000630______"
"ORD0000636, ORD0000640",12.149999999999999,12.149999999999999,,,"ORD0000636______, ORD0000640______"
"ORD0000639",1.705,1.705,,,"ORD0000639______"
"ORD0000645, ORD0000647",18.325,18.325,,,"ORD0000645______, ORD0000647______"
"ORD0000646",9.52,9.52,,,"ORD0000646______"
"ORD0000668",10.975,10.975,,,"ORD0000668______"
"ORD0000670",2.435,2.435,,,"ORD0000670______"
"ORD0000681",16.585,16.585,,,"ORD0000681______"
"ORD0000690",6.825,6.825,,,"ORD0000690______"
"ORD000071",8.82,8.82,,,"ORD000071_______"
"ORD0000711",8.16,8.16,,,"ORD0000711______"
"ORD000074",3.65,3.65,,,"ORD000074_______"
"ORD0000756",1.22,1.22,,,"ORD0000756______"
"ORD000078",6.425,6.425,,,"ORD000078_______"
"ORD0000784, ORD0000785",16.045,16.045,,,"ORD0000784______, ORD0000785______"
"ORD00008",4.83,4.83,,,"ORD00008________"
"ORD0000802, ORD0000803",9.745000000000001,9.745000000000001,,,"ORD0000802______, ORD0000803______"
"ORD000089",14.04,14.04,,,"ORD000089_______"
"ORD000093",14.04,14.04,,,"ORD000093_______"
"ORD000097",14.04,14.04,,,"ORD000097_______"
"ORD0000109",6.2250000000000005,2.075,2.075,,"ORD0000109______"
"ORD0000111, ORD0000119",19.604999999999997,6.535,6.535,,"ORD0000111______, ORD0000119______"
"ORD000012, ORD000013",19.3425,6.4475,6.4475,,"ORD000012_______, ORD000013_______"
"ORD0000129",5.2125,1.7375,1.7375,,"ORD0000129______"
"ORD0000142, ORD0000149",23.130000000000003,7.71,7.71,,"ORD0000142______, ORD0000149______"
"ORD000015, ORD000018",10.094999999999999,3.365,3.365,,"ORD000015_______, ORD000018_______"
"ORD0000170",5.38,0.89666666666666661,0.89666666666666661,0.89666666666666661,"ORD0000170______"
"ORD0000199, ORD0000200",12.967500000000001,4.3225,4.3225,,"ORD0000199______, ORD0000200______"
"ORD0000212, ORD0000214",30.622499999999995,10.2075,10.2075,,"ORD0000212______, ORD0000214______"
"ORD0000217",5.49,1.83,1.83,,"ORD0000217______"
"ORD0000220",9.45,3.15,3.15,,"ORD0000220______"
"ORD0000235",4.095,1.365,1.365,,"ORD0000235______"
"ORD0000244",2.245,0.3741666666666667,0.3741666666666667,0.3741666666666667,"ORD0000244______"
"ORD0000256",2.745,0.915,0.915,,"ORD0000256______"
"ORD0000262",7.98,2.66,2.66,,"ORD0000262______"
"ORD0000286, ORD0000288",11.6475,3.8825000000000003,3.8825000000000003,,"ORD0000286______, ORD0000288______"
"ORD0000287, ORD0000289",5.3175,1.7725,1.7725,,"ORD0000287______, ORD0000289______"
"ORD000029",2.565,0.855,0.855,,"ORD000029_______"
"ORD0000309",3.2,0.53333333333333333,0.53333333333333333,0.53333333333333333,"ORD0000309______"
"ORD0000331",7.9499999999999993,2.65,2.65,,"ORD0000331______"
"ORD0000365",1.8375000000000001,0.6125,0.6125,,"ORD0000365______"
"ORD0000386",2.93,0.48833333333333334,0.48833333333333334,0.48833333333333334,"ORD0000386______"
"ORD0000403, ORD0000404",26.97,8.99,8.99,,"ORD0000403______, ORD0000404______"
"ORD0000412",12.0825,4.0275,4.0275,,"ORD0000412______"
"ORD0000432, ORD0000437",14.92,2.4866666666666668,2.4866666666666668,2.4866666666666668,"ORD0000432______, ORD0000437______"
"ORD0000445",18.9,6.3,6.3,,"ORD0000445______"
"ORD0000486, ORD0000487",26.205000000000002,8.735,8.735,,"ORD0000486______, ORD0000487______"
"ORD0000496",5.67,1.89,1.89,,"ORD0000496______"
"ORD000052, ORD000055",19.544999999999998,3.2575,3.2575,3.2575,"ORD000052_______, ORD000055_______"
"ORD0000523",20.79,6.93,6.93,,"ORD0000523______"
"ORD0000539, ORD0000542",9.195,3.065,3.065,,"ORD0000539______, ORD0000542______"
"ORD0000570",10.245000000000001,3.415,3.415,,"ORD0000570______"
"ORD0000584",10.4025,3.4675,3.4675,,"ORD0000584______"
"ORD0000600",0.585,0.195,0.195,,"ORD0000600______"
"ORD0000615",7.17,2.39,2.39,,"ORD0000615______"
"ORD0000661",7.2975,2.4325,2.4325,,"ORD0000661______"
"ORD0000676",14.21,2.3683333333333336,2.3683333333333336,2.3683333333333336,"ORD0000676______"
"ORD0000700",6.425,1.0708333333333333,1.0708333333333333,1.0708333333333333,"ORD0000700______"
"ORD0000721",3.21,1.07,1.07,,"ORD0000721______"
"ORD0000732, ORD0000734",14.737499999999999,4.9125,4.9125,,"ORD0000732______, ORD0000734______"
"ORD0000742",8.879999999999999,2.96,2.96,,"ORD0000742______"
"ORD0000764",6.7200000000000006,2.24,2.24,,"ORD0000764______"
"ORD0000777, ORD0000778",15.54,5.18,5.18,,"ORD0000777______, ORD0000778______"
"ORD0000781, ORD0000782",33.120000000000005,11.04,11.04,,"ORD0000781______, ORD0000782______"
"ORD0000795",14.850000000000001,4.95,4.95,,"ORD0000795______"
"ORD0000806",2.24,0.37333333333333335,0.37333333333333335,0.37333333333333335,"ORD0000806______"
"ORD0000810, ORD0000811",21.9375,7.3125,7.3125,,"ORD0000810______, ORD0000811______"
"ORD0000814",20.137500000000003,6.7125,6.7125,,"ORD0000814______"
"ORD0000817, ORD0000820",48.5325,16.177500000000002,16.177500000000002,,"ORD0000817______, ORD0000820______"
