facet,tweetid
"#powerpoint",9982
"#powerpoint",9983
"#powerpoint",9984
"#powerpoint",9985
"#powerpoint",9986
"#powerpoint",9987
"#powerpoint",9988
"#powerpoint",9989
"#powerpoint",9990
"#powerpoint",9992
"#powerpoint",9994
"#powerpoint",9999
"#powerpoint",10000
"#powerpoint",10001
"#powerpoint",10007
"#powerpoint",10008
"#powerpoint",10013
"#powerpoint",10014
"#powerpoint",10017
"#powerpoint",10022
"#powerpoint",10024
"#powerpoint",10025
"#powerpoint",10028
"#powerpoint",10029
"#powerpoint",10031
"#powerpoint",10039
"#powerpoint",10041
"#powerpoint",10044
"#powerpoint",10047
"#powerpoint",10048
"#powerpoint",10049
"#powerpoint",10055
"#powerpoint",10056
"#powerpoint",10057
"#powerpoint",10060
"#powerpoint",10076
"#powerpoint",10077
"#powerpoint",10079
"#powerpoint",10081
"#powerpoint",10086
"#powerpoint",10087
"#powerpoint",10088
"#powerpoint",10095
"#powerpoint",10099
"#powerpoint",10100
"#powerpoint",10101
"#powerpoint",10114
"#powerpoint",10115
"#powerpoint",10122
"#powerpoint",10123
"#powerpoint",10124
"#powerpoint",10127
"#powerpoint",10129
"#powerpoint",10134
"#powerpoint",10138
"#powerpoint",10152
"#powerpoint",10153
"#powerpoint",10157
"#powerpoint",10158
"#powerpoint",10169
"#powerpoint",10174
"#powerpoint",10175
"#powerpoint",10176
"#powerpoint",10179
"#powerpoint",10180
"#powerpoint",10181
"#powerpoint",10184
"#powerpoint",10186
"#powerpoint",10189
"#powerpoint",10190
"#powerpoint",10192
"#powerpoint",10194
"#powerpoint",10195
"#powerpoint",10196
"#powerpoint",10198
"#powerpoint",10200
"#powerpoint",10208
"#powerpoint",10209
"#powerpoint",10214
"#powerpoint",10215
"#powerpoint",10216
"#powerpoint",10218
"#powerpoint",10220
"#powerpoint",10223
"#powerpoint",10226
"#powerpoint",10233
"#powerpoint",10238
"#powerpoint",10247
"#powerpoint",10248
"#powerpoint",10249
"#powerpoint",10250
"#powerpoint",10251
"#powerpoint",10255
"#powerpoint",10261
"#powerpoint",10263
"#powerpoint",10264
"#powerpoint",10266
"#powerpoint",10268
"#powerpoint",10269
"#powerpoint",10271
"#powerpoint",10273
"#powerpoint",10276
"#powerpoint",10281
"#powerpoint",10282
"#powerpoint",10285
"#powerpoint",10286
"#powerpoint",10288
"#powerpoint",10293
"#powerpoint",10295
"#powerpoint",10296
"#powerpoint",10299
"#powerpoint",10302
"#powerpoint",10303
"#powerpoint",10305
"#powerpoint",10306
"#powerpoint",10313
"#powerpoint",10314
"#powerpoint",10324
"#powerpoint",10325
"#powerpoint",10327
"#powerpoint",10328
"#powerpoint",10329
"#powerpoint",10330
"#powerpoint",10333
"#powerpoint",10334
"#powerpoint",10340
"#powerpoint",10342
"#powerpoint",10343
"#powerpoint",10345
"#powerpoint",10351
"#powerpoint",10353
"#powerpoint",10354
"#powerpoint",10355
"#powerpoint",10359
"#powerpoint",10360
"#powerpoint",10361
"#powerpoint",10362
"#powerpoint",10364
"#powerpoint",10367
"#powerpoint",10370
"#powerpoint",10371
"#powerpoint",10373
"#powerpoint",10380
"#powerpoint",10381
"#powerpoint",10385
"#powerpoint",10388
"#powerpoint",10390
"#powerpoint",10391
"#powerpoint",10393
"#powerpoint",10395
"#powerpoint",10397
"#powerpoint",10398
"#powerpoint",10399
"#powerpoint",10400
"#powerpoint",10411
"#powerpoint",10412
"#powerpoint",10414
"#powerpoint",10415
"#powerpoint",10416
"#powerpoint",10421
"#powerpoint",10422
"#powerpoint",10424
"#powerpoint",10425
"#powerpoint",10429
"#powerpoint",10430
"#powerpoint",10433
"#powerpoint",10434
"#powerpoint",10435
"#powerpoint",10447
"#powerpoint",10449
"#powerpoint",10450
"#powerpoint",10452
"#powerpoint",10453
"#powerpoint",10457
"#powerpoint",10458
"#powerpoint",10459
"#powerpoint",10461
"#powerpoint",10462
"#powerpoint",10464
"#powerpoint",10465
"#powerpoint",10466
"#powerpoint",10467
"#powerpoint",10469
"#powerpoint",10470
"#powerpoint",10471
"#powerpoint",10472
"#powerpoint",10473
"#powerpoint",10476
"#powerpoint",10489
"#powerpoint",10491
"#powerpoint",10495
"#powerpoint",10496
"#powerpoint",10497
"#powerpoint",10505
"#powerpoint",10506
"#powerpoint",10516
"#powerpoint",10520
"#powerpoint",10528
"#powerpoint",10530
"#powerpoint",10534
"#powerpoint",10537
"#powerpoint",10538
"#powerpoint",10539
"#powerpoint",10540
"#powerpoint",10541
"#powerpoint",10542
"#powerpoint",10543
"#powerpoint",10544
"#powerpoint",10545
"#powerpoint",10548
"#powerpoint",10549
"#powerpoint",10552
"#powerpoint",10555
"#powerpoint",10556
"#powerpoint",10559
"#powerpoint",10560
"#powerpoint",10561
"#powerpoint",10562
"#powerpoint",10585
"#powerpoint",10586
"#powerpoint",10588
"#powerpoint",10593
"#powerpoint",10595
"#powerpoint",10596
"#powerpoint",10600
"#powerpoint",10601
"#powerpoint",10607
"#powerpoint",10608
"#powerpoint",10617
"#powerpoint",10618
"#powerpoint",10620
"#powerpoint",10621
"#powerpoint",10622
"#powerpoint",10623
"#powerpoint",10625
"#powerpoint",10626
"#powerpoint",10627
"#powerpoint",10628
"#powerpoint",10631
"#powerpoint",10632
"#powerpoint",10634
"#powerpoint",10635
"#powerpoint",10641
"#powerpoint",10642
"#powerpoint",10643
"#powerpoint",10648
"#powerpoint",10658
"#powerpoint",10662
"#powerpoint",10663
"#powerpoint",10664
"#powerpoint",10667
"#powerpoint",10670
"#powerpoint",10673
"#powerpoint",10679
"#powerpoint",10684
"#powerpoint",10685
"#powerpoint",10686
"#powerpoint",10688
"#powerpoint",10691
"#powerpoint",10693
"#powerpoint",10696
"#powerpoint",10699
"#powerpoint",10701
"#powerpoint",10701
"#powerpoint",10702
"#powerpoint",10711
"#powerpoint",10720
"#powerpoint",10737
"#powerpoint",10738
"#powerpoint",10743
"#powerpoint",10745
"#powerpoint",10747
"#powerpoint",10755
"#powerpoint",10758
"#powerpoint",10762
"#powerpoint",10764
"#powerpoint",10766
"#powerpoint",10767
"#powerpoint",10771
"#powerpoint",10772
"#powerpoint",10773
"#powerpoint",10774
"#powerpoint",10776
"#powerpoint",10777
"#powerpoint",10778
"#powerpoint",10780
"#powerpoint",10782
"#powerpoint",10786
"#powerpoint",10787
"#powerpoint",10788
"#powerpoint",10790
"#powerpoint",10792
"#powerpoint",10795
"#powerpoint",10796
"#powerpoint",10796
"#powerpoint",10797
"#powerpoint",10798
"#powerpoint",10799
"#powerpoint",10800
"#powerpoint",10802
"#powerpoint",10804
"#powerpoint",10806
"#powerpoint",10809
"#powerpoint",10810
"#powerpoint",10815
"#powerpoint",10828
"#powerpoint",10829
"#powerpoint",10840
"#powerpoint",10850
"#powerpoint",10851
"#powerpoint",10852
"#powerpoint",10853
"#powerpoint",10854
"#powerpoint",10862
"#powerpoint",10869
"#powerpoint",10871
"#powerpoint",10875
"#powerpoint",10877
"#powerpoint",10878
"#powerpoint",10881
"#powerpoint",10882
"#powerpoint",10885
"#powerpoint",10888
"#powerpoint",10889
"#powerpoint",10891
"#powerpoint",10892
"#powerpoint",10893
"#powerpoint",10894
"#powerpoint",10897
"#powerpoint",10907
"#powerpoint",10908
"#powerpoint",10920
"#powerpoint",10921
"#powerpoint",10923
"#powerpoint",10926
"#powerpoint",10928
"#powerpoint",10929
"#powerpoint",10930
"#powerpoint",10931
"#powerpoint",10939
"#powerpoint",10940
"#powerpoint",10942
"#powerpoint",10945
"#powerpoint",10947
"#powerpoint",10949
"#powerpoint",10950
"#powerpoint",10953
"#powerpoint",10958
"#powerpoint",10959
"#powerpoint",10962
"#powerpoint",10966
"#powerpoint",10967
"#powerpoint",10970
"#powerpoint",10974
"#powerpoint",10977
"#powerpoint",10979
"#powerpoint",10981
"#powerpoint",10981
"#powerpoint",10984
"#powerpoint",10985
"#powerpoint",10986
"#powerpoint",10988
"#powerpoint",10991
"#powerpoint",10992
"#powerpoint",10995
"#powerpoint",10996
"#powerpoint",10999
"#powerpoint",11002
"#powerpoint",11006
"#powerpoint",11008
"#powerpoint",11009
"#powerpoint",11010
"#powerpoint",11011
"#powerpoint",11012
"#powerpoint",11018
"#powerpoint",11019
"#powerpoint",11021
"#powerpoint",11025
"#powerpoint",11029
"#powerpoint",11038
"#powerpoint",11040
"#powerpoint",11041
"#powerpoint",11043
"#powerpoint",11045
"#powerpoint",11046
"#powerpoint",11048
"#powerpoint",11049
"#powerpoint",11050
"#powerpoint",11052
"#powerpoint",11053
"#powerpoint",11054
"#powerpoint",11055
"#powerpoint",11058
"#powerpoint",11059
"#powerpoint",11060
"#powerpoint",11071
"#powerpoint",11072
"#powerpoint",11073
"#powerpoint",11075
"#powerpoint",11076
"#powerpoint",11078
"#powerpoint",11079
"#powerpoint",11093
"#powerpoint",11094
"#powerpoint",11095
"#powerpoint",11098
"#powerpoint",11099
"#powerpoint",11101
"#powerpoint",11103
"#powerpoint",11104
"#powerpoint",11105
"#powerpoint",11108
"#powerpoint",11109
"#powerpoint",11110
"#powerpoint",11111
"#powerpoint",11112
"#powerpoint",11119
"#powerpoint",11122
"#powerpoint",11123
"#powerpoint",11125
"#powerpoint",11129
"#powerpoint",11131
"#powerpoint",11136
"#powerpoint",11137
"#powerpoint",11148
"#powerpoint",11150
"#powerpoint",11153
"#powerpoint",11157
"#powerpoint",11158
"#powerpoint",11160
"#powerpoint",11170
"#powerpoint",11176
"#powerpoint",11179
"#powerpoint",11180
"#powerpoint",11183
"#powerpoint",11188
"#powerpoint",11189
"#powerpoint",11194
"#powerpoint",11195
"#powerpoint",11212
"#powerpoint",11214
"#powerpoint",11216
"#powerpoint",11217
"#powerpoint",11218
"#powerpoint",11220
"#powerpoint",11223
"#powerpoint",11225
"#powerpoint",11229
"#powerpoint",11230
"#powerpoint",11233
"#powerpoint",11237
"#powerpoint",11238
"#powerpoint",11241
"#powerpoint",11242
"#powerpoint",11247
"#powerpoint",11257
"#powerpoint",11258
"#powerpoint",11259
"#powerpoint",11262
"#powerpoint",11264
"#powerpoint",11265
"#powerpoint",11267
"#powerpoint",11273
"#powerpoint",11274
"#powerpoint",11276
"#powerpoint",11278
"#powerpoint",11279
"#powerpoint",11280
"#powerpoint",11281
"#powerpoint",11285
"#powerpoint",11288
"#powerpoint",11290
"#powerpoint",11293
"#powerpoint",11296
"#powerpoint",11297
"#powerpoint",11299
"#powerpoint",11304
"#powerpoint",11306
"#powerpoint",11316
"#powerpoint",11318
"#powerpoint",11322
"#powerpoint",11327
"#powerpoint",11331
"#powerpoint",11334
"#powerpoint",11335
"#powerpoint",11340
"#powerpoint",11342
"#powerpoint",11345
"#powerpoint",11348
"#powerpoint",11349
"#powerpoint",11350
"#powerpoint",11355
"#powerpoint",11359
"#powerpoint",11361
"#powerpoint",11362
"#powerpoint",11364
"#powerpoint",11365
"#powerpoint",11366
"#powerpoint",11369
"#powerpoint",11370
"#powerpoint",11371
"#powerpoint",11373
"#powerpoint",11376
"#powerpoint",11382
"#powerpoint",11383
"#powerpoint",11390
"#powerpoint",11394
"#powerpoint",11400
"#powerpoint",11402
"#powerpoint",11405
"#powerpoint",11407
"#powerpoint",11408
"#powerpoint",11409
"#powerpoint",11410
"#powerpoint",11411
"#powerpoint",11416
"#powerpoint",11419
"#powerpoint",11422
"#powerpoint",11427
"#powerpoint",11428
"#powerpoint",11429
"#powerpoint",11433
"#powerpoint",11434
"#powerpoint",11439
"#powerpoint",11440
"#powerpoint",11441
"#powerpoint",11443
"#powerpoint",11445
"#powerpoint",11446
"#powerpoint",11449
"#powerpoint",11450
"#powerpoint",11452
"#powerpoint",11453
"#powerpoint",11457
"#powerpoint",11468
"#powerpoint",11471
"#powerpoint",11483
"#powerpoint",11491
"#powerpoint",11492
"#powerpoint",11496
"#powerpoint",11497
"#powerpoint",11498
"#powerpoint",11499
"#powerpoint",11500
"#powerpoint",11507
"#powerpoint",11511
"#powerpoint",11512
"#powerpoint",11513
"#powerpoint",11515
"#powerpoint",11519
"#powerpoint",11521
"#powerpoint",11522
"#powerpoint",11523
"#powerpoint",11527
"#powerpoint",11528
"#powerpoint",11529
"#powerpoint",11531
"#powerpoint",11534
"#powerpoint",11536
"#powerpoint",11537
"#powerpoint",11538
"#powerpoint",11539
"#powerpoint",11541
"#powerpoint",11543
"#powerpoint",11544
"#powerpoint",11545
"#powerpoint",11546
"#powerpoint",11547
"#powerpoint",11551
"#powerpoint",11552
"#powerpoint",11553
"#powerpoint",11554
"#powerpoint",11568
"#powerpoint",11569
"#powerpoint",11573
"#powerpoint",11578
"#powerpoint",11581
"#powerpoint",11582
"#powerpoint",11585
"#powerpoint",11587
"#powerpoint",11590
"#powerpoint",11596
"#powerpoint",11597
"#powerpoint",11604
"#powerpoint",11612
"#powerpoint",11613
"#powerpoint",11616
"#powerpoint",11619
"#powerpoint",11620
"#powerpoint",11622
"#powerpoint",11657
"#powerpoint",11660
"#powerpoint",11661
"#powerpoint",11662
"#powerpoint",11663
"#powerpoint",11669
"#powerpoint",11676
"#powerpoint",11678
"#powerpoint",11679
"#powerpoint",11680
"#powerpoint",11683
"#powerpoint",11690
"#powerpoint",11691
"#powerpoint",11692
"#powerpoint",11694
"#powerpoint",11699
"#powerpoint",11700
"#powerpoint",11701
"#powerpoint",11701
"#powerpoint",11703
"#powerpoint",11704
"#powerpoint",11705
"#powerpoint",11706
"#powerpoint",11719
"#powerpoint",11722
"#powerpoint",11724
"#powerpoint",11728
"#powerpoint",11734
"#powerpoint",11736
"#powerpoint",11737
"#powerpoint",11742
"#powerpoint",11745
"#powerpoint",11750
"#powerpoint",11751
"#powerpoint",11764
"#powerpoint",11766
"#powerpoint",11768
"#powerpoint",11773
"#powerpoint",11774
"#powerpoint",11775
"#powerpoint",11779
"#powerpoint",11780
"#powerpoint",11781
"#powerpoint",11783
"#powerpoint",11784
"#powerpoint",11785
"#powerpoint",11786
"#powerpoint",11787
"#powerpoint",11788
"#powerpoint",11791
"#powerpoint",11792
"#powerpoint",11793
"#powerpoint",11798
"#powerpoint",11799
"#powerpoint",11809
"#powerpoint",11813
"#powerpoint",11814
"#powerpoint",11815
"#powerpoint",11817
"#powerpoint",11818
"#powerpoint",11819
"#powerpoint",11826
"#powerpoint",11832
"#powerpoint",11833
"#powerpoint",11835
"#powerpoint",11836
"#powerpoint",11848
"#powerpoint",11852
"#powerpoint",11860
"#powerpoint",11861
"#powerpoint",11873
"#powerpoint",11874
"#powerpoint",11882
"#powerpoint",11883
"#powerpoint",11884
"#powerpoint",11885
"#powerpoint",11886
"#powerpoint",11890
"#powerpoint",11896
"#powerpoint",11897
"#powerpoint",11902
"#powerpoint",11903
"#powerpoint",11904
"#powerpoint",11906
"#powerpoint",11908
"#powerpoint",11910
"#powerpoint",11918
"#powerpoint",11927
"#powerpoint",11931
"#powerpoint",11935
"#powerpoint",11937
"#powerpoint",11938
"#powerpoint",11939
"#powerpoint",11941
"#powerpoint",11942
"#powerpoint",11952
"#powerpoint",11959
"#powerpoint",11960
"#powerpoint",11962
"#powerpoint",11964
"#powerpoint",11966
"#powerpoint",11968
"#powerpoint",11969
"#powerpoint",11970
"#powerpoint",11971
"#powerpoint",11975
"#powerpoint",11976
"#powerpoint",11977
"#powerpoint",11978
"#powerpoint",11979
"#powerpoint",11980
"#powerpoint",11981
"#powerpoint",11982
"#powerpoint",11983
"#powerpoint",11986
"#powerpoint",11987
"#powerpoint",11988
"#powerpoint",11990
"#powerpoint",11993
"#powerpoint",11996
"#powerpoint",11997
"#powerpoint",11998
"#powerpoint",11999
"#powerpoint",12001
"#powerpoint",12002
"#powerpoint",12005
"#powerpoint",12006
"#powerpoint",12012
"#powerpoint",12014
"#powerpoint",12015
"#powerpoint",12016
"#powerpoint",12017
"#powerpoint",12019
"#powerpoint",12021
"#powerpoint",12023
"#powerpoint",12024
"#powerpoint",12034
"#powerpoint",12035
"#powerpoint",12039
"#powerpoint",12042
"#powerpoint",12043
"#powerpoint",12049
"#powerpoint",12051
"#powerpoint",12052
"#powerpoint",12053
"#powerpoint",12054
"#powerpoint",12064
"#powerpoint",12065
"#powerpoint",12066
"#powerpoint",12068
"#powerpoint",12070
"#powerpoint",12072
"#powerpoint",12074
"#powerpoint",12076
"#powerpoint",12077
"#powerpoint",12078
"#powerpoint",12079
"#powerpoint",12080
"#powerpoint",12082
"#powerpoint",12083
"#powerpoint",12084
"#powerpoint",12085
"#powerpoint",12087
"#powerpoint",12092
"#powerpoint",12093
"#powerpoint",12094
"#powerpoint",12096
"#powerpoint",12097
"#powerpoint",12099
"#powerpoint",12100
"#powerpoint",12107
"#powerpoint",12113
"#powerpoint",12116
"#powerpoint",12117
"#powerpoint",12119
"#powerpoint",12120
"#powerpoint",12121
"#powerpoint",12122
"#powerpoint",12123
"#powerpoint",12126
"#powerpoint",12128
"#powerpoint",12132
"#powerpoint",12135
"#powerpoint",12139
"#powerpoint",12140
"#powerpoint",12141
"#powerpoint",12142
"#powerpoint",12143
"#powerpoint",12144
"#powerpoint",12145
"#powerpoint",12146
"#powerpoint",12150
"#powerpoint",12152
"#powerpoint",12153
"#powerpoint",12155
"#powerpoint",12156
"#powerpoint",12160
"#powerpoint",12165
"#powerpoint",12166
"#powerpoint",12169
"#powerpoint",12170
"#powerpoint",12171
"#powerpoint",12183
"#powerpoint",12192
"#powerpoint",12199
"#powerpoint",12202
"#powerpoint",12207
"#powerpoint",12208
"#powerpoint",12211
"#powerpoint",12212
"#powerpoint",12214
"#powerpoint",12218
"#powerpoint",12219
"#powerpoint",12223
"#powerpoint",12225
"#powerpoint",12228
"#powerpoint",12229
"#powerpoint",12235
"#powerpoint",12236
"#powerpoint",12239
"#powerpoint",12241
"#powerpoint",12265
"#powerpoint",12269
"#powerpoint",12282
"#powerpoint",12284
"#powerpoint",12291
"#powerpoint",12295
"#powerpoint",12312
"#powerpoint",12323
"#powerpoint",12341
"#powerpoint",12351
"#powerpoint",12355
"#powerpoint",12357
"#powerpoint",12358
"#powerpoint",12359
"#powerpoint",12361
"#powerpoint",12362
"#powerpoint",12364
"#powerpoint",12365
"#powerpoint",12367
"#powerpoint",12369
"#powerpoint",12371
"#powerpoint",12377
"#powerpoint",12379
"#powerpoint",12380
"#powerpoint",12382
"#powerpoint",12383
"#powerpoint",12384
"#powerpoint",12400
"#powerpoint",12402
"#powerpoint",12403
"#powerpoint",12404
"#powerpoint",12405
"#powerpoint",12406
"#powerpoint",12407
"#powerpoint",12408
"#powerpoint",12414
"#powerpoint",12417
"#powerpoint",12418
"#powerpoint",12420
"#powerpoint",12421
"#powerpoint",12426
"#powerpoint",12428
"#powerpoint",12429
"#powerpoint",12430
"#powerpoint",12438
"#powerpoint",12441
"#powerpoint",12443
"#powerpoint",12444
"#powerpoint",12447
"#powerpoint",12449
"#powerpoint",12451
"#powerpoint",12452
"#powerpoint",12453
"#powerpoint",12454
"#powerpoint",12455
"#powerpoint",12456
"#powerpoint",12458
"#powerpoint",12462
"#powerpoint",12468
"#powerpoint",12470
"#powerpoint",12471
"#powerpoint",12472
"#powerpoint",12473
"#powerpoint",12474
"#powerpoint",12475
"#powerpoint",12481
"#powerpoint",12482
"#powerpoint",12483
"#powerpoint",12484
"#powerpoint",12486
"#powerpoint",12487
"#powerpoint",12496
"#powerpoint",12497
"#powerpoint",12499
"#powerpoint",12504
"#powerpoint",12506
"#powerpoint",12507
"#powerpoint",12508
"#powerpoint",12510
"#powerpoint",12511
"#powerpoint",12512
"#powerpoint",12513
"#powerpoint",12517
"#powerpoint",12519
"#powerpoint",12520
"#powerpoint",12522
"#powerpoint",12524
"#powerpoint",12525
"#powerpoint",12527
"#powerpoint",12528
"#powerpoint",12529
"#powerpoint",12530
"#powerpoint",12533
"#powerpoint",12534
"#powerpoint",12541
"#powerpoint",12551
"#powerpoint",12553
"#powerpoint",12554
"#powerpoint",12557
"#powerpoint",12558
"#powerpoint",12562
"#powerpoint",12563
"#powerpoint",12564
"#powerpoint",12565
"#powerpoint",12566
"#powerpoint",12570
"#powerpoint",12571
"#powerpoint",12575
"#powerpoint",12576
"#powerpoint",12577
"#powerpoint",12580
"#powerpoint",12581
"#powerpoint",12582
"#powerpoint",12583
"#powerpoint",12585
"#powerpoint",12587
"#powerpoint",12588
"#powerpoint",12596
"#powerpoint",12597
"#powerpoint",12598
"#powerpoint",12599
"#powerpoint",12602
"#powerpoint",12604
"#powerpoint",12608
"#powerpoint",12609
"#powerpoint",12611
"#powerpoint",12613
"#powerpoint",12615
"#powerpoint",12620
"#powerpoint",12622
"#powerpoint",12625
"#powerpoint",12632
"#powerpoint",12635
"#powerpoint",12636
"#powerpoint",12647
"#powerpoint",12647
"#powerpoint",12649
"#powerpoint",12651
"#powerpoint",12657
"#powerpoint",12660
"#powerpoint",12663
"#powerpoint",12667
"#powerpoint",12671
"#powerpoint",12679
"#powerpoint",12685
"#powerpoint",12688
"#powerpoint",12689
"#powerpoint",12690
"#powerpoint",12692
"#powerpoint",12694
"#powerpoint",12704
"#powerpoint",12713
"#powerpoint",12715
"#powerpoint",12718
"#powerpoint",12719
"#powerpoint",12720
"#powerpoint",12721
"#powerpoint",12729
"#powerpoint",12732
"#powerpoint",12733
"#powerpoint",12734
"#powerpoint",12735
"#powerpoint",12736
"#powerpoint",12737
"#powerpoint",12738
"#powerpoint",12742
"#powerpoint",12743
"#powerpoint",12744
"#powerpoint",12746
"#powerpoint",12747
"#powerpoint",12753
"#powerpoint",12754
"#powerpoint",12755
"#powerpoint",12759
"#powerpoint",12761
"#powerpoint",12765
"#powerpoint",12767
"#powerpoint",12768
"#powerpoint",12769
"#powerpoint",12770
"#powerpoint",12771
"#powerpoint",12773
"#powerpoint",12774
"#powerpoint",12775
"#powerpoint",12777
"#powerpoint",12778
"#powerpoint",12779
"#powerpoint",12784
"#powerpoint",12792
"#powerpoint",12795
"#powerpoint",12796
"#powerpoint",12800
"#powerpoint",12801
"#powerpoint",12803
"#powerpoint",12806
"#powerpoint",12807
"#powerpoint",12808
"#powerpoint",12809
"#powerpoint",12810
"#powerpoint",12811
"#powerpoint",12814
"#powerpoint",12816
"#powerpoint",12818
"#powerpoint",12822
"#powerpoint",12824
"#powerpoint",12825
"#powerpoint",12827
"#powerpoint",12830
"#powerpoint",12834
"#powerpoint",12836
"#powerpoint",12837
"#powerpoint",12838
"#powerpoint",12839
"#powerpoint",12841
"#powerpoint",12861
"#powerpoint",12862
"#powerpoint",12863
"#powerpoint",12865
"#powerpoint",12868
"#powerpoint",12872
"#powerpoint",12873
"#powerpoint",12874
"#powerpoint",12879
"#powerpoint",12881
"#powerpoint",12883
"#powerpoint",12884
"#powerpoint",12885
"#powerpoint",12886
"#powerpoint",12887
"#powerpoint",12888
"#powerpoint",12890
"#powerpoint",12891
"#powerpoint",12894
"#powerpoint",12897
"#powerpoint",12898
"#powerpoint",12901
"#powerpoint",12902
"#powerpoint",12904
"#powerpoint",12906
"#powerpoint",12913
"#powerpoint",12914
"#powerpoint",12915
"#powerpoint",12916
"#powerpoint",12917
"#powerpoint",12919
"#powerpoint",12925
"#powerpoint",12926
"#powerpoint",12927
"#powerpoint",12929
"#powerpoint",12931
"#powerpoint",12933
"#powerpoint",12935
"#powerpoint",12937
"#powerpoint",12938
"#powerpoint",12957
"#powerpoint",12958
"#powerpoint",12959
"#powerpoint",12962
"#powerpoint",12969
"#powerpoint",12970
"#powerpoint",12974
"#powerpoint",12977
"#powerpoint",12978
"#powerpoint",12980
"#powerpoint",12982
"#powerpoint",12983
"#powerpoint",12988
"#powerpoint",12992
"#powerpoint",12995
"#powerpoint",12999
"#powerpoint",13003
"#powerpoint",13011
"#powerpoint",13012
"#powerpoint",13014
"#powerpoint",13016
"#powerpoint",13017
"#powerpoint",13019
"#powerpoint",13024
"#powerpoint",13025
"#powerpoint",13027
"#powerpoint",13028
"#powerpoint",13031
"#powerpoint",13032
"#powerpoint",13033
"#powerpoint",13035
"#powerpoint",13037
"#powerpoint",13038
"#powerpoint",13039
"#powerpoint",13043
"#powerpoint",13044
"#powerpoint",13045
"#powerpoint",13046
"#powerpoint",13049
"#powerpoint",13050
"#powerpoint",13055
"#powerpoint",13057
"#powerpoint",13060
"#powerpoint",13062
"#powerpoint",13069
"#powerpoint",13070
"#powerpoint",13074
"#powerpoint",13076
"#powerpoint",13077
"#powerpoint",13080
"#powerpoint",13081
"#powerpoint",13086
"#powerpoint",13091
"#powerpoint",13097
"#powerpoint",13099
"#powerpoint",13102
"#powerpoint",13104
"#powerpoint",13114
"#powerpoint",13117
"#powerpoint",13118
"#powerpoint",13122
"#powerpoint",13123
"#powerpoint",13125
"#powerpoint",13129
"#powerpoint",13132
"#powerpoint",13133
"#powerpoint",13137
"#powerpoint",13138
"#powerpoint",13143
"#powerpoint",13147
"#powerpoint",13148
"#powerpoint",13150
"#powerpoint",13151
"#powerpoint",13155
"#powerpoint",13158
"#powerpoint",13161
"#powerpoint",13162
"#powerpoint",13163
"#powerpoint",13173
"#powerpoint",13174
"#powerpoint",13175
"#powerpoint",13178
"#powerpoint",13179
"#powerpoint",13180
"#powerpoint",13181
"#powerpoint",13182
"#powerpoint",13183
"#powerpoint",13187
"#powerpoint",13191
"#powerpoint",13194
"#powerpoint",13195
"#powerpoint",13197
"#powerpoint",13199
"#powerpoint",13200
"#powerpoint",13201
"#powerpoint",13202
"#powerpoint",13206
"#powerpoint",13212
"#powerpoint",13213
"#powerpoint",13214
"#powerpoint",13217
"#powerpoint",13218
"#powerpoint",13220
"#powerpoint",13223
"#powerpoint",13228
"#powerpoint",13229
"#powerpoint",13230
"#powerpoint",13232
"#powerpoint",13234
"#powerpoint",13235
"#powerpoint",13239
"#powerpoint",13242
"#powerpoint",13243
"#powerpoint",13253
"#powerpoint",13254
"#powerpoint",13259
"#powerpoint",13260
"#powerpoint",13261
"#powerpoint",13265
"#powerpoint",13277
"#powerpoint",13278
"#powerpoint",13287
"#powerpoint",13290
"#powerpoint",13291
"#powerpoint",13292
"#powerpoint",13293
"#powerpoint",13294
"#powerpoint",13296
"#powerpoint",13297
"#powerpoint",13298
"#powerpoint",13300
"#powerpoint",13304
"#powerpoint",13305
"#powerpoint",13306
"#powerpoint",13308
"#powerpoint",13310
"#powerpoint",13311
"#powerpoint",13312
"#powerpoint",13313
"#powerpoint",13314
"#powerpoint",13316
"#powerpoint",13319
"#powerpoint",13320
"#powerpoint",13322
"#powerpoint",13323
"#powerpoint",13325
"#powerpoint",13327
"#powerpoint",13328
"#powerpoint",13329
"#powerpoint",13330
"#powerpoint",13344
"#powerpoint",13345
"#powerpoint",13352
"#powerpoint",13354
"#powerpoint",13362
"#powerpoint",13363
"#powerpoint",13369
"#powerpoint",13372
"#powerpoint",13373
"#powerpoint",13376
"#powerpoint",13377
"#powerpoint",13380
"#powerpoint",13381
"#powerpoint",13382
"#powerpoint",13384
"#powerpoint",13388
"#powerpoint",13390
"#powerpoint",13392
"#powerpoint",13401
"#powerpoint",13402
"#powerpoint",13405
"#powerpoint",13406
"#powerpoint",13410
"#powerpoint",13412
"#powerpoint",13413
"#powerpoint",13415
"#powerpoint",13422
"#powerpoint",13425
"#powerpoint",13430
"#powerpoint",13431
"#powerpoint",13439
"#powerpoint",13440
"#powerpoint",13444
"#powerpoint",13445
"#powerpoint",13446
"#powerpoint",13447
"#powerpoint",13449
"#powerpoint",13450
"#powerpoint",13451
"#powerpoint",13453
"#powerpoint",13456
"#powerpoint",13458
"#powerpoint",13459
"#powerpoint",13460
"#powerpoint",13461
"#powerpoint",13462
"#powerpoint",13466
"#powerpoint",13468
"#powerpoint",13471
"#powerpoint",13472
"#powerpoint",13475
"#powerpoint",13476
"#powerpoint",13477
"#powerpoint",13479
"#powerpoint",13480
"#powerpoint",13483
"#powerpoint",13486
