DateKey,FullDateAlternateKey,Day Number Of Week,English Day Name Of Week,Spanish Day Name Of Week,French Day Name Of Week,Day Number Of Month,Day Number Of Year,Week Number Of Year,English Month Name,Spanish Month Name,French Month Name,Month Number Of Year,Calendar Quarter,Calendar Year,Calendar Semester,Fiscal Quarter,Fiscal Year,Fiscal Semester,Month Year,2 Digit Month Number,2 Digit Month Number SW
20060925,2006-09-25 00:00:00.000,2,"Monday","Lunes","Lundi",25,268,39,"September","Septiembre","Septembre",9,3,2006,2,1,2007,1,"09-2006","09","09"
20060926,2006-09-26 00:00:00.000,3,"Tuesday","Martes","Mardi",26,269,39,"September","Septiembre","Septembre",9,3,2006,2,1,2007,1,"09-2006","09","09"
20060927,2006-09-27 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",27,270,39,"September","Septiembre","Septembre",9,3,2006,2,1,2007,1,"09-2006","09","09"
20060928,2006-09-28 00:00:00.000,5,"Thursday","Jueves","Jeudi",28,271,39,"September","Septiembre","Septembre",9,3,2006,2,1,2007,1,"09-2006","09","09"
20060929,2006-09-29 00:00:00.000,6,"Friday","Viernes","Vendredi",29,272,39,"September","Septiembre","Septembre",9,3,2006,2,1,2007,1,"09-2006","09","09"
20060930,2006-09-30 00:00:00.000,7,"Saturday","Sábado","Samedi",30,273,39,"September","Septiembre","Septembre",9,3,2006,2,1,2007,1,"09-2006","09","09"
20070901,2007-09-01 00:00:00.000,7,"Saturday","Sábado","Samedi",1,244,35,"September","Septiembre","Septembre",9,3,2007,2,1,2008,1,"09-2007","09","09"
20070902,2007-09-02 00:00:00.000,1,"Sunday","Domingo","Dimanche",2,245,36,"September","Septiembre","Septembre",9,3,2007,2,1,2008,1,"09-2007","09","09"
20070903,2007-09-03 00:00:00.000,2,"Monday","Lunes","Lundi",3,246,36,"September","Septiembre","Septembre",9,3,2007,2,1,2008,1,"09-2007","09","09"
20070904,2007-09-04 00:00:00.000,3,"Tuesday","Martes","Mardi",4,247,36,"September","Septiembre","Septembre",9,3,2007,2,1,2008,1,"09-2007","09","09"
20070905,2007-09-05 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",5,248,36,"September","Septiembre","Septembre",9,3,2007,2,1,2008,1,"09-2007","09","09"
20070906,2007-09-06 00:00:00.000,5,"Thursday","Jueves","Jeudi",6,249,36,"September","Septiembre","Septembre",9,3,2007,2,1,2008,1,"09-2007","09","09"
20070907,2007-09-07 00:00:00.000,6,"Friday","Viernes","Vendredi",7,250,36,"September","Septiembre","Septembre",9,3,2007,2,1,2008,1,"09-2007","09","09"
20070908,2007-09-08 00:00:00.000,7,"Saturday","Sábado","Samedi",8,251,36,"September","Septiembre","Septembre",9,3,2007,2,1,2008,1,"09-2007","09","09"
20070909,2007-09-09 00:00:00.000,1,"Sunday","Domingo","Dimanche",9,252,37,"September","Septiembre","Septembre",9,3,2007,2,1,2008,1,"09-2007","09","09"
20070910,2007-09-10 00:00:00.000,2,"Monday","Lunes","Lundi",10,253,37,"September","Septiembre","Septembre",9,3,2007,2,1,2008,1,"09-2007","09","09"
20070911,2007-09-11 00:00:00.000,3,"Tuesday","Martes","Mardi",11,254,37,"September","Septiembre","Septembre",9,3,2007,2,1,2008,1,"09-2007","09","09"
20070912,2007-09-12 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",12,255,37,"September","Septiembre","Septembre",9,3,2007,2,1,2008,1,"09-2007","09","09"
20070913,2007-09-13 00:00:00.000,5,"Thursday","Jueves","Jeudi",13,256,37,"September","Septiembre","Septembre",9,3,2007,2,1,2008,1,"09-2007","09","09"
20070914,2007-09-14 00:00:00.000,6,"Friday","Viernes","Vendredi",14,257,37,"September","Septiembre","Septembre",9,3,2007,2,1,2008,1,"09-2007","09","09"
20070915,2007-09-15 00:00:00.000,7,"Saturday","Sábado","Samedi",15,258,37,"September","Septiembre","Septembre",9,3,2007,2,1,2008,1,"09-2007","09","09"
20070916,2007-09-16 00:00:00.000,1,"Sunday","Domingo","Dimanche",16,259,38,"September","Septiembre","Septembre",9,3,2007,2,1,2008,1,"09-2007","09","09"
20070917,2007-09-17 00:00:00.000,2,"Monday","Lunes","Lundi",17,260,38,"September","Septiembre","Septembre",9,3,2007,2,1,2008,1,"09-2007","09","09"
20070918,2007-09-18 00:00:00.000,3,"Tuesday","Martes","Mardi",18,261,38,"September","Septiembre","Septembre",9,3,2007,2,1,2008,1,"09-2007","09","09"
20070919,2007-09-19 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",19,262,38,"September","Septiembre","Septembre",9,3,2007,2,1,2008,1,"09-2007","09","09"
20070920,2007-09-20 00:00:00.000,5,"Thursday","Jueves","Jeudi",20,263,38,"September","Septiembre","Septembre",9,3,2007,2,1,2008,1,"09-2007","09","09"
20070921,2007-09-21 00:00:00.000,6,"Friday","Viernes","Vendredi",21,264,38,"September","Septiembre","Septembre",9,3,2007,2,1,2008,1,"09-2007","09","09"
20070922,2007-09-22 00:00:00.000,7,"Saturday","Sábado","Samedi",22,265,38,"September","Septiembre","Septembre",9,3,2007,2,1,2008,1,"09-2007","09","09"
20070923,2007-09-23 00:00:00.000,1,"Sunday","Domingo","Dimanche",23,266,39,"September","Septiembre","Septembre",9,3,2007,2,1,2008,1,"09-2007","09","09"
20070924,2007-09-24 00:00:00.000,2,"Monday","Lunes","Lundi",24,267,39,"September","Septiembre","Septembre",9,3,2007,2,1,2008,1,"09-2007","09","09"
20070925,2007-09-25 00:00:00.000,3,"Tuesday","Martes","Mardi",25,268,39,"September","Septiembre","Septembre",9,3,2007,2,1,2008,1,"09-2007","09","09"
20070926,2007-09-26 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",26,269,39,"September","Septiembre","Septembre",9,3,2007,2,1,2008,1,"09-2007","09","09"
20070927,2007-09-27 00:00:00.000,5,"Thursday","Jueves","Jeudi",27,270,39,"September","Septiembre","Septembre",9,3,2007,2,1,2008,1,"09-2007","09","09"
20070928,2007-09-28 00:00:00.000,6,"Friday","Viernes","Vendredi",28,271,39,"September","Septiembre","Septembre",9,3,2007,2,1,2008,1,"09-2007","09","09"
20070929,2007-09-29 00:00:00.000,7,"Saturday","Sábado","Samedi",29,272,39,"September","Septiembre","Septembre",9,3,2007,2,1,2008,1,"09-2007","09","09"
20070930,2007-09-30 00:00:00.000,1,"Sunday","Domingo","Dimanche",30,273,40,"September","Septiembre","Septembre",9,3,2007,2,1,2008,1,"09-2007","09","09"
20080901,2008-09-01 00:00:00.000,2,"Monday","Lunes","Lundi",1,245,36,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1,"09-2008","09","09"
20080902,2008-09-02 00:00:00.000,3,"Tuesday","Martes","Mardi",2,246,36,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1,"09-2008","09","09"
20080903,2008-09-03 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",3,247,36,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1,"09-2008","09","09"
20080904,2008-09-04 00:00:00.000,5,"Thursday","Jueves","Jeudi",4,248,36,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1,"09-2008","09","09"
20080905,2008-09-05 00:00:00.000,6,"Friday","Viernes","Vendredi",5,249,36,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1,"09-2008","09","09"
20080906,2008-09-06 00:00:00.000,7,"Saturday","Sábado","Samedi",6,250,36,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1,"09-2008","09","09"
20080907,2008-09-07 00:00:00.000,1,"Sunday","Domingo","Dimanche",7,251,37,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1,"09-2008","09","09"
20080908,2008-09-08 00:00:00.000,2,"Monday","Lunes","Lundi",8,252,37,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1,"09-2008","09","09"
20080909,2008-09-09 00:00:00.000,3,"Tuesday","Martes","Mardi",9,253,37,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1,"09-2008","09","09"
20080910,2008-09-10 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",10,254,37,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1,"09-2008","09","09"
20080911,2008-09-11 00:00:00.000,5,"Thursday","Jueves","Jeudi",11,255,37,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1,"09-2008","09","09"
20080912,2008-09-12 00:00:00.000,6,"Friday","Viernes","Vendredi",12,256,37,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1,"09-2008","09","09"
20080913,2008-09-13 00:00:00.000,7,"Saturday","Sábado","Samedi",13,257,37,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1,"09-2008","09","09"
20080914,2008-09-14 00:00:00.000,1,"Sunday","Domingo","Dimanche",14,258,38,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1,"09-2008","09","09"
20080915,2008-09-15 00:00:00.000,2,"Monday","Lunes","Lundi",15,259,38,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1,"09-2008","09","09"
20080916,2008-09-16 00:00:00.000,3,"Tuesday","Martes","Mardi",16,260,38,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1,"09-2008","09","09"
20080917,2008-09-17 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",17,261,38,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1,"09-2008","09","09"
20080918,2008-09-18 00:00:00.000,5,"Thursday","Jueves","Jeudi",18,262,38,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1,"09-2008","09","09"
20080919,2008-09-19 00:00:00.000,6,"Friday","Viernes","Vendredi",19,263,38,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1,"09-2008","09","09"
20080920,2008-09-20 00:00:00.000,7,"Saturday","Sábado","Samedi",20,264,38,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1,"09-2008","09","09"
20080921,2008-09-21 00:00:00.000,1,"Sunday","Domingo","Dimanche",21,265,39,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1,"09-2008","09","09"
20080922,2008-09-22 00:00:00.000,2,"Monday","Lunes","Lundi",22,266,39,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1,"09-2008","09","09"
20080923,2008-09-23 00:00:00.000,3,"Tuesday","Martes","Mardi",23,267,39,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1,"09-2008","09","09"
20080924,2008-09-24 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",24,268,39,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1,"09-2008","09","09"
20080925,2008-09-25 00:00:00.000,5,"Thursday","Jueves","Jeudi",25,269,39,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1,"09-2008","09","09"
20080926,2008-09-26 00:00:00.000,6,"Friday","Viernes","Vendredi",26,270,39,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1,"09-2008","09","09"
20080927,2008-09-27 00:00:00.000,7,"Saturday","Sábado","Samedi",27,271,39,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1,"09-2008","09","09"
20080928,2008-09-28 00:00:00.000,1,"Sunday","Domingo","Dimanche",28,272,40,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1,"09-2008","09","09"
20080929,2008-09-29 00:00:00.000,2,"Monday","Lunes","Lundi",29,273,40,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1,"09-2008","09","09"
20080930,2008-09-30 00:00:00.000,3,"Tuesday","Martes","Mardi",30,274,40,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1,"09-2008","09","09"
20090901,2009-09-01 00:00:00.000,3,"Tuesday","Martes","Mardi",1,244,36,"September","Septiembre","Septembre",9,3,2009,2,1,2010,1,"09-2009","09","09"
20090902,2009-09-02 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",2,245,36,"September","Septiembre","Septembre",9,3,2009,2,1,2010,1,"09-2009","09","09"
20090903,2009-09-03 00:00:00.000,5,"Thursday","Jueves","Jeudi",3,246,36,"September","Septiembre","Septembre",9,3,2009,2,1,2010,1,"09-2009","09","09"
20090904,2009-09-04 00:00:00.000,6,"Friday","Viernes","Vendredi",4,247,36,"September","Septiembre","Septembre",9,3,2009,2,1,2010,1,"09-2009","09","09"
20090905,2009-09-05 00:00:00.000,7,"Saturday","Sábado","Samedi",5,248,36,"September","Septiembre","Septembre",9,3,2009,2,1,2010,1,"09-2009","09","09"
20090906,2009-09-06 00:00:00.000,1,"Sunday","Domingo","Dimanche",6,249,37,"September","Septiembre","Septembre",9,3,2009,2,1,2010,1,"09-2009","09","09"
20090907,2009-09-07 00:00:00.000,2,"Monday","Lunes","Lundi",7,250,37,"September","Septiembre","Septembre",9,3,2009,2,1,2010,1,"09-2009","09","09"
20090908,2009-09-08 00:00:00.000,3,"Tuesday","Martes","Mardi",8,251,37,"September","Septiembre","Septembre",9,3,2009,2,1,2010,1,"09-2009","09","09"
20090909,2009-09-09 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",9,252,37,"September","Septiembre","Septembre",9,3,2009,2,1,2010,1,"09-2009","09","09"
20090910,2009-09-10 00:00:00.000,5,"Thursday","Jueves","Jeudi",10,253,37,"September","Septiembre","Septembre",9,3,2009,2,1,2010,1,"09-2009","09","09"
20090911,2009-09-11 00:00:00.000,6,"Friday","Viernes","Vendredi",11,254,37,"September","Septiembre","Septembre",9,3,2009,2,1,2010,1,"09-2009","09","09"
20090912,2009-09-12 00:00:00.000,7,"Saturday","Sábado","Samedi",12,255,37,"September","Septiembre","Septembre",9,3,2009,2,1,2010,1,"09-2009","09","09"
20090913,2009-09-13 00:00:00.000,1,"Sunday","Domingo","Dimanche",13,256,38,"September","Septiembre","Septembre",9,3,2009,2,1,2010,1,"09-2009","09","09"
20090914,2009-09-14 00:00:00.000,2,"Monday","Lunes","Lundi",14,257,38,"September","Septiembre","Septembre",9,3,2009,2,1,2010,1,"09-2009","09","09"
20090915,2009-09-15 00:00:00.000,3,"Tuesday","Martes","Mardi",15,258,38,"September","Septiembre","Septembre",9,3,2009,2,1,2010,1,"09-2009","09","09"
20090916,2009-09-16 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",16,259,38,"September","Septiembre","Septembre",9,3,2009,2,1,2010,1,"09-2009","09","09"
20090917,2009-09-17 00:00:00.000,5,"Thursday","Jueves","Jeudi",17,260,38,"September","Septiembre","Septembre",9,3,2009,2,1,2010,1,"09-2009","09","09"
20090918,2009-09-18 00:00:00.000,6,"Friday","Viernes","Vendredi",18,261,38,"September","Septiembre","Septembre",9,3,2009,2,1,2010,1,"09-2009","09","09"
20090919,2009-09-19 00:00:00.000,7,"Saturday","Sábado","Samedi",19,262,38,"September","Septiembre","Septembre",9,3,2009,2,1,2010,1,"09-2009","09","09"
20090920,2009-09-20 00:00:00.000,1,"Sunday","Domingo","Dimanche",20,263,39,"September","Septiembre","Septembre",9,3,2009,2,1,2010,1,"09-2009","09","09"
20090921,2009-09-21 00:00:00.000,2,"Monday","Lunes","Lundi",21,264,39,"September","Septiembre","Septembre",9,3,2009,2,1,2010,1,"09-2009","09","09"
20090922,2009-09-22 00:00:00.000,3,"Tuesday","Martes","Mardi",22,265,39,"September","Septiembre","Septembre",9,3,2009,2,1,2010,1,"09-2009","09","09"
20090923,2009-09-23 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",23,266,39,"September","Septiembre","Septembre",9,3,2009,2,1,2010,1,"09-2009","09","09"
20090924,2009-09-24 00:00:00.000,5,"Thursday","Jueves","Jeudi",24,267,39,"September","Septiembre","Septembre",9,3,2009,2,1,2010,1,"09-2009","09","09"
20090925,2009-09-25 00:00:00.000,6,"Friday","Viernes","Vendredi",25,268,39,"September","Septiembre","Septembre",9,3,2009,2,1,2010,1,"09-2009","09","09"
20090926,2009-09-26 00:00:00.000,7,"Saturday","Sábado","Samedi",26,269,39,"September","Septiembre","Septembre",9,3,2009,2,1,2010,1,"09-2009","09","09"
20090927,2009-09-27 00:00:00.000,1,"Sunday","Domingo","Dimanche",27,270,40,"September","Septiembre","Septembre",9,3,2009,2,1,2010,1,"09-2009","09","09"
20090928,2009-09-28 00:00:00.000,2,"Monday","Lunes","Lundi",28,271,40,"September","Septiembre","Septembre",9,3,2009,2,1,2010,1,"09-2009","09","09"
20090929,2009-09-29 00:00:00.000,3,"Tuesday","Martes","Mardi",29,272,40,"September","Septiembre","Septembre",9,3,2009,2,1,2010,1,"09-2009","09","09"
20090930,2009-09-30 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",30,273,40,"September","Septiembre","Septembre",9,3,2009,2,1,2010,1,"09-2009","09","09"
20100901,2010-09-01 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",1,244,36,"September","Septiembre","Septembre",9,3,2010,2,1,2011,1,"09-2010","09","09"
20100902,2010-09-02 00:00:00.000,5,"Thursday","Jueves","Jeudi",2,245,36,"September","Septiembre","Septembre",9,3,2010,2,1,2011,1,"09-2010","09","09"
20100903,2010-09-03 00:00:00.000,6,"Friday","Viernes","Vendredi",3,246,36,"September","Septiembre","Septembre",9,3,2010,2,1,2011,1,"09-2010","09","09"
20100904,2010-09-04 00:00:00.000,7,"Saturday","Sábado","Samedi",4,247,36,"September","Septiembre","Septembre",9,3,2010,2,1,2011,1,"09-2010","09","09"
20100905,2010-09-05 00:00:00.000,1,"Sunday","Domingo","Dimanche",5,248,37,"September","Septiembre","Septembre",9,3,2010,2,1,2011,1,"09-2010","09","09"
20100906,2010-09-06 00:00:00.000,2,"Monday","Lunes","Lundi",6,249,37,"September","Septiembre","Septembre",9,3,2010,2,1,2011,1,"09-2010","09","09"
20100907,2010-09-07 00:00:00.000,3,"Tuesday","Martes","Mardi",7,250,37,"September","Septiembre","Septembre",9,3,2010,2,1,2011,1,"09-2010","09","09"
20100908,2010-09-08 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",8,251,37,"September","Septiembre","Septembre",9,3,2010,2,1,2011,1,"09-2010","09","09"
20100909,2010-09-09 00:00:00.000,5,"Thursday","Jueves","Jeudi",9,252,37,"September","Septiembre","Septembre",9,3,2010,2,1,2011,1,"09-2010","09","09"
20100910,2010-09-10 00:00:00.000,6,"Friday","Viernes","Vendredi",10,253,37,"September","Septiembre","Septembre",9,3,2010,2,1,2011,1,"09-2010","09","09"
20100911,2010-09-11 00:00:00.000,7,"Saturday","Sábado","Samedi",11,254,37,"September","Septiembre","Septembre",9,3,2010,2,1,2011,1,"09-2010","09","09"
20100912,2010-09-12 00:00:00.000,1,"Sunday","Domingo","Dimanche",12,255,38,"September","Septiembre","Septembre",9,3,2010,2,1,2011,1,"09-2010","09","09"
20100913,2010-09-13 00:00:00.000,2,"Monday","Lunes","Lundi",13,256,38,"September","Septiembre","Septembre",9,3,2010,2,1,2011,1,"09-2010","09","09"
20100914,2010-09-14 00:00:00.000,3,"Tuesday","Martes","Mardi",14,257,38,"September","Septiembre","Septembre",9,3,2010,2,1,2011,1,"09-2010","09","09"
20100915,2010-09-15 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",15,258,38,"September","Septiembre","Septembre",9,3,2010,2,1,2011,1,"09-2010","09","09"
20100916,2010-09-16 00:00:00.000,5,"Thursday","Jueves","Jeudi",16,259,38,"September","Septiembre","Septembre",9,3,2010,2,1,2011,1,"09-2010","09","09"
20100917,2010-09-17 00:00:00.000,6,"Friday","Viernes","Vendredi",17,260,38,"September","Septiembre","Septembre",9,3,2010,2,1,2011,1,"09-2010","09","09"
20100918,2010-09-18 00:00:00.000,7,"Saturday","Sábado","Samedi",18,261,38,"September","Septiembre","Septembre",9,3,2010,2,1,2011,1,"09-2010","09","09"
20100919,2010-09-19 00:00:00.000,1,"Sunday","Domingo","Dimanche",19,262,39,"September","Septiembre","Septembre",9,3,2010,2,1,2011,1,"09-2010","09","09"
20100920,2010-09-20 00:00:00.000,2,"Monday","Lunes","Lundi",20,263,39,"September","Septiembre","Septembre",9,3,2010,2,1,2011,1,"09-2010","09","09"
20100921,2010-09-21 00:00:00.000,3,"Tuesday","Martes","Mardi",21,264,39,"September","Septiembre","Septembre",9,3,2010,2,1,2011,1,"09-2010","09","09"
20100922,2010-09-22 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",22,265,39,"September","Septiembre","Septembre",9,3,2010,2,1,2011,1,"09-2010","09","09"
20100923,2010-09-23 00:00:00.000,5,"Thursday","Jueves","Jeudi",23,266,39,"September","Septiembre","Septembre",9,3,2010,2,1,2011,1,"09-2010","09","09"
20100924,2010-09-24 00:00:00.000,6,"Friday","Viernes","Vendredi",24,267,39,"September","Septiembre","Septembre",9,3,2010,2,1,2011,1,"09-2010","09","09"
20100925,2010-09-25 00:00:00.000,7,"Saturday","Sábado","Samedi",25,268,39,"September","Septiembre","Septembre",9,3,2010,2,1,2011,1,"09-2010","09","09"
20100926,2010-09-26 00:00:00.000,1,"Sunday","Domingo","Dimanche",26,269,40,"September","Septiembre","Septembre",9,3,2010,2,1,2011,1,"09-2010","09","09"
20100927,2010-09-27 00:00:00.000,2,"Monday","Lunes","Lundi",27,270,40,"September","Septiembre","Septembre",9,3,2010,2,1,2011,1,"09-2010","09","09"
20100928,2010-09-28 00:00:00.000,3,"Tuesday","Martes","Mardi",28,271,40,"September","Septiembre","Septembre",9,3,2010,2,1,2011,1,"09-2010","09","09"
20100929,2010-09-29 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",29,272,40,"September","Septiembre","Septembre",9,3,2010,2,1,2011,1,"09-2010","09","09"
20100930,2010-09-30 00:00:00.000,5,"Thursday","Jueves","Jeudi",30,273,40,"September","Septiembre","Septembre",9,3,2010,2,1,2011,1,"09-2010","09","09"
20051101,2005-11-01 00:00:00.000,3,"Tuesday","Martes","Mardi",1,305,45,"November","Noviembre","Novembre",11,4,2005,2,2,2006,1,"11-2005","11","11"
20051102,2005-11-02 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",2,306,45,"November","Noviembre","Novembre",11,4,2005,2,2,2006,1,"11-2005","11","11"
20051103,2005-11-03 00:00:00.000,5,"Thursday","Jueves","Jeudi",3,307,45,"November","Noviembre","Novembre",11,4,2005,2,2,2006,1,"11-2005","11","11"
20051104,2005-11-04 00:00:00.000,6,"Friday","Viernes","Vendredi",4,308,45,"November","Noviembre","Novembre",11,4,2005,2,2,2006,1,"11-2005","11","11"
20051105,2005-11-05 00:00:00.000,7,"Saturday","Sábado","Samedi",5,309,45,"November","Noviembre","Novembre",11,4,2005,2,2,2006,1,"11-2005","11","11"
20051106,2005-11-06 00:00:00.000,1,"Sunday","Domingo","Dimanche",6,310,46,"November","Noviembre","Novembre",11,4,2005,2,2,2006,1,"11-2005","11","11"
20051107,2005-11-07 00:00:00.000,2,"Monday","Lunes","Lundi",7,311,46,"November","Noviembre","Novembre",11,4,2005,2,2,2006,1,"11-2005","11","11"
20051108,2005-11-08 00:00:00.000,3,"Tuesday","Martes","Mardi",8,312,46,"November","Noviembre","Novembre",11,4,2005,2,2,2006,1,"11-2005","11","11"
20051109,2005-11-09 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",9,313,46,"November","Noviembre","Novembre",11,4,2005,2,2,2006,1,"11-2005","11","11"
20051110,2005-11-10 00:00:00.000,5,"Thursday","Jueves","Jeudi",10,314,46,"November","Noviembre","Novembre",11,4,2005,2,2,2006,1,"11-2005","11","11"
20051111,2005-11-11 00:00:00.000,6,"Friday","Viernes","Vendredi",11,315,46,"November","Noviembre","Novembre",11,4,2005,2,2,2006,1,"11-2005","11","11"
20051112,2005-11-12 00:00:00.000,7,"Saturday","Sábado","Samedi",12,316,46,"November","Noviembre","Novembre",11,4,2005,2,2,2006,1,"11-2005","11","11"
20051113,2005-11-13 00:00:00.000,1,"Sunday","Domingo","Dimanche",13,317,47,"November","Noviembre","Novembre",11,4,2005,2,2,2006,1,"11-2005","11","11"
20051114,2005-11-14 00:00:00.000,2,"Monday","Lunes","Lundi",14,318,47,"November","Noviembre","Novembre",11,4,2005,2,2,2006,1,"11-2005","11","11"
20051115,2005-11-15 00:00:00.000,3,"Tuesday","Martes","Mardi",15,319,47,"November","Noviembre","Novembre",11,4,2005,2,2,2006,1,"11-2005","11","11"
20051116,2005-11-16 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",16,320,47,"November","Noviembre","Novembre",11,4,2005,2,2,2006,1,"11-2005","11","11"
20051117,2005-11-17 00:00:00.000,5,"Thursday","Jueves","Jeudi",17,321,47,"November","Noviembre","Novembre",11,4,2005,2,2,2006,1,"11-2005","11","11"
20051118,2005-11-18 00:00:00.000,6,"Friday","Viernes","Vendredi",18,322,47,"November","Noviembre","Novembre",11,4,2005,2,2,2006,1,"11-2005","11","11"
20051119,2005-11-19 00:00:00.000,7,"Saturday","Sábado","Samedi",19,323,47,"November","Noviembre","Novembre",11,4,2005,2,2,2006,1,"11-2005","11","11"
20051120,2005-11-20 00:00:00.000,1,"Sunday","Domingo","Dimanche",20,324,48,"November","Noviembre","Novembre",11,4,2005,2,2,2006,1,"11-2005","11","11"
20051121,2005-11-21 00:00:00.000,2,"Monday","Lunes","Lundi",21,325,48,"November","Noviembre","Novembre",11,4,2005,2,2,2006,1,"11-2005","11","11"
20051122,2005-11-22 00:00:00.000,3,"Tuesday","Martes","Mardi",22,326,48,"November","Noviembre","Novembre",11,4,2005,2,2,2006,1,"11-2005","11","11"
20051123,2005-11-23 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",23,327,48,"November","Noviembre","Novembre",11,4,2005,2,2,2006,1,"11-2005","11","11"
20051124,2005-11-24 00:00:00.000,5,"Thursday","Jueves","Jeudi",24,328,48,"November","Noviembre","Novembre",11,4,2005,2,2,2006,1,"11-2005","11","11"
20051125,2005-11-25 00:00:00.000,6,"Friday","Viernes","Vendredi",25,329,48,"November","Noviembre","Novembre",11,4,2005,2,2,2006,1,"11-2005","11","11"
20051126,2005-11-26 00:00:00.000,7,"Saturday","Sábado","Samedi",26,330,48,"November","Noviembre","Novembre",11,4,2005,2,2,2006,1,"11-2005","11","11"
20051127,2005-11-27 00:00:00.000,1,"Sunday","Domingo","Dimanche",27,331,49,"November","Noviembre","Novembre",11,4,2005,2,2,2006,1,"11-2005","11","11"
20051128,2005-11-28 00:00:00.000,2,"Monday","Lunes","Lundi",28,332,49,"November","Noviembre","Novembre",11,4,2005,2,2,2006,1,"11-2005","11","11"
20051129,2005-11-29 00:00:00.000,3,"Tuesday","Martes","Mardi",29,333,49,"November","Noviembre","Novembre",11,4,2005,2,2,2006,1,"11-2005","11","11"
20051130,2005-11-30 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",30,334,49,"November","Noviembre","Novembre",11,4,2005,2,2,2006,1,"11-2005","11","11"
20061101,2006-11-01 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",1,305,44,"November","Noviembre","Novembre",11,4,2006,2,2,2007,1,"11-2006","11","11"
20061102,2006-11-02 00:00:00.000,5,"Thursday","Jueves","Jeudi",2,306,44,"November","Noviembre","Novembre",11,4,2006,2,2,2007,1,"11-2006","11","11"
20061103,2006-11-03 00:00:00.000,6,"Friday","Viernes","Vendredi",3,307,44,"November","Noviembre","Novembre",11,4,2006,2,2,2007,1,"11-2006","11","11"
20061104,2006-11-04 00:00:00.000,7,"Saturday","Sábado","Samedi",4,308,44,"November","Noviembre","Novembre",11,4,2006,2,2,2007,1,"11-2006","11","11"
20061105,2006-11-05 00:00:00.000,1,"Sunday","Domingo","Dimanche",5,309,45,"November","Noviembre","Novembre",11,4,2006,2,2,2007,1,"11-2006","11","11"
20061106,2006-11-06 00:00:00.000,2,"Monday","Lunes","Lundi",6,310,45,"November","Noviembre","Novembre",11,4,2006,2,2,2007,1,"11-2006","11","11"
20061107,2006-11-07 00:00:00.000,3,"Tuesday","Martes","Mardi",7,311,45,"November","Noviembre","Novembre",11,4,2006,2,2,2007,1,"11-2006","11","11"
