Area name,Area code,Area type,Reporting date,Daily change in deaths,Cumulative deaths,7 Day Rolling Average deaths
"Northern Ireland","N92000002","Nation",2020-06-01 00:00:00.000,1,523,2.4285714285714284
"United Kingdom","K02000001","UK",2020-06-01 00:00:00.000,111,39121,260.57142857142856
"England","E92000001","Nation",2020-06-01 00:00:00.000,96,34889,234.57142857142858
"Wales","W92000004","Nation",2020-05-31 00:00:00.000,11,1342,10.714285714285714
"Scotland","S92000003","Nation",2020-05-31 00:00:00.000,22,2353,13.142857142857142
"Northern Ireland","N92000002","Nation",2020-05-31 00:00:00.000,1,522,2.4285714285714284
"United Kingdom","K02000001","UK",2020-05-31 00:00:00.000,115,39010,262.14285714285717
"England","E92000001","Nation",2020-05-31 00:00:00.000,81,34793,235.85714285714286
"Wales","W92000004","Nation",2020-05-30 00:00:00.000,14,1331,10.142857142857142
"Scotland","S92000003","Nation",2020-05-30 00:00:00.000,15,2331,12.285714285714286
"Northern Ireland","N92000002","Nation",2020-05-30 00:00:00.000,3,521,2.4285714285714284
"United Kingdom","K02000001","UK",2020-05-30 00:00:00.000,230,38895,308.71428571428572
"England","E92000001","Nation",2020-05-30 00:00:00.000,198,34712,283.85714285714283
"Wales","W92000004","Nation",2020-05-29 00:00:00.000,10,1317,9
"Scotland","S92000003","Nation",2020-05-29 00:00:00.000,12,2316,13.571428571428571
"Northern Ireland","N92000002","Nation",2020-05-29 00:00:00.000,2,518,2.4285714285714284
"United Kingdom","K02000001","UK",2020-05-29 00:00:00.000,373,38665,316.28571428571428
"England","E92000001","Nation",2020-05-29 00:00:00.000,349,34514,291.28571428571428
"Wales","W92000004","Nation",2020-05-28 00:00:00.000,14,1307,8.5714285714285712
"Scotland","S92000003","Nation",2020-05-28 00:00:00.000,13,2304,17.142857142857142
"Northern Ireland","N92000002","Nation",2020-05-28 00:00:00.000,2,516,3.1428571428571428
"United Kingdom","K02000001","UK",2020-05-28 00:00:00.000,416,38292,314.14285714285717
"England","E92000001","Nation",2020-05-28 00:00:00.000,387,34165,285.28571428571428
"Wales","W92000004","Nation",2020-05-27 00:00:00.000,11,1293,7.8571428571428568
"Scotland","S92000003","Nation",2020-05-27 00:00:00.000,18,2291,22.428571428571427
"United Kingdom","K02000001","UK",2020-05-27 00:00:00.000,443,37876,303
"England","E92000001","Nation",2020-05-27 00:00:00.000,414,33778,269.14285714285717
"Wales","W92000004","Nation",2020-05-26 00:00:00.000,8,1282,8.2857142857142865
"Scotland","S92000003","Nation",2020-05-26 00:00:00.000,3,2273,24
"Northern Ireland","N92000002","Nation",2020-05-26 00:00:00.000,8,514,4.5714285714285712
"United Kingdom","K02000001","UK",2020-05-26 00:00:00.000,136,37433,292.42857142857144
"England","E92000001","Nation",2020-05-26 00:00:00.000,117,33364,255.57142857142858
"Wales","W92000004","Nation",2020-05-25 00:00:00.000,7,1274,9.5714285714285712
"Scotland","S92000003","Nation",2020-05-25 00:00:00.000,9,2270,23.857142857142858
"Northern Ireland","N92000002","Nation",2020-05-25 00:00:00.000,1,506,4.2857142857142856
"United Kingdom","K02000001","UK",2020-05-25 00:00:00.000,122,37297,351.28571428571428
"England","E92000001","Nation",2020-05-25 00:00:00.000,105,33247,313.57142857142856
"Wales","W92000004","Nation",2020-05-24 00:00:00.000,7,1267,9.1428571428571423
"Scotland","S92000003","Nation",2020-05-24 00:00:00.000,16,2261,23.857142857142858
"Northern Ireland","N92000002","Nation",2020-05-24 00:00:00.000,1,505,4.5714285714285712
"United Kingdom","K02000001","UK",2020-05-24 00:00:00.000,441,37175,356.71428571428572
"England","E92000001","Nation",2020-05-24 00:00:00.000,417,33142,319.14285714285717
"Wales","W92000004","Nation",2020-05-23 00:00:00.000,6,1260,9.8571428571428577
"Scotland","S92000003","Nation",2020-05-23 00:00:00.000,24,2245,27.428571428571427
"Northern Ireland","N92000002","Nation",2020-05-23 00:00:00.000,3,504,5
"United Kingdom","K02000001","UK",2020-05-23 00:00:00.000,283,36734,318
"England","E92000001","Nation",2020-05-23 00:00:00.000,250,32725,275.71428571428572
"Wales","W92000004","Nation",2020-05-22 00:00:00.000,7,1254,11.571428571428571
"Scotland","S92000003","Nation",2020-05-22 00:00:00.000,37,2221,30.571428571428573
"Northern Ireland","N92000002","Nation",2020-05-22 00:00:00.000,7,501,6.7142857142857144
"United Kingdom","K02000001","UK",2020-05-22 00:00:00.000,358,36451,346.14285714285717
"England","E92000001","Nation",2020-05-22 00:00:00.000,307,32475,297.28571428571428
"Wales","W92000004","Nation",2020-05-21 00:00:00.000,9,1247,11.857142857142858
"Scotland","S92000003","Nation",2020-05-21 00:00:00.000,50,2184,30.142857142857142
"Northern Ireland","N92000002","Nation",2020-05-21 00:00:00.000,5,494,6.4285714285714288
"United Kingdom","K02000001","UK",2020-05-21 00:00:00.000,338,36093,349.85714285714283
"England","E92000001","Nation",2020-05-21 00:00:00.000,274,32168,301.42857142857144
"Wales","W92000004","Nation",2020-05-20 00:00:00.000,14,1238,12
"Scotland","S92000003","Nation",2020-05-20 00:00:00.000,29,2134,31.714285714285715
"Northern Ireland","N92000002","Nation",2020-05-20 00:00:00.000,7,489,6
"United Kingdom","K02000001","UK",2020-05-20 00:00:00.000,369,35755,362.71428571428572
"England","E92000001","Nation",2020-05-20 00:00:00.000,319,31894,313
"Wales","W92000004","Nation",2020-05-19 00:00:00.000,17,1224,13.142857142857142
"Scotland","S92000003","Nation",2020-05-19 00:00:00.000,2,2105,34.714285714285715
"Northern Ireland","N92000002","Nation",2020-05-19 00:00:00.000,6,482,6.2857142857142856
"United Kingdom","K02000001","UK",2020-05-19 00:00:00.000,548,35386,380.85714285714283
"England","E92000001","Nation",2020-05-19 00:00:00.000,523,31575,326.71428571428572
"Wales","W92000004","Nation",2020-05-18 00:00:00.000,4,1207,13
"Scotland","S92000003","Nation",2020-05-18 00:00:00.000,9,2103,35.142857142857146
"Northern Ireland","N92000002","Nation",2020-05-18 00:00:00.000,3,476,5.8571428571428568
"United Kingdom","K02000001","UK",2020-05-18 00:00:00.000,160,34838,392.57142857142856
"England","E92000001","Nation",2020-05-18 00:00:00.000,144,31052,338.57142857142856
"Wales","W92000004","Nation",2020-05-17 00:00:00.000,12,1203,13.142857142857142
"Scotland","S92000003","Nation",2020-05-17 00:00:00.000,41,2094,35.285714285714285
"Northern Ireland","N92000002","Nation",2020-05-17 00:00:00.000,4,473,6.1428571428571432
"United Kingdom","K02000001","UK",2020-05-17 00:00:00.000,170,34678,399.85714285714283
"England","E92000001","Nation",2020-05-17 00:00:00.000,113,30908,345.28571428571428
"Wales","W92000004","Nation",2020-05-16 00:00:00.000,18,1191,13.142857142857142
"Scotland","S92000003","Nation",2020-05-16 00:00:00.000,46,2053,34.571428571428569
"Northern Ireland","N92000002","Nation",2020-05-16 00:00:00.000,15,469,6.1428571428571432
"United Kingdom","K02000001","UK",2020-05-16 00:00:00.000,480,34508,414
"England","E92000001","Nation",2020-05-16 00:00:00.000,401,30795,360.14285714285717
"Wales","W92000004","Nation",2020-05-15 00:00:00.000,9,1173,11.857142857142858
"Scotland","S92000003","Nation",2020-05-15 00:00:00.000,34,2007,35
"Northern Ireland","N92000002","Nation",2020-05-15 00:00:00.000,5,454,4.5714285714285712
"United Kingdom","K02000001","UK",2020-05-15 00:00:00.000,384,34028,394.71428571428572
"England","E92000001","Nation",2020-05-15 00:00:00.000,336,30394,343.28571428571428
"Wales","W92000004","Nation",2020-05-14 00:00:00.000,10,1164,14.571428571428571
"Scotland","S92000003","Nation",2020-05-14 00:00:00.000,61,1973,38.571428571428569
"Northern Ireland","N92000002","Nation",2020-05-14 00:00:00.000,2,449,4.4285714285714288
"United Kingdom","K02000001","UK",2020-05-14 00:00:00.000,428,33644,429.42857142857144
"England","E92000001","Nation",2020-05-14 00:00:00.000,355,30058,371.85714285714283
"Wales","W92000004","Nation",2020-05-13 00:00:00.000,22,1154,15.714285714285714
"Scotland","S92000003","Nation",2020-05-13 00:00:00.000,50,1912,41.714285714285715
"Northern Ireland","N92000002","Nation",2020-05-13 00:00:00.000,9,447,6.1428571428571432
"United Kingdom","K02000001","UK",2020-05-13 00:00:00.000,496,33216,445.42857142857144
"England","E92000001","Nation",2020-05-13 00:00:00.000,415,29703,381.85714285714283
"Wales","W92000004","Nation",2020-05-12 00:00:00.000,16,1132,15.571428571428571
"Scotland","S92000003","Nation",2020-05-12 00:00:00.000,5,1862,40.857142857142854
"Northern Ireland","N92000002","Nation",2020-05-12 00:00:00.000,3,438,7.2857142857142856
"United Kingdom","K02000001","UK",2020-05-12 00:00:00.000,630,32720,467.71428571428572
"England","E92000001","Nation",2020-05-12 00:00:00.000,606,29288,404
"Wales","W92000004","Nation",2020-05-11 00:00:00.000,5,1116,17
"Scotland","S92000003","Nation",2020-05-11 00:00:00.000,10,1857,40.857142857142854
"Northern Ireland","N92000002","Nation",2020-05-11 00:00:00.000,5,435,7.7142857142857144
"United Kingdom","K02000001","UK",2020-05-11 00:00:00.000,211,32090,476.85714285714283
"England","E92000001","Nation",2020-05-11 00:00:00.000,191,28682,411.28571428571428
"Wales","W92000004","Nation",2020-05-10 00:00:00.000,12,1111,18.285714285714285
"Scotland","S92000003","Nation",2020-05-10 00:00:00.000,36,1847,41.142857142857146
"Northern Ireland","N92000002","Nation",2020-05-10 00:00:00.000,4,430,7.7142857142857144
"United Kingdom","K02000001","UK",2020-05-10 00:00:00.000,269,31879,487.85714285714283
"England","E92000001","Nation",2020-05-10 00:00:00.000,217,28491,420.71428571428572
"Wales","W92000004","Nation",2020-05-09 00:00:00.000,9,1099,18.571428571428573
"Scotland","S92000003","Nation",2020-05-09 00:00:00.000,49,1811,42.285714285714285
"Northern Ireland","N92000002","Nation",2020-05-09 00:00:00.000,4,426,8.7142857142857135
"United Kingdom","K02000001","UK",2020-05-09 00:00:00.000,345,31610,494.42857142857144
"England","E92000001","Nation",2020-05-09 00:00:00.000,283,28274,424.85714285714283
"Wales","W92000004","Nation",2020-05-08 00:00:00.000,28,1090,23.571428571428573
"Scotland","S92000003","Nation",2020-05-08 00:00:00.000,59,1762,41
"Northern Ireland","N92000002","Nation",2020-05-08 00:00:00.000,4,422,10.714285714285714
"United Kingdom","K02000001","UK",2020-05-08 00:00:00.000,627,31265,533.85714285714289
"England","E92000001","Nation",2020-05-08 00:00:00.000,536,27991,458.57142857142856
"Wales","W92000004","Nation",2020-05-07 00:00:00.000,18,1062,22
"Scotland","S92000003","Nation",2020-05-07 00:00:00.000,83,1703,41.142857142857146
"Northern Ireland","N92000002","Nation",2020-05-07 00:00:00.000,14,418,11.428571428571429
"United Kingdom","K02000001","UK",2020-05-07 00:00:00.000,540,30638,550
"England","E92000001","Nation",2020-05-07 00:00:00.000,425,27455,475.42857142857144
"Wales","W92000004","Nation",2020-05-06 00:00:00.000,21,1044,22.571428571428573
"Scotland","S92000003","Nation",2020-05-06 00:00:00.000,44,1620,41.142857142857146
"Northern Ireland","N92000002","Nation",2020-05-06 00:00:00.000,17,404,10.714285714285714
"United Kingdom","K02000001","UK",2020-05-06 00:00:00.000,652,30098,569.14285714285711
"England","E92000001","Nation",2020-05-06 00:00:00.000,570,27030,494.71428571428572
"Wales","W92000004","Nation",2020-05-05 00:00:00.000,26,1023,30
"Scotland","S92000003","Nation",2020-05-05 00:00:00.000,5,1576,44.857142857142854
"Northern Ireland","N92000002","Nation",2020-05-05 00:00:00.000,6,387,11.142857142857142
"United Kingdom","K02000001","UK",2020-05-05 00:00:00.000,694,29446,589.57142857142856
"England","E92000001","Nation",2020-05-05 00:00:00.000,657,26460,503.57142857142856
"Wales","W92000004","Nation",2020-05-04 00:00:00.000,14,997,28.714285714285715
"Scotland","S92000003","Nation",2020-05-04 00:00:00.000,12,1571,46
"Northern Ireland","N92000002","Nation",2020-05-04 00:00:00.000,5,381,11.714285714285714
"United Kingdom","K02000001","UK",2020-05-04 00:00:00.000,288,28752,620.57142857142856
"England","E92000001","Nation",2020-05-04 00:00:00.000,257,25803,534.14285714285711
"Wales","W92000004","Nation",2020-05-03 00:00:00.000,14,983,27.857142857142858
"Scotland","S92000003","Nation",2020-05-03 00:00:00.000,44,1559,46.857142857142854
"Northern Ireland","N92000002","Nation",2020-05-03 00:00:00.000,11,376,11.714285714285714
"United Kingdom","K02000001","UK",2020-05-03 00:00:00.000,315,28464,627.71428571428567
"England","E92000001","Nation",2020-05-03 00:00:00.000,246,25546,541.28571428571433
"Wales","W92000004","Nation",2020-05-02 00:00:00.000,44,969,27.857142857142858
"Scotland","S92000003","Nation",2020-05-02 00:00:00.000,40,1515,47.285714285714285
"Northern Ireland","N92000002","Nation",2020-05-02 00:00:00.000,18,365,12.428571428571429
"United Kingdom","K02000001","UK",2020-05-02 00:00:00.000,621,28149,642.71428571428567
"England","E92000001","Nation",2020-05-02 00:00:00.000,519,25300,555.14285714285711
"Wales","W92000004","Nation",2020-05-01 00:00:00.000,17,925,24.857142857142858
"Scotland","S92000003","Nation",2020-05-01 00:00:00.000,60,1475,50.714285714285715
"Northern Ireland","N92000002","Nation",2020-05-01 00:00:00.000,9,347,12
"United Kingdom","K02000001","UK",2020-05-01 00:00:00.000,740,27528,674.42857142857144
"England","E92000001","Nation",2020-05-01 00:00:00.000,654,24781,586.85714285714289
"Wales","W92000004","Nation",2020-04-30 00:00:00.000,22,908,38.142857142857146
"Scotland","S92000003","Nation",2020-04-30 00:00:00.000,83,1415,50.428571428571431
"Northern Ireland","N92000002","Nation",2020-04-30 00:00:00.000,9,338,12.571428571428571
"United Kingdom","K02000001","UK",2020-04-30 00:00:00.000,674,26788,712.42857142857144
"England","E92000001","Nation",2020-04-30 00:00:00.000,560,24127,611.28571428571433
"Wales","W92000004","Nation",2020-04-29 00:00:00.000,73,886,37.428571428571431
"Scotland","S92000003","Nation",2020-04-29 00:00:00.000,70,1332,49.571428571428569
"Northern Ireland","N92000002","Nation",2020-04-29 00:00:00.000,20,329,15.571428571428571
"United Kingdom","K02000001","UK",2020-04-29 00:00:00.000,795,26114,720
"England","E92000001","Nation",2020-04-29 00:00:00.000,632,23567,617.42857142857144
"Wales","W92000004","Nation",2020-04-28 00:00:00.000,17,813,29.142857142857142
"Scotland","S92000003","Nation",2020-04-28 00:00:00.000,13,1262,49.571428571428569
"Northern Ireland","N92000002","Nation",2020-04-28 00:00:00.000,10,309,14.571428571428571
"United Kingdom","K02000001","UK",2020-04-28 00:00:00.000,911,25319,726
"England","E92000001","Nation",2020-04-28 00:00:00.000,871,22935,632.71428571428567
"Wales","W92000004","Nation",2020-04-27 00:00:00.000,8,796,30.285714285714285
"Scotland","S92000003","Nation",2020-04-27 00:00:00.000,18,1249,49.428571428571431
"Northern Ireland","N92000002","Nation",2020-04-27 00:00:00.000,5,299,15
"United Kingdom","K02000001","UK",2020-04-27 00:00:00.000,338,24408,763.42857142857144
"England","E92000001","Nation",2020-04-27 00:00:00.000,307,22064,668.71428571428567
"Wales","W92000004","Nation",2020-04-26 00:00:00.000,14,788,30.428571428571427
"Scotland","S92000003","Nation",2020-04-26 00:00:00.000,47,1231,48.285714285714285
"Northern Ireland","N92000002","Nation",2020-04-26 00:00:00.000,16,294,14.428571428571429
"United Kingdom","K02000001","UK",2020-04-26 00:00:00.000,420,24070,795
"England","E92000001","Nation",2020-04-26 00:00:00.000,343,21757,701.85714285714289
"Wales","W92000004","Nation",2020-04-25 00:00:00.000,23,774,34.285714285714285
"Scotland","S92000003","Nation",2020-04-25 00:00:00.000,64,1184,49.571428571428569
"Northern Ireland","N92000002","Nation",2020-04-25 00:00:00.000,15,278,14.571428571428571
"United Kingdom","K02000001","UK",2020-04-25 00:00:00.000,843,23650,806.14285714285711
"England","E92000001","Nation",2020-04-25 00:00:00.000,741,21414,707.71428571428567
"Wales","W92000004","Nation",2020-04-24 00:00:00.000,110,751,35
"Scotland","S92000003","Nation",2020-04-24 00:00:00.000,58,1120,48.714285714285715
"Northern Ireland","N92000002","Nation",2020-04-24 00:00:00.000,13,263,15
"United Kingdom","K02000001","UK",2020-04-24 00:00:00.000,1006,22807,845
"England","E92000001","Nation",2020-04-24 00:00:00.000,825,20673,746.28571428571433
"Wales","W92000004","Nation",2020-04-23 00:00:00.000,17,641,20.857142857142858
"Scotland","S92000003","Nation",2020-04-23 00:00:00.000,77,1062,51.857142857142854
"Northern Ireland","N92000002","Nation",2020-04-23 00:00:00.000,30,250,15.714285714285714
"United Kingdom","K02000001","UK",2020-04-23 00:00:00.000,727,21801,835
"England","E92000001","Nation",2020-04-23 00:00:00.000,603,19848,746.57142857142856
"Wales","W92000004","Nation",2020-04-22 00:00:00.000,15,624,23
"Scotland","S92000003","Nation",2020-04-22 00:00:00.000,70,985,52.857142857142854
"Northern Ireland","N92000002","Nation",2020-04-22 00:00:00.000,13,220,12.285714285714286
"United Kingdom","K02000001","UK",2020-04-22 00:00:00.000,837,21074,878.14285714285711
"England","E92000001","Nation",2020-04-22 00:00:00.000,739,19245,790
"Wales","W92000004","Nation",2020-04-21 00:00:00.000,25,609,29.428571428571427
"Scotland","S92000003","Nation",2020-04-21 00:00:00.000,12,915,48.571428571428569
"Northern Ireland","N92000002","Nation",2020-04-21 00:00:00.000,13,207,11.857142857142858
"United Kingdom","K02000001","UK",2020-04-21 00:00:00.000,1173,20237,878.85714285714289
"England","E92000001","Nation",2020-04-21 00:00:00.000,1123,18506,789
"Wales","W92000004","Nation",2020-04-20 00:00:00.000,9,584,28.571428571428573
"Scotland","S92000003","Nation",2020-04-20 00:00:00.000,10,903,48.142857142857146
"Northern Ireland","N92000002","Nation",2020-04-20 00:00:00.000,1,194,10.857142857142858
"United Kingdom","K02000001","UK",2020-04-20 00:00:00.000,559,19064,860.85714285714289
"England","E92000001","Nation",2020-04-20 00:00:00.000,539,17383,773.28571428571433
"Wales","W92000004","Nation",2020-04-19 00:00:00.000,41,575,29.428571428571427
"Scotland","S92000003","Nation",2020-04-19 00:00:00.000,56,893,50.142857142857146
"Northern Ireland","N92000002","Nation",2020-04-19 00:00:00.000,17,193,12.285714285714286
"United Kingdom","K02000001","UK",2020-04-19 00:00:00.000,498,18505,887.28571428571433
"England","E92000001","Nation",2020-04-19 00:00:00.000,384,16844,795.42857142857144
"Wales","W92000004","Nation",2020-04-18 00:00:00.000,28,534,26.142857142857142
"Scotland","S92000003","Nation",2020-04-18 00:00:00.000,58,837,48.857142857142854
"Northern Ireland","N92000002","Nation",2020-04-18 00:00:00.000,18,176,12
"United Kingdom","K02000001","UK",2020-04-18 00:00:00.000,1115,18007,914.14285714285711
"England","E92000001","Nation",2020-04-18 00:00:00.000,1011,16460,827.14285714285711
"Wales","W92000004","Nation",2020-04-17 00:00:00.000,11,506,27.285714285714285
"Scotland","S92000003","Nation",2020-04-17 00:00:00.000,80,779,47.428571428571431
"Northern Ireland","N92000002","Nation",2020-04-17 00:00:00.000,18,158,10.857142857142858
"United Kingdom","K02000001","UK",2020-04-17 00:00:00.000,936,16892,874.85714285714289
"England","E92000001","Nation",2020-04-17 00:00:00.000,827,15449,789.28571428571433
"Wales","W92000004","Nation",2020-04-16 00:00:00.000,32,495,29.857142857142858
"Scotland","S92000003","Nation",2020-04-16 00:00:00.000,84,699,47.571428571428569
"Northern Ireland","N92000002","Nation",2020-04-16 00:00:00.000,6,140,8.8571428571428577
"United Kingdom","K02000001","UK",2020-04-16 00:00:00.000,1029,15956,905.71428571428567
"England","E92000001","Nation",2020-04-16 00:00:00.000,907,14622,819.42857142857144
"Wales","W92000004","Nation",2020-04-15 00:00:00.000,60,463,31.142857142857142
"Scotland","S92000003","Nation",2020-04-15 00:00:00.000,40,615,45.571428571428569
"Northern Ireland","N92000002","Nation",2020-04-15 00:00:00.000,10,134,8.7142857142857135
"United Kingdom","K02000001","UK",2020-04-15 00:00:00.000,842,14927,917.28571428571433
"England","E92000001","Nation",2020-04-15 00:00:00.000,732,13715,831.85714285714289
"Wales","W92000004","Nation",2020-04-14 00:00:00.000,19,403,27.285714285714285
"Scotland","S92000003","Nation",2020-04-14 00:00:00.000,9,575,50.428571428571431
"Northern Ireland","N92000002","Nation",2020-04-14 00:00:00.000,6,124,7.7142857142857144
"United Kingdom","K02000001","UK",2020-04-14 00:00:00.000,1047,14085,944.71428571428567
"England","E92000001","Nation",2020-04-14 00:00:00.000,1013,12983,859.28571428571433
"Wales","W92000004","Nation",2020-04-13 00:00:00.000,15,384,27.285714285714285
"Scotland","S92000003","Nation",2020-04-13 00:00:00.000,24,566,49.428571428571431
"Northern Ireland","N92000002","Nation",2020-04-13 00:00:00.000,11,118,7.8571428571428568
"United Kingdom","K02000001","UK",2020-04-13 00:00:00.000,744,13038,943.42857142857144
"England","E92000001","Nation",2020-04-13 00:00:00.000,694,11970,858.85714285714289
"Wales","W92000004","Nation",2020-04-12 00:00:00.000,18,369,29
"Scotland","S92000003","Nation",2020-04-12 00:00:00.000,47,542,46.285714285714285
"Northern Ireland","N92000002","Nation",2020-04-12 00:00:00.000,15,107,7.2857142857142856
"United Kingdom","K02000001","UK",2020-04-12 00:00:00.000,686,12294,918.28571428571433
"England","E92000001","Nation",2020-04-12 00:00:00.000,606,11276,835.71428571428567
"Wales","W92000004","Nation",2020-04-11 00:00:00.000,36,351,28.142857142857142
"Scotland","S92000003","Nation",2020-04-11 00:00:00.000,48,495,46.142857142857146
"Northern Ireland","N92000002","Nation",2020-04-11 00:00:00.000,10,92,6.2857142857142856
"United Kingdom","K02000001","UK",2020-04-11 00:00:00.000,840,11608,912.28571428571433
"England","E92000001","Nation",2020-04-11 00:00:00.000,746,10670,831.71428571428567
"Wales","W92000004","Nation",2020-04-10 00:00:00.000,29,315,24.857142857142858
"Scotland","S92000003","Nation",2020-04-10 00:00:00.000,81,447,45.857142857142854
"Northern Ireland","N92000002","Nation",2020-04-10 00:00:00.000,4,82,6.5714285714285712
"United Kingdom","K02000001","UK",2020-04-10 00:00:00.000,1152,10768,900.85714285714289
"England","E92000001","Nation",2020-04-10 00:00:00.000,1038,9924,823.57142857142856
"Wales","W92000004","Nation",2020-04-09 00:00:00.000,41,286,24.142857142857142
"Scotland","S92000003","Nation",2020-04-09 00:00:00.000,70,366,38.428571428571431
"Northern Ireland","N92000002","Nation",2020-04-09 00:00:00.000,5,78,6.8571428571428568
"United Kingdom","K02000001","UK",2020-04-09 00:00:00.000,1110,9616,838.28571428571433
"England","E92000001","Nation",2020-04-09 00:00:00.000,994,8886,768.85714285714289
"Wales","W92000004","Nation",2020-04-08 00:00:00.000,33,245,21
"Scotland","S92000003","Nation",2020-04-08 00:00:00.000,74,296,32.428571428571431
"Northern Ireland","N92000002","Nation",2020-04-08 00:00:00.000,3,73,6.4285714285714288
"United Kingdom","K02000001","UK",2020-04-08 00:00:00.000,1034,8506,772.85714285714289
"England","E92000001","Nation",2020-04-08 00:00:00.000,924,7892,713
"Wales","W92000004","Nation",2020-04-07 00:00:00.000,19,212,20.428571428571427
"Scotland","S92000003","Nation",2020-04-07 00:00:00.000,2,222,25
"Northern Ireland","N92000002","Nation",2020-04-07 00:00:00.000,7,70,6.8571428571428568
"United Kingdom","K02000001","UK",2020-04-07 00:00:00.000,1038,7472,720.85714285714289
"England","E92000001","Nation",2020-04-07 00:00:00.000,1010,6968,668.57142857142856
"Wales","W92000004","Nation",2020-04-06 00:00:00.000,27,193,18.714285714285715
"Scotland","S92000003","Nation",2020-04-06 00:00:00.000,2,220,25.571428571428573
"Northern Ireland","N92000002","Nation",2020-04-06 00:00:00.000,7,63,6
"United Kingdom","K02000001","UK",2020-04-06 00:00:00.000,568,6434,627.14285714285711
"England","E92000001","Nation",2020-04-06 00:00:00.000,532,5958,576.85714285714289
"Wales","W92000004","Nation",2020-04-05 00:00:00.000,12,166,16.857142857142858
"Scotland","S92000003","Nation",2020-04-05 00:00:00.000,46,218,25.428571428571427
"Northern Ireland","N92000002","Nation",2020-04-05 00:00:00.000,8,56,5.8571428571428568
"United Kingdom","K02000001","UK",2020-04-05 00:00:00.000,644,5866,599.42857142857144
"England","E92000001","Nation",2020-04-05 00:00:00.000,578,5426,551.28571428571433
"Wales","W92000004","Nation",2020-04-04 00:00:00.000,13,154,16.571428571428573
"Scotland","S92000003","Nation",2020-04-04 00:00:00.000,46,172,19.857142857142858
"Northern Ireland","N92000002","Nation",2020-04-04 00:00:00.000,12,48,5
"United Kingdom","K02000001","UK",2020-04-04 00:00:00.000,760,5222,538
"England","E92000001","Nation",2020-04-04 00:00:00.000,689,4848,496.57142857142856
"Wales","W92000004","Nation",2020-04-03 00:00:00.000,24,141,15.285714285714286
"Scotland","S92000003","Nation",2020-04-03 00:00:00.000,29,126,14.428571428571429
"Northern Ireland","N92000002","Nation",2020-04-03 00:00:00.000,6,36,3.7142857142857144
"United Kingdom","K02000001","UK",2020-04-03 00:00:00.000,714,4462,471.42857142857144
"England","E92000001","Nation",2020-04-03 00:00:00.000,655,4159,438
"Wales","W92000004","Nation",2020-04-02 00:00:00.000,19,117,12.714285714285714
"Scotland","S92000003","Nation",2020-04-02 00:00:00.000,28,97,10.714285714285714
"Northern Ireland","N92000002","Nation",2020-04-02 00:00:00.000,2,30,3.2857142857142856
"United Kingdom","K02000001","UK",2020-04-02 00:00:00.000,652,3748,410
"England","E92000001","Nation",2020-04-02 00:00:00.000,603,3504,383.28571428571428
"Wales","W92000004","Nation",2020-04-01 00:00:00.000,29,98,10.857142857142858
"Scotland","S92000003","Nation",2020-04-01 00:00:00.000,22,69,7.5714285714285712
"Northern Ireland","N92000002","Nation",2020-04-01 00:00:00.000,6,28,3.2857142857142856
"United Kingdom","K02000001","UK",2020-04-01 00:00:00.000,670,3096,343
"England","E92000001","Nation",2020-04-01 00:00:00.000,613,2901,321.28571428571428
"Wales","W92000004","Nation",2020-03-31 00:00:00.000,7,69,7.4285714285714288
"Scotland","S92000003","Nation",2020-03-31 00:00:00.000,6,47,4.7142857142857144
"Northern Ireland","N92000002","Nation",2020-03-31 00:00:00.000,1,22,2.7142857142857144
"United Kingdom","K02000001","UK",2020-03-31 00:00:00.000,382,2426,274
"England","E92000001","Nation",2020-03-31 00:00:00.000,368,2288,259.14285714285717
"Wales","W92000004","Nation",2020-03-30 00:00:00.000,14,62,6.5714285714285712
"Scotland","S92000003","Nation",2020-03-30 00:00:00.000,1,41,4.4285714285714288
"Northern Ireland","N92000002","Nation",2020-03-30 00:00:00.000,6,21,2.7142857142857144
"United Kingdom","K02000001","UK",2020-03-30 00:00:00.000,374,2044,240.71428571428572
"England","E92000001","Nation",2020-03-30 00:00:00.000,353,1920,227
"Wales","W92000004","Nation",2020-03-29 00:00:00.000,10,48,5.1428571428571432
"Scotland","S92000003","Nation",2020-03-29 00:00:00.000,7,40,4.7142857142857144
"Northern Ireland","N92000002","Nation",2020-03-29 00:00:00.000,2,15,1.8571428571428572
"United Kingdom","K02000001","UK",2020-03-29 00:00:00.000,214,1670,197.85714285714286
"England","E92000001","Nation",2020-03-29 00:00:00.000,195,1567,186.14285714285714
"Wales","W92000004","Nation",2020-03-28 00:00:00.000,4,38,5
"Scotland","S92000003","Nation",2020-03-28 00:00:00.000,8,33,3.8571428571428572
"Northern Ireland","N92000002","Nation",2020-03-28 00:00:00.000,3,13,1.7142857142857142
"United Kingdom","K02000001","UK",2020-03-28 00:00:00.000,294,1456,172.28571428571428
"England","E92000001","Nation",2020-03-28 00:00:00.000,279,1372,161.71428571428572
"Wales","W92000004","Nation",2020-03-27 00:00:00.000,6,34,4.7142857142857144
"Scotland","S92000003","Nation",2020-03-27 00:00:00.000,3,25,2.7142857142857144
"Northern Ireland","N92000002","Nation",2020-03-27 00:00:00.000,3,10,1.2857142857142858
"United Kingdom","K02000001","UK",2020-03-27 00:00:00.000,284,1162,138.28571428571428
"England","E92000001","Nation",2020-03-27 00:00:00.000,272,1093,129.57142857142858
