Date,Year,QuarterOfYear,MonthOfYear,DayOfMonth,DateInt,MonthName,MonthInCalendar,QuarterInCalendar,DayInWeek,DayOfWeekName,WeekEnding
2020-04-24 00:00:00.000,"2020","2","4","24","20200424","April","Apr 2020","Q2 2020","5","Friday",2020-04-25 00:00:00.000
2020-04-25 00:00:00.000,"2020","2","4","25","20200425","April","Apr 2020","Q2 2020","6","Saturday",2020-04-25 00:00:00.000
2020-04-26 00:00:00.000,"2020","2","4","26","20200426","April","Apr 2020","Q2 2020","0","Sunday",2020-05-02 00:00:00.000
2020-04-27 00:00:00.000,"2020","2","4","27","20200427","April","Apr 2020","Q2 2020","1","Monday",2020-05-02 00:00:00.000
2020-04-28 00:00:00.000,"2020","2","4","28","20200428","April","Apr 2020","Q2 2020","2","Tuesday",2020-05-02 00:00:00.000
2020-04-29 00:00:00.000,"2020","2","4","29","20200429","April","Apr 2020","Q2 2020","3","Wednesday",2020-05-02 00:00:00.000
2020-04-30 00:00:00.000,"2020","2","4","30","20200430","April","Apr 2020","Q2 2020","4","Thursday",2020-05-02 00:00:00.000
2020-05-01 00:00:00.000,"2020","2","5","1","20200501","May","May 2020","Q2 2020","5","Friday",2020-05-02 00:00:00.000
2020-05-02 00:00:00.000,"2020","2","5","2","20200502","May","May 2020","Q2 2020","6","Saturday",2020-05-02 00:00:00.000
2020-05-03 00:00:00.000,"2020","2","5","3","20200503","May","May 2020","Q2 2020","0","Sunday",2020-05-09 00:00:00.000
2020-05-04 00:00:00.000,"2020","2","5","4","20200504","May","May 2020","Q2 2020","1","Monday",2020-05-09 00:00:00.000
2020-05-05 00:00:00.000,"2020","2","5","5","20200505","May","May 2020","Q2 2020","2","Tuesday",2020-05-09 00:00:00.000
2020-05-06 00:00:00.000,"2020","2","5","6","20200506","May","May 2020","Q2 2020","3","Wednesday",2020-05-09 00:00:00.000
2020-05-07 00:00:00.000,"2020","2","5","7","20200507","May","May 2020","Q2 2020","4","Thursday",2020-05-09 00:00:00.000
2020-05-08 00:00:00.000,"2020","2","5","8","20200508","May","May 2020","Q2 2020","5","Friday",2020-05-09 00:00:00.000
2020-05-09 00:00:00.000,"2020","2","5","9","20200509","May","May 2020","Q2 2020","6","Saturday",2020-05-09 00:00:00.000
2020-05-10 00:00:00.000,"2020","2","5","10","20200510","May","May 2020","Q2 2020","0","Sunday",2020-05-16 00:00:00.000
2020-05-11 00:00:00.000,"2020","2","5","11","20200511","May","May 2020","Q2 2020","1","Monday",2020-05-16 00:00:00.000
2020-05-12 00:00:00.000,"2020","2","5","12","20200512","May","May 2020","Q2 2020","2","Tuesday",2020-05-16 00:00:00.000
2020-05-13 00:00:00.000,"2020","2","5","13","20200513","May","May 2020","Q2 2020","3","Wednesday",2020-05-16 00:00:00.000
2020-05-14 00:00:00.000,"2020","2","5","14","20200514","May","May 2020","Q2 2020","4","Thursday",2020-05-16 00:00:00.000
2020-05-15 00:00:00.000,"2020","2","5","15","20200515","May","May 2020","Q2 2020","5","Friday",2020-05-16 00:00:00.000
2020-05-16 00:00:00.000,"2020","2","5","16","20200516","May","May 2020","Q2 2020","6","Saturday",2020-05-16 00:00:00.000
2020-05-17 00:00:00.000,"2020","2","5","17","20200517","May","May 2020","Q2 2020","0","Sunday",2020-05-23 00:00:00.000
2020-05-18 00:00:00.000,"2020","2","5","18","20200518","May","May 2020","Q2 2020","1","Monday",2020-05-23 00:00:00.000
2020-05-19 00:00:00.000,"2020","2","5","19","20200519","May","May 2020","Q2 2020","2","Tuesday",2020-05-23 00:00:00.000
2020-05-20 00:00:00.000,"2020","2","5","20","20200520","May","May 2020","Q2 2020","3","Wednesday",2020-05-23 00:00:00.000
2020-05-21 00:00:00.000,"2020","2","5","21","20200521","May","May 2020","Q2 2020","4","Thursday",2020-05-23 00:00:00.000
2020-05-22 00:00:00.000,"2020","2","5","22","20200522","May","May 2020","Q2 2020","5","Friday",2020-05-23 00:00:00.000
2020-05-23 00:00:00.000,"2020","2","5","23","20200523","May","May 2020","Q2 2020","6","Saturday",2020-05-23 00:00:00.000
2020-05-24 00:00:00.000,"2020","2","5","24","20200524","May","May 2020","Q2 2020","0","Sunday",2020-05-30 00:00:00.000
2020-05-25 00:00:00.000,"2020","2","5","25","20200525","May","May 2020","Q2 2020","1","Monday",2020-05-30 00:00:00.000
2020-05-26 00:00:00.000,"2020","2","5","26","20200526","May","May 2020","Q2 2020","2","Tuesday",2020-05-30 00:00:00.000
2020-05-27 00:00:00.000,"2020","2","5","27","20200527","May","May 2020","Q2 2020","3","Wednesday",2020-05-30 00:00:00.000
2020-05-28 00:00:00.000,"2020","2","5","28","20200528","May","May 2020","Q2 2020","4","Thursday",2020-05-30 00:00:00.000
2020-05-29 00:00:00.000,"2020","2","5","29","20200529","May","May 2020","Q2 2020","5","Friday",2020-05-30 00:00:00.000
2020-05-30 00:00:00.000,"2020","2","5","30","20200530","May","May 2020","Q2 2020","6","Saturday",2020-05-30 00:00:00.000
2020-05-31 00:00:00.000,"2020","2","5","31","20200531","May","May 2020","Q2 2020","0","Sunday",2020-06-06 00:00:00.000
2020-06-01 00:00:00.000,"2020","2","6","1","20200601","June","Jun 2020","Q2 2020","1","Monday",2020-06-06 00:00:00.000
2020-06-02 00:00:00.000,"2020","2","6","2","20200602","June","Jun 2020","Q2 2020","2","Tuesday",2020-06-06 00:00:00.000
2020-06-03 00:00:00.000,"2020","2","6","3","20200603","June","Jun 2020","Q2 2020","3","Wednesday",2020-06-06 00:00:00.000
2020-06-04 00:00:00.000,"2020","2","6","4","20200604","June","Jun 2020","Q2 2020","4","Thursday",2020-06-06 00:00:00.000
2020-06-05 00:00:00.000,"2020","2","6","5","20200605","June","Jun 2020","Q2 2020","5","Friday",2020-06-06 00:00:00.000
2020-06-06 00:00:00.000,"2020","2","6","6","20200606","June","Jun 2020","Q2 2020","6","Saturday",2020-06-06 00:00:00.000
2020-06-07 00:00:00.000,"2020","2","6","7","20200607","June","Jun 2020","Q2 2020","0","Sunday",2020-06-13 00:00:00.000
2020-06-08 00:00:00.000,"2020","2","6","8","20200608","June","Jun 2020","Q2 2020","1","Monday",2020-06-13 00:00:00.000
2020-06-09 00:00:00.000,"2020","2","6","9","20200609","June","Jun 2020","Q2 2020","2","Tuesday",2020-06-13 00:00:00.000
2020-06-10 00:00:00.000,"2020","2","6","10","20200610","June","Jun 2020","Q2 2020","3","Wednesday",2020-06-13 00:00:00.000
2020-06-11 00:00:00.000,"2020","2","6","11","20200611","June","Jun 2020","Q2 2020","4","Thursday",2020-06-13 00:00:00.000
2020-06-12 00:00:00.000,"2020","2","6","12","20200612","June","Jun 2020","Q2 2020","5","Friday",2020-06-13 00:00:00.000
2020-06-13 00:00:00.000,"2020","2","6","13","20200613","June","Jun 2020","Q2 2020","6","Saturday",2020-06-13 00:00:00.000
2020-06-14 00:00:00.000,"2020","2","6","14","20200614","June","Jun 2020","Q2 2020","0","Sunday",2020-06-20 00:00:00.000
2020-06-15 00:00:00.000,"2020","2","6","15","20200615","June","Jun 2020","Q2 2020","1","Monday",2020-06-20 00:00:00.000
2020-06-16 00:00:00.000,"2020","2","6","16","20200616","June","Jun 2020","Q2 2020","2","Tuesday",2020-06-20 00:00:00.000
2020-06-17 00:00:00.000,"2020","2","6","17","20200617","June","Jun 2020","Q2 2020","3","Wednesday",2020-06-20 00:00:00.000
2020-06-18 00:00:00.000,"2020","2","6","18","20200618","June","Jun 2020","Q2 2020","4","Thursday",2020-06-20 00:00:00.000
2020-06-19 00:00:00.000,"2020","2","6","19","20200619","June","Jun 2020","Q2 2020","5","Friday",2020-06-20 00:00:00.000
2020-06-20 00:00:00.000,"2020","2","6","20","20200620","June","Jun 2020","Q2 2020","6","Saturday",2020-06-20 00:00:00.000
2020-06-21 00:00:00.000,"2020","2","6","21","20200621","June","Jun 2020","Q2 2020","0","Sunday",2020-06-27 00:00:00.000
2020-06-22 00:00:00.000,"2020","2","6","22","20200622","June","Jun 2020","Q2 2020","1","Monday",2020-06-27 00:00:00.000
2020-06-23 00:00:00.000,"2020","2","6","23","20200623","June","Jun 2020","Q2 2020","2","Tuesday",2020-06-27 00:00:00.000
2020-06-24 00:00:00.000,"2020","2","6","24","20200624","June","Jun 2020","Q2 2020","3","Wednesday",2020-06-27 00:00:00.000
2020-06-25 00:00:00.000,"2020","2","6","25","20200625","June","Jun 2020","Q2 2020","4","Thursday",2020-06-27 00:00:00.000
2020-06-26 00:00:00.000,"2020","2","6","26","20200626","June","Jun 2020","Q2 2020","5","Friday",2020-06-27 00:00:00.000
2020-06-27 00:00:00.000,"2020","2","6","27","20200627","June","Jun 2020","Q2 2020","6","Saturday",2020-06-27 00:00:00.000
2020-06-28 00:00:00.000,"2020","2","6","28","20200628","June","Jun 2020","Q2 2020","0","Sunday",2020-07-04 00:00:00.000
2020-06-29 00:00:00.000,"2020","2","6","29","20200629","June","Jun 2020","Q2 2020","1","Monday",2020-07-04 00:00:00.000
2020-06-30 00:00:00.000,"2020","2","6","30","20200630","June","Jun 2020","Q2 2020","2","Tuesday",2020-07-04 00:00:00.000
2020-10-01 00:00:00.000,"2020","4","10","1","20201001","October","Oct 2020","Q4 2020","4","Thursday",2020-10-03 00:00:00.000
2020-10-02 00:00:00.000,"2020","4","10","2","20201002","October","Oct 2020","Q4 2020","5","Friday",2020-10-03 00:00:00.000
2020-10-03 00:00:00.000,"2020","4","10","3","20201003","October","Oct 2020","Q4 2020","6","Saturday",2020-10-03 00:00:00.000
2020-10-04 00:00:00.000,"2020","4","10","4","20201004","October","Oct 2020","Q4 2020","0","Sunday",2020-10-10 00:00:00.000
2020-10-05 00:00:00.000,"2020","4","10","5","20201005","October","Oct 2020","Q4 2020","1","Monday",2020-10-10 00:00:00.000
2020-10-06 00:00:00.000,"2020","4","10","6","20201006","October","Oct 2020","Q4 2020","2","Tuesday",2020-10-10 00:00:00.000
2020-10-07 00:00:00.000,"2020","4","10","7","20201007","October","Oct 2020","Q4 2020","3","Wednesday",2020-10-10 00:00:00.000
2020-10-08 00:00:00.000,"2020","4","10","8","20201008","October","Oct 2020","Q4 2020","4","Thursday",2020-10-10 00:00:00.000
2020-10-09 00:00:00.000,"2020","4","10","9","20201009","October","Oct 2020","Q4 2020","5","Friday",2020-10-10 00:00:00.000
2020-10-10 00:00:00.000,"2020","4","10","10","20201010","October","Oct 2020","Q4 2020","6","Saturday",2020-10-10 00:00:00.000
2020-10-11 00:00:00.000,"2020","4","10","11","20201011","October","Oct 2020","Q4 2020","0","Sunday",2020-10-17 00:00:00.000
2020-10-12 00:00:00.000,"2020","4","10","12","20201012","October","Oct 2020","Q4 2020","1","Monday",2020-10-17 00:00:00.000
2020-10-13 00:00:00.000,"2020","4","10","13","20201013","October","Oct 2020","Q4 2020","2","Tuesday",2020-10-17 00:00:00.000
2020-10-14 00:00:00.000,"2020","4","10","14","20201014","October","Oct 2020","Q4 2020","3","Wednesday",2020-10-17 00:00:00.000
2020-10-15 00:00:00.000,"2020","4","10","15","20201015","October","Oct 2020","Q4 2020","4","Thursday",2020-10-17 00:00:00.000
2020-10-16 00:00:00.000,"2020","4","10","16","20201016","October","Oct 2020","Q4 2020","5","Friday",2020-10-17 00:00:00.000
2020-10-17 00:00:00.000,"2020","4","10","17","20201017","October","Oct 2020","Q4 2020","6","Saturday",2020-10-17 00:00:00.000
2020-10-18 00:00:00.000,"2020","4","10","18","20201018","October","Oct 2020","Q4 2020","0","Sunday",2020-10-24 00:00:00.000
2020-10-19 00:00:00.000,"2020","4","10","19","20201019","October","Oct 2020","Q4 2020","1","Monday",2020-10-24 00:00:00.000
2020-10-20 00:00:00.000,"2020","4","10","20","20201020","October","Oct 2020","Q4 2020","2","Tuesday",2020-10-24 00:00:00.000
2020-10-21 00:00:00.000,"2020","4","10","21","20201021","October","Oct 2020","Q4 2020","3","Wednesday",2020-10-24 00:00:00.000
2020-10-22 00:00:00.000,"2020","4","10","22","20201022","October","Oct 2020","Q4 2020","4","Thursday",2020-10-24 00:00:00.000
2020-10-23 00:00:00.000,"2020","4","10","23","20201023","October","Oct 2020","Q4 2020","5","Friday",2020-10-24 00:00:00.000
2020-10-24 00:00:00.000,"2020","4","10","24","20201024","October","Oct 2020","Q4 2020","6","Saturday",2020-10-24 00:00:00.000
2020-10-25 00:00:00.000,"2020","4","10","25","20201025","October","Oct 2020","Q4 2020","0","Sunday",2020-10-31 00:00:00.000
2020-10-26 00:00:00.000,"2020","4","10","26","20201026","October","Oct 2020","Q4 2020","1","Monday",2020-10-31 00:00:00.000
2020-10-27 00:00:00.000,"2020","4","10","27","20201027","October","Oct 2020","Q4 2020","2","Tuesday",2020-10-31 00:00:00.000
2020-10-28 00:00:00.000,"2020","4","10","28","20201028","October","Oct 2020","Q4 2020","3","Wednesday",2020-10-31 00:00:00.000
2020-10-29 00:00:00.000,"2020","4","10","29","20201029","October","Oct 2020","Q4 2020","4","Thursday",2020-10-31 00:00:00.000
2020-10-30 00:00:00.000,"2020","4","10","30","20201030","October","Oct 2020","Q4 2020","5","Friday",2020-10-31 00:00:00.000
2020-10-31 00:00:00.000,"2020","4","10","31","20201031","October","Oct 2020","Q4 2020","6","Saturday",2020-10-31 00:00:00.000
2020-11-01 00:00:00.000,"2020","4","11","1","20201101","November","Nov 2020","Q4 2020","0","Sunday",2020-11-07 00:00:00.000
2020-11-02 00:00:00.000,"2020","4","11","2","20201102","November","Nov 2020","Q4 2020","1","Monday",2020-11-07 00:00:00.000
2020-11-03 00:00:00.000,"2020","4","11","3","20201103","November","Nov 2020","Q4 2020","2","Tuesday",2020-11-07 00:00:00.000
2020-11-04 00:00:00.000,"2020","4","11","4","20201104","November","Nov 2020","Q4 2020","3","Wednesday",2020-11-07 00:00:00.000
2020-11-05 00:00:00.000,"2020","4","11","5","20201105","November","Nov 2020","Q4 2020","4","Thursday",2020-11-07 00:00:00.000
2020-11-06 00:00:00.000,"2020","4","11","6","20201106","November","Nov 2020","Q4 2020","5","Friday",2020-11-07 00:00:00.000
2020-11-07 00:00:00.000,"2020","4","11","7","20201107","November","Nov 2020","Q4 2020","6","Saturday",2020-11-07 00:00:00.000
2020-11-08 00:00:00.000,"2020","4","11","8","20201108","November","Nov 2020","Q4 2020","0","Sunday",2020-11-14 00:00:00.000
2020-11-09 00:00:00.000,"2020","4","11","9","20201109","November","Nov 2020","Q4 2020","1","Monday",2020-11-14 00:00:00.000
2020-11-10 00:00:00.000,"2020","4","11","10","20201110","November","Nov 2020","Q4 2020","2","Tuesday",2020-11-14 00:00:00.000
2020-11-11 00:00:00.000,"2020","4","11","11","20201111","November","Nov 2020","Q4 2020","3","Wednesday",2020-11-14 00:00:00.000
2020-11-12 00:00:00.000,"2020","4","11","12","20201112","November","Nov 2020","Q4 2020","4","Thursday",2020-11-14 00:00:00.000
2020-11-13 00:00:00.000,"2020","4","11","13","20201113","November","Nov 2020","Q4 2020","5","Friday",2020-11-14 00:00:00.000
2020-11-14 00:00:00.000,"2020","4","11","14","20201114","November","Nov 2020","Q4 2020","6","Saturday",2020-11-14 00:00:00.000
2020-11-15 00:00:00.000,"2020","4","11","15","20201115","November","Nov 2020","Q4 2020","0","Sunday",2020-11-21 00:00:00.000
2020-11-16 00:00:00.000,"2020","4","11","16","20201116","November","Nov 2020","Q4 2020","1","Monday",2020-11-21 00:00:00.000
2020-11-17 00:00:00.000,"2020","4","11","17","20201117","November","Nov 2020","Q4 2020","2","Tuesday",2020-11-21 00:00:00.000
2020-11-18 00:00:00.000,"2020","4","11","18","20201118","November","Nov 2020","Q4 2020","3","Wednesday",2020-11-21 00:00:00.000
2020-11-19 00:00:00.000,"2020","4","11","19","20201119","November","Nov 2020","Q4 2020","4","Thursday",2020-11-21 00:00:00.000
2020-11-20 00:00:00.000,"2020","4","11","20","20201120","November","Nov 2020","Q4 2020","5","Friday",2020-11-21 00:00:00.000
2020-11-21 00:00:00.000,"2020","4","11","21","20201121","November","Nov 2020","Q4 2020","6","Saturday",2020-11-21 00:00:00.000
2020-11-22 00:00:00.000,"2020","4","11","22","20201122","November","Nov 2020","Q4 2020","0","Sunday",2020-11-28 00:00:00.000
2020-11-23 00:00:00.000,"2020","4","11","23","20201123","November","Nov 2020","Q4 2020","1","Monday",2020-11-28 00:00:00.000
2020-11-24 00:00:00.000,"2020","4","11","24","20201124","November","Nov 2020","Q4 2020","2","Tuesday",2020-11-28 00:00:00.000
2020-11-25 00:00:00.000,"2020","4","11","25","20201125","November","Nov 2020","Q4 2020","3","Wednesday",2020-11-28 00:00:00.000
2020-11-26 00:00:00.000,"2020","4","11","26","20201126","November","Nov 2020","Q4 2020","4","Thursday",2020-11-28 00:00:00.000
2020-11-27 00:00:00.000,"2020","4","11","27","20201127","November","Nov 2020","Q4 2020","5","Friday",2020-11-28 00:00:00.000
2020-11-28 00:00:00.000,"2020","4","11","28","20201128","November","Nov 2020","Q4 2020","6","Saturday",2020-11-28 00:00:00.000
2020-11-29 00:00:00.000,"2020","4","11","29","20201129","November","Nov 2020","Q4 2020","0","Sunday",2020-12-05 00:00:00.000
2020-11-30 00:00:00.000,"2020","4","11","30","20201130","November","Nov 2020","Q4 2020","1","Monday",2020-12-05 00:00:00.000
2020-12-01 00:00:00.000,"2020","4","12","1","20201201","December","Dec 2020","Q4 2020","2","Tuesday",2020-12-05 00:00:00.000
2020-12-02 00:00:00.000,"2020","4","12","2","20201202","December","Dec 2020","Q4 2020","3","Wednesday",2020-12-05 00:00:00.000
2020-12-03 00:00:00.000,"2020","4","12","3","20201203","December","Dec 2020","Q4 2020","4","Thursday",2020-12-05 00:00:00.000
2020-12-04 00:00:00.000,"2020","4","12","4","20201204","December","Dec 2020","Q4 2020","5","Friday",2020-12-05 00:00:00.000
2020-12-05 00:00:00.000,"2020","4","12","5","20201205","December","Dec 2020","Q4 2020","6","Saturday",2020-12-05 00:00:00.000
2020-12-06 00:00:00.000,"2020","4","12","6","20201206","December","Dec 2020","Q4 2020","0","Sunday",2020-12-12 00:00:00.000
2020-12-07 00:00:00.000,"2020","4","12","7","20201207","December","Dec 2020","Q4 2020","1","Monday",2020-12-12 00:00:00.000
2020-12-08 00:00:00.000,"2020","4","12","8","20201208","December","Dec 2020","Q4 2020","2","Tuesday",2020-12-12 00:00:00.000
2020-12-09 00:00:00.000,"2020","4","12","9","20201209","December","Dec 2020","Q4 2020","3","Wednesday",2020-12-12 00:00:00.000
2020-12-10 00:00:00.000,"2020","4","12","10","20201210","December","Dec 2020","Q4 2020","4","Thursday",2020-12-12 00:00:00.000
2020-12-11 00:00:00.000,"2020","4","12","11","20201211","December","Dec 2020","Q4 2020","5","Friday",2020-12-12 00:00:00.000
2020-12-12 00:00:00.000,"2020","4","12","12","20201212","December","Dec 2020","Q4 2020","6","Saturday",2020-12-12 00:00:00.000
2020-12-13 00:00:00.000,"2020","4","12","13","20201213","December","Dec 2020","Q4 2020","0","Sunday",2020-12-19 00:00:00.000
2020-12-14 00:00:00.000,"2020","4","12","14","20201214","December","Dec 2020","Q4 2020","1","Monday",2020-12-19 00:00:00.000
2020-12-15 00:00:00.000,"2020","4","12","15","20201215","December","Dec 2020","Q4 2020","2","Tuesday",2020-12-19 00:00:00.000
2020-12-16 00:00:00.000,"2020","4","12","16","20201216","December","Dec 2020","Q4 2020","3","Wednesday",2020-12-19 00:00:00.000
2020-12-17 00:00:00.000,"2020","4","12","17","20201217","December","Dec 2020","Q4 2020","4","Thursday",2020-12-19 00:00:00.000
2020-12-18 00:00:00.000,"2020","4","12","18","20201218","December","Dec 2020","Q4 2020","5","Friday",2020-12-19 00:00:00.000
2020-12-19 00:00:00.000,"2020","4","12","19","20201219","December","Dec 2020","Q4 2020","6","Saturday",2020-12-19 00:00:00.000
2020-12-20 00:00:00.000,"2020","4","12","20","20201220","December","Dec 2020","Q4 2020","0","Sunday",2020-12-26 00:00:00.000
2020-12-21 00:00:00.000,"2020","4","12","21","20201221","December","Dec 2020","Q4 2020","1","Monday",2020-12-26 00:00:00.000
2020-12-22 00:00:00.000,"2020","4","12","22","20201222","December","Dec 2020","Q4 2020","2","Tuesday",2020-12-26 00:00:00.000
2020-12-23 00:00:00.000,"2020","4","12","23","20201223","December","Dec 2020","Q4 2020","3","Wednesday",2020-12-26 00:00:00.000
2020-12-24 00:00:00.000,"2020","4","12","24","20201224","December","Dec 2020","Q4 2020","4","Thursday",2020-12-26 00:00:00.000
2020-12-25 00:00:00.000,"2020","4","12","25","20201225","December","Dec 2020","Q4 2020","5","Friday",2020-12-26 00:00:00.000
2020-12-26 00:00:00.000,"2020","4","12","26","20201226","December","Dec 2020","Q4 2020","6","Saturday",2020-12-26 00:00:00.000
2020-12-27 00:00:00.000,"2020","4","12","27","20201227","December","Dec 2020","Q4 2020","0","Sunday",2021-01-02 00:00:00.000
2020-12-28 00:00:00.000,"2020","4","12","28","20201228","December","Dec 2020","Q4 2020","1","Monday",2021-01-02 00:00:00.000
2020-12-29 00:00:00.000,"2020","4","12","29","20201229","December","Dec 2020","Q4 2020","2","Tuesday",2021-01-02 00:00:00.000
2020-12-30 00:00:00.000,"2020","4","12","30","20201230","December","Dec 2020","Q4 2020","3","Wednesday",2021-01-02 00:00:00.000
2020-12-31 00:00:00.000,"2020","4","12","31","20201231","December","Dec 2020","Q4 2020","4","Thursday",2021-01-02 00:00:00.000
2019-01-01 00:00:00.000,"2019","1","1","1","20190101","January","Jan 2019","Q1 2019","2","Tuesday",2019-01-05 00:00:00.000
2019-01-02 00:00:00.000,"2019","1","1","2","20190102","January","Jan 2019","Q1 2019","3","Wednesday",2019-01-05 00:00:00.000
2019-01-03 00:00:00.000,"2019","1","1","3","20190103","January","Jan 2019","Q1 2019","4","Thursday",2019-01-05 00:00:00.000
2019-01-04 00:00:00.000,"2019","1","1","4","20190104","January","Jan 2019","Q1 2019","5","Friday",2019-01-05 00:00:00.000
2019-01-05 00:00:00.000,"2019","1","1","5","20190105","January","Jan 2019","Q1 2019","6","Saturday",2019-01-05 00:00:00.000
2019-01-06 00:00:00.000,"2019","1","1","6","20190106","January","Jan 2019","Q1 2019","0","Sunday",2019-01-12 00:00:00.000
2019-01-07 00:00:00.000,"2019","1","1","7","20190107","January","Jan 2019","Q1 2019","1","Monday",2019-01-12 00:00:00.000
2019-01-08 00:00:00.000,"2019","1","1","8","20190108","January","Jan 2019","Q1 2019","2","Tuesday",2019-01-12 00:00:00.000
2019-01-09 00:00:00.000,"2019","1","1","9","20190109","January","Jan 2019","Q1 2019","3","Wednesday",2019-01-12 00:00:00.000
2019-01-10 00:00:00.000,"2019","1","1","10","20190110","January","Jan 2019","Q1 2019","4","Thursday",2019-01-12 00:00:00.000
2019-01-11 00:00:00.000,"2019","1","1","11","20190111","January","Jan 2019","Q1 2019","5","Friday",2019-01-12 00:00:00.000
2019-01-12 00:00:00.000,"2019","1","1","12","20190112","January","Jan 2019","Q1 2019","6","Saturday",2019-01-12 00:00:00.000
2019-01-13 00:00:00.000,"2019","1","1","13","20190113","January","Jan 2019","Q1 2019","0","Sunday",2019-01-19 00:00:00.000
2019-01-14 00:00:00.000,"2019","1","1","14","20190114","January","Jan 2019","Q1 2019","1","Monday",2019-01-19 00:00:00.000
2019-01-15 00:00:00.000,"2019","1","1","15","20190115","January","Jan 2019","Q1 2019","2","Tuesday",2019-01-19 00:00:00.000
2019-01-16 00:00:00.000,"2019","1","1","16","20190116","January","Jan 2019","Q1 2019","3","Wednesday",2019-01-19 00:00:00.000
2019-01-17 00:00:00.000,"2019","1","1","17","20190117","January","Jan 2019","Q1 2019","4","Thursday",2019-01-19 00:00:00.000
2019-01-18 00:00:00.000,"2019","1","1","18","20190118","January","Jan 2019","Q1 2019","5","Friday",2019-01-19 00:00:00.000
2019-01-19 00:00:00.000,"2019","1","1","19","20190119","January","Jan 2019","Q1 2019","6","Saturday",2019-01-19 00:00:00.000
2019-01-20 00:00:00.000,"2019","1","1","20","20190120","January","Jan 2019","Q1 2019","0","Sunday",2019-01-26 00:00:00.000
2019-01-21 00:00:00.000,"2019","1","1","21","20190121","January","Jan 2019","Q1 2019","1","Monday",2019-01-26 00:00:00.000
2019-01-22 00:00:00.000,"2019","1","1","22","20190122","January","Jan 2019","Q1 2019","2","Tuesday",2019-01-26 00:00:00.000
2019-01-23 00:00:00.000,"2019","1","1","23","20190123","January","Jan 2019","Q1 2019","3","Wednesday",2019-01-26 00:00:00.000
2019-01-24 00:00:00.000,"2019","1","1","24","20190124","January","Jan 2019","Q1 2019","4","Thursday",2019-01-26 00:00:00.000
2019-01-25 00:00:00.000,"2019","1","1","25","20190125","January","Jan 2019","Q1 2019","5","Friday",2019-01-26 00:00:00.000
2019-01-26 00:00:00.000,"2019","1","1","26","20190126","January","Jan 2019","Q1 2019","6","Saturday",2019-01-26 00:00:00.000
2019-01-27 00:00:00.000,"2019","1","1","27","20190127","January","Jan 2019","Q1 2019","0","Sunday",2019-02-02 00:00:00.000
2019-01-28 00:00:00.000,"2019","1","1","28","20190128","January","Jan 2019","Q1 2019","1","Monday",2019-02-02 00:00:00.000
2019-01-29 00:00:00.000,"2019","1","1","29","20190129","January","Jan 2019","Q1 2019","2","Tuesday",2019-02-02 00:00:00.000
2019-01-30 00:00:00.000,"2019","1","1","30","20190130","January","Jan 2019","Q1 2019","3","Wednesday",2019-02-02 00:00:00.000
2019-01-31 00:00:00.000,"2019","1","1","31","20190131","January","Jan 2019","Q1 2019","4","Thursday",2019-02-02 00:00:00.000
2019-02-01 00:00:00.000,"2019","1","2","1","20190201","February","Feb 2019","Q1 2019","5","Friday",2019-02-02 00:00:00.000
2019-02-02 00:00:00.000,"2019","1","2","2","20190202","February","Feb 2019","Q1 2019","6","Saturday",2019-02-02 00:00:00.000
2019-02-03 00:00:00.000,"2019","1","2","3","20190203","February","Feb 2019","Q1 2019","0","Sunday",2019-02-09 00:00:00.000
2019-02-04 00:00:00.000,"2019","1","2","4","20190204","February","Feb 2019","Q1 2019","1","Monday",2019-02-09 00:00:00.000
2019-02-05 00:00:00.000,"2019","1","2","5","20190205","February","Feb 2019","Q1 2019","2","Tuesday",2019-02-09 00:00:00.000
2019-02-06 00:00:00.000,"2019","1","2","6","20190206","February","Feb 2019","Q1 2019","3","Wednesday",2019-02-09 00:00:00.000
2019-02-07 00:00:00.000,"2019","1","2","7","20190207","February","Feb 2019","Q1 2019","4","Thursday",2019-02-09 00:00:00.000
2019-02-08 00:00:00.000,"2019","1","2","8","20190208","February","Feb 2019","Q1 2019","5","Friday",2019-02-09 00:00:00.000
2019-02-09 00:00:00.000,"2019","1","2","9","20190209","February","Feb 2019","Q1 2019","6","Saturday",2019-02-09 00:00:00.000
2019-02-10 00:00:00.000,"2019","1","2","10","20190210","February","Feb 2019","Q1 2019","0","Sunday",2019-02-16 00:00:00.000
2019-02-11 00:00:00.000,"2019","1","2","11","20190211","February","Feb 2019","Q1 2019","1","Monday",2019-02-16 00:00:00.000
2019-02-12 00:00:00.000,"2019","1","2","12","20190212","February","Feb 2019","Q1 2019","2","Tuesday",2019-02-16 00:00:00.000
2019-02-13 00:00:00.000,"2019","1","2","13","20190213","February","Feb 2019","Q1 2019","3","Wednesday",2019-02-16 00:00:00.000
2019-02-14 00:00:00.000,"2019","1","2","14","20190214","February","Feb 2019","Q1 2019","4","Thursday",2019-02-16 00:00:00.000
2019-02-15 00:00:00.000,"2019","1","2","15","20190215","February","Feb 2019","Q1 2019","5","Friday",2019-02-16 00:00:00.000
2019-02-16 00:00:00.000,"2019","1","2","16","20190216","February","Feb 2019","Q1 2019","6","Saturday",2019-02-16 00:00:00.000
2019-02-17 00:00:00.000,"2019","1","2","17","20190217","February","Feb 2019","Q1 2019","0","Sunday",2019-02-23 00:00:00.000
