Transaction Type,Date,Name,Amount,Balance
"Paycheck",2025-01-13 00:00:00.000,"Elizabeth N. Mason",890.57,
"Paycheck",2025-01-13 00:00:00.000,"Gregg O. Schneider",1033.99,
"Paycheck",2025-01-15 00:00:00.000,"Elizabeth N. Mason",921.28,
"Paycheck",2025-01-27 00:00:00.000,"Dan T. Miller",1299.6,
"Paycheck",2025-01-27 00:00:00.000,"Gregg O. Schneider",1064.04,
"Paycheck",2025-02-10 00:00:00.000,"Dan T. Miller",1299.59,
"Paycheck",2025-02-10 00:00:00.000,"Elizabeth N. Mason",890.56,
"Paycheck",2025-02-10 00:00:00.000,"Gregg O. Schneider",1033.98,
"Paycheck",2025-02-24 00:00:00.000,"Dan T. Miller",1299.6,
"Paycheck",2025-02-24 00:00:00.000,"Elizabeth N. Mason",937.11,
"Paycheck",2025-02-24 00:00:00.000,"Gregg O. Schneider",1079.56,
"Paycheck",2025-03-10 00:00:00.000,"Dan T. Miller",1299.61,
"Paycheck",2025-03-10 00:00:00.000,"Elizabeth N. Mason",890.57,
"Paycheck",2025-03-10 00:00:00.000,"Gregg O. Schneider",1033.99,
"Paycheck",2025-03-24 00:00:00.000,"Dan T. Miller",1299.58,
"Paycheck",2025-03-24 00:00:00.000,"Elizabeth N. Mason",890.56,
"Paycheck",2025-03-24 00:00:00.000,"Gregg O. Schneider",1033.98,
"Paycheck",2025-04-07 00:00:00.000,"Dan T. Miller",1299.61,
"Paycheck",2025-04-07 00:00:00.000,"Elizabeth N. Mason",890.57,
"Paycheck",2025-04-07 00:00:00.000,"Gregg O. Schneider",1033.99,
"Paycheck",2025-04-21 00:00:00.000,"Dan T. Miller",1299.6,
"Paycheck",2025-04-21 00:00:00.000,"Elizabeth N. Mason",921.26,
"Paycheck",2025-04-21 00:00:00.000,"Gregg O. Schneider",1064.03,
"Paycheck",2025-05-05 00:00:00.000,"Dan T. Miller",1299.59,
"Paycheck",2025-05-05 00:00:00.000,"Elizabeth N. Mason",890.57,
"Paycheck",2025-05-05 00:00:00.000,"Gregg O. Schneider",1033.99,
"Paycheck",2025-05-19 00:00:00.000,"Dan T. Miller",1299.59,
"Paycheck",2025-05-19 00:00:00.000,"Elizabeth N. Mason",937.11,
"Paycheck",2025-05-19 00:00:00.000,"Gregg O. Schneider",1079.56,
"Paycheck",2025-06-02 00:00:00.000,"Dan T. Miller",1299.61,
"Paycheck",2025-06-02 00:00:00.000,"Elizabeth N. Mason",890.56,
"Paycheck",2025-06-02 00:00:00.000,"Gregg O. Schneider",1033.98,
"Paycheck",2025-06-16 00:00:00.000,"Dan T. Miller",1299.6,
"Paycheck",2025-06-16 00:00:00.000,"Elizabeth N. Mason",890.57,
"Paycheck",2025-06-16 00:00:00.000,"Gregg O. Schneider",1033.99,
"Paycheck",2025-06-30 00:00:00.000,"Dan T. Miller",1299.6,
"Paycheck",2025-06-30 00:00:00.000,"Elizabeth N. Mason",890.56,
"Paycheck",2025-06-30 00:00:00.000,"Gregg O. Schneider",1033.98,
"Paycheck",2025-07-14 00:00:00.000,"Dan T. Miller",1299.6,
"Paycheck",2025-07-14 00:00:00.000,"Elizabeth N. Mason",890.57,
"Paycheck",2025-07-14 00:00:00.000,"Gregg O. Schneider",1033.99,
"Paycheck",2025-07-28 00:00:00.000,"Dan T. Miller",1299.61,
"Paycheck",2025-07-28 00:00:00.000,"Elizabeth N. Mason",921.28,
"Paycheck",2025-07-28 00:00:00.000,"Gregg O. Schneider",1064.05,
"Paycheck",2025-08-11 00:00:00.000,"Dan T. Miller",1299.6,
"Paycheck",2025-08-11 00:00:00.000,"Elizabeth N. Mason",890.57,
"Paycheck",2025-08-11 00:00:00.000,"Gregg O. Schneider",1033.99,
"Paycheck",2025-08-25 00:00:00.000,"Dan T. Miller",1299.59,
"Paycheck",2025-08-25 00:00:00.000,"Elizabeth N. Mason",937.11,
"Paycheck",2025-08-25 00:00:00.000,"Gregg O. Schneider",1079.55,
"Paycheck",2025-09-08 00:00:00.000,"Dan T. Miller",1299.6,
"Paycheck",2025-09-08 00:00:00.000,"Elizabeth N. Mason",890.56,
"Paycheck",2025-09-08 00:00:00.000,"Gregg O. Schneider",1033.98,
"Paycheck",2025-09-22 00:00:00.000,"Dan T. Miller",1299.6,
"Paycheck",2025-09-22 00:00:00.000,"Elizabeth N. Mason",890.57,
"Paycheck",2025-09-22 00:00:00.000,"Gregg O. Schneider",1033.99,
"Paycheck",2025-10-06 00:00:00.000,"Dan T. Miller",1299.6,
"Paycheck",2025-10-06 00:00:00.000,"Elizabeth N. Mason",890.56,
"Paycheck",2025-10-06 00:00:00.000,"Gregg O. Schneider",1033.98,
"Paycheck",2025-10-20 00:00:00.000,"Dan T. Miller",1299.61,
"Paycheck",2025-10-20 00:00:00.000,"Elizabeth N. Mason",921.25,
"Paycheck",2025-10-20 00:00:00.000,"Gregg O. Schneider",1064.03,
"Paycheck",2025-11-03 00:00:00.000,"Dan T. Miller",1299.6,
"Paycheck",2025-11-03 00:00:00.000,"Elizabeth N. Mason",890.57,
"Paycheck",2025-11-03 00:00:00.000,"Gregg O. Schneider",1033.99,
"Paycheck",2025-11-17 00:00:00.000,"Dan T. Miller",1324.61,
"Paycheck",2025-11-17 00:00:00.000,"Elizabeth N. Mason",962.13,
"Paycheck",2025-11-17 00:00:00.000,"Gregg O. Schneider",1108.76,
"Paycheck",2025-12-01 00:00:00.000,"Dan T. Miller",1325.15,
"Paycheck",2025-12-01 00:00:00.000,"Elizabeth N. Mason",890.57,
"Paycheck",2025-12-01 00:00:00.000,"Gregg O. Schneider",1033.99,
"Paycheck",2025-12-15 00:00:00.000,"Dan T. Miller",1299.6,
"Paycheck",2025-12-15 00:00:00.000,"Dan T. Miller",1350.15,
"Paycheck",2025-12-15 00:00:00.000,"Elizabeth N. Mason",907.92,
"Paycheck",2025-12-15 00:00:00.000,"Elizabeth N. Mason",932.92,
"Paycheck",2025-12-15 00:00:00.000,"Gregg O. Schneider",1033.98,
"Paycheck",2025-12-15 00:00:00.000,"Gregg O. Schneider",1062.12,
"Bill",2025-10-25 00:00:00.000,"Perry Windows & Doors",1800,1800
"Bill",2025-11-10 00:00:00.000,"Daigle Lighting",1539,1539
"Bill",2025-11-18 00:00:00.000,"Perry Windows & Doors",2325,2325
"Bill",2025-11-20 00:00:00.000,"Timberloft Lumber",1960,19.6
"Bill",2025-11-24 00:00:00.000,"Middlefield Drywall",1200,1200
"Bill",2025-11-25 00:00:00.000,"Cal Telephone",91.94,91.94
"Bill",2025-11-29 00:00:00.000,"Wheeler's Tile Etc.",1250,1250
"Bill",2025-11-30 00:00:00.000,"C.U. Electric",500,500
"Bill",2025-12-01 00:00:00.000,"Patton Hardware Supplies",210,210
"Bill",2025-12-01 00:00:00.000,"Timberloft Lumber",80.5,80.5
"Bill",2025-12-02 00:00:00.000,"Daigle Lighting",52,52
"Bill",2025-12-02 00:00:00.000,"Perry Windows & Doors",50,50
"Bill",2025-12-04 00:00:00.000,"Perry Windows & Doors",2400,2400
"Bill",2025-12-05 00:00:00.000,"Hopkins Construction Rentals",550,550
"Bill",2025-12-06 00:00:00.000,"Timberloft Lumber",115,115
"Bill",2025-12-08 00:00:00.000,"Hopkins Construction Rentals",150,150
"Bill",2025-12-11 00:00:00.000,"Hamlin Metal",670,670
"Bill",2025-12-11 00:00:00.000,"Lew Plumbing",1200,1200
"Bill",2025-12-11 00:00:00.000,"Perry Windows & Doors",130,130
"Bill",2025-12-12 00:00:00.000,"C.U. Electric",250,250
"Bill",2025-12-12 00:00:00.000,"Lew Plumbing",175,130
"Bill",2025-12-12 00:00:00.000,"Patton Hardware Supplies",810,810
"Bill",2025-12-12 00:00:00.000,"Sloan Roofing",1047,1047
"Bill",2025-12-12 00:00:00.000,"Washuta & Son Painting",600,600
"Bill",2025-12-15 00:00:00.000,"Cal Gas & Electric",122.68,122.68
"Bill",2025-12-15 00:00:00.000,"Sergeant Insurance",4050,4050
"Bill",2025-12-15 00:00:00.000,"Thomas Kitchen & Bath",585,585
"Bill",2025-12-15 00:00:00.000,"Vu Contracting",1250,1250
